Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0001512	XP_001950347.2, XP_003249003.2	XP_026299774.1, XP_026299769.1
OG0001513	XP_029343494.1, XP_001950605.2	XP_003249578.1
OG0001514	XP_001950614.2, XP_008179295.1, XP_016656840.1	XP_396376.2
OG0001515	XP_001951016.1, XP_008188305.1, XP_008188306.1	XP_006568666.1
OG0001516	XP_001951239.1, XP_008186532.1	XP_016768032.1
OG0001517	XP_001951328.2, XP_029346096.1	XP_016772636.1
OG0001518	XP_001951365.1	XP_006569908.1, XP_006569907.1
OG0001519	XP_008183986.1, XP_001951874.2	XP_001121155.2
OG0001520	XP_001951964.1	XP_016773511.1
OG0001521	XP_001952287.2, XP_029347145.1, XP_008181173.1	XP_026296663.1
OG0001522	XP_001952293.1	XP_396892.2
OG0001523	XP_001952833.2	XP_026301434.1
OG0001524	XP_003240924.1, XP_016664234.1	XP_006568047.1
OG0001525	XP_003241160.1	XP_006559250.1, XP_393635.1
OG0001526	XP_003241167.1, XP_029345134.1, XP_008190230.1	NP_001011602.1
OG0001527	XP_003241208.1	XP_006561935.1
OG0001529	XP_003242875.1	XP_006557300.1
OG0001530	XP_003243307.1	XP_026301949.1
OG0001531	XP_003243327.1	XP_006564855.1
OG0001532	XP_003243596.1	XP_016768684.2, XP_016768690.1
OG0001533	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1	XP_026297995.1
OG0001534	XP_003244802.1	XP_006570008.2
OG0001535	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1	XP_016766188.2
OG0001536	XP_003245170.1	XP_026299834.1, XP_026299833.1
OG0001537	XP_003245502.1, XP_008181113.1, XP_016661056.2	XP_016771061.1, XP_396670.3
OG0001538	XP_003245941.1	NP_001035354.1
OG0001539	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1	XP_026300395.1
OG0001540	XP_003247868.1	XP_006570639.1, NP_001107211.1
OG0001541	XP_003248759.2, XP_008188096.1	XP_026301845.1, XP_026301842.1
OG0001542	XP_029345676.1, XP_029345670.1, XP_003248868.3	XP_016767210.2, XP_001121775.2
OG0001543	XP_008178488.1	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1
OG0001545	XP_008180179.1	XP_026295460.1
OG0001546	XP_008180322.1	XP_001121602.2, XP_026296545.1
OG0001547	XP_008181007.1	XP_006565258.1
OG0001548	XP_008181324.1	XP_006568458.2, XP_026295258.1
OG0001549	XP_008181350.1, XP_008181345.1	XP_006565363.2
OG0001550	XP_008181349.1, XP_016660125.1	XP_396025.4
OG0001551	XP_029344459.1, XP_008182508.1	XP_026301914.1
OG0001552	XP_029341108.1, XP_008182735.1	XP_006561183.1, XP_016766181.1
OG0001553	XP_008183385.1	XP_394347.5
OG0001554	XP_008183450.2	XP_016770977.1, XP_006561260.1
OG0001555	XP_029341218.1, XP_008184180.1, XP_029341220.1	XP_396132.4
OG0001556	XP_008184251.1	XP_006558583.1
OG0001557	XP_016661057.2	XP_006564466.1
OG0001558	XP_008184940.1	XP_393403.3
OG0001559	XP_008185039.1	XP_026299665.1
OG0001560	XP_008186404.1, XP_016662679.1	NP_001242968.1, XP_006561571.2, NP_001242969.1
OG0001561	XP_029341351.1, XP_008186937.1, XP_029341646.1	XP_006563441.2
OG0001562	XP_016663542.1, XP_008187530.2, XP_016660440.1	XP_006558995.1
OG0001563	XP_008187964.3	XP_016772117.1, XP_016772119.1
OG0001565	XP_008189936.1	XP_026299072.1
OG0001567	XP_016658137.2	XP_006562827.2, XP_026302056.1
OG0001568	XP_016658644.1	XP_006567935.1
OG0001569	XP_016659072.1	XP_026300765.1, XP_625030.1, XP_006564990.1
OG0001570	XP_016659399.1	XP_001120557.1, XP_006571825.1
OG0001571	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1	XP_623644.3
OG0001572	XP_016661226.1, XP_029342072.1	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3
OG0001573	XP_016661281.1	XP_026302090.1
OG0001574	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1	XP_006557906.2
OG0001575	XP_016665048.1	XP_026298538.1
OG0001576	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1	XP_026295510.1
OG0001577	XP_029341940.1	XP_394734.5
OG0001578	XP_029342030.1	XP_006567173.2
OG0001579	XP_029343105.1, XP_029343104.1	XP_393727.2
OG0001580	XP_029343957.1	XP_026298115.1, XP_026298114.1, XP_026298110.1
OG0001581	XP_029347791.1, XP_029344497.1	XP_001122164.3
OG0001582	XP_029345144.1	XP_026295451.1, XP_016766735.2
OG0001583	XP_029345306.1	XP_006560007.3
OG0001584	XP_029346124.1	XP_006571318.1, XP_006571313.1
OG0001585	XP_029346669.1, XP_029348133.1	XP_006565462.1, XP_026296905.1
OG0001586	XP_029346801.1	XP_623933.1
OG0001587	XP_029347036.1	XP_006568372.3
OG0001588	XP_029347321.1, XP_029348055.1	XP_016770533.1, XP_016770532.1
OG0001589	XP_029348255.1	XP_001120695.1
OG0001614	NP_001119609.1	XP_006563852.2
OG0001615	NP_001165434.1, NP_001119664.1	XP_001120364.1
OG0001616	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1	XP_006566477.1, XP_006566478.1
OG0001617	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1	XP_006559199.1
OG0001619	XP_008189793.1, XP_008180212.1, NP_001155629.1	XP_026302278.1, XP_026302276.1
OG0001620	NP_001155671.1	XP_006559598.1, XP_006559599.1
OG0001621	XP_029344967.1, NP_001155770.1, XP_008187262.1	XP_006567760.1, XP_003251079.1
OG0001622	XP_008180830.1, NP_001155791.1	XP_006572004.2
OG0001623	NP_001155857.1	XP_395696.2
OG0001624	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1	XP_397056.2
OG0001625	NP_001156134.1	XP_396699.1
OG0001626	NP_001156141.1	XP_624479.1
OG0001627	NP_001156148.1, XP_008185366.1	XP_006568009.1
OG0001628	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2	XP_006567224.1
OG0001629	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1	XP_624943.3
OG0001630	NP_001156347.1, XP_016659252.1	XP_001122389.1
OG0001631	NP_001156438.1, XP_001948292.4, XP_016660627.1	XP_624018.4
OG0001632	XP_008183084.1, NP_001156712.1	XP_016771561.1
OG0001633	NP_001232954.1	XP_006558558.3
OG0001634	NP_001233050.1	XP_623646.2
OG0001635	NP_001280462.1	XP_001120583.1
OG0001636	NP_001313576.1	XP_006568732.2, NP_001035346.1
OG0001637	NP_001313606.1	XP_016769931.2, XP_396322.3
OG0001638	XP_001942629.2	XP_026301628.1
OG0001639	XP_001942635.2	XP_006565792.1
OG0001640	XP_001944671.1, XP_001942710.1, XP_008187704.1	XP_026297298.1
OG0001641	XP_001942933.2	XP_003250009.1, XP_016767664.1
OG0001642	XP_001943211.1, XP_001943270.1, XP_008181942.1	XP_394292.3
OG0001643	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1	XP_001123355.3
OG0001644	XP_001945235.1, XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1	XP_623950.2
OG0001645	XP_001944045.2	XP_397283.1
OG0001646	XP_001944173.2	XP_016767126.2, XP_006567318.2
OG0001647	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1	XP_026300749.1
OG0001648	XP_001944186.1	XP_006571365.1
OG0001649	XP_001944730.2	XP_016769479.1
OG0001650	XP_001945180.1	XP_026298834.1, XP_026298833.1
OG0001651	XP_001945607.2	XP_006566520.1, XP_006566522.1
OG0001652	XP_001945713.2	XP_006560202.1, XP_016768462.1
OG0001653	XP_001945941.2	XP_006563337.2
OG0001654	XP_001946378.2	XP_006562323.1
OG0001655	XP_001946635.1	XP_006568644.1
OG0001656	XP_001946836.2	XP_001121554.3
OG0001657	XP_029341082.1, XP_001946895.2	XP_006569661.1
OG0001658	XP_016663561.1, XP_001948609.1, XP_001947103.1	XP_016767405.1, XP_016767404.1, XP_006567305.1
OG0001659	XP_001947555.1, XP_016661886.1	XP_016772008.1
OG0001660	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1	XP_006571017.1
OG0001661	XP_001948336.2, XP_008187588.1	XP_393502.3
OG0001662	XP_001948434.2	XP_006563658.1, XP_016772164.2
OG0001663	XP_001948502.1	XP_006569237.2
OG0001664	XP_001948999.2	NP_001155988.1, XP_006567657.1
OG0001665	XP_001949124.1	XP_006566494.1
OG0001666	XP_001949417.2	XP_624283.3
OG0001667	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2	XP_006570316.1, XP_001122704.2, XP_026296440.1
OG0001668	XP_001949692.1	XP_006562826.1
OG0001669	XP_001950332.1, XP_008179737.1	XP_006572269.1
OG0001670	XP_001950746.1	XP_624386.1
OG0001671	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1	XP_006562904.1
OG0001672	XP_016664060.1, XP_001950792.1	XP_026301574.1
OG0001673	XP_001951789.2, XP_001951110.1	XP_016772949.2, XP_026301982.1, XP_026301981.1
OG0001674	XP_001951117.2	XP_396231.4, XP_006571348.2
OG0001675	XP_001951163.2, XP_008187982.1	XP_001119944.1
OG0001676	XP_001951600.1	XP_026296455.1, XP_026296459.1
OG0001677	XP_001951757.1	XP_623490.2
OG0001678	XP_001952151.3, XP_016656299.1	XP_016773295.1, XP_392138.3
OG0001679	XP_001952174.1	NP_001264229.1
OG0001680	XP_001952275.1	XP_623725.1
OG0001681	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1	XP_391963.3
OG0001682	XP_003241201.1	XP_006558051.1
OG0001683	XP_003242711.1	XP_001122957.2
OG0001684	XP_003244008.1	XP_026301408.1
OG0001685	XP_029345345.1, XP_003244045.1	XP_006559783.1, XP_006559784.1, XP_397385.2
OG0001686	XP_003244114.1	XP_006562633.1
OG0001687	XP_003244150.1, XP_029343745.1, XP_003248022.1	XP_026300480.1
OG0001688	XP_003244236.1	XP_003250542.1
OG0001689	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1	XP_006560383.2
OG0001690	XP_003247236.1, XP_008181864.2	XP_006563110.2, XP_006563111.2
OG0001691	XP_003247465.1	XP_006567672.1, XP_006567673.1
OG0001692	XP_003247659.1	XP_016772581.1
OG0001693	XP_003247797.1	XP_006559220.1
OG0001694	XP_003247833.1	XP_016766972.1, XP_016766975.1
OG0001695	XP_003247962.1, XP_008184535.1, XP_029342167.1	XP_397181.1
OG0001696	XP_029346128.1, XP_003248837.3	XP_026301919.1, XP_006571061.2
OG0001697	XP_008178829.1	XP_395370.1
OG0001699	XP_029345236.1, XP_008179743.1	XP_006560897.1
OG0001700	XP_008180611.1	XP_016772146.2
OG0001701	XP_008181703.1	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1
OG0001702	XP_008182063.3	XP_006557525.1, XP_006557524.1, XP_001120701.2
OG0001703	XP_008183132.2	XP_394880.3
OG0001704	XP_008183183.1	XP_391922.2
OG0001706	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1	XP_393619.4, XP_016768168.2
OG0001707	XP_008184047.1	XP_026300987.1
OG0001708	XP_008184069.1	XP_006560213.1
OG0001709	XP_008184777.1	XP_026295555.1, XP_026295547.1, XP_016772700.2
OG0001711	XP_008185641.1, XP_016661368.1	XP_394460.1
OG0001712	XP_008185711.1	XP_016771334.1, XP_016771331.1
OG0001713	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1	XP_006562481.1
OG0001714	XP_008185781.1	NP_001207415.1, NP_001207416.1
OG0001715	XP_008186070.1	XP_006569265.3
OG0001716	XP_008186221.1	XP_016768172.2
OG0001717	XP_008186368.1	XP_006567330.1
OG0001718	XP_008186471.1	XP_393236.2
OG0001720	XP_008187727.1	XP_392615.1, XP_016769284.1
OG0001721	XP_008188269.1, XP_008188938.1	XP_001120250.2
OG0001722	XP_008189818.1	XP_026296832.1, XP_026296833.1, XP_026296834.1
OG0001723	XP_016656015.1	NP_001035315.1, XP_016771954.1
OG0001724	XP_016657416.1	XP_394574.3
OG0001725	XP_016657929.1	XP_396830.4
OG0001726	XP_016658867.1	XP_006563226.1
OG0001728	XP_016659994.1	XP_016770863.2
OG0001729	XP_016660123.1	XP_026299023.1
OG0001730	XP_016662596.1	XP_026295833.1, XP_026295840.1
OG0001731	XP_016662755.1, XP_029347626.1	XP_026297019.1
OG0001732	XP_016663406.1	XP_016767782.1
OG0001733	XP_016663444.1, XP_029348714.1	XP_026297267.1
OG0001734	XP_029341592.1	XP_624577.2, XP_006571701.2
OG0001735	XP_029341951.1	XP_016773594.2, XP_016773595.2
OG0001737	XP_029342873.1	XP_026296648.1
OG0001738	XP_029342948.1	XP_003249819.2
OG0001739	XP_029343150.1	XP_006562930.1
OG0001740	XP_029343949.1	XP_026299184.1, XP_026299186.1
OG0001741	XP_029344099.1	XP_026302182.1, XP_006561144.2, XP_006561143.2
OG0001742	XP_029344583.1	XP_026300294.1, XP_026300286.1, XP_026300287.1
OG0001743	XP_029344991.1	XP_001122418.1
OG0001744	XP_029345593.1	XP_026301456.1
OG0001745	XP_029345636.1	XP_392464.3
OG0001746	XP_029345814.1	XP_006567770.1
OG0001747	XP_029346653.1	XP_026294820.1, XP_026294819.1
OG0001748	XP_029347349.1	XP_026295003.1, XP_026294997.1
OG0001749	XP_029347633.1, XP_029347629.1	XP_026302273.1, XP_026302286.1
OG0001774	XP_008188214.1, NP_001155610.1, NP_001119694.1	XP_016767411.1
OG0001775	XP_008188848.1, NP_001129410.1, NP_001156569.1	XP_006557802.1
OG0001776	XP_001951172.2, NP_001129411.1	XP_006562600.2
OG0001777	NP_001129414.1	XP_623303.1, XP_393059.1
OG0001778	NP_001129594.1	XP_006571958.1, XP_006571960.1
OG0001779	XP_001945775.2, NP_001155452.1, NP_001155825.1	XP_006572136.1
OG0001780	XP_016659892.1, NP_001155461.1	XP_394026.2
OG0001781	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1	XP_006561705.1
OG0001782	NP_001155515.1	XP_394140.4
OG0001783	NP_001155530.1, XP_016660437.1	XP_003249423.2
OG0001784	NP_001155547.1	XP_624087.2
OG0001785	XP_029341505.1, NP_001155654.1, XP_008182090.1	XP_623908.1
OG0001786	XP_008178954.1, NP_001155672.1	XP_001120360.1
OG0001787	NP_001155724.1	XP_393706.3
OG0001788	XP_016663392.1, NP_001155801.1, XP_003241568.1	XP_395906.3
OG0001789	NP_001156108.1, XP_016656321.1	XP_006567899.1
OG0001790	XP_008185976.1, NP_001156182.1	XP_392085.2
OG0001791	NP_001156204.1, XP_008184616.1	XP_001120245.2, XP_006568251.2
OG0001792	NP_001156247.1, XP_008187622.1	XP_625134.3
OG0001793	NP_001156305.1	XP_016768363.1, XP_026296947.1
OG0001794	NP_001156307.1	XP_006568264.1, XP_026295048.1
OG0001795	NP_001156453.1	XP_006567715.1
OG0001796	NP_001156565.1, XP_016655961.1	XP_026296488.1
OG0001797	XP_029347227.1, XP_029342124.1, NP_001156579.1	XP_001120264.1
OG0001799	NP_001156668.1, XP_008179071.1	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1
OG0001800	NP_001156706.1	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1
OG0001801	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2	XP_006571821.1
OG0001802	XP_029345658.1, NP_001162144.1	XP_396615.2
OG0001803	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1	XP_006569400.1
OG0001804	NP_001232953.1, XP_016657413.1	XP_394859.1
OG0001805	NP_001232979.1	XP_006563149.2
OG0001806	NP_001233043.1	XP_006563359.1, XP_026302126.1
OG0001807	XP_001942509.2	XP_001121112.2
OG0001808	XP_008187931.1, XP_001952480.2	XP_623170.1
OG0001809	XP_001942715.1	XP_016768585.1, XP_006568686.1, XP_006568687.1
OG0001810	XP_001942856.1, XP_008179964.1	XP_006559673.1, XP_006559672.1
OG0001811	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1	XP_003249302.2
OG0001812	XP_001943187.1, XP_001948026.1	XP_006560961.1
OG0001813	XP_016663414.1, XP_001943319.2, XP_008187381.1	XP_001122360.3
OG0001814	XP_001943377.1	XP_397220.3
OG0001815	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2	XP_006562406.1
OG0001816	XP_008187096.1, XP_001943493.2, XP_016656595.1	XP_026298657.1
OG0001817	XP_029346498.1, XP_008179583.1, XP_001943498.1	XP_623822.2
OG0001818	XP_001943774.1, XP_008180057.1	XP_026298053.1, XP_026298054.1
OG0001819	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1	XP_003250992.1
OG0001820	XP_001943903.1	XP_394676.2
OG0001821	XP_003248297.1, XP_001943957.2	XP_001120030.2, XP_006571059.1, XP_006571060.1
OG0001822	XP_001944669.2	XP_396855.2
OG0001823	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1	XP_026301314.1
OG0001824	XP_001944700.1	XP_006565919.1, XP_006565917.1
OG0001825	XP_001944739.1	XP_026294960.1
OG0001826	XP_001944820.1	XP_016773199.1
OG0001827	XP_001944905.2	XP_026296804.1
OG0001828	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1
OG0001829	XP_001945038.1	XP_006561681.1, XP_006561682.1
OG0001830	XP_001945197.2	XP_006564281.1
OG0001831	XP_001945437.1	XP_026300798.1
OG0001832	XP_001945557.2	XP_394067.4
OG0001833	XP_001945830.2	XP_026296913.1
OG0001834	XP_001946240.1	XP_391916.3
OG0001835	XP_001946328.2, XP_016661442.1, XP_016661441.1	XP_006560538.1, XP_001120677.3
OG0001836	XP_001946879.2	XP_026300727.1
OG0001837	XP_001946894.1	XP_003250899.1
OG0001838	XP_001947118.2	XP_001120649.1
OG0001839	XP_003246231.1, XP_001947141.1	XP_001120879.2, XP_016769298.2
OG0001840	XP_001947300.1	XP_026296453.1
OG0001841	XP_001947958.2	NP_001242966.1
OG0001842	XP_001948010.1, XP_003245356.1, XP_016660916.1	XP_395471.3
OG0001843	XP_029348519.1, XP_008186988.1, XP_001948155.2	XP_026298492.1, XP_396332.3
OG0001844	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1	XP_624012.3
OG0001845	XP_001948310.1, XP_003248687.2	XP_392773.3
OG0001846	XP_001948529.2	XP_016767933.1
OG0001847	XP_001948531.1	XP_026300234.1
OG0001848	XP_016661036.1, XP_001948639.1	XP_624014.2, XP_016768675.1
OG0001849	XP_001948795.2, XP_003245783.1	XP_393000.3, XP_026298149.1, XP_026298150.1
OG0001850	XP_001948861.1	XP_393385.3
OG0001851	XP_001949188.2	XP_001120336.2
OG0001852	XP_001949433.2	XP_001121588.2
OG0001853	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1	XP_006561993.1
OG0001854	XP_029343283.1	XP_026299949.1
OG0001855	XP_008188230.1, XP_001949717.1	XP_393876.1, XP_016770895.1
OG0001856	XP_001949793.2, XP_008182796.1	XP_026298504.1
OG0001857	XP_001949994.2	XP_006567507.1
OG0001858	XP_001950544.1	XP_393894.1
OG0001859	XP_016660503.1, XP_001950684.2, XP_029345572.1	XP_001122536.1
OG0001860	XP_001950915.3	XP_006566847.1, XP_026295377.1, XP_026295376.1
OG0001861	XP_001951063.1	XP_026296639.1
OG0001862	XP_001951151.1, XP_008187987.1, XP_008187986.1	XP_003251799.1
OG0001863	XP_001951176.1	XP_016769109.1
OG0001864	XP_001951225.1	XP_006565068.1
OG0001865	XP_001951536.1, XP_001951914.1	XP_026298716.1
OG0001866	XP_029341527.1, XP_016657739.1, XP_001951538.1	XP_395324.2
OG0001867	XP_001951701.1	XP_006561140.1
OG0001868	XP_001951736.1, XP_008183468.1, XP_008183466.1	XP_396874.5
OG0001869	XP_001952010.1, XP_016664220.1	XP_003249459.1
OG0001870	XP_001952173.2	XP_006562529.1, XP_016768217.1
OG0001871	XP_001952722.1	XP_393301.3
OG0001872	XP_001952755.1	XP_026299612.1
OG0001873	XP_001952829.1	XP_397060.3
OG0001874	XP_008185190.1, XP_001952839.1	XP_003250417.1
OG0001875	XP_029346961.1, XP_001952853.2	XP_006563722.1, XP_016772169.1
OG0001876	XP_001952862.2	XP_006559138.1, XP_006559144.1
OG0001877	XP_003240052.1	XP_006558330.1, XP_006558328.1
OG0001878	XP_029341366.1, XP_016656176.1, XP_003242518.2, XP_003240785.1, XP_003247189.1	XP_026301695.1
OG0001879	XP_003240974.1	XP_016766647.1
OG0001880	XP_003241869.2	XP_026297802.1
OG0001881	XP_003242009.1	XP_003250415.1
OG0001882	XP_003242232.1	XP_006568897.2, XP_026294859.1
OG0001883	XP_003242255.1	XP_006568004.1
OG0001884	XP_016656757.1, XP_003242429.1	XP_006565104.1
OG0001885	XP_003242954.1, XP_008180737.1	XP_001121449.1
OG0001886	XP_003242961.1	XP_006567216.2
OG0001887	XP_008180938.2, XP_029342240.1, XP_003243122.1	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1
OG0001888	XP_003243530.1	XP_394034.5, XP_016771541.2
OG0001889	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1	XP_006569623.1
OG0001890	XP_003247580.1, XP_003243804.1	XP_016771641.1, XP_016771642.1, XP_016771643.1
OG0001891	XP_003243994.1	XP_006564255.1, XP_006564252.1, XP_006564253.1
OG0001892	XP_003244214.1	XP_006570318.1, XP_026296436.1
OG0001893	XP_003245723.1	XP_026299177.1
OG0001894	XP_003246006.1, XP_029341180.1	XP_006570163.2
OG0001895	XP_003246351.1, XP_029342851.1, XP_029342101.1	XP_016771683.2
OG0001896	XP_003246488.1	XP_026299099.1
OG0001897	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3	NP_001229455.1
OG0001898	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1	XP_006561037.2
OG0001899	XP_003247539.2, XP_008178962.1, XP_003247488.1	XP_016770620.1
OG0001900	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1	XP_393467.3
OG0001901	XP_008178515.1, XP_016656489.1	XP_016770289.2, XP_016770290.2, XP_006566772.2
OG0001902	XP_008178645.1	XP_392789.3, XP_016772305.1
OG0001903	XP_008178715.1	XP_026297341.1
OG0001904	XP_008179049.1, XP_008179053.1	XP_026296404.1
OG0001905	XP_008179792.1	XP_006567964.2, XP_006567963.2, XP_003251131.2
OG0001906	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1	XP_006562935.2
OG0001907	XP_029342208.1, XP_029340990.1, XP_008190086.2	XP_026296956.1, XP_026296957.1
OG0001909	XP_008182340.1	XP_016767679.1, XP_016767685.1
OG0001910	XP_008182560.1, XP_029346097.1	XP_003251266.1
OG0001911	XP_029348683.1	XP_006557710.2
OG0001912	XP_008182696.1	XP_016766824.1, XP_016766822.1, XP_016766821.1
OG0001913	XP_016659699.1, XP_008182892.1, XP_029344147.1	XP_394416.4
OG0001914	XP_008183203.1, XP_008183199.1	XP_026294941.1
OG0001915	XP_008183547.2	XP_003251133.1
