Orthogroup	Acyrthosiphon_pisum	Drosophila_melanogaster
OG0001894	XP_003246006.1, XP_029341180.1	NP_001137875.1
OG0001895	XP_003246351.1, XP_029342851.1, XP_029342101.1	NP_524651.2
OG0001896	XP_003246488.1	NP_609570.1
OG0001897	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3	NP_611140.3
OG0001898	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1	NP_001263035.1
OG0001899	XP_003247539.2, XP_008178962.1, XP_003247488.1	NP_724878.2
OG0001900	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1	NP_001259735.1
OG0001901	XP_008178515.1, XP_016656489.1	NP_651080.2
OG0001902	XP_008178645.1	NP_001286818.1
OG0001903	XP_008178715.1	NP_001285675.1
OG0001905	XP_008179792.1	NP_001287263.1
OG0001906	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1	NP_001245625.1
OG0001908	XP_008181779.1	NP_650314.1
OG0001909	XP_008182340.1	NP_001033913.1
OG0001910	XP_008182560.1, XP_029346097.1	NP_648745.1
OG0001911	XP_029342679.1	NP_726108.3
OG0001912	XP_008182696.1	NP_001286124.1
OG0001913	XP_016659699.1, XP_008182892.1, XP_029344147.1	NP_524909.1
OG0001914	XP_008183203.1	NP_608998.2
OG0001914	XP_008183199.1	NP_001188704.1
OG0001915	XP_008183547.2	NP_001014612.1
OG0001916	XP_008183576.1	NP_648272.1
OG0001917	XP_008183695.1	NP_611237.2
OG0001919	XP_008185199.1	NP_610950.2
OG0001920	XP_008185245.2	NP_608361.3
OG0001921	XP_008185452.1	NP_001036438.1
OG0001922	XP_029346200.1, XP_008185784.1	NP_001246140.1
OG0001923	XP_008185966.1	NP_726381.1
OG0001924	XP_008186124.1	NP_609384.1
OG0001925	XP_008186171.1	NP_476618.1
OG0001926	XP_008186521.1	NP_609736.1
OG0001927	XP_008186724.1, XP_008186723.1, XP_029342722.1	NP_524688.1
OG0001928	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1	NP_001261246.1
OG0001929	XP_008188001.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_008189285.1	NP_650547.1
OG0001931	XP_008189349.1	NP_001097135.1
OG0001932	XP_029347696.1	NP_608570.1
OG0001933	XP_016656755.1	NP_524431.2
OG0001935	XP_029345347.1, XP_016659373.1	NP_001015254.1
OG0001936	XP_016659625.1, XP_029343633.1	NP_001286158.1
OG0001937	XP_016660066.1	NP_001259619.1
OG0001938	XP_016661178.2	NP_001286427.1
OG0001939	XP_016662921.1	NP_649157.1
OG0001940	XP_016664224.1	NP_001287364.1
OG0001941	XP_029342563.1	NP_001368962.1
OG0001942	XP_029342943.1	NP_001260565.1, NP_476804.1
OG0001943	XP_029348042.1, XP_029343108.1	NP_001188918.1, NP_651214.2
OG0001944	XP_029343229.1, XP_029343228.1	NP_001163494.1
OG0001945	XP_029343268.1, XP_029343266.1	NP_572873.2
OG0001946	XP_029343313.1	NP_001303420.1
OG0001947	XP_029343893.1	NP_649796.1
OG0001949	XP_029344221.1	NP_001285813.1
OG0001950	XP_029344449.1	NP_001261595.1
OG0001951	XP_029345038.1	NP_726846.1
OG0001952	XP_029345699.1	NP_001245466.1
OG0001953	XP_029346601.1	NP_524790.1, NP_001261255.1, NP_788450.1
OG0001987	NP_001153863.1	NP_001356937.1
OG0001988	NP_001155380.1, XP_008184303.1	NP_524001.2
OG0001989	NP_001155391.1, XP_008180716.1	NP_001260098.1, NP_001284837.1
OG0001990	NP_001155397.1	NP_788760.1
OG0001991	NP_001155422.1, XP_029344736.1	NP_001262998.1
OG0001992	NP_001155668.1, XP_008180669.1	NP_001245552.1
OG0001993	NP_001155708.1	NP_611538.1
OG0001994	NP_001155742.1, XP_008187651.1	NP_651072.1
OG0001995	NP_001155756.1	NP_523355.2
OG0001996	XP_008185916.1	NP_001287145.1, NP_649391.1, NP_649394.1, NP_649395.1
OG0001996	XP_008185909.1, NP_001155858.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	NP_001156096.1, XP_008181077.1, XP_008182672.2	NP_996267.1
OG0001998	XP_008183251.1, NP_001156221.1	NP_651780.1
OG0001999	NP_001156231.1	NP_523428.1
OG0002000	NP_001156269.1, XP_029344804.1	NP_726490.3
OG0002001	NP_001156703.1	NP_001285572.1
OG0002002	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2	NP_001027274.2, NP_001260458.1
OG0002003	NP_001162147.1	NP_001259998.1
OG0002004	NP_001191855.1	NP_650776.1
OG0002005	NP_001191949.1, XP_008190009.1	NP_647640.1
OG0002006	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1	NP_001247376.1, NP_001247375.1
OG0002007	NP_001233075.1	NP_001261689.1
OG0002009	NP_001280317.1	NP_001027401.1
OG0002010	XP_001950007.1, NP_001280444.1	NP_651600.1
OG0002011	XP_029347613.1, XP_001942528.1	NP_001286589.1
OG0002012	XP_001942532.2	NP_001014582.1, NP_524041.2
OG0002013	XP_001943028.2	NP_001245550.1
OG0002014	XP_001943263.2	NP_476562.1
OG0002015	XP_001943314.1	NP_609782.2
OG0002016	XP_001944071.1, XP_001943461.1, XP_029341274.1	NP_788448.1, NP_611764.1
OG0002017	XP_001943519.1	NP_610188.2
OG0002018	XP_003244523.1, XP_001948706.2, XP_001943559.2	NP_648586.2
OG0002019	XP_001946553.1	NP_001137910.2
OG0002020	XP_001943702.1	NP_732549.2
OG0002021	XP_001943795.2	NP_649827.2
OG0002022	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1	NP_726406.1
OG0002023	XP_001943859.1, XP_003248674.1	NP_001245577.1
OG0002024	XP_001943867.2	NP_610095.1
OG0002025	XP_001943896.1	NP_649877.1
OG0002026	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2	NP_001259298.1
OG0002028	XP_001944028.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_001944072.1, XP_029344159.1	NP_610059.1
OG0002032	XP_003246696.1, XP_001944309.2	NP_001286795.1
OG0002033	XP_001944435.1	NP_001285275.1
OG0002034	XP_001944588.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_001944639.2	NP_611093.2
OG0002036	XP_001944759.2	NP_001286548.1
OG0002037	XP_003241210.1	NP_001287064.2
OG0002037	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1	NP_524660.1
OG0002038	XP_001944803.2	NP_608372.1
OG0002039	XP_001944871.1	NP_001286974.1
OG0002041	XP_001945010.1	NP_647887.1
OG0002042	XP_001945075.2, XP_029345141.1	NP_001137671.1, NP_610099.1
OG0002043	XP_001945275.1	NP_001034012.2
OG0002044	XP_001945498.1, XP_016659740.1, XP_008182932.1	NP_001263139.1
OG0002045	XP_001945626.1, XP_016657403.1	NP_477311.1
OG0002046	XP_001945658.1	NP_001097124.1, NP_733326.1
OG0002047	XP_001945671.1	NP_001189286.1
OG0002048	XP_001945802.2	NP_001247185.1
OG0002049	XP_001945884.1	NP_732811.1
OG0002050	XP_001945892.2	NP_001285355.1
OG0002051	XP_016659128.1, XP_001946062.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_001946072.2	NP_611508.1
OG0002053	XP_003244732.1, XP_001946127.2	NP_610530.1
OG0002054	XP_001946560.2, XP_008179771.1	NP_001097585.3, NP_524677.1
OG0002055	XP_016663730.1, XP_001946571.1, XP_029343080.1	NP_001259900.1, NP_572902.1
OG0002056	XP_001946593.1	NP_524907.2
OG0002057	XP_001946607.1	NP_609888.2
OG0002058	XP_001946617.2	NP_609119.2
OG0002059	XP_001946687.2	NP_648185.1
OG0002060	XP_001946705.2	NP_726403.2
OG0002061	XP_001946856.2	NP_001036338.1
OG0002062	XP_001946981.2	NP_001356975.1
OG0002063	XP_001947007.1	NP_001285001.1
OG0002064	XP_016660090.1, XP_001947097.1	NP_001356982.1
OG0002065	XP_001947123.2	NP_001284967.1
OG0002066	XP_001947173.1	NP_649869.1
OG0002067	XP_001949769.2, XP_001947521.2	NP_651116.1
OG0002068	XP_001947646.2, XP_029342767.1, XP_016659961.1	NP_611856.1
OG0002069	XP_001951771.1, XP_001947840.1	NP_652610.1
OG0002070	XP_001948071.2	NP_650941.3
OG0002071	XP_001948113.2	NP_477372.1
OG0002072	XP_001948957.1, XP_001948169.2	NP_001259984.1
OG0002073	XP_001948564.2	NP_001260394.1
OG0002074	XP_008181214.1, XP_001948575.1, XP_008179714.1, XP_029347990.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_001948893.1	NP_524583.1
OG0002076	XP_029344443.1, XP_001948988.1	NP_001163600.1
OG0002077	XP_029344641.1, XP_003244316.1, XP_029344643.1, XP_001949368.1, XP_008182774.1, XP_008182781.1	NP_724409.3
OG0002078	XP_001949575.1, XP_016656077.1	NP_001259928.1
OG0002079	XP_001949578.1, XP_008181710.1	NP_001261524.1
OG0002080	XP_001949620.4, XP_016662931.1	NP_649990.2
OG0002081	XP_008182184.1, XP_001949691.2, XP_003243930.1	NP_001286545.1
OG0002082	XP_001949757.1	NP_572503.1
OG0002083	XP_001949817.1	NP_648372.1
OG0002084	XP_001949953.2	NP_611677.1
OG0002085	XP_001949967.1	NP_001285316.1
OG0002086	XP_001949989.1, XP_003245757.1, XP_008182398.1	NP_609934.3
OG0002087	XP_001950052.1	NP_572818.1
OG0002088	XP_001950072.2, XP_008185575.1	NP_523833.1
OG0002089	XP_001950329.2	NP_001261563.1, NP_649709.2
OG0002090	XP_001950496.1	NP_001260029.1
OG0002091	XP_001950559.2	NP_001285049.1, NP_609350.2
OG0002092	XP_029343550.1, XP_001950768.5	NP_788716.1
OG0002093	XP_001950798.2	NP_001262005.1
OG0002094	XP_016663197.1, XP_001950803.2	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_001951048.1	NP_733076.2
OG0002096	XP_001951177.2	NP_723086.1
OG0002097	XP_001951201.1	NP_001162716.1, NP_729740.2
OG0002098	XP_001951533.1, XP_029346315.1, XP_003241220.1	NP_477014.1
OG0002099	XP_001951864.2	NP_001262830.1, NP_001262827.1
OG0002100	XP_001951941.1	NP_001285208.1
OG0002101	XP_001951971.2	NP_001014695.1
OG0002102	XP_001952055.2	NP_649939.1
OG0002103	XP_001952142.1	NP_001260451.1
OG0002106	XP_001952342.1	NP_524818.1
OG0002107	XP_001952542.2	NP_523739.2
OG0002108	XP_001952575.2, XP_029341725.1, XP_029341724.1	NP_996185.1
OG0002109	XP_001952618.2, XP_016659049.1, XP_016659050.1	NP_611966.3
OG0002110	XP_001952763.1	NP_996042.1
OG0002111	XP_003240182.1	NP_001261454.1
OG0002113	XP_003240759.4	NP_001262803.1
OG0002114	XP_003241849.1	NP_651508.1
OG0002115	XP_029347275.1, XP_003242424.1, XP_008179962.1	NP_572197.4
OG0002116	XP_016661603.1, XP_029342740.1, XP_003243009.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_003243484.1, XP_008181494.1, XP_029344473.1	NP_001286076.1
OG0002119	XP_003243881.2	NP_001162779.1
OG0002120	XP_003243954.2	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_003244509.1	NP_001262679.1
OG0002122	XP_003245001.1	NP_001138057.1
OG0002123	XP_003245252.1	NP_523593.5
OG0002124	XP_003245468.1, XP_008184454.1	NP_001369005.1
OG0002125	XP_003245814.2	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_003245945.1	NP_524659.1, NP_652413.1
OG0002127	XP_003246988.1, XP_029342964.1	NP_001261984.1
OG0002128	XP_003247819.1, XP_003248870.2	NP_611499.3
OG0002129	XP_003247903.1	NP_788872.1
OG0002130	XP_003247924.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_029343207.1, XP_003248599.1	NP_001259886.1
OG0002132	XP_016663089.1, XP_003248921.3	NP_001261614.1
OG0002134	XP_008178461.1	NP_001163664.1
OG0002136	XP_008180585.1	NP_608780.1
OG0002137	XP_008180858.1	NP_001286327.1
OG0002138	XP_008181163.1, XP_008181164.1, XP_016658409.1, XP_008181165.1	NP_001262079.1
OG0002139	XP_008181301.1	NP_648894.2
OG0002140	XP_008181637.3	NP_001262599.1
OG0002141	XP_008181959.1	NP_730594.1
OG0002142	XP_008181984.1	NP_001285282.1
OG0002143	XP_008181990.1	NP_524238.1
OG0002144	XP_008183008.2	NP_001261617.1
OG0002145	XP_008183035.1	NP_609877.2
OG0002146	XP_008183390.1, XP_016660092.1	NP_001259153.1
OG0002148	XP_008183818.1, XP_029345515.1	NP_650672.1
OG0002149	XP_008184044.1	NP_726059.5
OG0002150	XP_029341227.1, XP_008184050.1	NP_001036357.2
OG0002151	XP_008184175.1	NP_788891.2
OG0002152	XP_008184489.1	NP_001036397.2
OG0002153	XP_008185359.1	NP_608851.1, NP_511089.2
OG0002154	XP_008185528.2, XP_029342828.1, XP_029342827.1, XP_029342826.1, XP_029342825.1	NP_651555.1
OG0002155	XP_008185725.1	NP_001262777.1
OG0002156	XP_008185808.1, XP_008185807.1	NP_001262888.1
OG0002157	XP_008186176.1	NP_648105.1
OG0002158	XP_008186178.1	NP_001284753.1
OG0002159	XP_029345573.1, XP_008186333.1, XP_008186334.1	NP_001284832.1
OG0002162	XP_008186905.2	NP_649886.1
OG0002163	XP_008187373.2	NP_001286059.1
OG0002164	XP_016663410.1, XP_008187374.1	NP_001287469.1
OG0002165	XP_008187407.1, XP_008187409.1	NP_511170.1
OG0002166	XP_016663689.1, XP_008187743.1, XP_008187745.1	NP_651250.2
OG0002167	XP_008187893.1	NP_730568.1
OG0002168	XP_029342077.1, XP_029342076.1	NP_001097609.1, NP_730039.1
OG0002168	XP_008188144.1, XP_008188143.1	NP_001247018.1
OG0002169	XP_008190200.1	NP_610943.2
OG0002170	XP_016655717.1	NP_001285140.1
OG0002171	XP_016657024.1	NP_610185.1, NP_723732.2, NP_609741.3
OG0002172	XP_016658178.1, XP_029343943.1	NP_001245974.1
OG0002173	XP_016658463.1	NP_001262864.1
OG0002177	XP_016661897.1	NP_001260910.1
OG0002178	XP_016662498.1, XP_016662496.1	NP_524679.3
OG0002179	XP_016663116.1	NP_609675.2
OG0002181	XP_016663769.1, XP_016663768.1	NP_001285496.1
OG0002182	XP_029341851.1	NP_001245595.1
OG0002183	XP_029342020.1	NP_788429.1
OG0002184	XP_029342175.1	NP_001247215.1
OG0002185	XP_029342278.1	NP_726596.1
OG0002186	XP_029344279.1, XP_029342466.1	NP_001285258.1
OG0002187	XP_029342684.1	NP_649313.1
OG0002188	XP_029342698.1	NP_001104019.1
OG0002189	XP_029343176.1	NP_572502.1
OG0002190	XP_029343450.1	NP_001097622.2
OG0002191	XP_029343527.1	NP_001260762.1
OG0002192	XP_029343707.1	NP_725091.1
OG0002193	XP_029343858.1	NP_650940.2
OG0002194	XP_029343935.1	NP_001286884.1
OG0002195	XP_029344537.1	NP_001285326.1
OG0002196	XP_029345010.1	NP_001246133.1
OG0002197	XP_029345250.1	NP_525097.1
OG0002198	XP_029345432.1	NP_649415.2, NP_611222.2
OG0002200	XP_029345623.1, XP_029345621.1, XP_029345622.1, XP_029345625.1, XP_029345624.1	NP_001287456.1
OG0002201	XP_029346209.1	NP_724335.2
OG0002202	XP_029346229.1	NP_001262840.1
OG0002203	XP_029346639.1, XP_029346646.1, XP_029346634.1, XP_029346630.1, XP_029346643.1	NP_001262806.1
OG0002204	XP_029347003.1, XP_029347012.1	NP_650021.1
OG0002205	XP_029348469.1	NP_611511.3, NP_572327.1
OG0002236	NP_001119661.1	NP_001287249.1, NP_001189295.1
OG0002237	NP_001119671.1	NP_001097736.1, NP_524682.1
OG0002238	NP_001119684.1	NP_001260018.1
OG0002239	NP_001128379.1	NP_573175.2
OG0002240	NP_001129194.1, XP_008182893.1	NP_523684.2
OG0002241	XP_003246739.1, NP_001129423.1, NP_001129422.1, NP_001129421.1	NP_001262025.1
OG0002242	XP_003242738.1, NP_001155368.1, XP_008180431.1	NP_001259911.1
OG0002243	NP_001155378.1	NP_476646.2
OG0002244	NP_001156223.1, XP_008184444.1, NP_001155487.1	NP_001287433.1
OG0002246	NP_001155549.1	NP_524033.2
OG0002247	XP_008187561.1, NP_001155557.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_016662656.1, XP_029343599.1, XP_016662657.1, NP_001155576.1	NP_608531.1
OG0002249	NP_001155632.1	NP_001261273.1
OG0002250	NP_001233046.1, XP_008187288.1, NP_001155692.1, XP_016660083.1	NP_651181.1
OG0002251	NP_001155757.1, XP_008187468.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	NP_001155776.1, XP_008187124.1	NP_731500.1
OG0002253	XP_003248940.1, NP_001155785.1, XP_029341984.1	NP_001303378.1
OG0002254	NP_001155807.1, XP_008186948.1	NP_523792.2
OG0002255	XP_016660809.1, NP_001155902.1, XP_029343128.1, XP_029343129.1, XP_029343130.1	NP_001246745.1
OG0002256	NP_001155910.1	NP_649582.1
OG0002257	NP_001156045.1	NP_476866.1
OG0002258	XP_008184020.1, NP_001156080.1	NP_610379.2
OG0002259	XP_003244168.1, NP_001156084.1, XP_003240150.1	NP_001247099.1
OG0002260	NP_001156115.1, XP_016661883.1	NP_649813.1
OG0002261	NP_001156131.1, XP_008178191.1	NP_651967.2
OG0002262	NP_001156280.1	NP_001097502.1
OG0002263	NP_001156682.1, XP_008184358.1	NP_001247310.1
OG0002264	NP_001164575.1, XP_008187379.1	NP_729301.1
OG0002265	NP_001232944.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_001949522.2, XP_001948924.2, XP_001943164.2, NP_001233000.1, XP_029348510.1, XP_008183349.1, XP_029345088.1, XP_029341588.1	NP_609647.1
OG0002267	NP_001233021.1	NP_001287120.1
OG0002268	NP_001233024.1	NP_001260796.1
OG0002269	XP_003247482.1, XP_008180240.1, XP_001949380.1, NP_001233081.1	NP_729528.2
OG0002270	NP_001280327.1	NP_001259717.1
OG0002271	NP_001280340.1, XP_029344809.1	NP_647950.1
OG0002272	XP_016660319.1, NP_001280368.1	NP_651622.2
OG0002273	XP_001951298.1, NP_001280422.1	NP_609364.1
OG0002275	NP_001313610.1	NP_511166.2
OG0002276	XP_001942515.2, XP_016663090.1	NP_648179.3
OG0002277	XP_001942543.2	NP_649473.1
OG0002278	XP_001942701.2, XP_008181321.1, XP_029345720.1, XP_001944354.2, XP_029348416.1, XP_029348423.1	NP_733209.1
OG0002279	XP_001942790.2	NP_001097075.2
OG0002280	XP_001942835.1	NP_001027412.1
OG0002281	XP_001942947.1	NP_001188935.1
OG0002282	XP_001943044.2	NP_650055.1
OG0002283	XP_016663188.1, XP_008184783.1, XP_001943155.2, XP_029342334.1	NP_001014583.1, NP_524394.2
OG0002284	XP_001943399.2, XP_016660312.1	NP_731688.2
OG0002285	XP_001943442.2	NP_651667.1
OG0002286	XP_001943454.2	NP_788515.1
OG0002287	XP_001943569.2	NP_001246966.1
OG0002288	XP_001943654.1	NP_476929.1
OG0002289	XP_029348655.1, XP_016657571.1, XP_001943661.1, XP_029341213.1, XP_008183730.1, XP_029341229.1	NP_001286047.1
OG0002290	XP_001943768.2	NP_001137877.1
OG0002291	XP_001943786.2	NP_001262693.1
OG0002292	XP_001943881.2	NP_001286776.1
OG0002292	XP_001946502.2	NP_001137630.2
OG0002293	XP_001944021.3	NP_001369011.1
OG0002294	XP_001944414.2	NP_001287483.1, NP_001262939.1
OG0002295	XP_001944628.1	NP_001137978.1
OG0002296	XP_001944692.2	NP_001285877.1, NP_001097153.1
OG0002298	XP_001944943.1	NP_572488.1
OG0002299	XP_001945053.2	NP_001246631.1
OG0002300	XP_029341441.1, XP_029348726.1	NP_731114.2
OG0002300	XP_001945161.1, XP_016656425.1, XP_003241581.1, XP_016656427.1	NP_523713.2
OG0002302	XP_001945293.2	NP_001262366.1
OG0002303	XP_001945298.2	NP_001285976.1
OG0002304	XP_001945453.1	NP_729380.1
OG0002305	XP_029341160.1	NP_609505.1
OG0002306	XP_003247810.1, XP_008187917.1, XP_001945560.2	NP_001097477.1
OG0002307	XP_001945755.1	NP_001247158.1
OG0002308	XP_001945761.2, XP_029341632.1	NP_001104460.2, NP_001286943.1
OG0002309	XP_001945871.3, XP_029342152.1	NP_523369.2
OG0002310	XP_001945940.1, XP_003247098.1	NP_650863.3
OG0002311	XP_008190226.1, XP_001946019.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_001946476.1	NP_610823.1
OG0002312	XP_008178363.1	NP_610052.1
OG0002313	XP_001946483.2	NP_611636.1
OG0002314	XP_001946622.2	NP_611803.1
OG0002315	XP_001947083.5	NP_001356923.1
OG0002317	XP_001947227.1, XP_029347079.1	NP_609965.1
OG0002318	XP_001947332.1, XP_003240775.1	NP_651351.1
OG0002319	XP_001947335.2	NP_572446.2
OG0002319	XP_008184058.1	NP_001287005.1, NP_524630.1
OG0002320	XP_001947369.2	NP_001259719.1
OG0002321	XP_001947380.2	NP_732964.1
OG0002322	XP_001947496.1	NP_001162651.1
OG0002323	XP_001947501.2, XP_016660314.1	NP_649760.1
OG0002324	XP_001947580.1	NP_610722.2, NP_001260909.1
OG0002325	XP_003243475.1, XP_001947596.3	NP_648482.3
OG0002326	XP_001947676.2	NP_569874.1
OG0002327	XP_001947836.1	NP_001285776.1
OG0002328	XP_001948068.1	NP_610273.1
OG0002329	XP_001948150.2	NP_731930.3
OG0002330	XP_016658626.1, XP_001948325.1, XP_008178874.1	NP_001285729.1
OG0002331	XP_001948344.2	NP_001284830.1
OG0002332	XP_001948462.2	NP_001137802.1
OG0002333	XP_001948474.2	NP_001285918.1
OG0002334	XP_001948489.4	NP_651249.2
OG0002335	XP_001948717.1	NP_001262595.1
OG0002336	XP_001952315.4, XP_008185447.1, XP_008185446.1, XP_001950712.2, XP_001949197.2	NP_001285803.1
OG0002337	XP_001949220.2	NP_001261323.1, NP_001261324.1
OG0002338	XP_001949447.1, XP_008185013.1	NP_001036446.2
OG0002339	XP_001949474.1, XP_008186943.1	NP_001188911.1
OG0002340	XP_001949515.2	NP_001245889.1
OG0002341	XP_001949550.1	NP_609968.3
OG0002342	XP_001949636.2	NP_001260601.1
OG0002343	XP_001949649.1	NP_650447.1
OG0002344	XP_001949733.2	NP_001262835.1
OG0002345	XP_001949776.2	NP_609239.1
OG0002346	XP_001950020.2	NP_995679.1
OG0002347	XP_001950074.2	NP_001036341.2
OG0002349	XP_001950164.1	NP_477420.1
OG0002350	XP_001950238.2	NP_650918.1
OG0002351	XP_001950511.1	NP_001287218.1
OG0002352	XP_001950548.2	NP_788536.1
OG0002354	XP_001950827.1	NP_001286785.1
OG0002355	XP_001950901.2	NP_001259311.1
OG0002356	XP_029345705.1	NP_001261092.1
OG0002357	XP_001951093.1	NP_001285977.1
OG0002358	XP_001951128.1	NP_648945.1
OG0002359	XP_001951150.1	NP_001285406.1
OG0002360	XP_001951302.1	NP_001285833.1
OG0002361	XP_001951492.1	NP_608335.1, NP_609269.1
OG0002362	XP_001951547.2	NP_996330.1
OG0002363	XP_001951673.1	NP_001286579.1
OG0002364	XP_001951875.2	NP_572709.1
OG0002365	XP_001952221.1	NP_609980.1
OG0002366	XP_001952263.1	NP_573019.1, NP_573018.1
OG0002367	XP_001952307.1, XP_016660055.1	NP_652500.1, NP_001097158.1
OG0002368	XP_003246827.1, XP_001952586.1, XP_008186488.1	NP_001262276.1
OG0002369	XP_003240059.1	NP_647972.1
OG0002370	XP_003242413.1, XP_003247516.1, XP_029348582.1, XP_008189138.1, XP_003245126.1, XP_008185611.1, XP_003240099.1	NP_650194.1, NP_650501.1
OG0002371	XP_029343158.1, XP_008183568.1, XP_008178449.1, XP_003240181.1, XP_029344115.1	NP_650583.1
OG0002372	XP_003241205.1	NP_610940.1
OG0002373	XP_003241604.2	NP_001188884.1
OG0002374	XP_003241892.1	NP_995906.1
OG0002375	XP_003242019.1	NP_523887.2
OG0002376	XP_003242597.1	NP_728294.1
OG0002377	XP_003242710.1, XP_003242708.1	NP_611064.2
OG0002378	XP_029347676.1, XP_029347675.1, XP_003242856.1	NP_001261992.1
OG0002379	XP_003243782.1	NP_001262969.1
OG0002380	XP_003244017.1, XP_029341295.1	NP_001285145.1
OG0002381	XP_003244537.1, XP_008183101.1	NP_649859.1
OG0002382	XP_003244863.1	NP_001287132.1
OG0002383	XP_003245736.1	NP_001033847.1, NP_001259598.1
