Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0000816	XP_001949694.2	XP_011160544.1
OG0000817	XP_029342612.1, XP_029342611.1, XP_029342610.1, XP_029342609.1, XP_029342613.1, XP_029342607.1, XP_029342608.1, XP_001950448.2	XP_025987139.1
OG0000818	XP_001950955.1	XP_039312944.1
OG0000819	XP_001951678.2, XP_016659276.1	XP_039311826.1, XP_039311828.1
OG0000820	XP_008185881.1, XP_008185880.1, XP_001952482.1	XP_039301687.1
OG0000821	XP_029344238.1, XP_003240215.1	XP_025995382.1
OG0000822	XP_003240675.3	XP_025991295.2
OG0000823	XP_003240707.1, XP_003240706.1	XP_011160880.1
OG0000824	XP_029342026.1, XP_003248928.3, XP_003241462.2, XP_008182289.1	XP_025993701.2, XP_039305933.1
OG0000825	XP_003241553.2	XP_039306488.1, XP_039306489.1, XP_039307020.1, XP_011171356.2, XP_011171353.1, XP_025989843.2
OG0000826	XP_003244511.1	XP_039304012.1, XP_011159412.1, XP_011159413.1, XP_011159411.1
OG0000827	XP_016656812.1, XP_008179252.2	XP_039308960.1, XP_039308963.1
OG0000828	XP_003245187.1, XP_008184040.1	XP_039315579.1
OG0000829	XP_003245191.1	XP_011162079.1, XP_011162078.1
OG0000830	XP_008178146.1	XP_011168523.1, XP_011168522.1, XP_011168521.1
OG0000831	XP_008189605.1, XP_008180570.1, XP_016657902.1	XP_039310174.1
OG0000832	XP_008182919.1	XP_039308938.1
OG0000833	XP_008183110.1	XP_025988976.2, XP_025988982.2, XP_025988988.2
OG0000834	XP_008183381.1	XP_039309993.1, XP_011160982.1, XP_011160983.1
OG0000835	XP_008189794.1	XP_011164859.1
OG0000836	XP_016663271.1	XP_039308456.1, XP_039309069.1, XP_039312018.1, XP_039304647.1, XP_039304646.1
OG0000837	XP_016663450.1	XP_025991745.1, XP_025991746.1, XP_039308425.1
OG0000838	XP_016663923.1, XP_016663922.1, XP_016663921.1	XP_039307130.1
OG0000839	XP_029342210.1	XP_011164602.1
OG0000840	XP_029344086.1	XP_039314110.1
OG0000849	NP_001155432.1	XP_011156555.1, XP_011163639.1
OG0000850	NP_001155554.1, XP_008179389.1	XP_011159981.1
OG0000851	XP_003246520.1, NP_001155696.1, XP_029347342.1	XP_011158376.1
OG0000852	XP_016661807.1, NP_001156121.1	XP_025986713.2, XP_025986712.2, XP_011158922.2, XP_039305863.1, XP_039305862.1
OG0000853	NP_001156172.1	XP_039313865.1
OG0000854	XP_008178183.1, XP_029340894.1, XP_008183153.1, XP_008181121.1, XP_008178737.1, XP_008180857.1, XP_008180959.1, NP_001229571.1, NP_001229572.1	XP_011158684.1
OG0000855	NP_001280372.1, XP_016660360.1, XP_016660358.1, XP_016660357.1, XP_001951501.1	XP_011176305.1
OG0000856	XP_001944203.2	XP_025989573.1
OG0000856	NP_001313579.1	XP_011172010.2
OG0000857	XP_001942608.1, XP_003247461.2, XP_029344421.1, XP_029344420.1	XP_011163622.1
OG0000858	XP_001948394.1	XP_039309658.1
OG0000858	XP_001943018.1	XP_025997319.1
OG0000859	XP_001943333.1	XP_011168368.1, XP_011168610.1, XP_011168692.1, XP_011168455.1
OG0000860	XP_029348649.1, XP_029348648.1, XP_029345221.1, XP_001943371.2	XP_039308843.1, XP_011168506.1
OG0000861	XP_001943495.2, XP_001947434.2	XP_011158929.2
OG0000862	XP_001943841.2	XP_011175531.2, XP_025988112.2
OG0000863	XP_001944634.1	XP_039302141.1
OG0000864	XP_029345798.1, XP_029342614.1, XP_001945030.2, XP_008185465.2, XP_029346668.1	XP_039314769.1, XP_025988781.2
OG0000865	XP_001951167.1, XP_029345436.1, XP_001945062.1	XP_011169349.1, XP_011169329.1, XP_011169345.1
OG0000867	XP_001945535.1, XP_008181986.1	XP_039309625.1
OG0000868	XP_008183386.1, XP_001945634.2	XP_039310527.1, XP_025993438.1
OG0000869	XP_001945684.1, XP_008185644.1	XP_039308279.1
OG0000870	XP_001945801.1	XP_039310472.1, XP_025996069.2
OG0000871	XP_001946071.2, XP_016659112.1	XP_025986886.1
OG0000872	XP_001946312.1	XP_011175455.1, XP_011175453.1, XP_011175456.1, XP_011175452.1
OG0000873	XP_001946748.1, XP_008187164.1	XP_011176166.2
OG0000874	XP_003245660.1, XP_008184747.1, XP_003245661.1, XP_001946753.1	XP_025994420.1, XP_025994421.1
OG0000875	XP_001947094.1, XP_001950328.1	XP_011164437.1, XP_039309316.1
OG0000876	XP_001947490.1	XP_011158998.1, XP_011159005.1
OG0000877	XP_016659610.1, XP_001947810.2, XP_008182746.1	XP_039311088.1, XP_011161480.1
OG0000878	XP_001948817.3	XP_025986289.1, XP_011158559.1
OG0000879	XP_008186646.1, XP_001949000.1	XP_025990421.1, XP_025990422.1
OG0000880	XP_001949920.1	XP_011161203.1
OG0000881	XP_001950664.1	XP_011160040.2
OG0000882	XP_001951125.1	XP_011171044.1, XP_025991022.1, XP_011171038.1, XP_011171036.1, XP_039304678.1, XP_025995906.1, XP_039304676.1, XP_011171039.1, XP_025994427.1, XP_011171088.1, XP_039306778.1, XP_011171040.2, XP_011171043.2, XP_039306728.1, XP_039305689.1, XP_011156454.2, XP_011171045.1, XP_039307164.1, XP_011174745.3, XP_025991035.2, XP_011171041.1
OG0000883	XP_001951272.1, XP_029346319.1	XP_039303708.1, XP_039303709.1, XP_039303706.1
OG0000884	XP_001952050.1	XP_039304041.1, XP_039304042.1, XP_039304043.1, XP_039315276.1, XP_039304390.1, XP_039304756.1, XP_039313970.1
OG0000885	XP_029346362.1, XP_001952390.3	XP_039315016.1
OG0000886	XP_003240757.1	XP_011172801.1, XP_011170327.1
OG0000887	XP_008180113.2, XP_003241963.1	XP_039308747.1, XP_039308527.1
OG0000888	XP_003241970.1	XP_011175978.1
OG0000890	XP_003243340.1	XP_039314335.1
OG0000892	XP_003248220.1	XP_011164335.1
OG0000893	XP_008178439.1	XP_039306561.1
OG0000894	XP_008183275.1, XP_016660008.1, XP_008183276.1	XP_025986498.1
OG0000895	XP_008184057.1, XP_008184060.1	XP_025990648.1
OG0000896	XP_008185295.1	XP_039311139.1
OG0000897	XP_008187836.1, XP_029348219.1	XP_011158516.1
OG0000898	XP_008188166.1, XP_016662338.1, XP_008188167.1	XP_025990057.1, XP_011155417.1, XP_011165573.1
OG0000899	XP_008190224.1	XP_039313083.1
OG0000900	XP_029348646.1, XP_029348252.1, XP_029348249.1, XP_016656087.1	XP_011171987.1
OG0000901	XP_016657701.1	XP_025986962.1
OG0000902	XP_029344113.1, XP_029342492.1	XP_039304961.1, XP_039304959.1, XP_039304960.1, XP_039304968.1, XP_039303855.1, XP_011169896.1, XP_039303853.1, XP_025991659.2
OG0000903	XP_029344196.1	XP_011158890.2, XP_025986788.1
OG0000904	XP_029344572.1	XP_039311619.1
OG0000914	NP_001119658.1	XP_039308448.1, XP_039308446.1, XP_039308447.1
OG0000915	XP_029345454.1, XP_029345457.1, XP_029345460.1, XP_016664187.1, XP_016664185.1, XP_008188393.1, XP_029345458.1, XP_029345459.1, XP_029345455.1, XP_029345456.1, XP_008186744.1, NP_001129384.1	XP_025987634.1
OG0000916	NP_001139376.1, XP_008186625.1	XP_025995363.1
OG0000917	NP_001155773.1	XP_011165923.1
OG0000918	NP_001155912.1, NP_001155913.1, XP_029344818.1, NP_001280315.1, XP_008179505.1	XP_011157236.1
OG0000919	NP_001156227.1	XP_025988014.1
OG0000920	NP_001156240.1	XP_011165873.1
OG0000921	NP_001156300.1, XP_008187141.1	XP_011165106.1, XP_011165105.1
OG0000922	XP_001946443.2, XP_008183734.1, XP_003248866.1, NP_001156609.1, XP_001944676.2	XP_011171960.2
OG0000923	NP_001164574.1, XP_008187055.1	XP_039306250.1, XP_039306253.1
OG0000924	NP_001229388.1	XP_011155993.1
OG0000925	XP_008187537.1, NP_001233045.1	XP_011168106.1, XP_025992349.1
OG0000926	XP_008182054.2, NP_001280355.1, XP_029344992.1	XP_025993940.1, XP_025993941.1, XP_011171814.1, XP_011171812.1, XP_011171811.1, XP_025993942.1, XP_039306444.1
OG0000927	NP_001280399.1	XP_011172154.1
OG0000928	XP_029341942.1, NP_001280428.1, XP_029341681.1	XP_011160605.3
OG0000929	NP_001280437.1	XP_011169685.1, XP_011169682.1
OG0000930	NP_001313604.1, XP_008189583.1	XP_039309672.1, XP_039305396.1
OG0000931	XP_029345416.1, XP_029345417.1, XP_016663327.1, XP_001952363.2, XP_016662613.2, XP_001942858.2	XP_011166210.2
OG0000932	XP_001943099.2	XP_011170039.1
OG0000933	XP_001943172.1, XP_008179604.1	XP_011171324.1
OG0000934	XP_001944196.2	XP_039304912.1, XP_039304911.1
OG0000935	XP_001944948.1	XP_011164079.1
OG0000936	XP_001945205.2	XP_011173270.1, XP_011173276.1
OG0000937	XP_008178642.1, XP_001945217.2	XP_039307703.1, XP_039307702.1
OG0000938	XP_001945652.1	XP_025989696.1
OG0000939	XP_001945785.1	XP_011160363.1, XP_011160353.1, XP_039308686.1
OG0000940	XP_029345689.1, XP_001945911.1	XP_039315264.1, XP_039313805.1, XP_039303011.1, XP_039315268.1, XP_025996899.1, XP_039303545.1, XP_039308855.1, XP_039315388.1, XP_039315389.1, XP_039315382.1, XP_039307478.1, XP_039309734.1, XP_039315487.1, XP_039315424.1, XP_039315426.1, XP_025985770.2, XP_039315421.1, XP_039314963.1, XP_039314959.1, XP_039314960.1, XP_039304846.1, XP_039304843.1, XP_039315420.1, XP_039308450.1
OG0000941	XP_001945966.2	XP_011164512.2
OG0000942	XP_001946481.2	XP_011169617.2, XP_011156703.1, XP_039314337.1, XP_039314336.1
OG0000943	XP_001946503.2	XP_011166146.1, XP_025988490.1
OG0000944	XP_001947363.2	XP_025996268.1
OG0000945	XP_001948033.2	XP_011160565.1, XP_011160563.1, XP_039303714.1
OG0000946	XP_003244186.1, XP_016659445.1, XP_003244189.1, XP_001948517.2	XP_011165533.2, XP_011161547.1
OG0000947	XP_001948722.2, XP_008187405.1	XP_025991408.2, XP_039314950.1
OG0000948	XP_001949122.1	XP_011172825.1
OG0000949	XP_001950177.2, XP_029346868.1	XP_039303762.1, XP_011158334.2, XP_011173491.1, XP_039313318.1, XP_039313322.1, XP_039314435.1
OG0000950	XP_001951330.2	XP_011166764.1
OG0000951	XP_001952160.1, XP_001952152.1	XP_039301861.1, XP_011158539.1
OG0000952	XP_001952250.1	XP_039310385.1
OG0000953	XP_003240168.1	XP_025989139.1, XP_011155835.2
OG0000954	XP_003243748.1	XP_039301987.1, XP_011166808.2
OG0000955	XP_029348703.1, XP_029341424.1, XP_016659608.2, XP_029341791.1, XP_003244295.1	XP_011162740.2
OG0000957	XP_003244828.1	XP_011168741.1, XP_039312334.1
OG0000958	XP_003245221.3, XP_029345967.1	XP_011162112.1
OG0000959	XP_003245859.1	XP_039308943.1
OG0000960	XP_008188173.1	XP_011167205.2
OG0000960	XP_003246536.1, XP_008186054.1, XP_016662375.1, XP_029344665.1	XP_039307029.1
OG0000961	XP_029346196.1, XP_003248547.1	XP_011156839.1
OG0000962	XP_008178430.1, XP_008178426.1	XP_025991221.1, XP_025991228.1
OG0000963	XP_008179407.1, XP_008179408.1	XP_025991764.1, XP_025991763.1
OG0000964	XP_008180409.1	XP_011158913.1, XP_011158916.1
OG0000965	XP_008182226.1, XP_029344326.1	XP_025990144.1
OG0000966	XP_008182879.1	XP_025990155.1
OG0000967	XP_016660332.1, XP_016660333.1, XP_008183656.2, XP_008183647.2	XP_011165638.2, XP_011165637.1
OG0000968	XP_008184679.1, XP_008184681.1	XP_039307503.1, XP_039307502.1
OG0000970	XP_016661949.1, XP_008187412.1	XP_011156652.2, XP_011156653.2
OG0000972	XP_008189931.1, XP_029343272.1, XP_016657202.1	XP_025996480.1, XP_025996479.1, XP_025996478.1
OG0000973	XP_016656963.1	XP_025995015.1, XP_025995014.1
OG0000974	XP_016657883.1	XP_011158478.1, XP_039315669.1
OG0000975	XP_016660728.1, XP_029346858.1	XP_039305372.1, XP_039305351.1, XP_039305332.1
OG0000976	XP_016661759.1, XP_016661760.1	XP_011166681.1, XP_011166682.1, XP_011166683.1
OG0000977	XP_016662161.1	XP_011170453.1, XP_025988785.1
OG0000978	XP_016663179.1	XP_025988062.1, XP_039312849.1
OG0000979	XP_029341765.1, XP_029341057.1, XP_029341501.1	XP_039310714.1, XP_025989398.2
OG0000981	XP_029343351.1, XP_029342235.1	XP_011175614.2
OG0000982	XP_029343197.1	XP_039312643.1
OG0000983	XP_029344536.1	XP_025996299.1, XP_011161616.1, XP_011161615.1
OG0000984	XP_029346848.1	XP_011168645.1
OG0000984	XP_029345642.1	XP_011168644.1
OG0000985	XP_029345675.1	XP_011166971.1
OG0000986	XP_029345917.1	XP_025989999.1, XP_025989996.1
OG0000987	XP_029347197.1	XP_039313616.1, XP_011168290.2
OG0000992	NP_001119688.1, XP_008186477.1	XP_039309285.1
OG0000993	XP_008180030.1, NP_001155787.1, NP_001156279.1, NP_001155400.1	XP_011158936.1, XP_011158937.1
OG0000994	NP_001155677.1	XP_039302337.1, XP_011170722.1
OG0000995	NP_001156043.1, NP_001155760.1	XP_039309136.1, XP_011175780.2
OG0000996	XP_029347277.1, NP_001155868.1	XP_025989662.1, XP_011164800.1
OG0000997	XP_001949764.1	XP_039302938.1
OG0000997	XP_008184138.1, NP_001156089.1	XP_011155662.1
OG0000998	NP_001156289.1, XP_016656740.1	XP_011159136.2
OG0000999	NP_001162142.1	XP_025988924.1
OG0001000	NP_001233031.1, XP_008178887.1	XP_039305721.1, XP_025987551.1, XP_039305714.1
OG0001001	XP_008185400.1, NP_001233092.1	XP_011155828.1, XP_011163623.1
OG0001002	NP_001233101.1	XP_011166211.1
OG0001003	NP_001268887.1, XP_016656764.1	XP_025992817.1, XP_011165020.1, XP_011165021.1
OG0001004	XP_001946521.1	XP_011169693.1
OG0001005	XP_001942942.1	XP_039306361.1, XP_039306362.1, XP_011161118.1, XP_011161120.1, XP_011161119.1
OG0001006	XP_001943026.2	XP_011175337.3, XP_011175336.2
OG0001007	XP_029344489.1, XP_001943043.1	XP_025996086.1
OG0001008	XP_003246086.1	XP_039313823.1
OG0001008	XP_001943103.2	XP_025995609.2, XP_011173151.2
OG0001009	XP_001943449.2	XP_011166446.1, XP_039305198.1
OG0001010	XP_001943636.2, XP_001943523.1	XP_039308328.1, XP_039308327.1, XP_039308329.1, XP_039308333.1
OG0001011	XP_001943714.1	XP_025993924.1, XP_011159821.2
OG0001013	XP_008180675.1, XP_003248807.2, XP_001944587.3	XP_039307293.1
OG0001014	XP_001944614.1	XP_011157434.1
OG0001015	XP_001951086.1, XP_003248708.1	XP_011161194.1, XP_025991211.1, XP_011161193.1
OG0001015	XP_001944801.1	XP_011161195.1
OG0001016	XP_001945112.2	XP_025992910.1, XP_011169863.1
OG0001017	XP_001945330.2, XP_016655808.2	XP_025988474.1
OG0001018	XP_001946341.1	XP_039302706.1
OG0001018	XP_008179450.1	XP_039302708.1
OG0001019	XP_001946692.2	XP_011163380.1
OG0001020	XP_001946841.2	XP_011159873.1
OG0001021	XP_001947318.2, XP_003242586.1, XP_003242585.1	XP_011163049.2
OG0001022	XP_001947414.2	XP_011158427.1, XP_025991400.1, XP_039301782.1, XP_039301783.1, XP_011158425.2
OG0001023	XP_001947762.1, XP_008180348.1	XP_025993731.2, XP_025993732.2
OG0001024	XP_029343548.1, XP_001947776.2	XP_039307132.1
OG0001025	XP_029343659.1, XP_001948094.2	XP_011167003.2
OG0001026	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1	XP_039308723.1, XP_039308721.1, XP_039308722.1
OG0001027	XP_001948533.1	XP_039308919.1
OG0001028	XP_001948556.2	XP_011170350.2, XP_011163544.1
OG0001029	XP_008190084.1, XP_029342788.1	XP_025988620.2
OG0001030	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2	XP_025992589.2, XP_025992588.2
OG0001031	XP_001949042.1	XP_039307586.1
OG0001032	XP_001949161.2	XP_039308244.1
OG0001033	XP_001949643.1	XP_011172421.1, XP_011172423.1
OG0001034	XP_001949856.2, XP_016659465.1	XP_039303076.1, XP_011171224.1
OG0001035	XP_001949960.1	XP_025992621.1
OG0001036	XP_001950214.2	XP_011165277.1, XP_025993616.1
OG0001037	XP_029343413.1, XP_001950704.2	XP_025993818.1
OG0001038	XP_003245753.1, XP_001951213.2	XP_011160153.1
OG0001039	XP_001952170.1	XP_011161111.1
OG0001040	XP_001952444.1	XP_011165337.1, XP_011165336.1
OG0001041	XP_003240137.1	XP_025988910.1, XP_025988911.1, XP_011164254.1, XP_039301989.1
OG0001042	XP_003242156.1, XP_016657148.2	XP_025996045.1, XP_025996043.1, XP_025996044.1, XP_025996042.1
OG0001043	XP_003242212.1, XP_016657192.1	XP_011166024.2, XP_025992543.2
OG0001044	XP_029345616.1, XP_003246254.2	XP_011169612.1, XP_011169610.1
OG0001045	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1	XP_011162672.2
OG0001046	XP_003247064.1, XP_008186797.1	XP_011162026.1, XP_025987025.1, XP_011162025.1
OG0001047	XP_003248603.1, XP_003247094.1, XP_029342275.1	XP_039307952.1, XP_039310907.1
OG0001047	XP_008179324.1	XP_011173037.1, XP_011171758.3, XP_011171757.3, XP_039305619.1, XP_039314301.1, XP_025987995.2, XP_025997365.1, XP_039312495.1, XP_039302941.1, XP_039312759.1, XP_039307026.1, XP_039308706.1, XP_039304378.1, XP_039306247.1
OG0001048	XP_029341307.1, XP_008178442.1	XP_039305995.1
OG0001049	XP_008180098.1	XP_011166480.1, XP_011166481.1
OG0001050	XP_016657682.1, XP_008180288.1	XP_011159776.1, XP_011159778.1
OG0001051	XP_008189529.1, XP_008180713.1, XP_016656400.1	XP_039312332.1
OG0001052	XP_008182858.1, XP_008182857.1	XP_011160586.1
OG0001053	XP_008184495.1	XP_011157154.1
OG0001054	XP_008185488.1, XP_008185487.1, XP_029347617.1	XP_039313698.1, XP_039313699.1
OG0001055	XP_008187614.1	XP_011157954.1
OG0001056	XP_008187892.1	XP_039301672.1, XP_011167342.1
OG0001057	XP_008187989.1	XP_025992790.1, XP_011155465.1
OG0001058	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1	XP_025991914.2
OG0001059	XP_008188476.1	XP_011155850.2, XP_025992160.1
OG0001060	XP_008188543.1	XP_011163616.1
OG0001061	XP_016655779.1	XP_011161404.1
OG0001062	XP_016664545.1	XP_011159512.1
OG0001063	XP_029341043.1, XP_016656351.2, XP_029341494.1	XP_025989549.2, XP_039313025.1
OG0001064	XP_016662408.1	XP_025994664.2
OG0001065	XP_016662735.1	XP_025993227.1, XP_025993228.1
OG0001066	XP_029341094.1	XP_025991457.2, XP_039307737.1
OG0001067	XP_029347427.1, XP_029342601.1	XP_025986088.2
OG0001068	XP_029342993.1, XP_029342992.1	XP_011164046.1, XP_039309169.1
OG0001069	XP_029343159.1	XP_039301790.1, XP_011161238.2
OG0001070	XP_029343506.1, XP_029343509.1	XP_039310287.1, XP_039307351.1, XP_025993526.1, XP_039307349.1
OG0001071	XP_029344587.1, XP_029344586.1, XP_029344584.1, XP_029344588.1	XP_025992820.1
OG0001072	XP_029346976.1, XP_029346977.1	XP_039311109.1
OG0001090	NP_001129420.1	XP_011165641.1
OG0001091	NP_001153848.1, XP_029348531.1, XP_029341881.1, XP_001947968.1, XP_029347308.1, XP_001946133.2	XP_025990318.1
OG0001092	NP_001155140.1, XP_008187000.1	XP_011166457.1, XP_039306837.1
OG0001093	XP_008179870.1, NP_001155505.1	XP_011169511.1
OG0001094	NP_001155508.1, XP_001949834.1	XP_039308804.1, XP_039308803.1, XP_039304718.1, XP_011162536.1, XP_039311022.1, XP_039310600.1, XP_011162537.1
OG0001095	NP_001156278.1, NP_001155646.1	XP_011158680.1
OG0001096	NP_001155662.1	XP_025993866.1, XP_025993865.1, XP_025993867.1
OG0001097	NP_001155680.1	XP_011171301.1
OG0001098	XP_016661622.1, NP_001155733.1	XP_039314597.1
OG0001099	XP_016661136.1	XP_011159174.1, XP_039311351.1
OG0001099	XP_029348134.1, NP_001155764.1	XP_039311772.1, XP_039311773.1, XP_011159129.1
OG0001100	NP_001155768.1	XP_011166885.1
OG0001101	XP_001948284.2, XP_016657265.1, XP_029341296.1, NP_001156051.1	XP_011169060.1, XP_025986266.1
OG0001102	NP_001156053.1	XP_011173598.1
OG0001103	XP_008182544.1, NP_001156129.1, XP_016657962.1, XP_008180461.1	XP_025992892.1
OG0001104	NP_001156133.1, XP_008181357.1	XP_011165981.1, XP_011165982.1, XP_039310830.1
OG0001105	NP_001156173.1, NP_001233027.1	XP_011158662.1
OG0001106	XP_029341550.1, NP_001156267.1	XP_039306727.1, XP_011171425.1
OG0001107	NP_001233091.1, XP_001946336.2	XP_011171628.1
OG0001108	XP_008181413.1, XP_008181414.1, NP_001280378.1	XP_011175804.1
OG0001109	XP_008188103.1, NP_001280404.1, XP_029343710.1	XP_025997087.1
OG0001110	XP_001942870.1, XP_029341142.1	XP_039305008.1, XP_025987622.2
OG0001111	XP_001943176.2	XP_011167411.1
OG0001112	XP_001943561.1	XP_025997156.1
OG0001113	XP_001943767.1	XP_011155666.1
OG0001114	XP_001943824.1	XP_039308544.1
OG0001115	XP_001944095.2	XP_025987003.1
OG0001116	XP_001944235.1	XP_025995356.1, XP_039313579.1, XP_039313578.1, XP_011164317.1
OG0001117	XP_001944518.2	XP_011160593.1, XP_039304729.1, XP_039304728.1, XP_011160592.1
OG0001118	XP_001944745.2, XP_003242948.1	XP_011170731.1, XP_011170733.1, XP_011170732.1
OG0001119	XP_001945455.1	XP_025989072.1
OG0001120	XP_001945509.2	XP_039302541.1
OG0001120	XP_003245192.1	XP_039302542.1
OG0001121	XP_003240109.1, XP_001945890.2	XP_025991526.1, XP_039307815.1
OG0001122	XP_029345343.1, XP_001946021.2, XP_029345344.1, XP_016663184.1, XP_008187069.1, XP_008187068.1	XP_011155854.1
OG0001123	XP_001946462.2	XP_025989167.1, XP_025989166.1
OG0001124	XP_001946733.1, XP_016656939.1, XP_016656937.1, XP_016656938.1	XP_011163637.1, XP_011163636.1
OG0001125	XP_003242835.1, XP_001947132.2	XP_039310854.1, XP_025992661.2
OG0001126	XP_016657415.1, XP_001947403.1	XP_011166887.2, XP_025985954.2
OG0001127	XP_001947574.2	XP_011158552.1, XP_011158551.3
OG0001128	XP_001947778.1	XP_011156523.3
OG0001128	XP_008186751.2	XP_011163428.1
OG0001129	XP_003243491.1, XP_001947806.2	XP_011156357.1, XP_039307593.1
OG0001130	XP_016663878.1, XP_016663877.1, XP_029346824.1, XP_029346823.1, XP_001947874.1	XP_025986574.2, XP_011161459.2, XP_039310703.1
OG0001131	XP_008187678.1, XP_001947895.2	XP_039301948.1, XP_011157851.1
OG0001132	XP_001948183.1	XP_011163174.1
OG0001134	XP_001948516.2	XP_011160255.1, XP_011160257.1, XP_025992574.1
OG0001135	XP_029341736.1, XP_001949162.2, XP_016662877.1	XP_039313398.1
OG0001136	XP_001949200.2	XP_011175151.1
OG0001137	XP_001949566.1	XP_011157895.1, XP_025995386.1
OG0001138	XP_016659058.1, XP_001949598.1	XP_011168199.1
OG0001139	XP_001949754.1	XP_025985879.1, XP_039309052.1, XP_025985881.1, XP_025993909.2
OG0001140	XP_001950299.1	XP_011165958.1
OG0001141	XP_016663836.1, XP_001950325.2	XP_025995593.1
OG0001142	XP_001950807.2, XP_029346999.1	XP_011155375.3
OG0001143	XP_001950810.1	XP_011169579.1
OG0001144	XP_001950825.2	XP_025992524.1, XP_011166007.2
OG0001145	XP_001950913.1	XP_011168245.2
