Orthogroup	Acyrthosiphon_pisum	Dufourea_novaeangliae
OG0002036	XP_001944759.2	XP_015438130.1, XP_015437272.1, XP_015438033.1
OG0002037	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1	XP_015435366.1
OG0002038	XP_001944803.2	XP_015433516.1
OG0002039	XP_001944871.1	XP_015439062.1
OG0002040	XP_001952821.2, XP_001945737.1, XP_001944935.5	XP_015434183.1
OG0002041	XP_001945010.1	XP_015432217.1
OG0002042	XP_001945075.2, XP_029345141.1	XP_015431128.1
OG0002043	XP_001945275.1	XP_015435121.1, XP_015435122.1, XP_015435123.1
OG0002044	XP_001945498.1, XP_016659740.1, XP_008182932.1	XP_015435587.1
OG0002045	XP_001945626.1, XP_016657403.1	XP_015440409.1
OG0002047	XP_001945671.1	XP_015431129.1
OG0002048	XP_001945802.2	XP_015430813.1
OG0002049	XP_001945884.1	XP_015434462.1
OG0002050	XP_001945892.2	XP_015438174.1
OG0002051	XP_016659128.1, XP_001946062.1	XP_015429040.1
OG0002052	XP_001946072.2	XP_015431130.1
OG0002053	XP_003244732.1, XP_001946127.2	XP_015437425.1
OG0002054	XP_001946560.2, XP_008179771.1	XP_015439123.1
OG0002055	XP_016663730.1, XP_001946571.1, XP_029343080.1	XP_015428884.1
OG0002056	XP_001946593.1	XP_015440299.1
OG0002057	XP_001946607.1	XP_015439036.1
OG0002058	XP_001946617.2	XP_015437039.1
OG0002059	XP_001946687.2	XP_015430239.1
OG0002060	XP_001946705.2	XP_015434438.1, XP_015434441.1
OG0002061	XP_001946856.2	XP_015434244.1, XP_015434246.1, XP_015434247.1, XP_015434245.1, XP_015434243.1, XP_015434242.1
OG0002062	XP_001946981.2	XP_015435747.1
OG0002063	XP_001947007.1	XP_015438450.1
OG0002064	XP_016660090.1, XP_001947097.1	XP_015432344.1
OG0002065	XP_001947123.2	XP_015439259.1
OG0002066	XP_001947173.1	XP_015437972.1
OG0002067	XP_001949769.2, XP_001947521.2	XP_015430264.1
OG0002068	XP_001947646.2, XP_029342767.1, XP_016659961.1	XP_015435020.1
OG0002069	XP_001951771.1, XP_001947840.1	XP_015429548.1
OG0002070	XP_001948071.2	XP_015435012.1
OG0002071	XP_001948113.2	XP_015436909.1
OG0002072	XP_001948957.1, XP_001948169.2	XP_015439529.1
OG0002073	XP_001948564.2	XP_015428800.1
OG0002074	XP_008181214.1, XP_001948575.1, XP_008179714.1, XP_029347990.1	XP_015439348.1
OG0002075	XP_001948893.1	XP_015440046.1
OG0002076	XP_029344443.1, XP_001948988.1	XP_015430892.1
OG0002077	XP_029344641.1, XP_003244316.1, XP_029344643.1, XP_001949368.1, XP_008182774.1, XP_008182781.1	XP_015428603.1
OG0002078	XP_001949575.1, XP_016656077.1	XP_015435581.1
OG0002079	XP_001949578.1, XP_008181710.1	XP_015436724.1
OG0002080	XP_001949620.4, XP_016662931.1	XP_015431532.1
OG0002081	XP_008182184.1, XP_001949691.2, XP_003243930.1	XP_015433498.1
OG0002082	XP_001949757.1	XP_015431985.1
OG0002083	XP_001949817.1	XP_015431353.1, XP_015431352.1
OG0002084	XP_001949953.2	XP_015431455.1
OG0002085	XP_001949967.1	XP_015438753.1, XP_015438752.1
OG0002086	XP_001949989.1, XP_003245757.1, XP_008182398.1	XP_015431400.1
OG0002087	XP_001950052.1	XP_015430259.1
OG0002088	XP_001950072.2, XP_008185575.1	XP_015438486.1
OG0002089	XP_001950329.2	XP_015430227.1
OG0002090	XP_001950496.1	XP_015437329.1
OG0002091	XP_001950559.2	XP_015434463.1
OG0002092	XP_029343550.1, XP_001950768.5	XP_015430289.1
OG0002095	XP_001951048.1	XP_015435701.1, XP_015435700.1
OG0002096	XP_001951177.2	XP_015436285.1
OG0002097	XP_001951201.1	XP_015430144.1, XP_015430143.1
OG0002098	XP_001951533.1, XP_029346315.1, XP_003241220.1	XP_015433809.1, XP_015433808.1, XP_015433806.1, XP_015433807.1
OG0002099	XP_001951864.2	XP_015431050.1
OG0002100	XP_001951941.1	XP_015438357.1
OG0002101	XP_001951971.2	XP_015440368.1
OG0002102	XP_001952055.2	XP_015440104.1
OG0002103	XP_001952142.1	XP_015434508.1
OG0002104	XP_001952155.2	XP_015433272.1
OG0002105	XP_001952233.1	XP_015437195.1
OG0002106	XP_001952342.1	XP_015429311.1
OG0002107	XP_001952542.2	XP_015435920.1
OG0002108	XP_001952575.2, XP_029341725.1, XP_029341724.1	XP_015434928.1
OG0002109	XP_001952618.2, XP_016659049.1, XP_016659050.1	XP_015432154.1
OG0002110	XP_001952763.1	XP_015435235.1
OG0002111	XP_003240182.1	XP_015428944.1
OG0002113	XP_003240759.4	XP_015438364.1
OG0002114	XP_003241849.1	XP_015439958.1
OG0002115	XP_029347275.1, XP_003242424.1, XP_008179962.1	XP_015438017.1
OG0002116	XP_003243009.1	XP_015433092.1
OG0002117	XP_003243484.1, XP_008181494.1, XP_029344473.1	XP_015430662.1
OG0002118	XP_016659098.1, XP_003243827.1	XP_015436352.1
OG0002119	XP_003243881.2	XP_015440386.1
OG0002120	XP_003243954.2	XP_015435528.1
OG0002121	XP_003244509.1	XP_015439802.1
OG0002122	XP_003245001.1	XP_015436052.1
OG0002123	XP_003245252.1	XP_015432957.1
OG0002124	XP_003245468.1, XP_008184454.1	XP_015430383.1
OG0002125	XP_003245814.2	XP_015430544.1
OG0002126	XP_003245945.1	XP_015430531.1
OG0002127	XP_003246988.1, XP_029342964.1	XP_015429162.1
OG0002128	XP_003247819.1, XP_003248870.2	XP_015436515.1
OG0002129	XP_003247903.1	XP_015431368.1
OG0002130	XP_003247924.1	XP_015430496.1
OG0002131	XP_029343207.1, XP_003248599.1	XP_015430393.1
OG0002132	XP_016663089.1, XP_003248921.3	XP_015434077.1
OG0002134	XP_008178461.1	XP_015432070.1
OG0002136	XP_008180585.1	XP_015440494.1
OG0002137	XP_008180858.1	XP_015428478.1
OG0002138	XP_008181163.1, XP_008181164.1, XP_016658409.1, XP_008181165.1	XP_015433157.1
OG0002139	XP_008181301.1	XP_015431257.1
OG0002140	XP_008181637.3	XP_015431932.1
OG0002141	XP_008181959.1	XP_015439454.1
OG0002142	XP_008181984.1	XP_015436683.1
OG0002143	XP_008181990.1	XP_015431907.1
OG0002144	XP_008183008.2	XP_015438907.1
OG0002145	XP_008183035.1	XP_015429736.1
OG0002146	XP_008183390.1, XP_016660092.1	XP_015438616.1
OG0002147	XP_008183537.1	XP_015429077.1
OG0002148	XP_008183818.1, XP_029345515.1	XP_015435901.1
OG0002149	XP_008184044.1	XP_015439222.1
OG0002150	XP_029341227.1, XP_008184050.1	XP_015437347.1
OG0002151	XP_008184175.1	XP_015438717.1
OG0002152	XP_008184489.1	XP_015438969.1
OG0002153	XP_008185359.1	XP_015440458.1
OG0002154	XP_008185528.2, XP_029342828.1, XP_029342827.1, XP_029342826.1, XP_029342825.1	XP_015439562.1
OG0002155	XP_008185725.1	XP_015430818.1
OG0002156	XP_008185808.1, XP_008185807.1	XP_015438728.1, XP_015440411.1
OG0002157	XP_008186176.1	XP_015429945.1
OG0002158	XP_008186178.1	XP_015434838.1
OG0002159	XP_029345573.1, XP_008186333.1, XP_008186334.1	XP_015432224.1
OG0002160	XP_008190244.2, XP_008186664.1, XP_016662888.1, XP_016662889.1, XP_029342483.1, XP_029342484.1, XP_029342485.1	XP_015437542.1
OG0002161	XP_008186713.1	XP_015440323.1
OG0002162	XP_008186905.2	XP_015439661.1
OG0002163	XP_008187373.2	XP_015429344.1
OG0002164	XP_016663410.1, XP_008187374.1	XP_015436471.1
OG0002165	XP_008187407.1, XP_008187409.1	XP_015438293.1, XP_015438294.1
OG0002166	XP_016663689.1, XP_008187743.1, XP_008187745.1	XP_015431845.1, XP_015431844.1
OG0002167	XP_008187893.1	XP_015433899.1
OG0002168	XP_008188144.1, XP_008188143.1	XP_015433995.1
OG0002169	XP_008190200.1	XP_015429566.1
OG0002170	XP_016655717.1	XP_015439563.1
OG0002171	XP_016657024.1	XP_015428893.1
OG0002172	XP_016658178.1, XP_029343943.1	XP_015433975.1
OG0002173	XP_016658463.1	XP_015438332.1
OG0002174	XP_016659120.1, XP_029344150.1	XP_015438339.1
OG0002175	XP_016659376.1	XP_015428547.1
OG0002176	XP_029341602.1, XP_016661630.1, XP_029345719.1	XP_015428713.1
OG0002177	XP_016661897.1	XP_015429619.1
OG0002178	XP_016662498.1, XP_016662496.1	XP_015438887.1
OG0002179	XP_016663116.1	XP_015430430.1
OG0002180	XP_016663673.1	XP_015435352.1
OG0002181	XP_016663769.1, XP_016663768.1	XP_015438789.1
OG0002182	XP_029341851.1	XP_015432466.1
OG0002183	XP_029342020.1	XP_015433278.1, XP_015433279.1
OG0002184	XP_029342175.1	XP_015440252.1
OG0002185	XP_029342278.1	XP_015435756.1
OG0002186	XP_029344270.1, XP_029342462.1	XP_015429833.1
OG0002186	XP_029344279.1, XP_029342466.1	XP_015429888.1
OG0002187	XP_029342684.1	XP_015430704.1
OG0002188	XP_029342698.1	XP_015437143.1
OG0002189	XP_029343176.1	XP_015433388.1
OG0002190	XP_029343450.1	XP_015430414.1
OG0002191	XP_029343527.1	XP_015436770.1, XP_015436769.1
OG0002192	XP_029343707.1	XP_015440066.1
OG0002193	XP_029343858.1	XP_015434176.1
OG0002194	XP_029343935.1	XP_015434431.1
OG0002195	XP_029344537.1	XP_015440333.1
OG0002196	XP_029345010.1	XP_015434208.1
OG0002197	XP_029345250.1	XP_015439774.1
OG0002198	XP_029345432.1	XP_015439829.1, XP_015439162.1
OG0002199	XP_029345556.1	XP_015431954.1
OG0002200	XP_029345623.1, XP_029345621.1, XP_029345622.1, XP_029345625.1, XP_029345624.1	XP_015435948.1
OG0002202	XP_029346229.1	XP_015439760.1, XP_015439759.1
OG0002203	XP_029346639.1, XP_029346646.1, XP_029346634.1, XP_029346630.1, XP_029346643.1	XP_015435271.1
OG0002204	XP_029347003.1, XP_029347012.1	XP_015433290.1
OG0002205	XP_029348469.1	XP_015437421.1
OG0002236	NP_001119661.1	XP_015434106.1
OG0002237	NP_001119671.1	XP_015440334.1
OG0002238	NP_001119684.1	XP_015437601.1
OG0002239	NP_001128379.1	XP_015435771.1
OG0002240	NP_001129194.1, XP_008182893.1	XP_015428894.1
OG0002241	XP_003246739.1, NP_001129423.1, NP_001129422.1, NP_001129421.1	XP_015439336.1
OG0002242	XP_003242738.1, NP_001155368.1, XP_008180431.1	XP_015433841.1
OG0002243	NP_001155378.1	XP_015435185.1
OG0002244	NP_001156223.1, XP_008184444.1, NP_001155487.1	XP_015439633.1
OG0002245	NP_001155544.1	XP_015433682.1
OG0002246	NP_001155549.1	XP_015430284.1
OG0002247	XP_008187561.1, NP_001155557.1	XP_015430656.1, XP_015430657.1
OG0002248	XP_016662656.1, XP_029343599.1, XP_016662657.1, NP_001155576.1	XP_015435896.1
OG0002249	NP_001155632.1	XP_015437137.1
OG0002250	NP_001233046.1, XP_008187288.1, NP_001155692.1, XP_016660083.1	XP_015438678.1
OG0002251	NP_001155757.1, XP_008187468.1	XP_015429890.1
OG0002252	NP_001155776.1, XP_008187124.1	XP_015428467.1
OG0002253	XP_003248940.1, NP_001155785.1, XP_029341984.1	XP_015435776.1
OG0002254	NP_001155807.1, XP_008186948.1	XP_015437816.1
OG0002255	XP_016660809.1, NP_001155902.1, XP_029343128.1, XP_029343129.1, XP_029343130.1	XP_015430412.1
OG0002256	NP_001155910.1	XP_015428826.1
OG0002257	NP_001156045.1	XP_015435255.1
OG0002258	XP_008184020.1, NP_001156080.1	XP_015436864.1, XP_015436865.1
OG0002259	XP_003244168.1, NP_001156084.1, XP_003240150.1	XP_015430294.1
OG0002260	NP_001156115.1, XP_016661883.1	XP_015431175.1
OG0002261	NP_001156131.1, XP_008178191.1	XP_015439777.1
OG0002262	NP_001156280.1	XP_015432626.1
OG0002263	NP_001156682.1, XP_008184358.1	XP_015437922.1
OG0002264	NP_001164575.1, XP_008187379.1	XP_015438943.1
OG0002265	NP_001232944.1	XP_015438021.1
OG0002266	XP_001949522.2, XP_001948924.2, XP_001943164.2, NP_001233000.1, XP_029348510.1, XP_008183349.1, XP_029345088.1, XP_029341588.1	XP_015430451.1, XP_015430452.1
OG0002267	NP_001233021.1	XP_015436665.1
OG0002268	NP_001233024.1	XP_015430729.1, XP_015430731.1
OG0002269	XP_003247482.1, XP_008180240.1, XP_001949380.1, NP_001233081.1	XP_015430033.1
OG0002270	NP_001280327.1	XP_015431549.1
OG0002271	NP_001280340.1, XP_029344809.1	XP_015434646.1
OG0002272	XP_016660319.1, NP_001280368.1	XP_015438730.1
OG0002273	XP_001951298.1, NP_001280422.1	XP_015432846.1
OG0002274	NP_001287738.1	XP_015428804.1
OG0002275	NP_001313610.1	XP_015435073.1
OG0002276	XP_001942515.2, XP_016663090.1	XP_015430225.1
OG0002277	XP_001942543.2	XP_015435746.1
OG0002278	XP_001942701.2, XP_008181321.1, XP_029345720.1, XP_001944354.2, XP_029348416.1, XP_029348423.1	XP_015437327.1
OG0002279	XP_001942790.2	XP_015437701.1
OG0002280	XP_001942835.1	XP_015435193.1
OG0002281	XP_001942947.1	XP_015434330.1
OG0002282	XP_001943044.2	XP_015429485.1, XP_015429484.1
OG0002283	XP_016663188.1, XP_008184783.1, XP_001943155.2, XP_029342334.1	XP_015434829.1
OG0002284	XP_001943399.2, XP_016660312.1	XP_015437073.1
OG0002285	XP_001943442.2	XP_015439114.1
OG0002286	XP_001943454.2	XP_015437220.1
OG0002287	XP_001943569.2	XP_015436308.1
OG0002289	XP_029348655.1, XP_016657571.1, XP_001943661.1, XP_029341213.1, XP_008183730.1, XP_029341229.1	XP_015437488.1
OG0002290	XP_001943768.2	XP_015432800.1
OG0002291	XP_001943786.2	XP_015434854.1
OG0002292	XP_001946502.2	XP_015429206.1
OG0002293	XP_001944021.3	XP_015440365.1
OG0002294	XP_001944414.2	XP_015431973.1
OG0002295	XP_001944628.1	XP_015430105.1
OG0002296	XP_001944692.2	XP_015436913.1
OG0002297	XP_001944865.2	XP_015428536.1
OG0002298	XP_001944943.1	XP_015433669.1
OG0002299	XP_001945053.2	XP_015434448.1
OG0002300	XP_001945161.1, XP_016656425.1, XP_003241581.1, XP_016656427.1	XP_015432121.1
OG0002301	XP_001945179.1	XP_015435729.1, XP_015431439.1
OG0002302	XP_001945293.2	XP_015430885.1
OG0002303	XP_001945298.2	XP_015436672.1
OG0002304	XP_001945453.1	XP_015430773.1
OG0002305	XP_029347235.1, XP_029341169.1, XP_029347232.1, XP_029341171.1, XP_016662320.1, XP_001945500.2, XP_029341160.1	XP_015434482.1
OG0002306	XP_003247810.1, XP_008187917.1, XP_001945560.2	XP_015433821.1
OG0002307	XP_001945755.1	XP_015430114.1
OG0002308	XP_001948715.1	XP_015439111.1
OG0002309	XP_001945871.3, XP_029342152.1	XP_015439134.1
OG0002310	XP_001945940.1, XP_003247098.1	XP_015433826.1
OG0002311	XP_008190226.1, XP_001946019.1	XP_015437027.1
OG0002312	XP_008178363.1	XP_015428570.1
OG0002313	XP_001946483.2	XP_015438852.1
OG0002314	XP_001946622.2	XP_015433932.1
OG0002315	XP_001947083.5	XP_015439231.1
OG0002316	XP_001947213.1	XP_015439600.1
OG0002317	XP_001947227.1, XP_029347079.1	XP_015435872.1
OG0002318	XP_001947332.1, XP_003240775.1	XP_015440007.1
OG0002319	XP_008184058.1	XP_015432172.1
OG0002320	XP_001947369.2	XP_015439564.1
OG0002321	XP_001947380.2	XP_015434723.1
OG0002322	XP_001947496.1	XP_015431246.1, XP_015431247.1
OG0002323	XP_001947501.2, XP_016660314.1	XP_015430746.1
OG0002324	XP_001947580.1	XP_015434952.1
OG0002325	XP_003243475.1, XP_001947596.3	XP_015439118.1
OG0002326	XP_001947676.2	XP_015440511.1
OG0002327	XP_001947836.1	XP_015430157.1
OG0002328	XP_001948068.1	XP_015438845.1, XP_015438846.1
OG0002329	XP_001948150.2	XP_015437128.1
OG0002330	XP_016658626.1, XP_001948325.1, XP_008178874.1	XP_015431312.1, XP_015431316.1
OG0002331	XP_001948344.2	XP_015429724.1
OG0002332	XP_001948462.2	XP_015440110.1, XP_015428823.1
OG0002333	XP_001948474.2	XP_015435597.1
OG0002334	XP_001948489.4	XP_015437030.1
OG0002335	XP_001948717.1	XP_015432365.1
OG0002336	XP_001952315.4, XP_008185447.1, XP_008185446.1, XP_001950712.2, XP_001949197.2	XP_015430834.1
OG0002337	XP_001949220.2	XP_015433844.1
OG0002338	XP_001949447.1, XP_008185013.1	XP_015438053.1
OG0002339	XP_001949474.1, XP_008186943.1	XP_015437658.1
OG0002340	XP_001949515.2	XP_015433003.1
OG0002341	XP_001949550.1	XP_015437011.1
OG0002342	XP_001949636.2	XP_015439291.1
OG0002343	XP_001949649.1	XP_015431988.1
OG0002344	XP_001949733.2	XP_015432727.1
OG0002345	XP_001949776.2	XP_015439410.1
OG0002346	XP_001950020.2	XP_015438925.1, XP_015439168.1
OG0002347	XP_001950074.2	XP_015431849.1
OG0002348	XP_001950131.1, XP_016663687.1, XP_016663688.1	XP_015437661.1
OG0002349	XP_001950164.1	XP_015431136.1
OG0002350	XP_001950238.2	XP_015431133.1
OG0002351	XP_001950511.1	XP_015438546.1
OG0002352	XP_001950548.2	XP_015435733.1
OG0002353	XP_001950590.1	XP_015430878.1
OG0002354	XP_001950827.1	XP_015439453.1
OG0002355	XP_001950901.2	XP_015437366.1
OG0002356	XP_029345705.1, XP_001950941.2, XP_029345706.1	XP_015439580.1
OG0002357	XP_001951093.1	XP_015436194.1
OG0002358	XP_001951128.1	XP_015438415.1
OG0002359	XP_001951150.1	XP_015436828.1
OG0002360	XP_001951302.1	XP_015439041.1
OG0002361	XP_001951492.1	XP_015430371.1
OG0002362	XP_001951547.2	XP_015437508.1
OG0002363	XP_001951673.1	XP_015437909.1, XP_015437910.1
OG0002364	XP_001951875.2	XP_015435941.1
OG0002365	XP_001952221.1	XP_015436941.1
OG0002366	XP_001952263.1	XP_015436133.1
OG0002367	XP_001952307.1, XP_016660055.1	XP_015428652.1
OG0002368	XP_003246827.1, XP_001952586.1, XP_008186488.1	XP_015436808.1
OG0002369	XP_003240059.1	XP_015437641.1
OG0002370	XP_003242413.1, XP_003247516.1, XP_029348582.1, XP_008189138.1, XP_003245126.1, XP_008185611.1, XP_003240099.1	XP_015429180.1
OG0002371	XP_029343158.1, XP_008183568.1, XP_008178449.1, XP_003240181.1, XP_029344115.1	XP_015439498.1
OG0002372	XP_003241205.1	XP_015439640.1
OG0002373	XP_003241604.2	XP_015438596.1, XP_015438597.1
OG0002374	XP_003241892.1	XP_015436381.1, XP_015436383.1, XP_015436384.1, XP_015436385.1
OG0002375	XP_003242019.1	XP_015432557.1
OG0002376	XP_003242597.1	XP_015436372.1, XP_015436373.1
OG0002377	XP_003242710.1, XP_003242708.1	XP_015432852.1
OG0002378	XP_029347676.1, XP_029347675.1, XP_003242856.1	XP_015439244.1
OG0002379	XP_003243782.1	XP_015439945.1
OG0002380	XP_003244017.1, XP_029341295.1	XP_015437409.1
OG0002381	XP_003244537.1, XP_008183101.1	XP_015438543.1
OG0002382	XP_003244863.1	XP_015433877.1
OG0002383	XP_003245736.1	XP_015436817.1, XP_015438795.1
OG0002384	XP_003246018.1, XP_008183073.1	XP_015431282.1
OG0002385	XP_003246110.2	XP_015436251.1
OG0002386	XP_003246483.1	XP_015438617.1
OG0002387	XP_003247593.2	XP_015435040.1
OG0002388	XP_003247711.1, XP_008187731.1, XP_008187732.1	XP_015438167.1
OG0002389	XP_003248035.1, XP_003248033.1, XP_029345016.1	XP_015436940.1
OG0002390	XP_003248341.1, XP_003248342.1	XP_015437633.1
OG0002391	XP_008182627.1, XP_003248398.1	XP_015439694.1
OG0002392	XP_029342572.1, XP_003249053.4	XP_015432445.1
OG0002393	XP_008178730.1	XP_015440078.1
OG0002394	XP_029347809.1, XP_008180198.2	XP_015428697.1
OG0002395	XP_016656613.1, XP_008180226.2	XP_015435138.1
OG0002397	XP_008180447.1	XP_015432736.1, XP_015432728.1, XP_015432745.1
OG0002398	XP_008180463.1	XP_015434000.1
OG0002399	XP_008180799.1	XP_015434499.1
OG0002400	XP_008181461.1	XP_015430164.1
OG0002401	XP_008181571.1	XP_015436472.1
OG0002402	XP_008182943.1	XP_015438066.1
OG0002403	XP_008183706.1	XP_015437396.1
OG0002404	XP_008184279.2	XP_015430211.1
OG0002405	XP_008184334.2	XP_015437590.1, XP_015438071.1
OG0002406	XP_016660997.1, XP_016660996.1, XP_008184392.1, XP_008184396.1, XP_008184393.1	XP_015436456.1, XP_015431558.1
OG0002407	XP_008184469.1	XP_015434568.1, XP_015434569.1
OG0002408	XP_008184709.1	XP_015440339.1
OG0002409	XP_008184852.1	XP_015434560.1
OG0002410	XP_008185569.1	XP_015434449.1
OG0002411	XP_008186024.2, XP_008186028.2	XP_015430558.1, XP_015430566.1
OG0002412	XP_008186097.1	XP_015440217.1
OG0002413	XP_008186234.1	XP_015433495.1
OG0002414	XP_008186632.1, XP_008186631.1	XP_015435893.1
OG0002415	XP_008187258.1	XP_015436830.1
OG0002416	XP_008187427.1	XP_015429907.1
OG0002417	XP_029342486.1, XP_008188413.1	XP_015435596.1
OG0002418	XP_008188662.1	XP_015429112.1
OG0002419	XP_016661142.1, XP_008188982.2	XP_015428828.1
OG0002420	XP_029342562.1, XP_016656418.1, XP_029342546.1	XP_015428480.1
OG0002421	XP_016657613.1	XP_015431530.1
OG0002422	XP_016657870.1	XP_015429648.1
OG0002423	XP_016658496.1	XP_015437232.1, XP_015437235.1
OG0002424	XP_016658603.1	XP_015439713.1
OG0002425	XP_016659196.1	XP_015431255.1
OG0002426	XP_016659673.1, XP_016659671.1	XP_015433459.1
OG0002427	XP_016660159.1, XP_029345648.1, XP_029346123.1	XP_015430398.1
OG0002428	XP_016660384.1	XP_015439091.1
OG0002429	XP_016660466.1	XP_015433284.1
OG0002430	XP_016661852.1	XP_015434053.1
OG0002431	XP_029345491.1, XP_016661970.1	XP_015430592.1
OG0002432	XP_016662123.1	XP_015432654.1
OG0002433	XP_016664183.1	XP_015435516.1
OG0002434	XP_029341060.1	XP_015432243.1
OG0002435	XP_029342047.1	XP_015437733.1
OG0002436	XP_029342488.1, XP_029342487.1	XP_015438554.1
OG0002437	XP_029342644.1, XP_029342648.1	XP_015435472.1
OG0002438	XP_029343218.1, XP_029343219.1	XP_015430183.1
OG0002439	XP_029343240.1	XP_015431259.1
OG0002440	XP_029343535.1	XP_015436290.1
OG0002441	XP_029343645.1, XP_029343644.1	XP_015435854.1
OG0002442	XP_029343954.1	XP_015432378.1
OG0002443	XP_029348672.1, XP_029343990.1	XP_015433817.1, XP_015433814.1
OG0002444	XP_029344179.1	XP_015438154.1
OG0002445	XP_029345070.1, XP_029345076.1, XP_029345051.1, XP_029345066.1, XP_029345057.1	XP_015440040.1
OG0002446	XP_029345516.1	XP_015428793.1
OG0002447	XP_029345618.1	XP_015429632.1
OG0002448	XP_029345678.1	XP_015428586.1, XP_015428533.1
OG0002449	XP_029345935.1	XP_015431443.1
OG0002450	XP_029346019.1	XP_015436703.1
OG0002451	XP_029346043.1, XP_029346040.1	XP_015431407.1
OG0002452	XP_029346072.1	XP_015429783.1
OG0002453	XP_029346302.1	XP_015436357.1
OG0002454	XP_029346496.1	XP_015436565.1
OG0002455	XP_029347068.1	XP_015432571.1
OG0002456	XP_029347208.1	XP_015432025.1
OG0002457	XP_029347210.1	XP_015438402.1
OG0002458	XP_029347425.1	XP_015433340.1
OG0002507	XP_001948956.1, NP_001119615.1	XP_015433612.1
OG0002508	NP_001119656.1, XP_008180460.1, NP_001119625.1, XP_008184741.1	XP_015437518.1
OG0002509	NP_001119637.1	XP_015432155.1, XP_015432156.1
OG0002510	NP_001119695.1	XP_015434564.1
OG0002511	NP_001128377.1	XP_015436254.1
OG0002512	XP_001945308.1, NP_001129196.1, XP_029344733.1	XP_015437798.1
OG0002513	XP_008184969.1, NP_001152834.1, XP_008179641.1	XP_015431902.1
OG0002514	NP_001153504.1, XP_029346887.1	XP_015436576.1
OG0002515	XP_029341989.1, NP_001153591.1	XP_015430599.1
