Orthogroup	Acyrthosiphon_pisum	Bombus_terrestris
OG0000947	XP_001948722.2, XP_008187405.1	XP_012171910.2, XP_012174856.1, XP_020722252.1, XP_020722503.1
OG0000948	XP_001949122.1	XP_003400497.1, XP_012171372.1, XP_012171371.1, XP_012171370.1
OG0000949	XP_001950177.2, XP_029346868.1	XP_003396024.1
OG0000950	XP_001951330.2	XP_012174422.1, XP_012174421.1, XP_003402776.1
OG0000951	XP_001952160.1, XP_001952152.1	XP_003403130.1, XP_020723830.1
OG0000952	XP_001952250.1	XP_012167440.1, XP_003397848.1
OG0000953	XP_003240168.1	XP_012172298.1, XP_012172302.1
OG0000954	XP_003243748.1	XP_003402919.1, XP_003402952.1
OG0000955	XP_029348703.1, XP_029341424.1, XP_016659608.2, XP_029341791.1, XP_003244295.1	XP_012171379.1
OG0000957	XP_003244828.1	XP_003401786.1
OG0000958	XP_003245221.3, XP_029345967.1	NP_001291369.1, XP_012174015.1
OG0000959	XP_003245859.1	XP_020720657.1, XP_003398238.1
OG0000960	XP_008188173.1	XP_012164276.1
OG0000960	XP_003246536.1, XP_008186054.1, XP_016662375.1, XP_029344665.1	XP_012164277.1
OG0000961	XP_029346196.1, XP_003248547.1	XP_020720008.1
OG0000962	XP_008178430.1, XP_008178426.1	XP_020721999.1
OG0000963	XP_008179407.1, XP_008179408.1	XP_003397850.1, XP_020720452.1
OG0000964	XP_008180409.1	XP_012174359.1, XP_003393771.1
OG0000965	XP_008182226.1, XP_029344326.1	XP_003397396.1, XP_020720241.1
OG0000966	XP_008182879.1	XP_020720110.1, XP_012174260.1
OG0000967	XP_016660332.1, XP_016660333.1, XP_008183656.2, XP_008183647.2	XP_003394892.1
OG0000968	XP_008184679.1, XP_008184681.1	XP_020724328.1
OG0000969	XP_016658579.1, XP_016659899.1, XP_016662258.2	XP_003401824.2
OG0000970	XP_016661949.1, XP_008187412.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000971	XP_008187914.1	XP_003401093.1
OG0000972	XP_008189931.1, XP_029343272.1, XP_016657202.1	XP_003399041.1, XP_012169237.1, XP_012169238.1
OG0000973	XP_016656963.1	XP_020720258.1, XP_020720260.1, XP_020720259.1, XP_012167259.1, XP_012167260.1
OG0000974	XP_016657883.1	XP_020721996.1, XP_003400890.1, XP_012171747.1
OG0000975	XP_016660728.1, XP_029346858.1	XP_012174045.1
OG0000976	XP_016661759.1, XP_016661760.1	XP_003396062.1, XP_012164905.1
OG0000977	XP_016662161.1	XP_012164019.1, XP_012164016.1, XP_012164018.1, XP_012164017.1, XP_012164022.1, XP_012164021.1, XP_012164025.1, XP_012164023.1, XP_012164020.1
OG0000978	XP_016663179.1	XP_020723704.1, XP_012169494.1
OG0000979	XP_029341765.1, XP_029341057.1, XP_029341501.1	XP_020721981.1, XP_020719817.1
OG0000980	XP_029342234.1, XP_029345153.1, XP_029346342.1	XP_003397335.1
OG0000981	XP_029343351.1, XP_029342235.1	XP_012163634.1
OG0000982	XP_029343197.1	XP_003398431.1
OG0000983	XP_029344536.1	XP_012163973.1, XP_003395529.1
OG0000984	XP_029346848.1	XP_012170831.1
OG0000984	XP_029345642.1	XP_003400352.2
OG0000985	XP_029345675.1	XP_003398411.1
OG0000986	XP_029345917.1	XP_003395318.1
OG0000987	XP_029347197.1	XP_020718255.1, XP_020723968.1
OG0000988	XP_029347512.1	XP_003393336.1, XP_012166339.1, XP_003393337.1
OG0000992	NP_001119688.1, XP_008186477.1	XP_012171049.1
OG0000993	XP_008180030.1, NP_001155787.1, NP_001156279.1, NP_001155400.1	XP_003393818.1
OG0000994	NP_001155677.1	XP_003394066.1, XP_003394063.1
OG0000995	NP_001156043.1, NP_001155760.1	XP_012168054.1, XP_020720884.1
OG0000996	XP_029347277.1, NP_001155868.1	XP_003401769.1, XP_012173148.1, XP_012173147.1, XP_012173146.1
OG0000997	XP_001949764.1	XP_003395510.1
OG0000997	XP_008184138.1, NP_001156089.1	XP_020718730.1
OG0000998	NP_001156289.1, XP_016656740.1	XP_012166749.1
OG0000999	NP_001162142.1	XP_012175190.1
OG0001000	NP_001233031.1, XP_008178887.1	XP_003396466.1
OG0001001	XP_008185400.1, NP_001233092.1	XP_003398637.1, XP_003395094.1
OG0001002	NP_001233101.1	XP_003401492.1
OG0001003	NP_001268887.1, XP_016656764.1	XP_020720847.1, XP_003398428.1
OG0001004	XP_001946521.1	XP_020720697.1
OG0001005	XP_001942942.1	XP_003393385.1
OG0001006	XP_001943026.2	XP_003398903.1, XP_012169008.1
OG0001007	XP_029344489.1, XP_001943043.1	XP_012171583.1
OG0001008	XP_003246086.1, XP_001943103.2	XP_020721160.1
OG0001009	XP_001943449.2	XP_012166817.2, XP_012169742.1
OG0001010	XP_001943636.2, XP_001943523.1	XP_003396326.1
OG0001011	XP_001943714.1	XP_003401633.1
OG0001012	XP_001944015.1	XP_012164463.1
OG0001013	XP_008180675.1, XP_003248807.2, XP_001944587.3	XP_003393382.1, XP_020718545.1
OG0001014	XP_001944614.1	XP_012175742.1, XP_003394044.1
OG0001015	XP_001951086.1, XP_003248708.1	XP_012165103.1
OG0001015	XP_001944801.1	XP_012165099.1
OG0001016	XP_001945112.2	XP_020719257.1, XP_003398736.2
OG0001017	XP_001945330.2, XP_016655808.2	XP_003393261.1, XP_012165340.1, XP_012165355.1, XP_012165362.1, XP_020720886.1
OG0001018	XP_001946341.1	XP_020723280.1
OG0001018	XP_008179450.1	XP_020723281.1
OG0001019	XP_001946692.2	XP_003398683.1
OG0001020	XP_001946841.2	XP_012175853.1, XP_012175856.1, XP_012175859.1, XP_012175858.1
OG0001021	XP_001947318.2, XP_003242586.1, XP_003242585.1	XP_003398945.1, XP_003398947.1, XP_003398946.1
OG0001022	XP_001947414.2	XP_012175120.1, XP_012175206.1
OG0001023	XP_001947762.1, XP_008180348.1	XP_012169769.1, XP_012169768.1
OG0001024	XP_029343548.1, XP_001947776.2	XP_020722213.1, XP_012171258.1, XP_012171259.1, XP_003400449.1
OG0001025	XP_029343659.1, XP_001948094.2	XP_003398201.1
OG0001026	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1	XP_020724246.1
OG0001027	XP_001948533.1	XP_012164263.1, XP_020718816.1, XP_020718817.1
OG0001028	XP_001948556.2	XP_003393673.1, XP_012164667.1
OG0001029	XP_008190084.1, XP_029342788.1	XP_012169880.2
OG0001030	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2	XP_020721992.1, XP_003400846.1
OG0001031	XP_001949042.1	XP_012169757.1, XP_012169752.1, XP_012169746.1, XP_012169763.1
OG0001032	XP_001949161.2	XP_012170957.1
OG0001033	XP_001949643.1	XP_003396273.1
OG0001034	XP_001949856.2, XP_016659465.1	XP_012164214.1
OG0001035	XP_001949960.1	XP_012166278.1
OG0001036	XP_001950214.2	XP_020719237.1, XP_003396970.1
OG0001037	XP_029343413.1, XP_001950704.2	XP_003397063.1, XP_003397062.1, XP_012166344.1
OG0001038	XP_003245753.1, XP_001951213.2	XP_003395639.1
OG0001039	XP_001952170.1	XP_003400481.1
OG0001040	XP_001952444.1	XP_012163729.1, XP_003393071.1
OG0001041	XP_003240137.1	XP_003402975.1
OG0001042	XP_003242156.1, XP_016657148.2	XP_020722909.1
OG0001043	XP_003242212.1, XP_016657192.1	XP_012165560.1, XP_003396982.1
OG0001044	XP_029345616.1, XP_003246254.2	XP_012172024.1, XP_012172023.1, XP_020722709.1, XP_003400994.1, XP_012172025.1
OG0001045	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1	XP_003397182.1, XP_012166522.1
OG0001046	XP_003247064.1, XP_008186797.1	XP_020721361.1
OG0001048	XP_029341307.1, XP_008178442.1	XP_003400324.1
OG0001049	XP_008180098.1	XP_020720291.1
OG0001050	XP_016657682.1, XP_008180288.1	XP_020721088.1, XP_003398990.1
OG0001051	XP_008189529.1, XP_008180713.1, XP_016656400.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0001052	XP_008182858.1, XP_008182857.1	XP_012164443.1
OG0001053	XP_008184495.1	XP_020720012.1, XP_003397690.1
OG0001054	XP_008185488.1, XP_008185487.1, XP_029347617.1	XP_012170074.1, XP_012170075.1, XP_012170073.1, XP_012170071.1, XP_020721696.1
OG0001055	XP_008187614.1	XP_012170680.1
OG0001056	XP_008187892.1	XP_003402872.1, XP_012174598.1, XP_012174597.1, XP_012174596.1
OG0001057	XP_008187989.1	XP_012164261.1
OG0001058	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1	XP_012168390.1, XP_012168389.1, XP_012168391.1
OG0001059	XP_008188476.1	XP_003393651.1, XP_003397773.1
OG0001060	XP_008188543.1	XP_012163202.1
OG0001061	XP_016655779.1	XP_012168011.1, XP_020720840.1
OG0001063	XP_029342816.1	XP_020722760.1
OG0001063	XP_029341043.1, XP_016656351.2, XP_029341494.1	XP_020722594.1, XP_020719112.1
OG0001064	XP_016662408.1	XP_020722284.1, XP_020722285.1
OG0001065	XP_016662735.1	XP_020720506.1, XP_020720504.1, XP_020720505.1
OG0001066	XP_029341094.1	XP_012169239.1
OG0001067	XP_029347427.1, XP_029342601.1	XP_003399396.1
OG0001068	XP_029342993.1, XP_029342992.1	XP_012165849.1
OG0001069	XP_029343159.1	XP_003400830.1
OG0001070	XP_029343506.1, XP_029343509.1	XP_020720555.1
OG0001071	XP_029344587.1, XP_029344586.1, XP_029344584.1, XP_029344588.1	XP_003397816.1
OG0001072	XP_029346976.1, XP_029346977.1	XP_020721921.1, XP_012170687.1
OG0001090	NP_001129420.1	XP_003394894.1, XP_003394895.1
OG0001091	NP_001153848.1, XP_029348531.1, XP_029341881.1, XP_001947968.1, XP_029347308.1, XP_001946133.2	XP_003397668.1
OG0001092	NP_001155140.1, XP_008187000.1	XP_003397991.1
OG0001093	XP_008179870.1, NP_001155505.1	XP_012175412.1, XP_012175413.1, XP_012175411.1
OG0001094	NP_001155508.1, XP_001949834.1	XP_012175854.1, XP_012175843.1
OG0001095	NP_001156278.1, NP_001155646.1	XP_012174330.1
OG0001096	NP_001155662.1	XP_020721467.1, XP_012170293.1, XP_003399736.1, XP_020721468.1
OG0001097	NP_001155680.1	XP_003398536.1
OG0001098	XP_016661622.1, NP_001155733.1	XP_012170564.1, XP_012170563.1, XP_012170562.1, XP_012170561.1, XP_012170568.1, XP_012170566.1, XP_012170569.1, XP_012170565.1
OG0001099	XP_016661136.1	XP_012167228.1
OG0001099	XP_029348134.1, NP_001155764.1	XP_012167227.1
OG0001100	NP_001155768.1	XP_003395980.1
OG0001101	XP_001948284.2, XP_016657265.1, XP_029341296.1, NP_001156051.1	XP_003399060.1
OG0001102	NP_001156053.1	XP_003395066.1, XP_003395067.1
OG0001103	XP_008182544.1, NP_001156129.1, XP_016657962.1, XP_008180461.1	XP_012173261.1, XP_012173260.1, XP_003401858.1
OG0001104	NP_001156133.1, XP_008181357.1	XP_020718898.1
OG0001105	NP_001156173.1, NP_001233027.1	XP_003402656.1
OG0001106	XP_029341550.1, NP_001156267.1	XP_012173949.1, XP_003402322.1, XP_012173950.1
OG0001107	NP_001233091.1, XP_001946336.2	XP_012173130.1, XP_003401755.1
OG0001108	XP_008181413.1, XP_008181414.1, NP_001280378.1	XP_003401737.1
OG0001109	XP_008188103.1, NP_001280404.1, XP_029343710.1	XP_012175154.1
OG0001110	XP_001942870.1, XP_029341142.1	XP_003399407.1
OG0001111	XP_001943176.2	XP_012169483.1, XP_012169484.1, XP_012169476.1, XP_012169458.1, XP_012169464.1, XP_012169453.1
OG0001112	XP_001943561.1	XP_012174674.1
OG0001113	XP_001943767.1	XP_003395429.1
OG0001114	XP_001943824.1	XP_020720606.1
OG0001115	XP_001944095.2	XP_003401766.1
OG0001116	XP_001944235.1	XP_003397472.1
OG0001117	XP_001944518.2	XP_020720702.1
OG0001118	XP_001944745.2, XP_003242948.1	XP_003393752.1, XP_012170929.1, XP_012170923.1
OG0001119	XP_001945455.1	XP_003398972.1, XP_012169129.1
OG0001120	XP_001945509.2	XP_003396813.1
OG0001120	XP_003245192.1	XP_003396815.1
OG0001121	XP_003240109.1, XP_001945890.2	XP_012163127.1
OG0001122	XP_029345343.1, XP_001946021.2, XP_029345344.1, XP_016663184.1, XP_008187069.1, XP_008187068.1	XP_012172103.2
OG0001124	XP_001946733.1, XP_016656939.1, XP_016656937.1, XP_016656938.1	XP_012168157.1
OG0001125	XP_003242835.1, XP_001947132.2	XP_003396616.1, XP_020719415.1
OG0001126	XP_016657415.1, XP_001947403.1	XP_003397039.1
OG0001127	XP_001947574.2	XP_020719282.1, XP_003396375.1
OG0001128	XP_001947778.1	XP_012165573.1
OG0001128	XP_008186751.2	XP_020719571.1
OG0001129	XP_003243491.1, XP_001947806.2	XP_003395954.1, XP_012164551.1
OG0001130	XP_016663878.1, XP_016663877.1, XP_029346824.1, XP_029346823.1, XP_001947874.1	XP_020721883.1, XP_003400316.2, XP_012170922.1, XP_012170921.1, XP_020721882.1
OG0001131	XP_008187678.1, XP_001947895.2	XP_020720749.1, XP_020720763.1
OG0001132	XP_001948183.1	XP_003394768.1
OG0001134	XP_001948516.2	XP_003400253.1
OG0001135	XP_029341736.1, XP_001949162.2, XP_016662877.1	XP_003393299.1
OG0001136	XP_001949200.2	XP_003400547.1
OG0001137	XP_001949566.1	XP_020724122.1
OG0001138	XP_016659058.1, XP_001949598.1	XP_012169017.1, XP_003398913.1
OG0001139	XP_001949754.1	XP_020722728.1, XP_020722729.1
OG0001140	XP_001950299.1	XP_003402479.1, XP_012174082.1
OG0001141	XP_016663836.1, XP_001950325.2	XP_012169554.1, XP_012169555.1
OG0001142	XP_001950807.2, XP_029346999.1	XP_020721719.1, XP_003400015.1
OG0001143	XP_001950810.1	XP_003398491.1
OG0001144	XP_001950825.2	XP_003401088.1, XP_003401087.1
OG0001145	XP_001950913.1	XP_003397437.1, XP_012166925.1
OG0001146	XP_001950937.1	XP_020718965.1
OG0001147	XP_001950988.1	XP_003394869.1, XP_003394870.1
OG0001148	XP_001951126.1	XP_012169181.1, XP_020720975.1
OG0001149	XP_001951630.1	XP_012169249.1
OG0001150	XP_001951748.2, XP_008183754.1, XP_029346633.1	XP_003395168.1
OG0001151	XP_016658645.1, XP_001952434.2	XP_003398933.2
OG0001152	XP_001952516.2	XP_020720795.1
OG0001153	XP_029345485.1, XP_001952587.2	XP_020718572.1, XP_020718573.1
OG0001154	XP_016662028.1, XP_001952667.2	XP_020722635.1, XP_020722631.1
OG0001155	XP_001952747.1	XP_003393745.1
OG0001156	XP_016664861.1, XP_003241429.1	XP_003398458.1, XP_012168191.1
OG0001157	XP_003243823.1	XP_012167432.1, XP_003393317.1
OG0001158	XP_016659863.1, XP_003244542.1, XP_016659864.1	XP_012165204.1
OG0001159	XP_003245082.1	XP_012168627.1
OG0001160	XP_003245361.2	XP_003394748.1
OG0001161	XP_008183803.1	XP_012171801.1
OG0001162	XP_008179593.1, XP_003246402.2, XP_029343947.1, XP_029343948.1	XP_020718634.1
OG0001163	XP_003247117.1, XP_016663049.1, XP_008183882.1, XP_008181341.1	XP_020723064.1
OG0001164	XP_003247679.1	XP_012168461.1
OG0001165	XP_008179184.1, XP_008179192.1	XP_020720601.1
OG0001166	XP_008179444.1	XP_003397967.1, XP_012167688.1
OG0001167	XP_008181511.1, XP_008181512.1	XP_003402307.1
OG0001168	XP_008183195.2, XP_029345196.1, XP_016662902.1, XP_029344862.1	NP_001267850.1
OG0001169	XP_008183336.1, XP_029345140.1	XP_020722015.1, XP_020722014.1, XP_020722016.1, XP_020722017.1
OG0001170	XP_008183769.1, XP_008183773.1, XP_016660433.1, XP_016660432.1, XP_016660431.1	XP_003395867.1
OG0001171	XP_008183856.1	XP_020718338.1
OG0001172	XP_008184424.1	XP_003395441.1, XP_012163864.1
OG0001173	XP_008184447.1	XP_003393427.1
OG0001174	XP_029345281.1, XP_008185305.1	XP_012172935.1, XP_012172927.1, XP_003399965.1
OG0001175	XP_008185682.1	XP_012165146.1, XP_012165144.1, XP_012165145.1, XP_003396469.1
OG0001176	XP_008188774.1	XP_003394064.1, XP_012175787.1, XP_012175784.1, XP_012175783.1
OG0001177	XP_008189302.1	XP_020723249.1, XP_012168080.1, XP_020720938.1
OG0001179	XP_008190154.1	XP_003398477.1
OG0001180	XP_016657120.1	XP_003399205.2, XP_012174888.2
OG0001181	XP_016657278.1	XP_003395966.1, XP_012164569.1
OG0001182	XP_016657683.1	XP_020721072.1
OG0001183	XP_029343309.1, XP_016658013.1	XP_020724335.1, XP_012176045.1
OG0001184	XP_016659463.1	XP_012167179.1, XP_012167180.1
OG0001185	XP_016660106.1, XP_016660104.1, XP_016660111.1	XP_012170652.1
OG0001186	XP_016660542.1, XP_016660541.1	XP_012173098.1
OG0001187	XP_016661530.1, XP_029346066.1	XP_012173234.1
OG0001188	XP_016664405.1, XP_016662933.1	XP_020723109.1
OG0001189	XP_029343923.1	XP_012171412.1, XP_012171409.1, XP_012171410.1, XP_003400540.1, XP_020722154.1, XP_012171411.1
OG0001190	XP_029344471.1	XP_020723233.1
OG0001191	XP_029346223.1	XP_020722600.1, XP_012172269.2
OG0001192	XP_029346448.1	XP_012173522.1
OG0001193	XP_029346928.1, XP_029346927.1, XP_029346926.1, XP_029346925.1	XP_003402502.1
OG0001214	NP_001153813.1, NP_001153811.1, NP_001153812.1	XP_012168850.1
OG0001215	NP_001153873.1, XP_029347957.1	XP_012171568.1, XP_012171569.1, XP_012171570.1
OG0001216	NP_001153944.1, XP_003249047.1	XP_003396598.1
OG0001217	NP_001155454.1	XP_003402161.1, XP_003402162.1
OG0001218	NP_001155457.1, XP_008179466.1	XP_012164863.1
OG0001219	NP_001155464.1, XP_001949090.1, XP_003248969.1	XP_003402120.1
OG0001220	NP_001155533.1	XP_003402131.1
OG0001222	NP_001155665.2, NP_001156815.1	XP_003401278.1, XP_003401279.1
OG0001223	XP_008182091.1, NP_001155667.1	XP_012174455.1, XP_003402784.1
OG0001224	NP_001156103.1	XP_020721593.1, XP_012170026.1
OG0001225	NP_001156193.1	XP_003403096.1, XP_020723797.1
OG0001226	NP_001156283.1, XP_029341458.1, XP_008184693.1, XP_008184699.1, XP_008184694.1	XP_020720148.1
OG0001227	XP_029345469.1, XP_001951546.1, NP_001280401.1, NP_001233110.1, XP_001948920.1	XP_003403006.2, XP_012176665.1, XP_012176666.1
OG0001228	XP_001947886.1, NP_001280309.1	XP_020722496.1, XP_020722497.1
OG0001229	NP_001280441.1	XP_012169549.1, XP_012169550.1, XP_012169548.1
OG0001230	XP_008184848.1, NP_001280446.1	XP_012164091.1, XP_012164092.1
OG0001231	XP_001943183.2, XP_008186393.1	XP_012170761.1
OG0001231	NP_001313598.1	XP_012170759.2
OG0001232	XP_001942726.2, XP_001942882.2, XP_029342527.1, XP_016659130.1, XP_008182073.1, XP_001950130.3	XP_003396337.1
OG0001233	XP_001944566.2, XP_016662541.1, XP_016657430.1, XP_001943267.2	XP_003394250.1, XP_012176077.1, XP_012176078.1, XP_012176080.1, XP_020724133.1, XP_012176076.1
OG0001234	XP_001943476.2	XP_003400135.1
OG0001236	XP_001944534.1	XP_003395337.1
OG0001237	XP_029343933.1, XP_001945027.2, XP_003245282.1, XP_003245283.1	XP_003398676.1
OG0001238	XP_008188368.1, XP_001945158.2, XP_001950494.2	XP_012175031.1, XP_012175018.1
OG0001239	XP_001945277.2, XP_008183013.1, XP_016656349.1	XP_020721287.1, XP_012169630.1, XP_012169631.1, XP_003399301.1
OG0001240	XP_001945375.1	XP_012169673.1, XP_012169675.1, XP_012169674.1, XP_003399332.1, XP_012169676.1
OG0001241	XP_029343094.1, XP_029343095.1, XP_001946090.2	XP_012169133.1, XP_003398975.2
OG0001242	XP_001946147.2	XP_003396295.1, XP_003396294.1
OG0001243	XP_016661917.1, XP_008185497.1, XP_001946228.1, XP_016658048.1, XP_008180749.1, XP_008185263.1	XP_020721130.1, XP_012169208.1, XP_012169207.1, XP_020721129.1
OG0001244	XP_001946280.2	XP_003399056.1
OG0001245	XP_001946431.1	XP_003397683.1
OG0001246	XP_001947027.2	XP_003402511.2, XP_020718493.1, XP_020718491.1, XP_020718492.1
OG0001247	XP_001951687.2, XP_003243969.1, XP_001947095.2, XP_008182260.1	XP_003398289.1
OG0001248	XP_008180352.1, XP_001947336.2	XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_012173421.1, XP_020723119.1
OG0001249	XP_008179609.1, XP_001947420.1	XP_003396741.1, XP_012165841.1
OG0001250	XP_001947917.2	XP_012175005.1
OG0001251	XP_029344523.1, XP_029344522.1, XP_001948243.2	XP_012174298.2, XP_020718432.1
OG0001252	XP_001948261.1	XP_003401321.1
OG0001253	XP_001948411.2, XP_008187442.1	XP_003398957.1
OG0001254	XP_001948594.2	XP_003394275.1
OG0001255	XP_001948774.2	XP_003393279.1
OG0001256	XP_001949446.1	XP_003402977.1, XP_003402976.1
OG0001257	XP_001949480.1	XP_003402810.1
OG0001258	XP_001949498.2	XP_012174118.1
OG0001259	XP_001949584.1, XP_008184333.1, XP_003242568.1	XP_012175312.1, XP_012175313.1
OG0001260	XP_001950152.1	XP_012172727.1, XP_003401488.1
OG0001261	XP_001950183.1	XP_012167039.1
OG0001262	XP_001950417.1	XP_012173881.1, XP_020723284.1
OG0001263	XP_001950431.1	XP_012167104.1
OG0001264	XP_001950522.1, XP_016657964.1	XP_012167378.1
OG0001266	XP_001950947.2	XP_020723869.1, XP_003403275.1, XP_012175272.1
OG0001267	XP_001951732.1	XP_012173255.1, XP_012173259.1
OG0001268	XP_001952629.1, XP_008187935.1	XP_003400504.1, XP_020722149.1, XP_020721572.1
OG0001269	XP_003240957.1	XP_020719704.1, XP_020719701.1
OG0001270	XP_003241121.1	XP_003398248.1
OG0001271	XP_029342269.1, XP_029342268.1	XP_012171915.1
OG0001272	XP_003242523.1, XP_016657578.1, XP_016657577.1, XP_029347236.1, XP_029345765.1	XP_003397363.1
OG0001273	XP_029341105.1, XP_003243017.1	XP_012164085.1
OG0001274	XP_003243163.1, XP_029347052.1	XP_012164035.1
OG0001277	XP_003243733.1	XP_003402819.1
OG0001278	XP_003244422.1	XP_012172501.1
OG0001279	XP_008183368.1, XP_003244722.1	XP_012163562.1
OG0001280	XP_003245599.2	XP_020721905.1, XP_020721906.1, XP_012170836.1, XP_012170837.1, XP_012170834.1, XP_020721904.1
OG0001281	XP_003246179.1	XP_012167578.1
OG0001282	XP_003248149.1	XP_020720629.1
OG0001283	XP_003248478.1	XP_020719249.1, XP_020719246.1, XP_020719247.1, XP_020719248.1
OG0001284	XP_008182531.1, XP_003248714.1	XP_020724339.1, XP_020724338.1
OG0001286	XP_008178165.1	XP_020722304.1, XP_003400539.1, XP_012171443.1
OG0001287	XP_008178607.1	XP_012169150.1, XP_012169188.1, XP_012169155.1
OG0001288	XP_008181487.1, XP_008182181.1, XP_008182182.1, XP_029347449.1	XP_003400433.1
OG0001289	XP_008181498.1	XP_003397119.1
OG0001290	XP_016657448.1, XP_008181527.1	XP_020722575.1, XP_020722573.1, XP_012172537.1, XP_020722574.1, XP_012172530.1, XP_012172528.1
OG0001291	XP_029343815.1, XP_008184750.1, XP_008184749.1	XP_003399823.1
OG0001292	XP_029343143.1, XP_008185152.1	XP_003400968.1
OG0001293	XP_008185156.1	XP_003398070.1, XP_020720574.1, XP_020720575.1, XP_020720573.1
OG0001294	XP_008186956.1	XP_020722687.1, XP_012172280.1, XP_012172281.1, XP_003401144.1
OG0001295	XP_008187592.1	XP_012167568.1
OG0001296	XP_008189116.1	XP_012174236.1
OG0001296	XP_016660995.1, XP_016660987.1	XP_012173745.1, XP_012173736.1
OG0001297	XP_029348342.1, XP_029348395.1, XP_016659774.2, XP_029344380.1, XP_029347311.1, XP_029342261.1, XP_029342885.1, XP_016656772.1, XP_029343250.1, XP_029347780.1, XP_029348289.1, XP_029347789.1, XP_016660608.1, XP_029344634.1, XP_029341127.1	XP_003396895.1
