Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0001779	XP_001945775.2, NP_001155452.1, NP_001155825.1	XP_031779220.1
OG0001780	XP_016659892.1, NP_001155461.1	XP_001600215.1, XP_001601642.1
OG0001781	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1	XP_008207023.1
OG0001782	NP_001155515.1	XP_001599355.1
OG0001783	NP_001155530.1, XP_016660437.1	XP_016843291.1
OG0001784	NP_001155547.1	XP_031783677.1, XP_031783676.1
OG0001785	XP_029341505.1, NP_001155654.1, XP_008182090.1	XP_001604175.2
OG0001786	XP_008178954.1, NP_001155672.1	XP_001608245.1, XP_032457057.1
OG0001787	NP_001155724.1	XP_008215237.1
OG0001788	XP_016663392.1, NP_001155801.1, XP_003241568.1	XP_031780973.1, XP_031780965.1
OG0001789	NP_001156108.1, XP_016656321.1	XP_001604882.1, XP_031785410.1, XP_032455592.1
OG0001790	XP_008185976.1, NP_001156182.1	XP_031786238.1, XP_008214619.1, XP_008214618.1, XP_008214617.1, XP_032454726.1
OG0001791	NP_001156204.1, XP_008184616.1	XP_001608149.1
OG0001792	NP_001156247.1, XP_008187622.1	XP_001600760.1
OG0001793	NP_001156305.1	XP_008214898.1
OG0001794	NP_001156307.1	XP_001605396.1
OG0001795	NP_001156453.1	XP_001607324.1, XP_008209260.1
OG0001796	NP_001156565.1, XP_016655961.1	XP_008206390.1, XP_032454210.1, XP_016839005.1, XP_001605732.2
OG0001797	XP_029347227.1, XP_029342124.1, NP_001156579.1	XP_031778511.1, XP_008207962.1
OG0001798	XP_029348234.1, XP_016655913.2, XP_029345191.1, XP_016658087.1, XP_003243647.1, XP_016657737.1, NP_001156599.1	XP_031780840.1
OG0001799	NP_001156668.1, XP_008179071.1	XP_001603027.1, XP_031784347.2, XP_001603141.1
OG0001800	NP_001156706.1	XP_001603293.1
OG0001801	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2	XP_031786470.1
OG0001802	XP_029345658.1, NP_001162144.1	XP_032454417.1, XP_032454418.1, XP_032454419.1, XP_031781983.1, XP_031781985.1, XP_031781984.1, XP_031781986.1
OG0001803	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1	XP_008216245.1
OG0001804	NP_001232953.1, XP_016657413.1	XP_008216463.1
OG0001805	NP_001232979.1	XP_016841795.1, NP_001155144.1, XP_008201766.1
OG0001806	NP_001233043.1	XP_031778822.1, XP_031778823.1
OG0001807	XP_001942509.2	XP_008210360.2
OG0001808	XP_008187931.1, XP_001952480.2	NP_001136342.1
OG0001809	XP_001942715.1	XP_001599542.2
OG0001810	XP_001942856.1, XP_008179964.1	XP_031778732.1
OG0001811	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1	XP_001604243.1
OG0001812	XP_001943187.1, XP_001948026.1	XP_016838603.1
OG0001813	XP_016663414.1, XP_001943319.2, XP_008187381.1	XP_032456222.1, XP_032456225.1, XP_031789645.1, XP_031789646.1, XP_031789644.1, XP_031789643.1
OG0001814	XP_001943377.1	XP_001606172.1
OG0001815	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2	XP_016843551.1
OG0001816	XP_008187096.1, XP_001943493.2, XP_016656595.1	XP_001600797.1, XP_001602430.1
OG0001817	XP_029346498.1, XP_008179583.1, XP_001943498.1	XP_031778530.1
OG0001818	XP_001943774.1, XP_008180057.1	XP_032452105.1, XP_001606225.1
OG0001819	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1	XP_031782397.1
OG0001819	XP_029341095.1, XP_003240656.1	XP_031788860.1
OG0001820	XP_001943903.1	XP_001602406.1, XP_001601107.1
OG0001821	XP_003248297.1, XP_001943957.2	XP_001606303.4, XP_008203951.2
OG0001822	XP_001944669.2	XP_001603912.2, XP_008202668.1
OG0001823	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1	NP_001135434.1
OG0001824	XP_001944700.1	XP_031782171.1
OG0001826	XP_001944820.1	XP_001606320.1
OG0001827	XP_001944905.2	XP_031784416.1
OG0001828	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1	XP_031782069.1, XP_001600397.1
OG0001829	XP_001945038.1	XP_001607001.1
OG0001830	XP_001945197.2	XP_008210294.1
OG0001831	XP_001945437.1	XP_031788055.1
OG0001832	XP_001945557.2	XP_031787912.1, XP_031787911.1
OG0001833	XP_001945830.2	XP_008208243.1, XP_031776628.1, XP_031776626.1, XP_032451829.1, XP_032451828.1, XP_032451825.1, XP_032451824.1, XP_032451827.1, XP_032451826.1, XP_016836714.1
OG0001834	XP_001946240.1	NP_001165788.1
OG0001835	XP_001946328.2, XP_016661442.1, XP_016661441.1	XP_031784847.1
OG0001836	XP_001946879.2	XP_032452667.1
OG0001837	XP_001946894.1	XP_031785035.1, XP_001602132.1
OG0001838	XP_001947118.2	XP_003425218.1
OG0001839	XP_003246231.1, XP_001947141.1	XP_031778745.1
OG0001840	XP_001947300.1	XP_003427589.1
OG0001841	XP_001947958.2	XP_001600825.2
OG0001842	XP_001948010.1, XP_003245356.1, XP_016660916.1	XP_001602441.1
OG0001843	XP_029348519.1, XP_008186988.1, XP_001948155.2	XP_032452489.1
OG0001844	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1	XP_001600994.2
OG0001845	XP_001948310.1, XP_003248687.2	XP_001599772.1, XP_001599672.1, XP_031785182.1
OG0001846	XP_001948529.2	XP_001602119.1
OG0001847	XP_001948531.1	XP_031784075.1, NP_001135845.1
OG0001848	XP_016661036.1, XP_001948639.1	XP_016837498.2
OG0001850	XP_001948861.1	XP_016838533.1, XP_032452540.1, XP_032452543.1, XP_032452537.1, XP_032452534.1, XP_001603955.2
OG0001851	XP_001949188.2	XP_031781505.1
OG0001852	XP_001949433.2	XP_031783963.1
OG0001853	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1	XP_031779560.1, XP_031779559.1
OG0001854	XP_029343283.1	XP_003424613.1
OG0001855	XP_008188230.1, XP_001949717.1	XP_031780439.1, XP_008208172.1, XP_008208173.1, XP_001600501.1
OG0001856	XP_001949793.2, XP_008182796.1	XP_001606708.1, XP_032458145.1, XP_032458144.1, XP_032458146.1, XP_016839189.1
OG0001857	XP_001949994.2	XP_031785095.1, XP_031785100.1, XP_031785098.1, XP_031785099.1, XP_031785096.1, XP_031785097.1
OG0001858	XP_001950544.1	XP_031783316.1, XP_031783317.1, XP_031783315.1, XP_031783314.1
OG0001859	XP_016660503.1, XP_001950684.2, XP_029345572.1	XP_031788809.1
OG0001860	XP_001950915.3	XP_008208667.1, XP_016838277.1
OG0001861	XP_001951063.1	XP_031779274.1, XP_001604531.1
OG0001862	XP_001951151.1, XP_008187987.1, XP_008187986.1	XP_032455409.1, XP_032455410.1, XP_016840903.1
OG0001864	XP_001951225.1	XP_008216930.1, XP_008216933.1
OG0001865	XP_001951536.1, XP_001951914.1	XP_008213688.1
OG0001866	XP_029341527.1, XP_016657739.1	XP_031779743.1
OG0001867	XP_001951701.1	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1
OG0001868	XP_001951736.1, XP_008183468.1, XP_008183466.1	XP_003423929.1, XP_003423930.1
OG0001869	XP_001952010.1, XP_016664220.1	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1
OG0001870	XP_001952173.2	XP_008213110.1, XP_008213111.1, XP_008213109.1
OG0001871	XP_001952722.1	XP_001602810.2
OG0001872	XP_001952755.1	XP_001606141.1
OG0001873	XP_001952829.1	NP_001135849.1, XP_031789337.1, XP_031789333.1
OG0001874	XP_008185190.1, XP_001952839.1	XP_031783282.1
OG0001875	XP_029346961.1, XP_001952853.2	XP_016843737.2, XP_031787829.1
OG0001876	XP_001952862.2	XP_008202206.1, XP_008202205.1
OG0001877	XP_003240052.1	XP_031787040.1, XP_016841057.1
OG0001878	XP_029341366.1, XP_016656176.1, XP_003242518.2, XP_003240785.1, XP_003247189.1	XP_031783645.1
OG0001879	XP_003240974.1	XP_001606632.2
OG0001880	XP_003241869.2	XP_031786774.1, XP_031786778.1, XP_031786771.1
OG0001881	XP_003242009.1	XP_001604825.1, XP_003425165.1
OG0001882	XP_003242232.1	XP_031781968.1, XP_031781973.1
OG0001883	XP_003242255.1	XP_001600206.1
OG0001885	XP_003242954.1, XP_008180737.1	XP_008214621.1
OG0001886	XP_003242961.1	XP_031785450.1
OG0001887	XP_008180938.2, XP_029342240.1, XP_003243122.1	XP_016840834.1
OG0001888	XP_003243530.1	XP_001604555.2, XP_031781367.1
OG0001889	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1	XP_001608169.1
OG0001891	XP_003243994.1	XP_016840682.1, XP_031785164.1
OG0001892	XP_003244214.1	XP_031780675.1
OG0001893	XP_003245723.1	XP_031780757.1
OG0001894	XP_003246006.1, XP_029341180.1	XP_008210932.1
OG0001895	XP_003246351.1, XP_029342851.1, XP_029342101.1	XP_031787844.1, XP_031787851.1, XP_031787846.1
OG0001896	XP_003246488.1	XP_016838553.1, XP_016838549.1
OG0001897	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3	XP_001601168.1
OG0001898	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1
OG0001899	XP_003247539.2, XP_008178962.1, XP_003247488.1	XP_016841545.1
OG0001900	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1	XP_001606107.2
OG0001901	XP_008178515.1, XP_016656489.1	XP_001604350.2
OG0001902	XP_008178645.1	XP_001605445.1
OG0001903	XP_008178715.1	XP_016844247.1
OG0001904	XP_008179049.1, XP_008179053.1	XP_031779842.1
OG0001905	XP_008179792.1	XP_031785555.1
OG0001906	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1	XP_032458034.1
OG0001907	XP_029342208.1, XP_029340990.1, XP_008190086.2	XP_016843397.1
OG0001908	XP_008181779.1	NP_001155084.1, XP_008207737.1
OG0001909	XP_008182340.1	XP_032456056.1
OG0001910	XP_008182560.1, XP_029346097.1	XP_008201822.1
OG0001912	XP_008182696.1	XP_008216537.1
OG0001913	XP_016659699.1, XP_008182892.1, XP_029344147.1	XP_016844726.1
OG0001914	XP_008183203.1, XP_008183199.1	XP_016838374.1
OG0001915	XP_008183547.2	XP_003427521.1, XP_003427523.1
OG0001916	XP_008183576.1	XP_008215942.1, XP_032456961.1
OG0001917	XP_008183695.1	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1
OG0001918	XP_016658338.2, XP_008184564.1	XP_032451863.1, XP_003427931.1
OG0001919	XP_008185199.1	XP_031788736.1, XP_031788448.1, XP_008212485.1
OG0001920	XP_008185245.2	XP_008215501.1, XP_001607287.1
OG0001921	XP_008185452.1	XP_001604700.1
OG0001922	XP_029346200.1, XP_008185784.1	XP_031779099.1, XP_031779098.1, XP_031779100.1
OG0001923	XP_008185966.1	XP_008209458.1
OG0001924	XP_008186124.1	XP_031782567.1
OG0001925	XP_008186171.1	XP_001607740.1, XP_008203086.1, XP_031777813.1
OG0001926	XP_008186521.1	XP_003426826.1
OG0001927	XP_008186724.1, XP_008186723.1, XP_029342722.1	XP_031788331.1, XP_016842024.1
OG0001928	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1	XP_016844845.2
OG0001929	XP_008188001.1	XP_031780127.1
OG0001930	XP_008189285.1	XP_031779200.1
OG0001931	XP_008189349.1	XP_031777740.1, XP_001607753.1, XP_032451803.1
OG0001933	XP_016656755.1	XP_031778152.1, XP_003425501.1
OG0001934	XP_016659094.2	XP_016838487.1
OG0001935	XP_029345347.1, XP_016659373.1	XP_003427326.1
OG0001936	XP_016659625.1, XP_029343633.1	NP_001164386.1, XP_031777853.1
OG0001937	XP_016660066.1	XP_032452144.1, NP_001128389.1, NP_001128390.1
OG0001938	XP_016661178.2	XP_031787199.1, XP_001603831.2
OG0001939	XP_016662921.1	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1
OG0001940	XP_016664224.1	XP_008214308.2
OG0001941	XP_029342563.1	XP_032452908.1, XP_008209803.1
OG0001942	XP_029342943.1	XP_008208407.1
OG0001943	XP_029348042.1, XP_029343108.1	XP_031781572.1
OG0001944	XP_029343229.1, XP_029343228.1	XP_008206976.2, XP_031786898.1
OG0001945	XP_029343268.1, XP_029343266.1	XP_016844038.1, XP_031785446.1
OG0001946	XP_029343313.1	XP_003425284.1, XP_003425283.1, XP_008201901.1
OG0001947	XP_029343893.1	XP_031779520.1, XP_031779522.1
OG0001948	XP_029343945.1	XP_016839730.1, XP_016839731.1
OG0001949	XP_029344221.1	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1
OG0001950	XP_029344449.1	XP_001606793.1
OG0001951	XP_029345038.1	XP_008205666.1
OG0001952	XP_029345699.1	XP_031776867.1, XP_031776838.1
OG0001953	XP_029346601.1	XP_031787744.1
OG0001987	NP_001153863.1	XP_008216612.1
OG0001988	NP_001155380.1, XP_008184303.1	XP_008212767.1, XP_031781386.1
OG0001989	NP_001155391.1, XP_008180716.1	XP_001607213.1
OG0001990	NP_001155397.1	XP_001599614.1
OG0001991	NP_001155422.1, XP_029344736.1	XP_032455315.1, XP_001600190.1
OG0001992	NP_001155668.1, XP_008180669.1	XP_031778961.1
OG0001993	NP_001155708.1	XP_001601230.1, XP_032456076.1, XP_008218092.1
OG0001994	NP_001155742.1, XP_008187651.1	XP_003427198.1
OG0001995	NP_001155756.1	NP_001152805.1, XP_031781693.1
OG0001996	XP_008185909.1, NP_001155858.1	XP_001605457.3
OG0001997	NP_001156096.1, XP_008181077.1, XP_008182672.2	XP_031777941.1, XP_031778184.1, XP_001606900.1
OG0001998	XP_008183251.1, NP_001156221.1	XP_001599579.1
OG0001999	NP_001156231.1	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1
OG0002000	NP_001156269.1, XP_029344804.1	XP_016844725.1, XP_016844723.1
OG0002001	NP_001156703.1	XP_001603234.1
OG0002002	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2	XP_001603956.3
OG0002003	NP_001162147.1	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1
OG0002004	NP_001191855.1	XP_016845815.1, XP_032454966.1
OG0002005	NP_001191949.1, XP_008190009.1	XP_031778969.1
OG0002006	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1	XP_031785912.1
OG0002007	NP_001233075.1	XP_008216173.1
OG0002008	XP_029340936.1, XP_029348085.1, XP_029344237.1	XP_032455024.1
OG0002009	NP_001280317.1	XP_001604479.1
OG0002010	XP_001950007.1, NP_001280444.1	XP_008203068.1, XP_001604399.2, XP_016841702.1
OG0002011	XP_029347613.1, XP_001942528.1	XP_008212650.2
OG0002012	XP_001942532.2	XP_016838708.1, NP_001107659.1
OG0002014	XP_001943263.2	XP_031787229.1, XP_031787226.1
OG0002015	XP_001943314.1	XP_016844027.1
OG0002016	XP_001944071.1, XP_001943461.1, XP_029341274.1	XP_031779048.1, XP_016839175.2
OG0002017	XP_001943519.1	XP_031787864.1
OG0002018	XP_003244523.1, XP_001948706.2, XP_001943559.2	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1
OG0002019	XP_001946553.1	XP_001608101.2
OG0002020	XP_001943702.1	XP_031783950.1, XP_031783940.1
OG0002022	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1	XP_001605064.1, XP_008209116.1
OG0002023	XP_001943859.1, XP_003248674.1	XP_008214719.1
OG0002024	XP_001943867.2	XP_032454164.1, XP_001604471.2
OG0002025	XP_001943896.1	NP_001153367.1
OG0002026	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2	XP_016837634.1
OG0002028	XP_001944028.1	XP_016845934.1, XP_031788360.1, XP_001608170.1
OG0002029	XP_001944072.1, XP_029344159.1	XP_008212219.2, XP_016844343.1
OG0002030	XP_001944077.2	XP_001607135.1, XP_032456699.1
OG0002032	XP_003246696.1, XP_001944309.2	XP_016843474.1
OG0002034	XP_001944588.1	XP_008214477.1, XP_031782282.1
OG0002035	XP_001944639.2	XP_008205234.1, XP_003424300.1
OG0002036	XP_001944759.2	XP_008214272.1
OG0002037	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1	XP_001599027.3
OG0002038	XP_001944803.2	XP_032456776.1, XP_008211018.3
OG0002040	XP_001952821.2, XP_001945737.1, XP_001944935.5	XP_001602205.2, XP_031787285.1
OG0002041	XP_001945010.1	XP_031785024.1, XP_031785028.1
OG0002042	XP_001945075.2, XP_029345141.1	XP_003426486.1, XP_001607860.1
OG0002043	XP_001945275.1	XP_001607464.2
OG0002044	XP_001945498.1, XP_016659740.1, XP_008182932.1	XP_008215356.1
OG0002045	XP_001945626.1, XP_016657403.1	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1
OG0002046	XP_001945658.1	XP_001603683.1, XP_032455402.1
OG0002047	XP_001945671.1	XP_016838908.1
OG0002048	XP_001945802.2	XP_008204673.1
OG0002049	XP_001945884.1	XP_008206879.1
OG0002050	XP_001945892.2	XP_001608046.1
OG0002051	XP_016659128.1, XP_001946062.1	XP_008205727.1
OG0002052	XP_001946072.2	XP_031778328.1, NP_001153369.1
OG0002053	XP_003244732.1, XP_001946127.2	XP_016838347.1, XP_001603104.1, XP_032452535.1
OG0002054	XP_001946560.2, XP_008179771.1	XP_031786975.1
OG0002055	XP_016663730.1, XP_001946571.1, XP_029343080.1	XP_003424937.1
OG0002056	XP_001946593.1	XP_008209991.2
OG0002057	XP_001946607.1	XP_001602070.1
OG0002058	XP_001946617.2	XP_031786224.1
OG0002059	XP_001946687.2	XP_008208388.1
OG0002060	XP_001946705.2	XP_001599552.2
OG0002061	XP_001946856.2	XP_001602037.2
OG0002063	XP_001947007.1	XP_001605407.1
OG0002064	XP_016660090.1, XP_001947097.1	XP_031783669.1
OG0002065	XP_001947123.2	XP_016845620.1, XP_031778190.1, XP_032454231.1
OG0002066	XP_001947173.1	XP_001607955.1
OG0002067	XP_001949769.2, XP_001947521.2	XP_032457341.1
OG0002068	XP_001947646.2, XP_029342767.1, XP_016659961.1	XP_003424103.1, XP_008212711.1, XP_001607337.1
OG0002069	XP_001951771.1, XP_001947840.1	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1
OG0002070	XP_001948071.2	XP_001602392.2, XP_008202567.1
OG0002071	XP_001948113.2	XP_008213859.1, XP_008213860.1, XP_001599472.2
OG0002072	XP_001948957.1, XP_001948169.2	XP_001600089.1
OG0002073	XP_001948564.2	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1
OG0002075	XP_001948893.1	NP_001154949.1
OG0002076	XP_029344443.1, XP_001948988.1	XP_001605568.2
OG0002077	XP_029344641.1, XP_003244316.1, XP_029344643.1, XP_001949368.1, XP_008182774.1, XP_008182781.1	XP_001607042.1
OG0002078	XP_001949575.1, XP_016656077.1	XP_016840890.1
OG0002080	XP_001949620.4, XP_016662931.1	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1
OG0002081	XP_008182184.1, XP_001949691.2, XP_003243930.1	XP_031784467.1, XP_031784464.1
OG0002082	XP_001949757.1	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1
OG0002083	XP_001949817.1	XP_008207019.1
OG0002084	XP_001949953.2	NP_001127786.1, XP_016837015.1
OG0002085	XP_001949967.1	XP_001599415.1
OG0002086	XP_001949989.1, XP_003245757.1, XP_008182398.1	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1
OG0002087	XP_001950052.1	XP_031777220.1
OG0002088	XP_001950072.2, XP_008185575.1	XP_031780040.1, XP_031780039.1, XP_031780041.1
OG0002089	XP_001950329.2	XP_001604238.2
OG0002090	XP_001950496.1	XP_031781496.1, XP_001600915.3
OG0002091	XP_001950559.2	XP_001601973.1
OG0002092	XP_029343550.1, XP_001950768.5	XP_001599942.1
OG0002093	XP_001950798.2	XP_001605566.1
OG0002094	XP_016663197.1, XP_001950803.2	XP_001605247.1, XP_031785053.1
OG0002095	XP_001951048.1	XP_008204059.1, XP_031786761.1
OG0002096	XP_001951177.2	XP_001608008.2
OG0002097	XP_001951201.1	XP_001607946.2
OG0002098	XP_001951533.1, XP_029346315.1, XP_003241220.1	XP_016840374.1
OG0002099	XP_001951864.2	XP_008216008.1
OG0002100	XP_001951941.1	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1
OG0002101	XP_001951971.2	XP_001603143.3
OG0002102	XP_001952055.2	XP_031785420.1
OG0002103	XP_001952142.1	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1
OG0002104	XP_001952155.2	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1
OG0002105	XP_001952233.1	XP_031781590.1
OG0002106	XP_001952342.1	XP_008208276.2
OG0002107	XP_001952542.2	XP_008208102.1
OG0002108	XP_001952575.2, XP_029341725.1, XP_029341724.1	XP_008210355.1
OG0002109	XP_001952618.2, XP_016659049.1, XP_016659050.1	XP_001603698.1
OG0002110	XP_001952763.1	XP_008210642.1, XP_031782070.1, XP_001602855.1
OG0002111	XP_003240182.1	XP_016841925.1
OG0002113	XP_003240759.4	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1
OG0002114	XP_003241849.1	XP_008211284.1, XP_032455550.1
OG0002115	XP_029347275.1, XP_003242424.1, XP_008179962.1	XP_008208973.1, XP_031781565.1
OG0002116	XP_003243009.1	XP_031783439.1
OG0002117	XP_003243484.1, XP_008181494.1, XP_029344473.1	XP_001604118.1
OG0002118	XP_016659098.1, XP_003243827.1	XP_031780694.1, XP_003425011.1
OG0002119	XP_003243881.2	XP_016844267.1, XP_001603237.2
OG0002120	XP_003243954.2	XP_003426708.1
OG0002121	XP_003244509.1	XP_008214914.1
OG0002122	XP_003245001.1	XP_008203237.2
OG0002123	XP_003245252.1	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1
OG0002124	XP_003245468.1, XP_008184454.1	XP_031778232.1
OG0002125	XP_003245814.2	XP_016838894.1
OG0002126	XP_003245945.1	XP_016843477.1, XP_032455715.1, XP_003426336.1
OG0002127	XP_003246988.1, XP_029342964.1	XP_031783636.1
OG0002128	XP_003247819.1, XP_003248870.2	XP_031783799.1
OG0002129	XP_003247903.1	XP_001604008.2
OG0002130	XP_003247924.1	XP_003425969.1, XP_001607104.1
OG0002134	XP_008178461.1	XP_001608257.1
OG0002136	XP_008180585.1	XP_001606239.2
OG0002137	XP_008180858.1	XP_031781576.1, XP_031781578.1
OG0002138	XP_008181163.1, XP_008181164.1, XP_016658409.1, XP_008181165.1	XP_001599555.1, XP_001599529.1
OG0002139	XP_008181301.1	XP_001604554.2
