Orthogroup	Nomia_melanderi	Megachile_rotundata
OG0001121	XP_031830949.1	XP_003699500.1
OG0001122	XP_031829308.1	XP_003706203.1, XP_012147468.1
OG0001124	XP_031849119.1, XP_031849122.1, XP_031849121.1, XP_031849120.1	XP_003703319.1, XP_012140843.1
OG0001126	XP_031826254.1, XP_031826252.1	XP_003703135.2, XP_012140106.1
OG0001128	XP_031826716.1, XP_031826715.1, XP_031826719.1, XP_031826718.1, XP_031826720.1, XP_031826717.1	XP_003704099.2
OG0001129	XP_031835435.1, XP_031835434.1	XP_012151218.1
OG0001130	XP_031846912.1, XP_031846913.1	XP_012151415.1
OG0001131	XP_031841940.1, XP_031841939.1	XP_012147112.1, XP_012147113.1
OG0001132	XP_031842022.1	XP_012147136.1, XP_012147137.1, XP_012147135.1
OG0001134	XP_031831643.1	XP_003700362.1
OG0001136	XP_031844874.1, XP_031844875.1, XP_031844872.1, XP_031844873.1	XP_003702361.1
OG0001137	XP_031847543.1, XP_031847546.1	XP_012147462.1
OG0001138	XP_031825302.1	XP_012150017.1, XP_003707392.2, XP_012150018.1
OG0001139	XP_031845650.1	XP_012150073.1
OG0001140	XP_031847779.1, XP_031847807.1	XP_012140652.1, XP_012140648.1
OG0001141	XP_031838885.1	XP_012138608.1, XP_012138606.1, XP_003702421.1
OG0001142	XP_031836962.1	XP_003702211.2
OG0001143	XP_031846370.1	XP_003701148.1
OG0001144	XP_031841217.1	XP_012151124.1
OG0001144	XP_031841211.1	XP_012151118.1
OG0001145	XP_031835908.1	XP_012142853.1, XP_012142840.1, XP_003699702.1, XP_012142848.1
OG0001146	XP_031830621.1	XP_012137022.1, XP_012137021.1, XP_003701735.1
OG0001147	XP_031849992.1, XP_031849993.1, XP_031849994.1, XP_031849989.1, XP_031849990.1	XP_003707769.1
OG0001148	XP_031832957.1	XP_012145369.1
OG0001149	XP_031842722.1	XP_012146820.1, XP_012146826.1
OG0001150	XP_031827045.1	XP_012154140.1
OG0001151	XP_031847163.1	XP_003707881.1
OG0001152	XP_031828132.1	XP_003705673.2
OG0001153	XP_031839632.1	XP_003701533.1
OG0001154	XP_031836183.1	XP_003701846.1, XP_012137208.1
OG0001155	XP_031848663.1	XP_012138457.1, XP_012138459.1
OG0001156	XP_031845137.1, XP_031845136.1, XP_031845132.1, XP_031845133.1, XP_031845134.1, XP_031845135.1	XP_012135000.1, XP_012135001.1
OG0001157	XP_031839349.1	XP_003708000.1, XP_012151722.1
OG0001158	XP_031833173.1	XP_012143175.1
OG0001159	XP_031838416.1	XP_003699538.1, XP_012139459.1
OG0001160	XP_031831646.1, XP_031831648.1	XP_012154021.1, XP_012154024.1
OG0001161	XP_031848979.1	XP_003703424.1
OG0001163	XP_031828233.1, XP_031828235.1, XP_031828234.1, XP_031828236.1	XP_003705625.2
OG0001164	XP_031836984.1	XP_012143632.1, XP_012143633.1
OG0001165	XP_031826385.1	XP_012143859.1, XP_012143857.1, XP_012143858.1, XP_012143856.1, XP_003704700.1
OG0001166	XP_031832213.1	XP_012141360.1, XP_012141358.1, XP_003703511.1, XP_012141357.1, XP_012141359.1, XP_012141356.1
OG0001167	XP_031846762.1, XP_031846763.1	XP_012137858.1, XP_012137860.1
OG0001169	XP_031841172.1	XP_012135767.1
OG0001170	XP_031837166.1	XP_003704534.2
OG0001171	XP_031832233.1	XP_012140962.1, XP_012140961.1, XP_012140960.1
OG0001172	XP_031830055.1, XP_031830054.1, XP_031830052.1	XP_012135720.1
OG0001173	XP_031841058.1	XP_012150457.1, XP_012150459.1, XP_003707520.1, XP_012150458.1
OG0001174	XP_031838041.1	XP_012150816.1, XP_012150818.1
OG0001175	XP_031835177.1, XP_031835178.1, XP_031835179.1	XP_012153593.1
OG0001176	XP_031841621.1	XP_012144316.1
OG0001178	XP_031844031.1	XP_012147057.1, XP_003706026.1, XP_012147058.1, XP_012147056.1
OG0001179	XP_031838027.1, XP_031838028.1, XP_031838026.1	XP_003704519.2
OG0001180	XP_031841342.1, XP_031841354.1	XP_003700152.2
OG0001181	XP_031830523.1	XP_012143226.1
OG0001182	XP_031849760.1	XP_012146443.1, XP_012146445.1, XP_003705729.1
OG0001183	XP_031849335.1	XP_012135023.1
OG0001184	XP_031827989.1	XP_012153072.1
OG0001185	XP_031829790.1, XP_031829791.1, XP_031829792.1, XP_031829788.1, XP_031829786.1, XP_031829789.1	XP_003703430.1
OG0001186	XP_031850239.1, XP_031850242.1	XP_012146463.1, XP_012146468.1
OG0001187	XP_031850167.1, XP_031850166.1	XP_012151254.1
OG0001188	XP_031835788.1, XP_031835787.1	XP_012154565.1, XP_012154564.1, XP_003700626.1
OG0001189	XP_031846668.1	XP_003704699.1, XP_012143830.1, XP_012143829.1
OG0001190	XP_031835509.1, XP_031835510.1, XP_031835508.1	XP_012153772.1
OG0001191	XP_031845835.1	XP_012142842.1, XP_012142844.1
OG0001191	XP_031845830.1	XP_012142841.1
OG0001192	XP_031848070.1	XP_012139566.1, XP_012139561.1
OG0001193	XP_031832905.1, XP_031832906.1	XP_012152621.1, XP_012152622.1, XP_012152619.1, XP_012152620.1, XP_003708279.1, XP_012152623.1
OG0001194	XP_031829636.1, XP_031829638.1, XP_031829637.1	XP_003708349.1
OG0001195	XP_031842784.1	XP_012146860.1
OG0001196	XP_031829514.1, XP_031829516.1, XP_031829515.1	XP_003704174.1, XP_012142609.1, XP_012142610.1, XP_012142608.1
OG0001197	XP_031827123.1	XP_003700197.1, XP_012153263.1
OG0001199	XP_031840115.1	XP_003706643.1
OG0001201	XP_031832206.1, XP_031832208.1	XP_003703664.2
OG0001202	XP_031838909.1, XP_031838913.1, XP_031838912.1, XP_031838910.1, XP_031838915.1, XP_031838914.1, XP_031838916.1	XP_003701743.1
OG0001203	XP_031843800.1, XP_031843797.1	XP_012148872.1, XP_012148874.1
OG0001204	XP_031850172.1	XP_012146389.1, XP_003705736.2, XP_012146390.1
OG0001205	XP_031833126.1, XP_031833125.1, XP_031833128.1, XP_031833130.1, XP_031833129.1	XP_003702754.1, XP_012139479.1
OG0001207	XP_031834580.1, XP_031834582.1, XP_031834583.1, XP_031834581.1	XP_003700849.1
OG0001208	XP_031840888.1, XP_031840892.1	XP_012151947.1, XP_012151952.1
OG0001209	XP_031849737.1, XP_031849736.1	XP_003705016.1, XP_012144609.1, XP_012144611.1
OG0001210	XP_031833404.1, XP_031833405.1	XP_012139089.1, XP_003702672.1, XP_012139092.1, XP_012139091.1
OG0001211	XP_031828693.1, XP_031828691.1, XP_031828695.1, XP_031828694.1, XP_031828690.1	XP_012136967.1
OG0001212	XP_031847129.1, XP_031847128.1, XP_031847130.1, XP_031847132.1, XP_031847131.1, XP_031847127.1	XP_003703742.2
OG0001213	XP_031833288.1	XP_003700686.1, XP_012134904.1
OG0001214	XP_031838470.1, XP_031838471.1	XP_003702464.1
OG0001215	XP_031827401.1	XP_003705366.1
OG0001216	XP_031842741.1	XP_003705899.1
OG0001217	XP_031850238.1	XP_003705734.1
OG0001218	XP_031843808.1, XP_031843810.1, XP_031843805.1, XP_031843807.1, XP_031843811.1, XP_031843806.1	XP_003706861.1
OG0001220	XP_031844663.1, XP_031844664.1	XP_003706128.1
OG0001221	XP_031827248.1	XP_012154233.1, XP_003700416.1
OG0001222	XP_031846385.1	XP_003705089.1, XP_012144822.1, XP_012144821.1
OG0001223	XP_031834094.1	XP_003707478.1
OG0001223	XP_031834048.1	XP_003706539.1
OG0001224	XP_031837385.1, XP_031837384.1, XP_031837383.1, XP_031837382.1	XP_012144876.1, XP_012144883.1, XP_003699801.1, XP_012144890.1
OG0001225	XP_031841216.1, XP_031841219.1, XP_031841218.1	XP_012149409.1, XP_003706936.1
OG0001226	XP_031849171.1, XP_031849172.1	XP_012148713.1, XP_012148708.1, XP_012148700.1
OG0001227	XP_031843190.1, XP_031843189.1	XP_003708582.1
OG0001228	XP_031842497.1	XP_012136253.1, XP_012136252.1, XP_003701434.1
OG0001229	XP_031847159.1	XP_012151678.1, XP_012151680.1, XP_003707905.2
OG0001230	XP_031843304.1	XP_012135224.1
OG0001231	XP_031825538.1	XP_012150146.1, XP_012150144.1
OG0001232	XP_031832250.1	XP_012135376.1
OG0001235	XP_031827348.1	XP_003702734.1
OG0001236	XP_031840357.1, XP_031840356.1	XP_003706605.2, XP_003706606.1
OG0001239	XP_031825355.1, XP_031828216.1	XP_003704952.1
OG0001240	XP_031829252.1, XP_031829251.1, XP_031829250.1	XP_003704983.1
OG0001241	XP_031832292.1, XP_031832293.1	XP_012141294.1
OG0001242	XP_031839148.1, XP_031839149.1, XP_031839150.1	XP_003703726.1, XP_003703814.1
OG0001243	XP_031840070.1, XP_031840071.1	XP_012150716.1, XP_012150720.1
OG0001244	XP_031829966.1	XP_012135822.1, XP_003701133.1
OG0001245	XP_031838795.1, XP_031838797.1	XP_012138596.1
OG0001247	XP_031848295.1	XP_003704004.1, XP_012142144.1
OG0001248	XP_031844720.1	XP_012151826.1
OG0001248	XP_031828985.1	XP_012150447.1
OG0001249	XP_031837870.1	XP_012145780.1, XP_012145782.1, XP_012145781.1
OG0001250	XP_031845957.1	XP_003705540.1, XP_012145915.1
OG0001252	XP_031836316.1	XP_003703219.2
OG0001253	XP_031825436.1	XP_003707397.1
OG0001254	XP_031829337.1	XP_003708412.1, XP_012152807.1
OG0001255	XP_031837305.1, XP_031837306.1, XP_031837304.1	XP_012139865.1, XP_012139866.1, XP_012139868.1
OG0001256	XP_031829841.1	XP_003704721.1
OG0001257	XP_031847660.1, XP_031847663.1	XP_003706382.1, XP_012147976.1
OG0001258	XP_031835316.1	XP_012148125.1
OG0001259	XP_031849144.1	XP_012134731.1
OG0001260	XP_031842866.1, XP_031842868.1, XP_031842865.1, XP_031842863.1, XP_031842864.1	XP_003705943.2
OG0001261	XP_031837919.1, XP_031837912.1, XP_031837904.1	XP_003705479.1
OG0001262	XP_031832118.1, XP_031832117.1, XP_031832116.1	XP_003703531.1
OG0001263	XP_031843673.1	XP_003700119.1
OG0001264	XP_031838143.1, XP_031838146.1	XP_012145932.1, XP_012145929.1, XP_012145930.1, XP_012145933.1, XP_012145931.1
OG0001266	XP_031846890.1	XP_012151472.1
OG0001267	XP_031831737.1	XP_003702570.1
OG0001268	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_003703099.1
OG0001269	XP_031836645.1, XP_031836646.1	XP_012140845.1, XP_003703409.1
OG0001270	XP_031832945.1	XP_003702766.1, XP_012139517.1, XP_012139516.1
OG0001271	XP_031842282.1, XP_031842281.1	XP_003699473.1
OG0001272	XP_031847070.1, XP_031847071.1, XP_031847072.1	XP_012153814.1, XP_003700308.1
OG0001273	XP_031848548.1, XP_031848549.1, XP_031848550.1	XP_003708303.1, XP_012152485.1
OG0001274	XP_031825275.1, XP_031825276.1, XP_031825277.1, XP_031825278.1	XP_003702647.1
OG0001275	XP_031829197.1, XP_031829198.1	XP_003702389.1
OG0001276	XP_031836708.1, XP_031836736.1, XP_031836726.1, XP_031836700.1, XP_031836717.1	XP_012139802.1
OG0001277	XP_031842227.1, XP_031842228.1, XP_031842226.1, XP_031842229.1	XP_003706281.1
OG0001278	XP_031836729.1, XP_031836728.1	XP_003701748.2
OG0001279	XP_031827158.1	XP_003700414.1
OG0001280	XP_031835163.1	XP_012137538.1, XP_012137537.1, XP_012137536.1, XP_003701953.1
OG0001281	XP_031827258.1	XP_012154258.1
OG0001282	XP_031832271.1	XP_003701699.1
OG0001283	XP_031841858.1, XP_031841856.1	XP_012148167.1, XP_003706537.1
OG0001284	XP_031843241.1, XP_031843230.1, XP_031843260.1, XP_031843250.1, XP_031843269.1, XP_031843222.1, XP_031843212.1	XP_003699999.1
OG0001285	XP_031848834.1	XP_012140641.1
OG0001286	XP_031825856.1, XP_031825855.1	XP_003706949.2
OG0001287	XP_031843042.1	XP_012143939.1
OG0001288	XP_031847404.1, XP_031847406.1, XP_031847402.1, XP_031847401.1, XP_031847403.1	XP_003705937.1
OG0001289	XP_031836633.1, XP_031836631.1	XP_012140849.1, XP_003703321.1
OG0001290	XP_031843289.1	XP_003706760.1
OG0001291	XP_031835600.1, XP_031835601.1	XP_003699247.1
OG0001292	XP_031849347.1	XP_012154508.1
OG0001293	XP_031844335.1	XP_003708216.2
OG0001294	XP_031825336.1, XP_031825337.1, XP_031825338.1	XP_012149996.1
OG0001295	XP_031849282.1	XP_003701048.2
OG0001296	XP_031844241.1	XP_012152297.1, XP_012152296.1, XP_003708169.1, XP_012152295.1
OG0001297	XP_031827220.1, XP_031827221.1, XP_031827219.1, XP_031827218.1	XP_003700454.1
OG0001298	XP_031834093.1	XP_012150356.1
OG0001299	XP_031846689.1	XP_012138152.1
OG0001300	XP_031827247.1, XP_031827246.1, XP_031827245.1	XP_012154220.1
OG0001301	XP_031832381.1	XP_012142901.1
OG0001302	XP_031831625.1, XP_031831627.1, XP_031831626.1, XP_031831628.1	XP_003705579.2
OG0001303	XP_031827991.1	XP_003708529.1
OG0001304	XP_031832090.1	XP_003703529.2, XP_012141410.1
OG0001305	XP_031832264.1	XP_003703517.1, XP_012141375.1, XP_012141374.1
OG0001306	XP_031842872.1	XP_003706007.1
OG0001307	XP_031829417.1, XP_031829415.1	XP_012142579.1
OG0001308	XP_031841176.1	XP_012135790.1
OG0001309	XP_031844632.1, XP_031844633.1	XP_012147328.1
OG0001310	XP_031832069.1, XP_031832070.1	XP_003703501.1
OG0001311	XP_031850375.1, XP_031850377.1, XP_031850374.1	XP_003706519.1
OG0001312	XP_031834754.1, XP_031834756.1	XP_012138174.1
OG0001313	XP_031838252.1	XP_003707239.2
OG0001314	XP_031845652.1	XP_012144281.1
OG0001315	XP_031843340.1	XP_003701890.1
OG0001316	XP_031848116.1, XP_031848101.1, XP_031848110.1	XP_003703377.1
OG0001317	XP_031848413.1, XP_031848405.1	XP_003703415.1
OG0001318	XP_031834524.1	XP_003707819.2
OG0001319	XP_031846019.1	XP_012142005.1
OG0001320	XP_031844412.1	XP_003704383.1
OG0001321	XP_031838281.1	XP_012146313.1, XP_003705703.1, XP_012146311.1
OG0001322	XP_031845962.1, XP_031845963.1	XP_012152504.1
OG0001323	XP_031843728.1, XP_031843731.1	XP_012143743.1, XP_003704657.1
OG0001324	XP_031843634.1	XP_012143735.1, XP_012143736.1, XP_012143737.1
OG0001325	XP_031844730.1, XP_031844737.1	XP_003706448.1
OG0001326	XP_031844816.1	XP_003700661.1
OG0001328	XP_031829438.1, XP_031829436.1	XP_012145397.1
OG0001329	XP_031844591.1, XP_031844584.1	XP_003707710.1, XP_003707711.1
OG0001330	XP_031836420.1	XP_012140761.1, XP_012140766.1
OG0001331	XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833585.1, XP_031833586.1, XP_031833587.1	XP_012145185.1
OG0001332	XP_031828791.1	XP_003702466.1
OG0001333	XP_031828788.1	XP_012135871.1
OG0001334	XP_031838495.1	XP_012152776.1
OG0001335	XP_031830156.1	XP_012135902.1, XP_012135901.1, XP_003701151.1
OG0001336	XP_031833159.1	XP_012139885.1
OG0001337	XP_031834383.1, XP_031834381.1, XP_031834380.1	XP_003706630.1
OG0001338	XP_031827519.1	XP_003708682.2
OG0001339	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_012144417.1, XP_012144416.1, XP_012144418.1
OG0001340	XP_031828566.1	XP_012140344.1, XP_012140345.1
OG0001341	XP_031834507.1	XP_012139690.1, XP_012139476.1
OG0001342	XP_031842897.1, XP_031843071.1, XP_031842987.1, XP_031843161.1, XP_031843256.1	XP_003701811.1
OG0001343	XP_031835867.1	XP_012149073.1, XP_003706849.1
OG0001344	XP_031849884.1	XP_012150954.1
OG0001345	XP_031849162.1, XP_031849161.1, XP_031849159.1, XP_031849163.1, XP_031849158.1	XP_003699312.1
OG0001346	XP_031835773.1	XP_003699285.1
OG0001347	XP_031829845.1, XP_031829855.1	XP_012138858.1, XP_012138859.1
OG0001348	XP_031827572.1	XP_012134945.1
OG0001349	XP_031838055.1	XP_012150814.1
OG0001350	XP_031825351.1, XP_031825350.1, XP_031825356.1	XP_003707304.1
OG0001351	XP_031840636.1, XP_031840635.1	XP_003708496.1
OG0001352	XP_031835765.1	XP_012147995.1, XP_003706445.1, XP_012147996.1
OG0001353	XP_031846344.1, XP_031846341.1	XP_012138228.1
OG0001354	XP_031826433.1	XP_003702186.1
OG0001355	XP_031850396.1	XP_012145014.1
OG0001356	XP_031829862.1	XP_012145876.1, XP_012145875.1, XP_003705527.1
OG0001357	XP_031840444.1, XP_031840445.1, XP_031840443.1	XP_012151905.1, XP_012151904.1
OG0001358	XP_031840472.1, XP_031840470.1, XP_031840471.1	XP_012140181.1
OG0001359	XP_031840463.1	XP_003703109.1
OG0001360	XP_031839855.1	XP_012136582.1, XP_003701567.1
OG0001361	XP_031839754.1, XP_031839753.1, XP_031839752.1, XP_031839755.1, XP_031839750.1, XP_031839749.1	XP_003702313.1
OG0001362	XP_031829333.1, XP_031829334.1	XP_012152832.1
OG0001363	XP_031829304.1	XP_012152829.1, XP_012152828.1
OG0001364	XP_031845154.1	XP_012135007.1, XP_003700826.1, XP_012135006.1
OG0001365	XP_031848129.1	XP_003704488.1, XP_012143509.1, XP_012143510.1
OG0001366	XP_031834301.1	XP_012136815.1, XP_003701655.1
OG0001367	XP_031841551.1	XP_003707837.1
OG0001368	XP_031826185.1	XP_003702091.1, XP_012138129.1
OG0001369	XP_031828105.1	XP_012148331.1
OG0001370	XP_031828094.1	XP_012150887.1
OG0001371	XP_031825300.1	XP_012150032.1, XP_012150030.1
OG0001372	XP_031839307.1, XP_031839306.1	XP_012151546.1, XP_012151547.1
OG0001373	XP_031839009.1, XP_031839008.1	XP_012140549.1, XP_012140548.1
OG0001374	XP_031839412.1	XP_003708009.2
OG0001375	XP_031838789.1, XP_031838788.1	XP_003702431.1
OG0001376	XP_031828616.1	XP_003706334.1, XP_012147718.1
OG0001377	XP_031837569.1, XP_031837580.1	XP_012147901.1, XP_012147905.1
OG0001379	XP_031837433.1	XP_012141843.1
OG0001380	XP_031838216.1	XP_012143326.1, XP_003704518.2
OG0001382	XP_031834733.1	XP_012153832.1
OG0001383	XP_031831455.1	XP_003705277.1, XP_012145131.1
OG0001384	XP_031850371.1	XP_012142354.1, XP_012142355.1, XP_012142356.1, XP_003704077.1
OG0001385	XP_031844686.1	XP_003703999.1
OG0001386	XP_031839502.1, XP_031839503.1, XP_031839504.1	XP_012151831.1
OG0001387	XP_031850360.1, XP_031850362.1	XP_012151089.1
OG0001389	XP_031843655.1, XP_031843658.1, XP_031843656.1, XP_031843657.1	XP_012143739.1, XP_012143740.1, XP_012143741.1
OG0001390	XP_031848284.1	XP_003703277.1
OG0001391	XP_031828019.1, XP_031828018.1	XP_012140215.1, XP_003703080.1
OG0001392	XP_031849723.1	XP_003701794.1
OG0001393	XP_031850156.1, XP_031849881.1	XP_003702735.2
OG0001394	XP_031837587.1, XP_031837585.1	XP_012147899.1, XP_012147898.1, XP_012147900.1, XP_012147896.1, XP_003706359.1
OG0001395	XP_031841332.1, XP_031841325.1	XP_012151581.1, XP_003700039.1
OG0001396	XP_031841293.1	XP_012151094.1
OG0001397	XP_031829094.1	XP_012154576.1
OG0001398	XP_031841599.1	XP_012134675.1
OG0001399	XP_031841738.1	XP_003704958.2, XP_012144468.1
OG0001400	XP_031841330.1, XP_031841333.1	XP_003701320.2, XP_012136118.1, XP_012136117.1
OG0001401	XP_031848135.1	XP_012139537.1
OG0001401	XP_031848113.1	XP_003702770.1
OG0001402	XP_031842885.1, XP_031842495.1	XP_012136249.1, XP_012136243.1, XP_012136244.1
OG0001403	XP_031828208.1, XP_031828206.1, XP_031828207.1	XP_003706624.1
OG0001404	XP_031843070.1	XP_012153261.1
OG0001405	XP_031826878.1	XP_003700477.1
OG0001406	XP_031844192.1, XP_031844195.1	XP_012152385.1
OG0001407	XP_031839815.1	XP_012136785.1
OG0001407	XP_031839816.1	XP_012136623.1, XP_012136622.1
OG0001408	XP_031840011.1	XP_003701501.1, XP_012136689.1
OG0001409	XP_031829129.1	XP_012146068.1, XP_003701939.2
OG0001410	XP_031828065.1	XP_012146153.1, XP_012146145.1
OG0001411	XP_031844316.1	XP_003708224.1
OG0001412	XP_031844140.1	XP_012152189.1
OG0001413	XP_031841019.1	XP_012136857.1, XP_012136858.1, XP_012136860.1, XP_012136859.1
OG0001415	XP_031844117.1, XP_031844116.1, XP_031844114.1, XP_031844115.1	XP_012152247.1
OG0001416	XP_031844207.1, XP_031844204.1, XP_031844206.1	XP_012152228.1, XP_012152227.1, XP_003708194.2
OG0001417	XP_031839419.1	XP_012141645.1, XP_012141648.1, XP_012141647.1, XP_012141646.1
OG0001418	XP_031844620.1, XP_031844619.1, XP_031844621.1	XP_003708232.1
OG0001419	XP_031850334.1	XP_012142359.1, XP_012142360.1, XP_012142357.1, XP_012142358.1
OG0001420	XP_031845334.1	XP_003706185.1
OG0001421	XP_031834407.1	XP_012134963.1
OG0001421	XP_031834405.1	XP_012134961.1
OG0001422	XP_031834334.1	XP_012134966.1
OG0001423	XP_031842301.1, XP_031842300.1	XP_003703953.1, XP_012142104.1, XP_012142105.1
OG0001424	XP_031846087.1, XP_031846089.1	XP_012142139.1, XP_012142128.1, XP_012142140.1
OG0001425	XP_031834417.1	XP_012141998.1
OG0001426	XP_031833363.1	XP_003707296.1
OG0001426	XP_031833364.1	XP_003700349.1
OG0001427	XP_031831458.1, XP_031831459.1	XP_003705225.1, XP_012145120.1
OG0001428	XP_031825304.1	XP_012150029.1
OG0001428	XP_031825411.1	XP_012150341.1, XP_012150340.1
OG0001429	XP_031831314.1	XP_003700405.2, XP_012154064.1
OG0001430	XP_031833444.1	XP_012137323.1
OG0001431	XP_031838093.1	XP_012143544.1, XP_003704582.1
OG0001432	XP_031840375.1	XP_003706607.1
OG0001433	XP_031828611.1	XP_012138989.1, XP_012138990.1
OG0001434	XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840140.1, XP_031840142.1	XP_012146702.1
OG0001435	XP_031838726.1	XP_012148404.1
OG0001436	XP_031838277.1	XP_003707217.2
OG0001437	XP_031837051.1	XP_012138984.1
OG0001438	XP_031849131.1	XP_012149746.1, XP_012149747.1
OG0001439	XP_031840215.1	XP_012140521.1
OG0001440	XP_031846734.1, XP_031846733.1, XP_031846731.1, XP_031846732.1	XP_012137832.1, XP_012137835.1
OG0001441	XP_031837631.1	XP_012143278.1, XP_003704557.1
OG0001442	XP_031848179.1	XP_012143501.1
OG0001443	XP_031830355.1	XP_012135633.1, XP_012135632.1, XP_012153578.1
OG0001444	XP_031839447.1	XP_012141743.1
OG0001445	XP_031849047.1	XP_012150476.1, XP_012150475.1, XP_012150477.1, XP_003707506.1
OG0001446	XP_031835110.1	XP_003707640.1, XP_012150641.1
OG0001447	XP_031828286.1	XP_012146126.1, XP_003705671.1
OG0001448	XP_031846582.1, XP_031846593.1	XP_012144165.1, XP_012144166.1
OG0001449	XP_031837964.1, XP_031837962.1, XP_031837963.1, XP_031837960.1, XP_031837961.1	XP_012143342.1
OG0001450	XP_031847749.1	XP_003706817.1, XP_012148970.1
OG0001451	XP_031846419.1, XP_031846418.1, XP_031846413.1, XP_031846417.1, XP_031846416.1, XP_031846415.1	XP_012145393.1
OG0001452	XP_031841914.1, XP_031841917.1, XP_031841916.1, XP_031841919.1, XP_031841920.1, XP_031841921.1, XP_031841915.1	XP_003706426.1
OG0001453	XP_031829643.1	XP_012145321.1
OG0001454	XP_031840633.1, XP_031840634.1	XP_012153186.1
OG0001455	XP_031841708.1	XP_003701301.2
OG0001456	XP_031826479.1	XP_012144454.1
OG0001457	XP_031826700.1, XP_031826701.1, XP_031826698.1, XP_031826697.1	XP_003707701.1
OG0001458	XP_031847609.1	XP_012142629.1, XP_003704291.1, XP_012142631.1, XP_012142632.1, XP_012142633.1, XP_012142630.1
