Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0001696	XP_031846498.1	XP_017764317.1, XP_017764318.1
OG0001697	XP_031827083.1	XP_017752501.1
OG0001698	XP_031830307.1	XP_017761662.1
OG0001699	XP_031846210.1	XP_017759176.1, XP_017755026.1
OG0001700	XP_031830785.1	XP_017760525.1
OG0001701	XP_031847855.1, XP_031847854.1	XP_017767328.1
OG0001702	XP_031830583.1, XP_031830596.1, XP_031830587.1, XP_031830580.1, XP_031830581.1	XP_017758541.1
OG0001703	XP_031830479.1	XP_017758483.1, XP_017758322.1
OG0001704	XP_031835373.1	XP_017760924.1
OG0001705	XP_031828845.1	XP_017764459.1
OG0001706	XP_031849769.1, XP_031849767.1, XP_031849768.1	XP_017760732.1
OG0001707	XP_031827557.1	XP_017756128.1
OG0001708	XP_031827761.1	XP_017766680.1, XP_017766686.1
OG0001709	XP_031827704.1	XP_017766835.1
OG0001711	XP_031844403.1	XP_017752985.1
OG0001713	XP_031837099.1	XP_017752642.1
OG0001714	XP_031832990.1	XP_017762889.1
OG0001715	XP_031832649.1	XP_017759356.1
OG0001715	XP_031832660.1	XP_017759358.1
OG0001716	XP_031837195.1	XP_017757816.1
OG0001717	XP_031832993.1	XP_017759863.1
OG0001718	XP_031828751.1	XP_017764625.1, XP_017764619.1
OG0001719	XP_031847414.1	XP_017758096.1
OG0001720	XP_031825735.1	XP_017752821.1
OG0001721	XP_031827112.1	XP_017764439.1
OG0001721	XP_031827109.1	XP_017764436.1
OG0001722	XP_031848422.1	XP_017757302.1
OG0001723	XP_031826003.1	XP_017761056.1
OG0001724	XP_031848828.1, XP_031839144.1	XP_017764869.1
OG0001725	XP_031847491.1	XP_017766285.1
OG0001726	XP_031831102.1	XP_017755211.1
OG0001727	XP_031839732.1	XP_017758094.1
OG0001728	XP_031847282.1, XP_031847281.1, XP_031847284.1, XP_031847283.1, XP_031847279.1	XP_017760821.1
OG0001729	XP_031839610.1	XP_017758148.1
OG0001730	XP_031839630.1, XP_031839631.1	XP_017766356.1
OG0001731	XP_031839883.1	XP_017756396.1
OG0001732	XP_031849630.1, XP_031849627.1	XP_017757341.1
OG0001733	XP_031844147.1	XP_017757269.1
OG0001734	XP_031844286.1	XP_017755370.1
OG0001735	XP_031839420.1	XP_017766017.1
OG0001736	XP_031844452.1, XP_031844451.1	XP_017762381.1
OG0001737	XP_031834445.1, XP_031834444.1	XP_017758599.1
OG0001738	XP_031847549.1	XP_017760064.1
OG0001739	XP_031833215.1, XP_031833214.1	XP_017767605.1
OG0001740	XP_031845993.1, XP_031845992.1	XP_017754554.1
OG0001741	XP_031845069.1, XP_031845033.1, XP_031845071.1	XP_017756136.1
OG0001742	XP_031836716.1	XP_017762741.1
OG0001743	XP_031846041.1	XP_017758553.1
OG0001744	XP_031833176.1	XP_017767600.1
OG0001745	XP_031831479.1, XP_031831478.1	XP_017755676.1
OG0001746	XP_031831412.1	XP_017755630.1
OG0001747	XP_031826710.1	XP_017762082.1
OG0001748	XP_031825332.1, XP_031825333.1	XP_017755335.1, XP_017755333.1, XP_017755336.1
OG0001749	XP_031831230.1	XP_017755606.1, XP_017755610.1
OG0001750	XP_031831249.1	XP_017755947.1
OG0001751	XP_031833671.1, XP_031833673.1	XP_017757501.1
OG0001752	XP_031831406.1, XP_031831407.1, XP_031831405.1	XP_017761119.1
OG0001753	XP_031831790.1	XP_017753662.1
OG0001754	XP_031840225.1, XP_031840224.1	XP_017756811.1
OG0001755	XP_031829211.1	XP_017760454.1
OG0001756	XP_031836502.1	XP_017763730.1
OG0001757	XP_031836552.1	XP_017758345.1
OG0001758	XP_031846741.1, XP_031846742.1	XP_017762773.1, XP_017762772.1
OG0001759	XP_031826591.1	XP_017763807.1
OG0001760	XP_031837822.1	XP_017757931.1
OG0001762	XP_031829656.1	XP_017763642.1
OG0001763	XP_031841887.1, XP_031841886.1	XP_017761756.1
OG0001764	XP_031831994.1, XP_031831993.1, XP_031831992.1, XP_031831995.1, XP_031831996.1, XP_031831997.1	XP_017763107.1
OG0001765	XP_031835197.1, XP_031835206.1	XP_017764250.1
OG0001766	XP_031829728.1	XP_017764198.1
OG0001767	XP_031838070.1	XP_017757924.1
OG0001767	XP_031838073.1	XP_017757926.1
OG0001768	XP_031837903.1	XP_017758216.1
OG0001769	XP_031837958.1	XP_017757876.1
OG0001770	XP_031831095.1	XP_017762938.1
OG0001771	XP_031828537.1	XP_017755347.1
OG0001772	XP_031830482.1	XP_017758101.1, XP_017758443.1
OG0001773	XP_031830619.1	XP_017758410.1
OG0001774	XP_031847022.1, XP_031847021.1	XP_017756535.1
OG0001775	XP_031831128.1	XP_017757613.1
OG0001776	XP_031830543.1, XP_031830541.1, XP_031830542.1	XP_017760048.1
OG0001777	XP_031831619.1	XP_017759091.1
OG0001778	XP_031839217.1	XP_017753995.1
OG0001779	XP_031833741.1, XP_031833743.1, XP_031833742.1	XP_017759108.1
OG0001781	XP_031828839.1, XP_031828838.1	XP_017763937.1
OG0001782	XP_031828294.1, XP_031828307.1	XP_017752631.1
OG0001783	XP_031838458.1	XP_017754788.1
OG0001784	XP_031829746.1	XP_017755073.1
OG0001785	XP_031828243.1, XP_031828254.1	XP_017753437.1
OG0001787	XP_031848832.1	XP_017766566.1
OG0001788	XP_031827818.1, XP_031827817.1	XP_017766600.1
OG0001789	XP_031832372.1, XP_031832373.1, XP_031832371.1	XP_017766591.1
OG0001790	XP_031836233.1, XP_031836232.1, XP_031836231.1	XP_017752214.1
OG0001791	XP_031845831.1	XP_017766655.1
OG0001792	XP_031844371.1, XP_031844368.1	XP_017753018.1
OG0001793	XP_031846849.1	XP_017759185.1
OG0001794	XP_031848877.1, XP_031848878.1, XP_031845954.1	XP_017759411.1
OG0001795	XP_031837244.1	XP_017757815.1
OG0001796	XP_031832614.1, XP_031832613.1	XP_017767216.1
OG0001797	XP_031837943.1	XP_017755462.1
OG0001798	XP_031836227.1	XP_017765516.1
OG0001799	XP_031837110.1	XP_017760572.1
OG0001800	XP_031832932.1	XP_017760596.1
OG0001801	XP_031848132.1	XP_017760545.1
OG0001802	XP_031844027.1, XP_031844030.1, XP_031844028.1, XP_031844029.1	XP_017759082.1
OG0001803	XP_031843244.1	XP_017753878.1, XP_017753881.1
OG0001804	XP_031843251.1	XP_017753746.1
OG0001805	XP_031843246.1	XP_017753747.1
OG0001806	XP_031838199.1, XP_031838198.1	XP_017764386.1
OG0001807	XP_031846406.1	XP_017759545.1
OG0001809	XP_031825802.1, XP_031825801.1	XP_017765789.1
OG0001810	XP_031826684.1	XP_017763285.1
OG0001811	XP_031827319.1	XP_017753064.1
OG0001812	XP_031846317.1, XP_031846315.1, XP_031846313.1, XP_031846318.1, XP_031846316.1, XP_031846312.1	XP_017761739.1
OG0001813	XP_031840555.1	XP_017763854.1
OG0001814	XP_031839039.1	XP_017760234.1
OG0001815	XP_031828165.1	XP_017762156.1
OG0001816	XP_031837645.1	XP_017755063.1, XP_017755062.1, XP_017755061.1, XP_017755060.1, XP_017755064.1
OG0001818	XP_031848338.1	XP_017752391.1
OG0001819	XP_031843221.1	XP_017752804.1
OG0001820	XP_031842533.1	XP_017752824.1
OG0001821	XP_031829217.1	XP_017760473.1
OG0001822	XP_031847778.1	XP_017764758.1
OG0001823	XP_031850548.1, XP_031850547.1, XP_031850543.1, XP_031850545.1, XP_031850544.1, XP_031850546.1	XP_017762347.1
OG0001824	XP_031845557.1	XP_017756678.1
OG0001825	XP_031831788.1, XP_031831787.1	XP_017753663.1
OG0001826	XP_031833908.1, XP_031833907.1, XP_031833909.1	XP_017757448.1, XP_017757447.1
OG0001827	XP_031846760.1	XP_017758940.1
OG0001828	XP_031841161.1	XP_017765674.1
OG0001829	XP_031849543.1, XP_031849544.1	XP_017765140.1
OG0001830	XP_031829566.1	XP_017759397.1, XP_017759394.1, XP_017759395.1
OG0001831	XP_031842789.1, XP_031842788.1, XP_031842790.1	XP_017753829.1
OG0001832	XP_031836555.1	XP_017758299.1
OG0001833	XP_031833195.1, XP_031833194.1, XP_031833196.1, XP_031833197.1	XP_017752730.1
OG0001834	XP_031836923.1, XP_031836922.1	XP_017752319.1, XP_017752320.1
OG0001835	XP_031827180.1, XP_031827177.1	XP_017764476.1
OG0001836	XP_031838534.1, XP_031838535.1	XP_017761906.1, XP_017761905.1
OG0001837	XP_031826331.1	XP_017759672.1
OG0001838	XP_031835868.1	XP_017767325.1
OG0001839	XP_031835472.1	XP_017762269.1, XP_017762268.1
OG0001840	XP_031826782.1, XP_031826779.1, XP_031826780.1, XP_031826781.1	XP_017753593.1, XP_017753594.1
OG0001841	XP_031827906.1	XP_017753477.1
OG0001842	XP_031833736.1	XP_017753655.1
OG0001843	XP_031828602.1, XP_031828603.1	XP_017765534.1, XP_017765533.1
OG0001844	XP_031833290.1	XP_017752750.1, XP_017752748.1
OG0001845	XP_031833762.1, XP_031833759.1, XP_031833758.1, XP_031833764.1, XP_031833765.1, XP_031833763.1, XP_031833760.1, XP_031833761.1	XP_017755948.1
OG0001846	XP_031834117.1, XP_031834116.1	XP_017763143.1, XP_017763146.1
OG0001847	XP_031828671.1	XP_017767609.1
OG0001848	XP_031826776.1	XP_017759993.1
OG0001849	XP_031840236.1	XP_017761729.1
OG0001851	XP_031829640.1	XP_017759344.1
OG0001852	XP_031836088.1	XP_017757811.1, XP_017757812.1, XP_017757813.1
OG0001853	XP_031832559.1	XP_017753061.1
OG0001854	XP_031841883.1	XP_017761755.1
OG0001855	XP_031847141.1	XP_017763274.1
OG0001856	XP_031849751.1	XP_017760142.1, XP_017760141.1
OG0001857	XP_031846360.1, XP_031846362.1, XP_031846361.1	XP_017759486.1, XP_017759575.1
OG0001858	XP_031847136.1	XP_017754098.1
OG0001859	XP_031844502.1, XP_031844505.1, XP_031844503.1, XP_031844504.1	XP_017754326.1
OG0001860	XP_031850002.1, XP_031849999.1	XP_017761964.1
OG0001861	XP_031830033.1	XP_017761651.1
OG0001862	XP_031849021.1, XP_031849030.1	XP_017767759.1
OG0001863	XP_031844089.1	XP_017763603.1
OG0001864	XP_031843775.1	XP_017764714.1
OG0001865	XP_031828927.1	XP_017760459.1
OG0001866	XP_031826928.1	XP_017754599.1
OG0001867	XP_031842132.1	XP_017762480.1, XP_017762481.1
OG0001868	XP_031826162.1, XP_031826155.1	XP_017752931.1
OG0001869	XP_031835814.1, XP_031835813.1, XP_031835812.1	XP_017767343.1
OG0001870	XP_031835195.1	XP_017756934.1
OG0001871	XP_031827545.1, XP_031848206.1, XP_031848203.1, XP_031848202.1, XP_031848205.1	XP_017767556.1, XP_017762449.1
OG0001872	XP_031837615.1	XP_017753499.1
OG0001873	XP_031849683.1, XP_031849682.1	XP_017762379.1
OG0001874	XP_031826449.1, XP_031826448.1	XP_017762706.1
OG0001875	XP_031832246.1, XP_031832247.1	XP_017763505.1
OG0001876	XP_031829781.1	XP_017755146.1
OG0001878	XP_031841160.1, XP_031841159.1	XP_017755899.1
OG0001879	XP_031841664.1, XP_031841650.1, XP_031841704.1, XP_031841675.1, XP_031841808.1, XP_031843606.1, XP_031841802.1	XP_017764056.1
OG0001880	XP_031840112.1	XP_017767379.1
OG0001881	XP_031829665.1, XP_031829666.1	XP_017755143.1
OG0001882	XP_031843049.1	XP_017764986.1
OG0001883	XP_031850477.1, XP_031850478.1, XP_031850479.1, XP_031850482.1, XP_031850480.1	XP_017757066.1, XP_017757065.1
OG0001887	XP_031837292.1	XP_017758641.1
OG0001888	XP_031830451.1, XP_031830454.1	XP_017760510.1
OG0001893	XP_031835297.1	XP_017756870.1
OG0001894	XP_031836766.1	XP_017758286.1
OG0001895	XP_031837103.1	XP_017767088.1
OG0001896	XP_031835480.1, XP_031835479.1	XP_017761500.1
OG0001897	XP_031825453.1	XP_017766828.1
OG0001898	XP_031847984.1	XP_017755509.1, XP_017755508.1
OG0001899	XP_031827659.1, XP_031827667.1	XP_017759263.1
OG0001900	XP_031833052.1	XP_017760626.1
OG0001901	XP_031834105.1	XP_017755096.1
OG0001902	XP_031845873.1	XP_017767161.1, XP_017767168.1
OG0001904	XP_031833558.1	XP_017754627.1, XP_017756280.1
OG0001905	XP_031827215.1, XP_031827214.1, XP_031827213.1	XP_017764405.1, XP_017764404.1
OG0001907	XP_031839994.1, XP_031839985.1	XP_017755739.1
OG0001908	XP_031839784.1, XP_031839785.1, XP_031839786.1, XP_031839783.1, XP_031839787.1	XP_017755222.1
OG0001909	XP_031829043.1	XP_017763934.1
OG0001910	XP_031847738.1	XP_017767474.1
OG0001911	XP_031849754.1	XP_017761472.1
OG0001912	XP_031838315.1	XP_017763441.1
OG0001913	XP_031828397.1	XP_017764909.1
OG0001914	XP_031840496.1, XP_031840497.1	XP_017762780.1
OG0001915	XP_031837582.1	XP_017755699.1
OG0001916	XP_031825910.1	XP_017767436.1
OG0001917	XP_031845893.1	XP_017760573.1
OG0001918	XP_031829743.1	XP_017764203.1
OG0001919	XP_031833105.1, XP_031833101.1	XP_017762866.1
OG0001920	XP_031842034.1, XP_031842036.1	XP_017765430.1
OG0001921	XP_031834291.1	XP_017764935.1
OG0001923	XP_031825417.1	XP_017762092.1
OG0001924	XP_031828218.1, XP_031828217.1, XP_031828219.1	XP_017764896.1
OG0001925	XP_031829400.1	XP_017754987.1
OG0001926	XP_031848092.1	XP_017755466.1
OG0001927	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1	XP_017762521.1
OG0001928	XP_031833628.1	XP_017757481.1
OG0001929	XP_031835582.1	XP_017758655.1
OG0001930	XP_031833608.1	XP_017767668.1
OG0001931	XP_031826846.1	XP_017763315.1
OG0001932	XP_031839459.1	XP_017754076.1
OG0001933	XP_031843339.1	XP_017757534.1, XP_017757533.1
OG0001934	XP_031829772.1	XP_017765802.1
OG0001935	XP_031846297.1	XP_017757122.1
OG0001936	XP_031845501.1	XP_017767529.1, XP_017767531.1
OG0001937	XP_031839973.1	XP_017756291.1
OG0001938	XP_031828505.1	XP_017762843.1, XP_017762844.1, XP_017762845.1
OG0001939	XP_031826959.1, XP_031826960.1, XP_031826961.1, XP_031826962.1	XP_017759834.1
OG0001940	XP_031842250.1	XP_017766321.1
OG0001941	XP_031833875.1, XP_031833871.1	XP_017762400.1
OG0001942	XP_031844332.1, XP_031844331.1	XP_017757277.1
OG0001943	XP_031839090.1	XP_017753922.1
OG0001944	XP_031837245.1	XP_017767751.1, XP_017767750.1, XP_017767753.1, XP_017767752.1
OG0001945	XP_031830982.1	XP_017758400.1, XP_017758401.1
OG0001946	XP_031842421.1	XP_017763680.1, XP_017763683.1
OG0001947	XP_031828009.1, XP_031828008.1, XP_031828010.1	XP_017755186.1
OG0001948	XP_031847457.1, XP_031847458.1	XP_017765272.1
OG0001949	XP_031842487.1, XP_031842486.1, XP_031842485.1	XP_017765209.1
OG0001950	XP_031835477.1	XP_017759749.1
OG0001951	XP_031832386.1	XP_017766785.1
OG0001952	XP_031827700.1	XP_017766658.1
OG0001953	XP_031834579.1	XP_017759753.1
OG0001954	XP_031842141.1	XP_017755826.1
OG0001955	XP_031833096.1	XP_017767242.1
OG0001956	XP_031846745.1, XP_031846746.1, XP_031846747.1	XP_017762811.1
OG0001957	XP_031834112.1	XP_017763344.1
OG0001958	XP_031845110.1, XP_031845111.1	XP_017758600.1
OG0001959	XP_031829480.1	XP_017762003.1
OG0001960	XP_031840310.1	XP_017760987.1
OG0001961	XP_031835971.1	XP_017766599.1
OG0001962	XP_031829807.1	XP_017764207.1
OG0001963	XP_031842627.1	XP_017752847.1
OG0001964	XP_031830629.1	XP_017760515.1
OG0001965	XP_031848096.1	XP_017765338.1, XP_017758776.1
OG0001966	XP_031846795.1	XP_017765634.1, XP_017754457.1
OG0001967	XP_031847449.1, XP_031847451.1	XP_017765211.1
OG0001968	XP_031828968.1	XP_017759640.1
OG0001969	XP_031828821.1	XP_017764322.1
OG0001970	XP_031834770.1, XP_031834615.1	XP_017759746.1
OG0001971	XP_031836779.1	XP_017763173.1
OG0001972	XP_031835372.1, XP_031835371.1	XP_017760923.1
OG0001973	XP_031833666.1	XP_017757432.1
OG0001974	XP_031827900.1, XP_031827901.1	XP_017764875.1
OG0001975	XP_031848652.1	XP_017758928.1
OG0001976	XP_031847146.1, XP_031847147.1	XP_017764673.1
OG0001977	XP_031848434.1	XP_017757330.1
OG0001978	XP_031834506.1	XP_017763689.1
OG0001979	XP_031846759.1	XP_017763861.1
OG0001980	XP_031846782.1	XP_017763874.1, XP_017763873.1
OG0001981	XP_031826501.1	XP_017763733.1
OG0001982	XP_031836944.1	XP_017752590.1, XP_017752591.1
OG0001983	XP_031844808.1, XP_031844807.1	XP_017762044.1
OG0001984	XP_031848655.1	XP_017763111.1
OG0001985	XP_031826881.1	XP_017764465.1, XP_017764466.1
OG0001986	XP_031826866.1	XP_017764448.1, XP_017764453.1
OG0001987	XP_031827227.1	XP_017754662.1
OG0001988	XP_031827233.1, XP_031827232.1	XP_017754657.1
OG0001989	XP_031827089.1, XP_031827090.1	XP_017754635.1
OG0001990	XP_031847655.1	XP_017764634.1
OG0001991	XP_031832368.1	XP_017766552.1
OG0001992	XP_031832407.1, XP_031832408.1, XP_031832409.1	XP_017766679.1
OG0001993	XP_031832399.1	XP_017766634.1
OG0001994	XP_031834425.1	XP_017761110.1
OG0001995	XP_031831631.1, XP_031831630.1	XP_017762399.1, XP_017762398.1
OG0001996	XP_031848482.1	XP_017762610.1
OG0001997	XP_031839067.1	XP_017752975.1
OG0001998	XP_031848790.1	XP_017765034.1
OG0001999	XP_031844396.1	XP_017766851.1
OG0002000	XP_031844438.1, XP_031844441.1, XP_031844440.1	XP_017766502.1
OG0002001	XP_031846311.1	XP_017761877.1
OG0002002	XP_031828487.1	XP_017762841.1
OG0002003	XP_031842266.1, XP_031842268.1	XP_017765895.1, XP_017765889.1
OG0002004	XP_031845768.1	XP_017754264.1
OG0002005	XP_031830189.1, XP_031830188.1	XP_017761641.1
OG0002006	XP_031846566.1, XP_031846565.1, XP_031846567.1, XP_031846569.1	XP_017763622.1
OG0002007	XP_031830820.1, XP_031830823.1	XP_017758014.1
OG0002008	XP_031836064.1, XP_031836065.1	XP_017755988.1
OG0002009	XP_031842786.1	XP_017753808.1, XP_017753809.1
OG0002010	XP_031825719.1	XP_017753815.1
OG0002011	XP_031841826.1	XP_017761760.1
OG0002012	XP_031844580.1	XP_017752360.1
OG0002013	XP_031837289.1	XP_017757832.1
OG0002014	XP_031827737.1, XP_031827734.1	XP_017766601.1
OG0002016	XP_031833341.1, XP_031833340.1	XP_017767614.1
OG0002017	XP_031825771.1	XP_017752800.1
OG0002018	XP_031844605.1, XP_031844606.1, XP_031844604.1	XP_017767041.1
OG0002019	XP_031839079.1	XP_017753916.1
OG0002020	XP_031835273.1	XP_017756898.1
OG0002021	XP_031838099.1	XP_017755039.1, XP_017755040.1
OG0002022	XP_031843505.1	XP_017756865.1, XP_017756866.1
OG0002023	XP_031828774.1	XP_017765341.1, XP_017765844.1
OG0002024	XP_031831529.1, XP_031831528.1	XP_017753710.1
OG0002025	XP_031831600.1, XP_031831601.1, XP_031831599.1	XP_017762957.1, XP_017762946.1
OG0002026	XP_031847932.1	XP_017766094.1
OG0002027	XP_031837027.1, XP_031837039.1	XP_017764506.1
OG0002028	XP_031846204.1	XP_017763701.1
OG0002029	XP_031845997.1	XP_017754559.1
OG0002030	XP_031846174.1, XP_031846175.1	XP_017763711.1
OG0002031	XP_031843856.1	XP_017766223.1
OG0002032	XP_031843881.1	XP_017766219.1
OG0002033	XP_031830912.1	XP_017757979.1, XP_017758370.1
OG0002034	XP_031830490.1	XP_017758090.1
OG0002035	XP_031830970.1	XP_017758404.1, XP_017758429.1
OG0002036	XP_031832705.1	XP_017759340.1
OG0002037	XP_031825707.1	XP_017767126.1
OG0002038	XP_031841790.1, XP_031841789.1	XP_017766882.1
OG0002039	XP_031835011.1	XP_017757704.1
OG0002040	XP_031842933.1, XP_031842931.1, XP_031842934.1	XP_017762991.1
OG0002041	XP_031843279.1	XP_017758144.1
OG0002042	XP_031847456.1, XP_031847454.1, XP_031847455.1	XP_017765252.1, XP_017765250.1, XP_017765251.1
OG0002043	XP_031841200.1, XP_031841202.1	XP_017759511.1
OG0002044	XP_031828648.1	XP_017754529.1
OG0002045	XP_031828717.1	XP_017754534.1
OG0002046	XP_031838302.1	XP_017763501.1
OG0002047	XP_031841041.1	XP_017767026.1
OG0002048	XP_031840847.1, XP_031840846.1, XP_031840845.1	XP_017756064.1
OG0002049	XP_031840182.1	XP_017761701.1
OG0002050	XP_031831539.1	XP_017767711.1
OG0002051	XP_031833648.1	XP_017767731.1
OG0002052	XP_031826288.1	XP_017755000.1
OG0002053	XP_031838586.1, XP_031838585.1	XP_017758741.1
OG0002054	XP_031825840.1	XP_017767428.1
OG0002055	XP_031828884.1	XP_017764315.1
OG0002056	XP_031830226.1, XP_031830233.1	XP_017752517.1
OG0002057	XP_031830239.1	XP_017752539.1
OG0002058	XP_031830206.1	XP_017761211.1, XP_017761210.1, XP_017762404.1, XP_017762453.1
OG0002059	XP_031829871.1	XP_017761634.1
OG0002060	XP_031831278.1	XP_017757528.1
OG0002061	XP_031833019.1, XP_031833020.1	XP_017756798.1
OG0002062	XP_031833158.1	XP_017759866.1
OG0002063	XP_031836360.1, XP_031836371.1	XP_017757806.1
OG0002064	XP_031825958.1, XP_031825966.1	XP_017756203.1
OG0002065	XP_031840212.1	XP_017757046.1
OG0002066	XP_031838701.1	XP_017757243.1
OG0002067	XP_031838979.1	XP_017757161.1
OG0002068	XP_031826201.1	XP_017759668.1
OG0002069	XP_031835823.1	XP_017767370.1
OG0002070	XP_031845941.1, XP_031845939.1, XP_031845940.1, XP_031845937.1	XP_017767226.1
OG0002071	XP_031832920.1	XP_017761604.1
OG0002072	XP_031848264.1	XP_017765381.1, XP_017765379.1, XP_017765380.1
OG0002073	XP_031830793.1	XP_017758447.1
OG0002074	XP_031850140.1	XP_017760860.1
OG0002075	XP_031850213.1	XP_017760799.1
OG0002076	XP_031849214.1	XP_017760955.1
OG0002077	XP_031845374.1	XP_017757255.1
OG0002078	XP_031845086.1	XP_017767207.1
OG0002079	XP_031835052.1, XP_031835051.1	XP_017756908.1
OG0002080	XP_031835192.1, XP_031835194.1	XP_017756924.1
OG0002081	XP_031838407.1	XP_017754519.1
OG0002082	XP_031833775.1	XP_017758726.1, XP_017758725.1, XP_017758727.1
OG0002083	XP_031843335.1, XP_031843336.1	XP_017757494.1
OG0002084	XP_031833456.1	XP_017757454.1
OG0002085	XP_031839713.1, XP_031839710.1	XP_017757049.1
OG0002086	XP_031836986.1	XP_017758194.1
OG0002087	XP_031826521.1	XP_017765123.1
OG0002088	XP_031825969.1, XP_031825975.1	XP_017762718.1
OG0002089	XP_031829854.1	XP_017759534.1
OG0002090	XP_031827892.1	XP_017753322.1
OG0002091	XP_031828025.1, XP_031828026.1	XP_017753282.1
OG0002092	XP_031827965.1	XP_017753125.1
OG0002093	XP_031828084.1	XP_017753187.1, XP_017753186.1
OG0002094	XP_031844906.1	XP_017756296.1
OG0002095	XP_031839648.1	XP_017766352.1
OG0002096	XP_031839615.1, XP_031839616.1, XP_031839618.1, XP_031839617.1	XP_017766351.1
OG0002097	XP_031839626.1, XP_031839624.1, XP_031839623.1, XP_031839625.1, XP_031839627.1	XP_017766389.1
OG0002098	XP_031827621.1	XP_017759286.1
OG0002099	XP_031829353.1, XP_031829352.1, XP_031829350.1	XP_017760100.1
OG0002100	XP_031845416.1, XP_031845417.1, XP_031845419.1, XP_031845415.1	XP_017757188.1
OG0002101	XP_031833212.1	XP_017760120.1, XP_017760119.1
OG0002102	XP_031827285.1	XP_017761783.1, XP_017759822.1
OG0002103	XP_031828066.1, XP_031828067.1	XP_017753265.1, XP_017753263.1
OG0002104	XP_031829826.1, XP_031829828.1	XP_017759499.1
OG0002105	XP_031826472.1	XP_017761158.1
OG0002106	XP_031849424.1, XP_031849421.1	XP_017763391.1
OG0002108	XP_031835553.1	XP_017762321.1
OG0002109	XP_031846818.1, XP_031846821.1	XP_017754050.1
