Orthogroup	Nomia_melanderi	Bombus_terrestris
OG0001264	XP_031838143.1, XP_031838146.1	XP_003398702.1
OG0001265	XP_031829033.1, XP_031829034.1	XP_003399010.1, XP_012169173.1, XP_012169172.1
OG0001266	XP_031846890.1	XP_012163338.1, XP_012163331.1
OG0001267	XP_031831737.1	XP_012165448.1
OG0001268	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_003396318.1, XP_003396317.1
OG0001269	XP_031836645.1, XP_031836646.1	XP_003395966.1, XP_012164569.1
OG0001270	XP_031832945.1	XP_012171143.1
OG0001271	XP_031842282.1, XP_031842281.1	XP_012163274.1, XP_012163276.1
OG0001272	XP_031847070.1, XP_031847071.1, XP_031847072.1	XP_012169635.1
OG0001273	XP_031848548.1, XP_031848549.1, XP_031848550.1	XP_012171741.1
OG0001274	XP_031825275.1, XP_031825276.1, XP_031825277.1, XP_031825278.1	XP_020718905.1
OG0001275	XP_031829197.1, XP_031829198.1	XP_020719976.1, XP_003397656.1, XP_003397657.1
OG0001276	XP_031836708.1, XP_031836736.1, XP_031836726.1, XP_031836700.1, XP_031836717.1	XP_012171826.2
OG0001277	XP_031842227.1, XP_031842228.1, XP_031842226.1, XP_031842229.1	XP_003395172.1
OG0001278	XP_031836729.1, XP_031836728.1	XP_003395952.1, XP_020718997.1
OG0001279	XP_031827158.1	XP_012170273.1
OG0001280	XP_031835163.1	XP_003400491.1
OG0001282	XP_031832271.1	XP_012169912.1, XP_012169906.1, XP_012169916.1, XP_020722020.1, XP_012169921.1, XP_003393557.1
OG0001283	XP_031841858.1, XP_031841856.1	XP_003397327.1
OG0001284	XP_031843241.1, XP_031843230.1, XP_031843260.1, XP_031843250.1, XP_031843269.1, XP_031843222.1, XP_031843212.1	XP_003398012.1
OG0001285	XP_031848834.1	XP_003396003.1, XP_003396005.1, XP_003396006.1
OG0001286	XP_031825856.1, XP_031825855.1	XP_012167765.2
OG0001287	XP_031843042.1	XP_003401108.1
OG0001288	XP_031847404.1, XP_031847406.1, XP_031847402.1, XP_031847401.1, XP_031847403.1	XP_003401063.1
OG0001289	XP_031836633.1, XP_031836631.1	XP_012164561.1
OG0001290	XP_031843289.1	XP_003394054.1, XP_020723176.1, XP_012175779.1
OG0001291	XP_031835600.1, XP_031835601.1	XP_003399038.1
OG0001292	XP_031849347.1	XP_003399093.1
OG0001293	XP_031844335.1	XP_020724281.1
OG0001294	XP_031825336.1, XP_031825337.1, XP_031825338.1	XP_003395639.1
OG0001295	XP_031849282.1	XP_012170892.1, XP_012170894.1, XP_020721929.1, XP_020721928.1, XP_003400155.1
OG0001296	XP_031844241.1	XP_012175941.1
OG0001297	XP_031827220.1, XP_031827221.1, XP_031827219.1, XP_031827218.1	XP_003399854.1
OG0001298	XP_031834093.1	XP_020719930.1, XP_020719929.1, XP_020719932.1, XP_020719931.1
OG0001299	XP_031846689.1	XP_003396730.1
OG0001300	XP_031827247.1, XP_031827246.1, XP_031827245.1	XP_012170282.1
OG0001301	XP_031832381.1	XP_020721875.1
OG0001302	XP_031831625.1, XP_031831627.1, XP_031831626.1, XP_031831628.1	XP_012165494.1
OG0001303	XP_031827991.1	XP_020719471.1
OG0001304	XP_031832090.1	XP_003397240.2
OG0001305	XP_031832264.1	XP_012166479.1
OG0001306	XP_031842872.1	XP_012172749.1, XP_012172750.1, XP_003401499.1
OG0001307	XP_031829417.1, XP_031829415.1	XP_003401450.1
OG0001308	XP_031841176.1	XP_020723776.1, XP_012175122.1
OG0001309	XP_031844632.1, XP_031844633.1	XP_020724315.1
OG0001310	XP_031832069.1, XP_031832070.1	XP_012166735.1, XP_012166736.1
OG0001311	XP_031850375.1, XP_031850377.1, XP_031850374.1	XP_003394391.1
OG0001312	XP_031834754.1, XP_031834756.1	XP_003394083.1
OG0001313	XP_031838252.1	XP_003402316.1
OG0001314	XP_031845652.1, XP_031845641.1	XP_003397750.1, XP_020720255.1
OG0001315	XP_031843340.1	XP_003395416.3
OG0001316	XP_031848116.1, XP_031848101.1, XP_031848110.1	XP_003396167.1, XP_012164791.1
OG0001317	XP_031848413.1, XP_031848405.1	XP_012164750.1, XP_012164749.1, XP_003396139.1
OG0001318	XP_031834524.1	XP_003395241.1
OG0001319	XP_031846019.1	XP_020718406.1, XP_020718412.1, XP_020718414.1, XP_020718413.1
OG0001320	XP_031844412.1	XP_012170777.1
OG0001321	XP_031838281.1	XP_012174476.1, XP_003402712.1
OG0001322	XP_031845962.1, XP_031845963.1	XP_003400696.1, XP_012171710.1
OG0001323	XP_031843728.1, XP_031843731.1	XP_003402736.1
OG0001324	XP_031843634.1	XP_003402764.1
OG0001325	XP_031844730.1, XP_031844737.1	XP_012167682.1, XP_003397962.1, XP_012167681.1
OG0001326	XP_031844816.1	XP_003401255.1
OG0001327	XP_031847411.1, XP_031847410.1	XP_012172228.1
OG0001328	XP_031829438.1, XP_031829436.1	XP_012172058.1
OG0001330	XP_031836420.1	XP_012164592.1
OG0001331	XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833585.1, XP_031833586.1, XP_031833587.1	XP_012163799.1
OG0001332	XP_031828791.1	XP_012169109.1
OG0001333	XP_031828788.1	XP_012169107.1, XP_012169108.1
OG0001334	XP_031838495.1	XP_020721356.1
OG0001335	XP_031830156.1	XP_012173130.1, XP_003401755.1
OG0001337	XP_031834383.1, XP_031834381.1, XP_031834380.1	XP_003395040.1, XP_012163434.1
OG0001338	XP_031827519.1	XP_012174210.1
OG0001339	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_003399853.1
OG0001340	XP_031828566.1	XP_012168934.1
OG0001341	XP_031834507.1	XP_020718505.1
OG0001342	XP_031842897.1, XP_031843071.1, XP_031842987.1, XP_031843161.1, XP_031843256.1	XP_020719399.1
OG0001343	XP_031835867.1	XP_020720490.1
OG0001344	XP_031849884.1	XP_020721304.1, XP_003399292.1, XP_020721303.1
OG0001345	XP_031849162.1, XP_031849161.1, XP_031849159.1, XP_031849163.1, XP_031849158.1	XP_012169223.1
OG0001346	XP_031835773.1	XP_003399071.1, XP_012169277.1, XP_012169276.1
OG0001347	XP_031829845.1, XP_031829855.1	XP_003403175.1
OG0001348	XP_031827572.1	XP_003399954.1, XP_012170615.1
OG0001349	XP_031838055.1	XP_003402575.2
OG0001350	XP_031825351.1, XP_031825350.1, XP_031825356.1	XP_012164220.1
OG0001351	XP_031840636.1, XP_031840635.1	XP_012165830.2
OG0001352	XP_031835765.1	XP_003401656.1
OG0001353	XP_031846344.1, XP_031846341.1	XP_012175686.1
OG0001354	XP_031826433.1	XP_003396674.1
OG0001355	XP_031850396.1	XP_003402359.1
OG0001356	XP_031829862.1	XP_012173188.1
OG0001357	XP_031840444.1, XP_031840445.1, XP_031840443.1	XP_003396255.1
OG0001358	XP_031840472.1, XP_031840470.1, XP_031840471.1	XP_012165197.1
OG0001359	XP_031840463.1	XP_012165190.1, XP_012165189.1
OG0001360	XP_031839855.1	XP_012174325.1, XP_012174323.1
OG0001361	XP_031839754.1, XP_031839753.1, XP_031839752.1, XP_031839755.1, XP_031839750.1, XP_031839749.1	XP_012174370.1
OG0001362	XP_031829333.1, XP_031829334.1	XP_012174128.1, XP_012174127.1, XP_020723362.1, XP_012174125.1
OG0001363	XP_031829304.1	XP_012174132.1, XP_020723403.1
OG0001364	XP_031845154.1	XP_003394992.1
OG0001365	XP_031848129.1	XP_020723145.1
OG0001366	XP_031834301.1	XP_003394178.3
OG0001367	XP_031841551.1	XP_003399549.1
OG0001368	XP_031826185.1	XP_012165341.1, XP_012165342.1, XP_020719271.1, XP_003396358.1
OG0001369	XP_031828105.1	XP_012165419.1
OG0001370	XP_031828094.1	XP_012165942.1, XP_003396804.1
OG0001371	XP_031825300.1	XP_012164085.1
OG0001372	XP_031839307.1, XP_031839306.1	XP_012176639.1
OG0001373	XP_031839009.1, XP_031839008.1	XP_012174734.1
OG0001374	XP_031839412.1	XP_012164033.1
OG0001375	XP_031838789.1, XP_031838788.1	XP_003402928.1, XP_012174804.1
OG0001376	XP_031828616.1	XP_020719977.1
OG0001377	XP_031837569.1, XP_031837580.1	XP_020721280.1
OG0001379	XP_031837433.1	XP_003393299.1
OG0001380	XP_031838216.1	XP_012173360.1
OG0001382	XP_031834733.1	XP_012168515.1, XP_012168516.1
OG0001383	XP_031831455.1	XP_012164465.1, XP_020718761.1, XP_012164464.1
OG0001384	XP_031850371.1	XP_003402828.1
OG0001385	XP_031844686.1	XP_020718230.1
OG0001386	XP_031839502.1, XP_031839503.1, XP_031839504.1	XP_003393071.1, XP_012163729.1
OG0001387	XP_031850360.1, XP_031850362.1	XP_012174553.1, XP_003402850.1
OG0001389	XP_031843655.1, XP_031843658.1, XP_031843656.1, XP_031843657.1	XP_003402767.2
OG0001390	XP_031848284.1	XP_020723661.1
OG0001391	XP_031828019.1, XP_031828018.1	XP_012165602.1
OG0001392	XP_031849723.1	XP_012175234.1, XP_020723862.1
OG0001393	XP_031850156.1, XP_031849881.1	XP_003401670.1, XP_012172958.1, XP_012172959.1
OG0001394	XP_031837587.1, XP_031837585.1	XP_003393414.1
OG0001395	XP_031841332.1, XP_031841325.1	XP_020720452.1, XP_003397850.1
OG0001396	XP_031841293.1	XP_012167570.1
OG0001397	XP_031829094.1	XP_012169153.1
OG0001398	XP_031841599.1	XP_020721610.1
OG0001399	XP_031841738.1	XP_012170294.1
OG0001400	XP_031841330.1, XP_031841333.1	XP_003399469.1
OG0001401	XP_031848135.1	XP_012171333.2
OG0001401	XP_031848113.1	XP_003400444.2
OG0001402	XP_031842885.1, XP_031842495.1	XP_020722609.1
OG0001403	XP_031828208.1, XP_031828206.1, XP_031828207.1	XP_012165421.1, XP_012165422.1
OG0001404	XP_031843068.1, XP_031843070.1	XP_003401222.1
OG0001405	XP_031826878.1	XP_012170120.1
OG0001406	XP_031844192.1, XP_031844195.1	XP_020724319.1
OG0001407	XP_031839815.1	XP_012174355.1
OG0001407	XP_031839816.1	XP_012174354.2
OG0001408	XP_031840011.1	XP_012174773.1
OG0001409	XP_031829129.1	XP_020720226.1
OG0001410	XP_031828065.1	XP_012165849.1
OG0001411	XP_031844316.1	XP_012176230.1
OG0001412	XP_031844140.1	XP_020724226.1, XP_012175860.1, XP_012175862.1
OG0001413	XP_031841019.1	XP_003394137.1
OG0001414	XP_031840842.1, XP_031840844.1, XP_031840843.1, XP_031840840.1	XP_003394493.2
OG0001415	XP_031844117.1, XP_031844116.1, XP_031844114.1, XP_031844115.1	XP_012175836.1
OG0001416	XP_031844207.1, XP_031844204.1, XP_031844206.1	XP_020724322.1, XP_020724320.1
OG0001417	XP_031839419.1	XP_012168921.1, XP_012168807.1, XP_003392885.1
OG0001418	XP_031844620.1, XP_031844619.1, XP_031844621.1	XP_003394244.1
OG0001419	XP_031850334.1	XP_012174687.1, XP_020723594.1
OG0001420	XP_031845334.1	XP_012163215.1, XP_003395099.1
OG0001421	XP_031834407.1	XP_020718299.1
OG0001421	XP_031834405.1	XP_012163573.1
OG0001422	XP_031834334.1	XP_012163562.1
OG0001423	XP_031842301.1, XP_031842300.1	XP_012163602.1, XP_012163603.1
OG0001424	XP_031846087.1, XP_031846089.1	NP_001273373.1
OG0001425	XP_031834417.1	XP_020718305.1, XP_020718302.1
OG0001426	XP_031833363.1	XP_020718730.1
OG0001426	XP_031833364.1	XP_003395510.1
OG0001427	XP_031831458.1, XP_031831459.1	XP_003395337.1
OG0001428	XP_031825304.1	XP_020718828.1
OG0001428	XP_031825411.1	XP_012164087.1
OG0001429	XP_031831314.1	XP_012163774.1
OG0001430	XP_031833444.1	XP_020718740.1, XP_003395533.1
OG0001431	XP_031838093.1	XP_012174268.1
OG0001432	XP_031840375.1	XP_012165175.1, XP_003396256.1
OG0001433	XP_031828611.1	XP_020720044.1, XP_012167219.1, XP_012167220.1
OG0001434	XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840140.1, XP_031840142.1	XP_012164880.1
OG0001435	XP_031838726.1	XP_012173876.1, XP_012173878.1, XP_020723256.1
OG0001436	XP_031838277.1	XP_003402321.1, XP_020723273.1
OG0001437	XP_031837051.1	XP_020720302.1, XP_003397645.1
OG0001438	XP_031849131.1	XP_003403296.2
OG0001439	XP_031840215.1	XP_020723632.1, XP_012174824.1
OG0001440	XP_031846734.1, XP_031846733.1, XP_031846731.1, XP_031846732.1	XP_012166030.1
OG0001441	XP_031837631.1	XP_003402056.1
OG0001442	XP_031848179.1	XP_003402009.3
OG0001443	XP_031830355.1	XP_003401923.1
OG0001444	XP_031839447.1	XP_003393166.1, XP_012175642.1
OG0001445	XP_031849047.1	XP_012173220.1
OG0001446	XP_031835110.1	XP_012167599.1
OG0001447	XP_031828286.1	XP_003396733.1
OG0001448	XP_031846582.1, XP_031846593.1	XP_012167129.2
OG0001449	XP_031837964.1, XP_031837962.1, XP_031837963.1, XP_031837960.1, XP_031837961.1	XP_012173394.1, XP_012173393.1
OG0001450	XP_031847749.1	XP_020720734.1
OG0001451	XP_031846419.1, XP_031846418.1, XP_031846413.1, XP_031846417.1, XP_031846416.1, XP_031846415.1	XP_020721006.1
OG0001452	XP_031841914.1, XP_031841917.1, XP_031841916.1, XP_031841919.1, XP_031841920.1, XP_031841921.1, XP_031841915.1	XP_003392862.1
OG0001453	XP_031829643.1	XP_012168897.1
OG0001454	XP_031840633.1, XP_031840634.1	XP_020719511.1
OG0001455	XP_031841708.1	XP_003399511.1
OG0001456	XP_031826479.1	XP_012169972.1, XP_012169974.1, XP_012169971.1
OG0001457	XP_031826700.1, XP_031826701.1, XP_031826698.1, XP_031826697.1	XP_003399532.1
OG0001458	XP_031847609.1	XP_020721879.1
OG0001459	XP_031836339.1, XP_031836468.1	XP_020722111.1
OG0001460	XP_031832830.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0001461	XP_031842876.1	XP_020722729.1
OG0001462	XP_031835170.1, XP_031835150.1, XP_031835160.1, XP_031835140.1, XP_031835130.1	XP_012176762.1, XP_012176764.1, XP_012176763.1
OG0001463	XP_031847355.1	XP_020722599.1
OG0001464	XP_031844824.1, XP_031844823.1, XP_031844822.1	XP_020722786.1
OG0001465	XP_031842152.1	XP_003402261.2
OG0001466	XP_031828168.1	XP_003396399.1
OG0001467	XP_031827115.1	XP_012170144.1
OG0001468	XP_031832468.1	XP_012169150.1, XP_012169155.1, XP_012169188.1
OG0001469	XP_031839545.1, XP_031839546.1	XP_012172177.1, XP_012172215.1, XP_020724038.1, XP_012172198.1, XP_012172190.1
OG0001470	XP_031832552.1, XP_031832543.1	XP_012175903.1
OG0001471	XP_031836143.1	XP_012171226.1, XP_003393592.1, XP_020723737.1, XP_012171216.1
OG0001472	XP_031849895.1	XP_020720897.1, XP_012169101.1, XP_012169102.1, XP_012169103.1, XP_003398958.1, XP_020720896.1
OG0001473	XP_031826626.1, XP_031826627.1, XP_031826625.1, XP_031826628.1	XP_003396554.1
OG0001474	XP_031825985.1, XP_031825983.1	XP_020719583.1, XP_020719584.1
OG0001475	XP_031848112.1, XP_031848111.1, XP_031848109.1, XP_031848108.1, XP_031848107.1, XP_031848106.1, XP_031848105.1	XP_012168461.1
OG0001476	XP_031832221.1, XP_031832220.1	XP_012166489.1
OG0001477	XP_031843672.1	XP_012174519.1
OG0001479	XP_031832928.1	XP_012171569.1, XP_012171568.1, XP_012171570.1
OG0001480	XP_031840990.1, XP_031840989.1	XP_020724078.1, XP_012175886.1
OG0001481	XP_031841784.1, XP_031841785.1, XP_031841783.1	XP_012170298.1
OG0001482	XP_031844372.1, XP_031844373.1, XP_031844374.1	XP_003400227.1
OG0001483	XP_031832816.1	XP_012171515.1, XP_003400563.1
OG0001484	XP_031847523.1	XP_012172145.1
OG0001485	XP_031839633.1	XP_003393823.1
OG0001486	XP_031840925.1, XP_031840926.1, XP_031840924.1, XP_031840927.1, XP_031840928.1	XP_003394255.1
OG0001487	XP_031850381.1, XP_031850380.1	XP_012176080.1, XP_012176078.1, XP_012176076.1, XP_003394250.1, XP_012176077.1, XP_020724133.1
OG0001488	XP_031825267.1	XP_012164244.1, XP_003395722.1
OG0001489	XP_031843988.1, XP_031843987.1	XP_003393249.1, XP_012165153.1
OG0001490	XP_031828621.1, XP_031828620.1	XP_012166785.1, XP_003397550.1
OG0001491	XP_031833066.1	XP_012171646.1, XP_012171645.1, XP_003400728.1
OG0001492	XP_031848424.1, XP_031848425.1, XP_031848429.1, XP_031848428.1, XP_031848431.1, XP_031848430.1	XP_012175914.1
OG0001493	XP_031834432.1, XP_031834433.1	XP_003395188.1
OG0001494	XP_031831414.1	XP_012163934.1
OG0001495	XP_031827635.1	XP_020721557.1, XP_020721556.1
OG0001496	XP_031831728.1	XP_012164431.1
OG0001497	XP_031832777.1, XP_031832788.1	XP_012176755.1
OG0001498	XP_031838477.1	XP_020721102.1, XP_003398974.1
OG0001499	XP_031838472.1	XP_003398972.1, XP_012169129.1
OG0001500	XP_031849697.1	XP_003394216.1
OG0001501	XP_031846829.1	XP_003396087.1, XP_012164771.1
OG0001502	XP_031848315.1, XP_031848332.1	XP_003394468.2
OG0001503	XP_031831241.1, XP_031831240.1, XP_031831239.1	XP_012164409.1
OG0001504	XP_031841477.1, XP_031841476.1, XP_031841479.1, XP_031841478.1	XP_003399846.1, XP_012170486.1
OG0001505	XP_031846147.1, XP_031846146.1	XP_003395116.1
OG0001506	XP_031835641.1	XP_020720976.1, XP_003398681.1
OG0001507	XP_031830471.1, XP_031830470.1	XP_012175372.1
OG0001508	XP_031835227.1, XP_031835226.1, XP_031835225.1	XP_012166942.1, XP_003397454.1
OG0001509	XP_031833156.1, XP_031833154.1	XP_012171561.1
OG0001510	XP_031846065.1, XP_031846064.1, XP_031846063.1	XP_003395191.1
OG0001511	XP_031833447.1	XP_012164361.1
OG0001512	XP_031849416.1	XP_012169332.1
OG0001513	XP_031845590.1, XP_031845591.1, XP_031845595.1, XP_031845596.1, XP_031845597.1, XP_031845593.1, XP_031845594.1	XP_003402478.1, XP_020723341.1
OG0001514	XP_031835210.1, XP_031835211.1, XP_031835212.1	XP_020720035.1, XP_012166833.1
OG0001516	XP_031832465.1, XP_031832466.1	XP_020719723.1, XP_012169444.1
OG0001517	XP_031846807.1, XP_031846815.1	XP_012174753.1, XP_020723678.1
OG0001525	XP_031839645.1	XP_003393855.1, XP_012175335.1, XP_012175339.1
OG0001526	XP_031846495.1, XP_031846514.1, XP_031846503.1, XP_031846485.1	XP_012166790.1
OG0001527	XP_031828652.1	XP_003400548.1
OG0001528	XP_031843453.1, XP_031843338.1	XP_003397991.1
OG0001529	XP_031847307.1	XP_012172197.1
OG0001530	XP_031843781.1, XP_031843729.1	XP_020720003.1, XP_020720004.1
OG0001531	XP_031845827.1	XP_012170705.1, XP_020721926.1, XP_012170704.1
OG0001532	XP_031847701.1	XP_012174505.1
OG0001533	XP_031838996.1	XP_003402775.1
OG0001534	XP_031830048.1, XP_031830047.1, XP_031830046.1	XP_003403105.1
OG0001535	XP_031846630.1, XP_031846633.1	XP_012164167.1
OG0001537	XP_031848199.1	XP_012168533.1
OG0001539	XP_031837549.1	XP_003393420.1
OG0001540	XP_031848229.1	XP_020723076.1, XP_003402026.1
OG0001541	XP_031829615.1, XP_031829614.1, XP_031829616.1	XP_003400669.1
OG0001542	XP_031843489.1, XP_031843515.1, XP_031843498.1, XP_031843506.1, XP_031843479.1	XP_003398015.2
OG0001543	XP_031834587.1, XP_031834586.1	XP_003393976.1, XP_003393975.1
OG0001544	XP_031844245.1	XP_020724197.1, XP_012175940.1
OG0001545	XP_031833107.1	XP_012171650.1
OG0001546	XP_031840069.1	XP_020720109.1
OG0001547	XP_031839653.1, XP_031839655.1	XP_003393812.1, XP_012174893.1
OG0001548	XP_031826335.1	XP_003398697.1, XP_012168705.1, XP_020720894.1
OG0001549	XP_031826921.1, XP_031826920.1, XP_031826922.1	XP_003399529.1, XP_020721649.1
OG0001550	XP_031828341.1, XP_031828340.1, XP_031828339.1, XP_031828338.1	XP_003396466.1
OG0001551	XP_031847554.1, XP_031847552.1	XP_012174160.1, XP_003402429.1
OG0001552	XP_031828628.1, XP_031828629.1, XP_031828627.1	XP_003397544.1
OG0001553	XP_031831985.1, XP_031831982.1, XP_031831983.1, XP_031831984.1	XP_003397192.1
OG0001555	XP_031828844.1	XP_012168826.1
OG0001556	XP_031840132.1, XP_031840135.1, XP_031840131.1, XP_031840133.1, XP_031840136.1	XP_012173875.1
OG0001557	XP_031833503.1, XP_031833504.1	XP_003395707.1
OG0001558	XP_031831598.1	XP_012175765.1
OG0001559	XP_031835242.1, XP_031835240.1, XP_031835241.1	XP_012174448.1
OG0001560	XP_031830316.1, XP_031830319.1, XP_031830321.1, XP_031830320.1, XP_031830317.1	XP_012174992.2
OG0001561	XP_031847983.1	XP_020723894.1, XP_012175490.1, XP_003402935.1
OG0001562	XP_031846264.1, XP_031846262.1, XP_031846263.1	XP_003400434.1
OG0001563	XP_031825898.1	XP_020720559.1
OG0001564	XP_031848082.1, XP_031848066.1, XP_031848087.1	XP_003396165.1
OG0001565	XP_031830788.1	XP_003398427.1
OG0001566	XP_031840617.1	XP_012165524.1, XP_020719614.1, XP_020719613.1, XP_020719612.1, XP_020719611.1, XP_012165525.1
OG0001567	XP_031826363.1, XP_031826364.1, XP_031826365.1	XP_012166008.1, XP_012166009.1
OG0001568	XP_031826476.1	XP_020719373.1, XP_020719374.1, XP_012166115.1
OG0001569	XP_031829493.1	XP_012172059.1
OG0001570	XP_031829201.1	XP_012167253.1, XP_012167252.1, XP_003397659.1, XP_003397660.1, XP_003397658.1, XP_012167254.1
OG0001571	XP_031843395.1, XP_031843394.1	XP_003396230.1
OG0001572	XP_031829873.1	XP_012174974.1
OG0001573	XP_031828334.1	XP_020719707.1
OG0001573	XP_031828324.1	XP_003396457.1
OG0001574	XP_031840586.1, XP_031840585.1, XP_031840584.1	XP_012165807.1, XP_003396718.1, XP_012165809.1, XP_012165808.1
OG0001575	XP_031836281.1, XP_031836283.1	XP_012171061.1, XP_012171050.1
OG0001576	XP_031841275.1	XP_003399490.1
OG0001577	XP_031829520.1, XP_031829502.1, XP_031829530.1, XP_031829513.1	XP_020723780.1
OG0001578	XP_031830198.1	XP_003401693.1
OG0001579	XP_031849366.1, XP_031849367.1, XP_031849365.1, XP_031849363.1, XP_031849364.1	XP_012169320.1
OG0001580	XP_031849248.1	XP_012169270.1
OG0001582	XP_031833625.1	XP_020718687.1
OG0001583	XP_031840017.1, XP_031840016.1	XP_003393843.1
OG0001584	XP_031836941.1	XP_003396994.1
OG0001585	XP_031828069.1	XP_003396301.3, XP_020719400.1
OG0001586	XP_031843452.1	XP_012163134.2
OG0001587	XP_031832486.1	XP_020721738.1
OG0001588	XP_031843905.1	XP_020720476.1
OG0001589	XP_031827181.1, XP_031827183.1	XP_020721633.1
OG0001590	XP_031846150.1, XP_031846149.1, XP_031846151.1	XP_003396857.1
OG0001591	XP_031846701.1	XP_020719333.1
OG0001592	XP_031838749.1, XP_031838748.1, XP_031838751.1, XP_031838750.1, XP_031838747.1	XP_012164972.1
OG0001593	XP_031843094.1	XP_012172674.1
OG0001594	XP_031836490.1	XP_020722447.1
OG0001595	XP_031846203.1, XP_031846202.1, XP_031846201.1	XP_003397629.1, XP_020720213.1
OG0001596	XP_031849482.1	XP_020718242.1, XP_020718241.1, XP_012176117.1
OG0001598	XP_031828553.1	XP_012169515.1, NP_001267859.1
OG0001599	XP_031832015.1	XP_020720813.1, XP_012166532.1
OG0001600	XP_031833255.1, XP_031833254.1	XP_012163305.1, XP_012163307.1
OG0001601	XP_031828128.1	XP_012165145.1, XP_012165144.1, XP_012165146.1, XP_003396469.1
OG0001602	XP_031840313.1	XP_012171519.1, XP_003393608.1
OG0001603	XP_031834207.1	XP_003397060.1
OG0001604	XP_031848342.1	XP_020724289.1
OG0001605	XP_031845746.1	XP_012166522.1, XP_003397182.1
