Orthogroup	Nomia_melanderi	Apis_mellifera
OG0002128	XP_031845299.1, XP_031845297.1, XP_031845298.1	XP_016767160.1
OG0002129	XP_031834333.1	XP_016767288.2
OG0002130	XP_031845504.1	XP_016767340.2
OG0002131	XP_031828683.1	XP_016767372.1
OG0002132	XP_031834434.1	XP_016767415.1
OG0002133	XP_031833325.1	XP_026295906.1
OG0002134	XP_031848745.1	XP_026296721.1, XP_016767675.2
OG0002135	XP_031831226.1	XP_026296625.1, XP_016767744.1
OG0002136	XP_031825632.1	XP_016767782.1
OG0002137	XP_031848771.1	XP_016768293.1
OG0002138	XP_031838753.1	XP_016768386.1
OG0002139	XP_031845699.1	XP_016768467.1
OG0002140	XP_031846767.1	XP_016768632.1
OG0002141	XP_031841811.1	XP_016768852.2, XP_026298372.1
OG0002142	XP_031830220.1	XP_016769017.1, XP_016769016.1
OG0002143	XP_031828398.1	XP_026301172.1, XP_016769111.2
OG0002144	XP_031848006.1	XP_016769182.2
OG0002145	XP_031829897.1, XP_031829898.1	XP_016769212.2
OG0002146	XP_031841868.1	XP_016769234.2
OG0002147	XP_031846334.1	XP_016769404.1, XP_016769403.1
OG0002148	XP_031837088.1, XP_031840509.1, XP_031840528.1	XP_016769530.1
OG0002149	XP_031846270.1, XP_031846279.1	XP_016769680.1
OG0002150	XP_031830560.1	XP_016769951.1
OG0002151	XP_031830783.1	XP_393148.4, XP_016770061.1
OG0002152	XP_031828134.1	XP_016770281.1, XP_016770287.1
OG0002153	XP_031850225.1	XP_016770286.1
OG0002154	XP_031838553.1	XP_016770777.2
OG0002155	XP_031843528.1	XP_016771026.2
OG0002157	XP_031832638.1	XP_026301012.1, XP_016771495.1
OG0002158	XP_031837263.1, XP_031837264.1	XP_395129.4, XP_016771800.1
OG0002159	XP_031833041.1	XP_016771802.2
OG0002160	XP_031848100.1, XP_031848102.1	XP_016771820.2
OG0002161	XP_031848104.1	XP_026300776.1, XP_026300777.1, XP_026300778.1, XP_016771877.1
OG0002162	XP_031844033.1	XP_016772013.2
OG0002164	XP_031847459.1, XP_031847461.1	XP_016772190.1
OG0002165	XP_031843113.1	XP_016772338.2, XP_395946.4, XP_026301199.1
OG0002166	XP_031850036.1	XP_016772462.1
OG0002167	XP_031837824.1	XP_396851.4, XP_016772626.1
OG0002168	XP_031834821.1	XP_624795.3, XP_026302253.1, XP_016772837.1
OG0002169	XP_031839107.1, XP_031839106.1	XP_016772948.1
OG0002170	XP_031828108.1, XP_031828109.1	XP_016773009.2
OG0002171	XP_031827914.1, XP_031827913.1, XP_031827915.1	XP_625152.1, XP_016773031.1
OG0002172	XP_031828583.1	XP_016773314.2
OG0002173	XP_031840351.1	XP_016773319.1
OG0002174	XP_031839887.1	XP_016773596.1
OG0002175	XP_031847261.1	XP_026294636.1
OG0002176	XP_031839888.1, XP_031839889.1	XP_026294751.1
OG0002177	XP_031848662.1	XP_026294935.1
OG0002178	XP_031839932.1, XP_031839933.1	XP_026294960.1
OG0002179	XP_031834283.1	XP_026295176.1
OG0002180	XP_031850312.1	XP_026295255.1
OG0002181	XP_031849613.1, XP_031849606.1	XP_026295429.1
OG0002183	XP_031834289.1	XP_026295628.1, XP_026295629.1
OG0002184	XP_031843605.1	XP_026295660.1
OG0002185	XP_031829336.1	XP_026295819.1
OG0002186	XP_031834528.1	XP_026295973.1
OG0002187	XP_031828636.1, XP_031847201.1	XP_026299539.1, XP_026300392.1, XP_026295994.1
OG0002188	XP_031842458.1	XP_026296141.1, XP_026296142.1
OG0002189	XP_031833272.1	XP_026296207.1, XP_624867.2
OG0002190	XP_031841073.1	XP_026296340.1, XP_026296342.1, XP_026296341.1
OG0002191	XP_031833454.1	XP_026296384.1
OG0002192	XP_031833559.1, XP_031833557.1	XP_026296453.1
OG0002193	XP_031840461.1	XP_026296459.1, XP_026296455.1
OG0002194	XP_031831460.1, XP_031831462.1, XP_031831461.1	XP_026296512.1
OG0002195	XP_031833953.1, XP_031833961.1	XP_026296569.1, XP_026296567.1
OG0002196	XP_031831327.1	XP_026296587.1
OG0002197	XP_031831554.1, XP_031831555.1	XP_026296602.1
OG0002198	XP_031833520.1	XP_026296665.1
OG0002199	XP_031833483.1	XP_026296711.1, XP_026296710.1
OG0002200	XP_031831339.1	XP_026296733.1
OG0002201	XP_031833423.1	XP_026296768.1
OG0002202	XP_031825655.1, XP_031825653.1, XP_031825654.1	XP_026296830.1
OG0002203	XP_031825648.1, XP_031825649.1	XP_026296853.1, XP_026296854.1
OG0002204	XP_031828976.1	XP_026296971.1
OG0002205	XP_031848463.1	XP_026297024.1
OG0002206	XP_031838876.1, XP_031838877.1, XP_031838875.1, XP_031838874.1	XP_026297058.1, XP_026297057.1
OG0002207	XP_031843413.1	XP_026297180.1
OG0002208	XP_031832446.1	XP_026297106.1
OG0002209	XP_031836758.1	XP_026297250.1
OG0002210	XP_031838823.1	XP_392414.6
OG0002211	XP_031834178.1	XP_026297373.1, XP_026297379.1
OG0002212	XP_031827853.1, XP_031827851.1	XP_026297424.1, XP_026297425.1
OG0002213	XP_031826511.1	XP_026297485.1
OG0002214	XP_031831893.1	XP_026297588.1
OG0002215	XP_031832190.1	XP_026297627.1
OG0002216	XP_031828986.1	XP_026297743.1, XP_396869.4
OG0002217	XP_031845938.1, XP_031845928.1, XP_031845948.1	XP_026297867.1
OG0002218	XP_031846358.1, XP_031846359.1, XP_031846357.1	XP_026297907.1, XP_026297908.1
OG0002219	XP_031830213.1	XP_026297980.1
OG0002220	XP_031831926.1	XP_026298031.1
OG0002221	XP_031826436.1, XP_031826438.1	XP_026298051.1
OG0002222	XP_031846186.1, XP_031846185.1	XP_026298319.1
OG0002223	XP_031830051.1, XP_031830050.1	XP_026298350.1, XP_026298352.1, XP_026298351.1
OG0002224	XP_031838925.1	XP_026298476.1, XP_026298477.1
OG0002225	XP_031846306.1	XP_026298500.1
OG0002226	XP_031841270.1	XP_026298585.1
OG0002227	XP_031842112.1	XP_026298617.1
OG0002228	XP_031846219.1	XP_026298733.1
OG0002229	XP_031837991.1	XP_026298836.1, XP_026298835.1
OG0002230	XP_031830766.1	XP_026298884.1, XP_026298885.1
OG0002231	XP_031843780.1	XP_026298957.1, XP_026298956.1
OG0002232	XP_031843876.1, XP_031843875.1	XP_026298964.1, XP_396093.4
OG0002233	XP_031849761.1	XP_026299370.1
OG0002234	XP_031838481.1	XP_026299408.1
OG0002235	XP_031828112.1, XP_031828113.1	XP_026299571.1
OG0002236	XP_031834905.1	XP_026299633.1
OG0002237	XP_031831760.1, XP_031831759.1	XP_026299682.1
OG0002238	XP_031849256.1, XP_031849257.1	XP_026299802.1
OG0002239	XP_031838530.1	XP_026299856.1
OG0002240	XP_031847095.1, XP_031847097.1, XP_031847098.1	XP_026299933.1
OG0002241	XP_031827603.1, XP_031827602.1	XP_026299981.1, XP_026299982.1
OG0002242	XP_031841389.1	XP_026300234.1
OG0002243	XP_031846346.1	XP_026300388.1
OG0002244	XP_031840057.1	XP_026300391.1
OG0002245	XP_031836217.1	XP_026300583.1, XP_026300496.1
OG0002246	XP_031836236.1	XP_026300645.1
OG0002247	XP_031848499.1	XP_026300679.1, XP_026300677.1
OG0002249	XP_031829586.1, XP_031829587.1, XP_031829585.1	XP_026300783.1
OG0002250	XP_031845965.1	XP_026300796.1, XP_026300797.1
OG0002251	XP_031839259.1, XP_031839257.1	XP_026300835.1
OG0002252	XP_031829619.1, XP_031829618.1	XP_026300883.1
OG0002253	XP_031825681.1	XP_026301097.1, XP_026301098.1
OG0002254	XP_031837657.1	XP_026301126.1
OG0002255	XP_031843142.1	XP_026301186.1
OG0002256	XP_031835184.1	XP_026301310.1
OG0002257	XP_031843034.1	XP_026301354.1
OG0002258	XP_031848495.1	XP_026301358.1
OG0002259	XP_031825706.1	XP_026301448.1
OG0002260	XP_031842159.1	XP_026301631.1
OG0002261	XP_031825960.1	XP_026301842.1, XP_026301845.1
OG0002263	XP_031841173.1	XP_026302096.1
OG0002264	XP_031840477.1, XP_031840478.1, XP_031840476.1, XP_031840475.1	XP_026302124.1
OG0002265	XP_031839680.1, XP_031839686.1	XP_026302271.1, XP_026302272.1
OG0002266	XP_031844979.1	XP_026302276.1, XP_026302278.1
OG0002267	XP_031834584.1	XP_026302288.1
OG0002268	XP_031837846.1, XP_031837845.1	XP_391935.5
OG0002269	XP_031833124.1	XP_392041.4
OG0002270	XP_031829414.1	XP_392051.1
OG0002271	XP_031850450.1, XP_031850430.1, XP_031850440.1, XP_031850402.1, XP_031850412.1, XP_031850423.1	XP_392104.4
OG0002272	XP_031844692.1	XP_392117.2
OG0002273	XP_031840122.1	XP_392401.3
OG0002274	XP_031838739.1	XP_392413.4
OG0002275	XP_031836713.1, XP_031836715.1, XP_031836714.1	XP_392423.2
OG0002276	XP_031832235.1	XP_392585.4
OG0002277	XP_031846549.1, XP_031846551.1, XP_031846548.1	XP_392589.2
OG0002278	XP_031832963.1	XP_392617.4
OG0002279	XP_031841414.1	XP_392624.5
OG0002280	XP_031834029.1	XP_392769.5
OG0002281	XP_031838131.1	XP_393018.4
OG0002282	XP_031827176.1, XP_031827174.1, XP_031827175.1	XP_393021.4
OG0002283	XP_031844669.1, XP_031844671.1, XP_031844667.1, XP_031844670.1, XP_031844668.1	XP_393151.1
OG0002284	XP_031845508.1	XP_393156.5
OG0002285	XP_031839372.1, XP_031839370.1, XP_031839371.1	XP_393186.1
OG0002286	XP_031846366.1, XP_031846367.1, XP_031846365.1	XP_393403.3
OG0002287	XP_031838141.1	XP_393448.2
OG0002288	XP_031850081.1	XP_393468.2
OG0002289	XP_031829652.1	XP_393480.5
OG0002290	XP_031845493.1	XP_393699.3
OG0002291	XP_031825926.1	XP_393706.3
OG0002292	XP_031825900.1, XP_031825899.1, XP_031825901.1	XP_393720.4
OG0002293	XP_031832904.1	XP_393996.6
OG0002294	XP_031847416.1	XP_394080.3
OG0002295	XP_031837007.1, XP_031837008.1, XP_031837006.1	XP_394373.1
OG0002296	XP_031841025.1	XP_394423.4
OG0002297	XP_031845506.1	XP_394484.1
OG0002298	XP_031825487.1	XP_394536.1
OG0002299	XP_031845681.1	XP_394564.1
OG0002300	XP_031838343.1, XP_031838344.1	XP_394734.5
OG0002301	XP_031830361.1	XP_394742.1
OG0002302	XP_031835606.1, XP_031835607.1, XP_031835608.1	XP_394978.3
OG0002303	XP_031848271.1, XP_031848793.1	XP_395048.4
OG0002304	XP_031830402.1	XP_395159.2
OG0002305	XP_031840037.1	XP_395300.3
OG0002306	XP_031844265.1, XP_031844282.1, XP_031844255.1, XP_031844290.1, XP_031844273.1	XP_395392.3
OG0002307	XP_031844287.1	XP_395400.7
OG0002308	XP_031833343.1	XP_395593.4
OG0002309	XP_031837038.1	XP_395605.3
OG0002310	XP_031846356.1	XP_395655.4
OG0002311	XP_031839418.1	XP_395659.1
OG0002312	XP_031831419.1, XP_031831420.1	XP_395839.1
OG0002313	XP_031825426.1	XP_395892.2
OG0002314	XP_031839266.1, XP_031839267.1	XP_395906.3
OG0002315	XP_031825492.1, XP_031825491.1, XP_031825490.1, XP_031825493.1, XP_031825494.1	XP_396204.4
OG0002316	XP_031833141.1	XP_396730.1
OG0002317	XP_031838994.1, XP_031838993.1, XP_031838992.1, XP_031838990.1	XP_396791.3
OG0002318	XP_031825599.1, XP_031825597.1	XP_396815.3
OG0002319	XP_031837826.1, XP_031837827.1	XP_396852.2
OG0002320	XP_031842468.1, XP_031842467.1	XP_396960.2
OG0002321	XP_031833552.1, XP_031833553.1	XP_396990.3
OG0002322	XP_031829183.1	XP_397221.5
OG0002323	XP_031830812.1	XP_397283.1
OG0002324	XP_031849445.1, XP_031849446.1	XP_397355.2
OG0002325	XP_031835899.1	XP_623050.1
OG0002326	XP_031834278.1	XP_623111.3
OG0002327	XP_031833016.1	XP_623196.3, XP_623357.1
OG0002328	XP_031843818.1, XP_031843820.1	XP_623216.3
OG0002329	XP_031829836.1, XP_031829835.1	XP_623285.1
OG0002330	XP_031827316.1, XP_031827314.1, XP_031827315.1	XP_623299.3
OG0002331	XP_031845387.1	XP_623316.3
OG0002332	XP_031849984.1	XP_623481.2
OG0002333	XP_031836524.1	XP_623593.1
OG0002334	XP_031840627.1	XP_623621.1
OG0002335	XP_031841525.1	XP_623725.1
OG0002336	XP_031844121.1, XP_031844120.1, XP_031844123.1, XP_031844119.1, XP_031844122.1	XP_623810.1
OG0002337	XP_031832020.1, XP_031832019.1, XP_031832018.1	XP_623859.3
OG0002338	XP_031834626.1	XP_623905.1
OG0002339	XP_031847922.1	XP_623983.3
OG0002340	XP_031833342.1, XP_031826131.1, XP_031826126.1, XP_031826127.1	XP_623999.1
OG0002341	XP_031828689.1	XP_624064.5
OG0002342	XP_031837135.1, XP_031837136.1	XP_624076.1
OG0002343	XP_031837800.1	XP_624294.3
OG0002344	XP_031839654.1, XP_031839666.1, XP_031839662.1, XP_031839672.1	XP_624310.2
OG0002345	XP_031826563.1	XP_624339.2
OG0002346	XP_031830031.1	XP_624369.1
OG0002347	XP_031827908.1	XP_624548.2
OG0002348	XP_031845406.1	XP_624574.2
OG0002349	XP_031839210.1	XP_624643.2
OG0002350	XP_031836458.1	XP_624721.2
OG0002351	XP_031829568.1, XP_031829569.1	XP_624896.1
OG0002352	XP_031833322.1	XP_624991.1
OG0002353	XP_031840198.1, XP_031840199.1, XP_031840200.1	XP_625023.1
OG0002354	XP_031835598.1	XP_625092.3
OG0002355	XP_031835625.1	XP_625111.1
OG0002356	XP_031840998.1	XP_625180.1
OG0002357	XP_031841015.1, XP_031841014.1	XP_625189.3
OG0002358	XP_031832759.1, XP_031832761.1, XP_031832760.1	XP_625202.2
OG0002359	XP_031833033.1	XP_625264.2
OG0002383	XP_031848299.1	XP_006559740.1, NP_001011573.1
OG0002384	XP_031842579.1	NP_001011585.1
OG0002385	XP_031833709.1	NP_001011586.1, XP_026296305.1
OG0002386	XP_031838578.1, XP_031838579.1	NP_001011587.1, XP_006564378.1
OG0002387	XP_031848005.1	NP_001035321.1
OG0002387	XP_031848004.1	XP_026297805.1
OG0002388	XP_031827130.1	XP_016772392.1, NP_001035323.1
OG0002389	XP_031841150.1	XP_006571765.2, NP_001035345.1
OG0002390	XP_031846235.1	NP_001035353.1
OG0002391	XP_031844792.1	NP_001035923.1
OG0002391	XP_031844797.1	XP_026301066.1
OG0002392	XP_031833980.1, XP_031833981.1	NP_001128140.1
OG0002393	XP_031837913.1	NP_001139208.1, XP_016769312.1
OG0002394	XP_031840301.1	XP_026302152.1, NP_001153877.1
OG0002395	XP_031829627.1, XP_031829628.1	NP_001159378.1, XP_026300661.1
OG0002396	XP_031829234.1	XP_016767976.1, NP_001164445.1
OG0002397	XP_031847517.1	NP_001171495.1
OG0002398	XP_031836757.1	NP_001171540.1, XP_026296889.1
OG0002399	XP_031845554.1	NP_001193902.1, XP_006567169.2
OG0002400	XP_031848198.1, XP_031848197.1	XP_006571766.1, NP_001229364.1
OG0002401	XP_031831484.1	NP_001229396.1
OG0002402	XP_031829731.1	NP_001229586.1, NP_001229585.1
OG0002403	XP_031835889.1	NP_001239355.1
OG0002404	XP_031837089.1	NP_001239357.1, XP_006557599.1
OG0002405	XP_031847563.1	NP_001239361.1, XP_006571299.1
OG0002406	XP_031845794.1, XP_031845795.1	NP_001242963.1, XP_026297371.1
OG0002407	XP_031849740.1, XP_031849743.1, XP_031849742.1, XP_031849741.1	NP_001264230.1
OG0002408	XP_031835432.1	XP_006570336.1
OG0002409	XP_031840629.1	NP_001314895.1
OG0002410	XP_031826761.1	XP_001119858.2
OG0002411	XP_031847303.1, XP_031847301.1	XP_001119915.1
OG0002412	XP_031849123.1	XP_001120114.2
OG0002413	XP_031825849.1	XP_001120188.1
OG0002414	XP_031847158.1	XP_001120239.3
OG0002415	XP_031834766.1, XP_031834765.1	XP_001120244.1
OG0002416	XP_031834473.1	XP_001120250.2
OG0002417	XP_031836268.1, XP_031836269.1	XP_001120325.2
OG0002418	XP_031844426.1, XP_031844427.1	XP_001120488.2
OG0002419	XP_031835758.1	XP_006566695.1, XP_001120576.2
OG0002420	XP_031829553.1	XP_001120579.2
OG0002421	XP_031849072.1	XP_001120594.2
OG0002422	XP_031841282.1	XP_001120735.1
OG0002424	XP_031844595.1	XP_001120785.2
OG0002425	XP_031848518.1	XP_001120809.2, XP_026299066.1, XP_016770131.2
OG0002426	XP_031826622.1, XP_031826631.1, XP_031826612.1	XP_001120842.5
OG0002427	XP_031828837.1	XP_001120854.3
OG0002428	XP_031842105.1	XP_001120892.1
OG0002429	XP_031838017.1	XP_003249894.1, XP_026298488.1, XP_001120927.1, XP_026298487.1
OG0002430	XP_031832541.1	XP_001120969.2
OG0002431	XP_031848967.1	XP_026297723.1, XP_001121064.2
OG0002432	XP_031846848.1	XP_001121112.2
OG0002433	XP_031831374.1, XP_031831373.1	XP_001121172.2
OG0002434	XP_031832353.1	XP_001121276.2
OG0002435	XP_031828886.1	XP_001121323.1
OG0002436	XP_031825585.1	XP_001121383.2
OG0002437	XP_031847320.1	XP_001121449.1
OG0002438	XP_031839726.1, XP_031839736.1	XP_001121493.2
OG0002439	XP_031828353.1, XP_031828352.1	XP_001121505.2
OG0002441	XP_031834764.1	XP_001121596.2
OG0002442	XP_031834743.1	XP_006561233.1, XP_001121685.1, XP_026302170.1, XP_006561232.1
OG0002443	XP_031832499.1	XP_001121733.1
OG0002444	XP_031847186.1, XP_031847185.1, XP_031847187.1	XP_001121760.2
OG0002445	XP_031843141.1, XP_031843140.1	XP_001121838.2
OG0002446	XP_031837938.1, XP_031837939.1	XP_001121859.1
OG0002447	XP_031843074.1, XP_031843073.1	XP_001121862.1
OG0002448	XP_031840750.1	XP_001121865.1
OG0002449	XP_031837728.1	XP_001122002.2
OG0002450	XP_031827673.1	XP_001122133.3, XP_016771273.2
OG0002451	XP_031839052.1	XP_001122176.1
OG0002452	XP_031843108.1	XP_001122328.3
OG0002453	XP_031844910.1	XP_026302267.1, XP_001122332.1
OG0002454	XP_031834855.1	XP_001122401.3
OG0002455	XP_031828964.1, XP_031828967.1, XP_031828963.1	XP_001122474.2
OG0002456	XP_031826350.1	XP_001122509.1
OG0002457	XP_031850126.1	XP_001122620.2
OG0002458	XP_031848527.1, XP_031848530.1, XP_031848529.1, XP_031848528.1	XP_001122678.3
OG0002459	XP_031843440.1	XP_001122793.3
OG0002460	XP_031848151.1, XP_031848152.1, XP_031848150.1	XP_001122830.2
OG0002461	XP_031834095.1	XP_001122855.3
OG0002462	XP_031828263.1, XP_031828269.1	XP_001122973.2
OG0002463	XP_031830798.1	XP_001123118.3
OG0002464	XP_031834660.1, XP_031834671.1	XP_001123127.4
OG0002465	XP_031837875.1	XP_003249077.1
OG0002466	XP_031847632.1	XP_003249179.2
OG0002467	XP_031834147.1	XP_003249221.1
OG0002468	XP_031848285.1	XP_003249262.1
OG0002469	XP_031836489.1, XP_031836488.1	XP_003249289.2
OG0002470	XP_031849509.1	XP_003249302.2
OG0002471	XP_031832357.1	XP_003249313.1
OG0002472	XP_031849212.1, XP_031849224.1, XP_031849234.1, XP_031849203.1, XP_031849243.1	XP_003249357.1
OG0002473	XP_031842798.1	XP_003249459.1
OG0002474	XP_031830992.1	XP_003249595.1
OG0002475	XP_031830835.1, XP_031830836.1	XP_003249615.1
OG0002476	XP_031836216.1	XP_016771674.1, XP_003249647.1
OG0002478	XP_031847049.1	XP_003249825.2
OG0002479	XP_031838759.1, XP_031838822.1	XP_003249913.2
OG0002480	XP_031838095.1	XP_003249939.3
OG0002481	XP_031831091.1	XP_003250076.3
OG0002482	XP_031838377.1	XP_003250132.2
OG0002483	XP_031848947.1	XP_003250155.1
OG0002484	XP_031825911.1	XP_003250168.1, XP_026298935.1, XP_016770018.1
OG0002485	XP_031842949.1	XP_003250271.1
OG0002486	XP_031849033.1	XP_003250351.1, XP_006563907.1
OG0002487	XP_031829035.1	XP_003250452.1
OG0002488	XP_031825841.1	XP_003250472.2
OG0002489	XP_031845678.1	XP_026296405.1, XP_003250526.1
OG0002490	XP_031838205.1	XP_003250567.1
OG0002491	XP_031827531.1	XP_003250601.1
OG0002492	XP_031835672.1	XP_003250780.1
OG0002493	XP_031837850.1, XP_031837847.1, XP_031837851.1, XP_031837849.1	XP_003250964.2
OG0002494	XP_031845655.1, XP_031843377.1	XP_003251076.1
OG0002495	XP_031833914.1	XP_003251112.1, XP_026296565.1
OG0002496	XP_031825625.1, XP_031825626.1, XP_031825627.1, XP_031825628.1	XP_003251133.1
OG0002497	XP_031847004.1	XP_003251420.1
OG0002498	XP_031834307.1, XP_031834309.1	XP_003251445.2
OG0002499	XP_031828467.1	XP_003251461.2, XP_006569961.1
OG0002500	XP_031828120.1	XP_003251489.1
OG0002501	XP_031826861.1	XP_003251511.1
OG0002502	XP_031835464.1	XP_003251533.1
OG0002503	XP_031844135.1	XP_003251823.2
OG0002504	XP_031844145.1	XP_003251824.1
OG0002505	XP_031834125.1, XP_031834124.1, XP_031834126.1	XP_006557365.1, XP_026297645.1
OG0002506	XP_031846667.1	XP_006557483.1
OG0002507	XP_031826484.1	XP_006557488.1
OG0002508	XP_031831564.1, XP_031831562.1	XP_006557536.1
OG0002509	XP_031834174.1	XP_006557697.1
OG0002510	XP_031832393.1, XP_031832394.1	XP_006557910.2, XP_026300470.1
OG0002511	XP_031844758.1	XP_006557994.1
OG0002512	XP_031849461.1, XP_031849467.1	XP_006558051.1
OG0002513	XP_031831680.1, XP_031831681.1	XP_026299742.1, XP_006558102.1
OG0002514	XP_031843204.1, XP_031843205.1	XP_006558355.1
OG0002515	XP_031838895.1, XP_031838879.1	XP_625242.2, XP_006558420.1
OG0002516	XP_031849525.1	XP_006558480.1
OG0002517	XP_031832361.1	XP_006558565.1
OG0002518	XP_031844384.1, XP_031844383.1	XP_006558574.2, XP_006558573.2
OG0002519	XP_031833745.1	XP_006558610.1, XP_006558611.1
OG0002520	XP_031832021.1	XP_006558692.1
OG0002521	XP_031833205.1	XP_026295851.1, XP_026295850.1, XP_006558751.1, XP_026295849.1
OG0002522	XP_031845115.1	XP_006558773.1
OG0002523	XP_031845689.1	XP_006558861.1
OG0002524	XP_031830105.1	XP_006558931.1
OG0002525	XP_031832140.1	XP_006558978.2
OG0002526	XP_031828127.1	XP_006559002.1
OG0002527	XP_031836275.1, XP_031836273.1	XP_006559176.2, XP_006559181.2
OG0002528	XP_031831036.1, XP_031831037.1	XP_006559285.1
OG0002529	XP_031826995.1	XP_006559462.1
OG0002530	XP_031848730.1	XP_016772477.2, XP_006559482.2
OG0002531	XP_031829784.1, XP_031829785.1	XP_006559496.1
OG0002532	XP_031829725.1	XP_006559508.1
OG0002533	XP_031829809.1	XP_006559589.1, XP_006559590.1
OG0002534	XP_031838403.1	XP_006559708.2
OG0002535	XP_031836825.1	XP_006559745.1, XP_624942.1
OG0002536	XP_031848438.1	XP_006559775.2
OG0002537	XP_031848337.1, XP_031848336.1	XP_006559778.1, XP_026295150.1, XP_026295149.1
OG0002538	XP_031832131.1	XP_006559886.1
OG0002539	XP_031836634.1	XP_016768288.1
OG0002540	XP_031837776.1	XP_006559979.1
OG0002541	XP_031842503.1	XP_006560029.2, XP_396958.5
OG0002542	XP_031836781.1	XP_006560111.1
OG0002543	XP_031827660.1	XP_006560146.1
OG0002544	XP_031837239.1	XP_016771740.1, XP_006560290.1
OG0002545	XP_031833337.1	XP_006560678.1
OG0002546	XP_031828121.1	XP_006560694.2
OG0002547	XP_031841586.1	XP_006560863.1
OG0002548	XP_031832035.1, XP_031832036.1	XP_006560896.3
OG0002549	XP_031832280.1, XP_031832282.1, XP_031832279.1, XP_031832281.1	XP_006560904.1
OG0002550	XP_031840965.1	XP_016766612.2
OG0002551	XP_031841038.1	XP_006560961.1
OG0002552	XP_031840760.1	XP_006560984.1
OG0002553	XP_031847480.1	XP_006561076.2
OG0002554	XP_031831307.1	XP_006561140.1
OG0002555	XP_031847052.1, XP_031847053.1	XP_006561175.2
OG0002556	XP_031847046.1	XP_006561178.1
OG0002557	XP_031836299.1, XP_031836302.1	XP_006561196.1
OG0002558	XP_031834914.1	XP_006561216.2
OG0002559	XP_031834750.1, XP_031834751.1	XP_623199.2, XP_006561225.1
OG0002560	XP_031843427.1	XP_006561322.1
OG0002561	XP_031832330.1	XP_006561380.1, XP_395283.4
OG0002562	XP_031826937.1	XP_006561423.1
