GO.ID,Term,Annotated,Significant,Expected,classicFisher
GO:0071407,cellular response to organic cyclic comp...,54,0,0.87,1.00000
GO:0071427,mRNA-containing ribonucleoprotein comple...,36,0,0.58,1.00000
GO:0071453,cellular response to oxygen levels,34,0,0.55,1.00000
GO:0071456,cellular response to hypoxia,31,0,0.5,1.00000
GO:0071616,acyl-CoA biosynthetic process,26,0,0.42,1.00000
GO:0071684,organism emergence from protective struc...,21,0,0.34,1.00000
GO:0071772,response to BMP,60,0,0.97,1.00000
GO:0071773,cellular response to BMP stimulus,59,0,0.96,1.00000
GO:0071774,response to fibroblast growth factor,36,0,0.58,1.00000
GO:0071805,potassium ion transmembrane transport,67,0,1.09,1.00000
GO:0071806,protein transmembrane transport,62,0,1,1.00000
GO:0071824,protein-DNA complex subunit organization,239,0,3.87,1.00000
GO:0071867,response to monoamine,22,0,0.36,1.00000
GO:0071868,cellular response to monoamine stimulus,22,0,0.36,1.00000
GO:0071869,response to catecholamine,22,0,0.36,1.00000
GO:0071870,cellular response to catecholamine stimu...,22,0,0.36,1.00000
GO:0071897,DNA biosynthetic process,52,0,0.84,1.00000
GO:0071985,multivesicular body sorting pathway,27,0,0.44,1.00000
GO:0072001,renal system development,74,0,1.2,1.00000
GO:0072002,Malpighian tubule development,65,0,1.05,1.00000
GO:0072329,monocarboxylic acid catabolic process,55,0,0.89,1.00000
GO:0072330,monocarboxylic acid biosynthetic process,86,0,1.39,1.00000
GO:0072348,sulfur compound transport,27,0,0.44,1.00000
GO:0072384,organelle transport along microtubule,30,0,0.49,1.00000
GO:0072499,photoreceptor cell axon guidance,32,0,0.52,1.00000
GO:0072503,cellular divalent inorganic cation homeo...,80,0,1.3,1.00000
GO:0072507,divalent inorganic cation homeostasis,87,0,1.41,1.00000
GO:0072511,divalent inorganic cation transport,110,0,1.78,1.00000
GO:0072521,purine-containing compound metabolic pro...,230,0,3.73,1.00000
GO:0072522,purine-containing compound biosynthetic ...,128,0,2.07,1.00000
GO:0072523,purine-containing compound catabolic pro...,29,0,0.47,1.00000
GO:0072527,pyrimidine-containing compound metabolic...,31,0,0.5,1.00000
GO:0072528,pyrimidine-containing compound biosynthe...,24,0,0.39,1.00000
GO:0072583,clathrin-dependent endocytosis,28,0,0.45,1.00000
GO:0072599,establishment of protein localization to...,26,0,0.42,1.00000
GO:0072655,establishment of protein localization to...,63,0,1.02,1.00000
GO:0072657,protein localization to membrane,169,0,2.74,1.00000
GO:0072659,protein localization to plasma membrane,67,0,1.09,1.00000
GO:0090090,negative regulation of canonical Wnt sig...,42,0,0.68,1.00000
GO:0090092,regulation of transmembrane receptor pro...,57,0,0.92,1.00000
GO:0090100,positive regulation of transmembrane rec...,34,0,0.55,1.00000
GO:0090101,negative regulation of transmembrane rec...,25,0,0.4,1.00000
GO:0090150,establishment of protein localization to...,92,0,1.49,1.00000
GO:0090174,organelle membrane fusion,59,0,0.96,1.00000
GO:0090287,regulation of cellular response to growt...,64,0,1.04,1.00000
GO:0090288,negative regulation of cellular response...,35,0,0.57,1.00000
GO:0090306,spindle assembly involved in meiosis,23,0,0.37,1.00000
GO:0090329,regulation of DNA-dependent DNA replicat...,28,0,0.45,1.00000
GO:0090407,organophosphate biosynthetic process,268,0,4.34,1.00000
GO:0090503,"RNA phosphodiester bond hydrolysis, exon...",29,0,0.47,1.00000
GO:0090630,activation of GTPase activity,31,0,0.5,1.00000
GO:0097306,cellular response to alcohol,29,0,0.47,1.00000
GO:0097352,autophagosome maturation,26,0,0.42,1.00000
GO:0097502,mannosylation,27,0,0.44,1.00000
GO:0097581,lamellipodium organization,24,0,0.39,1.00000
GO:0098534,centriole assembly,30,0,0.49,1.00000
GO:0098655,cation transmembrane transport,354,0,5.73,1.00000
GO:0098656,anion transmembrane transport,154,0,2.49,1.00000
GO:0098657,import into cell,51,0,0.83,1.00000
GO:0098659,inorganic cation import across plasma me...,31,0,0.5,1.00000
GO:0098660,inorganic ion transmembrane transport,365,0,5.91,1.00000
GO:0098661,inorganic anion transmembrane transport,62,0,1,1.00000
GO:0098662,inorganic cation transmembrane transport,313,0,5.07,1.00000
GO:0098693,regulation of synaptic vesicle cycle,20,0,0.32,1.00000
GO:0098732,macromolecule deacylation,34,0,0.55,1.00000
GO:0098739,import across plasma membrane,41,0,0.66,1.00000
GO:0098771,inorganic ion homeostasis,175,0,2.83,1.00000
GO:0098781,ncRNA transcription,31,0,0.5,1.00000
GO:0098840,protein transport along microtubule,28,0,0.45,1.00000
GO:0098876,vesicle-mediated transport to the plasma...,34,0,0.55,1.00000
GO:0099118,microtubule-based protein transport,28,0,0.45,1.00000
GO:0099173,postsynapse organization,25,0,0.4,1.00000
GO:0099518,vesicle cytoskeletal trafficking,25,0,0.4,1.00000
GO:0099587,inorganic ion import across plasma membr...,31,0,0.5,1.00000
GO:0099643,signal release from synapse,103,0,1.67,1.00000
GO:0110020,regulation of actomyosin structure organ...,21,0,0.34,1.00000
GO:0110053,regulation of actin filament organizatio...,92,0,1.49,1.00000
GO:0110116,regulation of compound eye photoreceptor...,36,0,0.58,1.00000
GO:0120032,regulation of plasma membrane bounded ce...,47,0,0.76,1.00000
GO:0120034,positive regulation of plasma membrane b...,31,0,0.5,1.00000
GO:0140029,exocytic process,56,0,0.91,1.00000
GO:0140053,mitochondrial gene expression,130,0,2.11,1.00000
GO:0140056,organelle localization by membrane tethe...,53,0,0.86,1.00000
GO:0140238,presynaptic endocytosis,42,0,0.68,1.00000
GO:1901184,regulation of ERBB signaling pathway,42,0,0.68,1.00000
GO:1901185,negative regulation of ERBB signaling pa...,30,0,0.49,1.00000
GO:1901264,carbohydrate derivative transport,41,0,0.66,1.00000
GO:1901292,nucleoside phosphate catabolic process,20,0,0.32,1.00000
GO:1901293,nucleoside phosphate biosynthetic proces...,155,0,2.51,1.00000
GO:1901568,fatty acid derivative metabolic process,46,0,0.75,1.00000
GO:1901570,fatty acid derivative biosynthetic proce...,43,0,0.7,1.00000
GO:1901607,alpha-amino acid biosynthetic process,43,0,0.7,1.00000
GO:1901616,organic hydroxy compound catabolic proce...,33,0,0.53,1.00000
GO:1901655,cellular response to ketone,20,0,0.32,1.00000
GO:1901657,glycosyl compound metabolic process,53,0,0.86,1.00000
GO:1901658,glycosyl compound catabolic process,20,0,0.32,1.00000
GO:1901800,positive regulation of proteasomal prote...,50,0,0.81,1.00000
GO:1901879,regulation of protein depolymerization,28,0,0.45,1.00000
GO:1901880,negative regulation of protein depolymer...,23,0,0.37,1.00000
GO:1901988,negative regulation of cell cycle phase ...,52,0,0.84,1.00000
GO:1901990,regulation of mitotic cell cycle phase t...,99,0,1.6,1.00000
GO:1901991,negative regulation of mitotic cell cycl...,51,0,0.83,1.00000
GO:1901992,positive regulation of mitotic cell cycl...,29,0,0.47,1.00000
GO:1902099,regulation of metaphase/anaphase transit...,32,0,0.52,1.00000
GO:1902475,L-alpha-amino acid transmembrane transpo...,25,0,0.4,1.00000
GO:1902476,chloride transmembrane transport,35,0,0.57,1.00000
GO:1902600,proton transmembrane transport,104,0,1.68,1.00000
GO:1902652,secondary alcohol metabolic process,32,0,0.52,1.00000
GO:1902749,regulation of cell cycle G2/M phase tran...,35,0,0.57,1.00000
GO:1902750,negative regulation of cell cycle G2/M p...,21,0,0.34,1.00000
GO:1902903,regulation of supramolecular fiber organ...,123,0,1.99,1.00000
GO:1902904,negative regulation of supramolecular fi...,36,0,0.58,1.00000
GO:1902905,positive regulation of supramolecular fi...,59,0,0.96,1.00000
GO:1903350,response to dopamine,22,0,0.36,1.00000
GO:1903351,cellular response to dopamine,22,0,0.36,1.00000
GO:1903432,regulation of TORC1 signaling,42,0,0.68,1.00000
GO:1903509,liposaccharide metabolic process,54,0,0.87,1.00000
GO:1903522,regulation of blood circulation,30,0,0.49,1.00000
GO:1903825,organic acid transmembrane transport,78,0,1.26,1.00000
GO:1903829,positive regulation of cellular protein ...,36,0,0.58,1.00000
GO:1904029,regulation of cyclin-dependent protein k...,29,0,0.47,1.00000
GO:1904062,regulation of cation transmembrane trans...,36,0,0.58,1.00000
GO:1904064,positive regulation of cation transmembr...,24,0,0.39,1.00000
GO:1904263,positive regulation of TORC1 signaling,29,0,0.47,1.00000
GO:1905039,carboxylic acid transmembrane transport,78,0,1.26,1.00000
GO:1905268,negative regulation of chromatin organiz...,46,0,0.75,1.00000
GO:1905515,non-motile cilium assembly,23,0,0.37,1.00000
GO:1905818,regulation of chromosome separation,37,0,0.6,1.00000
GO:1905952,regulation of lipid localization,52,0,0.84,1.00000
GO:1905954,positive regulation of lipid localizatio...,20,0,0.32,1.00000
GO:1990542,mitochondrial transmembrane transport,70,0,1.13,1.00000
GO:1990778,protein localization to cell periphery,82,0,1.33,1.00000
GO:2000045,regulation of G1/S transition of mitotic...,25,0,0.4,1.00000
GO:2000142,regulation of DNA-templated transcriptio...,27,0,0.44,1.00000
GO:2000178,negative regulation of neural precursor ...,35,0,0.57,1.00000
GO:2001251,negative regulation of chromosome organi...,67,0,1.09,1.00000
GO:2001257,regulation of cation channel activity,26,0,0.42,1.00000
GO:2001259,positive regulation of cation channel ac...,20,0,0.32,1.00000
