Orthogroup	Eufriesea_mexicana	Aedes_aegypti
OG0001713	XP_017766156.1	XP_021705608.1, XP_021705607.1, XP_021705606.1, XP_021705605.1
OG0001714	XP_017754001.1, XP_017754010.1, XP_017753981.1	XP_001661880.1
OG0001715	XP_017762924.1	XP_001660978.1
OG0001716	XP_017761083.1, XP_017761080.1	XP_021708325.1
OG0001717	XP_017766336.1	XP_001648674.1
OG0001718	XP_017753458.1	XP_021698837.1, XP_021698835.1, XP_021698836.1, XP_021698839.1, XP_001648403.1, XP_021698838.1
OG0001719	XP_017761132.1, XP_017761131.1, XP_017761133.1	XP_001653610.1
OG0001720	XP_017761762.1	XP_021707046.1
OG0001721	XP_017752665.1	XP_001659894.2
OG0001722	XP_017763891.1	XP_021700019.1
OG0001723	XP_017761848.1	XP_001658810.2, XP_021708657.1, XP_021708698.1, XP_001658813.1, XP_021708687.1, XP_001660077.1, XP_001663216.2
OG0001724	XP_017757448.1, XP_017757447.1	XP_001658110.2
OG0001725	XP_017752192.1	XP_021709391.1
OG0001726	XP_017756693.1, XP_017753612.1	XP_021706047.1
OG0001727	XP_017766181.1	XP_021701407.1, XP_021701408.1, XP_021701410.1, XP_021701411.1, XP_021701412.1, XP_021701413.1, XP_021701406.1
OG0001728	XP_017758701.1, XP_017758700.1	XP_021700273.1
OG0001729	XP_017767515.1	XP_021696384.1, XP_021696372.1, XP_021696389.1
OG0001730	XP_017765928.1	XP_021707010.1, XP_021707011.1, XP_021707007.1, XP_021707008.1
OG0001731	XP_017756811.1	XP_021708554.1, XP_021708557.1
OG0001732	XP_017767650.1	XP_021694992.1
OG0001733	XP_017758262.1	XP_021695329.1, XP_021702423.1, XP_021702422.1, XP_021701342.1, XP_021712901.1, XP_021701341.1, XP_021702192.1
OG0001734	XP_017763592.1	XP_021703177.1, XP_001658259.2
OG0001735	XP_017758137.1	XP_021703341.1, XP_021706414.1
OG0001736	XP_017756067.1	XP_001657611.1
OG0001737	XP_017753173.1	XP_001659930.2
OG0001738	XP_017762686.1, XP_017762682.1	XP_001660400.1, XP_021697734.1
OG0001739	XP_017758436.1	XP_021695605.1, XP_021695606.1
OG0001740	XP_017767349.1, XP_017767345.1	XP_021704328.1
OG0001741	XP_017762688.1	XP_001649571.2, XP_021710883.1, XP_021710884.1
OG0001742	XP_017753956.1	XP_021708254.1
OG0001743	XP_017766811.1	XP_001660114.1
OG0001744	XP_017762061.1	XP_021704069.1, XP_021704068.1
OG0001745	XP_017752481.1, XP_017752482.1	XP_021713007.1
OG0001746	XP_017752754.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001748	XP_017756396.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_017753068.1	XP_021706440.1
OG0001750	XP_017755834.1	XP_001647895.2
OG0001751	XP_017766343.1	XP_001648099.1
OG0001752	XP_017757884.1, XP_017757885.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_017762936.1	XP_001652244.1
OG0001754	XP_017765981.1, XP_017752778.1	XP_001652911.1
OG0001755	XP_017764627.1	XP_001653062.1
OG0001756	XP_017764896.1	XP_001655179.1
OG0001757	XP_017766520.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
OG0001758	XP_017767662.1	XP_001656095.2
OG0001759	XP_017754749.1	XP_001657407.2
OG0001760	XP_017758198.1	XP_001657581.2
OG0001762	XP_017766221.1	XP_001661603.1
OG0001763	XP_017760813.1	XP_021707256.1, XP_001662871.1
OG0001764	XP_017757505.1	XP_001663376.2
OG0001765	XP_017756189.1, XP_017756190.1, XP_017756188.1, XP_017756191.1	XP_001663710.1
OG0001766	XP_017765570.1, XP_017765577.1	XP_021699736.1
OG0001767	XP_017755336.1, XP_017755333.1, XP_017755335.1	XP_021702187.1, XP_021702186.1
OG0001768	XP_017757774.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001769	XP_017763115.1	XP_021711093.1, XP_021711094.1
OG0001774	XP_017756656.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
OG0001775	XP_017754657.1	XP_001655999.2
OG0001776	XP_017766284.1	XP_021710782.1
OG0001777	XP_017767342.1	XP_001654587.1
OG0001778	XP_017755617.1, XP_017755616.1	XP_001655466.1, XP_021701850.1
OG0001779	XP_017759610.1	XP_001654343.1
OG0001780	XP_017761568.1	XP_021712259.1, XP_021707611.1, XP_021712258.1, XP_021707612.1, XP_021707614.1, XP_021707613.1, XP_021712257.1
OG0001781	XP_017755836.1	XP_001658016.1, XP_001654360.1
OG0001782	XP_017763846.1	XP_001663680.2
OG0001783	XP_017756971.1	XP_001662178.1
OG0001784	XP_017759486.1, XP_017759575.1	XP_021693607.1
OG0001785	XP_017758618.1	XP_001647846.1, XP_021693061.1
OG0001786	XP_017765430.1	XP_001652846.1, XP_001652845.1
OG0001787	XP_017767485.1	XP_001661418.1
OG0001789	XP_017757494.1	XP_001650308.2
OG0001790	XP_017752217.1	XP_021713380.1
OG0001791	XP_017765719.1	XP_001660244.1
OG0001792	XP_017764023.1	XP_001653344.1
OG0001793	XP_017758927.1	XP_001657814.1
OG0001794	XP_017765692.1	XP_021699339.1
OG0001796	XP_017762082.1	XP_001650832.1
OG0001797	XP_017755615.1	XP_001655339.1
OG0001799	XP_017755869.1	XP_001650267.3
OG0001800	XP_017762567.1	XP_001661937.2
OG0001801	XP_017766270.1	XP_001656302.2
OG0001802	XP_017756335.1	XP_001648600.1
OG0001803	XP_017757247.1	XP_001654138.1
OG0001804	XP_017761361.1	XP_001651535.2
OG0001805	XP_017759293.1	XP_001658946.1
OG0001806	XP_017757716.1	XP_021703614.1, XP_021703613.1, XP_021703612.1, XP_001650209.1
OG0001807	XP_017764251.1	XP_021697949.1, XP_021697948.1, XP_021697946.1
OG0001808	XP_017756341.1	XP_001648504.1, XP_001648505.2, XP_021711910.1
OG0001809	XP_017753142.1	XP_021704020.1
OG0001810	XP_017761764.1, XP_017761747.1	XP_021710388.1, XP_001648205.1
OG0001811	XP_017764919.1	XP_021706968.1
OG0001812	XP_017767010.1	XP_021703749.1, XP_001649272.1, XP_001647949.1, XP_021704430.1
OG0001813	XP_017764316.1	XP_021706119.1, XP_001660430.2
OG0001814	XP_017767609.1	XP_021699004.1
OG0001815	XP_017758576.1	XP_021706600.1, XP_001654420.1
OG0001816	XP_017758841.1	XP_021711934.1, XP_021705859.1
OG0001818	XP_017757910.1	XP_001648308.1
OG0001820	XP_017762758.1, XP_017762759.1	XP_001656491.2
OG0001821	XP_017755699.1	XP_021705923.1
OG0001822	XP_017754282.1	XP_021701245.1
OG0001823	XP_017753747.1	XP_001657128.2
OG0001824	XP_017759760.1	XP_021706910.1
OG0001825	XP_017756412.1	XP_001658727.1
OG0001826	XP_017754378.1	XP_021697012.1
OG0001827	XP_017757601.1	XP_021712977.1, XP_021712976.1, XP_021712975.1, XP_021712974.1, XP_021712973.1, XP_021712972.1
OG0001828	XP_017763861.1	XP_021712291.1, XP_001658462.1
OG0001829	XP_017755812.1	XP_001654783.1
OG0001830	XP_017767728.1	XP_021710578.1, XP_021710575.1, XP_021710579.1, XP_021710577.1, XP_021710576.1
OG0001831	XP_017756799.1	XP_001657882.2
OG0001832	XP_017765238.1	XP_021707800.1, XP_021707803.1, XP_021707802.1, XP_021707801.1
OG0001833	XP_017752144.1	XP_001660568.1, XP_021697617.1
OG0001834	XP_017766983.1	XP_001658587.2
OG0001835	XP_017752364.1	XP_021699457.1, XP_021699456.1
OG0001836	XP_017760537.1	XP_021696438.1, XP_021696292.1
OG0001837	XP_017760780.1	XP_001657385.1
OG0001838	XP_017758454.1	XP_001662943.2
OG0001839	XP_017765802.1	XP_001656241.1, XP_001656242.2
OG0001840	XP_017767725.1	XP_021693014.1
OG0001841	XP_017755592.1	XP_001662612.2, XP_021706346.1
OG0001842	XP_017759743.1	XP_021708481.1, XP_021708478.1, XP_021708479.1, XP_021708480.1, XP_021708483.1
OG0001843	XP_017756903.1	XP_001647861.1
OG0001844	XP_017759330.1, XP_017759332.1	XP_001648000.2, XP_021693221.1, XP_001647999.2, XP_021693222.1
OG0001845	XP_017764185.1	XP_001654410.1
OG0001846	XP_017757495.1	XP_021693741.1, XP_021693743.1, XP_021693742.1
OG0001847	XP_017753418.1	XP_021696658.1, XP_001653615.1, XP_021712569.1, XP_021712570.1
OG0001848	XP_017753313.1	XP_001660510.1
OG0001850	XP_017760575.1	XP_001657137.1
OG0001851	XP_017762135.1	XP_001658707.2
OG0001852	XP_017760950.1	XP_021707599.1
OG0001853	XP_017764241.1	XP_021700185.1, XP_021700184.1, XP_021700182.1, XP_021700183.1
OG0001854	XP_017762216.1	XP_001659748.2
OG0001855	XP_017764305.1, XP_017764289.1	XP_001655018.1
OG0001856	XP_017758890.1	XP_021706007.1, XP_021706008.1
OG0001858	XP_017766853.1, XP_017766852.1	XP_001655314.1, XP_021694464.1
OG0001859	XP_017766658.1	XP_021706404.1, XP_021694347.1, XP_001657815.1
OG0001860	XP_017754325.1	XP_021711673.1
OG0001861	XP_017757479.1	XP_001662954.2
OG0001862	XP_017766276.1	XP_021698825.1, XP_001656028.1
OG0001863	XP_017764527.1, XP_017764528.1, XP_017764526.1	XP_001650313.2
OG0001864	XP_017757737.1	XP_021703166.1, XP_021703165.1, XP_001658160.2
OG0001865	XP_017754393.1	XP_001650915.1
OG0001866	XP_017759395.1, XP_017759394.1, XP_017759397.1	XP_021697144.1, XP_001659957.1
OG0001867	XP_017762954.1	XP_021712246.1
OG0001868	XP_017763386.1	XP_021707165.1, XP_021707164.1, XP_001659505.1
OG0001869	XP_017753907.1	XP_021707427.1, XP_021707425.1, XP_021707423.1, XP_021707426.1
OG0001870	XP_017760174.1	XP_001652587.1
OG0001871	XP_017764027.1	XP_001657691.1
OG0001872	XP_017755107.1	XP_021706756.1, XP_021706757.1
OG0001873	XP_017763459.1	XP_001654074.2
OG0001874	XP_017763987.1	XP_001649673.2
OG0001875	XP_017752712.1	XP_021697559.1
OG0001876	XP_017762084.1	XP_021692922.1, XP_021692917.1
OG0001877	XP_017753773.1	XP_021702661.1
OG0001878	XP_017759633.1	XP_021710678.1, XP_001655100.1, XP_001650845.1, XP_001659599.2
OG0001879	XP_017764812.1	XP_021703643.1
OG0001880	XP_017760311.1	XP_021700033.1, XP_021700038.1, XP_021700039.1
OG0001881	XP_017761719.1	XP_011493034.2
OG0001882	XP_017756378.1	XP_021694906.1, XP_021694907.1, XP_021694904.1, XP_021694905.1, XP_021694908.1, XP_021694909.1, XP_011493407.2
OG0001883	XP_017756989.1	XP_021713193.1
OG0001884	XP_017757806.1	XP_021700781.1, XP_021700786.1, XP_021700788.1
OG0001885	XP_017752385.1	XP_021693388.1, XP_001660962.2, XP_021693389.1
OG0001886	XP_017757213.1	XP_021710919.1
OG0001887	XP_017765937.1	XP_001650218.2, XP_021703628.1, XP_021703626.1, XP_021706599.1, XP_021700995.1
OG0001888	XP_017761511.1, XP_017761513.1	XP_001656705.2, XP_021702813.1
OG0001889	XP_017753220.1	XP_001661881.1
OG0001890	XP_017767277.1	XP_021708813.1
OG0001891	XP_017767743.1, XP_017767742.1	XP_021707500.1
OG0001892	XP_017755307.1	XP_021707664.1
OG0001893	XP_017758503.1	XP_021699346.1
OG0001894	XP_017764916.1	XP_021697761.1
OG0001895	XP_017761569.1	XP_021695274.1
OG0001896	XP_017758410.1	XP_021700472.1
OG0001897	XP_017756107.1	XP_001652661.1, XP_021706950.1
OG0001898	XP_017754421.1	XP_001663962.2
OG0001899	XP_017760740.1	XP_001654630.1
OG0001900	XP_017760473.1	XP_021703372.1
OG0001901	XP_017760816.1	XP_001662611.1
OG0001902	XP_017764972.1, XP_017764962.1	XP_021708938.1, XP_021712229.1
OG0001903	XP_017767604.1	XP_021703750.1, XP_001649274.2
OG0001905	XP_017757413.1	XP_001650299.2, XP_021693922.1
OG0001906	XP_017758481.1, XP_017758289.1	XP_021704732.1
OG0001907	XP_017760457.1	XP_001650086.2
OG0001908	XP_017767761.1, XP_017767762.1	XP_001656234.1
OG0001909	XP_017761393.1, XP_017761396.1	XP_021702262.1, XP_021702271.1
OG0001913	XP_017767082.1	XP_021704809.1
OG0001914	XP_017765462.1	XP_021702586.1, XP_021696818.1
OG0001915	XP_017757476.1	XP_021706539.1, XP_021706508.1
OG0001916	XP_017765014.1	XP_001660605.1
OG0001917	XP_017760991.1, XP_017760989.1	XP_001654386.1
OG0001919	XP_017767106.1	XP_021700283.1
OG0001921	XP_017763586.1	XP_021706711.1, XP_021706708.1, XP_021706709.1, XP_021706710.1, XP_021706712.1, XP_021706713.1, XP_021706714.1, XP_021712678.1
OG0001922	XP_017767074.1	XP_011493578.1
OG0001923	XP_017762230.1	XP_001652085.2
OG0001924	XP_017763443.1, XP_017753378.1	XP_021700902.1
OG0001925	XP_017761061.1	XP_021708383.1, XP_021708387.1, XP_021708382.1, XP_021708385.1, XP_021708386.1, XP_021708388.1, XP_021708384.1
OG0001926	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1	XP_001659471.1
OG0001927	XP_017762217.1	XP_021702614.1, XP_001655971.2
OG0001928	XP_017763555.1	XP_021698851.1
OG0001929	XP_017758422.1	XP_021702281.1
OG0001930	XP_017767356.1	XP_001651141.1
OG0001931	XP_017765319.1	XP_021706792.1, XP_001663406.1
OG0001933	XP_017764880.1	XP_001651463.2, XP_021712848.1
OG0001934	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1	XP_021704757.1, XP_021704756.1
OG0001935	XP_017764257.1, XP_017764256.1	XP_021694991.1
OG0001936	XP_017756033.1	XP_021708552.1
OG0001937	XP_017755817.1	XP_021708032.1, XP_021712188.1
OG0001938	XP_017755683.1	XP_021707924.1, XP_021707925.1, XP_021707926.1, XP_021707927.1, XP_021707923.1
OG0001939	XP_017757878.1	XP_001657962.2
OG0001940	XP_017757009.1	XP_001658640.1
OG0001941	XP_017762381.1	XP_021702015.1
OG0001942	XP_017752914.1	XP_001662960.1
OG0001943	XP_017766281.1	XP_001654025.2, XP_021713121.1
OG0001944	XP_017764539.1	XP_001652255.3
OG0001945	XP_017754047.1	XP_021706254.1, XP_021706252.1
OG0001946	XP_017760758.1, XP_017760756.1, XP_017760757.1	XP_021700836.1, XP_021700832.1
OG0001947	XP_017762450.1	XP_021695537.1
OG0001949	XP_017752502.1	XP_021712604.1, XP_021703926.1, XP_021703927.1, XP_021703928.1
OG0001950	XP_017755402.1	XP_001663086.2, XP_021699579.1, XP_021699578.1
OG0001951	XP_017756638.1	XP_021704100.1
OG0001952	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1	XP_021699848.1
OG0001953	XP_017765746.1, XP_017755082.1	XP_021698730.1
OG0001954	XP_017756097.1	XP_001647778.2
OG0001955	XP_017757643.1	XP_001647950.1
OG0001956	XP_017753105.1	XP_001648128.2, XP_021704528.1
OG0001959	XP_017757533.1, XP_017757534.1	XP_001662716.2, XP_001649986.2
OG0001960	XP_017757784.1	XP_001651285.1
OG0001961	XP_017752378.1, XP_017752377.1, XP_017752376.1	XP_021706242.1, XP_021706241.1, XP_021706243.1, XP_001651602.1
OG0001962	XP_017766862.1	XP_001655155.1, XP_001660370.1
OG0001963	XP_017754260.1	XP_001656343.1, XP_021710770.1, XP_021710771.1, XP_021710772.1
OG0001964	XP_017760597.1	XP_001657975.2
OG0001965	XP_017762781.1	XP_021709748.1, XP_001658722.1
OG0001966	XP_017759308.1	XP_021699453.1, XP_011493090.2, XP_021699454.1
OG0001967	XP_017755508.1, XP_017755509.1	XP_021692958.1
OG0001969	XP_017759640.1	XP_021694469.1, XP_021694470.1
OG0001970	XP_017759951.1	XP_021700163.1
OG0001971	XP_017766134.1	XP_021701730.1
OG0001973	XP_017756938.1	XP_021706103.1, XP_021706102.1, XP_021706099.1, XP_021706100.1
OG0001974	XP_017755388.1	XP_021706347.1, XP_021706349.1, XP_021706348.1, XP_021706351.1, XP_021706352.1, XP_021706350.1
OG0001975	XP_017755986.1, XP_017755984.1	XP_021710764.1, XP_021710765.1
OG0001987	XP_017766719.1, XP_017766718.1, XP_017766720.1	XP_001654823.1
OG0001988	XP_017753324.1	XP_001652419.1
OG0001989	XP_017752320.1, XP_017752319.1	XP_001664307.1, XP_001662342.1
OG0001990	XP_017753470.1, XP_017753479.1	XP_001649527.2
OG0001991	XP_017760145.1, XP_017760144.1	XP_021693622.1
OG0001992	XP_017764860.1	XP_001663456.1
OG0001993	XP_017755146.1	XP_001657186.1
OG0001994	XP_017763139.1	XP_001655824.1
OG0001995	XP_017761753.1	XP_021694932.1, XP_021694930.1, XP_021694931.1, XP_021694929.1
OG0001996	XP_017755075.1	XP_001658284.1
OG0001997	XP_017752289.1	XP_021694034.1, XP_021694036.1
OG0001998	XP_017758605.1	XP_001657081.2, XP_021711121.1
OG0001999	XP_017767582.1	XP_001654110.2
OG0002000	XP_017759545.1	XP_021701636.1
OG0002001	XP_017755894.1	XP_001654798.1, XP_021696930.1
OG0002002	XP_017755889.1	XP_021700879.1, XP_001650127.1
OG0002004	XP_017761106.1	XP_021709372.1, XP_001653273.1, XP_021712517.1, XP_021711747.1
OG0002005	XP_017757315.1	XP_001648971.2
OG0002006	XP_017759628.1	XP_001648436.1
OG0002007	XP_017767759.1	XP_001663658.2
OG0002009	XP_017753666.1, XP_017753669.1, XP_017753668.1	XP_001649565.2, XP_001649576.2
OG0002010	XP_017752695.1	XP_021696649.1, XP_001652049.1
OG0002011	XP_017766231.1	XP_021699544.1
OG0002012	XP_017766388.1	XP_021707317.1, XP_021707316.1
OG0002013	XP_017763091.1	XP_021707456.1
OG0002014	XP_017766697.1, XP_017766694.1	XP_021703286.1, XP_021703301.1
OG0002015	XP_017755655.1	XP_001651326.2
OG0002016	XP_017766359.1	XP_021712620.1, XP_001655398.1
OG0002017	XP_017765206.1	XP_021699724.1
OG0002018	XP_017754613.1, XP_017754612.1	XP_001656424.1
OG0002019	XP_017760760.1	XP_001650675.1
OG0002020	XP_017767599.1	XP_021693297.1
OG0002021	XP_017762697.1	XP_001660435.1
OG0002022	XP_017765315.1	XP_001659928.1, XP_021712759.1
OG0002023	XP_017766536.1	XP_021698976.1
OG0002024	XP_017767611.1	XP_021705137.1, XP_021705136.1
OG0002025	XP_017757131.1	XP_001660915.1
OG0002026	XP_017765553.1	XP_021708073.1
OG0002027	XP_017762169.1	XP_021698213.1, XP_021698212.1, XP_021698211.1
OG0002028	XP_017753177.1	XP_021695336.1, XP_021695333.1
OG0002029	XP_017754661.1	XP_021699817.1
OG0002032	XP_017758759.1	XP_021705255.1
OG0002033	XP_017753889.1	XP_001655052.2, XP_001655051.2
OG0002034	XP_017763079.1	XP_021703905.1, XP_021708702.1
OG0002035	XP_017760243.1	XP_021710461.1, XP_021710460.1, XP_021710459.1, XP_021710458.1, XP_021710457.1, XP_021710456.1, XP_021710462.1, XP_021710463.1, XP_021710464.1, XP_021710465.1
OG0002036	XP_017759696.1	XP_021698401.1
OG0002037	XP_017754054.1	XP_001657723.1
OG0002038	XP_017754470.1	XP_021705732.1, XP_001656882.1
OG0002039	XP_017765511.1, XP_017765512.1	XP_021696857.1, XP_021696859.1, XP_021696854.1, XP_021696858.1, XP_021696855.1, XP_021696856.1
OG0002041	XP_017763990.1	XP_001661004.2
OG0002042	XP_017757959.1	XP_021711074.1
OG0002043	XP_017752282.1, XP_017752256.1	XP_001654285.2
OG0002044	XP_017752860.1	XP_021692933.1, XP_021692932.1, XP_021692931.1
OG0002045	XP_017757902.1	XP_021700822.1, XP_001654153.2
OG0002047	XP_017755727.1	XP_001662952.2
OG0002048	XP_017757250.1	XP_021693261.1, XP_021693262.1, XP_021693250.1
OG0002049	XP_017763150.1	XP_001657413.2
OG0002050	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1	XP_001661613.2
OG0002051	XP_017754517.1, XP_017754473.1	XP_001650787.1
OG0002052	XP_017759150.1	XP_001654238.1
OG0002053	XP_017761246.1	XP_021704986.1
OG0002054	XP_017759935.1, XP_017759936.1	XP_021702372.1
OG0002055	XP_017767449.1	XP_021699091.1, XP_021699090.1
OG0002056	XP_017760142.1, XP_017760141.1	XP_021711845.1, XP_001651045.1
OG0002057	XP_017759866.1	XP_021701189.1
OG0002058	XP_017766985.1	XP_001653033.1, XP_021703690.1, XP_001653035.1, XP_001653036.2
OG0002059	XP_017760572.1	XP_001653641.1, XP_021697404.1
OG0002060	XP_017752975.1	XP_021709612.1
OG0002061	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1	XP_021701939.1
OG0002062	XP_017757107.1	XP_021697091.1, XP_021697090.1, XP_021697088.1, XP_021697087.1, XP_021697089.1
OG0002063	XP_017757613.1	XP_021706324.1, XP_021706323.1, XP_001653117.1
OG0002064	XP_017766552.1	XP_021698918.1, XP_001661369.2
OG0002065	XP_017767275.1	XP_021704389.1, XP_021704396.1
OG0002066	XP_017758096.1	XP_021713324.1, XP_021712281.1, XP_021711970.1
OG0002067	XP_017752193.1	XP_001651806.1
OG0002068	XP_017753626.1	XP_001661802.1
OG0002069	XP_017760314.1	XP_001663723.2
OG0002070	XP_017755240.1, XP_017755233.1	XP_021713381.1, XP_021713382.1
OG0002071	XP_017761158.1	XP_021700369.1, XP_021700370.1, XP_021700371.1, XP_001661960.1
OG0002072	XP_017756922.1	XP_001658181.2
OG0002073	XP_017759529.1	XP_001660900.1, XP_021701418.1, XP_021701417.1
OG0002074	XP_017765211.1	XP_021713169.1
OG0002075	XP_017761371.1	XP_001657421.1
OG0002076	XP_017756261.1	XP_021704769.1, XP_021704812.1, XP_021704798.1, XP_021704808.1, XP_021704790.1, XP_021704775.1, XP_021704817.1, XP_021704784.1
OG0002077	XP_017765013.1	XP_001659320.1
OG0002078	XP_017761900.1	XP_001655536.2, XP_021702297.1, XP_021702296.1, XP_021702295.1, XP_021702294.1
OG0002079	XP_017752475.1	XP_021698016.1
OG0002080	XP_017752411.1	XP_001655393.1
OG0002081	XP_017752559.1	XP_001658896.1
OG0002082	XP_017756854.1	XP_001657833.1
OG0002083	XP_017761027.1	XP_021699262.1, XP_021699265.1, XP_021699263.1, XP_021699264.1, XP_021699267.1, XP_021699261.1
OG0002084	XP_017766997.1	XP_021695962.1
OG0002085	XP_017763727.1	XP_001658894.2
OG0002086	XP_017766239.1	XP_001660810.2
OG0002087	XP_017754635.1	XP_001662226.1
OG0002088	XP_017758462.1	XP_021709590.1, XP_021709591.1, XP_021709592.1
OG0002089	XP_017761526.1	XP_021697379.1
OG0002090	XP_017760923.1	XP_001657796.2
OG0002091	XP_017763140.1	XP_001648366.2
OG0002092	XP_017763315.1	XP_021696347.1, XP_021709876.1
OG0002093	XP_017754692.1	XP_021694967.1, XP_021694963.1, XP_021694966.1, XP_021694965.1, XP_021694968.1, XP_021694964.1, XP_021696654.1, XP_021696652.1, XP_021696653.1, XP_021696651.1
OG0002094	XP_017756239.1	XP_021698854.1
OG0002095	XP_017767606.1	XP_001649906.1, XP_001649907.1
OG0002096	XP_017756847.1, XP_017756848.1, XP_017756849.1	XP_001658032.1
OG0002097	XP_017756237.1	XP_001658647.1
OG0002098	XP_017759237.1	XP_001657165.1
OG0002099	XP_017755026.1, XP_017759158.1, XP_017759176.1	XP_021711436.1
OG0002100	XP_017757543.1, XP_017758365.1	XP_001655468.1
OG0002101	XP_017766163.1	XP_021712895.1, XP_001651058.2
OG0002102	XP_017760478.1	XP_021695018.1, XP_021695017.1, XP_021695021.1, XP_021695020.1, XP_021695022.1, XP_021695019.1
OG0002103	XP_017763770.1	XP_001655133.2, XP_021699620.1, XP_011493590.2
OG0002104	XP_017757412.1	XP_001651269.2
OG0002106	XP_017755462.1	XP_001651639.2
