Orthogroup	Eufriesea_mexicana	Bombyx_mori
OG0001527	XP_017756866.1, XP_017756865.1	XP_012547691.1, XP_012547692.1, XP_004928271.1
OG0001529	XP_017757336.1	NP_001103396.1, XP_021202150.1
OG0001530	XP_017754040.1, XP_017754041.1, XP_017754042.1	XP_004928962.1
OG0001531	XP_017757528.1	XP_004927972.1
OG0001533	XP_017757893.1	XP_037872089.1
OG0001534	XP_017762184.1	XP_012548708.1
OG0001536	XP_017752631.1	XP_021207987.1
OG0001537	XP_017756128.1	XP_004930078.1
OG0001538	XP_017764264.1	NP_001037049.1, XP_037873389.1
OG0001539	XP_017764641.1	NP_001182396.1
OG0001540	XP_017764661.1	XP_037866721.1, NP_001108344.1, XP_037866889.1
OG0001541	XP_017761035.1	XP_037869460.1
OG0001542	XP_017755216.1	XP_004925578.2
OG0001543	XP_017760035.1	XP_021208076.1
OG0001545	XP_017752308.1	XP_021205692.2
OG0001546	XP_017767699.1	XP_021202997.2
OG0001547	XP_017756116.1	XP_037875077.1
OG0001548	XP_017765675.1	XP_037871858.1
OG0001549	XP_017762912.1, XP_017762911.1	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1
OG0001550	XP_017756522.1, XP_017756495.1	NP_001127721.1
OG0001551	XP_017753293.1, XP_017753287.1, XP_017753289.1, XP_017753294.1, XP_017753292.1, XP_017753286.1, XP_017753290.1, XP_017753291.1	NP_001040440.1, XP_021205145.1
OG0001552	XP_017765484.1	XP_037875658.1, XP_037875663.1
OG0001553	XP_017758661.1, XP_017758660.1, XP_017758659.1, XP_017758658.1	XP_004922085.1
OG0001554	XP_017761029.1	XP_021202702.2
OG0001555	XP_017755605.1	XP_004926499.2
OG0001556	XP_017766589.1	XP_037869191.1
OG0001557	XP_017754844.1	NP_001127732.1, XP_037868153.1
OG0001558	XP_017759570.1	XP_004922281.1
OG0001559	XP_017755086.1	XP_012550319.2
OG0001560	XP_017761824.1	XP_012553162.1, XP_012553161.2
OG0001561	XP_017762996.1	XP_004928449.2
OG0001562	XP_017759839.1	XP_037867104.1, XP_037867118.1
OG0001563	XP_017753860.1, XP_017753861.1	XP_021204882.1
OG0001565	XP_017758432.1, XP_017758431.1	XP_037874788.1
OG0001567	XP_017762421.1	NP_001036935.1, XP_037873779.1
OG0001568	XP_017757468.1	XP_037876104.1, NP_001243990.1
OG0001569	XP_017759896.1	XP_037873304.1
OG0001570	XP_017766275.1	XP_012551718.2
OG0001571	XP_017757811.1, XP_017757812.1, XP_017757813.1	XP_037875923.1
OG0001572	XP_017765781.1, XP_017765780.1	XP_004927967.1, XP_004927965.1
OG0001574	XP_017766634.1	XP_012553425.1, XP_021201980.1
OG0001575	XP_017755712.1	NP_001037325.1, NP_001037333.1
OG0001576	XP_017755963.1	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1
OG0001577	XP_017753933.1	XP_037868606.1, NP_001106746.1
OG0001578	XP_017766319.1	NP_001127709.1, NP_001127751.1, XP_037874604.1
OG0001579	XP_017766242.1	XP_037874676.1
OG0001580	XP_017756269.1, XP_017756265.1	XP_004930748.1
OG0001581	XP_017757870.1	XP_012551182.2
OG0001582	XP_017752328.1	XP_012550801.1
OG0001583	XP_017753734.1	XP_004928527.1
OG0001584	XP_017754014.1, XP_017754016.1	XP_012546518.1, XP_012546512.1
OG0001586	XP_017756326.1	XP_012545422.2, NP_001138795.1
OG0001587	XP_017765123.1	XP_004931594.2
OG0001588	XP_017754884.1	XP_037873144.1
OG0001589	XP_017757481.1	XP_021209162.1, XP_004925726.1, XP_004925727.1
OG0001591	XP_017754902.1, XP_017754900.1, XP_017754898.1, XP_017754899.1, XP_017754897.1	XP_004930937.1
OG0001592	XP_017765453.1	XP_004927023.1
OG0001593	XP_017765071.1	NP_001036870.1, XP_037867807.1
OG0001594	XP_017760183.1	XP_004927503.2
OG0001595	XP_017759837.1, XP_017759838.1	XP_004922227.1, XP_021205276.1
OG0001596	XP_017762763.1	XP_004926385.1
OG0001597	XP_017754584.1	XP_004927855.1
OG0001598	XP_017765923.1	XP_037876897.1, NP_001037309.1
OG0001599	XP_017756408.1, XP_017756407.1	XP_037872272.1
OG0001600	XP_017754958.1	XP_021208437.1
OG0001601	XP_017754165.1, XP_017754157.1	XP_012553340.2
OG0001602	XP_017761399.1, XP_017761400.1	XP_012553401.1, XP_004931415.1, XP_021201945.1
OG0001604	XP_017758901.1, XP_017758903.1	XP_012549189.1, XP_012549190.1
OG0001605	XP_017764105.1	NP_001040217.1, XP_012543931.1
OG0001606	XP_017763286.1	NP_001296482.1, XP_004927952.1
OG0001608	XP_017761482.1, XP_017761480.1	XP_004931746.1
OG0001612	XP_017759262.1	XP_021207912.2
OG0001614	XP_017754529.1	NP_001036780.1
OG0001615	XP_017764935.1	NP_001037213.1, XP_037872124.1
OG0001616	XP_017761466.1	NP_001040407.1
OG0001617	XP_017755975.1, XP_017755969.1	NP_001040232.1
OG0001619	XP_017753400.1	XP_021205425.1, XP_004928959.1
OG0001620	XP_017764518.1, XP_017764519.1	XP_004933138.1
OG0001621	XP_017754496.1	XP_004925826.2, XP_037877870.1
OG0001623	XP_017761094.1	XP_037867510.1
OG0001624	XP_017766541.1, XP_017766625.1	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1
OG0001625	XP_017758985.1	XP_037874467.1
OG0001626	XP_017764714.1	XP_004928349.1
OG0001627	XP_017759581.1	XP_004924826.1
OG0001628	XP_017757209.1	NP_001239350.1, XP_012553261.1
OG0001629	XP_017762481.1, XP_017762480.1	XP_037873828.1, NP_001037261.1
OG0001630	XP_017765400.1	XP_012546057.1, XP_012546059.1, XP_004926433.1
OG0001631	XP_017760386.1, XP_017760383.1	XP_004924824.1
OG0001632	XP_017762889.1, XP_017762890.1	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1
OG0001633	XP_017766798.1	XP_004930100.1
OG0001634	XP_017753601.1	XP_021204093.1, XP_021204095.1
OG0001635	XP_017753595.1	XP_004933692.1
OG0001636	XP_017755485.1	NP_001037295.1
OG0001637	XP_017758517.1	XP_004932373.2
OG0001638	XP_017753528.1, XP_017753540.1	XP_037877824.1
OG0001639	XP_017767221.1, XP_017767222.1, XP_017767220.1	XP_004924180.1
OG0001640	XP_017752461.1	XP_004925552.1
OG0001641	XP_017753665.1	XP_037870957.1
OG0001642	XP_017766423.1	XP_004927839.1
OG0001643	XP_017763229.1	XP_012546247.1
OG0001644	XP_017761257.1	XP_004931403.2, XP_012550302.2, XP_004931298.1
OG0001645	XP_017764307.1	XP_012550830.1, XP_012550828.1
OG0001646	XP_017766339.1	XP_037873850.1
OG0001647	XP_017759307.1	XP_004923960.1
OG0001648	XP_017754092.1	XP_004921645.2
OG0001649	XP_017754651.1, XP_017754499.1, XP_017754574.1	NP_001040322.1
OG0001650	XP_017757914.1	XP_037870812.1
OG0001651	XP_017761487.1, XP_017761488.1, XP_017761490.1	XP_012550939.1
OG0001652	XP_017762622.1, XP_017762621.1	XP_037874387.1
OG0001653	XP_017757704.1	XP_004932298.1
OG0001654	XP_017756092.1	XP_037874808.1, XP_037874810.1
OG0001655	XP_017753209.1	XP_037870353.1, XP_004929896.1
OG0001656	XP_017764215.1	XP_037874784.1
OG0001657	XP_017753268.1, XP_017753267.1, XP_017753269.1	XP_004923460.1
OG0001658	XP_017767207.1	XP_004929407.1
OG0001659	XP_017765105.1	XP_037867834.1, XP_037867832.1
OG0001660	XP_017758922.1	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1
OG0001661	XP_017764131.1, XP_017764132.1	XP_012550425.1, XP_012550426.1
OG0001662	XP_017765231.1	XP_037875847.1, XP_037875850.1
OG0001663	XP_017756451.1	XP_004924463.1
OG0001664	XP_017761351.1	XP_037876251.1
OG0001665	XP_017761496.1	NP_001037676.1, XP_012550254.1
OG0001666	XP_017753192.1	XP_004932903.1
OG0001667	XP_017755242.1	XP_037873549.1, XP_037873548.1, XP_004933395.1
OG0001668	XP_017762420.1	XP_021207357.2
OG0001669	XP_017765749.1	XP_037872626.1
OG0001670	XP_017760237.1, XP_017760238.1	XP_012547337.1
OG0001671	XP_017759383.1	XP_037869789.1
OG0001672	XP_017762492.1, XP_017762490.1, XP_017762491.1	XP_004927542.1
OG0001673	XP_017764841.1	XP_037875318.1
OG0001674	XP_017754048.1	XP_037868399.1
OG0001675	XP_017759347.1	XP_004932175.2
OG0001677	XP_017767775.1	XP_004926878.2
OG0001678	XP_017753352.1, XP_017753353.1	XP_004933182.1, XP_021208293.1
OG0001679	XP_017761497.1	XP_012550552.1, NP_001040193.1
OG0001680	XP_017761407.1	XP_004931709.1
OG0001681	XP_017766594.1, XP_017766596.1	XP_004925168.1
OG0001682	XP_017755769.1	XP_037871731.1
OG0001684	XP_017752134.1	XP_004926136.1
OG0001686	XP_017761307.1	XP_012545103.1
OG0001687	XP_017766513.1	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1
OG0001688	XP_017759903.1	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1
OG0001689	XP_017766782.1	XP_004931070.1
OG0001690	XP_017759401.1	XP_004933420.1, XP_004925492.1
OG0001693	XP_017754267.1	XP_037866559.1
OG0001694	XP_017767028.1	XP_012550686.1
OG0001695	XP_017765096.1, XP_017765097.1, XP_017765098.1, XP_017765094.1, XP_017765095.1	NP_001157388.1, XP_037869526.1
OG0001696	XP_017755693.1	XP_037867835.1
OG0001697	XP_017753829.1	XP_037870401.1
OG0001699	XP_017752266.1	XP_037868480.1
OG0001700	XP_017761179.1	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1
OG0001701	XP_017763828.1, XP_017763827.1	NP_001103813.1, XP_012545114.1
OG0001702	XP_017763377.1	XP_037872870.1, XP_037872869.1
OG0001703	XP_017766294.1	XP_037872461.1
OG0001704	XP_017753412.1	XP_004922938.1
OG0001706	XP_017767583.1	XP_021203120.2
OG0001707	XP_017759082.1	XP_004929683.1, XP_004929682.1
OG0001708	XP_017752268.1	XP_004933031.1, XP_012551704.1, XP_021208160.1
OG0001709	XP_017757351.1, XP_017757271.1	XP_012546115.2
OG0001711	XP_017760099.1	XP_004929510.2, XP_037870316.1
OG0001712	XP_017752985.1	XP_037868206.1, XP_037868211.1
OG0001713	XP_017766156.1	XP_021204783.2
OG0001714	XP_017754001.1, XP_017754010.1, XP_017753981.1	XP_004925113.1
OG0001715	XP_017762924.1	XP_004925167.2
OG0001716	XP_017761083.1, XP_017761080.1	NP_001119720.1, XP_021208178.2
OG0001717	XP_017766336.1	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2
OG0001718	XP_017753458.1	XP_021202370.2
OG0001719	XP_017761132.1, XP_017761131.1, XP_017761133.1	XP_004930706.1
OG0001720	XP_017761762.1	XP_037874122.1
OG0001721	XP_017752665.1	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3
OG0001722	XP_017763891.1	NP_001124379.1
OG0001724	XP_017757448.1, XP_017757447.1	XP_004930392.1
OG0001725	XP_017752192.1	XP_037874888.1
OG0001726	XP_017756693.1, XP_017753612.1	XP_037868722.1
OG0001727	XP_017766181.1	XP_004931661.1, XP_037869753.1
OG0001728	XP_017758701.1, XP_017758700.1	XP_037877837.1
OG0001729	XP_017767515.1	XP_021207174.2, XP_021207178.2
OG0001730	XP_017765928.1	NP_001037025.1
OG0001731	XP_017756811.1	NP_001165929.1
OG0001732	XP_017767650.1	NP_001171333.1
OG0001733	XP_017758262.1	XP_004927018.1
OG0001734	XP_017763592.1	XP_037866680.1
OG0001735	XP_017758137.1	XP_012546484.1, NP_001091806.1
OG0001736	XP_017756067.1	XP_021201870.2
OG0001737	XP_017753173.1	XP_037869249.1, XP_037870331.1
OG0001738	XP_017762686.1, XP_017762682.1	XP_012549316.1, XP_021206205.1
OG0001739	XP_017758436.1	XP_037869643.1, XP_004931603.3, XP_037869644.1
OG0001740	XP_017767349.1, XP_017767345.1	NP_001243985.1, XP_012549111.2
OG0001741	XP_017762688.1	XP_037867100.1, XP_004930147.2, XP_012549296.2
OG0001742	XP_017753956.1	NP_001155190.1, XP_037867298.1
OG0001743	XP_017766811.1	XP_012544721.1
OG0001744	XP_017762061.1	XP_037876498.1
OG0001745	XP_017752481.1, XP_017752482.1	XP_037867651.1, XP_037867652.1
OG0001746	XP_017752754.1	XP_004928647.1
OG0001748	XP_017756396.1	XP_037872366.1, XP_021205486.1
OG0001749	XP_017753068.1	XP_037868039.1
OG0001750	XP_017755834.1	XP_004923007.1
OG0001751	XP_017766343.1	XP_004924269.1
OG0001752	XP_017757884.1, XP_017757885.1	XP_004925235.2
OG0001753	XP_017762936.1	XP_037875699.1
OG0001754	XP_017765981.1, XP_017752778.1	NP_001296479.1
OG0001755	XP_017764627.1	XP_012547839.1
OG0001756	XP_017764896.1	XP_012552706.1, XP_004922860.1
OG0001758	XP_017767662.1	XP_004923350.1
OG0001759	XP_017754749.1	XP_004922730.1
OG0001760	XP_017758198.1	XP_021203209.1, XP_037875161.1
OG0001762	XP_017766221.1	XP_004931903.1
OG0001763	XP_017760813.1	XP_037870842.1, XP_004926374.1
OG0001764	XP_017757505.1	XP_004924410.1, XP_004924409.1
OG0001765	XP_017756189.1, XP_017756190.1, XP_017756188.1, XP_017756191.1	XP_004931914.1, XP_012550765.1
OG0001766	XP_017765570.1, XP_017765577.1	XP_021203029.1, XP_021203032.1, XP_004925229.1
OG0001767	XP_017755336.1, XP_017755333.1, XP_017755335.1	XP_004929359.3
OG0001768	XP_017757774.1	XP_012545642.3
OG0001769	XP_017763115.1	XP_004927805.1
OG0001774	XP_017756656.1	NP_001091826.1
OG0001775	XP_017754657.1	NP_001037464.2, XP_012549720.1
OG0001776	XP_017766284.1	XP_021203566.1
OG0001777	XP_017767342.1	NP_001037524.1, XP_021204674.1
OG0001778	XP_017755617.1, XP_017755616.1	NP_001037048.1
OG0001779	XP_017759610.1	NP_001040379.1
OG0001780	XP_017761568.1	XP_004924435.2
OG0001781	XP_017755836.1	NP_001166823.1
OG0001782	XP_017763846.1	XP_004927858.1
OG0001783	XP_017756971.1	XP_004931936.2
OG0001784	XP_017759486.1, XP_017759575.1	XP_004922147.1, XP_012548350.1, XP_021204677.1
OG0001785	XP_017758618.1	XP_004925259.1
OG0001786	XP_017765430.1	NP_001037223.1, XP_037870668.1
OG0001787	XP_017767485.1	XP_004932937.1
OG0001788	XP_017766022.1	XP_004926494.1
OG0001789	XP_017757494.1	XP_004924543.1
OG0001790	XP_017752217.1	XP_004927254.1
OG0001791	XP_017765719.1	NP_001040447.1
OG0001792	XP_017764023.1	XP_037867676.1
OG0001793	XP_017758927.1	NP_001040374.1
OG0001794	XP_017765692.1	XP_004927813.2
OG0001795	XP_017761376.1	XP_012544831.3
OG0001796	XP_017762082.1	XP_004931911.2
OG0001797	XP_017755615.1	NP_001093087.1
OG0001799	XP_017755869.1	NP_001166191.1
OG0001800	XP_017762567.1	XP_037867731.1
OG0001801	XP_017766270.1	XP_004927251.1
OG0001802	XP_017756335.1	XP_037870920.1, XP_012547121.1, NP_001040267.1
OG0001803	XP_017757247.1	XP_004925344.1
OG0001804	XP_017761361.1	XP_012551475.1
OG0001805	XP_017759293.1	XP_021206263.1, XP_037866965.1
OG0001806	XP_017757716.1	XP_004930470.2
OG0001807	XP_017764251.1	XP_037873557.1
OG0001809	XP_017753142.1	XP_004929394.2
OG0001810	XP_017761764.1, XP_017761747.1	XP_012550807.1
OG0001811	XP_017764919.1	XP_037871981.1
OG0001812	XP_017767010.1	NP_001037207.1
OG0001813	XP_017764316.1	XP_004929628.1
OG0001814	XP_017767609.1	NP_001040328.1
OG0001815	XP_017758576.1	NP_001091823.1, XP_037876930.1
OG0001816	XP_017758841.1	XP_012545172.2
OG0001817	XP_017761405.1	XP_004931715.1, XP_021207399.2
OG0001818	XP_017757910.1	XP_004928925.2
OG0001819	XP_017767134.1	XP_012545306.2
OG0001820	XP_017762758.1, XP_017762759.1	XP_004921850.1
OG0001821	XP_017755699.1	XP_037867951.1, XP_037877404.1
OG0001823	XP_017753747.1	XP_037875756.1
OG0001824	XP_017759760.1	XP_037868084.1, XP_037868075.1
OG0001825	XP_017756412.1	XP_037873173.1
OG0001826	XP_017754378.1	XP_012549145.2, NP_001243729.1
OG0001827	XP_017757601.1	XP_037876392.1, XP_037876387.1
OG0001828	XP_017763861.1	XP_012547992.1
OG0001829	XP_017755812.1	NP_001040363.1
OG0001830	XP_017767728.1	XP_012544507.1
OG0001831	XP_017756799.1	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1
OG0001832	XP_017765238.1	XP_012550340.1
OG0001833	XP_017752144.1	XP_021202831.1
OG0001834	XP_017766983.1	XP_021205575.2
OG0001835	XP_017752364.1	XP_004933227.2
OG0001836	XP_017760537.1	XP_037869491.1, XP_037869486.1
OG0001838	XP_017758454.1	NP_001040461.1
OG0001839	XP_017765802.1	XP_037867245.1, XP_004930061.1
OG0001840	XP_017767725.1	XP_004924490.1
OG0001841	XP_017755592.1	XP_037875131.1
OG0001842	XP_017759743.1	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1
OG0001843	XP_017756903.1	XP_004923065.1
OG0001844	XP_017759330.1, XP_017759332.1	XP_037868430.1
OG0001845	XP_017764185.1	NP_001165388.1, XP_037869302.1, XP_004929656.1
OG0001846	XP_017757495.1	NP_001296512.1
OG0001847	XP_017753418.1	XP_004924718.1
OG0001848	XP_017753313.1	XP_037868356.1, XP_037868357.1
OG0001850	XP_017760575.1	XP_012546560.2, XP_004927043.1
OG0001851	XP_017762135.1	XP_021204066.2
OG0001852	XP_017760950.1	XP_004925133.2
OG0001853	XP_017764241.1	XP_037877103.1
OG0001854	XP_017762216.1	XP_037876316.1, XP_037876317.1, XP_004921880.1
OG0001855	XP_017764305.1, XP_017764289.1	NP_001165386.1
OG0001856	XP_017758890.1	XP_037875737.1, XP_021202011.1
OG0001857	XP_017754770.1, XP_017754847.1	XP_004922477.1
OG0001858	XP_017766853.1, XP_017766852.1	XP_004928683.1
OG0001859	XP_017766658.1	XP_012552420.3
OG0001861	XP_017757479.1	NP_001036938.1
OG0001862	XP_017766276.1	XP_012546765.1
OG0001863	XP_017764527.1, XP_017764528.1, XP_017764526.1	XP_004931917.1
OG0001864	XP_017757737.1	XP_037876894.1
OG0001865	XP_017754393.1	XP_012545585.1, NP_001037554.1
OG0001866	XP_017759395.1, XP_017759394.1, XP_017759397.1	XP_004923469.1
OG0001867	XP_017762954.1	XP_037876257.1
OG0001868	XP_017763386.1	XP_037873044.1
OG0001869	XP_017753907.1	NP_001040327.1
OG0001870	XP_017760174.1	XP_004929677.1
OG0001871	XP_017764027.1	XP_012547234.2, XP_037871093.1
OG0001872	XP_017755107.1	XP_004922404.2
OG0001873	XP_017763459.1	XP_004931774.2
OG0001874	XP_017763987.1	XP_037871173.1
OG0001875	XP_017752712.1	XP_012553311.1
OG0001876	XP_017762084.1	XP_012549181.1
OG0001878	XP_017759633.1	XP_004922231.2
OG0001879	XP_017764812.1	XP_004929391.1
OG0001880	XP_017760311.1	XP_012551963.1
OG0001881	XP_017761719.1	XP_037870422.1
OG0001882	XP_017756378.1	XP_037871054.1, XP_037871051.1
OG0001883	XP_017756989.1	XP_004931525.1
OG0001884	XP_017757806.1	XP_037877616.1, XP_037877615.1, XP_037877613.1, XP_037877625.1
OG0001885	XP_017752385.1	XP_037876616.1, XP_037876617.1
OG0001886	XP_017757213.1	XP_012545706.2
OG0001887	XP_017765937.1	XP_037870239.1
OG0001888	XP_017761511.1, XP_017761513.1	XP_021202882.2, XP_012544871.2
OG0001889	XP_017753220.1	XP_037869833.1
OG0001890	XP_017767277.1	XP_004932898.1, XP_004928637.1
OG0001891	XP_017767743.1, XP_017767742.1	XP_004923196.2
OG0001892	XP_017755307.1	XP_004932246.1
OG0001893	XP_017758503.1	XP_037867202.1, XP_037867201.1, XP_037867204.1, XP_037867203.1, XP_037867205.1
OG0001894	XP_017764916.1	XP_037867673.1, XP_004926898.1
OG0001895	XP_017761569.1	XP_037873123.1
OG0001896	XP_017758410.1	XP_021203417.2
OG0001897	XP_017756107.1	XP_004930778.1, XP_004930779.1
OG0001898	XP_017754421.1	XP_004933569.2, XP_012553329.2
OG0001899	XP_017760740.1	NP_001243914.1
OG0001900	XP_017760473.1	XP_004922569.1
OG0001901	XP_017760816.1	XP_037876242.1
OG0001902	XP_017764972.1, XP_017764962.1	XP_012544997.2
OG0001903	XP_017767604.1	XP_004928575.2
OG0001904	XP_017763877.1	XP_037866807.1
OG0001905	XP_017757413.1	XP_012544944.2
OG0001906	XP_017758481.1, XP_017758289.1	XP_037873835.1
OG0001907	XP_017760457.1	XP_037871977.1
OG0001908	XP_017767761.1, XP_017767762.1	NP_001166831.1
OG0001909	XP_017761393.1, XP_017761396.1	XP_021209035.1
OG0001910	XP_017762727.1	XP_004931433.1
OG0001913	XP_017767082.1	XP_037871630.1
OG0001914	XP_017765462.1	XP_004933679.2, XP_004933676.1
OG0001915	XP_017757476.1	XP_004925729.1
OG0001916	XP_017765014.1	NP_001036911.1, XP_012550247.3
OG0001917	XP_017760991.1, XP_017760989.1	XP_004923160.1
OG0001918	XP_017763607.1	XP_037877189.1
OG0001919	XP_017767106.1	XP_037873437.1, XP_037873436.1
OG0001920	XP_017767432.1	XP_037873063.1
OG0001921	XP_017763586.1	XP_037868287.1
OG0001922	XP_017767074.1	XP_012550597.1
OG0001923	XP_017762230.1	NP_001157948.1, XP_037869037.1
OG0001924	XP_017763443.1, XP_017753378.1	XP_004930019.1
OG0001925	XP_017761061.1	NP_001243987.1, XP_004928073.3
OG0001926	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1	XP_004929255.1, XP_004929254.1
OG0001927	XP_017762217.1	XP_037873449.1, XP_037873450.1
OG0001928	XP_017763555.1	XP_021207183.2, XP_037869913.1
OG0001929	XP_017758422.1	XP_004932386.2
OG0001930	XP_017767356.1	XP_012546096.2
OG0001931	XP_017765319.1	XP_004923112.1
OG0001933	XP_017764880.1	NP_001138793.1, XP_037876452.1
OG0001934	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1	XP_012548268.1
OG0001935	XP_017764257.1, XP_017764256.1	XP_012551363.1, XP_004932653.1
OG0001936	XP_017756033.1	XP_021207986.1, NP_001124345.1, NP_001091791.1
OG0001937	XP_017755817.1	NP_001136084.1, XP_037874195.1
OG0001938	XP_017755683.1	XP_004921707.1, XP_004921760.1
OG0001939	XP_017757878.1	XP_012546950.1, NP_001093283.1
OG0001940	XP_017757009.1	XP_021203465.1, XP_004925890.1, XP_004925891.1
OG0001941	XP_017762381.1	XP_012549425.2, XP_012549428.2
OG0001942	XP_017752914.1	XP_004926240.1
OG0001943	XP_017766281.1	XP_004923590.1
OG0001944	XP_017764539.1	NP_001037504.1
OG0001945	XP_017754047.1	XP_012547652.2
OG0001946	XP_017760758.1, XP_017760756.1, XP_017760757.1	XP_037869327.1
OG0001947	XP_017762450.1	XP_037867944.1, XP_004924339.1
OG0001948	XP_017762965.1	XP_012549281.1
OG0001949	XP_017752502.1	XP_037870326.1, XP_004926920.1
OG0001951	XP_017756638.1	XP_037874958.1
OG0001952	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1	XP_037866697.1, XP_037866709.1
OG0001953	XP_017765746.1, XP_017755082.1	XP_021207789.1, XP_004932490.1
OG0001955	XP_017757643.1	XP_012550006.2
OG0001956	XP_017753105.1	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001957	XP_017766185.1	XP_037869310.1
OG0001959	XP_017757533.1, XP_017757534.1	XP_004921844.1
OG0001960	XP_017757784.1	XP_037871193.1
OG0001961	XP_017752378.1, XP_017752377.1, XP_017752376.1	XP_004930929.1
