Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0001879	XP_017764812.1	XP_015171396.1, XP_015171398.1, XP_015171397.1, XP_015171399.1
OG0001880	XP_017760311.1	XP_015172835.1
OG0001881	XP_017761719.1	XP_015174193.1, XP_015174194.1, XP_015174192.1
OG0001882	XP_017756378.1	XP_015184076.1
OG0001883	XP_017756989.1	XP_015184878.1
OG0001884	XP_017757806.1	XP_015176448.1
OG0001885	XP_017752385.1	XP_015173241.1
OG0001886	XP_017757213.1	XP_015179758.1, XP_015179757.1, XP_015179756.1
OG0001887	XP_017765937.1	XP_015175304.1
OG0001888	XP_017761511.1, XP_017761513.1	XP_015172515.1
OG0001889	XP_017753220.1	XP_015183494.1
OG0001890	XP_017767277.1	XP_015173409.1
OG0001891	XP_017767743.1, XP_017767742.1	XP_015178248.1
OG0001892	XP_017755307.1	XP_015176599.1
OG0001893	XP_017758503.1	XP_015178509.1
OG0001894	XP_017764916.1	XP_015184100.1
OG0001895	XP_017761569.1	XP_015172410.1
OG0001896	XP_017758410.1	XP_015188572.1
OG0001897	XP_017756107.1	XP_015184071.1, XP_015184072.1
OG0001898	XP_017754421.1	XP_015190841.1
OG0001899	XP_017760740.1	XP_015186838.1, XP_015186837.1, XP_015186839.1, XP_015186840.1
OG0001900	XP_017760473.1	XP_015172465.1
OG0001901	XP_017760816.1	XP_015183753.1
OG0001902	XP_017764972.1, XP_017764962.1	XP_015191182.1
OG0001903	XP_017767604.1	XP_015181389.1
OG0001904	XP_017763877.1	XP_015184523.1
OG0001905	XP_017757413.1	XP_015185923.1
OG0001906	XP_017758481.1, XP_017758289.1	XP_015176835.1
OG0001907	XP_017760457.1	XP_015177182.1
OG0001908	XP_017767761.1, XP_017767762.1	XP_015186132.1, XP_015186130.1, XP_015186129.1
OG0001909	XP_017761393.1, XP_017761396.1	XP_015177471.1
OG0001910	XP_017762727.1	XP_015171741.1
OG0001913	XP_017767082.1	XP_015175176.1, XP_015175174.1
OG0001914	XP_017765462.1	XP_015187649.1
OG0001915	XP_017757476.1	XP_015191657.1, XP_015191659.1
OG0001916	XP_017765014.1	XP_015173586.1
OG0001917	XP_017760991.1, XP_017760989.1	XP_015186077.1, XP_015186078.1, XP_015186080.1
OG0001918	XP_017763607.1	XP_015175250.1
OG0001919	XP_017767106.1	XP_015181481.1
OG0001920	XP_017767432.1	XP_015186981.1
OG0001921	XP_017763586.1	XP_015184705.1
OG0001922	XP_017767074.1	XP_015181655.1
OG0001923	XP_017762230.1	XP_015173943.1
OG0001924	XP_017753378.1	XP_015182393.1
OG0001925	XP_017761061.1	XP_015188258.1
OG0001926	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1	XP_015177247.1, XP_015177246.1
OG0001927	XP_017762217.1	XP_015173319.1
OG0001928	XP_017763555.1	XP_015174352.1
OG0001929	XP_017758422.1	XP_015188549.1
OG0001930	XP_017767356.1	XP_015186481.1
OG0001931	XP_017765319.1	XP_015188196.1
OG0001933	XP_017764880.1	XP_015187502.1
OG0001934	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1	XP_015178211.1, XP_015178161.1
OG0001935	XP_017764257.1, XP_017764256.1	XP_015176604.1
OG0001936	XP_017756033.1	XP_015177238.1
OG0001937	XP_017755817.1	XP_015185094.1
OG0001938	XP_017755683.1	XP_015179969.1
OG0001939	XP_017757878.1	XP_015175414.1
OG0001941	XP_017762381.1	XP_015175093.1, XP_015175086.1
OG0001942	XP_017752914.1	XP_015173382.1
OG0001943	XP_017766281.1	XP_015184456.1, XP_015184455.1
OG0001944	XP_017764539.1	XP_015184304.1
OG0001945	XP_017754047.1	XP_015173926.1, XP_015173928.1
OG0001946	XP_017760758.1, XP_017760756.1, XP_017760757.1	XP_015178438.1
OG0001947	XP_017762450.1	XP_015185978.1
OG0001948	XP_017762965.1	XP_015187833.1, XP_015187832.1
OG0001950	XP_017755402.1	XP_015189119.1, XP_015189118.1
OG0001951	XP_017756638.1	XP_015171087.1
OG0001952	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1	XP_015187849.1
OG0001953	XP_017765746.1, XP_017755082.1	XP_015189355.1
OG0001954	XP_017756097.1	XP_015178926.1
OG0001955	XP_017757643.1	XP_015189220.1
OG0001956	XP_017753105.1	XP_015177852.1
OG0001957	XP_017766185.1	XP_015176367.1
OG0001959	XP_017757533.1, XP_017757534.1	XP_015183053.1, XP_015183227.1
OG0001960	XP_017757784.1	XP_015191311.1
OG0001961	XP_017752378.1, XP_017752377.1, XP_017752376.1	XP_015176951.1
OG0001963	XP_017754260.1	XP_015178671.1
OG0001964	XP_017760597.1	XP_015185506.1
OG0001965	XP_017762781.1	XP_015188667.1, XP_015188707.1
OG0001966	XP_017759308.1	XP_015179595.1
OG0001967	XP_017755508.1, XP_017755509.1	XP_015190634.1, XP_015190635.1, XP_015190632.1
OG0001969	XP_017759640.1	XP_015172127.1
OG0001970	XP_017759951.1	XP_015179592.1, XP_015179590.1
OG0001971	XP_017766134.1	XP_015187399.1
OG0001973	XP_017756938.1	XP_015171108.1, XP_015171109.1
OG0001974	XP_017755388.1	XP_015174716.1
OG0001975	XP_017755986.1, XP_017755984.1	XP_015190920.1
OG0001976	XP_017757123.1	XP_015186881.1, XP_015186879.1, XP_015186880.1
OG0001977	XP_017763738.1	XP_015178741.1
OG0001978	XP_017756773.1	XP_015186454.1, XP_015186450.1
OG0001980	XP_017761036.1	XP_015172239.1
OG0001981	XP_017755033.1	XP_015178508.1
OG0001982	XP_017758684.1	XP_015179983.1
OG0001983	XP_017760683.1	XP_015186826.1
OG0001984	XP_017755957.1	XP_015179979.1, XP_015173123.1
OG0001987	XP_017766719.1, XP_017766718.1, XP_017766720.1	XP_015184561.1
OG0001988	XP_017753324.1	XP_015171751.1
OG0001989	XP_017752320.1, XP_017752319.1	XP_015191507.1
OG0001990	XP_017753470.1	XP_015172109.1
OG0001991	XP_017760145.1, XP_017760144.1	XP_015182325.1
OG0001992	XP_017764860.1	XP_015182726.1
OG0001993	XP_017755146.1	XP_015189999.1
OG0001994	XP_017763139.1	XP_015174737.1
OG0001995	XP_017761753.1	XP_015187522.1
OG0001996	XP_017755075.1	XP_015191471.1
OG0001997	XP_017752289.1	XP_015176362.1
OG0001998	XP_017758605.1	XP_015171608.1
OG0001999	XP_017767582.1	XP_015189100.1
OG0002000	XP_017759545.1	XP_015175539.1, XP_015175540.1, XP_015175541.1
OG0002001	XP_017755894.1	XP_015171295.1, XP_015171286.1
OG0002002	XP_017755889.1	XP_015189974.1, XP_015189923.1
OG0002004	XP_017761106.1	XP_015184488.1, XP_015184485.1, XP_015184486.1, XP_015184489.1, XP_015184490.1
OG0002005	XP_017757315.1	XP_015191528.1
OG0002006	XP_017759628.1	XP_015171621.1
OG0002007	XP_017767759.1	XP_015175387.1
OG0002009	XP_017753666.1, XP_017753669.1, XP_017753668.1	XP_015171301.1, XP_015171300.1
OG0002010	XP_017752695.1	XP_015186184.1
OG0002011	XP_017766231.1	XP_015173491.1, XP_015173490.1, XP_015173489.1
OG0002012	XP_017766388.1	XP_015183509.1
OG0002013	XP_017763091.1	XP_015185440.1, XP_015185439.1, XP_015185441.1
OG0002014	XP_017766697.1, XP_017766694.1	XP_015177048.1
OG0002015	XP_017755655.1	XP_015190658.1, XP_015190657.1, XP_015190655.1, XP_015190656.1
OG0002016	XP_017766359.1	XP_015171523.1
OG0002017	XP_017765206.1	XP_015179342.1
OG0002018	XP_017754613.1, XP_017754612.1	XP_015175219.1
OG0002019	XP_017760760.1	XP_015171673.1
OG0002020	XP_017767599.1	XP_015182556.1
OG0002021	XP_017762697.1	XP_015175193.1
OG0002022	XP_017765315.1	XP_015188995.1
OG0002023	XP_017766536.1	XP_015181142.1
OG0002024	XP_017767611.1	XP_015178190.1
OG0002025	XP_017757131.1	XP_015182776.1
OG0002026	XP_017765553.1	XP_015175844.1
OG0002027	XP_017762169.1	XP_015174092.1, XP_015174085.1
OG0002028	XP_017753177.1	XP_015177836.1
OG0002029	XP_017754661.1	XP_015184188.1, XP_015184187.1
OG0002030	XP_017762052.1	XP_015176640.1
OG0002032	XP_017758759.1	XP_015179900.1, XP_015179899.1
OG0002033	XP_017753889.1	XP_015175752.1
OG0002034	XP_017763079.1	XP_015187701.1, XP_015187700.1
OG0002036	XP_017759696.1	XP_015188208.1, XP_015189027.1
OG0002037	XP_017754054.1	XP_015175060.1, XP_015188620.1
OG0002038	XP_017754470.1	XP_015189514.1
OG0002039	XP_017765511.1, XP_017765512.1	XP_015188408.1, XP_015187737.1
OG0002040	XP_017760605.1	XP_015183117.1
OG0002041	XP_017763990.1	XP_015189240.1, XP_015189241.1
OG0002042	XP_017757959.1	XP_015177555.1
OG0002043	XP_017752282.1, XP_017752256.1	XP_015171357.1
OG0002044	XP_017752860.1	XP_015176363.1
OG0002045	XP_017757902.1	XP_015181595.1
OG0002046	XP_017757202.1, XP_017757204.1	XP_015179759.1
OG0002047	XP_017755727.1	XP_015191191.1
OG0002048	XP_017757250.1	XP_015174213.1, XP_015174207.1
OG0002049	XP_017763150.1	XP_015176996.1
OG0002050	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1	XP_015176017.1
OG0002051	XP_017754517.1, XP_017754473.1	XP_015175468.1
OG0002052	XP_017759150.1	XP_015171588.1
OG0002053	XP_017761246.1	XP_015175420.1, XP_015175419.1
OG0002054	XP_017759935.1, XP_017759936.1	XP_015188494.1
OG0002055	XP_017767449.1	XP_015177844.1
OG0002056	XP_017760142.1, XP_017760141.1	XP_015181642.1
OG0002057	XP_017759866.1	XP_015189472.1
OG0002058	XP_017766985.1	XP_015173891.1
OG0002059	XP_017760572.1	XP_015185576.1
OG0002060	XP_017752975.1	XP_015186333.1, XP_015186336.1
OG0002061	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1	XP_015173836.1
OG0002062	XP_017757107.1	XP_015189037.1, XP_015189036.1, XP_015189035.1
OG0002063	XP_017757613.1	XP_015174763.1
OG0002064	XP_017766552.1	XP_015188742.1
OG0002065	XP_017767275.1	XP_015175999.1, XP_015176000.1, XP_015175998.1, XP_015175997.1
OG0002066	XP_017758096.1	XP_015179153.1
OG0002067	XP_017752193.1	XP_015182815.1
OG0002068	XP_017753626.1	XP_015191343.1
OG0002069	XP_017760314.1	XP_015181184.1
OG0002070	XP_017755240.1, XP_017755233.1	XP_015173165.1, XP_015173166.1, XP_015173167.1
OG0002071	XP_017761158.1	XP_015178989.1
OG0002072	XP_017756922.1	XP_015180591.1
OG0002073	XP_017759529.1	XP_015183910.1
OG0002074	XP_017765211.1	XP_015181258.1
OG0002075	XP_017761371.1	XP_015171660.1
OG0002076	XP_017756261.1	XP_015187995.1
OG0002077	XP_017765013.1	XP_015173566.1
OG0002078	XP_017761900.1	XP_015191241.1
OG0002079	XP_017752475.1	XP_015191707.1
OG0002080	XP_017752411.1	XP_015183112.1
OG0002081	XP_017752559.1	XP_015173147.1
OG0002082	XP_017756854.1	XP_015178037.1
OG0002083	XP_017761027.1	XP_015186438.1
OG0002084	XP_017766997.1	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1
OG0002085	XP_017763727.1	XP_015182656.1, XP_015182655.1
OG0002086	XP_017766239.1	XP_015188119.1
OG0002087	XP_017754635.1	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1
OG0002088	XP_017758462.1	XP_015186423.1
OG0002089	XP_017761526.1	XP_015172491.1
OG0002090	XP_017760923.1	XP_015179015.1, XP_015179014.1
OG0002091	XP_017763140.1	XP_015176656.1
OG0002092	XP_017763315.1	XP_015185208.1
OG0002093	XP_017754692.1	XP_015187945.1, XP_015187946.1
OG0002094	XP_017756239.1	XP_015178846.1
OG0002095	XP_017767606.1	XP_015178723.1
OG0002096	XP_017756847.1, XP_017756848.1, XP_017756849.1	XP_015184909.1
OG0002097	XP_017756237.1	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1
OG0002098	XP_017759237.1	XP_015179070.1
OG0002099	XP_017759158.1, XP_017759176.1	XP_015172617.1
OG0002100	XP_017757543.1, XP_017758365.1	XP_015177000.1
OG0002101	XP_017766163.1	XP_015184136.1
OG0002102	XP_017760478.1	XP_015180552.1
OG0002103	XP_017763770.1	XP_015174491.1
OG0002104	XP_017757412.1	XP_015178280.1
OG0002105	XP_017766097.1	XP_015180372.1
OG0002106	XP_017755462.1	XP_015176235.1, XP_015176236.1
OG0002107	XP_017763711.1	XP_015189870.1
OG0002108	XP_017752804.1	XP_015178117.1
OG0002109	XP_017761008.1, XP_017761009.1	XP_015185231.1
OG0002110	XP_017757815.1	XP_015185703.1
OG0002111	XP_017767451.1	XP_015176308.1
OG0002113	XP_017758370.1, XP_017757979.1	XP_015183731.1
OG0002114	XP_017753662.1	XP_015180999.1
OG0002115	XP_017760245.1	XP_015179912.1, XP_015179913.1, XP_015179914.1
OG0002116	XP_017764509.1	XP_015177480.1, XP_015177482.1
OG0002117	XP_017757255.1	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1
OG0002118	XP_017756942.1	XP_015173000.1, XP_015172991.1
OG0002119	XP_017766154.1, XP_017766153.1	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1
OG0002120	XP_017754827.1	XP_015175722.1
OG0002121	XP_017761119.1	XP_015185580.1
OG0002122	XP_017764050.1	XP_015185272.1
OG0002123	XP_017764665.1	XP_015188784.1
OG0002124	XP_017764429.1, XP_017764430.1	XP_015180438.1
OG0002125	XP_017761662.1	XP_015183960.1
OG0002126	XP_017759074.1	XP_015172224.1
OG0002127	XP_017765725.1	XP_015187006.1
OG0002128	XP_017758879.1	XP_015184665.1
OG0002129	XP_017767584.1	XP_015181337.1
OG0002130	XP_017759055.1, XP_017759054.1	XP_015185366.1, XP_015185365.1
OG0002131	XP_017754640.1	XP_015171192.1
OG0002132	XP_017759411.1	XP_015186268.1
OG0002134	XP_017758644.1, XP_017761974.1	XP_015174736.1
OG0002136	XP_017763437.1	XP_015188768.1, XP_015188767.1
OG0002137	XP_017762124.1	XP_015177867.1
OG0002138	XP_017758106.1, XP_017758107.1	XP_015173339.1
OG0002139	XP_017756475.1	XP_015173785.1
OG0002140	XP_017766910.1	XP_015174668.1
OG0002141	XP_017754310.1	XP_015188670.1, XP_015188680.1
OG0002142	XP_017763258.1	XP_015179529.1, XP_015179530.1
OG0002143	XP_017766945.1	XP_015174670.1
OG0002144	XP_017755009.1	XP_015183914.1
OG0002145	XP_017762839.1	XP_015187997.1
OG0002146	XP_017753420.1	XP_015191389.1
OG0002147	XP_017765728.1	XP_015190908.1, XP_015190906.1, XP_015190907.1
OG0002148	XP_017757379.1, XP_017757378.1	XP_015182137.1
OG0002149	XP_017763227.1	XP_015178309.1
OG0002150	XP_017760754.1	XP_015183760.1
OG0002151	XP_017752881.1	XP_015183028.1
OG0002152	XP_017753679.1	XP_015173302.1, XP_015173303.1
OG0002153	XP_017754308.1	XP_015174121.1
OG0002154	XP_017767439.1	XP_015180065.1
OG0002155	XP_017757228.1	XP_015174195.1
OG0002156	XP_017761426.1, XP_017756721.1	XP_015190010.1
OG0002157	XP_017764898.1	XP_015190456.1
OG0002158	XP_017753903.1	XP_015174029.1
OG0002159	XP_017756146.1	XP_015171334.1
OG0002160	XP_017755570.1	XP_015191435.1
OG0002161	XP_017767552.1	XP_015178291.1
OG0002163	XP_017767026.1	XP_015180901.1, XP_015180900.1
OG0002164	XP_017759358.1, XP_017759356.1	XP_015185447.1
OG0002165	XP_017753265.1, XP_017753263.1	XP_015185989.1, XP_015185990.1
OG0002166	XP_017755988.1	XP_015179018.1, XP_015179022.1
OG0002167	XP_017765159.1	XP_015182466.1
OG0002168	XP_017756391.1, XP_017756392.1	XP_015184038.1
OG0002169	XP_017761752.1	XP_015187786.1
OG0002170	XP_017767370.1	XP_015176567.1
OG0002171	XP_017764741.1	XP_015179242.1
OG0002172	XP_017765741.1, XP_017765740.1, XP_017765739.1	XP_015182247.1
OG0002173	XP_017755901.1	XP_015189626.1, XP_015189290.1
OG0002174	XP_017765293.1	XP_015182186.1, XP_015182184.1
OG0002175	XP_017753363.1	XP_015187428.1
OG0002177	XP_017760286.1	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1
OG0002178	XP_017758487.1	XP_015180693.1
OG0002179	XP_017764207.1	XP_015179780.1
OG0002180	XP_017754059.1	XP_015179100.1
OG0002181	XP_017760400.1, XP_017760390.1	XP_015181856.1
OG0002182	XP_017766352.1	XP_015181502.1
OG0002183	XP_017755676.1	XP_015185248.1
OG0002184	XP_017757501.1	XP_015171861.1
OG0002185	XP_017756035.1	XP_015177014.1
OG0002186	XP_017753402.1	XP_015182002.1
OG0002187	XP_017762849.1	XP_015173549.1
OG0002188	XP_017763578.1	XP_015176708.1, XP_015176709.1
OG0002190	XP_017761664.1	XP_015188931.1, XP_015188934.1, XP_015188933.1
OG0002191	XP_017758923.1	XP_015181911.1
OG0002192	XP_017755628.1	XP_015184833.1, XP_015184841.1
OG0002193	XP_017759337.1	XP_015186912.1
OG0002194	XP_017763741.1	XP_015172527.1
OG0002195	XP_017767567.1	XP_015187595.1
OG0002196	XP_017760622.1	XP_015189631.1
OG0002197	XP_017755308.1	XP_015176510.1
OG0002198	XP_017754544.1	XP_015191620.1
OG0002199	XP_017761731.1	XP_015182151.1
OG0002201	XP_017760545.1	XP_015185517.1
OG0002202	XP_017757069.1, XP_017761112.1	XP_015180405.1
OG0002203	XP_017764650.1	XP_015190845.1
OG0002204	XP_017767667.1	XP_015178148.1, XP_015178149.1
OG0002205	XP_017764569.1	XP_015183657.1
OG0002206	XP_017763733.1	XP_015183516.1
OG0002208	XP_017753017.1	XP_015183524.1, XP_015183523.1
OG0002209	XP_017761412.1	XP_015175221.1
OG0002211	XP_017760691.1	XP_015183748.1
OG0002212	XP_017755843.1	XP_015180028.1, XP_015180027.1, XP_015180029.1
OG0002213	XP_017752445.1	XP_015191834.1
OG0002214	XP_017758931.1	XP_015181988.1
OG0002217	XP_017757269.1	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1
OG0002218	XP_017756587.1	XP_015181050.1
OG0002219	XP_017759530.1	XP_015182796.1
OG0002220	XP_017755286.1	XP_015184556.1, XP_015184557.1, XP_015184558.1
OG0002222	XP_017760510.1	XP_015175356.1, XP_015175359.1
OG0002223	XP_017762589.1	XP_015182481.1
OG0002224	XP_017763119.1	XP_015186484.1, XP_015186485.1
OG0002225	XP_017766495.1	XP_015181139.1, XP_015181140.1, XP_015181141.1
OG0002226	XP_017752996.1	XP_015185768.1
OG0002227	XP_017753800.1	XP_015190591.1, XP_015190590.1, XP_015190589.1
OG0002228	XP_017762635.1, XP_017762636.1, XP_017762633.1, XP_017762634.1, XP_017762632.1, XP_017762637.1	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1
OG0002229	XP_017760820.1	XP_015186842.1, XP_015186841.1
OG0002230	XP_017763775.1	XP_015184052.1
OG0002236	XP_017761542.1	XP_015172513.1
OG0002237	XP_017767570.1	XP_015187597.1
OG0002238	XP_017760070.1	XP_015184748.1
OG0002239	XP_017755395.1	XP_015191218.1
OG0002241	XP_017765220.1	XP_015179386.1
OG0002242	XP_017759988.1	XP_015183167.1
OG0002243	XP_017763787.1	XP_015184634.1
OG0002244	XP_017754511.1, XP_017754512.1	XP_015180869.1
OG0002245	XP_017765140.1	XP_015179137.1
OG0002246	XP_017764465.1, XP_017764466.1	XP_015181161.1, XP_015181162.1
OG0002247	XP_017765845.1	XP_015180837.1
OG0002248	XP_017755383.1, XP_017755385.1, XP_017755384.1	XP_015191216.1
OG0002249	XP_017762772.1, XP_017762773.1	XP_015185186.1, XP_015185187.1, XP_015185188.1
OG0002250	XP_017767125.1	XP_015171186.1, XP_015171187.1
OG0002251	XP_017762777.1	XP_015185108.1
OG0002252	XP_017753593.1, XP_017753594.1	XP_015180365.1
OG0002253	XP_017766617.1	XP_015174758.1
OG0002254	XP_017766261.1, XP_017766263.1	XP_015176317.1
OG0002255	XP_017763573.1	XP_015186275.1, XP_015186266.1
OG0002256	XP_017759533.1	XP_015185670.1, XP_015185669.1
OG0002257	XP_017763282.1	XP_015187906.1
OG0002258	XP_017753018.1	XP_015185757.1
OG0002259	XP_017764422.1	XP_015175262.1
OG0002260	XP_017755739.1	XP_015183502.1, XP_015183503.1
OG0002261	XP_017757588.1	XP_015188367.1
OG0002262	XP_017762243.1	XP_015183389.1
OG0002263	XP_017752966.1, XP_017752965.1	XP_015184173.1
OG0002264	XP_017763234.1	XP_015187738.1
OG0002265	XP_017753166.1	XP_015175966.1
OG0002267	XP_017752666.1	XP_015179038.1, XP_015179037.1
OG0002268	XP_017757171.1	XP_015172008.1
OG0002269	XP_017763850.1	XP_015191049.1
OG0002270	XP_017757312.1	XP_015179197.1
OG0002271	XP_017764261.1	XP_015173077.1
OG0002272	XP_017754447.1	XP_015176811.1
OG0002273	XP_017759151.1	XP_015185679.1
OG0002274	XP_017759555.1	XP_015175987.1
OG0002275	XP_017764244.1	XP_015182261.1
OG0002276	XP_017761528.1	XP_015172430.1, XP_015172431.1
OG0002277	XP_017753530.1	XP_015171406.1, XP_015171407.1
OG0002278	XP_017760886.1	XP_015178481.1
OG0002279	XP_017752214.1	XP_015172483.1
OG0002280	XP_017762854.1	XP_015176737.1
OG0002281	XP_017761739.1	XP_015182321.1, XP_015182322.1
OG0002282	XP_017761281.1	XP_015186069.1
OG0002283	XP_017753869.1, XP_017753868.1, XP_017753867.1	XP_015179490.1
OG0002284	XP_017758545.1	XP_015180711.1, XP_015180716.1
OG0002285	XP_017760594.1	XP_015176973.1
OG0002286	XP_017752172.1	XP_015176687.1
OG0002287	XP_017763245.1	XP_015185160.1, XP_015185157.1, XP_015185156.1, XP_015185159.1, XP_015185158.1
OG0002288	XP_017754808.1, XP_017754806.1, XP_017754807.1	XP_015187557.1
OG0002289	XP_017764357.1	XP_015190950.1
OG0002290	XP_017753064.1	XP_015181208.1
OG0002292	XP_017763567.1	XP_015189706.1
OG0002293	XP_017752176.1	XP_015187728.1, XP_015187727.1
OG0002294	XP_017757161.1	XP_015181967.1, XP_015181956.1
OG0002295	XP_017761885.1	XP_015178569.1, XP_015178573.1
OG0002296	XP_017765962.1	XP_015191152.1
OG0002297	XP_017766519.1	XP_015180570.1, XP_015180569.1
OG0002298	XP_017765266.1	XP_015182702.1, XP_015182703.1, XP_015182704.1
OG0002299	XP_017760302.1, XP_017760310.1	XP_015175855.1
OG0002300	XP_017756135.1	XP_015174636.1
OG0002301	XP_017764508.1, XP_017764489.1	XP_015191840.1
OG0002302	XP_017761996.1	XP_015175199.1
OG0002303	XP_017762905.1	XP_015188150.1
OG0002303	XP_017762655.1	XP_015188199.1, XP_015188198.1
OG0002304	XP_017756404.1	XP_015171860.1, XP_015171859.1
OG0002305	XP_017763969.1	XP_015172793.1
OG0002306	XP_017756688.1	XP_015171362.1
OG0002307	XP_017755691.1	XP_015182101.1
OG0002308	XP_017760546.1	XP_015183124.1
OG0002309	XP_017761535.1	XP_015183048.1
OG0002310	XP_017752752.1	XP_015181454.1
OG0002311	XP_017755205.1	XP_015171558.1
OG0002312	XP_017766763.1	XP_015177802.1
OG0002313	XP_017760850.1	XP_015184853.1
OG0002314	XP_017755039.1, XP_017755040.1	XP_015178563.1
OG0002315	XP_017762891.1	XP_015190993.1
OG0002316	XP_017752333.1	XP_015176383.1
OG0002317	XP_017767034.1	XP_015182698.1
OG0002318	XP_017757511.1	XP_015183467.1, XP_015183469.1, XP_015183468.1, XP_015183465.1, XP_015183464.1, XP_015183463.1
OG0002319	XP_017756113.1	XP_015180000.1
OG0002320	XP_017767323.1	XP_015176370.1
OG0002321	XP_017765410.1	XP_015182452.1, XP_015182453.1, XP_015182454.1, XP_015182455.1, XP_015182451.1
OG0002322	XP_017762460.1, XP_017762459.1	XP_015185947.1
OG0002323	XP_017757132.1	XP_015173681.1
OG0002324	XP_017756291.1	XP_015182382.1, XP_015182384.1
