Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0002247	XP_017765845.1	XP_012142025.1, XP_012142024.1
OG0002248	XP_017755383.1, XP_017755385.1, XP_017755384.1	XP_003704071.1
OG0002249	XP_017762772.1, XP_017762773.1	XP_003702157.1
OG0002250	XP_017767125.1	XP_003707165.1
OG0002251	XP_017762777.1	XP_003702164.1, XP_012138002.1
OG0002252	XP_017753593.1, XP_017753594.1	XP_003700427.1
OG0002253	XP_017766617.1	XP_003708119.1, XP_012152074.1, XP_012152072.1
OG0002255	XP_017763573.1	XP_003706437.1
OG0002256	XP_017759533.1	XP_003705527.1, XP_012145875.1, XP_012145876.1
OG0002257	XP_017763282.1	XP_003703742.2
OG0002258	XP_017753018.1	XP_003703167.2
OG0002259	XP_017764422.1	XP_003700454.1
OG0002260	XP_017755739.1	XP_003704823.1, XP_012144239.1
OG0002261	XP_017757588.1	XP_003707332.2
OG0002262	XP_017762243.1	XP_003702432.1
OG0002263	XP_017752966.1, XP_017752965.1	XP_012148543.1, XP_012148545.1, XP_012148544.1
OG0002264	XP_017763234.1	XP_012139798.1
OG0002265	XP_017753166.1	XP_003706596.1
OG0002267	XP_017752666.1	XP_003706630.1
OG0002268	XP_017757171.1	XP_003706179.2
OG0002269	XP_017763850.1	XP_003702106.2
OG0002270	XP_017757312.1	XP_012152297.1, XP_012152296.1, XP_012152295.1, XP_003708169.1
OG0002271	XP_017764261.1	XP_003704977.1
OG0002272	XP_017754447.1	XP_003706490.1
OG0002273	XP_017759151.1	XP_003703723.1
OG0002274	XP_017759555.1	XP_012141032.1
OG0002275	XP_017764244.1	XP_003702622.1
OG0002276	XP_017761528.1	XP_003702917.1, XP_012139531.1
OG0002277	XP_017753530.1	XP_012134756.1
OG0002278	XP_017760886.1	XP_012148718.1
OG0002279	XP_017752214.1	XP_012143048.1
OG0002280	XP_017762854.1	XP_003700243.1
OG0002281	XP_017761739.1	XP_003704801.1
OG0002282	XP_017761281.1	XP_012147634.1
OG0002283	XP_017753869.1, XP_017753868.1, XP_017753867.1	XP_012153431.1
OG0002284	XP_017758545.1	XP_012135434.1, XP_003701087.1
OG0002285	XP_017760594.1	XP_012149632.1, XP_003707132.1
OG0002286	XP_017752172.1	XP_012140498.1
OG0002287	XP_017763245.1	XP_012150362.1
OG0002288	XP_017754808.1, XP_017754806.1, XP_017754807.1	XP_012152776.1
OG0002289	XP_017764357.1	XP_012140167.1
OG0002290	XP_017753064.1	XP_003705043.1
OG0002291	XP_017761854.1	XP_003704730.1
OG0002292	XP_017763567.1	XP_012147838.1
OG0002293	XP_017752176.1	XP_012140861.1
OG0002294	XP_017757161.1	XP_012145707.1
OG0002295	XP_017761885.1	XP_003706054.1
OG0002296	XP_017765962.1	XP_012137497.1
OG0002297	XP_017766519.1	XP_003704248.2
OG0002298	XP_017765266.1	XP_003699926.1
OG0002299	XP_017760302.1	XP_012137698.1
OG0002299	XP_017760310.1	XP_012137699.1
OG0002300	XP_017756135.1	XP_003708242.1
OG0002301	XP_017764508.1, XP_017764489.1	XP_003706552.1, XP_012148220.1
OG0002302	XP_017761991.1, XP_017761996.1	XP_012135942.1
OG0002303	XP_017762655.1	XP_003703229.1
OG0002304	XP_017756404.1	XP_012152832.1
OG0002305	XP_017763969.1	XP_003700751.1
OG0002306	XP_017756688.1	XP_003700728.1, XP_012134727.1
OG0002307	XP_017755691.1	XP_003706359.1, XP_012147898.1, XP_012147900.1, XP_012147899.1, XP_012147896.1
OG0002308	XP_017760546.1	XP_003702809.1
OG0002309	XP_017761535.1	XP_003702936.1
OG0002310	XP_017752752.1	XP_012144493.1, XP_012144492.1, XP_003704918.1
OG0002311	XP_017755205.1	XP_012153067.1, XP_003708489.1
OG0002312	XP_017766763.1	XP_012142727.1, XP_012142724.1
OG0002313	XP_017760850.1	XP_012154400.1, XP_012154402.1, XP_012154401.1, XP_012154404.1, XP_012154405.1
OG0002314	XP_017755039.1, XP_017755040.1	XP_003700052.1
OG0002315	XP_017762891.1	XP_012152616.1
OG0002316	XP_017752333.1	XP_012142179.1
OG0002317	XP_017767034.1	XP_003706516.1
OG0002318	XP_017757511.1	XP_003705262.1, XP_012145094.1
OG0002319	XP_017756113.1	XP_012144361.1
OG0002321	XP_017765410.1	XP_012147589.1
OG0002322	XP_017762460.1, XP_017762459.1	XP_003705704.2
OG0002323	XP_017757132.1	XP_012135001.1, XP_012135000.1
OG0002324	XP_017756291.1	XP_003701488.1
OG0002325	XP_017760573.1	XP_003707126.1, XP_012149621.1
OG0002326	XP_017760825.1	XP_003705736.2, XP_012146390.1, XP_012146389.1
OG0002327	XP_017755483.1	XP_012137536.1, XP_003701953.1, XP_012137537.1, XP_012137538.1
OG0002328	XP_017760808.1	XP_003699975.1
OG0002330	XP_017758014.1	XP_003699753.1
OG0002331	XP_017767602.1	XP_012140025.1
OG0002332	XP_017767633.1	XP_012147494.1
OG0002333	XP_017764974.1, XP_017764975.1	XP_012153543.1
OG0002334	XP_017760711.1	XP_012146468.1, XP_012146463.1
OG0002335	XP_017766615.1	XP_003704243.1
OG0002336	XP_017767219.1	XP_012137701.1, XP_012137708.1
OG0002337	XP_017759414.1	XP_012135343.1
OG0002338	XP_017763485.1	XP_012140960.1, XP_012140961.1, XP_012140962.1
OG0002339	XP_017767398.1	XP_003699186.1
OG0002340	XP_017765971.1	XP_012144638.1
OG0002340	XP_017766076.1	XP_003705046.1
OG0002341	XP_017766981.1	XP_003707759.2
OG0002342	XP_017754523.1	XP_012139459.1, XP_003699538.1
OG0002343	XP_017756802.1	XP_003705890.1, XP_012146703.1
OG0002344	XP_017762131.1	XP_003707699.1
OG0002345	XP_017752280.1	XP_003703503.1
OG0002346	XP_017752575.1	XP_012144479.1
OG0002346	XP_017752563.1	XP_012145452.1
OG0002347	XP_017760985.1	XP_003705439.1
OG0002348	XP_017767352.1	XP_003707015.2
OG0002349	XP_017757912.1	XP_012148062.1, XP_003706474.1
OG0002350	XP_017756668.1	XP_003707106.1
OG0002351	XP_017758197.1	XP_012148482.1
OG0002352	XP_017761724.1	XP_012146337.1
OG0002353	XP_017764832.1	XP_012142383.1
OG0002354	XP_017765236.1	XP_003708561.1
OG0002355	XP_017760946.1	XP_012154430.1, XP_012154434.1
OG0002356	XP_017767318.1	XP_012136058.1
OG0002357	XP_017755180.1	XP_012153072.1
OG0002358	XP_017765373.1	XP_012149363.1
OG0002359	XP_017764262.1, XP_017764263.1	XP_003705600.2
OG0002360	XP_017759891.1, XP_017759892.1	XP_003702830.1, XP_012139785.1
OG0002361	XP_017764413.1	XP_003700509.1
OG0002362	XP_017756019.1, XP_017756018.1	XP_003701135.2
OG0002363	XP_017763036.1	XP_003700328.1
OG0002364	XP_017757328.1	XP_003708216.2
OG0002365	XP_017767336.1	XP_003699419.1
OG0002366	XP_017756933.1	XP_012153593.1
OG0002367	XP_017766573.1	XP_012142790.1, XP_012142791.1
OG0002368	XP_017754519.1	XP_003699537.1
OG0002370	XP_017753716.1	XP_003703855.2
OG0002371	XP_017764113.1	XP_003699544.1
OG0002372	XP_017758774.1	XP_003707425.2
OG0002373	XP_017764758.1	XP_003706921.1
OG0002374	XP_017755045.1	XP_012151930.1
OG0002375	XP_017766189.1	XP_012142277.1
OG0002376	XP_017758823.1	XP_012150649.1
OG0002377	XP_017754213.1	XP_012151452.1
OG0002377	XP_017754211.1	XP_012151453.1, XP_012151459.1
OG0002378	XP_017752591.1, XP_017752590.1	XP_012139841.1
OG0002380	XP_017760931.1, XP_017760929.1, XP_017760930.1	XP_003699285.1
OG0002381	XP_017752127.1, XP_017752129.1	XP_012140569.1
OG0002382	XP_017758997.1, XP_017758998.1	XP_012135716.1, XP_012135715.1, XP_003701214.1
OG0002383	XP_017756575.1	XP_012140858.1
OG0002383	XP_017756585.1	XP_012140522.1
OG0002384	XP_017766240.1	XP_012148827.1
OG0002385	XP_017756895.1	XP_003707621.1
OG0002386	XP_017757778.1	XP_012153614.1
OG0002387	XP_017758112.1, XP_017758111.1	XP_012136391.1
OG0002388	XP_017761689.1	XP_003702189.1
OG0002389	XP_017753154.1, XP_017753153.1, XP_017753156.1	XP_003703096.1
OG0002390	XP_017767450.1	XP_003706939.1
OG0002391	XP_017755234.1	XP_012149973.1
OG0002392	XP_017765251.1, XP_017765250.1, XP_017765252.1	XP_012146945.1
OG0002393	XP_017755306.1	XP_012150006.1
OG0002394	XP_017755108.1	XP_012145393.1
OG0002395	XP_017763497.1	XP_003703466.1
OG0002397	XP_017766403.1, XP_017766404.1	XP_003702256.1
OG0002398	XP_017756321.1	XP_012136674.1
OG0002399	XP_017757098.1, XP_017757099.1	XP_003704642.1
OG0002400	XP_017753971.1	XP_012136190.1, XP_012136191.1
OG0002401	XP_017759799.1	XP_012146199.1, XP_012146203.1
OG0002403	XP_017760897.1	XP_012151114.1, XP_012151309.1
OG0002404	XP_017763603.1	XP_003706047.1
OG0002405	XP_017752667.1	XP_012148356.1
OG0002406	XP_017757327.1	XP_012152302.1
OG0002407	XP_017762418.1	XP_003705700.1, XP_012146303.1
OG0002408	XP_017767569.1	XP_003708373.1, XP_012152720.1
OG0002409	XP_017754997.1	XP_012137827.1
OG0002410	XP_017765179.1, XP_017765178.1	XP_012137788.1, XP_003702200.1
OG0002411	XP_017759004.1, XP_017759000.1	XP_012135790.1
OG0002412	XP_017761384.1	XP_012150066.1, XP_012150065.1
OG0002413	XP_017754484.1	XP_012144821.1, XP_012144822.1, XP_003705089.1
OG0002414	XP_017752432.1, XP_017752433.1	XP_003706128.1
OG0002415	XP_017764270.1	XP_003705598.1
OG0002416	XP_017756974.1	XP_012153125.1
OG0002417	XP_017764996.1	XP_012153313.1
OG0002418	XP_017754734.1	XP_012135067.1
OG0002419	XP_017759462.1	XP_003705533.2
OG0002420	XP_017759993.1	XP_003705385.2, XP_012145484.1
OG0002421	XP_017759783.1	XP_012136760.1, XP_012136761.1
OG0002422	XP_017757649.1	XP_012147976.1, XP_003706382.1
OG0002423	XP_017760188.1, XP_017760191.1	XP_012140652.1, XP_012140648.1
OG0002424	XP_017756781.1	XP_012142395.1
OG0002425	XP_017756442.1	XP_003707040.2
OG0002426	XP_017763832.1, XP_017763829.1	XP_012143743.1, XP_003704657.1
OG0002427	XP_017761256.1	XP_012138888.1
OG0002428	XP_017757814.1	XP_012152464.1
OG0002429	XP_017755630.1	XP_012145155.1
OG0002430	XP_017767200.1	XP_012139419.1
OG0002431	XP_017762559.1	XP_003703864.1, XP_012141916.1
OG0002432	XP_017762159.1	XP_003704137.1
OG0002433	XP_017766968.1	XP_012151168.1
OG0002435	XP_017762268.1, XP_017762269.1	XP_003699269.1
OG0002436	XP_017762937.1	XP_003706691.1
OG0002437	XP_017761899.1	XP_012148575.1
OG0002438	XP_017758059.1	XP_012143939.1
OG0002439	XP_017756481.1	XP_003707043.1
OG0002440	XP_017755839.1	XP_012144301.1, XP_012144300.1, XP_012144299.1, XP_012144304.1, XP_003704835.2, XP_012144303.1, XP_012144302.1
OG0002441	XP_017766947.1, XP_017766933.1	XP_012152061.1
OG0002442	XP_017766591.1	XP_012142927.1
OG0002443	XP_017752748.1, XP_017752750.1	XP_012134906.1
OG0002444	XP_017756717.1	XP_012141994.1
OG0002445	XP_017766962.1	XP_003701864.1
OG0002446	XP_017759526.1, XP_017759525.1	XP_003705547.2
OG0002447	XP_017763083.1	XP_012141422.1, XP_012141418.1
OG0002448	XP_017765012.1	XP_003701632.1
OG0002449	XP_017752700.1	XP_003703053.1
OG0002450	XP_017752447.1	XP_003702428.1
OG0002451	XP_017756282.1, XP_017754785.1	XP_012136542.1
OG0002452	XP_017755669.1	XP_012147131.1
OG0002454	XP_017759025.1	XP_012135855.1, XP_003699379.1
OG0002455	XP_017766283.1	XP_012146523.1
OG0002456	XP_017757243.1	XP_003705873.1
OG0002458	XP_017755624.1	XP_003705183.1
OG0002459	XP_017755346.1	XP_012134895.1
OG0002460	XP_017759493.1	XP_012140844.1
OG0002461	XP_017764553.1	XP_012141743.1
OG0002462	XP_017760809.1	XP_012137297.1
OG0002465	XP_017767749.1	XP_003699796.1
OG0002466	XP_017754060.1	XP_003700626.1, XP_012154565.1, XP_012154564.1
OG0002467	XP_017762997.1	XP_012153359.1
OG0002468	XP_017753393.1	XP_003700290.2
OG0002469	XP_017765483.1	XP_003700931.1
OG0002471	XP_017755347.1	XP_003700757.1
OG0002472	XP_017759862.1	XP_012139885.1
OG0002473	XP_017760511.1	XP_012149129.1
OG0002474	XP_017766245.1	XP_003706784.1
OG0002475	XP_017763991.1	XP_003701741.1
OG0002476	XP_017757785.1	XP_003703232.1
OG0002477	XP_017763679.1	XP_003706281.1
OG0002478	XP_017755899.1	XP_012146253.1
OG0002479	XP_017753113.1	XP_012141538.1, XP_003703555.1
OG0002480	XP_017767694.1, XP_017767695.1	XP_012137352.1, XP_003701875.1
OG0002481	XP_017760624.1	XP_012149591.1, XP_003707152.1
OG0002482	XP_017755466.1	XP_012137554.1
OG0002484	XP_017756372.1	XP_012136582.1, XP_003701567.1
OG0002485	XP_017760525.1	XP_012149135.1
OG0002486	XP_017760130.1	XP_012147462.1
OG0002487	XP_017755176.1	XP_003701541.2
OG0002488	XP_017767279.1	XP_003701909.1, XP_012137473.1
OG0002489	XP_017752983.1, XP_017752980.1, XP_017752982.1, XP_017752981.1	XP_012141193.1
OG0002490	XP_017755222.1	XP_012136401.1
OG0002491	XP_017756853.1, XP_017756855.1, XP_017756856.1	XP_012150828.1
OG0002492	XP_017754176.1, XP_017754178.1, XP_017754177.1	XP_012151472.1
OG0002493	XP_017759627.1	XP_012143059.1, XP_003704277.1, XP_012143057.1, XP_012143058.1
OG0002494	XP_017763925.1	XP_012138638.1, XP_012138636.1, XP_012138635.1, XP_012138634.1, XP_003702471.1
OG0002495	XP_017766349.1	XP_012138391.1
OG0002496	XP_017758084.1, XP_017758081.1, XP_017758082.1, XP_017758080.1, XP_017758083.1	XP_012136387.1
OG0002497	XP_017755248.1, XP_017755249.1, XP_017755250.1	XP_003702644.2
OG0002498	XP_017764789.1, XP_017763400.1	XP_003699339.1
OG0002499	XP_017757040.1, XP_017757041.1, XP_017757042.1	XP_003703955.1
OG0002500	XP_017757034.1, XP_017757035.1	XP_003703953.1, XP_012142105.1, XP_012142104.1
OG0002501	XP_017763847.1	XP_012143861.1
OG0002502	XP_017753834.1, XP_017753837.1, XP_017753835.1	XP_003699630.1
OG0002503	XP_017765775.1, XP_017765774.1	XP_003699649.1
OG0002507	XP_017766744.1	XP_003704314.1
OG0002508	XP_017752594.1	XP_012152999.1, XP_012153000.1
OG0002509	XP_017752913.1	XP_003700671.1, XP_012134818.1
OG0002510	XP_017766272.1	XP_003708237.1
OG0002511	XP_017764082.1	XP_003707563.2
OG0002512	XP_017760935.1	XP_003699949.1
OG0002513	XP_017761236.1, XP_017761235.1	XP_003699534.1, XP_012139334.1
OG0002514	XP_017764486.1	XP_003700995.1
OG0002515	XP_017758418.1	XP_003701081.1
OG0002516	XP_017753321.1	XP_003703147.1
OG0002517	XP_017759225.1	XP_012149313.1, XP_003700021.1
OG0002518	XP_017763484.1	XP_003703432.1, XP_012141020.1
OG0002519	XP_017754003.1	XP_012151557.1
OG0002520	XP_017763958.1	XP_003701710.1
OG0002521	XP_017752403.1	XP_012142147.1, XP_003703986.1
OG0002522	XP_017754173.1	XP_003700620.1
OG0002523	XP_017759046.1	XP_003699499.1
OG0002524	XP_017767563.1	XP_012138509.1
OG0002525	XP_017755293.1	XP_003707381.1
OG0002526	XP_017761751.1	XP_003704805.2, XP_012144001.1, XP_012144002.1
OG0002527	XP_017756680.1	XP_003707113.1
OG0002528	XP_017761673.1	XP_012135707.1, XP_012135708.1, XP_012135709.1
OG0002529	XP_017759857.1	XP_003702836.1
OG0002530	XP_017752945.1	XP_003701328.1
OG0002531	XP_017764366.1	XP_003702064.2
OG0002532	XP_017759149.1	XP_003703190.1
OG0002533	XP_017752345.1	XP_003708076.1
OG0002534	XP_017763397.1	XP_003707743.1
OG0002535	XP_017764728.1	XP_012149354.1
OG0002536	XP_017758186.1	XP_012143928.1
OG0002537	XP_017754449.1	XP_012135457.1, XP_012135460.1, XP_012135461.1, XP_003701033.1, XP_012135458.1
OG0002538	XP_017766601.1	XP_003704238.1
OG0002539	XP_017757298.1, XP_017757300.1	XP_003708152.1
OG0002540	XP_017766972.1	XP_003708120.1, XP_012152067.1, XP_012152068.1, XP_012152069.1
OG0002541	XP_017755893.1	XP_003706387.1
OG0002542	XP_017755391.1	XP_012147179.1, XP_012147178.1
OG0002543	XP_017760163.1, XP_017760165.1	XP_012140669.1
OG0002544	XP_017754505.1	XP_003699556.1
OG0002545	XP_017761756.1	XP_003707483.1, XP_012150389.1
OG0002546	XP_017753128.1	XP_012140181.1
OG0002547	XP_017756253.1	XP_012135636.1
OG0002548	XP_017764311.1	XP_012150485.1
OG0002549	XP_017760514.1	XP_003706872.1
OG0002550	XP_017752228.1	XP_003703175.1
OG0002551	XP_017759026.1	XP_003702468.2
OG0002552	XP_017758415.1	XP_012143208.1
OG0002553	XP_017762025.1	XP_003705146.1
OG0002555	XP_017759672.1	XP_003702397.1
OG0002556	XP_017765385.1	XP_003706938.1
OG0002557	XP_017765299.1	XP_003702376.1
OG0002558	XP_017758936.1	XP_003706949.2
OG0002559	XP_017765214.1	XP_003708542.1
OG0002560	XP_017755826.1	XP_012140523.1
OG0002561	XP_017755311.1	XP_003701542.2
OG0002562	XP_017766746.1	XP_003704313.1
OG0002564	XP_017753182.1	XP_012140094.1, XP_012140095.1
OG0002565	XP_017766777.1	XP_012143116.1
OG0002566	XP_017756606.1	XP_012134978.1
OG0002567	XP_017766672.1	XP_012136940.1, XP_012136941.1
OG0002568	XP_017756795.1	XP_003702968.2
OG0002569	XP_017764909.1	XP_003707665.1
OG0002570	XP_017758585.1	XP_003699446.1, XP_012138066.1
OG0002571	XP_017753737.1	XP_003705949.1
OG0002571	XP_017753750.1	XP_003706014.1
OG0002572	XP_017758450.1	XP_003701027.1
OG0002573	XP_017762803.1	XP_003702171.2
OG0002574	XP_017752657.1	XP_003706115.1
OG0002575	XP_017760599.1, XP_017760600.1	XP_012149586.1
OG0002576	XP_017759326.1	XP_003708281.1
OG0002577	XP_017761218.1	XP_012139259.1, XP_012139262.1, XP_012139273.1, XP_003699532.1
OG0002578	XP_017755824.1, XP_017755822.1	XP_003699587.1
OG0002579	XP_017762168.1	XP_012151393.1
OG0002580	XP_017752273.1, XP_017752272.1, XP_017765615.1, XP_017752271.1	XP_003703461.1
OG0002581	XP_017760515.1	XP_003699726.1
OG0002582	XP_017754387.1	XP_003705625.2
OG0002583	XP_017763067.1	XP_003703490.1
OG0002584	XP_017757341.1	XP_003708162.1, XP_012152274.1
OG0002585	XP_017755144.1	XP_003701997.2
OG0002586	XP_017755194.1	XP_012153068.1
OG0002587	XP_017757549.1	XP_012150260.1
OG0002588	XP_017753189.1	XP_003703109.1
OG0002589	XP_017759801.1, XP_017759802.1	XP_012146195.1
OG0002590	XP_017756337.1	XP_012136634.1
OG0002591	XP_017757454.1	XP_003707347.1
OG0002592	XP_017756689.1, XP_017756690.1	XP_003700655.1, XP_012134767.1, XP_012134769.1, XP_012134766.1
OG0002593	XP_017754599.1	XP_012154204.1
OG0002594	XP_017765034.1	XP_012146534.1, XP_003699896.1
OG0002595	XP_017762720.1, XP_017762721.1	XP_012136486.1, XP_003701625.1
OG0002596	XP_017759586.1	XP_012142222.1
OG0002597	XP_017758109.1	XP_012153526.1
OG0002598	XP_017765016.1	XP_012136859.1, XP_012136858.1, XP_012136860.1, XP_012136857.1
OG0002599	XP_017753225.1	XP_003703153.1, XP_012140206.1
OG0002600	XP_017760987.1	XP_003705438.2
OG0002601	XP_017762368.1	XP_012144613.1
OG0002602	XP_017759558.1	XP_012145900.1
OG0002603	XP_017760455.1	XP_012139006.1, XP_003702610.1, XP_012139008.1, XP_012139007.1
OG0002604	XP_017754559.1	XP_003703901.1
OG0002605	XP_017758655.1	XP_012135137.1
OG0002606	XP_017757655.1	XP_003708682.2
OG0002607	XP_017767090.1, XP_017767091.1	XP_012148115.1, XP_012148114.1
OG0002608	XP_017755573.1, XP_017755574.1	XP_003700308.1, XP_012153814.1
OG0002609	XP_017766217.1	XP_003707019.2
OG0002610	XP_017752587.1, XP_017752588.1, XP_017752589.1	XP_012139868.1, XP_012139866.1, XP_012139865.1
OG0002611	XP_017763560.1	XP_012147853.1, XP_012147855.1
OG0002612	XP_017753070.1	XP_003706685.1
OG0002613	XP_017762615.1	XP_012141573.1
OG0002614	XP_017760826.1	XP_003699976.1
OG0002615	XP_017762876.1	XP_003708271.2
OG0002616	XP_017757067.1	XP_012146701.1
OG0002617	XP_017759886.1	XP_012139764.1, XP_003702829.1
OG0002618	XP_017752257.1	XP_003703504.1
OG0002619	XP_017764198.1	XP_003702485.1
OG0002620	XP_017761107.1	XP_003703029.1
OG0002621	XP_017762544.1	XP_012138288.1
OG0002622	XP_017763165.1	XP_003706569.1
OG0002623	XP_017757586.1	XP_012150210.1
OG0002624	XP_017757073.1	XP_003708282.2
OG0002625	XP_017765010.1	XP_012146656.1
OG0002626	XP_017764290.1	XP_003706671.1
OG0002627	XP_017759067.1	XP_012147051.1
OG0002628	XP_017763996.1	XP_012137095.1
OG0002629	XP_017764947.1	XP_012153283.1
OG0002630	XP_017765437.1, XP_017765423.1	XP_003703762.1
OG0002631	XP_017763719.1	XP_003701857.2
OG0002632	XP_017767461.1	XP_012148992.1
OG0002633	XP_017757287.1	XP_012152287.1
OG0002634	XP_017757085.1	XP_003705722.1
OG0002635	XP_017767696.1	XP_003705199.1
OG0002636	XP_017757026.1	XP_012153186.1
OG0002637	XP_017756025.1, XP_017756034.1	XP_003700795.2
OG0002638	XP_017759051.1	XP_012147156.1
OG0002639	XP_017767514.1	XP_012136501.1
OG0002640	XP_017759072.1, XP_017759071.1, XP_017763598.1	XP_003706044.1
OG0002641	XP_017754535.1	XP_012144824.1
OG0002642	XP_017759348.1	XP_003708337.1
OG0002643	XP_017762031.1	XP_012144984.1
OG0002644	XP_017757049.1	XP_003702283.2
OG0002645	XP_017757002.1	XP_012153162.1
OG0002646	XP_017755105.1	XP_012142307.1
OG0002647	XP_017760234.1	XP_012148050.1, XP_012148051.1, XP_012148049.1
OG0002648	XP_017760057.1	XP_012147595.1
OG0002649	XP_017757441.1	XP_003707327.1
OG0002650	XP_017761002.1	XP_003708053.1
OG0002651	XP_017767325.1	XP_003706848.1
OG0002652	XP_017758565.1	XP_012134963.1
OG0002653	XP_017756934.1	XP_012150850.1
OG0002654	XP_017766496.1	XP_012144662.1, XP_003705031.1
OG0002655	XP_017758950.1	XP_012138442.1, XP_012138441.1, XP_003702348.2
OG0002656	XP_017761044.1	XP_012142552.1
OG0002657	XP_017754826.1	XP_012135262.1
OG0002658	XP_017759972.1	XP_012141975.1, XP_012141974.1
OG0002659	XP_017763146.1, XP_017763143.1	XP_003707475.1
OG0002660	XP_017754196.1	XP_003707875.1
OG0002661	XP_017761784.1, XP_017759847.1	XP_003704089.1, XP_012142417.1
OG0002662	XP_017760283.1	XP_012148151.1
OG0002663	XP_017765363.1	XP_012149409.1, XP_003706936.1
OG0002665	XP_017758553.1	XP_012139957.1, XP_012139959.1, XP_012139955.1
OG0002666	XP_017754788.1	XP_012134521.1
OG0002667	XP_017760569.1	XP_012149587.1
OG0002668	XP_017760119.1, XP_017760120.1	XP_003706157.1
OG0002669	XP_017765717.1	XP_003702347.1
OG0002671	XP_017766398.1	XP_003701640.1
OG0002672	XP_017763754.1	XP_012137878.1
OG0002673	XP_017756776.1	XP_012142357.1, XP_012142359.1, XP_012142360.1, XP_012142358.1
OG0002674	XP_017758241.1, XP_017758231.1	XP_003706875.1
OG0002675	XP_017765036.1	XP_003705992.1
OG0002676	XP_017766883.1	XP_012143536.1, XP_003704569.1
OG0002677	XP_017754306.1, XP_017754305.1	XP_003703514.1, XP_012141368.1, XP_012141369.1
OG0002678	XP_017752137.1, XP_017752136.1	XP_003703424.1
OG0002679	XP_017755649.1, XP_017755648.1	XP_003705275.1
OG0002680	XP_017760818.1, XP_017760817.1	XP_012148700.1, XP_012148713.1, XP_012148708.1
OG0002681	XP_017762488.1, XP_017762487.1	XP_012134932.1, XP_012134933.1
