Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0001648	XP_017754092.1	XP_001944186.1
OG0001649	XP_017754651.1, XP_017754499.1, XP_017754574.1	XP_001944730.2
OG0001650	XP_017757914.1	XP_001945180.1
OG0001651	XP_017761487.1, XP_017761488.1, XP_017761490.1	XP_001945607.2
OG0001652	XP_017762622.1, XP_017762621.1	XP_001945713.2
OG0001653	XP_017757704.1	XP_001945941.2
OG0001654	XP_017756092.1	XP_001946378.2
OG0001655	XP_017753209.1	XP_001946635.1
OG0001656	XP_017764215.1	XP_001946836.2
OG0001657	XP_017753268.1, XP_017753267.1, XP_017753269.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_017767207.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_017765105.1	XP_001947555.1, XP_016661886.1
OG0001660	XP_017758922.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	XP_017764131.1, XP_017764132.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_017765231.1	XP_001948434.2
OG0001663	XP_017756451.1	XP_001948502.1
OG0001664	XP_017761351.1	XP_001948999.2
OG0001665	XP_017761496.1	XP_001949124.1
OG0001666	XP_017753192.1	XP_001949417.2
OG0001667	XP_017755242.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001668	XP_017762420.1	XP_001949692.1
OG0001669	XP_017765749.1	XP_001950332.1, XP_008179737.1
OG0001670	XP_017760237.1, XP_017760238.1	XP_001950746.1
OG0001671	XP_017759383.1	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	XP_017762492.1, XP_017762490.1, XP_017762491.1	XP_016664060.1, XP_001950792.1
OG0001673	XP_017764841.1	XP_001951789.2, XP_001951110.1
OG0001674	XP_017754048.1	XP_001951117.2
OG0001675	XP_017759347.1	XP_001951163.2, XP_008187982.1
OG0001676	XP_017753315.1	XP_001951600.1
OG0001677	XP_017767775.1	XP_001951757.1
OG0001678	XP_017753352.1, XP_017753353.1	XP_001952151.3, XP_016656299.1
OG0001679	XP_017761497.1	XP_001952174.1
OG0001680	XP_017761407.1	XP_001952275.1
OG0001681	XP_017766594.1, XP_017766596.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	XP_017755769.1	XP_003241201.1
OG0001683	XP_017754253.1	XP_003242711.1
OG0001684	XP_017752134.1	XP_003244008.1
OG0001685	XP_017752369.1	XP_029345345.1, XP_003244045.1
OG0001686	XP_017761307.1	XP_003244114.1
OG0001687	XP_017766513.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	XP_017759903.1	XP_003244236.1
OG0001689	XP_017766782.1	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1
OG0001690	XP_017759401.1	XP_003247236.1, XP_008181864.2
OG0001691	XP_017752762.1, XP_017752761.1	XP_003247465.1
OG0001693	XP_017754267.1	XP_003247797.1
OG0001694	XP_017767028.1	XP_003247833.1
OG0001695	XP_017765096.1, XP_017765097.1, XP_017765098.1, XP_017765094.1, XP_017765095.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	XP_017755693.1	XP_029346128.1, XP_003248837.3
OG0001697	XP_017753829.1	XP_008178829.1
OG0001699	XP_017752266.1	XP_029345236.1, XP_008179743.1
OG0001700	XP_017761179.1	XP_008180611.1
OG0001701	XP_017763828.1, XP_017763827.1	XP_008181703.1
OG0001702	XP_017763377.1	XP_008182063.3
OG0001703	XP_017766294.1	XP_008183132.2
OG0001704	XP_017753412.1	XP_008183183.1
OG0001706	XP_017767583.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	XP_017759082.1	XP_008184047.1
OG0001708	XP_017752268.1	XP_008184069.1
OG0001709	XP_017757351.1, XP_017757271.1	XP_008184777.1
OG0001711	XP_017760099.1	XP_008185641.1, XP_016661368.1
OG0001712	XP_017752985.1	XP_008185711.1
OG0001713	XP_017766156.1	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	XP_017754001.1, XP_017754010.1, XP_017753981.1	XP_008185781.1
OG0001715	XP_017762924.1	XP_008186070.1
OG0001716	XP_017761083.1, XP_017761080.1	XP_008186221.1
OG0001717	XP_017766336.1	XP_008186368.1
OG0001718	XP_017753458.1	XP_008186471.1
OG0001719	XP_017761132.1, XP_017761131.1, XP_017761133.1	XP_029346950.1, XP_008187666.1
OG0001720	XP_017761762.1	XP_008187727.1
OG0001721	XP_017752665.1	XP_008188269.1, XP_008188938.1
OG0001722	XP_017763891.1	XP_008189818.1
OG0001723	XP_017761848.1	XP_016656015.1
OG0001724	XP_017757448.1, XP_017757447.1	XP_016657416.1
OG0001725	XP_017752192.1	XP_016657929.1
OG0001726	XP_017756693.1, XP_017753612.1	XP_016658867.1
OG0001727	XP_017766181.1	XP_016659837.1
OG0001728	XP_017758701.1, XP_017758700.1	XP_016659994.1
OG0001729	XP_017767515.1	XP_016660123.1
OG0001730	XP_017765928.1	XP_016662596.1
OG0001731	XP_017756811.1	XP_016662755.1, XP_029347626.1
OG0001732	XP_017767650.1	XP_016663406.1
OG0001733	XP_017758262.1	XP_016663444.1, XP_029348714.1
OG0001734	XP_017763592.1	XP_029341592.1
OG0001735	XP_017758137.1	XP_029341951.1
OG0001737	XP_017753173.1	XP_029342873.1
OG0001738	XP_017762686.1, XP_017762682.1	XP_029342948.1
OG0001739	XP_017758436.1	XP_029343150.1
OG0001740	XP_017767349.1, XP_017767345.1	XP_029343949.1
OG0001741	XP_017762688.1	XP_029344099.1
OG0001742	XP_017753956.1	XP_029344583.1
OG0001743	XP_017766811.1	XP_029344991.1
OG0001744	XP_017762061.1	XP_029345593.1
OG0001745	XP_017752481.1, XP_017752482.1	XP_029345636.1
OG0001746	XP_017752754.1	XP_029345814.1
OG0001748	XP_017756396.1	XP_029347349.1
OG0001749	XP_017753068.1	XP_029347633.1, XP_029347629.1
OG0001774	XP_017756656.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	XP_017754657.1	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	XP_017766284.1	XP_001951172.2, NP_001129411.1
OG0001777	XP_017767342.1	NP_001129414.1
OG0001778	XP_017755617.1, XP_017755616.1	NP_001129594.1
OG0001779	XP_017759610.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	XP_017761568.1	XP_016659892.1, NP_001155461.1
OG0001781	XP_017755836.1	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	XP_017763846.1	NP_001155515.1
OG0001783	XP_017756971.1	NP_001155530.1, XP_016660437.1
OG0001784	XP_017759486.1, XP_017759575.1	NP_001155547.1
OG0001785	XP_017758618.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	XP_017765430.1	XP_008178954.1, NP_001155672.1
OG0001787	XP_017767485.1	NP_001155724.1
OG0001788	XP_017766022.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	XP_017757494.1	NP_001156108.1, XP_016656321.1
OG0001790	XP_017752217.1	XP_008185976.1, NP_001156182.1
OG0001791	XP_017765719.1	NP_001156204.1, XP_008184616.1
OG0001792	XP_017764023.1	NP_001156247.1, XP_008187622.1
OG0001793	XP_017758927.1	NP_001156305.1
OG0001794	XP_017765692.1	NP_001156307.1
OG0001795	XP_017761376.1	NP_001156453.1
OG0001796	XP_017762082.1	NP_001156565.1, XP_016655961.1
OG0001797	XP_017755615.1	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001799	XP_017755869.1	NP_001156668.1, XP_008179071.1
OG0001800	XP_017762567.1	NP_001156706.1
OG0001801	XP_017766270.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001802	XP_017756335.1	XP_029345658.1, NP_001162144.1
OG0001803	XP_017757247.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	XP_017761361.1	NP_001232953.1, XP_016657413.1
OG0001805	XP_017759293.1	NP_001232979.1
OG0001806	XP_017757716.1	NP_001233043.1
OG0001807	XP_017764251.1	XP_001942509.2
OG0001808	XP_017756341.1	XP_008187931.1, XP_001952480.2
OG0001809	XP_017753142.1	XP_001942715.1
OG0001810	XP_017761764.1, XP_017761747.1	XP_001942856.1, XP_008179964.1
OG0001811	XP_017764919.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	XP_017767010.1	XP_001943187.1, XP_001948026.1
OG0001813	XP_017764316.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	XP_017767609.1	XP_001943377.1
OG0001815	XP_017758576.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	XP_017758841.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001817	XP_017761405.1	XP_029346498.1, XP_008179583.1, XP_001943498.1
OG0001818	XP_017757910.1	XP_001943774.1, XP_008180057.1
OG0001819	XP_017767134.1	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1
OG0001820	XP_017762758.1, XP_017762759.1	XP_001943903.1
OG0001821	XP_017755699.1	XP_003248297.1, XP_001943957.2
OG0001822	XP_017754282.1	XP_001944669.2
OG0001823	XP_017753747.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
OG0001824	XP_017759760.1	XP_001944700.1
OG0001825	XP_017756412.1	XP_001944739.1
OG0001826	XP_017754378.1	XP_001944820.1
OG0001827	XP_017757601.1	XP_001944905.2
OG0001828	XP_017763861.1	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1
OG0001829	XP_017755812.1	XP_001945038.1
OG0001830	XP_017767728.1	XP_001945197.2
OG0001831	XP_017756799.1	XP_001945437.1
OG0001832	XP_017765238.1	XP_001945557.2
OG0001833	XP_017752144.1	XP_001945830.2
OG0001834	XP_017766983.1	XP_001946240.1
OG0001835	XP_017752364.1	XP_001946328.2, XP_016661442.1, XP_016661441.1
OG0001836	XP_017760537.1	XP_001946879.2
OG0001837	XP_017760780.1	XP_001946894.1
OG0001838	XP_017758454.1	XP_001947118.2
OG0001839	XP_017765802.1	XP_003246231.1, XP_001947141.1
OG0001840	XP_017767725.1	XP_001947300.1
OG0001841	XP_017755592.1	XP_001947958.2
OG0001842	XP_017759743.1	XP_001948010.1, XP_003245356.1, XP_016660916.1
OG0001843	XP_017756903.1	XP_029348519.1, XP_008186988.1, XP_001948155.2
OG0001844	XP_017759330.1, XP_017759332.1	XP_003246366.1, XP_029343168.1, XP_001948222.1, XP_008186214.1
OG0001845	XP_017764185.1	XP_001948310.1, XP_003248687.2
OG0001846	XP_017757495.1	XP_001948529.2
OG0001847	XP_017753418.1	XP_001948531.1
OG0001848	XP_017753313.1	XP_016661036.1, XP_001948639.1
OG0001849	XP_017763477.1	XP_001948795.2, XP_003245783.1
OG0001850	XP_017760575.1	XP_001948861.1
OG0001851	XP_017762135.1	XP_001949188.2
OG0001852	XP_017760950.1	XP_001949433.2
OG0001853	XP_017764241.1	XP_016664162.1, XP_016664159.1, XP_016664156.1, XP_001949667.2, XP_029342086.1
OG0001854	XP_017762216.1	XP_029343283.1
OG0001855	XP_017764305.1, XP_017764289.1	XP_008188230.1, XP_001949717.1
OG0001856	XP_017758890.1	XP_001949793.2, XP_008182796.1
OG0001857	XP_017754770.1, XP_017754847.1	XP_001949994.2
OG0001858	XP_017766853.1, XP_017766852.1	XP_001950544.1
OG0001859	XP_017766658.1	XP_016660503.1, XP_001950684.2, XP_029345572.1
OG0001860	XP_017754325.1	XP_001950915.3
OG0001861	XP_017757479.1	XP_001951063.1
OG0001862	XP_017766276.1	XP_001951151.1, XP_008187987.1, XP_008187986.1
OG0001863	XP_017764527.1, XP_017764528.1, XP_017764526.1	XP_001951176.1
OG0001864	XP_017757737.1	XP_001951225.1
OG0001865	XP_017754393.1	XP_001951536.1, XP_001951914.1
OG0001866	XP_017759395.1, XP_017759394.1, XP_017759397.1	XP_029341527.1, XP_016657739.1, XP_001951538.1
OG0001867	XP_017762954.1	XP_001951701.1
OG0001868	XP_017763386.1	XP_001951736.1, XP_008183468.1, XP_008183466.1
OG0001869	XP_017753907.1	XP_001952010.1, XP_016664220.1
OG0001870	XP_017760174.1	XP_001952173.2
OG0001871	XP_017764027.1	XP_001952722.1
OG0001872	XP_017755107.1	XP_001952755.1
OG0001873	XP_017763459.1	XP_001952829.1
OG0001874	XP_017763987.1	XP_008185190.1, XP_001952839.1
OG0001875	XP_017752712.1	XP_029346961.1, XP_001952853.2
OG0001876	XP_017762084.1	XP_001952862.2
OG0001877	XP_017753773.1	XP_003240052.1
OG0001878	XP_017759633.1	XP_029341366.1, XP_016656176.1, XP_003242518.2, XP_003240785.1, XP_003247189.1
OG0001879	XP_017764812.1	XP_003240974.1
OG0001880	XP_017760311.1	XP_003241869.2
OG0001881	XP_017761719.1	XP_003242009.1
OG0001882	XP_017756378.1	XP_003242232.1
OG0001883	XP_017756989.1	XP_003242255.1
OG0001884	XP_017757806.1	XP_016656757.1, XP_003242429.1
OG0001885	XP_017752385.1	XP_003242954.1, XP_008180737.1
OG0001886	XP_017757213.1	XP_003242961.1
OG0001887	XP_017765937.1	XP_008180938.2, XP_029342240.1, XP_003243122.1
OG0001888	XP_017761511.1, XP_017761513.1	XP_003243530.1
OG0001889	XP_017753220.1	XP_029341382.1, XP_003246404.1, XP_003245803.1, XP_029348673.1, XP_003243691.1
OG0001890	XP_017767277.1	XP_003247580.1, XP_003243804.1
OG0001891	XP_017767743.1, XP_017767742.1	XP_003243994.1
OG0001892	XP_017755307.1	XP_003244214.1
OG0001893	XP_017758503.1	XP_003245723.1
OG0001894	XP_017764916.1	XP_003246006.1, XP_029341180.1
OG0001895	XP_017761569.1	XP_003246351.1, XP_029342851.1, XP_029342101.1
OG0001896	XP_017758410.1	XP_003246488.1
OG0001897	XP_017756107.1	XP_016662331.1, XP_016662330.1, XP_016662332.1, XP_003246500.3
OG0001898	XP_017754421.1	XP_029343282.1, XP_016662941.1, XP_003247013.1, XP_003246976.1
OG0001899	XP_017760740.1	XP_003247539.2, XP_008178962.1, XP_003247488.1
OG0001900	XP_017760473.1	XP_029344450.1, XP_016663722.1, XP_003247737.1, XP_016663723.1, XP_016663721.1, XP_008187787.1
OG0001901	XP_017760816.1	XP_008178515.1, XP_016656489.1
OG0001902	XP_017764972.1, XP_017764962.1	XP_008178645.1
OG0001903	XP_017767604.1	XP_008178715.1
OG0001904	XP_017763877.1	XP_008179049.1, XP_008179053.1
OG0001905	XP_017757413.1	XP_008179792.1
OG0001906	XP_017758481.1, XP_017758289.1	XP_029342055.1, XP_008179815.2, XP_029344463.1, XP_029341364.1, XP_016658914.1, XP_029342300.1, XP_029341631.1, XP_029341273.1, XP_029345733.1, XP_029348404.1, XP_016661773.1
OG0001907	XP_017760457.1	XP_029342208.1, XP_029340990.1, XP_008190086.2
OG0001908	XP_017767761.1, XP_017767762.1	XP_008181779.1
OG0001909	XP_017761393.1, XP_017761396.1	XP_008182340.1
OG0001910	XP_017762727.1	XP_008182560.1, XP_029346097.1
OG0001913	XP_017767082.1	XP_016659699.1, XP_008182892.1, XP_029344147.1
OG0001914	XP_017765462.1	XP_008183203.1, XP_008183199.1
OG0001915	XP_017757476.1	XP_008183547.2
OG0001916	XP_017765014.1	XP_008183576.1
OG0001917	XP_017760991.1, XP_017760989.1	XP_008183695.1
OG0001918	XP_017763607.1	XP_016658338.2, XP_008184564.1
OG0001919	XP_017767106.1	XP_008185199.1
OG0001920	XP_017767432.1	XP_008185245.2
OG0001921	XP_017763586.1	XP_008185452.1
OG0001922	XP_017767074.1	XP_029346200.1, XP_008185784.1
OG0001923	XP_017762230.1	XP_008185966.1
OG0001924	XP_017763443.1, XP_017753378.1	XP_008186124.1
OG0001925	XP_017761061.1	XP_008186171.1
OG0001926	XP_017756010.1, XP_017756011.1, XP_017756013.1, XP_017756014.1	XP_008186521.1
OG0001927	XP_017762217.1	XP_008186724.1, XP_008186723.1, XP_029342722.1
OG0001928	XP_017763555.1	XP_016663362.1, XP_016663361.1, XP_016663364.1, XP_029345615.1, XP_016663360.1, XP_008187295.1
OG0001929	XP_017758422.1	XP_008188001.1
OG0001930	XP_017767356.1	XP_008189285.1
OG0001931	XP_017765319.1	XP_008189349.1
OG0001933	XP_017764880.1	XP_016656755.1
OG0001934	XP_017752418.1, XP_017752417.1, XP_017752416.1, XP_017752415.1, XP_017752419.1	XP_016659094.2
OG0001935	XP_017764257.1, XP_017764256.1	XP_029345347.1, XP_016659373.1
OG0001936	XP_017756033.1	XP_016659625.1, XP_029343633.1
OG0001937	XP_017755817.1	XP_016660066.1
OG0001938	XP_017755683.1	XP_016661178.2
OG0001939	XP_017757878.1	XP_016662921.1
OG0001940	XP_017757009.1	XP_016664224.1
OG0001941	XP_017762381.1	XP_029342563.1
OG0001942	XP_017752914.1	XP_029342943.1
OG0001943	XP_017766281.1	XP_029348042.1, XP_029343108.1
OG0001944	XP_017764539.1	XP_029343229.1, XP_029343228.1
OG0001945	XP_017754047.1	XP_029343268.1, XP_029343266.1
OG0001946	XP_017760758.1, XP_017760756.1, XP_017760757.1	XP_029343313.1
OG0001947	XP_017762450.1	XP_029343893.1
OG0001948	XP_017762965.1	XP_029343945.1
OG0001949	XP_017752502.1	XP_029344221.1
OG0001950	XP_017755402.1	XP_029344449.1
OG0001951	XP_017756638.1	XP_029345038.1
OG0001952	XP_017762404.1, XP_017762453.1, XP_017761211.1, XP_017761210.1	XP_029345699.1
OG0001953	XP_017765746.1, XP_017755082.1	XP_029346601.1
OG0001987	XP_017766719.1, XP_017766718.1, XP_017766720.1	NP_001153863.1
OG0001988	XP_017753324.1	NP_001155380.1, XP_008184303.1
OG0001989	XP_017752320.1, XP_017752319.1	NP_001155391.1, XP_008180716.1
OG0001990	XP_017753470.1, XP_017753479.1	NP_001155397.1
OG0001991	XP_017760145.1, XP_017760144.1	NP_001155422.1, XP_029344736.1
OG0001992	XP_017764860.1	NP_001155668.1, XP_008180669.1
OG0001993	XP_017755146.1	NP_001155708.1
OG0001994	XP_017763139.1	NP_001155742.1, XP_008187651.1
OG0001995	XP_017761753.1	NP_001155756.1
OG0001996	XP_017755075.1	XP_008185909.1, NP_001155858.1
OG0001997	XP_017752289.1	NP_001156096.1, XP_008181077.1, XP_008182672.2
OG0001998	XP_017758605.1	XP_008183251.1, NP_001156221.1
OG0001999	XP_017767582.1	NP_001156231.1
OG0002000	XP_017759545.1	NP_001156269.1, XP_029344804.1
OG0002001	XP_017755894.1	NP_001156703.1
OG0002002	XP_017755889.1	NP_001157180.1, XP_001948608.2, XP_008183055.1, XP_001948649.2
OG0002004	XP_017761106.1	NP_001191855.1
OG0002005	XP_017757315.1	NP_001191949.1, XP_008190009.1
OG0002006	XP_017759628.1	XP_008181499.1, XP_008179670.1, NP_001232987.1, XP_008190079.1, XP_008189278.1, NP_001280479.1
OG0002007	XP_017767759.1	NP_001233075.1
OG0002009	XP_017753666.1, XP_017753669.1, XP_017753668.1	NP_001280317.1
OG0002010	XP_017752695.1	XP_001950007.1, NP_001280444.1
OG0002011	XP_017766231.1	XP_029347613.1, XP_001942528.1
OG0002012	XP_017766388.1	XP_001942532.2
OG0002013	XP_017763091.1	XP_001943028.2
OG0002014	XP_017766697.1, XP_017766694.1	XP_001943263.2
OG0002015	XP_017755655.1	XP_001943314.1
OG0002016	XP_017766359.1	XP_001944071.1, XP_001943461.1, XP_029341274.1
OG0002017	XP_017765206.1	XP_001943519.1
OG0002018	XP_017754613.1, XP_017754612.1	XP_003244523.1, XP_001948706.2, XP_001943559.2
OG0002019	XP_017760760.1	XP_001946553.1
OG0002020	XP_017767599.1	XP_001943702.1
OG0002021	XP_017762697.1	XP_001943795.2
OG0002022	XP_017765315.1	XP_029348587.1, XP_029342337.1, XP_029345860.1, XP_029341001.1, XP_001943817.2, XP_029342340.1, XP_003248711.2, XP_029342345.1
OG0002023	XP_017766536.1	XP_001943859.1, XP_003248674.1
OG0002024	XP_017767611.1	XP_001943867.2
OG0002025	XP_017757131.1	XP_001943896.1
OG0002026	XP_017765553.1	XP_003247615.2, XP_029341238.1, XP_029346359.1, XP_016661078.1, XP_029341363.1, XP_016661593.1, XP_001943915.2, XP_029345760.1, XP_016658533.1, XP_001948096.2
OG0002027	XP_017762169.1	XP_001944016.1
OG0002028	XP_017753177.1	XP_001944028.1
OG0002029	XP_017754661.1	XP_001944072.1, XP_029344159.1
OG0002030	XP_017762052.1	XP_001944077.2
OG0002032	XP_017758759.1	XP_003246696.1, XP_001944309.2
OG0002033	XP_017753889.1	XP_001944435.1
OG0002034	XP_017763079.1	XP_001944588.1
OG0002035	XP_017760243.1	XP_001944639.2
OG0002036	XP_017759696.1	XP_001944759.2
OG0002037	XP_017754054.1	XP_016663786.1, XP_003241196.1, XP_001944760.2, XP_029344670.1, XP_029345728.1
OG0002038	XP_017754470.1	XP_001944803.2
OG0002039	XP_017765511.1, XP_017765512.1	XP_001944871.1
OG0002040	XP_017760605.1	XP_001952821.2, XP_001945737.1, XP_001944935.5
OG0002041	XP_017763990.1	XP_001945010.1
OG0002042	XP_017757959.1	XP_001945075.2, XP_029345141.1
OG0002043	XP_017752282.1, XP_017752256.1	XP_001945275.1
OG0002044	XP_017752860.1	XP_001945498.1, XP_016659740.1, XP_008182932.1
OG0002045	XP_017757902.1	XP_001945626.1, XP_016657403.1
OG0002046	XP_017757202.1, XP_017757204.1	XP_001945658.1
OG0002047	XP_017755727.1	XP_001945671.1
OG0002048	XP_017757250.1	XP_001945802.2
OG0002049	XP_017763150.1	XP_001945884.1
OG0002050	XP_017753232.1, XP_017753233.1, XP_017753231.1, XP_017753230.1	XP_001945892.2
OG0002051	XP_017754517.1, XP_017754473.1	XP_016659128.1, XP_001946062.1
OG0002052	XP_017759150.1	XP_001946072.2
OG0002053	XP_017761246.1	XP_003244732.1, XP_001946127.2
OG0002054	XP_017759935.1, XP_017759936.1	XP_001946560.2, XP_008179771.1
OG0002055	XP_017767449.1	XP_016663730.1, XP_001946571.1, XP_029343080.1
OG0002056	XP_017760142.1, XP_017760141.1	XP_001946593.1
OG0002057	XP_017759866.1	XP_001946607.1
OG0002058	XP_017766985.1	XP_001946617.2
OG0002059	XP_017760572.1	XP_001946687.2
OG0002060	XP_017752975.1	XP_001946705.2
OG0002061	XP_017752436.1, XP_017752438.1, XP_017752437.1, XP_017752440.1, XP_017752439.1	XP_001946856.2
OG0002062	XP_017757107.1	XP_001946981.2
OG0002063	XP_017757613.1	XP_001947007.1
OG0002064	XP_017766552.1	XP_016660090.1, XP_001947097.1
OG0002065	XP_017767275.1	XP_001947123.2
OG0002066	XP_017758096.1	XP_001947173.1
OG0002067	XP_017752193.1	XP_001949769.2, XP_001947521.2
OG0002068	XP_017753626.1	XP_001947646.2, XP_029342767.1, XP_016659961.1
OG0002069	XP_017760314.1	XP_001951771.1, XP_001947840.1
OG0002070	XP_017755240.1, XP_017755233.1	XP_001948071.2
OG0002071	XP_017761158.1	XP_001948113.2
OG0002072	XP_017756922.1	XP_001948957.1, XP_001948169.2
OG0002073	XP_017759529.1	XP_001948564.2
OG0002074	XP_017765211.1	XP_008181214.1, XP_001948575.1, XP_008179714.1, XP_029347990.1
OG0002075	XP_017761371.1	XP_001948893.1
OG0002076	XP_017756261.1	XP_029344443.1, XP_001948988.1
OG0002077	XP_017765013.1	XP_029344641.1, XP_003244316.1, XP_029344643.1, XP_001949368.1, XP_008182774.1, XP_008182781.1
OG0002078	XP_017761900.1	XP_001949575.1, XP_016656077.1
OG0002079	XP_017752475.1	XP_001949578.1, XP_008181710.1
OG0002080	XP_017752411.1	XP_001949620.4, XP_016662931.1
OG0002081	XP_017752559.1	XP_008182184.1, XP_001949691.2, XP_003243930.1
