Orthogroup	Bombyx_mori	Ceratina_calcarata
OG0002222	XP_037867084.1, XP_037867089.1	XP_026672217.1, XP_026672212.1
OG0002223	XP_004924801.2	XP_026667455.1
OG0002224	XP_004931770.1	XP_017892370.1
OG0002225	XP_021206432.2	XP_017891859.1, XP_026675227.1
OG0002226	XP_037873298.1	XP_017881224.1
OG0002230	XP_012545976.1	XP_026671985.1, XP_017885155.1
OG0002233	XP_037871131.1, XP_037874349.1, XP_037870378.1, XP_037874846.1, XP_037868507.1, XP_037873336.1, XP_037872897.1, XP_037872044.1, XP_037875892.1, XP_037870986.1, XP_037866486.1, XP_037876377.1, XP_037873744.1, XP_037874876.1, XP_037874058.1, XP_037872898.1, XP_037873328.1, XP_037868490.1	XP_017890719.1
OG0002236	NP_001093076.1, XP_012543928.1	XP_017884797.1
OG0002237	XP_004933166.1	XP_017880128.1
OG0002238	NP_001037372.1	XP_017878783.1
OG0002239	NP_001040237.1	XP_017884589.1, XP_026669614.1, XP_017880623.1
OG0002240	NP_001036916.1	XP_017893071.1
OG0002241	XP_021203193.1, NP_001037233.1	XP_017886386.1
OG0002242	XP_037871896.1	XP_017879072.1
OG0002243	XP_004923153.1	XP_017885187.1, XP_017885186.1
OG0002244	NP_001037281.1	XP_017885744.1
OG0002245	XP_021205311.1	XP_017880771.1, XP_017880768.1
OG0002246	NP_001036897.1	XP_017877203.1, XP_017877204.1
OG0002248	XP_004926601.1, XP_012551631.1, NP_001040343.1	XP_017887314.1
OG0002249	NP_001091802.1	XP_017892318.1
OG0002250	XP_004923404.1	XP_017893338.1
OG0002251	NP_001040131.1	XP_017885243.1
OG0002252	XP_004927837.1	XP_017886926.1
OG0002253	NP_001040524.1, XP_012549378.1	XP_017887276.1
OG0002254	NP_001040498.1, NP_001040382.1	XP_017888248.1, XP_017888245.1
OG0002255	XP_004926242.1, XP_004926243.1	XP_017889017.1
OG0002256	XP_037875702.1	XP_017888854.1
OG0002257	XP_037866847.1	XP_026673403.1, XP_017888226.1
OG0002258	XP_004924118.1	XP_017883599.1, XP_017883590.1
OG0002259	XP_004928659.1	XP_017882614.1
OG0002260	NP_001040161.1	XP_026675045.1, XP_017891562.1
OG0002261	NP_001093078.1	XP_017890121.1, XP_026674367.1, XP_017890123.1
OG0002262	XP_012548775.2	XP_017888633.1
OG0002263	XP_012545000.1, XP_037875794.1	XP_026670797.1
OG0002264	XP_012544793.1, XP_037869775.1	XP_026671807.1, XP_026671803.1
OG0002265	XP_012550867.2, NP_001040456.1, NP_001040530.1	XP_017885987.1
OG0002266	XP_004926299.1	XP_017875983.1
OG0002267	XP_004925202.1	XP_017893546.1
OG0002268	XP_037873998.1	XP_017893594.2, XP_017893596.1
OG0002270	XP_021205280.1, XP_021205281.1	XP_017885920.1
OG0002271	XP_037869279.1, XP_037869280.1	XP_017879899.1
OG0002272	XP_004922819.1	XP_026674717.1, XP_017890932.1
OG0002274	XP_021204196.1, NP_001040291.1	XP_017882221.1, XP_026670440.1, XP_026670439.1, XP_026670441.1
OG0002275	XP_021206830.2	XP_026671008.1, XP_017892129.1, XP_017892200.1
OG0002276	XP_012544866.1, XP_012544867.1	XP_017884936.1
OG0002277	NP_001296557.1	XP_017880221.1
OG0002278	XP_012552556.2, XP_012552490.2	XP_017878426.1
OG0002279	XP_037876995.1	XP_017877169.1
OG0002280	NP_001093299.1, XP_012548047.1	XP_026670975.1
OG0002281	XP_037872686.1	XP_017885785.1
OG0002282	XP_004924715.1	XP_026669557.1
OG0002283	XP_012553037.2, NP_001037558.1	XP_017892601.1
OG0002284	XP_037871685.1, XP_012552837.1, XP_021209040.1	XP_017876600.1
OG0002285	XP_012549050.1, XP_004929829.1	XP_017875443.1
OG0002286	XP_012548819.2	XP_017890910.1
OG0002287	XP_021202511.2	XP_017875135.1
OG0002288	XP_012546309.1	XP_017890585.1, XP_026674534.1, XP_017890584.1
OG0002289	XP_037877096.1	XP_017885982.1
OG0002290	XP_004930244.1	XP_026670976.1
OG0002291	XP_012551389.1	XP_026673947.1, XP_026673945.1
OG0002292	XP_021202132.2	XP_017889160.1
OG0002293	XP_012548852.1, XP_037874539.1	XP_017891263.1
OG0002294	XP_012552663.2, XP_037871201.1	XP_017875226.1
OG0002295	XP_004931485.1	XP_017889225.1, XP_026672617.1
OG0002296	XP_037870380.1	XP_026668545.1, XP_026668541.1
OG0002297	NP_001124361.1	XP_017884931.1, XP_017884941.1
OG0002298	XP_004922977.1	XP_026669654.1, XP_026669653.1
OG0002299	XP_012551606.1	XP_026669042.1, XP_026669012.1
OG0002302	XP_004931975.1	XP_017884081.2, XP_026674390.1
OG0002303	NP_001116816.1, XP_037870168.1	XP_017888160.1
OG0002304	XP_004927378.1, XP_021204470.1	XP_017877884.1, XP_026668381.1
OG0002305	XP_037875018.1	XP_026670688.1
OG0002307	XP_004931271.1	XP_017884288.1
OG0002309	XP_012551263.2	XP_017884843.1
OG0002310	XP_037875109.1	XP_026675246.1
OG0002311	XP_012551556.1, XP_004929999.1	XP_017881375.1
OG0002312	XP_021206859.2	XP_017890315.1
OG0002313	XP_004933278.1	XP_017878403.1
OG0002314	XP_004933495.3	XP_017876218.1
OG0002315	XP_004932517.1	XP_017888126.1
OG0002316	XP_012552048.1, XP_021209118.1	XP_017882454.1
OG0002317	XP_004924840.1	XP_017892334.1
OG0002318	XP_004923365.1	XP_026670851.1
OG0002319	NP_001188362.1, XP_037875039.1	XP_017888717.1
OG0002320	XP_037873194.1	XP_017891981.1, XP_017891982.1, XP_017891968.1
OG0002321	XP_012553291.1	XP_026674052.1
OG0002322	XP_012552290.1	XP_026672202.1, XP_017891656.1
OG0002323	XP_037876567.1	XP_026668532.1
OG0002324	NP_001108342.1	XP_026667831.1, XP_017876791.1
OG0002326	XP_004926830.1	XP_017878619.1
OG0002327	NP_001243986.1, XP_012545523.1	XP_017893237.1
OG0002328	XP_012546166.1, XP_004926575.1	XP_017878405.1
OG0002329	XP_037870561.1	XP_026666765.1
OG0002330	XP_004927093.1	XP_026670270.1
OG0002331	XP_021202468.1	XP_026667919.1
OG0002332	XP_037873581.1, XP_037873582.1	XP_017884490.1
OG0002333	XP_037868904.1	XP_017889691.1
OG0002334	XP_037867857.1, XP_037867858.1	XP_026675650.1, XP_026675649.1
OG0002335	XP_004929611.1	XP_017883467.1
OG0002337	NP_001036929.1, XP_012549361.2, NP_001127710.1	XP_026673047.1, XP_026673048.1, XP_017887759.1
OG0002338	XP_037877871.1	XP_017878550.1
OG0002339	XP_037875024.1	XP_017875722.1
OG0002340	XP_021205814.2	XP_026669135.1, XP_026669161.1
OG0002341	XP_004930911.1, XP_037877762.1, XP_037877763.1, XP_037877764.1	XP_026670420.1
OG0002342	NP_001037638.1	XP_017892031.1
OG0002344	XP_004926597.1, XP_037867304.1, NP_001296462.1	XP_017886933.1
OG0002345	XP_004928556.1	XP_017883268.1, XP_017883267.1
OG0002346	XP_037872670.1	XP_026671583.1
OG0002347	XP_012552139.1	XP_017884277.1, XP_017884276.1
OG0002348	XP_037873617.1	XP_017876674.1
OG0002349	XP_004927771.1	XP_017879640.1
OG0002350	XP_037876346.1	XP_017885737.1
OG0002351	XP_004926437.1	XP_017882004.1, XP_026670423.1, XP_017891810.1
OG0002352	XP_004931534.1	XP_017892057.1
OG0002353	XP_037876645.1, XP_021207383.2, XP_021207386.2, XP_021207365.2, XP_021207369.2, XP_021207370.2, XP_021207373.2	XP_017893428.1, XP_017893431.1
OG0002354	XP_012544990.2	XP_017889869.1, XP_026674080.1
OG0002355	XP_004928444.1, XP_004925401.1	XP_017879069.1
OG0002356	NP_001116818.1, XP_037866722.1	XP_017883853.1
OG0002357	XP_021208040.1, XP_004932789.1	XP_017881391.1
OG0002358	XP_004930714.2	XP_017882158.1
OG0002359	XP_004929440.1	XP_017884729.1, XP_017884739.1
OG0002360	XP_004932668.1	XP_017877581.1
OG0002361	NP_001170796.1	XP_017877216.1, XP_017877217.1
OG0002362	XP_037873055.1	XP_017888871.1
OG0002363	XP_004922407.1	XP_017893134.1
OG0002364	XP_004928646.2	XP_017880681.1
OG0002366	XP_004932954.2	XP_017885371.1
OG0002367	XP_004933296.1	XP_017893382.1
OG0002368	XP_037867913.1	XP_026675253.1
OG0002369	XP_004924151.1	XP_017875661.1
OG0002370	XP_004932621.1	XP_026674490.1
OG0002371	XP_004925258.2	XP_017889853.1
OG0002372	XP_004932688.1, XP_012551386.1	XP_026668305.1
OG0002373	XP_004932325.2, XP_012551127.2	XP_017891870.1
OG0002374	XP_021208478.1	XP_017876235.1
OG0002375	XP_004928174.2	XP_017882444.1
OG0002376	XP_004927405.1	XP_017885659.1, XP_017877431.1, XP_017877430.1, XP_017877433.1, XP_017877434.1
OG0002377	XP_021202033.1	XP_026667415.1
OG0002378	XP_037873440.1	XP_017884721.1
OG0002379	XP_004921857.1	XP_017883155.1
OG0002380	XP_004929661.1	XP_026674518.1
OG0002381	XP_037874452.1	XP_017884535.1
OG0002382	XP_004922524.1	XP_026670227.1, XP_017881881.1
OG0002383	XP_012548866.2, XP_004929786.3	XP_017883977.1, XP_026675540.1, XP_017892653.1
OG0002384	XP_004925916.1	XP_026667675.1, XP_017876684.1
OG0002385	XP_004924172.3	XP_017885541.1
OG0002386	XP_037875460.1	XP_017890672.2, XP_026666784.1
OG0002387	XP_037873254.1	XP_026668448.1, XP_026668449.1, XP_026668450.1, XP_017878210.1
OG0002388	XP_004921870.1	XP_017887666.1
OG0002390	XP_004924321.2, XP_021202405.2	XP_017876491.1, XP_017876490.1
OG0002391	XP_012545101.3	XP_017876417.1, XP_017876418.1, XP_026667562.1
OG0002392	XP_037869639.1	XP_017889765.1
OG0002393	XP_004933063.1, XP_004933068.1	XP_017883095.1
OG0002394	XP_004929162.1	XP_017879433.2, XP_026669403.1
OG0002395	XP_004928896.1	XP_017891233.1
OG0002397	XP_004923815.3, XP_037871372.1	XP_017884005.1
OG0002398	XP_004929744.1	XP_017879259.1
OG0002400	XP_004925676.1	XP_026675035.1, XP_017891570.1, XP_017891569.1
OG0002402	XP_004932210.1	XP_026671895.1, XP_026671893.1, XP_026671894.1, XP_026671891.1, XP_026671892.1, XP_026671890.1
OG0002403	XP_037871961.1, XP_037871964.1	XP_026669262.1
OG0002404	XP_037866679.1	XP_017880415.1
OG0002405	XP_021203763.2	XP_017893412.1, XP_017882761.2
OG0002406	XP_037871892.1, XP_021205341.2	XP_017887251.1
OG0002407	XP_004926148.1, XP_004926149.1	XP_017890840.1
OG0002408	XP_004924182.1	XP_026671380.1, XP_017884115.1
OG0002409	XP_012549337.1	XP_026666876.1
OG0002410	XP_021207248.2	XP_026675440.1, XP_026675441.1
OG0002412	XP_037876179.1	XP_026669046.1, XP_017879539.1
OG0002413	XP_037874940.1	XP_017881412.1, XP_026669973.1
OG0002414	XP_021207611.1	XP_017880975.1
OG0002415	XP_012546283.1, XP_004922044.1, XP_037877270.1, XP_037877269.1, XP_037877495.1	XP_026671758.1
OG0002416	XP_021204344.1, XP_021204346.1, XP_021204345.1, XP_021204348.1, XP_021204347.1	XP_026673112.1
OG0002418	XP_004930702.1	XP_017891122.1, XP_017891113.1
OG0002419	XP_012550021.2	XP_017888798.1
OG0002420	XP_004930781.1	XP_017886768.1
OG0002421	XP_037876076.1	XP_017876835.1
OG0002422	XP_037877643.1, NP_001188507.1	XP_026674924.1, XP_017891390.1
OG0002423	XP_004925409.1	XP_017880274.1
OG0002424	XP_004928633.2	XP_017893413.1
OG0002425	XP_012550588.2	XP_017875736.1, XP_017875735.1
OG0002426	NP_001036992.1	XP_017877083.1
OG0002427	XP_012543877.2	XP_026673296.1
OG0002428	XP_012548883.1, NP_001165394.1	XP_017887179.1
OG0002429	XP_012547344.1, NP_001037626.1	XP_017891357.1
OG0002430	XP_012544892.1	XP_017884681.1
OG0002431	XP_004931547.1, XP_012550465.1	XP_017875960.1
OG0002432	XP_004927269.2	XP_017886834.2
OG0002433	XP_037877780.1	XP_017878655.1
OG0002434	XP_037875245.1	XP_026668526.1, XP_017882814.2
OG0002435	XP_004930075.1	XP_017888310.1
OG0002436	XP_012547772.1	XP_026675043.1, XP_026675042.1
OG0002437	XP_037877848.1	XP_026668628.1, XP_017878492.1
OG0002438	XP_037870038.1, XP_037870036.1, XP_037870035.1	XP_017889724.1, XP_026674226.1
OG0002439	XP_004931567.1, XP_021207146.1, XP_012550544.1, XP_012550545.1	XP_017882153.1
OG0002440	XP_012552026.2	XP_017881591.1
OG0002441	XP_037868229.1, XP_037868230.1	XP_026669752.1
OG0002442	XP_037868428.1, XP_004932101.1	XP_017886052.1
OG0002443	XP_004932623.1	XP_026675295.1, XP_017891845.1
OG0002444	XP_004929457.2	XP_017881348.1, XP_026669917.1
OG0002445	XP_012544632.2, XP_037876332.1, XP_021202543.2	XP_017890054.1
OG0002446	XP_004932290.1	XP_017888894.1
OG0002447	XP_037875798.1, XP_037875801.1	XP_026666603.1
OG0002448	XP_004930451.1	XP_017892096.1, XP_017892097.1
OG0002449	XP_012547910.2	XP_017892763.1
OG0002450	XP_021204136.1	XP_017875147.2
OG0002451	XP_037873539.1, XP_037873540.1	XP_017879367.1
OG0002452	XP_037871695.1	XP_026668094.1
OG0002453	XP_004932499.1	XP_017880420.1
OG0002454	XP_004925478.1, XP_012545266.1	XP_026675642.1, XP_026675640.1, XP_026675641.1, XP_017892936.1
OG0002455	NP_001037060.1	XP_017890983.1, XP_026674720.1
OG0002456	XP_004922853.1	XP_017875212.1, XP_017875213.1
OG0002457	XP_012551394.2	XP_017887637.1
OG0002458	XP_004931740.1	XP_026669635.1, XP_017881056.1, XP_026669634.1, XP_026669633.1, XP_026669632.1
OG0002459	XP_037867151.1, XP_004927807.1, XP_004930039.2, XP_012549165.1	XP_017881807.1
OG0002460	XP_021204850.1	XP_017880288.1, XP_026669391.1
OG0002462	XP_021207487.1	XP_026672618.1, XP_017886630.1
OG0002465	NP_001296550.1, XP_037871316.1, XP_004923345.1, NP_001153673.1	XP_017881927.2
OG0002467	XP_004926343.1	XP_017889653.1, XP_017889655.1, XP_017889654.1
OG0002468	XP_037868052.1	XP_026673000.1, XP_017887442.1
OG0002469	XP_004931796.2	XP_017876774.1
OG0002471	NP_001037416.1, NP_001098692.1	XP_017882707.1
OG0002473	XP_012545879.1	XP_026672219.1
OG0002474	XP_004929251.2	XP_026667596.1
OG0002475	XP_004927908.2, XP_037870710.1	XP_017891180.1
OG0002476	XP_004926315.1, XP_021203736.1	XP_017888040.1
OG0002477	XP_012544025.1	XP_017878710.1, XP_017878709.1
OG0002479	XP_037867479.1	XP_026670905.1
OG0002481	XP_021205493.1	XP_017875458.1, XP_017875456.1
OG0002482	XP_021204362.2, XP_037873656.1, XP_037873657.1	XP_017883179.1, XP_026673475.1, XP_017876050.1, XP_017884542.1
OG0002483	XP_021205636.1, XP_012548358.1	XP_017889552.1
OG0002484	XP_004928012.3	XP_017884202.1, XP_026671394.1
OG0002485	XP_012549229.1	XP_017882242.1, XP_017882244.1, XP_026670249.1, XP_017882243.1
OG0002486	XP_012548554.3	XP_026675072.1, XP_026675076.1
OG0002488	XP_021202492.1, XP_004924421.1	XP_026671500.1, XP_026671499.1, XP_017884581.1
OG0002489	XP_037875220.1	XP_017885571.1
OG0002490	XP_037877030.1, XP_037877029.1, XP_037877031.1	XP_017879349.1
OG0002491	XP_037871757.1, XP_037871760.1	XP_026672554.1
OG0002492	XP_012549557.1, NP_001124362.1	XP_017876093.1
OG0002493	XP_012544192.1, XP_012544191.1	XP_017878749.1
OG0002494	XP_004932605.1	XP_017880388.1
OG0002497	XP_004921837.1	XP_017879604.1
OG0002501	XP_021206149.1	XP_026670047.1, XP_026669477.1
OG0002507	XP_004929002.1, XP_004929001.1	XP_017877613.1
OG0002508	NP_001093284.1	XP_017875074.1
OG0002509	XP_037877001.1, NP_001040428.1	XP_017880135.1
OG0002510	XP_012551703.1	XP_017890993.1
OG0002511	XP_004924360.1	XP_017875022.1
OG0002512	XP_004927045.1	XP_017878660.1
OG0002513	NP_001040323.2, XP_012544381.1	XP_017880337.1, XP_017880338.1
OG0002514	XP_004921754.1	XP_026671288.1
OG0002515	XP_012550687.1	XP_026667615.1, XP_017876489.1
OG0002516	XP_004929862.1, XP_004929865.1, XP_004929864.1, XP_004929863.1, XP_037869932.1	XP_017885193.1
OG0002517	XP_004924178.1	XP_017876197.1
OG0002518	XP_037873525.1	XP_017892217.1
OG0002519	XP_004933453.1	XP_017880329.1
OG0002520	XP_004926253.1, XP_021203710.1	XP_017893572.1
OG0002521	XP_004930946.1	XP_017880740.1
OG0002522	XP_037869155.1	XP_017879004.1
OG0002523	XP_037871532.1, NP_001037141.1	XP_017893367.1
OG0002524	NP_001040378.1	XP_017884523.1
OG0002526	XP_004932574.1	XP_017888046.2, XP_026673303.1, XP_017879404.2, XP_026675514.1
OG0002527	NP_001040487.1	XP_017877650.1
OG0002528	XP_004932005.1	XP_017881886.1, XP_026670225.1, XP_026670226.1
OG0002529	XP_004924976.1	XP_017884445.1
OG0002530	NP_001037245.1	XP_017877129.1
OG0002531	XP_004921974.1, XP_037877268.1	XP_017885968.1
OG0002532	XP_004928544.1	XP_017882988.1, XP_026670781.1, XP_026670773.1, XP_017882986.1
OG0002533	XP_004926516.1	XP_017885811.1
OG0002534	XP_004928268.1, XP_004926261.1	XP_017877583.1, XP_026668185.1, XP_026668186.1
OG0002535	XP_021207682.1, NP_001040164.1	XP_017891878.1
OG0002536	XP_004933006.2	XP_017889671.1
OG0002537	XP_004929789.1	XP_026672586.1
OG0002538	XP_012545014.1, NP_001040512.1	XP_017877544.1
OG0002539	XP_004926528.1	XP_017887041.1
OG0002540	NP_001153670.1	XP_026669754.1, XP_017880835.1
OG0002541	XP_037869901.1	XP_017878865.1
OG0002542	XP_004932127.1, XP_037868441.1	XP_017884025.1, XP_026671330.1, XP_017884024.1
OG0002543	XP_037870716.1, XP_004930107.1	XP_017883748.1, XP_017875918.2, XP_026672010.1
OG0002544	XP_004925171.1	XP_017877667.1, XP_017877668.1, XP_026668210.1, XP_026668209.1
OG0002545	NP_001037516.1, XP_012545121.1	XP_017877356.1
OG0002547	XP_004925728.1	XP_017888354.1
OG0002548	NP_001040127.1	XP_017880046.1
OG0002549	XP_004930028.1	XP_017882101.1, XP_026670293.1
OG0002550	NP_001037442.1, XP_037868183.1, XP_021205502.1, XP_037872240.1	XP_017886200.1, XP_026672438.1, XP_017886134.1
OG0002551	XP_004931223.1	XP_017892855.1, XP_026666482.1
OG0002552	XP_037874785.1	XP_026670447.1
OG0002553	XP_004925724.1	XP_017878028.1
OG0002554	XP_004922581.2	XP_026670970.1
OG0002555	XP_004927344.1	XP_017887946.1
OG0002556	NP_001093091.1	XP_017876495.1, XP_026667641.1
OG0002558	XP_004923026.1	XP_017876633.1
OG0002559	XP_004930685.2, XP_004930686.1	XP_017886428.1
OG0002560	XP_004923014.1	XP_017892818.1
OG0002561	XP_037876996.1, NP_001296533.1	XP_026671389.1
OG0002562	XP_021205609.1	XP_017890290.1
OG0002563	XP_037875625.1	XP_017883661.1, XP_026672002.1
OG0002564	XP_004922927.1, XP_037868663.1, XP_021208957.1	XP_017886001.1
OG0002565	XP_021209142.1	XP_017893440.1
OG0002566	XP_004922197.1, XP_021205584.2	XP_017877748.1
OG0002567	XP_021206465.2	XP_026669609.1
OG0002568	XP_004926476.2	XP_017884477.1
OG0002569	XP_004926869.1	XP_017887755.1
OG0002570	XP_012545067.1, NP_001040224.1	XP_017885506.1
OG0002571	XP_037871708.1	XP_017889683.1, XP_017889685.1
OG0002572	XP_037876154.1	XP_026674970.1, XP_026674971.1
OG0002574	XP_037876745.1	XP_017885109.1
OG0002575	XP_021203982.1	XP_017888074.1, XP_017888076.1, XP_017888075.1
OG0002576	NP_001091777.1	XP_017888148.1, XP_026673364.1, XP_017888149.1
OG0002577	XP_037871782.1	XP_017883148.1
OG0002578	XP_037871988.1, XP_004924610.3	XP_017892822.1
OG0002579	NP_001037195.1	XP_017880218.1
OG0002580	NP_001037518.1	XP_017891039.1
OG0002581	XP_037873098.1	XP_017885646.1
OG0002582	NP_001040315.1	XP_017885855.1
OG0002583	NP_001040273.1	XP_017891127.1
OG0002584	XP_012543944.1	XP_017885275.1, XP_017885283.1
OG0002585	NP_001040114.1	XP_017877591.1
OG0002586	XP_037869077.1	XP_017881522.1
OG0002587	XP_037869208.1, XP_037869213.1	XP_026674300.1
OG0002589	XP_004929806.1	XP_017883767.1
OG0002590	XP_004923312.2	XP_026668944.1
OG0002591	XP_037876141.1	XP_017883760.1
OG0002592	XP_021206591.1, XP_021206590.1	XP_017886928.1
OG0002593	XP_004924242.1	XP_026672827.1, XP_017887146.1, XP_017890019.1
OG0002594	XP_012548013.2	XP_017886165.1
OG0002595	NP_001040158.1	XP_017879290.1
OG0002597	XP_004922125.1	XP_017892566.1
OG0002598	XP_037868024.1	XP_017890368.1
OG0002600	XP_037866512.1	XP_017889905.1
OG0002601	XP_004930340.1	XP_017882488.1
OG0002602	XP_012544652.1, NP_001104834.1	NP_001352276.1
OG0002603	XP_004923651.2, XP_012544817.1	XP_026670648.1, XP_017882647.1
OG0002604	XP_004923628.1	XP_017878531.1, XP_017878522.1
OG0002605	XP_004923154.1	XP_017879366.1
OG0002606	XP_012547334.1	XP_017890682.1
OG0002607	XP_037869393.1, XP_021202770.2, XP_021202771.2, XP_037869392.1	XP_026675377.1
OG0002608	XP_037872379.1	XP_017884423.1, XP_017884422.1
OG0002609	XP_004924791.1	XP_017875747.1
OG0002610	XP_037877867.1	XP_017884891.2
OG0002611	XP_021206361.1	XP_017889008.1
OG0002612	XP_037876091.1, XP_037876087.1	XP_017883325.1
OG0002613	XP_037875428.1, XP_004932682.2, XP_037875430.1	XP_026667752.1
OG0002614	XP_004933765.1	XP_017878502.1, XP_026668638.1
OG0002615	XP_037872862.1, XP_037872861.1	XP_026670048.1
OG0002616	XP_037877802.1	XP_017881624.1
OG0002617	XP_012550332.1	XP_017884822.1
OG0002618	XP_037875792.1	XP_026670926.1, XP_017883264.1
OG0002619	XP_037872468.1	XP_017888589.1
OG0002620	XP_021207173.2	XP_017891706.1
OG0002621	XP_012548279.1	XP_017876831.1
OG0002622	XP_012546887.2	XP_026672852.1
OG0002623	XP_037867237.1, XP_012543895.1	XP_017890109.1
OG0002624	XP_012553255.2	XP_017875005.1
OG0002625	XP_037871893.1	XP_026669928.1, XP_026669923.1, XP_026669927.1
OG0002626	XP_004931276.1	XP_017891923.1, XP_026675171.1
OG0002627	XP_004927396.1	XP_017876017.1, XP_017875999.1
OG0002629	XP_012544911.1	XP_017889544.2
OG0002630	XP_004931330.1	XP_017889584.1
OG0002631	XP_037874269.1	XP_026673781.1
OG0002632	XP_004928478.1	XP_017891926.1
OG0002634	XP_004931480.1	XP_026672196.1, XP_017885742.1, XP_026672197.1
OG0002635	XP_004924508.1	XP_017890253.1
OG0002636	XP_004931532.2	XP_017887905.1
OG0002637	XP_004926816.1	XP_017877807.1
OG0002638	XP_037876635.1	XP_017890262.1
OG0002639	NP_001116819.1, XP_012549101.1	XP_017883902.1
OG0002640	XP_037870865.1	XP_017883782.1
OG0002641	XP_037871960.1, XP_004924823.1, NP_001037606.1	XP_026669988.1
OG0002642	XP_004932679.2	XP_017884775.1
OG0002643	XP_021208534.1	XP_026671035.1
OG0002644	XP_004927631.1	XP_026675115.1
OG0002645	XP_004921966.1, XP_037877303.1	XP_017887721.1
OG0002646	XP_021203712.2	XP_017879054.1
OG0002647	XP_004921666.1	XP_026669132.1
OG0002648	XP_037867691.1	XP_017893115.2
OG0002649	XP_037866786.1	XP_017890251.1
OG0002650	XP_037874688.1	XP_017886817.1
OG0002651	NP_001040413.1, XP_012547763.1	XP_017892016.1
OG0002652	XP_037867746.1	XP_017878076.1
OG0002653	XP_012551542.1, NP_001140196.1	XP_017880795.1
OG0002654	NP_001037550.2	XP_017890738.1
OG0002655	XP_004926517.1	XP_017892834.1
OG0002656	XP_037875505.1	XP_017877195.1
OG0002657	NP_001269150.1, XP_021207950.1	XP_017876305.1
OG0002658	NP_001166749.1	XP_026674977.1
OG0002659	XP_004933016.1	XP_026666637.1, XP_017893239.1
