Orthogroup	Bombyx_mori	Habropoda_laboriosa
OG0001511	XP_037870240.1, NP_001106220.1	XP_017792043.1
OG0001512	XP_012547158.3	XP_017787423.1
OG0001514	NP_001243989.1, XP_012551916.2	XP_017797872.1
OG0001515	XP_037869339.1, XP_012552167.1, XP_004933624.1	XP_017794281.1
OG0001516	XP_012548192.1	XP_017793269.1
OG0001517	XP_004930586.1	XP_017791518.1
OG0001518	XP_012547971.1	XP_017795253.1
OG0001519	XP_037877043.1	XP_017795575.1
OG0001520	XP_004926900.1	XP_017796414.1
OG0001521	XP_037873615.1	XP_017790710.1
OG0001522	NP_001189459.1, XP_012547725.2	XP_017789472.1
OG0001523	XP_037867735.1	XP_017791583.1
OG0001524	XP_004928551.2	XP_017791672.1
OG0001525	XP_004928511.1	XP_017793545.1
OG0001526	XP_037869703.1	XP_017799536.1
OG0001527	XP_012547691.1, XP_012547692.1, XP_004928271.1	XP_017787359.1
OG0001529	NP_001103396.1, XP_021202150.1	XP_017789359.1
OG0001530	XP_004928962.1	XP_017799092.1
OG0001531	XP_004927972.1	XP_017793658.1
OG0001533	XP_037872089.1	XP_017788554.1
OG0001534	XP_012548708.1	XP_017794833.1
OG0001536	XP_021207987.1	XP_017794317.1
OG0001537	XP_004930078.1	XP_017792420.1
OG0001538	NP_001037049.1, XP_037873389.1	XP_017789640.1
OG0001539	NP_001182396.1	XP_017788772.1
OG0001540	XP_037866721.1, NP_001108344.1, XP_037866889.1	XP_017799111.1
OG0001541	XP_037869460.1	XP_017792313.1
OG0001542	XP_004925578.2	XP_017793747.1
OG0001543	XP_021208076.1	XP_017789634.1
OG0001545	XP_021205692.2	XP_017788053.1
OG0001546	XP_021202997.2	XP_017796054.1
OG0001547	XP_037875077.1	XP_017792469.1
OG0001548	XP_037871858.1	XP_017795300.1
OG0001549	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1	XP_017792506.1
OG0001550	NP_001127721.1	XP_017795035.1
OG0001551	NP_001040440.1, XP_021205145.1	XP_017794285.1
OG0001552	XP_037875658.1, XP_037875663.1	XP_017794845.1, XP_017794871.1
OG0001553	XP_004922085.1	XP_017794454.1
OG0001554	XP_021202702.2	XP_017795000.1
OG0001555	XP_004926499.2	XP_017795046.1
OG0001556	XP_037869191.1	XP_017788978.1
OG0001557	NP_001127732.1, XP_037868153.1	XP_017795601.1
OG0001558	XP_004922281.1	XP_017798017.1
OG0001559	XP_012550319.2	XP_017789582.1
OG0001560	XP_012553162.1, XP_012553161.2	XP_017794399.1
OG0001561	XP_004928449.2	XP_017791836.1
OG0001562	XP_037867104.1, XP_037867118.1	XP_017791476.1, XP_017791469.1
OG0001563	XP_021204882.1	XP_017794766.1
OG0001564	XP_037867971.1, XP_037872070.1, XP_037872069.1, XP_021208340.2, XP_037872071.1, XP_012546980.2	XP_017791460.1
OG0001565	XP_037874788.1	XP_017795471.1
OG0001567	NP_001036935.1, XP_037873779.1	XP_017793208.1
OG0001568	XP_037876104.1, NP_001243990.1	XP_017790732.1
OG0001569	XP_037873304.1	XP_017798527.1
OG0001570	XP_012551718.2	XP_017793254.1
OG0001571	XP_037875923.1	XP_017795778.1, XP_017795777.1, XP_017795779.1
OG0001572	XP_004927967.1, XP_004927965.1	XP_017789701.1
OG0001574	XP_012553425.1, XP_021201980.1	XP_017788858.1
OG0001575	NP_001037325.1, NP_001037333.1	XP_017790893.1
OG0001576	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1	XP_017791694.1
OG0001577	XP_037868606.1, NP_001106746.1	XP_017793981.1
OG0001578	NP_001127709.1, NP_001127751.1, XP_037874604.1	XP_017798086.1
OG0001579	XP_037874676.1	XP_017793956.1, XP_017793955.1
OG0001580	XP_004930748.1	XP_017794116.1, XP_017794117.1
OG0001581	XP_012551182.2	XP_017789969.1
OG0001582	XP_012550801.1	XP_017788046.1
OG0001583	XP_004928527.1	XP_017794787.1
OG0001584	XP_012546518.1, XP_012546512.1	XP_017799371.1
OG0001586	XP_012545422.2, NP_001138795.1	XP_017796492.1
OG0001587	XP_004931594.2	XP_017795617.1
OG0001588	XP_037873144.1	XP_017795562.1
OG0001589	XP_021209162.1, XP_004925726.1, XP_004925727.1	XP_017790642.1
OG0001591	XP_004930937.1	XP_017799406.1, XP_017791533.1, XP_017788388.1, XP_017787714.1, XP_017792886.1, XP_017797039.1
OG0001592	XP_004927023.1	XP_017797760.1
OG0001593	NP_001036870.1, XP_037867807.1	XP_017796571.1
OG0001594	XP_004927503.2	XP_017789111.1
OG0001595	XP_004922227.1, XP_021205276.1	XP_017791480.1
OG0001596	XP_004926385.1	XP_017797071.1
OG0001597	XP_004927855.1	XP_017788382.1
OG0001598	XP_037876897.1, NP_001037309.1	XP_017797232.1
OG0001599	XP_037872272.1	XP_017796498.1, XP_017796497.1
OG0001600	XP_021208437.1	XP_017795725.1
OG0001601	XP_012553340.2	XP_017799074.1
OG0001602	XP_012553401.1, XP_004931415.1, XP_021201945.1	XP_017788654.1, XP_017788616.1
OG0001604	XP_012549189.1, XP_012549190.1	XP_017796813.1
OG0001605	NP_001040217.1, XP_012543931.1	XP_017796235.1, XP_017796242.1
OG0001606	NP_001296482.1, XP_004927952.1	XP_017798318.1
OG0001608	XP_004931746.1	XP_017789234.1
OG0001612	XP_021207912.2	XP_017799366.1, XP_017799365.1, XP_017799364.1
OG0001614	NP_001036780.1	XP_017791121.1
OG0001615	NP_001037213.1, XP_037872124.1	XP_017797878.1
OG0001616	NP_001040407.1	XP_017789270.1
OG0001617	NP_001040232.1	XP_017787907.1
OG0001619	XP_021205425.1, XP_004928959.1	XP_017789723.1
OG0001620	XP_004933138.1	XP_017787440.1, XP_017787439.1, XP_017787441.1
OG0001621	XP_004925826.2, XP_037877870.1	XP_017788589.1
OG0001623	XP_037867510.1	XP_017795277.1
OG0001624	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1	XP_017787637.1
OG0001625	XP_037874467.1	XP_017791190.1
OG0001626	XP_004928349.1	XP_017790279.1, XP_017790297.1, XP_017790288.1
OG0001627	XP_004924826.1	XP_017791687.1
OG0001628	NP_001239350.1, XP_012553261.1	XP_017798287.1
OG0001629	XP_037873828.1, NP_001037261.1	XP_017795865.1, XP_017797110.1
OG0001630	XP_012546057.1, XP_012546059.1, XP_004926433.1	XP_017790864.1
OG0001631	XP_004924824.1	XP_017793160.1, XP_017793161.1, XP_017793162.1
OG0001632	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1	XP_017797737.1
OG0001633	XP_004930100.1	XP_017788797.1
OG0001634	XP_021204093.1, XP_021204095.1	XP_017792806.1
OG0001635	XP_004933692.1	XP_017792807.1
OG0001636	NP_001037295.1	XP_017788432.1
OG0001637	XP_004932373.2	XP_017789823.1
OG0001638	XP_037877824.1	XP_017796740.1, XP_017791850.1
OG0001639	XP_004924180.1	XP_017798607.1
OG0001640	XP_004925552.1	XP_017797617.1
OG0001641	XP_037870957.1	XP_017796019.1
OG0001642	XP_004927839.1	XP_017788402.1
OG0001643	XP_012546247.1	XP_017797691.1
OG0001644	XP_004931403.2, XP_012550302.2, XP_004931298.1	XP_017799542.1
OG0001645	XP_012550830.1, XP_012550828.1	XP_017794085.1
OG0001646	XP_037873850.1	XP_017793743.1, XP_017798088.1
OG0001647	XP_004923960.1	XP_017787994.1
OG0001648	XP_004921645.2	XP_017799266.1
OG0001649	NP_001040322.1	XP_017795862.1
OG0001650	XP_037870812.1	XP_017788577.1
OG0001651	XP_012550939.1	XP_017789244.1, XP_017789243.1
OG0001652	XP_037874387.1	XP_017793602.1, XP_017793587.1
OG0001653	XP_004932298.1	XP_017790915.1
OG0001654	XP_037874808.1, XP_037874810.1	XP_017791347.1
OG0001655	XP_037870353.1, XP_004929896.1	XP_017794236.1
OG0001656	XP_037874784.1	XP_017790946.1
OG0001657	XP_004923460.1	XP_017792392.1
OG0001658	XP_004929407.1	XP_017796992.1
OG0001659	XP_037867834.1, XP_037867832.1	XP_017796597.1
OG0001660	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1	XP_017789070.1
OG0001661	XP_012550425.1, XP_012550426.1	XP_017793892.1, XP_017793891.1
OG0001662	XP_037875847.1, XP_037875850.1	XP_017796675.1
OG0001663	XP_004924463.1	XP_017791598.1
OG0001664	XP_037876251.1	XP_017788645.1, XP_017788639.1
OG0001665	NP_001037676.1, XP_012550254.1	XP_017789292.1
OG0001666	XP_004932903.1	XP_017794583.1, XP_017794586.1, XP_017794584.1, XP_017794585.1
OG0001667	XP_037873549.1, XP_037873548.1, XP_004933395.1	XP_017792197.1
OG0001668	XP_021207357.2	XP_017793262.1
OG0001669	XP_037872626.1	XP_017792688.1
OG0001670	XP_012547337.1	XP_017797873.1
OG0001671	XP_037869789.1	XP_017793876.1
OG0001672	XP_004927542.1	XP_017791223.1
OG0001673	XP_037875318.1	XP_017799244.1
OG0001674	XP_037868399.1	XP_017799245.1
OG0001675	XP_004932175.2	XP_017798751.1
OG0001677	XP_004926878.2	XP_017795798.1, XP_017795797.1
OG0001678	XP_004933182.1, XP_021208293.1	XP_017794254.1
OG0001679	XP_012550552.1, NP_001040193.1	XP_017789223.1
OG0001680	XP_004931709.1	XP_017787548.1, XP_017787547.1
OG0001681	XP_004925168.1	XP_017788788.1
OG0001682	XP_037871731.1	XP_017789514.1
OG0001684	XP_004926136.1	XP_017799022.1, XP_017799034.1
OG0001686	XP_012545103.1	XP_017793018.1
OG0001687	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1	XP_017788725.1
OG0001688	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1	XP_017798487.1
OG0001689	XP_004931070.1	XP_017789853.1
OG0001690	XP_004933420.1, XP_004925492.1	XP_017797806.1
OG0001693	XP_037866559.1	XP_017790115.1
OG0001694	XP_012550686.1	XP_017789348.1
OG0001695	NP_001157388.1, XP_037869526.1	XP_017796714.1, XP_017796715.1, XP_017796713.1
OG0001696	XP_037867835.1	XP_017794582.1, XP_017794581.1
OG0001697	XP_037870401.1	XP_017793560.1
OG0001699	XP_037868480.1	XP_017794255.1
OG0001700	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1	XP_017789552.1
OG0001701	NP_001103813.1, XP_012545114.1	XP_017793264.1
OG0001702	XP_037872870.1, XP_037872869.1	XP_017790324.1
OG0001703	XP_037872461.1	XP_017793259.1, XP_017793185.1
OG0001704	XP_004922938.1	XP_017791498.1
OG0001706	XP_021203120.2	XP_017791445.1
OG0001707	XP_004929683.1, XP_004929682.1	XP_017797534.1
OG0001708	XP_004933031.1, XP_012551704.1, XP_021208160.1	XP_017793934.1
OG0001709	XP_012546115.2	XP_017789504.1
OG0001710	XP_012551180.1	XP_017790357.1
OG0001711	XP_004929510.2, XP_037870316.1	XP_017798206.1
OG0001712	XP_037868206.1, XP_037868211.1	XP_017789844.1
OG0001713	XP_021204783.2	XP_017789213.1
OG0001714	XP_004925113.1	XP_017792904.1
OG0001715	XP_004925167.2	XP_017795242.1
OG0001716	NP_001119720.1, XP_021208178.2	XP_017797518.1
OG0001717	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2	XP_017798111.1
OG0001718	XP_021202370.2	XP_017788200.1
OG0001719	XP_004930706.1	XP_017799086.1, XP_017799085.1, XP_017799084.1
OG0001720	XP_037874122.1	XP_017790527.1
OG0001721	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3	XP_017797403.1
OG0001722	NP_001124379.1	XP_017792195.1
OG0001724	XP_004930392.1	XP_017790653.1
OG0001725	XP_037874888.1	XP_017792815.1
OG0001726	XP_037868722.1	XP_017792590.1
OG0001727	XP_004931661.1, XP_037869753.1	XP_017793946.1
OG0001728	XP_037877837.1	XP_017795059.1
OG0001729	XP_021207174.2, XP_021207178.2	XP_017789767.1
OG0001730	NP_001037025.1	XP_017797255.1
OG0001731	NP_001165929.1	XP_017789010.1
OG0001732	NP_001171333.1	XP_017796000.1
OG0001733	XP_004927018.1	XP_017789924.1
OG0001734	XP_037866680.1	XP_017797171.1
OG0001735	XP_012546484.1, NP_001091806.1	XP_017796517.1
OG0001736	XP_021201870.2	XP_017788466.1
OG0001737	XP_037869249.1, XP_037870331.1	XP_017794221.1
OG0001738	XP_012549316.1, XP_021206205.1	XP_017795108.1
OG0001739	XP_037869643.1, XP_004931603.3, XP_037869644.1	XP_017795472.1
OG0001740	NP_001243985.1, XP_012549111.2	XP_017791384.1, XP_017791392.1
OG0001741	XP_037867100.1, XP_004930147.2, XP_012549296.2	XP_017795095.1
OG0001742	NP_001155190.1, XP_037867298.1	XP_017789562.1
OG0001743	XP_012544721.1	XP_017788870.1
OG0001744	XP_037876498.1	XP_017796839.1
OG0001745	XP_037867651.1, XP_037867652.1	XP_017798901.1
OG0001746	XP_004928647.1	XP_017790066.1
OG0001748	XP_037872366.1, XP_021205486.1	XP_017796452.1
OG0001749	XP_037868039.1	XP_017788365.1
OG0001750	XP_004923007.1	XP_017797356.1
OG0001751	XP_004924269.1	XP_017796400.1
OG0001752	XP_004925235.2	XP_017788532.1
OG0001753	XP_037875699.1	XP_017790149.1
OG0001754	NP_001296479.1	XP_017799002.1, XP_017799259.1
OG0001755	XP_012547839.1	XP_017791170.1, XP_017788759.1
OG0001756	XP_012552706.1, XP_004922860.1	XP_017788252.1
OG0001758	XP_004923350.1	XP_017796060.1
OG0001759	XP_004922730.1	XP_017792584.1
OG0001760	XP_021203209.1, XP_037875161.1	XP_017795647.1
OG0001762	XP_004931903.1	XP_017793896.1
OG0001763	XP_037870842.1, XP_004926374.1	XP_017793036.1, XP_017793035.1
OG0001764	XP_004924410.1, XP_004924409.1	XP_017793686.1
OG0001765	XP_004931914.1, XP_012550765.1	XP_017791359.1
OG0001766	XP_021203029.1, XP_021203032.1, XP_004925229.1	XP_017798815.1
OG0001767	XP_004929359.3	XP_017792208.1
OG0001768	XP_012545642.3	XP_017790076.1
OG0001769	XP_004927805.1	XP_017792665.1
OG0001775	NP_001037464.2, XP_012549720.1	XP_017798439.1
OG0001776	XP_021203566.1	XP_017793207.1
OG0001777	NP_001037524.1, XP_021204674.1	XP_017789765.1, XP_017789772.1
OG0001778	NP_001037048.1	XP_017795229.1
OG0001779	NP_001040379.1	XP_017793884.1
OG0001780	XP_004924435.2	XP_017798572.1
OG0001781	NP_001166823.1	XP_017797368.1
OG0001782	XP_004927858.1	XP_017792078.1
OG0001783	XP_004931936.2	XP_017795149.1
OG0001784	XP_004922147.1, XP_012548350.1, XP_021204677.1	XP_017798029.1
OG0001785	XP_004925259.1	XP_017797199.1, XP_017797200.1
OG0001786	NP_001037223.1, XP_037870668.1	XP_017795373.1
OG0001787	XP_004932937.1	XP_017791838.1
OG0001788	XP_004926494.1	XP_017798997.1
OG0001789	XP_004924543.1	XP_017790648.1
OG0001790	XP_004927254.1	XP_017787502.1, XP_017787516.1
OG0001791	NP_001040447.1	XP_017790506.1, XP_017790507.1
OG0001792	XP_037867676.1	XP_017791405.1
OG0001793	NP_001040374.1	XP_017789159.1
OG0001794	XP_004927813.2	XP_017790352.1
OG0001795	XP_012544831.3	XP_017788678.1
OG0001796	XP_004931911.2	XP_017794875.1
OG0001797	NP_001093087.1	XP_017794907.1
OG0001799	NP_001166191.1	XP_017798101.1
OG0001800	XP_037867731.1	XP_017788341.1
OG0001801	XP_004927251.1	XP_017793223.1
OG0001802	XP_037870920.1, XP_012547121.1, NP_001040267.1	XP_017788416.1
OG0001803	XP_004925344.1	XP_017798289.1
OG0001804	XP_012551475.1	XP_017788661.1, XP_017788660.1
OG0001805	XP_021206263.1, XP_037866965.1	XP_017798644.1
OG0001806	XP_004930470.2	XP_017790958.1
OG0001807	XP_037873557.1	XP_017788285.1
OG0001809	XP_004929394.2	XP_017794298.1
OG0001810	XP_012550807.1	XP_017790447.1, XP_017790446.1
OG0001811	XP_037871981.1	XP_017789341.1
OG0001812	NP_001037207.1	XP_017788724.1
OG0001813	XP_004929628.1	XP_017794048.1
OG0001814	NP_001040328.1	XP_017790229.1
OG0001816	XP_012545172.2	XP_017794366.1
OG0001817	XP_004931715.1, XP_021207399.2	XP_017787541.1
OG0001818	XP_004928925.2	XP_017788560.1
OG0001819	XP_012545306.2	XP_017796381.1
OG0001820	XP_004921850.1	XP_017796387.1, XP_017793841.1
OG0001821	XP_037867951.1, XP_037877404.1	XP_017794565.1
OG0001823	XP_037875756.1	XP_017795882.1
OG0001824	XP_037868084.1, XP_037868075.1	XP_017794482.1
OG0001825	XP_037873173.1	XP_017796474.1
OG0001826	XP_012549145.2, NP_001243729.1	XP_017792044.1
OG0001827	XP_037876392.1, XP_037876387.1	XP_017790702.1
OG0001828	XP_012547992.1	XP_017792068.1
OG0001830	XP_012544507.1	XP_017796097.1
OG0001831	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1	XP_017798675.1
OG0001832	XP_012550340.1	XP_017796598.1
OG0001833	XP_021202831.1	XP_017795836.1
OG0001834	XP_021205575.2	XP_017792894.1, XP_017792893.1
OG0001835	XP_004933227.2	XP_017788160.1
OG0001836	XP_037869491.1, XP_037869486.1	XP_017787972.1
OG0001838	NP_001040461.1	XP_017792110.1
OG0001839	XP_037867245.1, XP_004930061.1	XP_017798036.1
OG0001840	XP_004924490.1	XP_017796094.1
OG0001841	XP_037875131.1	XP_017795639.1
OG0001842	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1	XP_017795964.1
OG0001843	XP_004923065.1	XP_017791221.1
OG0001844	XP_037868430.1	XP_017797809.1
OG0001845	NP_001165388.1, XP_037869302.1, XP_004929656.1	XP_017799544.1
OG0001846	NP_001296512.1	XP_017793705.1
OG0001847	XP_004924718.1	XP_017791488.1
OG0001848	XP_037868356.1, XP_037868357.1	XP_017794301.1
OG0001850	XP_012546560.2, XP_004927043.1	XP_017797754.1, XP_017797753.1
OG0001851	XP_021204066.2	XP_017794948.1
OG0001852	XP_004925133.2	XP_017793405.1
OG0001853	XP_037877103.1	XP_017790883.1
OG0001854	XP_037876316.1, XP_037876317.1, XP_004921880.1	XP_017794822.1
OG0001855	NP_001165386.1	XP_017791362.1
OG0001856	XP_037875737.1, XP_021202011.1	XP_017794392.1
OG0001857	XP_004922477.1	XP_017795724.1
OG0001858	XP_004928683.1	XP_017788813.1
OG0001859	XP_012552420.3	XP_017789873.1
OG0001861	NP_001036938.1	XP_017790754.1
OG0001862	XP_012546765.1	XP_017793258.1
OG0001863	XP_004931917.1	XP_017791154.1, XP_017791153.1
OG0001864	XP_037876894.1	XP_017796198.1
OG0001865	XP_012545585.1, NP_001037554.1	XP_017792067.1
OG0001866	XP_004923469.1	XP_017798718.1
OG0001867	XP_037876257.1	XP_017789784.1
OG0001868	XP_037873044.1	XP_017793065.1
OG0001869	NP_001040327.1	XP_017793537.1
OG0001870	XP_004929677.1	XP_017789092.1, XP_017789091.1
OG0001871	XP_012547234.2, XP_037871093.1	XP_017793734.1
OG0001872	XP_004922404.2	XP_017794257.1
OG0001873	XP_004931774.2	XP_017798861.1
OG0001874	XP_037871173.1	XP_017793733.1
OG0001875	XP_012553311.1	XP_017791620.1
OG0001876	XP_012549181.1	XP_017794660.1
OG0001878	XP_004922231.2	XP_017794841.1
OG0001879	XP_004929391.1	XP_017796154.1
OG0001880	XP_012551963.1	XP_017790601.1
OG0001881	XP_037870422.1	XP_017797470.1
OG0001882	XP_037871054.1, XP_037871051.1	XP_017788444.1
OG0001883	XP_004931525.1	XP_017792086.1
OG0001884	XP_037877616.1, XP_037877615.1, XP_037877613.1, XP_037877625.1	XP_017795759.1
OG0001885	XP_037876616.1, XP_037876617.1	XP_017787749.1
OG0001886	XP_012545706.2	XP_017798065.1
OG0001887	XP_037870239.1	XP_017796424.1
OG0001888	XP_021202882.2, XP_012544871.2	XP_017798513.1
OG0001889	XP_037869833.1	XP_017792380.1
OG0001890	XP_004932898.1, XP_004928637.1	XP_017798598.1
OG0001891	XP_004923196.2	XP_017796024.1
OG0001892	XP_004932246.1	XP_017792206.1, XP_017792207.1
OG0001893	XP_037867202.1, XP_037867201.1, XP_037867204.1, XP_037867203.1, XP_037867205.1	XP_017789830.1
OG0001894	XP_037867673.1, XP_004926898.1	XP_017788208.1
OG0001895	XP_037873123.1	XP_017798560.1
OG0001896	XP_021203417.2	XP_017789814.1
OG0001897	XP_004930778.1, XP_004930779.1	XP_017792467.1
OG0001898	XP_004933569.2, XP_012553329.2	XP_017799201.1
OG0001899	NP_001243914.1	XP_017793378.1
OG0001900	XP_004922569.1	XP_017796938.1
OG0001901	XP_037876242.1	XP_017793421.1
OG0001902	XP_012544997.2	XP_017792923.1
OG0001903	XP_004928575.2	XP_017790151.1
OG0001904	XP_037866807.1	XP_017792137.1
OG0001905	XP_012544944.2	XP_017790820.1
OG0001906	XP_037873835.1	XP_017795460.1
OG0001907	XP_037871977.1	XP_017790153.1
OG0001908	NP_001166831.1	XP_017789053.1
OG0001909	XP_021209035.1	XP_017788624.1
OG0001910	XP_004931433.1	XP_017796487.1
OG0001912	XP_037871747.1	XP_017789374.1, XP_017789373.1
OG0001913	XP_037871630.1	XP_017788497.1
OG0001914	XP_004933679.2, XP_004933676.1	XP_017794479.1
OG0001915	XP_004925729.1	XP_017790631.1
OG0001916	NP_001036911.1, XP_012550247.3	XP_017796382.1
OG0001917	XP_004923160.1	XP_017787877.1
OG0001918	XP_037877189.1	XP_017791322.1
OG0001919	XP_037873437.1, XP_037873436.1	XP_017789323.1
OG0001920	XP_037873063.1	XP_017790921.1
OG0001921	XP_037868287.1	XP_017790912.1
OG0001922	XP_012550597.1	XP_017788435.1
OG0001923	NP_001157948.1, XP_037869037.1	XP_017787614.1
OG0001924	XP_004930019.1	XP_017795840.1
OG0001925	NP_001243987.1, XP_004928073.3	XP_017794515.1
OG0001926	XP_004929255.1, XP_004929254.1	XP_017787450.1, XP_017787451.1, XP_017787452.1
OG0001927	XP_037873449.1, XP_037873450.1	XP_017794881.1
OG0001928	XP_021207183.2, XP_037869913.1	XP_017793870.1
OG0001929	XP_004932386.2	XP_017795389.1
OG0001930	XP_012546096.2	XP_017790170.1
OG0001931	XP_004923112.1	XP_017792740.1
OG0001933	NP_001138793.1, XP_037876452.1	XP_017788181.1
OG0001934	XP_012548268.1	XP_017788059.1
OG0001935	XP_012551363.1, XP_004932653.1	XP_017788329.1
OG0001936	XP_021207986.1, NP_001124345.1, NP_001091791.1	XP_017787497.1
OG0001937	NP_001136084.1, XP_037874195.1	XP_017797362.1
OG0001938	XP_004921707.1, XP_004921760.1	XP_017791839.1
OG0001939	XP_012546950.1, NP_001093283.1	XP_017788602.1
OG0001940	XP_021203465.1, XP_004925890.1, XP_004925891.1	XP_017795175.1
OG0001941	XP_012549425.2, XP_012549428.2	XP_017788269.1
OG0001942	XP_004926240.1	XP_017787537.1
OG0001943	XP_004923590.1	XP_017793244.1
OG0001944	NP_001037504.1	XP_017799157.1
OG0001945	XP_012547652.2	XP_017792958.1
OG0001946	XP_037869327.1	XP_017793389.1
OG0001947	XP_037867944.1, XP_004924339.1	XP_017798164.1, XP_017798141.1
OG0001948	XP_012549281.1	XP_017787734.1
OG0001949	XP_037870326.1, XP_004926920.1	XP_017787365.1
OG0001951	XP_037874958.1	XP_017793827.1, XP_017793829.1
OG0001952	XP_037866697.1, XP_037866709.1	XP_017787415.1
OG0001953	XP_021207789.1, XP_004932490.1	XP_017792662.1, XP_017787425.1, XP_017787424.1
OG0001955	XP_012550006.2	XP_017787642.1
OG0001956	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1	XP_017796758.1
OG0001957	XP_037869310.1	XP_017788462.1
OG0001959	XP_004921844.1	XP_017790743.1, XP_017790744.1
OG0001960	XP_037871193.1	XP_017796201.1
OG0001961	XP_004930929.1	XP_017788069.1, XP_017788070.1, XP_017788068.1
OG0001962	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1	XP_017788703.1
