Orthogroup	Bombyx_mori	Megachile_rotundata
OG0001627	XP_004924826.1	XP_012142226.1
OG0001628	NP_001239350.1, XP_012553261.1	XP_003706182.1
OG0001629	XP_037873828.1, NP_001037261.1	XP_012134914.1
OG0001630	XP_012546057.1, XP_012546059.1, XP_004926433.1	XP_012149399.1
OG0001631	XP_004924824.1	XP_003699352.1
OG0001632	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1	XP_012152615.1
OG0001633	XP_004930100.1	XP_003704191.2
OG0001634	XP_021204093.1, XP_021204095.1	XP_012154281.1, XP_012154282.1, XP_003700508.1
OG0001635	XP_004933692.1	XP_003700442.1
OG0001636	NP_001037295.1	XP_012135111.1
OG0001637	XP_004932373.2	XP_012137021.1, XP_012137022.1, XP_003701735.1
OG0001638	XP_037877824.1	XP_012153931.1, XP_003700331.2, XP_003707829.1
OG0001639	XP_004924180.1	XP_012139503.1, XP_012139505.1, XP_012139506.1, XP_012139500.1, XP_012139499.1, XP_012139501.1, XP_012139502.1
OG0001640	XP_004925552.1	XP_003702429.1
OG0001641	XP_037870957.1	XP_012150147.1
OG0001642	XP_004927839.1	XP_003700849.1
OG0001643	XP_012546247.1	XP_012139802.1
OG0001644	XP_004931403.2, XP_012550302.2, XP_004931298.1	XP_003702550.2
OG0001645	XP_012550830.1, XP_012550828.1	XP_003707512.1
OG0001646	XP_037873850.1	XP_012137346.1
OG0001647	XP_004923960.1	XP_012139375.1
OG0001648	XP_004921645.2	XP_003703869.1
OG0001649	NP_001040322.1	XP_012150556.1
OG0001650	XP_037870812.1	XP_003704519.2
OG0001651	XP_012550939.1	XP_012148202.1, XP_012148180.1, XP_012148196.1
OG0001652	XP_037874387.1	XP_012141240.1
OG0001653	XP_004932298.1	XP_012147584.1
OG0001654	XP_037874808.1, XP_037874810.1	XP_012134616.1, XP_003700747.1
OG0001655	XP_037870353.1, XP_004929896.1	XP_003703150.1
OG0001656	XP_037874784.1	XP_003699406.1
OG0001657	XP_004923460.1	XP_003706618.1
OG0001658	XP_004929407.1	XP_012137784.1
OG0001659	XP_037867834.1, XP_037867832.1	XP_012146888.1, XP_012146887.1
OG0001660	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1	XP_012140533.1
OG0001661	XP_012550425.1, XP_012550426.1	XP_003699710.1, XP_012143942.1
OG0001662	XP_037875847.1, XP_037875850.1	XP_012153291.1, XP_012153289.1
OG0001663	XP_004924463.1	XP_003699500.1
OG0001664	XP_037876251.1	XP_012149935.1, XP_012149923.1
OG0001665	NP_001037676.1, XP_012550254.1	XP_012148252.1
OG0001666	XP_004932903.1	XP_012147919.1, XP_003706369.1
OG0001667	XP_037873549.1, XP_037873548.1, XP_004933395.1	XP_003702647.1
OG0001668	XP_021207357.2	XP_012146313.1, XP_003705703.1, XP_012146311.1
OG0001669	XP_037872626.1	XP_012143194.1
OG0001670	XP_012547337.1	XP_012148029.1, XP_012148028.1, XP_012148027.1, XP_003706491.1
OG0001671	XP_037869789.1	XP_012148803.1
OG0001672	XP_004927542.1	XP_012134919.1
OG0001673	XP_037875318.1	XP_003707973.1
OG0001674	XP_037868399.1	XP_012151708.1
OG0001675	XP_004932175.2	XP_003708343.2
OG0001677	XP_004926878.2	XP_012140510.1, XP_003703246.1, XP_012140509.1
OG0001678	XP_004933182.1, XP_021208293.1	XP_003708069.1
OG0001679	XP_012550552.1, NP_001040193.1	XP_003700555.1
OG0001680	XP_004931709.1	XP_012144403.1
OG0001681	XP_004925168.1	XP_003704239.1
OG0001682	XP_037871731.1	XP_012152352.1
OG0001684	XP_004926136.1	XP_012145799.1, XP_003705494.1
OG0001686	XP_012545103.1	XP_012135513.1
OG0001687	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1	XP_012142809.1, XP_012142813.1
OG0001689	XP_004931070.1	XP_003704259.1
OG0001690	XP_004933420.1, XP_004925492.1	XP_012152504.1
OG0001693	XP_037866559.1	XP_003703517.1, XP_012141375.1, XP_012141374.1
OG0001694	XP_012550686.1	XP_003699911.1, XP_012145892.1
OG0001695	NP_001157388.1, XP_037869526.1	XP_003705899.1
OG0001696	XP_037867835.1	XP_012147905.1, XP_012147901.1
OG0001697	XP_037870401.1	XP_003706011.1
OG0001699	XP_037868480.1	XP_003703501.1
OG0001700	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1	XP_012152399.1
OG0001701	NP_001103813.1, XP_012545114.1	XP_012143744.1
OG0001702	XP_037872870.1, XP_037872869.1	XP_003702570.1
OG0001703	XP_037872461.1	XP_003705789.1, XP_012146509.1, XP_003705790.1
OG0001704	XP_004922938.1	XP_003700189.1, XP_012152954.1
OG0001706	XP_021203120.2	XP_003702391.1
OG0001707	XP_004929683.1, XP_004929682.1	XP_012147062.1, XP_003706041.1
OG0001708	XP_004933031.1, XP_012551704.1, XP_021208160.1	XP_003703506.1
OG0001709	XP_012546115.2	XP_012152385.1
OG0001710	XP_012551180.1	XP_012138235.1, XP_012138236.1, XP_012139142.1, XP_012138234.1, XP_003702278.1, XP_003702340.1, XP_003702277.1
OG0001711	XP_004929510.2, XP_037870316.1	XP_003708383.1, XP_012152751.1, XP_012152752.1
OG0001712	XP_037868206.1, XP_037868211.1	XP_012140448.1, XP_012140449.1
OG0001713	XP_021204783.2	XP_012140723.1, XP_012140724.1
OG0001714	XP_004925113.1	XP_012139220.1, XP_012139225.1
OG0001715	XP_004925167.2	XP_012136821.1
OG0001716	NP_001119720.1, XP_021208178.2	XP_012148366.1
OG0001717	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2	XP_012137287.1
OG0001718	XP_021202370.2	XP_003705642.1
OG0001719	XP_004930706.1	XP_003706430.1, XP_012147835.1
OG0001720	XP_037874122.1	XP_003707485.1
OG0001721	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3	XP_012148358.1, XP_012148359.1
OG0001722	NP_001124379.1	XP_012150036.1
OG0001724	XP_004930392.1	XP_012150271.1
OG0001725	XP_037874888.1	XP_012154309.1, XP_012154308.1
OG0001726	XP_037868722.1	XP_012134728.1
OG0001727	XP_004931661.1, XP_037869753.1	XP_003699745.1
OG0001728	XP_037877837.1	XP_012134675.1
OG0001729	XP_021207174.2, XP_021207178.2	XP_012149413.1
OG0001730	NP_001037025.1	XP_012139893.1
OG0001731	NP_001165929.1	XP_012146689.1, XP_003705854.1
OG0001732	NP_001171333.1	XP_003705430.1, XP_012145657.1
OG0001733	XP_004927018.1	XP_012136994.1
OG0001734	XP_037866680.1	XP_012147074.1, XP_003706046.1
OG0001735	XP_012546484.1, NP_001091806.1	XP_003701533.1
OG0001736	XP_021201870.2	XP_012152038.1
OG0001737	XP_037869249.1, XP_037870331.1	XP_003706607.1
OG0001738	XP_012549316.1, XP_021206205.1	XP_003701699.1
OG0001739	XP_037869643.1, XP_004931603.3, XP_037869644.1	XP_012143056.1
OG0001740	NP_001243985.1, XP_012549111.2	XP_012148970.1, XP_003706817.1
OG0001741	XP_037867100.1, XP_004930147.2, XP_012549296.2	XP_012136835.1
OG0001742	NP_001155190.1, XP_037867298.1	XP_012136211.1
OG0001743	XP_012544721.1	XP_003704286.2, XP_012142697.1, XP_012142698.1
OG0001744	XP_037876498.1	XP_012146970.1
OG0001745	XP_037867651.1, XP_037867652.1	XP_012137160.1
OG0001746	XP_004928647.1	XP_003703699.1
OG0001748	XP_037872366.1, XP_021205486.1	XP_012136615.1
OG0001749	XP_037868039.1	XP_012148449.1
OG0001750	XP_004923007.1	XP_003699586.1
OG0001751	XP_004924269.1	XP_003701501.1, XP_012136689.1
OG0001752	XP_004925235.2	XP_012143489.1
OG0001753	XP_037875699.1	XP_003706694.1
OG0001754	NP_001296479.1	XP_012141609.1, XP_012136273.1
OG0001756	XP_012552706.1, XP_004922860.1	XP_003706604.1
OG0001758	XP_004923350.1	XP_003705252.1
OG0001759	XP_004922730.1	XP_003701941.1, XP_012137503.1
OG0001760	XP_021203209.1, XP_037875161.1	XP_003702127.1
OG0001762	XP_004931903.1	XP_012148878.1, XP_003706789.1
OG0001763	XP_037870842.1, XP_004926374.1	XP_003700566.1, XP_012154469.1
OG0001765	XP_004931914.1, XP_012550765.1	XP_012136106.1
OG0001766	XP_021203029.1, XP_021203032.1, XP_004925229.1	XP_003701794.1, XP_012137180.1
OG0001767	XP_004929359.3	XP_003707472.1, XP_012149995.1
OG0001768	XP_012545642.3	XP_003706687.1
OG0001769	XP_004927805.1	XP_012138463.1
OG0001774	NP_001091826.1	XP_012149582.1
OG0001775	NP_001037464.2, XP_012549720.1	XP_012154197.1
OG0001776	XP_021203566.1	XP_012146502.1, XP_003705787.1
OG0001777	NP_001037524.1, XP_021204674.1	XP_003699193.1, XP_012135904.1
OG0001778	NP_001037048.1	XP_003700370.1
OG0001779	NP_001040379.1	XP_003706847.1
OG0001780	XP_004924435.2	XP_003702781.1
OG0001781	NP_001166823.1	XP_012140213.1
OG0001782	XP_004927858.1	XP_012138573.1, XP_003702394.1
OG0001783	XP_004931936.2	XP_012153106.1, XP_012153190.1
OG0001784	XP_004922147.1, XP_012548350.1, XP_021204677.1	XP_012148009.1, XP_012148010.1, XP_012148011.1
OG0001785	XP_004925259.1	XP_003708459.1, XP_012152861.1
OG0001786	NP_001037223.1, XP_037870668.1	XP_003703759.1
OG0001787	XP_004932937.1	XP_003706905.1
OG0001788	XP_004926494.1	XP_012141594.1
OG0001789	XP_004924543.1	XP_003702679.1
OG0001790	XP_004927254.1	XP_003705513.1
OG0001791	NP_001040447.1	XP_012138231.1, XP_012138230.1, XP_012138229.1, XP_012138232.1
OG0001792	XP_037867676.1	XP_003704979.1
OG0001793	NP_001040374.1	XP_003703372.1
OG0001794	XP_004927813.2	XP_012138228.1
OG0001795	XP_012544831.3	XP_003707276.1
OG0001796	XP_004931911.2	XP_003704098.1
OG0001797	NP_001093087.1	XP_003705276.1
OG0001799	NP_001166191.1	XP_012152790.1
OG0001800	XP_037867731.1	XP_003703789.1
OG0001801	XP_004927251.1	XP_003707540.1
OG0001802	XP_037870920.1, XP_012547121.1, NP_001040267.1	XP_003701460.1
OG0001803	XP_004925344.1	XP_003700826.1, XP_012135007.1, XP_012135006.1
OG0001804	XP_012551475.1	XP_012139092.1, XP_012139091.1, XP_012139089.1, XP_003702672.1
OG0001805	XP_021206263.1, XP_037866965.1	XP_012152572.1
OG0001806	XP_004930470.2	XP_003706448.1
OG0001807	XP_037873557.1	XP_012141865.1, XP_012141866.1, XP_012141867.1
OG0001809	XP_004929394.2	XP_003703087.1
OG0001810	XP_012550807.1	XP_012150387.1, XP_012150386.1
OG0001811	XP_037871981.1	XP_003699893.1, XP_012146304.1
OG0001812	NP_001037207.1	XP_012152368.1, XP_012152367.1
OG0001813	XP_004929628.1	XP_012150502.1
OG0001814	NP_001040328.1	XP_012146115.1
OG0001815	NP_001091823.1, XP_037876930.1	XP_003706805.1, XP_012148924.1
OG0001816	XP_012545172.2	XP_003707640.1, XP_012150641.1
OG0001817	XP_004931715.1, XP_021207399.2	XP_012134861.1
OG0001818	XP_004928925.2	XP_012143501.1
OG0001819	XP_012545306.2	XP_003699430.1
OG0001820	XP_004921850.1	XP_003707104.1, XP_012149520.1
OG0001821	XP_037867951.1, XP_037877404.1	XP_012147907.1, XP_003706357.1
OG0001823	XP_037875756.1	XP_012136264.1
OG0001824	XP_037868084.1, XP_037868075.1	XP_003700865.1, XP_012135183.1
OG0001825	XP_037873173.1	XP_003701480.1
OG0001826	XP_012549145.2, NP_001243729.1	XP_012146129.1, XP_012146130.1, XP_012146131.1, XP_012146134.1, XP_012146132.1, XP_012146133.1, XP_003705635.1, XP_012146127.1, XP_012146128.1
OG0001827	XP_037876392.1, XP_037876387.1	XP_012139141.1
OG0001828	XP_012547992.1	XP_003702396.1
OG0001829	NP_001040363.1	XP_012144120.1, XP_012144119.1
OG0001830	XP_012544507.1	XP_012145185.1
OG0001831	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1	XP_012139389.1
OG0001832	XP_012550340.1	XP_003705967.1
OG0001833	XP_021202831.1	XP_003703423.1
OG0001834	XP_021205575.2	XP_003707795.1, XP_012151120.1, XP_012151119.1
OG0001835	XP_004933227.2	XP_003706134.1
OG0001836	XP_037869491.1, XP_037869486.1	XP_012145254.1, XP_012145260.1
OG0001838	NP_001040461.1	XP_003701089.1
OG0001839	XP_037867245.1, XP_004930061.1	XP_003705315.1, XP_012145347.1
OG0001840	XP_004924490.1	XP_012145200.1
OG0001841	XP_037875131.1	XP_003700397.2
OG0001842	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1	XP_003702260.1
OG0001843	XP_004923065.1	XP_012150857.1, XP_012150858.1, XP_003707567.1
OG0001844	XP_037868430.1	XP_012152496.1
OG0001845	NP_001165388.1, XP_037869302.1, XP_004929656.1	XP_003702489.1
OG0001846	NP_001296512.1	XP_003707292.1
OG0001847	XP_004924718.1	XP_012152980.1, XP_012153146.1
OG0001848	XP_037868356.1, XP_037868357.1	XP_012140215.1, XP_003703080.1
OG0001850	XP_012546560.2, XP_004927043.1	XP_003708098.1, XP_012152022.1
OG0001851	XP_021204066.2	XP_003705365.1, XP_012145537.1
OG0001852	XP_004925133.2	XP_003699279.1
OG0001853	XP_037877103.1	XP_012136245.1
OG0001854	XP_037876316.1, XP_037876317.1, XP_004921880.1	XP_012142510.1
OG0001855	NP_001165386.1	XP_012144474.1, XP_012144473.1
OG0001856	XP_037875737.1, XP_021202011.1	XP_012152678.1
OG0001857	XP_004922477.1	XP_012151852.1
OG0001858	XP_004928683.1	XP_003704198.1
OG0001859	XP_012552420.3	XP_003704257.1, XP_012143013.1
OG0001861	NP_001036938.1	XP_012139144.1
OG0001863	XP_004931917.1	XP_012144871.1, XP_003705098.1, XP_012144870.1
OG0001864	XP_037876894.1	XP_003703202.2
OG0001865	XP_012545585.1, NP_001037554.1	XP_012146126.1, XP_003705671.1
OG0001866	XP_004923469.1	XP_003708355.1
OG0001867	XP_037876257.1	XP_003701904.1
OG0001868	XP_037873044.1	XP_003707740.1
OG0001869	NP_001040327.1	XP_012146861.1, XP_012146862.1
OG0001870	XP_004929677.1	XP_003703359.1
OG0001871	XP_012547234.2, XP_037871093.1	XP_003701743.1
OG0001872	XP_004922404.2	XP_003703430.1
OG0001873	XP_004931774.2	XP_003703441.1, XP_012141056.1
OG0001874	XP_037871173.1	XP_012146669.1, XP_012146666.1, XP_012146668.1, XP_012146670.1, XP_003705880.1
OG0001875	XP_012553311.1	XP_012145397.1
OG0001876	XP_012549181.1	XP_012136906.1, XP_012136908.1
OG0001878	XP_004922231.2	XP_012151380.1
OG0001879	XP_004929391.1	XP_012142382.1
OG0001880	XP_012551963.1	XP_012148142.1, XP_012148144.1
OG0001881	XP_037870422.1	XP_012146739.1, XP_012146740.1, XP_003705828.1
OG0001882	XP_037871054.1, XP_037871051.1	XP_012136562.1
OG0001883	XP_004931525.1	XP_003708496.1
OG0001884	XP_037877616.1, XP_037877615.1, XP_037877613.1, XP_037877625.1	XP_012143033.1
OG0001885	XP_037876616.1, XP_037876617.1	XP_012145796.1, XP_012145797.1
OG0001886	XP_012545706.2	XP_003706184.1
OG0001887	XP_037870239.1	XP_012136736.1
OG0001888	XP_021202882.2, XP_012544871.2	XP_003702770.1, XP_012139537.1
OG0001889	XP_037869833.1	XP_012140097.1
OG0001890	XP_004932898.1, XP_004928637.1	XP_012139488.1, XP_003702907.1, XP_012139482.1, XP_012139483.1, XP_012139484.1, XP_012139485.1, XP_012139486.1, XP_012139487.1
OG0001891	XP_004923196.2	XP_012137349.1, XP_012137347.1, XP_012137345.1, XP_012137348.1
OG0001892	XP_004932246.1	XP_012150332.1
OG0001893	XP_037867202.1, XP_037867201.1, XP_037867204.1, XP_037867203.1, XP_037867205.1	XP_003701078.2
OG0001894	XP_037867673.1, XP_004926898.1	XP_012150887.1
OG0001895	XP_037873123.1	XP_012139580.1
OG0001896	XP_021203417.2	XP_012150977.1
OG0001897	XP_004930778.1, XP_004930779.1	XP_003704946.1, XP_012144428.1
OG0001898	XP_004933569.2, XP_012553329.2	XP_012153488.1
OG0001899	NP_001243914.1	XP_003699368.1
OG0001900	XP_004922569.1	XP_003702606.2, XP_012138993.1
OG0001901	XP_037876242.1	XP_003707788.1, XP_012151293.1
OG0001902	XP_012544997.2	XP_012153258.1, XP_012153261.1
OG0001903	XP_004928575.2	XP_012140007.1
OG0001904	XP_037866807.1	XP_012150029.1
OG0001905	XP_012544944.2	XP_003702692.1, XP_012139166.1
OG0001906	XP_037873835.1	XP_012149147.1
OG0001907	XP_037871977.1	XP_012138990.1, XP_012138989.1
OG0001908	NP_001166831.1	XP_012140618.1, XP_012140617.1, XP_012140619.1
OG0001909	XP_021209035.1	XP_012150069.1, XP_012150073.1
OG0001910	XP_004931433.1	XP_003701443.2
OG0001911	XP_021208640.1, XP_037869388.1, XP_037870573.1, XP_037874533.1	XP_012150474.1
OG0001912	XP_037871747.1	XP_012146812.1, XP_012146779.1, XP_012146797.1
OG0001913	XP_037871630.1	XP_012145489.1, XP_012145498.1
OG0001914	XP_004933679.2, XP_004933676.1	XP_012135228.1
OG0001915	XP_004925729.1	XP_003702632.1
OG0001916	NP_001036911.1, XP_012550247.3	XP_012136862.1, XP_012136861.1
OG0001917	XP_004923160.1	XP_003705443.1, XP_012145696.1
OG0001918	XP_037877189.1	XP_003704958.2, XP_012144468.1
OG0001919	XP_037873437.1, XP_037873436.1	XP_012152342.1
OG0001920	XP_037873063.1	XP_012149021.1
OG0001921	XP_037868287.1	XP_003702595.1
OG0001922	XP_012550597.1	XP_012145791.1
OG0001923	NP_001157948.1, XP_037869037.1	XP_012149647.1
OG0001924	XP_004930019.1	XP_012153844.1, XP_012153840.1
OG0001925	NP_001243987.1, XP_004928073.3	XP_012148613.1
OG0001926	XP_004929255.1, XP_004929254.1	XP_012135847.1
OG0001927	XP_037873449.1, XP_037873450.1	XP_003704096.1, XP_012142442.1
OG0001928	XP_021207183.2, XP_037869913.1	XP_012143821.1
OG0001929	XP_004932386.2	XP_003699719.1
OG0001930	XP_012546096.2	XP_003706866.1, XP_012149134.1, XP_012149132.1, XP_012149133.1
OG0001931	XP_004923112.1	XP_003702361.1
OG0001932	XP_037867866.1, XP_037867763.1, XP_037875420.1, XP_037868034.1	XP_012143825.1, XP_012150436.1, XP_012150913.1
OG0001933	NP_001138793.1, XP_037876452.1	XP_003706624.1
OG0001934	XP_012548268.1	XP_003704019.1, XP_012142173.1
OG0001935	XP_012551363.1, XP_004932653.1	XP_012141857.1, XP_003703843.1
OG0001936	XP_021207986.1, NP_001124345.1, NP_001091791.1	XP_012135817.1
OG0001937	NP_001136084.1, XP_037874195.1	XP_012144116.1
OG0001938	XP_004921707.1, XP_004921760.1	XP_003701429.1
OG0001939	XP_012546950.1, NP_001093283.1	XP_003704511.1
OG0001940	XP_021203465.1, XP_004925890.1, XP_004925891.1	XP_012153191.1
OG0001941	XP_012549425.2, XP_012549428.2	XP_012146566.1, XP_012146567.1, XP_012146574.1
OG0001942	XP_004926240.1	XP_003700745.1
OG0001943	XP_004923590.1	XP_012147474.1
OG0001944	NP_001037504.1	XP_003703726.1, XP_003703814.1
OG0001945	XP_012547652.2	XP_012154441.1
OG0001946	XP_037869327.1	XP_003699969.1
OG0001947	XP_037867944.1, XP_004924339.1	XP_003705697.1
OG0001948	XP_012549281.1	XP_003706760.1
OG0001949	XP_037870326.1, XP_004926920.1	XP_012147996.1, XP_003706445.1, XP_012147995.1
OG0001951	XP_037874958.1	XP_003702731.1
OG0001952	XP_037866697.1, XP_037866709.1	XP_012135997.1
OG0001953	XP_021207789.1, XP_004932490.1	XP_012145326.1, XP_012145351.1
OG0001955	XP_012550006.2	XP_012147963.1, XP_012147962.1, XP_012147964.1, XP_003706380.1, XP_012147961.1
OG0001956	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1	XP_003703905.1
OG0001957	XP_037869310.1	XP_012142306.1
OG0001959	XP_004921844.1	XP_003702678.1
OG0001960	XP_037871193.1	XP_003703234.1, XP_012140366.1, XP_012140367.1
OG0001961	XP_004930929.1	XP_012142144.1, XP_003704004.1
OG0001962	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1	XP_003704351.1
OG0001963	XP_037871090.1, XP_037871089.1	XP_012141356.1, XP_012141357.1, XP_012141360.1, XP_012141358.1, XP_012141359.1, XP_003703511.1
OG0001964	XP_004921804.1	XP_012148107.1, XP_012148103.1, XP_012148104.1, XP_012148102.1, XP_012148105.1
OG0001965	XP_004926552.1	XP_003702172.1, XP_012138026.1, XP_012138025.1
OG0001966	XP_012551994.1	XP_003708349.1
OG0001967	XP_012544203.1	XP_012153499.1
OG0001968	XP_021203345.1, XP_021203346.1, XP_037867333.1	XP_003705340.2, XP_012147015.1
OG0001969	NP_001243937.1, XP_021204322.1	XP_003702437.1, XP_012138619.1, XP_012138618.1
OG0001970	XP_037872569.1, XP_037872567.1, XP_037872568.1, XP_037872564.1, XP_037872573.1	XP_003702801.1
OG0001973	XP_021207551.2, XP_021207548.2	XP_012150814.1
OG0001974	XP_004928351.1	XP_003706062.1
OG0001975	XP_021202025.1	XP_012137208.1, XP_003701846.1
OG0001976	XP_004924205.1, XP_037869993.1	XP_012137825.1, XP_012137826.1
OG0001981	NP_001166741.1, NP_001166740.1, NP_001166739.1	XP_012151878.1
OG0001983	XP_021202123.2, XP_021202124.2	XP_012135251.1
OG0001987	XP_012552962.1, NP_001040339.1	XP_012142901.1
OG0001988	XP_021204462.1	XP_003703079.1
OG0001989	XP_037869257.1	XP_012147323.1, XP_003706122.1
OG0001990	XP_004932474.1	XP_003707657.2, XP_003707658.1
OG0001991	NP_001040421.1	XP_012135527.1, XP_012135526.1
OG0001992	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1	XP_003699919.1
OG0001993	XP_012544193.2, XP_037873417.1	XP_012145304.1
OG0001994	XP_004925779.1	XP_003703431.1
OG0001995	XP_004927930.1	XP_012144101.1
OG0001996	XP_004922475.1, XP_004922474.1	XP_012148191.1
OG0001997	NP_001170881.1	XP_003699645.1
OG0001998	NP_001274329.1	XP_012142139.1, XP_012142128.1, XP_012142140.1
OG0001999	NP_001040206.1, XP_037873068.1	XP_003705603.1
OG0002000	XP_037873570.1	XP_012147747.1, XP_012147746.1, XP_012147745.1, XP_012147748.1
OG0002001	XP_004924194.1	XP_003706433.1, XP_012147804.1
OG0002002	NP_001037347.1	XP_012146246.1
OG0002003	XP_004926303.1	XP_003703233.1, XP_012140369.1, XP_012140370.1
OG0002004	XP_012549677.1	XP_003703011.1
OG0002005	NP_001040410.1	XP_012152247.1
OG0002006	XP_004926826.1, NP_001037199.1	XP_003706758.1
OG0002007	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2	XP_003703240.1
OG0002009	XP_004924671.1	XP_003707309.1
OG0002010	XP_004922081.1	XP_003703696.1
OG0002011	XP_004930524.2	XP_003701635.1
OG0002012	XP_021204828.2, XP_037870936.1	XP_012138348.1
OG0002013	XP_037872480.1	XP_012141432.1
OG0002014	XP_012545551.1	XP_012140431.1, XP_012140420.1
OG0002015	XP_012548426.3	XP_003700402.1
OG0002016	XP_037875068.1	XP_003701509.1
OG0002017	XP_004932704.2	XP_012153242.1, XP_012153243.1, XP_012153244.1, XP_012153238.1, XP_012153239.1, XP_003708585.2, XP_012153241.1, XP_012153237.1, XP_012153240.1
OG0002018	XP_004922629.1	XP_003700546.1
OG0002019	NP_001040134.1	XP_003700615.1
OG0002020	XP_021201873.2	XP_012143175.1
OG0002022	XP_004926993.1	XP_003702362.1
OG0002023	XP_012544680.3	XP_012142679.1
OG0002024	XP_004930957.1, XP_012549934.1, XP_012549935.1	XP_012143161.1
