Orthogroup	Bombyx_mori	Dufourea_novaeangliae
OG0001259	XP_037874041.1	XP_015438759.1
OG0001260	NP_001040211.1	XP_015434802.1
OG0001261	XP_021208090.1	XP_015436130.1
OG0001262	XP_021205442.1	XP_015438742.1
OG0001263	NP_001037452.1	XP_015436360.1
OG0001264	XP_037867170.1	XP_015436315.1
OG0001265	NP_001266388.1	XP_015437878.1
OG0001267	XP_037866491.1	XP_015437512.1
OG0001268	XP_021205844.2	XP_015430584.1, XP_015429366.1
OG0001269	XP_037869606.1	XP_015430000.1
OG0001270	NP_001040175.1	XP_015428931.1, XP_015428930.1, XP_015428932.1
OG0001272	XP_037871475.1, NP_001093314.1, NP_001098702.1, NP_001098700.1	XP_015429233.1
OG0001273	XP_037866725.1, NP_001116823.2	XP_015440200.1, XP_015440199.1
OG0001274	XP_012544435.2	XP_015439823.1
OG0001275	XP_037875688.1	XP_015434895.1
OG0001277	XP_004931850.2, XP_021207347.2	XP_015437104.1
OG0001278	XP_037875820.1	XP_015439344.1
OG0001279	XP_012546213.2	XP_015431712.1
OG0001280	XP_012550549.1, NP_001098067.2	XP_015435160.1
OG0001281	XP_004932331.1	XP_015436211.1
OG0001283	XP_012551935.1, NP_001037644.1	XP_015429429.1, XP_015429428.1
OG0001284	XP_012544695.2, XP_012544697.2	XP_015435944.1, XP_015435945.1
OG0001286	XP_004933304.1	XP_015431910.1
OG0001287	XP_037874173.1	XP_015433020.1, XP_015433021.1
OG0001288	XP_037876362.1	XP_015436739.1
OG0001289	XP_004922571.1	XP_015439418.1
OG0001291	XP_021202357.1, NP_001037055.1	XP_015438650.1
OG0001292	XP_037877060.1	XP_015439215.1
OG0001293	XP_004923001.1, XP_004923002.1	XP_015438430.1
OG0001294	XP_021204295.1	XP_015437976.1
OG0001295	XP_004933504.2, XP_037873395.1	XP_015436164.1
OG0001298	XP_037867209.1	XP_015436157.1
OG0001299	XP_004928614.1	XP_015438126.1
OG0001300	XP_037876736.1	XP_015432681.1, XP_015432680.1
OG0001301	XP_037869383.1	XP_015437879.1
OG0001302	XP_037870217.1, XP_037870210.1	XP_015432865.1
OG0001303	XP_037875592.1, XP_037875594.1	XP_015429458.1
OG0001304	XP_004930048.2	XP_015432495.1
OG0001305	NP_001108348.1	XP_015434388.1
OG0001305	NP_001091843.1	XP_015434386.1
OG0001306	XP_037872003.1, XP_037872009.1	XP_015438568.1, XP_015438567.1
OG0001307	XP_037871814.1	XP_015439283.1
OG0001308	XP_037868945.1, XP_004931237.2	XP_015434718.1
OG0001310	XP_004931319.1	XP_015440120.1
OG0001312	NP_001040409.1	XP_015428775.1, XP_015428777.1, XP_015428776.1
OG0001313	XP_004931506.1	XP_015433453.1, XP_015433469.1
OG0001314	XP_037868789.1, XP_037868793.1, XP_037868792.1, XP_037868791.1, XP_037868790.1, XP_037868795.1, XP_037868794.1	XP_015434639.1
OG0001315	XP_037871474.1, XP_012546336.2	XP_015439125.1
OG0001316	NP_001036998.2	XP_015432954.1
OG0001317	XP_004930755.1	XP_015439318.1
OG0001317	XP_004930756.1	XP_015431735.1
OG0001318	XP_037866753.1, NP_001040253.1	XP_015436273.1
OG0001320	XP_004924759.1, XP_004924776.1	XP_015430263.1
OG0001322	XP_012545066.1, XP_012545062.1	XP_015439957.1
OG0001323	NP_001166748.1	XP_015429395.1, XP_015429394.1
OG0001328	XP_004923057.1	XP_015438483.1
OG0001329	XP_004927515.1, XP_037873856.1	XP_015434492.1, XP_015434493.1
OG0001330	XP_037874170.1	XP_015436922.1
OG0001331	XP_021204676.1, NP_001037564.1	XP_015430431.1
OG0001332	NP_001037586.1	XP_015428837.1, XP_015428839.1, XP_015428838.1
OG0001333	XP_037871533.1, NP_001037243.1	XP_015436045.1
OG0001334	XP_012545428.1, NP_001136083.1	XP_015434048.1
OG0001335	XP_004930207.1, XP_004930205.1	XP_015438515.1, XP_015438516.1
OG0001336	XP_004930909.1	XP_015437053.1
OG0001336	XP_004930907.1	XP_015437052.1
OG0001337	XP_004930268.2, XP_012544537.2	XP_015436696.1
OG0001338	XP_037868459.1	XP_015437333.1, XP_015437330.1, XP_015437332.1
OG0001339	NP_001244268.1, NP_001266404.1	XP_015435924.1
OG0001340	NP_001037165.1, XP_012545340.1	XP_015429725.1
OG0001341	XP_004932389.1	XP_015438393.1
OG0001342	XP_037866745.1, NP_001037011.1	XP_015431438.1
OG0001343	XP_037875228.1	XP_015439074.1, XP_015434192.1
OG0001345	XP_004930391.1	XP_015440141.1
OG0001346	XP_037867854.1, XP_037867853.1, XP_037867852.1	XP_015433969.1
OG0001347	XP_004924763.1	XP_015439292.1
OG0001348	XP_037868035.1	XP_015430417.1
OG0001349	XP_037868296.1, XP_004932184.1	XP_015434793.1
OG0001350	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1	XP_015440292.1
OG0001351	XP_004927142.1	XP_015437973.1
OG0001352	XP_012550733.1	XP_015434609.1
OG0001353	XP_004922173.1	XP_015433855.1
OG0001354	XP_037873431.1, XP_037873434.1	XP_015439962.1
OG0001355	XP_012552803.2	XP_015434784.1
OG0001356	XP_012548900.1	XP_015432604.1
OG0001357	XP_021209301.1, XP_021209300.1	XP_015438207.1
OG0001359	NP_001040366.1, XP_004930970.1	XP_015430299.1
OG0001362	XP_004922990.2	XP_015439867.1
OG0001363	XP_004929272.1	XP_015434313.1, XP_015430014.1
OG0001364	XP_012552135.1	XP_015430718.1
OG0001365	NP_001171773.1	XP_015437725.1
OG0001366	XP_012552100.2	XP_015433256.1
OG0001366	XP_021208338.1	XP_015433254.1
OG0001368	XP_004930597.1	XP_015431180.1
OG0001369	XP_021209165.1, XP_004923234.1	XP_015434405.1
OG0001370	XP_004925873.1	XP_015435813.1
OG0001371	XP_021208861.2	XP_015437147.1
OG0001373	XP_004924045.1, XP_037868833.1	XP_015436632.1
OG0001375	NP_001243941.1	XP_015435213.1, XP_015435214.1
OG0001376	XP_037872952.1	XP_015431149.1
OG0001377	XP_004928133.1	XP_015436659.1, XP_015436660.1, XP_015436658.1
OG0001378	XP_004933406.1	XP_015429949.1
OG0001379	XP_021204324.1, XP_004927180.1	XP_015436055.1
OG0001380	NP_001243931.1	XP_015429665.1
OG0001381	XP_012544235.1	XP_015430401.1
OG0001382	XP_004924008.1, XP_037868775.1	XP_015437912.1
OG0001383	XP_037871400.1	XP_015433838.1, XP_015433837.1
OG0001384	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1	XP_015436514.1
OG0001385	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1	XP_015439943.1
OG0001386	XP_037877052.1	XP_015433248.1
OG0001387	XP_012551998.1, XP_012551999.1, XP_012552000.1	XP_015440060.1
OG0001388	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1	XP_015437021.1
OG0001389	XP_037866835.1, XP_021206196.1	XP_015431036.1
OG0001390	XP_004923976.1, XP_012543955.1	XP_015432331.1
OG0001391	XP_004931964.1, XP_012550804.1	XP_015431342.1
OG0001392	XP_004923286.3	XP_015430121.1, XP_015430118.1
OG0001393	NP_001108457.1, XP_012548872.1, NP_001108458.1	XP_015429416.1
OG0001394	XP_037872972.1, XP_037872971.1, XP_012551207.1	XP_015429256.1
OG0001395	XP_037868467.1	XP_015432409.1
OG0001396	XP_012546276.2	XP_015435269.1
OG0001397	XP_021208952.1, XP_037868947.1	XP_015431048.1
OG0001398	XP_037871681.1	XP_015429350.1
OG0001399	XP_021203857.1, XP_004926442.1, XP_021203856.1	XP_015435265.1
OG0001400	XP_004926572.1, XP_037870367.1	XP_015437499.1, XP_015437506.1
OG0001401	XP_004923967.2	XP_015433181.1
OG0001402	XP_004931504.1	XP_015437667.1
OG0001403	XP_037873037.1	XP_015436374.1
OG0001404	XP_037873980.1	XP_015437404.1
OG0001405	NP_001243976.1	XP_015431935.1
OG0001406	XP_037867555.1, XP_012549636.1	XP_015431719.1
OG0001407	XP_004932096.2	XP_015438269.1, XP_015438268.1, XP_015438266.1
OG0001409	XP_037872234.1, XP_037872231.1	XP_015432641.1
OG0001410	XP_021203216.2, XP_012545273.2, XP_012545274.2	XP_015435731.1
OG0001413	XP_004931236.2	XP_015435120.1
OG0001414	XP_004926796.1	XP_015429749.1
OG0001415	XP_037877821.1, XP_037877823.1	XP_015436505.1
OG0001416	XP_037866526.1	XP_015429431.1, XP_015429419.1
OG0001417	XP_004921935.1, XP_037872611.1, XP_037872612.1	XP_015436553.1
OG0001418	XP_012547297.1	XP_015434209.1, XP_015433093.1
OG0001419	XP_012548678.1	XP_015429751.1
OG0001420	XP_012552202.1, XP_037876612.1, XP_004922782.1	XP_015435045.1
OG0001421	XP_004929664.1	XP_015431980.1, XP_015431978.1
OG0001422	XP_004932407.1	XP_015429923.1
OG0001423	XP_004923479.2	XP_015432837.1
OG0001424	XP_012544948.2	XP_015438763.1
OG0001426	XP_037870983.1	XP_015428633.1
OG0001427	XP_004927183.1	XP_015435649.1
OG0001428	XP_037866655.1	XP_015440167.1
OG0001429	NP_001036947.1	XP_015436203.1
OG0001430	XP_037866431.1	XP_015439452.1
OG0001432	XP_012544966.1, XP_012544981.1, XP_012544970.1, XP_012544974.1	XP_015432656.1
OG0001434	XP_037876486.1	XP_015428560.1
OG0001436	XP_004922451.1, XP_004922450.1	XP_015438908.1
OG0001437	NP_001153671.1	XP_015434663.1
OG0001440	XP_004930927.1	XP_015434309.1
OG0001441	XP_037877608.1, XP_037877601.1	XP_015430893.1
OG0001442	NP_001119723.1	XP_015437034.1
OG0001443	XP_037874392.1	XP_015434954.1, XP_015432330.1
OG0001444	XP_012544068.1, XP_037876196.1, XP_037876194.1	XP_015439769.1, XP_015440091.1
OG0001445	NP_001164469.1	XP_015440249.1, XP_015440248.1
OG0001446	XP_037872969.1	XP_015437635.1
OG0001453	NP_001037144.1, XP_012548545.1	XP_015437629.1
OG0001455	XP_004932665.1, XP_037875264.1	XP_015433503.1
OG0001456	XP_021209082.1	XP_015432188.1
OG0001457	XP_012549706.1	XP_015431177.1
OG0001458	NP_001243920.1	XP_015434044.1
OG0001459	XP_021209024.1	XP_015436986.1
OG0001460	XP_012544554.1	XP_015431866.1
OG0001461	XP_012544433.2	XP_015439639.1
OG0001462	XP_004929675.1, XP_004929676.1	XP_015431158.1
OG0001463	XP_037877408.1, XP_037877516.1, XP_037877454.1, XP_037877390.1, XP_037877345.1, XP_037877590.1, XP_037872607.1, XP_037872606.1	XP_015429965.1
OG0001464	XP_021207479.1	XP_015437158.1
OG0001465	XP_004927891.1, XP_004927887.1	XP_015432347.1
OG0001466	XP_004934358.1	XP_015431946.1
OG0001467	XP_037869859.1, XP_037869858.1	XP_015434502.1
OG0001468	NP_001036939.1	XP_015437861.1
OG0001469	XP_004923021.1, XP_004923022.1	XP_015440543.1
OG0001470	XP_021207359.1, XP_021207329.1	XP_015434648.1
OG0001471	XP_004931777.2	XP_015435921.1
OG0001472	XP_004928523.1, NP_001266343.1	XP_015432615.1
OG0001473	XP_004921751.1	XP_015434009.1
OG0001474	XP_004928242.1	XP_015428929.1
OG0001475	XP_004930737.1	XP_015435318.1
OG0001476	XP_012545928.1, XP_004926324.2	XP_015432216.1
OG0001477	XP_037877391.1, XP_037877482.1, XP_004929266.2	XP_015431434.1, XP_015431435.1, XP_015431436.1
OG0001478	NP_001170882.1, XP_012551408.1	XP_015438251.1, XP_015438252.1
OG0001479	NP_001036956.1, XP_012549120.1	XP_015437416.1
OG0001480	XP_004930565.1	XP_015431709.1
OG0001481	XP_012547389.2, XP_004927794.2	XP_015439635.1
OG0001482	XP_021206661.1	XP_015430392.1
OG0001484	XP_012547006.1	XP_015434069.1
OG0001485	XP_004929453.1	XP_015438628.1
OG0001486	XP_012553363.1	XP_015435498.1
OG0001487	XP_012550436.1	XP_015431378.1
OG0001488	XP_037869760.1	XP_015437449.1, XP_015438396.1
OG0001489	XP_037868752.1	XP_015439314.1
OG0001490	XP_004924569.1	XP_015433286.1, XP_015433285.1
OG0001491	XP_004925005.1	XP_015439000.1, XP_015439001.1
OG0001492	XP_004927896.1, XP_004927895.1, XP_004927894.1	XP_015430307.1
OG0001494	XP_037877591.1, XP_037867606.1	XP_015432661.1
OG0001495	XP_021207491.2	XP_015440321.1
OG0001496	XP_004927986.1	XP_015436755.1
OG0001497	XP_004928336.2	XP_015440537.1
OG0001498	XP_037869992.1, XP_037870010.1	XP_015429415.1, XP_015429487.1
OG0001499	XP_004928205.1	XP_015438685.1, XP_015436304.1
OG0001500	XP_037871997.1, XP_012552773.2	XP_015436279.1
OG0001501	XP_037866800.1	XP_015430049.1
OG0001502	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1	XP_015430048.1
OG0001503	XP_021206043.2	XP_015437335.1
OG0001504	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1	XP_015435853.1
OG0001505	XP_037867872.1	XP_015439805.1
OG0001506	XP_021202503.2	XP_015431921.1
OG0001507	XP_004933054.1, XP_021208141.1	XP_015432505.1, XP_015432502.1
OG0001508	NP_001091838.1, XP_012548520.2	XP_015439520.1
OG0001509	XP_037874937.1	XP_015428744.1
OG0001510	XP_037868375.1	XP_015435496.1, XP_015437806.1
OG0001511	XP_037870240.1, NP_001106220.1	XP_015437500.1
OG0001512	XP_012547158.3	XP_015428808.1
OG0001514	NP_001243989.1, XP_012551916.2	XP_015428567.1
OG0001515	XP_037869339.1, XP_012552167.1, XP_004933624.1	XP_015437528.1
OG0001516	XP_012548192.1	XP_015437627.1
OG0001517	XP_004930586.1	XP_015436545.1
OG0001518	XP_012547971.1	XP_015434223.1
OG0001519	XP_037877043.1	XP_015435519.1, XP_015435520.1
OG0001520	XP_004926900.1	XP_015435016.1, XP_015434945.1
OG0001521	XP_037873615.1	XP_015439954.1
OG0001522	NP_001189459.1, XP_012547725.2	XP_015433647.1
OG0001523	XP_037867735.1	XP_015437892.1
OG0001524	XP_004928551.2	XP_015434310.1
OG0001525	XP_004928511.1	XP_015432476.1
OG0001526	XP_037869703.1	XP_015436158.1
OG0001527	XP_012547691.1, XP_012547692.1, XP_004928271.1	XP_015439538.1
OG0001529	NP_001103396.1, XP_021202150.1	XP_015437119.1
OG0001530	XP_004928962.1	XP_015432979.1
OG0001531	XP_004927972.1	XP_015440062.1
OG0001533	XP_037872089.1	XP_015431090.1
OG0001534	XP_012548708.1	XP_015432662.1
OG0001536	XP_021207987.1	XP_015430011.1
OG0001537	XP_004930078.1	XP_015432136.1
OG0001538	NP_001037049.1, XP_037873389.1	XP_015436827.1
OG0001539	NP_001182396.1	XP_015432370.1
OG0001540	XP_037866721.1, NP_001108344.1, XP_037866889.1	XP_015435420.1
OG0001541	XP_037869460.1	XP_015436998.1
OG0001542	XP_004925578.2	XP_015431722.1
OG0001543	XP_021208076.1	XP_015435669.1
OG0001545	XP_021205692.2	XP_015435875.1
OG0001546	XP_021202997.2	XP_015433354.1, XP_015433353.1
OG0001547	XP_037875077.1	XP_015432142.1
OG0001548	XP_037871858.1	XP_015434231.1
OG0001549	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1	XP_015437075.1
OG0001550	NP_001127721.1	XP_015432092.1
OG0001551	NP_001040440.1, XP_021205145.1	XP_015438298.1
OG0001552	XP_037875658.1, XP_037875663.1	XP_015431877.1
OG0001553	XP_004922085.1	XP_015429044.1
OG0001554	XP_021202702.2	XP_015428484.1, XP_015428486.1
OG0001555	XP_004926499.2	XP_015439812.1, XP_015439813.1
OG0001556	XP_037869191.1	XP_015438024.1
OG0001557	NP_001127732.1, XP_037868153.1	XP_015435555.1
OG0001558	XP_004922281.1	XP_015428717.1
OG0001559	XP_012550319.2	XP_015428702.1
OG0001560	XP_012553162.1, XP_012553161.2	XP_015436376.1
OG0001561	XP_004928449.2	XP_015439299.1
OG0001562	XP_037867104.1, XP_037867118.1	XP_015429885.1
OG0001563	XP_021204882.1	XP_015435621.1
OG0001564	XP_037867971.1, XP_037872070.1, XP_037872069.1, XP_021208340.2, XP_037872071.1, XP_012546980.2	XP_015439623.1
OG0001565	XP_037874788.1	XP_015433425.1
OG0001567	NP_001036935.1, XP_037873779.1	XP_015439631.1
OG0001568	XP_037876104.1, NP_001243990.1	XP_015433316.1
OG0001569	XP_037873304.1	XP_015439071.1
OG0001570	XP_012551718.2	XP_015437815.1
OG0001571	XP_037875923.1	XP_015437700.1, XP_015437699.1
OG0001572	XP_004927967.1, XP_004927965.1	XP_015430130.1
OG0001574	XP_012553425.1, XP_021201980.1	XP_015432394.1
OG0001575	NP_001037325.1, NP_001037333.1	XP_015439503.1
OG0001576	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1	XP_015434372.1
OG0001577	XP_037868606.1, NP_001106746.1	XP_015429607.1
OG0001578	NP_001127709.1, NP_001127751.1, XP_037874604.1	XP_015436944.1
OG0001579	XP_037874676.1	XP_015431412.1
OG0001580	XP_004930748.1	XP_015437527.1
OG0001581	XP_012551182.2	XP_015438371.1
OG0001582	XP_012550801.1	XP_015431451.1
OG0001583	XP_004928527.1	XP_015433149.1
OG0001584	XP_012546518.1, XP_012546512.1	XP_015432894.1, XP_015432899.1
OG0001586	XP_012545422.2, NP_001138795.1	XP_015433972.1
OG0001587	XP_004931594.2	XP_015433739.1, XP_015433861.1
OG0001588	XP_037873144.1	XP_015435512.1, XP_015435511.1
OG0001589	XP_021209162.1, XP_004925726.1, XP_004925727.1	XP_015440096.1
OG0001591	XP_004930937.1	XP_015435474.1
OG0001592	XP_004927023.1	XP_015429265.1
OG0001593	NP_001036870.1, XP_037867807.1	XP_015433106.1
OG0001594	XP_004927503.2	XP_015436789.1
OG0001595	XP_004922227.1, XP_021205276.1	XP_015438182.1
OG0001596	XP_004926385.1	XP_015431088.1
OG0001597	XP_004927855.1	XP_015431384.1
OG0001598	XP_037876897.1, NP_001037309.1	XP_015439698.1
OG0001599	XP_037872272.1	XP_015434948.1
OG0001600	XP_021208437.1	XP_015436351.1
OG0001601	XP_012553340.2	XP_015435249.1
OG0001602	XP_012553401.1, XP_004931415.1, XP_021201945.1	XP_015440039.1
OG0001604	XP_012549189.1, XP_012549190.1	XP_015436125.1
OG0001605	NP_001040217.1, XP_012543931.1	XP_015439393.1, XP_015439451.1
OG0001606	NP_001296482.1, XP_004927952.1	XP_015428502.1, XP_015428501.1, XP_015428503.1
OG0001608	XP_004931746.1	XP_015438842.1
OG0001612	XP_021207912.2	XP_015435467.1
OG0001614	NP_001036780.1	XP_015433528.1
OG0001615	NP_001037213.1, XP_037872124.1	XP_015435223.1
OG0001616	NP_001040407.1	XP_015438839.1
OG0001617	NP_001040232.1	XP_015431838.1
OG0001619	XP_021205425.1, XP_004928959.1	XP_015431862.1
OG0001620	XP_004933138.1	XP_015430444.1, XP_015430445.1, XP_015430443.1
OG0001621	XP_004925826.2, XP_037877870.1	XP_015439286.1
OG0001623	XP_037867510.1	XP_015431734.1
OG0001624	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1	XP_015438647.1, XP_015438646.1, XP_015438648.1
OG0001625	XP_037874467.1	XP_015433451.1
OG0001626	XP_004928349.1	XP_015438493.1
OG0001627	XP_004924826.1	XP_015431522.1
OG0001628	NP_001239350.1, XP_012553261.1	XP_015430846.1
OG0001629	XP_037873828.1, NP_001037261.1	XP_015434445.1, XP_015434446.1
OG0001630	XP_012546057.1, XP_012546059.1, XP_004926433.1	XP_015438562.1
OG0001631	XP_004924824.1	XP_015438863.1
OG0001632	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1	XP_015439042.1
OG0001633	XP_004930100.1	XP_015428659.1
OG0001634	XP_021204093.1, XP_021204095.1	XP_015428428.1
OG0001635	XP_004933692.1	XP_015428476.1
OG0001636	NP_001037295.1	XP_015432545.1
OG0001637	XP_004932373.2	XP_015438471.1
OG0001638	XP_037877824.1	XP_015430142.1, XP_015436694.1
OG0001639	XP_004924180.1	XP_015439029.1
OG0001640	XP_004925552.1	XP_015431082.1
OG0001641	XP_037870957.1	XP_015439784.1
OG0001642	XP_004927839.1	XP_015431984.1
OG0001643	XP_012546247.1	XP_015439008.1
OG0001644	XP_004931403.2, XP_012550302.2, XP_004931298.1	XP_015430397.1
OG0001645	XP_012550830.1, XP_012550828.1	XP_015430949.1
OG0001646	XP_037873850.1	XP_015431656.1
OG0001647	XP_004923960.1	XP_015430219.1
OG0001648	XP_004921645.2	XP_015432949.1
OG0001649	NP_001040322.1	XP_015436244.1, XP_015436245.1
OG0001650	XP_037870812.1	XP_015431083.1
OG0001651	XP_012550939.1	XP_015438881.1
OG0001652	XP_037874387.1	XP_015429221.1
OG0001653	XP_004932298.1	XP_015435705.1
OG0001654	XP_037874808.1, XP_037874810.1	XP_015434641.1
OG0001655	XP_037870353.1, XP_004929896.1	XP_015437882.1
OG0001656	XP_037874784.1	XP_015435340.1
OG0001657	XP_004923460.1	XP_015437247.1
OG0001658	XP_004929407.1	XP_015430715.1, XP_015430714.1, XP_015430716.1
OG0001659	XP_037867834.1, XP_037867832.1	XP_015432457.1
OG0001660	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1	XP_015438405.1
OG0001661	XP_012550425.1, XP_012550426.1	XP_015431340.1
OG0001662	XP_037875847.1, XP_037875850.1	XP_015439420.1
OG0001663	XP_004924463.1	XP_015438569.1
OG0001664	XP_037876251.1	XP_015439931.1, XP_015439932.1
OG0001665	NP_001037676.1, XP_012550254.1	XP_015438873.1
OG0001666	XP_004932903.1	XP_015431000.1, XP_015430992.1, XP_015430984.1
OG0001667	XP_037873549.1, XP_037873548.1, XP_004933395.1	XP_015440075.1
OG0001668	XP_021207357.2	XP_015439637.1
OG0001669	XP_037872626.1	XP_015428749.1
OG0001670	XP_012547337.1	XP_015432625.1
OG0001671	XP_037869789.1	XP_015437645.1
OG0001672	XP_004927542.1	XP_015433859.1, XP_015433860.1, XP_015433858.1, XP_015433857.1
OG0001673	XP_037875318.1	XP_015435389.1
OG0001674	XP_037868399.1	XP_015435396.1
OG0001675	XP_004932175.2	XP_015434148.1
OG0001677	XP_004926878.2	XP_015437146.1
OG0001678	XP_004933182.1, XP_021208293.1	XP_015429968.1
OG0001679	XP_012550552.1, NP_001040193.1	XP_015428407.1
OG0001680	XP_004931709.1	XP_015438640.1
OG0001681	XP_004925168.1	XP_015432354.1, XP_015432355.1
OG0001682	XP_037871731.1	XP_015433709.1, XP_015433707.1
OG0001684	XP_004926136.1	XP_015433128.1, XP_015433129.1
OG0001686	XP_012545103.1	XP_015434580.1
OG0001687	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1	XP_015428605.1, XP_015428513.1
OG0001688	XP_037873491.1, XP_037873494.1, XP_004925011.1, XP_012544838.1	XP_015438970.1
OG0001689	XP_004931070.1	XP_015428620.1
OG0001690	XP_004933420.1, XP_004925492.1	XP_015434158.1
OG0001693	XP_037866559.1	XP_015435976.1
OG0001694	XP_012550686.1	XP_015429361.1
OG0001695	NP_001157388.1, XP_037869526.1	XP_015432515.1
OG0001696	XP_037867835.1	XP_015430092.1
OG0001697	XP_037870401.1	XP_015432434.1
OG0001699	XP_037868480.1	XP_015435957.1
OG0001700	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1	XP_015434826.1
OG0001701	NP_001103813.1, XP_012545114.1	XP_015433455.1
OG0001702	XP_037872870.1, XP_037872869.1	XP_015437088.1
OG0001703	XP_037872461.1	XP_015432536.1
OG0001704	XP_004922938.1	XP_015438712.1
OG0001706	XP_021203120.2	XP_015440142.1
OG0001707	XP_004929683.1, XP_004929682.1	XP_015429567.1
OG0001708	XP_004933031.1, XP_012551704.1, XP_021208160.1	XP_015429635.1
OG0001709	XP_012546115.2	XP_015429365.1
OG0001710	XP_012551180.1	XP_015429177.1
OG0001711	XP_004929510.2, XP_037870316.1	XP_015436935.1
