Orthogroup	Bombyx_mori	Bombus_terrestris
OG0001981	NP_001166741.1, NP_001166740.1, NP_001166739.1	XP_020720334.1
OG0001983	XP_021202123.2, XP_021202124.2	XP_020721180.1
OG0001987	XP_012552962.1, NP_001040339.1	XP_020721875.1
OG0001988	XP_021204462.1	XP_012174278.1, XP_003402586.1
OG0001989	XP_037869257.1	XP_003394559.1
OG0001990	XP_004932474.1	XP_003396797.1, XP_012165923.1
OG0001991	NP_001040421.1	XP_003403260.1
OG0001992	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1	XP_020718241.1, XP_012176117.1, XP_020718242.1
OG0001993	XP_012544193.2, XP_037873417.1	XP_003399272.2
OG0001994	XP_004925779.1	XP_012166674.1, XP_012166675.1, XP_020719819.1, XP_020719820.1, XP_012166673.1, XP_012166676.1
OG0001995	XP_004927930.1	XP_012166305.1
OG0001996	XP_004922475.1, XP_004922474.1	XP_020721178.1, XP_003402524.2
OG0001997	NP_001170881.1	XP_003401360.1
OG0001998	NP_001274329.1	NP_001273373.1
OG0001999	NP_001040206.1, XP_037873068.1	XP_003397670.1
OG0002000	XP_037873570.1	XP_012169582.1, XP_012169581.1
OG0002001	XP_004924194.1	XP_012166791.1, XP_003393276.1
OG0002002	NP_001037347.1	XP_003393361.1, XP_003393360.1
OG0002003	XP_004926303.1	XP_012170850.1
OG0002004	XP_012549677.1	XP_003395189.1
OG0002005	NP_001040410.1	XP_012175836.1
OG0002006	XP_004926826.1, NP_001037199.1	XP_020721833.1
OG0002007	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2	XP_020723706.1
OG0002009	XP_004924671.1	XP_003395439.1
OG0002010	XP_004922081.1	XP_012173985.1
OG0002011	XP_004930524.2	XP_012175909.1
OG0002012	XP_021204828.2, XP_037870936.1	XP_020721924.1
OG0002013	XP_037872480.1	XP_012166513.1
OG0002014	XP_012545551.1	XP_012170736.1
OG0002015	XP_012548426.3	XP_012164409.1
OG0002016	XP_037875068.1	XP_012163724.2, XP_012175579.1
OG0002017	XP_004932704.2	XP_020722714.1, XP_020722712.1
OG0002018	XP_004922629.1	XP_003399744.1
OG0002019	NP_001040134.1	XP_020721033.1
OG0002020	XP_021201873.2	XP_012175271.1, XP_012169541.1
OG0002022	XP_004926993.1	XP_003393632.1
OG0002023	XP_012544680.3	XP_020721751.1
OG0002024	XP_004930957.1, XP_012549934.1, XP_012549935.1	XP_020718300.1
OG0002025	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1	XP_020718542.1, XP_012163251.1
OG0002027	XP_012551929.1, NP_001093281.1	XP_003399759.1
OG0002028	XP_037871856.1	XP_003396316.1
OG0002029	XP_037874935.1	XP_003399923.1
OG0002030	XP_012549764.1	XP_012172581.1
OG0002032	XP_037867146.1	XP_012164220.1
OG0002033	XP_012551301.1	XP_020722620.1
OG0002036	XP_004930803.2	XP_020723250.1
OG0002037	XP_004928198.1	XP_003393087.1
OG0002038	NP_001182383.1	XP_003403079.1
OG0002039	XP_004933181.2	XP_003400817.1
OG0002040	XP_004924945.1	XP_003400896.3
OG0002041	XP_021205165.1	XP_003399954.1, XP_012170615.1
OG0002042	XP_004922505.2	XP_012173394.1, XP_012173393.1
OG0002043	NP_001040180.1	XP_003397026.1
OG0002044	XP_021208120.1, XP_021208121.1	XP_012172337.1, XP_003401337.1
OG0002045	NP_001138801.1, XP_012548529.1	XP_012173327.1, XP_003401984.1
OG0002047	XP_004931117.1, XP_021206910.1	XP_003397599.1
OG0002048	XP_037867513.1	XP_012163263.1, XP_003394909.1
OG0002049	XP_004923495.1, XP_037876981.1	XP_020719930.1, XP_020719931.1, XP_020719932.1, XP_020719929.1
OG0002050	NP_001266391.1	XP_020719609.1
OG0002051	XP_037873901.1	XP_020721347.1, XP_012170528.1
OG0002052	XP_012552016.2	XP_003397687.1
OG0002053	XP_012543792.2, XP_012546073.2, XP_004922271.1	XP_003393369.1, XP_012167672.1
OG0002055	XP_037867991.1	XP_003398184.3
OG0002056	XP_037867474.1	XP_012175262.1, XP_003403259.1
OG0002057	XP_004923050.1	XP_012171573.1, XP_003400607.1
OG0002058	XP_004930906.1	XP_003398722.1
OG0002059	XP_012550348.3	XP_012171417.1, XP_012171415.1, XP_020722155.1
OG0002060	NP_001296560.1, XP_037875545.1	XP_012166625.1, XP_012174237.1
OG0002061	XP_004931741.1	XP_003394556.1
OG0002062	XP_004931544.1, XP_021207193.1, XP_021207194.1	XP_012166002.1, XP_012166000.1
OG0002063	XP_004924668.1	XP_020720722.1, XP_020720723.1
OG0002064	XP_012551004.1, XP_004932099.1	XP_003400193.1
OG0002065	XP_037869831.1	XP_020722024.1
OG0002066	XP_004926099.1, XP_012545783.1	XP_003401098.2
OG0002067	XP_012550773.1	XP_012173614.1
OG0002068	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1	XP_012167000.1
OG0002069	XP_037877729.1	XP_003397304.1
OG0002070	XP_004928991.1	XP_012172718.1, XP_003393685.1, XP_020723878.1
OG0002071	NP_001040377.1	XP_003396343.1, XP_020719578.1, XP_012165326.1, XP_012165325.1
OG0002072	XP_004927177.1	XP_003397397.1
OG0002073	XP_004929232.1	XP_003401796.1
OG0002074	NP_001166609.1, XP_021202338.1	XP_003401195.1, XP_012172107.1
OG0002075	NP_001037484.1, XP_021207137.1, NP_001037552.1	XP_012164178.1, XP_003395677.1
OG0002076	NP_001108113.1	XP_012173033.1
OG0002077	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2	XP_012175906.1
OG0002078	XP_004930914.1, XP_012550072.1	XP_003398915.1
OG0002080	XP_004929715.1	XP_003394537.1
OG0002081	NP_001037658.1, XP_012548085.1	XP_003401707.1
OG0002082	XP_004922686.2	XP_012164880.1
OG0002083	XP_037870148.1, XP_037877548.1	XP_003398356.1
OG0002085	XP_037872129.1, NP_001040139.1	XP_012173883.1, XP_012173884.1
OG0002086	XP_012549660.1	XP_003398223.2
OG0002087	XP_004931292.1, XP_004931291.1, XP_012550366.1	XP_003402219.1, XP_012173666.1
OG0002088	NP_001243927.1, XP_012551057.1	XP_003398059.1
OG0002089	XP_012544857.1	XP_003400448.1
OG0002090	XP_004925377.2	XP_003399106.1
OG0002091	XP_004923972.2	XP_012166228.2
OG0002092	XP_004924772.1, XP_012544590.1, XP_037874717.1	XP_003399613.1, XP_012169828.1
OG0002093	XP_004922680.1	XP_012175804.1
OG0002094	XP_037869903.1, XP_037869902.1	XP_003396960.2, XP_020719392.1
OG0002095	XP_004921623.1	XP_020719977.1
OG0002096	XP_004933673.2	XP_003397507.1
OG0002097	XP_021205473.1	XP_012172031.1
OG0002098	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1	XP_003398019.1
OG0002099	XP_021203330.1	XP_012167336.1
OG0002100	NP_001040519.1	XP_003398457.1
OG0002101	XP_037871396.1, XP_021208873.1	XP_012164815.1, XP_012164810.1
OG0002102	XP_004921841.2, XP_037876170.1	XP_012173542.1
OG0002103	XP_004926638.1	XP_003396939.1
OG0002104	XP_037876302.1	XP_003395611.2
OG0002105	XP_012543810.1, NP_001189461.1	XP_003396017.1, XP_012164818.1
OG0002106	XP_004930986.1, XP_021206840.1	XP_012171373.1, XP_012171374.1
OG0002107	XP_037873841.1, XP_037873840.1	XP_012174466.1, XP_020723543.1
OG0002108	XP_004932655.1, XP_037875233.1, XP_037875234.1	XP_003401299.1
OG0002109	XP_037875089.1	XP_003399814.1
OG0002110	XP_037869794.1	XP_020722045.1
OG0002111	XP_012545601.1, XP_037877486.1	XP_003398297.1
OG0002113	XP_037873020.1, NP_001037186.1	XP_012168192.1
OG0002114	XP_004927474.1	XP_003395363.1
OG0002115	XP_004927963.1	XP_020719053.1
OG0002116	XP_037870955.1	XP_012163167.1
OG0002117	XP_004929507.1	XP_003395237.1
OG0002118	XP_004932934.1, XP_021208083.1	XP_020720035.1, XP_012166833.1
OG0002119	XP_012551451.2	XP_020719177.1
OG0002120	XP_037866469.1	XP_012169173.1, XP_012169172.1, XP_003399010.1
OG0002121	XP_004924530.2, XP_004924528.2	XP_012173530.1
OG0002122	XP_021202521.1	XP_003397853.1
OG0002124	XP_037874683.1, XP_021203890.2	XP_012170139.1
OG0002125	XP_004927987.4	XP_003403222.1
OG0002126	XP_004927506.1, XP_004925662.1	XP_003392881.1
OG0002127	XP_037876861.1	XP_012175102.1
OG0002128	XP_021204759.1	XP_012169128.1
OG0002129	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1	XP_003397680.1
OG0002130	XP_004922992.1, XP_037871765.1	XP_003393267.1
OG0002131	XP_037875416.1, XP_037875405.1	XP_012170282.1
OG0002132	NP_001106740.1, XP_037877278.1	XP_020722200.1, XP_003400905.1
OG0002134	XP_021203407.2	XP_012175297.1
OG0002136	XP_037871770.1	XP_003399148.1
OG0002137	XP_004925836.2	XP_020723217.1, XP_012173671.1, XP_003402112.1
OG0002138	NP_001040192.1	XP_003401060.1
OG0002139	XP_021209062.1	XP_020723920.1, XP_020723921.1, XP_020723916.1, XP_020723917.1, XP_020723918.1, XP_020723919.1, XP_003403354.1
OG0002140	XP_037868592.1	XP_012172347.1
OG0002141	XP_021201826.1	XP_003397240.2
OG0002142	XP_004925884.2, XP_004925883.1	XP_020719397.1, XP_003396407.1, XP_012165439.1
OG0002143	NP_001091797.1, XP_012545497.2	XP_003401425.1
OG0002144	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1	XP_020719229.1
OG0002145	XP_012548441.2	XP_003399271.2
OG0002146	XP_037866665.1	XP_012169974.1, XP_012169971.1, XP_012169972.1
OG0002147	XP_004930315.1	XP_003393843.1
OG0002148	XP_021204958.2	XP_020724105.1
OG0002149	XP_021206472.1	XP_020722111.1
OG0002150	XP_021207716.2	XP_003399089.1, XP_020721237.1
OG0002151	XP_037869116.1	XP_020721604.1
OG0002152	XP_004932302.1	XP_003402295.1
OG0002153	NP_001191248.1, XP_037875040.1	XP_012169359.1
OG0002154	XP_037873127.1	XP_012167956.1
OG0002155	XP_037867343.1, XP_037867335.1	XP_020718271.1
OG0002156	XP_037869025.1	XP_020718505.1
OG0002157	XP_004929801.1	XP_003396399.1
OG0002158	XP_004932283.2	XP_003401534.1
OG0002159	XP_004931939.2	XP_003399503.1
OG0002161	XP_037868641.1, XP_004931255.1	XP_003394829.1
OG0002162	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2	XP_003395599.1
OG0002163	XP_037876040.1	XP_003394396.1
OG0002164	XP_021207817.2	XP_012171614.1
OG0002165	XP_037876988.1, NP_001244265.1	XP_012165262.1
OG0002166	XP_021207080.1	XP_003393619.1
OG0002167	XP_004932543.1	XP_003396986.1
OG0002168	XP_037870805.1	XP_003402667.1
OG0002169	XP_012550913.2	XP_003397046.1
OG0002170	XP_012547630.1, XP_004928213.1	XP_012167966.1, XP_003398272.1
OG0002171	XP_037866870.1	XP_012168324.1
OG0002172	XP_037877723.1	XP_003397998.1, XP_012167727.1
OG0002173	XP_037869944.1, XP_037869936.1, XP_037869943.1	XP_003393359.1
OG0002174	XP_004929718.1, XP_004929719.1	XP_020719001.1
OG0002175	XP_037874545.1, XP_037874547.1	XP_020721879.1
OG0002177	XP_037875253.1	XP_012166693.1
OG0002178	XP_037871675.1	XP_012175342.1
OG0002179	XP_037870128.1	XP_003403158.1, XP_012175165.1
OG0002180	XP_012551981.1, XP_021208412.1	XP_020720690.1
OG0002181	XP_037869458.1, XP_037869449.1	XP_020721231.1, XP_020721227.1
OG0002182	XP_004934376.1	XP_020723573.1
OG0002183	XP_037868365.1	XP_003395421.1, XP_003403020.2
OG0002184	XP_012553100.2, XP_037876248.1	XP_020718664.1, XP_020718663.1
OG0002185	XP_037872580.1	XP_012173225.1, XP_012173232.1
OG0002186	XP_037867256.1	XP_012165648.1
OG0002187	XP_004924091.2	XP_012170202.1
OG0002188	XP_004933130.1	XP_020723645.1, XP_020723644.1
OG0002189	XP_037868007.1	XP_003401834.2
OG0002190	XP_021207985.2, XP_021207984.2	XP_020723814.1, XP_003403216.2
OG0002191	XP_037876997.1, NP_001296509.1	XP_012175490.1, XP_020723894.1, XP_003402935.1
OG0002192	XP_004930030.2	XP_020718784.1, XP_020718785.1, XP_020718783.1, XP_003395304.1
OG0002193	XP_037872786.1	XP_012171741.1
OG0002194	XP_004932826.1, XP_004932827.1	XP_003396914.1
OG0002195	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1	XP_020721216.1
OG0002196	XP_012545577.2	XP_020722051.1, XP_020722053.1
OG0002197	XP_037868350.1	XP_012164296.1
OG0002198	XP_004929877.2, XP_021206055.1	XP_003394864.2, XP_012163149.1, XP_012163700.1
OG0002199	XP_012545241.1	XP_003396084.1, XP_012164925.1, XP_020719028.1
OG0002200	XP_021203983.1	XP_020719959.1
OG0002202	XP_012544067.2	XP_020723131.1
OG0002203	NP_001296476.1, XP_037868626.1	XP_020724035.1
OG0002204	XP_037873138.1	XP_003395797.1
OG0002206	XP_004923125.1, XP_004926946.1	XP_003396954.1, XP_012166119.1
OG0002208	XP_037868420.1, XP_004932254.2	XP_003402991.2, XP_003400017.1
OG0002209	XP_004924437.2	XP_012170485.1
OG0002211	XP_004931687.2	XP_012168572.1, XP_003398773.1
OG0002212	XP_037866852.1	XP_012167090.1
OG0002213	XP_012544470.1	XP_003396114.1
OG0002214	XP_021205764.1	XP_020723657.1
OG0002215	NP_001153660.1, XP_012544170.1, XP_004929335.2	XP_003395786.2
OG0002217	XP_004928578.1	XP_020724230.1, XP_020724231.1, XP_020724229.1, XP_003394109.1
OG0002218	XP_037875074.1	XP_012170524.1
OG0002219	XP_004921897.2	XP_003398702.1
OG0002220	XP_037866830.1	XP_012164094.1, XP_012164095.1, XP_020718886.1, XP_020718887.1, XP_003395628.1, XP_012164096.1
OG0002221	XP_012551291.1	XP_020721102.1, XP_003398974.1
OG0002222	XP_037867084.1, XP_037867089.1	XP_020720811.1, XP_020720810.1
OG0002223	XP_004924801.2	XP_012167134.1, XP_012167178.1, XP_012167141.1, XP_012167148.1, XP_012167155.1, XP_012167176.1
OG0002224	XP_004931770.1	XP_003393728.1
OG0002225	XP_021206432.2	XP_003400177.1, XP_012170927.1
OG0002226	XP_037873298.1	XP_012170777.1
OG0002230	XP_012545976.1	XP_012166091.1, XP_003396929.1
OG0002236	NP_001093076.1, XP_012543928.1	XP_012171143.1
OG0002237	XP_004933166.1	XP_003399456.1
OG0002238	NP_001037372.1	XP_003402429.1, XP_012174160.1
OG0002239	NP_001040237.1	XP_012176577.1, XP_020724198.1
OG0002240	NP_001036916.1	XP_003401632.1
OG0002241	XP_021203193.1, NP_001037233.1	XP_003401193.1
OG0002242	XP_037871896.1	XP_003398820.1
OG0002243	XP_004923153.1	XP_003396956.1, XP_003396955.1
OG0002244	NP_001037281.1	XP_003401954.1
OG0002245	XP_021205311.1	XP_012176151.1, XP_003394308.1, XP_020724287.1
OG0002246	NP_001036897.1	XP_003399975.1
OG0002247	XP_004926157.1, XP_004933066.1	XP_020718395.1, XP_003394747.1
OG0002248	XP_004926601.1, XP_012551631.1, NP_001040343.1	XP_003394614.1
OG0002249	NP_001091802.1	XP_003396657.1, XP_003396658.1
OG0002250	XP_004923404.1	XP_003399678.1
OG0002251	NP_001040131.1	XP_012165548.1
OG0002252	XP_004927837.1	XP_003402152.1
OG0002253	NP_001040524.1, XP_012549378.1	XP_003394217.1
OG0002254	NP_001040498.1, NP_001040382.1	XP_012174509.1
OG0002255	XP_004926242.1, XP_004926243.1	XP_003393011.1
OG0002256	XP_037875702.1	XP_012173188.1
OG0002257	XP_037866847.1	XP_003393017.1
OG0002258	XP_004924118.1	XP_012170780.1
OG0002259	XP_004928659.1	XP_003399854.1
OG0002260	NP_001040161.1	XP_012167154.1
OG0002261	NP_001093078.1	XP_012164260.1
OG0002262	XP_012548775.2	XP_003395935.1, XP_003395936.1
OG0002263	XP_012545000.1, XP_037875794.1	XP_003401430.1
OG0002264	XP_012544793.1, XP_037869775.1	XP_012171855.1
OG0002265	XP_012550867.2, NP_001040456.1, NP_001040530.1	XP_003396589.1, XP_020719453.1
OG0002266	XP_004926299.1	XP_012175141.1
OG0002267	XP_004925202.1	XP_003395040.1, XP_012163434.1
OG0002268	XP_037873998.1	XP_003395217.3, XP_020718474.1
OG0002270	XP_021205280.1, XP_021205281.1	XP_012175941.1
OG0002271	XP_037869279.1, XP_037869280.1	XP_003399946.1
OG0002272	XP_004922819.1	XP_003396223.1
OG0002274	XP_021204196.1, NP_001040291.1	XP_003402809.1
OG0002275	XP_021206830.2	XP_012167014.1, XP_012167013.1, XP_003397493.1, XP_012167015.1, XP_012167016.1, XP_012167017.1
OG0002276	XP_012544866.1, XP_012544867.1	XP_012171241.1, XP_003400460.1
OG0002277	NP_001296557.1	XP_003394515.1
OG0002278	XP_012552556.2, XP_012552490.2	XP_012169203.1
OG0002279	XP_037876995.1	XP_012170833.1
OG0002280	NP_001093299.1, XP_012548047.1	XP_012169515.1, NP_001267859.1
OG0002281	XP_037872686.1	XP_003396846.1
OG0002282	XP_004924715.1	XP_020723304.1
OG0002283	XP_012553037.2, NP_001037558.1	XP_012172716.1
OG0002284	XP_037871685.1, XP_012552837.1, XP_021209040.1	XP_012175359.1
OG0002285	XP_012549050.1, XP_004929829.1	XP_012171775.1, XP_003400898.1
OG0002286	XP_012548819.2	XP_003402944.1
OG0002287	XP_021202511.2	XP_020720079.1, XP_020720078.1, XP_020720077.1, XP_012167385.1
OG0002288	XP_012546309.1	XP_020721356.1
OG0002289	XP_037877096.1	XP_012165589.1
OG0002290	XP_004930244.1	XP_003393176.3
OG0002291	XP_012551389.1	XP_012172279.2
OG0002292	XP_021202132.2	XP_012169702.1
OG0002294	XP_012552663.2, XP_037871201.1	XP_012164866.1
OG0002295	XP_004931485.1	XP_012174208.1, XP_012166226.1
OG0002296	XP_037870380.1	XP_012163307.1, XP_012163305.1
OG0002297	NP_001124361.1	XP_020721869.1, XP_003400279.1
OG0002298	XP_004922977.1	XP_003394289.1
OG0002299	XP_012551606.1	XP_012166715.1, XP_020719731.1
OG0002302	XP_004931975.1	XP_020722956.1
OG0002303	NP_001116816.1, XP_037870168.1	XP_003398993.1
OG0002304	XP_004927378.1, XP_021204470.1	XP_012174127.1, XP_012174128.1, XP_012174125.1, XP_020723362.1
OG0002305	XP_037875018.1	XP_003394603.1
OG0002307	XP_004931271.1	XP_003393414.1
OG0002309	XP_012551263.2	XP_003400533.1
OG0002310	XP_037875109.1	XP_020718256.1
OG0002311	XP_012551556.1, XP_004929999.1	XP_003396568.1
OG0002312	XP_021206859.2	XP_020721872.1
OG0002313	XP_004933278.1	XP_012168568.1
OG0002314	XP_004933495.3	XP_012167358.1
OG0002315	XP_004932517.1	XP_012171632.1
OG0002316	XP_012552048.1, XP_021209118.1	XP_020724116.1, XP_020724117.1, XP_003394471.1
OG0002317	XP_004924840.1	XP_003394246.1
OG0002318	XP_004923365.1	XP_003395574.1
OG0002319	NP_001188362.1, XP_037875039.1	XP_003399902.1
OG0002320	XP_037873194.1	XP_012167959.1
OG0002321	XP_012553291.1	XP_012168548.1
OG0002322	XP_012552290.1	XP_012168747.1
OG0002323	XP_037876567.1	XP_012176709.1
OG0002324	NP_001108342.1	XP_003402640.1
OG0002326	XP_004926830.1	XP_003399280.1
OG0002327	NP_001243986.1, XP_012545523.1	XP_003400491.1
OG0002328	XP_012546166.1, XP_004926575.1	XP_003398761.1, XP_012168570.1
OG0002329	XP_037870561.1	XP_012163425.1
OG0002330	XP_004927093.1	XP_003398589.1, XP_012168392.1
OG0002331	XP_021202468.1	XP_012167271.1
OG0002332	XP_037873581.1, XP_037873582.1	XP_003397666.1
OG0002333	XP_037868904.1	XP_003401239.1
OG0002334	XP_037867857.1, XP_037867858.1	XP_020720893.1
OG0002335	XP_004929611.1	XP_012171070.1
OG0002336	XP_012548546.2, NP_001040257.1	XP_012163348.1, XP_003394978.1
OG0002337	NP_001036929.1, XP_012549361.2, NP_001127710.1	XP_020723076.1, XP_003402026.1
OG0002338	XP_037877871.1	XP_012166542.1, XP_012166541.1
OG0002339	XP_037875024.1	XP_012168223.1, XP_003398493.1
OG0002340	XP_021205814.2	XP_020721264.1
OG0002341	XP_004930911.1, XP_037877762.1, XP_037877763.1, XP_037877764.1	XP_020721155.1
OG0002342	NP_001037638.1	XP_003401963.1
OG0002343	XP_037869887.1	XP_012164892.1, XP_012164890.1, XP_012164891.1
OG0002345	XP_004928556.1	XP_003403284.2
OG0002346	XP_037872670.1	XP_012171897.1, XP_012171893.1
OG0002347	XP_012552139.1	XP_012171530.1, XP_003393609.1
OG0002348	XP_037873617.1	XP_012168238.1
OG0002349	XP_004927771.1	XP_003401948.1
OG0002350	XP_037876346.1	XP_012174519.1
OG0002351	XP_004926437.1	XP_020720654.1
OG0002352	XP_004931534.1	XP_012165993.1
OG0002353	XP_037876645.1, XP_021207383.2, XP_021207386.2, XP_021207365.2, XP_021207369.2, XP_021207370.2, XP_021207373.2	XP_020724077.1
OG0002354	XP_012544990.2	XP_012172093.1
OG0002355	XP_004928444.1, XP_004925401.1	XP_012169351.2
OG0002356	NP_001116818.1, XP_037866722.1	XP_012168017.1
OG0002357	XP_021208040.1, XP_004932789.1	XP_003397002.1, XP_020719470.1, XP_020719469.1
OG0002358	XP_004930714.2	XP_012168286.1
OG0002359	XP_004929440.1	XP_012166785.1, XP_003397550.1
OG0002360	XP_004932668.1	XP_012171561.1
OG0002361	NP_001170796.1	XP_003399915.1
OG0002362	XP_037873055.1	XP_020723017.1
OG0002363	XP_004922407.1	XP_012165944.2
OG0002364	XP_004928646.2	XP_020724281.1
OG0002365	NP_001040468.1, XP_012546772.1	XP_003394983.1
OG0002366	XP_004932954.2	XP_012166847.1, XP_012166848.1, XP_012166845.1, XP_012166846.1, XP_012166849.1
OG0002367	XP_004933296.1	XP_020721919.1, XP_012171015.1
OG0002368	XP_037867913.1	XP_012173468.1, XP_012173469.1, XP_012173470.1, XP_012173471.1, XP_012173472.1
OG0002370	XP_004932621.1	XP_003392987.1
OG0002371	XP_004925258.2	XP_003395003.1
OG0002372	XP_004932688.1, XP_012551386.1	XP_012164207.1
OG0002373	XP_004932325.2, XP_012551127.2	XP_003398546.1, XP_020720613.1, XP_012168298.1, XP_012168297.1
OG0002374	XP_021208478.1	XP_012167372.1
OG0002375	XP_004928174.2	XP_012176498.1, XP_012176502.1, XP_012176497.1, XP_012176503.1
OG0002376	XP_004927405.1	XP_020720471.1, XP_020720472.1
OG0002377	XP_021202033.1	XP_012163439.1, XP_012163454.1
OG0002378	XP_037873440.1	XP_003400831.1
OG0002379	XP_004921857.1	XP_003395546.2
OG0002380	XP_004929661.1	XP_012169276.1, XP_012169277.1, XP_003399071.1
OG0002381	XP_037874452.1	XP_003402955.1
OG0002383	XP_012548866.2, XP_004929786.3	XP_020719113.1, XP_020719018.1
OG0002384	XP_004925916.1	XP_012167891.1, XP_012167889.1
OG0002385	XP_004924172.3	XP_012167025.1
OG0002386	XP_037875460.1	XP_020721698.1
OG0002387	XP_037873254.1	XP_003393760.1
OG0002388	XP_004921870.1	XP_012165346.1
OG0002389	NP_001243919.1, XP_037870185.1	XP_012165300.1
OG0002390	XP_004924321.2, XP_021202405.2	XP_003398138.1
OG0002391	XP_012545101.3	XP_020718846.1
OG0002392	XP_037869639.1	XP_003401196.1
OG0002393	XP_004933063.1, XP_004933068.1	XP_012164103.2
OG0002394	XP_004929162.1	XP_020721006.1
OG0002395	XP_004928896.1	XP_003397092.1
OG0002397	XP_004923815.3, XP_037871372.1	XP_003393777.1
OG0002398	XP_004929744.1	XP_003393717.1, XP_012173362.1, XP_012173357.1
OG0002400	XP_004925676.1	XP_020722447.1
OG0002402	XP_004932210.1	XP_020720216.1
OG0002403	XP_037871961.1, XP_037871964.1	XP_012169305.1, XP_020721236.1
