Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0001940	XP_021203465.1, XP_004925890.1, XP_004925891.1	XP_968090.1
OG0001941	XP_012549425.2, XP_012549428.2	XP_008197953.1, XP_008197949.1
OG0001942	XP_004926240.1	XP_008195032.1
OG0001943	XP_004923590.1	XP_968664.1
OG0001944	NP_001037504.1	NP_001164311.1, NP_001164312.1, XP_008200790.1
OG0001945	XP_021205029.2, XP_021205030.2, XP_012547652.2	XP_015834904.1
OG0001946	XP_037869327.1	XP_008197760.1
OG0001947	XP_037867944.1, XP_004924339.1	XP_008200081.1
OG0001948	XP_012549281.1	XP_015839318.1
OG0001949	XP_037870326.1, XP_004926920.1	XP_015838744.1
OG0001951	XP_021203848.2, XP_021203849.1, XP_037874958.1	XP_008198065.2, XP_008198067.1, XP_008198061.1
OG0001952	XP_037866697.1, XP_037866709.1	XP_015835699.1, XP_015835703.1, XP_015835707.1, XP_015835694.1
OG0001953	XP_021207789.1, XP_004932490.1	XP_015838030.1, NP_001180378.1
OG0001955	XP_012550006.2	XP_971125.1
OG0001956	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1	XP_975480.1, XP_975607.1
OG0001957	XP_037869310.1	XP_015838649.1
OG0001959	XP_004921844.1	XP_015838645.1
OG0001960	XP_037871193.1	XP_008200339.1
OG0001961	XP_004930929.1	XP_969940.1
OG0001962	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1	XP_015837014.1, XP_974612.1, XP_974632.1, XP_974652.1, XP_008195477.1
OG0001963	XP_037871090.1, XP_037871089.1	XP_008191834.1
OG0001964	XP_004921804.1	XP_971585.1
OG0001965	XP_004926552.1	XP_008201279.1, XP_015840730.1, XP_015839909.1, XP_008195883.2
OG0001966	XP_012551994.1	XP_001809413.1
OG0001967	XP_012544203.1	XP_001807448.1
OG0001968	XP_021203345.1, XP_021203346.1, XP_037867333.1	XP_008198558.1
OG0001969	NP_001243937.1, XP_021204322.1	XP_008199546.1, XP_008199547.1, XP_008199548.1, XP_008199545.1
OG0001970	XP_037872569.1, XP_037872567.1, XP_037872568.1, XP_037872564.1, XP_037872573.1	XP_008195169.1
OG0001973	XP_021207551.2, XP_021207548.2	XP_008198599.1
OG0001974	XP_004928351.1	XP_008197175.1
OG0001975	XP_021202025.1	XP_015833055.1, NP_001164144.1
OG0001976	XP_004924205.1, XP_037869993.1	XP_015833110.1, XP_008190652.1
OG0001981	NP_001166741.1, NP_001166740.1, NP_001166739.1	XP_008200848.1, XP_970028.2, XP_968593.1, XP_968666.1, XP_968739.1, XP_008191362.2
OG0001983	XP_021202123.2, XP_021202124.2	XP_971263.2
OG0001987	XP_012552962.1, NP_001040339.1	XP_969865.2
OG0001988	XP_021204462.1	XP_001812661.1
OG0001989	XP_037869257.1	XP_967120.2
OG0001990	XP_004932474.1	XP_971866.1
OG0001991	NP_001040421.1	XP_975465.1
OG0001992	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1	XP_008200920.1
OG0001993	XP_012544193.2, XP_037873417.1	XP_971227.1
OG0001994	XP_004925779.1	XP_971533.1
OG0001995	NP_001243936.1	XP_974376.1
OG0001995	XP_004927930.1	XP_008192557.1
OG0001997	NP_001170881.1	XP_968867.1, XP_008200402.1, XP_966438.1
OG0001998	NP_001274329.1	XP_008199937.1
OG0001999	NP_001040206.1, XP_037873068.1	XP_967576.1, XP_008191346.1
OG0002000	XP_037873570.1	XP_015836974.1
OG0002001	XP_004924194.1	XP_008190967.1, XP_008190968.1, XP_974902.1, XP_015833322.1
OG0002002	NP_001037347.1	NP_001034520.2
OG0002003	XP_004926303.1	XP_015838178.1, XP_968621.1
OG0002004	XP_012549677.1	XP_008201162.1, XP_974743.1
OG0002005	NP_001040410.1	XP_970311.1
OG0002006	XP_004926826.1, NP_001037199.1	XP_008192345.1
OG0002007	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2	XP_008191274.1
OG0002008	XP_004925995.1, XP_037875358.1	XP_015839706.1, XP_008199222.1, XP_015837580.1, XP_015840039.1
OG0002009	XP_004924671.1	XP_970519.1
OG0002010	XP_004922081.1	XP_973746.2
OG0002011	XP_004930524.2	XP_971545.1
OG0002012	XP_021204828.2, XP_037870936.1	NP_001107817.1, XP_008192468.1
OG0002013	XP_037872480.1	XP_973466.1, XP_008194703.1
OG0002014	XP_012545551.1	XP_008194388.1
OG0002015	XP_012548426.3	XP_001811459.1
OG0002016	XP_037875068.1	XP_969441.1
OG0002017	XP_004932704.2	XP_008199875.1
OG0002018	XP_004922629.1	XP_969631.2, XP_015835856.1
OG0002019	NP_001040134.1	XP_968850.1, XP_015839177.1
OG0002019	NP_001093090.1	XP_970446.1
OG0002020	XP_021201873.2	XP_015839132.1
OG0002022	XP_004926993.1	XP_974755.2
OG0002023	XP_012544680.3	XP_972040.2
OG0002024	XP_004930957.1, XP_012549934.1, XP_012549935.1	XP_968623.1
OG0002025	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1	XP_008200104.1
OG0002027	XP_012551929.1, NP_001093281.1	XP_008195541.1, XP_974930.2
OG0002028	XP_037871856.1	XP_008193942.1, XP_015836057.1, XP_008193941.1
OG0002029	XP_037874935.1	XP_008198388.1
OG0002030	XP_012549764.1	XP_008201298.1, XP_008201254.2
OG0002032	XP_037867146.1	XP_008199563.1
OG0002033	XP_012551301.1	XP_974242.1, XP_008196193.1, XP_973827.2
OG0002034	XP_004932097.1	XP_008191432.1
OG0002034	XP_037868059.1, XP_004931283.1, XP_021207118.1	XP_008198556.1
OG0002036	XP_004930803.2	XP_008193640.1
OG0002037	XP_004928198.1	XP_968226.1
OG0002038	NP_001182383.1	XP_975880.1
OG0002039	XP_004933181.2	XP_008191389.1
OG0002040	XP_004924945.1	XP_015840551.1
OG0002041	XP_021205165.1	XP_970185.1
OG0002042	XP_004922505.2	XP_008195431.1
OG0002043	NP_001040180.1	XP_008193412.1
OG0002044	XP_021208120.1, XP_021208121.1	XP_972243.1
OG0002045	NP_001138801.1, XP_012548529.1	NP_001034540.1, XP_015834295.1
OG0002047	XP_004931117.1, XP_021206910.1	XP_967875.1, XP_008200945.1
OG0002048	XP_037867513.1	XP_015832893.1, XP_008190487.1
OG0002049	XP_004923495.1, XP_037876981.1	XP_008194849.1
OG0002050	NP_001266391.1	XP_971138.1
OG0002051	XP_037873901.1	NP_001164092.1, XP_008195713.1
OG0002052	XP_012552016.2	XP_015837547.1
OG0002053	XP_012543792.2, XP_012546073.2, XP_004922271.1	XP_015840450.1
OG0002055	XP_037867991.1	XP_008198559.1
OG0002056	XP_037867474.1	XP_975463.1, XP_008201462.1, XP_008201461.1
OG0002057	XP_004923050.1	XP_975350.1
OG0002058	XP_004930906.1	XP_008193741.1, XP_974607.1
OG0002059	XP_012550348.3	XP_969613.1
OG0002060	NP_001296560.1, XP_037875545.1	XP_008190346.1
OG0002061	XP_004931741.1	XP_008196537.1
OG0002062	XP_004931544.1, XP_021207193.1, XP_021207194.1	XP_001808961.1
OG0002063	XP_004924668.1	XP_966349.1
OG0002064	XP_012551004.1, XP_004932099.1	XP_971594.2, XP_008197242.1
OG0002065	XP_037869831.1	XP_008190660.1
OG0002066	XP_004926099.1, XP_012545783.1	XP_008195892.1, XP_966832.1
OG0002067	XP_012550773.1	XP_008199684.1
OG0002068	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1	XP_972853.1
OG0002069	XP_037877729.1	XP_008194753.1
OG0002070	XP_004928991.1	XP_008199445.1
OG0002071	NP_001040377.1	XP_971591.1
OG0002072	XP_004927177.1	XP_008194342.1
OG0002073	XP_004929232.1	XP_976020.1
OG0002074	NP_001166609.1, XP_021202338.1	XP_969518.1
OG0002075	XP_021207137.1, NP_001037552.1	XP_974640.1, XP_974146.1, XP_015832957.1, XP_967492.1
OG0002076	NP_001108113.1	XP_008201044.1, NP_001280534.1
OG0002077	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2	XP_967357.1
OG0002078	XP_004930914.1, XP_012550072.1	XP_008194370.1
OG0002079	XP_004929857.1, XP_021206087.1	XP_015834267.1, XP_015836722.1
OG0002080	XP_004929715.1	XP_973096.1
OG0002081	NP_001037658.1, XP_012548085.1	XP_001807880.1, XP_008194570.1
OG0002082	XP_004922686.2	XP_008192105.1
OG0002083	XP_037870148.1, XP_037877548.1	XP_967458.1
OG0002085	XP_037872129.1, NP_001040139.1	XP_969410.1
OG0002086	XP_012549660.1	XP_974176.1
OG0002087	XP_004931292.1, XP_004931291.1, XP_012550366.1	XP_015836902.1
OG0002088	NP_001243927.1, XP_012551057.1	XP_008199834.1
OG0002089	XP_012544857.1	NP_001161917.1
OG0002089	XP_012550296.2	XP_008199893.1
OG0002091	XP_004923972.2	XP_969843.1
OG0002093	XP_004922680.1	XP_968283.1
OG0002094	XP_037869903.1, XP_037869902.1	XP_008193285.1
OG0002095	XP_004921623.1	XP_973222.1
OG0002096	XP_004933673.2	XP_974674.2
OG0002097	XP_021205473.1	XP_969557.1
OG0002098	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1	XP_972070.1
OG0002099	XP_021203330.1	XP_015840771.1
OG0002100	NP_001040519.1	XP_008192294.1
OG0002101	XP_037871396.1, XP_021208873.1	XP_015834925.1, XP_008192122.2
OG0002102	XP_004921841.2, XP_037876170.1	XP_971608.1
OG0002103	XP_004926638.1	XP_968825.1
OG0002104	XP_037876302.1	XP_976358.1, XP_008193781.1
OG0002105	XP_012543810.1, NP_001189461.1	XP_975598.1
OG0002106	XP_004930986.1, XP_021206840.1	NP_001164138.1, XP_008193600.1
OG0002107	XP_037873841.1, XP_037873840.1	XP_008195685.1
OG0002108	XP_004932655.1, XP_037875233.1, XP_037875234.1	XP_008198627.1
OG0002109	XP_037875089.1	XP_008196116.1
OG0002110	XP_037869794.1	XP_969156.2
OG0002111	XP_012545601.1, XP_037877486.1	XP_008194431.1
OG0002113	XP_037873020.1, NP_001037186.1	XP_015834959.1, XP_001816436.2
OG0002114	XP_004927474.1	XP_972858.1
OG0002115	XP_004927963.1	XP_968584.1
OG0002116	XP_037870955.1	XP_008193891.1
OG0002117	XP_004929507.1	XP_008191876.1
OG0002118	XP_004932934.1, XP_021208083.1	XP_008190636.1
OG0002119	XP_012551451.2	XP_015834684.1
OG0002120	XP_037866469.1	XP_971372.1
OG0002121	XP_004924530.2, XP_004924528.2	XP_008200135.1, XP_008200132.1
OG0002122	XP_021202521.1	XP_972559.1
OG0002124	XP_037874683.1, XP_021203890.2	XP_015838755.1
OG0002125	XP_004927987.4	XP_008201698.1, XP_008201697.1
OG0002126	XP_004927506.1, XP_004925662.1	XP_015839290.1, XP_008197430.1, XP_008197429.1, XP_001810780.1
OG0002127	XP_037876861.1	XP_015836243.1, XP_015836245.1
OG0002128	XP_021204759.1	XP_001815774.1
OG0002129	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1	XP_015839592.1, XP_968654.1, XP_008198821.1
OG0002130	XP_004922992.1, XP_037871765.1	XP_972472.3
OG0002131	XP_037875416.1, XP_037875405.1	XP_008190518.1
OG0002132	NP_001106740.1, XP_037877278.1	XP_015836435.1, XP_008194818.1, XP_015836436.1
OG0002134	XP_021203407.2	XP_008200830.1
OG0002136	XP_037871770.1	XP_966441.1
OG0002137	XP_004925836.2	XP_008190943.1, XP_008190944.1
OG0002138	NP_001040192.1	XP_968086.1
OG0002139	XP_021209062.1	XP_966456.1
OG0002140	XP_037868592.1	XP_008198759.1
OG0002141	XP_021201826.1	XP_008199721.1
OG0002142	XP_004925884.2, XP_004925883.1	XP_973309.2, XP_008197132.1
OG0002143	NP_001091797.1, XP_012545497.2	NP_001280537.1, XP_973636.1
OG0002144	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1	NP_001107809.1, NP_001107764.1, XP_015840082.1, NP_001107808.1
OG0002145	XP_012548441.2	XP_001811305.1
OG0002146	XP_037866665.1	XP_015838767.1
OG0002147	XP_004930315.1	XP_970558.1
OG0002148	XP_021204958.2	XP_008192249.1
OG0002149	XP_021206472.1	XP_015838724.1
OG0002150	XP_021207716.2	XP_008200255.1, XP_001806913.1
OG0002151	XP_037869116.1	XP_001812763.1
OG0002152	XP_004932302.1	XP_015838366.1, XP_968078.1, XP_008197189.1
OG0002153	NP_001191248.1, XP_037875040.1	XP_008201208.1
OG0002155	XP_037867343.1, XP_037867335.1	XP_015832895.1
OG0002156	XP_037869025.1	XP_008201052.1
OG0002157	XP_004929801.1	XP_015840099.1
OG0002158	XP_004932283.2	XP_970676.1, XP_008191922.2
OG0002159	XP_004931939.2	XP_008197592.1
OG0002161	XP_037868641.1, XP_004931255.1	XP_969001.1
OG0002162	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2	XP_008196308.1
OG0002163	XP_037876040.1	XP_015838284.1
OG0002164	XP_021207817.2	XP_015838497.1, XP_008197410.1
OG0002165	XP_037876988.1, NP_001244265.1	XP_975588.2
OG0002166	XP_021207080.1	XP_970024.1
OG0002167	XP_004932543.1	XP_972438.1
OG0002168	XP_037870805.1	XP_008191800.1, XP_970907.1
OG0002169	XP_012550913.2	XP_972079.2, XP_008195141.1, XP_008195142.1
OG0002170	XP_012547630.1, XP_004928213.1	XP_974763.2
OG0002171	XP_037866870.1	XP_015839451.1
OG0002172	XP_037877723.1	XP_973695.2
OG0002173	XP_037869944.1, XP_037869936.1, XP_037869943.1	NP_001164113.1, XP_008200010.1
OG0002175	XP_037874545.1, XP_037874547.1	XP_008195835.1
OG0002177	XP_037875253.1	XP_008201509.1
OG0002178	XP_037871675.1	XP_015835920.1
OG0002179	XP_037870128.1	XP_008191502.1
OG0002180	XP_012551981.1, XP_021208412.1	XP_001811865.1
OG0002181	XP_037869458.1, XP_037869449.1	XP_008198092.1, XP_008198093.1, XP_015839034.1
OG0002182	XP_004934376.1	XP_015835011.1
OG0002183	XP_037868365.1	XP_008197314.1
OG0002184	XP_012553100.2, XP_037876248.1	XP_974130.1
OG0002185	XP_037872580.1	XP_008197256.1
OG0002186	XP_037867256.1	XP_015833012.1
OG0002187	XP_004924091.2	XP_008200208.1
OG0002188	XP_004933130.1	XP_008191506.1
OG0002189	XP_037868007.1	XP_008201506.1
OG0002190	XP_021207985.2, XP_021207984.2	XP_015835446.1, XP_015835580.1
OG0002191	XP_037876997.1, NP_001296509.1	XP_008198268.1
OG0002192	XP_004930030.2	XP_008199357.1
OG0002193	XP_037872786.1	XP_015838056.1
OG0002194	XP_004932826.1, XP_004932827.1	XP_008199781.1
OG0002195	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1	XP_973390.1
OG0002196	XP_012545577.2	XP_972723.3, XP_008196768.1
OG0002197	XP_037868350.1	XP_015838679.1
OG0002198	XP_004929877.2, XP_021206055.1	XP_015833509.1
OG0002199	XP_012545241.1	XP_008201373.1, XP_015840781.1
OG0002201	XP_037876631.1	XP_008194975.1
OG0002202	XP_012544067.2	XP_015837000.1
OG0002203	NP_001296476.1, XP_037868626.1	XP_973670.1
OG0002204	XP_037873138.1	XP_971803.1
OG0002205	XP_004923458.1	XP_008195779.1
OG0002206	XP_004923125.1, XP_004926946.1	XP_008191467.1, XP_969470.1
OG0002207	XP_037874986.1, XP_012550734.2	XP_015837564.1, XP_015837061.1
OG0002208	XP_037868420.1, XP_004932254.2	XP_008200554.2, XP_970486.1
OG0002209	XP_004924437.2	NP_001153726.1
OG0002211	XP_004931687.2	XP_015836270.1
OG0002212	XP_037866852.1	XP_008199329.1
OG0002213	XP_012544470.1	XP_971951.1
OG0002214	XP_021205764.1	XP_970794.2
OG0002215	NP_001153660.1, XP_012544170.1, XP_004929335.2	NP_001153689.1, XP_008195376.1
OG0002217	XP_004928578.1	XP_008198836.1
OG0002218	XP_037875074.1	XP_015837886.1
OG0002219	XP_004921897.2	XP_974102.1
OG0002220	XP_037866830.1	XP_008199405.1
OG0002221	XP_012551291.1	XP_015838213.1, XP_008196793.1
OG0002222	XP_037867084.1, XP_037867089.1	XP_015833754.1
OG0002223	XP_004924801.2	XP_015836536.1
OG0002224	XP_004931770.1	XP_008196760.1
OG0002225	XP_021206432.2	XP_015838859.1, XP_015840257.1
OG0002226	XP_037873298.1	XP_972131.1
OG0002230	XP_012545976.1	XP_008190623.1
OG0002236	NP_001093076.1, XP_012543928.1	XP_008197075.1, XP_970537.1
OG0002237	XP_004933166.1, XP_037874965.1	NP_001164282.1, XP_015832950.1
OG0002238	NP_001037372.1	XP_968519.1
OG0002239	NP_001040237.1	XP_971357.1
OG0002240	NP_001036916.1	XP_966421.1
OG0002241	XP_021203193.1, NP_001037233.1	XP_972048.1
OG0002242	XP_037871896.1	XP_008192955.1, XP_969701.1
OG0002243	XP_004923153.1	XP_967974.1
OG0002244	NP_001037281.1	XP_971838.1, XP_015838431.1
OG0002245	XP_021205311.1	XP_001812325.1
OG0002246	NP_001036897.1	XP_966594.1, XP_975913.1
OG0002247	XP_004926157.1, XP_004933066.1	XP_975222.3
OG0002249	NP_001091802.1	XP_974116.1
OG0002250	XP_004923404.1	XP_971814.1
OG0002251	NP_001040131.1	XP_967412.1
OG0002252	XP_004927837.1	XP_974038.1
OG0002253	NP_001040524.1, XP_012549378.1	XP_973581.1
OG0002254	NP_001040498.1, NP_001040382.1	XP_969563.1
OG0002255	XP_004926242.1, XP_004926243.1	XP_008198473.1
OG0002256	XP_037875702.1	XP_008191874.1
OG0002257	XP_037866847.1	XP_973882.1
OG0002258	XP_004924118.1	XP_968242.1
OG0002259	XP_004928659.1	XP_967086.2
OG0002260	NP_001040161.1	XP_969730.1
OG0002261	NP_001093078.1	XP_974528.1
OG0002262	XP_012548775.2	XP_967840.1, XP_008197054.1
OG0002263	XP_012545000.1, XP_037875794.1	XP_970227.1
OG0002264	XP_012544793.1, XP_037869775.1	XP_008191383.2
OG0002265	XP_012550867.2, NP_001040456.1, NP_001040530.1	XP_008201665.1, XP_967271.1
OG0002266	XP_004926299.1	XP_008193227.1
OG0002267	XP_004925202.1	XP_008200946.1
OG0002268	XP_037873998.1	XP_975031.1
OG0002270	XP_021205280.1, XP_021205281.1	XP_008200385.1
OG0002271	XP_037869279.1, XP_037869280.1	XP_015836947.1
OG0002272	XP_004922819.1	XP_974713.1
OG0002274	XP_021204196.1, NP_001040291.1	XP_008197123.1
OG0002275	XP_021206830.2	XP_973661.1
OG0002276	XP_012544866.1, XP_012544867.1	NP_001161918.1, XP_008195708.1
OG0002277	NP_001296557.1	XP_971937.1
OG0002278	XP_012552556.2, XP_012552490.2	XP_008199297.1
OG0002279	XP_037876995.1	XP_015838083.1
OG0002280	NP_001093299.1, XP_012548047.1	XP_972334.2
OG0002281	XP_037872686.1	XP_008196723.1
OG0002283	XP_012553037.2, NP_001037558.1	XP_008190746.1
OG0002284	XP_037871685.1, XP_012552837.1, XP_021209040.1	XP_972506.1
OG0002285	XP_012549050.1, XP_004929829.1	XP_971080.1
OG0002286	XP_012548819.2	XP_008191066.1
OG0002287	XP_021202511.2	XP_008192968.1
OG0002288	XP_012546309.1	XP_008197422.1
OG0002289	XP_037877096.1	XP_970826.2
OG0002290	XP_004930244.1	XP_008190985.1, XP_008190986.1, XP_975085.2
OG0002291	XP_012551389.1	XP_008200856.1, XP_015837968.1
OG0002292	XP_004933392.1	XP_969342.2
OG0002293	XP_012548852.1, XP_037874539.1	XP_967537.1, XP_015836348.1
OG0002294	XP_012552663.2, XP_037871201.1	XP_015834887.1, XP_008192123.1
OG0002295	XP_004931485.1	XP_008198978.1
OG0002296	XP_037870380.1	XP_015834948.1
OG0002298	XP_004922977.1	XP_970789.1
OG0002299	XP_012551606.1	XP_008200296.1
OG0002302	XP_004931975.1	NP_001158260.1, XP_015840354.1
OG0002303	NP_001116816.1, XP_037870168.1	XP_967737.2
OG0002304	XP_004927378.1, XP_021204470.1	XP_975339.3
OG0002305	XP_037875018.1	XP_008196864.1, XP_015838231.1
OG0002307	XP_004931271.1	XP_970027.1
OG0002308	NP_001104833.1	XP_008200059.1
OG0002309	XP_012551263.2	XP_008196695.1
OG0002310	XP_037875109.1	XP_008196183.1, XP_973205.1
OG0002311	XP_012551556.1, XP_004929999.1	XP_015833535.1, XP_972519.1
OG0002312	XP_004931685.2	XP_015833678.1, XP_969288.1
OG0002312	XP_021206859.2	XP_973296.1
OG0002313	XP_004933278.1	XP_968860.2
OG0002314	XP_004933495.3	XP_001809235.1
OG0002315	XP_004932517.1	XP_008197275.1
OG0002316	XP_012552048.1, XP_021209118.1	XP_008196455.1, XP_972942.1
OG0002317	XP_004924840.1	XP_969671.1
OG0002318	XP_004923365.1	XP_973509.2
OG0002319	NP_001188362.1, XP_037875039.1	NP_001164362.1
OG0002320	XP_037873194.1	XP_967662.3
OG0002321	XP_012553291.1	XP_008201621.1
OG0002322	XP_012552290.1	XP_015836185.1
OG0002323	XP_037876567.1	XP_008197083.1
OG0002324	NP_001108342.1	XP_001808029.1
OG0002326	XP_004926830.1	XP_015834953.1, XP_008192301.1
OG0002327	NP_001243986.1, XP_012545523.1	XP_972123.2
OG0002328	XP_012546166.1, XP_004926575.1	XP_015836614.1, XP_008194996.1, XP_967672.1
OG0002329	XP_037870561.1	XP_015840653.1
OG0002330	XP_004927093.1	XP_967966.1
OG0002331	XP_021202468.1	XP_008200131.2
OG0002332	XP_037873581.1, XP_037873582.1	XP_967090.1
OG0002333	XP_037868904.1	XP_008198827.2
OG0002334	XP_037867857.1, XP_037867858.1	XP_015835897.1
OG0002335	XP_004929611.1	XP_008198626.1
OG0002336	XP_012548546.2, NP_001040257.1	XP_975546.1
OG0002337	NP_001036929.1, XP_012549361.2, NP_001127710.1	XP_969504.1
OG0002338	XP_037877871.1	XP_001813875.2
OG0002339	XP_037875024.1	XP_008190462.1
OG0002340	XP_021205814.2	XP_008197613.1
OG0002341	XP_004930911.1, XP_037877762.1, XP_037877763.1, XP_037877764.1	XP_015835598.1, XP_968891.1, XP_008193220.1, XP_008193222.1
OG0002342	NP_001037638.1	XP_972080.1
OG0002343	XP_037869887.1	XP_967782.1
OG0002344	XP_004926597.1, XP_037867304.1, NP_001296462.1	XP_971775.1
OG0002345	XP_004928556.1	XP_972001.1
OG0002346	XP_037872670.1	XP_015838249.1, XP_008196956.1
OG0002347	XP_012552139.1	XP_008200146.1
OG0002348	XP_037873617.1	XP_966822.1, XP_008195261.1
OG0002349	XP_004927771.1	XP_966637.1
OG0002350	XP_037876346.1	XP_015836920.1
OG0002351	XP_004926437.1	XP_971589.2
OG0002352	XP_004931534.1	XP_969659.3
OG0002353	XP_037876645.1, XP_021207383.2, XP_021207386.2, XP_021207365.2, XP_021207369.2, XP_021207370.2, XP_021207373.2	XP_008196841.1, XP_008196839.1
OG0002354	XP_012544990.2	XP_971068.1
OG0002355	XP_004928444.1, XP_004925401.1	XP_008191760.1
OG0002356	NP_001116818.1, XP_037866722.1	XP_975713.2
OG0002357	XP_021208040.1, XP_004932789.1	XP_015833961.1
OG0002358	XP_004930714.2	XP_008196698.1
OG0002359	XP_004929440.1	XP_008192856.1
OG0002360	XP_004932668.1	XP_966829.1
OG0002361	NP_001170796.1	XP_974015.1
OG0002362	XP_037873055.1	XP_971573.2
OG0002363	XP_004922407.1	XP_966821.1, XP_008195078.1
OG0002364	XP_004928646.2	XP_008201054.1
OG0002365	NP_001040468.1, XP_012546772.1	XP_973998.2
OG0002366	XP_004932954.2	XP_968119.1
OG0002367	XP_004933296.1	XP_008195166.1, XP_008195165.1, XP_008195167.1, XP_976404.1
OG0002368	XP_037867913.1	XP_008193461.1, XP_008193460.1
OG0002369	XP_004924151.1	XP_015833134.1
OG0002370	XP_004932621.1	XP_968113.1
OG0002371	XP_004925258.2	XP_969681.1
OG0002372	XP_004932688.1, XP_012551386.1	XP_008201647.1, XP_008201523.1, XP_969172.2
OG0002373	XP_004932325.2, XP_012551127.2	XP_975581.3
OG0002374	XP_021208478.1	XP_008195277.1
OG0002375	XP_004928174.2	XP_008196036.1
OG0002376	XP_004927405.1	XP_974620.1
OG0002377	XP_021202033.1	XP_008201636.1
OG0002378	XP_037873440.1	XP_015836866.1
OG0002379	XP_004921857.1	NP_001164128.1
OG0002380	XP_004929661.1	XP_008190468.1
OG0002381	XP_037874452.1	XP_008198902.1
OG0002382	XP_004922524.1	XP_974281.1
OG0002383	XP_012548866.2, XP_004929786.3	XP_015840777.1
OG0002384	XP_004925916.1	XP_969980.1
OG0002385	XP_004924172.3	XP_015833609.1
OG0002386	XP_037875460.1	XP_008194465.1
OG0002387	XP_037873254.1	XP_969255.3
OG0002388	XP_004921870.1	XP_973355.1
