Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0001494	XP_037877591.1, XP_037867606.1	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1
OG0001495	XP_021207491.2	XP_011168272.1
OG0001496	XP_004927986.1	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2
OG0001497	XP_004928336.2	XP_011165457.1, XP_011165458.1
OG0001498	XP_037869992.1, XP_037870010.1	XP_039305924.1
OG0001499	XP_004928205.1	XP_039307688.1, XP_011158157.1, XP_011163631.1
OG0001500	XP_037871997.1, XP_012552773.2	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1
OG0001501	XP_037866800.1	XP_025988324.1
OG0001502	XP_037868504.1, XP_037868499.1, XP_037868500.1, XP_037868495.1	XP_011166475.1
OG0001503	XP_021206043.2	XP_025996966.1, XP_025996963.2
OG0001504	XP_004932089.1, XP_004932087.1, XP_021207668.1, XP_012550964.1	XP_011167263.2
OG0001505	XP_037867872.1	XP_011172206.2
OG0001506	XP_021202503.2	XP_039304198.1, XP_039304197.1, XP_039304199.1, XP_039304201.1, XP_039304200.1, XP_039304196.1
OG0001507	XP_004933054.1, XP_021208141.1	XP_039314299.1
OG0001508	NP_001091838.1, XP_012548520.2	XP_039311816.1
OG0001509	XP_037874937.1	XP_039311684.1
OG0001510	XP_037868375.1	XP_025992335.2, XP_025986196.2
OG0001511	XP_037870240.1, NP_001106220.1	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1
OG0001512	XP_012547158.3	XP_025986523.1
OG0001513	XP_004928885.1, XP_021205524.1, XP_037872382.1, XP_004928886.1	XP_011173097.1
OG0001514	NP_001243989.1, XP_012551916.2	XP_011176284.1, XP_011176285.1
OG0001515	XP_037869339.1, XP_012552167.1, XP_004933624.1	XP_025995098.1
OG0001516	XP_012548192.1	XP_011166939.1, XP_039315567.1, XP_039315566.1
OG0001517	XP_004930586.1	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1
OG0001518	XP_012547971.1	XP_011175547.2
OG0001519	XP_037877043.1	XP_025995933.2, XP_025995932.2
OG0001520	XP_004926900.1	XP_011172158.1, XP_011172159.1
OG0001521	XP_037873615.1	XP_039314177.1
OG0001522	NP_001189459.1, XP_012547725.2	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1
OG0001523	XP_037867735.1	XP_025987250.1
OG0001524	XP_004928551.2	XP_011168675.2
OG0001525	XP_004928511.1	XP_011159211.1
OG0001527	XP_012547691.1, XP_012547692.1, XP_004928271.1	XP_039303803.1, XP_011158352.1
OG0001529	NP_001103396.1, XP_021202150.1	XP_039311427.1
OG0001531	XP_004927972.1	XP_025988753.1
OG0001533	XP_037872089.1	XP_025987694.2
OG0001534	XP_012548708.1	XP_011156569.2, XP_039308558.1
OG0001536	XP_021207987.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	XP_004930078.1	XP_011158583.1, XP_039307705.1
OG0001538	NP_001037049.1, XP_037873389.1	XP_025995016.1
OG0001539	NP_001182396.1	XP_025989075.1
OG0001540	XP_037866721.1, NP_001108344.1, XP_037866889.1	XP_011156938.1
OG0001541	XP_037869460.1	XP_039305648.1, XP_039305645.1
OG0001542	XP_004925578.2	XP_011176315.1
OG0001543	XP_021208076.1	XP_011160969.1
OG0001545	XP_021205692.2	XP_011167357.1
OG0001546	XP_021202997.2	XP_011173304.1
OG0001547	XP_037875077.1	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1
OG0001548	XP_037871858.1	XP_039312926.1, XP_011167899.2
OG0001549	XP_004926505.1, XP_037875796.1, XP_004926490.1, XP_004926488.1, XP_004926489.1	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2
OG0001551	NP_001040440.1, XP_021205145.1	XP_025991441.1
OG0001552	XP_037875658.1, XP_037875663.1	XP_039306173.1
OG0001553	XP_004922085.1	XP_011171181.2
OG0001554	XP_021202702.2	XP_025993708.2, XP_011167298.3
OG0001555	XP_004926499.2	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	XP_037869191.1	XP_011160222.1, XP_011160221.1
OG0001557	NP_001127732.1, XP_037868153.1	XP_025987489.1
OG0001558	XP_004922281.1	XP_011164872.1
OG0001559	XP_012550319.2	XP_025995579.2
OG0001560	XP_012553162.1, XP_012553161.2	XP_011171066.1, XP_011171068.2
OG0001561	XP_004928449.2	XP_011156748.1
OG0001562	XP_037867104.1, XP_037867118.1	XP_011160241.1
OG0001563	XP_021204882.1	XP_011164698.1, XP_011164700.1
OG0001564	XP_037867971.1, XP_037872070.1, XP_037872069.1, XP_021208340.2, XP_037872071.1, XP_012546980.2	XP_025992928.1, XP_025990449.2, XP_011164166.3, XP_011165913.1
OG0001565	XP_037874788.1	XP_011159749.1
OG0001567	NP_001036935.1, XP_037873779.1	XP_011164347.2
OG0001568	XP_037876104.1, NP_001243990.1	XP_039315462.1, XP_011170161.1
OG0001569	XP_037873304.1	XP_039307127.1, XP_011175182.1
OG0001570	XP_012551718.2	XP_025996281.1
OG0001571	XP_037875923.1	XP_011173525.1
OG0001572	XP_004927967.1, XP_004927965.1	XP_025991099.2
OG0001574	XP_012553425.1, XP_021201980.1	XP_025990480.1, XP_025990476.1
OG0001575	NP_001037325.1, NP_001037333.1	XP_025989254.1
OG0001576	XP_037877523.1, XP_037877396.1, XP_037877394.1, XP_037877392.1, XP_037866570.1	XP_011162339.1, XP_011162338.1
OG0001577	XP_037868606.1, NP_001106746.1	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001578	NP_001127709.1, NP_001127751.1, XP_037874604.1	XP_039311675.1, XP_025995374.2
OG0001579	XP_037874676.1	XP_025990916.1, XP_011161055.1
OG0001580	XP_004930748.1	XP_025989737.2, XP_025989741.2
OG0001581	XP_012551182.2	XP_039312559.1
OG0001582	XP_012550801.1	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	XP_004928527.1	XP_011173101.1, XP_011173102.1
OG0001584	XP_012546518.1, XP_012546512.1	XP_011163216.1, XP_011163212.1
OG0001586	XP_012545422.2, NP_001138795.1	XP_011172109.1
OG0001587	XP_004931594.2	XP_025992049.1
OG0001588	XP_037873144.1	XP_039302461.1, XP_025989691.2
OG0001589	XP_021209162.1, XP_004925726.1, XP_004925727.1	XP_011172968.1
OG0001591	XP_004930937.1	XP_011168160.3
OG0001592	XP_004927023.1	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	NP_001036870.1, XP_037867807.1	XP_025989465.2
OG0001594	XP_004927503.2	XP_039313370.1
OG0001595	XP_004922227.1, XP_021205276.1	XP_011155321.1, XP_011155323.1
OG0001596	XP_004926385.1	XP_011160525.1, XP_039308865.1
OG0001597	XP_004927855.1	XP_039302815.1
OG0001598	XP_037876897.1, NP_001037309.1	NP_001291513.1, XP_039304810.1, NP_001291514.1
OG0001599	XP_037872272.1	XP_011163081.1
OG0001600	XP_021208437.1	XP_011165848.2
OG0001601	XP_012553340.2	XP_039303295.1
OG0001602	XP_012553401.1, XP_004931415.1, XP_021201945.1	XP_025988800.1, XP_025988804.2
OG0001604	XP_012549189.1, XP_012549190.1	XP_039306393.1, XP_039306391.1
OG0001605	NP_001040217.1, XP_012543931.1	XP_025993135.2, XP_039312161.1, XP_039312160.1
OG0001606	NP_001296482.1, XP_004927952.1	XP_039303892.1
OG0001608	XP_004931746.1	XP_039312323.1
OG0001612	XP_021207912.2	XP_025991527.2
OG0001614	NP_001036780.1	XP_039302685.1
OG0001615	NP_001037213.1, XP_037872124.1	XP_011159603.1
OG0001616	NP_001040407.1	XP_011165539.1
OG0001617	NP_001040232.1	XP_025996452.1
OG0001619	XP_021205425.1, XP_004928959.1	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	XP_004933138.1	XP_011172508.2
OG0001621	XP_004925826.2, XP_037877870.1	XP_011163719.2
OG0001623	XP_037867510.1	XP_011173601.1
OG0001624	XP_004929294.1, XP_012548491.1, XP_004929295.1, XP_012548492.1	XP_025988947.1
OG0001625	XP_037874467.1	XP_011158987.1
OG0001626	XP_004928349.1	XP_011166369.1
OG0001627	XP_004924826.1	XP_025992429.1
OG0001628	NP_001239350.1, XP_012553261.1	XP_039313243.1, XP_011165694.2
OG0001629	XP_037873828.1, NP_001037261.1	XP_011164801.1, NP_001291532.1
OG0001630	XP_012546057.1, XP_012546059.1, XP_004926433.1	XP_011169550.2, XP_011169546.2
OG0001631	XP_004924824.1	XP_025994075.2
OG0001632	XP_037869971.1, XP_037869970.1, XP_037869973.1, XP_037869972.1	XP_025996098.1, XP_039312892.1, XP_039312891.1
OG0001633	XP_004930100.1	XP_025990458.1
OG0001634	XP_021204093.1, XP_021204095.1	XP_011163706.1
OG0001635	XP_004933692.1	XP_025990186.1
OG0001636	NP_001037295.1	XP_011161744.1
OG0001637	XP_004932373.2	XP_011160567.1, XP_039303715.1
OG0001638	XP_037877824.1	XP_011173071.2
OG0001639	XP_004924180.1	XP_011162004.1, XP_039302197.1
OG0001640	XP_004925552.1	XP_011162453.1
OG0001641	XP_037870957.1	XP_011167461.1
OG0001642	XP_004927839.1	XP_011161737.1
OG0001643	XP_012546247.1	XP_025995866.2
OG0001644	XP_004931403.2, XP_012550302.2, XP_004931298.1	XP_039302614.1, XP_011175857.1, XP_011175856.1
OG0001645	XP_012550830.1, XP_012550828.1	XP_011162052.1, XP_011162053.1
OG0001646	XP_037873850.1	XP_025991119.1
OG0001647	XP_004923960.1	XP_011167238.1
OG0001648	XP_004921645.2	XP_011161583.1, XP_039310226.1
OG0001649	NP_001040322.1	XP_011160573.1
OG0001650	XP_037870812.1	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1
OG0001651	XP_012550939.1	XP_039307391.1, XP_039307390.1
OG0001652	XP_037874387.1	XP_025989514.1, XP_011170123.1
OG0001653	XP_004932298.1	XP_011164509.2
OG0001654	XP_037874808.1, XP_037874810.1	XP_025990587.2, XP_011171393.2, XP_025990588.2
OG0001655	XP_037870353.1, XP_004929896.1	XP_011172420.1, XP_011172419.1
OG0001656	XP_037874784.1	XP_025989933.1, XP_011176122.1
OG0001657	XP_004923460.1	XP_011156207.1
OG0001658	XP_004929407.1	XP_025987786.1, XP_011169230.1
OG0001659	XP_037867834.1, XP_037867832.1	XP_011156724.2, XP_011156725.1
OG0001660	XP_012547355.1, XP_004927973.1, XP_021204730.1, XP_021204729.1, XP_021204727.1, XP_012547354.1, XP_012547353.1	XP_011175649.1
OG0001661	XP_012550425.1, XP_012550426.1	XP_025991899.1, XP_011161848.1
OG0001662	XP_037875847.1, XP_037875850.1	XP_011166179.1, XP_011166174.1
OG0001663	XP_004924463.1	XP_011160600.1
OG0001664	XP_037876251.1	XP_039315097.1, XP_039315095.1
OG0001665	NP_001037676.1, XP_012550254.1	XP_011162304.1
OG0001666	XP_004932903.1	XP_011157454.1
OG0001667	XP_037873549.1, XP_037873548.1, XP_004933395.1	XP_039314599.1
OG0001668	XP_021207357.2	XP_011164357.1, XP_011164356.1
OG0001669	XP_037872626.1	XP_011157251.2
OG0001670	XP_012547337.1	XP_039313082.1, XP_025995976.1
OG0001671	XP_037869789.1	XP_039308958.1
OG0001672	XP_004927542.1	XP_039303278.1
OG0001673	XP_037875318.1	XP_011156255.2
OG0001674	XP_037868399.1	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2
OG0001675	XP_004932175.2	XP_011161210.1, XP_011161211.1
OG0001677	XP_004926878.2	XP_011166896.1
OG0001678	XP_004933182.1, XP_021208293.1	XP_011160108.1, XP_011160107.1
OG0001679	XP_012550552.1, NP_001040193.1	XP_011158431.1
OG0001680	XP_004931709.1	XP_011162712.1, XP_039310111.1
OG0001681	XP_004925168.1	XP_039309619.1
OG0001682	XP_037871731.1	XP_011171824.1
OG0001684	XP_004926136.1	XP_011163930.3, XP_039310942.1
OG0001686	XP_012545103.1	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1
OG0001687	XP_021205581.2, XP_021205580.2, XP_004929203.2, XP_037877755.1	XP_039309671.1, XP_025992568.1
OG0001689	XP_004931070.1	XP_025986564.1, XP_025986563.1
OG0001690	XP_004933420.1, XP_004925492.1	XP_039306829.1, XP_011157264.1
OG0001693	XP_037866559.1	XP_025987446.1, XP_039310517.1
OG0001694	XP_012550686.1	XP_011168616.2
OG0001695	NP_001157388.1, XP_037869526.1	XP_011156723.1
OG0001696	XP_037867835.1	XP_039310023.1, XP_039310017.1
OG0001697	XP_037870401.1	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1
OG0001698	XP_012552098.2	XP_025995559.2, XP_039312007.1
OG0001699	XP_037868480.1	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1
OG0001700	XP_012545416.1, XP_012545413.1, XP_012545415.1, XP_021203348.1, XP_037867332.1, XP_037867330.1, XP_037867329.1	XP_011167786.2
OG0001701	NP_001103813.1, XP_012545114.1	XP_025988830.1, XP_011164170.2, XP_039302064.1
OG0001702	XP_037872870.1, XP_037872869.1	XP_011162940.1
OG0001703	XP_037872461.1	XP_011164234.2, XP_025988895.2, XP_025988894.1
OG0001704	XP_004922938.1	XP_011167326.1
OG0001706	XP_021203120.2	XP_011158625.1
OG0001707	XP_004929683.1, XP_004929682.1	XP_011155612.1
OG0001708	XP_004933031.1, XP_012551704.1, XP_021208160.1	XP_011164603.1, XP_025991942.1
OG0001709	XP_012546115.2	XP_025990188.1, XP_025990194.1
OG0001710	XP_012551180.1	XP_039305265.1
OG0001711	XP_004929510.2, XP_037870316.1	XP_011165612.1
OG0001712	XP_037868206.1, XP_037868211.1	XP_011166117.1, XP_011166096.1
OG0001713	XP_021204783.2	XP_011166931.1
OG0001714	XP_004925113.1	XP_011158003.1, XP_025987284.1
OG0001715	XP_004925167.2	XP_011159122.2
OG0001716	NP_001119720.1, XP_021208178.2	XP_025989710.2
OG0001717	XP_012550749.2, XP_012550755.2, XP_012550758.2, XP_012550752.2, XP_004922533.2	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1
OG0001718	XP_021202370.2	XP_011168466.1
OG0001719	XP_004930706.1	XP_011169234.1
OG0001720	XP_037874122.1	XP_025989851.1, XP_011175636.1, XP_025989850.1
OG0001721	XP_037876359.1, XP_037876352.1, XP_004923372.1, XP_004923368.3	XP_011158131.2, XP_011158133.1, XP_039305886.1
OG0001722	NP_001124379.1	XP_011169266.2
OG0001724	XP_004930392.1	XP_039304618.1, XP_025992218.1
OG0001725	XP_037874888.1	XP_011174902.2
OG0001726	XP_037868722.1	XP_025989444.1
OG0001727	XP_004931661.1, XP_037869753.1	XP_011161620.1
OG0001728	XP_037877837.1	XP_039313676.1, XP_039313680.1
OG0001729	XP_021207174.2, XP_021207178.2	XP_039308930.1, XP_039308926.1
OG0001730	NP_001037025.1	XP_025987718.2, XP_025987717.2
OG0001731	NP_001165929.1	XP_011175411.2
OG0001732	NP_001171333.1	XP_039304441.1, XP_011159479.1
OG0001734	XP_037866680.1	XP_039314386.1
OG0001735	XP_012546484.1, NP_001091806.1	XP_011170355.1, XP_039305740.1
OG0001737	XP_037869249.1, XP_037870331.1	XP_039315088.1, XP_011160101.1
OG0001738	XP_012549316.1, XP_021206205.1	XP_039310354.1
OG0001739	XP_037869643.1, XP_004931603.3, XP_037869644.1	XP_011170792.1
OG0001740	NP_001243985.1, XP_012549111.2	XP_011166965.1, XP_025985931.1
OG0001741	XP_037867100.1, XP_004930147.2, XP_012549296.2	XP_025987359.1
OG0001742	NP_001155190.1, XP_037867298.1	XP_039303639.1, XP_025991103.2
OG0001743	XP_012544721.1	XP_011161430.1, XP_011161433.1
OG0001744	XP_037876498.1	XP_039314453.1, XP_039314456.1
OG0001745	XP_037867651.1, XP_037867652.1	XP_011162193.2
OG0001746	XP_004928647.1	XP_011164075.1
OG0001748	XP_037872366.1, XP_021205486.1	XP_039302590.1, XP_039302582.1
OG0001749	XP_037868039.1	XP_039307685.1, XP_039307681.1
OG0001750	XP_004923007.1	XP_011155871.1
OG0001751	XP_004924269.1	XP_011155816.1, XP_011155818.1
OG0001752	XP_004925235.2	XP_039305802.1
OG0001753	XP_037875699.1	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1
OG0001754	NP_001296479.1	XP_039305540.1, XP_039305545.1, XP_011167859.1
OG0001755	XP_012547839.1	XP_011158260.1
OG0001756	XP_012552706.1, XP_004922860.1	XP_039313053.1, XP_039313054.1
OG0001758	XP_004923350.1	XP_039303751.1, XP_025990540.1
OG0001759	XP_004922730.1	XP_011170736.1
OG0001760	XP_021203209.1, XP_037875161.1	XP_039311097.1
OG0001762	XP_004931903.1	XP_011161105.1, XP_011161112.1
OG0001763	XP_037870842.1, XP_004926374.1	XP_011156236.1
OG0001764	XP_004924410.1, XP_004924409.1	XP_025996897.1, XP_039312890.1
OG0001765	XP_004931914.1, XP_012550765.1	XP_011156559.1
OG0001766	XP_021203029.1, XP_021203032.1, XP_004925229.1	XP_011162202.2, XP_025986966.2
OG0001767	XP_004929359.3	XP_011160151.1
OG0001768	XP_012545642.3	XP_011165067.2
OG0001769	XP_004927805.1	XP_025990023.2, XP_039308397.1, XP_039308396.1, XP_039308395.1, XP_039308393.1, XP_039308394.1
OG0001774	NP_001091826.1	XP_025990865.1
OG0001775	NP_001037464.2, XP_012549720.1	XP_025993879.1, XP_011176339.1, XP_011176338.1
OG0001776	XP_021203566.1	XP_011166850.1
OG0001777	NP_001037524.1, XP_021204674.1	XP_011163067.1
OG0001778	NP_001037048.1	XP_011160655.1, XP_011160649.1
OG0001779	NP_001040379.1	XP_011160763.1
OG0001780	XP_004924435.2	XP_039306100.1, XP_011160811.1
OG0001781	NP_001166823.1	XP_011168846.1
OG0001782	XP_004927858.1	XP_011168428.1
OG0001783	XP_004931936.2	XP_025989077.1, XP_011168314.1
OG0001784	XP_004922147.1, XP_012548350.1, XP_021204677.1	XP_011168601.2, XP_011168600.2
OG0001785	XP_004925259.1	XP_011157927.1
OG0001786	NP_001037223.1, XP_037870668.1	XP_011164288.1, XP_025988909.1, XP_011164286.1
OG0001787	XP_004932937.1	XP_011165044.1
OG0001788	XP_004926494.1	XP_025988821.1, XP_025988822.1
OG0001789	XP_004924543.1	XP_011166253.1, XP_011166254.1, XP_039304453.1
OG0001790	XP_004927254.1	XP_011163941.1
OG0001791	NP_001040447.1	XP_011158709.1
OG0001792	XP_037867676.1	XP_011164881.1
OG0001793	NP_001040374.1	XP_025989823.1
OG0001794	XP_004927813.2	XP_025994735.1, XP_025994732.1
OG0001795	XP_012544831.3	XP_011169692.1
OG0001796	XP_004931911.2	XP_011156619.1
OG0001797	NP_001093087.1	XP_011167269.1
OG0001798	XP_037867196.1	XP_025995533.2
OG0001798	XP_012549913.1, XP_004927179.1, XP_004926790.1	XP_039307934.1
OG0001799	NP_001166191.1	XP_039311598.1, XP_011168273.2, XP_011168270.2
OG0001800	XP_037867731.1	XP_011168246.1
OG0001801	XP_004927251.1	XP_039303673.1
OG0001802	XP_037870920.1, XP_012547121.1, NP_001040267.1	XP_011158769.1
OG0001803	XP_004925344.1	XP_039305517.1
OG0001804	XP_012551475.1	XP_011170600.1, XP_011170595.1
OG0001805	XP_021206263.1, XP_037866965.1	XP_011161311.1, XP_011161313.1, XP_011161312.1, XP_011161314.1
OG0001806	XP_004930470.2	XP_011175795.2
OG0001807	XP_037873557.1	XP_011162553.2
OG0001809	XP_004929394.2	XP_011155517.1
OG0001810	XP_012550807.1	XP_039313299.1, XP_011160318.1
OG0001811	XP_037871981.1	XP_011168515.1
OG0001812	NP_001037207.1	XP_011159277.1, XP_011159276.1, XP_039304732.1
OG0001813	XP_004929628.1	XP_039315397.1
OG0001814	NP_001040328.1	XP_025990231.1, XP_039306034.1, XP_039305487.1, XP_039305488.1, XP_039305486.1, XP_039312318.1
OG0001815	NP_001091823.1, XP_037876930.1	XP_011163797.1, XP_039306189.1, XP_039306185.1
OG0001816	XP_012545172.2	XP_039314317.1
OG0001817	XP_004931715.1, XP_021207399.2	XP_039310065.1, XP_011162718.2, XP_011162719.2, XP_011162717.2
OG0001818	XP_004928925.2	XP_025989845.1, XP_025989844.1
OG0001819	XP_012545306.2	XP_039311733.1, XP_011165265.1
OG0001820	XP_004921850.1	XP_011160496.1
OG0001821	XP_037867951.1, XP_037877404.1	XP_025991257.1, XP_025991254.1
OG0001823	XP_037875756.1	XP_011164610.1, XP_025991955.1
OG0001824	XP_037868084.1, XP_037868075.1	XP_011155809.1
OG0001825	XP_037873173.1	XP_025987936.1, XP_025987937.1, XP_025987935.1, XP_025987934.1, XP_025987938.1
OG0001826	XP_012549145.2, NP_001243729.1	XP_011172390.1
OG0001827	XP_037876392.1, XP_037876387.1	XP_039304416.1
OG0001828	XP_012547992.1	XP_011168343.1, XP_039309295.1
OG0001829	NP_001040363.1	XP_025992741.1, XP_025992742.1, XP_025992743.1, XP_025992744.1, XP_025992745.1
OG0001830	XP_012544507.1	XP_011159754.1
OG0001831	XP_037874513.1, XP_037874512.1, XP_037874511.1, XP_037874510.1	XP_025995670.1, XP_025995668.1, XP_025995669.1, XP_039312889.1
OG0001832	XP_012550340.1	XP_039315007.1
OG0001833	XP_021202831.1	XP_039313344.1
OG0001834	XP_021205575.2	XP_011163399.2
OG0001835	XP_004933227.2	XP_011168711.1, XP_011168712.1
OG0001836	XP_037869491.1, XP_037869486.1	XP_039307187.1
OG0001838	NP_001040461.1	XP_025994570.1, XP_039304235.1, XP_039304229.1, XP_039304230.1, XP_039304231.1, XP_039304232.1, XP_039304234.1, XP_039304228.1
OG0001839	XP_037867245.1, XP_004930061.1	XP_039308920.1
OG0001840	XP_004924490.1	XP_011159388.1
OG0001841	XP_037875131.1	XP_039303300.1
OG0001842	XP_037875599.1, XP_037875598.1, XP_021209073.2, XP_037875596.1, XP_037875597.1, XP_037875595.1	XP_039303265.1
OG0001843	XP_004923065.1	XP_011166162.1
OG0001844	XP_037868430.1	XP_025992119.1
OG0001845	NP_001165388.1, XP_037869302.1, XP_004929656.1	XP_011166954.1
OG0001846	NP_001296512.1	XP_011155530.1, XP_011155531.1
OG0001847	XP_004924718.1	XP_011158153.2, XP_039311870.1, XP_011158155.1
OG0001848	XP_037868356.1, XP_037868357.1	XP_011172427.1
OG0001850	XP_012546560.2, XP_004927043.1	XP_025991413.1
OG0001851	XP_021204066.2	XP_011159639.2, XP_011159640.2
OG0001852	XP_004925133.2	XP_011169062.2
OG0001853	XP_037877103.1	XP_011156362.2
OG0001854	XP_037876316.1, XP_037876317.1, XP_004921880.1	XP_039314594.1
OG0001855	NP_001165386.1	XP_011162018.1
OG0001856	XP_037875737.1, XP_021202011.1	XP_011166372.1
OG0001857	XP_004922477.1	XP_039304741.1, XP_025993230.2
OG0001858	XP_004928683.1	XP_011160902.1
OG0001859	XP_012552420.3	XP_011167983.1
OG0001861	NP_001036938.1	XP_011155579.1, XP_039303738.1
OG0001862	XP_012546765.1	XP_011161432.3, XP_039310938.1, XP_025985893.1
OG0001863	XP_004931917.1	XP_039301789.1, XP_011158443.1
OG0001864	XP_037876894.1	XP_011168664.2
OG0001865	XP_012545585.1, NP_001037554.1	XP_011157758.1
OG0001867	XP_037876257.1	XP_025989927.1
OG0001868	XP_037873044.1	XP_025986322.1, XP_025986321.1
OG0001869	NP_001040327.1	XP_025994490.1
OG0001870	XP_004929677.1	XP_025989757.1
OG0001871	XP_012547234.2, XP_037871093.1	XP_011166857.1, XP_011166858.1, XP_011166859.1
