Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0001013	XP_004933411.1, XP_004933410.1	XP_008180675.1, XP_003248807.2, XP_001944587.3
OG0001014	XP_004926225.3	XP_001944614.1
OG0001015	XP_004931112.2, XP_037868988.1	XP_001951086.1, XP_003248708.1
OG0001015	XP_004931226.2	XP_001944801.1
OG0001016	XP_004932217.1	XP_001945112.2
OG0001017	XP_012548326.1, XP_012548337.1, XP_004922144.1, XP_021204671.1	XP_001945330.2, XP_016655808.2
OG0001018	XP_037875036.1, NP_001091845.1	XP_001946341.1
OG0001018	NP_001037289.1	XP_008179450.1
OG0001019	XP_037869186.1	XP_001946692.2
OG0001020	XP_004925875.1	XP_001946841.2
OG0001021	XP_004925524.1	XP_001947318.2, XP_003242586.1, XP_003242585.1
OG0001022	XP_012548973.1	XP_001947414.2
OG0001023	XP_021202636.2	XP_001947762.1, XP_008180348.1
OG0001024	XP_012546162.1	XP_029343548.1, XP_001947776.2
OG0001025	XP_012544535.2	XP_029343659.1, XP_001948094.2
OG0001026	XP_004922009.1	XP_001948463.2, XP_001948416.2, XP_029346922.1, XP_029346921.1, XP_029346920.1
OG0001027	XP_004925186.1	XP_001948533.1
OG0001028	NP_001040546.1, XP_012546310.1	XP_001948556.2
OG0001029	XP_037870268.1	XP_001948578.2
OG0001030	XP_004932570.1	XP_016661322.1, XP_008184787.1, XP_003245679.1, XP_003245680.1, XP_008184785.1, XP_029342642.1, XP_001948670.2
OG0001031	XP_037877146.1	XP_001949042.1
OG0001032	XP_004923640.1, NP_001040443.1	XP_001949161.2
OG0001033	XP_012545394.1, NP_001161188.1	XP_001949643.1
OG0001034	XP_037875314.1, XP_037875312.1	XP_001949856.2, XP_016659465.1
OG0001035	XP_037870647.1	XP_001949960.1
OG0001036	XP_004931447.2	XP_001950214.2
OG0001037	NP_001037080.1, XP_004926655.1, XP_004926654.1, XP_037867715.1, XP_037867716.1	XP_029343413.1, XP_001950704.2
OG0001038	XP_012549948.1	XP_003245753.1, XP_001951213.2
OG0001039	XP_004921977.2, XP_037877272.1	XP_001952170.1
OG0001040	XP_021204516.2	XP_001952444.1
OG0001041	XP_004932148.1	XP_003240137.1
OG0001042	XP_037876973.1, XP_037876972.1, XP_037876971.1	XP_003242156.1, XP_016657148.2
OG0001043	XP_012549082.1, XP_012549083.1	XP_003242212.1, XP_016657192.1
OG0001044	XP_037868906.1, XP_021208939.1	XP_029345616.1, XP_003246254.2
OG0001045	XP_004923807.1, XP_004923839.3, XP_037871303.1	XP_003246846.1, XP_029347130.1, XP_029347128.1, XP_029347129.1
OG0001046	XP_004929883.1, XP_004929882.1	XP_003247064.1, XP_008186797.1
OG0001048	XP_037876905.1, XP_037876906.1	XP_029341307.1, XP_008178442.1
OG0001049	XP_037866893.1, XP_037866897.1, XP_021207763.2	XP_008180098.1
OG0001050	NP_001037042.1	XP_016657682.1, XP_008180288.1
OG0001052	XP_004926923.1	XP_008182858.1, XP_008182857.1
OG0001053	NP_001036970.1, XP_021203004.2	XP_008184495.1
OG0001054	XP_037877208.1, XP_037872743.1	XP_008185488.1, XP_008185487.1, XP_029347617.1
OG0001055	XP_037874322.1	XP_008187614.1
OG0001056	XP_021208201.1, XP_012551775.1, XP_004933144.1, XP_004933143.1	XP_008187892.1
OG0001057	XP_012546102.1	XP_008187989.1
OG0001058	XP_037869696.1	XP_029345982.1, XP_029345983.1, XP_008188372.2, XP_029345984.1
OG0001059	NP_001165393.1, XP_037873012.1	XP_008188476.1
OG0001060	XP_037874163.1, XP_037874164.1, XP_037874165.1	XP_008188543.1
OG0001061	XP_012544018.2	XP_016655779.1
OG0001062	XP_037875673.1	XP_029341858.1, XP_016661068.1, XP_016665035.1
OG0001062	XP_012545709.2, XP_037872327.1	XP_029341938.1, XP_016656148.1
OG0001062	XP_037868951.1, XP_037876440.1	XP_016655859.1
OG0001062	XP_004927760.2, XP_037875315.1	XP_016664545.1
OG0001062	XP_021204985.2, XP_037871763.1	XP_029348326.1, XP_016655803.1, XP_029343265.1
OG0001063	XP_012545541.3	XP_029341043.1, XP_016656351.2, XP_029341494.1
OG0001064	XP_012548764.2	XP_016662408.1
OG0001065	NP_001106139.1, XP_012544167.1	XP_016662735.1
OG0001066	XP_004929225.1	XP_029341094.1
OG0001067	XP_012549214.1	XP_029347427.1, XP_029342601.1
OG0001068	XP_037876252.1, XP_021208008.2, XP_012551482.1	XP_029342993.1, XP_029342992.1
OG0001069	XP_004932579.1	XP_029343159.1
OG0001070	XP_004930760.1, XP_004930761.1	XP_029343506.1, XP_029343509.1
OG0001071	XP_012544371.1, XP_012544374.1	XP_029344587.1, XP_029344586.1, XP_029344584.1, XP_029344588.1
OG0001072	XP_037867427.1, XP_037867426.1, XP_037874093.1, XP_037874090.1	XP_029346976.1, XP_029346977.1
OG0001090	NP_001037162.1, XP_012549564.1	NP_001129420.1
OG0001091	XP_004929855.2	NP_001153848.1, XP_029348531.1, XP_029341881.1, XP_001947968.1, XP_029347308.1, XP_001946133.2
OG0001092	XP_012548309.1, NP_001037470.1	NP_001155140.1, XP_008187000.1
OG0001093	XP_004931699.1	XP_008179870.1, NP_001155505.1
OG0001094	XP_012547124.1, NP_001040452.1	NP_001155508.1, XP_001949834.1
OG0001095	NP_001040518.1	NP_001156278.1, NP_001155646.1
OG0001096	XP_021203548.1, XP_004925978.1	NP_001155662.1
OG0001097	NP_001040313.1	NP_001155680.1
OG0001098	XP_004926527.1	XP_016661622.1, NP_001155733.1
OG0001099	NP_001093089.1	XP_029348134.1, NP_001155764.1
OG0001100	NP_001040216.1	NP_001155768.1
OG0001101	XP_004922168.1, XP_037873380.1	XP_001948284.2, XP_016657265.1, XP_029341296.1, NP_001156051.1
OG0001102	NP_001037114.1	NP_001156053.1
OG0001103	NP_001037108.1	XP_008182544.1, NP_001156129.1, XP_016657962.1, XP_008180461.1
OG0001104	XP_004934317.1	NP_001156133.1, XP_008181357.1
OG0001105	XP_037871716.1, XP_037871717.1	NP_001233027.1
OG0001106	XP_004927328.1, XP_004927327.1, XP_004927329.1	XP_029341550.1, NP_001156267.1
OG0001107	XP_004926469.1	NP_001233091.1, XP_001946336.2
OG0001108	XP_012545260.1, XP_004925487.1, NP_001040228.2, XP_004925489.1, XP_021203928.2	XP_008181413.1, XP_008181414.1, NP_001280378.1
OG0001109	XP_012545410.1	XP_008188103.1, NP_001280404.1, XP_029343710.1
OG0001110	XP_004930468.1	XP_001942870.1, XP_029341142.1
OG0001111	XP_004924201.1	XP_001943176.2
OG0001112	NP_001266326.1, XP_012547737.1	XP_001943561.1
OG0001113	XP_004931327.2	XP_001943767.1
OG0001114	XP_004932918.1, XP_012551624.1	XP_001943824.1
OG0001115	XP_004931997.1	XP_001944095.2
OG0001116	XP_037868483.1	XP_001944235.1
OG0001117	XP_012549213.2	XP_001944518.2
OG0001118	XP_004922745.1	XP_001944745.2, XP_003242948.1
OG0001119	XP_004929815.1, XP_012549045.1	XP_001945455.1
OG0001120	XP_004922742.2	XP_001945509.2
OG0001120	XP_004933542.1	XP_003245192.1
OG0001121	XP_021207858.2, NP_001180543.1	XP_003240109.1, XP_001945890.2
OG0001122	XP_037869135.1	XP_029345343.1, XP_001946021.2, XP_029345344.1, XP_016663184.1, XP_008187069.1, XP_008187068.1
OG0001123	XP_004931101.1, XP_004931100.1	XP_001946462.2
OG0001124	XP_037873124.1	XP_001946733.1, XP_016656939.1, XP_016656937.1, XP_016656938.1
OG0001125	XP_037867289.1, XP_012551742.1, XP_004933168.1, XP_004933169.1, XP_021208191.1	XP_003242835.1, XP_001947132.2
OG0001126	XP_037872173.1	XP_016657415.1, XP_001947403.1
OG0001127	XP_012550914.2, XP_012551002.1	XP_001947574.2
OG0001128	XP_012551412.2, NP_001232932.1	XP_008186751.2
OG0001129	XP_021203161.1	XP_003243491.1, XP_001947806.2
OG0001130	NP_001106222.1	XP_016663878.1, XP_016663877.1, XP_029346824.1, XP_029346823.1, XP_001947874.1
OG0001131	NP_001036904.1, XP_021205859.1	XP_008187678.1, XP_001947895.2
OG0001132	XP_037870554.1	XP_001948183.1
OG0001133	XP_004930615.1	XP_001948369.2, XP_029348595.1, XP_001948315.1, XP_001950289.2, XP_029342588.1, XP_001951217.2, XP_008189358.2
OG0001134	XP_037877752.1	XP_001948516.2
OG0001135	XP_037877715.1, XP_037877714.1	XP_029341736.1, XP_001949162.2, XP_016662877.1
OG0001137	XP_004933072.1	XP_001949566.1
OG0001137	XP_004924833.1	XP_001949558.1
OG0001138	XP_037877664.1, NP_001040359.1	XP_016659058.1, XP_001949598.1
OG0001139	XP_004931780.2, XP_012544364.1, XP_012544366.1	XP_001949754.1
OG0001140	XP_021205705.1, NP_001103403.1	XP_001950299.1
OG0001141	XP_037872989.1	XP_016663836.1, XP_001950325.2
OG0001141	XP_012546552.1	XP_008185997.1
OG0001142	XP_037868754.1	XP_001950807.2, XP_029346999.1
OG0001143	XP_004931875.1	XP_001950810.1
OG0001144	XP_012548247.2, XP_037876489.1, XP_037876488.1	XP_001950825.2
OG0001145	XP_012543901.1	XP_001950913.1
OG0001146	XP_004921594.1	XP_001950937.1
OG0001147	XP_012547142.2	XP_001950988.1
OG0001148	XP_004928140.1, XP_012547674.1, XP_037873134.1	XP_001951126.1
OG0001149	XP_037867251.1	XP_001951630.1
OG0001150	XP_004925200.1, XP_021203010.1	XP_001951748.2, XP_008183754.1, XP_029346633.1
OG0001151	XP_012545538.1, NP_001103478.1	XP_016658645.1, XP_001952434.2
OG0001152	XP_012547811.1, XP_012547814.1	XP_001952516.2
OG0001153	XP_004924521.2	XP_029345485.1, XP_001952587.2
OG0001154	XP_037868706.1, XP_004924023.1	XP_016662028.1, XP_001952667.2
OG0001155	XP_037871158.1	XP_001952747.1
OG0001156	XP_004928302.1	XP_016664861.1, XP_003241429.1
OG0001157	XP_004926833.1	XP_003243823.1
OG0001158	XP_012551780.2	XP_016659863.1, XP_003244542.1, XP_016659864.1
OG0001159	XP_037876270.1	XP_003245082.1
OG0001160	XP_004921968.1, XP_037877276.1	XP_003245361.2
OG0001161	NP_001093315.1	XP_008183803.1
OG0001162	XP_037873093.1	XP_008179593.1, XP_003246402.2, XP_029343947.1, XP_029343948.1
OG0001163	XP_037877307.1, NP_001243921.1	XP_003247117.1, XP_016663049.1, XP_008183882.1, XP_008181341.1
OG0001164	XP_012544977.1	XP_003247679.1
OG0001165	XP_037871563.1, XP_037871559.1	XP_008179184.1, XP_008179192.1
OG0001166	XP_037869122.1	XP_008179444.1
OG0001167	XP_004925143.1	XP_008181511.1, XP_008181512.1
OG0001169	XP_004933290.1, XP_004933289.1	XP_008183336.1, XP_029345140.1
OG0001170	NP_001040307.1, XP_037873399.1	XP_008183769.1, XP_008183773.1, XP_016660433.1, XP_016660432.1, XP_016660431.1
OG0001171	XP_037871074.1, XP_037871077.1	XP_008183856.1
OG0001172	XP_037871481.1, NP_001139127.1	XP_008184424.1
OG0001173	XP_004923145.2, XP_037875779.1	XP_008184447.1
OG0001174	XP_004931972.1	XP_029345281.1, XP_008185305.1
OG0001175	XP_037875209.1	XP_008185682.1
OG0001176	XP_004931359.1	XP_008188774.1
OG0001177	XP_037875889.1, XP_037872740.1, XP_037877818.1, XP_012546920.3	XP_008189302.1
OG0001178	XP_021204911.1, XP_004927733.1	XP_008189853.1
OG0001179	XP_012550481.2	XP_008190154.1
OG0001180	XP_037872073.1	XP_016657120.1
OG0001181	XP_004927791.1	XP_016657278.1
OG0001182	XP_037875670.1, XP_037875884.1	XP_016657683.1
OG0001183	XP_037869217.1, XP_037869220.1	XP_029343309.1, XP_016658013.1
OG0001184	XP_012549667.1, XP_012549669.1	XP_016659463.1
OG0001185	XP_037874622.1, NP_001165114.1	XP_016660106.1, XP_016660104.1, XP_016660111.1
OG0001186	XP_004924300.1	XP_016660542.1, XP_016660541.1
OG0001187	XP_012551805.2	XP_016661530.1, XP_029346066.1
OG0001188	XP_004924079.1	XP_016664405.1, XP_016662933.1
OG0001189	XP_037877740.1	XP_029343923.1
OG0001191	XP_021204668.1, XP_037870110.1, XP_021204693.1	XP_029346223.1
OG0001193	NP_001093292.1, XP_021203117.2, NP_001103402.1	XP_029346928.1, XP_029346927.1, XP_029346926.1, XP_029346925.1
OG0001214	NP_001040279.1, XP_012551201.1	NP_001153813.1, NP_001153811.1, NP_001153812.1
OG0001215	XP_037872613.1, XP_037872615.1, XP_021208348.1	NP_001153873.1, XP_029347957.1
OG0001216	XP_012550836.2	NP_001153944.1, XP_003249047.1
OG0001217	XP_004927890.1	NP_001155454.1
OG0001218	NP_001040120.1	NP_001155457.1, XP_008179466.1
OG0001219	XP_004929153.2	NP_001155464.1, XP_001949090.1, XP_003248969.1
OG0001220	XP_004930794.1	NP_001155533.1
OG0001221	XP_004921766.3, XP_004928226.1, XP_004928227.1	NP_001155577.1
OG0001221	XP_012545938.1, NP_001040197.1, XP_004930220.1	XP_001951050.1
OG0001222	XP_004922174.2	NP_001155665.2, NP_001156815.1
OG0001223	XP_037872237.1	XP_008182091.1, NP_001155667.1
OG0001224	XP_004926867.1	NP_001156103.1
OG0001225	NP_001040311.1	NP_001156193.1
OG0001227	XP_021209023.1, XP_021209021.1, XP_021209019.1	XP_029345469.1, XP_001951546.1, NP_001280401.1, NP_001233110.1, XP_001948920.1
OG0001228	XP_012545774.2, XP_037876543.1	XP_001947886.1, NP_001280309.1
OG0001229	NP_001037132.1, XP_012548070.1	NP_001280441.1
OG0001230	NP_001037259.1	XP_008184848.1, NP_001280446.1
OG0001231	XP_037869352.1	XP_001943183.2, XP_008186393.1
OG0001231	XP_037866604.1	NP_001313598.1
OG0001232	XP_037869261.1, XP_037869262.1	XP_001942726.2, XP_001942882.2, XP_029342527.1, XP_016659130.1, XP_008182073.1, XP_001950130.3
OG0001233	XP_012549545.1	XP_016657430.1, XP_001943267.2
OG0001234	XP_037874331.1, XP_021203183.1, XP_004925455.2	XP_001943476.2
OG0001235	XP_037868434.1, XP_004926653.1, NP_001037536.3, XP_004923692.2	XP_001943482.2, XP_001943535.1, XP_001944129.2
OG0001236	XP_004931956.1	XP_001944534.1
OG0001238	XP_021203590.2, XP_021203599.1	XP_008188368.1, XP_001945158.2, XP_001950494.2
OG0001239	XP_012548121.3	XP_001945277.2, XP_008183013.1, XP_016656349.1
OG0001240	NP_001040150.1	XP_001945375.1
OG0001241	XP_012551265.1	XP_029343094.1, XP_029343095.1, XP_001946090.2
OG0001242	XP_021203674.1, XP_004926232.2	XP_001946147.2
OG0001243	XP_004921561.1	XP_016661917.1, XP_008185497.1, XP_001946228.1, XP_016658048.1, XP_008180749.1, XP_008185263.1
OG0001244	XP_004931363.1	XP_001946280.2
OG0001245	XP_012547946.1, XP_021205147.1, XP_037871844.1, XP_037871843.1	XP_001946431.1
OG0001246	XP_021205319.1, XP_021205320.1, XP_012547940.1, XP_021205318.1	XP_001947027.2
OG0001247	NP_001280620.1, XP_012547444.1	XP_001951687.2, XP_003243969.1, XP_001947095.2, XP_008182260.1
OG0001248	NP_001266436.1	XP_008180352.1, XP_001947336.2
OG0001249	XP_037873698.1	XP_008179609.1, XP_001947420.1
OG0001250	XP_012547191.3, XP_037871060.1	XP_001947917.2
OG0001251	XP_021202275.2, XP_021202277.2	XP_029344523.1, XP_029344522.1, XP_001948243.2
OG0001252	XP_037875361.1, NP_001108470.1	XP_001948261.1
OG0001253	XP_037868796.1	XP_001948411.2, XP_008187442.1
OG0001254	XP_012548031.1	XP_001948594.2
OG0001255	XP_004932670.4	XP_001948774.2
OG0001256	XP_037870663.1, NP_001036985.1	XP_001949446.1
OG0001257	XP_012546555.1	XP_001949480.1
OG0001258	XP_037870191.1	XP_001949498.2
OG0001259	XP_004922532.1, XP_037874041.1	XP_001949584.1, XP_008184333.1, XP_003242568.1
OG0001260	NP_001040211.1	XP_001950152.1
OG0001261	XP_021208090.1	XP_001950183.1
OG0001262	XP_021205442.1	XP_001950417.1
OG0001263	NP_001037452.1	XP_001950431.1
OG0001264	XP_037867170.1	XP_001950522.1, XP_016657964.1
OG0001265	NP_001266388.1	XP_029347050.1, XP_001950878.2
OG0001267	XP_037866491.1	XP_001951732.1
OG0001268	XP_021205844.2	XP_001952629.1, XP_008187935.1
OG0001269	XP_037869606.1	XP_003240957.1
OG0001270	NP_001040175.1	XP_003241121.1
OG0001271	XP_021208477.2	XP_029348701.1, XP_003241405.1, XP_029344880.1
OG0001272	XP_037871475.1, NP_001093314.1, NP_001098702.1, NP_001098700.1	XP_003242523.1, XP_016657578.1, XP_016657577.1, XP_029347236.1, XP_029345765.1
OG0001273	XP_037866725.1, NP_001116823.2	XP_029341105.1, XP_003243017.1
OG0001274	XP_012544435.2	XP_029347052.1
OG0001275	XP_037875688.1	XP_003243501.1
OG0001277	XP_004931850.2, XP_021207347.2	XP_003243733.1
OG0001278	XP_037875820.1	XP_003244422.1
OG0001279	XP_012546213.2	XP_008183368.1, XP_003244722.1
OG0001280	XP_012550549.1, NP_001098067.2	XP_003245599.2
OG0001281	XP_004932331.1	XP_003246179.1
OG0001283	XP_012551935.1, NP_001037644.1	XP_003248478.1
OG0001284	XP_012544695.2, XP_012544697.2	XP_008182531.1, XP_003248714.1
OG0001285	XP_037872259.1	XP_029343544.1, XP_029342364.1, XP_029342371.1, XP_029342373.1, XP_029342374.1, XP_029342363.1, XP_029343515.1, XP_029343532.1, XP_029343545.1, XP_016664607.1, XP_029342372.1, XP_029342370.1, XP_029343566.1, XP_003248732.1, XP_029343546.1, XP_029343554.1
OG0001286	XP_004933304.1	XP_008178165.1
OG0001287	XP_037874173.1	XP_008178607.1
OG0001288	XP_004932948.1, XP_037876362.1	XP_008181487.1, XP_008182181.1, XP_008182182.1, XP_029347449.1
OG0001289	XP_004922571.1	XP_008181498.1
OG0001291	XP_021202357.1, NP_001037055.1	XP_029343815.1, XP_008184750.1, XP_008184749.1
OG0001292	XP_037877060.1	XP_029343143.1, XP_008185152.1
OG0001293	XP_004923001.1, XP_004923002.1	XP_008185156.1
OG0001294	XP_021204295.1	XP_008186956.1
OG0001295	XP_004933504.2, XP_037873395.1	XP_008187592.1
OG0001296	XP_037868617.1	XP_016660995.1, XP_016660987.1
OG0001298	XP_037867209.1	XP_016657557.1
OG0001299	XP_004928614.1	XP_016659670.1, XP_016659669.1
OG0001300	XP_037876736.1	XP_016660087.1
OG0001301	XP_037869383.1	XP_016660634.1, XP_016660633.1
OG0001302	XP_037870217.1, XP_037870210.1	XP_029347290.1, XP_016662733.1
OG0001303	XP_037875592.1, XP_037875594.1	XP_029341792.1
OG0001304	XP_004930048.2	XP_029342867.1
OG0001305	NP_001108405.1, NP_001108348.1, NP_001091843.1	XP_029348564.1, XP_029342894.1
OG0001306	XP_037872003.1, XP_037872009.1	XP_029344330.1
OG0001307	XP_037869482.1	XP_029345291.1
OG0001307	XP_037871814.1	XP_029345473.1
OG0001308	XP_037868945.1, XP_004931237.2	XP_029346361.1, XP_029346360.1
OG0001328	XP_004923057.1	NP_001127773.1, XP_029341919.1
OG0001329	XP_004927515.1, XP_037873856.1	NP_001155492.1, XP_029344755.1
OG0001330	XP_037874170.1	NP_001155497.1, XP_008186537.1
OG0001331	XP_021204676.1, NP_001037564.1	NP_001155755.1
OG0001332	NP_001037586.1	XP_001952298.1, NP_001155769.1
OG0001333	XP_037871533.1, NP_001037243.1	NP_001155777.1
OG0001334	XP_012545428.1, NP_001136083.1	NP_001191927.1, NP_001156237.1
OG0001335	XP_004930207.1, XP_004930205.1	XP_016663531.1, NP_001156244.1
OG0001336	XP_004930909.1	XP_003244203.1
OG0001336	XP_004930907.1	NP_001156313.1
OG0001337	XP_004930268.2, XP_012544537.2	NP_001191891.1
OG0001338	XP_037868459.1	NP_001191907.1, XP_008181953.1
OG0001339	NP_001244268.1, NP_001266404.1	XP_016662840.1, XP_016660308.1, NP_001280409.1, NP_001280286.1
OG0001340	NP_001037165.1, XP_012545340.1	NP_001280445.1
OG0001341	XP_004932389.1, NP_001140192.1	NP_001313591.2
OG0001342	XP_037866745.1, NP_001037011.1	XP_001942660.2, XP_008185917.1, XP_029346331.1, XP_016662253.1, XP_016662252.1
OG0001343	XP_037875228.1	XP_001942773.2
OG0001345	XP_004930391.1	XP_001943716.2
OG0001346	XP_037867854.1, XP_037867853.1, XP_037867852.1	XP_001943720.2, XP_029345723.1, XP_029345724.1
OG0001347	XP_004924763.1	XP_001944211.2, XP_016658906.1
OG0001348	XP_037868035.1	XP_001944238.2
OG0001349	XP_037868296.1, XP_004932184.1	XP_001944356.1
OG0001350	XP_021206894.1, XP_037877388.1, XP_037877464.1, NP_001093288.1	XP_001944460.2
OG0001351	XP_004927142.1	XP_001945250.1
OG0001352	XP_012550733.1	XP_001945276.1
OG0001353	XP_004922173.1	XP_001945743.2, XP_008186641.1
OG0001354	XP_037873431.1, XP_037873434.1	XP_001945744.2
OG0001355	XP_012552803.2	XP_008189594.1, XP_001946293.2
OG0001356	XP_012548900.1	XP_003244441.1, XP_001946367.2, XP_016659772.1
OG0001357	XP_021209301.1, XP_021209300.1	XP_001947400.1
OG0001359	NP_001040366.1, XP_004930970.1	XP_001947632.1
OG0001362	XP_004922990.2	XP_001947761.1
OG0001363	XP_004929272.1	XP_001947957.1
OG0001364	XP_012552135.1	XP_003241886.1, XP_001948070.1, XP_016656778.1, XP_029344899.1, XP_008179197.1
OG0001365	NP_001171773.1	XP_001948118.2
OG0001366	XP_012552100.2	XP_001948171.2
OG0001366	XP_021208338.1	XP_001950714.1
OG0001368	XP_004930597.1	XP_001948360.1
OG0001369	XP_021209165.1, XP_004923234.1	XP_001948582.1
OG0001370	XP_004925873.1	XP_001948788.2, XP_008187828.1
OG0001371	XP_021208861.2	XP_001948959.2
OG0001373	XP_004924045.1, XP_037868833.1	XP_001949375.2, XP_029342280.1
OG0001375	NP_001243941.1	XP_001949712.2
OG0001376	XP_037872952.1	XP_001949866.1, XP_029343706.1
OG0001377	XP_004928133.1	XP_016657316.1, XP_001951160.1
OG0001378	XP_004933406.1	XP_001951169.1
OG0001379	XP_021204324.1, XP_004927180.1	XP_001951442.2, XP_003248624.2
OG0001380	NP_001243931.1	XP_001951739.1
OG0001381	XP_012544235.1	XP_001952158.1, XP_003244080.1
OG0001382	XP_004924008.1, XP_037868775.1	XP_001952349.1, XP_029347207.1
OG0001383	XP_037871400.1	XP_001952705.1
OG0001384	XP_037870879.1, XP_037870878.1, XP_037870877.1, XP_037870876.1, XP_037870875.1	XP_003241026.1
OG0001385	NP_001127743.1, XP_021205799.1, NP_001127738.1, XP_021205793.1, NP_001127718.1, XP_037873374.1	XP_003242732.1
OG0001386	XP_037877052.1	XP_003242991.1
OG0001387	XP_012551998.1, XP_012551999.1, XP_012552000.1	XP_003243016.1
OG0001388	XP_012551899.1, XP_012551818.1, XP_021207492.1, XP_012551932.1, XP_037869508.1	XP_003243736.1
OG0001389	XP_037866835.1, XP_021206196.1	XP_003243952.1
OG0001390	XP_004923976.1, XP_012543955.1	XP_003245614.1
OG0001391	XP_004931964.1, XP_012550804.1	XP_003246597.1
OG0001392	XP_004923286.3	XP_003246638.2
OG0001393	NP_001108457.1, XP_012548872.1, NP_001108458.1	XP_003246906.1
OG0001394	XP_037872972.1, XP_037872971.1, XP_012551207.1	XP_003247560.1
OG0001395	XP_037868467.1	XP_003248979.1, XP_029343280.1, XP_029343286.1
OG0001396	XP_012546276.2	XP_008178335.1, XP_029341036.1, XP_029341085.1, XP_008184856.2
OG0001397	XP_021208952.1, XP_037868947.1	XP_029346232.1, XP_008178482.1, XP_016656264.1, XP_016656263.1, XP_016656261.1
OG0001398	XP_037871681.1	XP_008179523.1
OG0001399	XP_021203857.1, XP_004926442.1, XP_021203856.1	XP_008180076.2, XP_008180968.1, XP_008181458.1
OG0001400	XP_004926572.1, XP_037870367.1	XP_008180537.1
OG0001401	XP_004923967.2	XP_008182079.1
