Orthogroup	Apis_mellifera	Polistes_dominula
OG0002084	XP_394417.5	XP_015173800.1, XP_015173796.1, XP_015173798.1, XP_015173797.1, XP_015173801.1
OG0002085	XP_006572325.1	XP_015182656.1, XP_015182655.1
OG0002086	XP_006562875.3	XP_015188119.1
OG0002087	XP_006557806.1	XP_015174827.1, XP_015174829.1, XP_015174828.1, XP_015174830.1
OG0002088	XP_016769943.1, XP_006566281.1	XP_015186423.1
OG0002089	XP_001122842.2	XP_015172491.1
OG0002090	XP_003250895.2	XP_015179015.1, XP_015179014.1
OG0002091	XP_016768578.1	XP_015176656.1
OG0002092	XP_001120770.1	XP_015185208.1
OG0002093	XP_001121453.1	XP_015187945.1, XP_015187946.1
OG0002094	XP_006557484.1	XP_015178846.1
OG0002095	XP_006571055.1, XP_016768322.1	XP_015178723.1
OG0002096	XP_006567403.1, XP_623232.1, XP_006567404.1	XP_015184909.1
OG0002097	XP_016772243.1	XP_015176521.1, XP_015176540.1, XP_015176515.1, XP_015176549.1, XP_015176531.1, XP_015176558.1
OG0002098	XP_395300.3	XP_015179070.1
OG0002099	XP_016769587.1	XP_015172617.1
OG0002100	XP_001121113.1, XP_006562944.1	XP_015177000.1
OG0002101	XP_026297360.1, XP_392414.6	XP_015184136.1
OG0002102	XP_026296629.1	XP_015180552.1
OG0002103	XP_396097.3, XP_006572192.1	XP_015174491.1
OG0002104	XP_016767605.2	XP_015178280.1
OG0002105	XP_001121094.1, XP_006565394.1, XP_026297302.1	XP_015180372.1
OG0002106	XP_026300909.1	XP_015176235.1, XP_015176236.1
OG0002107	XP_006562841.1	XP_015189870.1
OG0002108	XP_392953.3	XP_015178117.1
OG0002109	XP_392624.5	XP_015185231.1
OG0002110	XP_026300792.1	XP_015185703.1
OG0002111	XP_001120809.2, XP_026299066.1, XP_016770131.2	XP_015176308.1
OG0002113	XP_006562933.1	XP_015183731.1
OG0002114	XP_026296872.1, XP_026296873.1	XP_015180999.1
OG0002115	XP_393033.4, XP_016771093.1, XP_016771091.1	XP_015179912.1, XP_015179913.1, XP_015179914.1
OG0002116	XP_006562581.1	XP_015177480.1, XP_015177482.1
OG0002117	XP_006567226.1	XP_015172055.1, XP_015172054.1, XP_015172051.1, XP_015172053.1
OG0002119	XP_006565398.1	XP_015176824.1, XP_015176826.1, XP_015176822.1, XP_015176823.1, XP_015176825.1
OG0002120	XP_001120472.1, XP_026299847.1	XP_015175722.1
OG0002121	XP_026296861.1	XP_015185580.1
OG0002122	XP_006567480.1, XP_001122362.2	XP_015185272.1
OG0002123	XP_624419.3	XP_015188784.1
OG0002124	XP_016772410.1	XP_015180438.1
OG0002125	XP_016769141.2	XP_015183960.1
OG0002126	XP_623779.1	XP_015172224.1
OG0002127	XP_016766513.2, XP_026294932.1	XP_015187006.1
OG0002128	XP_001120093.2	XP_015184665.1
OG0002129	XP_016768262.1	XP_015181337.1
OG0002131	XP_006557820.2	XP_015171198.1
OG0002131	XP_016772551.2	XP_015171192.1
OG0002132	XP_026300717.1, XP_026300716.1	XP_015186268.1
OG0002134	XP_016768353.1	XP_015174736.1
OG0002136	XP_001122322.2	XP_015188768.1, XP_015188767.1
OG0002137	XP_006569994.1	XP_015177867.1
OG0002138	XP_625185.1	XP_015173339.1
OG0002139	XP_026298880.1	XP_015173785.1
OG0002140	XP_006558381.1	XP_015174668.1
OG0002141	XP_006559209.1, XP_006559207.1	XP_015188670.1, XP_015188680.1
OG0002142	XP_026299682.1	XP_015179529.1, XP_015179530.1
OG0002143	XP_395256.3	XP_015174670.1
OG0002144	XP_006565158.1	XP_015183914.1
OG0002145	XP_026302109.1	XP_015187997.1
OG0002146	XP_026299965.1	XP_015191389.1
OG0002147	XP_003251193.2, XP_006568247.2	XP_015190908.1, XP_015190906.1, XP_015190907.1
OG0002148	XP_396933.1	XP_015182137.1
OG0002149	XP_026300946.1, XP_026300943.1	XP_015178309.1
OG0002150	XP_006566767.2	XP_015183760.1
OG0002151	XP_026300010.1	XP_015183028.1
OG0002152	XP_003251652.1	XP_015173302.1, XP_015173303.1
OG0002153	XP_016770369.1	XP_015174121.1
OG0002154	XP_026299147.1	XP_015180065.1
OG0002155	XP_006569416.1, XP_026295969.1	XP_015174195.1
OG0002156	XP_006565490.3	XP_015190010.1
OG0002157	XP_026301644.1	XP_015190456.1
OG0002158	XP_026301037.1, NP_001229447.1	XP_015174029.1
OG0002159	XP_003250614.1	XP_015171334.1
OG0002160	XP_026300063.1	XP_015191435.1
OG0002161	XP_026295815.1	XP_015178291.1
OG0002163	XP_006563942.2	XP_015180901.1, XP_015180900.1
OG0002164	XP_016771568.2	XP_015185447.1
OG0002165	XP_006569656.1, XP_393231.4	XP_015185989.1, XP_015185990.1
OG0002166	XP_006559200.2	XP_015179018.1, XP_015179022.1
OG0002167	XP_016768696.2, XP_026297646.1	XP_015182466.1
OG0002168	XP_026294882.1, XP_006568889.1	XP_015184038.1
OG0002169	XP_026297994.1	XP_015187786.1
OG0002170	XP_006565614.1	XP_015176567.1
OG0002171	XP_016769791.1	XP_015179242.1
OG0002172	XP_001120296.2	XP_015182247.1
OG0002173	XP_006571779.1, XP_003251788.1	XP_015189626.1, XP_015189290.1
OG0002174	XP_026296921.1	XP_015182186.1, XP_015182184.1
OG0002175	XP_026300499.1	XP_015187428.1
OG0002177	XP_026298372.1, XP_016768852.2	XP_015187994.1, XP_015187993.1, XP_015187992.1, XP_015187991.1, XP_015187990.1
OG0002178	XP_026298889.1	XP_015180693.1
OG0002179	XP_003249515.1	XP_015179780.1
OG0002180	XP_016773297.1, XP_392116.3	XP_015179100.1
OG0002181	XP_006570521.1	XP_015181856.1
OG0002182	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1	XP_015181502.1
OG0002183	XP_026296430.1	XP_015185248.1
OG0002184	XP_026296731.1, XP_026296729.1	XP_015171861.1
OG0002185	XP_026301358.1	XP_015177014.1
OG0002186	XP_026302010.1	XP_015182002.1
OG0002187	XP_391935.5	XP_015173549.1
OG0002188	XP_026297259.1, XP_026297260.1, XP_026297262.1, XP_026297261.1, XP_016768233.1	XP_015176708.1, XP_015176709.1
OG0002189	XP_396143.4	XP_015190544.1
OG0002190	XP_026298063.1	XP_015188931.1, XP_015188934.1, XP_015188933.1
OG0002191	XP_001121570.2, XP_016768282.1	XP_015181911.1
OG0002192	XP_623917.2, XP_006571946.2	XP_015184833.1, XP_015184841.1
OG0002193	XP_001122623.2	XP_015186912.1
OG0002194	XP_026297768.1	XP_015172527.1
OG0002195	XP_026295847.1, XP_026295848.1	XP_015187595.1
OG0002196	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2	XP_015189631.1
OG0002197	XP_026296432.1	XP_015176510.1
OG0002198	XP_396254.6	XP_015191620.1
OG0002199	XP_026297023.1, XP_006564156.1	XP_015182151.1
OG0002201	XP_026300978.1, XP_026300976.1	XP_015185517.1
OG0002202	NP_001139212.1	XP_015180405.1
OG0002203	XP_026299933.1	XP_015190845.1
OG0002204	XP_001120874.3	XP_015178148.1, XP_015178149.1
OG0002205	XP_006563822.1	XP_015183657.1
OG0002206	XP_006557487.1, XP_016770518.1	XP_015183516.1
OG0002208	XP_016771336.1, XP_016771335.1, XP_026300595.1	XP_015183524.1, XP_015183523.1
OG0002209	XP_393528.3	XP_015175221.1
OG0002211	XP_397355.2	XP_015183748.1
OG0002212	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1	XP_015180028.1, XP_015180027.1, XP_015180029.1
OG0002213	XP_624684.1	XP_015191834.1
OG0002214	XP_396028.5	XP_015181988.1
OG0002217	XP_026295324.1, XP_026295325.1	XP_015174366.1, XP_015174367.1, XP_015174368.1, XP_015174369.1
OG0002218	XP_003250601.1	XP_015181050.1
OG0002219	XP_001120215.2	XP_015182796.1
OG0002220	NP_001157189.1, XP_016767530.2	XP_015184556.1, XP_015184557.1, XP_015184558.1
OG0002223	XP_006571646.1	XP_015182481.1
OG0002224	XP_026294816.1	XP_015186484.1, XP_015186485.1
OG0002225	XP_026300388.1	XP_015181139.1, XP_015181140.1, XP_015181141.1
OG0002226	XP_006562807.1	XP_015185768.1
OG0002227	XP_006560029.2, XP_396958.5	XP_015190591.1, XP_015190590.1, XP_015190589.1
OG0002228	XP_006565302.1, XP_016770907.1	XP_015175392.1, XP_015175384.1, XP_015175369.1, XP_015175358.1, XP_015175377.1
OG0002229	XP_006566752.1	XP_015186842.1, XP_015186841.1
OG0002230	XP_026297541.1, XP_026297545.1	XP_015184052.1
OG0002236	XP_001121176.1	XP_015172513.1
OG0002237	XP_001123191.1	XP_015187597.1
OG0002238	XP_001120521.1	XP_015184748.1
OG0002239	XP_001120164.2	XP_015191218.1
OG0002240	XP_026298564.1, XP_026298563.1	XP_015183518.1
OG0002241	XP_006563657.1	XP_015179386.1
OG0002242	XP_016772917.1, XP_006572233.1	XP_015183167.1
OG0002243	XP_026299740.1, XP_016770528.1, XP_001122640.1	XP_015184634.1
OG0002244	XP_006567755.2	XP_015180869.1
OG0002245	XP_394877.3	XP_015179137.1
OG0002246	XP_393344.3, XP_006557750.1	XP_015181161.1, XP_015181162.1
OG0002247	XP_016767143.1	XP_015180837.1
OG0002248	XP_397432.2	XP_015191216.1
OG0002249	XP_026297491.1	XP_015185186.1, XP_015185187.1, XP_015185188.1
OG0002250	XP_001120412.2	XP_015171186.1, XP_015171187.1
OG0002251	XP_624501.1, XP_006569695.1	XP_015185108.1
OG0002252	XP_396630.2	XP_015180365.1
OG0002253	XP_026295228.1	XP_015174758.1
OG0002254	XP_016772675.1	XP_015176317.1
OG0002255	XP_026297113.1, XP_026297115.1	XP_015186275.1, XP_015186266.1
OG0002256	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2	XP_015185670.1, XP_015185669.1
OG0002257	XP_395702.3	XP_015187906.1
OG0002258	XP_026300612.1	XP_015185757.1
OG0002259	XP_006557346.1, XP_026301503.1, XP_016772440.1	XP_015175262.1
OG0002260	XP_623081.1, NP_001301008.1	XP_015183502.1, XP_015183503.1
OG0002261	NP_001171538.1	XP_015188367.1
OG0002262	XP_003249613.1	XP_015183389.1
OG0002263	XP_016770984.1	XP_015184173.1
OG0002264	XP_026300911.1	XP_015187738.1
OG0002265	XP_392437.2	XP_015175966.1
OG0002266	XP_006559576.1	XP_015189480.1
OG0002267	XP_006565202.1	XP_015179038.1, XP_015179037.1
OG0002268	XP_016767198.1, XP_026295771.1	XP_015172008.1
OG0002269	XP_016773151.1	XP_015191049.1
OG0002270	XP_006557323.1, XP_396430.1	XP_015179197.1
OG0002271	XP_006566993.1	XP_015173077.1
OG0002272	XP_624434.2	XP_015176811.1
OG0002273	XP_006570893.1	XP_015185679.1
OG0002274	XP_026301232.1	XP_015175987.1
OG0002275	XP_026296965.1, XP_006562012.1	XP_015182261.1
OG0002276	XP_625102.3, XP_006565810.2	XP_015172430.1, XP_015172431.1
OG0002277	XP_393097.4	XP_015171406.1, XP_015171407.1
OG0002278	XP_006566688.1	XP_015178481.1
OG0002279	XP_026300552.1, XP_026300553.1, XP_026300554.1	XP_015172483.1
OG0002280	XP_006558673.1	XP_015176737.1
OG0002281	XP_026301979.1	XP_015182321.1, XP_015182322.1
OG0002282	XP_026302270.1	XP_015186069.1
OG0002283	XP_006558356.1	XP_015179490.1
OG0002284	XP_006566199.1	XP_015180711.1, XP_015180716.1
OG0002285	XP_026300796.1, XP_026300797.1	XP_015176973.1
OG0002286	XP_392823.3	XP_015176687.1
OG0002287	XP_006561898.2	XP_015185160.1, XP_015185157.1, XP_015185156.1, XP_015185159.1, XP_015185158.1
OG0002288	XP_006564486.1	XP_015187557.1
OG0002289	XP_392433.4	XP_015190950.1
OG0002290	XP_026301894.1, XP_026301895.1	XP_015181208.1
OG0002292	XP_397510.4	XP_015189706.1
OG0002293	XP_026296916.1	XP_015187728.1, XP_015187727.1
OG0002294	XP_006565447.1	XP_015181967.1, XP_015181956.1
OG0002295	XP_026298723.1	XP_015178569.1, XP_015178573.1
OG0002296	XP_006558737.1, XP_006558736.1	XP_015191152.1
OG0002297	XP_006559366.1, NP_001161192.1	XP_015180570.1, XP_015180569.1
OG0002298	XP_623793.2	XP_015182702.1, XP_015182703.1, XP_015182704.1
OG0002299	XP_026297863.1, XP_006561512.1	XP_015175855.1
OG0002301	XP_016772550.2, XP_001121644.3	XP_015191840.1
OG0002302	XP_016769155.2	XP_015175199.1
OG0002303	XP_001122450.1	XP_015188199.1, XP_015188198.1
OG0002304	XP_006569379.1	XP_015171860.1, XP_015171859.1
OG0002305	XP_006569214.1	XP_015172793.1
OG0002306	XP_396852.2	XP_015171362.1
OG0002307	XP_623604.1, XP_016769248.1	XP_015182101.1
OG0002308	XP_026300894.1	XP_015183124.1
OG0002309	XP_006565864.2	XP_015183048.1
OG0002310	XP_006567666.1	XP_015181454.1
OG0002311	XP_026299582.1	XP_015171558.1
OG0002312	XP_016771257.2	XP_015177802.1
OG0002313	XP_395023.4	XP_015184853.1
OG0002314	XP_006561876.1, XP_016769550.1	XP_015178563.1
OG0002315	XP_393996.6	XP_015190993.1
OG0002316	XP_026295392.1	XP_015176383.1
OG0002317	XP_393151.1	XP_015182698.1
OG0002318	XP_003250517.1	XP_015183467.1, XP_015183469.1, XP_015183468.1, XP_015183465.1, XP_015183464.1, XP_015183463.1
OG0002319	XP_003250597.1	XP_015180000.1
OG0002320	XP_006565618.1	XP_015176370.1
OG0002321	XP_026297493.1	XP_015182452.1, XP_015182453.1, XP_015182454.1, XP_015182455.1, XP_015182451.1
OG0002322	XP_016766892.1	XP_015185947.1
OG0002323	XP_026295824.1	XP_015173681.1
OG0002324	XP_001120965.1	XP_015182382.1, XP_015182384.1
OG0002325	XP_001120159.2	XP_015188627.1, XP_015188625.1
OG0002326	XP_393737.2	XP_015176946.1
OG0002327	XP_003249385.1	XP_015187524.1
OG0002328	XP_006566670.1, XP_006566671.1	XP_015173209.1, XP_015173206.1, XP_015173207.1
OG0002329	XP_026296031.1, XP_016767288.2	XP_015190466.1, XP_015190467.1
OG0002330	XP_026299296.1, XP_006559127.1	XP_015174206.1
OG0002331	XP_006570938.1	XP_015179744.1
OG0002332	XP_397221.5	XP_015186480.1
OG0002333	XP_026301337.1	XP_015174697.1
OG0002334	XP_026299663.1, XP_026299660.1	XP_015171055.1
OG0002335	XP_001119975.2, XP_006560145.1	XP_015180723.1, XP_015180724.1
OG0002336	XP_394487.2	XP_015172367.1
OG0002337	XP_001119993.2, NP_001314889.1	XP_015177510.1
OG0002338	XP_026298259.1	XP_015185706.1
OG0002339	XP_006566096.3	XP_015178783.1, XP_015178781.1, XP_015178782.1, XP_015178780.1
OG0002340	XP_623678.2	XP_015180182.1
OG0002341	XP_391912.1	XP_015174112.1
OG0002342	XP_026296361.1	XP_015175645.1, XP_015175644.1
OG0002343	XP_395632.3	XP_015185846.1, XP_015185847.1, XP_015185848.1
OG0002344	XP_006568315.2, XP_393046.2	XP_015186324.1
OG0002345	XP_006560218.1	XP_015182832.1
OG0002346	XP_016771785.2	XP_015171897.1
OG0002347	XP_006559185.1, XP_396723.3	XP_015186067.1, XP_015186064.1
OG0002348	XP_016769990.1, XP_393006.1	XP_015187182.1, XP_015187191.1
OG0002349	NP_001265259.1	XP_015177725.1
OG0002350	XP_392818.2	XP_015191711.1, XP_015191722.1
OG0002351	XP_003250076.3	XP_015175067.1
OG0002352	XP_395133.3	XP_015178231.1
OG0002353	XP_016766851.1	XP_015186502.1
OG0002354	XP_016772167.1	XP_015179384.1, XP_015179385.1
OG0002355	XP_006566805.1	XP_015180516.1
OG0002356	XP_006566091.1	XP_015188818.1
OG0002358	XP_006566151.2	XP_015182390.1
OG0002359	XP_395266.4	XP_015188135.1, XP_015188144.1, XP_015188126.1
OG0002360	XP_624376.1	XP_015177361.1
OG0002361	XP_623701.2, XP_006572212.1	XP_015175259.1
OG0002362	XP_006559626.1	XP_015177244.1, XP_015177240.1, XP_015177241.1, XP_015177242.1, XP_015177243.1
OG0002363	XP_026299576.1	XP_015190182.1
OG0002364	XP_003251236.1, XP_016772918.1, XP_016772914.1	XP_015181345.1
OG0002365	XP_392640.1	XP_015172750.1
OG0002366	XP_026298726.1	XP_015173845.1
OG0002367	XP_003249313.1	XP_015179768.1
OG0002368	XP_006567764.1	XP_015175641.1
OG0002369	XP_016769970.1	XP_015188821.1, XP_015188822.1, XP_015188823.1
OG0002370	XP_016769894.1	XP_015176508.1, XP_015176509.1
OG0002371	XP_393373.3	XP_015183441.1, XP_015183439.1, XP_015183440.1
OG0002372	XP_006562223.2, XP_016767727.2	XP_015179842.1
OG0002373	XP_393684.4	XP_015186581.1
OG0002374	XP_006561887.2	XP_015178322.1, XP_015178320.1
OG0002375	XP_006564069.2	XP_015175755.1
OG0002376	NP_001165874.1	XP_015183195.1
OG0002377	XP_006570776.2	XP_015188526.1
OG0002378	XP_006557619.1, XP_393658.4	XP_015183268.1, XP_015189894.1
OG0002379	XP_393196.4	XP_015171867.1
OG0002380	XP_393330.3, XP_006566741.2, XP_006566742.2	XP_015186830.1
OG0002381	XP_006570749.1, XP_006570746.1	XP_015180540.1
OG0002382	XP_026298356.1	XP_015191147.1
OG0002383	XP_026296958.1	XP_015175915.1
OG0002384	XP_026298957.1, XP_026298956.1	XP_015185671.1
OG0002385	XP_006567414.2	XP_015188058.1, XP_015188057.1
OG0002386	XP_016770941.1	XP_015181934.1
OG0002387	XP_016773609.1, XP_016773612.1	XP_015172730.1
OG0002388	XP_623803.3	XP_015175063.1
OG0002390	XP_393685.3	XP_015186027.1, XP_015186026.1
OG0002391	XP_026296830.1	XP_015171176.1
OG0002392	XP_006563636.2	XP_015181253.1
OG0002393	XP_006570296.1	XP_015174402.1
OG0002394	XP_026299562.1	XP_015182198.1
OG0002395	XP_395493.4	XP_015188928.1
OG0002397	XP_006569033.1	XP_015182664.1
OG0002398	XP_006568836.1	XP_015187779.1, XP_015187781.1
OG0002399	XP_001122476.1	XP_015185264.1
OG0002400	XP_006558376.1	XP_015188282.1
OG0002401	XP_026297425.1, XP_026297424.1	XP_015182106.1, XP_015182107.1
OG0002402	XP_026297068.1	XP_015190995.1, XP_015190996.1
OG0002403	XP_006566769.1, XP_026299606.1	XP_015183734.1, XP_015183733.1
OG0002404	XP_624449.2	XP_015174632.1, XP_015174631.1, XP_015174633.1
OG0002405	XP_016767298.1	XP_015189292.1
OG0002406	XP_016773418.1	XP_015176482.1
OG0002408	XP_624991.1	XP_015183593.1
OG0002409	XP_001121189.3	XP_015186873.1
OG0002410	XP_016768711.1, XP_392795.3	XP_015188636.1, XP_015188637.1
OG0002411	XP_006559518.1	XP_015172538.1
OG0002412	XP_016767675.2, XP_026296721.1	XP_015184141.1
OG0002413	XP_624872.2	XP_015184766.1
OG0002414	XP_624457.1	XP_015174899.1
OG0002415	XP_001120697.3	XP_015178960.1, XP_015178961.1, XP_015178962.1
OG0002416	XP_026299865.1	XP_015186262.1
OG0002417	XP_016772307.1	XP_015174852.1
OG0002418	XP_623905.1	XP_015182379.1, XP_015182378.1
OG0002419	XP_003251435.2	XP_015186803.1
OG0002420	XP_397291.2	XP_015176076.1
OG0002421	XP_016766179.1	XP_015173704.1, XP_015173699.1
OG0002422	XP_006571516.1, NP_001265264.1	XP_015189184.1
OG0002423	XP_016768234.1	XP_015182585.1
OG0002425	XP_006572362.1, XP_026299259.1	XP_015190966.1
OG0002426	XP_016768023.1, XP_006563315.1	XP_015174515.1, XP_015174516.1
OG0002427	XP_016769061.2	XP_015183373.1, XP_015183374.1
OG0002428	XP_026300990.1	XP_015171147.1
OG0002429	XP_026296485.1	XP_015181168.1
OG0002430	XP_003250715.2	XP_015177691.1
OG0002431	XP_006571635.1	XP_015176106.1, XP_015176105.1, XP_015176103.1, XP_015176104.1
OG0002432	XP_395531.2, XP_006572160.1	XP_015178017.1, XP_015177989.1, XP_015177998.1
OG0002433	XP_006566445.2	XP_015174509.1
OG0002434	XP_026300177.1	XP_015181092.1, XP_015181093.1
OG0002435	XP_396547.5	XP_015180168.1, XP_015180167.1
OG0002436	XP_016770052.1, XP_006562558.1, XP_001121936.2	XP_015174713.1
OG0002437	XP_006566385.1	XP_015191220.1
OG0002438	XP_003250260.1	XP_015187575.1
OG0002438	XP_016772345.1	XP_015187574.1
OG0002439	XP_026298885.1, XP_026298884.1	XP_015178654.1
OG0002440	XP_006561691.1, XP_396411.5	XP_015175077.1
OG0002441	XP_006560991.1, XP_006560988.1	XP_015178013.1
OG0002442	XP_026300546.1	XP_015188752.1
OG0002443	XP_397095.3	XP_015183473.1
OG0002444	XP_006562704.1, XP_006562703.1	XP_015177878.1
OG0002445	XP_006562252.1, XP_026296685.1	XP_015185060.1
OG0002446	XP_016769083.2, XP_395960.3	XP_015176118.1
OG0002447	XP_006558861.1	XP_015180858.1
OG0002448	XP_006569306.1	XP_015173565.1, XP_015173564.1
OG0002449	XP_006570947.2, XP_016768089.1, XP_016768088.1, XP_016768090.1, XP_006570946.1	XP_015181457.1
OG0002450	XP_006557555.1	XP_015175399.1, XP_015175400.1
OG0002451	XP_006568921.1	XP_015177134.1
OG0002452	NP_001159376.1, XP_006558004.1	XP_015186681.1
OG0002453	XP_016769679.1, XP_016769680.1	XP_015174425.1
OG0002454	XP_391899.4, XP_006564427.1, XP_006564428.1	XP_015180417.1
OG0002455	XP_006563267.1, NP_001128415.1	XP_015184459.1
OG0002456	XP_006565435.1, XP_026297144.1, XP_006565434.1	XP_015184888.1
OG0002457	XP_392443.4	XP_015184644.1
OG0002458	XP_397248.4	XP_015191655.1
OG0002459	XP_006569221.1, XP_006569223.1	XP_015183536.1
OG0002461	XP_026298269.1	XP_015184393.1
OG0002462	XP_026302241.1	XP_015187663.1, XP_015187665.1
OG0002466	XP_026299799.1	XP_015171547.1
OG0002467	XP_006563443.2, XP_623887.3	XP_015191791.1
OG0002468	XP_006572092.1	XP_015181309.1, XP_015181310.1, XP_015181311.1
OG0002471	XP_026298939.1, XP_026298938.1, XP_026298937.1, XP_026298936.1, XP_026298941.1, XP_026298940.1	XP_015183535.1
OG0002472	XP_006564903.1, XP_006564906.1, XP_006564907.1	XP_015183353.1, XP_015183352.1
OG0002473	XP_016769798.2	XP_015183409.1
OG0002474	XP_393711.3	XP_015187117.1
OG0002475	XP_001122176.1	XP_015185040.1, XP_015185041.1, XP_015185042.1
OG0002476	XP_001120325.2	XP_015191314.1
OG0002477	XP_003249096.1	XP_015188761.1, XP_015188762.1
OG0002479	XP_623965.2	XP_015179013.1, XP_015179004.1
OG0002480	XP_026296492.1, XP_624137.2	XP_015178237.1
OG0002481	XP_006560279.2, XP_001120537.3	XP_015175489.1
OG0002482	XP_001120644.2	XP_015172509.1
OG0002483	XP_016773175.2, XP_006571554.2	XP_015186976.1
OG0002484	XP_006568887.1, XP_006568888.1	XP_015184106.1, XP_015184105.1
OG0002485	XP_016769797.1	XP_015183400.1
OG0002486	XP_026295927.1, XP_016767220.2	XP_015184729.1, XP_015184728.1
OG0002487	XP_006568799.1	XP_015173193.1
OG0002488	XP_396730.1	XP_015172339.1, XP_015172340.1, XP_015172341.1, XP_015172338.1
OG0002489	XP_006558274.1	XP_015186345.1
OG0002490	NP_001306198.1	XP_015178647.1
OG0002491	XP_016769618.2, XP_016769616.2, XP_016769617.2	XP_015189248.1
OG0002492	XP_001120512.5, XP_026302034.1, XP_026302033.1	XP_015174021.1
OG0002493	XP_001120619.2	XP_015190330.1, XP_015190329.1
OG0002494	XP_001120973.1	XP_015182281.1, XP_015182282.1
OG0002495	XP_003251315.1, XP_006569020.2	XP_015174640.1
OG0002496	XP_006568763.1, XP_006568765.1, XP_006568764.1	XP_015172740.1, XP_015172736.1, XP_015172738.1, XP_015172739.1
OG0002497	XP_006570320.1, XP_016767740.1	XP_015176442.1, XP_015176441.1
OG0002498	XP_006570411.1	XP_015183788.1
OG0002500	XP_026295960.1, XP_026295959.1	XP_015180419.1, XP_015180410.1
OG0002501	XP_026297190.1	XP_015175386.1
OG0002502	XP_026301308.1, XP_026301309.1, XP_026301307.1	XP_015174676.1
OG0002503	XP_026301316.1, XP_026301318.1, XP_026301319.1, XP_026301317.1	XP_015177432.1
OG0002507	XP_016771167.1, NP_001152775.1	XP_015187249.1
OG0002508	XP_393351.4	XP_015186537.1
OG0002509	XP_625078.1	XP_015180867.1, XP_015180866.1
OG0002510	XP_026297098.1	XP_015181479.1, XP_015181480.1, XP_015181478.1
