Orthogroup	Apis_mellifera	Bombyx_mori
OG0001871	XP_393301.3	XP_012547234.2, XP_037871093.1
OG0001872	XP_026299612.1	XP_004922404.2
OG0001873	XP_397060.3	XP_004931774.2
OG0001874	XP_003250417.1	XP_037871173.1
OG0001875	XP_006563722.1, XP_016772169.1	XP_012553311.1
OG0001876	XP_006559138.1, XP_006559144.1	XP_012549181.1
OG0001878	XP_026301695.1	XP_004922231.2
OG0001879	XP_016766647.1	XP_004929391.1
OG0001880	XP_026297802.1	XP_012551963.1
OG0001881	XP_003250415.1	XP_037870422.1
OG0001882	XP_006568897.2, XP_026294859.1	XP_037871054.1, XP_037871051.1
OG0001883	XP_006568004.1	XP_004931525.1
OG0001884	XP_006565104.1	XP_037877616.1, XP_037877615.1, XP_037877613.1, XP_037877625.1
OG0001885	XP_001121449.1	XP_037876616.1, XP_037876617.1
OG0001886	XP_006567216.2	XP_012545706.2
OG0001887	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1	XP_037870239.1
OG0001888	XP_394034.5, XP_016771541.2	XP_021202882.2, XP_012544871.2
OG0001889	XP_006569623.1	XP_037869833.1
OG0001890	XP_016771641.1, XP_016771642.1, XP_016771643.1	XP_004932898.1, XP_004928637.1
OG0001891	XP_006564255.1, XP_006564252.1, XP_006564253.1	XP_004923196.2
OG0001892	XP_006570318.1, XP_026296436.1	XP_004932246.1
OG0001893	XP_026299177.1	XP_037867202.1, XP_037867201.1, XP_037867204.1, XP_037867203.1, XP_037867205.1
OG0001894	XP_006570163.2	XP_037867673.1, XP_004926898.1
OG0001895	XP_016771683.2	XP_037873123.1
OG0001896	XP_026299099.1	XP_021203417.2
OG0001897	NP_001229455.1	XP_004930778.1, XP_004930779.1
OG0001898	XP_006561037.2	XP_004933569.2, XP_012553329.2
OG0001899	XP_016770620.1	NP_001243914.1
OG0001900	XP_393467.3	XP_004922569.1
OG0001901	XP_016770289.2, XP_016770290.2, XP_006566772.2	XP_037876242.1
OG0001902	XP_392789.3, XP_016772305.1	XP_012544997.2
OG0001903	XP_026297341.1	XP_004928575.2
OG0001904	XP_026296404.1	XP_037866807.1
OG0001905	XP_006567964.2, XP_006567963.2, XP_003251131.2	XP_012544944.2
OG0001906	XP_006562935.2	XP_037873835.1
OG0001907	XP_026296956.1, XP_026296957.1	XP_037871977.1
OG0001909	XP_016767679.1, XP_016767685.1	XP_021209035.1
OG0001910	XP_003251266.1	XP_004931433.1
OG0001911	XP_006557710.2	XP_012547131.1
OG0001912	XP_016766824.1, XP_016766822.1, XP_016766821.1	XP_037871747.1
OG0001913	XP_394416.4	XP_037871630.1
OG0001914	XP_026294941.1	XP_004933679.2, XP_004933676.1
OG0001915	XP_003251133.1	XP_004925729.1
OG0001916	XP_006569310.1	NP_001036911.1, XP_012550247.3
OG0001917	XP_006559184.1	XP_004923160.1
OG0001918	XP_016770883.1	XP_037877189.1
OG0001919	XP_026295420.1	XP_037873437.1, XP_037873436.1
OG0001920	XP_026299260.1	XP_037873063.1
OG0001921	XP_026297912.1	XP_037868287.1
OG0001923	XP_006565281.1	NP_001157948.1, XP_037869037.1
OG0001924	XP_026302298.1, XP_026302295.1	XP_004930019.1
OG0001925	XP_006571829.1	NP_001243987.1, XP_004928073.3
OG0001926	XP_392721.1	XP_004929255.1, XP_004929254.1
OG0001927	XP_397416.4, XP_006571828.2	XP_037873449.1, XP_037873450.1
OG0001928	XP_016769813.2	XP_021207183.2, XP_037869913.1
OG0001929	XP_393673.3	XP_004932386.2
OG0001930	XP_016769991.2	XP_012546096.2
OG0001931	XP_006572346.1, XP_026302266.1	XP_004923112.1
OG0001933	XP_026301661.1, XP_016772147.2, XP_026301707.1	NP_001138793.1, XP_037876452.1
OG0001934	XP_397465.5	XP_012548268.1
OG0001935	XP_006571434.1, XP_006571436.1	XP_012551363.1, XP_004932653.1
OG0001936	XP_016768876.1	XP_021207986.1, NP_001124345.1, NP_001091791.1
OG0001937	NP_001159377.1, XP_006561583.1	NP_001136084.1, XP_037874195.1
OG0001938	XP_001121838.2	XP_004921707.1, XP_004921760.1
OG0001939	XP_006572022.1	XP_012546950.1, NP_001093283.1
OG0001940	XP_006559014.1, XP_006559013.1, XP_003249430.1	XP_021203465.1, XP_004925890.1, XP_004925891.1
OG0001941	XP_026295572.1, XP_026295581.1	XP_012549425.2, XP_012549428.2
OG0001942	XP_394981.4	XP_004926240.1
OG0001943	NP_001128414.1	XP_004923590.1
OG0001944	XP_026295054.1, NP_001011594.1	NP_001037504.1
OG0001945	XP_026299716.1	XP_012547652.2
OG0001946	XP_006566698.1	XP_037869327.1
OG0001947	XP_623782.1, XP_006565058.1	XP_037867944.1, XP_004924339.1
OG0001948	XP_003250512.2	XP_012549281.1
OG0001949	XP_006568087.1, XP_006568088.1, XP_624939.1	XP_037870326.1, XP_004926920.1
OG0001951	XP_394762.4	XP_037874958.1
OG0001952	XP_006564685.2	XP_037866697.1, XP_037866709.1
OG0001953	XP_026299767.1	XP_021207789.1, XP_004932490.1
OG0001955	XP_006571588.1	XP_012550006.2
OG0001956	XP_006562695.1	XP_012547428.2, XP_037870740.1, XP_004927982.1, XP_004927809.1
OG0001957	XP_026295378.1	XP_037869310.1
OG0001959	XP_001120848.2	XP_004921844.1
OG0001960	XP_393174.1	XP_037871193.1
OG0001961	NP_001035357.1, XP_026295136.1	XP_004930929.1
OG0001962	XP_003249671.1	XP_004933390.1, XP_004928253.1, XP_004928254.1, XP_004933387.1
OG0001963	XP_026297487.1	XP_037871090.1, XP_037871089.1
OG0001964	XP_016767882.2	XP_004921804.1
OG0001965	XP_392686.2	XP_004926552.1
OG0001966	XP_026300995.1	XP_012551994.1
OG0001967	NP_001104725.1	XP_012544203.1
OG0001968	XP_001122665.2	XP_021203345.1, XP_021203346.1, XP_037867333.1
OG0001969	XP_003250447.1, XP_016770394.1	NP_001243937.1, XP_021204322.1
OG0001970	XP_016771856.2	XP_037872569.1, XP_037872567.1, XP_037872568.1, XP_037872564.1, XP_037872573.1
OG0001973	XP_026298607.1, XP_006567526.1	XP_021207551.2, XP_021207548.2
OG0001974	XP_006564000.1	XP_004928351.1
OG0001975	XP_026294727.1	XP_021202025.1
OG0001976	XP_394673.4	XP_004924205.1, XP_037869993.1
OG0001981	XP_001122667.2	NP_001166741.1, NP_001166740.1, NP_001166739.1
OG0001983	XP_026299741.1, XP_026299490.1	XP_021202123.2, XP_021202124.2
OG0001987	XP_006557926.1	XP_012552962.1, NP_001040339.1
OG0001988	XP_006568657.1	XP_021204462.1
OG0001989	XP_395877.1	XP_037869257.1
OG0001990	XP_006570178.1	XP_004932474.1
OG0001991	XP_623079.2, XP_006562631.2	NP_001040421.1
OG0001992	XP_026295286.1, XP_006558448.1	NP_001040467.1, XP_037876129.1, XP_037871536.1, NP_001040182.1
OG0001994	XP_625034.1	XP_004925779.1
OG0001995	XP_396634.2	XP_004927930.1
OG0001996	XP_026299876.1	XP_004922475.1, XP_004922474.1
OG0001997	XP_003249792.1	NP_001170881.1
OG0001998	XP_026296171.1, XP_026296174.1, XP_026296173.1, XP_026296172.1	NP_001274329.1
OG0001999	XP_624205.2	NP_001040206.1, XP_037873068.1
OG0002000	XP_026301334.1, XP_026301335.1	XP_037873570.1
OG0002001	XP_624562.2	XP_004924194.1
OG0002002	NP_001035345.1, XP_006571765.2	NP_001037347.1
OG0002003	XP_026300645.1	XP_004926303.1
OG0002004	XP_026295896.1	XP_012549677.1
OG0002005	XP_026295546.1, XP_026295545.1	NP_001040410.1
OG0002006	XP_392711.4	XP_004926826.1, NP_001037199.1
OG0002007	XP_624429.2	XP_004931316.2, XP_004931314.2, XP_004931315.2, XP_004931313.2, XP_004931312.2
OG0002008	XP_006566279.1	XP_004925995.1, XP_037875358.1
OG0002009	XP_006562151.1, XP_625149.1, XP_006562150.1	XP_004924671.1
OG0002010	XP_625179.1	XP_004922081.1
OG0002011	XP_006569298.1	XP_004930524.2
OG0002012	XP_016773481.1, NP_001107660.1	XP_021204828.2, XP_037870936.1
OG0002013	XP_395056.4	XP_037872480.1
OG0002014	XP_006560410.1	XP_012545551.1
OG0002015	XP_623739.2	XP_012548426.3
OG0002016	XP_396581.5	XP_037875068.1
OG0002017	XP_026301178.1	XP_004932704.2
OG0002018	XP_006557745.2, NP_001229397.1	XP_004922629.1
OG0002019	XP_623673.3	NP_001040134.1
OG0002020	XP_026296296.1, XP_026296289.1	XP_021201873.2
OG0002022	XP_624811.3	XP_004926993.1
OG0002023	XP_026300485.1, XP_006557894.1, XP_006557893.1	XP_012544680.3
OG0002024	XP_026296072.1	XP_004930957.1, XP_012549934.1, XP_012549935.1
OG0002025	XP_016767160.1	XP_012549681.1, XP_004930556.1, XP_037867411.1, XP_021206534.1, XP_021206535.1
OG0002027	XP_006570250.1	XP_012551929.1, NP_001093281.1
OG0002028	XP_392742.4	XP_037871856.1
OG0002029	XP_393021.4	XP_037874935.1
OG0002030	NP_001035923.1, XP_026301066.1	XP_012549764.1
OG0002032	XP_006567845.1, XP_394587.3	XP_037867146.1
OG0002033	XP_026301076.1, XP_006563533.1	XP_012551301.1
OG0002034	XP_006558694.1	XP_004932097.1, XP_037868059.1, XP_004931283.1, XP_021207118.1
OG0002036	XP_026294976.1	XP_004930803.2
OG0002037	XP_397092.3	XP_004928198.1
OG0002039	XP_016771674.1, XP_003249647.1	XP_004933181.2
OG0002040	NP_001229385.1	XP_004924945.1
OG0002041	XP_006566987.1	XP_021205165.1
OG0002042	XP_026298837.1	XP_004922505.2
OG0002043	XP_393404.2	NP_001040180.1
OG0002044	XP_026301448.1	XP_021208120.1, XP_021208121.1
OG0002045	XP_026298052.1	NP_001138801.1, XP_012548529.1
OG0002047	XP_395924.2	XP_004931117.1, XP_021206910.1
OG0002048	XP_006569408.2	XP_037867513.1
OG0002049	XP_006557379.2	XP_004923495.1, XP_037876981.1
OG0002050	XP_006568607.1	NP_001266391.1
OG0002051	XP_392246.3	XP_037873901.1
OG0002052	XP_026298620.1	XP_012552016.2
OG0002053	XP_006557635.1, XP_006557637.1	XP_012543792.2, XP_012546073.2, XP_004922271.1
OG0002055	XP_003250472.2	XP_037867991.1
OG0002056	XP_623996.3	XP_037867474.1
OG0002057	XP_006564911.3	XP_004923050.1
OG0002058	XP_624823.1	XP_004930906.1
OG0002059	XP_026300939.1	XP_012550348.3
OG0002060	XP_006558279.1, XP_016768968.1	NP_001296560.1, XP_037875545.1
OG0002061	XP_006559822.1	XP_004931741.1
OG0002062	XP_026297746.1	XP_004931544.1, XP_021207193.1, XP_021207194.1
OG0002063	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1	XP_004924668.1
OG0002064	XP_006557901.1, XP_016771212.1	XP_012551004.1, XP_004932099.1
OG0002065	XP_026300905.1	XP_037869831.1
OG0002066	XP_016772001.1, XP_625215.4	XP_004926099.1, XP_012545783.1
OG0002067	XP_006557829.1	XP_012550773.1
OG0002068	XP_396039.6	XP_004932200.1, XP_004932199.1, XP_004932201.1, XP_021207663.1, XP_004932198.1
OG0002069	XP_003249083.2	XP_037877729.1
OG0002070	XP_006568802.1	XP_004928991.1
OG0002071	XP_006570054.1	NP_001040377.1
OG0002072	XP_394778.2	XP_004927177.1
OG0002073	XP_623094.2	XP_004929232.1
OG0002074	XP_003250290.2	NP_001166609.1, XP_021202338.1
OG0002075	XP_624827.3	NP_001037484.1, XP_021207137.1, NP_001037552.1
OG0002076	NP_001035320.1	NP_001108113.1
OG0002077	XP_001119921.1	XP_021206397.2, XP_021206396.2, XP_021206398.2, XP_021206395.2
OG0002078	XP_016770352.2	XP_004930914.1, XP_012550072.1
OG0002079	XP_392419.3	XP_004929857.1, XP_021206087.1
OG0002080	XP_396298.2	XP_004929715.1
OG0002081	XP_006564656.1	NP_001037658.1, XP_012548085.1
OG0002082	XP_026296977.1	XP_004922686.2
OG0002083	XP_391852.2	XP_037870148.1, XP_037877548.1
OG0002085	XP_006572325.1	XP_037872129.1, NP_001040139.1
OG0002086	XP_006562875.3	XP_012549660.1
OG0002087	XP_006557806.1	XP_004931292.1, XP_004931291.1, XP_012550366.1
OG0002088	XP_016769943.1, XP_006566281.1	NP_001243927.1, XP_012551057.1
OG0002089	XP_001122842.2	XP_012544857.1
OG0002090	XP_003250895.2	XP_004925377.2
OG0002091	XP_016768578.1	XP_004923972.2
OG0002092	XP_001120770.1	XP_004924772.1, XP_012544590.1, XP_037874717.1
OG0002093	XP_001121453.1	XP_004922680.1
OG0002094	XP_006557484.1	XP_037869903.1, XP_037869902.1
OG0002095	XP_006571055.1, XP_016768322.1	XP_004921623.1
OG0002096	XP_006567403.1, XP_623232.1, XP_006567404.1	XP_004933673.2
OG0002097	XP_016772243.1	XP_021205473.1
OG0002098	XP_395300.3	XP_012548484.1, XP_012548483.1, XP_004929181.1, XP_004929182.1
OG0002099	XP_016769587.1	XP_021203330.1
OG0002100	XP_001121113.1, XP_006562944.1	NP_001040519.1
OG0002101	XP_026297360.1, XP_392414.6	XP_037871396.1, XP_021208873.1
OG0002102	XP_026296629.1	XP_004921841.2, XP_037876170.1
OG0002103	XP_396097.3, XP_006572192.1	XP_004926638.1
OG0002104	XP_016767605.2	XP_037876302.1
OG0002105	XP_001121094.1, XP_006565394.1, XP_026297302.1	XP_012543810.1, NP_001189461.1
OG0002106	XP_026300909.1	XP_004930986.1, XP_021206840.1
OG0002107	XP_006562841.1	XP_037873841.1, XP_037873840.1
OG0002108	XP_392953.3	XP_004932655.1, XP_037875233.1, XP_037875234.1
OG0002109	XP_392624.5	XP_037875089.1
OG0002110	XP_026300792.1	XP_037869794.1
OG0002111	XP_001120809.2, XP_026299066.1, XP_016770131.2	XP_012545601.1, XP_037877486.1
OG0002113	XP_006562933.1	XP_037873020.1, NP_001037186.1
OG0002114	XP_026296872.1, XP_026296873.1	XP_004927474.1
OG0002115	XP_393033.4, XP_016771093.1, XP_016771091.1	XP_004927963.1
OG0002116	XP_006562581.1	XP_037870955.1
OG0002117	XP_006567226.1	XP_004929507.1
OG0002119	XP_006565398.1	XP_012551451.2
OG0002120	XP_001120472.1, XP_026299847.1	XP_037866469.1
OG0002121	XP_026296861.1	XP_004924530.2, XP_004924528.2
OG0002122	XP_006567480.1, XP_001122362.2	XP_021202521.1
OG0002124	XP_016772410.1	XP_037874683.1, XP_021203890.2
OG0002125	XP_016769141.2	XP_004927987.4
OG0002126	XP_623779.1	XP_004927506.1, XP_004925662.1
OG0002127	XP_016766513.2, XP_026294932.1	XP_037876861.1
OG0002128	XP_001120093.2	XP_021204759.1
OG0002129	XP_016768262.1	XP_037871920.1, XP_037871918.1, XP_037871919.1, XP_037871917.1, XP_037871916.1
OG0002131	XP_006557820.2, XP_016772551.2	XP_037875416.1, XP_037875405.1
OG0002132	XP_026300717.1, XP_026300716.1	NP_001106740.1, XP_037877278.1
OG0002134	XP_016768353.1	XP_021203407.2
OG0002136	XP_001122322.2	XP_037871770.1
OG0002137	XP_006569994.1	XP_004925836.2
OG0002138	XP_625185.1	NP_001040192.1
OG0002139	XP_026298880.1	XP_021209062.1
OG0002140	XP_006558381.1	XP_037868592.1
OG0002141	XP_006559209.1, XP_006559207.1	XP_021201826.1
OG0002142	XP_026299682.1	XP_004925884.2, XP_004925883.1
OG0002143	XP_395256.3	NP_001091797.1, XP_012545497.2
OG0002144	XP_006565158.1	NP_001182629.1, XP_021205972.2, NP_001093294.1, NP_001182630.1, XP_037873767.1
OG0002145	XP_026302109.1	XP_012548441.2
OG0002146	XP_026299965.1	XP_037866665.1
OG0002147	XP_003251193.2, XP_006568247.2	XP_004930315.1
OG0002148	XP_396933.1	XP_021204958.2
OG0002149	XP_026300946.1, XP_026300943.1	XP_021206472.1
OG0002150	XP_006566767.2	XP_021207716.2
OG0002151	XP_026300010.1	XP_037869116.1
OG0002152	XP_003251652.1	XP_004932302.1
OG0002153	XP_016770369.1	NP_001191248.1, XP_037875040.1
OG0002154	XP_026299147.1	XP_037873127.1
OG0002155	XP_006569416.1, XP_026295969.1	XP_037867343.1, XP_037867335.1
OG0002156	XP_006565490.3	XP_037869025.1
OG0002157	XP_026301644.1	XP_004929801.1
OG0002158	XP_026301037.1, NP_001229447.1	XP_004932283.2
OG0002159	XP_003250614.1	XP_004931939.2
OG0002161	XP_026295815.1	XP_037868641.1, XP_004931255.1
OG0002162	XP_392584.2, XP_624902.1	XP_012544436.1, XP_037876284.1, XP_004924564.2, XP_012544440.1, XP_004924568.2
OG0002163	XP_006563942.2	XP_037876040.1
OG0002164	XP_016771568.2	XP_021207817.2
OG0002165	XP_006569656.1, XP_393231.4	XP_037876988.1, NP_001244265.1
OG0002166	XP_006559200.2	XP_021207080.1
OG0002167	XP_016768696.2, XP_026297646.1	XP_004932543.1
OG0002168	XP_026294882.1, XP_006568889.1	XP_037870805.1
OG0002169	XP_026297994.1	XP_012550913.2
OG0002170	XP_006565614.1	XP_012547630.1, XP_004928213.1
OG0002171	XP_016769791.1	XP_037866870.1
OG0002172	XP_001120296.2	XP_037877723.1
OG0002173	XP_006571779.1, XP_003251788.1	XP_037869944.1, XP_037869936.1, XP_037869943.1
OG0002174	XP_026296921.1	XP_004929718.1, XP_004929719.1
OG0002175	XP_026300499.1	XP_037874545.1, XP_037874547.1
OG0002177	XP_026298372.1, XP_016768852.2	XP_037875253.1
OG0002178	XP_026298889.1	XP_037871675.1
OG0002179	XP_003249515.1	XP_037870128.1
OG0002180	XP_016773297.1, XP_392116.3	XP_012551981.1, XP_021208412.1
OG0002181	XP_006570521.1	XP_037869458.1, XP_037869449.1
OG0002182	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1	XP_004934376.1
OG0002183	XP_026296430.1	XP_037868365.1
OG0002184	XP_026296731.1, XP_026296729.1	XP_012553100.2, XP_037876248.1
OG0002185	XP_026301358.1	XP_037872580.1
OG0002186	XP_026302010.1	XP_037867256.1
OG0002187	XP_391935.5	XP_004924091.2
OG0002188	XP_026297259.1, XP_026297260.1, XP_026297262.1, XP_026297261.1, XP_016768233.1	XP_004933130.1
OG0002189	XP_396143.4	XP_037868007.1
OG0002190	XP_026298063.1	XP_021207985.2, XP_021207984.2
OG0002191	XP_001121570.2, XP_016768282.1	XP_037876997.1, NP_001296509.1
OG0002192	XP_623917.2, XP_006571946.2	XP_004930030.2
OG0002193	XP_001122623.2	XP_037872786.1
OG0002194	XP_026297768.1	XP_004932826.1, XP_004932827.1
OG0002195	XP_026295847.1, XP_026295848.1	XP_012549175.1, XP_004930210.1, XP_004930209.1, XP_021206201.1
OG0002196	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2	XP_012545577.2
OG0002197	XP_026296432.1	XP_037868350.1
OG0002198	XP_396254.6	XP_004929877.2, XP_021206055.1
OG0002199	XP_026297023.1, XP_006564156.1	XP_012545241.1
OG0002200	XP_006560896.3	XP_021203983.1
OG0002202	NP_001139212.1	XP_012544067.2
OG0002203	XP_026299933.1	NP_001296476.1, XP_037868626.1
OG0002204	XP_001120874.3	XP_037873138.1
OG0002206	XP_006557487.1, XP_016770518.1	XP_004923125.1, XP_004926946.1
OG0002208	XP_016771336.1, XP_016771335.1, XP_026300595.1	XP_037868420.1, XP_004932254.2
OG0002209	XP_393528.3	XP_004924437.2
OG0002211	XP_397355.2	XP_004931687.2
OG0002212	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1	XP_037866852.1
OG0002213	XP_624684.1	XP_012544470.1
OG0002214	XP_396028.5	XP_021205764.1
OG0002217	XP_026295324.1, XP_026295325.1	XP_004928578.1
OG0002218	XP_003250601.1	XP_037875074.1
OG0002219	XP_001120215.2	XP_004921897.2
OG0002220	NP_001157189.1, XP_016767530.2	XP_037866830.1
OG0002221	XP_396584.2	XP_012551291.1
OG0002223	XP_006571646.1	XP_004924801.2
OG0002224	XP_026294816.1	XP_004931770.1
OG0002225	XP_026300388.1	XP_021206432.2
OG0002226	XP_006562807.1	XP_037873298.1
OG0002230	XP_026297541.1, XP_026297545.1	XP_012545976.1
OG0002236	XP_001121176.1	NP_001093076.1, XP_012543928.1
OG0002237	XP_001123191.1	XP_004933166.1
OG0002238	XP_001120521.1, XP_003251367.1	NP_001037372.1
OG0002239	XP_001120164.2	NP_001040237.1
OG0002240	XP_026298564.1, XP_026298563.1	NP_001036916.1
OG0002241	XP_006563657.1	XP_021203193.1, NP_001037233.1
OG0002242	XP_016772917.1, XP_006572233.1	XP_037871896.1
OG0002243	XP_026299740.1, XP_016770528.1, XP_001122640.1	XP_004923153.1
OG0002244	XP_006567755.2	NP_001037281.1
OG0002245	XP_394877.3	XP_021205311.1
OG0002246	XP_393344.3, XP_006557750.1	NP_001036897.1
OG0002247	XP_016767143.1	XP_004926157.1, XP_004933066.1
OG0002248	XP_397432.2	XP_004926601.1, XP_012551631.1, NP_001040343.1
OG0002249	XP_026297491.1	NP_001091802.1
OG0002250	XP_001120412.2	XP_004923404.1
OG0002251	XP_624501.1, XP_006569695.1	NP_001040131.1
OG0002252	XP_396630.2	XP_004927837.1
OG0002253	XP_026295228.1	NP_001040524.1, XP_012549378.1
OG0002254	XP_016772675.1	NP_001040498.1, NP_001040382.1
OG0002255	XP_026297113.1, XP_026297115.1	XP_004926242.1, XP_004926243.1
OG0002256	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2	XP_037875702.1
OG0002257	XP_395702.3	XP_037866847.1
OG0002258	XP_026300612.1	XP_004924118.1
OG0002259	XP_006557346.1, XP_026301503.1, XP_016772440.1	XP_004928659.1
OG0002260	XP_623081.1, NP_001301008.1	NP_001040161.1
OG0002261	NP_001171538.1	NP_001093078.1
OG0002262	XP_003249613.1	XP_012548775.2
OG0002263	XP_016770984.1	XP_012545000.1, XP_037875794.1
OG0002264	XP_026300911.1	XP_012544793.1, XP_037869775.1
OG0002265	XP_392437.2	XP_012550867.2, NP_001040456.1, NP_001040530.1
OG0002266	XP_006559576.1	XP_004926299.1
OG0002267	XP_006565202.1	XP_004925202.1
OG0002268	XP_016767198.1, XP_026295771.1	XP_037873998.1
OG0002270	XP_006557323.1, XP_396430.1	XP_021205280.1, XP_021205281.1
OG0002271	XP_006566993.1	XP_037869279.1, XP_037869280.1
OG0002272	XP_624434.2	XP_004922819.1
OG0002274	XP_026301232.1	XP_021204196.1, NP_001040291.1
OG0002275	XP_026296965.1, XP_006562012.1	XP_021206830.2
OG0002276	XP_625102.3, XP_006565810.2	XP_012544866.1, XP_012544867.1
OG0002277	XP_393097.4	NP_001296557.1
OG0002278	XP_006566688.1	XP_012552556.2, XP_012552490.2
OG0002279	XP_026300552.1, XP_026300553.1, XP_026300554.1	XP_037876995.1
OG0002280	XP_006558673.1	NP_001093299.1, XP_012548047.1
OG0002281	XP_026301979.1	XP_037872686.1
OG0002282	XP_026302270.1	XP_004924715.1
OG0002283	XP_006558356.1	XP_012553037.2, NP_001037558.1
OG0002284	XP_006566199.1	XP_037871685.1, XP_012552837.1, XP_021209040.1
OG0002285	XP_026300796.1, XP_026300797.1	XP_012549050.1, XP_004929829.1
OG0002286	XP_392823.3	XP_012548819.2
OG0002287	XP_006561898.2	XP_021202511.2
OG0002288	XP_006564486.1	XP_012546309.1
OG0002289	XP_392433.4	XP_037877096.1
OG0002290	XP_026301894.1, XP_026301895.1	XP_004930244.1
OG0002291	XP_026301097.1, XP_026301098.1	XP_012551389.1
OG0002292	XP_397510.4	XP_021202132.2
OG0002293	XP_026296916.1	XP_012548852.1, XP_037874539.1
OG0002294	XP_006565447.1	XP_012552663.2, XP_037871201.1
OG0002295	XP_026298723.1	XP_004931485.1
OG0002296	XP_006558737.1, XP_006558736.1	XP_037870380.1
OG0002297	XP_006559366.1, NP_001161192.1	NP_001124361.1
OG0002298	XP_623793.2	XP_004922977.1
OG0002299	XP_026297863.1, XP_006561512.1	XP_012551606.1
OG0002302	XP_016769155.2	XP_004931975.1
OG0002303	XP_001122450.1	NP_001116816.1, XP_037870168.1
OG0002304	XP_006569379.1	XP_004927378.1, XP_021204470.1
OG0002305	XP_006569214.1	XP_037875018.1
OG0002307	XP_623604.1, XP_016769248.1	XP_004931271.1
OG0002309	XP_006565864.2	XP_012551263.2
OG0002310	XP_006567666.1	XP_037875109.1
OG0002311	XP_026299582.1	XP_012551556.1, XP_004929999.1
OG0002312	XP_016771257.2	XP_021206859.2
OG0002313	XP_395023.4	XP_004933278.1
