Orthogroup	Apis_mellifera	Osmia_bicornis
OG0002138	XP_625185.1	XP_029036791.1
OG0002139	XP_026298880.1	XP_029039907.1
OG0002140	XP_006558381.1	XP_029050039.1, XP_029050041.1, XP_029050040.1
OG0002141	XP_006559209.1, XP_006559207.1	XP_029046415.1, XP_029046414.1
OG0002142	XP_026299682.1	XP_029048390.1
OG0002143	XP_395256.3	XP_029050042.1
OG0002144	XP_006565158.1	XP_029044655.1
OG0002145	XP_026302109.1	XP_029042644.1
OG0002146	XP_026299965.1	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1
OG0002147	XP_003251193.2, XP_006568247.2	XP_029041538.1
OG0002148	XP_396933.1	XP_029052846.1
OG0002149	XP_026300946.1, XP_026300943.1	XP_029043353.1, XP_029043362.1
OG0002150	XP_006566767.2	XP_029049660.1
OG0002151	XP_026300010.1	XP_029056168.1
OG0002152	XP_003251652.1	XP_029048128.1
OG0002153	XP_016770369.1	XP_029037450.1
OG0002154	XP_026299147.1	XP_029045659.1
OG0002155	XP_006569416.1	XP_029034370.1
OG0002156	XP_006565490.3	XP_029033337.1
OG0002157	XP_026301644.1	XP_029035254.1, XP_029035251.1, XP_029035252.1
OG0002158	XP_026301037.1, NP_001229447.1	XP_029045872.1
OG0002159	XP_003250614.1	XP_029041711.1
OG0002160	XP_026300063.1	XP_029037355.1
OG0002161	XP_026295815.1	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1
OG0002162	XP_392584.2, XP_624902.1	XP_029046705.1
OG0002163	XP_006563942.2	XP_029047194.1
OG0002164	XP_016771568.2	XP_029045366.1
OG0002165	XP_006569656.1, XP_393231.4	XP_029035286.1
OG0002166	XP_006559200.2	XP_029052248.1
OG0002167	XP_016768696.2, XP_026297646.1	XP_029032474.1
OG0002168	XP_026294882.1, XP_006568889.1	XP_029054981.1
OG0002169	XP_026297994.1	XP_029046336.1
OG0002170	XP_006565614.1	XP_029045618.1
OG0002171	XP_016769791.1	XP_029039598.1
OG0002172	XP_001120296.2	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1
OG0002173	XP_006571779.1, XP_003251788.1	XP_029047662.1
OG0002174	XP_026296921.1	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1
OG0002175	XP_026300499.1	XP_029052378.1
OG0002177	XP_026298372.1, XP_016768852.2	XP_029051058.1, XP_029051057.1
OG0002178	XP_026298889.1	XP_029051077.1
OG0002179	XP_003249515.1	XP_029046820.1
OG0002180	XP_016773297.1, XP_392116.3	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1
OG0002181	XP_006570521.1	XP_029037339.1
OG0002182	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1	XP_029054534.1
OG0002183	XP_026296430.1	XP_029042142.1, XP_029042143.1
OG0002184	XP_026296731.1, XP_026296729.1	XP_029046466.1
OG0002185	XP_026301358.1	XP_029035062.1, XP_029035067.1
OG0002186	XP_026302010.1	XP_029051773.1
OG0002187	XP_391935.5	XP_029033236.1, XP_029033238.1, XP_029033237.1
OG0002188	XP_026297259.1, XP_026297260.1, XP_026297262.1, XP_026297261.1, XP_016768233.1	XP_029042329.1, XP_029042280.1, XP_029042270.1
OG0002189	XP_396143.4	XP_029052966.1
OG0002190	XP_026298063.1	XP_029050858.1
OG0002191	XP_001121570.2, XP_016768282.1	XP_029050437.1
OG0002192	XP_623917.2, XP_006571946.2	XP_029042819.1
OG0002193	XP_001122623.2	XP_029043528.1
OG0002194	XP_026297768.1	XP_029047274.1
OG0002195	XP_026295847.1, XP_026295848.1	XP_029048898.1, XP_029048897.1
OG0002196	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2	XP_029037560.1
OG0002197	XP_026296432.1	XP_029054564.1
OG0002198	XP_396254.6	XP_029035244.1
OG0002199	XP_026297023.1, XP_006564156.1	XP_029052941.1, XP_029052717.1
OG0002200	XP_006560896.3	XP_029041244.1
OG0002201	XP_026300978.1	XP_029039415.1
OG0002201	XP_026300976.1	XP_029039404.1
OG0002203	XP_026299933.1	XP_029038066.1
OG0002204	XP_001120874.3	XP_029042170.1, XP_029042171.1
OG0002205	XP_006563822.1	XP_029050796.1
OG0002206	XP_006557487.1, XP_016770518.1	XP_029044638.1
OG0002208	XP_016771336.1, XP_016771335.1, XP_026300595.1	XP_029035729.1, XP_029035730.1
OG0002209	XP_393528.3	XP_029049508.1
OG0002211	XP_397355.2	XP_029051337.1
OG0002212	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1	XP_029047968.1
OG0002213	XP_624684.1	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1
OG0002214	XP_396028.5	XP_029050390.1
OG0002217	XP_026295324.1, XP_026295325.1	XP_029049896.1
OG0002218	XP_003250601.1	XP_029056082.1, XP_029056085.1
OG0002219	XP_001120215.2	XP_029056432.1
OG0002220	NP_001157189.1, XP_016767530.2	XP_029048693.1
OG0002221	XP_396584.2	XP_029052875.1, XP_029052874.1
OG0002223	XP_006571646.1	XP_029047378.1
OG0002224	XP_026294816.1	XP_029034369.1, XP_029034373.1, XP_029034372.1
OG0002225	XP_026300388.1	XP_029049931.1
OG0002226	XP_006562807.1	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1
OG0002227	XP_006560029.2, XP_396958.5	XP_029036805.1
OG0002228	XP_006565302.1, XP_016770907.1	XP_029049493.1
OG0002229	XP_006566752.1	XP_029049754.1, XP_029049755.1, XP_029049753.1, XP_029049746.1
OG0002230	XP_026297541.1, XP_026297545.1	XP_029032430.1, XP_029032428.1
OG0002231	XP_392181.4	XP_029052595.1
OG0002236	XP_001121176.1	XP_029032694.1, XP_029032692.1, XP_029032693.1
OG0002237	XP_001123191.1	XP_029048908.1
OG0002238	XP_001120521.1	XP_029042978.1
OG0002238	XP_003251367.1	XP_029042979.1
OG0002239	XP_001120164.2	XP_029050080.1
OG0002240	XP_026298564.1, XP_026298563.1	XP_029033302.1
OG0002241	XP_006563657.1	XP_029039470.1
OG0002242	XP_016772917.1, XP_006572233.1	XP_029054472.1
OG0002243	XP_026299740.1, XP_016770528.1, XP_001122640.1	XP_029048574.1
OG0002244	XP_006567755.2	XP_029033280.1
OG0002245	XP_394877.3	XP_029046152.1
OG0002246	XP_393344.3, XP_006557750.1	XP_029051003.1
OG0002247	XP_016767143.1	XP_029032799.1
OG0002248	XP_397432.2	XP_029050114.1
OG0002249	XP_026297491.1	XP_029055403.1
OG0002250	XP_001120412.2	XP_029033229.1
OG0002251	XP_624501.1, XP_006569695.1	XP_029055531.1
OG0002252	XP_396630.2	XP_029042475.1
OG0002253	XP_026295228.1	XP_029037085.1
OG0002254	XP_016772675.1	XP_029048906.1, XP_029048907.1
OG0002255	XP_026297113.1, XP_026297115.1	XP_029038040.1
OG0002256	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2	XP_029035110.1
OG0002257	XP_395702.3	XP_029042503.1
OG0002258	XP_026300612.1	XP_029035687.1
OG0002259	XP_006557346.1, XP_026301503.1, XP_016772440.1	XP_029051035.1
OG0002260	XP_623081.1, NP_001301008.1	XP_029047981.1
OG0002261	NP_001171538.1	XP_029036469.1
OG0002262	XP_003249613.1	XP_029051215.1
OG0002263	XP_016770984.1	XP_029034849.1
OG0002264	XP_026300911.1	XP_029052750.1
OG0002265	XP_392437.2	XP_029032663.1
OG0002266	XP_006559576.1	XP_029051545.1
OG0002267	XP_006565202.1	XP_029035577.1, XP_029035578.1
OG0002268	XP_016767198.1, XP_026295771.1	XP_029035982.1
OG0002269	XP_016773151.1	XP_029055665.1
OG0002270	XP_006557323.1, XP_396430.1	XP_029046183.1, XP_029046184.1
OG0002271	XP_006566993.1	XP_029033138.1
OG0002272	XP_624434.2	XP_029032447.1
OG0002273	XP_006570893.1	XP_029051730.1
OG0002274	XP_026301232.1	XP_029044476.1, XP_029044477.1
OG0002275	XP_026296965.1, XP_006562012.1	XP_029043196.1
OG0002276	XP_625102.3, XP_006565810.2	XP_029032821.1, XP_029032822.1
OG0002277	XP_393097.4	XP_029038820.1, XP_029038821.1
OG0002278	XP_006566688.1	XP_029049038.1
OG0002279	XP_026300552.1, XP_026300553.1, XP_026300554.1	XP_029048586.1
OG0002280	XP_006558673.1	XP_029037328.1, XP_029037327.1
OG0002281	XP_026301979.1	XP_029035219.1
OG0002282	XP_026302270.1	XP_029031937.1
OG0002283	XP_006558356.1	XP_029047621.1
OG0002284	XP_006566199.1	XP_029051101.1
OG0002285	XP_026300796.1, XP_026300797.1	XP_029039160.1, XP_029039159.1
OG0002286	XP_392823.3	XP_029042803.1, XP_029042813.1, XP_029042784.1, XP_029042472.1, XP_029042480.1, XP_029042490.1, XP_029042794.1
OG0002287	XP_006561898.2	XP_029038717.1
OG0002288	XP_006564486.1	XP_029042613.1, XP_029042612.1
OG0002289	XP_392433.4	XP_029032260.1
OG0002290	XP_026301894.1, XP_026301895.1	XP_029047372.1, XP_029047369.1
OG0002291	XP_026301097.1, XP_026301098.1	XP_029039472.1
OG0002292	XP_397510.4	XP_029037814.1
OG0002293	XP_026296916.1	XP_029041951.1, XP_029041928.1, XP_029041944.1
OG0002294	XP_006565447.1	XP_029040202.1, XP_029040204.1
OG0002295	XP_026298723.1	XP_029056498.1
OG0002296	XP_006558737.1, XP_006558736.1	XP_029047346.1
OG0002297	XP_006559366.1, NP_001161192.1	XP_029036152.1, XP_029036151.1
OG0002298	XP_623793.2	XP_029046253.1
OG0002299	XP_026297863.1, XP_006561512.1	XP_029044596.1
OG0002301	XP_016772550.2, XP_001121644.3	XP_029045310.1
OG0002302	XP_016769155.2	XP_029049635.1
OG0002303	XP_001122450.1	XP_029036002.1
OG0002304	XP_006569379.1	XP_029048055.1, XP_029048065.1
OG0002305	XP_006569214.1	XP_029043047.1
OG0002306	XP_396852.2	XP_029042021.1, XP_029042020.1
OG0002307	XP_623604.1, XP_016769248.1	XP_029040372.1
OG0002308	XP_026300894.1	XP_029039388.1
OG0002309	XP_006565864.2	XP_029037663.1
OG0002310	XP_006567666.1	XP_029038995.1, XP_029038994.1
OG0002311	XP_026299582.1	XP_029032402.1
OG0002312	XP_016771257.2	XP_029049269.1
OG0002313	XP_395023.4	XP_029032650.1
OG0002314	XP_006561876.1, XP_016769550.1	XP_029038798.1
OG0002315	XP_393996.6	XP_029045415.1
OG0002316	XP_026295392.1	XP_029037166.1
OG0002317	XP_393151.1	XP_029033725.1
OG0002318	XP_003250517.1	XP_029055781.1
OG0002319	XP_003250597.1	XP_029040313.1
OG0002320	XP_006565618.1	XP_029045570.1
OG0002321	XP_026297493.1	XP_029035164.1
OG0002322	XP_016766892.1	XP_029049004.1
OG0002323	XP_026295824.1	XP_029042948.1
OG0002324	XP_001120965.1	XP_029034121.1, XP_029034120.1
OG0002325	XP_001120159.2	XP_029039127.1
OG0002326	XP_393737.2	XP_029038313.1, XP_029038311.1, XP_029038314.1
OG0002327	XP_003249385.1	XP_029041842.1, XP_029041841.1, XP_029041840.1, XP_029041839.1
OG0002328	XP_006566670.1, XP_006566671.1	XP_029051334.1
OG0002329	XP_026296031.1	XP_029034536.1
OG0002329	XP_016767288.2	XP_029034505.1
OG0002330	XP_026299296.1, XP_006559127.1	XP_029044576.1
OG0002331	XP_006570938.1	XP_029043821.1, XP_029043812.1
OG0002332	XP_397221.5	XP_029053542.1
OG0002333	XP_026301337.1	XP_029049328.1
OG0002334	XP_026299663.1, XP_026299660.1	XP_029046547.1, XP_029046543.1
OG0002335	XP_001119975.2, XP_006560145.1	XP_029036164.1
OG0002336	XP_394487.2	XP_029035863.1
OG0002337	XP_001119993.2, NP_001314889.1	XP_029037778.1
OG0002338	XP_026298259.1	XP_029051053.1, XP_029051054.1, XP_029051051.1, XP_029051052.1, XP_029051055.1
OG0002339	XP_006566096.3	XP_029033525.1, XP_029033570.1
OG0002340	XP_623678.2	XP_029040797.1
OG0002341	XP_391912.1	XP_029035442.1
OG0002342	XP_026296361.1	XP_029053610.1, XP_029053611.1, XP_029053609.1
OG0002343	XP_395632.3	XP_029040161.1
OG0002344	XP_006568315.2, XP_393046.2	XP_029052226.1
OG0002345	XP_006560218.1	XP_029041092.1, XP_029041094.1
OG0002346	XP_016771785.2	XP_029038397.1
OG0002347	XP_006559185.1	XP_029036314.1
OG0002347	XP_396723.3	XP_029036313.1
OG0002348	XP_016769990.1, XP_393006.1	XP_029039776.1
OG0002349	NP_001265259.1	XP_029033403.1, XP_029033404.1, XP_029033402.1, XP_029033405.1
OG0002350	XP_392818.2	XP_029039384.1
OG0002351	XP_003250076.3	XP_029039892.1
OG0002352	XP_395133.3	XP_029035344.1, XP_029035348.1, XP_029035346.1, XP_029035345.1, XP_029035349.1, XP_029035347.1
OG0002353	XP_016766851.1	XP_029047618.1
OG0002354	XP_016772167.1	XP_029045858.1, XP_029045857.1
OG0002355	XP_006566805.1	XP_029037383.1
OG0002356	XP_006566091.1	XP_029033478.1
OG0002357	XP_026299554.1, XP_026299556.1, XP_026299555.1	XP_029032242.1
OG0002358	XP_006566151.2	XP_029033702.1, XP_029033601.1
OG0002359	XP_395266.4	XP_029042085.1
OG0002360	XP_624376.1	XP_029045444.1, XP_029045442.1, XP_029045443.1, XP_029045441.1
OG0002361	XP_623701.2, XP_006572212.1	XP_029051001.1
OG0002362	XP_006559626.1	XP_029050770.1
OG0002363	XP_026299576.1	XP_029042311.1
OG0002364	XP_003251236.1, XP_016772918.1, XP_016772914.1	XP_029037123.1
OG0002365	XP_392640.1	XP_029032561.1
OG0002366	XP_026298726.1	XP_029047796.1, XP_029047795.1
OG0002367	XP_003249313.1	XP_029052825.1, XP_029052824.1
OG0002368	XP_006567764.1	XP_029053599.1
OG0002369	XP_016769970.1	XP_029033718.1
OG0002370	XP_016769894.1	XP_029050873.1
OG0002371	XP_393373.3	XP_029051772.1
OG0002373	XP_393684.4	XP_029039675.1
OG0002374	XP_006561887.2	XP_029038778.1
OG0002375	XP_006564069.2	XP_029049649.1, XP_029049648.1
OG0002376	NP_001165874.1	XP_029044839.1
OG0002377	XP_006570776.2	XP_029049509.1
OG0002378	XP_006557619.1, XP_393658.4	XP_029039095.1, XP_029039093.1
OG0002379	XP_393196.4	XP_029046476.1, XP_029046473.1, XP_029046475.1, XP_029046474.1
OG0002380	XP_393330.3, XP_006566741.2, XP_006566742.2	XP_029049773.1
OG0002381	XP_006570749.1, XP_006570746.1	XP_029042751.1
OG0002382	XP_026298356.1	XP_029050824.1, XP_029050825.1
OG0002383	XP_026296958.1	XP_029055520.1
OG0002384	XP_026298957.1, XP_026298956.1	XP_029039997.1
OG0002385	XP_006567414.2	XP_029047961.1
OG0002386	XP_016770941.1	XP_029056147.1, XP_029056193.1
OG0002387	XP_016773609.1, XP_016773612.1	XP_029034156.1, XP_029034157.1, XP_029034158.1, XP_029034159.1
OG0002388	XP_623803.3	XP_029032619.1, XP_029032620.1
OG0002390	XP_393685.3	XP_029039633.1
OG0002391	XP_026296830.1	XP_029048677.1
OG0002392	XP_006563636.2	XP_029053255.1
OG0002393	XP_006570296.1	XP_029048744.1, XP_029048745.1, XP_029048743.1
OG0002394	XP_026299562.1	XP_029040990.1
OG0002395	XP_395493.4	XP_029046308.1
OG0002397	XP_006569033.1	XP_029054872.1, XP_029054874.1, XP_029054879.1
OG0002398	XP_006568836.1	XP_029034223.1
OG0002399	XP_001122476.1	XP_029046921.1
OG0002400	XP_006558376.1	XP_029049320.1
OG0002401	XP_026297425.1, XP_026297424.1	XP_029049432.1
OG0002402	XP_026297068.1	XP_029043258.1
OG0002403	XP_006566769.1, XP_026299606.1	XP_029049656.1
OG0002404	XP_624449.2	XP_029041001.1, XP_029041027.1, XP_029041018.1, XP_029041010.1
OG0002405	XP_016767298.1	XP_029039275.1
OG0002406	XP_016773418.1	XP_029046172.1
OG0002407	NP_001165876.1, XP_016767967.1	XP_029036894.1, XP_029036896.1
OG0002408	XP_624991.1	XP_029049158.1, XP_029049159.1
OG0002409	XP_001121189.3	XP_029039903.1
OG0002410	XP_016768711.1, XP_392795.3	XP_029032324.1
OG0002411	XP_006559518.1	XP_029046850.1, XP_029046847.1
OG0002412	XP_016767675.2, XP_026296721.1	XP_029036474.1
OG0002413	XP_624872.2	XP_029034973.1, XP_029034974.1, XP_029034975.1, XP_029034976.1
OG0002414	XP_624457.1	XP_029032890.1, XP_029032889.1, XP_029032891.1
OG0002415	XP_001120697.3	XP_029043463.1, XP_029043693.1
OG0002416	XP_026299865.1	XP_029032364.1
OG0002417	XP_016772307.1	XP_029049336.1
OG0002418	XP_623905.1	XP_029056535.1, XP_029056536.1
OG0002419	XP_003251435.2	XP_029035073.1
OG0002420	XP_397291.2	XP_029042278.1, XP_029042281.1
OG0002421	XP_016766179.1	XP_029056472.1
OG0002422	XP_006571516.1, NP_001265264.1	XP_029038045.1, XP_029038044.1
OG0002423	XP_016768234.1	XP_029039514.1, XP_029039540.1
OG0002425	XP_006572362.1, XP_026299259.1	XP_029039864.1, XP_029039863.1
OG0002426	XP_016768023.1, XP_006563315.1	XP_029047507.1, XP_029047506.1
OG0002427	XP_016769061.2	XP_029044239.1
OG0002428	XP_026300990.1	XP_029032772.1
OG0002429	XP_026296485.1	XP_029043822.1
OG0002430	XP_003250715.2	XP_029041859.1
OG0002431	XP_006571635.1	XP_029040822.1, XP_029040823.1
OG0002432	XP_395531.2, XP_006572160.1	XP_029045244.1, XP_029045241.1
OG0002433	XP_006566445.2	XP_029038328.1
OG0002434	XP_026300177.1	XP_029056316.1
OG0002435	XP_396547.5	XP_029044162.1, XP_029044161.1, XP_029044163.1
OG0002436	XP_016770052.1, XP_006562558.1, XP_001121936.2	XP_029050558.1
OG0002437	XP_006566385.1	XP_029042623.1, XP_029042625.1
OG0002438	XP_003250260.1	XP_029040877.1
OG0002438	XP_016772345.1	XP_029040876.1
OG0002439	XP_026298885.1, XP_026298884.1	XP_029039795.1, XP_029039794.1
OG0002440	XP_006561691.1, XP_396411.5	XP_029047772.1
OG0002441	XP_006560991.1	XP_029037081.1
OG0002441	XP_006560988.1	XP_029037076.1
OG0002442	XP_026300546.1	XP_029052103.1, XP_029052104.1
OG0002443	XP_397095.3	XP_029038965.1, XP_029038963.1
OG0002444	XP_006562704.1, XP_006562703.1	XP_029039290.1
OG0002445	XP_006562252.1, XP_026296685.1	XP_029041329.1
OG0002446	XP_016769083.2, XP_395960.3	XP_029050316.1, XP_029050315.1
OG0002447	XP_006558861.1	XP_029051208.1
OG0002448	XP_006569306.1	XP_029033025.1
OG0002449	XP_006570947.2, XP_016768089.1, XP_016768088.1, XP_016768090.1, XP_006570946.1	XP_029040139.1
OG0002450	XP_006557555.1	XP_029055647.1, XP_029045512.1
OG0002451	XP_006568921.1	XP_029055054.1, XP_029055051.1
OG0002452	NP_001159376.1, XP_006558004.1	XP_029037210.1
OG0002453	XP_016769679.1, XP_016769680.1	XP_029038747.1
OG0002454	XP_391899.4, XP_006564427.1, XP_006564428.1	XP_029049112.1
OG0002455	XP_006563267.1, NP_001128415.1	XP_029052646.1
OG0002456	XP_006565435.1, XP_026297144.1, XP_006565434.1	XP_029037292.1
OG0002457	XP_392443.4	XP_029048535.1
OG0002458	XP_397248.4	XP_029036667.1
OG0002459	XP_006569221.1, XP_006569223.1	XP_029043013.1
OG0002460	XP_001120114.2	XP_029050249.1, XP_029056396.1
OG0002461	XP_026298269.1	XP_029051718.1, XP_029051719.1, XP_029051717.1
OG0002462	XP_026302241.1	XP_029034242.1
OG0002465	XP_623727.2	XP_029032750.1
OG0002466	XP_026299799.1	XP_029037483.1
OG0002467	XP_006563443.2, XP_623887.3	XP_029045940.1
OG0002471	XP_026298939.1, XP_026298938.1, XP_026298937.1, XP_026298936.1, XP_026298941.1, XP_026298940.1	XP_029043019.1
OG0002472	XP_006564903.1, XP_006564906.1, XP_006564907.1	XP_029045435.1
OG0002473	XP_016769798.2	XP_029039876.1
OG0002474	XP_393711.3	XP_029040451.1
OG0002475	XP_001122176.1	XP_029051190.1
OG0002476	XP_001120325.2	XP_029053702.1
OG0002477	XP_003249096.1	XP_029046698.1
OG0002479	XP_623965.2	XP_029047317.1
OG0002480	XP_026296492.1, XP_624137.2	XP_029048207.1, XP_029048206.1
OG0002481	XP_006560279.2, XP_001120537.3	XP_029037595.1, XP_029037594.1
OG0002482	XP_001120644.2	XP_029051886.1
OG0002483	XP_016773175.2, XP_006571554.2	XP_029044921.1
OG0002484	XP_006568887.1, XP_006568888.1	XP_029054624.1, XP_029054621.1
OG0002485	XP_016769797.1	XP_029039866.1, XP_029039865.1
OG0002486	XP_026295927.1, XP_016767220.2	XP_029045904.1, XP_029045875.1
OG0002487	XP_006568799.1	XP_029043182.1
OG0002488	XP_396730.1	XP_029041935.1
OG0002489	XP_006558274.1	XP_029038231.1, XP_029038232.1, XP_029038230.1, XP_029038233.1
OG0002490	NP_001306198.1	XP_029034320.1
OG0002491	XP_016769618.2, XP_016769616.2, XP_016769617.2	XP_029052900.1
OG0002492	XP_001120512.5, XP_026302034.1, XP_026302033.1	XP_029049439.1
OG0002493	XP_001120619.2	XP_029035692.1, XP_029035691.1, XP_029035689.1
OG0002494	XP_001120973.1	XP_029044064.1, XP_029044063.1
OG0002495	XP_006569020.2	XP_029054347.1
OG0002496	XP_006568763.1, XP_006568765.1, XP_006568764.1	XP_029034193.1
OG0002497	XP_006570320.1, XP_016767740.1	XP_029052567.1, XP_029052563.1, XP_029052564.1, XP_029052566.1
OG0002498	XP_006570411.1	XP_029048337.1, XP_029053395.1, XP_029051357.1, XP_029053392.1
OG0002499	XP_026295805.1	XP_029048660.1
OG0002500	XP_026295960.1, XP_026295959.1	XP_029048369.1
OG0002501	XP_026297190.1	XP_029045198.1, XP_029045372.1
OG0002501	XP_026301889.1	XP_029052149.1
OG0002502	XP_026301308.1, XP_026301309.1, XP_026301307.1	XP_029045890.1
OG0002503	XP_026301316.1, XP_026301318.1, XP_026301319.1, XP_026301317.1	XP_029034778.1, XP_029034779.1, XP_029034781.1
OG0002507	XP_016771167.1, NP_001152775.1	XP_029052174.1
OG0002508	XP_393351.4	XP_029044014.1, XP_029043982.1
OG0002509	XP_625078.1	XP_029056016.1, XP_029055986.1
OG0002510	XP_026297098.1	XP_029053509.1
OG0002511	NP_001127843.1	XP_029041494.1
OG0002512	XP_624373.2	XP_029046616.1
OG0002513	XP_001121223.1	XP_029054041.1
OG0002515	XP_026298979.1, XP_006566246.2	XP_029051098.1
OG0002516	XP_393249.2	XP_029055480.1
OG0002517	XP_001120059.3	XP_029041421.1
OG0002518	XP_395200.2	XP_029051157.1
OG0002519	XP_016766875.1	XP_029050925.1
OG0002520	XP_394373.1	XP_029052263.1
OG0002521	XP_006559757.1	XP_029052696.1, XP_029052699.1, XP_029052698.1, XP_029052697.1
OG0002522	XP_026299811.1	XP_029037453.1
OG0002523	XP_393671.2	XP_029039853.1
OG0002524	XP_001123015.2	XP_029043600.1
OG0002525	XP_001123128.1	XP_029036387.1
OG0002526	XP_006558645.1, XP_006558644.1	XP_029035249.1
OG0002527	XP_001121698.2	XP_029045456.1, XP_029045458.1
OG0002528	XP_016768842.1, XP_001123354.1	XP_029050830.1, XP_029050829.1
OG0002529	XP_001122256.1	XP_029045330.1
OG0002530	XP_006567038.1, XP_006567037.1	XP_029033230.1
OG0002531	XP_394666.3, XP_006569469.1, XP_016768683.1	XP_029055195.1
OG0002532	NP_001229370.1	XP_029048313.1
OG0002533	XP_624305.2	XP_029047224.1
OG0002534	XP_393468.2	XP_029051346.1
OG0002535	XP_006566156.1	XP_029039708.1
OG0002536	XP_625223.2	XP_029040846.1
OG0002537	XP_393448.2	XP_029037691.1
OG0002538	XP_006560139.1	XP_029036100.1
OG0002539	XP_624145.3	XP_029050241.1
OG0002540	XP_396758.1	XP_029037083.1, XP_029037082.1
OG0002541	XP_006571767.1	XP_029052791.1
OG0002542	XP_006564004.1, XP_624474.1	XP_029033006.1
OG0002543	XP_016768293.1	XP_029055606.1, XP_029055603.1
OG0002544	XP_026296357.1	XP_029053075.1
OG0002545	XP_026297917.1	XP_029041226.1
OG0002546	XP_006568633.1	XP_029055483.1, XP_029055484.1
OG0002548	XP_624881.1	XP_029044319.1
OG0002549	XP_393166.2	XP_029040056.1
OG0002550	XP_392591.2	XP_029035705.1
