Orthogroup	Apis_mellifera	Solenopsis_invicta
OG0000966	XP_026298567.1	XP_025990155.1
OG0000967	XP_016767229.1	XP_011165638.2, XP_011165637.1
OG0000968	XP_026301951.1, XP_026301953.1	XP_039307503.1, XP_039307502.1
OG0000969	XP_026297742.1	XP_011172487.1
OG0000970	NP_001229362.1	XP_011156652.2, XP_011156653.2
OG0000972	XP_006566718.1, XP_006566717.1	XP_025996480.1, XP_025996479.1, XP_025996478.1
OG0000973	XP_026297000.1, XP_026296998.1, XP_026296999.1	XP_025995015.1, XP_025995014.1
OG0000974	XP_026301020.1	XP_011158478.1, XP_039315669.1
OG0000975	XP_026296074.1, XP_026296077.1	XP_039305351.1, XP_039305332.1
OG0000976	XP_394641.3	XP_011166681.1, XP_011166682.1, XP_011166683.1
OG0000977	XP_016767875.1	XP_011170453.1, XP_025988785.1
OG0000978	XP_006570613.1	XP_025988062.1
OG0000978	XP_026299474.1	XP_039312849.1
OG0000979	XP_006557897.2	XP_039310714.1
OG0000979	XP_026298254.1	XP_025989398.2
OG0000981	XP_026295830.1	XP_011175614.2
OG0000982	NP_001191178.1, XP_026298869.1	XP_039312643.1
OG0000983	XP_016767678.1, XP_016767677.1, XP_006567729.2	XP_025996299.1, XP_011161616.1, XP_011161615.1
OG0000984	NP_001011581.1, XP_026300306.1	XP_011168644.1
OG0000985	XP_016769986.1	XP_011166971.1
OG0000987	XP_026295593.1, XP_026295592.1, XP_026295594.1	XP_039313616.1
OG0000987	XP_006561189.1	XP_011168290.2
OG0000989	XP_006560434.2, XP_006560423.2	XP_025986626.1, XP_011158016.1
OG0000990	XP_006568558.1, NP_001137393.1	XP_011157427.1, XP_011157429.1, XP_011157428.1, XP_025995188.1
OG0000992	XP_006559391.1, XP_006559390.1, XP_016771285.1	XP_039309285.1
OG0000993	XP_006568212.1, NP_001011630.1	XP_011158936.1, XP_011158937.1
OG0000994	XP_026294802.1	XP_039302337.1
OG0000994	XP_006564300.1	XP_011170722.1
OG0000995	XP_397047.2	XP_039309136.1
OG0000996	XP_624111.1	XP_025989662.1, XP_011164800.1
OG0000997	XP_026296339.1	XP_039302938.1
OG0000998	XP_624692.2	XP_011159136.2
OG0000999	XP_016769017.1, XP_016769016.1	XP_025988924.1
OG0001000	XP_001120471.1	XP_039305721.1, XP_025987551.1, XP_039305714.1
OG0001001	XP_026295826.1	XP_011163623.1
OG0001002	XP_016772103.2	XP_011166211.1
OG0001003	XP_026298974.1	XP_025992817.1
OG0001003	XP_016769951.1	XP_011165020.1, XP_011165021.1
OG0001004	XP_006566109.1	XP_011169693.1
OG0001005	XP_395732.3	XP_039306361.1, XP_039306362.1, XP_011161118.1, XP_011161120.1, XP_011161119.1
OG0001006	XP_396203.4	XP_011175337.3, XP_011175336.2
OG0001007	XP_006564882.2, XP_003250536.2	XP_025996086.1
OG0001008	XP_026299500.1	XP_039313823.1, XP_025995609.2, XP_011173151.2
OG0001009	XP_016769432.1	XP_011166446.1
OG0001009	XP_026299890.1	XP_039305198.1
OG0001010	XP_026301943.1	XP_039308328.1, XP_039308327.1, XP_039308329.1, XP_039308333.1
OG0001011	XP_016769245.2	XP_025993924.1, XP_011159821.2
OG0001013	XP_624234.2	XP_039307293.1
OG0001014	XP_006565985.1, XP_006565984.1, XP_016766390.1	XP_011157434.1
OG0001015	XP_006565528.1	XP_011161194.1, XP_025991211.1, XP_011161193.1, XP_011161195.1
OG0001016	XP_026301237.1	XP_025992910.1
OG0001016	XP_624301.1	XP_011169863.1
OG0001017	XP_016770770.1, XP_396993.3	XP_025988474.1
OG0001018	XP_006570932.1, NP_001091704.1	XP_039302706.1
OG0001018	NP_001035352.2	XP_039302708.1
OG0001019	XP_026299519.1	XP_011163380.1
OG0001020	XP_026295498.1	XP_011159873.1
OG0001021	XP_026299817.1, XP_026299818.1, XP_026299819.1, XP_026299820.1, XP_026299821.1	XP_011163049.2
OG0001022	XP_026298033.1	XP_025991400.1, XP_039301782.1, XP_039301783.1, XP_011158425.2
OG0001023	XP_026299760.1	XP_025993731.2, XP_025993732.2
OG0001025	XP_016769853.2	XP_011167003.2
OG0001026	XP_026298299.1	XP_039308723.1, XP_039308721.1, XP_039308722.1
OG0001027	XP_006567883.1, XP_006567884.1	XP_039308919.1
OG0001028	NP_001229442.1	XP_011170350.2
OG0001028	XP_625073.3	XP_011163544.1
OG0001029	XP_026300196.1, XP_026300199.1	XP_025988620.2
OG0001030	XP_026300920.1	XP_025992589.2, XP_025992588.2
OG0001031	XP_006571173.2, XP_006571172.2	XP_039307586.1
OG0001032	NP_001011654.1, XP_026300344.1, NP_001011653.2, XP_026299327.1	XP_039308244.1
OG0001033	XP_006568643.1	XP_011172421.1, XP_011172423.1
OG0001034	XP_006562221.1, XP_026296555.1	XP_039303076.1, XP_011171224.1
OG0001035	XP_026297968.1	XP_025992621.1
OG0001036	XP_001122961.3	XP_011165277.1
OG0001036	XP_001121190.3	XP_025993616.1
OG0001037	XP_393500.1, XP_003249222.1	XP_025993818.1
OG0001038	XP_003251510.1, XP_006570286.1, XP_016767749.1	XP_011160153.1
OG0001039	XP_006562044.3	XP_011161111.1
OG0001040	XP_016766860.1	XP_011165337.1, XP_011165336.1
OG0001041	XP_394621.2	XP_025988910.1, XP_025988911.1, XP_011164254.1, XP_039301989.1
OG0001042	XP_016766332.1, XP_006569002.1, XP_006569001.1	XP_025996045.1, XP_025996043.1, XP_025996044.1, XP_025996042.1
OG0001043	XP_026297480.1, XP_026297477.1	XP_011166024.2, XP_025992543.2
OG0001044	XP_006563732.1	XP_011169612.1, XP_011169610.1
OG0001045	XP_006559862.1, XP_006559864.1, XP_016768657.1	XP_011162672.2
OG0001046	XP_016770996.2, XP_016770997.2	XP_011162026.1, XP_025987025.1, XP_011162025.1
OG0001048	XP_026300611.1	XP_039305995.1
OG0001049	XP_624798.3, XP_016769663.1, XP_026298576.1	XP_011166480.1, XP_011166481.1
OG0001050	XP_006564382.1	XP_011159776.1
OG0001051	XP_006566409.1, XP_006566408.1, XP_625132.2	XP_039312332.1
OG0001052	XP_006572082.1	XP_011160586.1
OG0001054	XP_006557792.2, XP_016772603.2, XP_026301494.1	XP_039313698.1, XP_039313699.1
OG0001055	XP_016771409.1, XP_006560471.1, XP_393921.4	XP_011157954.1
OG0001056	XP_392256.2	XP_039301672.1, XP_011167342.1
OG0001057	XP_003251106.1	XP_025992790.1, XP_011155465.1
OG0001058	XP_006559288.1	XP_025991914.2
OG0001059	XP_026302246.1	XP_011155850.2
OG0001059	XP_026298512.1, XP_026298511.1	XP_025992160.1
OG0001060	XP_016767094.2	XP_011163616.1
OG0001061	XP_006566068.1	XP_011161404.1
OG0001063	XP_026301341.1	XP_025989549.2
OG0001063	XP_026297188.1, XP_026297187.1	XP_039313025.1
OG0001064	XP_006567342.1, XP_006567343.1	XP_025994664.2
OG0001065	XP_016772709.1, XP_006571870.1	XP_025993227.1, XP_025993228.1
OG0001066	XP_006566719.1	XP_025991457.2, XP_039307737.1
OG0001067	XP_006570391.1, XP_016770284.1	XP_025986088.2
OG0001068	XP_026295232.1	XP_011164046.1, XP_039309169.1
OG0001069	XP_003249139.1	XP_039301790.1, XP_011161238.2
OG0001070	NP_001314876.1	XP_039310287.1, XP_039307351.1, XP_025993526.1, XP_039307349.1
OG0001071	NP_001139209.1, XP_006561618.1	XP_025992820.1
OG0001072	XP_006560468.1, XP_006560463.2	XP_039311109.1
OG0001073	XP_001122039.4	XP_011166357.1
OG0001073	XP_003249924.2	XP_011166496.2
OG0001074	XP_026295412.1	XP_011159283.1
OG0001074	XP_006560957.3	XP_011159282.2
OG0001075	XP_006563366.1	XP_025990833.2
OG0001076	XP_026299125.1	XP_011159538.1
OG0001077	XP_001123319.2, XP_006565335.1	XP_011170429.1, XP_011170430.1, XP_011170428.1
OG0001078	XP_624526.2	XP_025986036.1, XP_025986037.1, XP_011166956.1, XP_039308895.1
OG0001079	XP_394551.1	XP_025991664.1, XP_011159694.1
OG0001082	XP_006571217.1, XP_397334.3, XP_016773438.1	XP_011172611.1, XP_025994767.1
OG0001083	XP_016773335.2, XP_016773334.2	XP_011159372.2
OG0001084	XP_026300923.1	XP_011155352.1, XP_011155351.2
OG0001085	XP_026296504.1	XP_025989431.1, XP_025989433.1
OG0001086	XP_006567234.1, XP_006567236.1	XP_011165624.1
OG0001087	XP_001121591.2, XP_006564963.1	XP_011161180.2, XP_011161179.2
OG0001090	XP_396588.2	XP_011165641.1
OG0001091	NP_001164445.1, XP_016767976.1	XP_025990318.1
OG0001092	XP_006561609.1, NP_001011634.1	XP_011166457.1, XP_039306837.1
OG0001093	XP_394840.2	XP_011169511.1
OG0001094	XP_006571453.2	XP_039308804.1, XP_039308803.1, XP_039304718.1, XP_011162536.1, XP_039311022.1, XP_039310600.1, XP_011162537.1
OG0001095	XP_392758.2	XP_011158680.1
OG0001096	XP_006557822.1, XP_006557823.1, XP_016772640.1	XP_025993866.1, XP_025993865.1, XP_025993867.1
OG0001097	XP_393678.2, XP_006566141.1, XP_006566142.1	XP_011171301.1
OG0001098	XP_026300052.1, XP_026300053.1	XP_039314597.1
OG0001099	XP_006571049.1	XP_039311772.1, XP_039311773.1, XP_011159129.1
OG0001100	XP_001122230.1	XP_011166885.1
OG0001101	XP_395328.3	XP_011169060.1, XP_025986266.1
OG0001102	XP_026295758.1	XP_011173598.1
OG0001103	NP_001091636.1, NP_001011626.2	XP_025992892.1
OG0001104	XP_006570306.1, XP_026296437.1, XP_016767854.1	XP_011165981.1, XP_011165982.1, XP_039310830.1
OG0001105	XP_394313.1	XP_011158662.1
OG0001106	XP_003251085.1	XP_039306727.1, XP_011171425.1
OG0001107	XP_006564735.1	XP_011171628.1
OG0001108	XP_392498.1	XP_011175804.1
OG0001109	XP_006559508.1	XP_025997087.1
OG0001110	XP_026299374.1	XP_039305008.1, XP_025987622.2
OG0001111	XP_006571180.1	XP_011167411.1
OG0001112	XP_006568443.2, NP_001106142.2	XP_025997156.1
OG0001113	XP_625126.3	XP_011155666.1
OG0001114	XP_006559286.2	XP_039308544.1
OG0001115	XP_006564576.1, XP_001122245.1	XP_025987003.1
OG0001116	XP_016769189.1, XP_006569851.1, XP_006569852.1	XP_025995356.1, XP_039313579.1, XP_039313578.1, XP_011164317.1
OG0001117	XP_026298997.1	XP_011160593.1, XP_039304729.1, XP_039304728.1, XP_011160592.1
OG0001118	XP_393072.2	XP_011170731.1, XP_011170733.1, XP_011170732.1
OG0001119	XP_396585.2	XP_025989072.1
OG0001120	XP_016770688.2	XP_039302541.1
OG0001120	XP_006557512.1	XP_039302542.1
OG0001121	XP_026302064.1, XP_016773223.2	XP_025991526.1, XP_039307815.1
OG0001122	XP_026294846.1	XP_011155854.1
OG0001123	XP_026301258.1	XP_025989167.1, XP_025989166.1
OG0001124	XP_006562958.1	XP_011163637.1, XP_011163636.1
OG0001125	XP_016766166.1	XP_039310854.1, XP_025992661.2
OG0001126	XP_006559675.1	XP_011166887.2, XP_025985954.2
OG0001127	XP_006570099.2, XP_006570095.2	XP_011158552.1, XP_011158551.3
OG0001128	XP_006569466.2	XP_011156523.3
OG0001129	XP_396640.4	XP_011156357.1, XP_039307593.1
OG0001130	XP_006557887.1	XP_025986574.2, XP_011161459.2, XP_039310703.1
OG0001132	XP_006569397.1, XP_624593.1	XP_011163174.1
OG0001134	XP_016771230.1, XP_026300477.1, XP_006559375.2	XP_011160255.1, XP_011160257.1, XP_025992574.1
OG0001135	XP_006571652.2	XP_039313398.1
OG0001136	XP_006559354.2, XP_003249471.2, XP_006559350.2, XP_006559353.2, XP_006559352.2, XP_006559351.2	XP_011175151.1
OG0001137	XP_026295441.1	XP_011157895.1, XP_025995386.1
OG0001138	XP_006566401.1	XP_011168199.1
OG0001139	XP_026301211.1	XP_025985879.1, XP_039309052.1, XP_025985881.1, XP_025993909.2
OG0001140	XP_393160.1, XP_006567190.1, XP_006567191.1	XP_011165958.1
OG0001141	XP_006563759.1	XP_025995593.1
OG0001142	XP_016772413.1, XP_026301646.1	XP_011155375.3
OG0001143	XP_395253.2	XP_011169579.1
OG0001144	XP_394084.6	XP_011166007.2
OG0001145	XP_396237.5	XP_011168245.2
OG0001146	XP_006571967.1	XP_039308020.1, XP_011157448.1, XP_039308018.1
OG0001147	XP_006562602.1, XP_006562601.1	XP_011166309.1
OG0001148	XP_026299849.1	XP_011172034.1
OG0001149	XP_006566733.2	XP_039312701.1, XP_011169138.1
OG0001150	XP_393050.2	XP_039310944.1
OG0001151	XP_026299394.1, XP_016770657.1	XP_011167664.1, XP_011167665.1, XP_025993787.1, XP_011167666.1
OG0001152	XP_026299206.1	XP_011159091.2
OG0001153	XP_026296179.1	XP_025989988.2
OG0001153	XP_016767064.1	XP_039312520.1
OG0001154	XP_006558313.1	XP_039304148.1
OG0001155	XP_394362.2, XP_026302250.1	XP_011172072.1, XP_039302712.1
OG0001156	XP_016770011.2	XP_011159299.2
OG0001157	XP_006571672.1, XP_006571671.1, XP_394261.3	XP_011157466.1, XP_039303668.1, XP_039303663.1
OG0001158	XP_006568640.1	XP_025991651.1
OG0001159	XP_393754.2, XP_016770687.1	XP_011167339.1
OG0001160	XP_016767529.2	XP_039311819.1
OG0001161	XP_006560282.1, XP_623371.1	XP_011167380.1
OG0001161	XP_006560283.2	XP_011156243.2
OG0001162	XP_006562183.2, XP_026296456.1	XP_039303089.1, XP_039303087.1, XP_039303088.1, XP_011169752.1
OG0001163	XP_394764.3	XP_011161732.3
OG0001164	XP_392630.2	XP_039312072.1, XP_025992020.1, XP_011169634.1, XP_011169630.1, XP_011169631.1, XP_011169633.1
OG0001165	XP_006564520.1, XP_016769827.2	XP_025985971.2
OG0001166	NP_001171496.1	XP_011168537.1, XP_011168538.1
OG0001167	XP_006570996.1, XP_006570997.1	XP_011156104.1
OG0001168	NP_001229399.1, NP_001011566.1	XP_011176352.1
OG0001169	XP_394044.2, XP_006565704.1	XP_039306262.1, XP_039306261.1, XP_011157746.1
OG0001170	XP_026296689.1	XP_011162655.1
OG0001171	XP_016769313.1	XP_025994529.1
OG0001171	XP_016769308.1	XP_025994523.1
OG0001173	XP_393202.4	XP_011158513.2, XP_039310526.1
OG0001174	XP_006566977.1	XP_011161987.1
OG0001175	XP_006559056.1	XP_025993082.1
OG0001176	XP_006564297.1	XP_039302580.1, XP_039302579.1, XP_039302581.1
OG0001179	XP_006562919.1, XP_006562920.1, XP_006562921.1, XP_393004.3	XP_039304562.1
OG0001180	XP_016766672.2, XP_016766674.2	XP_011167997.1, XP_025990282.1
OG0001181	XP_001121169.2	XP_011156355.1, XP_039307596.1
OG0001182	XP_016770554.2, XP_026299860.1, XP_016770549.2	XP_039305887.1, XP_039305890.1
OG0001183	XP_006560979.1, XP_016766593.1	XP_025990516.1
OG0001184	XP_016769415.2, XP_006558414.2	XP_011156884.2, XP_039307254.1
OG0001185	XP_026300118.1	XP_039312820.1
OG0001186	XP_003250487.1, XP_006564675.1, XP_006564676.1	XP_011175807.1
OG0001187	XP_006559596.1, XP_006559595.1, XP_395581.4, XP_016769158.1, XP_016769162.1, XP_016769161.1, XP_016769160.1, XP_016769159.1	XP_011172004.1, XP_011172006.1
OG0001188	XP_006567818.1	XP_011163748.1
OG0001189	XP_006563026.1, XP_026300936.1	XP_039313493.1, XP_039313495.1, XP_039313487.1, XP_025986851.1, XP_039313496.1
OG0001190	XP_026295013.1	XP_025987355.2
OG0001191	XP_006563494.1	XP_039303760.1
OG0001193	XP_394484.1	XP_011173460.1
OG0001195	XP_006562818.1, XP_006562819.1, XP_623089.2	XP_025985837.1, XP_011166782.1, XP_011166783.1
OG0001197	XP_026299557.1	XP_011157457.1
OG0001197	NP_001265267.1	XP_025987979.1
OG0001198	XP_394229.2	XP_039314770.1
OG0001199	XP_026299730.1, XP_001122178.2	XP_011172415.1
OG0001201	XP_006560866.2, XP_006560865.2	XP_011162101.2
OG0001202	XP_624691.1	XP_011162095.1, XP_011162106.1, XP_039312312.1, XP_039312311.1, XP_039312473.1, XP_039312313.1, XP_039312472.1, XP_011172272.2, XP_039302872.1
OG0001203	XP_026296668.1	XP_039310696.1, XP_011163743.2
OG0001204	XP_026298970.1, XP_026298971.1	XP_025991982.1
OG0001205	XP_395193.1	XP_039314810.1
OG0001205	XP_006567401.1	XP_039303835.1
OG0001206	XP_392452.2	XP_011156167.1
OG0001207	XP_016771021.1, XP_016771020.1	XP_011156545.1, XP_039302232.1
OG0001208	XP_006565631.1	XP_011170339.1
OG0001209	XP_006562487.1	XP_011172048.1
OG0001210	XP_006557363.2	XP_039307930.1, XP_011165372.2, XP_039315002.1, XP_039315004.1, XP_039307520.1
OG0001211	XP_006557488.1	XP_039305023.1, XP_039305022.1
OG0001212	XP_026295914.1, XP_016772842.1, XP_016772841.1, XP_016772846.1, XP_026295907.1, XP_026295911.1	XP_039309508.1
OG0001214	XP_006562468.1	XP_011160964.2
OG0001215	XP_393437.3	XP_039312900.1
OG0001216	XP_006568665.1	XP_011172216.1
OG0001217	XP_016772439.2	XP_011175935.1, XP_039308277.1, XP_011175936.1
OG0001218	XP_006569578.2, XP_394630.3	XP_011166690.1, XP_011166689.1, XP_039301873.1
OG0001219	XP_397127.5	XP_011159638.1, XP_039303862.1, XP_011159634.1, XP_011159636.1
OG0001220	XP_026301533.1	XP_011169281.1, XP_039302204.1
OG0001221	XP_624977.1	XP_025992507.1
OG0001222	XP_625228.3	XP_011164688.1, XP_011164686.1, XP_011164689.1
OG0001223	XP_026300888.1, XP_394882.2	XP_011164227.1
OG0001224	XP_392390.1	XP_011159507.1
OG0001225	XP_006563839.1	XP_011164828.1
OG0001226	XP_026298822.1, XP_001120016.1	XP_011166465.1
OG0001228	XP_016772279.1	XP_025987277.1, XP_039314353.1
OG0001229	XP_006558672.1	XP_039305870.1
OG0001230	XP_006570299.1, XP_006570300.1	XP_011169142.1
OG0001231	XP_016771299.2	XP_011158057.1
OG0001232	XP_026299027.1, XP_016772926.2	XP_011166300.1
OG0001233	XP_394419.2	XP_011170934.1, XP_039302501.1
OG0001234	XP_016771367.2	XP_011161472.2
OG0001236	XP_026296373.1	XP_039312471.1, XP_011161524.1
OG0001237	XP_391881.4	XP_039311173.1, XP_039310827.1
OG0001238	XP_026297900.1, XP_026297892.1	XP_025993336.1, XP_039304779.1
OG0001239	XP_395451.4	XP_025995034.1
OG0001240	XP_006566518.1, XP_016770274.1, XP_006566519.1	XP_011165534.1
OG0001241	XP_006564444.2, XP_006564443.2	XP_011172347.1, XP_011172352.1
OG0001242	XP_394201.3	XP_011163952.2
OG0001243	XP_001120576.2, XP_006566695.1	XP_039308191.1, XP_025992363.2, XP_025992362.2, XP_025992361.2
OG0001244	XP_392845.4	XP_011168503.1
OG0001245	XP_001121323.1	XP_025988274.1
OG0001246	XP_396918.4, XP_006570952.1	XP_039303840.1, XP_025988269.1, XP_011168731.1
OG0001247	XP_016769849.1	XP_011164739.2
OG0001248	XP_003249075.1	XP_039304594.1
OG0001249	XP_006568191.1	XP_039309218.1
OG0001250	XP_006558929.1, XP_006558930.1	XP_011164364.2
OG0001251	XP_006562717.2	XP_039312198.1
OG0001252	XP_016772258.2	XP_039314807.1
OG0001253	XP_016770711.2	XP_025995063.2
OG0001254	XP_006558444.1, XP_006558445.1, XP_006558446.1, XP_006558447.1, XP_623442.2	XP_011168604.1
OG0001255	XP_026297873.1	XP_039314922.1, XP_025987255.1
OG0001256	XP_392405.3	XP_025988912.1
OG0001256	XP_003251576.1	XP_025988913.1
OG0001257	XP_026301321.1	XP_011160876.1, XP_025994228.1
OG0001258	NP_001164477.1	XP_025987582.1, XP_011173619.1
OG0001259	XP_006561326.1	XP_011164223.1, XP_011164216.2
OG0001260	XP_006559095.2	XP_039304059.1
OG0001260	XP_016772351.2	XP_011166201.1
OG0001261	XP_026298661.1, XP_006567398.1	XP_011160516.2
OG0001262	XP_006572321.1, XP_006572322.1	XP_011164195.1
OG0001263	XP_395392.3	XP_011170503.1
OG0001264	XP_392534.3	XP_011165039.1
OG0001266	XP_006572356.1	XP_011162657.1, XP_025987442.1
OG0001267	XP_394714.3	XP_011163983.1, XP_039308646.1, XP_025994469.1, XP_039308643.1
OG0001268	XP_003249388.1	XP_025989285.1
OG0001269	XP_006559065.1, XP_006559062.1	XP_039315133.1, XP_025994739.1
OG0001270	XP_001121503.2	XP_011157222.1
OG0001271	XP_026300954.1	XP_039313271.1
OG0001272	NP_001035321.1, XP_026297805.1	XP_011159578.1, XP_011159747.3, XP_025997663.2, XP_039314843.1
OG0001273	XP_026296398.1, XP_006570301.2	XP_025987733.1
OG0001274	XP_001122827.2	XP_011170905.2, XP_011173464.2
OG0001277	XP_026295295.1, XP_026295296.1, XP_016773012.1	XP_025989192.1
OG0001278	XP_392893.3	XP_039315140.1, XP_039315139.1, XP_011155768.1, XP_011155769.1
OG0001279	XP_026295958.1, XP_026295957.1	XP_039311659.1, XP_011163520.1, XP_039311656.1
OG0001280	XP_026300549.1	XP_011168647.1
OG0001281	XP_016769580.1	XP_011171012.1
OG0001282	XP_006564543.1	XP_011163529.2
OG0001283	XP_006568427.1, XP_016768751.1	XP_039309473.1, XP_039309472.1
OG0001284	XP_394429.4	XP_011159268.2
OG0001286	XP_026300876.1, XP_026300874.1, XP_026300875.1, XP_026300873.1	XP_011175133.1
OG0001287	XP_026302119.1	XP_011165494.2, XP_039307430.1, XP_011165491.2, XP_025986183.2
OG0001288	NP_001035353.1	XP_011165929.1, XP_025993806.1, XP_011165930.1, XP_011165928.1
OG0001289	XP_001120054.2	XP_011162420.1
OG0001290	XP_026301145.1	XP_011163991.2, XP_011166539.2, XP_039310665.1, XP_039310663.1, XP_039310664.1
OG0001291	XP_006565323.1, XP_623775.3	XP_025995978.1, XP_039315524.1
OG0001292	XP_625028.1	XP_039312474.1
OG0001293	XP_001119898.1	XP_011160608.1
OG0001294	XP_394095.3	XP_011166902.1
OG0001295	XP_026298643.1	XP_025988763.2, XP_011172182.2, XP_039313063.1
OG0001298	XP_392800.3	XP_025991722.1
OG0001300	XP_026300271.1, XP_026300270.1	XP_039308336.1, XP_011176356.1
OG0001301	XP_026298240.1, XP_026298239.1	XP_039313098.1
OG0001302	XP_026301923.1	XP_039305041.1
OG0001303	XP_016766222.1, XP_016766225.1	XP_011162751.2, XP_025993208.2
OG0001304	XP_006563576.1, XP_026301131.1	XP_039303726.1, XP_011169416.1
OG0001306	XP_006566054.1	XP_039311745.1, XP_025993252.1
OG0001307	XP_026296701.1	XP_025992202.1, XP_025992201.1, XP_039304075.1
OG0001308	XP_026301522.1	XP_011164101.2
OG0001310	XP_006571955.1, XP_001122617.2	XP_011175922.1
OG0001312	XP_006569762.1	XP_011169654.1
OG0001313	XP_393558.1	XP_011168031.1
OG0001314	XP_006561423.1	XP_025987160.1, XP_025987159.1
OG0001315	XP_006562371.1, XP_016771801.1	XP_039307094.1, XP_039307090.1, XP_039307091.1
OG0001316	XP_016773414.1, XP_006571183.1	XP_011165521.1, XP_011165520.1, XP_039307433.1
OG0001317	XP_026301772.1, XP_026301780.1	XP_039305014.1, XP_011169093.1
OG0001318	XP_006561870.1, XP_623659.3	XP_039306228.1, XP_011159820.1
OG0001320	XP_001120442.2	XP_011175003.1
OG0001321	XP_016768933.1, XP_006564631.1, XP_006564632.1	XP_039304469.1
OG0001322	XP_001120452.2	XP_025995334.2, XP_025995333.2
OG0001323	XP_026297999.1	XP_039313975.1
OG0001323	XP_006568328.1	XP_011175670.1
OG0001328	XP_026298928.1, XP_006566140.1	XP_011171298.1, XP_011171300.1, XP_039307149.1
OG0001329	XP_026297740.1, XP_392793.4, XP_006568388.1, XP_006568387.1	XP_025994744.1
OG0001330	XP_006569373.1	XP_011173423.1
OG0001331	XP_392843.1	XP_011159081.1, XP_011155677.1
OG0001332	XP_391934.3	XP_011161127.1
OG0001333	XP_006561728.1, XP_006561729.1	XP_011161667.1
OG0001334	XP_026298647.1, NP_001071291.1	XP_039314193.1
OG0001335	XP_003250006.1	XP_011176244.1, XP_025994143.1
OG0001337	XP_006557510.1	XP_011172356.1
OG0001338	XP_026299446.1	XP_011156305.1
OG0001339	XP_006560547.1, XP_006560548.1	XP_011170919.1
OG0001340	XP_396914.2	XP_011157400.1, XP_039302773.1
