Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0001916	XP_006569310.1	NP_648272.1
OG0001917	XP_006559184.1	NP_611237.2
OG0001919	XP_026295420.1	NP_610950.2
OG0001920	XP_026299260.1	NP_608361.3
OG0001921	XP_026297912.1	NP_001036438.1
OG0001923	XP_006565281.1	NP_726381.1
OG0001924	XP_026302298.1, XP_026302295.1	NP_609384.1
OG0001925	XP_006571829.1	NP_476618.1
OG0001926	XP_392721.1	NP_609736.1
OG0001927	XP_397416.4, XP_006571828.2	NP_524688.1
OG0001928	XP_016769813.2	NP_001261246.1
OG0001929	XP_393673.3	NP_001260566.1, NP_001260567.1
OG0001930	XP_016769991.2	NP_650547.1
OG0001931	XP_006572346.1, XP_026302266.1	NP_001097135.1
OG0001933	XP_026301661.1, XP_016772147.2, XP_026301707.1	NP_524431.2
OG0001935	XP_006571434.1, XP_006571436.1	NP_001015254.1
OG0001936	XP_016768876.1	NP_001286158.1
OG0001937	NP_001159377.1, XP_006561583.1	NP_001259619.1
OG0001938	XP_001121838.2	NP_001286427.1
OG0001939	XP_006572022.1	NP_649157.1
OG0001940	XP_006559014.1, XP_006559013.1, XP_003249430.1	NP_001287364.1
OG0001941	XP_026295572.1, XP_026295581.1	NP_001368962.1
OG0001942	XP_394981.4	NP_001260565.1, NP_476804.1
OG0001943	NP_001128414.1	NP_001188918.1, NP_651214.2
OG0001944	XP_026295054.1, NP_001011594.1	NP_001163494.1
OG0001945	NP_001014992.2, XP_026299319.1, XP_026299716.1	NP_572873.2
OG0001946	XP_006566698.1	NP_001303420.1
OG0001947	XP_623782.1, XP_006565058.1	NP_649796.1
OG0001949	XP_006568087.1, XP_006568088.1, XP_624939.1	NP_001285813.1
OG0001950	XP_006563986.1, XP_006563984.1, XP_623136.3, XP_026295570.1	NP_001261595.1
OG0001951	XP_394762.4	NP_726846.1
OG0001952	XP_006564685.2	NP_001245466.1
OG0001953	XP_026299767.1	NP_788450.1
OG0001954	XP_006562334.1	NP_001263037.1
OG0001956	XP_006562695.1	NP_610804.1
OG0001959	XP_001120848.2	NP_649972.1
OG0001960	XP_393174.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	NP_001035357.1, XP_026295136.1	NP_001286875.1
OG0001962	XP_003249671.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_026297487.1	NP_648053.1
OG0001964	XP_016767882.2	NP_001287227.1
OG0001965	XP_392686.2	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_026300995.1	NP_001286827.1
OG0001967	NP_001104725.1	NP_001262353.1
OG0001968	XP_001122665.2	NP_001097756.1
OG0001969	XP_003250447.1, XP_016770394.1	NP_001259204.1
OG0001971	XP_026296991.1, XP_006562488.2, XP_003250107.2	NP_723787.1
OG0001973	XP_026298607.1, XP_006567526.1	NP_726095.2
OG0001974	XP_006564000.1	NP_648645.1
OG0001975	XP_026294727.1	NP_001260979.1
OG0001976	XP_394673.4	NP_001138150.1
OG0001977	NP_001265262.1, XP_026297361.1	NP_611067.2
OG0001981	XP_001122667.2	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001983	XP_026299741.1	NP_610838.1
OG0001987	XP_006557926.1	NP_001356937.1
OG0001988	XP_006568657.1	NP_524001.2
OG0001989	XP_395877.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_006570178.1	NP_788760.1
OG0001991	XP_623079.2, XP_006562631.2	NP_001262998.1
OG0001992	XP_026295286.1, XP_006558448.1	NP_001245552.1
OG0001994	XP_625034.1	NP_651072.1
OG0001995	XP_396634.2	NP_523355.2
OG0001996	XP_026299876.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_003249792.1	NP_996267.1
OG0001998	XP_026296171.1, XP_026296174.1, XP_026296173.1, XP_026296172.1	NP_651780.1
OG0001999	XP_624205.2	NP_523428.1
OG0002000	XP_026301334.1, XP_026301335.1	NP_726490.3
OG0002001	XP_624562.2	NP_001285572.1
OG0002002	NP_001035345.1, XP_006571765.2	NP_001027274.2, NP_001260458.1
OG0002003	XP_026300645.1	NP_001259998.1
OG0002004	XP_026295896.1	NP_650776.1
OG0002005	XP_026295546.1, XP_026295545.1	NP_647640.1
OG0002006	XP_392711.4	NP_001247376.1, NP_001247375.1
OG0002007	XP_624429.2	NP_001261689.1
OG0002009	XP_006562151.1, XP_625149.1, XP_006562150.1	NP_001027401.1
OG0002010	XP_625179.1	NP_651600.1
OG0002011	XP_006569298.1	NP_001286589.1
OG0002012	XP_016773481.1, NP_001107660.1	NP_001014582.1, NP_524041.2
OG0002013	XP_395056.4	NP_001245550.1
OG0002014	XP_006560410.1	NP_476562.1
OG0002015	XP_623739.2	NP_609782.2
OG0002016	XP_396581.5	NP_788448.1
OG0002017	XP_026301178.1	NP_610188.2
OG0002018	XP_006557745.2, NP_001229397.1	NP_648586.2
OG0002019	XP_623673.3	NP_001137910.2
OG0002020	XP_026296296.1, XP_026296289.1	NP_732549.2
OG0002021	XP_026297392.1, XP_026297393.1	NP_649827.2
OG0002022	XP_624811.3	NP_726406.1
OG0002023	XP_026300485.1, XP_006557894.1, XP_006557893.1	NP_001245577.1
OG0002024	XP_026296072.1	NP_610095.1
OG0002025	XP_016767160.1	NP_649877.1
OG0002026	XP_006568164.1	NP_001259298.1
OG0002028	XP_392742.4	NP_001263045.1, NP_001036699.1
OG0002029	XP_393021.4	NP_610059.1
OG0002032	XP_006567845.1, XP_394587.3	NP_001286795.1
OG0002033	XP_026301076.1, XP_006563533.1	NP_001285275.1
OG0002034	XP_006558694.1	NP_001163027.1, NP_001189073.1
OG0002036	XP_026294976.1	NP_001286548.1
OG0002037	XP_397092.3	NP_524660.1
OG0002039	XP_016771674.1, XP_003249647.1	NP_001286974.1
OG0002041	XP_006566987.1	NP_647887.1
OG0002042	XP_026298837.1	NP_001137671.1, NP_610099.1
OG0002043	XP_393404.2	NP_001034012.2
OG0002044	XP_026301448.1	NP_001263139.1
OG0002045	XP_026298052.1	NP_477311.1
OG0002046	XP_026295870.1	NP_001097124.1
OG0002047	XP_395924.2	NP_001189286.1
OG0002048	XP_006569408.2	NP_001247185.1
OG0002049	XP_006557379.2	NP_732811.1
OG0002050	XP_006568607.1	NP_001285355.1
OG0002051	XP_392246.3	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_026298620.1	NP_611508.1
OG0002053	XP_006557635.1, XP_006557637.1	NP_610530.1
OG0002054	XP_026301012.1, XP_016771495.1	NP_524677.1
OG0002055	XP_003250472.2	NP_001259900.1, NP_572902.1
OG0002056	XP_623996.3	NP_524907.2
OG0002057	XP_006564911.3	NP_609888.2
OG0002058	XP_624823.1	NP_609119.2
OG0002059	XP_026300939.1	NP_648185.1
OG0002060	XP_006558279.1, XP_016768968.1	NP_726403.2
OG0002061	XP_006559822.1	NP_001036338.1
OG0002062	XP_026297746.1	NP_001356975.1
OG0002063	XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299135.1, XP_026299139.1	NP_001285001.1
OG0002064	XP_006557901.1, XP_016771212.1	NP_001356982.1
OG0002065	XP_026300905.1	NP_001284967.1
OG0002066	XP_016772001.1, XP_625215.4	NP_649869.1
OG0002067	XP_006557829.1	NP_651116.1
OG0002068	XP_396039.6	NP_611856.1
OG0002069	XP_003249083.2	NP_652610.1
OG0002070	XP_006568802.1	NP_650941.3
OG0002071	XP_006570054.1	NP_477372.1
OG0002072	XP_394778.2	NP_001259984.1
OG0002073	XP_623094.2	NP_001260394.1
OG0002074	XP_003250290.2	NP_001260491.1, NP_001263066.1
OG0002075	XP_624827.3	NP_524583.1
OG0002076	NP_001035320.1	NP_001163600.1
OG0002077	XP_001119921.1	NP_724409.3
OG0002078	XP_016770352.2	NP_001259928.1
OG0002079	XP_392419.3	NP_001261524.1
OG0002080	XP_396298.2	NP_649990.2
OG0002081	XP_006564656.1	NP_001286545.1
OG0002082	XP_026296977.1	NP_572503.1
OG0002083	XP_391852.2	NP_648372.1
OG0002084	XP_394417.5	NP_611677.1
OG0002085	XP_006572325.1	NP_001285316.1
OG0002086	XP_006562875.3	NP_609934.3
OG0002087	XP_006557806.1	NP_572818.1
OG0002088	XP_016769943.1, XP_006566281.1	NP_523833.1
OG0002089	XP_001122842.2	NP_001261563.1
OG0002090	XP_003250895.2	NP_001260029.1
OG0002091	XP_016768578.1	NP_001285049.1, NP_609350.2
OG0002092	XP_001120770.1	NP_788716.1
OG0002093	XP_001121453.1	NP_001262005.1
OG0002094	XP_006557484.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_006571055.1, XP_016768322.1	NP_733076.2
OG0002096	XP_006567403.1, XP_623232.1, XP_006567404.1	NP_723086.1
OG0002097	XP_016772243.1	NP_001162716.1, NP_729740.2
OG0002098	XP_395300.3	NP_477014.1
OG0002099	XP_016769587.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_001121113.1, XP_006562944.1	NP_001285208.1
OG0002101	XP_026297360.1, XP_392414.6	NP_001014695.1
OG0002102	XP_026296629.1	NP_649939.1
OG0002103	XP_396097.3, XP_006572192.1	NP_001260451.1
OG0002106	XP_026300909.1	NP_524818.1
OG0002107	XP_006562841.1	NP_523739.2
OG0002108	XP_392953.3	NP_996185.1
OG0002109	XP_392624.5	NP_611966.3
OG0002110	XP_026300792.1	NP_996042.1
OG0002111	XP_001120809.2, XP_026299066.1, XP_016770131.2	NP_001261454.1
OG0002113	XP_006562933.1	NP_001262803.1
OG0002114	XP_026296872.1, XP_026296873.1	NP_651508.1
OG0002115	XP_393033.4, XP_016771093.1, XP_016771091.1	NP_572197.4
OG0002116	XP_006562581.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_006567226.1	NP_001286076.1
OG0002119	XP_006565398.1	NP_001162779.1
OG0002120	XP_001120472.1, XP_026299847.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_026296861.1	NP_001262679.1
OG0002122	XP_006567480.1, XP_001122362.2	NP_001138057.1
OG0002123	XP_624419.3	NP_523593.5
OG0002124	XP_016772410.1	NP_001369005.1
OG0002125	XP_016769141.2	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_623779.1	NP_524659.1, NP_652413.1
OG0002127	XP_016766513.2, XP_026294932.1	NP_001261984.1
OG0002128	XP_001120093.2	NP_611499.3
OG0002129	XP_016768262.1	NP_788872.1
OG0002131	XP_006557820.2, XP_016772551.2	NP_001259886.1
OG0002132	XP_026300717.1, XP_026300716.1	NP_001261614.1
OG0002134	XP_016768353.1	NP_001163664.1
OG0002136	XP_001122322.2	NP_608780.1
OG0002137	XP_006569994.1	NP_001286327.1
OG0002138	XP_625185.1	NP_001262079.1
OG0002139	XP_026298880.1	NP_648894.2
OG0002140	XP_006558381.1	NP_001262599.1
OG0002141	XP_006559209.1, XP_006559207.1	NP_730594.1
OG0002142	XP_026299682.1	NP_001285282.1
OG0002143	XP_395256.3	NP_524238.1
OG0002144	XP_006565158.1	NP_001261617.1
OG0002145	XP_026302109.1	NP_609877.2
OG0002146	XP_026299965.1	NP_001259153.1
OG0002148	XP_396933.1	NP_650672.1
OG0002149	XP_026300946.1, XP_026300943.1	NP_726059.5
OG0002150	XP_006566767.2	NP_001036357.2
OG0002151	XP_026300010.1	NP_788891.2
OG0002152	XP_003251652.1	NP_001036397.2
OG0002153	XP_016770369.1	NP_608851.1, NP_511089.2
OG0002154	XP_026299147.1	NP_651555.1
OG0002155	XP_006569416.1, XP_026295969.1	NP_001262777.1
OG0002156	XP_006565490.3	NP_001262888.1
OG0002157	XP_026301644.1	NP_648105.1
OG0002158	XP_026301037.1, NP_001229447.1	NP_001284753.1
OG0002159	XP_003250614.1	NP_001284832.1
OG0002162	XP_392584.2, XP_624902.1	NP_649886.1
OG0002163	XP_006563942.2	NP_001286059.1
OG0002164	XP_016771568.2	NP_001287469.1
OG0002165	XP_006569656.1, XP_393231.4	NP_511170.1
OG0002166	XP_006559200.2	NP_651250.2
OG0002167	XP_016768696.2, XP_026297646.1	NP_730568.1
OG0002168	XP_026294882.1, XP_006568889.1	NP_001247018.1
OG0002169	XP_026297994.1	NP_610943.2
OG0002170	XP_006565614.1	NP_001285140.1
OG0002171	XP_016769791.1	NP_723732.2, NP_609741.3
OG0002172	XP_001120296.2	NP_001245974.1
OG0002173	XP_006571779.1, XP_003251788.1	NP_001262864.1
OG0002177	XP_026298372.1, XP_016768852.2	NP_001260910.1
OG0002178	XP_026298889.1	NP_524679.3
OG0002179	XP_003249515.1	NP_609675.2
OG0002181	XP_006570521.1	NP_001285496.1
OG0002182	XP_624698.2, XP_006568988.1, XP_026302282.1, XP_006568989.1	NP_001245595.1
OG0002183	XP_026296430.1	NP_788429.1
OG0002184	XP_026296731.1, XP_026296729.1	NP_001247215.1
OG0002185	XP_026301358.1	NP_726596.1
OG0002186	XP_026302010.1	NP_001285258.1
OG0002187	XP_391935.5	NP_649313.1
OG0002188	XP_026297259.1, XP_026297260.1, XP_026297262.1, XP_026297261.1, XP_016768233.1	NP_001104019.1
OG0002189	XP_396143.4	NP_572502.1
OG0002190	XP_026298063.1	NP_001097622.2
OG0002191	XP_001121570.2, XP_016768282.1	NP_001260762.1
OG0002192	XP_623917.2, XP_006571946.2	NP_725091.1
OG0002193	XP_001122623.2	NP_650940.2
OG0002194	XP_026297768.1	NP_001286884.1
OG0002195	XP_026295847.1, XP_026295848.1	NP_001285326.1
OG0002196	XP_026300743.1, XP_026300745.1, XP_026300744.1, XP_026300741.1, XP_016771852.2	NP_001246133.1
OG0002197	XP_026296432.1	NP_525097.1
OG0002198	XP_396254.6	NP_649415.2, NP_611222.2
OG0002200	XP_006560896.3	NP_001287456.1
OG0002202	NP_001139212.1	NP_001262840.1
OG0002203	XP_026299933.1	NP_001262806.1
OG0002204	XP_001120874.3	NP_650021.1
OG0002205	XP_006563822.1	NP_572327.1
OG0002206	XP_006557487.1, XP_016770518.1	NP_001285571.1
OG0002208	XP_016771336.1, XP_016771335.1, XP_026300595.1	NP_001137618.1
OG0002209	XP_393528.3	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002211	XP_397355.2	NP_649412.1
OG0002212	XP_003249894.1, XP_001120927.1, XP_026298487.1, XP_026298488.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_624684.1	NP_608580.2
OG0002217	XP_026295324.1, XP_026295325.1	NP_001163086.1
OG0002218	XP_003250601.1	NP_649774.1
OG0002219	XP_001120215.2	NP_651266.1
OG0002220	NP_001157189.1, XP_016767530.2	NP_001286572.1
OG0002221	XP_396584.2	NP_001259702.1
OG0002223	XP_006571646.1	NP_001287045.1
OG0002224	XP_026294816.1	NP_001014469.1
OG0002225	XP_026300388.1	NP_001163042.1
OG0002226	XP_006562807.1	NP_652639.1
OG0002236	XP_001121176.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_001123191.1	NP_001097736.1, NP_524682.1
OG0002238	XP_001120521.1, XP_003251367.1	NP_001260018.1
OG0002239	XP_001120164.2	NP_573175.2
OG0002240	XP_026298564.1, XP_026298563.1	NP_523684.2
OG0002241	XP_006563657.1	NP_001262025.1
OG0002242	XP_016772917.1, XP_006572233.1	NP_001259911.1
OG0002243	XP_026299740.1, XP_016770528.1, XP_001122640.1	NP_476646.2
OG0002244	XP_006567755.2	NP_001287433.1
OG0002246	XP_393344.3, XP_006557750.1	NP_524033.2
OG0002247	XP_016767143.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_397432.2	NP_608531.1
OG0002249	XP_026297491.1	NP_001261273.1
OG0002250	XP_001120412.2	NP_651181.1
OG0002251	XP_624501.1, XP_006569695.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_396630.2	NP_731500.1
OG0002253	XP_026295228.1	NP_001303378.1
OG0002254	XP_016772675.1	NP_523792.2
OG0002255	XP_026297113.1, XP_026297115.1	NP_001246745.1
OG0002256	XP_624663.4, XP_006568569.2, XP_006568570.2, XP_006568571.2	NP_649582.1
OG0002257	XP_395702.3	NP_476866.1
OG0002258	XP_026300612.1	NP_610379.2
OG0002259	XP_006557346.1, XP_026301503.1, XP_016772440.1	NP_001247099.1
OG0002260	XP_623081.1, NP_001301008.1	NP_649813.1
OG0002261	NP_001171538.1	NP_651967.2
OG0002262	XP_003249613.1	NP_001097502.1
OG0002263	XP_016770984.1	NP_001247310.1
OG0002264	XP_026300911.1	NP_729301.1
OG0002265	XP_392437.2	NP_001285313.1, NP_001287584.1
OG0002266	XP_006559576.1	NP_609647.1
OG0002267	XP_006565202.1	NP_001287120.1
OG0002268	XP_016767198.1, XP_026295771.1	NP_001260796.1
OG0002269	XP_016773151.1	NP_729528.2
OG0002270	XP_006557323.1, XP_396430.1	NP_001259717.1
OG0002271	XP_006566993.1	NP_647950.1
OG0002272	XP_624434.2	NP_651622.2
OG0002273	XP_006570893.1	NP_609364.1
OG0002275	XP_026296965.1, XP_006562012.1	NP_511166.2
OG0002276	XP_625102.3, XP_006565810.2	NP_648179.3
OG0002277	XP_393097.4	NP_649473.1
OG0002278	XP_006566688.1	NP_733209.1
OG0002279	XP_026300552.1, XP_026300553.1, XP_026300554.1	NP_001097075.2
OG0002280	XP_006558673.1	NP_001027412.1
OG0002281	XP_026301979.1	NP_001188935.1
OG0002282	XP_026302270.1	NP_650055.1
OG0002283	XP_006558356.1	NP_001014583.1, NP_524394.2
OG0002284	XP_006566199.1	NP_731688.2
OG0002285	XP_026300796.1, XP_026300797.1	NP_651667.1
OG0002286	XP_392823.3	NP_788515.1
OG0002287	XP_006561898.2	NP_001246966.1
OG0002288	XP_006564486.1	NP_476929.1
OG0002289	XP_392433.4	NP_001286047.1
OG0002290	XP_026301894.1, XP_026301895.1	NP_001137877.1
OG0002291	XP_026301097.1, XP_026301098.1	NP_001262693.1
OG0002292	XP_397510.4	NP_001137630.2
OG0002293	XP_026296916.1	NP_001369011.1
OG0002294	XP_006565447.1	NP_001287483.1, NP_001262939.1
OG0002295	XP_026298723.1	NP_001137978.1
OG0002296	XP_006558737.1, XP_006558736.1	NP_001285877.1, NP_001097153.1
OG0002298	XP_623793.2	NP_572488.1
OG0002299	XP_026297863.1, XP_006561512.1	NP_001246631.1
OG0002302	XP_016769155.2	NP_001262366.1
OG0002303	XP_001122450.1	NP_001285976.1
OG0002304	XP_006569379.1	NP_729380.1
OG0002305	XP_006569214.1	NP_609505.1
OG0002306	XP_396852.2	NP_001097477.1
OG0002307	XP_623604.1, XP_016769248.1	NP_001247158.1
OG0002309	XP_006565864.2	NP_523369.2
OG0002310	XP_006567666.1	NP_650863.3
OG0002311	XP_026299582.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_016771257.2	NP_610052.1
OG0002313	XP_395023.4	NP_611636.1
OG0002314	XP_006561876.1, XP_016769550.1	NP_611803.1
OG0002315	XP_393996.6	NP_001356923.1
OG0002317	XP_393151.1	NP_609965.1
OG0002318	XP_003250517.1	NP_651351.1
OG0002319	XP_003250597.1	NP_001287005.1, NP_524630.1
OG0002320	XP_006565618.1	NP_001259719.1
OG0002321	XP_026297493.1	NP_732964.1
OG0002322	XP_016766892.1	NP_001162651.1
OG0002323	XP_026295824.1	NP_649760.1
OG0002324	XP_001120965.1	NP_610722.2, NP_001260909.1
OG0002325	XP_001120159.2	NP_648482.3
OG0002326	XP_393737.2	NP_569874.1
OG0002327	XP_003249385.1	NP_001285776.1
OG0002328	XP_006566670.1, XP_006566671.1	NP_610273.1
OG0002329	XP_026296031.1, XP_016767288.2	NP_731930.3
OG0002330	XP_026299296.1, XP_006559127.1	NP_001285729.1
OG0002331	XP_006570938.1	NP_001284830.1
OG0002332	XP_397221.5	NP_001137802.1
OG0002333	XP_026301337.1	NP_001285918.1
OG0002334	XP_026299663.1, XP_026299660.1	NP_651249.2
OG0002335	XP_001119975.2, XP_006560145.1	NP_001262595.1
OG0002336	XP_394487.2	NP_001285803.1
OG0002337	XP_001119993.2, NP_001314889.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_026298259.1	NP_001036446.2
OG0002339	XP_006566096.3	NP_001188911.1
OG0002340	XP_623678.2	NP_001245889.1
OG0002341	XP_391912.1	NP_609968.3
OG0002342	XP_026296361.1	NP_001260601.1
OG0002343	XP_395632.3	NP_650447.1
OG0002344	XP_006568315.2, XP_393046.2	NP_001262835.1
OG0002345	XP_006560218.1	NP_609239.1
OG0002346	XP_016771785.2	NP_995679.1
OG0002347	XP_006559185.1, XP_396723.3	NP_001036341.2
OG0002349	NP_001265259.1	NP_477420.1
OG0002350	XP_392818.2	NP_650918.1
OG0002351	XP_003250076.3	NP_001287218.1
OG0002352	XP_395133.3	NP_788536.1
OG0002354	XP_016772167.1	NP_001286785.1
OG0002355	XP_006566805.1	NP_001259311.1
OG0002356	XP_006566091.1	NP_001261092.1
OG0002357	XP_026299554.1, XP_026299556.1, XP_026299555.1	NP_001285977.1
OG0002358	XP_006566151.2	NP_648945.1
OG0002359	XP_395266.4	NP_001285406.1
OG0002360	XP_624376.1	NP_001285833.1
OG0002361	XP_623701.2, XP_006572212.1	NP_608335.1, NP_609269.1
OG0002362	XP_006559626.1	NP_996330.1
OG0002363	XP_026299576.1	NP_001286579.1
OG0002364	XP_003251236.1, XP_016772918.1, XP_016772914.1	NP_572709.1
OG0002365	XP_392640.1	NP_609980.1
OG0002366	XP_026298726.1	NP_573019.1, NP_573018.1
OG0002367	XP_003249313.1	NP_652500.1, NP_001097158.1
OG0002368	XP_006567764.1	NP_001262276.1
OG0002369	XP_016769970.1	NP_647972.1
OG0002370	XP_016769894.1	NP_650501.1
OG0002371	XP_393373.3	NP_650583.1
OG0002372	XP_006562223.2, XP_016767727.2	NP_610940.1
OG0002373	XP_393684.4	NP_001188884.1
OG0002374	XP_006561887.2	NP_995906.1
OG0002375	XP_006564069.2	NP_523887.2
OG0002376	NP_001165874.1	NP_728294.1
OG0002377	XP_006570776.2	NP_611064.2
OG0002378	XP_006557619.1, XP_393658.4	NP_001261992.1
OG0002379	XP_393196.4	NP_001262969.1
OG0002380	XP_393330.3, XP_006566741.2, XP_006566742.2	NP_001285145.1
OG0002381	XP_006570749.1, XP_006570746.1	NP_649859.1
OG0002382	XP_026298356.1	NP_001287132.1
OG0002383	XP_026296958.1	NP_001033847.1, NP_001259598.1
OG0002384	XP_026298957.1, XP_026298956.1	NP_648946.3
OG0002385	XP_006567414.2	NP_648047.2
OG0002387	XP_016773609.1, XP_016773612.1	NP_001285097.1
OG0002388	XP_623803.3	NP_610573.1
OG0002390	XP_393685.3	NP_648059.1
OG0002391	XP_026296830.1	NP_608934.1
OG0002392	XP_006563636.2	NP_651763.4
OG0002393	XP_006570296.1	NP_001163553.1, NP_649819.1
OG0002394	XP_026299562.1	NP_788051.1
OG0002395	XP_395493.4	NP_001247100.1
OG0002397	XP_006569033.1	NP_001246018.1
OG0002398	XP_006568836.1	NP_651872.1
OG0002399	XP_001122476.1	NP_001137537.1
OG0002400	XP_006558376.1	NP_650561.1
OG0002401	XP_026297425.1, XP_026297424.1	NP_001097307.1
OG0002402	XP_026297068.1	NP_477294.2
OG0002403	XP_006566769.1, XP_026299606.1	NP_001287262.1
OG0002404	XP_624449.2	NP_001260216.1
OG0002406	XP_016773418.1	NP_524768.2
OG0002407	NP_001165876.1, XP_016767967.1	NP_001245885.1
OG0002408	XP_624991.1	NP_001162682.2
OG0002409	XP_001121189.3	NP_001262033.1
OG0002410	XP_016768711.1, XP_392795.3	NP_001246751.1
OG0002411	XP_006559518.1	NP_001284821.1
OG0002412	XP_016767675.2, XP_026296721.1	NP_001287599.1
OG0002413	XP_624872.2	NP_001259732.1
OG0002414	XP_624457.1	NP_610802.1
OG0002415	XP_001120697.3	NP_001286334.1
OG0002416	XP_026299865.1	NP_729266.2
OG0002417	XP_016772307.1	NP_001033904.1
OG0002418	XP_623905.1	NP_001260819.1
OG0002419	XP_003251435.2	NP_572888.2
OG0002420	XP_397291.2	NP_525122.1
OG0002421	XP_016766179.1	NP_523837.2
OG0002422	XP_006571516.1, NP_001265264.1	NP_536796.2
OG0002423	XP_016768234.1	NP_648206.1
OG0002425	XP_006572362.1, XP_026299259.1	NP_610034.2
OG0002426	XP_016768023.1, XP_006563315.1	NP_001285784.1
OG0002427	XP_016769061.2	NP_001097435.2
OG0002428	XP_026300990.1	NP_476726.2
OG0002429	XP_026296485.1	NP_001097670.1
OG0002430	XP_003250715.2	NP_611937.2
OG0002431	XP_006571635.1	NP_001163464.1
OG0002432	XP_395531.2, XP_006572160.1	NP_651316.1
OG0002433	XP_006566445.2	NP_724288.3
OG0002434	XP_026300177.1	NP_001261733.1
OG0002435	XP_396547.5	NP_611896.1
OG0002436	XP_016770052.1, XP_006562558.1, XP_001121936.2	NP_001262874.1
OG0002437	XP_006566385.1	NP_001261810.1
OG0002439	XP_026298885.1, XP_026298884.1	NP_649278.1
OG0002440	XP_006561691.1, XP_396411.5	NP_001286033.1
OG0002441	XP_006560991.1, XP_006560988.1	NP_001245603.1
OG0002442	XP_026300546.1	NP_649219.1
OG0002443	XP_397095.3	NP_001036752.1
OG0002444	XP_006562704.1, XP_006562703.1	NP_650387.1
OG0002445	XP_006562252.1, XP_026296685.1	NP_649891.1
OG0002446	XP_016769083.2, XP_395960.3	NP_647670.3
OG0002447	XP_006558861.1	NP_001097492.2
