Orthogroup	Apis_mellifera	Anopheles_gambiae
OG0001335	XP_003250006.1	XP_316939.3
OG0001336	XP_016770213.1	XP_317297.3
OG0001337	XP_006557510.1	XP_313722.3
OG0001338	XP_026299446.1	XP_316877.5
OG0001339	XP_006560547.1, XP_006560548.1	XP_310597.2
OG0001340	XP_396914.2	XP_551371.1, XP_003435845.1, XP_003435844.1
OG0001341	XP_026299161.1	XP_320076.4
OG0001342	NP_001233596.1, XP_006568757.1	XP_320130.3
OG0001343	XP_001120622.3	XP_308170.4
OG0001344	XP_006567413.1, XP_026298569.1	XP_314163.4
OG0001345	XP_625158.1	XP_315997.4
OG0001346	XP_006568830.2	XP_322022.5
OG0001347	XP_016766564.1	XP_001687935.1, XP_001687938.1
OG0001348	XP_393071.3, XP_006558911.1	XP_321887.4
OG0001349	XP_001122465.1	XP_003436725.1, XP_003436724.1, XP_003436723.1
OG0001350	XP_026301333.1, XP_026301331.1, XP_026301332.1	XP_001230796.3
OG0001351	XP_625226.1	XP_321338.3
OG0001352	XP_624128.3, XP_006562315.2	XP_003436441.1, XP_553315.4
OG0001353	XP_003249908.1	XP_001238315.2
OG0001354	XP_016767597.1	XP_315356.3
OG0001355	XP_006565066.1	XP_313397.5
OG0001356	XP_016768312.1, XP_016768311.1, XP_396491.1, XP_016768313.1, XP_016768310.1	XP_315694.1
OG0001357	XP_624751.3	XP_557821.3
OG0001359	XP_016772586.1	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3
OG0001361	XP_003251907.2	XP_003436721.1
OG0001362	XP_016767937.1, XP_392575.3	XP_310355.6
OG0001363	XP_394252.2	XP_003437112.1, XP_316789.3
OG0001364	XP_026295929.1	XP_310270.2
OG0001365	XP_006566705.2	XP_317619.4
OG0001368	XP_006558888.1, XP_006558887.1, XP_396702.1	XP_312656.5
OG0001369	XP_016772826.1	XP_308535.4
OG0001370	XP_006557536.1	XP_319250.4
OG0001371	XP_397170.4	XP_316138.4
OG0001372	XP_026296526.1	XP_316026.3
OG0001373	XP_006564089.1	XP_003437187.1, XP_318273.4
OG0001374	NP_001171374.1, XP_026300673.1	XP_314564.3
OG0001375	XP_001121365.2, XP_006562011.1	XP_316578.4, XP_001237835.2, XP_316574.4
OG0001376	XP_396175.2, XP_006569779.1, XP_016769123.1	XP_003437121.1
OG0001377	XP_003249169.1	XP_312215.3
OG0001378	XP_026297486.1	XP_320419.3
OG0001379	XP_006567468.1	XP_319268.2
OG0001380	XP_394382.2	XP_307876.4
OG0001381	XP_395682.4	XP_316621.3, XP_001688925.1
OG0001382	XP_026297953.1	XP_319318.3
OG0001383	XP_006572237.1	XP_316646.4
OG0001384	XP_396789.2	XP_320637.3
OG0001385	XP_016767540.2, NP_001276370.1	XP_314364.3
OG0001386	XP_016767856.1, XP_016767858.1, XP_006561126.1, XP_006561128.1	XP_314061.4
OG0001387	XP_006557949.1	XP_319589.4
OG0001388	XP_016770706.1	XP_321258.5, XP_003435949.1
OG0001389	XP_026301857.1	XP_309533.4, XP_001688850.1, XP_316369.3
OG0001390	XP_393336.2	XP_319294.4
OG0001391	XP_006557325.2	XP_316352.3
OG0001394	XP_006563923.1	XP_311608.4
OG0001395	XP_026300619.1	XP_308628.5
OG0001396	XP_003251700.2	XP_319240.5
OG0001397	XP_006558421.1	XP_313548.1, XP_003436890.1
OG0001398	XP_026295323.1, XP_396074.2	XP_310956.5, XP_003436931.1, XP_003436932.1
OG0001399	XP_026295822.1, XP_006570847.3, XP_026295821.1	XP_001230873.3, XP_313089.4
OG0001400	XP_026298271.1	XP_317549.3, XP_317551.4, XP_317550.3
OG0001401	XP_395366.2	XP_315885.2
OG0001402	XP_624525.3	XP_316681.4
OG0001403	XP_026298793.1, XP_006567426.1	XP_003436814.1, XP_313732.5
OG0001404	XP_003250893.1, XP_016770402.1	XP_317751.3
OG0001405	XP_006558378.1	XP_321345.3, XP_321346.4
OG0001406	XP_003249994.1, XP_006562035.1	XP_313862.4
OG0001407	XP_016770141.1, XP_006570083.1, XP_016770134.1	XP_320518.4
OG0001408	NP_001229369.1	XP_003437018.1, XP_565822.3
OG0001409	XP_006563335.1	XP_001688370.2
OG0001410	XP_395760.4	XP_314486.1
OG0001413	XP_623536.3	XP_311009.5
OG0001414	XP_006560334.1, XP_026299267.1	XP_317350.4
OG0001415	XP_016769111.2, XP_026301172.1	XP_001688819.1, XP_316253.4
OG0001416	XP_026298066.1, XP_026298062.1	XP_317647.4, XP_555667.3
OG0001417	XP_006564416.1, XP_006564415.1	XP_308151.4
OG0001418	XP_026297714.1	XP_314941.3
OG0001419	XP_026294885.1, XP_026294944.1	XP_001688271.1, XP_310221.4
OG0001420	XP_394326.4	XP_321838.4, XP_001688621.2
OG0001421	XP_006564186.1, XP_026297333.1	XP_551368.4
OG0001422	XP_006568172.2	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4
OG0001423	XP_026302100.1	XP_001687887.1
OG0001424	XP_006561339.1	XP_307921.4
OG0001425	XP_006571360.1	XP_565883.4
OG0001426	XP_026300478.1	XP_319732.4
OG0001427	XP_001121333.2	XP_320403.3
OG0001428	XP_006570272.2, XP_016767777.2, XP_026296777.1	XP_314678.2
OG0001429	XP_393105.4	XP_317285.4
OG0001430	XP_026301363.1	XP_320982.5
OG0001434	XP_001122051.1	XP_307894.5, XP_003436082.1
OG0001436	XP_393999.3	XP_316604.4, XP_001688913.1, XP_001688912.1
OG0001437	XP_026299979.1	XP_319485.2
OG0001438	XP_006566923.2	XP_311976.5, XP_003436313.1
OG0001439	XP_003249667.1	XP_001688176.1
OG0001440	XP_016766945.1	XP_320189.4
OG0001441	XP_026297824.1, XP_026297830.1, XP_026297821.1	XP_311372.4
OG0001442	XP_006566607.1, XP_006566608.1, XP_016770708.1, XP_001122238.2	XP_307936.4
OG0001445	XP_016767809.1, XP_006564258.1	XP_312030.5
OG0001446	XP_016769759.1, XP_026299020.1	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1
OG0001453	XP_623506.1	XP_310188.3
OG0001455	XP_395548.2	XP_314502.4, XP_314504.3
OG0001456	XP_003250782.1	XP_320465.2
OG0001457	XP_395405.1	XP_311700.3
OG0001458	XP_016771740.1, XP_006560290.1	XP_320742.3
OG0001459	XP_624206.2	XP_320168.4, XP_308453.3
OG0001460	XP_395475.2	XP_313156.2
OG0001461	XP_625038.2	XP_321733.4
OG0001462	XP_392422.2, XP_003250633.1	XP_003436675.1, XP_318432.4
OG0001463	XP_006568200.1, XP_026299050.1	XP_309942.4
OG0001464	XP_026297059.1	XP_318672.4, XP_321135.5
OG0001465	XP_001122467.1	XP_311607.2
OG0001466	XP_623574.2, XP_003250648.1	XP_312403.4
OG0001467	XP_624385.4	XP_554016.3
OG0001468	XP_001121269.2, XP_026301134.1	XP_317127.3
OG0001469	XP_016770754.2, XP_006566407.2	XP_311746.4
OG0001470	XP_392667.2	XP_001230998.1, XP_001230999.1, XP_316361.2
OG0001471	XP_026295194.1, XP_006563973.1	XP_314721.3
OG0001472	XP_026295425.1, XP_001121817.2	XP_319592.3, XP_316821.4
OG0001473	XP_016773638.2	XP_557363.3
OG0001474	XP_623681.1	XP_312327.5
OG0001477	XP_006562867.1	XP_557954.2
OG0001478	XP_006568688.1	XP_311138.3
OG0001479	XP_006570473.1	XP_315576.4
OG0001480	XP_624520.1	XP_551238.2
OG0001481	XP_006572049.1	XP_559127.3
OG0001482	XP_006557348.1, XP_006557349.1	XP_003436902.1
OG0001483	XP_006562729.1	XP_001237195.3
OG0001484	XP_393966.1	XP_313559.5, XP_003436773.1, XP_551109.3
OG0001485	XP_026300236.1	XP_557938.3
OG0001486	NP_001252514.1, XP_006564386.1	XP_308949.4
OG0001487	XP_006562891.1	XP_314027.4
OG0001488	XP_026297193.1, XP_026297149.1	XP_309709.4
OG0001489	XP_003249463.1	XP_308327.4, XP_001687895.1
OG0001490	XP_026296438.1	XP_311001.5
OG0001492	XP_624946.1	XP_311683.4
OG0001493	XP_001120943.2, XP_006566059.1	XP_001237650.2, XP_001237649.2
OG0001494	XP_006569570.1	XP_308673.4
OG0001495	XP_026296208.1	XP_001237569.1
OG0001496	XP_006562571.1	XP_308382.3, XP_003437212.1
OG0001497	XP_026299752.1	XP_309507.4
OG0001498	XP_006563298.1	XP_315666.4
OG0001499	XP_623985.3, XP_623658.1	XP_562960.3
OG0001500	NP_001189389.1	XP_307953.2
OG0001501	XP_006569496.1, XP_006569498.1	XP_315768.3, XP_556409.3
OG0001502	XP_026297625.1	XP_315785.4
OG0001503	XP_397549.2, XP_003250890.1	XP_318862.3
OG0001504	XP_393495.3	XP_316013.4
OG0001505	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1	XP_321148.5
OG0001507	XP_006563542.1	XP_313800.4
OG0001508	XP_016767457.1, XP_026295906.1	XP_310944.5
OG0001509	XP_006569759.1, XP_006569756.1, XP_006569758.1	XP_558145.3
OG0001510	NP_001264228.1, XP_016770661.2	XP_313379.5
OG0001511	XP_623621.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_026299774.1, XP_026299769.1	XP_321940.4, XP_003435777.1
OG0001513	XP_003249578.1	XP_001687829.2
OG0001514	XP_396376.2	XP_321808.4
OG0001515	XP_006568666.1	XP_316960.4
OG0001516	XP_016768032.1	XP_321387.5
OG0001517	XP_016772636.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_006569908.1, XP_006569907.1	XP_319785.4
OG0001519	XP_001121155.2	XP_564767.3
OG0001520	XP_016773511.1	XP_321797.4
OG0001521	XP_026296663.1	XP_316580.4
OG0001522	XP_396892.2	XP_318144.4
OG0001523	XP_026301434.1	XP_313879.4
OG0001524	XP_006568047.1	XP_309210.4
OG0001525	XP_006559250.1, XP_393635.1	XP_313327.4
OG0001526	NP_001011602.1	XP_558644.3, XP_001230984.2
OG0001527	XP_006561935.1	XP_003436816.1, XP_313742.4
OG0001529	XP_006557300.1	XP_310236.3, XP_307879.4
OG0001530	XP_026301949.1	XP_308434.3
OG0001531	XP_006564855.1	XP_320985.2
OG0001532	XP_016768684.2, XP_016768690.1	XP_318096.4
OG0001533	XP_026297995.1	XP_315707.4
OG0001534	XP_006570008.2	XP_003435886.1, XP_321515.4
OG0001535	XP_016766188.2	XP_318386.5
OG0001536	XP_026299834.1, XP_026299833.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_016771061.1, XP_396670.3	XP_320593.4, XP_317447.4
OG0001538	NP_001035354.1	XP_001687839.2
OG0001539	XP_026300395.1	XP_318061.4
OG0001540	XP_006570639.1, NP_001107211.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_026301845.1, XP_026301842.1	XP_308645.4
OG0001542	XP_016767210.2, XP_001121775.2	XP_317569.4
OG0001543	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1	XP_003436971.1
OG0001545	XP_026295460.1	XP_318635.3
OG0001546	XP_001121602.2, XP_026296545.1	XP_312041.5
OG0001547	XP_006565258.1	XP_308339.4
OG0001548	XP_006568458.2, XP_026295258.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001550	XP_396025.4	XP_001230662.1
OG0001551	XP_026301914.1	XP_001688523.1, XP_314100.4
OG0001552	XP_006561183.1, XP_016766181.1	XP_318541.4
OG0001553	XP_394347.5	XP_313022.3
OG0001554	XP_016770977.1, XP_006561260.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_396132.4	XP_320393.4
OG0001556	XP_006558583.1	XP_308925.4
OG0001557	XP_006564466.1	XP_318856.3
OG0001558	XP_393403.3	XP_310248.7, XP_316659.3
OG0001559	XP_026299665.1	XP_321922.5
OG0001560	NP_001242968.1, XP_006561571.2, NP_001242969.1	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1
OG0001561	XP_006563441.2	XP_313778.5
OG0001562	XP_006558995.1	XP_001688616.1, XP_001688617.1
OG0001563	XP_016772117.1, XP_016772119.1	XP_552478.2
OG0001565	XP_026299072.1	XP_308594.4
OG0001567	XP_006562827.2, XP_026302056.1	XP_552509.3
OG0001568	XP_006567935.1	XP_312875.5
OG0001569	XP_026300765.1, XP_625030.1, XP_006564990.1	XP_308701.2
OG0001570	XP_001120557.1, XP_006571825.1	XP_001237154.2
OG0001571	XP_623644.3	XP_319421.4
OG0001572	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_026298538.1	XP_317568.3
OG0001576	XP_026295510.1	XP_553723.1
OG0001577	XP_394734.5	XP_310528.5
OG0001579	XP_393727.2	XP_316180.4
OG0001580	XP_026298115.1, XP_026298114.1, XP_026298110.1	XP_001231055.3, XP_003437188.1, XP_003437189.1
OG0001581	XP_001122164.3	XP_317108.3
OG0001582	XP_026295451.1, XP_016766735.2	XP_313138.5
OG0001583	XP_006560007.3	XP_563637.3
OG0001584	XP_006571318.1, XP_006571313.1	XP_311327.5
OG0001585	XP_006565462.1, XP_026296905.1	XP_316571.4, XP_001237834.2
OG0001586	XP_623933.1	XP_312095.5
OG0001587	XP_006568372.3	XP_308295.3
OG0001588	XP_016770533.1, XP_016770532.1	XP_312218.5
OG0001589	XP_001120695.1	XP_308241.3, XP_311195.5
OG0001590	XP_016768773.1	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5
OG0001591	XP_006566433.2, XP_026299417.1	XP_317090.2
OG0001592	XP_026301990.1	XP_317552.4
OG0001593	XP_016772021.1	XP_307791.5
OG0001594	XP_624254.3, XP_006562530.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_393778.2	XP_001688026.1
OG0001596	XP_003251001.1	XP_313347.3
OG0001598	NP_001011578.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001599	XP_001122316.2, XP_006568865.1	XP_001689120.2
OG0001600	XP_001122104.1, XP_006567506.1	XP_315510.4
OG0001601	XP_016766791.1	XP_309586.5
OG0001602	XP_026296768.1	XP_307192.4, XP_313852.5
OG0001604	XP_016769578.1, XP_016769579.1	XP_314263.5
OG0001605	XP_006562787.2, XP_006562747.2, XP_006562750.2, XP_006562749.2	XP_003437084.1
OG0001606	XP_006559482.2, XP_016772477.2	XP_001689072.1
OG0001607	XP_026295945.1	XP_001689143.1
OG0001608	XP_006566547.1, XP_016770624.1, XP_016770623.2	XP_319419.4
OG0001609	XP_001120089.2, XP_006571670.1	XP_321659.5
OG0001614	XP_006563852.2	XP_560351.3, XP_003436655.1
OG0001615	XP_001120364.1	XP_311852.2, XP_003436358.1, XP_003436357.1
OG0001616	XP_006566477.1, XP_006566478.1	XP_320422.3, XP_309574.1
OG0001617	XP_006559199.1	XP_322024.4
OG0001619	XP_026302278.1, XP_026302276.1	XP_321321.5
OG0001620	XP_006559598.1, XP_006559599.1	XP_319591.2
OG0001623	XP_395696.2	XP_312663.4
OG0001624	XP_397056.2	XP_555021.3
OG0001625	XP_396699.1	XP_315994.4
OG0001626	XP_624479.1	XP_309502.3, XP_564374.3
OG0001627	XP_006568009.1	XP_320536.3
OG0001628	XP_006567224.1	XP_311731.4
OG0001629	XP_624943.3	XP_314557.3
OG0001630	XP_001122389.1	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4
OG0001631	XP_624018.4	XP_310839.5
OG0001633	XP_006558558.3	XP_314323.3
OG0001634	XP_623646.2	XP_001230888.3
OG0001636	XP_006568732.2, NP_001035346.1	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1
OG0001637	XP_016769931.2, XP_396322.3	XP_316947.3
OG0001638	XP_026301628.1	XP_320601.4
OG0001639	XP_006565792.1	XP_311186.5
OG0001640	XP_026297298.1	XP_554103.3
OG0001641	XP_003250009.1, XP_016767664.1	XP_320141.4, XP_311577.4, XP_320549.4
OG0001642	XP_394292.3	XP_320480.3
OG0001644	XP_623950.2	XP_322002.5, XP_321919.5
OG0001645	XP_397283.1	XP_320998.5
OG0001646	XP_016767126.2, XP_006567318.2	XP_319692.3
OG0001647	XP_026300749.1	XP_310671.5
OG0001648	XP_006571365.1	XP_310884.2
OG0001649	XP_016769479.1	XP_315051.4
OG0001650	XP_026298834.1, XP_026298833.1	XP_557360.3
OG0001651	XP_006566520.1, XP_006566522.1	XP_003437027.1
OG0001652	XP_006560202.1, XP_016768462.1	XP_322051.4, XP_003435750.1, XP_003435751.1
OG0001653	XP_006563337.2	XP_320653.4
OG0001654	XP_006562323.1	XP_316322.4
OG0001655	XP_006568644.1	XP_317107.3
OG0001656	XP_001121554.3	XP_320117.3
OG0001657	XP_006569661.1	XP_309717.4
OG0001658	XP_016767405.1, XP_016767404.1, XP_006567305.1	XP_314661.3
OG0001659	XP_016772008.1	XP_562889.4
OG0001660	XP_006571017.1	XP_001230361.2, XP_309701.3
OG0001662	XP_006563658.1, XP_016772164.2	XP_001688561.1, XP_314339.4
OG0001663	XP_006569237.2	XP_312168.5
OG0001664	NP_001155988.1, XP_006567657.1	XP_321343.4
OG0001665	XP_006566494.1	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3
OG0001666	XP_624283.3	XP_001687855.1
OG0001667	XP_006570316.1, XP_001122704.2, XP_026296440.1	XP_308664.3
OG0001669	XP_006572269.1	XP_318809.4
OG0001670	XP_624386.1	XP_310718.5
OG0001671	XP_006562904.1	XP_001689406.1
OG0001672	XP_026301574.1	XP_318539.2
OG0001673	XP_016772949.2, XP_026301982.1, XP_026301981.1	XP_317141.3
OG0001674	XP_396231.4, XP_006571348.2	XP_317052.4
OG0001675	XP_001119944.1	XP_316722.3, XP_001688955.1, XP_001688954.1
OG0001676	XP_026296455.1, XP_026296459.1	XP_563676.2
OG0001677	XP_623490.2	XP_311928.3
OG0001678	XP_016773295.1, XP_392138.3	XP_313618.5
OG0001679	NP_001264229.1	XP_311576.3
OG0001680	XP_623725.1	XP_318947.2
OG0001681	XP_391963.3	XP_024667092.1
OG0001682	XP_006558051.1	XP_001688188.1, XP_309431.3
OG0001684	XP_026301408.1	XP_307591.4, XP_313010.5
OG0001685	XP_006559783.1, XP_006559784.1, XP_397385.2	XP_308495.3
OG0001686	XP_006562633.1	XP_313332.4
OG0001687	XP_026300480.1	XP_319096.3
OG0001688	XP_003250542.1	XP_308980.4, XP_001688145.1
OG0001689	XP_006560383.2	XP_553178.3
OG0001690	XP_006563110.2, XP_006563111.2	XP_310193.4
OG0001691	XP_006567672.1, XP_006567673.1	XP_001687982.1, XP_001237100.1, XP_308551.2
OG0001692	XP_016772581.1	XP_001238579.1
OG0001693	XP_006559220.1	XP_309509.4
OG0001694	XP_016766972.1, XP_016766975.1	XP_317241.4
OG0001695	XP_397181.1	XP_311525.1, XP_311053.3
OG0001696	XP_026301919.1, XP_006571061.2	XP_310413.7
OG0001697	XP_395370.1	XP_003437059.1, XP_311206.3
OG0001699	XP_006560897.1	XP_322003.5
OG0001700	XP_016772146.2	XP_312660.5
OG0001701	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1	XP_317858.4
OG0001702	XP_006557525.1, XP_006557524.1, XP_001120701.2	XP_312777.5, XP_003436390.1
OG0001703	XP_394880.3	XP_003436874.1, XP_003436875.1, XP_315198.5
OG0001704	XP_391922.2	XP_308365.4, XP_001687908.1
OG0001706	XP_393619.4, XP_016768168.2	XP_320092.4
OG0001707	XP_026300987.1	XP_311912.3
OG0001708	XP_006560213.1	XP_309293.4
OG0001709	XP_026295555.1, XP_026295547.1, XP_016772700.2	XP_001230626.3, XP_003436693.1
OG0001711	XP_394460.1	XP_317208.4
OG0001712	XP_016771334.1, XP_016771331.1	XP_320207.4
OG0001713	XP_006562481.1	XP_318067.4
OG0001714	NP_001207415.1, NP_001207416.1	XP_307259.4
OG0001715	XP_006569265.3	XP_318881.4
OG0001716	XP_016768172.2	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1
OG0001717	XP_006567330.1	XP_321495.3
OG0001718	XP_393236.2	XP_556198.1, XP_315559.4
OG0001720	XP_392615.1, XP_016769284.1	XP_309530.2
OG0001721	XP_001120250.2	XP_308175.3
OG0001722	XP_026296832.1, XP_026296833.1, XP_026296834.1	XP_003435814.1, XP_321755.3
OG0001723	NP_001035315.1, XP_016771954.1	XP_319532.3, XP_321724.3, XP_003435819.1, XP_001231183.1, XP_319537.3
OG0001724	XP_394574.3	XP_315996.3
OG0001725	XP_396830.4	XP_312990.5
OG0001726	XP_006563226.1	XP_310802.4, XP_003436968.1, XP_003436967.1
OG0001728	XP_016770863.2	XP_555522.3
OG0001729	XP_026299023.1	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1
OG0001730	XP_026295833.1, XP_026295840.1	XP_321872.5
OG0001731	XP_026297019.1	XP_320608.2
OG0001732	XP_016767782.1	XP_316858.4
OG0001733	XP_026297267.1	XP_555086.4, XP_317088.3
OG0001734	XP_624577.2, XP_006571701.2	XP_316946.4
OG0001735	XP_016773594.2, XP_016773595.2	XP_321102.4, XP_310440.5
OG0001736	XP_016766963.1	XP_317071.4, XP_317075.4
OG0001737	XP_026296648.1	XP_003437186.1
OG0001738	XP_003249819.2	XP_317066.4, XP_001689128.1
OG0001739	XP_006562930.1	XP_315836.2
OG0001740	XP_026299184.1, XP_026299186.1	XP_309567.4
OG0001742	XP_026300294.1, XP_026300286.1, XP_026300287.1	XP_321539.2, XP_321540.2
OG0001743	XP_001122418.1	XP_310826.2
OG0001744	XP_026301456.1	XP_310145.3, XP_310146.3
OG0001745	XP_392464.3	XP_312589.3
OG0001746	XP_006567770.1	XP_320924.5
OG0001747	XP_026294820.1, XP_026294819.1	XP_551639.3
OG0001748	XP_026295003.1, XP_026294997.1	XP_310266.7
OG0001749	XP_026302273.1, XP_026302286.1	XP_319450.4
OG0001750	XP_001122103.1, XP_016769468.1	XP_312178.3
OG0001751	XP_026294749.1, XP_026294750.1	XP_554779.3
OG0001752	XP_026298163.1	XP_309607.4, XP_316957.4, XP_317360.4
OG0001753	XP_026298887.1	XP_312783.5
OG0001754	NP_001242967.1, XP_026301143.1	XP_001688280.2
OG0001755	XP_393886.3	XP_318553.4, XP_318543.4
OG0001756	XP_001120526.3	XP_311210.4
OG0001757	XP_026300423.1	XP_320893.4, XP_001237083.2
OG0001758	XP_006564274.1	XP_313840.4
OG0001759	XP_395591.4	XP_308109.5
OG0001760	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1	XP_310291.7
OG0001762	XP_006557859.1, XP_026299032.1, XP_016769765.1	XP_556818.3
OG0001763	XP_625210.1	XP_565619.1
OG0001764	XP_006564801.1	XP_321236.5
OG0001765	XP_006562314.1, XP_003250045.1	XP_001231186.2
OG0001766	XP_016768680.1, XP_016768682.1	XP_315826.4, XP_001688731.1, XP_001688732.1, XP_001688733.2
OG0001768	XP_006562413.1	XP_001230640.2
OG0001769	XP_026294891.1	XP_320186.4
OG0001775	XP_006557802.1	XP_001689282.1
OG0001776	XP_006562600.2	XP_560736.1, XP_311363.2, XP_307325.4
OG0001777	XP_623303.1, XP_393059.1	XP_311275.2
OG0001778	XP_006571958.1, XP_006571960.1	XP_003437154.1, XP_560169.2, XP_312560.3
OG0001779	XP_006572136.1	XP_308598.4, XP_001688027.1
OG0001780	XP_394026.2	XP_314488.4
OG0001781	XP_006561705.1	XP_313044.3, XP_309217.4, XP_003437171.1, XP_003437172.1, XP_003437173.1, XP_003437174.1, XP_003437175.1
OG0001782	XP_394140.4	XP_315090.2
OG0001783	XP_003249423.2	XP_308171.3
OG0001784	XP_624087.2	XP_309682.2
OG0001785	XP_623908.1	XP_312844.5, XP_003436412.1
OG0001786	XP_001120360.1	XP_320389.2
OG0001787	XP_393706.3	XP_313766.4
OG0001789	XP_006567899.1	XP_316740.1
OG0001790	XP_392085.2	XP_003436834.1, XP_313819.4
OG0001791	XP_001120245.2, XP_006568251.2	XP_313615.4
OG0001792	XP_625134.3	XP_317364.3
OG0001793	XP_016768363.1, XP_026296947.1	XP_317244.3
OG0001794	XP_006568264.1, XP_026295048.1	XP_317897.4
OG0001796	XP_026296488.1	XP_320948.2
OG0001797	XP_001120264.1	XP_320213.4
OG0001799	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1	XP_317542.4
OG0001800	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1	XP_322025.4
OG0001801	XP_006571821.1	XP_003437184.1, XP_309240.5
OG0001802	XP_396615.2	XP_311303.4
OG0001803	XP_006569400.1	XP_319394.3
OG0001804	XP_394859.1	XP_309016.3
OG0001805	XP_006563149.2	XP_001230802.2, XP_311500.4
OG0001806	XP_006563359.1, XP_026302126.1	XP_001237938.1
OG0001807	XP_001121112.2	XP_001688881.1
OG0001808	XP_623170.1	XP_321112.5
OG0001809	XP_016768585.1, XP_006568686.1, XP_006568687.1	XP_310183.4
OG0001810	XP_006559673.1, XP_006559672.1	XP_311361.4
OG0001811	XP_003249302.2	XP_320972.5
OG0001812	XP_006560961.1	XP_307843.4
OG0001813	XP_001122360.3	XP_318213.4
OG0001814	XP_397220.3	XP_316569.3
OG0001815	XP_006562406.1	XP_309558.3
OG0001816	XP_026298657.1	XP_320770.4
OG0001818	XP_026298053.1, XP_026298054.1	XP_310323.5
OG0001820	XP_394676.2	XP_307539.4, XP_311694.5
OG0001821	XP_001120030.2, XP_006571059.1, XP_006571060.1	XP_321552.2
