Orthogroup	Apis_mellifera	Bombus_terrestris
OG0001565	XP_026299072.1	XP_012168216.1, XP_012168217.1, XP_012168214.1, XP_012168215.1, XP_012168213.1, XP_020720602.1, XP_012168212.1
OG0001567	XP_006562827.2	XP_012174475.1
OG0001568	XP_006567935.1	XP_012164346.1, XP_012164344.1, XP_012164347.1
OG0001569	XP_026300765.1, XP_625030.1, XP_006564990.1	XP_003400682.1
OG0001570	XP_001120557.1, XP_006571825.1	XP_003402743.1, XP_003402744.1
OG0001571	XP_623644.3	XP_012170829.1
OG0001572	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3	XP_003401007.1, XP_020722481.1, XP_020722482.1
OG0001573	XP_026302090.1	XP_012165477.1
OG0001574	XP_006557906.2	XP_012170941.1, XP_020721976.1
OG0001575	XP_026298538.1	XP_003397584.1
OG0001576	XP_026295510.1	XP_020723599.1
OG0001577	XP_394734.5	XP_020719874.1, XP_012166616.1
OG0001578	XP_006567173.2	XP_012163292.1
OG0001579	XP_393727.2	XP_003398242.2, XP_012167913.1, XP_012167914.1
OG0001580	XP_026298115.1, XP_026298114.1	XP_020722899.1
OG0001580	XP_026298110.1	XP_003401926.1
OG0001581	XP_001122164.3	XP_003398383.1
OG0001582	XP_026295451.1, XP_016766735.2	XP_012176331.1
OG0001583	XP_006560007.3	XP_003401531.3
OG0001584	XP_006571318.1, XP_006571313.1	XP_003393138.1
OG0001585	XP_006565462.1	XP_012164963.1
OG0001585	XP_026296905.1	XP_012164964.1
OG0001586	XP_623933.1	XP_003393715.1
OG0001587	XP_006568372.3	XP_012165753.2
OG0001588	XP_016770533.1, XP_016770532.1	XP_020720969.1, XP_020720971.1, XP_020720970.1
OG0001589	XP_001120695.1	XP_012164356.1
OG0001590	XP_016768773.1	XP_003396208.2
OG0001591	XP_006566433.2, XP_026299417.1	XP_020721213.1, XP_012168968.1
OG0001592	XP_026301990.1	XP_020723335.1, XP_003402383.1
OG0001593	XP_016772021.1	XP_020722498.1
OG0001594	XP_624254.3, XP_006562530.1	XP_012164749.1, XP_012164750.1, XP_003396139.1
OG0001595	XP_393778.2	XP_012165878.1, XP_012165877.1, XP_012165876.1, XP_003396765.1
OG0001596	XP_003251001.1	XP_020721997.1
OG0001597	XP_006568941.1	XP_012173777.1
OG0001598	NP_001011578.1	XP_012163499.1
OG0001599	XP_001122316.2, XP_006568865.1	XP_003402629.1, XP_012174360.1, XP_012174361.1
OG0001600	XP_001122104.1, XP_006567506.1	XP_003397870.1
OG0001601	XP_016766791.1	XP_020720744.1
OG0001602	XP_026296768.1	XP_020718802.1
OG0001604	XP_016769578.1	XP_012167570.1
OG0001604	XP_016769579.1	XP_012167575.1
OG0001605	XP_006562787.2	XP_020718451.1, XP_012175532.1
OG0001605	XP_006562747.2, XP_006562750.2, XP_006562749.2	XP_012163400.1
OG0001606	XP_006559482.2, XP_016772477.2	XP_012169847.2
OG0001607	XP_026295945.1	XP_020723376.1, XP_003402461.1
OG0001608	XP_006566547.1, XP_016770624.1, XP_016770623.2	XP_012169615.1, XP_012169614.1
OG0001610	XP_001122299.3	XP_020724353.1, XP_020724352.1, XP_003394436.1
OG0001610	XP_006563218.1	XP_012170162.1
OG0001611	XP_006569550.1, XP_006569551.1, XP_624266.2	XP_003394509.1
OG0001612	XP_006570894.1, XP_006570895.1	XP_012174876.1
OG0001614	XP_006563852.2	XP_003403084.2
OG0001615	XP_001120364.1	XP_003402444.1
OG0001616	XP_006566477.1, XP_006566478.1	XP_003399340.1
OG0001617	XP_006559199.1	XP_003393623.1
OG0001619	XP_026302278.1, XP_026302276.1	XP_012168493.1
OG0001620	XP_006559598.1, XP_006559599.1	XP_003401842.1
OG0001621	XP_006567760.1, XP_003251079.1	XP_020723077.1
OG0001622	XP_006572004.2	XP_003402083.1
OG0001623	XP_395696.2	XP_003395188.1
OG0001624	XP_397056.2	XP_003399667.1
OG0001625	XP_396699.1	XP_003403106.1
OG0001626	XP_624479.1	XP_003398572.1, XP_012168351.1
OG0001627	XP_006568009.1	XP_003394726.2
OG0001628	XP_006567224.1	XP_020718456.1
OG0001629	XP_624943.3	XP_012173811.1, XP_012173812.1
OG0001630	XP_001122389.1	XP_003398527.1
OG0001631	XP_624018.4	XP_020720976.1, XP_003398681.1
OG0001632	XP_016771561.1	XP_003400770.1, XP_012171658.1
OG0001633	XP_006558558.3	XP_020721917.1
OG0001634	XP_623646.2	XP_012173728.1
OG0001635	XP_001120583.1	XP_012174882.1, XP_012174883.1, XP_012174884.1, XP_012174885.1, XP_012174886.1, XP_003403013.1, XP_012174887.1
OG0001636	XP_006568732.2, NP_001035346.1	XP_012173783.1
OG0001637	XP_016769931.2, XP_396322.3	XP_012167750.1
OG0001638	XP_026301628.1	XP_003402244.1, XP_020723236.1
OG0001639	XP_006565792.1	XP_012171149.1
OG0001640	XP_026297298.1	XP_003396116.1
OG0001641	XP_003250009.1, XP_016767664.1	XP_003395440.1
OG0001642	XP_394292.3	XP_012173919.1, XP_003393925.1
OG0001643	XP_001123355.3	XP_012171826.2
OG0001644	XP_623950.2	XP_003403179.1
OG0001645	XP_397283.1	XP_003401724.1
OG0001646	XP_016767126.2, XP_006567318.2	XP_020718530.1, XP_003394922.1
OG0001647	XP_026300749.1	XP_020722302.1
OG0001648	XP_006571365.1	XP_012169955.1, XP_012170068.1, XP_012169905.1, XP_012170016.1, XP_012169839.1
OG0001649	XP_016769479.1	XP_012167564.1, XP_003397875.2, XP_020720124.1, XP_012167563.1, XP_012167562.1
OG0001650	XP_026298834.1, XP_026298833.1	XP_003401930.1
OG0001651	XP_006566520.1, XP_006566522.1	XP_012169672.1, XP_020721110.1, XP_012169670.1
OG0001652	XP_016768462.1	XP_003397370.1
OG0001653	XP_006563337.2	XP_020720421.1
OG0001654	XP_006562323.1	XP_012169926.1
OG0001655	XP_006568644.1	XP_003396274.1
OG0001656	XP_001121554.3	XP_020720327.1
OG0001657	XP_006569661.1	XP_012165258.1, XP_012165259.1, XP_003396300.1, XP_020719401.1, XP_012165256.1
OG0001658	XP_016767405.1, XP_016767404.1, XP_006567305.1	XP_003394971.1
OG0001659	XP_016772008.1	XP_012172174.1
OG0001660	XP_006571017.1	XP_003402966.1
OG0001661	XP_393502.3	XP_003398331.1
OG0001662	XP_016772164.2	XP_012172087.1, XP_020722522.1
OG0001663	XP_006569237.2	XP_003398069.1
OG0001664	XP_006567657.1	XP_012164167.1
OG0001665	XP_006566494.1	XP_012169681.1
OG0001666	XP_624283.3	XP_003402540.1
OG0001667	XP_006570316.1, XP_001122704.2, XP_026296440.1	XP_020718905.1
OG0001668	XP_006562826.1	XP_003402712.1, XP_012174476.1
OG0001669	XP_006572269.1	XP_012169423.1
OG0001670	XP_624386.1	XP_020719043.1, XP_020719044.1, XP_020719045.1
OG0001671	XP_006562904.1	XP_012167756.2
OG0001672	XP_026301574.1	XP_003402261.2
OG0001673	XP_016772949.2, XP_026301982.1, XP_026301981.1	XP_003393455.1
OG0001674	XP_396231.4, XP_006571348.2	XP_012164368.2
OG0001675	XP_001119944.1	XP_003400780.2, XP_012171703.1
OG0001676	XP_026296455.1, XP_026296459.1	XP_012165191.1
OG0001677	XP_623490.2	XP_012173379.1, XP_012173378.1, XP_003402094.1, XP_012173380.1, XP_012173377.1
OG0001678	XP_016773295.1, XP_392138.3	XP_003396253.1, XP_012165166.1
OG0001679	NP_001264229.1	XP_020721291.1, XP_020721289.1, XP_020721290.1
OG0001680	XP_623725.1	XP_012170489.1, XP_012170490.1
OG0001681	XP_391963.3	XP_003400294.1
OG0001682	XP_006558051.1	XP_020724355.1
OG0001683	XP_001122957.2	XP_012166459.1, XP_012166462.1, XP_012166461.1, XP_012166457.1, XP_012166458.1, XP_003397203.1, XP_012166460.1
OG0001684	XP_026301408.1	XP_012172856.2, XP_012172855.1
OG0001685	XP_006559783.1, XP_006559784.1, XP_397385.2	XP_012176402.1, XP_012176404.1, XP_012176403.1, XP_020724267.1
OG0001686	XP_006562633.1	XP_012175263.1
OG0001687	XP_026300480.1	XP_020721942.1, XP_020721937.1
OG0001689	XP_006560383.2	XP_003400035.1
OG0001690	XP_006563110.2, XP_006563111.2	XP_012171710.1, XP_003400696.1
OG0001691	XP_006567672.1, XP_006567673.1	XP_012176663.1, XP_003394697.1
OG0001692	XP_016772581.1	XP_020723212.1, XP_020723209.1
OG0001693	XP_006559220.1	XP_012166479.1
OG0001694	XP_016766972.1, XP_016766975.1	XP_020724349.1
OG0001695	XP_397181.1	XP_020722507.1, XP_003401031.1
OG0001696	XP_026301919.1, XP_006571061.2	XP_020721280.1
OG0001697	XP_395370.1	XP_012172762.1
OG0001699	XP_006560897.1	XP_012166736.1, XP_012166735.1
OG0001700	XP_016772146.2	XP_012172001.1
OG0001701	XP_624673.3, XP_016768020.1, XP_016768015.1, XP_006563314.1	XP_012174425.1, XP_012174426.1, XP_012174424.1, XP_003402727.1
OG0001702	XP_006557525.1, XP_006557524.1, XP_001120701.2	XP_012165448.1
OG0001703	XP_394880.3	XP_020723542.1
OG0001704	XP_391922.2	XP_012170574.1
OG0001706	XP_393619.4, XP_016768168.2	XP_003397655.3
OG0001707	XP_026300987.1	XP_012165203.1, XP_003393254.1
OG0001708	XP_006560213.1	XP_012175289.2
OG0001709	XP_026295555.1, XP_026295547.1, XP_016772700.2	XP_020724319.1
OG0001711	XP_394460.1	XP_003402420.1
OG0001712	XP_016771334.1, XP_016771331.1	XP_012170658.1
OG0001713	XP_006562481.1	XP_012164799.1
OG0001714	NP_001207415.1	XP_012166492.1
OG0001714	NP_001207416.1	XP_012166507.1
OG0001715	XP_006569265.3	XP_003394181.1
OG0001716	XP_016768172.2	XP_012173856.1
OG0001717	XP_006567330.1	XP_012163286.1
OG0001718	XP_393236.2	XP_003396790.1
OG0001720	XP_392615.1, XP_016769284.1	XP_020719845.1, XP_003397044.1
OG0001721	XP_001120250.2	XP_003394758.1
OG0001722	XP_026296832.1, XP_026296833.1, XP_026296834.1	XP_003395619.1
OG0001723	NP_001035315.1, XP_016771954.1	XP_020722798.1, XP_003401135.1
OG0001724	XP_394574.3	XP_003402390.3
OG0001725	XP_396830.4	XP_020723174.1, XP_020723175.1, XP_003402214.1
OG0001726	XP_006563226.1	XP_012170079.1
OG0001728	XP_016770863.2	XP_020721610.1
OG0001729	XP_026299023.1	XP_020720628.1
OG0001730	XP_026295833.1, XP_026295840.1	XP_020718288.1
OG0001731	XP_026297019.1	XP_003396134.1
OG0001732	XP_016767782.1	XP_012163872.1
OG0001733	XP_026297267.1	XP_012163131.1
OG0001734	XP_624577.2, XP_006571701.2	XP_003393247.1
OG0001735	XP_016773594.2, XP_016773595.2	XP_012172500.1, XP_003393670.1
OG0001736	XP_016766963.1	XP_012176533.1
OG0001737	XP_026296648.1	XP_003396256.1, XP_012165175.1
OG0001738	XP_003249819.2	XP_012169921.1, XP_012169916.1, XP_012169906.1, XP_012169912.1, XP_003393557.1, XP_020722020.1
OG0001739	XP_006562930.1	XP_012168204.1
OG0001740	XP_026299184.1, XP_026299186.1	XP_020720734.1
OG0001741	XP_026302182.1, XP_006561144.2, XP_006561143.2	XP_003393556.1, XP_012169887.1, XP_020722003.1
OG0001742	XP_026300294.1, XP_026300286.1, XP_026300287.1	XP_020722478.1, XP_020722479.1
OG0001743	XP_001122418.1	XP_003400184.1
OG0001744	XP_026301456.1	XP_003401419.2
OG0001745	XP_392464.3	XP_020723864.1, XP_003403254.1
OG0001746	XP_006567770.1	XP_003402326.1
OG0001747	XP_026294820.1, XP_026294819.1	XP_020720553.1, XP_012168560.1
OG0001748	XP_026295003.1, XP_026294997.1	XP_012174349.1, XP_012174343.1
OG0001749	XP_026302273.1, XP_026302286.1	XP_012175903.1
OG0001750	XP_001122103.1, XP_016769468.1	XP_003398027.1, XP_012167650.1
OG0001751	XP_026294749.1, XP_026294750.1	XP_012174773.1
OG0001752	XP_026298163.1	XP_003402022.1
OG0001753	XP_026298887.1	XP_003398429.1, XP_003398437.1
OG0001754	NP_001242967.1	XP_012165575.1
OG0001754	XP_026301143.1	XP_020722608.1
OG0001755	XP_393886.3	XP_003400318.1
OG0001756	XP_001120526.3	XP_003396398.2, XP_012165424.1, XP_012165425.1
OG0001757	XP_026300423.1	XP_012175463.2, XP_020721863.1, XP_003403012.2, XP_012171067.1, XP_012171066.1
OG0001758	XP_006564274.1	XP_012163809.1
OG0001759	XP_395591.4	XP_003393749.1
OG0001760	XP_016768495.1, XP_006568356.1, XP_016768496.1, XP_016768497.1	XP_003396969.1
OG0001762	XP_006557859.1, XP_026299032.1, XP_016769765.1	XP_003398244.1, XP_012167918.1
OG0001763	XP_625210.1	XP_012169332.1
OG0001764	XP_006564801.1	XP_003395538.1
OG0001765	XP_006562314.1, XP_003250045.1	XP_012174895.1
OG0001766	XP_016768680.1	XP_020723862.1, XP_012175234.1
OG0001766	XP_016768682.1	XP_012175247.1
OG0001767	XP_026296535.1	XP_012164116.1
OG0001768	XP_006562413.1	XP_003398409.1
OG0001769	XP_026294891.1	XP_012171890.1
OG0001771	XP_006564844.1	XP_020718933.1
OG0001772	XP_016773325.1	XP_012165898.1, XP_012165897.1, XP_012165899.1, XP_012165902.1, XP_012165903.1, XP_012165900.1
OG0001773	XP_026301564.1, XP_026301563.1	XP_012169843.1
OG0001773	XP_026301567.1	XP_012169861.1
OG0001774	XP_016767411.1	XP_003400430.1
OG0001775	XP_006557802.1	XP_003402217.1
OG0001776	XP_006562600.2	XP_012174456.1
OG0001777	XP_623303.1, XP_393059.1	XP_003398481.1, XP_003398482.1
OG0001778	XP_006571958.1, XP_006571960.1	XP_012175229.1
OG0001779	XP_006572136.1	XP_012167773.1
OG0001780	XP_394026.2	XP_003400461.1
OG0001781	XP_006561705.1	XP_003398046.1
OG0001782	XP_394140.4	XP_003396609.1
OG0001783	XP_003249423.2	XP_003396718.1, XP_012165809.1, XP_012165808.1, XP_012165807.1
OG0001784	XP_624087.2	XP_003401806.1
OG0001785	XP_623908.1	XP_003395116.1
OG0001786	XP_001120360.1	XP_003392945.1
OG0001787	XP_393706.3	XP_020720625.1, XP_020720624.1
OG0001788	XP_395906.3	XP_003393273.1
OG0001789	XP_006567899.1	XP_003395844.1, XP_012164378.1
OG0001790	XP_392085.2	XP_003401366.1
OG0001791	XP_001120245.2, XP_006568251.2	XP_003393839.1
OG0001792	XP_625134.3	XP_003399958.1, XP_012170604.1
OG0001793	XP_016768363.1, XP_026296947.1	XP_003402969.1, XP_020723662.1
OG0001794	XP_006568264.1, XP_026295048.1	XP_012175686.1
OG0001795	XP_006567715.1	XP_012163961.1
OG0001796	XP_026296488.1	XP_012170329.1, XP_003399743.1, XP_020721616.1, XP_020721618.1, XP_020721617.1
OG0001797	XP_001120264.1	XP_003395326.1
OG0001799	XP_001121575.2, XP_394485.2, XP_006567170.1, NP_001157184.1	XP_012174111.1
OG0001800	XP_006571623.1, XP_395349.1, XP_006571624.1, XP_026297611.1	XP_012166902.1, XP_012166880.1, XP_012166891.1
OG0001801	XP_006571821.1	XP_012174507.1, XP_003402738.1, XP_003402739.1, XP_012174508.1
OG0001802	XP_396615.2	XP_003402666.1
OG0001803	XP_006569400.1	XP_003394992.1
OG0001804	XP_394859.1	XP_003395499.1
OG0001805	XP_006563149.2	XP_003400759.1, XP_012171673.1
OG0001806	XP_006563359.1, XP_026302126.1	XP_003397962.1, XP_012167682.1, XP_012167681.1
OG0001807	XP_001121112.2	XP_020718627.1
OG0001808	XP_623170.1	XP_003402677.1
OG0001809	XP_016768585.1, XP_006568686.1, XP_006568687.1	XP_012165059.1, XP_012165058.1, XP_012165060.1, XP_003396269.1, XP_012165062.1, XP_012165061.1
OG0001810	XP_006559672.1	XP_012166332.1, XP_020719846.1
OG0001811	XP_003249302.2	XP_003394300.1, XP_012176139.1, XP_012176141.1
OG0001812	XP_006560961.1	XP_012176057.1
OG0001813	XP_001122360.3	XP_020722967.1
OG0001814	XP_397220.3	XP_012167262.1
OG0001815	XP_006562406.1	XP_003398391.1
OG0001816	XP_026298657.1	XP_012167599.1
OG0001817	XP_623822.2	XP_003399846.1, XP_012170486.1
OG0001818	XP_026298053.1, XP_026298054.1	XP_003402009.3
OG0001819	XP_003250992.1	XP_012163347.1, XP_012163346.1
OG0001820	XP_394676.2	XP_003400487.1
OG0001821	XP_001120030.2, XP_006571059.1, XP_006571060.1	XP_012168176.1
OG0001822	XP_396855.2	XP_003397120.1
OG0001823	XP_026301314.1	XP_020723048.1, XP_020723050.1, XP_020723049.1, XP_003401969.1, XP_020723047.1
OG0001824	XP_006565919.1, XP_006565917.1	XP_012175669.1, XP_012175668.1
OG0001825	XP_026294960.1	XP_003402628.1, XP_012174364.1
OG0001826	XP_016773199.1	XP_012165837.1
OG0001827	XP_026296804.1	XP_020718591.1
OG0001828	XP_006557452.1, XP_394141.2, XP_026299679.1, XP_006557451.1	XP_003396608.1
OG0001829	XP_006561681.1, XP_006561682.1	XP_012167101.1, XP_003397757.1, XP_012167103.1
OG0001830	XP_006564281.1	XP_012163799.1
OG0001831	XP_026300798.1	XP_003400613.1
OG0001832	XP_394067.4	XP_012172145.1
OG0001833	XP_026296913.1	XP_020723685.1
OG0001834	XP_391916.3	XP_003398732.1
OG0001835	XP_006560538.1, XP_001120677.3	XP_020724312.1, XP_003394539.1
OG0001836	XP_026300727.1	XP_020722197.1
OG0001837	XP_003250899.1	XP_003399110.1
OG0001838	XP_001120649.1	XP_020723901.1
OG0001839	XP_001120879.2, XP_016769298.2	XP_020722868.1, XP_003401813.1
OG0001840	XP_026296453.1	XP_020718619.1, XP_020718618.1, XP_012163818.1
OG0001841	NP_001242966.1	XP_012164434.1
OG0001842	XP_395471.3	XP_012175625.1, XP_003393929.1
OG0001843	XP_026298492.1, XP_396332.3	XP_003397935.2
OG0001844	XP_624012.3	XP_012171719.1
OG0001845	XP_392773.3	XP_003403150.1
OG0001846	XP_016767933.1	XP_012164000.1, XP_003395563.1
OG0001847	XP_026300234.1	XP_012169900.1, XP_012169901.1
OG0001848	XP_624014.2, XP_016768675.1	XP_012165602.1
OG0001849	XP_393000.3, XP_026298149.1, XP_026298150.1	XP_012166414.1, XP_012166416.1, XP_003397103.1, XP_003397102.1, XP_012166415.1
OG0001850	XP_393385.3	XP_012171746.1
OG0001851	XP_001120336.2	XP_020723222.1
OG0001852	XP_001121588.2	XP_003399053.1
OG0001853	XP_006561993.1	XP_012167082.1, XP_003397746.1
OG0001854	XP_026299949.1	XP_020721440.1
OG0001855	XP_393876.1, XP_016770895.1	XP_003399763.1
OG0001856	XP_026298504.1	XP_020720076.1, XP_003397691.1, XP_003397692.1, XP_012167076.1
OG0001857	XP_006567507.1	XP_012167556.1
OG0001858	XP_393894.1	XP_003400227.1
OG0001859	XP_001122536.1	XP_020721780.1, XP_003400041.1
OG0001860	XP_006566847.1, XP_026295377.1, XP_026295376.1	XP_020724120.1, XP_012176485.1
OG0001861	XP_026296639.1	XP_003395799.1
OG0001862	XP_003251799.1	XP_003402741.1
OG0001863	XP_016769109.1	XP_003403094.1, XP_020723756.1
OG0001864	XP_006565068.1	XP_003400310.2
OG0001865	XP_026298716.1	XP_003396733.1
OG0001866	XP_395324.2	XP_003400738.1, XP_012171685.1
OG0001867	XP_006561140.1	XP_003395491.1, XP_012163773.1
OG0001868	XP_396874.5	XP_003399145.1
OG0001869	XP_003249459.1	XP_020722546.1, XP_012172753.1, XP_012172752.1
OG0001870	XP_006562529.1, XP_016768217.1	XP_003396159.1
OG0001871	XP_393301.3	XP_003395955.1
OG0001872	XP_026299612.1	XP_020718454.1
OG0001873	XP_397060.3	XP_003397149.1
OG0001874	XP_003250417.1	XP_003395963.1
OG0001875	XP_006563722.1, XP_016772169.1	XP_012172058.1
OG0001876	XP_006559138.1	XP_012170049.1
OG0001876	XP_006559144.1	XP_020724042.1
OG0001877	XP_006558330.1	XP_012172674.1
OG0001877	XP_006558328.1	XP_012172673.1
OG0001878	XP_026301695.1	XP_012173694.1
OG0001879	XP_016766647.1	XP_003402822.1, XP_020723582.1, XP_012174663.1
OG0001880	XP_026297802.1	XP_020719900.1
OG0001881	XP_003250415.1	XP_012164646.1, XP_012164645.1, XP_012164647.1, XP_012164648.1, XP_012164644.1
OG0001882	XP_006568897.2, XP_026294859.1	XP_020723486.1
OG0001883	XP_006568004.1	XP_012165830.2
OG0001884	XP_006565104.1	XP_012170838.1, XP_012170840.1
OG0001885	XP_001121449.1	XP_012172541.1
OG0001886	XP_006567216.2	XP_012163216.1
OG0001887	XP_026295850.1, XP_026295851.1, XP_006558751.1, XP_026295849.1	XP_012163198.2
OG0001888	XP_394034.5	XP_003400444.2
OG0001888	XP_016771541.2	XP_012171333.2
OG0001889	XP_006569623.1	XP_012165296.2
OG0001890	XP_016771641.1, XP_016771642.1, XP_016771643.1	XP_012171174.1
OG0001891	XP_006564255.1, XP_006564252.1, XP_006564253.1	XP_003395463.2, XP_020718820.1
OG0001892	XP_006570318.1, XP_026296436.1	XP_012164302.1, XP_012164303.1, XP_003395777.1, XP_020718910.1
OG0001893	XP_026299177.1	XP_020720670.1
OG0001894	XP_006570163.2	XP_003396804.1, XP_012165942.1
OG0001895	XP_016771683.2	XP_012171279.1
OG0001896	XP_026299099.1	XP_003398079.2
OG0001897	NP_001229455.1	XP_020721715.1
OG0001898	XP_006561037.2	XP_003401344.1
OG0001899	XP_016770620.1	XP_012169278.1
OG0001900	XP_393467.3	XP_020720219.1
OG0001901	XP_016770289.2, XP_016770290.2, XP_006566772.2	XP_003399090.1
OG0001902	XP_016772305.1	XP_003401222.1
OG0001903	XP_026297341.1	XP_012167277.1, XP_012167276.1, XP_012167275.1
OG0001904	XP_026296404.1	XP_020718828.1
OG0001905	XP_006567964.2, XP_006567963.2, XP_003251131.2	XP_020718687.1
OG0001906	XP_006562935.2	XP_020720756.1
OG0001907	XP_026296956.1, XP_026296957.1	XP_020720044.1, XP_012167220.1, XP_012167219.1
OG0001909	XP_016767679.1	XP_012163976.1
OG0001910	XP_003251266.1	XP_003393740.1
OG0001911	XP_006557710.2	XP_020723100.1
OG0001912	XP_016766822.1, XP_016766821.1	XP_012176160.1, XP_003394320.1
OG0001913	XP_394416.4	XP_003394255.1
OG0001914	XP_026294941.1	XP_012170785.1
OG0001915	XP_003251133.1	XP_020718690.1
OG0001916	XP_006569310.1	XP_012175902.1
OG0001917	XP_006559184.1	XP_003393608.1, XP_012171519.1
OG0001918	XP_016770883.1	XP_012170294.1
OG0001919	XP_026295420.1	XP_012176234.1
OG0001920	XP_026299260.1	XP_012167972.1
OG0001921	XP_026297912.1	XP_003397990.1
OG0001923	XP_006565281.1	XP_012170503.1
OG0001924	XP_026302298.1, XP_026302295.1	XP_003398628.2
OG0001925	XP_006571829.1	XP_012170179.1
OG0001926	XP_392721.1	XP_012173271.1
OG0001927	XP_397416.4, XP_006571828.2	XP_003399747.1
OG0001928	XP_016769813.2	XP_003398327.1
OG0001929	XP_393673.3	XP_003398057.1
OG0001930	XP_016769991.2	XP_003398513.1
OG0001931	XP_006572346.1, XP_026302266.1	XP_012171830.1, XP_003393631.1
OG0001933	XP_026301661.1, XP_016772147.2, XP_026301707.1	XP_012165422.1, XP_012165421.1
OG0001934	XP_397465.5	XP_003394468.2
OG0001935	XP_006571434.1, XP_006571436.1	XP_003392983.2
OG0001936	XP_016768876.1	XP_012173303.1, XP_012173302.1
OG0001937	NP_001159377.1, XP_006561583.1	XP_020720206.1
OG0001938	XP_001121838.2	XP_003401291.1
OG0001939	XP_006572022.1	XP_003402091.1
OG0001940	XP_006559014.1, XP_006559013.1, XP_003249430.1	XP_003396706.1
OG0001941	XP_026295572.1, XP_026295581.1	XP_012175979.1, XP_012175978.1
OG0001942	XP_394981.4	XP_003399824.1
OG0001943	NP_001128414.1	XP_012174446.1
OG0001944	XP_026295054.1, NP_001011594.1	XP_012175128.2
OG0001945	XP_026299716.1	XP_012169355.1
OG0001946	XP_006566698.1	XP_003399027.1
OG0001947	XP_623782.1, XP_006565058.1	XP_012168753.1, XP_003398752.1
OG0001948	XP_003250512.2	XP_012175779.1, XP_003394054.1, XP_020723176.1
OG0001949	XP_006568087.1, XP_006568088.1, XP_624939.1	XP_003401656.1
OG0001950	XP_006563986.1, XP_006563984.1, XP_623136.3, XP_026295570.1	XP_020724111.1, XP_020724112.1, XP_012176588.1, XP_012176589.1, XP_003394623.1
OG0001951	XP_394762.4	XP_003401677.1
