Orthogroup	Apis_mellifera	Aedes_aegypti
OG0001214	XP_006562468.1	XP_001655451.2
OG0001215	XP_393437.3	XP_021697293.1, XP_021697294.1, XP_021697295.1
OG0001216	XP_006568665.1	XP_001653393.1
OG0001217	XP_016772439.2	XP_001659205.1
OG0001218	XP_006569578.2, XP_394630.3	XP_001648941.1, XP_021705472.1
OG0001219	XP_397127.5	XP_011493503.2
OG0001220	XP_026301533.1	XP_001663266.1
OG0001221	XP_624977.1	XP_001649949.1
OG0001222	XP_625228.3	XP_021713412.1, XP_001655604.1, XP_001655603.1
OG0001223	XP_026300888.1, XP_394882.2	XP_001648095.1
OG0001224	XP_392390.1	XP_001660440.2, XP_001658084.2
OG0001225	XP_006563839.1	XP_001648371.1
OG0001226	XP_026298822.1, XP_001120016.1	XP_001653501.2
OG0001227	XP_625137.3	XP_021695961.1, XP_001663677.1, XP_021695960.1, XP_001663676.1
OG0001228	XP_016772279.1	XP_021703910.1, XP_021703909.1
OG0001229	XP_006558672.1	XP_021704947.1
OG0001230	XP_006570299.1, XP_006570300.1	XP_001656889.1
OG0001231	XP_016771299.2	XP_021694672.1
OG0001232	XP_026299027.1, XP_016772926.2	XP_021700838.1
OG0001233	XP_394419.2	XP_001654247.1, XP_021704697.1, XP_021704696.1
OG0001234	XP_016771367.2	XP_021706307.1
OG0001236	XP_026296373.1	XP_021698646.1, XP_021698645.1
OG0001237	XP_391881.4	XP_021696524.1
OG0001238	XP_026297900.1, XP_026297892.1	XP_021711392.1, XP_021711407.1
OG0001239	XP_395451.4	XP_021710256.1
OG0001240	XP_006566518.1, XP_016770274.1, XP_006566519.1	XP_021700543.1
OG0001241	XP_006564444.2, XP_006564443.2	XP_021709960.1
OG0001242	XP_394201.3	XP_021695985.1
OG0001244	XP_392845.4	XP_001653051.1
OG0001245	XP_001121323.1	XP_001649754.1, XP_021706031.1
OG0001246	XP_396918.4, XP_006570952.1	XP_021703701.1
OG0001247	XP_016769849.1	XP_001658992.1
OG0001248	XP_003249075.1	XP_021703673.1
OG0001249	XP_006568191.1	XP_001660617.1
OG0001250	XP_006558929.1, XP_006558930.1	XP_001661045.2
OG0001251	XP_026295937.1, XP_006562717.2	XP_021695142.1, XP_021695149.1
OG0001252	XP_016772258.2	XP_001656430.1
OG0001253	XP_016770711.2	XP_001651542.2, XP_021696789.1, XP_021696788.1, XP_021696787.1
OG0001254	XP_006558444.1, XP_006558445.1, XP_006558446.1, XP_006558447.1, XP_623442.2	XP_021705862.1
OG0001255	XP_026297873.1	XP_001647960.3
OG0001256	XP_392405.3, XP_003251576.1	XP_021694943.1, XP_021694941.1
OG0001257	XP_026301321.1	XP_021693634.1, XP_011493676.1, XP_011493675.1
OG0001258	XP_016768607.2, NP_001164477.1	XP_001652339.1, XP_021704024.1, XP_021704027.1
OG0001259	XP_006561326.1	XP_001656002.1, XP_001653425.2
OG0001260	XP_006559095.2, XP_016772351.2	XP_001652317.1
OG0001261	XP_026298661.1, XP_006567398.1	XP_021710538.1, XP_021710533.1, XP_021710536.1, XP_021710535.1, XP_021710531.1, XP_021710532.1, XP_021710534.1, XP_021710537.1
OG0001262	XP_006572321.1, XP_006572322.1	XP_021711449.1
OG0001263	XP_395392.3	XP_001658296.1
OG0001264	XP_392534.3	XP_001657447.2
OG0001267	XP_394714.3	XP_021705969.1, XP_021705968.1
OG0001268	XP_003249388.1	XP_021703813.1
OG0001269	XP_006559065.1, XP_006559062.1	XP_021710035.1
OG0001270	XP_001121503.2	XP_021705766.1, XP_021705767.1
OG0001271	XP_026300954.1	XP_021705424.1, XP_021705422.1, XP_021705423.1
OG0001272	NP_001035321.1, XP_026297805.1	XP_001655854.1
OG0001273	XP_026296398.1, XP_006570301.2	XP_021700130.1
OG0001274	XP_001122827.2	XP_001663402.2
OG0001277	XP_026295295.1, XP_026295296.1, XP_016773012.1	XP_021707020.1, XP_021707021.1
OG0001278	XP_392893.3	XP_001651785.2
OG0001279	XP_026295958.1, XP_026295957.1, XP_026295951.1, XP_026295950.1, XP_026295956.1	XP_021694589.1
OG0001280	XP_026300549.1	XP_001652945.1
OG0001281	XP_016769581.1, XP_016769580.1, XP_016769585.1	XP_021698661.1
OG0001282	XP_006564543.1	XP_021698670.1
OG0001283	XP_006568427.1, XP_016768751.1	XP_021697649.1
OG0001284	XP_394429.4	XP_021701396.1, XP_021701391.1
OG0001286	XP_026300876.1, XP_026300874.1, XP_026300875.1, XP_026300873.1	XP_021703120.1
OG0001287	XP_026302119.1	XP_021707370.1, XP_021707349.1, XP_021707348.1
OG0001288	NP_001035353.1	XP_021706525.1, XP_001659242.1
OG0001289	XP_001120054.2	XP_021694157.1
OG0001290	XP_026301145.1	XP_001660794.2, XP_021695080.1
OG0001291	XP_006565323.1, XP_623775.3	XP_001655206.2, XP_021712045.1
OG0001293	XP_001119898.1	XP_001658202.2
OG0001294	XP_394095.3	XP_001662562.1, XP_021712306.1
OG0001295	XP_026298643.1	XP_001655925.2, XP_021699425.1
OG0001296	XP_016772462.1	XP_021696682.1, XP_021696702.1
OG0001298	XP_392800.3	XP_021695656.1, XP_021695651.1, XP_021695650.1, XP_021695653.1, XP_021695652.1, XP_021695649.1, XP_021695655.1, XP_021695654.1, XP_001656862.1
OG0001300	XP_026300271.1, XP_026300270.1	XP_001650130.2
OG0001301	XP_026298240.1, XP_026298239.1	XP_021696109.1
OG0001302	XP_026301923.1	XP_021695397.1
OG0001302	XP_026301920.1	XP_021704073.1
OG0001303	XP_016766222.1, XP_016766225.1	XP_021709459.1, XP_021709460.1
OG0001304	XP_006563576.1, XP_026301131.1	XP_001649076.2
OG0001305	XP_026297620.1	XP_021712565.1, XP_021696722.1
OG0001306	XP_006566054.1	XP_021705682.1
OG0001307	XP_026296701.1	XP_021695213.1
OG0001308	XP_026301522.1	XP_021706251.1
OG0001310	XP_006571955.1, XP_001122617.2	XP_001647946.2
OG0001312	XP_006569762.1	XP_001654151.1
OG0001314	XP_006561423.1	XP_021697255.1, XP_021697257.1, XP_001663445.2, XP_021697256.1
OG0001315	XP_006562371.1, XP_016771801.1	XP_001663877.1, XP_021699529.1
OG0001316	XP_016773414.1, XP_006571183.1	XP_021698705.1
OG0001317	XP_026301772.1, XP_026301780.1	XP_021699168.1
OG0001318	XP_006561870.1, XP_623659.3	XP_021702414.1
OG0001319	XP_026295883.1, XP_016767420.2, XP_016767421.2, XP_001120680.3, XP_006567363.2, XP_006567362.2, XP_006567361.2	XP_021704855.1
OG0001320	XP_001120442.2	XP_021708785.1, XP_021708784.1, XP_021708783.1, XP_021708782.1
OG0001321	XP_016768933.1, XP_006564631.1, XP_006564632.1	XP_021710244.1
OG0001322	XP_001120452.2	XP_021713221.1, XP_021713222.1, XP_021713223.1
OG0001328	XP_026298928.1, XP_006566140.1	XP_021709467.1
OG0001329	XP_026297740.1, XP_392793.4, XP_006568388.1, XP_006568387.1	XP_001657589.2
OG0001330	XP_006569373.1	XP_001652750.1
OG0001331	XP_392843.1	XP_001654299.1
OG0001332	XP_391934.3	XP_001652269.1
OG0001333	XP_006561728.1, XP_006561729.1	XP_001651256.1
OG0001334	XP_026298647.1, NP_001071291.1	XP_001650222.1, XP_001654443.1
OG0001335	XP_003250006.1	XP_001649624.2, XP_001649625.2
OG0001337	XP_006557510.1	XP_021707110.1
OG0001338	XP_026299446.1	XP_001660476.2
OG0001339	XP_006560547.1, XP_006560548.1	XP_001654036.2
OG0001340	XP_396914.2	XP_021709482.1, XP_001655390.1, XP_001655391.1
OG0001341	XP_026299161.1	XP_021695378.1
OG0001342	NP_001233596.1, XP_006568757.1	XP_021707182.1
OG0001343	XP_001120622.3	XP_001662179.2
OG0001344	XP_006567413.1, XP_026298569.1	XP_021699741.1, XP_021699742.1, XP_021699744.1, XP_001658638.2, XP_021699743.1
OG0001345	XP_625158.1	XP_001661090.1
OG0001346	XP_006568830.2	XP_001648900.1, XP_021707707.1
OG0001347	XP_016766564.1	XP_001659204.1
OG0001348	XP_393071.3, XP_006558911.1	XP_001661832.1
OG0001349	XP_001122465.1	XP_001654544.1
OG0001350	XP_026301333.1, XP_026301331.1, XP_026301332.1	XP_001655317.2
OG0001351	XP_625226.1	XP_021705308.1, XP_021705307.1, XP_021705305.1, XP_021705304.1, XP_021705303.1, XP_021705302.1, XP_021705309.1
OG0001352	XP_624128.3, XP_006562315.2	XP_021705226.1
OG0001353	XP_003249908.1	XP_001656906.2
OG0001354	XP_016767597.1	XP_001663103.2
OG0001355	XP_006565066.1	XP_021710337.1
OG0001356	XP_016768312.1, XP_016768311.1, XP_396491.1, XP_016768313.1, XP_016768310.1	XP_021696915.1
OG0001357	XP_624751.3	XP_021700297.1, XP_021700298.1, XP_021700299.1, XP_021700289.1, XP_021700288.1, XP_021700294.1, XP_021700295.1, XP_021700296.1, XP_021700290.1, XP_021700292.1, XP_021700293.1, XP_021700300.1
OG0001359	XP_016772586.1	XP_001655316.1
OG0001361	XP_003251907.2	XP_001653274.2, XP_021709382.1, XP_021709377.1, XP_021711749.1
OG0001362	XP_016767937.1, XP_392575.3	XP_021711634.1, XP_001650538.2, XP_021711639.1, XP_021711636.1, XP_021711635.1, XP_021711638.1, XP_021711637.1
OG0001363	XP_394252.2	XP_001659788.1
OG0001364	XP_026295929.1	XP_021704232.1
OG0001365	XP_006566705.2	XP_021703837.1, XP_021703838.1, XP_021703833.1, XP_021703834.1, XP_021703836.1, XP_021703835.1
OG0001368	XP_006558888.1, XP_006558887.1, XP_396702.1	XP_001658458.1, XP_021709263.1, XP_021709266.1
OG0001369	XP_016772826.1	XP_001661015.2
OG0001370	XP_006557536.1	XP_021711931.1, XP_001650631.2
OG0001371	XP_397170.4	XP_001649083.3, XP_021697602.1, XP_021712118.1
OG0001372	XP_026296526.1	XP_021696997.1, XP_021697000.1, XP_021697001.1, XP_021696999.1, XP_021696995.1, XP_021696996.1
OG0001373	XP_006564089.1	XP_021694453.1
OG0001374	NP_001171374.1, XP_026300673.1	XP_001657485.1
OG0001375	XP_001121365.2, XP_006562011.1	XP_021699017.1, XP_021699013.1
OG0001376	XP_396175.2, XP_006569779.1, XP_016769123.1	XP_021704527.1
OG0001377	XP_003249169.1	XP_001664237.1
OG0001378	XP_026297486.1	XP_021712935.1, XP_021712936.1, XP_001649534.1, XP_021695113.1
OG0001379	XP_006567468.1	XP_021700986.1, XP_021700988.1, XP_021700987.1, XP_021700980.1, XP_021700981.1, XP_021700982.1, XP_021700983.1, XP_021700984.1, XP_001649718.1, XP_021700985.1
OG0001380	XP_394382.2	XP_021703772.1, XP_021703773.1, XP_021703774.1, XP_001653369.1, XP_021703771.1
OG0001381	XP_395682.4	XP_001648807.1
OG0001382	XP_026297953.1	XP_021701098.1, XP_001651389.2, XP_001648852.1
OG0001383	XP_006572237.1	XP_001662373.2
OG0001384	XP_396789.2	XP_001660023.2
OG0001385	XP_016767540.2, NP_001276370.1	XP_021698595.1
OG0001386	XP_016767856.1, XP_016767858.1, XP_006561126.1, XP_006561128.1	XP_021698247.1
OG0001387	XP_006557949.1	XP_001656936.1
OG0001388	XP_016770706.1	XP_021711868.1, XP_021710112.1
OG0001389	XP_026301857.1	XP_021705377.1, XP_001661979.2, XP_021698303.1, XP_021698302.1
OG0001390	XP_393336.2	XP_021700843.1
OG0001391	XP_006557325.2	XP_021697039.1, XP_021697040.1, XP_021697038.1, XP_021697041.1
OG0001392	XP_016770421.1, XP_026301887.1, XP_006571083.1	XP_021709568.1, XP_021709569.1, XP_021709567.1
OG0001394	XP_006563923.1	XP_001650424.1
OG0001395	XP_026300619.1	XP_021696363.1, XP_021696349.1
OG0001396	XP_003251700.2	XP_001662596.2, XP_021699720.1
OG0001397	XP_006558421.1	XP_021712502.1, XP_021693812.1
OG0001398	XP_026295323.1, XP_396074.2	XP_001657045.2, XP_021694877.1
OG0001399	XP_026295822.1, XP_006570847.3, XP_026295821.1	XP_001651707.1
OG0001400	XP_026298271.1	XP_021703961.1, XP_021703962.1
OG0001401	XP_395366.2	XP_001660577.1
OG0001402	XP_624525.3	XP_001664062.1
OG0001403	XP_026298793.1, XP_006567426.1	XP_021710754.1, XP_001650547.1
OG0001404	XP_003250893.1, XP_016770402.1	XP_001659873.1, XP_021700729.1, XP_021700728.1
OG0001405	XP_006558378.1	XP_001649519.2, XP_001649518.2, XP_001649517.2
OG0001406	XP_003249994.1, XP_006562035.1	XP_021712670.1
OG0001407	XP_016770141.1, XP_006570083.1, XP_016770134.1	XP_021704231.1, XP_021704230.1
OG0001408	NP_001229369.1	XP_021713401.1
OG0001409	XP_006563335.1	XP_021711099.1
OG0001410	XP_395760.4	XP_021708563.1
OG0001413	XP_623536.3	XP_021694446.1
OG0001414	XP_006560334.1, XP_026299267.1	XP_021702146.1
OG0001415	XP_016769111.2, XP_026301172.1	XP_021699093.1
OG0001416	XP_026298066.1, XP_026298062.1	XP_021712252.1, XP_021700673.1
OG0001417	XP_006564416.1, XP_006564415.1	XP_021695666.1
OG0001418	XP_026297714.1	XP_021702027.1
OG0001419	XP_026294885.1, XP_026294944.1	XP_021703807.1
OG0001420	XP_394326.4	XP_001655783.1, XP_001652599.2
OG0001421	XP_006564186.1, XP_026297333.1	XP_001657115.1
OG0001422	XP_006568172.2	XP_001650075.2
OG0001423	XP_026302100.1	XP_001659271.2
OG0001424	XP_006561339.1	XP_001648513.1
OG0001425	XP_006571360.1	XP_021693444.1, XP_021693451.1, XP_021693464.1, XP_021693471.1, XP_021693468.1, XP_021693475.1, XP_021693480.1, XP_021693491.1, XP_021693456.1
OG0001426	XP_026300478.1	XP_021701495.1
OG0001427	XP_001121333.2	XP_001660203.1
OG0001428	XP_006570272.2, XP_016767777.2, XP_026296777.1	XP_001647790.2
OG0001429	XP_393105.4	XP_001650121.1
OG0001430	XP_026301363.1	XP_001654175.2, XP_021708114.1
OG0001433	XP_003249531.1	XP_001662331.2
OG0001434	XP_001122051.1	XP_001663415.1
OG0001436	XP_393999.3	XP_021697897.1
OG0001437	XP_026299979.1	XP_021700178.1
OG0001438	XP_006566923.2	XP_021708714.1, XP_021704285.1
OG0001439	XP_003249667.1	XP_021705419.1, XP_021711772.1
OG0001440	XP_016766945.1	XP_021706240.1
OG0001441	XP_026297824.1, XP_026297830.1, XP_026297821.1	XP_021706835.1, XP_021706838.1, XP_021712543.1, XP_021706836.1
OG0001442	XP_006566607.1, XP_006566608.1, XP_016770708.1, XP_001122238.2	XP_021706881.1
OG0001445	XP_016767809.1, XP_006564258.1	XP_021712815.1
OG0001446	XP_016769759.1, XP_026299020.1	XP_021713062.1, XP_021713058.1
OG0001453	XP_623506.1	XP_001652827.1, XP_001652828.1, XP_001652829.1
OG0001455	XP_395548.2	XP_001659135.1, XP_001649843.1
OG0001456	XP_003250782.1	XP_021706989.1
OG0001457	XP_395405.1	XP_001656531.1
OG0001458	XP_016771740.1, XP_006560290.1	XP_021709031.1
OG0001459	XP_624206.2	XP_001649804.1, XP_001658793.2
OG0001460	XP_395475.2	XP_001663584.2
OG0001461	XP_625038.2	XP_001649395.2
OG0001462	XP_392422.2, XP_003250633.1	XP_021710250.1, XP_021710252.1
OG0001463	XP_006568200.1, XP_026299050.1	XP_021706165.1, XP_021706164.1
OG0001464	XP_026297059.1	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1
OG0001465	XP_001122467.1	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1
OG0001466	XP_623574.2, XP_003250648.1	XP_001652327.1
OG0001467	XP_624385.4	XP_001649724.2
OG0001468	XP_001121269.2, XP_026301134.1	XP_001648269.1
OG0001469	XP_016770754.2, XP_006566407.2	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1
OG0001470	XP_392667.2	XP_001650785.1, XP_001650784.1, XP_001652204.1
OG0001471	XP_026295194.1, XP_006563973.1	XP_001657926.1
OG0001472	XP_026295425.1, XP_001121817.2	XP_001656628.1
OG0001473	XP_016773638.2	XP_021699212.1
OG0001474	XP_623681.1	XP_001662447.1
OG0001475	XP_624415.1, XP_026295254.1, XP_006570845.1, XP_016773034.1, XP_003251612.1	XP_001664045.2
OG0001476	XP_016770904.2, XP_026299931.1, XP_026299930.1, XP_006565307.2, XP_026299929.1, XP_006565305.2, XP_006565306.2	XP_021705887.1
OG0001477	XP_006562867.1	XP_001654194.2
OG0001478	XP_006568688.1	XP_021711922.1, XP_021699182.1
OG0001479	XP_006570473.1	XP_001655863.1
OG0001480	XP_624520.1	XP_021708351.1
OG0001481	XP_006572049.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_006557348.1, XP_006557349.1	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_006562729.1	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_393966.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_026300236.1	XP_021700466.1
OG0001486	NP_001252514.1, XP_006564386.1	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_006562891.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_026297193.1, XP_026297149.1	XP_021710667.1
OG0001489	XP_003249463.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_026296438.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_624946.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_001120943.2, XP_006566059.1	XP_021698974.1
OG0001494	XP_006569570.1	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_026296208.1	XP_021707805.1
OG0001496	XP_006562571.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_026299752.1	XP_021707615.1
OG0001498	XP_006563298.1	XP_021697831.1
OG0001499	XP_623985.3, XP_623658.1	XP_001651889.2
OG0001500	NP_001189389.1	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_006569496.1, XP_006569498.1	XP_021712753.1, XP_021699608.1
OG0001502	XP_026297625.1	XP_021699619.1
OG0001503	XP_397549.2, XP_003250890.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_393495.3	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296387.1, XP_026296389.1	XP_001660600.2, XP_021704345.1
OG0001506	XP_006569200.1	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1
OG0001507	XP_006563542.1	XP_021713312.1
OG0001508	XP_016767457.1, XP_026295906.1	XP_001658818.2
OG0001509	XP_006569759.1, XP_006569756.1, XP_006569758.1	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1
OG0001510	NP_001264228.1, XP_016770661.2	XP_021707687.1
OG0001511	XP_623621.1	XP_001654598.1, XP_021697822.1
OG0001512	XP_026299774.1, XP_026299769.1	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1
OG0001513	XP_003249578.1	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1
OG0001514	XP_396376.2	XP_001655385.1, XP_021705456.1
OG0001515	XP_006568666.1	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1
OG0001516	XP_016768032.1	XP_001657534.2
OG0001517	XP_016772636.1	XP_021712247.1
OG0001518	XP_006569908.1, XP_006569907.1	XP_021702663.1
OG0001519	XP_001121155.2	XP_021695723.1, XP_021695724.1
OG0001520	XP_016773511.1	XP_001659529.1
OG0001521	XP_026296663.1	XP_001663347.2
OG0001522	XP_396892.2	XP_021710700.1
OG0001523	XP_026301434.1	XP_021693518.1
OG0001524	XP_006568047.1	XP_021693893.1, XP_021693937.1
OG0001525	XP_006559250.1, XP_393635.1	XP_021706611.1, XP_021706609.1, XP_021706610.1
OG0001526	NP_001011602.1	XP_021699965.1, XP_021699966.1, XP_021699961.1
OG0001527	XP_006561935.1	XP_021705511.1, XP_001659060.1
OG0001529	XP_006557300.1	XP_001653365.2, XP_001653366.2
OG0001530	XP_026301949.1	XP_001659200.1
OG0001531	XP_006564855.1	XP_001654172.1, XP_021711999.1
OG0001532	XP_016768684.2, XP_016768690.1	XP_021705174.1
OG0001533	XP_026297995.1	XP_021697618.1
OG0001534	XP_006570008.2	XP_021707804.1
OG0001535	XP_016766188.2	XP_001654088.2
OG0001536	XP_026299834.1, XP_026299833.1	XP_021698558.1, XP_021698552.1
OG0001537	XP_016771061.1, XP_396670.3	XP_021710074.1, XP_001655561.2
OG0001539	XP_026300395.1	XP_001655433.2
OG0001540	XP_006570639.1, NP_001107211.1	XP_021711753.1, XP_021698365.1, XP_021698362.1, XP_021698363.1, XP_021698361.1, XP_021698364.1
OG0001541	XP_026301845.1, XP_026301842.1	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1
OG0001542	XP_016767210.2, XP_001121775.2	XP_021703912.1
OG0001543	XP_623560.2, XP_006562474.1, XP_006562473.1, XP_026299439.1	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	XP_026295460.1	XP_021703178.1
OG0001546	XP_001121602.2, XP_026296545.1	XP_021694031.1
OG0001547	XP_006565258.1	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1
OG0001548	XP_006568458.2, XP_026295258.1	XP_021709810.1
OG0001550	XP_396025.4	XP_021707016.1, XP_021707017.1
OG0001551	XP_026301914.1	XP_001649247.2
OG0001552	XP_006561183.1, XP_016766181.1	XP_021709518.1, XP_021709510.1
OG0001553	XP_394347.5	XP_001649155.2
OG0001554	XP_016770977.1, XP_006561260.1	XP_021699256.1
OG0001555	XP_396132.4	XP_021708369.1
OG0001556	XP_006558583.1	XP_021698930.1
OG0001557	XP_006564466.1	XP_021703099.1
OG0001558	XP_393403.3	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	XP_026299665.1	XP_021709809.1
OG0001560	NP_001242968.1, XP_006561571.2, NP_001242969.1	XP_021700177.1
OG0001561	XP_006563441.2	XP_001659517.1
OG0001562	XP_006558995.1	XP_021699829.1, XP_021699830.1
OG0001563	XP_016772117.1, XP_016772119.1	XP_021707780.1
OG0001565	XP_026299072.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	XP_006562827.2, XP_026302056.1	XP_021705207.1
OG0001568	XP_006567935.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	XP_026300765.1, XP_625030.1, XP_006564990.1	XP_001653986.2
OG0001570	XP_001120557.1, XP_006571825.1	XP_021697701.1
OG0001571	XP_623644.3	XP_021701795.1, XP_021711966.1
OG0001572	XP_006558902.1, XP_393632.2, XP_006558903.1, XP_393631.3	XP_001661833.2, XP_001661834.1
OG0001575	XP_026298538.1	XP_001662131.2, XP_001648863.2
OG0001576	XP_026295510.1	XP_021700231.1
OG0001577	XP_394734.5	XP_021694857.1
OG0001579	XP_393727.2	XP_021697228.1
OG0001580	XP_026298115.1, XP_026298114.1, XP_026298110.1	XP_021708412.1
