Orthogroup	Bombus_terrestris	Osmia_lignaria
OG0002153	XP_003399392.1, XP_012169771.1, XP_020720980.1	XP_034175496.1
OG0002154	XP_012169013.1, XP_012169014.1	XP_034174912.1
OG0002155	XP_012170647.2	XP_034186537.1, XP_034186538.1, XP_034186536.1, XP_034186535.1
OG0002156	XP_012170846.1	XP_034178120.1
OG0002157	XP_012171523.1	XP_034192107.1
OG0002158	XP_003393391.1	XP_034179978.1, XP_034179977.1
OG0002159	XP_020722194.1	XP_034191714.1
OG0002160	XP_003400818.1	XP_034180902.1
OG0002162	XP_012167939.1	XP_034172177.1, XP_034172176.1, XP_034172174.1, XP_034172173.1, XP_034172175.1
OG0002163	XP_003401492.1	XP_034179579.1
OG0002164	XP_012172112.1	XP_034179714.1
OG0002165	XP_003401468.1	XP_034193839.1
OG0002166	XP_012174236.1, XP_020723153.1, XP_020723149.1, XP_020723567.1	XP_034187062.1
OG0002167	XP_012170156.1	XP_034194172.1
OG0002168	XP_020720552.1, XP_003398646.1	XP_034175979.1
OG0002169	XP_003393451.2	XP_034172551.1, XP_034172552.1
OG0002170	XP_003396567.1	XP_034177825.1
OG0002171	XP_012174283.1, XP_003402591.1	XP_034174511.1
OG0002172	XP_003399295.2	XP_034175242.1, XP_034175241.1, XP_034175240.1, XP_034175239.1
OG0002173	XP_012165223.1, XP_012165225.1, XP_012165224.1, XP_012165221.1, XP_012165222.1	XP_034174993.1
OG0002174	XP_003393665.1, XP_012172416.1, XP_012172423.1	XP_034189189.1
OG0002175	XP_003402227.1, XP_012173762.1, XP_012173764.1	XP_034188250.1
OG0002176	XP_003402671.1	XP_034196499.1
OG0002177	XP_020722193.1, XP_012173487.1	XP_034188695.1
OG0002178	XP_012174364.1, XP_003402628.1	XP_034189329.1
OG0002179	XP_012175963.1	XP_034194760.1, XP_034194759.1
OG0002180	XP_020723613.1	XP_034182762.1, XP_034182763.1, XP_034182760.1
OG0002181	XP_020724223.1	XP_034194707.1
OG0002182	XP_012176544.1	XP_034182657.1
OG0002183	XP_012174572.1	XP_034182675.1
OG0002184	XP_012174433.2	XP_034183756.1
OG0002185	XP_003402456.2	XP_034174264.1
OG0002186	XP_020718576.1	XP_034187662.1
OG0002187	XP_003398756.3	XP_034174964.1
OG0002188	XP_012163320.1, XP_020718587.1, XP_020718586.1	XP_034173821.1
OG0002189	XP_003394834.1	XP_034174791.1, XP_034174790.1
OG0002190	XP_012173204.1	XP_034184684.1
OG0002191	XP_020718893.1	XP_034177886.1, XP_034177887.1, XP_034177888.1
OG0002192	XP_012163818.1, XP_020718618.1, XP_020718619.1	XP_034177210.1, XP_034177209.1
OG0002193	XP_012165191.1	XP_034172715.1
OG0002194	XP_012164468.1	XP_034177782.1
OG0002195	XP_003395731.1	XP_034192794.1
OG0002196	XP_012164459.1, XP_012164460.1, XP_012164461.1, XP_012164462.1	XP_034177774.1
OG0002197	XP_003395748.1	XP_034177074.1
OG0002198	XP_020718925.1, XP_003395568.1	XP_034177389.1
OG0002199	XP_003395573.1	XP_034176779.1
OG0002200	XP_012163938.1, XP_012163936.1	XP_034177413.1
OG0002201	XP_012163956.1, XP_012163954.1	XP_034192717.1
OG0002202	XP_020718846.1	XP_034177484.1
OG0002204	XP_012163098.1, XP_020718356.1	XP_034184184.1, XP_034184180.1
OG0002205	XP_003395990.1	XP_034196204.1
OG0002206	XP_012164782.1	XP_034192915.1
OG0002207	XP_020723882.1	XP_034175548.1
OG0002208	XP_003393014.1, XP_012176259.1	XP_034173207.1, XP_034173206.1
OG0002209	XP_012165009.1	XP_034171474.1
OG0002210	XP_012164810.1, XP_012164815.1	XP_034195812.1
OG0002211	XP_020719803.1	XP_034181589.1, XP_034181590.1, XP_034181591.1
OG0002212	XP_020719691.1	XP_034176694.1, XP_034176660.1
OG0002213	XP_012166209.1	XP_034183050.1
OG0002214	XP_012166480.1, XP_012166482.1	XP_034181495.1
OG0002215	XP_012166468.1, XP_003397193.1	XP_034181449.1, XP_034181450.1
OG0002216	XP_020721001.1	XP_034187532.1
OG0002218	XP_012173196.2	XP_034190387.1, XP_034190388.1
OG0002219	XP_012172877.1	XP_034185201.1
OG0002220	XP_012166418.1, XP_012166419.1, XP_012166420.1	XP_034192497.1
OG0002221	XP_003403026.3	XP_034171305.1
OG0002222	XP_012174515.1, XP_012174745.1	XP_034183420.1
OG0002223	XP_020723758.1, XP_012175107.1	XP_034190607.1
OG0002224	XP_003397591.1, XP_012167142.1, XP_012167140.1	XP_034184394.1, XP_034184393.1
OG0002225	XP_003397568.1	XP_034184560.1
OG0002226	XP_020720417.1, XP_020720418.1, XP_020720419.1, XP_020720420.1, XP_012167580.1	XP_034174269.1
OG0002227	XP_003398006.1	XP_034185997.1, XP_034186007.1
OG0002228	XP_012167204.1	XP_034175198.1
OG0002229	XP_003402101.1, XP_012173400.1, XP_003401927.1	XP_034191778.1
OG0002230	XP_003403351.1	XP_034190190.1, XP_034190187.1, XP_034190188.1
OG0002231	XP_012167889.1, XP_012167891.1	XP_034190011.1
OG0002232	XP_003398217.1	XP_034190005.1
OG0002233	XP_012169821.1	XP_034176128.1
OG0002234	XP_003398916.1, XP_020721317.1	XP_034175438.1, XP_034175435.1
OG0002235	XP_012166184.1, XP_003396497.1	XP_034181909.1
OG0002237	XP_003396407.1, XP_020719397.1, XP_012165439.1	XP_034193428.1
OG0002238	XP_003399123.1	XP_034193399.1, XP_034193397.1
OG0002239	XP_003399018.1	XP_034175960.1, XP_034175961.1
OG0002240	XP_020724035.1	XP_034173001.1
OG0002241	XP_012170605.1	XP_034182919.1
OG0002242	XP_012169901.1, XP_012169900.1	XP_034186614.1
OG0002243	XP_003400177.1, XP_012170927.1	XP_034178356.1
OG0002244	XP_012171025.1	XP_034178233.1
OG0002245	XP_012170843.1	XP_034178170.1, XP_034178169.1, XP_034178171.1
OG0002246	XP_012170850.1	XP_034177939.1
OG0002247	XP_020722252.1, XP_012171910.2, XP_012174856.1	XP_034180336.1
OG0002248	XP_020722197.1	XP_034191678.1
OG0002249	XP_003400724.1	XP_034191470.1, XP_034195284.1, XP_034195275.1
OG0002250	XP_012171775.1, XP_003400898.1	XP_034192089.1
OG0002251	XP_003393271.1	XP_034172581.1, XP_034172582.1
OG0002252	XP_020722199.1, XP_012171704.1	XP_034191427.1
OG0002253	XP_012172279.2	XP_034179738.1, XP_034179744.1
OG0002254	XP_003400971.1	XP_034179014.1
OG0002255	XP_003401404.1	XP_034179348.1, XP_034179347.1, XP_034179346.1, XP_034179344.1, XP_034179343.1
OG0002256	XP_020718393.1, XP_012176761.1, XP_003394848.1	XP_034175977.1
OG0002257	XP_003401475.1, XP_012172706.1, XP_012172705.1, XP_012172704.1	XP_034179668.1
OG0002258	XP_012173232.1, XP_012173225.1	XP_034185331.1, XP_034185338.1
OG0002259	XP_012172337.1, XP_003401337.1	XP_034178997.1
OG0002260	XP_020723243.1, XP_012173785.2	XP_034186833.1
OG0002261	XP_003396341.1, XP_020719680.1	XP_034177469.1
OG0002263	XP_012174002.1, XP_012166644.1	XP_034179688.1
OG0002264	XP_003396267.1	XP_034179413.1
OG0002265	XP_012174478.1	XP_034170812.1
OG0002266	XP_012168493.1	XP_034176362.1
OG0002267	XP_012170429.1	XP_034189133.1, XP_034189134.1, XP_034189131.1, XP_034189130.1, XP_034189132.1
OG0002268	XP_012170202.1	XP_034190730.1, XP_034190729.1
OG0002269	XP_012171162.1	XP_034180835.1, XP_034180836.1
OG0002270	XP_003401037.1, XP_020722527.1, XP_020722528.1	XP_034194012.1
OG0002272	XP_020720694.1	XP_034173415.1
OG0002273	XP_003402903.1	XP_034192251.1
OG0002274	XP_003396016.1	XP_034195819.1
OG0002275	XP_012165037.1	XP_034195855.1
OG0002276	XP_012166543.1, XP_003397209.1	XP_034187930.1, XP_034187932.1, XP_034187931.1
OG0002277	XP_012175062.1	XP_034185187.1
OG0002278	XP_003394043.1, XP_012175819.1	XP_034171667.1, XP_034171666.1, XP_034171668.1
OG0002279	XP_003399814.1	XP_034186933.1, XP_034186934.1
OG0002280	XP_012175752.1	XP_034196592.1, XP_034196598.1
OG0002281	XP_012173338.1, XP_020723042.1, XP_012173345.1, XP_020723041.1, XP_012173342.1	XP_034191961.1
OG0002283	XP_003394246.1	XP_034194717.1
OG0002284	XP_012163063.1	XP_034187464.1, XP_034187463.1, XP_034187465.1
OG0002285	XP_003392963.1	XP_034173490.1, XP_034173491.1
OG0002286	XP_020723020.1, XP_003401805.1	XP_034190422.1
OG0002287	XP_003396235.1	XP_034185946.1
OG0002288	XP_012169403.1	XP_034193098.1, XP_034193099.1
OG0002289	XP_003403100.1	XP_034190208.1
OG0002290	XP_012167998.2	XP_034186005.1, XP_034186006.1, XP_034186003.1, XP_034186004.1
OG0002291	XP_020720624.1, XP_020720625.1	XP_034185835.1
OG0002292	XP_003398367.2	XP_034183749.1
OG0002293	XP_012171632.1	XP_034180618.1
OG0002294	XP_003401100.1, XP_020722679.1, XP_012172223.1	XP_034179218.1, XP_034179215.1
OG0002295	XP_003393550.1	XP_034171463.1
OG0002296	XP_012176052.1, XP_012176053.1	XP_034182531.1
OG0002297	XP_003402502.1	XP_034173693.1
OG0002298	XP_003395699.1	XP_034177132.1, XP_034177131.1
OG0002299	XP_020718920.1	XP_034176863.1
OG0002300	XP_020719874.1, XP_012166616.1	XP_034181816.1
OG0002301	XP_003401921.1	XP_034190356.1
OG0002302	XP_012169231.1	XP_034193286.1, XP_034193284.1, XP_034193287.1
OG0002303	XP_012168271.1	XP_034189444.1, XP_034189445.1
OG0002304	XP_020720687.1, XP_020720686.1, XP_020720685.1, XP_003398469.1	XP_034183370.1
OG0002305	XP_003398019.1	XP_034184181.1
OG0002306	XP_012167104.1	XP_034184311.1
OG0002307	XP_012176564.1, XP_012176565.1	XP_034188480.1, XP_034188479.1
OG0002308	XP_003394903.1	XP_034174734.1, XP_034174733.1
OG0002309	XP_003394884.1	XP_034181193.1, XP_034185442.1
OG0002310	XP_003401797.1	XP_034190454.1
OG0002311	XP_003393098.1	XP_034173365.1, XP_034173366.1
OG0002312	XP_003395516.1	XP_034177461.1
OG0002313	XP_003395629.1	XP_034177487.1, XP_034177486.1, XP_034177488.1
OG0002314	XP_003393273.1	XP_034172646.1
OG0002315	XP_003395692.1	XP_034192953.1
OG0002316	XP_003400960.1	XP_034180858.1
OG0002317	XP_003402778.1, XP_020723527.1	XP_034183509.1
OG0002318	XP_003395603.1	XP_034177645.1, XP_034177646.1, XP_034177647.1
OG0002319	XP_003399971.1	XP_034186386.1
OG0002320	XP_012172830.1	XP_034193677.1, XP_034193676.1
OG0002321	XP_012163819.1	XP_034177203.1, XP_034177201.1
OG0002322	XP_003397666.1	XP_034183941.1
OG0002323	XP_003401724.1	XP_034185350.1
OG0002324	XP_012168572.1, XP_003398773.1	XP_034193456.1
OG0002325	XP_003398498.1	XP_034186086.1
OG0002326	XP_012174189.1	XP_034181544.1, XP_034181545.1
OG0002327	XP_003393705.1, XP_003393706.1	XP_034188902.1
OG0002328	XP_012167897.1	XP_034183535.1, XP_034183536.1
OG0002329	XP_012173169.1, XP_020722951.1	XP_034185690.1
OG0002330	XP_003393428.1, XP_020718261.1	XP_034172974.1
OG0002331	XP_003395102.1	XP_034173871.1
OG0002333	XP_020719088.1, XP_003395902.1, XP_012164659.1, XP_012164658.1	XP_034176326.1
OG0002334	XP_003396668.1	XP_034172851.1
OG0002335	XP_012170490.1, XP_012170489.1	XP_034190890.1, XP_034190891.1
OG0002336	XP_003394412.1	XP_034194519.1
OG0002337	XP_012175280.1	XP_034181568.1
OG0002338	XP_003393751.1	XP_034189127.1, XP_034189128.1, XP_034189129.1
OG0002339	XP_003398511.1	XP_034185798.1, XP_034185799.1, XP_034185797.1
OG0002340	XP_003399346.1	XP_034173829.1, XP_034173830.1
OG0002341	XP_012171230.1, XP_012174891.2	XP_034191578.1
OG0002342	XP_012167818.1	XP_034180330.1
OG0002343	XP_003403227.1	XP_034187445.1
OG0002344	XP_003397822.1	XP_034173145.1
OG0002345	XP_003394421.1	XP_034171447.1
OG0002346	XP_020723440.1	XP_034184774.1
OG0002347	XP_003396802.2	XP_034181278.1
OG0002348	XP_003394769.1	XP_034187417.1
OG0002349	XP_003393076.1	XP_034172126.1, XP_034172128.1, XP_034172127.1
OG0002350	XP_003395903.1	XP_034195598.1
OG0002351	XP_012171674.1	XP_034191490.1
OG0002352	XP_003399424.1	XP_034193217.1
OG0002353	XP_012164908.1	XP_034194468.1
OG0002354	XP_003399042.1, XP_012169235.1	XP_034193274.1
OG0002355	XP_003399045.1	XP_034193300.1
OG0002356	XP_020718265.1, XP_012175898.1	XP_034182547.1, XP_034182546.1, XP_034182549.1
OG0002357	XP_003394144.1, XP_003394143.1	XP_034182757.1
OG0002358	XP_003400531.1	XP_034192083.1, XP_034192084.1
OG0002359	XP_003400617.1	XP_034180383.1
OG0002360	XP_020719431.1, XP_020719428.1, XP_020719441.1, XP_003392952.1, XP_020719427.1	XP_034172872.1, XP_034172873.1, XP_034172871.1
OG0002361	XP_003393267.1	XP_034196350.1, XP_034196351.1, XP_034196352.1
OG0002362	XP_020723342.1	XP_034187608.1
OG0002363	XP_012167744.1, XP_003398239.1	XP_034186309.1
OG0002364	XP_003398334.1	XP_034186029.1, XP_034186032.1, XP_034186031.1, XP_034186030.1
OG0002365	XP_012164565.1	XP_034196240.1
OG0002366	XP_012165970.1	XP_034178302.1, XP_034178221.1
OG0002367	XP_012169135.1	XP_034176195.1, XP_034176197.1, XP_034176196.1
OG0002368	XP_012169719.1	XP_034175207.1
OG0002369	XP_020721959.1	XP_034178108.1
OG0002370	XP_012171418.1, XP_012171422.1	XP_034191893.1
OG0002371	XP_012172410.1, XP_012172405.1, XP_012172399.1, XP_012172396.1	XP_034189207.1, XP_034189206.1
OG0002372	XP_012174957.1	XP_034190213.1
OG0002373	XP_012176104.2	XP_034188182.1
OG0002373	XP_020718243.1	XP_034188180.1
OG0002374	XP_020723570.1	XP_034171297.1
OG0002383	XP_012176397.1	XP_034188468.1
OG0002384	XP_020722491.1, XP_020722495.1	XP_034179183.1
OG0002385	XP_003395481.3	XP_034177880.1, XP_034177881.1, XP_034177879.1
OG0002386	XP_003398978.1	XP_034176204.1
OG0002387	XP_003397363.1	XP_034181526.1
OG0002388	XP_003399611.1	XP_034187069.1
OG0002389	XP_003393360.1, XP_003393361.1	XP_034179420.1
OG0002390	XP_003400433.1	XP_034180429.1, XP_034180430.1, XP_034180431.1
OG0002391	XP_012172581.1	XP_034178932.1
OG0002392	XP_003403265.1	XP_034176648.1
OG0002393	XP_012167383.1	XP_034184582.1, XP_034184581.1
OG0002394	XP_012171379.1	XP_034171887.1
OG0002395	XP_012171701.1	XP_034191979.1
OG0002396	XP_003397668.1	XP_034196131.1
OG0002397	XP_003401364.1	XP_034178854.1
OG0002398	XP_012164574.1	XP_034196102.1
OG0002399	XP_003402466.1	XP_034174476.1
OG0002400	XP_003393443.1	XP_034181836.1
OG0002401	XP_012164471.1, XP_003395340.1, XP_012164472.1	XP_034192865.1, XP_034192866.1
OG0002402	XP_012175153.1	XP_034190362.1
OG0002403	XP_012175469.1, XP_012168014.1	XP_034186063.1
OG0002404	XP_020722171.1	XP_034180646.1
OG0002405	XP_020719477.1	XP_034172073.1, XP_034172070.1
OG0002406	XP_003397289.2	XP_034180974.1
OG0002407	XP_012169798.1	XP_034176101.1
OG0002409	XP_003396707.1	XP_034172840.1
OG0002410	XP_012173620.1	XP_034191092.1
OG0002411	XP_012172217.1	XP_034193660.1
OG0002412	XP_012164864.1	XP_034195513.1
OG0002413	XP_012167819.1	XP_034190140.1
OG0002414	XP_020724045.1	XP_034173467.1
OG0002415	XP_003394080.1	XP_034171718.1
OG0002416	XP_003394758.1	XP_034174311.1, XP_034174310.1
OG0002417	XP_012170854.1, XP_012170853.1	XP_034178699.1, XP_034178701.1
OG0002418	XP_003400221.1	XP_034177946.1, XP_034177945.1
OG0002419	XP_020721129.1, XP_012169207.1, XP_012169208.1, XP_020721130.1	XP_034175728.1
OG0002420	XP_003400751.1	XP_034191500.1, XP_034191498.1
OG0002421	XP_012175299.1	XP_034175255.1
OG0002422	XP_003397578.1	XP_034171828.1
OG0002424	XP_003394728.1	XP_034188221.1, XP_034188218.1
OG0002425	XP_003398297.1	XP_034186002.1
OG0002426	XP_003399540.1	XP_034187185.1
OG0002427	XP_003398860.1	XP_034175290.1, XP_034175288.1, XP_034175289.1
OG0002428	XP_003397938.1	XP_034183952.1
OG0002429	XP_012167090.1	XP_034184603.1
OG0002430	XP_012175977.1	XP_034172515.1, XP_034172516.1
OG0002431	XP_012165929.1	XP_034181380.1
OG0002432	XP_020718627.1	XP_034172674.1
OG0002433	XP_003395315.1	XP_034177913.1
OG0002434	XP_020721918.1	XP_034178268.1
OG0002435	XP_003397683.1	XP_034195874.1
OG0002436	XP_012164068.1	XP_034177609.1
OG0002437	XP_012172541.1	XP_034179149.1
OG0002438	XP_012167662.1, XP_012167663.1	XP_034186227.1
OG0002439	XP_003396456.1	XP_034171126.1
OG0002440	XP_003397224.1	XP_034181284.1
OG0002441	XP_003394079.1	XP_034171712.1
OG0002442	XP_003393641.1, XP_012171967.1	XP_034171695.1
OG0002443	XP_012176317.1	XP_034173209.1
OG0002444	XP_003393130.1	XP_034173585.1
OG0002445	XP_003401291.1	XP_034195237.1
OG0002446	XP_003399685.3	XP_034190744.1, XP_034190742.1
OG0002447	XP_012172289.1	XP_034179761.1
OG0002448	XP_012176512.1, XP_003394684.1	XP_034182691.1
OG0002449	XP_003399684.1	XP_034190735.1, XP_034190732.1
OG0002450	XP_012170723.1	XP_034178423.1
OG0002451	XP_003395931.1	XP_034193860.1, XP_034193871.1
OG0002452	XP_012172696.1	XP_034179417.1
OG0002453	XP_003393635.1, XP_003393634.1	XP_034189372.1
OG0002454	XP_012175624.1	XP_034196687.1, XP_034196684.1
OG0002455	XP_003397678.1	XP_034195876.1
OG0002456	XP_012166007.2	XP_034189802.1
OG0002457	XP_020721211.1, XP_020721210.1, XP_003399276.1	XP_034176542.1
OG0002458	XP_003400718.2	XP_034180728.1
OG0002459	XP_020719042.1, XP_020719041.1	XP_034171268.1
OG0002460	XP_003393440.1	XP_034185165.1
OG0002461	XP_012174522.1	XP_034192322.1
OG0002462	XP_003396731.1	XP_034190669.1
OG0002463	XP_012175076.1	XP_034185085.1, XP_034185084.1
OG0002464	XP_012174194.2	XP_034181564.1
OG0002465	XP_003401935.1, XP_003401934.1, XP_012173412.1, XP_012173413.1	XP_034191774.1
OG0002466	XP_012170916.1	XP_034178052.1
OG0002467	XP_012173989.1, XP_012173990.1	XP_034188087.1
OG0002468	XP_003401439.1	XP_034179890.1, XP_034179891.1
OG0002469	XP_012172463.1, XP_012172464.1	XP_034179808.1
OG0002470	XP_003394300.1, XP_012176139.1, XP_012176141.1	XP_034194254.1
OG0002471	XP_020721919.1, XP_012171015.1	XP_034178242.1
OG0002472	XP_003396837.1	XP_034173578.1
OG0002473	XP_020722546.1, XP_012172752.1, XP_012172753.1	XP_034193525.1
OG0002474	XP_003398344.1	XP_034186279.1
OG0002475	XP_012168442.1	XP_034186282.1
OG0002476	XP_003400817.1	XP_034191968.1
OG0002477	XP_012170751.1	XP_034178092.1, XP_034178091.1
OG0002478	XP_003393588.1	XP_034189312.1
OG0002479	XP_003397593.1	XP_034184338.1
OG0002480	XP_012167367.1, XP_012167365.1	XP_034183985.1
OG0002481	XP_020720654.1	XP_034190175.1, XP_034190177.1
OG0002482	XP_012166277.1	XP_034181158.1
OG0002483	XP_012163092.1	XP_034173842.1
OG0002484	XP_003398400.1	XP_034183755.1
OG0002486	XP_020719926.1	XP_034181059.1, XP_034181058.1
OG0002487	XP_003399004.1	XP_034176692.1
OG0002488	XP_003398184.3	XP_034183648.1, XP_034183650.1
OG0002489	XP_003395542.1, XP_003395541.1	XP_034177335.1
OG0002490	XP_003398745.1	XP_034185978.1, XP_034185979.1
OG0002491	XP_012170524.1	XP_034191148.1, XP_034191151.1
OG0002492	XP_003393928.1	XP_034172055.1
OG0002493	XP_003399683.1	XP_034190731.1
OG0002494	XP_020718824.1	XP_034177260.1, XP_034177259.1
OG0002495	XP_003395854.1	XP_034192766.1
OG0002496	XP_020718690.1	XP_034177662.1
OG0002497	XP_012173927.1	XP_034181331.1, XP_034181330.1
OG0002498	XP_020723628.1	XP_034182198.1, XP_034182196.1
OG0002499	XP_012174012.2	XP_034187088.1, XP_034187087.1
OG0002500	XP_003396793.1, XP_020719221.1, XP_020719220.1, XP_020719219.1	XP_034193049.1
OG0002502	XP_003399379.1	XP_034175344.1
OG0002503	XP_012175849.2	XP_034194347.1, XP_034194351.1
OG0002504	XP_020724227.1	XP_034194368.1, XP_034194369.1
OG0002505	XP_020719936.1	XP_034187964.1
OG0002506	XP_012165508.1, XP_003396581.1	XP_034185032.1
OG0002507	XP_020719375.1	XP_034191383.1
OG0002508	XP_003396421.1, XP_012165453.1	XP_034193190.1, XP_034193188.1
OG0002509	XP_020719800.1, XP_020719799.1, XP_020719798.1, XP_020719797.1	XP_034187986.1
OG0002510	XP_003400199.1, XP_012170948.1	XP_034178306.1
OG0002511	XP_003401424.1	XP_034179375.1
OG0002512	XP_020724355.1	XP_034182602.1
OG0002513	XP_020719418.1, XP_003396481.1	XP_034175845.1
OG0002514	XP_003401482.1	XP_034179654.1
OG0002515	XP_003397609.1, XP_003397608.1	XP_034171780.1
OG0002516	XP_003394306.1	XP_034194279.1
OG0002517	XP_012170993.1	XP_034178251.1
OG0002518	XP_012170989.1, XP_012170990.1	XP_034177933.1
OG0002519	XP_012171476.1	XP_034185014.1
OG0002520	XP_012166529.1	XP_034188057.1
OG0002521	XP_012163198.2	XP_034174728.1
OG0002522	XP_012163531.1, XP_003395098.1	XP_034173878.1, XP_034173873.1
OG0002523	XP_012166421.1	XP_034181532.1
OG0002524	XP_003403046.1	XP_034184973.1, XP_034184974.1
OG0002525	XP_012166551.1	XP_034187914.1
OG0002526	XP_012165866.1	XP_034184232.1, XP_034184220.1
OG0002527	XP_003393664.1	XP_034189142.1
OG0002528	XP_003398586.1	XP_034186150.1
OG0002529	XP_012169851.1, XP_012169850.1, XP_020721729.1	XP_034187083.1
OG0002530	XP_012169847.2	XP_034186979.1
OG0002531	XP_003403146.1	XP_034190505.1
OG0002532	XP_012175154.1	XP_034190510.1, XP_034190509.1, XP_034190511.1
OG0002534	XP_012173984.2	XP_034187936.1
OG0002535	XP_003394562.1	XP_034182193.1
OG0002536	XP_003394531.1	XP_034188494.1
OG0002537	XP_003394479.1	XP_034182719.1
OG0002538	XP_003397230.1	XP_034181285.1
OG0002539	XP_003402949.1	XP_034196252.1
OG0002540	XP_020720445.1	XP_034184042.1
OG0002541	XP_003401550.1, XP_012172828.1	XP_034193702.1
OG0002542	XP_012174835.1, XP_003402952.1	XP_034195540.1
OG0002543	XP_003400287.1, XP_012171069.1	XP_034178502.1
OG0002544	XP_012171843.1	XP_034191558.1
OG0002545	XP_012169531.1, XP_012169532.1, XP_012169528.1, XP_012169530.1	XP_034173825.1
OG0002547	XP_012170418.1	XP_034186653.1
OG0002548	XP_020719959.1	XP_034181668.1
OG0002549	XP_003397021.1	XP_034181726.1
OG0002550	XP_020724202.1	XP_034188366.1
OG0002551	XP_012176057.1	XP_034194638.1
OG0002552	XP_003394224.1	XP_034188557.1, XP_034188559.1
OG0002553	XP_020722638.1	XP_034179468.1
OG0002554	XP_003395491.1, XP_012163773.1	XP_034176872.1, XP_034176873.1
OG0002555	XP_003393551.1, XP_012170409.1	XP_034189314.1
OG0002556	XP_020724052.1, XP_012170381.1	XP_034189311.1, XP_034189310.1
OG0002557	XP_012170064.1	XP_034170846.1, XP_034170847.1
OG0002559	XP_003394081.1	XP_034171697.1
OG0002560	XP_012175301.1	XP_034175574.1, XP_034175573.1
OG0002561	XP_003402247.1, XP_003402246.1	XP_034183010.1
OG0002562	XP_012173675.1	XP_034191270.1, XP_034191265.1
OG0002563	XP_012166917.1	XP_034184531.1
OG0002564	XP_012166789.1	XP_034184534.1, XP_034184533.1
