Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0002432	XP_020718627.1	XP_017788285.1
OG0002433	XP_003395315.1	XP_017795196.1
OG0002434	XP_020721918.1	XP_017788878.1, XP_017788877.1
OG0002435	XP_003397683.1	XP_017790098.1
OG0002436	XP_012164068.1	XP_017790632.1
OG0002437	XP_012172541.1	XP_017787749.1
OG0002438	XP_012167662.1	XP_017797345.1
OG0002438	XP_012167663.1	XP_017797346.1
OG0002439	XP_003396456.1	XP_017794169.1
OG0002440	XP_003397224.1	XP_017792615.1
OG0002441	XP_003394079.1	XP_017796873.1
OG0002442	XP_003393641.1, XP_012171967.1	XP_017792561.1
OG0002443	XP_012176317.1	XP_017799289.1
OG0002444	XP_003393130.1	XP_017799345.1
OG0002445	XP_003401291.1	XP_017791839.1
OG0002446	XP_003399685.3	XP_017791326.1
OG0002447	XP_012172289.1	XP_017791871.1
OG0002448	XP_012176512.1, XP_003394684.1	XP_017791746.1
OG0002449	XP_003399684.1	XP_017791327.1
OG0002450	XP_012170723.1	XP_017788792.1
OG0002451	XP_003395931.1	XP_017796117.1, XP_017796118.1
OG0002452	XP_012172696.1	XP_017795878.1
OG0002453	XP_003393635.1, XP_003393634.1	XP_017792641.1
OG0002454	XP_012175624.1	XP_017795963.1
OG0002455	XP_003397678.1	XP_017790142.1
OG0002456	XP_012166007.2	XP_017791049.1
OG0002457	XP_020721211.1, XP_020721210.1, XP_003399276.1	XP_017791486.1
OG0002458	XP_003400718.2	XP_017797787.1
OG0002459	XP_020719042.1, XP_020719041.1	XP_017798393.1
OG0002460	XP_003393440.1	XP_017795502.1
OG0002461	XP_012174522.1	XP_017795421.1
OG0002462	XP_003396731.1	XP_017792053.1
OG0002463	XP_012175076.1	XP_017791157.1
OG0002464	XP_012174194.2	XP_017797906.1
OG0002465	XP_003401935.1, XP_003401934.1, XP_012173412.1, XP_012173413.1	XP_017788614.1
OG0002466	XP_012170916.1	XP_017788761.1
OG0002467	XP_012173989.1, XP_012173990.1	XP_017790531.1
OG0002468	XP_003401439.1	XP_017789573.1
OG0002469	XP_012172463.1, XP_012172464.1	XP_017789615.1
OG0002470	XP_003394300.1, XP_012176139.1, XP_012176141.1	XP_017789341.1
OG0002471	XP_020721919.1, XP_012171015.1	XP_017788873.1
OG0002472	XP_003396837.1	XP_017791001.1
OG0002473	XP_020722546.1, XP_012172752.1, XP_012172753.1	XP_017793537.1
OG0002474	XP_003398344.1	XP_017793914.1
OG0002475	XP_012168442.1	XP_017793963.1, XP_017793962.1
OG0002476	XP_003400817.1	XP_017788001.1
OG0002477	XP_012170751.1	XP_017788875.1
OG0002478	XP_003393588.1	XP_017794647.1
OG0002479	XP_003397593.1	XP_017795088.1
OG0002480	XP_012167367.1, XP_012167365.1	XP_017795372.1
OG0002481	XP_020720654.1	XP_017789962.1
OG0002482	XP_012166277.1	XP_017798872.1
OG0002483	XP_012163092.1	XP_017796847.1
OG0002484	XP_003398400.1	XP_017793930.1
OG0002486	XP_020719926.1	XP_017798856.1
OG0002487	XP_003399004.1	XP_017795554.1
OG0002488	XP_003398184.3	XP_017789536.1
OG0002489	XP_003395542.1, XP_003395541.1	XP_017793688.1
OG0002490	XP_003398745.1	XP_017797962.1
OG0002491	XP_012170524.1	XP_017792453.1
OG0002492	XP_003393928.1	XP_017795977.1
OG0002493	XP_003399683.1	XP_017791365.1
OG0002494	XP_020718824.1	XP_017788638.1
OG0002495	XP_003395854.1	XP_017790851.1
OG0002496	XP_020718690.1	XP_017790631.1
OG0002497	XP_012173927.1	XP_017790108.1
OG0002498	XP_020723628.1	XP_017795259.1
OG0002499	XP_020724218.1	XP_017791669.1
OG0002500	XP_003396793.1, XP_020719221.1, XP_020719220.1, XP_020719219.1	XP_017788254.1
OG0002501	XP_012170345.1	XP_017794880.1
OG0002502	XP_003399379.1	XP_017793109.1
OG0002503	XP_012175849.2, XP_003402595.2	XP_017789499.1
OG0002504	XP_020724227.1	XP_017789489.1
OG0002505	XP_020719936.1	XP_017790548.1
OG0002506	XP_012165508.1, XP_003396581.1	XP_017792047.1
OG0002507	XP_020719375.1	XP_017787783.1
OG0002508	XP_003396421.1, XP_012165453.1	XP_017790328.1
OG0002509	XP_020719800.1, XP_020719799.1, XP_020719798.1, XP_020719797.1	XP_017790428.1
OG0002510	XP_003400199.1, XP_012170948.1	XP_017788997.1
OG0002511	XP_003401424.1	XP_017796324.1
OG0002512	XP_020724355.1	XP_017789514.1
OG0002513	XP_020719418.1, XP_003396481.1	XP_017790343.1
OG0002514	XP_003401482.1	XP_017795893.1
OG0002515	XP_003397609.1, XP_003397608.1	XP_017791568.1
OG0002516	XP_003394306.1	XP_017789339.1
OG0002517	XP_012170993.1	XP_017788718.1
OG0002518	XP_012170989.1, XP_012170990.1	XP_017788966.1
OG0002519	XP_012171476.1	XP_017792543.1
OG0002520	XP_012166529.1	XP_017790140.1
OG0002521	XP_012163198.2	XP_017796424.1
OG0002522	XP_012163531.1, XP_003395098.1	XP_017797091.1
OG0002523	XP_012166421.1	XP_017790205.1
OG0002524	XP_003403046.1	XP_017791144.1
OG0002525	XP_012166551.1	XP_017798867.1
OG0002526	XP_012165866.1	XP_017791475.1
OG0002527	XP_003393664.1	XP_017787893.1
OG0002528	XP_003398586.1	XP_017793890.1
OG0002529	XP_012169851.1, XP_012169850.1, XP_020721729.1	XP_017798385.1
OG0002530	XP_012169847.2	XP_017798318.1
OG0002531	XP_003403146.1	XP_017799549.1
OG0002532	XP_012175154.1	XP_017799546.1
OG0002533	XP_003403140.2, XP_012175146.1	XP_017799471.1
OG0002534	XP_012173984.2	XP_017790387.1
OG0002535	XP_003394562.1	XP_017788129.1
OG0002536	XP_003394531.1	XP_017788159.1
OG0002537	XP_003394479.1	XP_017788163.1
OG0002538	XP_003397230.1	XP_017790123.1
OG0002539	XP_003402949.1	XP_017797657.1
OG0002540	XP_020720445.1	XP_017797674.1
OG0002541	XP_003401550.1, XP_012172828.1	XP_017794783.1
OG0002542	XP_012174835.1	XP_017797584.1
OG0002543	XP_003400287.1, XP_012171069.1	XP_017788769.1
OG0002544	XP_012171843.1	XP_017797735.1
OG0002545	XP_012169531.1, XP_012169532.1, XP_012169528.1, XP_012169530.1	XP_017796907.1
OG0002546	XP_020719358.1, XP_012174216.1, XP_012174531.2	XP_017794168.1
OG0002547	XP_012170418.1	XP_017794987.1
OG0002548	XP_020719959.1	XP_017794242.1
OG0002549	XP_003397021.1	XP_017793842.1
OG0002550	XP_012176099.1	XP_017788424.1
OG0002551	XP_012176057.1	XP_017788724.1
OG0002552	XP_003394224.1	XP_017788952.1
OG0002553	XP_020722638.1	XP_017792932.1
OG0002554	XP_003395491.1, XP_012163773.1	XP_017789784.1
OG0002555	XP_003393551.1, XP_012170409.1	XP_017794484.1
OG0002556	XP_020724052.1, XP_012170381.1	XP_017794483.1
OG0002557	XP_012170064.1	XP_017794602.1
OG0002558	XP_003394093.1	XP_017787748.1
OG0002559	XP_003394081.1	XP_017796871.1, XP_017796869.1
OG0002560	XP_012175301.1	XP_017797392.1
OG0002561	XP_003402247.1, XP_003402246.1	XP_017791602.1
OG0002562	XP_012173675.1	XP_017794954.1
OG0002563	XP_012166917.1	XP_017794356.1
OG0002564	XP_012166789.1	XP_017799420.1
OG0002565	XP_012167372.1	XP_017789215.1
OG0002566	XP_003397791.1	XP_017799437.1
OG0002567	XP_003397456.1	XP_017790895.1
OG0002568	XP_003397736.1	XP_017790861.1
OG0002569	XP_003398381.1, XP_012168101.1, XP_012168100.1, XP_012168099.1	XP_017790195.1
OG0002570	XP_020718831.1	XP_017796003.1
OG0002571	XP_012164799.1	XP_017789213.1
OG0002572	XP_012164772.1	XP_017789130.1
OG0002573	XP_012174298.2	XP_017796273.1
OG0002574	XP_012176698.1	XP_017796230.1
OG0002575	XP_020718562.1	XP_017796231.1
OG0002576	XP_012163400.1	XP_017796242.1
OG0002577	XP_020720672.1	XP_017792429.1
OG0002578	XP_003398223.2	XP_017792178.1
OG0002579	XP_003398476.1	XP_017795490.1
OG0002580	XP_012171638.1, XP_003400722.1	XP_017797727.1
OG0002581	XP_003400893.1	XP_017796767.1
OG0002582	XP_020722176.1	XP_017798731.1
OG0002583	XP_003400719.1	XP_017797808.1
OG0002584	XP_003399673.1	XP_017787661.1
OG0002585	XP_003401264.1, XP_003401265.1	XP_017791840.1
OG0002587	XP_003401057.1	XP_017796652.1
OG0002588	XP_003401038.1	XP_017796580.1
OG0002589	XP_003401134.1	XP_017796689.1
OG0002590	XP_003403078.1	XP_017791139.1
OG0002591	XP_012176113.1	XP_017789347.1
OG0002592	XP_012176592.1	XP_017788098.1
OG0002593	XP_003394613.1	XP_017788127.1
OG0002594	XP_003394682.1, XP_012176508.1	XP_017791745.1
OG0002595	XP_020721856.1, XP_012170888.1	XP_017789880.1
OG0002596	XP_012164591.1	XP_017797622.1
OG0002597	XP_012168473.1	XP_017792545.1
OG0002598	XP_003398971.1	XP_017790298.1
OG0002599	XP_020721007.1	XP_017790275.1
OG0002600	XP_003398998.1, XP_012169157.2	XP_017795601.1
OG0002601	XP_003398188.1	XP_017789534.1
OG0002602	XP_003401692.1	XP_017794002.1, XP_017794003.1
OG0002603	XP_003401718.1	XP_017787406.1
OG0002604	XP_003394058.1	XP_017787753.1
OG0002605	XP_012171653.1	XP_017797680.1
OG0002606	XP_012171772.1	XP_017797726.1
OG0002607	XP_012169956.1	XP_017792460.1
OG0002608	XP_003399889.1	XP_017792439.1
OG0002609	XP_020721686.1	XP_017792469.1
OG0002610	XP_012170451.1	XP_017787539.1
OG0002611	XP_003396019.2	XP_017789129.1
OG0002612	XP_003398261.1	XP_017792119.1
OG0002613	XP_020718929.1	XP_017790823.1
OG0002614	XP_012171941.1, XP_012171942.1	XP_017798545.1
OG0002615	XP_003400460.1, XP_012171241.1	XP_017798642.1
OG0002616	XP_012175674.1	XP_017794478.1
OG0002617	XP_003393945.1	XP_017795979.1
OG0002618	XP_003394040.1	XP_017794458.1
OG0002619	XP_003398205.1	XP_017789812.1
OG0002620	XP_012169025.1	XP_017797400.1
OG0002621	XP_003399458.1	XP_017793449.1
OG0002622	XP_003398727.1	XP_017793420.1
OG0002623	XP_012168570.1, XP_003398761.1	XP_017793422.1, XP_017793423.1
OG0002624	XP_012168564.1, XP_003398662.1	XP_017793327.1
OG0002625	XP_003399085.1	XP_017793473.1
OG0002626	XP_020721237.1, XP_003399089.1	XP_017793377.1
OG0002627	XP_020721236.1, XP_012169305.1	XP_017793491.1
OG0002628	XP_003394671.1, XP_003394670.1, XP_012176490.1, XP_012176491.1	XP_017791677.1
OG0002629	XP_020724121.1	XP_017791729.1
OG0002630	XP_003399690.1	XP_017791378.1
OG0002631	XP_012170634.2, XP_020721384.1	XP_017791315.1
OG0002633	XP_020723363.1	XP_017797196.1
OG0002634	XP_012163239.1	XP_017798106.1
OG0002635	XP_003397952.1	XP_017795751.1
OG0002636	XP_012167556.1	XP_017795724.1
OG0002637	XP_012167561.1	XP_017795861.1
OG0002638	XP_020720386.1	XP_017799488.1
OG0002639	XP_020718256.1	XP_017790144.1
OG0002640	XP_012173492.1	XP_017793616.1
OG0002641	XP_003395610.1	XP_017790727.1
OG0002642	XP_003401655.1	XP_017799556.1, XP_017799557.1, XP_017799554.1, XP_017799553.1
OG0002643	XP_012175066.1	XP_017790470.1, XP_017790466.1, XP_017790468.1, XP_017790469.1
OG0002644	XP_003396273.1	XP_017794185.1
OG0002645	XP_012165208.1, XP_012165209.1, XP_003396275.1, XP_003396277.1	XP_017794271.1
OG0002646	XP_012174278.1, XP_003402586.1	XP_017794234.1
OG0002647	XP_012172510.1	XP_017796543.1
OG0002648	XP_003393684.1	XP_017796535.1
OG0002649	XP_012173202.1, XP_012173205.1, XP_012173209.1, XP_012173195.1	XP_017796428.1
OG0002650	XP_012173362.1, XP_003393717.1, XP_012173357.1	XP_017796483.1
OG0002651	XP_003402667.1	XP_017788389.1
OG0002652	XP_003393820.1	XP_017788419.1
OG0002653	XP_012175683.1	XP_017799258.1
OG0002654	XP_012174698.1, XP_003393798.1	XP_017788270.1
OG0002655	XP_003394160.1, XP_020724208.1	XP_017796854.1
OG0002656	XP_012175902.1	XP_017796382.1
OG0002657	XP_003394136.1	XP_017796367.1
OG0002658	XP_020723399.1	XP_017798160.1
OG0002659	XP_003394909.1, XP_012163263.1	XP_017798250.1
OG0002660	XP_020718271.1	XP_017798255.1
OG0002661	XP_020719328.1, XP_012165317.1	XP_017792326.1
OG0002662	XP_012165548.1	XP_017792261.1
OG0002663	XP_012173672.2	XP_017795002.1
OG0002664	XP_012165388.1	XP_017792273.1
OG0002665	XP_003396797.1	XP_017788242.1
OG0002666	XP_012176445.1	XP_017796750.1
OG0002667	XP_020718907.1	XP_017792184.1
OG0002669	XP_012169404.1, XP_012169408.1, XP_003399138.1, XP_020721086.1	XP_017793108.1
OG0002670	XP_020720873.1, XP_020720880.1	XP_017792992.1
OG0002671	XP_020723680.1	XP_017789152.1
OG0002672	XP_020719851.1	XP_017799096.1
OG0002673	XP_012172870.1	XP_017799397.1
OG0002674	XP_012173555.1	XP_017799126.1
OG0002675	XP_020723268.1, XP_012173861.1, XP_020723269.1	XP_017797496.1
OG0002676	XP_003393508.1	XP_017799020.1
OG0002677	XP_003392865.1	XP_017797585.1
OG0002678	XP_012174352.1	XP_017787645.1
OG0002679	XP_003393292.1	XP_017788368.1
OG0002680	XP_003393263.1	XP_017797452.1
OG0002681	XP_012165195.1, XP_003393252.1	XP_017797523.1
OG0002682	XP_012166294.2	XP_017797937.1
OG0002683	XP_003402738.1, XP_012174507.1, XP_012174508.1, XP_003402739.1	XP_017793223.1
OG0002684	XP_003403294.1, NP_001274494.1	XP_017793226.1, XP_017793227.1
OG0002685	XP_003399747.1	XP_017794881.1
OG0002686	XP_012175846.1, XP_020724233.1	XP_017789407.1
OG0002687	XP_012169452.1	XP_017792757.1
OG0002688	XP_012169466.1	XP_017792741.1
OG0002689	XP_003395299.2	XP_017795034.1
OG0002690	XP_012164420.1, XP_020718869.1	XP_017795377.1
OG0002691	XP_012175229.1	XP_017795229.1
OG0002692	XP_020719205.1	XP_017790368.1
OG0002693	XP_003397134.1	XP_017790508.1
OG0002694	XP_003399783.3	XP_017794996.1
OG0002695	XP_003398820.1	XP_017789624.1, XP_017789623.1
OG0002696	XP_012168019.1	XP_017793871.1
OG0002697	XP_020719415.1, XP_003396616.1	XP_017792006.1
OG0002698	XP_003402623.1	XP_017796454.1
OG0002699	XP_003393926.1	XP_017795949.1
OG0002700	XP_020723995.1, XP_020723994.1, XP_012172035.1	XP_017792731.1
OG0002701	XP_020724135.1	XP_017788411.1
OG0002702	XP_020724077.1	XP_017788483.1
OG0002703	XP_003393104.1	XP_017799388.1
OG0002704	XP_012164042.1	XP_017799055.1
OG0002705	XP_012163224.1	XP_017798093.1
OG0002706	XP_012165043.1	XP_017798463.1
OG0002707	XP_003402706.1	XP_017795754.1
OG0002710	XP_003395859.2	XP_017796034.1
OG0002711	XP_003395611.2	XP_017790634.1
OG0002712	XP_003395781.1, XP_020718897.1	XP_017792215.1
OG0002713	XP_020718614.1, XP_003395398.1, XP_012163847.1	XP_017796068.1
OG0002714	XP_020719174.1	XP_017797624.1
OG0002715	XP_012164576.1	XP_017787732.1, XP_017787728.1
OG0002716	XP_003397680.1	XP_017790100.1
OG0002717	XP_012166132.1	XP_017795691.1
OG0002718	XP_012165733.1	XP_017795620.1
OG0002719	XP_020719240.1, XP_012165750.1, XP_012165749.1	XP_017795643.1
OG0002720	XP_020723134.1, XP_003403411.2	XP_017788569.1
OG0002721	XP_012166839.1, XP_003397413.1	XP_017799477.1
OG0002722	XP_020720117.1, XP_020720045.1, XP_020720207.1, XP_020720221.1	XP_017795710.1
OG0002723	XP_003397583.2	XP_017790964.1
OG0002724	XP_020719971.1, XP_020719972.1, XP_003397711.2	XP_017794396.1
OG0002725	XP_003398503.1	XP_017790647.1
OG0002726	XP_020720494.1	XP_017793857.1
OG0002727	XP_012175363.1, XP_003403338.1	XP_017790024.1
OG0002728	XP_012165162.1	XP_017794180.1
OG0002729	XP_003396463.1, XP_020719225.1	XP_017794269.1
OG0002730	XP_020721119.1, XP_020721118.1, XP_003398925.1	XP_017797449.1
OG0002731	XP_003398876.1	XP_017789766.1
OG0002732	XP_012169299.2	XP_017793376.1
OG0002733	XP_003399033.1	XP_017793401.1
OG0002734	XP_003399368.1	XP_017792974.1
OG0002735	XP_003396408.1, XP_012165441.1	XP_017790319.1
OG0002736	XP_020721567.1	XP_017791415.1
OG0002737	XP_003399763.1	XP_017791362.1
OG0002738	XP_012170302.2	XP_017791382.1
OG0002739	XP_003401430.1	XP_017796327.1
OG0002740	XP_020721460.1, XP_020721459.1, XP_020721461.1, XP_003399478.1	XP_017791406.1
OG0002741	XP_003399830.1	XP_017787603.1
OG0002742	XP_012170813.1, XP_003402360.3, XP_012170814.1	XP_017794411.1
OG0002743	XP_003400858.1	XP_017797818.1
OG0002744	XP_012171887.2	XP_017797699.1
OG0002745	XP_012164730.1	XP_017799177.1
OG0002746	XP_012166573.1	XP_017795910.1
OG0002747	XP_012176624.1, XP_012176617.1	XP_017799113.1
OG0002748	XP_012172170.1, XP_012172171.1	XP_017796691.1
OG0002749	XP_020722748.1	XP_017796674.1
OG0002750	XP_020723458.1	XP_017794761.1
OG0002751	XP_012172001.1	XP_017789552.1
OG0002752	XP_012172093.1	XP_017796663.1
OG0002753	XP_012172031.1	XP_017789668.1
OG0002754	XP_020721693.1	XP_017798310.1
OG0002755	XP_020723186.1	XP_017792814.1, XP_017792813.1
OG0002756	XP_020721711.1	XP_017787627.1
OG0002757	XP_012174509.1	XP_017793221.1
OG0002758	XP_020719634.1	XP_017787776.1
OG0002759	XP_012175881.1	XP_017789310.1
OG0002760	XP_012176020.1	XP_017787666.1
OG0002761	XP_012166118.1	XP_017799384.1
OG0002762	XP_012173292.1, XP_003393741.1	XP_017796426.1
OG0002763	XP_012169778.1	XP_017787931.1
OG0002764	XP_012172144.1	XP_017792677.1
OG0002765	XP_003394605.1	XP_017796168.1
OG0002766	XP_012176596.1	XP_017788043.1
OG0002767	XP_003394101.1	XP_017789442.1
OG0002768	XP_012176040.1	XP_017789133.1, XP_017789148.1, XP_017789156.1, XP_017789164.1, XP_017789141.1
OG0002769	XP_020723630.1	XP_017795240.1
OG0002770	XP_003402506.1, XP_012174117.1	XP_017798192.1
OG0002771	XP_020718288.1	XP_017797255.1
OG0002772	XP_020721216.1	XP_017796934.1
OG0002773	XP_003395266.2	XP_017796967.1
OG0002774	XP_012163097.1	XP_017798053.1
OG0002775	XP_012163405.1	XP_017796259.1
OG0002776	XP_003394831.1	XP_017796883.1
OG0002777	XP_020721663.1	XP_017794999.1
OG0002778	XP_003401968.1	XP_017793632.1
OG0002779	XP_012164098.1	XP_017792162.1, XP_017792161.1
OG0002780	XP_020718806.1	XP_017796800.1
OG0002781	XP_012176438.1, XP_012176436.1, XP_012176435.1	XP_017796737.1
OG0002782	XP_012164213.1	XP_017790660.1
OG0002783	XP_012173542.1	XP_017793777.1
OG0002784	XP_003399558.1	XP_017794927.1
OG0002785	XP_003402004.1	XP_017788562.1
OG0002786	XP_020718567.1	XP_017796125.1
OG0002787	XP_012174781.1	XP_017795785.1
OG0002788	XP_003397430.1	XP_017796900.1
OG0002789	XP_012164758.1	XP_017789055.1
OG0002790	XP_003397438.1	XP_017789578.1
OG0002791	XP_003393230.2	XP_017799187.1
OG0002792	XP_020720806.1	XP_017799001.1
OG0002793	XP_012164684.1	XP_017797514.1, XP_017797513.1, XP_017797512.1
OG0002794	XP_012174798.2	XP_017797589.1
OG0002795	XP_012164912.1	XP_017797511.1
OG0002796	XP_012166093.1, XP_003396930.1	XP_017787813.1
OG0002797	XP_003396773.1	XP_017791471.1
OG0002799	XP_012168548.1	XP_017794494.1
OG0002800	XP_003396635.1	XP_017791653.1
OG0002802	XP_020719900.1	XP_017790601.1
OG0002803	XP_012167726.1	XP_017790903.1
OG0002804	XP_003401612.1, XP_012172912.1	XP_017793063.1
OG0002805	XP_012164998.1, XP_012165008.1	XP_017796560.1
OG0002806	XP_012166324.1	XP_017790476.1
OG0002807	XP_020723833.1, XP_012175084.1, XP_003403088.1, XP_020723834.1	XP_017791138.1
OG0002808	XP_003401726.1	XP_017787410.1
OG0002810	XP_012167024.1	XP_017791246.1
OG0002811	XP_020723122.1, XP_003401943.1, XP_012173425.1	XP_017788526.1
OG0002812	XP_003397692.1, XP_003397691.1, XP_012167076.1, XP_020720076.1	XP_017794392.1
OG0002813	XP_012167122.1	XP_017794422.1
OG0002814	XP_003401632.1	XP_017791077.1
OG0002815	XP_012173142.1, XP_003401758.2	XP_017791173.1
OG0002816	XP_003397897.1, XP_012167600.1	XP_017794332.1
OG0002817	XP_012175380.1	XP_017791549.1
OG0002818	XP_003398315.1	XP_017789666.1
OG0002819	XP_012168142.1	XP_017789959.1, XP_017789958.1
OG0002820	XP_012168156.1, XP_003398440.1	XP_017795464.1
OG0002821	XP_003398479.2	XP_017795409.1
OG0002822	XP_020723294.1, XP_020723295.1, XP_012173922.2	XP_017789933.1
OG0002823	XP_012168448.1	XP_017795429.1
OG0002824	XP_012168184.1	XP_017795484.1
OG0002825	XP_012167923.1	XP_017791979.1
OG0002826	XP_020720739.1	XP_017791351.1
OG0002827	XP_012168251.1, XP_003398516.2	XP_017789711.1
OG0002828	XP_003393197.1	XP_017799128.1
OG0002829	XP_012168066.1	XP_017795492.1
OG0002830	XP_020720982.1	XP_017792970.1
OG0002831	XP_012169300.1	XP_017793375.1
OG0002832	XP_003399115.2	XP_017792957.1
OG0002833	XP_020720993.1	XP_017792979.1
OG0002834	XP_003398815.1	XP_017789730.1
OG0002835	XP_012169111.1, XP_003398966.1	XP_017790270.1
OG0002836	XP_012168566.1	XP_017793326.1
OG0002837	XP_012169762.1	XP_017793102.1
OG0002838	XP_012169229.1	XP_017793396.1
OG0002839	XP_020720996.1, XP_020720997.1, XP_003398790.1	XP_017793133.1
OG0002840	XP_003399779.1	XP_017794995.1
OG0002841	XP_003399525.1, XP_012169968.1	XP_017791500.1
OG0002842	XP_012170607.1	XP_017791335.1
OG0002843	XP_012170394.1, XP_020721669.1	XP_017795007.1
OG0002844	XP_012171068.1	XP_017788919.1
OG0002845	XP_012166370.1, XP_012167216.2	XP_017790214.1
OG0002846	XP_020721784.1, XP_020721785.1, XP_003400087.1, XP_012170710.1	XP_017788794.1
OG0002847	XP_020718317.1	XP_017795062.1
OG0002848	XP_012171066.1, XP_012175463.2, XP_012171067.1, XP_020721863.1, XP_003403012.2	XP_017788737.1
OG0002849	XP_012170845.1	XP_017795761.1
OG0002850	XP_012170668.1	XP_017788975.1
OG0002851	XP_012171016.1	XP_017788999.1
OG0002852	XP_012171945.1	XP_017798790.1
OG0002853	XP_012171377.1, XP_020722032.1, XP_012171376.1	XP_017794626.1
OG0002854	XP_003400746.1, XP_020722174.1, XP_012171666.1	XP_017798524.1
OG0002855	XP_020722024.1	XP_017798818.1
OG0002856	XP_012171483.1	XP_017798485.1
OG0002857	XP_003401109.1	XP_017796592.1
OG0002858	XP_012172791.1, XP_012172790.1	XP_017794764.1
OG0002859	XP_012172513.1, XP_012172512.1	XP_017787624.1
OG0002860	XP_012172528.1	XP_017799143.1
OG0002861	XP_012173224.1, XP_003401838.1	XP_017797982.1
OG0002862	XP_012172866.1	XP_017793529.1
OG0002863	XP_020722671.1, XP_020722666.1	XP_017796565.1
OG0002864	XP_003397453.3	XP_017790865.1
OG0002865	XP_012173683.1	XP_017794908.1
OG0002866	XP_003403395.1	XP_017791535.1
OG0002867	XP_003400946.1, XP_020722374.1	XP_017798605.1
OG0002868	XP_003396839.1	XP_017791009.1
OG0002869	XP_020723335.1, XP_003402383.1	XP_017797760.1
OG0002870	XP_012165974.1, XP_012165973.1, XP_012165972.1	XP_017791048.1
OG0002871	XP_012168713.1	XP_017795506.1
OG0002872	XP_003397444.1, XP_012166928.1, XP_012166929.1	XP_017791941.1
OG0002873	XP_012165347.1	XP_017792334.1
OG0002874	XP_003393503.1, XP_020720939.1	XP_017799011.1
OG0002875	XP_012174362.1, XP_012174363.1	XP_017796418.1
OG0002876	XP_003402638.1	XP_017796520.1
OG0002877	XP_003398356.1	XP_017793908.1
