Orthogroup	Bombus_terrestris	Megalopta_genalis
OG0001679	XP_003402091.1	XP_033337694.1
OG0001680	XP_020723132.1	XP_033332968.1
OG0001681	XP_003397185.1	XP_033329577.1, XP_033329576.1, XP_033329575.1
OG0001682	XP_012175172.1	XP_033338217.1, XP_033338218.1
OG0001683	XP_020723753.1, XP_020723764.1	XP_033330557.1, XP_033330552.1
OG0001684	XP_012175794.1, XP_020719359.1	XP_033338041.1, XP_033338032.1, XP_033338030.1, XP_033338021.1, XP_033338012.1
OG0001685	XP_012175102.1	XP_033338251.1, XP_033338252.1
OG0001686	XP_020718474.1	XP_033327127.1
OG0001687	XP_003402417.1	XP_033336915.1
OG0001688	XP_003395122.1	XP_033329711.1
OG0001689	XP_020718512.1, XP_003394932.1	XP_033329749.1, XP_033329748.1
OG0001690	XP_020718794.1	XP_033328136.1, XP_033328135.1
OG0001691	XP_003395430.1	XP_033337167.1
OG0001692	XP_020719917.1	XP_033329493.1, XP_033329494.1
OG0001693	XP_012166228.2	XP_033332839.1
OG0001694	XP_020719351.1	XP_033328465.1, XP_033331870.1
OG0001695	XP_012166157.1, XP_020719468.1, XP_003396998.1	XP_033333695.1
OG0001696	XP_012172998.1	XP_033337378.1
OG0001697	XP_012172951.1, XP_012172952.1, XP_012172954.1, XP_003401684.1	XP_033336610.1
OG0001698	XP_003403222.1	XP_033337444.1, XP_033337446.1
OG0001699	XP_012167336.1	XP_033338981.1
OG0001700	XP_012168087.1, XP_012168088.1	XP_033332582.1
OG0001701	XP_012167925.1	XP_033331469.1
OG0001702	XP_020720563.1	XP_033341057.1
OG0001703	XP_012168191.1, XP_003398458.1	XP_033331749.1
OG0001704	XP_020720914.1	XP_033342353.1, XP_033342352.1, XP_033342355.1
OG0001705	XP_020721072.1	XP_033342889.1, XP_033342895.1
OG0001706	XP_012169802.1, XP_012169803.1, XP_012169804.1, XP_012169807.1	XP_033334641.1
OG0001707	XP_012169947.1, XP_012169946.1	XP_033331322.1, XP_033331319.1
OG0001709	XP_003400037.3	XP_033333555.1
OG0001710	XP_012170861.1	XP_033326774.1, XP_033326559.1, XP_033326767.1, XP_033326766.1, XP_033326768.1
OG0001711	XP_012170658.1	XP_033333873.1, XP_033333908.1
OG0001712	XP_003400017.1	XP_033333860.1
OG0001714	XP_003400770.1	XP_033336062.1
OG0001714	XP_012171658.1	XP_033336063.1
OG0001715	XP_012171614.1	XP_033336334.1
OG0001716	XP_003400951.1	XP_033323945.1
OG0001717	XP_020722064.1	XP_033336266.1
OG0001718	XP_020721148.1, XP_012168956.1	XP_033332279.1
OG0001720	XP_003401325.1	XP_033324957.1, XP_033324958.1, XP_033324959.1
OG0001721	XP_003400015.1	XP_033338863.1, XP_033338864.1
OG0001722	XP_003394115.1	XP_033326387.1, XP_033326368.1, XP_033326377.1
OG0001723	XP_003396337.1	XP_033328496.1
OG0001724	XP_020720457.1, XP_003402561.2	XP_033322936.1, XP_033322938.1
OG0001725	XP_020719058.1	XP_033322649.1
OG0001725	XP_020719056.1, XP_020719057.1	XP_033322648.1
OG0001726	XP_012172744.1, XP_012172738.1, XP_012172730.1	XP_033342071.1, XP_033342073.1, XP_033342074.1
OG0001727	XP_012171087.1, XP_003393762.1, XP_012171074.1	XP_033342040.1, XP_033342039.1
OG0001728	XP_012172103.2	XP_033330758.1
OG0001729	XP_012172440.2	XP_033342079.1
OG0001730	XP_003393784.1, XP_020721323.1	XP_033334265.1
OG0001731	XP_012174343.1, XP_012174349.1	XP_033341803.1, XP_033341822.1
OG0001732	XP_003402812.1	XP_033321634.1
OG0001733	XP_020724230.1, XP_020724229.1, XP_020724231.1, XP_003394109.1	XP_033339042.1
OG0001734	XP_020724222.1	XP_033321851.1
OG0001735	XP_012169130.1	XP_033341368.1
OG0001736	XP_012175979.1, XP_012175978.1	XP_033323315.1
OG0001737	XP_012163575.1, XP_003395130.1	XP_033332123.1, XP_033332124.1
OG0001738	XP_020723393.1	XP_033326579.1
OG0001739	XP_012169523.1, XP_003399319.1	XP_033336904.1
OG0001740	XP_012163658.1	XP_033333848.1, XP_033333850.1
OG0001741	XP_012174045.1	XP_033326986.1, XP_033327010.1
OG0001742	XP_012171346.1, XP_012171343.1	XP_033323152.1
OG0001743	XP_012163590.1	XP_033329704.1, XP_033329710.1, XP_033329707.1
OG0001744	XP_012169538.1	XP_033327067.1, XP_033327068.1, XP_033342591.1
OG0001745	XP_003403020.2, XP_003395421.1	XP_033321319.1
OG0001746	XP_003402391.2	XP_033332910.1
OG0001747	XP_012170329.1, XP_020721617.1, XP_020721618.1, XP_020721616.1, XP_003399743.1	XP_033339909.1, XP_033326366.1
OG0001748	XP_012164116.1	XP_033324255.1, XP_033324254.1
OG0001749	XP_012164412.1	XP_033325824.1
OG0001751	XP_020718664.1, XP_020718663.1	XP_033327977.1, XP_033327976.1
OG0001752	XP_012173530.1	XP_033324053.1
OG0001753	XP_003395363.1	XP_033321101.1, XP_033321100.1
OG0001754	XP_003396134.1	XP_033321053.1, XP_033321051.1
OG0001756	XP_012164670.1	XP_033323525.1, XP_033323500.1
OG0001757	XP_003395982.1	XP_033323788.1, XP_033323790.1, XP_033323789.1, XP_033323792.1, XP_033323791.1
OG0001758	XP_003396658.1, XP_003396657.1	XP_033340217.1, XP_033340216.1
OG0001759	XP_020719541.1, XP_020719542.1	XP_033328489.1
OG0001760	XP_012173353.1	XP_033321491.1, XP_033321484.1
OG0001761	XP_003393279.1	XP_033321111.1
OG0001762	XP_012175018.1, XP_012175031.1	XP_033337766.1, XP_033337767.1
OG0001763	XP_020719847.1, XP_012166327.1, XP_012166328.1	XP_033332831.1
OG0001764	XP_012166533.1	XP_033329513.1
OG0001765	XP_020718391.1	XP_033341826.1
OG0001766	XP_003403196.2	XP_033332623.1
OG0001767	XP_012173415.1	XP_033338007.1
OG0001767	XP_012173416.1	XP_033338009.1
OG0001768	XP_020720008.1	XP_033324058.1
OG0001769	XP_020723137.1, XP_020723136.1, XP_003402045.1, XP_020723135.1, XP_020723138.1	XP_033333687.1
OG0001770	XP_003398434.1, XP_003398432.1, XP_003403021.1, XP_012174894.1, XP_003398436.1, XP_003398435.1	XP_033340631.1
OG0001771	XP_003394641.1	XP_033324480.1
OG0001772	XP_012168185.1	XP_033331712.1
OG0001773	XP_003398079.2	XP_033340979.1
OG0001774	XP_012173920.1	XP_033324475.1, XP_033324477.1, XP_033324476.1, XP_033324474.1
OG0001775	XP_020720722.1, XP_020720723.1	XP_033331779.1
OG0001776	XP_020720830.1, XP_003398587.1, XP_020720831.1	XP_033320907.1
OG0001777	XP_003396482.1	XP_033332075.1
OG0001778	XP_020719122.1	XP_033341230.1, XP_033341232.1
OG0001779	XP_012171472.1, XP_012171475.1	XP_033338296.1
OG0001780	XP_020721180.1	XP_033342609.1
OG0001781	XP_003398859.1	XP_033334478.1
OG0001782	XP_012165121.1	XP_033328996.1
OG0001783	XP_012169185.1	XP_033334598.1
OG0001784	XP_020721286.1	XP_033335166.1, XP_033335173.1
OG0001785	XP_012169880.2	XP_033332475.1, XP_033332487.1
OG0001787	XP_020721826.1	XP_033331484.1
OG0001788	XP_020721799.1, XP_003400090.1	XP_033332027.1, XP_033332030.1, XP_033332031.1
OG0001789	XP_003400195.1, XP_012170946.1, XP_020721977.1	XP_033330259.1
OG0001790	XP_012170833.1	XP_033328440.1, XP_033328431.1
OG0001791	XP_020721824.1, XP_003400080.1	XP_033323408.1
OG0001792	XP_012170780.1	XP_033331362.1, XP_033331389.1
OG0001793	XP_012172648.2	XP_033322945.1, XP_033322944.1
OG0001794	XP_003400905.1, XP_020722200.1	XP_033336668.1
OG0001795	XP_020722045.1	XP_033335705.1, XP_033336326.1
OG0001796	XP_003400384.1, XP_020722141.1, XP_020722142.1, XP_020722144.1, XP_020722143.1	XP_033336111.1
OG0001797	XP_012171374.1, XP_012171373.1	XP_033331719.1
OG0001798	XP_012171864.2	XP_033336422.1
OG0001799	XP_020722155.1, XP_012171415.1, XP_012171417.1	XP_033336246.1
OG0001800	XP_020722335.1	XP_033336451.1, XP_033336452.1, XP_033336449.1, XP_033336450.1
OG0001801	XP_020722248.1	XP_033336592.1
OG0001802	XP_012165203.1, XP_003393254.1	XP_033332633.1
OG0001803	XP_003401457.1	XP_033324608.1, XP_033324609.1
OG0001804	XP_012172687.1, XP_012172688.1, XP_012172686.1, XP_003401461.1	XP_033324639.1, XP_033342115.1
OG0001805	XP_020723047.1, XP_020723049.1, XP_020723048.1, XP_003401969.1, XP_020723050.1	XP_033324872.1
OG0001807	XP_012169581.1, XP_012169582.1	XP_033335153.1
OG0001808	XP_012172855.1	XP_033341680.1
OG0001809	XP_012172596.1	XP_033322345.1
OG0001810	XP_012169845.1, XP_012169844.1	XP_033339849.1, XP_033332459.1
OG0001811	XP_003393176.3	XP_033340121.1, XP_033340122.1, XP_033340120.1
OG0001812	XP_003396846.1	XP_033321372.1
OG0001813	XP_012165648.1	XP_033323783.1
OG0001814	XP_003396211.3	XP_033320829.1, XP_033320828.1, XP_033320830.1
OG0001815	XP_020721678.1, XP_020721679.1	XP_033322746.1
OG0001816	XP_012167378.1	XP_033321232.1
OG0001818	XP_012176399.1, XP_003394464.2	XP_033331269.1
OG0001819	XP_003401299.1	XP_033324893.1
OG0001820	XP_020722783.1, XP_003401340.1	XP_033341616.1, XP_033341615.1
OG0001821	XP_020720219.1	XP_033333504.1
OG0001822	XP_012168297.1, XP_012168298.1, XP_020720613.1, XP_003398546.1	XP_033331498.1, XP_033331496.1
OG0001823	XP_003402866.1	XP_033325963.1
OG0001824	XP_012174097.1, XP_020723409.1, XP_003402491.1, XP_012174095.1	XP_033336936.1, XP_033336937.1
OG0001825	XP_003395354.1	XP_033338975.1, XP_033338973.1, XP_033339823.1, XP_033338974.1, XP_033338988.1
OG0001826	XP_003402390.3	XP_033328109.1
OG0001827	XP_003402975.1	XP_033326929.1, XP_033326930.1
OG0001828	XP_012167440.1, XP_003397848.1	XP_033327799.1
OG0001829	XP_003394308.1, XP_012176151.1, XP_020724287.1	XP_033341742.1, XP_033341749.1
OG0001830	XP_012171685.1, XP_003400738.1	XP_033336383.1
OG0001831	XP_012172762.1	XP_033320897.1, XP_033320906.1
OG0001832	XP_020719141.1, XP_020719140.1	XP_033323709.1
OG0001833	XP_003394305.1	XP_033336996.1
OG0001834	XP_003394559.1	XP_033331258.1, XP_033331256.1, XP_033331257.1
OG0001835	XP_003399910.1	XP_033338627.1
OG0001836	XP_012169008.1	XP_033342465.1, XP_033342466.1
OG0001837	XP_003396622.1	XP_033331950.1
OG0001838	XP_003398263.1, XP_012167951.1, XP_012167952.1, XP_012167953.1, XP_003398264.1	XP_033325393.1, XP_033325394.1
OG0001839	XP_003398793.1	XP_033342932.1
OG0001840	XP_003402152.1	XP_033338709.1, XP_033338708.1
OG0001841	XP_012165919.1, XP_020719210.1	XP_033328379.1
OG0001842	XP_003397482.2	XP_033323654.1
OG0001843	XP_003398713.1	XP_033339650.1, XP_033339649.1
OG0001844	XP_003394281.1	XP_033337102.1
OG0001846	XP_003397298.1	XP_033332945.1
OG0001847	XP_012167262.1	XP_033325833.1, XP_033325836.1
OG0001848	XP_012173705.1, XP_003402147.1	XP_033338701.1, XP_033338700.1
OG0001849	XP_020719091.1, XP_012164919.1, XP_012164920.1, XP_003396079.1, XP_020719092.1	XP_033329172.1
OG0001850	XP_012163747.1	XP_033332098.1, XP_033332103.1
OG0001851	XP_020722319.1	XP_033335979.1
OG0001852	XP_012170829.1	XP_033328364.1
OG0001853	XP_012175885.1	XP_033340137.1
OG0001854	XP_020719753.1, XP_012166333.1	XP_033333124.1
OG0001855	XP_003393009.1	XP_033341522.1, XP_033341523.1
OG0001856	XP_003403259.1, XP_012175262.1	XP_033342389.1
OG0001857	XP_003401806.1	XP_033337484.1
OG0001858	XP_012164416.1, XP_003393123.1, XP_012164423.1	XP_033328746.1, XP_033333697.1
OG0001859	XP_003394694.1	XP_033321657.1, XP_033321656.1
OG0001860	XP_003398605.1	XP_033324502.1, XP_033324507.1
OG0001861	XP_003403029.1	XP_033337459.1, XP_033337460.1
OG0001862	XP_020723706.1	XP_033320825.1
OG0001863	XP_003393245.1	XP_033328696.1
OG0001864	XP_012168351.1, XP_003398572.1	XP_033330427.1
OG0001865	XP_003397420.1	XP_033330458.1
OG0001866	XP_012173663.1, XP_012173662.1, XP_012173661.1, XP_020723216.1, XP_012173664.1	XP_033338873.1
OG0001867	XP_012173812.1, XP_012173811.1	XP_033321365.1
OG0001868	XP_003399831.1	XP_033338847.1, XP_033338848.1
OG0001869	XP_003398250.1, XP_012167929.1	XP_033325530.1
OG0001870	XP_003397409.1, XP_020720034.1	XP_033325694.1
OG0001871	XP_012168767.1	XP_033330829.1
OG0001873	XP_003394187.1, XP_012175967.1	XP_033329865.1, XP_033329866.1
OG0001874	XP_003396669.1	XP_033331823.1
OG0001875	XP_003397208.1	XP_033339099.1, XP_033339101.1, XP_033339100.1, XP_033339103.1, XP_033339102.1, XP_033339106.1, XP_033339104.1
OG0001877	XP_012171259.1, XP_012171258.1, XP_003400449.1, XP_020722213.1	XP_033335894.1, XP_033335895.1, XP_033335897.1
OG0001878	XP_012166732.1	XP_033325218.1
OG0001879	XP_012167615.2	XP_033333758.1
OG0001880	XP_012167823.1, XP_012167826.1	XP_033325864.1, XP_033325866.1
OG0001881	XP_012169457.1	XP_033329981.1
OG0001882	XP_012172358.1, XP_012172363.1, XP_012172362.1, XP_012172361.1, XP_012172360.1	XP_033324926.1
OG0001883	XP_012174691.1	XP_033328140.1
OG0001886	XP_020719407.1	XP_033333434.1
OG0001887	XP_020720763.1	XP_033330920.1
OG0001887	XP_020720749.1	XP_033330921.1
OG0001888	XP_020720810.1, XP_020720811.1	XP_033321006.1, XP_033321010.1
OG0001893	XP_003397407.1	XP_033331772.1
OG0001894	NP_001267838.1	XP_033333717.1
OG0001895	XP_012167932.1	XP_033323944.1, XP_033323942.1
OG0001896	XP_012169664.1	XP_033342556.1
OG0001897	XP_012170688.1	XP_033323442.1
OG0001898	XP_012164287.1	XP_033322474.1, XP_033322561.1
OG0001899	XP_003394648.1	XP_033338295.1
OG0001900	XP_020722346.1	XP_033336465.1
OG0001901	XP_003393693.2, XP_020722249.1	XP_033334169.1
OG0001902	XP_012171932.1, XP_020722373.1	XP_033334103.1
OG0001903	XP_020720570.1	XP_033324498.1
OG0001904	XP_003393794.1	XP_033334101.1
OG0001905	XP_003399852.3	XP_033338642.1
OG0001906	XP_003398346.1	XP_033339796.1, XP_033340551.1, XP_033340558.1, XP_033339900.1
OG0001907	XP_012167154.1	XP_033323820.1
OG0001908	XP_012172543.2	XP_033341776.1
OG0001909	XP_003398867.1	XP_033334912.1, XP_033334911.1, XP_033334913.1
OG0001910	XP_003398275.1	XP_033325405.1
OG0001911	XP_012168737.1	XP_033334782.1
OG0001912	XP_012166262.2	XP_033329553.1, XP_033329263.1
OG0001913	XP_012165432.1	XP_033328344.1, XP_033328342.1, XP_033339826.1, XP_033328340.1, XP_033328343.1
OG0001914	XP_012165532.1	XP_033340939.1
OG0001915	XP_012168176.1	XP_033328769.1, XP_033328770.1
OG0001916	XP_003398170.1	XP_033331588.1, XP_033331587.1
OG0001917	XP_012171789.1, XP_012171791.1	XP_033336613.1, XP_033336614.1
OG0001918	XP_003403197.1	XP_033332659.1
OG0001919	XP_003400693.1	XP_033335937.1, XP_033335939.1
OG0001920	XP_003392945.1	XP_033340093.1
OG0001921	XP_003402444.1	XP_033341753.1
OG0001922	XP_003401476.1	XP_033341991.1
OG0001923	XP_003402180.1	XP_033338415.1
OG0001924	XP_012165424.1, XP_003396398.2, XP_012165425.1	XP_033330164.1
OG0001925	XP_003401744.1	XP_033337411.1
OG0001926	XP_012171387.1, XP_020722172.1, XP_012171386.1	XP_033330864.1
OG0001929	XP_012175733.1	XP_033334108.1, XP_033334109.1, XP_033334110.1
OG0001930	XP_020718623.1	XP_033337137.1
OG0001931	XP_012169828.1, XP_003399613.1	XP_033335532.1
OG0001932	XP_003393113.2	XP_033328574.1
OG0001933	XP_012164380.1	XP_033339272.1, XP_033339273.1, XP_033339274.1
OG0001934	XP_020722868.1, XP_003401813.1	XP_033336622.1, XP_033336632.1
OG0001935	XP_020719678.1	XP_033334332.1
OG0001937	XP_003402640.1	XP_033323634.1, XP_033323636.1, XP_033323635.1
OG0001938	XP_012169809.1	XP_033339521.1, XP_033339520.1
OG0001939	XP_012173702.2	XP_033338538.1, XP_033338537.1
OG0001940	XP_020718272.1, XP_003394925.1	XP_033343072.1, XP_033343071.1, XP_033343075.1
OG0001941	XP_020719661.1	XP_033338947.1
OG0001942	XP_003394367.1	XP_033326185.1
OG0001943	XP_003397346.1	XP_033329420.1
OG0001944	XP_012171968.1, XP_003400961.1	XP_033335772.1
OG0001945	XP_003398314.1	XP_033341061.1, XP_033341063.1
OG0001946	XP_003395158.1, XP_012163615.1	XP_033326801.1
OG0001947	XP_003396494.1	XP_033330074.1
OG0001948	XP_003401188.1	XP_033322272.1, XP_033322273.1
OG0001949	XP_020722719.1	XP_033322389.1
OG0001951	XP_003400198.1	XP_033331521.1
OG0001952	XP_003400041.1, XP_020721780.1	XP_033334191.1
OG0001954	XP_003398029.1	XP_033333559.1
OG0001955	XP_003400393.1	XP_033335691.1, XP_033335689.1, XP_033335688.1, XP_033335692.1, XP_033335690.1
OG0001956	XP_012165501.2	XP_033340112.1
OG0001958	XP_003395092.1	XP_033336868.1
OG0001959	XP_020722587.1, XP_003401438.1	XP_033322318.1
OG0001960	XP_012171510.1, XP_003393607.1	XP_033330579.1, XP_033330578.1
OG0001961	XP_003400267.1, XP_003400266.1	XP_033330172.1
OG0001962	XP_003403158.1, XP_012175165.1	XP_033332653.1, XP_033332654.1
OG0001963	XP_003401320.1	XP_033324651.1
OG0001964	XP_003398368.1, XP_012168078.1	XP_033339322.1
OG0001965	XP_012166936.2	XP_033323868.1
OG0001966	XP_020719017.1, XP_012174384.1	XP_033320779.1
OG0001967	XP_012172107.1, XP_003401195.1	XP_033322333.1, XP_033322339.1, XP_033322340.1
OG0001968	XP_003398874.1	XP_033324554.1
OG0001969	XP_012173013.1, XP_012173014.1	XP_033337609.1
OG0001970	XP_020724018.1, XP_003393988.2	XP_033330629.1
OG0001971	XP_020722110.1	XP_033336080.1, XP_033336082.1, XP_033323182.1
OG0001972	XP_003399106.1	XP_033342349.1, XP_033342351.1, XP_033342350.1
OG0001973	XP_020718833.1, XP_012164330.1, XP_012164328.1, XP_012164329.1	XP_033324094.1
OG0001974	XP_003396386.1	XP_033340323.1
OG0001975	XP_020723693.1	XP_033326877.1
OG0001976	XP_003393034.1	XP_033341253.1, XP_033341254.1, XP_033341252.1
OG0001977	XP_003394114.1, XP_012175873.1, XP_012175874.1	XP_033326225.1
OG0001978	XP_012163635.1	XP_033332410.1, XP_033332341.1, XP_033332385.1, XP_033332386.1, XP_033339824.1
OG0001979	XP_003396608.1	XP_033340412.1, XP_033340413.1
OG0001980	XP_020719466.1	XP_033340202.1, XP_033340199.1
OG0001981	XP_003396954.1, XP_012166119.1	XP_033323616.1, XP_033326094.1
OG0001982	XP_003400831.1	XP_033336154.1
OG0001983	XP_012172573.1	XP_033322291.1
OG0001984	XP_020722175.1	XP_033330641.1
OG0001985	XP_003399975.1	XP_033338583.1, XP_033338585.1
OG0001986	XP_020721539.1, XP_003399961.1	XP_033338560.1, XP_033338565.1
OG0001987	XP_012173643.1, XP_003402215.1	XP_033338535.1
OG0001988	XP_003402217.1	XP_033339835.1, XP_033338545.1
OG0001989	XP_012173666.1, XP_003402219.1	XP_033338614.1
OG0001990	XP_020721887.1	XP_033339024.1
OG0001991	XP_003400193.1	XP_033330194.1
OG0001992	XP_012170939.1	XP_033330231.1
OG0001993	XP_020721976.1, XP_012170941.1	XP_033330239.1
OG0001994	XP_012163641.1	XP_033329776.1
OG0001995	XP_003396475.1	XP_033332083.1, XP_033332082.1
OG0001996	XP_012166642.1	XP_033329544.1
OG0001997	XP_012166625.1	XP_033329652.1, XP_033329657.1
OG0001998	XP_003403410.2	XP_033326412.1
OG0001999	XP_012170984.1	XP_033330212.1
OG0002000	XP_003400220.1	XP_033330114.1, XP_033330116.1, XP_033330115.1
OG0002001	XP_012165983.1	XP_033321371.1, XP_033321370.1
OG0002004	XP_012166427.1	XP_033332782.1, XP_033332770.1
OG0002005	XP_020723739.1, XP_003403220.1	XP_033337642.1
OG0002006	XP_003403052.1	XP_033337392.1
OG0002007	XP_012168392.1, XP_003398589.1	XP_033320992.1, XP_033320997.1
OG0002008	XP_003393619.1	XP_033330609.1, XP_033330608.1, XP_033330607.1
OG0002009	XP_003401504.1, XP_012172757.1	XP_033321248.1
OG0002010	XP_003401518.1	XP_033339946.1
OG0002011	XP_003397039.1	XP_033329500.1, XP_033329499.1, XP_033329498.1
OG0002012	XP_003394477.1, XP_020724167.1	XP_033321770.1, XP_033321771.1, XP_033321772.1
OG0002013	XP_003400935.2	XP_033323930.1, XP_033323931.1
OG0002014	XP_012171075.1	XP_033332242.1
OG0002015	XP_020722146.1	XP_033324026.1, XP_033324030.1
OG0002016	XP_012169525.1, XP_020721114.1	XP_033336878.1, XP_033336877.1
OG0002017	XP_020722516.1	XP_033324834.1
OG0002018	XP_012176061.1	XP_033321759.1
OG0002019	XP_003397339.1	XP_033329391.1, XP_033329393.1, XP_033329394.1
OG0002020	XP_012167020.1	XP_033331639.1
OG0002021	XP_012167358.1	XP_033321247.1, XP_033321246.1
OG0002022	XP_003397768.1	XP_033339255.1, XP_033339256.1
OG0002023	XP_003397446.1, XP_020720461.1	XP_033325749.1, XP_033325748.1
OG0002024	XP_020718638.1	XP_033338961.1, XP_033338962.1
OG0002025	XP_012163777.2	XP_033332135.1
OG0002026	XP_012164787.1	XP_033322844.1
OG0002027	XP_003394882.1	XP_033332260.1, XP_033332257.1, XP_033332258.1, XP_033332256.1
OG0002028	XP_020723517.1	XP_033323561.1
OG0002029	XP_020718436.1	XP_033333807.1, XP_033333806.1
OG0002030	XP_012174466.1, XP_020723543.1	XP_033341851.1
OG0002031	XP_012167869.1, XP_003398214.1	XP_033326072.1
OG0002032	XP_012167873.1	XP_033325980.1, XP_033325986.1
OG0002033	XP_012168192.1	XP_033331753.1
OG0002035	XP_020720727.1, XP_020720724.1	XP_033326065.1
OG0002036	XP_020722313.1, XP_012174880.2, XP_012174843.1	XP_033343070.1, XP_033336504.1
OG0002037	XP_012170199.1	XP_033325068.1, XP_033325069.1
OG0002038	XP_020721543.1, XP_003399659.1	XP_033331324.1, XP_033331325.1
OG0002039	XP_020720421.1	XP_033330393.1
OG0002040	XP_012172409.1, XP_012172411.1	XP_033322197.1
OG0002041	XP_012172267.1, XP_012172268.1, XP_020722408.1	XP_033339813.1, XP_033339820.1
OG0002042	XP_003401196.1	XP_033321200.1
OG0002043	XP_012169554.1, XP_012169555.1	XP_033329432.1, XP_033329433.1
OG0002044	XP_003403084.2	XP_033337934.1, XP_033337936.1
OG0002045	XP_012175080.1	XP_033337953.1
OG0002046	XP_020719834.1, XP_020719835.1, XP_020719836.1, XP_020719837.1, XP_003397147.1	XP_033329523.1
OG0002047	XP_003394396.1	XP_033323180.1
OG0002048	XP_003394585.1	XP_033322034.1
OG0002049	XP_003396069.1	XP_033329093.1
OG0002050	XP_012163881.1	XP_033337251.1
OG0002051	XP_003395520.1	XP_033337224.1, XP_033337223.1
OG0002052	XP_003396909.1	XP_033332911.1
OG0002053	XP_003398987.1	XP_033334851.1
OG0002055	XP_012173008.1	XP_033327285.1
OG0002056	XP_020722906.1	XP_033337434.1
OG0002057	XP_003401716.1	XP_033337805.1, XP_033337804.1
OG0002059	XP_003403208.1	XP_033327249.1
OG0002060	XP_003395582.1	XP_033334034.1, XP_033334035.1
OG0002061	XP_003400612.1	XP_033336102.1
OG0002062	XP_012171573.1, XP_003400607.1	XP_033336546.1
OG0002063	XP_012170838.1, XP_012170840.1	XP_033328220.1
OG0002064	XP_003399884.1	XP_033326357.1
