Orthogroup	Bombus_terrestris	Ceratina_calcarata
OG0001019	XP_020719819.1, XP_012166676.1, XP_012166675.1, XP_012166674.1, XP_012166673.1, XP_020719820.1	XP_017886719.1
OG0001020	XP_012170604.1, XP_003399958.1	XP_017879902.1
OG0001021	XP_012175528.1, XP_003403421.2, XP_012175461.1, XP_012175513.1	XP_017892800.1
OG0001023	XP_012175470.1	XP_017882371.1, XP_017892292.1
OG0001030	XP_020723113.1	XP_017891965.1, XP_017891962.1, XP_017891963.1
OG0001031	XP_003396832.1, XP_003396833.1	XP_026669092.1, XP_026669091.1
OG0001032	XP_012163597.1, XP_012163598.1, XP_012163596.1, XP_003395149.2, XP_012163600.1	XP_017883617.2, XP_026671280.1
OG0001033	XP_020721869.1, XP_003400279.1	XP_017884931.1, XP_017884941.1
OG0001034	XP_020720472.1, XP_020720471.1	XP_017877433.1, XP_017885659.1, XP_017877434.1, XP_017877431.1, XP_017877430.1
OG0001035	XP_012167688.1	XP_017883236.2, XP_017883240.1
OG0001036	XP_020720038.1	XP_026670773.1, XP_017882988.1, XP_026670781.1, XP_017882986.1
OG0001037	XP_003400394.1, XP_020722005.1	XP_026671763.1, XP_017884604.1
OG0001038	XP_003395067.1, XP_003395066.1	XP_017881699.1
OG0001039	XP_012176769.1	XP_017890947.1, XP_017890949.1
OG0001040	XP_012169168.1	XP_026672454.1, XP_026672451.1
OG0001041	XP_003393655.1	XP_026666465.1, XP_026666463.1, XP_026666462.1, XP_017892894.1
OG0001042	XP_020721291.1, XP_020721290.1, XP_020721289.1	XP_026673450.1
OG0001043	XP_003401948.1	XP_017879640.1
OG0001044	XP_012169128.1	XP_017879066.1
OG0001045	XP_012169456.1, XP_003399179.1	XP_017879047.1
OG0001046	XP_012175920.1, XP_003394378.2	XP_017891820.1, XP_026675191.1
OG0001047	XP_012169030.1	XP_017878705.1, XP_017878704.1
OG0001048	XP_012166027.1	XP_026666876.1
OG0001049	XP_012169758.1, XP_003399377.1	XP_017880011.1
OG0001050	XP_003398248.1	XP_017891911.1
OG0001051	XP_020718367.1	XP_026667306.1
OG0001052	XP_003398027.1, XP_012167650.1	XP_017892823.1, XP_017892824.1
OG0001053	XP_003400184.1	XP_017891851.1, XP_026675172.1
OG0001054	XP_003396955.1, XP_003396956.1	XP_017885186.1, XP_017885187.1
OG0001055	XP_003396750.1	XP_017892301.1, XP_017879157.1, XP_017888730.2, XP_017885269.1
OG0001056	XP_003397054.1	XP_017893360.1
OG0001057	XP_003395935.1, XP_003395936.1	XP_017888633.1
OG0001058	XP_003400850.1	XP_017882141.1, XP_017882142.1
OG0001059	XP_012164940.1	XP_017890411.1
OG0001060	XP_012170586.1, XP_012170583.1	XP_017880108.2
OG0001061	XP_020723077.1	XP_017885787.1, XP_017885788.1, XP_026672226.1, XP_017885790.1, XP_026672225.1, XP_017885786.1
OG0001062	XP_012163958.1	XP_017890226.1
OG0001063	XP_012176591.1	XP_017883973.1
OG0001064	XP_012165930.1	XP_026667351.1, XP_026667352.1, XP_017875945.1, XP_026667350.1, XP_017875946.1
OG0001065	XP_020719715.1, XP_003393199.1	XP_026673198.1, XP_026673199.1, XP_026673200.1, XP_017887788.1
OG0001066	XP_012165951.1	XP_017879502.1, XP_017879503.1
OG0001067	XP_003399948.1	XP_017877182.1
OG0001068	XP_012173614.1	XP_026671161.1
OG0001069	XP_020721751.1	XP_017891834.1
OG0001070	XP_003395974.1, XP_020718989.1	XP_026669127.1, XP_017879703.1
OG0001072	XP_012167179.1, XP_012167180.1	XP_026670299.1
OG0001073	XP_003396848.3	XP_017879404.2, XP_026675514.1, XP_017888046.2, XP_026673303.1
OG0001074	XP_012169550.1, XP_012169549.1, XP_012169548.1	XP_017883349.1, XP_017883348.1
OG0001075	XP_012163521.1, XP_003395096.1	XP_017885525.1
OG0001076	XP_012172302.1, XP_012172298.1	XP_017892911.1
OG0001077	XP_003397626.1, XP_020720007.1	XP_017881299.1
OG0001078	XP_020724042.1, XP_012170049.1	XP_017886614.1
OG0001079	XP_020721401.1	XP_017875360.1
OG0001079	XP_012169861.1	XP_026671953.1
OG0001080	XP_012166332.1, XP_020719846.1	XP_017877358.1
OG0001081	XP_003394444.1	XP_017880740.1
OG0001082	XP_003395796.2	XP_017883034.1
OG0001083	XP_020719955.1	XP_026675374.1
OG0001083	XP_003397370.1	XP_017892220.1
OG0001084	XP_012171801.1	XP_017888072.1
OG0001085	XP_012170736.1	XP_017891928.1
OG0001086	XP_012163516.1, XP_020718442.1, XP_020718441.1, XP_020718287.1, NP_001267823.1, XP_012163168.1	XP_017880350.1
OG0001087	XP_003397032.1, XP_012166303.1	XP_017891039.1
OG0001088	XP_020723252.1, XP_012173898.1, XP_020723253.1	XP_017877090.1, XP_017877089.1
OG0001089	XP_020719731.1, XP_012166715.1	XP_026669042.1, XP_026669012.1
OG0001090	XP_003397956.3	XP_017881591.1
OG0001091	XP_003395439.1	XP_017891803.1, XP_026675136.1
OG0001093	XP_003393383.1, XP_003393384.1	XP_017887152.1
OG0001094	XP_003399752.1, XP_012170070.1, XP_012170069.1	XP_017888492.1, XP_017888491.1
OG0001095	XP_012168843.1	XP_026669849.1
OG0001096	XP_003395028.1	XP_026669917.1, XP_017881348.1
OG0001097	XP_003402708.1	XP_026670981.1, XP_017883340.1
OG0001098	XP_012174425.1, XP_012174424.1, XP_003402727.1, XP_012174426.1	XP_017877082.1
OG0001099	XP_003394623.1, XP_012176589.1, XP_012176588.1, XP_020724112.1, XP_020724111.1	XP_017880606.1
OG0001100	XP_012176497.1, XP_012176503.1, XP_012176502.1, XP_012176498.1	XP_017882444.1
OG0001101	XP_012168781.1	XP_017886223.1, XP_017883955.1, XP_017883953.1, XP_017883954.1
OG0001102	XP_012164925.1, XP_003396084.1, XP_020719028.1	XP_026669273.1, XP_026669275.1, XP_026669277.1
OG0001103	XP_020720601.1	XP_026667634.1, XP_026667626.1, XP_026667629.1
OG0001104	XP_003401696.1	XP_017876029.1
OG0001105	XP_012164003.1, XP_003395569.1, XP_012164005.1, XP_012164004.1	XP_017883121.1
OG0001106	XP_003396887.1, XP_003396886.1	XP_017887918.1
OG0001107	XP_020723251.1	XP_026675544.1
OG0001108	XP_012171163.2	XP_026671747.1
OG0001109	XP_003398913.1, XP_012169017.1	XP_017878408.1, XP_017878409.1, XP_017878407.1, XP_017878406.1
OG0001110	XP_012169614.1, XP_012169615.1	XP_017881106.1, XP_017881107.1, XP_017881105.1
OG0001111	XP_003399027.1	XP_026668534.1
OG0001112	XP_003399090.1	XP_026668656.1
OG0001113	XP_020721358.1, XP_003399739.1	XP_026670613.1
OG0001114	XP_012167039.1	XP_026668091.1, XP_017877511.1
OG0001115	XP_012164344.1, XP_012164346.1, XP_012164347.1	XP_026671175.1
OG0001116	XP_012169487.1, XP_003399206.1, XP_012169486.1	XP_017875282.1
OG0001117	XP_012165841.1, XP_003396741.1	XP_017887979.1
OG0001118	XP_003393761.1	XP_017878216.1
OG0001119	XP_003402684.1, XP_012174351.1	XP_017879362.1
OG0001120	XP_003393777.1	XP_017884005.1
OG0001121	XP_003398069.1	XP_017876719.1, XP_017876718.1
OG0001122	XP_003402425.1	XP_017878842.1
OG0001124	XP_012164863.1	XP_017880270.1
OG0001125	XP_012165311.1, XP_012165312.1, XP_003396333.1	XP_017875134.1, XP_017875126.1
OG0001126	XP_012165290.1, XP_003396315.2	XP_026672346.1, XP_017885838.1
OG0001127	XP_012164305.1	XP_017879604.1
OG0001128	XP_003399756.2	XP_017886867.1
OG0001129	XP_020721166.1	XP_017886238.1
OG0001130	XP_020718769.1	XP_017889163.1
OG0001131	XP_003393256.1, XP_003393207.1	XP_026673904.1, XP_026670639.1, XP_026673902.1
OG0001132	XP_020723419.1, XP_003402508.2, XP_020719010.1, XP_020719012.1	XP_026675278.1, XP_017892087.1
OG0001133	XP_012169472.1, XP_012169475.1, XP_012169474.1, XP_012169473.1	XP_026668840.1, XP_017878934.1, XP_017878936.1, XP_017878935.1
OG0001134	XP_020718785.1, XP_020718784.1, XP_020718783.1, XP_003395304.1	XP_017883513.1, XP_026671069.1, XP_026671070.1, XP_026671071.1
OG0001135	XP_020723842.1	XP_026670829.1
OG0001135	XP_020723334.1	XP_026670822.1
OG0001136	XP_003393631.1, XP_012171830.1	XP_017886624.1
OG0001138	XP_020718881.1	XP_026670874.1, XP_017883156.1
OG0001140	XP_012164764.1, XP_012164760.1	XP_017880274.1
OG0001141	XP_003395933.1	XP_017888519.1
OG0001142	XP_003396986.1	XP_017892467.1
OG0001143	XP_003401633.1	XP_017888896.1, XP_017888897.1, XP_017888898.1, XP_026673687.1, XP_017888895.1
OG0001144	XP_012167578.1	XP_017881313.1
OG0001145	XP_003398289.1	XP_017883857.1, XP_017883856.1
OG0001146	XP_012167750.1	XP_017886568.1
OG0001147	XP_003398933.2	XP_017876290.1
OG0001148	XP_020722053.1, XP_020722051.1	XP_017888068.1
OG0001149	XP_020722405.1	XP_017886333.1, XP_017886334.1, XP_026672516.1
OG0001150	XP_012170145.1	XP_017890670.1, XP_017890668.1, XP_017890669.1
OG0001151	XP_003393190.1	XP_026673420.1
OG0001152	XP_003396785.1	XP_017891829.1
OG0001153	XP_003393670.1, XP_012172500.1	XP_026668983.1, XP_017879315.1
OG0001154	XP_003393615.1, XP_020722754.1	XP_017884127.1, XP_017884118.1
OG0001155	XP_003393728.1	XP_017892370.1
OG0001156	XP_012176709.1	XP_026668532.1
OG0001157	XP_012164301.1, XP_012164306.1, XP_020718377.1, XP_003393116.1, XP_012164295.1	XP_017888208.1
OG0001158	XP_012169541.1, XP_012175271.1	XP_026672188.1, XP_017885718.1
OG0001159	XP_003401963.1	XP_017892031.1
OG0001160	XP_012164437.1, XP_012164436.1, XP_012164435.1	XP_017883520.1, XP_017883519.1
OG0001161	XP_003402897.1	XP_017881615.1, XP_017881614.1, XP_017881613.1
OG0001162	XP_020720216.1	XP_026671892.1, XP_026671891.1, XP_026671890.1, XP_026671895.1, XP_026671893.1, XP_026671894.1
OG0001163	XP_012165843.1	XP_017885855.1
OG0001164	XP_020719426.1, XP_012166123.1	XP_017887707.1, XP_026673057.1, XP_026673056.1, XP_026673055.1
OG0001165	XP_012165675.1, XP_012165676.1, XP_012165674.1, XP_012165673.1	XP_017887871.1
OG0001166	XP_012166488.1	XP_017889444.1
OG0001167	XP_003396929.1, XP_012166091.1	XP_017885155.1, XP_026671985.1
OG0001168	XP_003396914.1	XP_017874995.1
OG0001169	XP_012175206.1	XP_026675580.1
OG0001169	XP_012175120.1	XP_026675574.1
OG0001170	XP_003397488.1, XP_012167004.1, XP_012167003.1, XP_012167001.1	XP_026666630.1
OG0001171	XP_012166541.1, XP_012166542.1	XP_017878550.1
OG0001172	XP_012175108.1	XP_026670220.1
OG0001173	XP_012173213.1, XP_012173212.1, XP_012173211.1	XP_017882367.1, XP_017882368.1
OG0001174	XP_020720241.1	XP_026674410.1
OG0001174	XP_003397396.1	XP_026674413.1
OG0001175	XP_012166847.1, XP_012166846.1, XP_012166849.1, XP_012166845.1, XP_012166848.1	XP_017885371.1
OG0001176	XP_020720427.1	XP_026670242.1
OG0001176	XP_003397614.1	XP_026670241.1, XP_017891434.1
OG0001177	XP_020720252.1	XP_026675285.1
OG0001178	XP_003393251.1	XP_026673531.1, XP_026673533.1, XP_026673532.1, XP_017888510.1
OG0001179	XP_003401930.1	XP_026675245.1
OG0001180	XP_003397852.1	XP_017878360.1
OG0001181	XP_012168213.1, XP_012168212.1, XP_012168215.1, XP_012168214.1, XP_012168217.1, XP_012168216.1, XP_020720602.1	XP_017882130.1
OG0001182	XP_003399407.1	XP_017880391.1
OG0001183	XP_003399058.1	XP_017890544.1
OG0001184	XP_003397002.1, XP_020719469.1, XP_020719470.1	XP_017881391.1
OG0001185	XP_020718454.1	XP_026671514.1
OG0001186	XP_020720893.1	XP_026675650.1, XP_026675649.1
OG0001187	XP_003399142.1, XP_020721145.1	XP_017877619.1
OG0001188	XP_012169367.1, XP_012169366.1, XP_012169365.1	XP_017879030.1
OG0001189	XP_020719414.1	XP_026669485.1, XP_026669486.1, XP_026669487.1, XP_017880443.1
OG0001190	XP_012169730.1	XP_026669253.1, XP_017879996.1, XP_026669256.1, XP_026669254.1, XP_026669255.1
OG0001191	XP_012175447.1, XP_012175521.2	XP_026666804.1, XP_026666810.1
OG0001192	XP_012171252.1, XP_012171244.1	XP_026671655.1, XP_026671650.1
OG0001193	XP_003400768.1	XP_017888127.1
OG0001194	XP_003400709.1, XP_012171687.1, XP_012171686.1	XP_026671861.1, XP_026671863.1, XP_026671862.1, XP_017884638.1
OG0001195	XP_012172761.1, XP_003401506.1, XP_012172760.1	XP_017889504.1
OG0001196	XP_012172004.1	XP_017882882.1
OG0001197	XP_003399692.1	XP_017882789.1, XP_017882787.1
OG0001198	XP_020722890.1, XP_012173131.1, XP_012173132.1	XP_017888741.1, XP_026673698.1
OG0001199	XP_012173863.1	XP_017890964.1, XP_017890962.1, XP_017890966.1, XP_017890965.1, XP_017890967.1, XP_017890969.1, XP_026674685.1, XP_017890961.1
OG0001200	XP_003395546.2	XP_017883155.1
OG0001201	XP_003397300.2	XP_017890647.1, XP_017883228.1, XP_017883229.1, XP_026670908.1, XP_017883230.1
OG0001202	XP_003395955.1	XP_017891267.2
OG0001203	XP_003398242.2, XP_012167913.1, XP_012167914.1	XP_017876530.2
OG0001204	XP_003399280.1	XP_017878619.1
OG0001205	XP_020722117.1, XP_020722116.1	XP_017884815.1
OG0001206	XP_003396295.1	XP_017885842.1
OG0001206	XP_003396294.1	XP_017885841.1
OG0001207	XP_003393925.1, XP_012173919.1	XP_017879182.1
OG0001208	XP_020724338.1, XP_020724339.1	XP_017886567.1, XP_017886558.1
OG0001209	XP_012175968.1, XP_020724189.1, XP_003394189.1	XP_017882487.1
OG0001210	XP_003395499.1	XP_017890089.1
OG0001211	XP_012163118.1	XP_017876952.1, XP_017876951.1, XP_017876954.1, XP_017876953.1
OG0001212	XP_003393017.1	XP_017888226.1, XP_026673403.1
OG0001213	XP_012175823.1	XP_017889286.1
OG0001214	XP_012169115.1, XP_012169114.1, XP_003398965.1	XP_017879068.1
OG0001215	XP_003402120.1	XP_017880146.1
OG0001216	XP_003401031.1, XP_020722507.1	XP_017889583.1
OG0001217	XP_003398692.1	XP_026675653.1, XP_017892921.1, XP_017892924.1, XP_026675652.1, XP_026675654.1, XP_017892925.1, XP_026675655.1
OG0001218	XP_012167829.1, XP_012167830.1	XP_017882124.1
OG0001219	XP_003397480.1	XP_017876353.1
OG0001219	XP_003397483.1	XP_017876352.1, XP_026667536.1
OG0001220	XP_003394548.1, XP_003394549.1	XP_017880975.1
OG0001221	XP_012170277.1, XP_012170281.1, XP_012170278.1, XP_003399733.1	XP_017889996.1
OG0001222	XP_003403063.1	XP_017881412.1, XP_026669973.1
OG0001223	XP_003397075.2	XP_026673331.1, XP_026673282.1
OG0001224	XP_003400968.1	XP_017882283.1
OG0001225	XP_003398521.2	XP_017890803.1, XP_017890802.1, XP_017890801.1, XP_026674660.1
OG0001226	XP_003399251.2	XP_017878487.1, XP_017878486.1
OG0001227	XP_020722689.1, XP_020722688.1	XP_026674120.1, XP_017889532.1
OG0001228	XP_003401279.1, XP_003401278.1	XP_017889956.1, XP_026674122.1, XP_017889955.1
OG0001229	XP_003393159.2	XP_017889131.1
OG0001230	XP_003393534.1	XP_026674450.1
OG0001231	XP_003395441.1, XP_012163864.1	XP_026674508.1, XP_017890510.1
OG0001232	XP_003397204.1	XP_017887663.1, XP_017887655.1, XP_026674840.1, XP_026667909.1, XP_026673848.1
OG0001233	XP_012171732.1, XP_012171733.1, XP_003400887.1	XP_026671692.1
OG0001235	XP_020722979.1, XP_020722978.1, XP_003401671.1, XP_012172966.1, XP_012172965.1, XP_012172964.1, XP_012172963.1, XP_012172962.1, XP_020722980.1	XP_017882805.2
OG0001236	XP_012165174.1, XP_020719222.1, XP_012165173.1	XP_026673231.1, XP_026667519.1
OG0001240	NP_001267850.1	XP_017885185.1
OG0001241	XP_012166300.1, XP_012166301.1, XP_012166299.1, XP_003397025.1	XP_017893259.1
OG0001242	XP_012175128.2	XP_017881024.1
OG0001243	XP_020720024.1, XP_012166840.1	XP_017887355.1
OG0001243	XP_020720026.1	XP_026672942.1
OG0001244	XP_012173261.1, XP_003401858.1, XP_012173260.1	XP_017888862.1, XP_017888861.1
OG0001245	XP_012164960.1	XP_017875158.1
OG0001246	XP_003400326.1	XP_017887047.1
OG0001247	XP_012176387.1	XP_017886094.1
OG0001249	XP_003400916.1	XP_026670258.1, XP_026670259.1, XP_017882210.1
OG0001250	XP_020720272.1, XP_020720273.1, XP_003397466.1	XP_026667268.1
OG0001251	XP_003397462.1	XP_017877146.1
OG0001252	XP_003400160.1	XP_017886197.1
OG0001252	XP_012170795.1	XP_017886139.2
OG0001253	XP_012164095.1, XP_012164094.1, XP_020718886.1, XP_020718887.1, XP_003395628.1, XP_012164096.1	XP_017883091.1
OG0001254	XP_012174118.1	XP_017877911.1
OG0001255	XP_003400838.2	XP_017884891.2
OG0001256	XP_020721313.1	XP_026668846.1, XP_026671320.1
OG0001256	XP_020721315.1	XP_017878918.1
OG0001257	XP_003392920.1	XP_026674924.1, XP_017891390.1
OG0001258	XP_012169677.1	XP_026667819.1, XP_017876389.1, XP_026667810.1, XP_026667813.1
OG0001259	XP_012164255.1	XP_017890136.1
OG0001260	XP_003401497.1	XP_017889933.1
OG0001261	XP_003400844.1	XP_017882310.1
OG0001262	XP_003397119.1	XP_017892764.1
OG0001263	XP_012167433.1	XP_017883786.2, XP_026672616.1
OG0001264	XP_003398702.1	XP_017882274.1
OG0001265	XP_003399010.1, XP_012169173.1, XP_012169172.1	XP_017886274.1
OG0001266	XP_012163338.1, XP_012163331.1	XP_017876093.1
OG0001267	XP_012165448.1	XP_017887580.1
OG0001268	XP_003396318.1, XP_003396317.1	XP_017885950.1, XP_026672347.1
OG0001269	XP_003395966.1, XP_012164569.1	XP_026670810.1
OG0001270	XP_012171143.1	XP_017884797.1
OG0001271	XP_012163274.1, XP_012163276.1	XP_026668701.1, XP_017878786.1
OG0001272	XP_012169635.1	XP_017884423.1, XP_017884422.1
OG0001273	XP_012171741.1	XP_017884705.1
OG0001274	XP_020718905.1	XP_017879513.1, XP_026669075.1
OG0001275	XP_020719976.1, XP_003397656.1, XP_003397657.1	XP_017884428.1
OG0001276	XP_012171826.2	XP_017884457.1
OG0001277	XP_003395172.1	XP_017878709.1, XP_017878710.1
OG0001278	XP_003395952.1, XP_020718997.1	XP_017884488.1, XP_017884486.1, XP_026671579.1, XP_026671580.1
OG0001279	XP_012170273.1	XP_017886726.1
OG0001280	XP_003400491.1	XP_017893237.1
OG0001281	XP_020721534.1	XP_026674261.1
OG0001282	XP_012169912.1, XP_012169906.1, XP_012169916.1, XP_020722020.1, XP_012169921.1, XP_003393557.1	XP_017892670.1
OG0001283	XP_003397327.1	XP_017879538.1
OG0001284	XP_003398012.1	XP_017882726.1
OG0001285	XP_003396003.1, XP_003396005.1, XP_003396006.1	XP_017885291.1, XP_017885292.1, XP_026672009.1
OG0001286	XP_012167765.2	XP_017876633.1
OG0001287	XP_003401108.1	XP_017889724.1
OG0001287	XP_003401107.1	XP_026674226.1
OG0001288	XP_003401063.1	XP_017889378.1, XP_017889377.1
OG0001289	XP_012164561.1	XP_026670949.1
OG0001291	XP_003399038.1	XP_017890613.1
OG0001292	XP_003399093.1	XP_017879970.1
OG0001292	XP_003399092.1	XP_017879971.1
OG0001293	XP_020724281.1	XP_017880681.1
OG0001294	XP_003395639.1	XP_017879595.1
OG0001295	XP_012170892.1, XP_012170894.1, XP_020721929.1, XP_020721928.1, XP_003400155.1	XP_026668753.1
OG0001296	XP_012175941.1	XP_017885920.1
OG0001297	XP_003399854.1	XP_017882614.1
OG0001298	XP_020719930.1, XP_020719929.1, XP_020719932.1, XP_020719931.1	XP_026672593.1, XP_017875559.1
OG0001299	XP_003396730.1	XP_026669494.1
OG0001300	XP_012170282.1	XP_017889991.1, XP_017889986.1
OG0001301	XP_020721875.1	XP_017890298.1
OG0001302	XP_012165494.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0001303	XP_020719471.1	XP_017881542.1, XP_017881540.1, XP_017881543.1
OG0001304	XP_003397240.2	XP_017883216.1, XP_017883220.1
OG0001305	XP_012166479.1	XP_017875666.1
OG0001306	XP_012172749.1, XP_012172750.1, XP_003401499.1	XP_017889806.1, XP_017889808.1
OG0001307	XP_003401450.1	XP_017886465.1
OG0001308	XP_020723776.1, XP_012175122.1	XP_017882687.1
OG0001309	XP_020724315.1	XP_026672398.1
OG0001310	XP_012166735.1, XP_012166736.1	XP_017887230.1
OG0001311	XP_003394391.1	XP_017882319.1
OG0001312	XP_003394083.1	XP_017892804.1, XP_017892803.1
OG0001313	XP_003402316.1	XP_017877029.1, XP_017877030.1, XP_017877031.1, XP_017877034.1, XP_017877033.1, XP_026667884.1
OG0001314	XP_003397750.1, XP_020720255.1	XP_017889586.1, XP_017889585.1
OG0001315	XP_003395416.3	XP_017891773.1
OG0001316	XP_003396167.1, XP_012164791.1	XP_017875605.1, XP_017875614.1
OG0001317	XP_012164750.1, XP_012164749.1, XP_003396139.1	XP_026671535.1
OG0001318	XP_003395241.1	XP_017887831.1
OG0001320	XP_012170777.1	XP_017881224.1
OG0001321	XP_012174476.1, XP_003402712.1	XP_026670676.1, XP_017882678.1
OG0001322	XP_003400696.1, XP_012171710.1	XP_017884563.1, XP_017884565.1
OG0001323	XP_003402736.1	XP_017877083.1
OG0001324	XP_003402764.1	XP_026667276.1
OG0001325	XP_012167682.1, XP_003397962.1, XP_012167681.1	XP_017883265.1
OG0001326	XP_003401254.1	XP_017890188.1, XP_017889424.1
OG0001326	XP_003401255.1	XP_017889442.1, XP_026674036.1
OG0001327	XP_012172228.1	XP_017889498.1
OG0001328	XP_012172058.1	XP_017878108.1, XP_026668425.1
OG0001329	XP_020724160.1, XP_003394634.2	XP_026668131.1
OG0001330	XP_012164592.1	XP_017892743.1, XP_017892744.1
OG0001331	XP_012163799.1	XP_017891758.1
OG0001332	XP_012169109.1	XP_017892875.1
OG0001333	XP_012169107.1, XP_012169108.1	XP_017887492.1
OG0001334	XP_020721356.1	XP_026674534.1, XP_017890585.1, XP_017890584.1
OG0001335	XP_012173130.1, XP_003401755.1	XP_017880996.1
OG0001337	XP_003395040.1, XP_012163434.1	XP_017893546.1
OG0001338	XP_012174210.1	XP_017890682.1
OG0001339	XP_003399853.1	XP_017880134.1
OG0001340	XP_012168934.1	XP_017888159.1
OG0001341	XP_020718505.1	XP_017886580.1, XP_017886581.1
OG0001342	XP_020719399.1	XP_026668990.1, XP_026668988.1
OG0001343	XP_020720490.1	XP_017892013.1
OG0001344	XP_020721304.1, XP_003399292.1, XP_020721303.1	XP_017881108.1, XP_026669832.1, XP_026669833.1
OG0001345	XP_012169223.1	XP_017890494.1
OG0001346	XP_003399071.1, XP_012169277.1, XP_012169276.1	XP_026674518.1
OG0001347	XP_003403175.1	XP_017876183.1, XP_017877305.1
OG0001348	XP_003399954.1, XP_012170615.1	XP_017875367.1, XP_017875368.1
OG0001349	XP_003402575.2	XP_026666763.1, XP_026666764.1
OG0001350	XP_012164220.1	XP_017890564.1
OG0001351	XP_012165830.2	XP_017887910.1
OG0001352	XP_003401656.1	XP_017880041.1, XP_017880042.1
OG0001353	XP_012175686.1	XP_026675098.1, XP_026675104.1
OG0001354	XP_003396674.1	XP_026675472.1, XP_026675471.1, XP_017892348.1, XP_017892346.1
OG0001355	XP_003402359.1	XP_017887127.1
OG0001356	XP_012173188.1	XP_017888854.1
OG0001357	XP_003396255.1	XP_017887873.1
OG0001358	XP_012165197.1	XP_017885195.1
OG0001359	XP_012165190.1, XP_012165189.1	XP_017885191.1
OG0001360	XP_012174325.1, XP_012174323.1	XP_026671394.1, XP_017884202.1
OG0001361	XP_012174370.1	XP_017884012.1
OG0001362	XP_012174128.1, XP_012174127.1, XP_020723362.1, XP_012174125.1	XP_017877884.1, XP_026668381.1
