Orthogroup	Apis_mellifera	Dufourea_novaeangliae
OG0001678	XP_393064.5, XP_016772735.2, XP_006571932.2	XP_015429372.1
OG0001679	XP_006572022.1	XP_015431077.1, XP_015431078.1
OG0001680	XP_006572049.1	XP_015439635.1
OG0001681	XP_006572431.2	XP_015429540.1, XP_015429541.1, XP_015429538.1, XP_015429539.1
OG0001682	XP_016766188.2	XP_015432244.1
OG0001683	XP_016766225.1, XP_016766222.1	XP_015429458.1
OG0001684	XP_016766426.1	XP_015428983.1
OG0001685	XP_016766513.2, XP_026294932.1	XP_015429162.1
OG0001686	XP_016767198.1	XP_015430731.1, XP_015430729.1
OG0001687	XP_016767213.1	XP_015436950.1
OG0001688	XP_016767443.2	XP_015431644.1
OG0001689	XP_016767483.1, XP_392445.3	XP_015436934.1
OG0001690	XP_016767638.2	XP_015433265.1
OG0001691	XP_016767937.1, XP_392575.3	XP_015439867.1
OG0001692	XP_016768465.1, XP_016768466.1, XP_016768464.1	XP_015429557.1
OG0001693	XP_016768578.1	XP_015434463.1
OG0001694	XP_016768660.2, XP_016768664.2	XP_015436425.1
OG0001695	XP_016768770.2	XP_015433870.1
OG0001696	XP_016768990.1	XP_015430914.1, XP_015430915.1, XP_015430916.1, XP_015430917.1
OG0001697	XP_016769119.1	XP_015428967.1
OG0001698	XP_016769141.2	XP_015430544.1
OG0001699	XP_016769587.1	XP_015431050.1
OG0001700	XP_016769797.1	XP_015431299.1
OG0001701	XP_016769925.1	XP_015428958.1
OG0001702	XP_016769933.1, XP_016769932.1	XP_015438449.1, XP_015438448.1, XP_015438447.1
OG0001703	XP_016770011.2	XP_015438608.1
OG0001704	XP_016770407.1	XP_015437290.1
OG0001705	XP_016770549.2, XP_016770554.2, XP_026299860.1	XP_015436546.1
OG0001706	XP_016770706.1	XP_015437021.1
OG0001707	XP_016771061.1, XP_396670.3	XP_015432136.1
OG0001708	XP_016771297.2	XP_015432403.1
OG0001709	XP_016771313.1	XP_015428541.1
OG0001710	XP_016771320.1	XP_015438123.1
OG0001711	XP_016771331.1, XP_016771334.1	XP_015437609.1
OG0001712	XP_016771335.1, XP_016771336.1, XP_026300595.1	XP_015437612.1
OG0001713	XP_026300877.1, XP_016771484.1	XP_015438727.1
OG0001714	XP_016771561.1	XP_015439042.1
OG0001715	XP_016771568.2	XP_015436471.1
OG0001716	XP_396377.3, XP_016771703.1	XP_015435225.1
OG0001717	XP_026300734.1, XP_016771842.1	XP_015439167.1
OG0001718	XP_026300051.1, XP_016771899.1	XP_015430074.1
OG0001719	XP_625215.4, XP_016772001.1	XP_015437972.1
OG0001720	XP_016772335.1	XP_015438377.1
OG0001721	XP_016772413.1, XP_026301646.1	XP_015430391.1
OG0001722	XP_016772817.1	XP_015429325.1
OG0001723	XP_016772926.2, XP_026299027.1	XP_015437160.1
OG0001725	XP_625121.3	XP_015432022.1
OG0001726	XP_016773550.1	XP_015435014.1
OG0001727	XP_394280.3, XP_016773614.1	XP_015435027.1
OG0001728	XP_026294846.1	XP_015433096.1
OG0001729	XP_026294961.1	XP_015434987.1
OG0001730	XP_026294994.1, XP_026294996.1	XP_015431922.1
OG0001731	XP_026294997.1, XP_026295003.1	XP_015434989.1
OG0001732	XP_026295183.1	XP_015437108.1, XP_015437105.1
OG0001733	XP_026295324.1, XP_026295325.1	XP_015429316.1
OG0001734	XP_026295427.1	XP_015435775.1
OG0001735	XP_026295549.1	XP_015432829.1
OG0001736	XP_026295581.1, XP_026295572.1	XP_015435926.1
OG0001737	XP_026295876.1	XP_015431751.1, XP_015431750.1
OG0001739	XP_026295986.1	XP_015433121.1
OG0001740	XP_026295992.1, XP_026295991.1	XP_015431675.1
OG0001741	XP_026296077.1, XP_026296074.1	XP_015436879.1
OG0001742	XP_026296135.1	XP_015436805.1
OG0001743	XP_026296212.1	XP_015431691.1
OG0001744	XP_026296300.1	XP_015440319.1
OG0001745	XP_026296430.1	XP_015433278.1, XP_015433279.1
OG0001746	XP_026296485.1	XP_015433284.1
OG0001747	XP_026296488.1	XP_015432675.1
OG0001748	XP_026296535.1	XP_015439782.1
OG0001749	XP_026296631.1	XP_015440008.1
OG0001751	XP_026296729.1, XP_026296731.1	XP_015440252.1
OG0001752	XP_026296861.1	XP_015439802.1
OG0001753	XP_026296872.1, XP_026296873.1	XP_015439958.1
OG0001754	XP_026297019.1	XP_015431999.1
OG0001755	XP_026297049.1	XP_015435651.1
OG0001756	XP_026297205.1, XP_026297206.1	XP_015432527.1
OG0001757	XP_026297323.1	XP_015432062.1
OG0001758	XP_026297491.1	XP_015437137.1
OG0001759	XP_026297520.1	XP_015434435.1, XP_015434437.1
OG0001760	XP_026297815.1	XP_015431144.1
OG0001761	XP_026297873.1	XP_015437600.1
OG0001762	XP_026297892.1, XP_026297900.1	XP_015433532.1
OG0001763	XP_026297917.1	XP_015429595.1
OG0001764	XP_026297973.1	XP_015435950.1
OG0001765	XP_026297975.1	XP_015428534.1
OG0001766	XP_026298354.1	XP_015430441.1
OG0001768	XP_026298664.1, XP_026298663.1	XP_015431047.1
OG0001769	XP_026298731.1	XP_015431039.1
OG0001770	XP_026298886.1	XP_015438580.1
OG0001771	XP_026298941.1, XP_026298938.1, XP_026298939.1, XP_026298936.1, XP_026298937.1, XP_026298940.1	XP_015434742.1
OG0001772	XP_026299097.1, XP_026299098.1	XP_015438521.1
OG0001773	XP_026299099.1	XP_015438399.1
OG0001774	XP_026299115.1	XP_015436643.1
OG0001775	XP_026299138.1, XP_026299137.1, XP_026299136.1, XP_026299135.1, XP_026299139.1	XP_015438450.1
OG0001776	XP_026299298.1	XP_015431430.1
OG0001777	XP_026299381.1	XP_015438319.1
OG0001778	XP_026299413.1	XP_015435251.1
OG0001779	XP_026299482.1	XP_015434026.1
OG0001780	XP_026299741.1	XP_015437394.1
OG0001781	XP_026299659.1	XP_015436598.1, XP_015438156.1
OG0001782	XP_026299833.1, XP_026299834.1	XP_015430011.1
OG0001783	XP_026299850.1	XP_015435561.1
OG0001784	XP_026299872.1, XP_026299874.1, XP_026299875.1	XP_015428699.1
OG0001785	XP_026300196.1, XP_026300199.1	XP_015438690.1
OG0001788	XP_026300438.1	XP_015428571.1
OG0001789	XP_026300546.1	XP_015432378.1
OG0001790	XP_026300552.1, XP_026300554.1, XP_026300553.1	XP_015437701.1
OG0001791	XP_026300580.1	XP_015432288.1
OG0001792	XP_026300612.1	XP_015436864.1, XP_015436865.1
OG0001793	XP_026300682.1, XP_026300697.1	XP_015433019.1
OG0001794	XP_026300716.1, XP_026300717.1	XP_015434077.1
OG0001795	XP_026300792.1	XP_015435235.1
OG0001796	XP_026300967.1	XP_015438944.1
OG0001797	XP_026300909.1	XP_015429311.1
OG0001798	XP_026300914.1	XP_015439230.1
OG0001799	XP_026300939.1	XP_015430239.1
OG0001800	XP_026300952.1	XP_015434050.1
OG0001801	XP_026300976.1	XP_015438946.1
OG0001802	XP_026300987.1	XP_015429567.1
OG0001803	XP_026301150.1	XP_015434839.1
OG0001804	XP_026301304.1	XP_015434792.1
OG0001805	XP_026301314.1	XP_015434884.1
OG0001806	XP_026301320.1	XP_015431244.1, XP_015431029.1, XP_015431028.1, XP_015431231.1, XP_015431027.1
OG0001807	XP_026301335.1, XP_026301334.1	XP_015428703.1
OG0001808	XP_026301408.1	XP_015433128.1, XP_015433129.1
OG0001809	XP_026301457.1, XP_026301458.1	XP_015437951.1
OG0001810	XP_026301564.1, XP_026301563.1	XP_015428430.1
OG0001811	XP_026301895.1, XP_026301894.1	XP_015432800.1
OG0001812	XP_026301979.1	XP_015434330.1
OG0001813	XP_026302010.1	XP_015429888.1, XP_015429833.1
OG0001814	XP_026302051.1	XP_015438136.1, XP_015439757.1
OG0001815	XP_391929.5	XP_015432253.1
OG0001816	XP_392534.3	XP_015436315.1
OG0001817	XP_392613.2	XP_015435029.1
OG0001818	XP_392655.2	XP_015434314.1
OG0001819	XP_392953.3	XP_015434928.1
OG0001820	XP_393237.4	XP_015439400.1
OG0001821	XP_393467.3	XP_015435107.1
OG0001822	XP_393684.4	XP_015438597.1, XP_015438596.1
OG0001823	XP_394382.2	XP_015429665.1
OG0001824	XP_394479.4	XP_015430754.1
OG0001825	XP_394554.1	XP_015439936.1
OG0001826	XP_394574.3	XP_015440037.1
OG0001827	XP_394621.2	XP_015437162.1
OG0001828	XP_394765.2	XP_015436332.1
OG0001829	XP_394877.3	XP_015433682.1
OG0001830	XP_395324.2	XP_015434128.1
OG0001831	XP_395370.1	XP_015432434.1
OG0001832	XP_395437.4	XP_015432034.1
OG0001833	XP_395689.6	XP_015433725.1
OG0001834	XP_395877.1	XP_015435807.1
OG0001835	XP_396192.5	XP_015430297.1
OG0001836	XP_396203.4	XP_015440539.1, XP_015440538.1
OG0001837	XP_396259.1	XP_015429964.1
OG0001838	XP_396365.1	XP_015439576.1
OG0001839	XP_396547.5	XP_015437733.1
OG0001840	XP_396630.2	XP_015428467.1
OG0001841	XP_396686.2	XP_015438159.1
OG0001842	XP_396862.5	XP_015435220.1
OG0001843	XP_396914.2	XP_015429725.1
OG0001844	XP_397095.3	XP_015433814.1, XP_015433817.1
OG0001846	XP_397160.3	XP_015434472.1, XP_015434473.1
OG0001847	XP_397220.3	XP_015429721.1
OG0001848	XP_397291.2	XP_015428480.1
OG0001849	XP_623500.2	XP_015432037.1
OG0001850	XP_623571.3	XP_015440083.1
OG0001851	XP_623589.2	XP_015434140.1
OG0001852	XP_623644.3	XP_015437699.1, XP_015437700.1
OG0001853	XP_623847.3	XP_015432888.1
OG0001854	XP_623941.1	XP_015429605.1
OG0001855	XP_623954.1	XP_015435283.1
OG0001856	XP_623996.3	XP_015440299.1
OG0001857	XP_624087.2	XP_015428693.1
OG0001858	XP_624179.3	XP_015435392.1
OG0001859	XP_624215.4	XP_015434312.1
OG0001860	XP_624287.2	XP_015434727.1, XP_015434729.1
OG0001861	XP_624417.1	XP_015430573.1
OG0001862	XP_624429.2	XP_015440384.1
OG0001863	XP_624449.2	XP_015430211.1
OG0001864	XP_624479.1	XP_015438493.1
OG0001865	XP_624584.4	XP_015437003.1
OG0001866	XP_624933.3	XP_015430358.1
OG0001867	XP_624943.3	XP_015434445.1, XP_015434446.1
OG0001868	XP_625084.1	XP_015432140.1
OG0001869	XP_625100.1	XP_015428868.1
OG0001870	XP_625156.2	XP_015436274.1
OG0001871	XP_625250.4	XP_015433472.1
OG0001893	NP_001011604.2, XP_006561561.1	XP_015436198.1
OG0001894	NP_001011616.2	XP_015431229.1, XP_015431230.1
OG0001895	XP_026300655.1, NP_001011621.1	XP_015438983.1
OG0001896	NP_001094493.1, XP_016770154.2	XP_015438800.1
OG0001897	NP_001098419.1	XP_015428664.1
OG0001898	NP_001104725.1	XP_015440162.1
OG0001899	NP_001170961.1	XP_015434755.1, XP_015434748.1
OG0001900	NP_001171374.1, XP_026300673.1	XP_015434147.1
OG0001901	NP_001177350.1, XP_026302146.1	XP_015434965.1
OG0001902	NP_001229508.1, XP_026301738.1	XP_015439110.1
OG0001903	NP_001229922.1, XP_026297484.1, XP_006564341.1	XP_015434711.1, XP_015434712.1
OG0001904	XP_006568757.1, NP_001233596.1	XP_015431438.1
OG0001905	NP_001257750.1	XP_015430246.1
OG0001906	XP_016769703.1, NP_001263356.1, XP_026298954.1	XP_015438522.1
OG0001907	NP_001301008.1, XP_623081.1	XP_015431175.1
OG0001908	NP_001306198.1	XP_015435005.1
OG0001909	XP_001119879.1	XP_015436590.1
OG0001910	XP_001119908.1	XP_015438507.1
OG0001911	XP_001119910.3	XP_015428395.1, XP_015428394.1
OG0001912	XP_001119929.2	XP_015429194.1
OG0001913	XP_001119937.1	XP_015429970.1
OG0001914	XP_001119992.2	XP_015438209.1
OG0001915	XP_006571060.1, XP_001120030.2, XP_006571059.1	XP_015430084.1
OG0001916	XP_001120034.1	XP_015428877.1
OG0001917	XP_001120159.2	XP_015439118.1
OG0001918	XP_001120227.2	XP_015430408.1
OG0001919	XP_001120276.2	XP_015439232.1
OG0001920	XP_001120360.1	XP_015430050.1, XP_015430059.1
OG0001921	XP_001120364.1	XP_015435223.1
OG0001922	XP_001120409.1, XP_006558354.1	XP_015434905.1
OG0001923	XP_026296684.1, XP_001120503.2	XP_015432682.1
OG0001924	XP_001120526.3	XP_015429979.1
OG0001925	XP_001120611.1	XP_015430974.1, XP_015430975.1
OG0001926	XP_001120644.2	XP_015438747.1
OG0001927	XP_001120674.3	XP_015429017.1
OG0001928	XP_001120695.1	XP_015440096.1
OG0001929	XP_001120710.2	XP_015429023.1
OG0001930	XP_001120760.2	XP_015433375.1, XP_015433274.1
OG0001931	XP_001120770.1	XP_015430289.1
OG0001932	XP_016767124.1, XP_026300906.1, XP_001120845.2, XP_026300902.1, XP_016767121.1	XP_015435381.1
OG0001933	XP_001120848.2	XP_015440131.1
OG0001934	XP_016769298.2, XP_001120879.2	XP_015428796.1
OG0001935	XP_001120937.2	XP_015435751.1
OG0001936	XP_001120943.2, XP_006566059.1	XP_015428964.1, XP_015428963.1
OG0001937	XP_001120965.1	XP_015434952.1
OG0001938	XP_001121025.1	XP_015429745.1
OG0001939	XP_001121123.3	XP_015432242.1
OG0001940	XP_001121347.2	XP_015436888.1, XP_015436887.1
OG0001941	XP_001121441.3, XP_016770595.2	XP_015438334.1
OG0001942	XP_001121552.2	XP_015431548.1
OG0001943	XP_001121574.3	XP_015429286.1
OG0001944	XP_001121913.2	XP_015439097.1
OG0001945	XP_001122025.2	XP_015430601.1
OG0001946	XP_001122053.2, XP_026295972.1	XP_015431733.1
OG0001947	XP_026299730.1, XP_001122178.2	XP_015438166.1
OG0001948	XP_001122341.1	XP_015439356.1
OG0001949	XP_001122466.1	XP_015439430.1, XP_015439429.1
OG0001950	XP_001122467.1	XP_015432347.1
OG0001951	XP_001122511.2	XP_015432405.1
OG0001952	XP_001122536.1	XP_015433623.1
OG0001953	XP_001122558.1	XP_015439618.1
OG0001954	XP_001122741.2	XP_015436042.1
OG0001955	XP_001123003.1	XP_015434058.1
OG0001956	XP_003249123.2, XP_006557475.2, XP_006557476.2	XP_015429922.1
OG0001958	XP_003249383.1	XP_015430790.1
OG0001959	XP_003249400.1	XP_015437989.1
OG0001960	XP_003249451.1	XP_015431843.1
OG0001961	XP_003249477.1, XP_006559389.1	XP_015428575.1
OG0001962	XP_003249515.1	XP_015430430.1
OG0001963	XP_016772141.2, XP_003249733.2	XP_015439383.1
OG0001964	XP_003249834.2	XP_015431390.1
OG0001965	XP_003249988.1	XP_015437140.1
OG0001966	XP_016768244.1, XP_016768243.1, XP_003250114.1	XP_015437177.1
OG0001967	XP_003250290.2	XP_015439348.1
OG0001968	XP_003250447.1, XP_016770394.1	XP_015436563.1
OG0001969	XP_003250507.1	XP_015430896.1
OG0001970	XP_026294905.1, XP_003250769.3, XP_026294912.1	XP_015431069.1, XP_015431056.1
OG0001971	XP_003250796.2	XP_015439271.1, XP_015429309.1
OG0001972	XP_003250895.2	XP_015437329.1
OG0001973	XP_026296634.1, XP_003251129.1	XP_015433355.1
OG0001974	XP_003251506.2	XP_015438185.1
OG0001975	XP_003251580.2	XP_015437205.1
OG0001976	XP_003251593.1, XP_006570675.1	XP_015435395.1
OG0001977	XP_003251848.1	XP_015429374.1
OG0001978	XP_006557395.1	XP_015431745.1
OG0001979	XP_394141.2, XP_006557452.1, XP_006557451.1, XP_026299679.1	XP_015429898.1
OG0001980	XP_006557469.1	XP_015430043.1, XP_015430039.1
OG0001981	XP_006557487.1, XP_016770518.1	XP_015435206.1
OG0001982	XP_393658.4, XP_006557619.1	XP_015439244.1
OG0001983	XP_395910.3, XP_006557644.1	XP_015434916.1, XP_015434915.1
OG0001984	XP_006557714.2, XP_026294844.1	XP_015429701.1
OG0001985	XP_393344.3, XP_006557750.1	XP_015430284.1
OG0001986	XP_006557753.2	XP_015430279.1
OG0001987	XP_016772579.1, XP_006557799.1, XP_026301710.1	XP_015430350.1
OG0001988	XP_006557802.1	XP_015430269.1, XP_015430270.1
OG0001989	XP_006557806.1	XP_015430259.1
OG0001990	XP_016771418.2, XP_006557875.2	XP_015432316.1
OG0001991	XP_016771212.1, XP_006557901.1	XP_015432344.1
OG0001992	XP_006557903.3	XP_015432323.1
OG0001993	XP_006557906.2	XP_015432394.1
OG0001994	XP_006557981.1, XP_016767419.1	XP_015431694.1
OG0001995	XP_006558096.1	XP_015438067.1
OG0001996	XP_006558267.2	XP_015429249.1
OG0001997	XP_006558279.1, XP_016768968.1	XP_015434438.1
OG0001998	XP_006558486.2	XP_015433688.1
OG0001999	XP_006558575.2	XP_015432404.1
OG0002000	XP_006558585.2	XP_015438023.1
OG0002001	XP_006558646.1	XP_015435871.1
OG0002002	XP_006558669.1, XP_393487.3	XP_015429694.1
OG0002003	XP_006558726.1	XP_015436908.1
OG0002004	XP_006558871.1	XP_015429552.1
OG0002005	XP_393071.3, XP_006558911.1	XP_015430417.1
OG0002006	XP_006558939.1	XP_015433539.1
OG0002007	XP_006559127.1, XP_026299296.1	XP_015431312.1, XP_015431316.1
OG0002008	XP_006559200.2	XP_015431844.1, XP_015431845.1
OG0002009	XP_016772337.1, XP_006559263.1	XP_015432433.1
OG0002010	XP_026301224.1, XP_026301223.1, XP_006559268.1	XP_015435633.1
OG0002011	XP_006559675.1	XP_015429255.1
OG0002012	XP_624978.4, XP_006559788.2	XP_015431484.1
OG0002013	XP_006560053.1, XP_006560054.1, XP_006560052.1	XP_015435210.1
OG0002014	XP_006560139.1	XP_015432350.1
OG0002016	XP_006560675.1	XP_015436663.1
OG0002017	XP_006560707.1	XP_015437532.1
OG0002018	XP_016766754.1, XP_006560948.1	XP_015435906.1
OG0002019	XP_006561540.1	XP_015429192.1
OG0002020	XP_006561742.1, XP_006561743.1, XP_006561741.1	XP_015436190.1
OG0002021	XP_006561876.1, XP_016769550.1	XP_015433932.1
OG0002022	XP_006561935.1	XP_015439538.1
OG0002023	XP_006561985.2	XP_015435070.1
OG0002024	XP_006562180.1	XP_015440025.1
OG0002025	XP_006562255.1	XP_015433235.1
OG0002026	XP_006562493.2	XP_015436767.1
OG0002027	XP_006562571.1	XP_015436755.1
OG0002028	XP_006562607.1, XP_016769534.1, XP_006562610.1, XP_016769540.1	XP_015435799.1
OG0002029	XP_026295912.1, XP_016767422.1, XP_006562782.1	XP_015431744.1
OG0002030	XP_006562841.1	XP_015435920.1
OG0002031	XP_006562865.1	XP_015431301.1
OG0002032	XP_016769811.1, XP_006562871.1	XP_015431364.1
OG0002033	XP_006562933.1	XP_015438364.1
OG0002034	XP_006562948.1	XP_015433433.1
OG0002035	XP_006562950.1	XP_015438587.1, XP_015438584.1
OG0002036	XP_006562995.1, XP_026300696.1	XP_015436497.1
OG0002037	XP_006563164.1	XP_015438680.1
OG0002038	XP_006563197.1	XP_015438684.1
OG0002039	XP_006563337.2	XP_015435705.1
OG0002040	XP_006563433.2	XP_015439396.1
OG0002041	XP_006563499.1, XP_006563500.1	XP_015434864.1
OG0002042	XP_006563636.2	XP_015432445.1
OG0002043	XP_006563759.1	XP_015428712.1
OG0002044	XP_006563852.2	XP_015433528.1
OG0002045	XP_006563856.1, XP_016768897.1	XP_015433530.1
OG0002046	XP_006563927.2	XP_015429617.1
OG0002047	XP_006563942.2	XP_015429344.1
OG0002048	XP_006564032.3	XP_015434267.1
OG0002049	XP_006564152.1	XP_015431962.1
OG0002050	XP_006564233.1	XP_015440163.1
OG0002051	XP_006564273.1	XP_015433311.1
OG0002052	XP_006564353.1	XP_015434467.1
OG0002053	XP_006564451.1, XP_006564452.1, XP_016770529.1, XP_006564450.1	XP_015435504.1
OG0002054	XP_006564536.1, XP_026299114.1	XP_015428885.1
OG0002055	XP_006564577.2	XP_015430933.1
OG0002056	XP_006564642.1	XP_015433496.1
OG0002057	XP_006564658.1	XP_015433515.1, XP_015433514.1
OG0002058	XP_006564685.2	XP_015430425.1
OG0002059	XP_006564745.1	XP_015430479.1
OG0002060	XP_006564855.1	XP_015440062.1
OG0002061	XP_006564887.1, XP_006564886.1	XP_015439093.1
OG0002062	XP_006564911.3	XP_015439036.1
OG0002063	XP_006565104.1	XP_015435161.1
OG0002064	XP_396742.2, XP_006565263.1	XP_015432091.1
OG0002065	XP_006565420.1	XP_015432017.1
OG0002066	XP_006565434.1, XP_006565435.1, XP_026297144.1	XP_015432025.1
OG0002067	XP_006565447.1	XP_015431973.1
OG0002068	XP_026297554.1, XP_394687.3, XP_006565573.1	XP_015429842.1
OG0002069	XP_006565614.1	XP_015439563.1
OG0002070	XP_006565668.1	XP_015436493.1
OG0002071	XP_006565854.1, XP_006565855.1, XP_006565856.1	XP_015439249.1
OG0002072	XP_006566140.1, XP_026298928.1	XP_015438483.1
OG0002073	XP_026299084.1, XP_006566196.1	XP_015432629.1
OG0002074	XP_006566574.1	XP_015437044.1
OG0002075	XP_016770465.2, XP_006566579.1	XP_015440514.1
OG0002076	XP_006566737.2	XP_015437712.1
OG0002077	XP_006567226.1	XP_015430662.1
OG0002078	XP_016767405.1, XP_016767404.1, XP_006567305.1	XP_015430715.1, XP_015430716.1, XP_015430714.1
OG0002079	XP_006567413.1, XP_026298569.1	XP_015436231.1
OG0002080	XP_006567531.1	XP_015436412.1
OG0002081	XP_006567764.1	XP_015436808.1
OG0002082	XP_006567826.2	XP_015440043.1
OG0002083	XP_006567899.1	XP_015439821.1
OG0002084	XP_006567938.1	XP_015433399.1
OG0002085	XP_006568278.2, XP_006568277.2	XP_015429047.1, XP_015429046.1
OG0002087	XP_006568372.3	XP_015433739.1, XP_015433861.1
OG0002088	XP_006568419.2, XP_026297399.1	XP_015429438.1
OG0002089	XP_006568573.1	XP_015428682.1
OG0002090	XP_393070.4, XP_006568660.1	XP_015436791.1
OG0002091	XP_006568666.1	XP_015437528.1
OG0002092	XP_006568678.1	XP_015438078.1
OG0002093	XP_006568702.1, XP_394204.2	XP_015437845.1
OG0002094	XP_026302239.1, XP_006568843.1	XP_015434957.1
OG0002095	XP_026302282.1, XP_006568989.1, XP_624698.2, XP_006568988.1	XP_015432466.1
OG0002096	XP_006568993.1, XP_006568995.1, XP_006568992.1	XP_015431267.1
OG0002097	XP_006569056.2	XP_015431471.1
OG0002098	XP_006569200.1	XP_015431921.1
OG0002099	XP_006569370.1	XP_015436938.1
OG0002100	XP_006569396.1	XP_015430757.1
OG0002101	XP_006569438.1, XP_006569437.1, XP_397486.2	XP_015430836.1
OG0002102	XP_006569563.1	XP_015432686.1
OG0002103	XP_006569656.1, XP_393231.4	XP_015438294.1, XP_015438293.1
OG0002104	XP_006569759.1, XP_006569756.1	XP_015428744.1
OG0002105	XP_006570054.1	XP_015436909.1
OG0002106	XP_006570363.1	XP_015440456.1
OG0002107	XP_006570480.1, XP_006570481.1, XP_391875.3	XP_015438131.1
OG0002109	XP_016770474.1, XP_006570778.1	XP_015432916.1
OG0002110	XP_006570860.1	XP_015435391.1
OG0002111	XP_006570938.1	XP_015429724.1
OG0002112	XP_006570978.1	XP_015438980.1
OG0002113	XP_006571016.1	XP_015436792.1
OG0002114	XP_006571571.1, XP_026300038.1, XP_026300047.1	XP_015429465.1
OG0002115	XP_006571695.2	XP_015429706.1, XP_015429698.1
OG0002116	XP_006571900.1	XP_015428765.1
OG0002117	XP_006572051.3	XP_015431150.1
OG0002118	XP_006572304.1	XP_015439630.1
OG0002119	XP_006572320.1	XP_015433734.1
OG0002120	XP_006572325.1	XP_015438752.1, XP_015438753.1
OG0002122	XP_016766647.1	XP_015432569.1
OG0002124	XP_016766719.1, XP_394432.3	XP_015434216.1
OG0002125	XP_016766781.1	XP_015432633.1
OG0002126	XP_016766928.1	XP_015429333.1, XP_015429330.1, XP_015429332.1
OG0002127	XP_016767070.2, XP_026295946.1	XP_015431701.1
OG0002128	XP_016767160.1	XP_015430739.1
OG0002129	XP_016767288.2	XP_015437128.1
OG0002130	XP_016767340.2	XP_015430781.1
OG0002130	XP_016767338.2	XP_015430644.1
OG0002131	XP_016767372.1	XP_015428746.1
OG0002132	XP_016767415.1	XP_015431736.1
OG0002133	XP_026295906.1	XP_015439520.1
OG0002134	XP_026296721.1, XP_016767675.2	XP_015440217.1
OG0002135	XP_026296625.1, XP_016767744.1	XP_015440042.1
OG0002136	XP_016767782.1	XP_015439971.1, XP_015439970.1
OG0002137	XP_016768293.1	XP_015437165.1
OG0002138	XP_016768386.1	XP_015438610.1
OG0002139	XP_016768467.1	XP_015429212.1
OG0002140	XP_016768632.1	XP_015437284.1
OG0002141	XP_016768852.2, XP_026298372.1	XP_015429619.1
OG0002142	XP_016769017.1, XP_016769016.1	XP_015430447.1
