GeneID,geneDescription,chr,strand,event,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,1stExonStart_0base,1stExonEnd,2ndExonStart_0base,2ndExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,riExonStart_0base,riExonEnd,exonStart_0base,exonEnd
LOC114876153,protein ABHD11-like,chrOU015504.1,-,A3SS,0.171272567349,0.9715511880855114,"0.945,0.895,0.89,0.802","0.965,0.925,0.95,0.883",-0.048,15433887,15434253,15433887,15434240,15434305,15434462,"78,29,46,32","4,3,5,7","63,42,65,51","2,3,3,6",112,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876010,uncharacterized LOC114876010,chrOU015518.1,-,A3SS,0.173336027394,0.9729865378967364,"0.584,0.493,0.448,0.73","1.0,0.178,0.684,0.867",-0.119,625961,626271,625961,626187,628098,628286,"13,9,6,10","5,5,4,2","24,2,12,12","0,5,3,1",183,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875877,3-hydroxy-3-methylglutaryl-coenzyme A reductase,chrOU015516.1,+,A3SS,0.171959331451,0.9729865378967364,"0.778,0.765,0.6,0.667","0.81,0.8,1.0,0.76",-0.14,3808361,3808622,3808527,3808622,3808084,3808255,"28,13,9,8","4,2,3,2","17,16,12,19","2,2,0,3",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877957,motile sperm domain-containing protein 1-like,chrOU015506.1,-,A3SS,0.173392997777,0.9729865378967364,"1.0,1.0,0.964,0.964","0.939,1.0,0.955,0.953",0.02,3304130,3304294,3304130,3304252,3304363,3304540,"73,55,38,38","0,0,1,1","66,35,30,58","3,0,1,2",141,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877984,uncharacterized LOC114877984,chrOU015506.1,-,A3SS,0.172609415086,0.9729865378967364,"0.787,0.862,0.631,0.758","1.0,0.631,0.81,0.851",-0.063,3279437,3280040,3279437,3279965,3280753,3281386,"13,11,12,11","2,1,4,2","19,6,15,20","0,2,2,2",174,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878515,mitochondrial uncoupling protein Bmcp,chrOU015518.1,+,A3SS,0.173685873994,0.9729865378967364,"0.244,0.25,0.214,0.333","0.265,0.429,0.31,0.478",-0.11,4393158,4393709,4393648,4393709,4392381,4392500,"11,10,6,7","17,15,11,7","13,9,9,11","18,6,10,6",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878028,beta-1,chrOU015515.1,+,SE,0.0996375844378,0.9738247342907465,"0.181,0.119,0.192,0.217","0.115,0.24,0.379,0.309",-0.083,NA,NA,NA,NA,NA,NA,"14,4,7,7","45,21,21,18","6,8,18,22","33,18,21,35",139,99,NA,NA,NA,NA,7539327,7540532,7543064,7543661,NA,NA,7540645,7540685
LOC114872846,synaptosomal-associated protein 25,chrOU015518.1,+,MXE,0.355365321291,0.9742358795272096,"0.767,0.8,0.639,0.783","0.836,0.7,0.737,0.857",-0.035,NA,NA,NA,NA,NA,NA,"46,12,23,18","14,3,13,5","46,21,28,36","9,9,10,6",148,148,1026713,1026762,1033260,1033309,1019832,1019874,1035414,1035532,NA,NA,NA,NA
LOC114880489,WD repeat,chrOU015517.1,+,MXE,0.356702861824,0.9742358795272096,"0.714,0.529,0.667,0.652","0.616,0.612,0.589,0.6",0.036,NA,NA,NA,NA,NA,NA,"80,27,44,30","32,24,22,16","69,30,33,42","43,19,23,28",198,198,7763,7990,8153,8392,7539,7685,8489,8580,NA,NA,NA,NA
LOC114873643,monoacylglycerol lipase ABHD12,chrOU015516.1,+,SE,0.0998628700729,0.9745849077867804,"0.636,0.586,0.5,0.467","0.415,0.6,0.375,0.333",0.117,NA,NA,NA,NA,NA,NA,"28,17,18,7","8,6,9,4","17,12,12,9","12,4,10,9",198,99,NA,NA,NA,NA,8868624,8868645,8870135,8870254,NA,NA,8868948,8869229
LOC114874722,mitochondrial fission regulator 2-like,chrOU015507.1,-,A3SS,0.174638809884,0.9758972701210124,"0.717,0.693,0.787,0.676","0.749,0.805,0.933,0.752",-0.091,2057932,2058069,2057932,2058054,2058148,2058336,"38,13,17,12","13,5,4,5","24,19,16,14","7,4,1,4",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877351,REST corepressor 3-like,chrOU015509.1,-,A3SS,0.175747130232,0.9772408327962074,"0.556,0.8,0.333,0.091","0.625,0.385,0.0,0.0",0.193,1880707,1884161,1880707,1883808,1884247,1884410,"10,8,2,1","4,1,2,5","10,5,0,0","3,4,3,5",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877962,uncharacterized LOC114877962,chrOU015511.1,-,A3SS,0.175314491993,0.9772408327962074,"0.825,0.739,1.0,0.653","0.85,0.239,0.485,1.0",0.161,7489237,7489488,7489237,7489482,7489545,7489834,"10,3,2,2","2,1,0,1","12,1,1,3","2,3,1,0",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877022,poly(A) polymerase type 3,chrOU015516.1,-,SE,0.100288630226,0.9772964305356668,"0.778,0.765,1.0,0.9","0.926,1.0,1.0,0.769",-0.063,NA,NA,NA,NA,NA,NA,"28,13,23,18","4,2,0,1","25,20,11,20","1,0,0,3",198,99,NA,NA,NA,NA,4835950,4836366,4837206,4837377,NA,NA,4836973,4837122
LOC114879385,leucine-rich repeat protein SHOC-2-like,chrOU015515.1,-,SE,0.100469713523,0.9776191417473652,"0.429,0.375,0.5,0.5","0.75,0.556,0.714,0.429",-0.161,NA,NA,NA,NA,NA,NA,"12,6,8,4","8,5,4,2","12,5,10,6","2,2,2,4",198,99,NA,NA,NA,NA,1918416,1918776,1919446,1919590,NA,NA,1919231,1919337
LOC114871741,dynamin,chrOU015515.1,-,SE,0.100688085367,0.97830320591142494,"0.024,0.087,0.031,0.09","0.084,0.093,0.108,0.024",-0.019,NA,NA,NA,NA,NA,NA,"2,3,1,2","73,28,28,18","6,4,5,1","58,35,37,37",111,99,NA,NA,NA,NA,6146959,6147166,6147997,6148243,NA,NA,6147800,6147812
LOC114880050,calnexin-like,chrOU015519.1,+,MXE,0.361246336118,0.9786194217043424,"0.112,0.18,0.182,0.108","0.157,0.176,0.223,0.113",-0.022,NA,NA,NA,NA,NA,NA,"30,30,29,13","239,137,130,107","33,22,31,19","177,103,108,149",198,198,7992216,7992342,7992653,7992776,7991947,7992088,7993008,7993215,NA,NA,NA,NA
LOC114877478,xin actin-binding repeat-containing protein 2,chrOU015512.1,+,MXE,0.363441235471,0.9786194217043424,"0.1,0.195,0.159,0.124","0.271,0.241,0.13,0.0",-0.016,NA,NA,NA,NA,NA,NA,"3,2,2,1","23,7,9,6","7,6,3,0","16,16,17,12",198,168,201796,201895,202900,202969,200896,200986,203735,203831,NA,NA,NA,NA
LOC114878028,beta-1,chrOU015515.1,+,MXE,0.363972780576,0.9786194217043424,"0.833,0.588,0.666,0.624","0.348,0.619,0.647,0.817",0.07,NA,NA,NA,NA,NA,NA,"14,4,7,7","4,4,5,6","6,8,18,22","16,7,14,7",139,198,7540645,7540685,7542214,7542448,7539327,7540532,7543064,7543661,NA,NA,NA,NA
LOC114875599,cell adhesion molecule 3-like,chrOU015513.1,+,MXE,0.361912905185,0.9786194217043424,"0.499,0.535,0.481,0.492","0.521,0.475,0.46,0.437",0.029,NA,NA,NA,NA,NA,NA,"225,135,114,101","256,133,139,118","170,72,101,96","177,90,134,140",175,198,7977961,7978037,7984136,7984263,7964953,7965142,7987652,7987788,NA,NA,NA,NA
LOC114873862,SET and MYND domain-containing protein 4-like,chrOU015513.1,-,A3SS,0.176460606734,0.9787913457265222,"0.509,0.493,0.643,0.581","0.705,0.808,0.581,0.564",-0.108,4937350,4937797,4937350,4937794,4937873,4938014,"16,6,13,10","15,6,7,7","32,13,10,12","13,3,7,9",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114883126,membrane-associated protein Hem,chrOU015512.1,-,A3SS,0.17705236832,0.9796607701637348,"0.355,0.623,0.805,0.712","0.216,0.292,0.805,0.452",0.182,5569098,5573123,5569098,5573102,5573204,5573336,"2,4,5,3","3,2,1,1","2,1,5,1","6,2,1,1",120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875831,pyrroline-5-carboxylate reductase 2,chrOU015505.1,-,A5SS,0.193172893161,0.9801329181407556,"0.329,0.153,0.184,0.184","0.243,0.403,0.574,0.31",-0.17,13841985,13842489,13841996,13842489,13841735,13841873,"6,1,2,1","11,5,8,4","5,6,3,5","14,8,2,10",110,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878450,caspase-8-like,chrOU015507.1,-,A5SS,0.19388594321,0.980964007289122,"0.916,0.938,0.924,0.819","0.956,1.0,0.834,0.935",-0.032,11629338,11629604,11629403,11629604,11629002,11629195,"54,25,20,30","3,1,1,4","36,13,25,24","1,0,3,1",164,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874838,F-box/LRR-repeat protein 3-like,chrOU015505.1,-,A3SS,0.177985919735,0.9824124785373038,"0.411,0.528,0.324,0.444","0.545,0.571,0.545,0.615",-0.142,9938837,9939326,9938837,9939301,9939415,9939673,"7,7,3,3","8,5,5,3","9,5,3,4","6,3,2,2",124,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875352,aldehyde dehydrogenase,chrOU015510.1,-,SE,0.101405777845,0.9838296244080984,"0.217,0.257,0.208,0.159","0.192,0.206,0.199,0.135",0.027,NA,NA,NA,NA,NA,NA,"134,90,85,46","242,130,162,122","113,52,63,61","238,100,127,195",198,99,NA,NA,NA,NA,5942480,5942616,5943571,5943687,NA,NA,5942860,5942976
LOC114875995,atypical protein kinase C,chrOU015514.1,-,SE,0.101566815815,0.9839471438265468,"0.909,0.93,0.835,0.968","0.832,0.843,0.876,0.871",0.055,NA,NA,NA,NA,NA,NA,"112,50,66,57","6,2,7,1","102,50,53,63","11,5,4,5",185,99,NA,NA,NA,NA,5690266,5690552,5692291,5692342,NA,NA,5691071,5691157
LOC114871390,tRNA (cytosine(34)-C(5))-methyltransferase,chrOU015506.1,+,RI,0.244740940788,0.984420564456386,"0.896,0.788,0.732,0.915","0.855,0.882,0.837,0.931",-0.043,NA,NA,NA,NA,NA,NA,"103,67,60,43","6,9,11,2","94,45,41,54","8,3,4,2",198,99,NA,NA,NA,NA,4429428,4429613,4429727,4429887,4429428,4429887,NA,NA
LOC114876133,CREB-binding protein-like,chrOU015504.1,+,RI,0.245497474099,0.984420564456386,"0.446,0.407,0.474,0.445","0.614,0.448,0.643,0.44",-0.093,NA,NA,NA,NA,NA,NA,"25,12,14,14","16,9,8,9","34,22,21,29","11,14,6,19",192,99,NA,NA,NA,NA,15507892,15508310,15508403,15508879,15507892,15508879,NA,NA
LOC114876408,protein Fe65 homolog,chrOU015504.1,+,SE,0.101889113742,0.985624267193842,"0.29,0.125,0.294,0.167","0.385,0.2,0.556,0.333",-0.149,NA,NA,NA,NA,NA,NA,"9,2,5,4","11,7,6,10","10,6,10,11","8,12,4,11",198,99,NA,NA,NA,NA,12213428,12213741,12251639,12251869,NA,NA,12250634,12250790
LOC114878743,cdc42 homolog,chrOU015518.1,-,A5SS,0.195518548037,0.9864297367064464,"0.897,0.882,0.789,1.0","0.953,1.0,0.889,1.0",-0.068,1952227,1952675,1952493,1952675,1951681,1951881,"35,15,15,21","2,1,2,0","41,18,16,27","1,0,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873310,uncharacterized LOC114873310,chrOU015514.1,-,RI,0.247633258363,0.986473471839492,"0.918,0.906,0.89,0.877","0.693,0.893,0.94,0.94",0.031,NA,NA,NA,NA,NA,NA,"44,19,16,28","2,1,1,2","40,33,31,31","9,2,1,1",195,99,NA,NA,NA,NA,7219681,7219827,7219923,7220110,7219681,7220110,NA,NA
LOC114872547,segment polarity protein dishevelled homolog DVL-3,chrOU015517.1,+,RI,0.247063578775,0.986473471839492,"1.0,1.0,0.964,0.966","0.944,0.975,0.967,0.977",0.017,NA,NA,NA,NA,NA,NA,"109,43,50,52","0,0,1,1","93,73,54,79","3,1,1,1",183,99,NA,NA,NA,NA,1459026,1459041,1459125,1462445,1459026,1462445,NA,NA
LOC114879957,basement membrane-specific heparan sulfate proteoglycan core protein,chrOU015519.1,+,SE,0.102229645678,0.9874726154891024,"1.0,0.333,0.5,1.0","0.5,0.778,1.0,0.833",-0.069,NA,NA,NA,NA,NA,NA,"9,2,2,2","0,2,1,0","8,7,6,10","4,1,0,1",198,99,NA,NA,NA,NA,6773313,6773421,6785473,6785581,NA,NA,6774015,6776469
LOC114880700,facilitated trehalose transporter Tret1-2 homolog,chrOU015508.1,-,MXE,0.377939103342,0.9885700571631972,"0.569,0.446,0.513,0.524","0.494,0.448,0.5,0.481",0.032,NA,NA,NA,NA,NA,NA,"78,25,40,22","59,31,38,20","42,26,32,37","43,32,32,40",198,198,10321733,10321956,10330789,10331059,10313715,10313912,10331888,10332097,NA,NA,NA,NA
LOC114880889,Y+L amino acid transporter 2,chrOU015508.1,-,MXE,0.375433012337,0.9885700571631972,"0.514,0.364,0.75,0.8","0.477,0.333,0.591,0.471",0.139,NA,NA,NA,NA,NA,NA,"19,4,6,4","18,7,2,1","21,5,13,8","23,10,9,9",198,198,9845369,9845570,9863069,9863340,9838687,9838837,9875813,9876032,NA,NA,NA,NA
LOC114877355,cytochrome c oxidase assembly factor 6 homolog,chrOU015509.1,+,MXE,0.390585556441,0.9885700571631972,"0.897,0.917,0.931,0.88","0.899,0.874,0.789,0.903",0.04,NA,NA,NA,NA,NA,NA,"43,27,33,18","4,2,2,2","33,17,23,23","3,2,5,2",198,161,1874521,1874663,1874825,1874887,1874275,1874373,1875329,1875610,NA,NA,NA,NA
LOC114872483,uncharacterized LOC114872483,chrOU015506.1,-,MXE,0.377676191421,0.9885700571631972,"0.536,0.581,0.373,1.0","0.543,0.51,0.469,0.498",0.118,NA,NA,NA,NA,NA,NA,"10,3,3,4","12,3,7,0","6,3,7,5","7,4,11,7",132,183,9219469,9219553,9228954,9228987,9216484,9216569,9232816,9232897,NA,NA,NA,NA
LOC114875441,troponin I,chrOU015504.1,-,MXE,0.396390675179,0.9885700571631972,"0.961,0.951,0.946,0.955","0.965,0.964,0.955,0.951",-0.006,NA,NA,NA,NA,NA,NA,"1481,760,950,947","60,39,54,45","1257,1247,1509,1397","46,46,71,72",198,198,7282414,7282515,7283506,7283607,7275289,7275333,7284085,7284209,NA,NA,NA,NA
LOC114877341,2-oxoglutarate dehydrogenase,chrOU015509.1,-,MXE,0.381429619624,0.9885700571631972,"0.922,0.932,0.934,0.955","0.914,0.937,0.963,0.945",-0.004,NA,NA,NA,NA,NA,NA,"1514,846,1033,1220","128,62,73,57","1174,886,1544,1565","110,60,59,91",198,198,2216292,2216395,2217545,2217666,2214490,2214746,2218572,2218782,NA,NA,NA,NA
LOC114872165,guanylate cyclase soluble subunit beta-1-like,chrOU015507.1,+,MXE,0.397261279659,0.9885700571631972,"0.415,0.316,0.567,0.419","0.442,0.412,0.588,0.538",-0.066,NA,NA,NA,NA,NA,NA,"17,6,17,13","24,13,13,18","19,7,20,14","24,10,14,12",198,198,3614778,3614934,3615511,3615666,3613846,3613965,3616574,3616703,NA,NA,NA,NA
LOC114871342,protein-tyrosine sulfotransferase,chrOU015515.1,+,MXE,0.399147678652,0.9885700571631972,"0.049,0.11,0.129,0.078","0.165,0.074,0.144,0.0",-0.004,NA,NA,NA,NA,NA,NA,"1,1,2,1","36,15,25,22","3,1,2,0","28,23,22,27",107,198,3997118,3997126,4038572,4038904,3967442,3967497,4046839,4046973,NA,NA,NA,NA
LOC114876386,MAP7 domain-containing protein 1-like,chrOU015504.1,+,MXE,0.398198711519,0.9885700571631972,"0.431,0.259,0.301,0.308","0.322,0.31,0.304,0.263",0.025,NA,NA,NA,NA,NA,NA,"116,36,53,36","153,103,123,81","95,54,59,57","200,120,135,160",198,198,12124412,12124568,12126344,12126524,12122611,12122794,12126866,12127174,NA,NA,NA,NA
LOC114876386,MAP7 domain-containing protein 1-like,chrOU015504.1,+,MXE,0.370323666455,0.9885700571631972,"0.412,0.254,0.297,0.289","0.317,0.298,0.286,0.249",0.025,NA,NA,NA,NA,NA,NA,"107,35,52,33","153,103,123,81","93,51,54,53","200,120,135,160",198,198,12124412,12124847,12126344,12126524,12122611,12122794,12126866,12127174,NA,NA,NA,NA
LOC114878344,sodium channel protein para,chrOU015510.1,+,MXE,0.394113922084,0.9885700571631972,"0.067,0.0,0.0,0.0","0.067,0.167,0.143,0.0",-0.077,NA,NA,NA,NA,NA,NA,"1,0,0,0","14,5,7,5","1,2,2,0","14,10,12,25",198,198,451151,451274,452823,452946,450436,450610,454760,454883,NA,NA,NA,NA
LOC114879295,mitogen-activated protein kinase-binding protein 1,chrOU015505.1,-,MXE,0.382460900465,0.9885700571631972,"0.629,0.671,0.607,0.541","0.557,0.618,0.493,0.587",0.048,NA,NA,NA,NA,NA,NA,"23,19,21,14","16,11,16,14","31,22,19,29","29,16,23,24",168,198,12464293,12464407,12464637,12464706,12463334,12463504,12465179,12465633,NA,NA,NA,NA
LOC114872641,oxidative stress-induced growth inhibitor 2-like,chrOU015506.1,-,MXE,0.383321146044,0.9885700571631972,"0.132,0.079,0.074,0.051","0.128,0.043,0.032,0.069",0.016,NA,NA,NA,NA,NA,NA,"18,5,4,2","118,58,50,37","14,2,2,4","95,44,60,54",198,198,1586059,1586532,1586888,1587008,1585676,1585909,1591716,1592083,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,MXE,0.376928105155,0.9885700571631972,"0.409,0.735,0.0,1.0","0.492,0.581,0.43,0.509",0.033,NA,NA,NA,NA,NA,NA,"4,2,0,4","8,1,2,0","7,1,6,6","10,1,11,8",143,198,2313221,2313324,2313696,2313740,2306873,2307385,2314500,2314648,NA,NA,NA,NA
LOC114873159,zinc finger protein 184-like,chrOU015512.1,+,MXE,0.384911704909,0.9885700571631972,"0.623,0.761,0.692,0.621","0.742,0.726,0.625,0.741",-0.034,NA,NA,NA,NA,NA,NA,"25,18,17,17","16,6,8,11","38,20,11,27","14,8,7,10",187,198,730290,730378,730578,730689,729403,730063,730987,731615,NA,NA,NA,NA
LOC114871038,ankyrin-3-like,chrOU015506.1,-,MXE,0.395850368293,0.9885700571631972,"0.027,0.027,0.04,0.019","0.0,0.047,0.061,0.044",-0.01,NA,NA,NA,NA,NA,NA,"3,2,2,1","71,48,32,34","0,3,4,5","60,40,41,71",177,117,6680556,6680574,6681993,6682071,6677893,6678118,6685612,6685718,NA,NA,NA,NA
LOC114873905,sterol O-acyltransferase 2,chrOU015514.1,-,MXE,0.380095834361,0.9885700571631972,"0.375,0.413,0.416,0.355","0.358,0.36,0.398,0.368",0.019,NA,NA,NA,NA,NA,NA,"204,123,158,69","382,197,250,141","215,75,97,157","434,150,165,303",176,198,7665965,7666102,7666343,7666420,7665146,7665317,7666739,7666826,NA,NA,NA,NA
LOC114875599,cell adhesion molecule 3-like,chrOU015513.1,+,MXE,0.398717265914,0.9885700571631972,"0.441,0.444,0.323,0.188","0.362,0.389,0.394,0.542",-0.073,NA,NA,NA,NA,NA,NA,"15,12,10,3","19,15,21,13","25,14,13,26","44,22,20,22",198,198,7910623,7910749,7947758,7947860,7890242,7890349,7964953,7965142,NA,NA,NA,NA
LOC114877467,origin recognition complex subunit 2,chrOU015512.1,-,MXE,0.386949072757,0.9885700571631972,"0.046,0.0,0.0,0.059","0.011,0.042,0.047,0.048",-0.011,NA,NA,NA,NA,NA,NA,"4,0,0,3","83,31,68,48","1,4,3,4","94,92,61,79",198,198,392296,392448,392980,393117,391795,391935,397267,397412,NA,NA,NA,NA
LOC114871307,uncharacterized LOC114871307,chrOU015515.1,-,MXE,0.391237939574,0.9885700571631972,"0.166,0.133,0.163,0.184","0.132,0.147,0.167,0.137",0.016,NA,NA,NA,NA,NA,NA,"43,19,32,35","216,124,164,155","32,19,38,26","210,110,189,164",198,198,3448276,3448403,3448648,3448863,3446588,3446712,3449346,3449624,NA,NA,NA,NA
LOC114871306,ribosomal protein S6 kinase beta-1-like,chrOU015515.1,-,MXE,0.389442432299,0.9885700571631972,"0.036,0.052,0.043,0.045","0.081,0.086,0.021,0.052",-0.016,NA,NA,NA,NA,NA,NA,"3,2,3,2","57,26,47,30","7,2,1,2","56,15,33,26",198,140,3454975,3455016,3455115,3455548,3454719,3454894,3455765,3456038,NA,NA,NA,NA
LOC114878788,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like,chrOU015516.1,-,MXE,0.37701282748,0.9885700571631972,"0.38,0.509,0.244,0.721","0.581,0.425,0.263,0.217",0.092,NA,NA,NA,NA,NA,NA,"9,4,3,12","19,5,12,6","15,8,8,6","14,14,29,28",153,198,2736120,2736504,2737017,2737071,2733174,2733382,2738226,2738304,NA,NA,NA,NA
LOC114880226,acidic leucine-rich nuclear phosphoprotein 32 family member A,chrOU015519.1,-,RI,0.251005711055,0.9911025172922728,"0.849,0.941,1.0,0.82","0.87,1.0,0.895,0.939",-0.024,NA,NA,NA,NA,NA,NA,"42,30,24,17","4,1,0,2","25,22,16,29","2,0,1,1",185,99,NA,NA,NA,NA,1926710,1926839,1926925,1927072,1926710,1927072,NA,NA
LOC114883033,AP-1 complex subunit gamma-1-like,chrOU015505.1,+,RI,0.251010142421,0.9911025172922728,"0.79,0.865,0.779,0.64","0.801,0.942,0.707,0.856",-0.058,NA,NA,NA,NA,NA,NA,"54,23,19,16","8,2,3,5","29,29,13,32","4,1,3,3",178,99,NA,NA,NA,NA,9076175,9076817,9076896,9077300,9076175,9077300,NA,NA
LOC114876592,uncharacterized LOC114876592,chrOU015514.1,-,RI,0.251242448828,0.9911025172922728,"0.9,0.827,1.0,0.698","0.81,0.615,0.81,0.615",0.144,NA,NA,NA,NA,NA,NA,"17,9,7,13","1,1,0,3","8,6,8,6","1,2,1,2",186,99,NA,NA,NA,NA,8869443,8869637,8869724,8869908,8869443,8869908,NA,NA
LOC114875441,troponin I,chrOU015504.1,-,SE,0.102964807698,0.993121875125089,"0.967,1.0,0.919,0.896","0.944,0.972,0.974,0.99",-0.024,NA,NA,NA,NA,NA,NA,"175,90,114,121","3,0,5,7","169,140,228,193","5,2,3,1",198,99,NA,NA,NA,NA,7275289,7275333,7284085,7284209,NA,NA,7281441,7281542
LOC114872242,UTP--glucose-1-phosphate uridylyltransferase,chrOU015519.1,+,A3SS,0.183566412182,0.9953208632142254,"0.523,0.523,0.552,0.604","0.461,0.567,0.504,0.501",0.042,7597830,7598223,7598045,7598223,7596299,7596635,"246,160,165,122","112,73,67,40","217,136,118,169","127,52,58,84",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875807,dihydroxyacetone phosphate acyltransferase,chrOU015505.1,+,A3SS,0.183471852909,0.9953208632142254,"0.978,1.0,0.943,1.0","0.95,1.0,0.92,0.954",0.024,13900444,13900952,13900465,13900952,13899961,13900372,"55,24,20,23","1,0,1,0","46,20,14,25","2,0,1,1",120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114882806,myosin heavy chain,chrOU015508.1,-,A3SS,0.183450827604,0.9953208632142254,"0.08,0.17,0.028,0.042","0.08,0.217,0.078,0.071",-0.032,504664,504794,504664,504779,504857,505140,"4,4,1,2","40,17,30,40","2,8,3,3","20,25,31,34",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877130,mediator of RNA polymerase II transcription subunit 25,chrOU015505.1,-,A3SS,0.183781111123,0.9953208632142254,"0.519,0.511,0.611,0.548","0.419,0.511,0.427,0.506",0.082,13531277,13531405,13531277,13531402,13531472,13531518,"30,14,21,10","27,13,13,8","23,14,10,19","31,13,13,18",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871854,acidic fibroblast growth factor intracellular-binding protein,chrOU015504.1,-,A3SS,0.182485841858,0.9953208632142254,"0.966,0.955,0.939,0.937","0.948,0.921,0.912,0.919",0.024,16945291,16945519,16945291,16945417,16945645,16945873,"173,84,93,90","3,2,3,3","181,70,104,114","5,3,5,5",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880213,transcription elongation factor SPT5,chrOU015511.1,-,A3SS,0.184302309041,0.9953208632142254,"0.919,0.865,1.0,1.0","1.0,0.79,0.883,0.905",0.051,5175144,5175320,5175144,5175284,5175385,5175787,"62,35,28,28","4,4,0,0","68,36,31,26","0,7,3,2",135,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877671,pleckstrin homology domain-containing family G member 5-like,chrOU015511.1,-,A3SS,0.184038623313,0.9953208632142254,"0.094,0.081,0.105,0.0","0.069,0.03,0.034,0.039",0.027,10465425,10466288,10465425,10466275,10466336,10466601,"4,2,2,0","34,20,15,9","2,1,1,1","24,29,25,22",112,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872107,dual specificity protein kinase CLK2,chrOU015512.1,+,A3SS,0.182483088648,0.9953208632142254,"0.047,0.033,0.038,0.032","0.057,0.054,0.053,0.044",-0.015,2471491,2471639,2471509,2471639,2471214,2471385,"9,4,4,4","154,99,85,102","12,9,10,7","168,134,150,130",117,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878941,transcription initiation factor TFIID subunit 6-like,chrOU015514.1,+,A3SS,0.181462696064,0.9953208632142254,"0.926,1.0,0.808,0.855","0.77,0.855,0.716,0.677",0.143,9588258,9588481,9588277,9588481,9588127,9588188,"15,6,10,7","1,0,2,1","4,7,3,5","1,1,1,2",118,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877542,nephrin-like,chrOU015518.1,-,SE,0.103788561706,0.998152878008067,"0.6,0.667,1.0,0.0","0.333,0.143,0.385,0.333",0.268,NA,NA,NA,NA,NA,NA,"9,4,2,0","3,1,0,1","8,2,5,4","8,6,4,4",198,99,NA,NA,NA,NA,5487073,5487361,5499068,5499389,NA,NA,5494487,5494832
LOC114873643,monoacylglycerol lipase ABHD12,chrOU015516.1,+,SE,0.103780720141,0.998152878008067,"0.619,0.586,0.514,0.5","0.415,0.636,0.375,0.28",0.128,NA,NA,NA,NA,NA,NA,"26,17,19,8","8,6,9,4","17,14,12,7","12,4,10,9",198,99,NA,NA,NA,NA,8868624,8868645,8870135,8870254,NA,NA,8869128,8869229
LOC114878060,proton-coupled amino acid transporter 2-like,chrOU015508.1,-,SE,0.10415973384,0.9988147481580264,"0.967,0.987,0.969,0.943","0.922,0.946,0.972,0.933",0.023,NA,NA,NA,NA,NA,NA,"221,142,118,92","4,1,2,3","131,97,127,104","6,3,2,4",184,99,NA,NA,NA,NA,8022059,8022332,8022932,8023060,NA,NA,8022511,8022596
LOC114879957,basement membrane-specific heparan sulfate proteoglycan core protein,chrOU015519.1,+,SE,0.104096656884,0.9988147481580264,"0.667,0.506,0.676,0.649","0.587,0.532,0.525,0.5",0.089,NA,NA,NA,NA,NA,NA,"84,41,46,37","21,20,11,10","88,66,53,48","31,29,24,24",198,99,NA,NA,NA,NA,6797950,6798220,6799255,6799525,NA,NA,6798592,6798781
