Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0002055	XP_003398184.3	XP_035740573.1
OG0002056	XP_012175262.1, XP_003403259.1	XP_035736544.1, XP_035736545.1
OG0002057	XP_012171573.1, XP_003400607.1	XP_035723084.1, XP_035723083.1, XP_035723080.1, XP_035723082.1, XP_035723079.1, XP_035723085.1
OG0002058	XP_003398722.1	XP_035740136.1
OG0002059	XP_012171417.1, XP_012171415.1, XP_020722155.1	XP_035727142.1, XP_035727141.1
OG0002060	XP_012174237.1	XP_035719880.1, XP_035719882.1
OG0002061	XP_003394556.1	XP_035741357.1
OG0002062	XP_012166002.1, XP_012166000.1	XP_035720264.1
OG0002063	XP_020720722.1, XP_020720723.1	XP_035717995.1, XP_035717987.1, XP_035718004.1
OG0002064	XP_003400193.1	XP_035734293.1, XP_035734294.1
OG0002065	XP_020722024.1	XP_035721238.1
OG0002066	XP_003401098.2	XP_035739648.1
OG0002067	XP_012173614.1	XP_035727493.1
OG0002068	XP_012167000.1	XP_035743353.1
OG0002069	XP_003397304.1	XP_035740810.1, XP_035741174.1
OG0002070	XP_012172718.1, XP_003393685.1, XP_020723878.1	XP_035717658.1
OG0002071	XP_003396343.1, XP_020719578.1, XP_012165326.1, XP_012165325.1	XP_035741025.1
OG0002072	XP_003397397.1	XP_035718675.1
OG0002073	XP_003401796.1	XP_035727915.1
OG0002074	XP_003401195.1, XP_012172107.1	XP_035740830.1
OG0002075	XP_012164178.1, XP_003395677.1	XP_035720687.1
OG0002076	XP_012173033.1	XP_035719131.1
OG0002077	XP_012175906.1	XP_035721646.1
OG0002078	XP_003398915.1	XP_035740068.1
OG0002080	XP_003394537.1	XP_035727188.1
OG0002081	XP_003401707.1	XP_035741097.1, XP_035741095.1, XP_035741098.1, XP_035741094.1
OG0002082	XP_012164880.1	XP_035724663.1
OG0002083	XP_003398356.1	XP_035718959.1
OG0002084	XP_003394253.1	XP_035728399.1
OG0002085	XP_012173883.1, XP_012173884.1	XP_035724969.1, XP_035724970.1, XP_035724968.1
OG0002086	XP_003398223.2	XP_035740909.1
OG0002087	XP_003402219.1, XP_012173666.1	XP_035719326.1
OG0002088	XP_003398059.1	XP_035719764.1, XP_035719765.1
OG0002089	XP_003400448.1	XP_035720333.1, XP_035720336.1
OG0002090	XP_003399106.1	XP_035736793.1, XP_035736794.1, XP_035736796.1, XP_035736795.1
OG0002091	XP_012166228.2	XP_035719020.1
OG0002092	XP_003399613.1, XP_012169828.1	XP_035724954.1
OG0002093	XP_012175804.1	XP_035728201.1
OG0002094	XP_003396960.2	XP_035722393.1
OG0002095	XP_020719977.1	XP_035727860.1
OG0002096	XP_003397507.1	XP_035728116.1
OG0002097	XP_012172031.1	XP_035734565.1
OG0002098	XP_003398019.1	XP_035728920.1
OG0002099	XP_012167336.1	XP_035723708.1
OG0002100	XP_003398457.1	XP_035718610.1, XP_035718617.1
OG0002101	XP_012164815.1, XP_012164810.1	XP_035733659.1, XP_035733662.1
OG0002102	XP_012173542.1	XP_035732555.1
OG0002103	XP_003396939.1	XP_035733861.1
OG0002104	XP_003395611.2	XP_035724351.1
OG0002105	XP_003396017.1, XP_012164818.1	XP_035731174.1
OG0002106	XP_012171373.1, XP_012171374.1	XP_035721552.1, XP_035721556.1
OG0002107	XP_012174466.1, XP_020723543.1	XP_035733340.1, XP_035733341.1
OG0002108	XP_003401299.1	XP_035724044.1
OG0002109	XP_003399814.1	XP_035718566.1, XP_035718394.1, XP_035718474.1, XP_035718656.1
OG0002110	XP_020722045.1	XP_035729328.1
OG0002111	XP_003398297.1	XP_035732279.1, XP_035732278.1, XP_035732275.1, XP_035732277.1, XP_035732276.1, XP_035732274.1
OG0002113	XP_012168192.1	XP_035741707.1
OG0002114	XP_003395363.1	XP_035730818.1
OG0002115	XP_020719053.1	XP_035729727.1, XP_035729726.1
OG0002116	XP_012163167.1	XP_035733768.1
OG0002117	XP_003395237.1	XP_035734240.1
OG0002118	XP_020720035.1, XP_012166833.1	XP_035728940.1, XP_035728941.1
OG0002119	XP_020719177.1	XP_035726268.1
OG0002120	XP_012169173.1, XP_012169172.1, XP_003399010.1	XP_035737273.1
OG0002121	XP_012173530.1	XP_035732878.1, XP_035732876.1
OG0002122	XP_003397853.1	XP_035722267.1
OG0002123	XP_012163125.1, XP_003393038.1	XP_035736862.1, XP_035736863.1
OG0002124	XP_012170139.1	XP_035730938.1, XP_035730937.1, XP_035730933.1, XP_035730934.1, XP_035730939.1, XP_035730935.1
OG0002125	XP_003403222.1	XP_035733410.1
OG0002126	XP_003392881.1	XP_035735563.1
OG0002127	XP_012175102.1	XP_035726427.1, XP_035726428.1
OG0002128	XP_012169128.1	XP_035731211.1
OG0002129	XP_003397680.1	XP_035737664.1
OG0002130	XP_003393267.1	XP_035734204.1, XP_035734203.1
OG0002132	XP_020722200.1, XP_003400905.1	XP_035741835.1, XP_035741840.1
OG0002134	XP_012175297.1	XP_035719970.1
OG0002136	XP_003399148.1	XP_035735644.1
OG0002137	XP_020723217.1, XP_012173671.1, XP_003402112.1	XP_035731787.1
OG0002138	XP_003401060.1	XP_035725182.1
OG0002139	XP_020723920.1, XP_020723921.1, XP_020723916.1, XP_020723917.1, XP_020723918.1, XP_020723919.1, XP_003403354.1	XP_035728880.1
OG0002140	XP_012172347.1	XP_035729171.1
OG0002141	XP_003397240.2	XP_035720637.1, XP_035720632.1
OG0002142	XP_020719397.1, XP_003396407.1, XP_012165439.1	XP_035734948.1
OG0002143	XP_003401425.1	XP_035729203.1, XP_035729213.1
OG0002144	XP_020719229.1	XP_035718592.1
OG0002145	XP_003399271.2	XP_035719132.1
OG0002146	XP_012169974.1, XP_012169971.1, XP_012169972.1	XP_035731749.1
OG0002147	XP_003393843.1	XP_035718680.1
OG0002148	XP_020724105.1	XP_035722533.1
OG0002149	XP_020722111.1	XP_035734711.1, XP_035734712.1
OG0002150	XP_003399089.1, XP_020721237.1	XP_035731133.1
OG0002151	XP_020721604.1	XP_035735228.1
OG0002152	XP_003402295.1	XP_035727108.1
OG0002153	XP_012169359.1	XP_035740030.1, XP_035740028.1
OG0002154	XP_012167956.1	XP_035717597.1
OG0002155	XP_020718271.1	XP_035739887.1
OG0002156	XP_020718505.1	XP_035717280.1, XP_035717274.1
OG0002157	XP_003396399.1	XP_035723199.1
OG0002158	XP_003401534.1	XP_035733783.1
OG0002159	XP_003399503.1	XP_035719711.1
OG0002160	XP_003399303.1	XP_035731772.1
OG0002161	XP_003394829.1	XP_035724581.1
OG0002163	XP_003394396.1	XP_035736595.1, XP_035736594.1, XP_035736597.1
OG0002164	XP_012171614.1	XP_035729378.1, XP_035729373.1
OG0002165	XP_012165262.1	XP_035725968.1
OG0002166	XP_003393619.1	XP_035742335.1, XP_035742332.1
OG0002167	XP_003396986.1	XP_035743036.1
OG0002168	XP_003402667.1	XP_035733569.1
OG0002169	XP_003397046.1	XP_035730230.1
OG0002170	XP_012167966.1, XP_003398272.1	XP_035717789.1
OG0002171	XP_012168324.1	XP_035736697.1
OG0002172	XP_003397998.1, XP_012167727.1	XP_035726761.1
OG0002173	XP_003393359.1	XP_035722407.1
OG0002174	XP_020719001.1	XP_035726475.1
OG0002175	XP_020721879.1	XP_035744064.1, XP_035744049.1
OG0002177	XP_012166693.1	XP_035719135.1, XP_035719136.1, XP_035719137.1
OG0002178	XP_012175342.1	XP_035718171.1
OG0002179	XP_003403158.1, XP_012175165.1	XP_035735938.1
OG0002180	XP_020720690.1	XP_035739753.1, XP_035739752.1
OG0002181	XP_020721231.1, XP_020721227.1	XP_035738292.1, XP_035738302.1
OG0002182	XP_020723573.1	XP_035737539.1
OG0002183	XP_003395421.1, XP_003403020.2	XP_035724470.1, XP_035724478.1
OG0002184	XP_020718664.1, XP_020718663.1	XP_035734166.1
OG0002185	XP_012173225.1, XP_012173232.1	XP_035727623.1
OG0002186	XP_012165648.1	XP_035719396.1
OG0002187	XP_012170202.1	XP_035721914.1, XP_035721915.1
OG0002188	XP_020723645.1, XP_020723644.1	XP_035726399.1
OG0002189	XP_003401834.2	XP_035733181.1, XP_035733180.1
OG0002190	XP_020723814.1, XP_003403216.2	XP_035722248.1, XP_035722249.1, XP_035722250.1
OG0002191	XP_012175490.1, XP_020723894.1, XP_003402935.1	XP_035738117.1, XP_035738115.1
OG0002192	XP_020718784.1, XP_020718785.1, XP_020718783.1, XP_003395304.1	XP_035730132.1, XP_035730131.1
OG0002193	XP_012171741.1	XP_035721519.1
OG0002194	XP_003396914.1	XP_035741186.1
OG0002195	XP_020721216.1	XP_035719364.1, XP_035719362.1
OG0002196	XP_020722051.1, XP_020722053.1	XP_035732389.1
OG0002197	XP_012164296.1	XP_035743995.1
OG0002198	XP_012163700.1	XP_035729653.1
OG0002199	XP_003396084.1, XP_012164925.1, XP_020719028.1	XP_035726488.1, XP_035726489.1
OG0002200	XP_020719959.1	XP_035725818.1
OG0002201	XP_020722248.1	XP_035727118.1
OG0002202	XP_020723131.1	XP_035732865.1
OG0002203	XP_020724035.1	XP_035725983.1
OG0002204	XP_003395797.1	XP_035724217.1
OG0002205	XP_012174945.1	XP_035741643.1
OG0002206	XP_003396954.1, XP_012166119.1	XP_035729404.1
OG0002208	XP_003402991.2	XP_035717953.1, XP_035717955.1, XP_035717954.1
OG0002209	XP_012170485.1	XP_035731912.1
OG0002211	XP_012168572.1, XP_003398773.1	XP_035732481.1
OG0002213	XP_003396114.1	XP_035732039.1, XP_035732038.1
OG0002214	XP_020723657.1	XP_035738119.1, XP_035738118.1
OG0002215	XP_003395786.2	XP_035717904.1
OG0002217	XP_020724230.1, XP_020724231.1, XP_020724229.1, XP_003394109.1	XP_035742441.1
OG0002218	XP_012170524.1	XP_035738206.1, XP_035738205.1
OG0002219	XP_003398702.1	XP_035727483.1, XP_035727484.1
OG0002220	XP_012164094.1, XP_012164095.1, XP_020718886.1, XP_020718887.1, XP_003395628.1, XP_012164096.1	XP_035719836.1, XP_035719837.1
OG0002222	XP_020720811.1, XP_020720810.1	XP_035724716.1, XP_035724709.1
OG0002223	XP_012167134.1, XP_012167178.1, XP_012167141.1, XP_012167148.1, XP_012167155.1, XP_012167176.1	XP_035730744.1
OG0002224	XP_003393728.1	XP_035730549.1, XP_035730552.1
OG0002225	XP_003400177.1, XP_012170927.1	XP_035736391.1, XP_035736394.1, XP_035736393.1, XP_035736390.1
OG0002226	XP_012170777.1	XP_035742558.1
OG0002227	XP_012172828.1, XP_003401550.1	XP_035718241.1, XP_035718238.1, XP_035718237.1, XP_035718239.1, XP_035718240.1, XP_035718235.1, XP_035718234.1, XP_035718236.1
OG0002228	XP_012170464.1	XP_035731902.1
OG0002229	XP_012169289.1	XP_035718028.1, XP_035718025.1
OG0002230	XP_012166091.1, XP_003396929.1	XP_035733576.1, XP_035733579.1, XP_035733577.1, XP_035733575.1, XP_035733580.1, XP_035733581.1
OG0002236	XP_012171143.1	XP_035720340.1
OG0002237	XP_003399456.1	XP_035719365.1
OG0002238	XP_003402429.1	XP_035721079.1
OG0002238	XP_012174160.1	XP_035721080.1
OG0002239	XP_012176577.1, XP_020724198.1	XP_035743409.1, XP_035743410.1, XP_035743412.1, XP_035743411.1
OG0002240	XP_003401632.1	XP_035718141.1, XP_035718144.1, XP_035718142.1
OG0002241	XP_003401193.1	XP_035734936.1, XP_035734937.1, XP_035734938.1
OG0002242	XP_003398820.1	XP_035726790.1
OG0002243	XP_003396956.1, XP_003396955.1	XP_035725084.1
OG0002244	XP_003401954.1	XP_035740441.1
OG0002245	XP_012176151.1, XP_003394308.1, XP_020724287.1	XP_035742737.1, XP_035742741.1
OG0002246	XP_003399975.1	XP_035736444.1, XP_035736446.1
OG0002247	XP_020718395.1, XP_003394747.1	XP_035738974.1
OG0002248	XP_003394614.1	XP_035743408.1
OG0002249	XP_003396657.1, XP_003396658.1	XP_035725715.1
OG0002250	XP_003399678.1	XP_035719265.1
OG0002251	XP_012165548.1	XP_035736000.1
OG0002252	XP_003402152.1	XP_035730855.1, XP_035730854.1
OG0002253	XP_003394217.1	XP_035721215.1
OG0002254	XP_012174509.1	XP_035729455.1, XP_035729454.1
OG0002255	XP_003393011.1	XP_035729788.1
OG0002256	XP_012173188.1	XP_035725178.1, XP_035725179.1
OG0002257	XP_003393017.1	XP_035743886.1
OG0002258	XP_012170780.1	XP_035718038.1
OG0002259	XP_003399854.1	XP_035724390.1
OG0002260	XP_012167154.1	XP_035743186.1, XP_035743187.1
OG0002261	XP_012164260.1	XP_035732705.1
OG0002262	XP_003395935.1, XP_003395936.1	XP_035720006.1
OG0002263	XP_003401430.1	XP_035733818.1
OG0002264	XP_012171855.1	XP_035730925.1
OG0002265	XP_003396589.1, XP_020719453.1	XP_035726214.1
OG0002267	XP_003395040.1, XP_012163434.1	XP_035722658.1
OG0002268	XP_003395217.3, XP_020718474.1	XP_035734272.1, XP_035734271.1
OG0002269	XP_020719505.1	XP_035728936.1
OG0002270	XP_012175941.1	XP_035742720.1
OG0002271	XP_003399946.1	XP_035723765.1, XP_035723766.1, XP_035723768.1
OG0002272	XP_003396223.1	XP_035720706.1, XP_035720733.1, XP_035720715.1, XP_035720724.1, XP_035720752.1, XP_035720743.1, XP_035720762.1, XP_035720772.1
OG0002273	XP_012174353.1	XP_035725230.1, XP_035725224.1, XP_035725223.1, XP_035725226.1, XP_035725225.1, XP_035725228.1, XP_035725227.1, XP_035725229.1
OG0002274	XP_003402809.1	XP_035721562.1, XP_035721563.1
OG0002275	XP_012167014.1, XP_012167013.1, XP_003397493.1, XP_012167015.1, XP_012167016.1, XP_012167017.1	XP_035726962.1
OG0002276	XP_012171241.1, XP_003400460.1	XP_035720282.1
OG0002277	XP_003394515.1	XP_035719710.1
OG0002278	XP_012169203.1	XP_035718348.1
OG0002279	XP_012170833.1	XP_035720745.1, XP_035720744.1
OG0002280	XP_012169515.1, NP_001267859.1	XP_035720650.1
OG0002281	XP_003396846.1	XP_035739708.1
OG0002282	XP_020723304.1	XP_035737804.1, XP_035737803.1, XP_035737802.1, XP_035737801.1, XP_035737807.1, XP_035737806.1, XP_035737808.1, XP_035737805.1
OG0002283	XP_012172716.1	XP_035735099.1
OG0002284	XP_012175359.1	XP_035718169.1
OG0002285	XP_012171775.1, XP_003400898.1	XP_035727891.1
OG0002286	XP_003402944.1	XP_035725403.1
OG0002287	XP_020720079.1, XP_020720078.1, XP_020720077.1, XP_012167385.1	XP_035729158.1
OG0002288	XP_020721356.1	XP_035719112.1
OG0002289	XP_012165589.1	XP_035725866.1, XP_035725870.1
OG0002290	XP_003393176.3	XP_035740779.1, XP_035740778.1
OG0002291	XP_012172279.2	XP_035735996.1
OG0002292	XP_012169702.1	XP_035743945.1
OG0002293	XP_012174781.1	XP_035733873.1
OG0002294	XP_012164866.1	XP_035729361.1, XP_035729364.1
OG0002295	XP_012174208.1, XP_012166226.1	XP_035742998.1
OG0002296	XP_012163307.1, XP_012163305.1	XP_035734391.1, XP_035734379.1
OG0002297	XP_020721869.1, XP_003400279.1	XP_035718231.1, XP_035718228.1, XP_035718229.1, XP_035718230.1
OG0002298	XP_003394289.1	XP_035739926.1
OG0002299	XP_012166715.1, XP_020719731.1	XP_035725946.1, XP_035725956.1
OG0002300	XP_003399864.1, XP_020721387.1	XP_035724199.1
OG0002301	XP_020718367.1	XP_035732048.1
OG0002302	XP_020722956.1	XP_035738784.1, XP_035738785.1
OG0002303	XP_003398993.1	XP_035729188.1
OG0002304	XP_012174127.1, XP_012174128.1, XP_012174125.1, XP_020723362.1	XP_035731450.1
OG0002305	XP_003394603.1	XP_035725704.1
OG0002306	XP_003399971.1	XP_035719202.1, XP_035719198.1, XP_035719199.1, XP_035719201.1, XP_035719200.1
OG0002307	XP_003393414.1	XP_035737063.1, XP_035737062.1
OG0002308	XP_003400661.1	XP_035727006.1
OG0002309	XP_003400533.1	XP_035727296.1
OG0002310	XP_020718256.1	XP_035728607.1
OG0002311	XP_003396568.1	XP_035743601.1
OG0002312	XP_020721872.1	XP_035736341.1
OG0002313	XP_012168568.1	XP_035732904.1
OG0002314	XP_012167358.1	XP_035743058.1
OG0002315	XP_012171632.1	XP_035740687.1
OG0002316	XP_020724116.1, XP_020724117.1, XP_003394471.1	XP_035717786.1
OG0002317	XP_003394246.1	XP_035739796.1
OG0002318	XP_003395574.1	XP_035736846.1
OG0002319	XP_003399902.1	XP_035744047.1, XP_035744045.1, XP_035744046.1
OG0002320	XP_012167959.1	XP_035717780.1
OG0002321	XP_012168548.1	XP_035731011.1
OG0002322	XP_012168747.1	XP_035723983.1, XP_035723979.1, XP_035723966.1, XP_035723968.1, XP_035723984.1
OG0002323	XP_012176709.1	XP_035741372.1
OG0002324	XP_003402640.1	XP_035720204.1, XP_035720202.1
OG0002325	XP_012171789.1, XP_012171791.1	XP_035720987.1, XP_035720985.1
OG0002326	XP_003399280.1	XP_035743082.1
OG0002327	XP_003400491.1	XP_035740565.1, XP_035740566.1
OG0002328	XP_003398761.1, XP_012168570.1	XP_035717260.1
OG0002329	XP_012163425.1	XP_035744024.1, XP_035744021.1, XP_035744022.1, XP_035744023.1
OG0002330	XP_003398589.1, XP_012168392.1	XP_035728856.1, XP_035728857.1
OG0002331	XP_012167271.1	XP_035733121.1, XP_035733122.1
OG0002332	XP_003397666.1	XP_035730500.1
OG0002333	XP_003401239.1	XP_035729145.1
OG0002334	XP_020720893.1	XP_035719287.1
OG0002335	XP_012171070.1	XP_035718060.1, XP_035718062.1, XP_035718061.1
OG0002336	XP_012163348.1, XP_003394978.1	XP_035731375.1
OG0002337	XP_020723076.1, XP_003402026.1	XP_035736060.1
OG0002338	XP_012166542.1, XP_012166541.1	XP_035742588.1
OG0002339	XP_012168223.1, XP_003398493.1	XP_035722578.1, XP_035722576.1, XP_035722577.1
OG0002340	XP_020721264.1	XP_035723250.1
OG0002341	XP_020721155.1	XP_035740120.1
OG0002342	XP_003401963.1	XP_035737248.1
OG0002343	XP_012164892.1, XP_012164890.1, XP_012164891.1	XP_035730304.1, XP_035730303.1
OG0002344	XP_003399793.1	XP_035731844.1
OG0002345	XP_003403284.2	XP_035727548.1
OG0002346	XP_012171897.1, XP_012171893.1	XP_035727241.1
OG0002347	XP_012171530.1, XP_003393609.1	XP_035737811.1, XP_035737810.1
OG0002348	XP_012168238.1	XP_035730073.1
OG0002349	XP_003401948.1	XP_035734550.1
OG0002350	XP_012174519.1	XP_035733241.1
OG0002351	XP_020720654.1	XP_035739519.1
OG0002352	XP_012165993.1	XP_035724495.1
OG0002353	XP_020724077.1	XP_035730602.1, XP_035730601.1
OG0002354	XP_012172093.1	XP_035735016.1, XP_035735013.1, XP_035735015.1, XP_035735014.1
OG0002355	XP_012169351.2	XP_035730950.1
OG0002356	XP_012168017.1	XP_035742928.1
OG0002357	XP_003397002.1, XP_020719470.1, XP_020719469.1	XP_035732497.1
OG0002358	XP_012168286.1	XP_035736634.1, XP_035736635.1, XP_035736631.1, XP_035736632.1, XP_035736637.1, XP_035736636.1, XP_035736638.1
OG0002359	XP_012166785.1, XP_003397550.1	XP_035717849.1
OG0002360	XP_012171561.1	XP_035722331.1, XP_035722332.1
OG0002361	XP_003399915.1	XP_035724340.1
OG0002362	XP_020723017.1	XP_035722637.1
OG0002363	XP_012165944.2	XP_035717910.1, XP_035717911.1
OG0002364	XP_020724281.1	XP_035737430.1, XP_035737429.1
OG0002365	XP_003394983.1	XP_035725731.1
OG0002366	XP_012166847.1, XP_012166848.1, XP_012166845.1, XP_012166846.1, XP_012166849.1	XP_035741223.1
OG0002367	XP_020721919.1, XP_012171015.1	XP_035732315.1
OG0002368	XP_012173468.1, XP_012173469.1, XP_012173470.1, XP_012173471.1, XP_012173472.1	XP_035737237.1
OG0002370	XP_003392987.1	XP_035744160.1
OG0002371	XP_003395003.1	XP_035743649.1
OG0002372	XP_012164207.1	XP_035732598.1, XP_035732599.1, XP_035732597.1
OG0002373	XP_003398546.1, XP_020720613.1, XP_012168298.1, XP_012168297.1	XP_035729223.1
OG0002374	XP_012167372.1	XP_035733001.1
OG0002375	XP_012176498.1, XP_012176502.1, XP_012176497.1, XP_012176503.1	XP_035737368.1
OG0002376	XP_020720471.1, XP_020720472.1	XP_035727081.1
OG0002377	XP_012163439.1, XP_012163454.1	XP_035726369.1
OG0002378	XP_003400831.1	XP_035727349.1
OG0002379	XP_003395546.2	XP_035734369.1
OG0002380	XP_012169276.1, XP_012169277.1, XP_003399071.1	XP_035718854.1, XP_035718855.1
OG0002381	XP_003402955.1	XP_035740204.1, XP_035740202.1
OG0002383	XP_020719018.1	XP_035732945.1
OG0002384	XP_012167891.1, XP_012167889.1	XP_035725503.1, XP_035725501.1, XP_035725502.1
OG0002385	XP_012167025.1	XP_035743050.1
OG0002386	XP_020721698.1	XP_035729874.1
OG0002387	XP_003393760.1	XP_035741784.1
OG0002388	XP_012165346.1	XP_035739362.1, XP_035739363.1
OG0002389	XP_012165300.1	XP_035724486.1
OG0002390	XP_003398138.1	XP_035737606.1, XP_035737608.1
OG0002391	XP_020718846.1	XP_035719079.1
OG0002392	XP_003401196.1	XP_035740658.1
OG0002393	XP_012164103.2	XP_035740305.1
OG0002394	XP_020721006.1	XP_035726874.1
OG0002395	XP_003397092.1	XP_035723688.1
OG0002397	XP_003393777.1	XP_035722117.1
OG0002398	XP_003393717.1, XP_012173362.1, XP_012173357.1	XP_035730651.1
OG0002399	XP_012166009.1, XP_012166008.1	XP_035727622.1
OG0002400	XP_020722447.1	XP_035727913.1
OG0002401	XP_020719691.1	XP_035728575.1
OG0002402	XP_020720216.1	XP_035742369.1
OG0002403	XP_012169305.1, XP_020721236.1	XP_035731131.1, XP_035731132.1
OG0002404	XP_003393245.1	XP_035724102.1
OG0002405	XP_012163075.1	XP_035722135.1
OG0002406	XP_003394366.1	XP_035744215.1
OG0002408	XP_003399424.1	XP_035741672.1
OG0002409	XP_012166027.1	XP_035721893.1
OG0002410	XP_012165733.1	XP_035720984.1, XP_035720983.1, XP_035720982.1
OG0002411	XP_012175122.1, XP_020723776.1	XP_035723403.1
OG0002412	XP_020718596.1	XP_035733779.1, XP_035733780.1
OG0002413	XP_003403063.1	XP_035721905.1
OG0002414	XP_003394549.1, XP_003394548.1	XP_035723003.1
OG0002415	XP_003397548.1	XP_035722669.1
OG0002416	XP_020719438.1	XP_035725609.1
OG0002417	XP_003401240.2	XP_035728686.1
OG0002418	XP_003393751.1	XP_035720200.1, XP_035720199.1
OG0002419	XP_012173163.1	XP_035730493.1, XP_035730495.1, XP_035730499.1, XP_035730496.1, XP_035730497.1, XP_035730498.1, XP_035730492.1
OG0002420	XP_003402147.1, XP_012173705.1	XP_035721736.1
OG0002421	XP_020724043.1, XP_003393926.1	XP_035728614.1, XP_035728611.1
OG0002422	XP_003392920.1	XP_035726625.1
OG0002423	XP_012164760.1, XP_012164764.1	XP_035724987.1, XP_035724984.1
OG0002424	XP_020723584.1, XP_020723591.1, XP_020723592.1, XP_020723589.1, XP_020723590.1	XP_035737680.1
OG0002425	XP_012175398.1, XP_012175396.1	XP_035728899.1
OG0002426	XP_003402736.1	XP_035733907.1, XP_035733908.1
OG0002427	XP_020722854.1	XP_035720605.1
OG0002428	XP_020718615.1	XP_035719047.1
OG0002429	XP_003402391.2	XP_035730133.1
OG0002431	XP_003393292.1	XP_035721579.1, XP_035721582.1
OG0002432	XP_003399783.3	XP_035731828.1
OG0002433	XP_012168959.1	XP_035733940.1
OG0002433	XP_012168961.1	XP_035733944.1
OG0002434	XP_003399867.1	XP_035736232.1
OG0002435	XP_003398793.1	XP_035723519.1, XP_035723518.1, XP_035723517.1
OG0002436	XP_003398427.1	XP_035728801.1, XP_035728800.1
OG0002437	XP_012169025.1	XP_035740137.1
OG0002438	XP_003401108.1	XP_035718977.1
OG0002438	XP_003401107.1	XP_035718976.1
OG0002439	XP_003403351.1	XP_035728351.1
OG0002440	XP_003397956.3	XP_035739507.1
OG0002441	XP_012176026.1, XP_003394214.1	XP_035721705.1
OG0002442	XP_003400195.1, XP_020721977.1, XP_012170946.1	XP_035734290.1
