Orthogroup	Bombus_terrestris	Drosophila_melanogaster
OG0001614	XP_003403084.2	NP_001259303.1, NP_569908.1
OG0001615	XP_003402444.1	NP_523764.1
OG0001616	XP_003399340.1	NP_001259833.1
OG0001617	XP_003393623.1	NP_524011.1
OG0001619	XP_012168493.1	NP_652526.1
OG0001620	XP_003401842.1	NP_609496.1
OG0001621	XP_020723077.1	NP_573362.1, NP_729837.1
OG0001622	XP_003402083.1	NP_572536.1
OG0001623	XP_003395188.1	NP_524400.2
OG0001624	XP_003399667.1	NP_788056.1
OG0001625	XP_003403106.1	NP_001262669.1
OG0001626	XP_003398572.1, XP_012168351.1	NP_001259186.1
OG0001627	XP_003394726.2	NP_001303417.1
OG0001628	XP_020718456.1	NP_651052.1
OG0001629	XP_012173811.1, XP_012173812.1	NP_651782.1
OG0001630	XP_003398527.1	NP_729395.2
OG0001631	XP_020720976.1, XP_003398681.1	NP_001261267.1
OG0001632	XP_003400770.1, XP_012171658.1	NP_001245408.1
OG0001633	XP_020721917.1	NP_001246351.1
OG0001634	XP_012173728.1	NP_651054.1
OG0001635	XP_012174882.1, XP_012174883.1, XP_012174884.1, XP_012174885.1, XP_012174886.1, XP_003403013.1, XP_012174887.1	NP_001303479.1
OG0001636	XP_012173783.1	NP_728142.1
OG0001637	XP_012167750.1	NP_612046.1
OG0001638	XP_020724090.1, XP_003402244.1, XP_020723236.1	NP_648826.2
OG0001639	XP_012171149.1	NP_572360.1
OG0001640	XP_003396116.1	NP_477027.1
OG0001641	XP_003395440.1	NP_722909.2, NP_996098.1, NP_648799.1, NP_648800.1, NP_001137779.1, NP_001261342.1
OG0001642	XP_012173919.1, XP_003393925.1	NP_725207.1
OG0001644	XP_003403179.1	NP_001262395.1
OG0001645	XP_003401724.1	NP_733058.1
OG0001646	XP_020718530.1, XP_003394922.1	NP_001285211.1
OG0001647	XP_020722302.1	NP_570025.1
OG0001648	XP_012169955.1, XP_012170068.1, XP_012169905.1, XP_012170016.1, XP_012169839.1	NP_001287187.1
OG0001649	XP_012167564.1, XP_003397875.2, XP_020720124.1, XP_012167563.1, XP_012167562.1	NP_609720.1, NP_524152.2
OG0001650	XP_003401930.1	NP_648222.3
OG0001651	XP_012169672.1, XP_020721110.1, XP_012169670.1	NP_001259585.1
OG0001652	XP_020719955.1, XP_003397370.1	NP_788858.1
OG0001653	XP_020720421.1	NP_995788.1
OG0001654	XP_012169926.1	NP_001246814.1
OG0001655	XP_003396274.1	NP_001245567.1
OG0001656	XP_020720327.1	NP_569872.1
OG0001657	XP_012165258.1, XP_012165259.1, XP_003396300.1, XP_020719401.1, XP_012165256.1	NP_001286489.1
OG0001658	XP_003394971.1	NP_001259992.1
OG0001659	XP_012172174.1	NP_730944.2
OG0001660	XP_003402966.1	NP_648750.1
OG0001662	XP_012172087.1, XP_020722522.1	NP_001097377.2
OG0001663	XP_003398069.1	NP_649918.1
OG0001664	XP_012164167.1	NP_648183.3
OG0001665	XP_012169681.1	NP_001014619.2
OG0001666	XP_003402540.1	NP_001163472.1, NP_649145.1
OG0001667	XP_020718905.1	NP_001261574.1
OG0001669	XP_012169423.1	NP_001287417.1
OG0001670	XP_020719043.1, XP_020719044.1, XP_020719045.1	NP_001138149.1
OG0001671	XP_012167756.2	NP_732316.2
OG0001672	XP_003402261.2	NP_001246400.1
OG0001673	XP_003393455.1	NP_649883.1
OG0001674	XP_012164368.2	NP_001260539.1
OG0001675	XP_003400780.2, XP_012171703.1	NP_001261382.1
OG0001676	XP_012165191.1	NP_001163073.2
OG0001677	XP_012173379.1, XP_012173378.1, XP_003402094.1, XP_012173380.1, XP_012173377.1	NP_001260561.1
OG0001679	XP_020721291.1, XP_020721289.1, XP_020721290.1	NP_611460.1
OG0001680	XP_012170489.1, XP_012170490.1	NP_001260364.1, NP_001033899.1
OG0001681	XP_003400294.1	NP_001163282.1
OG0001682	XP_020724355.1	NP_001285158.1
OG0001684	XP_012172856.2, XP_012172855.1	NP_001368993.1
OG0001685	XP_012176402.1, XP_012176404.1, XP_012176403.1, XP_020724267.1	NP_001097520.2
OG0001686	XP_012175263.1	NP_731649.2
OG0001687	XP_020721942.1, XP_020721937.1	NP_609069.1
OG0001690	XP_012171710.1, XP_003400696.1	NP_652015.1
OG0001693	XP_012166479.1	NP_001245400.1
OG0001694	XP_020724349.1	NP_610256.1
OG0001695	XP_020722507.1, XP_003401031.1	NP_001262760.1
OG0001696	XP_020721280.1	NP_001247156.1
OG0001697	XP_012172762.1	NP_001245797.1
OG0001699	XP_012166736.1, XP_012166735.1	NP_733303.2
OG0001700	XP_012172001.1	NP_001189311.1
OG0001701	XP_012174425.1, XP_012174426.1, XP_012174424.1, XP_003402727.1	NP_995862.1
OG0001702	XP_012165448.1	NP_651170.1
OG0001703	XP_020723542.1	NP_001262871.1, NP_651242.1
OG0001704	XP_012170574.1	NP_001356971.1
OG0001706	XP_003397655.3	NP_001247116.1
OG0001707	XP_012165203.1, XP_003393254.1	NP_001262589.2
OG0001708	XP_012175289.2	NP_001287390.1
OG0001709	XP_020724319.1	NP_001303494.1
OG0001710	XP_003393838.1, XP_003393840.1	NP_651745.1
OG0001711	XP_003402420.1	NP_608741.1
OG0001712	XP_012170658.1	NP_001188885.2
OG0001713	XP_012164799.1	NP_001033943.2
OG0001714	XP_012166492.1, XP_012166507.1	NP_649156.1
OG0001715	XP_003394181.1	NP_001285698.1
OG0001716	XP_012173856.1	NP_001163671.1
OG0001717	XP_012163286.1	NP_611675.2
OG0001718	XP_003396790.1	NP_001287021.1, NP_001261456.1, NP_001261457.1
OG0001719	XP_020719723.1, XP_012169444.1	NP_001245568.1
OG0001720	XP_020719845.1, XP_003397044.1	NP_610938.1
OG0001722	XP_003395619.1	NP_723401.1
OG0001723	XP_020722798.1, XP_003401135.1	NP_001188979.1, NP_524242.2, NP_001287190.1
OG0001724	XP_003402390.3	NP_001261391.1
OG0001725	XP_020723174.1, XP_020723175.1, XP_003402214.1	NP_524401.2
OG0001726	XP_012170079.1	NP_477075.2, NP_001303577.1, NP_001303576.1, NP_001285482.2, NP_001285481.1, NP_524670.2, NP_001303578.1, NP_001368966.1
OG0001728	XP_020721610.1	NP_001286002.1
OG0001729	XP_020720628.1	NP_001286919.1
OG0001730	XP_020718288.1	NP_001247378.2, NP_001245717.1, NP_001245715.1
OG0001731	XP_003396134.1	NP_572995.1, NP_001163445.1
OG0001732	XP_012163872.1	NP_651725.1
OG0001733	XP_012163131.1	NP_001260590.1, NP_523506.1, NP_523578.1, NP_523507.2
OG0001734	XP_003393247.1	NP_608563.1
OG0001735	XP_012172500.1, XP_003393670.1	NP_609387.1
OG0001736	XP_012176533.1	NP_001097937.1
OG0001737	XP_003396256.1, XP_012165175.1	NP_001259675.1, NP_001033853.1
OG0001738	XP_012169921.1, XP_012169916.1, XP_012169906.1, XP_012169912.1, XP_003393557.1, XP_020722020.1	NP_001014543.1
OG0001739	XP_012168204.1	NP_001246653.1
OG0001740	XP_020720734.1	NP_001036555.1
OG0001742	XP_020722478.1, XP_020722479.1	NP_733224.2
OG0001743	XP_003400184.1	NP_001285126.1
OG0001744	XP_003401419.2	NP_651315.2
OG0001745	XP_020723864.1, XP_003403254.1	NP_650743.1
OG0001746	XP_003402326.1	NP_524852.2
OG0001747	XP_020720553.1, XP_012168560.1	NP_001261633.1
OG0001748	XP_012174349.1, XP_012174343.1	NP_001189227.1
OG0001749	XP_012175903.1	NP_001036722.1
OG0001750	XP_003398027.1, XP_012167650.1	NP_001261148.1
OG0001751	XP_012174773.1	NP_001286159.1
OG0001752	XP_003402022.1	NP_651792.1, NP_651791.2
OG0001753	XP_003398429.1, XP_003398437.1	NP_523391.3
OG0001754	XP_012165575.1, XP_020722608.1	NP_651671.1
OG0001755	XP_003400318.1	NP_573318.1, NP_609759.1
OG0001756	XP_003396398.2, XP_012165424.1, XP_012165425.1	NP_649646.3
OG0001757	XP_012175463.2, XP_020721863.1, XP_003403012.2, XP_012171067.1, XP_012171066.1	NP_733185.2, NP_648528.1, NP_001261732.1, NP_001287549.1
OG0001758	XP_012163809.1	NP_001163069.1
OG0001759	XP_003393749.1	NP_001287202.1
OG0001760	XP_003396969.1	NP_732069.3
OG0001762	XP_003398244.1, XP_012167918.1	NP_001261764.1
OG0001763	XP_012169332.1	NP_650223.1
OG0001764	XP_003395538.1	NP_001287421.2, NP_650876.1
OG0001765	XP_012174895.1	NP_731461.1
OG0001766	XP_020723862.1, XP_012175234.1, XP_012175247.1	NP_001261659.1
OG0001767	XP_012164116.1	NP_723294.1
OG0001768	XP_003398409.1	NP_572805.1
OG0001771	XP_020718933.1	NP_727732.1, NP_001097831.1
OG0001774	XP_003400429.1, XP_003400430.1	NP_476778.1
OG0001775	XP_003402217.1	NP_523735.2
OG0001776	XP_012174456.1	NP_620470.1
OG0001777	XP_003398481.1, XP_003398482.1	NP_001245758.1
OG0001778	XP_012175229.1	NP_001262233.1
OG0001779	XP_012167773.1	NP_648194.1, NP_726718.1, NP_001261626.1, NP_648160.2, NP_648052.1
OG0001780	XP_003400461.1	NP_610617.1
OG0001781	XP_003398046.1	NP_650423.1
OG0001782	XP_003396609.1	NP_649000.1
OG0001783	XP_003396718.1, XP_012165809.1, XP_012165808.1, XP_012165807.1	NP_647892.1
OG0001784	XP_003401806.1	NP_001163585.1
OG0001785	XP_003395116.1	NP_524416.1
OG0001786	XP_003392945.1	NP_001260689.1
OG0001787	XP_020720625.1, XP_020720624.1	NP_648786.1
OG0001788	XP_003393273.1	NP_724103.1
OG0001789	XP_003395844.1, XP_012164378.1	NP_651728.1
OG0001790	XP_003401366.1	NP_649460.3
OG0001791	XP_003393839.1	NP_572504.1
OG0001792	XP_003399958.1, XP_012170604.1	NP_611734.1
OG0001793	XP_003402969.1, XP_020723662.1	NP_608828.2
OG0001794	XP_012175686.1	NP_001259442.1
OG0001796	XP_012170329.1, XP_003399743.1, XP_020721616.1, XP_020721618.1, XP_020721617.1	NP_477212.1
OG0001797	XP_003395326.1	NP_523830.2
OG0001799	XP_012174111.1	NP_001260496.1
OG0001800	XP_012166902.1, XP_012166880.1, XP_012166891.1	NP_001262652.1, NP_001262651.1
OG0001801	XP_012174507.1, XP_003402738.1, XP_003402739.1, XP_012174508.1	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_003402666.1	NP_001162765.1
OG0001803	XP_003394992.1	NP_001015387.1
OG0001804	XP_003395499.1	NP_728575.2, NP_612081.1
OG0001805	XP_003400759.1, XP_012171673.1	NP_649038.1, NP_730334.2
OG0001806	XP_003397962.1, XP_012167682.1, XP_012167681.1	NP_610087.2
OG0001807	XP_020718627.1	NP_001286460.1
OG0001808	XP_003402677.1	NP_650163.2, NP_650840.1
OG0001809	XP_012165059.1, XP_012165058.1, XP_012165060.1, XP_003396269.1, XP_012165062.1, XP_012165061.1	NP_609837.1
OG0001810	XP_012166332.1, XP_020719846.1	NP_001246271.1
OG0001811	XP_003394300.1, XP_012176139.1, XP_012176141.1	NP_001262677.1
OG0001812	XP_012176057.1	NP_001259970.1
OG0001813	XP_020722967.1	NP_611350.1
OG0001814	XP_012167262.1	NP_524758.1
OG0001815	XP_003398391.1	NP_476667.1, NP_001246493.1
OG0001816	XP_012167599.1	NP_648106.1
OG0001818	XP_003402009.3	NP_001285489.1
OG0001820	XP_003400487.1	NP_649757.1
OG0001821	XP_012168176.1	NP_001287100.1
OG0001822	XP_003397120.1	NP_995873.2
OG0001823	XP_020723048.1, XP_020723050.1, XP_020723049.1, XP_003401969.1, XP_020723047.1	NP_609767.2, NP_001260489.1
OG0001824	XP_012175669.1, XP_012175668.1	NP_001356918.1
OG0001825	XP_003402628.1, XP_012174364.1	NP_001285277.1
OG0001826	XP_012165837.1	NP_610191.2
OG0001827	XP_020718591.1	NP_001261341.1
OG0001828	XP_003396608.1	NP_477184.1
OG0001829	XP_012167101.1, XP_003397757.1, XP_012167103.1	NP_511153.1
OG0001830	XP_012163799.1	NP_001189170.1
OG0001831	XP_003400613.1	NP_648895.1
OG0001832	XP_012172145.1	NP_611293.3
OG0001833	XP_020723685.1	NP_001262071.1
OG0001834	XP_003398732.1	NP_725449.1, NP_611238.2, NP_001285657.1
OG0001835	XP_020724312.1, XP_003394539.1	NP_648567.2, NP_729801.1
OG0001836	XP_020722197.1	NP_001097041.2
OG0001838	XP_020723901.1	NP_649809.1
OG0001839	XP_020722868.1, XP_003401813.1	NP_001287516.1, NP_524496.1
OG0001840	XP_020718619.1, XP_020718618.1, XP_012163818.1	NP_001287291.1
OG0001841	XP_012164434.1	NP_649554.1
OG0001843	XP_003397935.2	NP_001163392.1
OG0001844	XP_012171719.1	NP_733332.1
OG0001845	XP_003403150.1	NP_649732.1
OG0001846	XP_012164000.1, XP_003395563.1	NP_788721.1
OG0001847	XP_012169900.1, XP_012169901.1	NP_001163705.1
OG0001848	XP_012165602.1	NP_610735.1
OG0001849	XP_012166414.1, XP_012166416.1, XP_003397103.1, XP_003397102.1, XP_012166415.1	NP_001303451.1, NP_524581.1
OG0001850	XP_012171746.1, XP_012171742.1	NP_001097569.1
OG0001851	XP_020723222.1	NP_524795.2
OG0001852	XP_003399053.1	NP_611258.2
OG0001853	XP_012167082.1, XP_003397746.1	NP_001285407.1
OG0001854	XP_020721440.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_003399763.1	NP_001097922.1
OG0001856	XP_020720076.1, XP_003397691.1, XP_003397692.1, XP_012167076.1	NP_650446.2
OG0001858	XP_003400227.1	NP_651605.1
OG0001859	XP_020721780.1, XP_003400041.1	NP_001261279.1, NP_608679.1
OG0001860	XP_020724120.1, XP_012176485.1	NP_001286627.1
OG0001861	XP_003395799.1	NP_524274.1
OG0001862	XP_003402741.1	NP_001096954.1
OG0001863	XP_003403094.1, XP_020723756.1	NP_001303452.1
OG0001864	XP_003400310.2	NP_001259978.1
OG0001865	XP_003396733.1	NP_001036440.1
OG0001866	XP_003400738.1, XP_012171685.1	NP_610462.3
OG0001867	XP_003395491.1, XP_012163773.1	NP_651658.1
OG0001868	XP_003399145.1	NP_732113.3
OG0001869	XP_020722546.1, XP_012172753.1, XP_012172752.1	NP_477402.1
OG0001870	XP_003396159.1	NP_001285457.1
OG0001871	XP_003395955.1	NP_572522.2
OG0001872	XP_020718454.1, XP_020718453.1	NP_536773.1
OG0001873	XP_003397149.1	NP_730982.1
OG0001874	XP_003395963.1	NP_477024.1
OG0001875	XP_012172058.1	NP_511130.2
OG0001876	XP_012170049.1, XP_020724042.1	NP_001368952.1
OG0001877	XP_012172674.1, XP_012172673.1	NP_001014498.1
OG0001878	XP_012173694.1	NP_001259740.1, NP_001260348.1
OG0001879	XP_003402822.1, XP_020723582.1, XP_012174663.1	NP_652101.2
OG0001880	XP_020719900.1	NP_001033948.1
OG0001881	XP_012164646.1, XP_012164645.1, XP_012164647.1, XP_012164648.1, XP_012164644.1	NP_722959.1
OG0001882	XP_020723486.1	NP_001188575.1
OG0001883	XP_012165830.2	NP_650805.1
OG0001884	XP_012170838.1, XP_012170840.1	NP_001188772.1
OG0001885	XP_012172541.1	NP_001262303.1
OG0001886	XP_012163216.1	NP_001261166.1
OG0001887	XP_012163198.2	NP_723772.2
OG0001888	XP_003400444.2, XP_012171333.2	NP_001286416.1
OG0001889	XP_012165296.2	NP_651593.1
OG0001890	XP_012171174.1	NP_609530.1
OG0001891	XP_003395463.2, XP_020718820.1	NP_476733.1
OG0001892	XP_012164302.1, XP_012164303.1, XP_003395777.1, XP_020718910.1	NP_001245925.1, NP_611294.1
OG0001893	XP_020720670.1	NP_477049.2
OG0001894	XP_003396804.1, XP_012165942.1	NP_001137875.1
OG0001895	XP_012171279.1	NP_524651.2
OG0001896	XP_003398079.2	NP_609570.1
OG0001897	XP_020721715.1	NP_611140.3
OG0001898	XP_003401344.1	NP_001263035.1
OG0001899	XP_012169278.1	NP_724878.2
OG0001900	XP_020720219.1	NP_001259735.1
OG0001901	XP_003399090.1	NP_651080.2
OG0001902	XP_003401222.1	NP_001286818.1
OG0001903	XP_012167277.1, XP_012167276.1, XP_012167275.1	NP_001285675.1
OG0001905	XP_020718687.1, XP_020718689.1	NP_001287263.1
OG0001906	XP_020720756.1	NP_001245625.1
OG0001908	XP_012174753.1, XP_020723678.1	NP_650314.1
OG0001909	XP_012163976.1, XP_012163981.1	NP_001033913.1
OG0001910	XP_003393740.1	NP_648745.1
OG0001912	XP_012176160.1, XP_003394320.1	NP_001286124.1
OG0001913	XP_012173557.1, XP_003394255.1	NP_524909.1
OG0001914	XP_012170785.1	NP_608998.2, NP_001188704.1
OG0001915	XP_020718690.1	NP_001014612.1
OG0001916	XP_012175902.1	NP_648272.1
OG0001917	XP_003393608.1, XP_012171519.1	NP_611237.2
OG0001919	XP_012174402.1, XP_012176234.1	NP_610950.2
OG0001920	XP_012167972.1	NP_608361.3
OG0001921	XP_003397990.1	NP_001036438.1
OG0001922	XP_012176104.2, XP_020718243.1	NP_001246140.1
OG0001923	XP_012170503.1	NP_726381.1
OG0001924	XP_003398628.2	NP_609384.1
OG0001925	XP_012170179.1	NP_476618.1
OG0001926	XP_012173271.1	NP_609736.1
OG0001927	XP_003399747.1	NP_524688.1
OG0001928	XP_003398327.1	NP_001261246.1
OG0001929	XP_003398057.1, XP_020720626.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_003398513.1	NP_650547.1
OG0001931	XP_012171830.1, XP_003393631.1	NP_001097135.1
OG0001933	XP_012165422.1, XP_012165421.1	NP_524431.2
OG0001935	XP_003392983.2	NP_001015254.1
OG0001936	XP_012173303.1, XP_012173302.1	NP_001286158.1
OG0001937	XP_020720206.1	NP_001259619.1
OG0001938	XP_003401291.1	NP_001286427.1
OG0001939	XP_003402091.1	NP_649157.1
OG0001940	XP_003396706.1	NP_001287364.1
OG0001941	XP_012175979.1, XP_012175978.1	NP_001368962.1
OG0001942	XP_003399824.1	NP_001260565.1, NP_476804.1
OG0001943	XP_012174446.1	NP_001188918.1, NP_651214.2
OG0001944	XP_012175128.2	NP_001163494.1
OG0001945	XP_012169355.1	NP_572873.2
OG0001946	XP_012169211.1, XP_003399027.1	NP_001303420.1
OG0001947	XP_012168753.1, XP_003398752.1	NP_649796.1
OG0001949	XP_003401656.1	NP_001285813.1
OG0001950	XP_020724111.1, XP_020724112.1, XP_012176588.1, XP_012176589.1, XP_003394623.1	NP_001261595.1
OG0001951	XP_003401677.1	NP_726846.1
OG0001952	XP_020722982.1	NP_001245466.1
OG0001953	XP_003398846.1	NP_788450.1
OG0001954	XP_012169938.1	NP_001263037.1
OG0001959	XP_012164380.1	NP_649972.1
OG0001960	XP_003400117.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_012176387.1	NP_001286875.1
OG0001962	XP_003400081.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_012166488.1	NP_648053.1
OG0001964	XP_012163751.1, XP_003395679.1, XP_012163750.1	NP_001287227.1
OG0001965	XP_003396734.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_003400709.1, XP_012171686.1, XP_012171687.1	NP_001286827.1
OG0001967	XP_012164287.1	NP_001262353.1
OG0001968	XP_012172059.1	NP_001097756.1
OG0001969	XP_003398874.1	NP_001259204.1
OG0001971	XP_003396171.1	NP_723787.1
OG0001973	XP_003402575.2	NP_726095.2
OG0001974	XP_003394604.1	NP_648645.1
OG0001975	XP_003393615.1, XP_020722754.1	NP_001260979.1
OG0001976	XP_003396873.1	NP_001138150.1
OG0001977	XP_003396921.1	NP_611067.2
OG0001981	XP_020720334.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001987	XP_020721875.1	NP_001356937.1
OG0001988	XP_012174278.1, XP_003402586.1	NP_524001.2
OG0001989	XP_003394559.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_003396797.1, XP_012165923.1	NP_788760.1
OG0001991	XP_003403260.1	NP_001262998.1
OG0001992	XP_020718241.1, XP_012176117.1, XP_020718242.1	NP_001245552.1
OG0001993	XP_003399272.2	NP_611538.1
OG0001994	XP_012166674.1, XP_012166675.1, XP_020719819.1, XP_020719820.1, XP_012166673.1, XP_012166676.1	NP_651072.1
OG0001995	XP_012166305.1	NP_523355.2
OG0001996	XP_020721178.1, XP_003402524.2	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_003401360.1	NP_996267.1
OG0001998	NP_001273373.1	NP_651780.1
OG0001999	XP_003397670.1	NP_523428.1
OG0002000	XP_012169582.1, XP_012169581.1	NP_726490.3
OG0002001	XP_012166791.1, XP_003393276.1	NP_001285572.1
OG0002002	XP_003393361.1, XP_003393360.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_012170850.1	NP_001259998.1
OG0002004	XP_003395189.1	NP_650776.1
OG0002005	XP_012175836.1	NP_647640.1
OG0002006	XP_020721833.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_020723706.1	NP_001261689.1
OG0002009	XP_003395439.1	NP_001027401.1
OG0002010	XP_012173985.1	NP_651600.1
OG0002011	XP_012175909.1	NP_001286589.1
OG0002012	XP_020721924.1	NP_001014582.1, NP_524041.2
OG0002013	XP_012166513.1	NP_001245550.1
OG0002014	XP_012170736.1	NP_476562.1
OG0002015	XP_012164409.1	NP_609782.2
OG0002016	XP_012163724.2, XP_012175579.1	NP_788448.1
OG0002017	XP_020722714.1, XP_020722712.1	NP_610188.2
OG0002018	XP_003399744.1	NP_648586.2
OG0002019	XP_020721033.1	NP_001137910.2
OG0002020	XP_012175271.1, XP_012169541.1	NP_732549.2
OG0002021	XP_012165708.1	NP_649827.2
OG0002022	XP_003393632.1	NP_726406.1
OG0002023	XP_020721751.1	NP_001245577.1
OG0002024	XP_020718300.1	NP_610095.1
OG0002025	XP_020718542.1, XP_012163251.1	NP_649877.1
OG0002026	XP_012168714.1	NP_001259298.1
OG0002028	XP_003396316.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_003399923.1	NP_610059.1
OG0002032	XP_012164220.1	NP_001286795.1
OG0002033	XP_020722620.1	NP_001285275.1
OG0002035	XP_012165020.1	NP_611093.2
OG0002036	XP_020723250.1	NP_001286548.1
OG0002037	XP_003393087.1	NP_524660.1
OG0002038	XP_003403079.1	NP_608372.1
OG0002039	XP_003400817.1	NP_001286974.1
OG0002041	XP_003399954.1, XP_012170615.1	NP_647887.1
OG0002042	XP_012173394.1, XP_012173393.1	NP_001137671.1, NP_610099.1
OG0002043	XP_003397026.1	NP_001034012.2
OG0002044	XP_012172337.1, XP_003401337.1	NP_001263139.1
OG0002045	XP_012173327.1, XP_003401984.1	NP_477311.1
OG0002046	XP_003395099.1, XP_012163215.1	NP_001097124.1
OG0002047	XP_003397599.1	NP_001189286.1
OG0002048	XP_012163263.1, XP_003394909.1	NP_001247185.1
OG0002049	XP_020719930.1, XP_020719931.1, XP_020719932.1, XP_020719929.1	NP_732811.1
OG0002050	XP_020719609.1	NP_001285355.1
OG0002051	XP_020721347.1, XP_012170528.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_003397687.1	NP_611508.1
OG0002053	XP_003393369.1, XP_012167672.1	NP_610530.1
OG0002054	XP_012171523.1	NP_524677.1
OG0002055	XP_003398184.3	NP_001259900.1, NP_572902.1
OG0002056	XP_012175262.1, XP_003403259.1	NP_524907.2
OG0002057	XP_012171573.1, XP_003400607.1	NP_609888.2
OG0002058	XP_003398722.1	NP_609119.2
OG0002059	XP_012171417.1, XP_012171415.1, XP_020722155.1	NP_648185.1
OG0002060	XP_012166625.1, XP_012174237.1	NP_726403.2
OG0002061	XP_003394556.1	NP_001036338.1
OG0002062	XP_012166002.1, XP_012166000.1	NP_001356975.1
OG0002063	XP_020720722.1, XP_020720723.1	NP_001285001.1
OG0002064	XP_003400193.1	NP_001356982.1
OG0002065	XP_020722024.1	NP_001284967.1
OG0002066	XP_003401098.2	NP_649869.1
OG0002067	XP_012173614.1	NP_651116.1
OG0002068	XP_012167000.1	NP_611856.1
OG0002069	XP_003397304.1	NP_652610.1
OG0002070	XP_012172718.1, XP_003393685.1, XP_020723878.1	NP_650941.3
OG0002071	XP_003396343.1, XP_020719578.1, XP_012165326.1, XP_012165325.1	NP_477372.1
OG0002072	XP_003397397.1	NP_001259984.1
OG0002073	XP_003401796.1	NP_001260394.1
OG0002074	XP_003401195.1, XP_012172107.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_012164178.1, XP_003395677.1	NP_524583.1
OG0002076	XP_012173033.1	NP_001163600.1
OG0002077	XP_012175906.1	NP_724409.3
OG0002078	XP_003398915.1	NP_001259928.1
OG0002080	XP_003394537.1	NP_649990.2
OG0002081	XP_003401707.1	NP_001286545.1
OG0002082	XP_012164880.1	NP_572503.1
OG0002083	XP_003398356.1	NP_648372.1
OG0002084	XP_003394253.1	NP_611677.1
