Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0001438	XP_020721546.1, XP_012170219.1	XP_021708714.1, XP_021704285.1
OG0001439	XP_003397978.1	XP_021705419.1, XP_021711772.1
OG0001440	XP_020724292.1, XP_020724291.1, XP_012176379.1, XP_020724293.1	XP_021706240.1
OG0001441	XP_012173022.1, XP_012173027.1	XP_021706835.1, XP_021706838.1, XP_021712543.1, XP_021706836.1
OG0001442	XP_003403381.2, XP_020724207.1, XP_020721312.1	XP_021706881.1
OG0001443	XP_003402642.1, XP_020721946.1	XP_021706948.1, XP_021711425.1
OG0001444	XP_012164290.1, XP_012164162.1	XP_021708725.1
OG0001445	XP_012163907.1	XP_021712815.1
OG0001446	XP_020720634.1, XP_020720633.1, XP_012168229.1	XP_021713062.1, XP_021713058.1
OG0001453	XP_012165298.2	XP_001652827.1, XP_001652828.1, XP_001652829.1
OG0001455	XP_003403068.1	XP_001659135.1, XP_001649843.1
OG0001456	XP_012175619.1, XP_012175622.1, XP_012175621.1, XP_012175623.1, XP_020724044.1, XP_003393927.1	XP_021706989.1
OG0001457	XP_003397628.1	XP_001656531.1
OG0001458	XP_012171843.1	XP_021709031.1
OG0001459	XP_012165214.1	XP_001658793.2
OG0001460	XP_003393617.1	XP_001663584.2
OG0001461	XP_012164361.1	XP_001649395.2
OG0001462	XP_003396187.1, XP_003396186.1	XP_021710250.1, XP_021710252.1
OG0001463	XP_003402394.2, XP_012165835.1	XP_021706165.1, XP_021706164.1
OG0001464	XP_012164758.1	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1
OG0001465	XP_012175635.1, XP_003393935.1, XP_012175636.1	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1
OG0001466	XP_003396061.1, XP_012164900.1	XP_001652327.1
OG0001467	XP_003396679.1	XP_001649724.2
OG0001468	XP_003397743.1, XP_003397722.1	XP_001648269.1
OG0001469	XP_003398904.1	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1
OG0001470	XP_003394496.1	XP_001650785.1, XP_001650784.1, XP_001652204.1
OG0001471	XP_003394634.2, XP_020724160.1	XP_001657926.1
OG0001472	XP_012176274.1, XP_003394685.1	XP_001656628.1
OG0001473	XP_012173301.1	XP_021699212.1
OG0001474	XP_012167830.1, XP_012167829.1	XP_001662447.1
OG0001475	XP_003393093.1, XP_020719848.1, XP_003393092.1	XP_001664045.2
OG0001476	XP_020721376.1	XP_021705887.1
OG0001477	XP_020720672.1	XP_001654194.2
OG0001478	XP_003396281.1	XP_021711922.1, XP_021699182.1
OG0001479	XP_003398797.1	XP_001655863.1
OG0001480	XP_003395191.1, XP_012163645.1	XP_021708351.1
OG0001481	XP_020723132.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_020721633.1	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_012163379.1	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_012171842.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_012170254.1	XP_021700466.1
OG0001486	XP_012169168.1	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_012167898.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_012174744.1, XP_020723656.1	XP_021710667.1
OG0001489	XP_003401445.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_012163912.1, XP_012163914.1, XP_012163916.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_003399630.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_012168000.2	XP_021698974.1
OG0001494	XP_003399563.1	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_003394831.1	XP_021707805.1
OG0001496	XP_003394882.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_003399142.1, XP_020721145.1	XP_021707615.1
OG0001498	XP_012164993.1	XP_021697831.1
OG0001499	XP_003399467.1, XP_020721731.1, XP_003397849.1	XP_001651889.2
OG0001500	XP_020720057.1, XP_003397807.1	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_003396885.1	XP_021712753.1, XP_021699608.1
OG0001502	XP_003396866.1	XP_021699619.1
OG0001503	XP_003399092.1, XP_003399093.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_012176574.1	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_020718881.1	XP_001660600.2, XP_021704345.1
OG0001506	XP_012176477.1	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1
OG0001507	XP_003401091.1, XP_012172228.1	XP_021713312.1
OG0001508	XP_012176705.1, XP_012176699.1	XP_001658818.2
OG0001509	XP_012173176.1	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1
OG0001510	XP_012168991.1, XP_020721172.1	XP_021707687.1
OG0001511	XP_003396668.1	XP_001654598.1, XP_021697822.1
OG0001512	XP_012168897.1, XP_020721039.1	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1
OG0001513	XP_003399308.1	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1
OG0001514	XP_012176755.1	XP_001655385.1, XP_021705456.1
OG0001515	XP_012165605.1	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1
OG0001516	XP_003402767.2	XP_001657534.2
OG0001517	XP_003402258.1	XP_021712247.1
OG0001518	XP_003394178.3	XP_021702663.1
OG0001519	XP_012169169.1	XP_021695723.1, XP_021695724.1
OG0001520	XP_012174354.2, XP_012174355.1	XP_001659529.1
OG0001521	XP_003395486.1	XP_001663347.2
OG0001522	XP_020718251.1	XP_021710700.1
OG0001523	XP_020722376.1	XP_021693518.1
OG0001524	XP_003399206.1, XP_012169486.1, XP_012169487.1	XP_021693893.1, XP_021693937.1
OG0001525	XP_012172750.1, XP_003401499.1, XP_012172749.1	XP_021706611.1, XP_021706609.1, XP_021706610.1
OG0001526	XP_020720026.1, XP_012166840.1, XP_020720024.1	XP_021699965.1, XP_021699966.1, XP_021699961.1
OG0001527	XP_003397768.1	XP_021705511.1, XP_001659060.1
OG0001529	XP_012174646.1	XP_001653365.2, XP_001653366.2
OG0001531	XP_003395582.1	XP_001654172.1, XP_021711999.1
OG0001532	XP_012166490.1	XP_021705174.1
OG0001533	XP_003402056.1	XP_021697618.1
OG0001534	XP_020721645.1	XP_021707804.1
OG0001535	XP_012175172.1	XP_001654088.2
OG0001536	XP_012165121.1	XP_021698558.1, XP_021698552.1
OG0001537	XP_012169946.1, XP_012169947.1	XP_021710074.1, XP_001655561.2
OG0001539	XP_012170914.1	XP_001655433.2
OG0001541	XP_020719680.1, XP_003396341.1	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1
OG0001542	XP_012163276.1, XP_012163274.1	XP_021703912.1
OG0001543	XP_012168843.1	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	XP_003394442.1, XP_012176378.1, XP_020724290.1	XP_021703178.1
OG0001546	XP_012163794.1, XP_012163795.1, XP_003395645.1	XP_021694031.1
OG0001547	XP_020721686.1	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1
OG0001548	XP_003394368.2, XP_012176262.1	XP_021709810.1
OG0001550	XP_003399933.1	XP_021707016.1, XP_021707017.1
OG0001551	XP_020719562.1, XP_020719563.1	XP_001649247.2
OG0001552	XP_003393584.1, XP_012170334.1	XP_021709518.1, XP_021709510.1
OG0001553	XP_012175724.1, XP_003394028.1	XP_001649155.2
OG0001554	XP_012169996.1, XP_012169992.1	XP_021699256.1
OG0001555	XP_012164431.1	XP_021708369.1
OG0001556	XP_003400217.1, XP_012170974.1	XP_021698930.1
OG0001557	XP_012169157.2, XP_003398998.1	XP_021703099.1
OG0001558	XP_020723020.1, XP_003401805.1	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	XP_003399174.3	XP_021709809.1
OG0001560	XP_012167417.2	XP_021700177.1
OG0001561	XP_012172415.1, XP_003401267.1, XP_012172414.1	XP_001659517.1
OG0001562	XP_012165869.1	XP_021699829.1, XP_021699830.1
OG0001563	XP_012172782.1, XP_012172784.1	XP_021707780.1
OG0001565	XP_012168216.1, XP_012168217.1, XP_012168214.1, XP_012168215.1, XP_012168213.1, XP_020720602.1, XP_012168212.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	XP_012174475.1	XP_021705207.1
OG0001568	XP_012164346.1, XP_012164344.1, XP_012164347.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	XP_003400682.1	XP_001653986.2
OG0001570	XP_003402743.1, XP_003402744.1	XP_021697701.1
OG0001571	XP_012170829.1	XP_021701795.1, XP_021711966.1
OG0001572	XP_003401007.1, XP_020722481.1, XP_020722482.1	XP_001661833.2, XP_001661834.1
OG0001575	XP_003397584.1	XP_001662131.2, XP_001648863.2
OG0001576	XP_020723599.1	XP_021700231.1
OG0001577	XP_020719874.1, XP_012166616.1	XP_021694857.1
OG0001579	XP_003398242.2, XP_012167913.1, XP_012167914.1	XP_021697228.1
OG0001580	XP_020722899.1, XP_003401926.1	XP_021708412.1
OG0001581	XP_003398383.1	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1
OG0001582	XP_012176331.1	XP_021693418.1
OG0001583	XP_003401531.3	XP_001653136.2
OG0001584	XP_003393138.1, XP_012164649.1	XP_021697527.1
OG0001585	XP_012164963.1, XP_012164964.1	XP_021699005.1
OG0001586	XP_003393715.1	XP_021704945.1, XP_001654729.2
OG0001587	XP_012165753.2	XP_001659266.1
OG0001588	XP_020720969.1, XP_020720971.1, XP_020720970.1	XP_021708908.1
OG0001589	XP_012164356.1	XP_021705121.1, XP_001657326.1
OG0001590	XP_003396208.2	XP_001648508.2, XP_021709476.1, XP_001662559.2, XP_001658622.2, XP_001662400.2, XP_001662401.2
OG0001591	XP_020721213.1, XP_012168968.1	XP_001649539.2
OG0001592	XP_020723335.1, XP_003402383.1	XP_001652031.2, XP_001652030.2
OG0001593	XP_020722498.1	XP_021706070.1, XP_021706066.1, XP_021706068.1, XP_021706069.1, XP_021706060.1, XP_021706061.1, XP_021706062.1, XP_021706063.1, XP_021706065.1, XP_021706067.1, XP_001652228.1
OG0001594	XP_012164749.1, XP_012164750.1, XP_003396139.1	XP_001652589.2
OG0001595	XP_012165878.1, XP_012165877.1, XP_012165876.1, XP_003396765.1	XP_001654339.2
OG0001596	XP_020721997.1	XP_001655002.2
OG0001597	XP_003393964.1	XP_001655545.1
OG0001598	XP_012163499.1	XP_001657509.1, XP_001660818.2, XP_001657506.2
OG0001599	XP_003402629.1, XP_012174360.1, XP_012174361.1	XP_001659709.2
OG0001600	XP_003397870.1	XP_001662110.1, XP_021699697.1, XP_021699698.1
OG0001601	XP_020720744.1	XP_021693003.1, XP_021693005.1, XP_021712673.1
OG0001602	XP_012163956.1, XP_012163954.1, XP_020718802.1	XP_021711854.1, XP_021693787.1
OG0001603	XP_020719222.1, XP_012165174.1, XP_012165173.1	XP_021694636.1
OG0001604	XP_012167570.1, XP_012167575.1	XP_021698607.1, XP_021698608.1
OG0001605	XP_020718451.1, XP_012175532.1, XP_012163400.1	XP_021698633.1
OG0001606	XP_012169847.2	XP_021698821.1, XP_021698822.1
OG0001607	XP_020723376.1, XP_003402461.1	XP_021701306.1
OG0001608	XP_012169615.1, XP_012169614.1	XP_021701802.1, XP_021701803.1, XP_021701800.1, XP_021701801.1
OG0001614	XP_003403084.2	XP_001661445.1
OG0001615	XP_003402444.1	XP_001649059.1, XP_001649058.1
OG0001616	XP_003399340.1	XP_021712922.1, XP_001654033.1
OG0001617	XP_003393623.1	XP_021712041.1, XP_001651134.1
OG0001619	XP_012168493.1	XP_001659711.1
OG0001620	XP_003401842.1	XP_001650713.1
OG0001621	XP_020723077.1	XP_001653624.2
OG0001622	XP_003402083.1	XP_001660625.1
OG0001623	XP_003395188.1	XP_001653270.2
OG0001624	XP_003399667.1	XP_001656550.2
OG0001625	XP_003403106.1	XP_001661087.1
OG0001626	XP_003398572.1, XP_012168351.1	XP_001649135.1
OG0001627	XP_003394726.2	XP_021707044.1, XP_011493541.1, XP_001654478.1
OG0001628	XP_020718456.1	XP_021693961.1
OG0001629	XP_012173811.1, XP_012173812.1	XP_001660169.1
OG0001630	XP_003398527.1	XP_021699215.1, XP_021699214.1
OG0001631	XP_020720976.1, XP_003398681.1	XP_021704306.1
OG0001633	XP_020721917.1	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1
OG0001634	XP_012173728.1	XP_021707434.1, XP_021707433.1, XP_001649577.2
OG0001635	XP_012174882.1, XP_012174883.1, XP_012174884.1, XP_012174885.1, XP_012174886.1, XP_003403013.1, XP_012174887.1	XP_001660621.2
OG0001636	XP_012173783.1	XP_001661101.1
OG0001637	XP_012167750.1	XP_001658256.1
OG0001638	XP_020724090.1, XP_003402244.1, XP_020723236.1	XP_001662068.2
OG0001639	XP_012171149.1	XP_021706741.1
OG0001640	XP_003396116.1	XP_021711928.1, XP_001660977.2
OG0001641	XP_003395440.1	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1
OG0001642	XP_012173919.1, XP_003393925.1	XP_021704630.1, XP_021704631.1, XP_001648127.2
OG0001644	XP_003403179.1	XP_021706333.1, XP_001654366.1
OG0001645	XP_003401724.1	XP_021713239.1
OG0001646	XP_020718530.1, XP_003394922.1	XP_001651173.2
OG0001647	XP_020722302.1	XP_021710653.1, XP_021710277.1
OG0001648	XP_012169955.1, XP_012170068.1, XP_012169905.1, XP_012170016.1, XP_012169839.1	XP_001651963.2
OG0001649	XP_012167564.1, XP_003397875.2, XP_020720124.1, XP_012167563.1, XP_012167562.1	XP_021699402.1
OG0001650	XP_003401930.1	XP_001660443.2
OG0001651	XP_012169672.1, XP_020721110.1, XP_012169670.1	XP_021712338.1
OG0001652	XP_020719955.1, XP_003397370.1	XP_021709162.1
OG0001653	XP_020720421.1	XP_021704764.1, XP_021704765.1
OG0001655	XP_003396274.1	XP_021712934.1, XP_021695115.1
OG0001656	XP_020720327.1	XP_001660613.1
OG0001657	XP_012165258.1, XP_012165259.1, XP_003396300.1, XP_020719401.1, XP_012165256.1	XP_001650988.2
OG0001658	XP_003394971.1	XP_021701909.1
OG0001659	XP_012172174.1	XP_001649004.2, XP_021712038.1
OG0001660	XP_003402966.1	XP_021710671.1
OG0001662	XP_012172087.1, XP_020722522.1	XP_001661416.2, XP_021712562.1
OG0001663	XP_003398069.1	XP_021708803.1
OG0001664	XP_012164167.1	XP_021712961.1
OG0001665	XP_012169681.1	XP_021711561.1, XP_001654204.2, XP_001651001.2, XP_021693638.1
OG0001666	XP_003402540.1	XP_021695946.1
OG0001667	XP_020718905.1	XP_021699681.1
OG0001668	XP_003402712.1, XP_012174476.1	XP_021705214.1
OG0001669	XP_012169423.1	XP_021703010.1, XP_021703012.1, XP_021703011.1, XP_021703006.1, XP_021703008.1, XP_021703009.1, XP_021703007.1
OG0001670	XP_020719043.1, XP_020719044.1, XP_020719045.1	XP_001663817.1
OG0001671	XP_012167756.2	XP_021708990.1
OG0001672	XP_003402261.2	XP_021709521.1, XP_021709522.1, XP_021709520.1
OG0001673	XP_003393455.1	XP_001660487.1
OG0001674	XP_012164368.2	XP_021702429.1, XP_021702434.1, XP_021702435.1, XP_021702430.1, XP_021702431.1, XP_021702432.1, XP_021702433.1
OG0001675	XP_003400780.2, XP_012171703.1	XP_021699206.1, XP_021699205.1, XP_021699208.1, XP_021699207.1
OG0001676	XP_012165191.1	XP_001652395.2
OG0001677	XP_012173379.1, XP_012173378.1, XP_003402094.1, XP_012173380.1, XP_012173377.1	XP_001652096.1
OG0001678	XP_003396253.1, XP_012165166.1	XP_001652786.2
OG0001679	XP_020721291.1, XP_020721289.1, XP_020721290.1	XP_021712412.1, XP_001660326.1
OG0001680	XP_012170489.1, XP_012170490.1	XP_021700806.1, XP_021712519.1
OG0001681	XP_003400294.1	XP_001658183.2
OG0001682	XP_020724355.1	XP_021710725.1, XP_021710723.1, XP_021710727.1
OG0001683	XP_012166459.1, XP_012166462.1, XP_012166461.1, XP_012166457.1, XP_012166458.1, XP_003397203.1, XP_012166460.1	XP_001657224.1
OG0001684	XP_012172856.2, XP_012172855.1	XP_021694318.1
OG0001685	XP_012176402.1, XP_012176404.1, XP_012176403.1, XP_020724267.1	XP_021696569.1
OG0001686	XP_012175263.1	XP_021693026.1, XP_021693027.1, XP_021693024.1, XP_021693025.1, XP_021693022.1
OG0001687	XP_020721942.1, XP_020721937.1	XP_001648656.2
OG0001689	XP_003400035.1	XP_021695340.1, XP_021702951.1, XP_001654676.1, XP_001652436.1, XP_021702788.1, XP_021702787.1
OG0001690	XP_012171710.1, XP_003400696.1	XP_001652822.2
OG0001691	XP_012176663.1, XP_003394697.1	XP_021697807.1, XP_021711737.1
OG0001692	XP_020723212.1, XP_020723209.1	XP_021706079.1, XP_021706080.1
OG0001693	XP_012166479.1	XP_021699846.1, XP_021699847.1, XP_021699845.1
OG0001694	XP_020724349.1	XP_001657811.1
OG0001695	XP_020722507.1, XP_003401031.1	XP_021695027.1
OG0001696	XP_020721280.1	XP_021707171.1
OG0001697	XP_012172762.1	XP_001655183.2
OG0001699	XP_012166736.1, XP_012166735.1	XP_021706338.1, XP_001652000.1
OG0001700	XP_012172001.1	XP_021709327.1, XP_021709333.1, XP_021709340.1
OG0001701	XP_012174425.1, XP_012174426.1, XP_012174424.1, XP_003402727.1	XP_021709749.1
OG0001702	XP_012165448.1	XP_001657404.2
OG0001703	XP_020723542.1	XP_021694077.1, XP_021694076.1
OG0001704	XP_012170574.1	XP_021695754.1, XP_021695753.1
OG0001706	XP_003397655.3	XP_021703194.1
OG0001707	XP_012165203.1, XP_003393254.1	XP_021710585.1, XP_021710586.1
OG0001708	XP_012175289.2	XP_021705236.1
OG0001709	XP_020724319.1	XP_021692980.1
OG0001710	XP_003393838.1, XP_003393840.1	XP_021694338.1, XP_021712737.1
OG0001711	XP_003402420.1	XP_001650198.2
OG0001712	XP_012170658.1	XP_021711134.1
OG0001713	XP_012164799.1	XP_021705608.1, XP_021705607.1, XP_021705606.1, XP_021705605.1
OG0001714	XP_012166492.1, XP_012166507.1	XP_001661880.1
OG0001715	XP_003394181.1	XP_001660978.1
OG0001716	XP_012173856.1	XP_021708325.1
OG0001717	XP_012163286.1	XP_001648674.1
OG0001718	XP_003396790.1	XP_021698837.1, XP_021698835.1, XP_021698836.1, XP_021698839.1, XP_001648403.1, XP_021698838.1
OG0001719	XP_020719723.1, XP_012169444.1	XP_001653610.1
OG0001720	XP_020719845.1, XP_003397044.1	XP_021707046.1
OG0001721	XP_003394758.1	XP_001659894.2
OG0001722	XP_003395619.1	XP_021700019.1
OG0001723	XP_020722798.1, XP_003401135.1	XP_001658810.2, XP_021708657.1, XP_021708698.1, XP_001658813.1, XP_021708687.1, XP_001660077.1, XP_001663216.2
OG0001724	XP_003402390.3	XP_001658110.2
OG0001725	XP_020723174.1, XP_020723175.1, XP_003402214.1	XP_021709391.1
OG0001726	XP_012170079.1	XP_021706047.1
OG0001728	XP_020721610.1	XP_021700273.1
OG0001729	XP_020720628.1	XP_021696384.1, XP_021696372.1, XP_021696389.1
OG0001730	XP_020718288.1	XP_021707010.1, XP_021707011.1, XP_021707007.1, XP_021707008.1
OG0001731	XP_003396134.1	XP_021708554.1, XP_021708557.1
OG0001732	XP_012163872.1	XP_021694992.1
OG0001733	XP_012163131.1	XP_021695329.1, XP_021702423.1, XP_021702422.1, XP_021701342.1, XP_021712901.1, XP_021701341.1, XP_021702192.1
OG0001734	XP_003393247.1	XP_021703177.1, XP_001658259.2
OG0001735	XP_012172500.1, XP_003393670.1	XP_021703341.1, XP_021706414.1
OG0001736	XP_012176533.1	XP_001657611.1
OG0001737	XP_003396256.1, XP_012165175.1	XP_001659930.2
OG0001738	XP_012169921.1, XP_012169916.1, XP_012169906.1, XP_012169912.1, XP_003393557.1, XP_020722020.1	XP_001660400.1, XP_021697734.1
OG0001739	XP_012168204.1	XP_021695605.1, XP_021695606.1
OG0001740	XP_020720734.1	XP_021704328.1
OG0001741	XP_003393556.1, XP_012169887.1, XP_020722003.1	XP_001649571.2, XP_021710883.1, XP_021710884.1
OG0001742	XP_020722478.1, XP_020722479.1	XP_021708254.1
OG0001743	XP_003400184.1	XP_001660114.1
OG0001744	XP_003401419.2	XP_021704069.1, XP_021704068.1
OG0001745	XP_020723864.1, XP_003403254.1	XP_021713007.1
OG0001746	XP_003402326.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001747	XP_020720553.1, XP_012168560.1	XP_021706970.1
OG0001748	XP_012174349.1, XP_012174343.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_012175903.1	XP_021706440.1
OG0001750	XP_003398027.1, XP_012167650.1	XP_001647895.2
OG0001751	XP_012174773.1	XP_001648099.1
OG0001752	XP_003402022.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_003398429.1, XP_003398437.1	XP_001652244.1
OG0001754	XP_012165575.1, XP_020722608.1	XP_001652911.1
OG0001755	XP_003400318.1	XP_001653062.1
OG0001756	XP_003396398.2, XP_012165424.1, XP_012165425.1	XP_001655179.1
OG0001757	XP_012175463.2, XP_020721863.1, XP_003403012.2, XP_012171067.1, XP_012171066.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
OG0001758	XP_012163809.1	XP_001656095.2
OG0001759	XP_003393749.1	XP_001657407.2
OG0001760	XP_003396969.1	XP_001657581.2
OG0001762	XP_003398244.1, XP_012167918.1	XP_001661603.1
OG0001763	XP_012169332.1	XP_021707256.1, XP_001662871.1
OG0001764	XP_003395538.1	XP_001663376.2
OG0001765	XP_012174895.1	XP_001663710.1
OG0001766	XP_020723862.1, XP_012175234.1, XP_012175247.1	XP_021699736.1
OG0001767	XP_012164116.1	XP_021702187.1, XP_021702186.1
OG0001768	XP_003398409.1	XP_021707862.1, XP_021707851.1, XP_021707864.1, XP_021707860.1, XP_021707856.1, XP_021707857.1, XP_021707858.1, XP_021707859.1, XP_021707852.1, XP_021707853.1, XP_021707854.1, XP_021707855.1, XP_021707863.1
OG0001769	XP_012171890.1	XP_021711093.1, XP_021711094.1
OG0001774	XP_003400429.1, XP_003400430.1	XP_021700405.1, XP_001663729.1, XP_021700404.1
