Orthogroup	Bombus_terrestris	Tribolium_castaneum
OG0003433	XP_020719223.1, XP_012165947.1	XP_008195123.1
OG0003434	XP_020724167.1, XP_003394477.1	XP_008198501.1
OG0003435	XP_003396357.1	XP_969028.1
OG0003436	XP_003396482.1	XP_015833550.1
OG0003437	XP_020723885.1	XP_971616.1
OG0003438	XP_020718677.1	XP_015837111.1
OG0003439	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1	XP_967669.1
OG0003441	XP_003394510.1	XP_008192116.1
OG0003442	XP_003398932.1	XP_001813222.2
OG0003443	XP_012174081.1	XP_008194507.1, XP_001810308.1
OG0003444	XP_012170821.2	XP_972944.2
OG0003445	XP_003393575.1	XP_008191608.1
OG0003446	XP_003394673.1	XP_008191716.1, NP_001034533.1
OG0003447	XP_003400493.1	XP_972185.1
OG0003448	XP_020719521.1	XP_968783.3
OG0003449	XP_012166095.2	XP_008199221.1
OG0003450	XP_003394524.1	XP_975997.1
OG0003451	XP_012175637.1	NP_001164283.1, XP_008198999.1
OG0003452	XP_012167551.1, XP_003397866.1	XP_972065.2
OG0003453	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1	XP_966562.1
OG0003454	XP_003402092.1, XP_012173374.1	XP_969326.1
OG0003455	XP_012166419.1, XP_012166418.1, XP_012166420.1	XP_967436.1
OG0003456	XP_003393586.1	XP_967297.1
OG0003457	XP_003397544.1	XP_971915.1
OG0003458	XP_020722383.1	XP_967192.2
OG0003459	XP_003397938.1	XP_975621.1
OG0003460	XP_003393593.2	XP_971025.2
OG0003461	XP_020722167.1, XP_020722164.1	XP_008196927.2
OG0003462	XP_012169183.1	XP_008196051.1
OG0003463	XP_003398065.1	NP_001153721.1
OG0003464	XP_003393068.1, XP_012163643.1	XP_971685.1
OG0003465	XP_012170130.1	XP_008197705.1
OG0003466	XP_003403100.1	XP_008198199.1
OG0003467	XP_003397188.1	XP_971784.1
OG0003468	XP_012170491.1	XP_974962.1
OG0003470	XP_003401292.1	XP_015834687.1
OG0003471	XP_012166543.1, XP_003397209.1	XP_973735.1
OG0003472	XP_020724289.1	XP_968085.1
OG0003473	XP_003399117.1	XP_008201210.1
OG0003474	XP_003395173.1	XP_969684.1
OG0003475	XP_012167161.1	XP_015839694.1
OG0003476	XP_012172672.1	XP_015839296.1, XP_015839299.1, XP_015839297.1
OG0003477	XP_012168386.1, XP_012168385.1	XP_015833317.1, XP_975225.1
OG0003478	XP_012175129.1	XP_971851.1
OG0003479	XP_003402562.1	XP_970344.2
OG0003480	XP_020719042.1, XP_020719041.1	XP_973347.1
OG0003481	XP_020720651.1	XP_015835781.1
OG0003482	XP_012164772.1	XP_974350.1
OG0003483	XP_003395520.1	XP_975150.1
OG0003484	XP_012164591.1	XP_015838763.1
OG0003485	XP_012164420.1, XP_020718869.1	XP_008197724.1
OG0003486	XP_003393625.1	XP_974924.1
OG0003487	XP_003401921.1	XP_973866.2
OG0003488	XP_003395652.1	XP_971607.2
OG0003489	XP_003393033.1	XP_969874.1
OG0003490	XP_003403029.1	XP_015834660.1
OG0003491	XP_020721001.1	XP_015839807.1
OG0003492	XP_003397234.1, XP_012166574.1	XP_008194887.1
OG0003493	XP_003399033.1	XP_008196190.1
OG0003494	XP_003396915.1	XP_970578.1
OG0003495	XP_003401073.1	XP_973445.1
OG0003496	XP_003396707.1	XP_970303.1
OG0003497	XP_012163541.1	XP_967550.1
OG0003498	XP_003392871.1	XP_008191163.1
OG0003499	XP_012171291.1	XP_968497.2
OG0003500	XP_012168790.1, XP_012168789.1	XP_008190862.1, XP_968956.1
OG0003501	XP_003402365.1	XP_008192902.2
OG0003502	XP_003396994.1	XP_970521.1
OG0003503	XP_003394479.1	XP_008191516.2, XP_015840697.1
OG0003504	XP_003402180.1	XP_015835000.1
OG0003506	XP_012175765.1	XP_968980.1
OG0003507	XP_020722171.1	NP_001034538.1, XP_008195064.1
OG0003508	XP_003398733.1	XP_972877.1
OG0003509	XP_012174478.1	XP_008192430.1
OG0003510	XP_003393502.1	XP_015837770.1
OG0003511	XP_003398635.2, XP_020723871.1, XP_003403409.2	XP_008195456.1
OG0003512	XP_012164666.1	XP_973569.2
OG0003513	XP_012167836.1	XP_008191010.1
OG0003515	XP_020718715.1, XP_012164209.1	XP_008190306.1
OG0003516	XP_012169809.1	XP_001808987.1
OG0003517	XP_003399368.1	XP_970071.1
OG0003518	XP_003399079.1	XP_972118.2
OG0003519	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1	XP_008192483.1
OG0003520	XP_003402231.1	XP_966993.2
OG0003521	XP_012167293.1	XP_973057.1, XP_008201589.1
OG0003522	XP_012169456.1, XP_003399179.1	XP_001812550.1
OG0003523	XP_012166747.1	XP_008195146.1
OG0003524	XP_020722814.1	XP_008194241.1
OG0003525	XP_003395919.1	XP_008199510.2
OG0003526	XP_012171650.1	XP_008197506.1
OG0003527	XP_020718438.1	XP_015833512.1
OG0003528	XP_003400760.2	XP_008200525.1, XP_008200526.1
OG0003529	XP_020718265.1, XP_012175898.1	XP_008196635.1
OG0003530	XP_020722430.1	XP_974944.1
OG0003531	XP_012170751.1	XP_001814498.1
OG0003532	XP_003399690.1	XP_008197690.1, XP_008197691.1
OG0003533	XP_003397508.1	XP_001813387.1
OG0003534	XP_012172617.1	XP_015840564.1
OG0003535	XP_003393281.1	XP_970554.1
OG0003536	XP_003397936.1	XP_008191826.1
OG0003538	XP_003397552.1	XP_971862.1
OG0003539	XP_003393064.1	XP_970892.1
OG0003540	XP_012163734.1	XP_015838085.1, XP_008190384.1
OG0003541	XP_003399070.1	XP_008200928.1
OG0003542	XP_003402488.1	XP_968817.1
OG0003543	XP_020723476.1	XP_974555.1
OG0003544	XP_003399716.1	XP_975490.1
OG0003545	XP_020721827.1	XP_974369.1, NP_001107792.1
OG0003546	XP_003393420.1	XP_015834035.1
OG0003547	XP_012173687.1	XP_008196287.1
OG0003549	XP_003398377.1	XP_972796.1, XP_972842.1
OG0003550	XP_020723417.1, XP_012174091.1	XP_008191653.2
OG0003551	XP_003400833.1, XP_012171880.1	XP_969418.2
OG0003552	XP_012173753.1	XP_001816051.2
OG0003553	XP_003398337.1	XP_966414.1, XP_015834040.1, XP_015834041.1
OG0003554	XP_003401774.2	XP_008191338.1
OG0003555	XP_003394162.1	XP_969359.1
OG0003556	XP_003401624.1	XP_008197977.1
OG0003557	XP_003395315.1	XP_008194275.1
OG0003558	XP_003398951.1	XP_008200863.1, NP_001139383.1
OG0003559	XP_020720445.1	XP_015833739.1
OG0003560	XP_020718562.1	XP_008201481.1
OG0003561	XP_020722374.1, XP_003400946.1	XP_966722.1
OG0003562	XP_012170143.1	XP_008197720.1
OG0003563	XP_012176123.1	XP_008199095.1
OG0003564	XP_012170707.1	XP_974591.1
OG0003565	XP_003396666.1	XP_008195579.1
OG0003566	XP_012171759.1, XP_003400894.1	XP_008197508.1
OG0003567	XP_020718824.1	XP_972971.1
OG0003568	XP_012169593.1	XP_008199840.1
OG0003569	XP_012169599.2	XP_008200019.1, XP_008200021.1
OG0003570	XP_020722373.1, XP_012171932.1	XP_970689.1
OG0003571	XP_003401325.1	XP_972466.1
OG0003572	XP_012172795.1	XP_969549.2
OG0003573	XP_012163535.1	XP_015839835.1
OG0003574	XP_003397736.1	XP_001813297.1
OG0003575	XP_012173751.1	XP_970039.1
OG0003576	XP_012167998.2	XP_970591.1
OG0003577	XP_012167897.1	XP_008191870.1
OG0003578	XP_003402630.1	XP_967572.1
OG0003579	XP_012168001.1	XP_008194949.2, XP_015836565.1
OG0003580	XP_003401655.1	XP_008198520.1
OG0003581	XP_003395903.1	XP_008201126.1
OG0003582	XP_003393784.1, XP_020721323.1	XP_008200259.1
OG0003583	XP_012176544.1	XP_015837609.1
OG0003584	XP_003401911.1	XP_008197704.1, XP_008197703.1
OG0003585	XP_003397704.1	XP_001809489.2
OG0003586	XP_003395092.1	XP_968904.1
OG0003587	XP_012173353.1	XP_968692.2
OG0003588	XP_020718806.1	XP_008192717.2, XP_966870.1
OG0003589	XP_003402285.1	XP_015835994.1
OG0003591	XP_012176698.1	XP_966852.1
OG0003592	XP_012164576.1	XP_008190560.1
OG0003593	XP_012164855.1	XP_008201260.2
OG0003596	XP_003397233.1	XP_008192521.1
OG0003597	XP_012175919.2, XP_012175918.1	XP_008199159.1
OG0003598	XP_012167375.1	XP_015834381.1, XP_015834358.1
OG0003599	XP_012166821.1	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1
OG0003600	XP_020723269.1, XP_020723268.1, XP_012173861.1	XP_001814012.1
OG0003601	XP_003395629.1	XP_008200160.1
OG0003602	XP_012170769.1, XP_003403387.2	XP_975667.1
OG0003603	XP_003399042.1, XP_012169235.1	XP_973896.2
OG0003604	XP_012169956.1	XP_008190706.2
OG0003605	XP_012166042.1	XP_015833448.1
OG0003606	XP_020718317.1	XP_974252.1
OG0003607	XP_012165162.1	XP_968511.2
OG0003608	XP_012163239.1	NP_001153717.1, XP_008195553.1
OG0003609	XP_012166936.2	XP_974525.1
OG0003610	XP_003394611.2	XP_008191498.2
OG0003611	XP_003398763.1	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1
OG0003612	XP_012172194.1	XP_015837280.1
OG0003613	XP_003394301.1	XP_015838584.1
OG0003614	XP_003394584.1	XP_015839061.1
OG0003615	XP_003395483.1	XP_015837963.1
OG0003616	XP_012169719.1	XP_975040.2
OG0003617	XP_020723165.1	XP_015838318.1
OG0003618	XP_003400995.1	XP_969603.1
OG0003619	XP_003398224.1	XP_008195521.2
OG0003620	XP_020723368.1	XP_015837557.1, XP_015837556.1, XP_015837555.1
OG0003621	XP_012173204.1	XP_008200747.1
OG0003622	XP_020721534.1	XP_015835258.1
OG0003623	XP_020719351.1	XP_008193820.1
OG0003624	XP_012174115.1	XP_008197990.1
OG0003625	XP_012171227.1	XP_015836260.1
OG0003626	XP_012172164.1	XP_001814885.2
OG0003627	XP_012172938.2	XP_975547.1, XP_015837353.1
OG0003628	XP_003397605.1	XP_015833795.1
OG0003629	XP_003401146.1	XP_015839804.1, XP_015839805.1, XP_015839803.1, XP_972357.1
OG0003630	XP_012168911.2	XP_015838483.1
OG0003632	XP_020720474.1	NP_001280515.1
OG0003633	XP_003395122.1	XP_008194372.1
OG0003634	XP_003399197.1	XP_968761.1
OG0003635	XP_012164787.1	XP_015835053.1
OG0003636	XP_020721799.1, XP_003400090.1	XP_008194320.1
OG0003637	XP_012174947.1	XP_969960.1
OG0003638	XP_012167857.1	XP_008200898.1
OG0003639	XP_003398728.1	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1
OG0003640	XP_020721121.1	XP_015839248.1
OG0003641	XP_020722906.1	XP_015839097.1
OG0003642	XP_012172877.1	XP_008198362.1
OG0003643	XP_020721960.1	XP_974513.1
OG0003644	XP_012171534.1	XP_971690.1
OG0003645	XP_012176334.1	XP_015836973.1
OG0003646	XP_003398690.1	NP_001073624.1, XP_008192741.1
OG0003647	XP_012176133.2	XP_008201144.2
OG0003648	XP_020722335.1	XP_975120.1
OG0003649	XP_012170372.1, XP_012170367.1	XP_008190452.1
OG0003650	XP_020724206.1	XP_015839066.1
OG0003652	XP_003393892.1	XP_015837327.1
OG0003653	XP_003394393.1	XP_008201133.1, XP_008201132.1, XP_008201131.1
OG0003655	XP_003393295.1	XP_008196209.2
OG0003656	XP_012175963.1	XP_972851.1
OG0003657	XP_012170011.1	XP_967783.1
OG0003658	XP_012175099.1	XP_015838852.1
OG0003660	XP_020720578.1	XP_974248.2
OG0003661	XP_012167107.1	XP_008191219.1
OG0003662	XP_020723661.1	XP_008191788.1
OG0003664	XP_012164618.1	XP_001811274.1
OG0003665	XP_012164802.1	XP_973359.1
OG0003666	XP_003396069.1	XP_001814402.1
OG0003667	XP_012173324.1	XP_008192927.1
OG0003668	XP_012169584.1	XP_971091.2
OG0003669	XP_003400215.1	XP_967180.2
OG0003670	XP_003399292.1, XP_020721304.1, XP_020721303.1	XP_971706.1
OG0003671	XP_003394632.1	XP_008200590.1
OG0003672	XP_003395365.2	XP_008195407.1
OG0003673	XP_020721729.1, XP_012169850.1, XP_012169851.1	XP_008192092.1, XP_015835049.1
OG0003674	XP_012169014.1, XP_012169013.1	XP_008193661.1
OG0003675	XP_003393766.1	XP_969225.3
OG0003676	XP_012174448.1	XP_968591.1
OG0003677	XP_012163989.1	XP_973912.1
OG0003678	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1	XP_008198169.1
OG0003679	XP_012165818.1	XP_971751.1
OG0003680	XP_020720724.1, XP_020720727.1	XP_015833438.1
OG0003681	XP_003397161.1	XP_970085.1
OG0003682	XP_012168180.1	XP_970044.2
OG0003683	XP_020723372.1, XP_003393709.1	XP_968322.2
OG0003684	XP_003400693.1	XP_001812551.2
OG0003685	XP_012171647.1	NP_001161783.1
OG0003686	XP_020723680.1	XP_008201118.1
OG0003687	XP_012164237.1	XP_967964.1
OG0003688	XP_020722732.1	XP_008200815.1, XP_008200816.1
OG0003689	XP_020723902.1	XP_015838754.1, XP_008191112.1
OG0003690	XP_003395748.1	XP_008196048.2
OG0003691	XP_012173978.1	XP_008191606.1
OG0003692	XP_020723394.1	XP_973458.1, XP_008192597.1
OG0003694	XP_003400326.1	NP_001104734.1
OG0003700	XP_012169250.1	XP_008193466.1
OG0003706	XP_020722231.1, XP_003400797.1	XP_008193015.1
OG0003709	XP_003394858.1	XP_973974.1
OG0003710	XP_012176347.1	XP_967704.1
OG0003711	XP_003399787.1	XP_974658.1
OG0003712	XP_003398378.1	XP_975936.1
OG0003713	XP_012176145.1	XP_966313.1, XP_008190429.1
OG0003714	XP_003397274.1	XP_967826.1
OG0003715	XP_012165426.1	XP_008196247.1, XP_971390.1
OG0003716	XP_012173401.1, XP_012173402.1	XP_015838480.1
OG0003718	XP_012174429.1	XP_008195096.1
OG0003719	XP_003398188.1	XP_971079.1
OG0003720	XP_012170722.1	XP_015837881.1, XP_015837882.1
OG0003721	XP_012175060.1	XP_966517.1
OG0003722	XP_003392860.1	XP_008199299.1
OG0003723	XP_003402655.1	XP_015836676.1
OG0003724	XP_003403107.1	NP_001034496.1
OG0003726	XP_012164471.1, XP_012164472.1, XP_003395340.1	XP_971148.1
OG0003727	XP_003394476.1, XP_012176414.1	XP_971046.2
OG0003728	XP_012164327.1	XP_971145.1
OG0003729	XP_003398256.1	XP_008195395.1, XP_008195396.1
OG0003730	XP_003403345.1	XP_015833603.1
OG0003731	XP_003394616.1	XP_971296.1
OG0003732	XP_003402554.1	XP_001814293.1
OG0003733	XP_003398287.1	XP_008192304.1
OG0003734	XP_003400687.1	XP_973073.2
OG0003735	XP_003401424.1	XP_969459.1
OG0003736	XP_012175878.1	XP_008196776.2
OG0003737	XP_003396800.1	XP_008199529.1, XP_966347.1
OG0003738	XP_003395291.1	XP_973035.1
OG0003739	XP_003401518.1	XP_967263.1
OG0003740	XP_003401553.1	XP_971155.1
OG0003741	XP_003396719.1	XP_972645.1
OG0003742	XP_012163334.1	XP_970923.1
OG0003743	XP_012165953.1	XP_971918.2
OG0003744	XP_003400991.1	NP_001164315.1
OG0003745	XP_003394350.1	XP_975087.1
OG0003746	XP_012163881.1	XP_970133.1
OG0003748	XP_012168566.1	NP_001107798.1, XP_015839662.1
OG0003749	XP_003400317.1	XP_970254.1
OG0003750	XP_012168130.1	XP_967824.1
OG0003751	XP_012175469.1, XP_012168014.1	NP_001038093.1, XP_008193594.1
OG0003752	XP_012164661.1	NP_001164085.1, XP_008195258.1
OG0003753	XP_012172907.1	XP_970929.1
OG0003754	XP_012171814.1	XP_015836702.1
OG0003755	XP_003398815.1	XP_967919.1
OG0003756	XP_003395667.1	XP_968405.1
OG0003757	XP_003401545.1	XP_968271.1
OG0003758	XP_003394907.1	XP_971436.1
OG0003759	XP_003398720.2	XP_008194469.1
OG0003760	XP_003394717.1	XP_015839092.1
OG0003761	XP_012166085.1	XP_966886.1, XP_015835099.1
OG0003762	XP_003394458.1	XP_974293.1
OG0003763	XP_003401036.1	XP_971695.1
OG0003764	XP_020721411.1	XP_008197510.1, XP_975144.1
OG0003765	XP_003399812.1	XP_967519.1
OG0003766	XP_003394009.1, XP_012174123.1	XP_001814264.2
OG0003767	XP_003395306.1	XP_967936.1, XP_972909.1
OG0003768	XP_003402853.1	XP_969121.2
OG0003769	XP_020720595.1, XP_003398359.1, XP_020720594.1	XP_015833490.1
OG0003770	XP_003402581.1	XP_974119.1
OG0003771	XP_003401828.1	XP_971558.1
OG0003772	XP_003395590.1	XP_008193987.2
OG0003773	XP_003395332.2	XP_008193663.1
OG0003774	XP_012170978.1	XP_008195033.1
OG0003776	XP_003399757.1	XP_008198197.1
OG0003777	XP_012167149.1	XP_008194045.1
OG0003778	XP_020718480.1	XP_975075.1
OG0003779	XP_003402657.1	NP_001193392.1
OG0003780	XP_012171654.1	XP_970884.1
OG0003781	XP_012166948.1	XP_967272.1
OG0003782	XP_003397313.1	XP_975169.1
OG0003783	XP_003401568.1	XP_008201233.2, NP_001280497.1
OG0003784	XP_003400255.1	XP_001812198.1
OG0003785	XP_003399519.1	XP_966504.1
OG0003786	XP_003401629.1	XP_966803.1
OG0003787	XP_003397613.1	XP_969863.1
OG0003788	XP_003402136.1	XP_008192173.1, XP_001813051.2
OG0003789	XP_003394456.1	XP_972384.1
OG0003790	XP_003393097.1	XP_976168.1
OG0003791	XP_012164696.1	XP_008191487.1
OG0003792	XP_003395898.2	XP_974895.2
OG0003793	XP_003392951.1	XP_974264.1
OG0003794	XP_020720539.1	XP_975256.1
OG0003795	XP_012172248.1, XP_003401119.1	XP_974439.3
OG0003796	XP_003402558.1, XP_020723441.1	XP_008201695.1
OG0003797	XP_020718925.1, XP_003395568.1	XP_015836878.1
OG0003798	XP_003394776.1	XP_974329.2
OG0003799	XP_012176545.1	XP_967465.1
OG0003800	XP_003400744.3	XP_973301.2
OG0003801	XP_003399830.1	XP_001812473.1
OG0003802	XP_012172080.1	XP_967719.1
OG0003803	XP_012174194.2	XP_969337.1
OG0003804	XP_003396198.1	XP_008199506.1
OG0003805	XP_003397540.1	XP_974201.1
OG0003806	XP_003401853.1	XP_975160.1
OG0003807	XP_003400763.1	XP_968297.1
OG0003808	XP_012170572.1	XP_969424.1
OG0003809	XP_003394060.1	XP_975444.1
OG0003810	XP_003394847.1	XP_008192565.1
OG0003811	XP_003397856.1	XP_968343.1
OG0003812	XP_003400199.1, XP_012170948.1	XP_973170.1
OG0003813	XP_003402879.1	XP_969981.1, XP_967800.1
OG0003814	XP_003400441.2	XP_008197466.1
OG0003815	XP_012169397.1	XP_008191566.1
OG0003816	XP_003399393.1	XP_971339.2
OG0003817	XP_012169368.1	XP_971956.1
OG0003818	XP_003402156.1, XP_012173716.1	XP_972419.2
OG0003819	XP_003401328.1	XP_969571.1
OG0003820	XP_020721052.1	NP_001036067.1, XP_008198138.1
OG0003821	XP_012171068.1	XP_971279.1
OG0003822	XP_020719833.1	XP_015836273.1
OG0003823	XP_003402949.1	XP_015840852.1, XP_015840850.1, XP_015840851.1
OG0003824	XP_012164345.1	XP_008191077.1, XP_015833523.1
OG0003825	XP_012166466.1, XP_012166465.1	XP_008198124.1
OG0003826	XP_020720011.1	XP_015836462.1
OG0003828	XP_003396889.2	XP_974879.1
OG0003829	XP_012166227.1	XP_971218.1
OG0003830	XP_012175454.2, XP_012167728.1	XP_008193710.1
OG0003831	XP_003400677.1	XP_008195757.1
OG0003832	XP_012173887.1	XP_008199507.1, XP_008200908.1
OG0003833	XP_003399790.1	XP_968641.2
OG0003834	XP_012174670.1	XP_015837872.1, XP_973241.1
OG0003835	XP_012168709.1	XP_008195804.1
OG0003836	XP_012173196.2	XP_001808136.2
OG0003837	XP_003394757.1	XP_969666.1
OG0003838	XP_003394285.1	XP_008200791.1
OG0003839	XP_012173008.1	XP_008198228.1
OG0003840	XP_003401798.1	XP_008194449.1
OG0003841	XP_003393847.1	XP_008199155.1
OG0003842	XP_012170605.1	XP_969499.1
OG0003843	XP_003403087.1, XP_012174907.1	XP_971825.1
OG0003844	XP_003397607.1	XP_975229.1
OG0003845	XP_012176114.1	XP_973881.1
OG0003846	XP_003394615.1	XP_970539.1
OG0003847	XP_012174241.1	XP_015840700.1, XP_015840701.1
OG0003848	XP_003395820.1, XP_012164354.1	XP_971496.1
OG0003849	XP_003400188.1	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	XP_003398559.1	XP_971798.1
OG0003852	XP_003402305.2	XP_968688.1
OG0003853	XP_003400083.2	XP_971342.1
OG0003854	XP_012170484.1	XP_973443.1
OG0003855	XP_003397557.1	XP_008191837.1
OG0003856	XP_003401541.1	XP_972279.1
OG0003857	XP_003397343.1	XP_008198708.1
OG0003859	XP_003396156.1	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	NP_001267862.1	XP_973280.1, XP_015840621.1
OG0003861	XP_003397931.1	XP_973525.1
OG0003862	XP_003399549.1	XP_008190999.1
OG0003863	XP_012168019.1	XP_015834597.1
OG0003864	XP_003402983.1, XP_012174747.1	XP_015833071.1
OG0003865	XP_003401265.1, XP_003401264.1	XP_001812177.1
OG0003866	XP_003397986.1	XP_967025.1
OG0003867	XP_020723653.1	XP_970705.2
OG0003868	XP_012167944.1, XP_003398260.1	XP_973776.1
OG0003869	XP_003399054.1	XP_015832930.1
OG0003870	XP_003393674.1	XP_970066.1
OG0003871	XP_020720764.1, XP_012168535.1, XP_012168534.1	XP_015838454.1
OG0003872	XP_012173307.1	XP_975022.2
OG0003873	XP_012165920.1	XP_015835685.1
OG0003874	XP_012164064.1	XP_015837379.1, XP_975417.1
OG0003875	XP_003397230.1	XP_975557.1, XP_015837369.1
OG0003876	XP_012164640.1	XP_008197992.1
OG0003877	XP_003400115.1	XP_974842.2
OG0003878	XP_012168580.1	XP_008195459.1
OG0003879	XP_012166836.1	XP_966633.1
OG0003880	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1	XP_970460.1
OG0003881	XP_020718897.1, XP_003395781.1	XP_966933.2
OG0003883	XP_003401855.1	XP_008199828.1
OG0003884	XP_012163849.1	XP_968624.3, XP_968774.1
OG0003885	XP_003402476.1	XP_008197340.1
OG0003886	XP_012176406.1	XP_972673.1
OG0003887	XP_020724324.1, XP_012176067.1, XP_020724323.1	XP_967126.1
OG0003888	XP_003393605.1	XP_972409.1
OG0003889	XP_012176166.2	XP_976189.2
OG0003890	XP_020720074.1	XP_973593.1
OG0003891	XP_020722769.1	XP_969757.1
OG0003892	XP_003400402.1	XP_008199505.1
OG0003893	XP_003399859.1	XP_015835782.1
OG0003894	XP_003398517.1	XP_970377.1
OG0003895	XP_003396092.1	XP_015839580.1
OG0003896	XP_012173932.1	XP_008195445.1
OG0003897	XP_012173494.1, XP_012173493.1	XP_008193928.1
OG0003898	XP_003393443.1	XP_967648.1
OG0003899	XP_003400851.1	XP_974860.1
OG0003900	XP_003397205.1	XP_971106.1
OG0003901	XP_003393189.1	XP_015833779.1
OG0003902	XP_012170394.1, XP_020721669.1	XP_008190947.1
OG0003903	XP_012173368.1	XP_008190604.1
OG0003904	XP_012175893.1	XP_967597.1
OG0003906	XP_003402506.1, XP_012174117.1	XP_970238.1
OG0003907	XP_003398274.1	XP_975330.1
OG0003908	XP_003396034.1	XP_008198904.2
OG0003909	XP_003401804.1	XP_966529.2
OG0003910	XP_003393750.2	XP_008194700.1
OG0003911	XP_012171942.1, XP_012171941.1	XP_008196593.1
OG0003912	XP_012172905.1	XP_008198089.1
OG0003913	XP_003398502.1	XP_015833341.1
OG0003914	XP_003393610.1	XP_973214.1
OG0003915	XP_012166130.1	XP_008190310.1
OG0003916	XP_003393408.1	XP_015836759.1
OG0003918	XP_012164806.1	XP_008199603.1
OG0003919	XP_003398268.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_003397663.1	XP_008193432.1
OG0003921	XP_020723363.1	XP_008192860.1
OG0003922	XP_003399540.1	XP_969270.1
OG0003923	XP_012174543.2	XP_008192619.1
OG0003924	XP_003397839.1	XP_008192100.1
OG0003925	XP_003401946.1	XP_975236.2
OG0003926	XP_003399888.1	XP_966598.1
OG0003927	XP_012170826.1	XP_970461.1
OG0003928	XP_012164426.1	XP_968656.1, XP_967956.1
OG0003929	XP_012165285.1	XP_971431.2
OG0003930	XP_003398362.1	NP_001157646.1, XP_008193597.1
OG0003931	XP_003396019.2	XP_975596.1
OG0003932	XP_003397951.1	XP_008192247.1
OG0003933	XP_012164908.1	XP_971638.1
OG0003934	XP_012174485.1	XP_975180.1
OG0003935	XP_003398498.1	XP_969262.1
OG0003936	XP_012163744.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_020721302.1, XP_012169626.1, XP_012169625.1	XP_970913.2
OG0003938	XP_003399647.1	XP_008199062.1
OG0003939	XP_003394834.1	XP_008195211.1
