HOG	OG	Gene Tree Parent Clade	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
N2.HOG0002981	OG0002161	n0			XP_017891460.2	XP_015433127.1			XP_003705495.1	XP_033341521.1	XP_031847318.1	XP_029050015.1	XP_034179493.1
N2.HOG0002982	OG0002162	n0			XP_017876540.1	XP_015438583.1			XP_003706955.1	XP_033320971.1	XP_031825903.1	XP_029039992.1	XP_034190134.1
N2.HOG0002983	OG0002163	n0			XP_017883270.1	XP_015434512.1			XP_012144082.1	XP_033332862.1	XP_031833993.1	XP_029047342.1	XP_034181243.1
N2.HOG0002984	OG0002164	n0			XP_017888157.1	XP_015437068.1			XP_012140337.1	XP_033333505.1	XP_031828559.1	XP_029035833.1	XP_034187371.1
N2.HOG0002985	OG0002165	n0			XP_026670224.1	XP_015433300.1			XP_012135731.1	XP_033321880.1	XP_031830065.1	XP_029046800.1	XP_034190626.1
N2.HOG0002986	OG0002166	n0			XP_017888982.2	XP_015438735.1			XP_012140551.1	XP_033326926.1	XP_031847368.1	XP_029055348.1	XP_034193461.1
N2.HOG0002987	OG0002167	n0			XP_026673228.1	XP_015439451.1			XP_012152105.1	XP_033338293.1	XP_031834422.1	XP_029039316.1	XP_034187808.1
N2.HOG0002988	OG0002168	n0			XP_017892077.1	XP_015428862.1			XP_003707000.2	XP_033325456.1	XP_031835887.1	XP_029045664.1	XP_034189920.1
N2.HOG0002989	OG0002169	n0			XP_026675064.1	XP_015436874.1			XP_012152750.1	XP_033336912.1	XP_031829367.1	XP_029042900.1	XP_034187408.1
N2.HOG0002990	OG0002170	n0			XP_026670814.1	XP_015430035.1			XP_003702165.2	XP_033328437.1	XP_031826088.1	XP_029055522.1	XP_034195574.1
N2.HOG0002991	OG0002171	n0			XP_017892514.1	XP_015436264.1			XP_003702185.2	XP_033340478.1	XP_031840353.1	XP_029032497.1	XP_034190535.1
N2.HOG0002992	OG0002172	n0			XP_026669476.1	XP_015429922.1			XP_003702199.1	XP_033340112.1	XP_031846745.1	XP_029055620.1	XP_034185019.1
N2.HOG0002993	OG0002173	n0			XP_017884991.1	XP_015438942.1			XP_003702887.1	XP_033336323.1	XP_031836592.1	XP_029052730.1	XP_034191520.1
N2.HOG0002994	OG0002174	n0			XP_026666817.1	XP_015430876.1			XP_012146561.1	XP_033323125.1	XP_031841003.1	XP_029040578.1	XP_034182773.1
N2.HOG0002995	OG0002175	n0			XP_017890317.1	XP_015432311.1			XP_012142658.1	XP_033339379.1	XP_031847627.1	XP_029052393.1	XP_034178050.1
N2.HOG0002996	OG0002176	n0			XP_017892507.1	XP_015431020.1			XP_012143286.1	XP_033321732.1	XP_031838129.1	XP_029039214.1	XP_034191952.1
N2.HOG0002997	OG0002177	n0			XP_017877598.1	XP_015437776.1			XP_003699260.1	XP_033342545.1	XP_031835464.1	XP_029042454.1	XP_034175344.1
N2.HOG0002998	OG0002178	n0			XP_026669408.1	XP_015435470.1			XP_012151813.1	XP_033341386.1	XP_031839494.1	XP_029050877.1	XP_034172100.1
N2.HOG0002999	OG0002179	n0			XP_017891265.1	XP_015432821.1			XP_003705061.1	XP_033328779.1	XP_031839308.1	XP_029035756.1	XP_034173653.1
N2.HOG0003000	OG0002180	n0			XP_026669656.1	XP_015435870.1			XP_003706129.1	XP_033323094.1	XP_031844635.1	XP_029032873.1	XP_034182786.1
N2.HOG0003001	OG0002181	n0			XP_017887822.1	XP_015439654.1			XP_003706743.1	XP_033335846.1	XP_031834363.1		
N2.HOG0003002	OG0002182	n0			XP_017891506.1	XP_015429077.1			XP_003702343.1	XP_033321563.1	XP_031840016.1	XP_029041538.1	XP_034171818.1
N2.HOG0003003	OG0002183	n0			XP_017888264.1	XP_015432843.1			XP_003707989.1	XP_033323022.1	XP_031846941.1	XP_029050253.1	XP_034173417.1
N2.HOG0003004	OG0002184	n0			XP_017890293.1	XP_015433622.1			XP_012142732.1	XP_033334640.1	XP_031827693.1	XP_029052173.1	XP_034178175.1
N2.HOG0003005	OG0002185	n0			XP_017877232.1	XP_015430896.1			XP_003701189.2	XP_033337609.1	XP_031828821.1	XP_029047099.1	XP_034190321.1
N2.HOG0003006	OG0002186	n0			XP_017882726.1	XP_015433855.1			XP_003699999.1	XP_033323348.1	XP_031843212.1	XP_029037693.1	XP_034187833.1
N2.HOG0003007	OG0002187	n0			XP_017880863.1	XP_015434229.1			XP_003703999.1	XP_033322063.1	XP_031844686.1	XP_029052058.1	XP_034188231.1
N2.HOG0003008	OG0002188	n0			XP_017893359.1	XP_015430875.1			XP_012146563.1	XP_033323126.1	XP_031840999.1	XP_029040628.1	XP_034182777.1
N2.HOG0003009	OG0002189	n0			XP_017890050.1	XP_015440117.1			XP_003700372.1	XP_033325990.1	XP_031831289.1	XP_029036681.1	XP_034192868.1
N2.HOG0003010	OG0002190	n0			XP_017881705.1	XP_015431662.1			XP_003703012.1	XP_033332374.1	XP_031834428.1	XP_029035544.1	XP_034174076.1
N2.HOG0003011	OG0002191	n0			XP_017877077.1	XP_015435603.1			XP_012143765.1	XP_033323607.1	XP_031843624.1	XP_029036944.1	XP_034189734.1
N2.HOG0003012	OG0002192	n0			XP_026671017.1	XP_015433482.1			XP_012144848.1	XP_033337923.1	XP_031830710.1	XP_029034914.1	XP_034185051.1
N2.HOG0003013	OG0002193	n0			XP_026668953.1	XP_015429619.1			XP_003706560.2	XP_033329522.1	XP_031841811.1	XP_029051057.1	XP_034187921.1
N2.HOG0003014	OG0002194	n0			XP_017892011.1	XP_015439562.1			XP_012149072.1	XP_033325425.1	XP_031835866.1	XP_029045659.1	XP_034189693.1
N2.HOG0003015	OG0002195	n0			XP_017876653.1	XP_015437677.1			XP_012149462.1	XP_033325413.1	XP_031825949.1	XP_029039581.1	XP_034186308.1
N2.HOG0003016	OG0002196	n0			XP_017876903.1	XP_015432359.1			XP_003701594.1	XP_033341968.1	XP_031839583.1	XP_029031851.1	XP_034171335.1
N2.HOG0003017	OG0002197	n0			XP_017887106.1	XP_015430355.1			XP_012154191.1	XP_033338866.1	XP_031827082.1	XP_029042318.1	XP_034191159.1
N2.HOG0003018	OG0002198	n0			XP_026670135.1	XP_015439217.1			XP_012139916.1	XP_033336979.1	XP_031845189.1	XP_029035520.1	XP_034173931.1
N2.HOG0003019	OG0002199	n0			XP_026668177.1	XP_015437792.1			XP_012153498.1	XP_033342615.1	XP_031835466.1	XP_029042456.1	XP_034175348.1
N2.HOG0003020	OG0002200	n0			XP_017878708.1	XP_015432606.1			XP_003702433.1	XP_033322716.1	XP_031838982.1	XP_029051203.1	XP_034191640.1
N2.HOG0003021	OG0002201	n0			XP_017876872.1, XP_017875927.2	XP_015431449.1			XP_012136723.1		XP_031832740.1	XP_029054464.1	XP_034196570.1
N2.HOG0003022	OG0002202	n0			XP_017886165.1	XP_015433688.1			XP_012146534.1	XP_033326412.1	XP_031848790.1	XP_029046205.1	XP_034194414.1
N2.HOG0003023	OG0002203	n0			XP_017882144.1	XP_015439248.1			XP_003705473.1	XP_033324029.1	XP_031837671.1	XP_029046855.1	XP_034180686.1
N2.HOG0003024	OG0002204	n0			XP_017887466.1	XP_015440427.1			XP_003699310.1	XP_033343011.1	XP_031838562.1	XP_029048870.1	XP_034174913.1
N2.HOG0003025	OG0002205	n0			XP_017892566.1	XP_015432432.1			XP_012153526.1	XP_033327681.1	XP_031847385.1	XP_029036968.1	XP_034193658.1
N2.HOG0003026	OG0002206	n0			XP_017879282.1	XP_015431418.1			XP_003701558.1	XP_033323632.1	XP_031833768.1	XP_029055075.1	XP_034171573.1
N2.HOG0003027	OG0002207	n0			XP_026675516.1	XP_015440386.1			XP_012140732.1	XP_033327718.1	XP_031838732.1	XP_029037275.1	XP_034195805.1
N2.HOG0003028	OG0002208	n0			XP_017884183.1	XP_015429159.1			XP_012135250.1	XP_033321541.1	XP_031834337.1	XP_029055907.1	XP_034171762.1
N2.HOG0003029	OG0002209	n0			XP_017876730.1	XP_015438352.1			XP_012149461.1	XP_033325730.1	XP_031841261.1	XP_029045672.1	XP_034189469.1
N2.HOG0003030	OG0002210	n0			XP_017886030.1	XP_015432563.1			XP_012136821.1	XP_033333962.1	XP_031834271.1	XP_029033877.1	XP_034194752.1
N2.HOG0003031	OG0002211	n0			XP_017880706.2	XP_015435783.1			XP_003708226.1	XP_033327464.1	XP_031844309.1	XP_029033067.1	XP_034182068.1
N2.HOG0003032	OG0002212	n0			XP_017882141.1	XP_015439247.1			XP_012145752.1	XP_033324028.1	XP_031837652.1	XP_029046854.1	XP_034180684.1
N2.HOG0003033	OG0002213	n0			XP_017880381.1	XP_015437056.1			XP_012146405.1	XP_033335165.1	XP_031849744.1	XP_029046558.1	XP_034176123.1
N2.HOG0003034	OG0002214	n0			XP_017877114.1	XP_015432988.1			XP_003706440.1	XP_033325282.1	XP_031832486.1	XP_029040385.1	XP_034172472.1
N2.HOG0003035	OG0002215	n0			XP_017876548.1	XP_015438337.1			XP_012148761.1	XP_033331695.1	XP_031825870.1	XP_029040443.1	XP_034183475.1
N2.HOG0003036	OG0002216	n0			XP_026673176.1	XP_015429835.1			XP_012143827.1	XP_033323793.1	XP_031826159.1	XP_029052473.1	XP_034184805.1
N2.HOG0003037	OG0002217	n0			XP_017876386.1	XP_015438768.1			XP_012137570.1	XP_033330913.1	XP_031848088.1	XP_029051878.1	XP_034194070.1
N2.HOG0003038	OG0002218	n0			XP_017890365.1	XP_015432290.1			XP_012142898.1	XP_033323409.1	XP_031845823.1	XP_029042591.1	XP_034178190.1
N2.HOG0003039	OG0002219	n0			XP_017892680.1	XP_015428444.1			XP_003700443.2	XP_033332500.1	XP_031825764.1	XP_029049634.1	XP_034183091.1
N2.HOG0003040	OG0002220	n0			XP_017886224.1	XP_015435989.1			XP_003703509.1	XP_033329470.1	XP_031832217.1	XP_029051644.1	XP_034192472.1
N2.HOG0003041	OG0002221	n0			XP_017881362.2	XP_015433481.1			XP_012144916.1	XP_033337961.1	XP_031830943.1	XP_029035039.1	XP_034185128.1
N2.HOG0003042	OG0002222	n0			XP_017880703.1	XP_015431941.1			XP_003705864.1	XP_033343123.1	XP_031840176.1	XP_029051074.1	XP_034194436.1
N2.HOG0003043	OG0002223	n0			XP_017890025.2	XP_015439675.1			XP_012150279.1	XP_033328156.1	XP_031833783.1	XP_029036446.1	XP_034192748.1
N2.HOG0003044	OG0002224	n0			XP_017875992.1	XP_015430523.1			XP_003705138.1	XP_033332605.1	XP_031829816.1	XP_029051542.1	XP_034184786.1
N2.HOG0003045	OG0002225	n0			XP_026672118.1	XP_015429269.1			XP_003703476.1	XP_033329594.1	XP_031839069.1	XP_029043755.1	XP_034181269.1
N2.HOG0003046	OG0002226	n0			XP_017876004.1	XP_015430528.1			XP_003701161.1	XP_033327355.1	XP_031829894.1	XP_029044268.1	XP_034185235.1
N2.HOG0003047	OG0002227	n0			XP_017876374.1	XP_015438748.1			XP_012137567.1	XP_033330947.1	XP_031848183.1	XP_029051883.1	XP_034194035.1
N2.HOG0003048	OG0002228	n0			XP_017876873.1	XP_015433997.1			XP_003701443.2	XP_033342036.1	XP_031832395.1	XP_029034352.1	XP_034188901.1
N2.HOG0003049	OG0002229	n0			XP_017881416.1	XP_015433506.1			XP_012144806.1	XP_033337928.1	XP_031846435.1	XP_029034981.1	XP_034185139.1
N2.HOG0003050	OG0002230	n0			XP_026667332.1	XP_015438744.1			XP_003705319.1	XP_033322257.1	XP_031843510.1	XP_029051580.1	XP_034183335.1
N2.HOG0003051	OG0002231	n0			XP_017875991.1	XP_015430465.1			XP_012144889.1	XP_033332646.1	XP_031829809.1	XP_029051515.1	XP_034184714.1
N2.HOG0003052	OG0002232	n0			XP_017885246.1	XP_015436319.1			XP_003702176.1	XP_033340652.1	XP_031840626.1	XP_029055461.1	XP_034172664.1
N2.HOG0003053	OG0002233	n0			XP_017878932.1	XP_015428773.1			XP_003707673.1	XP_033327292.1	XP_031846379.1	XP_029041103.1	XP_034181338.1
N2.HOG0003054	OG0002234	n0			XP_017883726.1	XP_015430361.1			XP_003700517.1	XP_033335288.1	XP_031826916.1	XP_029048615.1	XP_034191078.1
N2.HOG0003055	OG0002235	n0			XP_026673324.1	XP_015438978.1			XP_012139880.1	XP_033336560.1	XP_031832684.1	XP_029039141.1	XP_034191993.1
N2.HOG0003056	OG0002236	n0			XP_026673971.1	XP_015433149.1			XP_012141882.1	XP_033324982.1	XP_031842700.1	XP_029036943.1	XP_034193810.1
N2.HOG0003057	OG0002237	n0			XP_017877819.1	XP_015433272.1			XP_012139164.1	XP_033332963.1	XP_031825604.1	XP_029052535.1	XP_034177614.1
N2.HOG0003058	OG0002238	n0			XP_026670474.1	XP_015431454.1			XP_003706521.1	XP_033326904.1	XP_031850382.1	XP_029038610.1	XP_034195007.1
N2.HOG0003059	OG0002239	n0			XP_017875473.1	XP_015438948.1			XP_012144621.1	XP_033336506.1	XP_031845884.1	XP_029037490.1	XP_034191559.1
N2.HOG0003060	OG0002240	n0			XP_026675338.1	XP_015429512.1			XP_012145389.1	XP_033332861.1	XP_031834028.1	XP_029051816.1	XP_034188035.1
N2.HOG0003061	OG0002241	n0			XP_017886893.1	XP_015438623.1			XP_012149688.1	XP_033325131.1	XP_031827814.1	XP_029033141.1	XP_034190782.1
N2.HOG0003062	OG0002242	n0			XP_017878530.1	XP_015435480.1			XP_012151191.1	XP_033342806.1	XP_031850227.1	XP_029042675.1	XP_034175923.1
N2.HOG0003063	OG0002243	n0			XP_017877886.1	XP_015435347.1			XP_003707970.1	XP_033322939.1	XP_031839099.1	XP_029037999.1	XP_034172539.1
N2.HOG0003064	OG0002244	n0			XP_017875137.1	XP_015435973.1			XP_003703660.1	XP_033329361.1	XP_031845792.1	XP_029041261.1	XP_034181691.1
N2.HOG0003065	OG0002245	n0			XP_017880352.1	XP_015435493.1			XP_012138919.1	XP_033335006.1	XP_031849879.1	XP_029047501.1	XP_034193100.1
N2.HOG0003066	OG0002246	n0			XP_017885147.1	XP_015434406.1			XP_003702139.1	XP_033330380.1	XP_031826569.1	XP_029051592.1	XP_034183294.1
N2.HOG0003067	OG0002247	n0			XP_026669355.1	XP_015429479.1			XP_012153953.1	XP_033321902.1	XP_031843866.1	XP_029046647.1	XP_034186691.1
N2.HOG0003068	OG0002248	n0			XP_017890410.1	XP_015437267.1			XP_012139278.1	XP_033327457.1	XP_031827865.1	XP_029033429.1	XP_034184937.1
N2.HOG0003069	OG0002249	n0			XP_017877868.1	XP_015439641.1			XP_012150158.1	XP_033324170.1	XP_031825488.1	XP_029045492.1	XP_034177133.1
N2.HOG0003070	OG0002250	n0			XP_017889380.1	XP_015433155.1			XP_003705959.1	XP_033327655.1	XP_031847309.1	XP_029036731.1	XP_034193725.1
N2.HOG0003071	OG0002251	n0			XP_017888794.1	XP_015430542.1			XP_003701140.1	XP_033327339.1	XP_031830186.1	XP_029049628.1	XP_034184885.1
N2.HOG0003072	OG0002252	n0			XP_017877063.1	XP_015435280.1			XP_012151554.1	XP_033341110.1	XP_031839094.1	XP_029050248.1	XP_034172316.1
N2.HOG0003073	OG0002253	n0			XP_017891470.1	XP_015430128.1			XP_003701367.2	XP_033339471.1	XP_031838237.1	XP_029056405.1	XP_034179271.1
N2.HOG0003074	OG0002254	n0			XP_017889491.1	XP_015439409.1			XP_003699630.1	XP_033324671.1	XP_031842649.1	XP_029045890.1	XP_034193481.1
N2.HOG0003075	OG0002255	n0			XP_017882882.1	XP_015440292.1			XP_003704174.1	XP_033343041.1	XP_031829514.1	XP_029056373.1	XP_034178870.1
N2.HOG0003076	OG0002256	n0			XP_017880178.1	XP_015432287.1			XP_012134846.1	XP_033338406.1	XP_031841506.1	XP_029049493.1	XP_034183202.1
N2.HOG0003077	OG0002257	n0			XP_017877696.1	XP_015437920.1			XP_003704779.1	XP_033322999.1	XP_031841120.1	XP_029045996.1	XP_034179023.1
N2.HOG0003078	OG0002258	n0			XP_017888633.1	XP_015432626.1			XP_003702432.1	XP_033322717.1	XP_031838987.1	XP_029051215.1	XP_034191689.1
N2.HOG0003079	OG0002259	n0			XP_017883799.1	XP_015435001.1			XP_012136430.1	XP_033334171.1	XP_031834212.1	XP_029043209.1	XP_034189250.1
N2.HOG0003080	OG0002260	n0			XP_017885548.1	XP_015429301.1			XP_003703478.1	XP_033329367.1	XP_031838358.1	XP_029043752.1	XP_034181266.1
N2.HOG0003081	OG0002261	n0			XP_026674303.1	XP_015440137.1			XP_012150272.1	XP_033328110.1	XP_031833910.1	XP_029036448.1	XP_034192760.1
N2.HOG0003082	OG0002262	n0			XP_017888177.1	XP_015433018.1			XP_003703875.1	XP_033328662.1	XP_031839298.1	XP_029042491.1	XP_034172743.1
N2.HOG0003083	OG0002263	n0			XP_017882564.1	XP_015430248.1			XP_012154360.1	XP_033338572.1	XP_031826694.1	XP_029051000.1	XP_034186776.1
N2.HOG0003084	OG0002264	n0			XP_017891941.1	XP_015428957.1			XP_012148961.1	XP_033331494.1	XP_031847872.1	XP_029045711.1	XP_034189937.1
N2.HOG0003085	OG0002265	n0			XP_017883486.1	XP_015440133.1			XP_003705207.1	XP_033324226.1	XP_031825339.1	XP_029046731.1	XP_034177682.1
N2.HOG0003086	OG0002266	n0			XP_026673853.1	XP_015430606.1			XP_012147160.1	XP_033323054.1	XP_031843971.1	XP_029050717.1	XP_034195544.1
N2.HOG0003087	OG0002267	n0			XP_017891799.1	XP_015433273.1			XP_003705246.2	XP_033337136.1	XP_031833600.1	XP_029042048.1	XP_034177870.1
N2.HOG0003088	OG0002268	n0			XP_017881447.1	XP_015435955.1			XP_012141391.1	XP_033329368.1	XP_031832205.1	XP_029041227.1	XP_034181436.1
N2.HOG0003089	OG0002269	n0			XP_017886561.1	XP_015438504.1			XP_012150978.1	XP_033340811.1	XP_031830828.1	XP_029049002.1	XP_034185811.1
N2.HOG0003090	OG0002270	n0			XP_017886573.1	XP_015438400.1			XP_003707694.1	XP_033340609.1	XP_031830423.1	XP_029048985.1	XP_034185706.1
N2.HOG0003091	OG0002271	n0			XP_017876020.1	XP_015430522.1			XP_003701257.1	XP_033337881.1	XP_031830110.1	XP_029046751.1	XP_034190657.1
N2.HOG0003092	OG0002272	n0			XP_017893280.2	XP_015435126.1			XP_012141576.1	XP_033332740.1	XP_031832283.1	XP_029038154.1	XP_034181717.1
N2.HOG0003093	OG0002273	n0			XP_017882263.1	XP_015431163.1			XP_003704843.2	XP_033334083.1	XP_031838759.1	XP_029047925.1	XP_034184338.1
N2.HOG0003094	OG0002274	n0			XP_026673624.1	XP_015428416.1			XP_012145458.1	XP_033338832.1	XP_031827254.1	XP_029048650.1	XP_034187070.1
N2.HOG0003095	OG0002275	n0			XP_017893191.1	XP_015429532.1			XP_012141450.1	XP_033332865.1	XP_031845764.1	XP_029038246.1	XP_034181775.1
N2.HOG0003096	OG0002276	n0			XP_017876938.1	XP_015435482.1			XP_003700592.1		XP_031849782.1, XP_031848863.1	XP_029048848.1	XP_034176415.1
N2.HOG0003097	OG0002277	n0			XP_017885828.1	XP_015434407.1			XP_012137879.1	XP_033322990.1	XP_031846735.1	XP_029032210.1	
N2.HOG0003098	OG0002278	n0			XP_017883313.1, XP_017878237.1							XP_029044184.1	
N2.HOG0003099	OG0002279	n0			XP_017885759.1	XP_015435747.1			XP_012146353.1	XP_033334333.1	XP_031846152.1	XP_029046973.1	XP_034189171.1
N2.HOG0003100	OG0002280	n0			XP_017877252.1	XP_015432670.1			XP_003705398.1	XP_033338495.1	XP_031827100.1	XP_029042297.1	XP_034191388.1
N2.HOG0003101	OG0002281	n0			XP_026675216.1	XP_015437120.1			XP_003701636.2	XP_033338380.1	XP_031848371.1	XP_029032950.1	XP_034182443.1
N2.HOG0003102	OG0002282	n0			XP_017890411.1	XP_015436795.1			XP_003705840.1	XP_033322623.1	XP_031838706.1	XP_029050305.1	XP_034195396.1
N2.HOG0003103	OG0002283	n0			XP_017876407.1	XP_015433378.1			XP_012145197.1	XP_033337233.1	XP_031833560.1	XP_029042174.1	XP_034177211.1
N2.HOG0003104	OG0002284	n0			XP_017893360.1	XP_015429268.1			XP_003703560.1	XP_033333980.1	XP_031834186.1	XP_029045301.1	XP_034181793.1
N2.HOG0003105	OG0002285	n0			XP_026668473.1	XP_015430400.1			XP_012138938.1	XP_033332616.1	XP_031830210.1	XP_029044232.1	XP_034184978.1
N2.HOG0003106	OG0002286	n0			XP_017884522.1	XP_015430066.1			XP_012134722.1	XP_033333569.1	XP_031828498.1	XP_029053345.1, XP_029054128.1	XP_034183932.1
N2.HOG0003107	OG0002287	n0			XP_026668789.1	XP_015428677.1			XP_012147524.1	XP_033327611.1	XP_031846480.1	XP_029041265.1	XP_034181414.1
N2.HOG0003108	OG0002288	n0			XP_017877316.1	XP_015432671.1			XP_012150990.1	XP_033338498.1	XP_031826946.1	XP_029042376.1	XP_034191284.1
N2.HOG0003109	OG0002289	n0			XP_017890941.1	XP_015429158.1			XP_003702342.1	XP_033321578.1	XP_031839809.1	XP_029041540.1	XP_034171823.1
N2.HOG0003110	OG0002290	n0			XP_017880505.1	XP_015429010.1			XP_012135156.1	XP_033341970.1	XP_031834608.1	XP_029055942.1	XP_034171672.1
N2.HOG0003111	OG0002291	n0			XP_017889197.1	XP_015439516.1			XP_003700138.1	XP_033338376.1	XP_031845481.1	XP_029037426.1	XP_034184213.1
N2.HOG0003112	OG0002292	n0			XP_017883121.1	XP_015439845.1			XP_012150123.1	XP_033328009.1	XP_031833531.1	XP_029042063.1	XP_034177380.1
N2.HOG0003113	OG0002293	n0			XP_026668682.1, XP_017877317.1				XP_012136066.1	XP_033325001.1	XP_031837847.1	XP_029033244.1	XP_034190731.1
N2.HOG0003114	OG0002294	n0			XP_026671985.1	XP_015434504.1			XP_012137858.1	XP_033340288.1	XP_031846762.1	XP_029032428.1	XP_034171515.1
N2.HOG0003115	OG0002295	n0			XP_017886337.1	XP_015434931.1			XP_003705929.1	XP_033324689.1	XP_031843144.1	XP_029034769.1	XP_034179352.1
N2.HOG0003116	OG0002296	n0			XP_017888373.1	XP_015439515.1			XP_003700139.1	XP_033338294.1	XP_031843982.1	XP_029037647.1	XP_034184210.1
N2.HOG0003117	OG0002297	n0			XP_017882020.1	XP_015438450.1			XP_003706896.1	XP_033331779.1	XP_031831128.1	XP_029040517.1	XP_034183692.1
N2.HOG0003118	OG0002298	n0			XP_017890930.2	XP_015429108.1			XP_003702282.1	XP_033321575.1	XP_031839879.1	XP_029041596.1	XP_034171821.1
N2.HOG0003119	OG0002299	n0			XP_017883776.1	XP_015429914.1			XP_012147060.1	XP_033328721.1	XP_031843983.1	XP_029040389.1	XP_034196047.1
N2.HOG0003120	OG0002300	n0			XP_017890180.1	XP_015439674.1			XP_012150267.1	XP_033328113.1	XP_031833914.1	XP_029036452.1	XP_034192766.1
N2.HOG0003121	OG0002301	n0			XP_017877589.1	XP_015428412.1			XP_003707784.1	XP_033342704.1	XP_031849385.1	XP_029046579.1	XP_034176602.1
N2.HOG0003122	OG0002302	n0			XP_017886138.1	XP_015428832.1			XP_003700784.1	XP_033339780.1	XP_031829245.1	XP_029053332.1	XP_034184594.1
N2.HOG0003123	OG0002303	n0			XP_017893473.1	XP_015438022.1			XP_012148355.1	XP_033326732.1	XP_031834459.1	XP_029039279.1	XP_034187359.1
N2.HOG0003124	OG0002304	n0			XP_026675339.1	XP_015429213.1			XP_012141252.1	XP_033329534.1	XP_031845809.1	XP_029041300.1	XP_034181213.1
N2.HOG0003125	OG0002305	n0			XP_017877801.1	XP_015430790.1			XP_003703040.2	XP_033336868.1	XP_031845110.1	XP_029035523.1	XP_034174536.1
N2.HOG0003126	OG0002306	n0			XP_017890182.1	XP_015439673.1			XP_003707338.1	XP_033328083.1	XP_031833918.1	XP_029036457.1	XP_034192768.1
N2.HOG0003127	OG0002307	n0			XP_017888792.1	XP_015430924.1			XP_003701236.1	XP_033327281.1	XP_031836059.1	XP_029049627.1	XP_034184884.1
N2.HOG0003128	OG0002308	n0			XP_017893502.1	XP_015437889.1			XP_003699228.1	XP_033326727.1	XP_031834457.1	XP_029035608.1	XP_034174551.1
N2.HOG0003129	OG0002309	n0			XP_026669134.1	XP_015435270.1			XP_012141609.1	XP_033328816.1	XP_031839242.1	XP_029040725.1	XP_034172657.1
N2.HOG0003130	OG0002310	n0			XP_017877499.1	XP_015436179.1			XP_012150847.1	XP_033325793.1	XP_031835196.1	XP_029047797.1	XP_034184389.1
N2.HOG0003131	OG0002311	n0			XP_017891802.1	XP_015439784.1			XP_012150147.1	XP_033337119.1	XP_031825601.1	XP_029043918.1	XP_034176839.1
N2.HOG0003132	OG0002312	n0			XP_017886477.1	XP_015432495.1			XP_012146842.1	XP_033324765.1	XP_031842732.1	XP_029036817.1	XP_034193632.1
N2.HOG0003133	OG0002313	n0			XP_017882477.1	XP_015429771.1			XP_003699850.1	XP_033321587.1	XP_031840666.1	XP_029037100.1	XP_034182291.1
N2.HOG0003134	OG0002314	n0			XP_017882724.1	XP_015439517.1			XP_012151391.1	XP_033338423.1	XP_031846438.1	XP_029037841.1	XP_034184571.1
N2.HOG0003135	OG0002315	n0			XP_017892364.1	XP_015429436.1			XP_003702145.1	XP_033340913.1	XP_031826442.1	XP_029053103.1	XP_034184098.1
N2.HOG0003136	OG0002316	n0			XP_026666774.1	XP_015430872.1			XP_012142390.1	XP_033323172.1	XP_031840986.1	XP_029040701.1	XP_034182082.1
N2.HOG0003137	OG0002317	n0			XP_017885605.1	XP_015439416.1			XP_003703448.1	XP_033329251.1	XP_031841821.1	XP_029046348.1	XP_034181714.1
N2.HOG0003138	OG0002318	n0			XP_017883186.1	XP_015429626.1			XP_012141580.1	XP_033329213.1	XP_031848841.1	XP_029041282.1	XP_034181569.1
N2.HOG0003139	OG0002319	n0			XP_017875365.1	XP_015428422.1			XP_012154295.1	XP_033332491.1	XP_031828152.1	XP_029049584.1	XP_034183081.1
N2.HOG0003140	OG0002320	n0			XP_017890707.1	XP_015434607.1			XP_012134935.1	XP_033335409.1	XP_031841335.1	XP_029041678.1	XP_034183057.1
N2.HOG0003141	OG0002321	n0			XP_026668156.1	XP_015436766.1			XP_012140685.1	XP_033322840.1	XP_031848357.1	XP_029050436.1	XP_034195471.1
