Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0001428	XP_017876422.1, XP_026667570.1, XP_017876425.1, XP_017876424.1, XP_017876423.1	XP_001647790.2
OG0001429	XP_017887819.1	XP_001650121.1
OG0001430	XP_017889757.1	XP_001654175.2, XP_021708114.1
OG0001432	XP_017877191.1	XP_021708580.1, XP_001660017.2, XP_021708611.1, XP_021708613.1, XP_021708608.1, XP_001663217.2
OG0001433	XP_026670221.1, XP_017881880.1, XP_017887042.1	XP_001662331.2
OG0001434	XP_017889807.1	XP_001663415.1
OG0001436	XP_017875451.1, XP_026667144.1, XP_026667143.1, XP_017875452.1	XP_021697897.1
OG0001437	XP_017889324.1, XP_017889326.1, XP_017889327.1	XP_021700178.1
OG0001438	XP_017882586.1, XP_017882584.1, XP_017882585.1	XP_021708714.1, XP_021704285.1
OG0001439	XP_017885251.1	XP_021705419.1, XP_021711772.1
OG0001440	XP_026669665.1, XP_026669663.1, XP_026669664.1, XP_017880753.1	XP_021706240.1
OG0001441	XP_017877253.1, XP_017877251.1	XP_021706835.1, XP_021706838.1, XP_021712543.1, XP_021706836.1
OG0001442	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_021706881.1
OG0001443	XP_017876790.1, XP_017893449.1, XP_017893448.1	XP_021706948.1, XP_021711425.1
OG0001444	XP_026669184.1, XP_017879880.1	XP_021708725.1
OG0001445	XP_017883167.1	XP_021712815.1
OG0001446	XP_026667210.1, XP_026667209.1	XP_021713062.1, XP_021713058.1
OG0001453	XP_017885844.1	XP_001652827.1, XP_001652828.1, XP_001652829.1
OG0001455	XP_017881514.1	XP_001659135.1, XP_001649843.1
OG0001456	XP_026667780.1, XP_026667784.1	XP_021706989.1
OG0001457	XP_017880034.1	XP_001656531.1
OG0001458	XP_017884582.1	XP_021709031.1
OG0001459	XP_026675395.1	XP_001649804.1, XP_001658793.2
OG0001460	XP_026671393.1, XP_017884092.1	XP_001663584.2
OG0001461	XP_017890699.1	XP_001649395.2
OG0001462	XP_017887335.1	XP_021710250.1, XP_021710252.1
OG0001463	XP_026672318.1	XP_021706165.1, XP_021706164.1
OG0001464	XP_017880281.1	XP_001656398.1, XP_001664152.2, XP_001651087.1, XP_001651086.1
OG0001465	XP_017876776.1, XP_017876777.1	XP_011493120.1, XP_021707681.1, XP_021707682.1, XP_021707683.1
OG0001466	XP_017888947.1, XP_017888948.1	XP_001652327.1
OG0001467	XP_026675468.1, XP_026675469.1	XP_001649724.2
OG0001468	XP_017883650.1, XP_017883649.1	XP_001648269.1
OG0001469	XP_017882156.1	XP_001655637.2, XP_021694126.1, XP_021712662.1, XP_021712661.1, XP_021694127.1, XP_021712660.1
OG0001470	XP_026670189.1	XP_001650785.1, XP_001650784.1, XP_001652204.1
OG0001471	XP_026668131.1, XP_017877509.1	XP_001657926.1
OG0001472	XP_017880836.2, XP_017882420.1	XP_001656628.1
OG0001473	XP_017879270.1	XP_021699212.1
OG0001474	XP_017882124.1	XP_001662447.1
OG0001475	XP_026667272.1, XP_026667270.1, XP_017875766.1	XP_001664045.2
OG0001476	XP_017880175.1	XP_021705887.1
OG0001477	XP_017882175.1	XP_001654194.2
OG0001478	XP_017884388.1	XP_021711922.1, XP_021699182.1
OG0001479	XP_017887456.1	XP_001655863.1
OG0001480	XP_017891707.1	XP_021708351.1
OG0001481	XP_017879500.1	XP_021711458.1, XP_021711459.1, XP_021711454.1, XP_021711457.1, XP_021711456.1, XP_021711455.1
OG0001482	XP_017883654.1, XP_026671100.1	XP_021694591.1, XP_021694590.1, XP_021694592.1, XP_021694593.1, XP_021694594.1, XP_021694595.1, XP_001661357.2
OG0001483	XP_017885452.1	XP_021713037.1, XP_021710729.1, XP_021711353.1, XP_021713109.1, XP_021712820.1, XP_021713247.1, XP_021713178.1, XP_021711820.1, XP_021712986.1, XP_021710117.1, XP_021712319.1
OG0001484	XP_017884916.1	XP_021713154.1, XP_021707140.1, XP_021707142.1, XP_021707144.1, XP_021707145.1, XP_021707146.1, XP_021707138.1, XP_021707137.1, XP_021707141.1, XP_021707139.1, XP_021707143.1
OG0001485	XP_017890307.1	XP_001657384.1, XP_021712680.1
OG0001486	XP_026672451.1, XP_026672454.1	XP_001648831.2, XP_021701667.1, XP_001659833.2
OG0001487	XP_017876635.1	XP_021697348.1, XP_021697349.1, XP_021697346.1, XP_021697347.1, XP_021697353.1, XP_021697354.1, XP_021697351.1, XP_021697352.1, XP_021697355.1
OG0001488	XP_017892990.2, XP_026666526.1, XP_026666533.1	XP_021710667.1
OG0001489	XP_017886494.1	XP_021696755.1, XP_021696757.1, XP_021696756.1, XP_021696759.1, XP_021696758.1, XP_021696752.1, XP_021696753.1, XP_021696750.1, XP_021696751.1, XP_021696749.1, XP_021696754.1
OG0001490	XP_017879617.1	XP_021701945.1, XP_021701935.1
OG0001492	XP_017893678.1, XP_026666881.1	XP_001662155.1, XP_001654105.1, XP_021713033.1
OG0001493	XP_017883907.1	XP_021698974.1
OG0001494	XP_017880160.1	XP_021697267.1, XP_021697268.1, XP_021697269.1
OG0001495	XP_017882031.1	XP_021707805.1
OG0001496	XP_017891409.1	XP_021695727.1, XP_011493651.1, XP_001655836.1
OG0001497	XP_017877619.1	XP_021707615.1
OG0001498	XP_017881140.1	XP_021697831.1
OG0001499	XP_017880154.1, XP_017878329.1	XP_001651889.2
OG0001500	XP_026667478.1	XP_021705614.1, XP_021705612.1, XP_021705613.1, XP_021705610.1, XP_021705611.1, XP_021705609.1
OG0001501	XP_017885255.1	XP_021712753.1, XP_021699608.1
OG0001502	XP_017882984.1	XP_021699619.1
OG0001503	XP_017879971.1, XP_017879970.1	XP_021702842.1, XP_021702843.1, XP_021702844.1
OG0001504	XP_017887359.1	XP_001658122.1, XP_021698045.1, XP_021698047.1, XP_021698046.1, XP_021698048.1
OG0001505	XP_017883156.1, XP_026670874.1	XP_001660600.2, XP_021704345.1
OG0001506	XP_017882579.1	XP_021702222.1, XP_021702224.1, XP_021702223.1, XP_001663031.1
OG0001507	XP_017889498.1	XP_021713312.1
OG0001508	XP_026675341.1	XP_001658818.2
OG0001509	XP_017888843.1	XP_021708146.1, XP_021708145.1, XP_021708148.1, XP_021708147.1, XP_021708149.1, XP_021708142.1, XP_021708144.1, XP_021708143.1
OG0001510	XP_017879018.1, XP_017892889.1	XP_021707687.1
OG0001511	XP_017885232.1	XP_001654598.1, XP_021697822.1
OG0001512	XP_026673003.1	XP_021705417.1, XP_021705418.1, XP_021705415.1, XP_021705416.1, XP_021705414.1
OG0001513	XP_017884443.1	XP_001654919.1, XP_021709538.1, XP_021709542.1, XP_021709539.1, XP_021709540.1, XP_021709543.1, XP_021709541.1, XP_001654920.1, XP_021709544.1
OG0001514	XP_026674694.1	XP_001655385.1, XP_021705456.1
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_021703402.1, XP_021703403.1, XP_021703404.1, XP_021703405.1
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_001657534.2
OG0001517	XP_017886742.1	XP_021712247.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_021702663.1
OG0001519	XP_017886273.1	XP_021695723.1, XP_021695724.1
OG0001520	XP_026668954.1	XP_001659529.1
OG0001522	XP_017886164.1	XP_021710700.1
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_021693518.1
OG0001524	XP_017875282.1	XP_021693893.1, XP_021693937.1
OG0001525	XP_017889808.1, XP_017889806.1	XP_021706611.1, XP_021706609.1, XP_021706610.1
OG0001526	XP_017887355.1, XP_026672942.1	XP_021699965.1, XP_021699966.1, XP_021699961.1
OG0001527	XP_017881373.1	XP_021705511.1, XP_001659060.1
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_001653365.2, XP_001653366.2
OG0001530	XP_017889183.1	XP_001659200.1
OG0001531	XP_017879505.1	XP_001654172.1, XP_021711999.1
OG0001532	XP_026673838.1, XP_017884610.1	XP_021705174.1
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_021697618.1
OG0001534	XP_017880208.1, XP_017885096.2	XP_021707804.1
OG0001535	XP_026675097.1, XP_017891037.1	XP_001654088.2
OG0001536	XP_017875095.1, XP_017875093.1	XP_021698558.1, XP_021698552.1
OG0001537	XP_017882609.1, XP_017882610.1	XP_021710074.1, XP_001655561.2
OG0001539	XP_026674421.1, XP_026674420.1	XP_001655433.2
OG0001540	XP_017889014.1	XP_021711753.1, XP_021698365.1, XP_021698362.1, XP_021698363.1, XP_021698361.1, XP_021698364.1
OG0001541	XP_026675415.1, XP_017892553.1	XP_021698640.1, XP_021698641.1, XP_021698643.1, XP_021698642.1, XP_021698644.1
OG0001542	XP_026668701.1, XP_017878786.1	XP_021703912.1
OG0001543	XP_026669849.1	XP_021695126.1, XP_021695125.1, XP_021695123.1, XP_001656251.2
OG0001545	XP_026670107.1, XP_026675304.1, XP_026672402.1, XP_026674393.1, XP_017879402.2, XP_026672688.1	XP_021703178.1
OG0001546	XP_017891805.1	XP_021694031.1
OG0001547	XP_026673903.1	XP_021696774.1, XP_021696775.1, XP_021696776.1, XP_021696777.1, XP_021696778.1
OG0001548	XP_017887079.1	XP_021709810.1
OG0001550	XP_017892140.2, XP_026674767.1, XP_017887182.1	XP_021707016.1, XP_021707017.1
OG0001551	XP_017884371.2	XP_001649247.2
OG0001552	XP_026671455.1, XP_017884355.1	XP_021709518.1, XP_021709510.1
OG0001553	XP_017884263.1, XP_017884262.1	XP_001649155.2
OG0001554	XP_017888433.1, XP_026673527.1	XP_021699256.1
OG0001555	XP_017875845.1, XP_017875846.1	XP_021708369.1
OG0001556	XP_017893482.1	XP_021698930.1
OG0001557	XP_017877629.1	XP_021703099.1
OG0001558	XP_017878085.1	XP_001650847.2, XP_021712862.1, XP_021698214.1, XP_021698215.1
OG0001559	XP_017877587.1, XP_017877585.1, XP_017877586.1, XP_026668180.1	XP_021709809.1
OG0001560	XP_026670245.1, XP_026670080.1	XP_021700177.1
OG0001561	XP_017889717.1	XP_001659517.1
OG0001562	XP_026669458.1, XP_017880457.2	XP_021699829.1, XP_021699830.1
OG0001563	XP_026673959.1, XP_026673955.1	XP_021707780.1
OG0001565	XP_017882130.1	XP_001654340.2, XP_021699250.1, XP_021699255.1, XP_021699253.1, XP_021699252.1, XP_021699251.1
OG0001567	XP_017882680.1, XP_017882684.1	XP_021705207.1
OG0001568	XP_026671175.1	XP_021707976.1, XP_001649607.2, XP_021707970.1
OG0001569	XP_017875431.1	XP_001653986.2
OG0001570	XP_017875150.1, XP_017875152.1, XP_017875151.1, XP_017885804.1	XP_021697701.1
OG0001571	XP_017890463.1, XP_017892717.2	XP_021701795.1, XP_021711966.1
OG0001572	XP_017879452.1	XP_001661833.2, XP_001661834.1
OG0001575	XP_017888111.2	XP_021699040.1
OG0001575	XP_026666896.1	XP_001662131.2, XP_001648863.2
OG0001576	XP_026667012.1	XP_021700231.1
OG0001577	XP_017885615.1, XP_026672158.1, XP_017885614.1	XP_021694857.1
OG0001579	XP_017876530.2	XP_021697228.1
OG0001580	XP_017888347.1, XP_017888344.1	XP_021708412.1
OG0001581	XP_026670294.1	XP_021701022.1, XP_021701021.1, XP_021701019.1, XP_021701020.1, XP_021701017.1, XP_021701018.1, XP_021701015.1, XP_021701016.1, XP_021701023.1
OG0001582	XP_026669615.1, XP_017880629.1, XP_017880628.1	XP_021693418.1
OG0001583	XP_026673971.1	XP_001653136.2
OG0001584	XP_017889139.1	XP_021697527.1
OG0001585	XP_017892996.1, XP_017893043.1	XP_021699005.1
OG0001586	XP_017879262.1, XP_017879261.1	XP_021704945.1, XP_001654729.2
OG0001587	XP_017892386.1, XP_017892383.1	XP_001659266.1
OG0001588	XP_017881662.1	XP_021708908.1
OG0001589	XP_026674955.1	XP_021705121.1, XP_001657326.1
OG0001590	XP_017879754.1	XP_001648508.2, XP_021709476.1, XP_001662559.2, XP_001658622.2, XP_001662400.2, XP_001662401.2
OG0001591	XP_026668586.1	XP_001649539.2
OG0001592	XP_026674315.1	XP_001652031.2, XP_001652030.2
OG0001593	XP_017889870.1	XP_021706070.1, XP_021706066.1, XP_021706068.1, XP_021706069.1, XP_021706060.1, XP_021706061.1, XP_021706062.1, XP_021706063.1, XP_021706065.1, XP_021706067.1, XP_001652228.1
OG0001594	XP_026671535.1, XP_026671711.1	XP_001652589.2
OG0001595	XP_017881535.1, XP_017881534.1	XP_001654339.2
OG0001596	XP_026672205.1, XP_026672211.1, XP_026672207.1, XP_026672206.1, XP_026672209.1, XP_017885740.1, XP_026672208.1, XP_026672210.1	XP_001655002.2
OG0001597	XP_017876747.2	XP_001655545.1
OG0001598	XP_017881745.1	XP_001657509.1, XP_001660818.2, XP_001657506.2
OG0001599	XP_017879217.1	XP_001659709.2
OG0001600	XP_026670083.1, XP_026670084.1, XP_017881650.1, XP_026670085.1	XP_001662110.1, XP_021699697.1, XP_021699698.1
OG0001602	XP_026674281.1	XP_021711854.1, XP_021693787.1
OG0001603	XP_026673231.1, XP_026667519.1	XP_021694636.1
OG0001604	XP_017881294.1, XP_017881292.1	XP_021698607.1, XP_021698608.1
OG0001605	XP_026673228.1	XP_021698633.1
OG0001606	XP_017888687.1	XP_021698821.1, XP_021698822.1
OG0001607	XP_026675048.1, XP_017891714.1, XP_017891715.1, XP_017891716.1	XP_021701306.1
OG0001608	XP_017881106.1, XP_017881107.1, XP_017881105.1	XP_021701802.1, XP_021701803.1, XP_021701800.1, XP_021701801.1
OG0001609	XP_017883252.1, XP_026671014.1	XP_021710794.1, XP_021710793.1, XP_021710792.1
OG0001614	XP_017883388.1	XP_001661445.1
OG0001615	XP_026674697.1, XP_017890960.1	XP_001649059.1, XP_001649058.1
OG0001616	XP_017876471.1, XP_017876481.1	XP_021712922.1, XP_001654033.1
OG0001617	XP_017876865.1	XP_021712041.1, XP_001651134.1
OG0001619	XP_017874994.1, XP_017874993.1	XP_001659711.1
OG0001620	XP_026673662.1	XP_001650713.1
OG0001621	XP_026672226.1, XP_026672225.1, XP_017885786.1, XP_017885787.1, XP_017885788.1, XP_017885790.1	XP_001653624.2
OG0001622	XP_026675335.1	XP_001660625.1
OG0001623	XP_017877969.1	XP_001653270.2
OG0001624	XP_017880405.1	XP_001656550.2
OG0001625	XP_017893078.1	XP_001661087.1
OG0001626	XP_017875692.1	XP_001649135.1
OG0001627	XP_017880923.1	XP_021707044.1, XP_011493541.1, XP_001654478.1
OG0001628	XP_017889213.2, XP_026666872.1	XP_021693961.1
OG0001629	XP_017888381.1, XP_017879817.1	XP_001660169.1
OG0001631	XP_017879946.1	XP_021704306.1
OG0001633	XP_017893400.1	XP_021698387.1, XP_021698388.1, XP_021698385.1, XP_021698386.1, XP_021698396.1, XP_021698395.1, XP_021698391.1, XP_021698392.1, XP_021698389.1, XP_021698393.1, XP_021698394.1, XP_021698390.1
OG0001634	XP_017890676.1	XP_021707434.1, XP_021707433.1, XP_001649577.2
OG0001635	XP_017886906.1	XP_001660621.2
OG0001636	XP_017879192.1	XP_001661101.1
OG0001637	XP_017886568.1	XP_001658256.1
OG0001638	XP_017878364.2, XP_017882539.1	XP_001662068.2
OG0001639	XP_017884733.1	XP_021706741.1
OG0001640	XP_017875145.1	XP_021711928.1, XP_001660977.2
OG0001641	XP_017891802.1	XP_001649767.2, XP_021710563.1, XP_001649763.2, XP_021710569.1
OG0001642	XP_017879182.1	XP_021704630.1, XP_021704631.1, XP_001648127.2
OG0001644	XP_026667469.1	XP_021706333.1, XP_001654366.1
OG0001645	XP_017880045.1, XP_026669289.1, XP_026669290.1	XP_021713239.1
OG0001646	XP_026668720.1, XP_017878838.1, XP_017878836.1, XP_017878835.1	XP_001651173.2
OG0001647	XP_026674619.1	XP_021710653.1, XP_021710277.1
OG0001648	XP_017875340.1	XP_001651963.2
OG0001649	XP_017881323.1	XP_021699402.1
OG0001650	XP_026675245.1	XP_001660443.2
OG0001651	XP_026667616.1, XP_026667603.1	XP_021712338.1
OG0001652	XP_026675374.1, XP_017892220.1	XP_021709162.1
OG0001653	XP_017883279.1	XP_021704764.1, XP_021704765.1
OG0001655	XP_017892397.1	XP_021712934.1, XP_021695115.1
OG0001656	XP_017891121.1	XP_001660613.1
OG0001657	XP_026672283.1, XP_017886007.1	XP_001650988.2
OG0001658	XP_017878018.1	XP_021701909.1
OG0001659	XP_017889582.1	XP_001649004.2, XP_021712038.1
OG0001660	XP_017893028.1	XP_021710671.1
OG0001661	XP_026670616.1	XP_021699130.1
OG0001662	XP_017886371.1	XP_001661416.2, XP_021712562.1
OG0001663	XP_017876718.1, XP_017876719.1	XP_021708803.1
OG0001664	XP_017883594.1, XP_017883592.1	XP_021712961.1
OG0001665	XP_017878558.1	XP_021711561.1, XP_001654204.2, XP_001651001.2, XP_021693638.1
OG0001666	XP_017883967.1	XP_021695946.1
OG0001667	XP_017879513.1, XP_026669075.1	XP_021699681.1
OG0001668	XP_017882678.1, XP_026670676.1	XP_021705214.1
OG0001669	XP_017878986.1, XP_017878989.1	XP_021703010.1, XP_021703012.1, XP_021703011.1, XP_021703006.1, XP_021703008.1, XP_021703009.1, XP_021703007.1
OG0001670	XP_017875801.1	XP_001663817.1
OG0001671	XP_017882254.1	XP_021708990.1
OG0001672	XP_026673491.1, XP_017888448.1	XP_021709521.1, XP_021709522.1, XP_021709520.1
OG0001673	XP_017891424.1, XP_017891429.1	XP_001660487.1
OG0001674	XP_017888194.1	XP_021702429.1, XP_021702434.1, XP_021702435.1, XP_021702430.1, XP_021702431.1, XP_021702432.1, XP_021702433.1
OG0001675	XP_017884842.1	XP_021699206.1, XP_021699205.1, XP_021699208.1, XP_021699207.1
OG0001676	XP_017885189.1, XP_017885190.1	XP_001652395.2
OG0001677	XP_026671202.1	XP_001652096.1
OG0001678	XP_026673248.1, XP_026673247.1, XP_017887877.1	XP_001652786.2
OG0001679	XP_026673450.1	XP_021712412.1, XP_001660326.1
OG0001680	XP_017880192.1	XP_021700806.1, XP_021712519.1
OG0001681	XP_026668087.1	XP_001658183.2
OG0001682	XP_017880907.1	XP_021710725.1, XP_021710723.1, XP_021710727.1
OG0001683	XP_017885079.1	XP_001657224.1
OG0001684	XP_017891459.2	XP_021694318.1
OG0001685	XP_017882422.2	XP_021696569.1
OG0001686	XP_017878346.1	XP_021693026.1, XP_021693027.1, XP_021693024.1, XP_021693025.1, XP_021693022.1
OG0001687	XP_026672887.1, XP_026672817.1	XP_001648656.2
OG0001688	XP_017877565.1, XP_017877567.1, XP_026668167.1, XP_026668168.1, XP_017877564.1	XP_001655654.1
OG0001689	XP_017888563.1	XP_021695340.1, XP_021702951.1, XP_001654676.1, XP_001652436.1, XP_021702788.1, XP_021702787.1
OG0001690	XP_017884563.1, XP_017884565.1	XP_001652822.2
OG0001691	XP_026671374.1, XP_017884155.1	XP_021697807.1, XP_021711737.1
OG0001692	XP_017885636.1, XP_026675558.1	XP_021706079.1, XP_021706080.1
OG0001693	XP_017875666.1	XP_021699846.1, XP_021699847.1, XP_021699845.1
OG0001694	XP_026672387.1, XP_026672388.1, XP_017886053.1	XP_001657811.1
OG0001695	XP_017889583.1	XP_021695027.1
OG0001696	XP_026667052.1	XP_021707171.1
OG0001697	XP_017889914.1, XP_026674031.1, XP_026674032.1	XP_001655183.2
OG0001699	XP_017887230.1	XP_021706338.1, XP_001652000.1
OG0001700	XP_017882876.1, XP_026670779.1, XP_026670780.1	XP_021709327.1, XP_021709333.1, XP_021709340.1
OG0001701	XP_017877082.1	XP_021709749.1
OG0001702	XP_017887580.1	XP_001657404.2
OG0001703	XP_026674679.1	XP_021694077.1, XP_021694076.1
OG0001704	XP_017888495.1, XP_017888494.1, XP_026673516.1, XP_026673517.1, XP_017888497.1, XP_017888496.1	XP_021695754.1, XP_021695753.1
OG0001706	XP_017884418.1	XP_021703194.1
OG0001707	XP_017876145.1	XP_021710585.1, XP_021710586.1
OG0001708	XP_017883231.1	XP_021705236.1
OG0001709	XP_026672855.1, XP_026672844.1	XP_021692980.1
OG0001710	XP_017890623.2	XP_021694338.1, XP_021712737.1
OG0001711	XP_017891682.1	XP_001650198.2
OG0001712	XP_017876930.1	XP_021711134.1
OG0001713	XP_017879776.1	XP_021705608.1, XP_021705607.1, XP_021705606.1, XP_021705605.1
OG0001714	XP_017877102.1, XP_017875604.2	XP_001661880.1
OG0001715	XP_017886030.1	XP_001660978.1
OG0001717	XP_017878801.1	XP_001648674.1
OG0001718	XP_017893125.1	XP_021698837.1, XP_021698835.1, XP_021698836.1, XP_021698839.1, XP_001648403.1, XP_021698838.1
OG0001719	XP_017875778.1	XP_001653610.1
OG0001720	XP_026668016.1, XP_017877352.1, XP_017877351.1	XP_021707046.1
OG0001721	XP_017893357.1	XP_001659894.2
OG0001722	XP_017879558.1	XP_021700019.1
OG0001723	XP_017889630.1, XP_026674230.1	XP_001658810.2, XP_021708657.1, XP_021708698.1, XP_001658813.1, XP_021708687.1, XP_001660077.1, XP_001663216.2
OG0001724	XP_017890174.1, XP_017890173.1	XP_001658110.2
OG0001725	XP_017883704.1	XP_021709391.1
OG0001726	XP_017886793.1, XP_017886882.1	XP_021706047.1
OG0001727	XP_017881968.1	XP_021701407.1, XP_021701408.1, XP_021701410.1, XP_021701411.1, XP_021701412.1, XP_021701413.1, XP_021701406.1
OG0001728	XP_026672112.1, XP_017888366.1, XP_026670200.1	XP_021700273.1
OG0001729	XP_017882117.1	XP_021696384.1, XP_021696372.1, XP_021696389.1
OG0001730	XP_026670129.1	XP_021707010.1, XP_021707011.1, XP_021707007.1, XP_021707008.1
OG0001731	XP_017886957.1, XP_026672777.1	XP_021708554.1, XP_021708557.1
OG0001732	XP_017891303.1	XP_021694992.1
OG0001733	XP_017876967.1	XP_021695329.1, XP_021702423.1, XP_021702422.1, XP_021701342.1, XP_021712901.1, XP_021701341.1, XP_021702192.1
OG0001734	XP_017880487.1, XP_017880438.1	XP_021703177.1, XP_001658259.2
OG0001735	XP_026668983.1, XP_017879315.1	XP_021703341.1, XP_021706414.1
OG0001736	XP_026667205.1	XP_001657611.1
OG0001737	XP_017876323.1	XP_001659930.2
OG0001738	XP_017892670.1	XP_001660400.1, XP_021697734.1
OG0001739	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1	XP_021695605.1, XP_021695606.1
OG0001740	XP_017891938.1	XP_021704328.1
OG0001741	XP_017892669.1	XP_001649571.2, XP_021710883.1, XP_021710884.1
OG0001742	XP_026675013.1	XP_021708254.1
OG0001743	XP_017891851.1, XP_026675172.1	XP_001660114.1
OG0001744	XP_026668408.1, XP_017878130.1	XP_021704069.1, XP_021704068.1
OG0001745	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1	XP_021713007.1
OG0001746	XP_017884117.1	XP_001649222.1, XP_021710593.1, XP_021710589.1, XP_021710590.1, XP_021710587.1, XP_021710592.1, XP_021710591.1
OG0001747	XP_017888647.2, XP_017888646.2	XP_021706970.1
OG0001748	XP_017879238.1, XP_017879221.1	XP_021708833.1, XP_021708840.1
OG0001749	XP_026673755.1, XP_026673765.1	XP_021706440.1
OG0001750	XP_017892823.1, XP_017892824.1	XP_001647895.2
OG0001751	XP_026674532.1, XP_026674542.1, XP_017889998.1, XP_017889988.1	XP_001648099.1
OG0001752	XP_017885918.1	XP_001659769.2, XP_001651958.2, XP_001655198.2
OG0001753	XP_017891501.1	XP_001652244.1
OG0001754	XP_026669134.1	XP_001652911.1
OG0001755	XP_017890270.1	XP_001653062.1
OG0001756	XP_026673089.1	XP_001655179.1
OG0001757	XP_026672195.1	XP_001661597.2, XP_001661598.2, XP_001655682.2, XP_021705284.1
