Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0001188	XP_026674461.1, XP_026674462.1, XP_017890383.1, XP_026674465.1, XP_026674464.1, XP_026674463.1	XP_035724460.1
OG0001189	XP_017892156.1, XP_026675309.1, XP_017892155.1	XP_035726769.1, XP_035726770.1
OG0001190	XP_026675381.1, XP_017892328.1, XP_026675383.1, XP_026675382.1, XP_017892331.1, XP_017892330.1, XP_017892333.1	XP_035742460.1, XP_035742461.1, XP_035742464.1, XP_035742463.1
OG0001193	XP_026668344.1, XP_017877955.1	XP_035742520.1
OG0001195	XP_017890988.1, XP_017890987.1, XP_017890986.1	XP_035742307.1
OG0001197	XP_026668759.1, XP_026673391.1	XP_035729063.1
OG0001197	XP_017877666.1	XP_035729061.1
OG0001198	XP_026673471.1, XP_026673470.1, XP_017888358.1	XP_035727541.1
OG0001199	XP_017881488.1, XP_017881489.1	XP_035730038.1
OG0001201	XP_017877209.1	XP_035720695.1
OG0001202	XP_026669822.1	XP_035737501.1, XP_035737654.1
OG0001204	XP_017882168.1	XP_035736751.1
OG0001205	XP_017889436.1	XP_035735201.1
OG0001205	XP_017877499.1	XP_035728105.1
OG0001206	XP_017888611.2, XP_017881544.1, XP_026670043.1	XP_035721058.1, XP_035721056.1
OG0001207	XP_026669781.1, XP_017880993.2	XP_035726296.1, XP_035726297.1, XP_035726293.1, XP_035726292.1, XP_035726291.1, XP_035726294.1, XP_035726295.1
OG0001208	XP_017882372.2	XP_035717137.1, XP_035717138.1, XP_035717139.1, XP_035717134.1, XP_035717135.1, XP_035717136.1
OG0001209	XP_017875605.1, XP_017875614.1	XP_035717107.1, XP_035743441.1, XP_035718003.1, XP_035718868.1
OG0001210	XP_017877136.1, XP_026675350.1, XP_026666537.1	XP_035740654.1
OG0001211	XP_017880343.1, XP_026671970.1	XP_035729324.1
OG0001212	XP_026674774.1, XP_017891265.1	XP_035720173.1, XP_035720172.1, XP_035720171.1, XP_035720177.1, XP_035720176.1, XP_035720175.1
OG0001214	XP_017881115.1	XP_035734780.1
OG0001215	XP_017884983.1	XP_035724049.1, XP_035724048.1
OG0001216	XP_017893516.1, XP_017893507.1	XP_035738838.1, XP_035738833.1
OG0001217	XP_017886751.1, XP_017886750.1	XP_035721739.1
OG0001218	XP_017880270.1	XP_035726474.1, XP_035726511.1
OG0001219	XP_017880146.1	XP_035731471.1, XP_035731469.1
OG0001220	XP_017877252.1	XP_035729813.1
OG0001221	XP_026673331.1	XP_035719054.1, XP_035719063.1, XP_035719072.1
OG0001222	XP_017889956.1, XP_026674122.1, XP_017889955.1	XP_035729641.1
OG0001223	XP_017890927.1	XP_035719573.1
OG0001224	XP_017880169.1, XP_017880171.1	XP_035731261.1, XP_035731263.1
OG0001225	XP_017883445.1	XP_035723474.1
OG0001226	XP_017882856.1, XP_017882847.1, XP_017882866.1	XP_035733702.1
OG0001228	XP_017892582.1, XP_017892587.1	XP_035739581.1
OG0001229	XP_017883348.1, XP_017883349.1	XP_035729505.1, XP_035742768.1, XP_035739248.1
OG0001230	XP_017876199.1	XP_035719854.1
OG0001231	XP_017888565.1	XP_035727566.1
OG0001232	XP_017892532.1, XP_017892536.1	XP_035719153.1, XP_035719155.1, XP_035719154.1, XP_035719156.1
OG0001233	XP_017882351.1	XP_035728274.1
OG0001234	XP_026668282.1	XP_035724023.1, XP_035724016.1, XP_035724007.1, XP_035724035.1, XP_035724032.1
OG0001236	XP_026670881.1, XP_017883045.1, XP_017883046.1	XP_035724404.1
OG0001237	XP_026669249.1	XP_035722087.1, XP_035722090.1, XP_035722088.1, XP_035722089.1, XP_035722084.1, XP_035722086.1
OG0001238	XP_026673719.1, XP_026673720.1	XP_035728512.1, XP_035728521.1
OG0001239	XP_017884417.1	XP_035740535.1, XP_035740534.1, XP_035740533.1
OG0001240	XP_017876721.1, XP_017876729.1	XP_035725027.1
OG0001241	XP_017879036.1, XP_026668831.1	XP_035723547.1
OG0001242	XP_017885842.1, XP_017885841.1	XP_035726177.1, XP_035726176.1, XP_035726178.1
OG0001244	XP_017890536.1, XP_017890537.1, XP_026674530.1	XP_035738850.1
OG0001245	XP_017892758.1	XP_035737673.1, XP_035737672.1, XP_035737671.1, XP_035737674.1, XP_035737675.1
OG0001246	XP_017887988.1	XP_035737565.1, XP_035737563.1, XP_035737561.1, XP_035737564.1, XP_035737562.1
OG0001247	XP_017883857.1, XP_017883856.1	XP_035725765.1
OG0001248	XP_017885722.1, XP_017885721.1, XP_017885720.1, XP_026672240.1	XP_035735325.1
OG0001249	XP_017887979.1	XP_035735407.1, XP_035735406.1, XP_035735405.1
OG0001250	XP_017883428.1	XP_035743373.1, XP_035743374.1, XP_035743370.1, XP_035743372.1
OG0001252	XP_017886445.1	XP_035728678.1
OG0001253	XP_026666474.1, XP_017892912.1, XP_026666475.1	XP_035735474.1
OG0001254	XP_017886157.1	XP_035739927.1
OG0001255	XP_026671355.1, XP_017884086.1	XP_035722007.1
OG0001257	XP_017882218.2	XP_035728567.1, XP_035728568.1, XP_035728570.1, XP_035728569.1
OG0001258	XP_017877914.1	XP_035725337.1
OG0001258	XP_017877911.1	XP_035725333.1
OG0001259	XP_017877157.1	XP_035724075.1
OG0001259	XP_017877153.1	XP_035724070.1
OG0001260	XP_017889906.1	XP_035727987.1
OG0001260	XP_017889907.1	XP_035727983.1
OG0001261	XP_026668091.1, XP_017877511.1	XP_035728087.1
OG0001262	XP_017877111.1, XP_017877113.1	XP_035724983.1, XP_035724982.1
OG0001263	XP_017885436.1	XP_035731867.1, XP_035731862.1, XP_035731863.1, XP_035731864.1, XP_035731866.1
OG0001264	XP_017876225.1	XP_035729267.1, XP_035729266.1, XP_035729268.1
OG0001267	XP_026673666.1	XP_035718937.1
OG0001268	XP_017888924.1	XP_035725305.1, XP_035725304.1
OG0001269	XP_026666924.1, XP_026666930.1	XP_035730718.1, XP_035730720.1
OG0001270	XP_017891911.1	XP_035732803.1, XP_035732802.1, XP_035732801.1, XP_035732800.1
OG0001271	XP_017875511.1, XP_017875509.1	XP_035732504.1
OG0001272	XP_017885497.1	XP_035724189.1
OG0001273	XP_026670825.1	XP_035719773.1, XP_035719772.1, XP_035719770.1
OG0001274	XP_017883770.2, XP_026666535.1	XP_035720662.1, XP_035720661.1
OG0001275	XP_017878338.1, XP_017878340.1	XP_035735154.1, XP_035735153.1
OG0001277	XP_017887330.1	XP_035739371.1, XP_035739372.1, XP_035739369.1, XP_035739370.1, XP_035739367.1, XP_035739368.1, XP_035739365.1, XP_035739366.1, XP_035739364.1, XP_035739373.1
OG0001278	XP_017886511.2	XP_035718527.1, XP_035718526.1, XP_035718525.1, XP_035718528.1
OG0001279	XP_017877894.1	XP_035727026.1, XP_035727025.1, XP_035727031.1, XP_035727032.1
OG0001280	XP_026667929.1, XP_017877172.1	XP_035744237.1, XP_035744236.1, XP_035744235.1
OG0001281	XP_017881313.1	XP_035737905.1
OG0001282	XP_017882122.1	XP_035720417.1, XP_035720418.1, XP_035720420.1, XP_035720419.1, XP_035720421.1
OG0001283	XP_017892422.1	XP_035739286.1, XP_035739285.1, XP_035739284.1
OG0001284	XP_017886567.1, XP_017886558.1	XP_035734609.1, XP_035734611.1
OG0001285	XP_026672133.1	XP_035740325.1, XP_035742598.1, XP_035722529.1, XP_035742631.1
OG0001286	XP_017885102.1	XP_035743126.1
OG0001287	XP_017890744.1, XP_017890741.1, XP_026674635.1	XP_035729932.1, XP_035729930.1, XP_035729935.1, XP_035729939.1
OG0001288	XP_017877639.1	XP_035744139.1
OG0001289	XP_017892764.1	XP_035718903.1, XP_035718904.1, XP_035718901.1, XP_035718899.1, XP_035718900.1, XP_035718898.1
OG0001290	XP_017889603.1	XP_035732080.1
OG0001291	XP_017886822.1	XP_035739775.1, XP_035739774.1, XP_035739777.1, XP_035739776.1, XP_035739773.1, XP_035739781.1, XP_035739779.1, XP_035739778.1
OG0001292	XP_017882283.1	XP_035740631.1, XP_035740630.1, XP_035740629.1, XP_035740628.1
OG0001293	XP_017876705.1	XP_035719793.1
OG0001294	XP_017889518.1, XP_026674115.1	XP_035736216.1
OG0001295	XP_017881319.1	XP_035732764.1
OG0001296	XP_017888396.1	XP_035719460.1
OG0001298	XP_017881237.1	XP_035732584.1, XP_035732585.1, XP_035732582.1, XP_035732583.1
OG0001299	XP_017881510.1	XP_035727772.1
OG0001300	XP_017888500.1, XP_017888499.1	XP_035719088.1, XP_035719087.1
OG0001301	XP_026666630.1	XP_035721452.1, XP_035721453.1, XP_035721454.1, XP_035721456.1, XP_035721455.1, XP_035721457.1
OG0001302	XP_026669115.1	XP_035717663.1
OG0001303	XP_017880508.1	XP_035737788.1, XP_035737782.1
OG0001304	XP_017886478.1, XP_026672517.1, XP_017886477.1	XP_035731088.1, XP_035731087.1
OG0001305	XP_026666601.1	XP_035741182.1
OG0001306	XP_017883838.1	XP_035725748.1
OG0001307	XP_026669213.1, XP_026669216.1	XP_035739052.1, XP_035739051.1, XP_035739043.1
OG0001308	XP_017888463.1	XP_035719094.1, XP_035719093.1, XP_035719092.1, XP_035719091.1, XP_035719096.1
OG0001310	XP_026674326.1, XP_026674327.1, XP_017890165.1	XP_035743105.1
OG0001312	XP_017880083.1, XP_017880079.1	XP_035725122.1
OG0001313	XP_017881145.1	XP_035742168.1
OG0001314	XP_017877181.1	XP_035725375.1
OG0001315	XP_026672911.1, XP_017887152.1	XP_035728566.1
OG0001316	XP_017889124.1, XP_026673752.1, XP_026673753.1, XP_026673754.1	XP_035743974.1
OG0001317	XP_017878772.1	XP_035735882.1
OG0001318	XP_026667476.1	XP_035742971.1
OG0001319	XP_026666767.1, XP_017893376.1	XP_035723870.1
OG0001320	XP_026671122.1, XP_026671123.1, XP_017883626.1	XP_035726547.1, XP_035726469.1, XP_035726632.1
OG0001321	XP_026667384.1	XP_035722318.1, XP_035722316.1
OG0001322	XP_017891378.1	XP_035724644.1
OG0001323	XP_017880347.2	XP_035742444.1
OG0001328	XP_017882111.1	XP_035731698.1, XP_035731696.1, XP_035731697.1, XP_035731700.1, XP_035731701.1, XP_035731699.1
OG0001329	XP_017892346.1, XP_026675471.1, XP_026675472.1, XP_017892348.1	XP_035721000.1, XP_035720999.1
OG0001330	XP_017891678.1	XP_035731423.1
OG0001331	XP_017883464.1	XP_035742340.1
OG0001332	XP_017882789.1, XP_017882787.1	XP_035741316.1
OG0001333	XP_017892813.1	XP_035728809.1, XP_035728808.1
OG0001334	XP_026669091.1, XP_026669092.1	XP_035744111.1
OG0001335	XP_017882019.1	XP_035728155.1
OG0001337	XP_017879502.1, XP_017879503.1	XP_035729631.1
OG0001338	XP_026668816.1, XP_026668818.1, XP_026668819.1, XP_026668820.1, XP_026668822.1, XP_017878975.1, XP_026668817.1, XP_026668821.1	XP_035736800.1
OG0001339	XP_017886121.1	XP_035717770.1, XP_035717329.1, XP_035717330.1, XP_035717331.1
OG0001340	XP_017890061.1, XP_017877160.1	XP_035733304.1
OG0001341	XP_026672596.1	XP_035719766.1, XP_035719768.1, XP_035719767.1
OG0001342	XP_017878213.1	XP_035730554.1
OG0001343	XP_017884609.1	XP_035735794.1
OG0001345	XP_017890181.1, XP_026674313.1, XP_026674314.1	XP_035724254.1
OG0001346	XP_017876879.1	XP_035743533.1
OG0001347	XP_017893537.1	XP_035721417.1
OG0001348	XP_017876044.1	XP_035739297.1, XP_035739295.1, XP_035739294.1, XP_035739292.1, XP_035739291.1, XP_035739293.1, XP_035739289.1, XP_035739296.1
OG0001349	XP_017878282.1, XP_026668505.1, XP_026668506.1, XP_017878283.1	XP_035737275.1
OG0001350	XP_017882882.1	XP_035728041.1
OG0001351	XP_026674120.1, XP_017889532.1	XP_035736225.1
OG0001352	XP_017881148.1	XP_035726719.1
OG0001353	XP_017882726.1	XP_035733802.1, XP_035733803.1, XP_035733801.1
OG0001354	XP_026667483.1, XP_017876228.1	XP_035719802.1
OG0001355	XP_017888035.2	XP_035742236.1, XP_035742247.1
OG0001356	XP_017888519.1	XP_035719999.1, XP_035720001.1, XP_035720000.1, XP_035720002.1
OG0001357	XP_017885862.1	XP_035725865.1
OG0001358	XP_017889636.1, XP_017889633.1	XP_035729894.1, XP_035729906.1, XP_035729897.1, XP_035729889.1
OG0001359	XP_017882565.1, XP_017882566.1	XP_035724375.1
OG0001360	XP_017892403.1	XP_035739277.1, XP_035739279.1, XP_035739278.1
OG0001361	XP_026672730.1, XP_017886731.1, XP_017886732.1	XP_035731418.1
OG0001362	XP_017891783.1	XP_035719686.1
OG0001363	XP_017885003.1	XP_035734648.1
OG0001364	XP_026666520.1	XP_035732915.1, XP_035732913.1, XP_035732914.1
OG0001365	XP_017890494.1	XP_035743429.1
OG0001368	XP_017881299.1	XP_035717255.1
OG0001369	XP_017893611.1	XP_035733443.1
OG0001370	XP_017887687.1	XP_035721187.1
OG0001371	XP_017878765.1	XP_035738382.1
OG0001373	XP_017883954.1, XP_017883953.1, XP_017886223.1, XP_017883955.1	XP_035723967.1, XP_035723978.1
OG0001374	XP_026673332.1, XP_017888065.2	XP_035723692.1, XP_035723693.1
OG0001375	XP_017884465.1	XP_035737885.1
OG0001375	XP_017884481.1	XP_035737859.1
OG0001376	XP_017892499.1, XP_017892497.1	XP_035740431.1, XP_035740426.1, XP_035740429.1, XP_035740430.1, XP_035740425.1, XP_035740427.1
OG0001377	XP_017877173.1	XP_035735132.1
OG0001378	XP_017887871.1	XP_035725634.1
OG0001379	XP_017893069.1	XP_035737881.1, XP_035737880.1
OG0001380	XP_017875912.1	XP_035740772.1, XP_035740773.1, XP_035740774.1
OG0001381	XP_017880799.1, XP_017880808.1, XP_026669592.1, XP_026669587.1, XP_017880791.1, XP_017880754.1, XP_026669588.1	XP_035724080.1
OG0001382	XP_026667542.1	XP_035730370.1
OG0001383	XP_017878984.1	XP_035724036.1
OG0001384	XP_017879068.1	XP_035726968.1
OG0001385	XP_017879493.1	XP_035732208.1, XP_035732210.1, XP_035732206.1, XP_035732207.1, XP_035732205.1, XP_035732209.1
OG0001386	XP_017875382.1	XP_035740449.1
OG0001387	XP_017883516.1	XP_035732545.1
OG0001388	XP_017880362.1	XP_035734878.1
OG0001389	XP_017892329.1	XP_035733912.1, XP_035733919.1
OG0001390	XP_017887124.1	XP_035742117.1
OG0001391	XP_017876528.1, XP_017876529.1	XP_035730076.1
OG0001392	XP_017875693.1, XP_017875702.1	XP_035737019.1, XP_035737028.1
OG0001393	XP_017879548.1	XP_035740933.1, XP_035740931.1
OG0001394	XP_026670778.1	XP_035736165.1
OG0001394	XP_026674847.1	XP_035721237.1
OG0001395	XP_017877486.1	XP_035719472.1
OG0001396	XP_017887788.1, XP_026673200.1, XP_026673198.1, XP_026673199.1	XP_035725824.1, XP_035725825.1
OG0001397	XP_017889289.1, XP_017889291.1	XP_035744070.1
OG0001398	XP_026672922.1, XP_017887263.1, XP_026672921.1	XP_035742426.1
OG0001399	XP_026673393.1	XP_035717850.1
OG0001400	XP_017883457.1	XP_035741628.1
OG0001401	XP_017889463.1, XP_017889465.1, XP_026673966.1	XP_035737949.1
OG0001402	XP_026667249.1	XP_035742995.1
OG0001403	XP_026672021.1, XP_026672022.1	XP_035731217.1, XP_035731212.1
OG0001404	XP_017878479.1	XP_035730874.1, XP_035730875.1, XP_035730873.1, XP_035730876.1
OG0001405	XP_017885433.1	XP_035729574.1
OG0001406	XP_017878387.1	XP_035731719.1
OG0001407	XP_026673136.1, XP_017887725.1	XP_035733314.1
OG0001409	XP_017890921.1	XP_035719541.1, XP_035719544.1
OG0001410	XP_017883413.1, XP_017883414.1, XP_026670994.1, XP_026670995.1, XP_026670996.1, XP_017883410.1, XP_017883406.1, XP_017883405.1, XP_017883401.1	XP_035732860.1
OG0001412	XP_017881765.1	XP_035742548.1
OG0001413	XP_017891083.1	XP_035740982.1
OG0001414	XP_017885076.1	XP_035724862.1, XP_035724860.1
OG0001415	XP_017887419.1, XP_017887415.1	XP_035728554.1, XP_035728552.1
OG0001416	XP_026668278.1, XP_017882648.2	XP_035736479.1
OG0001417	XP_017887492.1	XP_035742298.1, XP_035742299.1, XP_035742301.1, XP_035742297.1
OG0001418	XP_017885400.1	XP_035733747.1
OG0001419	XP_017882635.1, XP_026670647.1	XP_035724786.1, XP_035724778.1
OG0001420	XP_026671452.1	XP_035733386.1
OG0001421	XP_017892744.1, XP_017892743.1	XP_035720527.1
OG0001422	XP_017885854.1, XP_017885853.1, XP_026672326.1	XP_035743214.1
OG0001423	XP_026669133.1	XP_035722660.1
OG0001424	XP_017877030.1, XP_017877029.1, XP_017877033.1, XP_026667884.1, XP_017877034.1, XP_017877031.1	XP_035729820.1, XP_035729819.1, XP_035729816.1, XP_035729818.1
OG0001425	XP_017875961.1	XP_035726568.1, XP_035726572.1
OG0001426	XP_017887072.1, XP_017887075.1, XP_026672822.1, XP_017887071.1, XP_017887073.1, XP_017887074.1	XP_035732107.1
OG0001427	XP_017887786.1	XP_035725975.1
OG0001428	XP_017876422.1, XP_026667570.1, XP_017876425.1, XP_017876424.1, XP_017876423.1	XP_035734486.1
OG0001429	XP_017887819.1	XP_035728983.1
OG0001430	XP_017889757.1	XP_035729828.1
OG0001432	XP_017877191.1	XP_035723803.1
OG0001433	XP_026670221.1, XP_017881880.1, XP_017887042.1	XP_035738907.1
OG0001434	XP_017889807.1	XP_035726809.1, XP_035727180.1, XP_035726835.1, XP_035726805.1, XP_035726807.1, XP_035727336.1, XP_035726800.1, XP_035726801.1, XP_035726803.1, XP_035726828.1
OG0001436	XP_017875451.1, XP_026667144.1, XP_026667143.1, XP_017875452.1	XP_035735687.1
OG0001437	XP_017889324.1, XP_017889326.1, XP_017889327.1	XP_035723764.1, XP_035723763.1
OG0001438	XP_017882586.1, XP_017882584.1, XP_017882585.1	XP_035741297.1
OG0001439	XP_017885251.1	XP_035724865.1
OG0001440	XP_026669665.1, XP_026669663.1, XP_026669664.1, XP_017880753.1	XP_035718674.1, XP_035718673.1
OG0001441	XP_017877253.1, XP_017877251.1	XP_035719956.1
OG0001442	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_035733993.1
OG0001443	XP_017876790.1	XP_035739105.1
OG0001445	XP_017883167.1	XP_035724530.1, XP_035724531.1, XP_035724532.1
OG0001446	XP_026667210.1, XP_026667209.1	XP_035722938.1
OG0001448	XP_026674245.1, XP_026674244.1, XP_017889974.1	XP_035719527.1, XP_035719526.1, XP_035719525.1, XP_035719524.1
OG0001449	XP_017890385.1	XP_035734028.1, XP_035734027.1, XP_035734026.1
OG0001450	XP_017882879.1, XP_017882880.1	XP_035728036.1, XP_035728035.1, XP_035728034.1, XP_035728037.1
OG0001451	XP_017888302.1, XP_017888301.1, XP_026673460.1	XP_035743610.1
OG0001453	XP_017885844.1	XP_035723822.1
OG0001455	XP_017881514.1	XP_035719144.1, XP_035719145.1, XP_035743387.1, XP_035743397.1
OG0001456	XP_026667780.1, XP_026667784.1	XP_035728539.1
OG0001457	XP_017880034.1	XP_035744061.1
OG0001458	XP_017884582.1	XP_035732938.1, XP_035732935.1, XP_035732936.1, XP_035732932.1, XP_035732934.1, XP_035732937.1
OG0001459	XP_026675395.1	XP_035743512.1
OG0001460	XP_026671393.1, XP_017884092.1	XP_035725939.1, XP_035725937.1, XP_035725936.1, XP_035725935.1, XP_035725938.1
OG0001461	XP_017890699.1	XP_035732071.1, XP_035732072.1
OG0001462	XP_017887335.1	XP_035732320.1
OG0001463	XP_026672318.1	XP_035722487.1
OG0001464	XP_017880281.1	XP_035734328.1, XP_035734326.1
OG0001465	XP_017876776.1, XP_017876777.1	XP_035728604.1
OG0001466	XP_017888947.1, XP_017888948.1	XP_035743143.1
OG0001467	XP_026675468.1, XP_026675469.1	XP_035743437.1
OG0001468	XP_017883650.1, XP_017883649.1	XP_035726768.1
OG0001469	XP_017882156.1	XP_035740153.1
OG0001470	XP_026670189.1	XP_035732679.1
OG0001471	XP_026668131.1, XP_017877509.1	XP_035741273.1
OG0001473	XP_017879270.1	XP_035734940.1
OG0001474	XP_017882124.1	XP_035739077.1
OG0001475	XP_026667272.1, XP_026667270.1, XP_017875766.1	XP_035717856.1
OG0001476	XP_017880175.1	XP_035731880.1
OG0001477	XP_017882175.1	XP_035740878.1, XP_035740881.1, XP_035740880.1, XP_035740879.1
OG0001478	XP_017884388.1	XP_035743449.1
OG0001479	XP_017887456.1	XP_035732480.1
OG0001480	XP_017891707.1	XP_035743666.1, XP_035743665.1
OG0001481	XP_017879500.1	XP_035720959.1
OG0001482	XP_017883654.1, XP_026671100.1	XP_035728409.1
OG0001483	XP_017885452.1	XP_035724368.1
OG0001485	XP_017890307.1	XP_035730779.1
OG0001486	XP_026672451.1, XP_026672454.1	XP_035737270.1
OG0001487	XP_017876635.1	XP_035730037.1
OG0001488	XP_026666533.1	XP_035738110.1
OG0001489	XP_017886494.1	XP_035726010.1
OG0001490	XP_017879617.1	XP_035724088.1
OG0001491	XP_017875538.1	XP_035727119.1
OG0001492	XP_017893678.1, XP_026666881.1	XP_035739387.1
OG0001493	XP_017883907.1	XP_035738712.1, XP_035738727.1, XP_035738733.1
OG0001494	XP_017880160.1	XP_035731260.1, XP_035731259.1, XP_035731258.1
OG0001495	XP_017882031.1	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1
OG0001496	XP_017891409.1	XP_035733812.1
OG0001497	XP_017877619.1	XP_035729500.1
OG0001498	XP_017881140.1	XP_035719605.1
OG0001499	XP_017880154.1	XP_035735460.1
OG0001499	XP_017878329.1	XP_035726067.1
OG0001500	XP_026667478.1	XP_035729281.1, XP_035729277.1
OG0001501	XP_017885255.1	XP_035736059.1
OG0001502	XP_017882984.1	XP_035736178.1
OG0001503	XP_017879971.1, XP_017879970.1	XP_035731138.1
OG0001504	XP_017887359.1	XP_035724977.1, XP_035724976.1
OG0001505	XP_017883156.1, XP_026670874.1	XP_035740281.1
OG0001506	XP_017882579.1	XP_035724115.1, XP_035724116.1
OG0001507	XP_017889498.1	XP_035722516.1
OG0001508	XP_026675341.1	XP_035735828.1, XP_035735819.1
OG0001509	XP_017888843.1	XP_035725114.1
OG0001510	XP_017879018.1, XP_017892889.1	XP_035736193.1, XP_035738093.1
OG0001511	XP_017885232.1	XP_035727478.1
OG0001512	XP_026673003.1	XP_035743937.1
OG0001513	XP_017884443.1	XP_035740488.1
OG0001514	XP_026674694.1	XP_035720547.1
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_035743549.1
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_035724326.1, XP_035724325.1
OG0001517	XP_017886742.1	XP_035741612.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_035724751.1, XP_035724750.1
OG0001519	XP_017886273.1	XP_035737253.1
OG0001520	XP_026668954.1	XP_035743161.1
OG0001521	XP_026671068.1	XP_035731179.1
OG0001522	XP_017886164.1	XP_035739848.1
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_035728167.1
OG0001524	XP_017875282.1	XP_035730671.1, XP_035730669.1, XP_035730670.1
OG0001525	XP_017889808.1, XP_017889806.1	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1
OG0001526	XP_026672942.1	XP_035728083.1
OG0001527	XP_017881373.1	XP_035728445.1, XP_035728444.1
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_035739478.1
OG0001530	XP_017889183.1	XP_035742074.1, XP_035742073.1
OG0001531	XP_017879505.1	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1
OG0001532	XP_026673838.1, XP_017884610.1	XP_035728061.1, XP_035728062.1
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_035743685.1
OG0001534	XP_017880208.1, XP_017885096.2	XP_035731294.1
