Orthogroup	Ceratina_calcarata	Drosophila_melanogaster
OG0001789	XP_017890156.1, XP_017890155.1	NP_651728.1
OG0001790	XP_017891487.1	NP_649460.3
OG0001791	XP_026675103.1, XP_017890893.1	NP_572504.1
OG0001792	XP_017879902.1	NP_611734.1
OG0001793	XP_017893036.1	NP_608828.2
OG0001794	XP_026675104.1, XP_026675098.1	NP_001259442.1
OG0001796	XP_026672728.1	NP_477212.1
OG0001797	XP_017879490.1	NP_523830.2
OG0001799	XP_017878056.1	NP_001260496.1
OG0001800	XP_026667309.1, XP_026667307.1, XP_026667308.1	NP_001262652.1, NP_001262651.1
OG0001801	XP_017875183.1	NP_572456.1, NP_001259211.1, NP_651547.1, NP_001262253.1
OG0001802	XP_017879396.1	NP_001162765.1
OG0001803	XP_017877860.1	NP_001015387.1
OG0001804	XP_017890089.1	NP_728575.2, NP_612081.1
OG0001805	XP_017888091.1, XP_017888090.1	NP_649038.1, NP_730334.2
OG0001806	XP_017883265.1	NP_610087.2
OG0001807	XP_026669145.1, XP_026669146.1	NP_001286460.1
OG0001808	XP_026668949.1, XP_017879246.1	NP_650163.2, NP_650840.1
OG0001809	XP_017884416.1	NP_609837.1
OG0001810	XP_017877358.1	NP_001246271.1
OG0001811	XP_017880727.1	NP_001262677.1
OG0001812	XP_017882349.1	NP_001259970.1
OG0001813	XP_017880085.1	NP_611350.1
OG0001814	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1	NP_524758.1
OG0001815	XP_017882293.1	NP_476667.1, NP_001246493.1
OG0001816	XP_026672224.1	NP_648106.1
OG0001818	XP_017893655.1, XP_017893654.1	NP_001285489.1
OG0001820	XP_017885739.1	NP_649757.1
OG0001821	XP_017875290.1	NP_001287100.1
OG0001822	XP_017890737.1, XP_026674448.1	NP_995873.2
OG0001823	XP_026668946.1, XP_026668947.1	NP_609767.2, NP_001260489.1
OG0001824	XP_017884208.1	NP_001356918.1
OG0001825	XP_017889283.1	NP_001285277.1
OG0001826	XP_017883619.2, XP_017885951.1	NP_610191.2
OG0001827	XP_017890147.1	NP_001261341.1
OG0001828	XP_017880424.1	NP_477184.1
OG0001829	XP_017885431.1, XP_017885432.1	NP_511153.1
OG0001830	XP_017891758.1	NP_001189170.1
OG0001831	XP_026670464.1	NP_648895.1
OG0001832	XP_017889885.1, XP_017889884.1	NP_611293.3
OG0001833	XP_026672327.1	NP_001262071.1
OG0001834	XP_017878943.1, XP_017878954.1	NP_725449.1, NP_611238.2, NP_001285657.1
OG0001835	XP_017880637.1	NP_648567.2, NP_729801.1
OG0001836	XP_026673377.1, XP_026673386.1	NP_001097041.2
OG0001838	XP_017875745.1	NP_649809.1
OG0001839	XP_017885315.1	NP_001287516.1, NP_524496.1
OG0001840	XP_017876404.1	NP_001287291.1
OG0001841	XP_017883556.1	NP_649554.1
OG0001843	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1	NP_001163392.1
OG0001844	XP_017884568.1, XP_017884566.1	NP_733332.1
OG0001845	XP_017890828.1	NP_649732.1
OG0001846	XP_017883163.1, XP_026670872.1	NP_788721.1
OG0001847	XP_026669315.1	NP_001163705.1
OG0001848	XP_017885227.1	NP_610735.1
OG0001849	XP_017892408.1	NP_001303451.1, NP_524581.1
OG0001850	XP_017884534.1	NP_001097569.1
OG0001851	XP_026669346.1, XP_017880254.1	NP_524795.2
OG0001852	XP_017890540.1, XP_017890539.1	NP_611258.2
OG0001853	XP_026674880.1	NP_001285407.1
OG0001854	XP_026672651.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_017888380.2, XP_017884097.2	NP_001097922.1
OG0001856	XP_026672078.1	NP_650446.2
OG0001858	XP_017893549.1	NP_651605.1
OG0001859	XP_017883489.1	NP_001261279.1, NP_608679.1
OG0001860	XP_017881339.1, XP_017881344.1	NP_001286627.1
OG0001861	XP_017888998.1	NP_524274.1
OG0001862	XP_017888246.1, XP_017888242.1	NP_001096954.1
OG0001863	XP_017883441.1, XP_026671018.1	NP_001303452.1
OG0001864	XP_026673299.1	NP_001259978.1
OG0001865	XP_017885975.1, XP_017885974.1	NP_001036440.1
OG0001866	XP_017884967.1	NP_610462.3
OG0001867	XP_017875377.1	NP_651658.1
OG0001868	XP_017878388.1	NP_732113.3
OG0001869	XP_017889511.1	NP_477402.1
OG0001870	XP_017884759.1	NP_001285457.1
OG0001871	XP_017891267.2	NP_572522.2
OG0001872	XP_026671514.1	NP_536773.1
OG0001873	XP_017880300.1	NP_730982.1
OG0001874	XP_017883297.1	NP_477024.1
OG0001875	XP_017878108.1, XP_026668425.1	NP_511130.2
OG0001876	XP_017886614.1	NP_001368952.1
OG0001877	XP_017878344.1	NP_001014498.1
OG0001878	XP_017877349.1	NP_001259740.1, NP_001260348.1
OG0001879	XP_017887133.1, XP_017887132.1	NP_652101.2
OG0001880	XP_017885483.1	NP_001033948.1
OG0001881	XP_017876945.1	NP_722959.1
OG0001882	XP_026668889.1	NP_001188575.1
OG0001883	XP_017887910.1	NP_650805.1
OG0001884	XP_017877175.1, XP_017877177.1	NP_001188772.1
OG0001885	XP_017891454.1, XP_017891508.1	NP_001262303.1
OG0001886	XP_017893606.1	NP_001261166.1
OG0001887	XP_017881736.1	NP_723772.2
OG0001888	XP_017884489.2, XP_026671680.1	NP_001286416.1
OG0001889	XP_017885997.1	NP_651593.1
OG0001890	XP_017884817.1	NP_609530.1
OG0001891	XP_017883142.1	NP_476733.1
OG0001893	XP_017876711.1	NP_477049.2
OG0001894	XP_017887642.1	NP_001137875.1
OG0001895	XP_017884902.1	NP_524651.2
OG0001896	XP_026672607.1	NP_609570.1
OG0001897	XP_017888610.1, XP_017888842.1	NP_611140.3
OG0001898	XP_026673592.1, XP_017886548.2, XP_017881868.2, XP_017886017.1	NP_001263035.1
OG0001899	XP_026674552.1, XP_026674553.1, XP_026674551.1	NP_724878.2
OG0001900	XP_026666940.1, XP_026666939.1	NP_001259735.1
OG0001901	XP_026668656.1	NP_651080.2
OG0001902	XP_017889593.1, XP_026674165.1	NP_001286818.1
OG0001903	XP_017892748.1	NP_001285675.1
OG0001905	XP_017883039.2, XP_026670868.1	NP_001287263.1
OG0001906	XP_017881305.1	NP_001245625.1
OG0001908	XP_017893011.1, XP_026666522.1	NP_650314.1
OG0001909	XP_017879619.1	NP_001033913.1
OG0001910	XP_017876873.1	NP_648745.1
OG0001912	XP_026669658.1, XP_017880960.1	NP_001286124.1
OG0001913	XP_017886285.1	NP_524909.1
OG0001914	XP_026671484.1	NP_608998.2, NP_001188704.1
OG0001915	XP_017890100.1	NP_001014612.1
OG0001916	XP_017890285.1, XP_017890287.1	NP_648272.1
OG0001917	XP_017889918.1, XP_017889927.1	NP_611237.2
OG0001919	XP_026672019.1, XP_017887250.1, XP_017875887.1, XP_026672915.1	NP_610950.2
OG0001920	XP_017883798.1	NP_608361.3
OG0001921	XP_017875101.1	NP_001036438.1
OG0001922	XP_017886128.1	NP_001246140.1
OG0001923	XP_017884129.1	NP_726381.1
OG0001924	XP_026673201.1, XP_017875408.1	NP_609384.1
OG0001925	XP_026675549.1	NP_476618.1
OG0001926	XP_017888873.1, XP_026673739.1	NP_609736.1
OG0001927	XP_017886910.1, XP_017886911.1	NP_524688.1
OG0001928	XP_017876315.2, XP_026668870.1	NP_001261246.1
OG0001929	XP_017886560.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_017876714.1, XP_026667584.1, XP_026667585.1, XP_026667586.1	NP_650547.1
OG0001931	XP_017886624.1	NP_001097135.1
OG0001933	XP_017887732.1, XP_017887731.1, XP_017881558.1	NP_524431.2
OG0001935	XP_017881018.1	NP_001015254.1
OG0001936	XP_026673733.1	NP_001286158.1
OG0001937	XP_026673472.1	NP_001259619.1
OG0001938	XP_017889913.1	NP_001286427.1
OG0001939	XP_017876213.1	NP_649157.1
OG0001940	XP_017887756.1	NP_001287364.1
OG0001941	XP_017893435.1	NP_001368962.1
OG0001942	XP_017886825.1	NP_001260565.1, NP_476804.1
OG0001943	XP_017890974.1	NP_001188918.1, NP_651214.2
OG0001944	XP_017881024.1	NP_001163494.1
OG0001945	XP_017878979.1	NP_572873.2
OG0001946	XP_026668534.1, XP_017878432.1	NP_001303420.1
OG0001947	XP_026667362.1	NP_649796.1
OG0001949	XP_017880042.1, XP_017880041.1	NP_001285813.1
OG0001950	XP_017880606.1	NP_001261595.1
OG0001951	XP_017875266.1, XP_017879426.1	NP_726846.1
OG0001952	XP_026673636.1	NP_001245466.1
OG0001953	XP_017887489.1	NP_788450.1
OG0001954	XP_017879443.1, XP_017879445.1, XP_017879444.1	NP_001263037.1
OG0001956	XP_017881280.1, XP_017881281.1, XP_017881279.1	NP_610804.1
OG0001959	XP_017890158.1	NP_649972.1
OG0001960	XP_017888036.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_017886094.1	NP_001286875.1
OG0001962	XP_017890294.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_017889444.1	NP_648053.1
OG0001964	XP_017883493.1	NP_001287227.1
OG0001965	XP_026671966.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_026671863.1, XP_026671862.1, XP_026671861.1, XP_017884638.1	NP_001286827.1
OG0001967	XP_017879863.1	NP_001262353.1
OG0001968	XP_017878165.1, XP_026668401.1, XP_026668400.1	NP_001097756.1
OG0001969	XP_017881126.1, XP_017881124.1	NP_001259204.1
OG0001971	XP_017875636.1	NP_723787.1
OG0001973	XP_026666764.1, XP_026666763.1	NP_726095.2
OG0001974	XP_017884057.1	NP_648645.1
OG0001975	XP_017884118.1, XP_017884127.1	NP_001260979.1
OG0001976	XP_026673045.1, XP_017887717.1	NP_001138150.1
OG0001977	XP_017885147.1	NP_611067.2
OG0001981	XP_026667470.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001983	XP_026674561.1	NP_610838.1
OG0001987	XP_017890298.1	NP_001356937.1
OG0001988	XP_017885249.1	NP_524001.2
OG0001989	XP_017886188.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_017875077.1	NP_788760.1
OG0001991	XP_017878347.1	NP_001262998.1
OG0001992	XP_017885977.1, XP_026672792.1	NP_001245552.1
OG0001993	XP_026673041.1, XP_026673040.1, XP_017887438.1, XP_017887437.1	NP_611538.1
OG0001994	XP_017886719.1	NP_651072.1
OG0001995	XP_017877362.1	NP_523355.2
OG0001996	XP_017880304.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_017891491.2	NP_996267.1
OG0001998	XP_017888704.1	NP_651780.1
OG0001999	XP_017890859.1	NP_523428.1
OG0002000	XP_017891282.1	NP_726490.3
OG0002001	XP_017878868.1	NP_001285572.1
OG0002002	XP_017886112.1, XP_017886104.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_017888039.1, XP_017888038.1	NP_001259998.1
OG0002004	XP_017877968.1	NP_650776.1
OG0002005	XP_017887035.1, XP_017888579.1	NP_647640.1
OG0002006	XP_017886992.1, XP_017893561.1, XP_017893559.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_026674824.1, XP_017891049.1, XP_026674823.1	NP_001261689.1
OG0002009	XP_026675136.1, XP_017891803.1	NP_001027401.1
OG0002010	XP_026675364.1	NP_651600.1
OG0002011	XP_026675218.1, XP_026675219.1, XP_017891861.1	NP_001286589.1
OG0002012	XP_026671404.1, XP_026671401.1, XP_026671402.1	NP_001014582.1, NP_524041.2
OG0002013	XP_017893289.1	NP_001245550.1
OG0002014	XP_017891930.1, XP_017891928.1	NP_476562.1
OG0002015	XP_017883532.1, XP_026671048.1	NP_609782.2
OG0002016	XP_017876906.1	NP_788448.1
OG0002017	XP_017886294.2	NP_610188.2
OG0002018	XP_017893660.1	NP_648586.2
OG0002019	XP_017890477.1	NP_001137910.2
OG0002020	XP_026672188.1, XP_017885718.1	NP_732549.2
OG0002021	XP_017892410.1, XP_017892409.1	NP_649827.2
OG0002022	XP_017876270.1	NP_726406.1
OG0002023	XP_017891834.1	NP_001245577.1
OG0002024	XP_017876479.1	NP_610095.1
OG0002025	XP_017885349.1	NP_649877.1
OG0002026	XP_026667923.1, XP_026671291.1	NP_001259298.1
OG0002028	XP_026672345.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_017890013.1	NP_610059.1
OG0002032	XP_017890564.1	NP_001286795.1
OG0002033	XP_017878320.1, XP_026674180.1	NP_001285275.1
OG0002034	XP_026674815.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_017889212.2	NP_611093.2
OG0002036	XP_017884178.1, XP_026671415.1	NP_001286548.1
OG0002037	XP_017891013.1, XP_017875775.1	NP_524660.1
OG0002038	XP_026669974.1	NP_608372.1
OG0002039	XP_017884989.1, XP_026671619.1	NP_001286974.1
OG0002041	XP_017875367.1, XP_017875368.1	NP_647887.1
OG0002042	XP_017878261.1	NP_001137671.1, NP_610099.1
OG0002043	XP_017893182.1	NP_001034012.2
OG0002044	XP_017878169.1, XP_026668414.1	NP_001263139.1
OG0002045	XP_017888010.1	NP_477311.1
OG0002046	XP_026666857.1, XP_026666858.1	NP_001097124.1
OG0002047	XP_017891497.1	NP_001189286.1
OG0002048	XP_017885326.1	NP_001247185.1
OG0002049	XP_026672593.1, XP_017875559.1	NP_732811.1
OG0002050	XP_026673243.1, XP_026673242.1, XP_026673241.1	NP_001285355.1
OG0002051	XP_017889941.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_017892142.2, XP_017889243.1	NP_611508.1
OG0002053	XP_017875014.1, XP_017875013.1	NP_610530.1
OG0002054	XP_017883371.1	NP_001097585.3
OG0002054	XP_017875535.2, XP_017875536.1	NP_524677.1
OG0002055	XP_017881945.1	NP_001259900.1, NP_572902.1
OG0002056	XP_017878350.1, XP_026668520.1, XP_026668521.1	NP_524907.2
OG0002057	XP_017884426.1	NP_609888.2
OG0002058	XP_017882011.1	NP_609119.2
OG0002059	XP_017892160.1	NP_648185.1
OG0002060	XP_017885552.1, XP_017885551.2	NP_726403.2
OG0002061	XP_017886520.1	NP_001036338.1
OG0002062	XP_017885759.1	NP_001356975.1
OG0002063	XP_017882020.1	NP_001285001.1
OG0002064	XP_026672432.1, XP_026671917.1	NP_001356982.1
OG0002065	XP_026671607.1, XP_026671609.1, XP_026671610.1, XP_026671611.1	NP_001284967.1
OG0002066	XP_026674203.1	NP_649869.1
OG0002067	XP_026671161.1	NP_651116.1
OG0002068	XP_026667546.1	NP_611856.1
OG0002069	XP_017892203.1	NP_652610.1
OG0002070	XP_017884253.1	NP_650941.3
OG0002071	XP_017892416.1	NP_477372.1
OG0002072	XP_017875624.1	NP_001259984.1
OG0002073	XP_026673734.1	NP_001260394.1
OG0002074	XP_026673939.1, XP_017886279.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_026671085.1	NP_524583.1
OG0002076	XP_017877638.1	NP_001163600.1
OG0002077	XP_017892099.1	NP_724409.3
OG0002078	XP_017878624.1	NP_001259928.1
OG0002079	XP_017893041.1	NP_001261524.1
OG0002080	XP_026669630.1	NP_649990.2
OG0002081	XP_017880506.1, XP_017893083.1	NP_001286545.1
OG0002082	XP_017889177.1	NP_572503.1
OG0002083	XP_017876539.1, XP_017876538.1	NP_648372.1
OG0002084	XP_017882321.1, XP_026670739.1	NP_611677.1
OG0002085	XP_017877119.1	NP_001285316.1
OG0002086	XP_017882082.1	NP_609934.3
OG0002087	XP_017887109.1	NP_572818.1
OG0002088	XP_017886605.1	NP_523833.1
OG0002089	XP_017884942.1	NP_001261563.1
OG0002090	XP_017878972.1	NP_001260029.1
OG0002091	XP_017883418.1, XP_026672703.1, XP_017883332.1	NP_001285049.1, NP_609350.2
OG0002092	XP_026671118.1, XP_017883628.1, XP_026671119.1	NP_788716.1
OG0002093	XP_017891490.1	NP_001262005.1
OG0002094	XP_017888630.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_017881949.1, XP_017881950.1, XP_026674939.1	NP_733076.2
OG0002096	XP_017877504.1	NP_723086.1
OG0002097	XP_017889929.1	NP_001162716.1, NP_729740.2
OG0002098	XP_017885645.1, XP_017890408.1	NP_477014.1
OG0002099	XP_026669830.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_017881312.1	NP_001285208.1
OG0002101	XP_017892638.1, XP_026675506.1	NP_001014695.1
OG0002102	XP_017878352.1	NP_649939.1
OG0002103	XP_017885153.1	NP_001260451.1
OG0002106	XP_017893173.1	NP_524818.1
OG0002107	XP_026670813.1, XP_017891004.2, XP_017883935.1	NP_523739.2
OG0002108	XP_026673953.1, XP_017889773.1	NP_996185.1
OG0002109	XP_026674603.1, XP_017890661.1	NP_611966.3
OG0002110	XP_017893177.1, XP_026666642.1	NP_996042.1
OG0002111	XP_017883807.1	NP_001261454.1
OG0002113	XP_017881173.1	NP_001262803.1
OG0002114	XP_017879876.1	NP_651508.1
OG0002115	XP_017886059.1	NP_572197.4
OG0002116	XP_026672913.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_017893648.1, XP_017893649.1, XP_026666836.1	NP_001286076.1
OG0002119	XP_026675516.1	NP_001162779.1
OG0002120	XP_017886274.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_017883582.1	NP_001262679.1
OG0002122	XP_026668467.1	NP_001138057.1
OG0002123	XP_026667236.1, XP_017875848.1	NP_523593.5
OG0002124	XP_017883699.1	NP_001369005.1
OG0002125	XP_017883372.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_017882977.1	NP_524659.1, NP_652413.1
OG0002127	XP_026675056.1, XP_026675063.1, XP_026675067.1, XP_017890954.1	NP_001261984.1
OG0002128	XP_017879066.1	NP_611499.3
OG0002129	XP_017892713.1, XP_026675591.1, XP_026675590.1	NP_788872.1
OG0002130	XP_026670811.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_017889991.1, XP_017889986.1	NP_001259886.1
OG0002132	XP_026671695.1	NP_001261614.1
OG0002134	XP_017890874.1	NP_001163664.1
OG0002136	XP_026668583.1, XP_017878512.1	NP_608780.1
OG0002137	XP_017879460.1	NP_001286327.1
OG0002138	XP_017889415.1, XP_026673960.1	NP_001262079.1
OG0002139	XP_017882001.1	NP_648894.2
OG0002140	XP_017878294.1	NP_001262599.1
OG0002141	XP_017883216.1, XP_017883220.1	NP_730594.1
OG0002142	XP_026673269.1, XP_017887897.1	NP_001285282.1
OG0002143	XP_017878298.1	NP_524238.1
OG0002144	XP_026673213.1	NP_001261617.1
OG0002145	XP_017889115.1	NP_609877.2
OG0002146	XP_017888376.2, XP_017888444.1	NP_001259153.1
OG0002148	XP_017880591.1	NP_650672.1
OG0002149	XP_026671717.1, XP_017884765.1	NP_726059.5
OG0002150	XP_026669274.1	NP_001036357.2
OG0002151	XP_026672626.1	NP_788891.2
OG0002152	XP_017890934.1	NP_001036397.2
OG0002153	XP_026668823.1	NP_608851.1, NP_511089.2
OG0002154	XP_017892011.1	NP_651555.1
OG0002155	XP_017885332.1	NP_001262777.1
OG0002156	XP_017886581.1, XP_017886580.1	NP_001262888.1
OG0002157	XP_017887658.2	NP_648105.1
OG0002158	XP_026674093.1	NP_001284753.1
OG0002159	XP_017882593.1, XP_026670619.1	NP_001284832.1
OG0002162	XP_017883546.1	NP_649886.1
OG0002163	XP_026672389.1	NP_001286059.1
OG0002164	XP_017888104.1	NP_001287469.1
OG0002165	XP_026672279.1	NP_511170.1
OG0002166	XP_026667715.1	NP_651250.2
OG0002167	XP_017892464.1, XP_017892467.1	NP_730568.1
OG0002168	XP_017884203.1	NP_001247018.1
OG0002169	XP_017877350.1	NP_610943.2
OG0002170	XP_026675300.1	NP_001285140.1
OG0002171	XP_017891947.1	NP_723732.2, NP_609741.3
OG0002172	XP_017879638.1	NP_001245974.1
OG0002173	XP_026672774.1	NP_001262864.1
OG0002177	XP_026668953.1	NP_001260910.1
OG0002178	XP_017876613.1, XP_017876610.1	NP_524679.3
OG0002179	XP_026674673.1	NP_609675.2
OG0002181	XP_017878524.1	NP_001285496.1
OG0002182	XP_026671410.1	NP_001245595.1
OG0002183	XP_017883007.2	NP_788429.1
OG0002184	XP_026670888.1	NP_001247215.1
OG0002185	XP_026666643.1	NP_726596.1
OG0002186	XP_017881855.2	NP_001285258.1
OG0002187	XP_017877315.1	NP_649313.1
OG0002188	XP_026671362.1, XP_017884094.1	NP_001104019.1
OG0002189	XP_017877270.1	NP_572502.1
OG0002190	XP_017886226.1	NP_001097622.2
OG0002191	XP_026666523.1, XP_017893033.1	NP_001260762.1
OG0002192	XP_017883513.1, XP_026671069.1, XP_026671071.1, XP_026671070.1	NP_725091.1
OG0002193	XP_017884705.1	NP_650940.2
OG0002194	XP_017874995.1	NP_001286884.1
OG0002195	XP_017880127.1	NP_001285326.1
OG0002196	XP_017888068.1	NP_001246133.1
OG0002197	XP_017879516.1	NP_525097.1
OG0002200	XP_026674669.1, XP_017886099.1, XP_026674348.1	NP_001287456.1
OG0002202	XP_026668161.1, XP_026670573.1	NP_001262840.1
OG0002203	XP_017889158.1, XP_017889157.1, XP_017889156.1	NP_001262806.1
OG0002204	XP_026667561.1	NP_650021.1
OG0002205	XP_017885123.2	NP_611511.3
OG0002205	XP_017881477.1	NP_572327.1
OG0002206	XP_017885261.1, XP_017885267.1	NP_001285571.1
OG0002208	XP_017876929.2	NP_001137618.1
OG0002209	XP_026669316.1	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002211	XP_017878505.1, XP_026668648.1	NP_649412.1
OG0002213	XP_026666983.1, XP_017875164.1, XP_017875166.1, XP_017875167.1	NP_608580.2
OG0002215	XP_026669069.1	NP_788337.1, NP_001286352.1
OG0002217	XP_017887184.1	NP_001163086.1
OG0002219	XP_017882274.1	NP_651266.1
OG0002220	XP_017883091.1	NP_001286572.1
OG0002221	XP_017879041.1	NP_001259702.1
OG0002222	XP_026672217.1, XP_026672212.1	NP_001261000.1
OG0002223	XP_026667455.1	NP_001287045.1
OG0002224	XP_017892370.1	NP_001014469.1
OG0002225	XP_017891859.1, XP_026675227.1	NP_001163042.1
OG0002226	XP_017881224.1	NP_652639.1
OG0002236	XP_017884797.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_017880128.1	NP_001097736.1, NP_524682.1
OG0002238	XP_017878783.1	NP_001260018.1
OG0002239	XP_017884589.1, XP_026669614.1, XP_017880623.1	NP_573175.2
OG0002240	XP_017893071.1	NP_523684.2
OG0002241	XP_017886386.1	NP_001262025.1
OG0002242	XP_017879072.1	NP_001259911.1
OG0002243	XP_017885187.1, XP_017885186.1	NP_476646.2
OG0002244	XP_017885744.1	NP_001287433.1
OG0002246	XP_017877203.1, XP_017877204.1	NP_524033.2
OG0002248	XP_017887314.1	NP_608531.1
OG0002249	XP_017892318.1	NP_001261273.1
OG0002250	XP_017893338.1	NP_651181.1
OG0002251	XP_017885243.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_017886926.1	NP_731500.1
OG0002253	XP_017887276.1	NP_001303378.1
OG0002254	XP_017888248.1, XP_017888245.1	NP_523792.2
OG0002255	XP_017889017.1	NP_001246745.1
OG0002256	XP_017888854.1	NP_649582.1
OG0002257	XP_026673403.1, XP_017888226.1	NP_476866.1
OG0002258	XP_017883599.1, XP_017883590.1	NP_610379.2
OG0002259	XP_017882614.1	NP_001247099.1
OG0002260	XP_026675045.1, XP_017891562.1	NP_649813.1
OG0002261	XP_017890121.1, XP_026674367.1, XP_017890123.1	NP_651967.2
OG0002262	XP_017888633.1	NP_001097502.1
OG0002263	XP_026670797.1	NP_001247310.1
OG0002264	XP_026671807.1, XP_026671803.1	NP_729301.1
OG0002265	XP_017885987.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_017875983.1	NP_609647.1
OG0002267	XP_017893546.1	NP_001287120.1
OG0002268	XP_017893594.2, XP_017893596.1	NP_001260796.1
OG0002269	XP_017880437.2	NP_729528.2
OG0002270	XP_017885920.1	NP_001259717.1
OG0002271	XP_017879899.1	NP_647950.1
OG0002272	XP_026674717.1, XP_017890932.1	NP_651622.2
OG0002273	XP_017881016.1	NP_609364.1
OG0002275	XP_026671008.1, XP_017892129.1, XP_017892200.1	NP_511166.2
OG0002276	XP_017884936.1	NP_648179.3
OG0002277	XP_017880221.1	NP_649473.1
OG0002278	XP_017878426.1	NP_733209.1
OG0002279	XP_017877169.1	NP_001097075.2
OG0002280	XP_026670975.1	NP_001027412.1
OG0002281	XP_017885785.1	NP_001188935.1
OG0002282	XP_026669557.1	NP_650055.1
OG0002283	XP_017892601.1	NP_001014583.1, NP_524394.2
OG0002284	XP_017876600.1	NP_731688.2
OG0002285	XP_017875443.1	NP_651667.1
OG0002286	XP_017890910.1	NP_788515.1
OG0002287	XP_017875135.1	NP_001246966.1
OG0002288	XP_017890585.1, XP_026674534.1, XP_017890584.1	NP_476929.1
