Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0001419	XP_017882635.1, XP_026670647.1	XP_025990704.1, XP_025990698.1
OG0001420	XP_026671452.1	XP_039305246.1, XP_039305245.1
OG0001421	XP_017892744.1, XP_017892743.1	XP_011157717.1
OG0001422	XP_017885854.1, XP_017885853.1, XP_026672326.1	XP_011168866.3
OG0001423	XP_026669133.1	XP_039301682.1
OG0001424	XP_017877030.1, XP_017877029.1, XP_017877033.1, XP_026667884.1, XP_017877034.1, XP_017877031.1	XP_025988061.1, XP_011175495.1
OG0001425	XP_017875961.1	XP_011161576.1
OG0001426	XP_017887072.1, XP_017887075.1, XP_026672822.1, XP_017887071.1, XP_017887073.1, XP_017887074.1	XP_039309524.1
OG0001427	XP_017887786.1	XP_011175988.1
OG0001428	XP_017876422.1, XP_026667570.1, XP_017876425.1, XP_017876424.1, XP_017876423.1	XP_011169585.1, XP_011169577.1
OG0001429	XP_017887819.1	XP_011161484.1, XP_039311060.1, XP_039311061.1, XP_011161485.1, XP_025986645.1, XP_011156902.1, XP_011156899.2, XP_025986354.2, XP_039306264.1, XP_011156898.1, XP_039306265.1, XP_011171049.1, XP_011171091.1
OG0001430	XP_017889757.1	XP_011164676.1, XP_039308732.1, XP_039302689.1, XP_039302690.1, XP_039302692.1, XP_039302691.1, XP_025991973.2, XP_039307943.1, XP_039307372.1, XP_039308068.1, XP_039307944.1, XP_011164674.1, XP_011164678.1, XP_011164680.2, XP_011164681.2
OG0001433	XP_026670221.1, XP_017881880.1, XP_017887042.1	XP_025994189.2
OG0001434	XP_017889807.1	XP_011159065.1
OG0001436	XP_017875451.1, XP_026667144.1, XP_026667143.1, XP_017875452.1	XP_011175197.1
OG0001437	XP_017889324.1, XP_017889326.1, XP_017889327.1	XP_011172011.1
OG0001438	XP_017882586.1, XP_017882584.1, XP_017882585.1	XP_025987016.1
OG0001439	XP_017885251.1	XP_039303757.1, XP_039303753.1, XP_039303755.1, XP_039303756.1, XP_039303754.1
OG0001440	XP_026669665.1, XP_026669663.1, XP_026669664.1, XP_017880753.1	XP_039301796.1
OG0001441	XP_017877253.1, XP_017877251.1	XP_025995051.1, XP_011164726.1
OG0001442	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_039304061.1
OG0001443	XP_017876790.1	XP_039302720.1, XP_039302721.1
OG0001444	XP_026669184.1, XP_017879880.1	XP_039303669.1
OG0001445	XP_017883167.1	XP_011167441.1
OG0001446	XP_026667210.1, XP_026667209.1	XP_011169573.2
OG0001448	XP_026674245.1, XP_026674244.1, XP_017889974.1	XP_039312922.1, XP_011173898.1
OG0001449	XP_017890385.1	XP_011164180.2, XP_011164179.2, XP_011164181.2
OG0001450	XP_017882879.1, XP_017882880.1	XP_011167782.1, XP_039304005.1
OG0001451	XP_017888302.1, XP_017888301.1, XP_026673460.1	XP_011168974.1
OG0001452	XP_026669177.1, XP_026669869.1	XP_011160094.1
OG0001453	XP_017885844.1	XP_011166027.1, XP_039311081.1
OG0001455	XP_017881514.1	XP_011158617.2, XP_025990485.1, XP_039309522.1, XP_039309203.1
OG0001456	XP_026667780.1, XP_026667784.1	XP_039314390.1, XP_011160138.1
OG0001457	XP_017880034.1	XP_011156838.1
OG0001458	XP_017884582.1	XP_039313170.1, XP_039313172.1, XP_039313171.1
OG0001459	XP_026675395.1	XP_011172333.2, XP_039314602.1
OG0001460	XP_026671393.1, XP_017884092.1	XP_011168563.1
OG0001461	XP_017890699.1	XP_011166122.1
OG0001462	XP_017887335.1	XP_039313168.1
OG0001463	XP_026672318.1	XP_039314506.1
OG0001464	XP_017880281.1	XP_011175504.1
OG0001465	XP_017876776.1, XP_017876777.1	XP_039302626.1, XP_011172138.1, XP_011172139.1
OG0001466	XP_017888947.1, XP_017888948.1	XP_011164329.1, XP_025988877.1
OG0001467	XP_026675468.1, XP_026675469.1	XP_011171584.1, XP_011171583.1
OG0001468	XP_017883650.1, XP_017883649.1	XP_011168738.1
OG0001469	XP_017882156.1	XP_025992793.1
OG0001470	XP_026670189.1	XP_025996653.1
OG0001471	XP_026668131.1, XP_017877509.1	XP_011168758.1
OG0001472	XP_017880836.2, XP_017882420.1	XP_011171029.1
OG0001473	XP_017879270.1	XP_025987889.2
OG0001474	XP_017882124.1	XP_011163536.1
OG0001475	XP_026667272.1, XP_026667270.1, XP_017875766.1	XP_011165353.1
OG0001476	XP_017880175.1	XP_011170458.2
OG0001477	XP_017882175.1	XP_025990076.1
OG0001478	XP_017884388.1	XP_039303041.1, XP_039303040.1, XP_025996444.1, XP_025996445.1, XP_025993296.1
OG0001479	XP_017887456.1	XP_011171853.1
OG0001480	XP_017891707.1	XP_011167365.1
OG0001481	XP_017879500.1	XP_011163818.1
OG0001482	XP_017883654.1, XP_026671100.1	XP_025995318.2
OG0001483	XP_017885452.1	XP_011158227.2
OG0001484	XP_017884916.1	XP_039313164.1
OG0001485	XP_017890307.1	XP_011158628.1
OG0001486	XP_026672451.1, XP_026672454.1	XP_025988210.1
OG0001487	XP_017876635.1	XP_011160910.1
OG0001488	XP_026666526.1, XP_026666533.1	XP_011175651.1
OG0001489	XP_017886494.1	XP_011159173.1
OG0001490	XP_017879617.1	XP_039308811.1
OG0001491	XP_017875538.1	XP_011173446.1
OG0001492	XP_017893678.1, XP_026666881.1	XP_011166609.1
OG0001493	XP_017883907.1	XP_011168223.2, XP_039311783.1, XP_011168226.2
OG0001494	XP_017880160.1	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1
OG0001495	XP_017882031.1	XP_011168272.1
OG0001496	XP_017891409.1	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2
OG0001497	XP_017877619.1	XP_011165457.1, XP_011165458.1
OG0001498	XP_017881140.1	XP_039305924.1
OG0001499	XP_017880154.1	XP_039307688.1, XP_011158157.1
OG0001499	XP_017878329.1	XP_011163631.1
OG0001500	XP_026667478.1	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1
OG0001502	XP_017882984.1	XP_011166475.1
OG0001503	XP_017879971.1, XP_017879970.1	XP_025996966.1, XP_025996963.2
OG0001504	XP_017887359.1	XP_011167263.2
OG0001505	XP_017883156.1, XP_026670874.1	XP_011172206.2
OG0001506	XP_017882579.1	XP_039304198.1, XP_039304197.1, XP_039304199.1, XP_039304201.1, XP_039304200.1, XP_039304196.1
OG0001508	XP_026675341.1	XP_039311816.1
OG0001509	XP_017888843.1	XP_039311684.1
OG0001510	XP_017879018.1, XP_017892889.1	XP_025992335.2, XP_025986196.2
OG0001511	XP_017885232.1	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1
OG0001512	XP_026673003.1	XP_025986523.1
OG0001513	XP_017884443.1	XP_011173097.1
OG0001514	XP_026674694.1	XP_011176284.1, XP_011176285.1
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_025995098.1
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_011166939.1, XP_039315567.1, XP_039315566.1
OG0001517	XP_017886742.1	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_011175547.2
OG0001519	XP_017886273.1	XP_025995933.2, XP_025995932.2
OG0001520	XP_026668954.1	XP_011172158.1
OG0001521	XP_026671068.1	XP_039314177.1
OG0001522	XP_017886164.1	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_025987250.1
OG0001524	XP_017875282.1	XP_011168675.2
OG0001525	XP_017889808.1, XP_017889806.1	XP_011159211.1
OG0001527	XP_017881373.1	XP_039303803.1, XP_011158352.1
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_039311427.1
OG0001531	XP_017879505.1	XP_025988753.1
OG0001532	XP_026673838.1, XP_017884610.1	XP_011162596.1, XP_039310282.1
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_025987694.2
OG0001534	XP_017880208.1, XP_017885096.2	XP_011156569.2, XP_039308558.1
OG0001535	XP_026675097.1, XP_017891037.1	XP_011158713.1
OG0001536	XP_017875095.1, XP_017875093.1	XP_025994747.1, XP_025994749.1, XP_039314099.1
OG0001537	XP_017882609.1, XP_017882610.1	XP_011158583.1, XP_039307705.1
OG0001538	XP_017886236.1	XP_025995016.1
OG0001539	XP_026674421.1, XP_026674420.1	XP_025989075.1
OG0001540	XP_017889014.1	XP_011156938.1
OG0001541	XP_026675415.1, XP_017892553.1	XP_039305648.1, XP_039305645.1
OG0001542	XP_026668701.1, XP_017878786.1	XP_011176315.1
OG0001543	XP_026669849.1	XP_011160969.1
OG0001545	XP_026670107.1, XP_026675304.1, XP_026672402.1, XP_026674393.1, XP_017879402.2, XP_026672688.1	XP_011167357.1
OG0001546	XP_017891805.1	XP_011173304.1
OG0001547	XP_026673903.1	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1
OG0001548	XP_017887079.1	XP_039312926.1, XP_011167899.2
OG0001549	XP_017888159.1	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2
OG0001551	XP_017884371.2	XP_025991441.1
OG0001552	XP_026671455.1, XP_017884355.1	XP_039306173.1
OG0001553	XP_017884263.1, XP_017884262.1	XP_011171181.2
OG0001554	XP_017888433.1, XP_026673527.1	XP_025993708.2, XP_011167298.3
OG0001555	XP_017875845.1, XP_017875846.1	XP_039302216.1, XP_039302217.1, XP_039302218.1
OG0001556	XP_017893482.1	XP_011160222.1, XP_011160221.1
OG0001557	XP_017877629.1	XP_025987489.1
OG0001558	XP_017878085.1	XP_011164872.1
OG0001559	XP_017877587.1, XP_017877585.1, XP_017877586.1, XP_026668180.1	XP_025995579.2
OG0001560	XP_026670080.1	XP_011171068.2
OG0001561	XP_017889717.1	XP_011156748.1
OG0001562	XP_026669458.1, XP_017880457.2	XP_011160241.1
OG0001563	XP_026673959.1	XP_011164698.1
OG0001564	XP_017882356.1, XP_017887754.1	XP_025992928.1, XP_025990449.2, XP_011164166.3, XP_011165913.1
OG0001565	XP_017882130.1	XP_011159749.1
OG0001566	XP_017887390.2, XP_026673580.1, XP_026673559.1, XP_026673901.1	XP_011164289.1
OG0001567	XP_017882680.1	XP_011164347.2
OG0001568	XP_026671175.1	XP_039315462.1, XP_011170161.1
OG0001569	XP_017875431.1	XP_039307127.1, XP_011175182.1
OG0001570	XP_017875150.1, XP_017875152.1, XP_017875151.1, XP_017885804.1	XP_025996281.1
OG0001571	XP_017890463.1	XP_011173525.1
OG0001572	XP_017879452.1	XP_025991099.2
OG0001573	XP_017892741.1	XP_011167748.2
OG0001574	XP_017886184.1	XP_025990480.1, XP_025990476.1
OG0001575	XP_026666896.1	XP_025989254.1
OG0001576	XP_026667012.1	XP_011162339.1, XP_011162338.1
OG0001577	XP_017885615.1, XP_026672158.1, XP_017885614.1	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2
OG0001578	XP_017882735.2, XP_026668736.1, XP_026668737.1, XP_017878774.1, XP_026668735.1	XP_039311675.1, XP_025995374.2
OG0001579	XP_017876530.2	XP_025990916.1, XP_011161055.1
OG0001580	XP_017888347.1, XP_017888344.1	XP_025989737.2, XP_025989741.2
OG0001581	XP_026670294.1	XP_039312559.1
OG0001582	XP_026669615.1, XP_017880629.1, XP_017880628.1	XP_025993005.2, XP_039302703.1, XP_011170369.2
OG0001583	XP_026673971.1	XP_011173101.1, XP_011173102.1
OG0001584	XP_017889139.1	XP_011163216.1, XP_011163212.1
OG0001585	XP_017892996.1, XP_017893043.1	XP_011175980.2
OG0001586	XP_017879262.1, XP_017879261.1	XP_011172109.1
OG0001587	XP_017892383.1	XP_025992049.1
OG0001588	XP_017881662.1	XP_039302461.1, XP_025989691.2
OG0001589	XP_026674955.1	XP_011172968.1
OG0001590	XP_017879754.1	XP_011157497.2
OG0001591	XP_026668586.1	XP_011168160.3
OG0001592	XP_026674315.1	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1
OG0001593	XP_017889870.1	XP_025989465.2
OG0001594	XP_026671535.1, XP_026671711.1	XP_039313370.1
OG0001595	XP_017881535.1, XP_017881534.1	XP_011155321.1, XP_011155323.1
OG0001596	XP_026672205.1, XP_026672211.1, XP_026672207.1, XP_026672206.1, XP_026672209.1, XP_017885740.1, XP_026672208.1, XP_026672210.1	XP_011160525.1, XP_039308865.1
OG0001597	XP_026667798.1	XP_011161753.1
OG0001597	XP_017876747.2	XP_039302815.1
OG0001598	XP_017881745.1	NP_001291513.1, XP_039304810.1, NP_001291514.1
OG0001599	XP_017879217.1	XP_011163081.1
OG0001600	XP_026670083.1, XP_026670084.1, XP_017881650.1, XP_026670085.1	XP_011165848.2
OG0001602	XP_026674281.1	XP_025988804.2
OG0001603	XP_026673231.1, XP_026667519.1	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1
OG0001604	XP_017881294.1, XP_017881292.1	XP_039306393.1, XP_039306391.1
OG0001605	XP_026673228.1	XP_025993135.2, XP_039312161.1, XP_039312160.1
OG0001606	XP_017888687.1	XP_039303892.1
OG0001607	XP_026675048.1, XP_017891714.1, XP_017891715.1, XP_017891716.1	XP_025988460.1, XP_039305259.1
OG0001608	XP_017881106.1, XP_017881107.1, XP_017881105.1	XP_039312323.1
OG0001609	XP_017883252.1, XP_026671014.1	XP_025987980.1, XP_011157468.1, XP_011157467.1
OG0001611	XP_017880232.1	XP_011157083.1
OG0001612	XP_017881044.1, XP_017881043.1, XP_026669801.1, XP_026669802.1	XP_025991527.2
OG0001613	XP_026667518.1, XP_017879680.1, XP_017877003.1, XP_017877439.1	XP_039307245.1, XP_039307244.1, XP_039307243.1, XP_011156140.1, XP_025997359.2, XP_039303090.1, XP_025996903.2
OG0001614	XP_017883388.1	XP_039302685.1
OG0001615	XP_026674697.1, XP_017890960.1	XP_011159603.1
OG0001616	XP_017876471.1, XP_017876481.1	XP_011165539.1
OG0001617	XP_017876865.1	XP_025996452.1
OG0001619	XP_017874994.1, XP_017874993.1	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1
OG0001620	XP_026673662.1	XP_011172508.2
OG0001621	XP_026672226.1, XP_026672225.1, XP_017885786.1, XP_017885787.1, XP_017885788.1, XP_017885790.1	XP_011163719.2
OG0001622	XP_026675335.1	XP_011163366.1
OG0001623	XP_017877969.1	XP_011173601.1
OG0001624	XP_017880405.1	XP_025988947.1
OG0001625	XP_017893078.1	XP_011158987.1
OG0001626	XP_017875692.1	XP_011166369.1
OG0001627	XP_017880923.1	XP_025992429.1
OG0001628	XP_017889213.2, XP_026666872.1	XP_039313243.1, XP_011165694.2
OG0001629	XP_017888381.1, XP_017879817.1	XP_011164801.1, NP_001291532.1
OG0001631	XP_017879946.1	XP_025994075.2
OG0001632	XP_017884911.1	XP_025996098.1, XP_039312892.1, XP_039312891.1
OG0001633	XP_017893400.1	XP_025990458.1
OG0001634	XP_017890676.1	XP_011163706.1
OG0001635	XP_017886906.1	XP_025990186.1
OG0001636	XP_017879192.1	XP_011161744.1
OG0001637	XP_017886568.1	XP_011160567.1, XP_039303715.1
OG0001638	XP_017882539.1	XP_011173071.2
OG0001639	XP_017884733.1	XP_011162004.1, XP_039302197.1
OG0001640	XP_017875145.1	XP_011162453.1
OG0001641	XP_017891802.1	XP_011167461.1
OG0001642	XP_017879182.1	XP_011161737.1
OG0001643	XP_017884457.1	XP_025995866.2
OG0001644	XP_026667469.1	XP_039302614.1, XP_011175857.1, XP_011175856.1
OG0001645	XP_017880045.1, XP_026669289.1, XP_026669290.1	XP_011162052.1, XP_011162053.1
OG0001646	XP_026668720.1, XP_017878838.1, XP_017878836.1, XP_017878835.1	XP_025991119.1
OG0001647	XP_026674619.1	XP_011167238.1
OG0001648	XP_017875340.1	XP_011161583.1, XP_039310226.1
OG0001649	XP_017881323.1	XP_011160573.1
OG0001650	XP_026675245.1	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1
OG0001651	XP_026667616.1, XP_026667603.1	XP_039307391.1, XP_039307390.1
OG0001652	XP_026675374.1, XP_017892220.1	XP_025989514.1, XP_011170123.1
OG0001653	XP_017883279.1	XP_011164509.2
OG0001654	XP_017888603.1	XP_025990587.2, XP_011171393.2, XP_025990588.2
OG0001655	XP_017892397.1	XP_011172420.1, XP_011172419.1
OG0001656	XP_017891121.1	XP_025989933.1, XP_011176122.1
OG0001657	XP_026672283.1, XP_017886007.1	XP_011156207.1
OG0001658	XP_017878018.1	XP_025987786.1, XP_011169230.1
OG0001659	XP_017889582.1	XP_011156724.2, XP_011156725.1
OG0001660	XP_017893028.1	XP_011175649.1
OG0001661	XP_026670628.1	XP_025991899.1, XP_011161848.1
OG0001662	XP_017886371.1	XP_011166179.1, XP_011166174.1
OG0001663	XP_017876718.1, XP_017876719.1	XP_011160600.1
OG0001664	XP_017883594.1, XP_017883592.1	XP_039315097.1, XP_039315095.1
OG0001665	XP_017878558.1	XP_011162304.1
OG0001666	XP_017883967.1	XP_011157454.1
OG0001667	XP_017879513.1, XP_026669075.1	XP_039314599.1
OG0001668	XP_017882678.1, XP_026670676.1	XP_011164357.1, XP_011164356.1
OG0001669	XP_017878986.1, XP_017878989.1	XP_011157251.2
OG0001670	XP_017875801.1	XP_039313082.1, XP_025995976.1
OG0001671	XP_017882254.1	XP_039308958.1
OG0001672	XP_026673491.1, XP_017888448.1	XP_039303278.1
OG0001673	XP_017891424.1, XP_017891429.1	XP_011156255.2
OG0001674	XP_017888194.1	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2
OG0001675	XP_017884842.1	XP_011161210.1, XP_011161211.1
OG0001676	XP_017885189.1, XP_017885190.1	XP_011173208.2
OG0001677	XP_026671202.1	XP_011166896.1
OG0001678	XP_026673248.1, XP_026673247.1, XP_017887877.1	XP_011160108.1, XP_011160107.1
OG0001679	XP_026673450.1	XP_011158431.1
OG0001680	XP_017880192.1	XP_011162712.1, XP_039310111.1
OG0001681	XP_026668087.1	XP_039309619.1
OG0001682	XP_017880907.1	XP_011171824.1
OG0001683	XP_017885079.1	XP_011169305.1
OG0001684	XP_017891459.2	XP_039310942.1
OG0001685	XP_017882422.2	XP_039303275.1
OG0001686	XP_017878346.1	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1
OG0001687	XP_026672887.1	XP_039309671.1
OG0001687	XP_026672817.1	XP_025992568.1
OG0001689	XP_017888563.1	XP_025986564.1, XP_025986563.1
OG0001690	XP_017884563.1, XP_017884565.1	XP_039306829.1, XP_011157264.1
OG0001691	XP_026671374.1, XP_017884155.1	XP_011171427.1
OG0001692	XP_017885636.1, XP_026675558.1	XP_011155633.1
OG0001693	XP_017875666.1	XP_025987446.1, XP_039310517.1
OG0001694	XP_026672387.1, XP_026672388.1, XP_017886053.1	XP_011168616.2
OG0001695	XP_017889583.1	XP_011156723.1
OG0001696	XP_026667052.1	XP_039310023.1, XP_039310017.1
OG0001697	XP_017889914.1, XP_026674031.1, XP_026674032.1	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1
OG0001698	XP_026675542.1, XP_026667196.1, XP_026668063.1, XP_026673847.1	XP_039308538.1, XP_039308540.1, XP_039308539.1, XP_039303306.1, XP_039307233.1, XP_039310133.1, XP_039305301.1
OG0001699	XP_017887230.1	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1
OG0001700	XP_017882876.1, XP_026670779.1, XP_026670780.1	XP_011167786.2
OG0001701	XP_017877082.1	XP_025988830.1, XP_011164170.2, XP_039302064.1
OG0001702	XP_017887580.1	XP_011162940.1
OG0001703	XP_026674679.1	XP_011164234.2
OG0001704	XP_017888495.1, XP_017888494.1, XP_026673516.1, XP_026673517.1, XP_017888497.1, XP_017888496.1	XP_011167326.1
OG0001705	XP_017876390.1	XP_039312388.1
OG0001706	XP_017884418.1	XP_011158625.1
OG0001707	XP_017876145.1	XP_011155612.1
OG0001708	XP_017883231.1	XP_011164603.1, XP_025991942.1
OG0001709	XP_026672855.1, XP_026672844.1	XP_025990188.1, XP_025990194.1
OG0001710	XP_017890623.2	XP_039305265.1
OG0001711	XP_017891682.1	XP_011165612.1
OG0001712	XP_017876930.1	XP_011166117.1, XP_011166096.1
OG0001713	XP_017879776.1	XP_011166931.1
OG0001714	XP_017875604.2	XP_025987284.1
OG0001715	XP_017886030.1	XP_011159122.2
OG0001717	XP_017878801.1	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1
OG0001718	XP_017893125.1	XP_011168466.1
OG0001719	XP_017875778.1	XP_011169234.1
OG0001720	XP_026668016.1, XP_017877352.1, XP_017877351.1	XP_025989851.1, XP_011175636.1, XP_025989850.1
OG0001721	XP_017893357.1	XP_011158131.2, XP_011158133.1, XP_039305886.1
OG0001722	XP_017879558.1	XP_011169266.2
OG0001723	XP_017889630.1, XP_026674230.1	XP_011173007.1
OG0001724	XP_017890174.1, XP_017890173.1	XP_039304618.1, XP_025992218.1
OG0001725	XP_017883704.1	XP_011174902.2
OG0001726	XP_017886793.1	XP_025989444.1
OG0001727	XP_017881968.1	XP_011161620.1
OG0001728	XP_026672112.1, XP_017888366.1, XP_026670200.1	XP_039313676.1, XP_039313680.1
OG0001729	XP_017882117.1	XP_039308930.1, XP_039308926.1
OG0001730	XP_026670129.1	XP_025987718.2, XP_025987717.2
OG0001731	XP_017886957.1, XP_026672777.1	XP_011175411.2
OG0001732	XP_017891303.1	XP_039304441.1, XP_011159479.1
OG0001734	XP_017880487.1, XP_017880438.1	XP_039314386.1
OG0001735	XP_026668983.1, XP_017879315.1	XP_011170355.1, XP_039305740.1
OG0001737	XP_017876323.1	XP_039315088.1, XP_011160101.1
OG0001738	XP_017892670.1	XP_039310354.1
OG0001739	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1	XP_011170792.1
OG0001740	XP_017891938.1	XP_011166965.1, XP_025985931.1
OG0001741	XP_017892669.1	XP_025987359.1
OG0001742	XP_026675013.1	XP_039303639.1, XP_025991103.2
OG0001743	XP_017891851.1, XP_026675172.1	XP_011161430.1, XP_011161433.1
OG0001744	XP_026668408.1, XP_017878130.1	XP_039314453.1, XP_039314456.1
OG0001745	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1	XP_011162193.2
OG0001746	XP_017884117.1	XP_011164075.1
OG0001747	XP_017888647.2, XP_017888646.2	XP_039309971.1
OG0001748	XP_017879238.1, XP_017879221.1	XP_039302590.1, XP_039302582.1
OG0001749	XP_026673755.1, XP_026673765.1	XP_039307685.1, XP_039307681.1
OG0001750	XP_017892823.1, XP_017892824.1	XP_011155871.1
OG0001751	XP_026674532.1, XP_026674542.1, XP_017889998.1, XP_017889988.1	XP_011155816.1, XP_011155818.1
OG0001752	XP_017885918.1	XP_039305802.1
OG0001753	XP_017891501.1	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1
OG0001754	XP_026669134.1	XP_039305540.1, XP_039305545.1
OG0001755	XP_017890270.1	XP_011158260.1
OG0001756	XP_026673089.1	XP_039313053.1, XP_039313054.1
OG0001757	XP_026672195.1	XP_039308870.1
OG0001758	XP_017876414.1, XP_026667557.1, XP_017876411.1, XP_017876412.1, XP_017876413.1, XP_017876410.1	XP_039303751.1, XP_025990540.1
OG0001759	XP_017890733.1	XP_011170736.1
