Orthogroup	Ceratina_calcarata	Acyrthosiphon_pisum
OG0001464	XP_017880281.1	NP_001156433.1, XP_008186733.1
OG0001465	XP_017876776.1, XP_017876777.1	NP_001156833.1
OG0001466	XP_017888947.1, XP_017888948.1	XP_008180032.1, NP_001161683.1
OG0001467	XP_026675468.1, XP_026675469.1	NP_001191928.1
OG0001468	XP_017883650.1, XP_017883649.1	NP_001191993.1, XP_008189445.3
OG0001469	XP_017882156.1	XP_008181788.1, NP_001233056.1
OG0001470	XP_026670189.1	XP_008187948.1, NP_001280297.1
OG0001471	XP_026668131.1, XP_017877509.1	XP_008183781.1, NP_001280339.1, XP_008189101.1, XP_003242907.1
OG0001472	XP_017880836.2, XP_017882420.1	NP_001280353.1
OG0001473	XP_017879270.1	NP_001280376.1, XP_008185857.1
OG0001474	XP_017882124.1	XP_029342002.1, NP_001280448.1
OG0001475	XP_026667272.1, XP_026667270.1, XP_017875766.1	XP_001942854.1
OG0001476	XP_017880175.1	XP_001942905.3
OG0001477	XP_017882175.1	XP_001942920.4
OG0001478	XP_017884388.1	XP_001942958.2, XP_029342966.1, XP_016660334.1, XP_008180779.1
OG0001479	XP_017887456.1	XP_001942962.2
OG0001480	XP_017891707.1	XP_001943003.1
OG0001481	XP_017879500.1	XP_001943151.1
OG0001482	XP_017883654.1, XP_026671100.1	XP_001943496.2
OG0001483	XP_017885452.1	XP_001943861.2
OG0001484	XP_017884916.1	XP_001944106.1
OG0001485	XP_017890307.1	XP_001944507.2
OG0001486	XP_026672451.1, XP_026672454.1	XP_029341194.1, XP_001944825.2
OG0001487	XP_017876635.1	XP_016661816.1, XP_001945106.1
OG0001488	XP_017892990.2, XP_026666526.1, XP_026666533.1	XP_001945549.2
OG0001489	XP_017886494.1	XP_001945732.1
OG0001490	XP_017879617.1	XP_001945791.2
OG0001491	XP_017875538.1	XP_001946011.2, XP_029342551.1
OG0001492	XP_017893678.1, XP_026666881.1	XP_001948802.2, XP_008187152.1, XP_008187153.1, XP_001946302.1
OG0001493	XP_017883907.1	XP_029343846.1, XP_001946376.2, XP_008183135.1
OG0001494	XP_017880160.1	XP_001946881.2
OG0001495	XP_017882031.1	XP_001946939.2, XP_029344154.1
OG0001496	XP_017891409.1	XP_008185249.2, XP_001946961.1
OG0001497	XP_017877619.1	XP_001947222.2
OG0001498	XP_017881140.1	XP_008181337.1, XP_001947275.1, XP_029347822.1, XP_008180982.1, XP_008181925.2
OG0001499	XP_017880154.1, XP_017878329.1	XP_001947444.2
OG0001500	XP_026667478.1	XP_001947553.2
OG0001501	XP_017885255.1	XP_001947628.2
OG0001502	XP_017882984.1	XP_001947678.4
OG0001503	XP_017879971.1, XP_017879970.1	XP_001947953.1
OG0001504	XP_017887359.1	XP_001948087.2, XP_016662592.1
OG0001505	XP_017883156.1, XP_026670874.1	XP_001948092.2
OG0001506	XP_017882579.1	XP_001949016.2
OG0001507	XP_017889498.1	XP_001949195.2, XP_003243935.1
OG0001508	XP_026675341.1	XP_016657823.1, XP_003242760.1, XP_003242759.1, XP_008180467.1, XP_029344178.1, XP_001949221.1
OG0001509	XP_017888843.1	XP_001949731.2
OG0001510	XP_017879018.1, XP_017892889.1	XP_003246129.1, XP_001950257.2
OG0001511	XP_017885232.1	XP_001950295.2
OG0001512	XP_026673003.1	XP_001950347.2, XP_003249003.2
OG0001513	XP_017884443.1	XP_029343494.1, XP_001950605.2
OG0001514	XP_026674694.1	XP_001950614.2, XP_008179295.1, XP_016656840.1
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_001951016.1, XP_008188305.1, XP_008188306.1
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_001951239.1, XP_008186532.1
OG0001517	XP_017886742.1	XP_001951328.2, XP_029346096.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_001951365.1
OG0001519	XP_017886273.1	XP_008183986.1, XP_001951874.2
OG0001520	XP_026668954.1	XP_001951964.1
OG0001521	XP_026671068.1	XP_008181173.1
OG0001522	XP_017886164.1	XP_001952293.1
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_001952833.2
OG0001524	XP_017875282.1	XP_003240924.1, XP_016664234.1
OG0001525	XP_017889808.1, XP_017889806.1	XP_003241160.1
OG0001526	XP_017887355.1, XP_026672942.1	XP_003241167.1, XP_029345134.1, XP_008190230.1
OG0001527	XP_017881373.1	XP_003241208.1
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_003242875.1
OG0001530	XP_017889183.1	XP_003243307.1
OG0001531	XP_017879505.1	XP_003243327.1
OG0001532	XP_026673838.1, XP_017884610.1	XP_003243596.1
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_008189436.2, XP_008185693.1, XP_008185692.1, XP_003246282.1, XP_008185694.1, XP_003244766.1
OG0001534	XP_017880208.1, XP_017885096.2	XP_003244802.1
OG0001535	XP_026675097.1, XP_017891037.1	XP_029343322.1, XP_029343330.1, XP_029343343.1, XP_029343335.1, XP_003244942.1, XP_003244940.1, XP_008183679.1, XP_008183680.1
OG0001536	XP_017875095.1, XP_017875093.1	XP_003245170.1
OG0001537	XP_017882609.1, XP_017882610.1	XP_003245502.1, XP_008181113.1, XP_016661056.2
OG0001538	XP_017886236.1	XP_003245941.1
OG0001539	XP_026674421.1, XP_026674420.1	XP_029343073.1, XP_016656485.1, XP_016656486.1, XP_003246880.1, XP_008186547.1, XP_029344116.1, XP_016662798.1
OG0001540	XP_017889014.1	XP_003247868.1
OG0001541	XP_026675415.1, XP_017892553.1	XP_003248759.2, XP_008188096.1
OG0001542	XP_026668701.1, XP_017878786.1	XP_029345676.1, XP_029345670.1, XP_003248868.3
OG0001543	XP_026669849.1	XP_008178488.1
OG0001545	XP_026670107.1, XP_026675304.1, XP_026672402.1, XP_026674393.1, XP_017879402.2, XP_026672688.1	XP_008180179.1
OG0001546	XP_017891805.1	XP_008180322.1
OG0001547	XP_026673903.1	XP_008181007.1
OG0001548	XP_017887079.1	XP_008181324.1
OG0001549	XP_017888159.1	XP_008181350.1, XP_008181345.1
OG0001550	XP_017892140.2, XP_026674767.1, XP_017887182.1	XP_008181349.1, XP_016660125.1
OG0001551	XP_017884371.2	XP_029344459.1, XP_008182508.1
OG0001552	XP_026671455.1, XP_017884355.1	XP_029341108.1, XP_008182735.1
OG0001553	XP_017884263.1, XP_017884262.1	XP_008183385.1
OG0001554	XP_017888433.1, XP_026673527.1	XP_008183450.2
OG0001555	XP_017875845.1, XP_017875846.1	XP_029341218.1, XP_008184180.1, XP_029341220.1
OG0001556	XP_017893482.1	XP_008184251.1
OG0001557	XP_017877629.1	XP_016661057.2
OG0001558	XP_017878085.1	XP_008184940.1
OG0001559	XP_017877587.1, XP_017877585.1, XP_017877586.1, XP_026668180.1	XP_008185039.1
OG0001560	XP_026670245.1, XP_026670080.1	XP_008186404.1, XP_016662679.1
OG0001561	XP_017889717.1	XP_029341351.1, XP_008186937.1, XP_029341646.1
OG0001562	XP_026669458.1, XP_017880457.2	XP_016663542.1, XP_008187530.2, XP_016660440.1
OG0001563	XP_026673959.1, XP_026673955.1	XP_008187964.3
OG0001564	XP_017885054.1, XP_017882356.1, XP_017887754.1	XP_008189660.1, XP_016659665.1, XP_029341277.1, XP_029341276.1
OG0001565	XP_017882130.1	XP_008189936.1
OG0001566	XP_017887390.2, XP_026673580.1, XP_026673559.1, XP_026673901.1	XP_016655818.1
OG0001567	XP_017882680.1, XP_017882684.1	XP_016658137.2
OG0001568	XP_026671175.1	XP_016658644.1
OG0001569	XP_017875431.1	XP_016659072.1
OG0001570	XP_017875150.1, XP_017875152.1, XP_017875151.1, XP_017885804.1	XP_016659399.1
OG0001571	XP_017890463.1, XP_017892717.2	XP_016660614.1, XP_029346556.1, XP_016660615.1, XP_016660613.1
OG0001572	XP_017879452.1	XP_016661226.1, XP_029342072.1
OG0001573	XP_026675616.1, XP_017892755.1, XP_017892741.1	XP_016661281.1
OG0001574	XP_017886184.1	XP_016661800.1, XP_029343877.1, XP_029343880.1, XP_029343879.1, XP_029343878.1, XP_016661798.1, XP_029343876.1
OG0001575	XP_017888111.2, XP_026666896.1	XP_016665048.1
OG0001576	XP_026667012.1	XP_029341788.1, XP_029341787.1, XP_029341790.1, XP_029341789.1
OG0001577	XP_017885615.1, XP_026672158.1, XP_017885614.1	XP_029341940.1
OG0001578	XP_017882735.2, XP_026668736.1, XP_026668737.1, XP_017878774.1, XP_026668735.1	XP_029342030.1
OG0001579	XP_017876530.2	XP_029343105.1, XP_029343104.1
OG0001580	XP_017888347.1, XP_017888344.1	XP_029343957.1
OG0001581	XP_026670294.1	XP_029347791.1, XP_029344497.1
OG0001582	XP_026669615.1, XP_017880629.1, XP_017880628.1	XP_029345144.1
OG0001583	XP_026673971.1	XP_029345306.1
OG0001584	XP_017889139.1	XP_029346124.1
OG0001585	XP_017892996.1, XP_017893043.1	XP_029346669.1, XP_029348133.1
OG0001586	XP_017879262.1, XP_017879261.1	XP_029346801.1
OG0001587	XP_017892386.1, XP_017892383.1	XP_029347036.1
OG0001588	XP_017881662.1	XP_029347321.1, XP_029348055.1
OG0001589	XP_026674955.1	XP_029348255.1
OG0001614	XP_017883388.1	NP_001119609.1
OG0001615	XP_026674697.1, XP_017890960.1	NP_001165434.1, NP_001119664.1
OG0001616	XP_017876471.1, XP_017876481.1	XP_001949992.2, XP_001947239.1, NP_001129661.1, NP_001119692.1
OG0001617	XP_017876865.1	XP_016664309.1, XP_001949968.4, XP_001952346.3, XP_029347218.1, XP_029347450.1, XP_003240157.1, NP_001155377.1, XP_008178676.1
OG0001619	XP_017874994.1, XP_017874993.1	XP_008189793.1, XP_008180212.1, NP_001155629.1
OG0001620	XP_026673662.1	NP_001155671.1
OG0001621	XP_026672226.1, XP_026672225.1, XP_017885786.1, XP_017885787.1, XP_017885788.1, XP_017885790.1	XP_029344967.1, NP_001155770.1, XP_008187262.1
OG0001622	XP_026675335.1	XP_008180830.1, NP_001155791.1
OG0001623	XP_017877969.1	NP_001155857.1
OG0001624	XP_017880405.1	NP_001155934.1, NP_001155932.1, NP_001155933.1, XP_008184379.1, NP_001155935.1
OG0001625	XP_017893078.1	NP_001156134.1
OG0001626	XP_017875692.1	NP_001156141.1
OG0001627	XP_017880923.1	NP_001156148.1, XP_008185366.1
OG0001628	XP_017889213.2, XP_026666872.1	XP_029341957.1, NP_001156245.1, XP_029344470.1, XP_029344469.1, XP_029344468.1, XP_008186771.2, NP_001233098.1, XP_016656492.1, XP_001948530.2, XP_001947430.2
OG0001629	XP_017888381.1, XP_017879817.1	NP_001156316.1, XP_008178127.1, XP_008189895.1, NP_001165437.1
OG0001631	XP_017879946.1	NP_001156438.1, XP_001948292.4, XP_016660627.1
OG0001632	XP_017884911.1	XP_008183084.1, NP_001156712.1
OG0001633	XP_017893400.1	NP_001232954.1
OG0001634	XP_017890676.1	NP_001233050.1
OG0001635	XP_017886906.1	NP_001280462.1
OG0001636	XP_017879192.1	NP_001313576.1
OG0001637	XP_017886568.1	NP_001313606.1
OG0001638	XP_017878364.2, XP_017882539.1	XP_001942629.2
OG0001639	XP_017884733.1	XP_001942635.2
OG0001640	XP_017875145.1	XP_001944671.1, XP_001942710.1, XP_008187704.1
OG0001641	XP_017891802.1	XP_001942933.2
OG0001642	XP_017879182.1	XP_001943211.1, XP_001943270.1, XP_008181942.1
OG0001643	XP_017884457.1	XP_029343701.1, XP_029343702.1, XP_001944079.1, XP_008187007.1, XP_001943383.1, XP_016656484.1, XP_016665011.1
OG0001644	XP_026667469.1	XP_001945235.1, XP_029343508.1, XP_008186588.1, XP_008180278.2, XP_001943832.1
OG0001645	XP_017880045.1, XP_026669289.1, XP_026669290.1	XP_001944045.2
OG0001646	XP_026668720.1, XP_017878838.1, XP_017878836.1, XP_017878835.1	XP_001944173.2
OG0001647	XP_026674619.1	XP_029343557.1, XP_001944181.1, XP_003248804.3, XP_029341067.1
OG0001648	XP_017875340.1	XP_001944186.1
OG0001649	XP_017881323.1	XP_001944730.2
OG0001650	XP_026675245.1	XP_001945180.1
OG0001651	XP_026667616.1, XP_026667603.1	XP_001945607.2
OG0001652	XP_026675374.1, XP_017892220.1	XP_001945713.2
OG0001653	XP_017883279.1	XP_001945941.2
OG0001654	XP_017888603.1	XP_001946378.2
OG0001655	XP_017892397.1	XP_001946635.1
OG0001656	XP_017891121.1	XP_001946836.2
OG0001657	XP_026672283.1, XP_017886007.1	XP_029341082.1, XP_001946895.2
OG0001658	XP_017878018.1	XP_016663561.1, XP_001948609.1, XP_001947103.1
OG0001659	XP_017889582.1	XP_001947555.1, XP_016661886.1
OG0001660	XP_017893028.1	XP_016659421.1, XP_001947974.1, XP_029342385.1, XP_008182235.1, XP_008182228.1
OG0001661	XP_026670628.1, XP_026670616.1	XP_001948336.2, XP_008187588.1
OG0001662	XP_017886371.1	XP_001948434.2
OG0001663	XP_017876718.1, XP_017876719.1	XP_001948502.1
OG0001664	XP_017883594.1, XP_017883592.1	XP_001948999.2
OG0001665	XP_017878558.1	XP_001949124.1
OG0001666	XP_017883967.1	XP_001949417.2
OG0001667	XP_017879513.1, XP_026669075.1	XP_016660819.2, XP_001949587.4, XP_016660818.2, XP_008182459.1, XP_008187915.2
OG0001668	XP_017882678.1, XP_026670676.1	XP_001949692.1
OG0001669	XP_017878986.1, XP_017878989.1	XP_001950332.1, XP_008179737.1
OG0001670	XP_017875801.1	XP_001950746.1
OG0001671	XP_017882254.1	XP_001950779.1, XP_016659456.1, XP_008182266.1, XP_008182272.1, XP_029346598.1, XP_016658189.1, XP_029344288.1, XP_008189734.1
OG0001672	XP_026673491.1, XP_017888448.1	XP_016664060.1, XP_001950792.1
OG0001673	XP_017891424.1, XP_017891429.1	XP_001951789.2, XP_001951110.1
OG0001674	XP_017888194.1	XP_001951117.2
OG0001675	XP_017884842.1	XP_001951163.2, XP_008187982.1
OG0001676	XP_017885189.1, XP_017885190.1	XP_001951600.1
OG0001677	XP_026671202.1	XP_001951757.1
OG0001678	XP_026673248.1, XP_026673247.1, XP_017887877.1	XP_001952151.3, XP_016656299.1
OG0001679	XP_026673450.1	XP_001952174.1
OG0001680	XP_017880192.1	XP_001952275.1
OG0001681	XP_026668087.1	XP_001952488.1, XP_003244801.1, XP_008183491.1, XP_008183492.1
OG0001682	XP_017880907.1	XP_003241201.1
OG0001683	XP_017885079.1	XP_003242711.1
OG0001684	XP_017891459.2	XP_003244008.1
OG0001685	XP_017882422.2	XP_029345345.1, XP_003244045.1
OG0001686	XP_017878346.1	XP_003244114.1
OG0001687	XP_026672887.1, XP_026672817.1	XP_003244150.1, XP_029343745.1, XP_003248022.1
OG0001688	XP_017877565.1, XP_017877567.1, XP_026668167.1, XP_026668168.1, XP_017877564.1	XP_003244236.1
OG0001689	XP_017888563.1	XP_003246307.1, XP_016662081.1, XP_008185722.1, XP_029341680.1
OG0001690	XP_017884563.1, XP_017884565.1	XP_003247236.1, XP_008181864.2
OG0001691	XP_026671374.1, XP_017884155.1	XP_003247465.1
OG0001692	XP_017885636.1, XP_026675558.1	XP_003247659.1
OG0001693	XP_017875666.1	XP_003247797.1
OG0001694	XP_026672387.1, XP_026672388.1, XP_017886053.1	XP_003247833.1
OG0001695	XP_017889583.1	XP_003247962.1, XP_008184535.1, XP_029342167.1
OG0001696	XP_026667052.1	XP_029346128.1, XP_003248837.3
OG0001697	XP_017889914.1, XP_026674031.1, XP_026674032.1	XP_008178829.1
OG0001698	XP_026675542.1, XP_026667196.1, XP_026668063.1, XP_026673847.1	XP_016658341.1, XP_016658802.1
OG0001699	XP_017887230.1	XP_029345236.1, XP_008179743.1
OG0001700	XP_017882876.1, XP_026670779.1, XP_026670780.1	XP_008180611.1
OG0001701	XP_017877082.1	XP_008181703.1
OG0001702	XP_017887580.1	XP_008182063.3
OG0001703	XP_026674679.1	XP_008183132.2
OG0001704	XP_017888495.1, XP_017888494.1, XP_026673516.1, XP_026673517.1, XP_017888497.1, XP_017888496.1	XP_008183183.1
OG0001705	XP_017876390.1	XP_008183746.1
OG0001706	XP_017884418.1	XP_029342018.1, XP_008183985.1, XP_029342017.1, XP_016660636.1
OG0001707	XP_017876145.1	XP_008184047.1
OG0001708	XP_017883231.1	XP_008184069.1
OG0001709	XP_026672855.1, XP_026672844.1	XP_008184777.1
OG0001710	XP_017890623.2	XP_008185276.2
OG0001711	XP_017891682.1	XP_008185641.1, XP_016661368.1
OG0001712	XP_017876930.1	XP_008185711.1
OG0001713	XP_017879776.1	XP_008185732.1, XP_008185731.1, XP_008185730.1, XP_008185729.1
OG0001714	XP_017877102.1, XP_017875604.2	XP_008185781.1
OG0001715	XP_017886030.1	XP_008186070.1
OG0001717	XP_017878801.1	XP_008186368.1
OG0001718	XP_017893125.1	XP_008186471.1
OG0001719	XP_017875778.1	XP_029346950.1, XP_008187666.1
OG0001720	XP_026668016.1, XP_017877352.1, XP_017877351.1	XP_008187727.1
OG0001721	XP_017893357.1	XP_008188269.1, XP_008188938.1
OG0001722	XP_017879558.1	XP_008189818.1
OG0001723	XP_017889630.1, XP_026674230.1	XP_016656015.1
OG0001724	XP_017890174.1, XP_017890173.1	XP_016657416.1
OG0001725	XP_017883704.1	XP_016657929.1
OG0001726	XP_017886793.1, XP_017886882.1	XP_016658867.1
OG0001727	XP_017881968.1	XP_016659837.1
OG0001728	XP_026672112.1, XP_017888366.1, XP_026670200.1	XP_016659994.1
OG0001729	XP_017882117.1	XP_016660123.1
OG0001730	XP_026670129.1	XP_016662596.1
OG0001731	XP_017886957.1, XP_026672777.1	XP_016662755.1, XP_029347626.1
OG0001732	XP_017891303.1	XP_016663406.1
OG0001733	XP_017876967.1	XP_016663444.1, XP_029348714.1
OG0001734	XP_017880487.1, XP_017880438.1	XP_029341592.1
OG0001735	XP_026668983.1, XP_017879315.1	XP_029341951.1
OG0001737	XP_017876323.1	XP_029342873.1
OG0001738	XP_017892670.1	XP_029342948.1
OG0001739	XP_026671212.1, XP_026667186.1, XP_017875591.1, XP_017883889.1, XP_017883890.1	XP_029343150.1
OG0001740	XP_017891938.1	XP_029343949.1
OG0001741	XP_017892669.1	XP_029344099.1
OG0001742	XP_026675013.1	XP_029344583.1
OG0001743	XP_017891851.1, XP_026675172.1	XP_029344991.1
OG0001744	XP_026668408.1, XP_017878130.1	XP_029345593.1
OG0001745	XP_017881314.1, XP_017881315.1, XP_017881316.1, XP_017881317.1	XP_029345636.1
OG0001746	XP_017884117.1	XP_029345814.1
OG0001747	XP_017888647.2, XP_017888646.2	XP_029346653.1
OG0001748	XP_017879238.1, XP_017879221.1	XP_029347349.1
OG0001749	XP_026673755.1, XP_026673765.1	XP_029347633.1, XP_029347629.1
OG0001774	XP_017883463.1, XP_026671015.1	XP_008188214.1, NP_001155610.1, NP_001119694.1
OG0001775	XP_017885677.1	XP_008188848.1, NP_001129410.1, NP_001156569.1
OG0001776	XP_017887967.1	XP_001951172.2, NP_001129411.1
OG0001777	XP_017875660.1, XP_017875659.1	NP_001129414.1
OG0001778	XP_026674325.1	NP_001129594.1
OG0001779	XP_017876550.1	XP_001945775.2, NP_001155452.1, NP_001155825.1
OG0001780	XP_026671882.1, XP_017884824.1	XP_016659892.1, NP_001155461.1
OG0001781	XP_017876214.2	NP_001155485.1, NP_001156710.1, NP_001156709.1, NP_001156708.1
OG0001782	XP_017880456.1	NP_001155515.1
OG0001783	XP_017887554.1	NP_001155530.1, XP_016660437.1
OG0001784	XP_017886950.1	NP_001155547.1
OG0001785	XP_017877910.1	XP_029341505.1, NP_001155654.1, XP_008182090.1
OG0001786	XP_017886515.1	XP_008178954.1, NP_001155672.1
OG0001787	XP_017883925.1	NP_001155724.1
OG0001788	XP_017879798.1, XP_017888608.1	XP_016663392.1, NP_001155801.1, XP_003241568.1
OG0001789	XP_017890156.1, XP_017890155.1	NP_001156108.1, XP_016656321.1
OG0001790	XP_017891487.1	XP_008185976.1, NP_001156182.1
OG0001791	XP_026675103.1, XP_017890893.1	NP_001156204.1, XP_008184616.1
OG0001792	XP_017879902.1	NP_001156247.1, XP_008187622.1
OG0001793	XP_017893036.1	NP_001156305.1
OG0001794	XP_026675104.1, XP_026675098.1	NP_001156307.1
OG0001795	XP_017890067.1	NP_001156453.1
OG0001796	XP_026672728.1	NP_001156565.1, XP_016655961.1
OG0001797	XP_017879490.1	XP_029347227.1, XP_029342124.1, NP_001156579.1
OG0001799	XP_017878056.1	NP_001156668.1, XP_008179071.1
OG0001800	XP_026667309.1, XP_026667307.1, XP_026667308.1	NP_001156706.1
OG0001801	XP_017875183.1	XP_001944696.1, NP_001157399.1, XP_001945331.2, XP_001951652.2
OG0001802	XP_017879396.1	XP_029345658.1, NP_001162144.1
OG0001803	XP_017877860.1	NP_001191873.1, NP_001191872.1, NP_001191871.1, XP_008183099.1, XP_029341515.1
OG0001804	XP_017890089.1	NP_001232953.1, XP_016657413.1
OG0001805	XP_017888091.1, XP_017888090.1	NP_001232979.1
OG0001806	XP_017883265.1	NP_001233043.1
OG0001807	XP_026669145.1, XP_026669146.1	XP_001942509.2
OG0001808	XP_026668949.1, XP_017879246.1	XP_008187931.1, XP_001952480.2
OG0001809	XP_017884416.1	XP_001942715.1
OG0001810	XP_017877358.1	XP_001942856.1, XP_008179964.1
OG0001811	XP_017880727.1	XP_001943135.2, XP_016659076.1, XP_003241140.2, XP_016655900.1
OG0001812	XP_017882349.1	XP_001943187.1, XP_001948026.1
OG0001813	XP_017880085.1	XP_016663414.1, XP_001943319.2, XP_008187381.1
OG0001814	XP_026674677.1, XP_026674676.1, XP_026674678.1, XP_017890858.1	XP_001943377.1
OG0001815	XP_017882293.1	XP_029348024.1, XP_001943392.1, XP_029341214.1, XP_001947071.2
OG0001816	XP_026672224.1	XP_008187096.1, XP_001943493.2, XP_016656595.1
OG0001817	XP_017880191.1	XP_029346498.1, XP_008179583.1, XP_001943498.1
OG0001818	XP_017893655.1, XP_017893654.1	XP_001943774.1, XP_008180057.1
OG0001819	XP_017877887.1	XP_001943872.1, XP_008187524.1, XP_008179059.1, XP_001946078.2, XP_029344720.1, XP_003247569.1, XP_003248903.2, XP_029348132.1
OG0001820	XP_017885739.1	XP_001943903.1
OG0001821	XP_017875290.1	XP_003248297.1, XP_001943957.2
OG0001822	XP_017890737.1, XP_026674448.1	XP_001944669.2
OG0001823	XP_026668946.1, XP_026668947.1	XP_001944675.1, XP_008189752.1, XP_029347493.1, XP_029348629.1
OG0001824	XP_017884208.1	XP_001944700.1
OG0001825	XP_017889283.1	XP_001944739.1
OG0001826	XP_017883619.2, XP_017885951.1	XP_001944820.1
OG0001827	XP_017890147.1	XP_001944905.2
OG0001828	XP_017880424.1	XP_003246708.1, XP_008186331.1, XP_001945001.1, XP_016660475.1
OG0001829	XP_017885431.1, XP_017885432.1	XP_001945038.1
OG0001830	XP_017891758.1	XP_001945197.2
OG0001831	XP_026670464.1	XP_001945437.1
OG0001832	XP_017889885.1, XP_017889884.1	XP_001945557.2
OG0001833	XP_026672327.1	XP_001945830.2
OG0001834	XP_017878943.1, XP_017878954.1	XP_001946240.1
OG0001835	XP_017880637.1	XP_001946328.2, XP_016661442.1, XP_016661441.1
OG0001836	XP_026673377.1, XP_026673386.1	XP_001946879.2
OG0001837	XP_017879091.1	XP_001946894.1
OG0001838	XP_017875745.1	XP_001947118.2
OG0001839	XP_017885315.1	XP_003246231.1, XP_001947141.1
OG0001840	XP_017876404.1	XP_001947300.1
OG0001841	XP_017883556.1	XP_001947958.2
OG0001842	XP_017876780.1	XP_001948010.1, XP_003245356.1, XP_016660916.1
OG0001843	XP_026672571.1, XP_026672574.1, XP_017886650.1, XP_017886658.1, XP_017886643.1, XP_017886627.1	XP_029348519.1, XP_008186988.1, XP_001948155.2
