Orthogroup	Ceratina_calcarata	Anopheles_gambiae
OG0001154	XP_026672481.1, XP_026672484.1	XP_311713.5, XP_003436477.1
OG0001155	XP_017891395.1, XP_017891387.1	XP_310967.5
OG0001156	XP_017881290.1	XP_003436005.1, XP_321037.5
OG0001157	XP_017883238.2	XP_311092.3
OG0001158	XP_017892393.1	XP_315369.4
OG0001159	XP_017886271.2	XP_552266.3
OG0001160	XP_026673888.1, XP_026673889.1, XP_026673887.1, XP_017889249.1, XP_026673890.1	XP_553588.1
OG0001161	XP_017888072.1	XP_312237.4
OG0001161	XP_017888071.1	XP_321654.3
OG0001165	XP_026667629.1, XP_026667634.1, XP_026667626.1	XP_321402.5, XP_003435904.1
OG0001166	XP_017883240.1, XP_017883236.2	XP_003437030.1, XP_310514.3, XP_001237264.1
OG0001167	XP_026675585.1	XP_316568.4
OG0001168	XP_017885185.1	XP_318706.4
OG0001169	XP_026671781.1, XP_017884666.1	XP_317457.4
OG0001171	XP_017875797.1	XP_310580.4, XP_003437016.1
OG0001172	XP_026674508.1, XP_017890510.1	XP_321331.5, XP_003435918.1
OG0001173	XP_017875804.1	XP_003436462.1
OG0001174	XP_017883929.1, XP_017875351.1	XP_313500.1
OG0001175	XP_017892341.1	XP_316052.4
OG0001176	XP_017879337.1	XP_309066.4
OG0001178	XP_026671319.1, XP_026671317.1, XP_026671318.1, XP_017883991.1	XP_320745.4
OG0001179	XP_017882127.1	XP_318508.4
OG0001180	XP_026672814.1, XP_026672812.1	XP_312107.4, XP_003436250.1
OG0001181	XP_026670810.1	XP_310584.5
OG0001182	XP_017883950.1	XP_320209.4
OG0001183	XP_017880599.1, XP_017880593.1	XP_001237762.2
OG0001184	XP_026670299.1, XP_026670300.1	XP_003436481.1, XP_558879.4, XP_003436480.1
OG0001185	XP_026669000.1	XP_317794.3, XP_557418.3, XP_309856.4, XP_554727.1
OG0001186	XP_017876004.1	XP_001237242.1
OG0001187	XP_017888786.1	XP_001230352.1, XP_321322.5
OG0001189	XP_017892156.1, XP_026675309.1, XP_017892155.1	XP_556172.2
OG0001190	XP_026675381.1, XP_017892328.1, XP_026675383.1, XP_026675382.1, XP_017892331.1, XP_017892330.1, XP_017892333.1	XP_314805.4
OG0001191	XP_017889344.1	XP_559733.2, XP_309365.2
OG0001193	XP_026668344.1, XP_017877955.1	XP_320433.1
OG0001195	XP_017890988.1, XP_017890987.1, XP_017890986.1	XP_319946.4
OG0001197	XP_026668759.1, XP_026673391.1, XP_017877666.1	XP_311347.4
OG0001198	XP_026673471.1, XP_026673470.1, XP_017888358.1	XP_317373.3
OG0001199	XP_017881488.1, XP_017881489.1	XP_315370.3, XP_001688648.1
OG0001202	XP_026669822.1	XP_320320.4, XP_320321.3
OG0001203	XP_026667274.1	XP_308917.3, XP_313576.4
OG0001204	XP_017882168.1	XP_556259.3
OG0001205	XP_017889436.1, XP_017877499.1	XP_310915.3
OG0001207	XP_026669781.1, XP_017880993.2	XP_320895.4, XP_320898.4
OG0001208	XP_017882372.2, XP_017883548.1, XP_017883550.1, XP_017883547.1	XP_563571.4
OG0001214	XP_017881115.1	XP_003437198.1, XP_003437199.1, XP_003437197.1, XP_318298.5, XP_003437202.1, XP_003437203.1, XP_003437201.1, XP_003437200.1
OG0001215	XP_017884983.1	XP_315584.3
OG0001216	XP_017893516.1, XP_017893507.1	XP_319631.4
OG0001217	XP_017886751.1, XP_017886750.1	XP_001237272.3
OG0001218	XP_017880270.1	XP_311542.4
OG0001219	XP_017880146.1	XP_321594.5
OG0001220	XP_017877252.1	XP_317914.3, XP_320417.3
OG0001221	XP_026673331.1	XP_313849.2
OG0001222	XP_017889956.1, XP_026674122.1, XP_017889955.1	XP_321456.5, XP_003435893.1
OG0001223	XP_017890927.1	XP_311768.3
OG0001224	XP_017880169.1, XP_017880171.1	XP_315115.4
OG0001225	XP_017883445.1	XP_003437152.1, XP_309141.2, XP_001688166.1
OG0001226	XP_017882856.1, XP_017882847.1, XP_017882866.1	XP_557147.3
OG0001227	XP_017887066.1, XP_017887067.1, XP_017887065.1	XP_308208.3, XP_308302.4
OG0001228	XP_017892582.1, XP_017892587.1	XP_308185.4
OG0001229	XP_017883348.1, XP_017883349.1	XP_321154.5, XP_561425.4
OG0001230	XP_017876199.1	XP_306740.3, XP_555129.1
OG0001231	XP_017888565.1	XP_316842.5
OG0001232	XP_017892532.1, XP_017892536.1	XP_317470.4
OG0001233	XP_017882351.1	XP_564861.2, XP_309343.4
OG0001234	XP_026668282.1	XP_318427.5
OG0001236	XP_026670881.1, XP_017883045.1, XP_017883046.1	XP_308646.4
OG0001237	XP_026669249.1	XP_316118.4, XP_001688780.1, XP_001688779.1
OG0001238	XP_026673719.1, XP_026673720.1	XP_311357.4
OG0001239	XP_017884417.1	XP_307938.5
OG0001240	XP_017876721.1, XP_017876729.1	XP_318582.3
OG0001241	XP_017879036.1, XP_026668831.1	XP_320914.4
OG0001242	XP_017885842.1, XP_017885841.1	XP_308221.4
OG0001244	XP_017890536.1, XP_017890537.1, XP_026674530.1	XP_001689367.1
OG0001245	XP_017892758.1	XP_321648.3
OG0001246	XP_017887988.1	XP_310077.4
OG0001247	XP_017883857.1, XP_017883856.1	XP_321174.5
OG0001248	XP_017885722.1, XP_017885721.1, XP_017885720.1, XP_026672240.1	XP_310021.4
OG0001249	XP_017887979.1	XP_320124.6, XP_312729.4
OG0001250	XP_017883428.1	XP_003436645.1, XP_308104.5
OG0001251	XP_017882528.1	XP_310489.5, XP_001688288.2
OG0001252	XP_017886445.1	XP_310427.5
OG0001253	XP_026666474.1, XP_017892912.1, XP_026666475.1	XP_308343.4
OG0001254	XP_017886157.1	XP_320968.4
OG0001255	XP_026671355.1, XP_017884086.1	XP_564170.3
OG0001256	XP_017893021.1	XP_560153.3, XP_003437143.1
OG0001257	XP_017882218.2	XP_562833.3, XP_003436381.1, XP_562831.2, XP_003436380.1
OG0001258	XP_017877914.1, XP_017877911.1	XP_310177.3
OG0001259	XP_017877153.1	XP_311427.4
OG0001260	XP_017889906.1, XP_017889907.1	XP_308216.2
OG0001261	XP_026668091.1, XP_017877511.1	XP_320145.3
OG0001262	XP_017877111.1, XP_017877113.1	XP_312902.5, XP_001237504.2
OG0001263	XP_017885436.1	XP_318757.4
OG0001264	XP_017876225.1	XP_317955.4
OG0001267	XP_026673666.1	XP_314507.4
OG0001267	XP_026673737.1	XP_317303.4
OG0001268	XP_017888924.1	XP_310216.4, XP_310215.4
OG0001269	XP_026666924.1, XP_026666930.1	XP_309316.4
OG0001270	XP_017891911.1	XP_307773.4
OG0001271	XP_017875511.1, XP_017875509.1	XP_312449.4
OG0001272	XP_017885497.1	XP_316157.2
OG0001273	XP_026670825.1	XP_310979.5
OG0001277	XP_017887330.1	XP_552532.3
OG0001278	XP_017886511.2	XP_321063.5
OG0001279	XP_017877894.1, XP_026668364.1	XP_311100.5
OG0001280	XP_026667929.1, XP_017877172.1	XP_319604.4
OG0001281	XP_017881313.1	XP_001237136.2, XP_003435739.1
OG0001282	XP_017882122.1	XP_001688070.1
OG0001283	XP_017892422.1	XP_313998.3
OG0001284	XP_017886567.1, XP_017886558.1	XP_001689151.1, XP_001689162.1
OG0001286	XP_017885102.1	XP_318853.2
OG0001287	XP_017890744.1, XP_017890741.1, XP_026674635.1	XP_551001.4
OG0001288	XP_017877639.1	XP_310977.5
OG0001289	XP_017892764.1	XP_003437137.1, XP_309110.3
OG0001290	XP_017889603.1	XP_311436.4
OG0001291	XP_017886822.1	XP_313145.5
OG0001292	XP_017882283.1	XP_308278.3
OG0001293	XP_017876705.1	XP_311898.4
OG0001294	XP_017889518.1, XP_026674115.1	XP_321341.3
OG0001295	XP_017881319.1	XP_314005.4, XP_001688503.1, XP_001688504.1
OG0001298	XP_017881237.1	XP_308149.4
OG0001300	XP_017888500.1, XP_017888499.1	XP_314929.3
OG0001301	XP_026666630.1	XP_310852.4
OG0001302	XP_026669115.1	XP_310129.4
OG0001303	XP_017880508.1	XP_320455.4
OG0001304	XP_017886478.1, XP_026672517.1, XP_017886477.1	XP_001237568.1
OG0001305	XP_026666601.1	XP_308312.4, XP_001687892.1, XP_308314.4
OG0001306	XP_017883838.1	XP_318367.5, XP_003436659.1, XP_003436658.1
OG0001307	XP_026669213.1, XP_026669216.1	XP_001237138.3
OG0001308	XP_017888463.1	XP_565909.3
OG0001310	XP_026674326.1, XP_026674327.1, XP_017890165.1	XP_310388.3
OG0001312	XP_017880083.1, XP_017880079.1	XP_317732.2
OG0001314	XP_017877181.1	XP_316418.4
OG0001315	XP_026672911.1, XP_017887152.1	XP_001688741.1, XP_315896.4
OG0001316	XP_017889124.1, XP_026673752.1, XP_026673753.1, XP_026673754.1	XP_308707.4
OG0001317	XP_017878772.1	XP_316638.4
OG0001318	XP_026667476.1	XP_319761.3
OG0001320	XP_026671122.1, XP_026671123.1, XP_017883626.1	XP_320705.4
OG0001322	XP_017891378.1	XP_313611.5, XP_003436787.1
OG0001328	XP_017882111.1	XP_321026.4
OG0001329	XP_017892346.1, XP_026675471.1, XP_026675472.1, XP_017892348.1	XP_308396.4
OG0001330	XP_017891678.1	XP_320278.2
OG0001331	XP_017883464.1	XP_310307.5, XP_003436600.1
OG0001332	XP_017882789.1, XP_017882787.1	XP_308202.3
OG0001333	XP_017892813.1	XP_312171.3
OG0001334	XP_026669091.1, XP_026669092.1	XP_555006.1, XP_001238801.1
OG0001335	XP_017882018.2, XP_017882019.1	XP_316939.3
OG0001336	XP_017882037.2	XP_317297.3
OG0001336	XP_026670312.1	XP_310039.4
OG0001337	XP_017879502.1, XP_017879503.1	XP_313722.3
OG0001338	XP_026668816.1, XP_026668818.1, XP_026668819.1, XP_026668820.1, XP_026668822.1, XP_017878975.1, XP_026668817.1, XP_026668821.1	XP_316877.5
OG0001339	XP_017886121.1	XP_310597.2
OG0001340	XP_017890061.1, XP_017877160.1	XP_551371.1, XP_003435845.1, XP_003435844.1
OG0001341	XP_026672596.1	XP_320076.4
OG0001342	XP_017878213.1	XP_320130.3
OG0001343	XP_017884609.1	XP_308170.4
OG0001345	XP_017890181.1, XP_026674313.1, XP_026674314.1	XP_315997.4
OG0001346	XP_017876879.1	XP_322022.5
OG0001347	XP_017893537.1	XP_001687935.1, XP_001687938.1
OG0001348	XP_017876044.1	XP_321887.4
OG0001349	XP_017878282.1, XP_026668505.1, XP_026668506.1, XP_017878283.1	XP_003436725.1, XP_003436724.1, XP_003436723.1
OG0001350	XP_017882882.1	XP_001230796.3
OG0001351	XP_026674120.1, XP_017889532.1	XP_321338.3
OG0001352	XP_017881148.1	XP_003436441.1, XP_553315.4
OG0001353	XP_017882726.1	XP_001238315.2
OG0001354	XP_026667483.1, XP_017876228.1	XP_315356.3
OG0001355	XP_017888035.2	XP_313397.5
OG0001356	XP_017888519.1	XP_315694.1
OG0001357	XP_017885862.1	XP_557821.3
OG0001359	XP_017882565.1, XP_017882566.1	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3
OG0001361	XP_026672730.1, XP_017886731.1, XP_017886732.1	XP_003436721.1
OG0001362	XP_017891783.1	XP_310355.6
OG0001363	XP_017886031.2, XP_017885003.1	XP_003437112.1, XP_316789.3
OG0001364	XP_026666520.1	XP_310270.2
OG0001365	XP_017890494.1	XP_317619.4
OG0001367	XP_017879464.1	XP_318458.3, XP_314722.4, XP_314725.4, XP_314724.4
OG0001368	XP_017881299.1	XP_312656.5
OG0001369	XP_017893611.1	XP_308535.4
OG0001370	XP_017887687.1	XP_319250.4
OG0001371	XP_017878765.1	XP_316138.4
OG0001372	XP_017881661.1, XP_017891436.1, XP_017879762.1	XP_316026.3
OG0001373	XP_017883954.1, XP_017883953.1, XP_017886223.1, XP_017883955.1	XP_003437187.1, XP_318273.4
OG0001374	XP_026673332.1, XP_017888065.2	XP_314564.3
OG0001375	XP_017884465.1, XP_017884481.1	XP_316578.4, XP_001237835.2, XP_316574.4
OG0001376	XP_017892499.1, XP_017892497.1	XP_003437121.1
OG0001377	XP_017877173.1	XP_312215.3
OG0001378	XP_017887871.1	XP_320419.3
OG0001379	XP_017893069.1	XP_319268.2
OG0001380	XP_017875912.1	XP_307876.4
OG0001381	XP_017880799.1, XP_017880808.1, XP_026669592.1, XP_026669587.1, XP_017880791.1, XP_017880754.1, XP_026669588.1	XP_316621.3, XP_001688925.1
OG0001382	XP_026667542.1	XP_319318.3
OG0001383	XP_017878984.1	XP_316646.4
OG0001384	XP_017879068.1	XP_320637.3
OG0001385	XP_017879493.1	XP_314364.3
OG0001386	XP_017875382.1	XP_314061.4
OG0001387	XP_017883516.1	XP_319589.4
OG0001388	XP_017880362.1	XP_321258.5, XP_003435949.1
OG0001389	XP_026674453.1, XP_026675071.1, XP_017892329.1	XP_309533.4, XP_001688850.1, XP_316369.3
OG0001390	XP_017887124.1	XP_319294.4
OG0001391	XP_017876528.1, XP_017876529.1	XP_316352.3
OG0001393	XP_017879548.1	XP_316059.4
OG0001394	XP_026674847.1	XP_311608.4
OG0001395	XP_017877486.1	XP_308628.5
OG0001396	XP_017887788.1, XP_026673200.1, XP_026673198.1, XP_026673199.1	XP_319240.5
OG0001397	XP_017889289.1, XP_017889291.1	XP_313548.1, XP_003436890.1
OG0001398	XP_026672922.1, XP_017887263.1, XP_026672921.1	XP_310956.5, XP_003436931.1, XP_003436932.1
OG0001399	XP_026673393.1	XP_001230873.3, XP_313089.4
OG0001400	XP_017883457.1	XP_317549.3, XP_317551.4, XP_317550.3
OG0001401	XP_017889463.1, XP_017889465.1, XP_026673966.1	XP_315885.2
OG0001402	XP_026667249.1	XP_316681.4
OG0001403	XP_026672021.1, XP_026672022.1	XP_003436814.1, XP_313732.5
OG0001404	XP_017878479.1	XP_317751.3
OG0001405	XP_017885433.1	XP_321345.3, XP_321346.4
OG0001406	XP_017878387.1	XP_313862.4
OG0001407	XP_026673136.1, XP_017887725.1	XP_320518.4
OG0001409	XP_017890921.1	XP_001688370.2
OG0001410	XP_017883413.1, XP_017883414.1, XP_026670994.1, XP_026670995.1, XP_026670996.1, XP_017883410.1, XP_017883406.1, XP_017883405.1, XP_017883401.1	XP_314486.1
OG0001413	XP_017891083.1	XP_311009.5
OG0001414	XP_017885076.1	XP_317350.4
OG0001415	XP_017887419.1, XP_017887415.1	XP_001688819.1, XP_316253.4
OG0001416	XP_026668278.1, XP_017882648.2	XP_317647.4, XP_555667.3
OG0001417	XP_017887492.1	XP_308151.4
OG0001418	XP_017885400.1	XP_314941.3
OG0001419	XP_017881554.1	XP_559774.3
OG0001419	XP_017882635.1, XP_026670647.1	XP_001688271.1, XP_310221.4
OG0001420	XP_026671452.1	XP_321838.4, XP_001688621.2
OG0001421	XP_017892744.1, XP_017892743.1	XP_551368.4
OG0001422	XP_017885854.1, XP_017885853.1, XP_026672326.1	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4
OG0001423	XP_026669133.1, XP_026667553.1	XP_001687887.1
OG0001424	XP_017877030.1, XP_017877029.1, XP_017877033.1, XP_026667884.1, XP_017877034.1, XP_017877031.1	XP_307921.4
OG0001425	XP_017875961.1	XP_565883.4
OG0001426	XP_017887072.1, XP_017887075.1, XP_026672822.1, XP_017887071.1, XP_017887073.1, XP_017887074.1	XP_319732.4
OG0001427	XP_017887786.1	XP_320403.3
OG0001428	XP_017876422.1, XP_026667570.1, XP_017876425.1, XP_017876424.1, XP_017876423.1	XP_314678.2
OG0001429	XP_017887819.1	XP_317285.4
OG0001430	XP_017889757.1	XP_320982.5
OG0001432	XP_017877191.1	XP_320633.4
OG0001434	XP_017889807.1	XP_307894.5, XP_003436082.1
OG0001436	XP_017875451.1, XP_026667144.1, XP_026667143.1, XP_017875452.1	XP_316604.4, XP_001688913.1, XP_001688912.1
OG0001437	XP_017889324.1, XP_017889326.1, XP_017889327.1	XP_319485.2
OG0001438	XP_017882586.1, XP_017882584.1, XP_017882585.1	XP_311976.5, XP_003436313.1
OG0001439	XP_017885251.1	XP_001688176.1
OG0001440	XP_026669665.1, XP_026669663.1, XP_026669664.1, XP_017880753.1	XP_320189.4
OG0001441	XP_017877253.1, XP_017877251.1	XP_311372.4
OG0001442	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_307936.4
OG0001443	XP_017876790.1, XP_017893449.1, XP_017893448.1	XP_321956.5
OG0001444	XP_026669184.1, XP_017879880.1	XP_321723.5
OG0001445	XP_017883167.1	XP_312030.5
OG0001446	XP_026667210.1, XP_026667209.1	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1
OG0001453	XP_017885844.1	XP_310188.3
OG0001455	XP_017881514.1	XP_314502.4, XP_314504.3
OG0001456	XP_026667780.1, XP_026667784.1	XP_320465.2
OG0001457	XP_017880034.1	XP_311700.3
OG0001458	XP_017884582.1	XP_320742.3
OG0001459	XP_026675395.1	XP_320168.4, XP_308453.3
OG0001460	XP_026671393.1, XP_017884092.1	XP_313156.2
OG0001461	XP_017890699.1	XP_321733.4
OG0001462	XP_017887335.1	XP_003436675.1, XP_318432.4
OG0001463	XP_026672318.1	XP_309942.4
OG0001464	XP_017880281.1	XP_318672.4, XP_321135.5
OG0001465	XP_017876776.1, XP_017876777.1	XP_311607.2
OG0001466	XP_017888947.1, XP_017888948.1	XP_312403.4
OG0001467	XP_026675468.1, XP_026675469.1	XP_554016.3
OG0001468	XP_017883650.1, XP_017883649.1	XP_317127.3
OG0001469	XP_017882156.1	XP_311746.4
OG0001470	XP_026670189.1	XP_001230998.1, XP_001230999.1, XP_316361.2
OG0001471	XP_026668131.1, XP_017877509.1	XP_314721.3
OG0001472	XP_017880836.2, XP_017882420.1	XP_319592.3, XP_316821.4
OG0001473	XP_017879270.1	XP_557363.3
OG0001474	XP_017882124.1	XP_312327.5
OG0001477	XP_017882175.1	XP_557954.2
OG0001478	XP_017884388.1	XP_311138.3
OG0001479	XP_017887456.1	XP_315576.4
OG0001480	XP_017891707.1	XP_551238.2
OG0001481	XP_017879500.1	XP_559127.3
OG0001482	XP_017883654.1, XP_026671100.1	XP_003436902.1
OG0001483	XP_017885452.1	XP_001237195.3
OG0001484	XP_017884916.1	XP_313559.5, XP_003436773.1, XP_551109.3
OG0001485	XP_017890307.1	XP_321013.4
OG0001486	XP_026672451.1, XP_026672454.1	XP_308949.4
OG0001487	XP_017876635.1	XP_314027.4
OG0001488	XP_017892990.2, XP_026666526.1, XP_026666533.1	XP_309709.4
OG0001489	XP_017886494.1	XP_308327.4, XP_001687895.1
OG0001490	XP_017879617.1	XP_311001.5
OG0001492	XP_017893678.1, XP_026666881.1	XP_311683.4
OG0001493	XP_017883907.1	XP_001237650.2, XP_001237649.2
OG0001494	XP_017880160.1	XP_308673.4
OG0001495	XP_017882031.1	XP_001237569.1
OG0001496	XP_017891409.1	XP_308382.3, XP_003437212.1
OG0001497	XP_017877619.1	XP_309507.4
OG0001498	XP_017881140.1	XP_315666.4
OG0001499	XP_017880154.1, XP_017878329.1	XP_562960.3
OG0001500	XP_026667478.1	XP_307953.2
OG0001501	XP_017885255.1	XP_315768.3, XP_556409.3
OG0001502	XP_017882984.1	XP_315785.4
OG0001503	XP_017879971.1, XP_017879970.1	XP_318862.3
OG0001504	XP_017887359.1	XP_316013.4
OG0001505	XP_017883156.1, XP_026670874.1	XP_321148.5
OG0001507	XP_017889498.1	XP_313800.4
OG0001508	XP_026675341.1	XP_310944.5
OG0001509	XP_017888843.1	XP_558145.3
OG0001510	XP_017879018.1, XP_017892889.1	XP_313379.5
OG0001511	XP_017885232.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_026673003.1	XP_321940.4, XP_003435777.1
OG0001513	XP_017884443.1	XP_001687829.2
OG0001514	XP_026674694.1	XP_321808.4
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_316960.4
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_321387.5
OG0001517	XP_017886742.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_319785.4
OG0001519	XP_017886273.1	XP_564767.3
OG0001520	XP_026668954.1	XP_321797.4
OG0001522	XP_017886164.1	XP_318144.4
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_313879.4
OG0001524	XP_017875282.1	XP_309210.4
OG0001525	XP_017889808.1, XP_017889806.1	XP_313327.4
OG0001526	XP_017887355.1, XP_026672942.1	XP_558644.3, XP_001230984.2
OG0001527	XP_017881373.1	XP_003436816.1, XP_313742.4
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_310236.3, XP_307879.4
OG0001530	XP_017889183.1	XP_308434.3
OG0001531	XP_017879505.1	XP_320985.2
OG0001532	XP_026673838.1, XP_017884610.1	XP_318096.4
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_315707.4
OG0001534	XP_017880208.1, XP_017885096.2	XP_003435886.1, XP_321515.4
OG0001535	XP_026675097.1, XP_017891037.1	XP_318386.5
OG0001536	XP_017875095.1, XP_017875093.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_017882609.1, XP_017882610.1	XP_320593.4, XP_317447.4
OG0001538	XP_017886236.1	XP_001687839.2
OG0001539	XP_026674421.1, XP_026674420.1	XP_318061.4
OG0001540	XP_017889014.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_026675415.1, XP_017892553.1	XP_308645.4
OG0001542	XP_026668701.1, XP_017878786.1	XP_317569.4
OG0001543	XP_026669849.1	XP_003436971.1
OG0001545	XP_026670107.1, XP_026675304.1, XP_026672402.1, XP_026674393.1, XP_017879402.2, XP_026672688.1	XP_318635.3
OG0001546	XP_017891805.1	XP_312041.5
OG0001547	XP_026673903.1	XP_308339.4
OG0001548	XP_017887079.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001550	XP_017892140.2, XP_026674767.1, XP_017887182.1	XP_001230662.1
OG0001551	XP_017884371.2	XP_001688523.1, XP_314100.4
OG0001552	XP_026671455.1, XP_017884355.1	XP_318541.4
OG0001553	XP_017884263.1, XP_017884262.1	XP_313022.3
OG0001554	XP_017888433.1, XP_026673527.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_017875845.1, XP_017875846.1	XP_320393.4
OG0001556	XP_017893482.1	XP_308925.4
OG0001557	XP_017877629.1	XP_318856.3
OG0001558	XP_017878085.1	XP_310248.7, XP_316659.3
OG0001559	XP_017877587.1, XP_017877585.1, XP_017877586.1, XP_026668180.1	XP_321922.5
OG0001560	XP_026670245.1, XP_026670080.1	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1
OG0001561	XP_017889717.1	XP_313778.5
OG0001562	XP_026669458.1, XP_017880457.2	XP_001688616.1, XP_001688617.1
OG0001563	XP_026673959.1, XP_026673955.1	XP_552478.2
OG0001565	XP_017882130.1	XP_308594.4
OG0001567	XP_017882680.1, XP_017882684.1	XP_552509.3
OG0001568	XP_026671175.1	XP_312875.5
OG0001569	XP_017875431.1	XP_308701.2
OG0001570	XP_017875150.1, XP_017875152.1, XP_017875151.1, XP_017885804.1	XP_001237154.2
OG0001571	XP_017890463.1, XP_017892717.2	XP_319421.4
OG0001572	XP_017879452.1	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_026666896.1	XP_317568.3
OG0001576	XP_026667012.1	XP_553723.1
OG0001577	XP_017885615.1, XP_026672158.1, XP_017885614.1	XP_310528.5
OG0001579	XP_017876530.2	XP_316180.4
OG0001580	XP_017888347.1, XP_017888344.1	XP_001231055.3, XP_003437188.1, XP_003437189.1
OG0001581	XP_026670294.1	XP_317108.3
OG0001582	XP_026669615.1, XP_017880629.1, XP_017880628.1	XP_313138.5
OG0001583	XP_026673971.1	XP_563637.3
OG0001584	XP_017889139.1	XP_311327.5
OG0001585	XP_017892996.1, XP_017893043.1	XP_316571.4, XP_001237834.2
OG0001586	XP_017879262.1, XP_017879261.1	XP_312095.5
OG0001587	XP_017892386.1, XP_017892383.1	XP_308295.3
OG0001588	XP_017881662.1	XP_312218.5
OG0001589	XP_026674955.1	XP_308241.3, XP_311195.5
OG0001590	XP_017879754.1	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5
OG0001591	XP_026668586.1	XP_317090.2
OG0001592	XP_026674315.1	XP_317552.4
OG0001593	XP_017889870.1	XP_307791.5
OG0001594	XP_026671535.1, XP_026671711.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_017881535.1, XP_017881534.1	XP_001688026.1
OG0001596	XP_026672205.1, XP_026672211.1, XP_026672207.1, XP_026672206.1, XP_026672209.1, XP_017885740.1, XP_026672208.1, XP_026672210.1	XP_313347.3
OG0001598	XP_017881745.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001599	XP_017879217.1	XP_001689120.2
OG0001600	XP_026670083.1, XP_026670084.1, XP_017881650.1, XP_026670085.1	XP_315510.4
OG0001602	XP_026674281.1	XP_307192.4, XP_313852.5
