Orthogroup	Ceratina_calcarata	Nasonia_vitripennis
OG0001348	XP_017876044.1	XP_001606863.2
OG0001349	XP_017878282.1, XP_026668505.1, XP_026668506.1, XP_017878283.1	XP_001602614.1, XP_032455495.1
OG0001350	XP_017882882.1	XP_001605715.1
OG0001352	XP_017881148.1	XP_032451869.1
OG0001353	XP_017882726.1	XP_016844059.1
OG0001355	XP_017888035.2	XP_008216928.1, XP_016844928.1, XP_032455994.1, XP_032455995.1
OG0001356	XP_017888519.1	XP_031778484.1
OG0001358	XP_017889636.1, XP_017889633.1	XP_008214674.1, XP_031786190.1
OG0001359	XP_017882565.1, XP_017882566.1	XP_008202436.1, NP_001161242.1, XP_008213830.1
OG0001360	XP_017892403.1	XP_008201802.1
OG0001361	XP_026672730.1, XP_017886731.1, XP_017886732.1	XP_008207741.1, XP_031781504.1
OG0001362	XP_017891783.1	XP_008212411.1, XP_031778926.1
OG0001363	XP_017886031.2, XP_017885003.1	XP_001603876.1
OG0001364	XP_026666520.1	XP_031784670.1, XP_031782456.1, XP_016838632.1, XP_008204291.1
OG0001365	XP_017890494.1	XP_031783221.1, XP_008205206.1, XP_031783220.1
OG0001366	XP_026667108.1	XP_031785741.1
OG0001367	XP_017879464.1	XP_001607620.2, XP_032452776.1, XP_032452777.1, XP_032452775.1
OG0001368	XP_017881299.1	XP_016843234.1, XP_032456342.1
OG0001369	XP_017893611.1	XP_001603580.1, XP_001604815.1
OG0001370	XP_017887687.1	XP_031782058.1, XP_016839949.2, XP_016839948.2, XP_031782054.1, XP_031782055.1, XP_031782056.1, XP_031782057.1
OG0001371	XP_017878765.1	XP_008206388.1, XP_008206386.1, XP_008206387.1, XP_032454229.1
OG0001372	XP_017881661.1, XP_017891436.1, XP_017879762.1	XP_008215222.1
OG0001373	XP_017883954.1, XP_017883953.1, XP_017886223.1, XP_017883955.1	XP_032455323.1, XP_008211543.1
OG0001374	XP_026673332.1, XP_017888065.2	XP_016839749.1, XP_001601730.2
OG0001375	XP_017884465.1, XP_017884481.1	XP_031781862.1
OG0001376	XP_017892499.1, XP_017892497.1	XP_001604095.1
OG0001377	XP_017877173.1	XP_001602249.2
OG0001378	XP_017887871.1	XP_031779623.1
OG0001379	XP_017893069.1	XP_008215244.1
OG0001380	XP_017875912.1	XP_001600076.1
OG0001381	XP_017880799.1, XP_017880808.1, XP_026669592.1, XP_026669587.1, XP_017880791.1, XP_017880754.1, XP_026669588.1	XP_016840301.1, NP_001123273.1, XP_031777621.1
OG0001382	XP_026667542.1	XP_031778337.1, NP_001136324.1, XP_001607300.1
OG0001383	XP_017878984.1	XP_031778494.1
OG0001384	XP_017879068.1	XP_008203379.1, XP_031783653.1
OG0001385	XP_017879493.1	XP_016843471.1
OG0001386	XP_017875382.1	XP_031785711.1
OG0001387	XP_017883516.1	XP_001600628.1
OG0001388	XP_017880362.1	XP_016839954.1
OG0001389	XP_026674453.1, XP_026675071.1, XP_017892329.1	XP_016838503.1, XP_016838497.1
OG0001390	XP_017887124.1	XP_008216297.1, XP_032453396.1, XP_008216298.1, XP_031780589.1
OG0001391	XP_017876528.1, XP_017876529.1	XP_031780571.1, XP_001603996.1
OG0001393	XP_017879548.1	XP_008215399.2, XP_008215395.1
OG0001394	XP_026670778.1	XP_008202886.1
OG0001394	XP_026674847.1	XP_001605729.1
OG0001395	XP_017877486.1	XP_016839204.1
OG0001396	XP_017887788.1, XP_026673200.1, XP_026673198.1, XP_026673199.1	XP_008202634.1
OG0001397	XP_017889289.1, XP_017889291.1	XP_016844742.2
OG0001398	XP_026672922.1, XP_017887263.1, XP_026672921.1	XP_008209743.1
OG0001399	XP_026673393.1	XP_031789445.1
OG0001401	XP_017889463.1, XP_017889465.1, XP_026673966.1	XP_001608147.1, XP_031788358.1
OG0001402	XP_026667249.1	XP_001601941.1
OG0001403	XP_026672021.1, XP_026672022.1	XP_016843505.1
OG0001404	XP_017878479.1	XP_003428151.1
OG0001405	XP_017885433.1	XP_001602174.1
OG0001406	XP_017878387.1	XP_001602260.2
OG0001407	XP_026673136.1, XP_017887725.1	XP_031780689.1
OG0001409	XP_017890921.1	XP_008216652.1
OG0001410	XP_017883413.1, XP_017883414.1, XP_026670994.1, XP_026670995.1, XP_026670996.1, XP_017883410.1, XP_017883406.1, XP_017883405.1, XP_017883401.1	XP_016845424.1
OG0001412	XP_017881765.1	XP_031780326.1
OG0001413	XP_017891083.1	XP_003425582.1
OG0001414	XP_017885076.1	XP_001603315.1
OG0001415	XP_017887419.1, XP_017887415.1	XP_016845728.1
OG0001416	XP_026668278.1, XP_017882648.2	XP_032453422.1, XP_031780074.1
OG0001417	XP_017887492.1	XP_001603474.2
OG0001418	XP_017885400.1	XP_008205143.1
OG0001419	XP_017881554.1, XP_017882635.1, XP_026670647.1	XP_031780519.1
OG0001420	XP_026671452.1	XP_016844953.1, XP_008217077.1, XP_008217075.1, XP_008217076.1, XP_008217074.1, XP_001605946.3
OG0001421	XP_017892744.1, XP_017892743.1	XP_031781761.1
OG0001422	XP_017885854.1, XP_017885853.1, XP_026672326.1	XP_031782188.1
OG0001423	XP_026669133.1, XP_026667553.1	XP_001604317.2, XP_032454830.1
OG0001424	XP_017877030.1, XP_017877029.1, XP_017877033.1, XP_026667884.1, XP_017877034.1, XP_017877031.1	XP_001600263.1, XP_032452738.1, XP_031779228.1
OG0001425	XP_017875961.1	XP_008207268.1, XP_008207272.1, XP_001607404.2, XP_032456387.1, XP_003426697.1, XP_003426696.1
OG0001426	XP_017887072.1, XP_017887075.1, XP_026672822.1, XP_017887071.1, XP_017887073.1, XP_017887074.1	XP_008211483.1, XP_008211480.1
OG0001427	XP_017887786.1	XP_031777486.1, XP_032457329.1, XP_031777482.1, XP_031777485.1, XP_031777484.1, XP_032457328.1, XP_032457331.1, XP_032457330.1, XP_032457333.1, XP_032457332.1, XP_032457335.1, XP_031777487.1, XP_032457334.1
OG0001428	XP_017876422.1, XP_026667570.1, XP_017876425.1, XP_017876424.1, XP_017876423.1	XP_031778783.1
OG0001429	XP_017887819.1	XP_016843680.1, XP_001607850.1
OG0001430	XP_017889757.1	XP_031785396.1
OG0001432	XP_017877191.1	XP_008203416.1, XP_008203417.1, XP_031783597.1, XP_031783599.1, XP_031783598.1, XP_001601402.2
OG0001433	XP_026670221.1, XP_017881880.1, XP_017887042.1	XP_016845848.1, XP_016845847.1, XP_001605847.1, XP_032451894.1
OG0001434	XP_017889807.1	XP_008215594.1
OG0001436	XP_017875451.1, XP_026667144.1, XP_026667143.1, XP_017875452.1	XP_031781352.1
OG0001437	XP_017889324.1, XP_017889326.1, XP_017889327.1	XP_032453529.1, XP_008213263.1
OG0001438	XP_017882586.1, XP_017882584.1, XP_017882585.1	XP_031788882.1, XP_031788941.1
OG0001439	XP_017885251.1	XP_031780726.1, XP_031780725.1, XP_031780723.1, XP_031780724.1
OG0001440	XP_026669665.1, XP_026669663.1, XP_026669664.1, XP_017880753.1	XP_001602114.1
OG0001442	XP_026669402.1, XP_017880297.1, XP_017880369.1	XP_001606337.3
OG0001443	XP_017876790.1	XP_001603355.2, XP_016839483.1
OG0001443	XP_017893449.1, XP_017893448.1	XP_031785694.1, XP_008213214.3, XP_008213218.1
OG0001444	XP_026669184.1, XP_017879880.1	XP_031784662.1
OG0001445	XP_017883167.1	XP_008211201.1
OG0001446	XP_026667210.1	XP_031779133.1, XP_031779135.1, XP_031779136.1
OG0001448	XP_026674245.1, XP_026674244.1, XP_017889974.1	XP_031780760.1
OG0001449	XP_017890385.1	XP_032454374.1, XP_032454370.1, XP_032454371.1, XP_032454363.1, XP_032454369.1, XP_032454373.1, XP_031783207.1, XP_032454375.1
OG0001450	XP_017882879.1, XP_017882880.1	XP_031777589.1, XP_031777590.1
OG0001451	XP_017888302.1, XP_017888301.1, XP_026673460.1	XP_032456588.1, XP_032456585.1, XP_032456584.1, XP_008217178.1, XP_031787841.1, XP_032456586.1, XP_032456589.1, XP_032456587.1, XP_032456583.1, XP_008217175.1, XP_008217176.1
OG0001453	XP_017885844.1	XP_031776832.1, XP_031776833.1, XP_032451695.1, XP_032451698.1, XP_032451697.1, XP_032451696.1
OG0001455	XP_017881514.1	XP_001603088.1
OG0001456	XP_026667780.1, XP_026667784.1	XP_001605559.2
OG0001457	XP_017880034.1	XP_001608297.1
OG0001458	XP_017884582.1	XP_008202697.1
OG0001459	XP_026675395.1	XP_001605881.1
OG0001460	XP_026671393.1, XP_017884092.1	XP_031782639.1, XP_031782638.1
OG0001461	XP_017890699.1	XP_001602569.1, XP_031780556.1, XP_008204854.1
OG0001462	XP_017887335.1	NP_001164526.1
OG0001463	XP_026672318.1	XP_001602379.1
OG0001464	XP_017880281.1	NP_001153364.1
OG0001465	XP_017876776.1, XP_017876777.1	XP_032453603.1, NP_001161454.1
OG0001466	XP_017888947.1, XP_017888948.1	NP_001161682.1
OG0001467	XP_026675468.1, XP_026675469.1	XP_031782500.1
OG0001468	XP_017883650.1, XP_017883649.1	NP_001164370.1, XP_031789284.1
OG0001469	XP_017882156.1	XP_001602514.1
OG0001470	XP_026670189.1	XP_032453882.1, XP_008203498.1
OG0001471	XP_026668131.1, XP_017877509.1	XP_008208004.1, XP_001601824.1
OG0001472	XP_017880836.2	XP_003427090.1
OG0001473	XP_017879270.1	XP_031782512.1, XP_016839548.1, XP_016839547.1
OG0001474	XP_017882124.1	XP_001600273.1
OG0001475	XP_026667272.1, XP_026667270.1, XP_017875766.1	XP_001602567.1
OG0001476	XP_017880175.1	XP_031778521.1
OG0001477	XP_017882175.1	XP_008209844.2, XP_031778493.1, XP_032452915.1
OG0001478	XP_017884388.1	XP_001599569.1
OG0001479	XP_017887456.1	NP_001153430.1, NP_001153431.1, XP_031788484.1
OG0001480	XP_017891707.1	XP_001600183.2, XP_008203356.1, XP_016838825.1
OG0001481	XP_017879500.1	XP_016839111.1
OG0001482	XP_017883654.1, XP_026671100.1	XP_008202441.1
OG0001483	XP_017885452.1	XP_016837959.1, XP_031780377.1
OG0001484	XP_017884916.1	XP_031778072.1
OG0001485	XP_017890307.1	XP_016841727.1, XP_032455540.1, XP_008215611.1
OG0001486	XP_026672451.1, XP_026672454.1	XP_016839609.1
OG0001487	XP_017876635.1	XP_032452572.1, XP_031779199.1
OG0001488	XP_026666526.1, XP_026666533.1	XP_008217170.1
OG0001489	XP_017886494.1	XP_001605381.1
OG0001490	XP_017879617.1	XP_031785541.1
OG0001491	XP_017875538.1	XP_032456877.1
OG0001492	XP_017893678.1, XP_026666881.1	XP_008208908.1, XP_001599155.1, XP_031784250.1, XP_032457879.1
OG0001493	XP_017883907.1	XP_008216211.1
OG0001494	XP_017880160.1	XP_001602075.1
OG0001495	XP_017882031.1	XP_032454129.1, XP_032454128.1, XP_008206224.1, XP_032454131.1, XP_032454130.1
OG0001496	XP_017891409.1	XP_001603226.2
OG0001497	XP_017877619.1	XP_031784591.1, XP_031784593.1
OG0001498	XP_017881140.1	XP_031777080.1
OG0001499	XP_017880154.1, XP_017878329.1	XP_001604715.2
OG0001501	XP_017885255.1	XP_031776687.1, XP_016844938.1
OG0001502	XP_017882984.1	XP_001600729.2
OG0001503	XP_017879971.1, XP_017879970.1	XP_016841337.1, XP_001605673.1
OG0001504	XP_017887359.1	XP_032452412.1, XP_032452413.1, XP_032452414.1, XP_001602850.2
OG0001505	XP_017883156.1, XP_026670874.1	XP_031785573.1, XP_031785570.1
OG0001506	XP_017882579.1	XP_008202078.1, NP_001154952.1
OG0001507	XP_017889498.1	XP_008207502.1, XP_001607887.1
OG0001508	XP_026675341.1	XP_016840258.1, XP_016840259.1
OG0001509	XP_017888843.1	XP_008209597.1
OG0001510	XP_017879018.1, XP_017892889.1	XP_003424351.1, XP_031783578.1
OG0001512	XP_026673003.1	XP_031787727.1
OG0001513	XP_017884443.1	XP_003426035.2
OG0001514	XP_026674694.1	XP_001602311.1
OG0001515	XP_017893465.1, XP_017893493.1, XP_017893475.1, XP_017893483.1	XP_008212670.2
OG0001516	XP_026667281.1, XP_026667280.1, XP_017875828.1, XP_026667282.1	XP_008212093.2
OG0001517	XP_017886742.1	XP_008202933.1
OG0001518	XP_026670093.1, XP_017881638.1	XP_032458104.1, XP_008202852.1, XP_008202856.1, XP_032458103.1, XP_032458102.1, XP_008202855.1
OG0001519	XP_017886273.1	XP_001602334.1
OG0001520	XP_026668954.1	XP_008213297.1, NP_001123264.1
OG0001522	XP_017886164.1	XP_001605107.1
OG0001523	XP_026668411.1, XP_026668410.1, XP_017878159.1	XP_031788417.1
OG0001524	XP_017875282.1	XP_031780585.1, XP_031780587.1
OG0001525	XP_017889808.1, XP_017889806.1	XP_016843586.1, XP_001601499.1
OG0001526	XP_017887355.1, XP_026672942.1	XP_031787170.1
OG0001527	XP_017881373.1	XP_031781489.1
OG0001529	XP_026672466.1, XP_026672474.1, XP_026672478.1, XP_026672488.1, XP_026672486.1, XP_017885398.1, XP_026672468.1	XP_016837523.1
OG0001531	XP_017879505.1	XP_032455471.1, XP_032455472.1, XP_008213949.1, XP_032455473.1
OG0001532	XP_026673838.1, XP_017884610.1	XP_008213314.1, XP_003424261.1
OG0001533	XP_017892515.1, XP_017892516.1, XP_017892517.1, XP_026675396.1, XP_026675397.1	XP_016843265.1, XP_003426298.1
OG0001534	XP_017880208.1, XP_017885096.2	XP_003424346.1
OG0001535	XP_026675097.1, XP_017891037.1	XP_031783319.1
OG0001536	XP_017875095.1, XP_017875093.1	XP_032454772.1, XP_008212180.1
OG0001537	XP_017882609.1, XP_017882610.1	XP_032454472.1, XP_001605883.1
OG0001538	XP_017886236.1	XP_031784266.1, NP_001161243.1
OG0001539	XP_026674421.1, XP_026674420.1	XP_032454016.1
OG0001540	XP_017889014.1	XP_001600172.1
OG0001541	XP_026675415.1, XP_017892553.1	XP_016842669.1, XP_001603217.2
OG0001543	XP_026669849.1	XP_031781815.1, NP_001177856.1
OG0001545	XP_026670107.1, XP_026675304.1, XP_026672402.1, XP_026674393.1, XP_017879402.2, XP_026672688.1	XP_003425709.1, XP_031783661.1
OG0001546	XP_017891805.1	XP_003426901.1
OG0001547	XP_026673903.1	XP_031776662.1, XP_031776668.1
OG0001548	XP_017887079.1	XP_031780231.1
OG0001549	XP_017888159.1	XP_001602105.1
OG0001551	XP_017884371.2	XP_016842120.1, XP_008217464.1
OG0001552	XP_026671455.1, XP_017884355.1	XP_031788326.1
OG0001553	XP_017884263.1, XP_017884262.1	XP_003424529.1
OG0001554	XP_017888433.1, XP_026673527.1	XP_001599461.2
OG0001555	XP_017875845.1, XP_017875846.1	XP_008215528.1
OG0001556	XP_017893482.1	XP_008217201.2, XP_001606971.2
OG0001557	XP_017877629.1	XP_031783542.1
OG0001558	XP_017878085.1	XP_008206364.1
OG0001559	XP_017877587.1, XP_017877585.1, XP_017877586.1, XP_026668180.1	XP_001605046.2
OG0001560	XP_026670245.1, XP_026670080.1	XP_016838086.1
OG0001561	XP_017889717.1	XP_008207143.1
OG0001562	XP_026669458.1, XP_017880457.2	XP_008216662.1, XP_003425088.2, XP_008216635.1
OG0001563	XP_026673959.1	XP_016843697.1, XP_016843694.1
OG0001564	XP_017882356.1, XP_017887754.1	XP_031788964.1
OG0001565	XP_017882130.1	XP_001600537.2
OG0001566	XP_017887390.2, XP_026673580.1, XP_026673559.1, XP_026673901.1	XP_008217133.1
OG0001567	XP_017882680.1, XP_017882684.1	XP_008209610.1, XP_008209603.1
OG0001568	XP_026671175.1	XP_008208431.1
OG0001569	XP_017875431.1	XP_001600474.2, XP_031778476.1
OG0001570	XP_017875150.1, XP_017875152.1, XP_017875151.1, XP_017885804.1	XP_001606837.1
OG0001571	XP_017890463.1, XP_017892717.2	XP_003427777.1
OG0001572	XP_017879452.1	XP_031777942.1
OG0001573	XP_017892741.1	XP_003424638.1
OG0001574	XP_017886184.1	XP_016840016.1, XP_016840018.1
OG0001575	XP_026666896.1	XP_008211589.1, XP_032455767.1, XP_032455766.1
OG0001576	XP_026667012.1	XP_031779387.1
OG0001577	XP_017885615.1, XP_026672158.1, XP_017885614.1	XP_001605704.1
OG0001578	XP_017882735.2, XP_026668736.1, XP_026668737.1, XP_017878774.1, XP_026668735.1	XP_016838610.1
OG0001579	XP_017876530.2	NP_001166052.1
OG0001580	XP_017888347.1, XP_017888344.1	XP_031777421.1
OG0001581	XP_026670294.1	XP_016845304.1, XP_016845302.1, XP_016845303.1
OG0001582	XP_026669615.1, XP_017880629.1, XP_017880628.1	XP_031777144.1
OG0001583	XP_026673971.1	XP_001604253.3
OG0001584	XP_017889139.1	NP_001153330.1, XP_031781907.1
OG0001585	XP_017893043.1	XP_031779984.1
OG0001586	XP_017879262.1, XP_017879261.1	XP_001606047.3
OG0001587	XP_017892383.1	XP_016839020.1, XP_016839021.1, XP_031782836.1, XP_016839019.1
OG0001588	XP_017881662.1	XP_031785514.1, XP_031785507.1
OG0001589	XP_026674955.1	XP_016840703.1, XP_032455619.1, XP_008205515.1
OG0001590	XP_017879754.1	XP_001604808.2
OG0001591	XP_026668586.1	XP_001599648.1
OG0001592	XP_026674315.1	XP_032456153.1
OG0001593	XP_017889870.1	XP_031787902.1
OG0001594	XP_026671535.1, XP_026671711.1	XP_031785379.1, XP_031785380.1
OG0001595	XP_017881535.1, XP_017881534.1	NP_001135866.1, XP_031777958.1
OG0001596	XP_026672205.1, XP_026672211.1, XP_026672207.1, XP_026672206.1, XP_026672209.1, XP_017885740.1, XP_026672208.1, XP_026672210.1	XP_008216151.1
OG0001598	XP_017881745.1	XP_001607388.1, XP_001607396.1
OG0001599	XP_017879217.1	XP_016839418.1, XP_003424277.1, XP_008213366.1, XP_008213368.1, XP_008213367.1
OG0001603	XP_026673231.1, XP_026667519.1	XP_001608057.1
OG0001604	XP_017881294.1, XP_017881292.1	XP_016836809.1, XP_016836813.1
OG0001605	XP_026673228.1	XP_031783683.1
OG0001606	XP_017888687.1	XP_031783806.1, XP_031783807.1
OG0001607	XP_026675048.1, XP_017891714.1, XP_017891715.1, XP_017891716.1	XP_001603195.1
OG0001608	XP_017881106.1, XP_017881107.1, XP_017881105.1	XP_031788132.1
OG0001609	XP_017883252.1, XP_026671014.1	XP_001601232.1
OG0001610	XP_017882380.2, XP_026670510.1, XP_017886857.1	XP_001607714.2, XP_031776592.2, XP_016842221.1, XP_032458065.1, XP_016843931.1, XP_008217192.1, XP_031787698.1, XP_001607711.1, XP_001605515.2, XP_031783291.1, XP_032453717.1, XP_032453712.1
OG0001612	XP_017881044.1, XP_017881043.1, XP_026669801.1, XP_026669802.1	XP_008206969.1
OG0001613	XP_026667518.1, XP_017879680.1, XP_017877003.1, XP_017877439.1	XP_031789088.1, XP_031782863.1
OG0001614	XP_017883388.1	XP_003423886.1
OG0001615	XP_026674697.1, XP_017890960.1	XP_001601398.1, XP_032456260.1, XP_032456259.1
OG0001616	XP_017876471.1, XP_017876481.1	XP_001606115.2
OG0001617	XP_017876865.1	NP_001161324.1
OG0001619	XP_017874994.1, XP_017874993.1	XP_001608124.2
OG0001620	XP_026673662.1	XP_001600828.1
OG0001621	XP_026672226.1, XP_026672225.1, XP_017885786.1, XP_017885787.1, XP_017885788.1, XP_017885790.1	XP_032457372.1
OG0001622	XP_026675335.1	XP_001601070.1
OG0001623	XP_017877969.1	XP_031780319.1, XP_031780320.1, XP_032453209.1, XP_008204330.1
OG0001624	XP_017880405.1	XP_032452179.1, NP_001123226.1
OG0001625	XP_017893078.1	XP_032451891.1, XP_032451892.1, XP_008215286.2, XP_032451890.1, XP_008215289.2, XP_008215290.2, XP_032451893.1, XP_008215297.2, XP_008215295.2, XP_008215296.2
OG0001626	XP_017875692.1	XP_001608243.1, XP_003426730.1
OG0001627	XP_017880923.1	XP_008209881.1
OG0001628	XP_017889213.2, XP_026666872.1	XP_008211373.1
OG0001629	XP_017888381.1, XP_017879817.1	XP_032451650.1
OG0001631	XP_017879946.1	XP_031788348.2
OG0001632	XP_017884911.1	XP_008215717.1, XP_031788442.1
OG0001633	XP_017893400.1	XP_001605824.2
OG0001634	XP_017890676.1	XP_001603395.1
OG0001635	XP_017886906.1	XP_001603971.1
OG0001636	XP_017879192.1	XP_008213391.1
OG0001637	XP_017886568.1	XP_031787579.1, XP_008217813.1
OG0001638	XP_017882539.1	XP_008212555.1
OG0001639	XP_017884733.1	XP_001599645.2
OG0001640	XP_017875145.1	XP_008218010.1, XP_031776898.1
OG0001641	XP_017891802.1	NP_001161259.1
OG0001642	XP_017879182.1	XP_001606946.2
OG0001643	XP_017884457.1	XP_031781597.1
OG0001644	XP_026667469.1	XP_001602709.1, XP_016844459.1, XP_016844443.1, XP_031787758.1, XP_001601078.1
OG0001645	XP_017880045.1, XP_026669289.1, XP_026669290.1	XP_001606113.1, XP_031789467.1
OG0001646	XP_026668720.1, XP_017878838.1, XP_017878836.1, XP_017878835.1	XP_016837914.1, XP_008204868.2
OG0001647	XP_026674619.1	XP_031788888.1, XP_031788885.1, XP_031788890.1, XP_031788887.1, XP_031788886.1, XP_031788884.1, XP_032458040.1
OG0001648	XP_017875340.1	XP_016842668.1
OG0001649	XP_017881323.1	XP_016839355.1
OG0001650	XP_026675245.1	XP_008215816.1
OG0001651	XP_026667616.1, XP_026667603.1	XP_008216328.1, XP_008216334.1
OG0001652	XP_026675374.1, XP_017892220.1	XP_031776836.1
OG0001653	XP_017883279.1	XP_031779587.1, XP_008212815.1
OG0001654	XP_017888603.1	XP_001607435.2, XP_031779458.1
OG0001655	XP_017892397.1	XP_001603980.2
OG0001656	XP_017891121.1	XP_001606701.1
OG0001657	XP_026672283.1, XP_017886007.1	XP_001606493.1
OG0001658	XP_017878018.1	XP_031787185.1
OG0001659	XP_017889582.1	XP_031788066.1, XP_031788064.1, XP_031788065.1, XP_032456070.1, XP_032456068.1, XP_032456069.1, XP_031788063.1
OG0001660	XP_017893028.1	XP_008217155.1
OG0001661	XP_026670628.1	XP_016841698.1, XP_016841700.1
OG0001662	XP_017886371.1	XP_032453548.1, XP_032453537.1
OG0001663	XP_017876718.1, XP_017876719.1	XP_032452823.1, XP_031779996.1, XP_008217774.1, XP_001605727.2, XP_032452824.1
OG0001664	XP_017883594.1, XP_017883592.1	XP_032455099.1
OG0001665	XP_017878558.1	XP_031786788.1
OG0001666	XP_017883967.1	XP_001606145.2
OG0001668	XP_017882678.1, XP_026670676.1	NP_001154951.1, XP_031784260.1
OG0001669	XP_017878986.1, XP_017878989.1	XP_031788032.1, XP_032456034.1
OG0001670	XP_017875801.1	XP_031781642.1
OG0001671	XP_017882254.1	XP_008202575.1, XP_032451770.1
OG0001672	XP_026673491.1, XP_017888448.1	XP_001606256.1
OG0001674	XP_017888194.1	XP_008213000.1
OG0001675	XP_017884842.1	XP_003423909.1, XP_032455380.1, XP_032455379.1, XP_008215219.1
OG0001676	XP_017885189.1, XP_017885190.1	XP_001604719.1, XP_008210900.1, XP_008210901.1
OG0001677	XP_026671202.1	XP_031780122.1, XP_008217767.1, XP_008217768.1
OG0001678	XP_026673248.1, XP_026673247.1, XP_017887877.1	XP_001608054.1
OG0001679	XP_026673450.1	XP_001606876.1
OG0001680	XP_017880192.1	XP_031779461.1, XP_003424107.1, XP_003424106.1, XP_032452614.1
OG0001681	XP_026668087.1	XP_001601191.1, XP_032454395.1, XP_032454394.1, XP_032454396.1, XP_032454397.1
OG0001682	XP_017880907.1	XP_031778882.1, XP_031778892.1
OG0001683	XP_017885079.1	XP_031782629.1, XP_031782628.1, XP_001603826.1
OG0001684	XP_017891459.2	XP_008214622.1
OG0001685	XP_017882422.2	XP_001601619.1, XP_008209389.1
OG0001686	XP_017878346.1	XP_031786365.1
OG0001687	XP_026672887.1, XP_026672817.1	XP_008205605.1
OG0001688	XP_017877565.1, XP_017877567.1, XP_026668167.1, XP_026668168.1, XP_017877564.1	XP_016838655.1, XP_016838654.1
OG0001689	XP_017888563.1	XP_001601304.1
