Orthogroup	Solenopsis_invicta	Osmia_bicornis
OG0001886	XP_011165698.2	XP_029035856.1, XP_029035853.1
OG0001887	XP_025986914.1	XP_029034869.1
OG0001888	XP_039306162.1	XP_029052172.1
OG0001889	XP_039309851.1, XP_039309805.1, XP_039309662.1, XP_039309892.1, XP_039309725.1, XP_039309750.1	XP_029032338.1
OG0001890	XP_011166970.2	XP_029041889.1
OG0001891	XP_011167450.1	XP_029048182.1, XP_029048179.1
OG0001892	XP_025987389.1	XP_029054568.1, XP_029054569.1
OG0001893	XP_011160550.2, XP_011160548.2, XP_011160552.2, XP_011160551.2	XP_029051123.1
OG0001894	XP_025990876.2, XP_025990883.2	XP_029035313.1
OG0001896	XP_011160557.2	XP_029048990.1, XP_029048991.1, XP_029048993.1, XP_029048994.1, XP_029048992.1
OG0001897	XP_039314067.1	XP_029040323.1
OG0001898	XP_011164999.1	XP_029039449.1
OG0001899	XP_011164419.2	XP_029049778.1
OG0001900	XP_025991978.2	XP_029043142.1, XP_029043141.1
OG0001901	XP_039308637.1	XP_029049689.1, XP_029049690.1, XP_029049688.1
OG0001903	XP_025988270.2	XP_029040083.1, XP_029040086.1, XP_029040084.1, XP_029040082.1
OG0001905	XP_025995563.1, XP_025995564.1	XP_029052559.1, XP_029052558.1, XP_029052557.1, XP_029052555.1
OG0001906	XP_025990505.1	XP_029051442.1
OG0001907	XP_011171468.2	XP_029044692.1, XP_029044691.1
OG0001908	XP_039313610.1, XP_011166685.1	XP_029040274.1, XP_029040149.1
OG0001909	XP_025996302.1, XP_025996300.1	XP_029036476.1, XP_029036483.1
OG0001910	XP_025996984.1, XP_011162911.1, XP_011162903.1, XP_011162904.1, XP_039303625.1, XP_039303626.1, XP_039303624.1	XP_029034352.1
OG0001912	XP_039304141.1	XP_029046216.1, XP_029046214.1
OG0001913	XP_025993747.1	XP_029032843.1
OG0001914	XP_039307056.1, XP_039307054.1	XP_029056593.1
OG0001915	XP_011170489.1	XP_029046058.1
OG0001916	XP_011163484.1	XP_029033073.1
OG0001917	XP_011162663.1	XP_029036315.1
OG0001918	XP_039301732.1	XP_029034579.1
OG0001919	XP_011159962.2	XP_029032893.1
OG0001920	XP_011168258.1	XP_029045605.1, XP_029045604.1
OG0001921	XP_039312174.1	XP_029056502.1, XP_029056500.1, XP_029056501.1
OG0001922	XP_025988179.2, XP_025988182.1	XP_029044040.1, XP_029044039.1
OG0001923	XP_039302208.1	XP_029056253.1, XP_029056252.1, XP_029056250.1, XP_029056254.1, XP_029056251.1, XP_029056248.1
OG0001924	XP_011162462.2	XP_029042432.1, XP_029042434.1
OG0001925	XP_011162425.1	XP_029036296.1, XP_029036297.1
OG0001926	XP_025993858.1	XP_029050772.1
OG0001927	XP_039311888.1	XP_029045258.1
OG0001928	XP_025990418.2, XP_039308867.1	XP_029047699.1
OG0001929	XP_011160578.1	XP_029049000.1, XP_029048999.1, XP_029049001.1
OG0001930	XP_011165943.2	XP_029039778.1, XP_029039779.1, XP_029039777.1
OG0001931	XP_011156252.1	XP_029032988.1, XP_029032989.1
OG0001933	XP_011165813.1	XP_029055575.1
OG0001934	XP_039307111.1, XP_011158198.1	XP_029037263.1
OG0001935	XP_025987348.1, XP_011162557.1	XP_029040732.1, XP_029040731.1
OG0001937	XP_025992699.1	XP_029047849.1
OG0001938	XP_011164650.1	XP_029052503.1, XP_029052504.1, XP_029052502.1
OG0001939	XP_011162377.1	XP_029043390.1
OG0001940	XP_011164491.1, XP_039310767.1, XP_011164495.1	XP_029032607.1, XP_029032608.1, XP_029032605.1
OG0001941	XP_011164493.2	XP_029037157.1
OG0001942	XP_039315527.1	XP_029056072.1, XP_029056062.1
OG0001943	XP_025988815.2, XP_011164241.2, XP_011164240.2, XP_011164239.2	XP_029053347.1
OG0001944	XP_039307825.1	XP_029051699.1
OG0001946	XP_011168051.1	XP_029049171.1, XP_029049167.1
OG0001947	XP_039304812.1, XP_039304814.1	XP_029037722.1, XP_029037720.1
OG0001948	XP_039303605.1, XP_039303603.1, XP_039303604.1, XP_025990667.1, XP_025990669.1, XP_025990666.1	XP_029034402.1, XP_029034401.1, XP_029034403.1
OG0001950	XP_011159348.1	XP_029050057.1
OG0001951	XP_011161681.1	XP_029033344.1
OG0001952	XP_025987848.2	XP_029049580.1
OG0001954	XP_011171405.1	XP_029041675.1, XP_029041673.1, XP_029041676.1
OG0001955	XP_039310166.1	XP_029037833.1
OG0001956	XP_011176228.1, XP_039312025.1	XP_029039339.1, XP_029039338.1
OG0001959	XP_039311222.1, XP_011167700.1, XP_011166246.1, XP_025990423.1, XP_011168840.1	XP_029036580.1
OG0001960	XP_011168667.2, XP_011168666.2	XP_029048599.1
OG0001961	XP_011159117.1	XP_029052705.1
OG0001962	XP_039310863.1, XP_039310862.1	XP_029042569.1
OG0001963	XP_025987329.1	XP_029051642.1, XP_029051641.1, XP_029051640.1
OG0001964	XP_011170815.1	XP_029046096.1
OG0001965	XP_011165971.3	XP_029055381.1
OG0001966	XP_011156473.1, XP_039301838.1	XP_029043427.1
OG0001968	XP_025993548.2	XP_029045999.1
OG0001969	XP_025990813.1	XP_029049419.1
OG0001970	XP_011175180.2	XP_029039053.1
OG0001971	XP_039302372.1, XP_011172043.1	XP_029050456.1, XP_029050455.1
OG0001975	XP_039306273.1	XP_029036247.1, XP_029036246.1
OG0001976	XP_011175704.1	XP_029044624.1
OG0001977	XP_039312209.1, XP_011163239.2, XP_039306960.1, XP_039308853.1, XP_039308615.1, XP_025989079.1	XP_029051592.1
OG0001978	XP_025987987.1	XP_029040668.1
OG0001979	XP_025986866.2, XP_039301891.1, XP_025986977.2, XP_025987019.1, XP_025987018.2, XP_025986849.1, XP_039301888.1, XP_039301887.1, XP_039301882.1, XP_039301990.1, XP_039301755.1, XP_039301893.1, XP_039311646.1, XP_039311642.1	XP_029035120.1, XP_029035125.1
OG0001980	XP_011162093.1, XP_011162094.1, XP_025986884.1	XP_029052213.1, XP_029052203.1
OG0001981	XP_039306583.1, XP_039306585.1, XP_039306581.1, XP_039306582.1, XP_039306586.1	XP_029038786.1
OG0001982	XP_039305717.1, XP_039305715.1, XP_025987663.2, XP_039305716.1	XP_029038978.1, XP_029038976.1, XP_029038977.1, XP_029038975.1, XP_029038980.1
OG0001983	XP_039312850.1	XP_029049827.1
OG0001984	XP_039311144.1, XP_039312185.1, XP_011168276.1, XP_011165961.1	XP_029042957.1, XP_029042956.1
OG0001987	XP_039309520.1	XP_029044998.1, XP_029044999.1, XP_029044997.1
OG0001988	XP_011172432.1	XP_029055506.1, XP_029055505.1
OG0001989	XP_011155994.1	XP_029053234.1
OG0001990	XP_011160281.1	XP_029035239.1, XP_029035238.1
OG0001991	XP_011162213.1	XP_029049382.1, XP_029049384.1, XP_029049383.1
OG0001992	XP_011166417.1	XP_029037031.1, XP_029037032.1
OG0001993	XP_011161945.1	XP_029040995.1, XP_029040996.1, XP_029040994.1
OG0001994	XP_011157615.1	XP_029045068.1
OG0001995	XP_011160305.1	XP_029042245.1
OG0001996	XP_039306908.1	XP_029040956.1
OG0001997	XP_011176266.1	XP_029049977.1
OG0001998	XP_011165662.3, XP_039305288.1	XP_029035619.1
OG0001999	XP_011163699.1	XP_029045563.1, XP_029042449.1
OG0002000	XP_011167421.1	XP_029041055.1
OG0002001	XP_011155895.1	XP_029052793.1
OG0002002	XP_011155883.1	XP_029047674.1
OG0002003	XP_011168665.1	XP_029048595.1
OG0002004	XP_011173600.1	XP_029045839.1
OG0002005	XP_011158219.1	XP_029050228.1
OG0002006	XP_025990495.1	XP_029052802.1
OG0002007	XP_011175469.1	XP_029042124.1, XP_029042137.1
OG0002009	XP_011167462.1	XP_029043919.1
OG0002010	XP_011159621.1, XP_011159651.1	XP_029045105.1
OG0002011	XP_011175427.1	XP_029032960.1
OG0002012	XP_011167163.1	XP_029036287.1
OG0002013	XP_011162687.2	XP_029038171.1
OG0002014	XP_011158023.1	XP_029049249.1, XP_029049235.1
OG0002015	XP_011159334.1	XP_029042788.1, XP_029042789.1, XP_029042790.1, XP_029042791.1
OG0002016	XP_011158764.2	XP_029054454.1
OG0002017	XP_025988462.1	XP_029052496.1
OG0002018	XP_011166334.1, XP_011167845.1	XP_029052993.1
OG0002019	XP_011156334.1	XP_029049772.1
OG0002020	XP_039306807.1	XP_029032679.1, XP_029032672.1
OG0002021	XP_011156180.1, XP_039309468.1, XP_039309469.1	XP_029052655.1, XP_029052663.1, XP_029052674.1
OG0002022	XP_011168593.2	XP_029032981.1
OG0002023	XP_025986607.1, XP_039310710.1	XP_029049945.1, XP_029049943.1
OG0002024	XP_011156937.2, XP_025994650.2, XP_011156936.2, XP_011176120.1	XP_029036015.1
OG0002025	XP_011173487.2, XP_039305713.1	XP_029034323.1
OG0002026	XP_011157414.1	XP_029050487.1
OG0002027	XP_025993797.2	XP_029045260.1
OG0002028	XP_039303455.1, XP_039303453.1	XP_029035230.1, XP_029035231.1
OG0002029	XP_011164082.1	XP_029049852.1, XP_029050726.1
OG0002030	XP_025989480.1, XP_025989485.1, XP_025989488.1, XP_025989483.1, XP_025989484.1, XP_025989479.1, XP_039314460.1, XP_025989481.1	XP_029034727.1
OG0002032	XP_011165871.1	XP_029046713.1, XP_029046709.1
OG0002033	XP_039314338.1	XP_029047647.1
OG0002034	XP_011162529.1	XP_029053473.1, XP_029053472.1
OG0002036	XP_025996420.1	XP_029031953.1, XP_029031952.1
OG0002037	XP_025989827.1, XP_011168570.1	XP_029051984.1
OG0002038	XP_039302742.1, XP_011172587.1, XP_039302745.1, XP_039302743.1, XP_039302744.1, XP_011172602.1	XP_029034993.1
OG0002039	XP_011171335.2	XP_029052743.1
OG0002040	XP_039301804.1, XP_025997050.1	XP_029037655.1, XP_029037656.1
OG0002041	XP_025987866.1	XP_029034595.1, XP_029034597.1, XP_029034596.1
OG0002042	XP_011164810.1	XP_029037435.1
OG0002043	XP_011164926.1	XP_029038149.1
OG0002044	XP_011164707.1	XP_029044454.1
OG0002045	XP_011168636.1, XP_039307873.1	XP_029038475.1
OG0002046	XP_011163598.2, XP_025992606.1	XP_029035860.1
OG0002047	XP_011159418.1	XP_029047980.1
OG0002048	XP_039306029.1, XP_039306023.1	XP_029034257.1, XP_029034247.1
OG0002049	XP_025992504.2, XP_025992505.2, XP_025992506.2	XP_029045092.1
OG0002050	XP_011160116.1	XP_029047468.1
OG0002051	XP_039303098.1	XP_029055947.1
OG0002052	XP_039307831.1	XP_029039200.1
OG0002053	XP_011157842.1, XP_011157841.1	XP_029032752.1
OG0002054	XP_025991239.1	XP_029039271.1, XP_029039268.1
OG0002055	XP_025989880.1, XP_011163551.1	XP_029047682.1, XP_029039906.1, XP_029052417.1
OG0002056	XP_011162217.1	XP_029049390.1
OG0002057	XP_025996006.1	XP_029045426.1, XP_029045424.1, XP_029045427.1
OG0002058	XP_011167938.1	XP_029035452.1
OG0002059	XP_011162168.2, XP_011162169.2, XP_011162170.2	XP_029032800.1
OG0002060	XP_039314867.1	XP_029038247.1, XP_029038250.1
OG0002061	XP_011168713.1	XP_029047217.1
OG0002062	XP_011160150.1	XP_029046973.1
OG0002063	XP_025995129.1	XP_029040517.1
OG0002064	XP_011162965.2	XP_029052106.1, XP_029052107.1
OG0002065	XP_025991323.2	XP_029041901.1
OG0002066	XP_025987323.2	XP_029040918.1, XP_029040919.1
OG0002067	XP_011174966.1	XP_029045229.1
OG0002068	XP_011175514.1	XP_029056546.1
OG0002069	XP_025987315.1	XP_029051814.1
OG0002070	XP_011158729.2	XP_029043227.1, XP_029043226.1
OG0002071	XP_011173442.1	XP_029032309.1
OG0002072	XP_011166443.2	XP_029052878.1, XP_029052879.1
OG0002073	XP_011169662.1	XP_029050318.1
OG0002074	XP_011160613.1	XP_029053252.1, XP_029053244.1
OG0002075	XP_039314504.1, XP_011172379.1	XP_029045743.1
OG0002076	XP_039308780.1	XP_029047150.1
OG0002077	XP_011163065.1	XP_029033041.1
OG0002078	XP_025992815.2, XP_025992814.2, XP_039312746.1	XP_029042635.1
OG0002079	XP_039313392.1	XP_029054984.1, XP_029055387.1, XP_029055380.1, XP_029055371.1, XP_029054912.1, XP_029054944.1
OG0002080	XP_025988221.1	XP_029047198.1
OG0002081	XP_011175890.1	XP_029052297.1
OG0002082	XP_011175502.2	XP_029048091.1, XP_029048090.1
OG0002083	XP_011166977.1	XP_029039991.1
OG0002084	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1	XP_029038605.1
OG0002085	XP_011164201.1	XP_029042716.1
OG0002086	XP_039308567.1	XP_029039847.1, XP_029039849.1, XP_029039846.1
OG0002087	XP_011176340.1	XP_029042330.1
OG0002088	XP_011160587.1	XP_029034430.1
OG0002089	XP_039306886.1, XP_011157337.1	XP_029032834.1
OG0002090	XP_025991466.2, XP_011156304.2	XP_029037578.1, XP_029037577.1
OG0002091	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1	XP_029045077.1, XP_029045076.1, XP_029045078.1
OG0002092	XP_011175040.1, XP_039314089.1	XP_029048628.1
OG0002093	XP_011162520.2	XP_029032079.1
OG0002094	XP_039310840.1, XP_039310844.1	XP_029051594.1
OG0002095	XP_011168897.1	XP_029036198.1, XP_029036200.1, XP_029036199.1
OG0002096	XP_011160507.1	XP_029047812.1, XP_029047813.1
OG0002097	XP_011172439.1	XP_029036899.1
OG0002098	XP_011169375.2	XP_029044789.1
OG0002099	XP_025986368.1, XP_025986369.1	XP_029038525.1, XP_029038526.1
OG0002100	XP_011159304.1	XP_029051458.1
OG0002101	XP_039302053.1	XP_029037300.1
OG0002102	XP_025990233.2	XP_029042854.1, XP_029042853.1
OG0002103	XP_025987838.1, XP_039302633.1	XP_029032664.1
OG0002104	XP_039315071.1	XP_029052535.1
OG0002105	XP_011160701.2	XP_029055494.1, XP_029053852.1, XP_029053901.1, XP_029055485.1, XP_029055476.1, XP_029055468.1, XP_029053963.1, XP_029054021.1
OG0002106	XP_011172824.3	XP_029041832.1, XP_029041831.1, XP_029041830.1
OG0002107	XP_011164373.1	XP_029046018.1, XP_029046017.1
OG0002108	XP_039313638.1	XP_029044394.1, XP_029044395.1
OG0002109	XP_011167603.1	XP_029038919.1
OG0002110	XP_025991391.2	XP_029032760.1, XP_029032761.1
OG0002111	XP_011168221.2	XP_029033693.1, XP_029033526.1
OG0002113	XP_011159293.2	XP_029047510.1, XP_029047511.1, XP_029051392.1
OG0002114	XP_011169755.1	XP_029046459.1, XP_029046460.1
OG0002115	XP_011175714.1	XP_029032421.1
OG0002116	XP_039309917.1	XP_029053416.1
OG0002117	XP_011165686.1	XP_029035968.1
OG0002118	XP_025992458.1, XP_011158319.1	XP_029047811.1, XP_029047809.1
OG0002119	XP_011160697.2, XP_011160698.2	XP_029037275.1
OG0002120	XP_011160924.1	XP_029048939.1
OG0002121	XP_039310648.1	XP_029036617.1, XP_029036614.1
OG0002122	XP_025991775.2, XP_039308375.1, XP_039308374.1	XP_029041453.1
OG0002123	XP_025997519.1, XP_011165181.1, XP_039307521.1	XP_029049483.1
OG0002124	XP_039313866.1	XP_029050950.1
OG0002125	XP_039302617.1, XP_011155674.1	XP_029051520.1, XP_029051518.1, XP_029051519.1
OG0002126	XP_025997254.1	XP_029053942.1
OG0002127	XP_039305922.1, XP_011158715.1	XP_029041638.1
OG0002128	XP_039310635.1	XP_029052868.1
OG0002129	XP_011168722.1	XP_029040093.1
OG0002130	XP_039309652.1	XP_029040129.1
OG0002131	XP_039313587.1	XP_029049925.1
OG0002131	XP_025993873.1	XP_029049922.1
OG0002132	XP_039306816.1	XP_029043534.1
OG0002134	XP_025987059.2, XP_011157570.1	XP_029038271.1
OG0002136	XP_011168624.1	XP_029048351.1
OG0002137	XP_011158263.1, XP_039308887.1	XP_029045148.1
OG0002138	XP_011171693.1, XP_039304686.1, XP_011174259.2	XP_029036791.1
OG0002139	XP_011164821.1, XP_039303163.1	XP_029039907.1
OG0002140	XP_039303741.1	XP_029050039.1, XP_029050041.1, XP_029050040.1
OG0002141	XP_039310465.1, XP_011162737.1	XP_029046415.1, XP_029046414.1
OG0002142	XP_025994948.1, XP_011161273.1	XP_029048390.1
OG0002143	XP_025996278.1, XP_039303798.1	XP_029050042.1
OG0002144	XP_039309856.1	XP_029044655.1
OG0002145	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1	XP_029042644.1
OG0002146	XP_039305223.1	XP_029056116.1, XP_029056118.1, XP_029056119.1, XP_029056115.1
OG0002147	XP_011158724.2	XP_029041538.1
OG0002148	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2	XP_029052846.1
OG0002149	XP_039309594.1, XP_025995865.2	XP_029043353.1, XP_029043362.1
OG0002150	XP_011170414.2	XP_029049660.1
OG0002151	XP_025994383.1	XP_029056168.1
OG0002152	XP_011170380.2	XP_029048128.1
OG0002153	XP_039313827.1, XP_011162298.2, XP_011162297.2	XP_029037450.1
OG0002154	XP_011168240.1, XP_039312267.1	XP_029045659.1
OG0002155	XP_039305784.1	XP_029034370.1
OG0002156	XP_025987681.2, XP_025987680.2	XP_029033337.1
OG0002157	XP_025993720.1, XP_011167308.1	XP_029035254.1, XP_029035251.1, XP_029035252.1
OG0002158	XP_039315026.1	XP_029045872.1
OG0002159	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1	XP_029041711.1
OG0002160	XP_025988856.2	XP_029037355.1
OG0002161	XP_025993132.1, XP_039311660.1, XP_039311636.1, XP_025993133.1	XP_029036040.1, XP_029036039.1, XP_029036038.1, XP_029036036.1, XP_029036041.1
OG0002162	XP_011165096.1, XP_011165097.2	XP_029046705.1
OG0002163	XP_039303474.1, XP_011168618.1	XP_029047194.1
OG0002164	XP_025991311.2	XP_029045382.1, XP_029045366.1
OG0002165	XP_011156209.1	XP_029035286.1
OG0002166	XP_011168567.1, XP_011168566.2	XP_029052248.1
OG0002167	XP_025995948.2	XP_029032474.1, XP_029032477.1
OG0002169	XP_011175637.1	XP_029046336.1
OG0002170	XP_011168233.1	XP_029045618.1
OG0002171	XP_011171831.2	XP_029039598.1
OG0002172	XP_025989924.1	XP_029056506.1, XP_029056505.1, XP_029056504.1, XP_029056503.1, XP_029056507.1
OG0002173	XP_011155884.1	XP_029047662.1
OG0002174	XP_011166729.1	XP_029053813.1, XP_029053822.1, XP_029053125.1, XP_029053133.1, XP_029053140.1, XP_029053809.1
OG0002175	XP_039311191.1	XP_029052378.1
OG0002177	XP_011166992.1	XP_029051058.1, XP_029051057.1
OG0002178	XP_039309328.1, XP_039309327.1	XP_029051077.1
OG0002179	XP_039312572.1, XP_025994573.1	XP_029046820.1
OG0002180	XP_011168069.1	XP_029054459.1, XP_029054458.1, XP_029054460.1, XP_029054457.1
OG0002181	XP_039313814.1, XP_039313810.1, XP_039313809.1	XP_029037339.1
OG0002182	XP_011167147.1, XP_011167144.1	XP_029054534.1
OG0002183	XP_039312484.1, XP_011161522.2	XP_029042142.1, XP_029042143.1
OG0002184	XP_039312824.1	XP_029042122.1, XP_029046466.1
OG0002185	XP_039304172.1, XP_039304183.1	XP_029035062.1, XP_029035067.1
OG0002186	XP_025992656.2	XP_029051773.1
OG0002187	XP_025986164.1, XP_025986163.1, XP_025986162.1	XP_029033236.1, XP_029033238.1, XP_029033237.1
OG0002188	XP_011166908.2	XP_029042329.1, XP_029042280.1, XP_029042270.1
OG0002189	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1	XP_029052966.1
OG0002190	XP_039303095.1, XP_011171955.1	XP_029050858.1
OG0002191	XP_039313426.1	XP_029050437.1
OG0002192	XP_039302756.1	XP_029042819.1
OG0002193	XP_011169164.1	XP_029043528.1
OG0002194	XP_025997096.1	XP_029047274.1
OG0002195	XP_011168472.1	XP_029048898.1, XP_029048897.1
OG0002196	XP_011158463.1, XP_011165053.2	XP_029037560.1
OG0002197	XP_011162642.2	XP_029054564.1
OG0002198	XP_039312557.1, XP_025989948.2	XP_029033082.1, XP_029035244.1
OG0002199	XP_011166725.1, XP_039302297.1	XP_029052941.1, XP_029052717.1
OG0002200	XP_025994475.2, XP_039313910.1	XP_029041244.1
OG0002201	XP_039301729.1	XP_029039415.1
OG0002201	XP_039301728.1, XP_011161206.2	XP_029039404.1
OG0002202	XP_025992855.2, XP_025992852.2	XP_029042830.1, XP_029042835.1
OG0002203	XP_011171377.2	XP_029038066.1
OG0002204	XP_025989957.1	XP_029042170.1, XP_029042171.1
OG0002205	XP_011162889.2	XP_029050796.1
OG0002206	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2	XP_029044638.1
OG0002208	XP_025988285.2	XP_029035729.1, XP_029035730.1
OG0002209	XP_039311210.1, XP_039311209.1, XP_025995934.1	XP_029049508.1
OG0002210	XP_011165047.1, XP_039302783.1, XP_039308284.1, XP_039302785.1, XP_039313733.1, XP_025990354.2, XP_039308856.1, XP_039304697.1, XP_039307926.1, XP_039303492.1, XP_039306733.1, XP_011171851.3, XP_039311283.1, XP_039302438.1, XP_039307811.1, XP_039302545.1, XP_039309186.1, XP_039307968.1	XP_029054083.1, XP_029055124.1, XP_029054810.1
OG0002211	XP_011168970.1	XP_029051337.1
OG0002212	XP_011169599.1	XP_029047968.1
OG0002213	XP_011175598.1	XP_029044030.1, XP_029044115.1, XP_029045289.1, XP_029045378.1
OG0002214	XP_011157690.1	XP_029050390.1
OG0002217	XP_025990536.2, XP_011159352.2, XP_011159353.2	XP_029049896.1
OG0002218	XP_011166591.1, XP_025992887.1	XP_029056082.1, XP_029056085.1
OG0002219	XP_011159620.1, XP_025989422.1	XP_029056432.1
OG0002220	XP_025987759.1	XP_029048693.1
OG0002221	XP_025992220.1, XP_025992219.1	XP_029052875.1, XP_029052874.1
OG0002222	XP_039311274.1, XP_039311275.1	XP_029052268.1
OG0002223	XP_025993703.1	XP_029047378.1
OG0002224	XP_011167445.1	XP_029034369.1, XP_029034373.1, XP_029034372.1
OG0002226	XP_039311128.1	XP_029035715.1, XP_029035716.1, XP_029035714.1, XP_029035713.1
OG0002227	XP_011171709.1, XP_011171708.1, XP_011171707.1, XP_039304501.1	XP_029036805.1
OG0002229	XP_011159063.1	XP_029049754.1, XP_029049755.1, XP_029049753.1, XP_029049746.1
OG0002230	XP_025993050.1, XP_025993052.1	XP_029032430.1, XP_029032428.1
OG0002231	XP_011165593.1, XP_039309144.1, XP_039308766.1, XP_039314440.1, XP_011165516.2, XP_011165513.2, XP_011165511.1	XP_029052595.1
OG0002233	XP_039315199.1	XP_029053724.1
OG0002233	XP_039303939.1	XP_029053949.1, XP_029054762.1, XP_029054288.1, XP_029055129.1, XP_029055043.1
OG0002236	XP_011157318.1	XP_029032694.1, XP_029032692.1, XP_029032693.1
OG0002237	XP_011168473.1	XP_029048908.1
OG0002238	XP_011175363.1	XP_029042978.1
OG0002239	XP_011164523.1	XP_029050080.1
OG0002240	XP_011159405.1	XP_029033302.1
OG0002241	XP_011169415.1	XP_029039470.1
OG0002242	XP_025994250.1, XP_025994249.1	XP_029054472.1
OG0002243	XP_011170271.1	XP_029048574.1
OG0002244	NP_001291519.1	XP_029033280.1
OG0002245	XP_039308047.1, XP_039307874.1	XP_029046152.1
OG0002246	XP_011157496.1	XP_029051003.1
OG0002247	XP_011173357.1	XP_029032799.1
OG0002248	XP_011175419.1	XP_029050114.1
OG0002249	XP_011161429.1	XP_029055403.1
OG0002250	XP_025990005.2, XP_039310068.1	XP_029033229.1
OG0002251	XP_011166456.1	XP_029055531.1
OG0002252	XP_011160788.1	XP_029042475.1
OG0002253	XP_011175425.1	XP_029037085.1
OG0002254	XP_011164380.1	XP_029048906.1, XP_029048907.1
