Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0000870	XP_039310472.1, XP_025996069.2	XP_017799531.1
OG0000871	XP_025986886.1	XP_017798819.1
OG0000872	XP_011175455.1, XP_011175453.1, XP_011175456.1, XP_011175452.1	XP_017797844.1
OG0000873	XP_011176166.2	XP_017796881.1
OG0000874	XP_025994420.1, XP_025994421.1	XP_017792368.1
OG0000875	XP_011164437.1, XP_039309316.1	XP_017788828.1, XP_017788827.1
OG0000876	XP_011158998.1, XP_011159005.1	XP_017791166.1
OG0000877	XP_039311088.1, XP_011161480.1	XP_017788864.1
OG0000878	XP_025986289.1	XP_017798834.1
OG0000879	XP_025990421.1, XP_025990422.1	XP_017797065.1
OG0000880	XP_011161203.1	XP_017787990.1, XP_017787991.1
OG0000881	XP_011160040.2	XP_017793928.1
OG0000882	XP_011171044.1, XP_025991022.1, XP_011171038.1, XP_011171036.1, XP_039304678.1, XP_025995906.1, XP_039304676.1, XP_011171039.1, XP_025994427.1, XP_011171088.1, XP_039306778.1, XP_011171040.2, XP_011171043.2, XP_039306728.1, XP_039305689.1, XP_011156454.2, XP_011171045.1, XP_039307164.1, XP_011174745.3, XP_025991035.2, XP_011171041.1	XP_017797347.1
OG0000883	XP_039303708.1, XP_039303709.1, XP_039303706.1	XP_017794762.1
OG0000884	XP_039304756.1, XP_039313970.1	XP_017794774.1
OG0000885	XP_039315016.1	XP_017793864.1
OG0000886	XP_011170327.1	XP_017794728.1
OG0000887	XP_039308747.1	XP_017795424.1
OG0000887	XP_039308527.1	XP_017795488.1
OG0000888	XP_011175978.1	XP_017799552.1
OG0000890	XP_039314335.1	XP_017796104.1
OG0000892	XP_011164335.1	XP_017795815.1, XP_017792347.1
OG0000894	XP_025986498.1	XP_017789694.1
OG0000895	XP_025990648.1	XP_017791742.1, XP_017791684.1
OG0000896	XP_039311139.1	XP_017792900.1
OG0000897	XP_011158516.1	XP_017791029.1
OG0000898	XP_025990057.1, XP_011155417.1	XP_017795011.1
OG0000898	XP_011165573.1	XP_017799094.1
OG0000899	XP_039313083.1	XP_017790922.1
OG0000900	XP_011171987.1	XP_017792426.1
OG0000901	XP_025986962.1	XP_017798913.1
OG0000902	XP_039304961.1, XP_039304959.1, XP_039304960.1, XP_039304968.1, XP_039303855.1, XP_011169896.1, XP_039303853.1, XP_025991659.2	XP_017787639.1, XP_017788749.1
OG0000903	XP_011158890.2	XP_017787356.1
OG0000903	XP_025986788.1	XP_017797921.1
OG0000904	XP_039311619.1	XP_017790798.1
OG0000905	XP_011165800.2, XP_011165794.1, XP_011165795.1, XP_011165796.1, XP_011165797.1	XP_017792229.1
OG0000906	XP_039313466.1	XP_017797468.1
OG0000906	XP_039306787.1	XP_017797952.1
OG0000908	XP_011160553.2, XP_011160554.2	XP_017789831.1
OG0000909	XP_039308150.1	XP_017798026.1
OG0000910	XP_011164763.2	XP_017788975.1
OG0000911	XP_025993971.2, XP_025993970.2, XP_025993966.2	XP_017797725.1
OG0000912	XP_011169376.1	XP_017791769.1
OG0000913	XP_011173890.1	XP_017795532.1
OG0000914	XP_039308448.1, XP_039308446.1, XP_039308447.1	XP_017799539.1
OG0000915	XP_025987634.1	XP_017795981.1
OG0000917	XP_011165923.1	XP_017789717.1, XP_017789715.1, XP_017789716.1, XP_017789720.1, XP_017789718.1, XP_017789719.1
OG0000918	XP_011157236.1	XP_017790282.1
OG0000919	XP_025988014.1	XP_017795263.1
OG0000920	XP_011165873.1	XP_017797072.1, XP_017797132.1
OG0000921	XP_011165106.1, XP_011165105.1	XP_017793845.1
OG0000922	XP_011171960.2	XP_017791118.1
OG0000923	XP_039306250.1, XP_039306253.1	XP_017792555.1
OG0000924	XP_011155993.1	XP_017788050.1
OG0000925	XP_025992349.1	XP_017799188.1
OG0000926	XP_025993940.1, XP_025993941.1, XP_011171814.1, XP_011171812.1, XP_011171811.1, XP_025993942.1, XP_039306444.1	XP_017791747.1, XP_017791748.1, XP_017791749.1
OG0000927	XP_011172154.1	XP_017796507.1
OG0000928	XP_011160605.3	XP_017791611.1
OG0000929	XP_011169685.1	XP_017796620.1
OG0000930	XP_039305396.1	XP_017788579.1
OG0000931	XP_011166210.2	XP_017793528.1
OG0000932	XP_011170039.1	XP_017789549.1
OG0000933	XP_011171324.1	XP_017787846.1
OG0000934	XP_039304912.1, XP_039304911.1	XP_017790788.1
OG0000936	XP_011173270.1, XP_011173276.1	XP_017795640.1
OG0000937	XP_039307703.1, XP_039307702.1	XP_017798863.1
OG0000938	XP_025989696.1	XP_017787520.1, XP_017787517.1, XP_017787518.1, XP_017787519.1
OG0000939	XP_011160363.1	XP_017788194.1
OG0000939	XP_039308686.1	XP_017788195.1
OG0000941	XP_011164512.2	XP_017790927.1
OG0000942	XP_011156703.1, XP_039314337.1, XP_039314336.1	XP_017795878.1
OG0000943	XP_011166146.1, XP_025988490.1	XP_017796651.1
OG0000944	XP_025996268.1	XP_017797688.1
OG0000945	XP_011160565.1	XP_017789836.1
OG0000945	XP_011160563.1, XP_039303714.1	XP_017789835.1
OG0000946	XP_011161547.1	XP_017788729.1
OG0000947	XP_025991408.2	XP_017796762.1, XP_017787988.1
OG0000947	XP_039314950.1	XP_017796699.1
OG0000948	XP_011172825.1	XP_017794693.1
OG0000949	XP_039303762.1, XP_011158334.2, XP_011173491.1, XP_039313318.1, XP_039313322.1, XP_039314435.1	XP_017789117.1, XP_017789116.1
OG0000950	XP_011166764.1	XP_017793232.1
OG0000951	XP_039301861.1, XP_011158539.1	XP_017799603.1
OG0000952	XP_039310385.1	XP_017795522.1
OG0000953	XP_025989139.1, XP_011155835.2	XP_017787886.1
OG0000954	XP_011166808.2	XP_017797583.1
OG0000955	XP_011162740.2	XP_017787878.1
OG0000957	XP_011168741.1, XP_039312334.1	XP_017797990.1
OG0000958	XP_011162112.1	XP_017798180.1
OG0000959	XP_039308943.1	XP_017793923.1
OG0000960	XP_011167205.2, XP_039307029.1	XP_017793594.1
OG0000962	XP_025991221.1, XP_025991228.1	XP_017788037.1
OG0000963	XP_025991764.1, XP_025991763.1	XP_017795718.1
OG0000964	XP_011158913.1	XP_017787929.1
OG0000965	XP_025990144.1	XP_017791269.1
OG0000966	XP_025990155.1	XP_017795082.1
OG0000967	XP_011165638.2, XP_011165637.1	XP_017798234.1, XP_017798235.1
OG0000968	XP_039307503.1, XP_039307502.1	XP_017799341.1, XP_017799342.1
OG0000969	XP_011172487.1	XP_017795682.1
OG0000970	XP_011156652.2, XP_011156653.2	XP_017793149.1
OG0000972	XP_025996480.1, XP_025996479.1, XP_025996478.1	XP_017793369.1, XP_017793370.1
OG0000973	XP_025995015.1, XP_025995014.1	XP_017791448.1
OG0000974	XP_011158478.1, XP_039315669.1	XP_017797705.1
OG0000975	XP_039305372.1	XP_017796312.1
OG0000976	XP_011166681.1, XP_011166682.1, XP_011166683.1	XP_017789132.1
OG0000977	XP_011170453.1, XP_025988785.1	XP_017793677.1, XP_017793679.1, XP_017793678.1
OG0000978	XP_025988062.1	XP_017795811.1
OG0000978	XP_039312849.1	XP_017797450.1
OG0000981	XP_011175614.2	XP_017796495.1
OG0000982	XP_039312643.1	XP_017790225.1
OG0000983	XP_025996299.1, XP_011161616.1, XP_011161615.1	XP_017788666.1
OG0000984	XP_011168645.1	XP_017795772.1
OG0000984	XP_011168644.1	XP_017795771.1
OG0000985	XP_011166971.1	XP_017793899.1
OG0000986	XP_025989999.1, XP_025989996.1	XP_017789780.1
OG0000987	XP_039313616.1	XP_017788248.1
OG0000987	XP_011168290.2	XP_017794456.1
OG0000989	XP_025986626.1, XP_011158016.1	XP_017788941.1, XP_017788944.1
OG0000990	XP_011157427.1, XP_011157429.1, XP_011157428.1, XP_025995188.1	XP_017798046.1
OG0000992	XP_039309285.1	XP_017788843.1, XP_017788842.1
OG0000993	XP_011158936.1, XP_011158937.1	XP_017790440.1, XP_017790439.1
OG0000994	XP_039302337.1	XP_017787743.1
OG0000994	XP_011170722.1	XP_017787742.1
OG0000995	XP_039309136.1	XP_017793902.1
OG0000996	XP_025989662.1, XP_011164800.1	XP_017798002.1
OG0000997	XP_039302938.1	XP_017790667.1
OG0000997	XP_011155662.1	XP_017790718.1
OG0000998	XP_011159136.2	XP_017796896.1
OG0000999	XP_025988924.1	XP_017797216.1, XP_017799499.1, XP_017799501.1
OG0001000	XP_039305721.1, XP_025987551.1, XP_039305714.1	XP_017794216.1
OG0001001	XP_011155828.1	XP_017792720.1
OG0001001	XP_011163623.1	XP_017796721.1
OG0001002	XP_011166211.1	XP_017793561.1
OG0001003	XP_011165020.1, XP_011165021.1	XP_017790012.1
OG0001004	XP_011169693.1	XP_017789906.1
OG0001005	XP_039306361.1, XP_039306362.1, XP_011161118.1, XP_011161120.1, XP_011161119.1	XP_017794612.1
OG0001006	XP_011175337.3, XP_011175336.2	XP_017792828.1
OG0001007	XP_025996086.1	XP_017798760.1
OG0001008	XP_039313823.1, XP_025995609.2, XP_011173151.2	XP_017792993.1
OG0001009	XP_011166446.1	XP_017791086.1
OG0001009	XP_039305198.1	XP_017793159.1
OG0001010	XP_039308328.1, XP_039308327.1, XP_039308329.1, XP_039308333.1	XP_017792233.1
OG0001011	XP_025993924.1, XP_011159821.2	XP_017787472.1
OG0001013	XP_039307293.1	XP_017794724.1
OG0001014	XP_011157434.1	XP_017794470.1
OG0001015	XP_011161194.1, XP_025991211.1, XP_011161193.1	XP_017792510.1
OG0001016	XP_025992910.1	XP_017799271.1
OG0001016	XP_011169863.1	XP_017793345.1
OG0001017	XP_025988474.1	XP_017797250.1
OG0001018	XP_039302706.1	XP_017797462.1
OG0001019	XP_011163380.1	XP_017793134.1
OG0001020	XP_011159873.1	XP_017789381.1, XP_017789380.1
OG0001022	XP_011158427.1	XP_017799605.1
OG0001022	XP_025991400.1, XP_039301782.1, XP_039301783.1, XP_011158425.2	XP_017799476.1
OG0001023	XP_025993731.2, XP_025993732.2	XP_017793074.1
OG0001025	XP_011167003.2	XP_017789768.1
OG0001026	XP_039308723.1, XP_039308721.1, XP_039308722.1	XP_017793169.1
OG0001027	XP_039308919.1	XP_017790747.1
OG0001028	XP_011170350.2	XP_017796441.1
OG0001028	XP_011163544.1	XP_017797428.1
OG0001029	XP_025988620.2	XP_017791491.1
OG0001030	XP_025992589.2, XP_025992588.2	XP_017794691.1
OG0001031	XP_039307586.1	XP_017799348.1
OG0001032	XP_039308244.1	XP_017788914.1, XP_017789227.1
OG0001033	XP_011172421.1, XP_011172423.1	XP_017794185.1
OG0001034	XP_039303076.1, XP_011171224.1	XP_017790815.1
OG0001035	XP_025992621.1	XP_017798930.1
OG0001036	XP_011165277.1	XP_017795616.1
OG0001036	XP_025993616.1	XP_017795677.1
OG0001037	XP_025993818.1	XP_017790430.1, XP_017790431.1
OG0001038	XP_011160153.1	XP_017792175.1
OG0001039	XP_011161111.1	XP_017796826.1
OG0001040	XP_011165337.1, XP_011165336.1	XP_017799164.1
OG0001041	XP_025988910.1, XP_025988911.1, XP_011164254.1, XP_039301989.1	XP_017789061.1
OG0001042	XP_025996045.1, XP_025996043.1, XP_025996044.1, XP_025996042.1	XP_017789326.1, XP_017789408.1
OG0001043	XP_011166024.2, XP_025992543.2	XP_017792310.1
OG0001044	XP_011169612.1, XP_011169610.1	XP_017791575.1, XP_017795362.1
OG0001045	XP_011162672.2	XP_017790179.1
OG0001046	XP_011162026.1, XP_025987025.1, XP_011162025.1	XP_017791432.1
OG0001048	XP_039305995.1	XP_017795776.1
OG0001049	XP_011166480.1, XP_011166481.1	XP_017794343.1
OG0001050	XP_011159776.1	XP_017790303.1
OG0001050	XP_011159778.1	XP_017790304.1
OG0001051	XP_039312332.1	XP_017792851.1, XP_017792850.1
OG0001052	XP_011160586.1	XP_017795354.1
OG0001054	XP_039313698.1, XP_039313699.1	XP_017798355.1
OG0001055	XP_011157954.1	XP_017788782.1
OG0001056	XP_039301672.1, XP_011167342.1	XP_017798040.1
OG0001057	XP_025992790.1, XP_011155465.1	XP_017790819.1
OG0001058	XP_025991914.2	XP_017793882.1
OG0001059	XP_011155850.2	XP_017792663.1
OG0001059	XP_025992160.1	XP_017787398.1
OG0001060	XP_011163616.1	XP_017798068.1
OG0001061	XP_011161404.1	XP_017790776.1, XP_017790768.1
OG0001062	XP_011159512.1	XP_017794836.1
OG0001063	XP_025989549.2	XP_017796567.1
OG0001063	XP_039313025.1	XP_017789033.1
OG0001064	XP_025994664.2	XP_017790366.1, XP_017795419.1
OG0001065	XP_025993227.1, XP_025993228.1	XP_017790514.1, XP_017790523.1
OG0001066	XP_025991457.2, XP_039307737.1	XP_017793380.1
OG0001067	XP_025986088.2	XP_017793086.1, XP_017793087.1
OG0001068	XP_011164046.1, XP_039309169.1	XP_017792027.1
OG0001069	XP_039301790.1, XP_011161238.2	XP_017797696.1
OG0001070	XP_039310287.1, XP_039307351.1, XP_025993526.1, XP_039307349.1	XP_017799386.1
OG0001071	XP_025992820.1	XP_017796974.1
OG0001072	XP_039311109.1	XP_017788781.1, XP_017788753.1
OG0001073	XP_011166357.1	XP_017799416.1
OG0001073	XP_011166496.2	XP_017799418.1
OG0001074	XP_011159283.1, XP_011159282.2	XP_017788486.1
OG0001075	XP_025990833.2	XP_017793293.1
OG0001076	XP_011159538.1	XP_017789934.1
OG0001077	XP_011170429.1, XP_011170430.1, XP_011170428.1	XP_017787604.1
OG0001078	XP_025986036.1, XP_025986037.1, XP_011166956.1, XP_039308895.1	XP_017792576.1
OG0001079	XP_025991664.1, XP_011159694.1	XP_017790812.1
OG0001082	XP_011172611.1, XP_025994767.1	XP_017799383.1
OG0001083	XP_011159372.2	XP_017794732.1
OG0001084	XP_011155352.1, XP_011155351.2	XP_017797736.1
OG0001085	XP_025989431.1, XP_025989433.1	XP_017789773.1
OG0001086	XP_011165624.1	XP_017798124.1
OG0001087	XP_011161180.2, XP_011161179.2	XP_017798490.1
OG0001090	XP_011165641.1	XP_017798240.1
OG0001091	XP_025990318.1	XP_017790227.1
OG0001092	XP_011166457.1, XP_039306837.1	XP_017791777.1
OG0001093	XP_011169511.1	XP_017791608.1
OG0001094	XP_039308804.1, XP_039308803.1, XP_039304718.1, XP_011162536.1, XP_039311022.1, XP_039310600.1, XP_011162537.1	XP_017788348.1
OG0001095	XP_011158680.1	XP_017788406.1
OG0001096	XP_025993866.1, XP_025993865.1, XP_025993867.1	XP_017798306.1
OG0001097	XP_011171301.1	XP_017789927.1
OG0001098	XP_039314597.1	XP_017792425.1
OG0001099	XP_039311772.1, XP_039311773.1, XP_011159129.1	XP_017788691.1
OG0001100	XP_011166885.1	XP_017787928.1, XP_017796785.1
OG0001101	XP_011169060.1, XP_025986266.1	XP_017793448.1
OG0001102	XP_011173598.1	XP_017797128.1
OG0001103	XP_025992892.1	XP_017787457.1
OG0001104	XP_011165981.1, XP_011165982.1, XP_039310830.1	XP_017792186.1, XP_017792187.1
OG0001105	XP_011158662.1	XP_017796391.1, XP_017788405.1
OG0001106	XP_039306727.1, XP_011171425.1	XP_017790070.1, XP_017790069.1, XP_017790068.1, XP_017790067.1
OG0001107	XP_011171628.1	XP_017787476.1, XP_017787477.1
OG0001108	XP_011175804.1	XP_017787438.1
OG0001109	XP_025997087.1	XP_017799546.1
OG0001110	XP_039305008.1, XP_025987622.2	XP_017793395.1
OG0001111	XP_011167411.1	XP_017799217.1
OG0001112	XP_025997156.1	XP_017795314.1
OG0001113	XP_011155666.1	XP_017796065.1
OG0001114	XP_039308544.1	XP_017793961.1
OG0001115	XP_025987003.1	XP_017794095.1
OG0001116	XP_025995356.1, XP_039313579.1, XP_039313578.1, XP_011164317.1	XP_017790868.1
OG0001117	XP_011160593.1, XP_039304729.1, XP_039304728.1, XP_011160592.1	XP_017791612.1
OG0001118	XP_011170731.1, XP_011170733.1, XP_011170732.1	XP_017792580.1, XP_017792579.1
OG0001119	XP_025989072.1	XP_017790278.1
OG0001120	XP_039302541.1	XP_017790307.1
OG0001120	XP_039302542.1	XP_017790323.1
OG0001121	XP_025991526.1, XP_039307815.1	XP_017798993.1
OG0001122	XP_011155854.1	XP_017792702.1
OG0001123	XP_025989167.1, XP_025989166.1	XP_017796328.1
OG0001124	XP_011163637.1, XP_011163636.1	XP_017795466.1
OG0001125	XP_039310854.1, XP_025992661.2	XP_017792006.1
OG0001126	XP_011166887.2, XP_025985954.2	XP_017790511.1
OG0001127	XP_011158552.1, XP_011158551.3	XP_017792413.1, XP_017792412.1
OG0001128	XP_011156523.3	XP_017792408.1
OG0001129	XP_011156357.1, XP_039307593.1	XP_017793721.1
OG0001130	XP_025986574.2, XP_011161459.2, XP_039310703.1	XP_017788760.1
OG0001131	XP_039301948.1	XP_017794733.1
OG0001131	XP_011157851.1	XP_017794736.1
OG0001132	XP_011163174.1	XP_017798283.1
OG0001134	XP_011160255.1, XP_011160257.1, XP_025992574.1	XP_017788785.1, XP_017788783.1
OG0001135	XP_039313398.1	XP_017788325.1
OG0001136	XP_011175151.1	XP_017794716.1
OG0001137	XP_011157895.1, XP_025995386.1	XP_017791724.1
OG0001138	XP_011168199.1	XP_017792825.1
OG0001140	XP_011165958.1	XP_017791967.1, XP_017791969.1, XP_017791968.1
OG0001141	XP_025995593.1	XP_017792956.1
OG0001142	XP_011155375.3	XP_017798441.1
OG0001143	XP_011169579.1	XP_017790008.1
OG0001144	XP_011166007.2	XP_017796700.1
OG0001145	XP_011168245.2	XP_017794335.1
OG0001146	XP_039308020.1, XP_011157448.1, XP_039308018.1	XP_017795555.1
OG0001147	XP_011166309.1	XP_017797841.1
OG0001148	XP_011172034.1	XP_017795537.1
OG0001149	XP_039312701.1, XP_011169138.1	XP_017793333.1
OG0001150	XP_039310944.1	XP_017796677.1, XP_017796687.1, XP_017796693.1
OG0001151	XP_011167664.1, XP_011167665.1, XP_025993787.1, XP_011167666.1	XP_017795565.1
OG0001152	XP_011159091.2	XP_017792000.1
OG0001153	XP_025989988.2	XP_017787961.1
OG0001153	XP_039312520.1	XP_017787944.1
OG0001154	XP_039304148.1	XP_017795909.1
OG0001155	XP_011172072.1, XP_039302712.1	XP_017792586.1, XP_017792588.1
OG0001156	XP_011159299.2	XP_017795451.1, XP_017795453.1, XP_017795452.1
OG0001157	XP_011157466.1, XP_039303668.1, XP_039303663.1	XP_017787962.1
OG0001158	XP_025991651.1	XP_017794186.1
OG0001159	XP_011167339.1	XP_017790862.1
OG0001160	XP_039311819.1	XP_017796269.1
OG0001161	XP_011167380.1	XP_017787998.1
OG0001161	XP_011156243.2	XP_017788003.1
OG0001162	XP_039303089.1, XP_039303087.1, XP_039303088.1, XP_011169752.1	XP_017796046.1
OG0001163	XP_011161732.3	XP_017791998.1
OG0001164	XP_039312072.1, XP_025992020.1, XP_011169634.1, XP_011169630.1, XP_011169631.1, XP_011169633.1	XP_017795510.1
OG0001165	XP_025985971.2	XP_017789600.1
OG0001166	XP_011168537.1, XP_011168538.1	XP_017790887.1, XP_017790888.1
OG0001167	XP_011156104.1	XP_017797480.1
OG0001168	XP_011176352.1	XP_017796130.1
OG0001169	XP_039306262.1, XP_039306261.1, XP_011157746.1	XP_017798652.1
OG0001170	XP_011162655.1	XP_017795650.1
OG0001171	XP_025994529.1	XP_017797867.1
OG0001171	XP_025994523.1	XP_017797866.1
OG0001172	XP_025987963.1, XP_025987960.1	XP_017796001.1
OG0001173	XP_011158513.2, XP_039310526.1	XP_017794551.1
OG0001174	XP_011161987.1	XP_017791429.1
OG0001175	XP_025993082.1	XP_017794203.1
OG0001176	XP_039302580.1, XP_039302579.1, XP_039302581.1	XP_017787744.1
OG0001179	XP_039304562.1	XP_017795447.1, XP_017795448.1
OG0001180	XP_011167997.1, XP_025990282.1	XP_017795320.1
OG0001181	XP_011156355.1, XP_039307596.1	XP_017793736.1
OG0001182	XP_039305887.1, XP_039305890.1	XP_017797539.1
OG0001183	XP_025990516.1	XP_017788177.1
OG0001184	XP_011156884.2, XP_039307254.1	XP_017791578.1
OG0001185	XP_039312820.1	XP_017795033.1
OG0001186	XP_011175807.1	XP_017787503.1
OG0001187	XP_011172004.1, XP_011172006.1	XP_017787427.1, XP_017787426.1
OG0001188	XP_011163748.1	XP_017793637.1
OG0001189	XP_039313493.1, XP_039313495.1, XP_039313487.1, XP_025986851.1, XP_039313496.1	XP_017798593.1, XP_017798592.1
OG0001190	XP_025987355.2	XP_017792754.1
OG0001191	XP_039303760.1	XP_017791789.1
OG0001193	XP_011173460.1	XP_017798119.1, XP_017798120.1, XP_017798118.1
OG0001195	XP_025985837.1, XP_011166782.1, XP_011166783.1	XP_017793235.1
OG0001197	XP_011157457.1	XP_017795368.1
OG0001197	XP_025987979.1	XP_017795364.1
OG0001198	XP_039314770.1	XP_017793237.1
OG0001199	XP_011172415.1	XP_017794193.1
OG0001201	XP_011162101.2	XP_017794988.1
OG0001202	XP_011162095.1, XP_011162106.1, XP_039312312.1, XP_039312311.1, XP_039312473.1, XP_039312313.1, XP_039312472.1, XP_011172272.2, XP_039302872.1	XP_017793302.1
OG0001203	XP_039310696.1, XP_011163743.2	XP_017793585.1
OG0001204	XP_025991982.1	XP_017790875.1
OG0001205	XP_039314810.1	XP_017791872.1
OG0001205	XP_039303835.1	XP_017791131.1
OG0001206	XP_011156167.1	XP_017791642.1
OG0001207	XP_011156545.1, XP_039302232.1	XP_017791509.1
OG0001208	XP_011170339.1	XP_017790628.1
OG0001209	XP_011172048.1	XP_017789063.1
OG0001210	XP_039307930.1, XP_011165372.2, XP_039315002.1, XP_039315004.1, XP_039307520.1	XP_017790399.1
OG0001211	XP_039305023.1, XP_039305022.1	XP_017787783.1
OG0001212	XP_039309508.1	XP_017799297.1
OG0001214	XP_011160964.2	XP_017789681.1
OG0001215	XP_039312900.1	XP_017798547.1, XP_017798546.1
OG0001216	XP_011172216.1	XP_017794283.1
OG0001217	XP_011175935.1, XP_039308277.1, XP_011175936.1	XP_017792789.1, XP_017792788.1
OG0001218	XP_011166690.1, XP_011166689.1, XP_039301873.1	XP_017789176.1
OG0001219	XP_011159638.1, XP_039303862.1, XP_011159634.1, XP_011159636.1	XP_017794970.1, XP_017794969.1, XP_017794971.1
OG0001220	XP_011169281.1, XP_039302204.1	XP_017794910.1
OG0001222	XP_011164688.1, XP_011164686.1, XP_011164689.1	XP_017791866.1
OG0001223	XP_011164227.1	XP_017793281.1, XP_017793280.1, XP_017793279.1
OG0001224	XP_011159507.1	XP_017794876.1, XP_017794877.1
OG0001225	XP_011164828.1	XP_017791124.1
OG0001226	XP_011166465.1	XP_017791766.1, XP_017791767.1, XP_017791768.1
OG0001227	XP_039315479.1, XP_039304013.1, XP_011159726.2, XP_011155341.1, XP_011155357.2, XP_011155356.1, XP_039309264.1, XP_039309025.1, XP_039309024.1, XP_025987060.2	XP_017794326.1
OG0001228	XP_025987277.1, XP_039314353.1	XP_017796637.1
OG0001229	XP_039305870.1	XP_017797851.1
OG0001230	XP_011169142.1	XP_017792169.1
OG0001231	XP_011158057.1	XP_017789848.1
OG0001232	XP_011166300.1	XP_017792305.1
OG0001233	XP_011170934.1, XP_039302501.1	XP_017788868.1
OG0001234	XP_011161472.2	XP_017791314.1
OG0001236	XP_039312471.1, XP_011161524.1	XP_017794895.1
OG0001237	XP_039311173.1, XP_039310827.1	XP_017792990.1
OG0001238	XP_025993336.1, XP_039304779.1	XP_017791251.1, XP_017791249.1
OG0001239	XP_025995034.1	XP_017797854.1
OG0001240	XP_011165534.1	XP_017789228.1
OG0001241	XP_011172347.1, XP_011172352.1	XP_017790274.1
OG0001242	XP_011163952.2	XP_017792291.1, XP_017792290.1
OG0001243	XP_039308191.1, XP_025992363.2, XP_025992362.2, XP_025992361.2	XP_017793502.1
OG0001244	XP_011168503.1	XP_017793483.1
OG0001245	XP_025988274.1	XP_017790098.1
OG0001246	XP_039303840.1, XP_025988269.1, XP_011168731.1	XP_017790026.1
OG0001247	XP_011164739.2	XP_017791643.1
OG0001248	XP_039304594.1	XP_017788567.1
OG0001249	XP_039309218.1	XP_017792076.1
OG0001250	XP_011164364.2	XP_017791228.1
OG0001251	XP_039312198.1	XP_017796273.1
