Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0001480	XP_025988609.1, XP_011167365.1	XP_035743666.1, XP_035743665.1
OG0001481	XP_011163818.1	XP_035720959.1
OG0001482	XP_025995318.2	XP_035728409.1
OG0001483	XP_011158227.2	XP_035724368.1
OG0001485	XP_011158628.1	XP_035730779.1
OG0001486	XP_025988210.1	XP_035737270.1
OG0001487	XP_011160910.1	XP_035730037.1
OG0001488	XP_011175651.1	XP_035738110.1
OG0001489	XP_011159173.1	XP_035726010.1
OG0001490	XP_039308811.1	XP_035724088.1
OG0001491	XP_011173446.1	XP_035727119.1
OG0001492	XP_011166609.1	XP_035739387.1
OG0001493	XP_011168223.2, XP_039311783.1, XP_011168226.2	XP_035738712.1, XP_035738727.1, XP_035738733.1
OG0001494	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1	XP_035731260.1, XP_035731259.1, XP_035731258.1
OG0001495	XP_011168272.1	XP_035724055.1, XP_035724053.1, XP_035724054.1, XP_035724052.1
OG0001496	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2	XP_035733812.1
OG0001497	XP_011165457.1, XP_011165458.1	XP_035729500.1
OG0001498	XP_039305924.1	XP_035719605.1
OG0001499	XP_039307688.1, XP_011158157.1	XP_035735460.1
OG0001499	XP_011163631.1	XP_035726067.1
OG0001500	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1	XP_035729281.1, XP_035729277.1
OG0001501	XP_025988324.1	XP_035736056.1
OG0001502	XP_011166475.1	XP_035736178.1
OG0001503	XP_025996966.1, XP_025996963.2	XP_035731138.1
OG0001504	XP_011167263.2	XP_035724977.1, XP_035724976.1
OG0001505	XP_011172206.2	XP_035740281.1
OG0001506	XP_039304198.1, XP_039304197.1, XP_039304199.1, XP_039304201.1, XP_039304200.1, XP_039304196.1	XP_035724115.1, XP_035724116.1
OG0001507	XP_039314299.1	XP_035722512.1
OG0001508	XP_039311816.1	XP_035735828.1, XP_035735819.1
OG0001509	XP_039311684.1	XP_035725114.1
OG0001510	XP_025992335.2, XP_025986196.2	XP_035736193.1, XP_035738093.1
OG0001511	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1	XP_035727478.1
OG0001512	XP_025986523.1	XP_035743937.1
OG0001513	XP_011173097.1	XP_035740488.1
OG0001514	XP_011176284.1, XP_011176285.1	XP_035720547.1
OG0001515	XP_025995098.1	XP_035743549.1
OG0001516	XP_011166939.1, XP_039315567.1, XP_039315566.1	XP_035724326.1, XP_035724325.1
OG0001517	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1	XP_035741612.1
OG0001518	XP_011175547.2	XP_035724751.1, XP_035724750.1
OG0001519	XP_025995933.2, XP_025995932.2	XP_035737253.1
OG0001520	XP_011172158.1	XP_035743161.1
OG0001520	XP_011172159.1	XP_035743159.1
OG0001521	XP_039314177.1	XP_035731179.1
OG0001522	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1	XP_035739848.1
OG0001523	XP_025987250.1	XP_035728167.1
OG0001524	XP_011168675.2	XP_035730671.1, XP_035730669.1, XP_035730670.1
OG0001525	XP_011159211.1	XP_035728186.1, XP_035728182.1, XP_035728183.1, XP_035728184.1
OG0001527	XP_039303803.1, XP_011158352.1	XP_035728445.1, XP_035728444.1
OG0001529	XP_039311427.1	XP_035739478.1
OG0001531	XP_025988753.1	XP_035721679.1, XP_035721676.1, XP_035721680.1, XP_035721678.1
OG0001532	XP_011162596.1, XP_039310282.1	XP_035728061.1, XP_035728062.1
OG0001533	XP_025987694.2	XP_035743685.1
OG0001534	XP_011156569.2, XP_039308558.1	XP_035731294.1
OG0001535	XP_011158713.1	XP_035726470.1
OG0001536	XP_025994747.1, XP_025994749.1, XP_039314099.1	XP_035730724.1, XP_035730723.1
OG0001537	XP_011158583.1, XP_039307705.1	XP_035717336.1
OG0001539	XP_025989075.1	XP_035736370.1, XP_035736369.1
OG0001540	XP_011156938.1	XP_035742193.1
OG0001541	XP_039305648.1, XP_039305645.1	XP_035740966.1
OG0001542	XP_011176315.1	XP_035725107.1, XP_035725106.1, XP_035725108.1
OG0001543	XP_011160969.1	XP_035734388.1
OG0001545	XP_011167357.1	XP_035743288.1
OG0001546	XP_011173304.1	XP_035724101.1
OG0001547	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1	XP_035738371.1
OG0001548	XP_039312926.1, XP_011167899.2	XP_035733159.1
OG0001549	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2	XP_035732687.1
OG0001552	XP_039306173.1	XP_035720372.1
OG0001553	XP_011171181.2	XP_035720814.1
OG0001554	XP_025993708.2, XP_011167298.3	XP_035721118.1
OG0001555	XP_039302216.1, XP_039302217.1, XP_039302218.1	XP_035719215.1, XP_035719214.1, XP_035719213.1
OG0001556	XP_011160222.1, XP_011160221.1	XP_035730674.1
OG0001557	XP_025987489.1	XP_035737148.1, XP_035737142.1
OG0001558	XP_011164872.1	XP_035742800.1, XP_035742835.1, XP_035742827.1, XP_035742810.1, XP_035742819.1
OG0001559	XP_025995579.2	XP_035735222.1, XP_035735223.1
OG0001560	XP_011171066.1, XP_011171068.2	XP_035733162.1, XP_035733154.1
OG0001561	XP_011156748.1	XP_035729434.1, XP_035729435.1
OG0001562	XP_011160241.1	XP_035727763.1, XP_035727765.1
OG0001563	XP_011164698.1	XP_035738177.1
OG0001563	XP_011164700.1	XP_035738176.1
OG0001565	XP_011159749.1	XP_035740221.1
OG0001567	XP_011164347.2	XP_035733419.1, XP_035733417.1
OG0001568	XP_039315462.1, XP_011170161.1	XP_035719663.1
OG0001569	XP_039307127.1, XP_011175182.1	XP_035735846.1
OG0001570	XP_025996281.1	XP_035736968.1
OG0001571	XP_011173525.1	XP_035720700.1
OG0001572	XP_025991099.2	XP_035727941.1
OG0001573	XP_011167748.2	XP_035744094.1
OG0001574	XP_025990480.1, XP_025990476.1	XP_035734280.1, XP_035734289.1
OG0001575	XP_025989254.1	XP_035740609.1, XP_035740610.1
OG0001576	XP_011162339.1, XP_011162338.1	XP_035718048.1
OG0001577	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2	XP_035719108.1, XP_035719116.1
OG0001578	XP_039311675.1, XP_025995374.2	XP_035725745.1
OG0001579	XP_025990916.1, XP_011161055.1	XP_035729962.1, XP_035729961.1, XP_035729963.1
OG0001581	XP_039312559.1	XP_035727859.1
OG0001582	XP_025993005.2, XP_039302703.1, XP_011170369.2	XP_035735263.1
OG0001583	XP_011173101.1, XP_011173102.1	XP_035736291.1
OG0001584	XP_011163216.1, XP_011163212.1	XP_035739266.1
OG0001585	XP_011175980.2	XP_035732290.1, XP_035732292.1
OG0001586	XP_011172109.1	XP_035741954.1
OG0001587	XP_025992049.1	XP_035741104.1, XP_035741103.1, XP_035741105.1
OG0001588	XP_039302461.1, XP_025989691.2	XP_035732715.1
OG0001589	XP_011172968.1	XP_035742281.1, XP_035742282.1
OG0001590	XP_011157497.2	XP_035742142.1
OG0001591	XP_011168160.3	XP_035733982.1, XP_035733981.1
OG0001592	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1	XP_035726707.1
OG0001593	XP_025989465.2	XP_035740704.1
OG0001594	XP_039313370.1	XP_035724403.1, XP_035724402.1
OG0001595	XP_011155321.1, XP_011155323.1	XP_035727774.1
OG0001596	XP_011160525.1, XP_039308865.1	XP_035733254.1
OG0001597	XP_011161753.1	XP_035733267.1
OG0001597	XP_039302815.1	XP_035733002.1
OG0001598	NP_001291513.1, XP_039304810.1, NP_001291514.1	XP_035723486.1
OG0001600	XP_011165848.2	XP_035734659.1, XP_035734656.1, XP_035734657.1
OG0001601	XP_039303295.1	XP_035741630.1
OG0001602	XP_025988800.1	XP_035737823.1
OG0001602	XP_025988804.2	XP_035737830.1
OG0001603	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1	XP_035739186.1, XP_035739187.1
OG0001604	XP_039306393.1, XP_039306391.1	XP_035737909.1, XP_035737914.1
OG0001605	XP_025993135.2, XP_039312161.1, XP_039312160.1	XP_035743631.1
OG0001606	XP_039303892.1	XP_035741397.1
OG0001607	XP_025988460.1, XP_039305259.1	XP_035721439.1
OG0001608	XP_039312323.1	XP_035735061.1, XP_035735060.1
OG0001612	XP_025991527.2	XP_035725764.1
OG0001614	XP_039302685.1	XP_035729693.1, XP_035729699.1
OG0001615	XP_011159603.1	XP_035724682.1
OG0001616	XP_011165539.1	XP_035725033.1, XP_035725034.1
OG0001617	XP_025996452.1	XP_035742339.1
OG0001619	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1	XP_035723068.1, XP_035723071.1
OG0001620	XP_011172508.2	XP_035723185.1
OG0001621	XP_011163719.2	XP_035733218.1, XP_035733219.1
OG0001622	XP_011163366.1	XP_035740437.1
OG0001623	XP_011173601.1	XP_035723670.1
OG0001624	XP_025988947.1	XP_035742940.1
OG0001625	XP_011158987.1	XP_035727825.1
OG0001626	XP_011166369.1	XP_035731937.1, XP_035731939.1, XP_035731941.1, XP_035731938.1, XP_035731940.1
OG0001627	XP_025992429.1	XP_035725155.1, XP_035725156.1, XP_035725157.1, XP_035725158.1
OG0001628	XP_039313243.1, XP_011165694.2	XP_035734380.1
OG0001629	XP_011164801.1, NP_001291532.1	XP_035732347.1
OG0001630	XP_011169550.2, XP_011169546.2	XP_035736770.1, XP_035736774.1
OG0001631	XP_025994075.2	XP_035722044.1
OG0001632	XP_025996098.1, XP_039312892.1, XP_039312891.1	XP_035740780.1
OG0001633	XP_025990458.1	XP_035734051.1
OG0001634	XP_011163706.1	XP_035731640.1
OG0001635	XP_025990186.1	XP_035731776.1
OG0001636	XP_011161744.1	XP_035733127.1
OG0001637	XP_011160567.1, XP_039303715.1	XP_035719918.1
OG0001639	XP_011162004.1, XP_039302197.1	XP_035721241.1
OG0001640	XP_011162453.1	XP_035718059.1, XP_035721841.1, XP_035721840.1
OG0001641	XP_011167461.1	XP_035719662.1
OG0001642	XP_011161737.1	XP_035733123.1
OG0001643	XP_025995866.2	XP_035720944.1
OG0001645	XP_011162052.1, XP_011162053.1	XP_035717414.1, XP_035717415.1, XP_035717412.1, XP_035717413.1, XP_035717411.1
OG0001646	XP_025991119.1	XP_035725754.1
OG0001647	XP_011167238.1	XP_035727074.1
OG0001648	XP_011161583.1, XP_039310226.1	XP_035726598.1
OG0001649	XP_011160573.1	XP_035718504.1
OG0001650	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1	XP_035741136.1
OG0001651	XP_039307391.1, XP_039307390.1	XP_035724993.1
OG0001652	XP_025989514.1, XP_011170123.1	XP_035734304.1, XP_035734303.1
OG0001653	XP_011164509.2	XP_035724315.1
OG0001654	XP_025990587.2, XP_011171393.2, XP_025990588.2	XP_035725123.1
OG0001655	XP_011172420.1, XP_011172419.1	XP_035734720.1
OG0001656	XP_025989933.1, XP_011176122.1	XP_035726949.1, XP_035726948.1, XP_035726947.1
OG0001657	XP_011156207.1	XP_035725974.1
OG0001658	XP_025987786.1, XP_011169230.1	XP_035731335.1, XP_035731338.1, XP_035731334.1, XP_035731337.1, XP_035731333.1
OG0001659	XP_011156724.2, XP_011156725.1	XP_035724064.1
OG0001661	XP_025991899.1, XP_011161848.1	XP_035738618.1
OG0001662	XP_011166179.1, XP_011166174.1	XP_035734917.1, XP_035734912.1
OG0001663	XP_011160600.1	XP_035719506.1
OG0001664	XP_039315097.1, XP_039315095.1	XP_035720672.1, XP_035720670.1
OG0001665	XP_011162304.1	XP_035740169.1
OG0001666	XP_011157454.1	XP_035728853.1
OG0001667	XP_039314599.1	XP_035717186.1
OG0001668	XP_011164357.1, XP_011164356.1	XP_035733407.1, XP_035733405.1, XP_035733406.1, XP_035733404.1, XP_035733403.1, XP_035733402.1
OG0001669	XP_011157251.2	XP_035743908.1
OG0001670	XP_039313082.1, XP_025995976.1	XP_035720954.1, XP_035720953.1
OG0001671	XP_039308958.1	XP_035729073.1, XP_035729072.1
OG0001672	XP_039303278.1	XP_035732415.1, XP_035732416.1, XP_035732414.1
OG0001673	XP_011156255.2	XP_035738967.1
OG0001674	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2	XP_035721929.1
OG0001675	XP_011161210.1, XP_011161211.1	XP_035723042.1
OG0001676	XP_011173208.2	XP_035720013.1, XP_035720011.1, XP_035720012.1, XP_035720009.1, XP_035720010.1, XP_035720016.1, XP_035720017.1
OG0001677	XP_011166896.1	XP_035728893.1
OG0001678	XP_011160108.1, XP_011160107.1	XP_035739191.1
OG0001679	XP_011158431.1	XP_035739958.1
OG0001680	XP_011162712.1, XP_039310111.1	XP_035731563.1, XP_035731564.1
OG0001681	XP_039309619.1	XP_035718864.1, XP_035718865.1
OG0001682	XP_011171824.1	XP_035722878.1, XP_035722875.1
OG0001683	XP_011169305.1	XP_035737098.1
OG0001684	XP_011163930.3, XP_039310942.1	XP_035723459.1
OG0001685	XP_039303275.1	XP_035731566.1
OG0001686	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1	XP_035736720.1
OG0001687	XP_039309671.1, XP_025992568.1	XP_035732075.1
OG0001689	XP_025986564.1, XP_025986563.1	XP_035727653.1
OG0001690	XP_039306829.1, XP_011157264.1	XP_035741845.1
OG0001691	XP_011171427.1	XP_035734626.1
OG0001692	XP_011155633.1	XP_035722728.1
OG0001693	XP_025987446.1, XP_039310517.1	XP_035723232.1
OG0001694	XP_011168616.2	XP_035736590.1
OG0001695	XP_011156723.1	XP_035724037.1
OG0001696	XP_039310023.1, XP_039310017.1	XP_035737044.1, XP_035737037.1
OG0001697	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1	XP_035728174.1
OG0001699	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1	XP_035743135.1
OG0001700	XP_011167786.2	XP_035727996.1
OG0001701	XP_025988830.1, XP_011164170.2, XP_039302064.1	XP_035733887.1
OG0001702	XP_011162940.1	XP_035735037.1, XP_035735039.1, XP_035735038.1
OG0001703	XP_011164234.2	XP_035719566.1
OG0001704	XP_011167326.1	XP_035725085.1
OG0001706	XP_011158625.1	XP_035730623.1
OG0001707	XP_011155612.1	XP_035732573.1, XP_035732574.1, XP_035732575.1, XP_035732572.1
OG0001709	XP_025990188.1, XP_025990194.1	XP_035727211.1
OG0001710	XP_039305265.1	XP_035718484.1
OG0001711	XP_011165612.1	XP_035735878.1, XP_035735875.1, XP_035735876.1, XP_035735879.1, XP_035735874.1, XP_035735877.1
OG0001712	XP_011166117.1, XP_011166096.1	XP_035717949.1, XP_035717946.1
OG0001713	XP_011166931.1	XP_035727580.1
OG0001714	XP_011158003.1, XP_025987284.1	XP_035733669.1
OG0001715	XP_011159122.2	XP_035730023.1
OG0001716	XP_025989710.2	XP_035739670.1, XP_035739663.1
OG0001717	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1	XP_035725525.1
OG0001718	XP_011168466.1	XP_035740550.1
OG0001719	XP_011169234.1	XP_035729786.1
OG0001720	XP_025989851.1, XP_011175636.1, XP_025989850.1	XP_035730232.1, XP_035730231.1
OG0001721	XP_011158131.2, XP_011158133.1, XP_039305886.1	XP_035722174.1
OG0001722	XP_011169266.2	XP_035717959.1
OG0001723	XP_011173007.1	XP_035739522.1
OG0001724	XP_039304618.1, XP_025992218.1	XP_035724251.1
OG0001725	XP_011174902.2	XP_035727405.1, XP_035727406.1, XP_035727407.1
OG0001726	XP_025989444.1	XP_035725641.1
OG0001727	XP_011161620.1	XP_035738581.1
OG0001728	XP_039313676.1, XP_039313680.1	XP_035723533.1, XP_035723531.1
OG0001729	XP_039308930.1, XP_039308926.1	XP_035720408.1
OG0001730	XP_025987718.2, XP_025987717.2	XP_035718931.1, XP_035718936.1, XP_035718938.1
OG0001731	XP_011175411.2	XP_035730629.1, XP_035730630.1
OG0001732	XP_039304441.1, XP_011159479.1	XP_035736651.1, XP_035736652.1, XP_035736653.1, XP_035736650.1, XP_035736649.1
OG0001734	XP_039314386.1	XP_035724184.1, XP_035724191.1
OG0001735	XP_011170355.1, XP_039305740.1	XP_035740869.1
OG0001737	XP_039315088.1, XP_011160101.1	XP_035723339.1, XP_035723341.1, XP_035723340.1
OG0001738	XP_039310354.1	XP_035728779.1
OG0001739	XP_011170792.1	XP_035742975.1
OG0001740	XP_011166965.1, XP_025985931.1	XP_035723606.1, XP_035723601.1
OG0001741	XP_025987359.1	XP_035728835.1, XP_035728834.1
OG0001742	XP_039303639.1, XP_025991103.2	XP_035727937.1, XP_035727936.1
OG0001743	XP_011161430.1	XP_035734201.1, XP_035734202.1
OG0001744	XP_039314453.1, XP_039314456.1	XP_035725897.1, XP_035725889.1
OG0001745	XP_011162193.2	XP_035736546.1
OG0001746	XP_011164075.1	XP_035737436.1
OG0001747	XP_039309971.1	XP_035720424.1
OG0001748	XP_039302590.1, XP_039302582.1	XP_035733691.1, XP_035733815.1
OG0001749	XP_039307685.1, XP_039307681.1	XP_035721521.1, XP_035721527.1
OG0001750	XP_011155871.1	XP_035729052.1, XP_035729053.1
OG0001751	XP_011155816.1, XP_011155818.1	XP_035736886.1, XP_035736887.1, XP_035736884.1, XP_035736882.1, XP_035736885.1, XP_035736888.1
OG0001752	XP_039305802.1	XP_035743789.1
OG0001753	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1	XP_035729016.1, XP_035729014.1, XP_035729015.1, XP_035729017.1
OG0001754	XP_039305540.1, XP_039305545.1	XP_035736905.1
OG0001755	XP_011158260.1	XP_035736336.1
OG0001756	XP_039313053.1, XP_039313054.1	XP_035724490.1
OG0001757	XP_039308870.1	XP_035718466.1
OG0001758	XP_039303751.1, XP_025990540.1	XP_035724233.1
OG0001759	XP_011170736.1	XP_035726260.1, XP_035726259.1
OG0001760	XP_039311097.1	XP_035719167.1, XP_035719165.1, XP_035719166.1, XP_035719168.1
OG0001761	XP_039304606.1	XP_035718203.1, XP_035718202.1, XP_035718201.1, XP_035718204.1, XP_035718200.1
OG0001762	XP_011161105.1, XP_011161112.1	XP_035729964.1, XP_035729965.1, XP_035729966.1
OG0001763	XP_011156236.1	XP_035730909.1, XP_035730910.1
OG0001764	XP_025996897.1	XP_035734372.1
OG0001764	XP_039312890.1	XP_035734151.1
OG0001765	XP_011156559.1	XP_035726400.1
OG0001766	XP_011162202.2, XP_025986966.2	XP_035736684.1
OG0001767	XP_011160151.1	XP_035739192.1
OG0001768	XP_011165067.2	XP_035739764.1
OG0001769	XP_025990023.2, XP_039308397.1, XP_039308396.1, XP_039308395.1, XP_039308393.1, XP_039308394.1	XP_035725245.1
OG0001772	XP_011168440.2	XP_035728672.1
OG0001773	XP_039304162.1	XP_035723714.1
OG0001774	XP_025990865.1	XP_035734709.1
OG0001775	XP_025993879.1, XP_011176339.1, XP_011176338.1	XP_035722727.1
OG0001776	XP_011166850.1	XP_035727441.1
OG0001777	XP_011163067.1	XP_035743010.1, XP_035723112.1
OG0001778	XP_011160655.1, XP_011160649.1	XP_035719209.1, XP_035719207.1, XP_035719208.1
OG0001779	XP_011160763.1	XP_035723057.1, XP_035723059.1, XP_035723058.1
OG0001780	XP_039306100.1, XP_011160811.1	XP_035720164.1
OG0001781	XP_011168846.1	XP_035739689.1
OG0001782	XP_011168428.1	XP_035720277.1
OG0001783	XP_025989077.1, XP_011168314.1	XP_035735275.1
OG0001784	XP_011168601.2, XP_011168600.2	XP_035742842.1
OG0001785	XP_011157927.1	XP_035727090.1
OG0001786	XP_011164288.1, XP_025988909.1, XP_011164286.1	XP_035739679.1
OG0001787	XP_011165044.1	XP_035737845.1, XP_035737844.1, XP_035737847.1, XP_035737846.1, XP_035737848.1
OG0001788	XP_025988821.1, XP_025988822.1	XP_035720898.1
OG0001789	XP_011166253.1, XP_011166254.1, XP_039304453.1	XP_035734071.1, XP_035734072.1
OG0001790	XP_011163941.1	XP_035729403.1, XP_035729395.1
OG0001791	XP_011158709.1	XP_035718692.1, XP_035718691.1
OG0001792	XP_011164881.1	XP_035723572.1, XP_035723571.1
OG0001793	XP_025989823.1	XP_035738047.1
OG0001794	XP_025994735.1	XP_035741806.1
OG0001794	XP_025994732.1	XP_035741807.1
OG0001795	XP_011169692.1	XP_035720860.1
OG0001796	XP_011156619.1	XP_035736721.1
OG0001797	XP_011167269.1	XP_035738575.1
OG0001799	XP_039311598.1, XP_011168273.2, XP_011168270.2	XP_035732908.1
OG0001800	XP_011168246.1	XP_035724318.1
OG0001801	XP_039303673.1	XP_035736900.1
OG0001802	XP_011158769.1	XP_035733457.1, XP_035733455.1, XP_035733456.1
OG0001803	XP_039305517.1	XP_035741393.1
OG0001804	XP_011170600.1, XP_011170595.1	XP_035742224.1
OG0001805	XP_011161311.1, XP_011161313.1, XP_011161312.1, XP_011161314.1	XP_035735349.1
OG0001806	XP_011175795.2	XP_035735734.1
OG0001807	XP_011162553.2	XP_035734427.1, XP_035734428.1, XP_035734426.1, XP_035734429.1, XP_035734430.1, XP_035734425.1
OG0001808	XP_011157802.1	XP_035722381.1
OG0001809	XP_011155517.1	XP_035743450.1
OG0001810	XP_039313299.1, XP_011160318.1	XP_035730273.1
OG0001811	XP_011168515.1	XP_035742695.1, XP_035742697.1, XP_035742699.1, XP_035742698.1
OG0001812	XP_011159277.1, XP_011159276.1, XP_039304732.1	XP_035730716.1, XP_035730717.1
OG0001813	XP_039315397.1	XP_035721231.1
OG0001814	XP_025990231.1, XP_039306034.1, XP_039305487.1, XP_039305488.1, XP_039305486.1, XP_039312318.1	XP_035737109.1
OG0001815	XP_011163797.1, XP_039306189.1, XP_039306185.1	XP_035727864.1
OG0001816	XP_039314317.1	XP_035724657.1
OG0001817	XP_039310065.1, XP_011162718.2, XP_011162719.2, XP_011162717.2	XP_035731560.1
OG0001818	XP_025989845.1, XP_025989844.1	XP_035732407.1
OG0001819	XP_039311733.1, XP_011165265.1	XP_035731373.1
OG0001820	XP_011160496.1	XP_035733253.1
OG0001821	XP_025991257.1, XP_025991254.1	XP_035737059.1, XP_035737060.1
OG0001822	XP_011162501.1, XP_025987461.1	XP_035718893.1
OG0001823	XP_011164610.1, XP_025991955.1	XP_035727906.1
OG0001824	XP_011155809.1	XP_035720255.1, XP_035720254.1
OG0001825	XP_025987936.1, XP_025987937.1, XP_025987935.1, XP_025987934.1, XP_025987938.1	XP_035741953.1, XP_035741952.1, XP_035741951.1
OG0001826	XP_011172390.1	XP_035722834.1
OG0001827	XP_039304416.1	XP_035723798.1, XP_035723796.1
OG0001828	XP_011168343.1, XP_039309295.1	XP_035738445.1
OG0001829	XP_025992741.1, XP_025992742.1, XP_025992743.1, XP_025992744.1, XP_025992745.1	XP_035731878.1, XP_035731877.1
OG0001830	XP_011159754.1	XP_035724192.1
OG0001831	XP_025995670.1, XP_025995668.1, XP_025995669.1, XP_039312889.1	XP_035743790.1
OG0001832	XP_039315007.1	XP_035740718.1
OG0001833	XP_039313344.1	XP_035720137.1
OG0001834	XP_011163399.2	XP_035739846.1
OG0001835	XP_011168711.1, XP_011168712.1	XP_035726862.1
OG0001836	XP_039307187.1	XP_035718737.1, XP_035718713.1
OG0001837	XP_011157877.1, XP_011157961.1, XP_011157801.1	XP_035743754.1
OG0001838	XP_025994570.1, XP_039304235.1, XP_039304229.1, XP_039304230.1, XP_039304231.1, XP_039304232.1, XP_039304234.1, XP_039304228.1	XP_035718209.1
