Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0001489	XP_011159173.1	XP_017762007.1, XP_017762006.1
OG0001490	XP_039308811.1	XP_017767672.1
OG0001491	XP_011173446.1	XP_017760578.1, XP_017760579.1
OG0001492	XP_011166609.1	XP_017764410.1
OG0001493	XP_011168223.2, XP_039311783.1, XP_011168226.2	XP_017767529.1, XP_017767531.1
OG0001494	XP_011159518.1, XP_039304095.1, XP_039304096.1, XP_039304094.1	XP_017759665.1, XP_017761795.1
OG0001495	XP_011168272.1	XP_017767625.1
OG0001496	XP_011176077.2, XP_011176075.2, XP_011176076.2, XP_011174865.2	XP_017764506.1
OG0001497	XP_011165457.1, XP_011165458.1	XP_017763430.1
OG0001498	XP_039305924.1	XP_017760266.1
OG0001499	XP_039307688.1, XP_011158157.1	XP_017753427.1
OG0001499	XP_011163631.1	XP_017764078.1
OG0001500	XP_039312635.1, XP_039312637.1, XP_039312638.1, XP_039312634.1	XP_017755043.1
OG0001501	XP_025988324.1	XP_017762836.1
OG0001502	XP_011166475.1	XP_017762806.1
OG0001503	XP_025996966.1, XP_025996963.2	XP_017760737.1, XP_017760736.1
OG0001504	XP_011167263.2	XP_017755365.1
OG0001505	XP_011172206.2	XP_017755310.1
OG0001506	XP_039304198.1, XP_039304197.1, XP_039304199.1, XP_039304201.1, XP_039304200.1, XP_039304196.1	XP_017759286.1
OG0001508	XP_039311816.1	XP_017759047.1
OG0001509	XP_039311684.1	XP_017759499.1
OG0001510	XP_025992335.2, XP_025986196.2	XP_017761959.1, XP_017762325.1
OG0001511	XP_025994312.2, XP_039315233.1, XP_039315195.1, XP_039310857.1	XP_017762814.1
OG0001512	XP_025986523.1	XP_017755081.1
OG0001513	XP_011173097.1	XP_017755577.1
OG0001514	XP_011176284.1, XP_011176285.1	XP_017764218.1, XP_017764217.1
OG0001515	XP_025995098.1	XP_017753282.1
OG0001516	XP_011166939.1, XP_039315567.1, XP_039315566.1	XP_017763820.1
OG0001517	XP_025995929.1, XP_039311148.1, XP_025995926.1, XP_039311149.1, XP_025995927.1, XP_025995928.1, XP_025995924.1, XP_025995925.1, XP_025995930.1	XP_017762483.1
OG0001518	XP_011175547.2	XP_017756219.1
OG0001519	XP_025995933.2, XP_025995932.2	XP_017754789.1
OG0001520	XP_011172158.1	XP_017756288.1
OG0001521	XP_039314177.1	XP_017752636.1, XP_017752647.1
OG0001522	XP_025988170.1, XP_025988171.1, XP_039312191.1, XP_039312156.1, XP_039312155.1, XP_039312179.1, XP_039312144.1, XP_039312149.1, XP_011168770.1, XP_011168769.1, XP_039312184.1, XP_025988169.1	XP_017765001.1
OG0001523	XP_025987250.1	XP_017752703.1
OG0001524	XP_011168675.2	XP_017762681.1
OG0001525	XP_011159211.1	XP_017753796.1
OG0001527	XP_039303803.1, XP_011158352.1	XP_017756866.1, XP_017756865.1
OG0001529	XP_039311427.1	XP_017757336.1
OG0001531	XP_025988753.1	XP_017757528.1
OG0001532	XP_011162596.1, XP_039310282.1	XP_017754297.1
OG0001533	XP_025987694.2	XP_017757893.1
OG0001534	XP_011156569.2, XP_039308558.1	XP_017762184.1
OG0001535	XP_011158713.1	XP_017765727.1
OG0001536	XP_025994747.1, XP_025994749.1, XP_039314099.1	XP_017752631.1
OG0001537	XP_011158583.1, XP_039307705.1	XP_017756128.1
OG0001538	XP_025995016.1	XP_017764264.1
OG0001539	XP_025989075.1	XP_017764641.1
OG0001540	XP_011156938.1	XP_017764661.1
OG0001541	XP_039305648.1, XP_039305645.1	XP_017761035.1
OG0001542	XP_011176315.1	XP_017755216.1
OG0001543	XP_011160969.1	XP_017760035.1
OG0001545	XP_011167357.1	XP_017752308.1
OG0001546	XP_011173304.1	XP_017767699.1
OG0001547	XP_011157267.1, XP_011157187.1, XP_025995250.1, XP_011157118.1, XP_039313897.1, XP_039313896.1	XP_017756116.1
OG0001548	XP_039312926.1, XP_011167899.2	XP_017765675.1
OG0001549	XP_039302374.1, XP_011172055.1, XP_039302373.1, XP_039302375.1, XP_011174292.2	XP_017762912.1, XP_017762911.1
OG0001551	XP_025991441.1	XP_017753293.1, XP_017753287.1, XP_017753289.1, XP_017753294.1, XP_017753292.1, XP_017753286.1, XP_017753290.1, XP_017753291.1
OG0001552	XP_039306173.1	XP_017765484.1
OG0001553	XP_011171181.2	XP_017758661.1, XP_017758660.1, XP_017758659.1, XP_017758658.1
OG0001554	XP_025993708.2, XP_011167298.3	XP_017761029.1
OG0001555	XP_039302216.1, XP_039302217.1, XP_039302218.1	XP_017755605.1
OG0001556	XP_011160222.1, XP_011160221.1	XP_017766589.1
OG0001557	XP_025987489.1	XP_017754844.1
OG0001558	XP_011164872.1	XP_017759570.1
OG0001559	XP_025995579.2	XP_017755086.1
OG0001560	XP_011171068.2	XP_017761824.1
OG0001561	XP_011156748.1	XP_017762996.1
OG0001562	XP_011160241.1	XP_017759839.1
OG0001563	XP_011164698.1	XP_017753860.1
OG0001563	XP_011164700.1	XP_017753861.1
OG0001565	XP_011159749.1	XP_017758432.1, XP_017758431.1
OG0001567	XP_011164347.2	XP_017762421.1
OG0001568	XP_039315462.1, XP_011170161.1	XP_017757468.1
OG0001569	XP_039307127.1, XP_011175182.1	XP_017759896.1
OG0001570	XP_025996281.1	XP_017766275.1
OG0001571	XP_011173525.1	XP_017757811.1, XP_017757812.1, XP_017757813.1
OG0001572	XP_025991099.2	XP_017765781.1, XP_017765780.1
OG0001573	XP_011167748.2	XP_017766030.1
OG0001574	XP_025990480.1, XP_025990476.1	XP_017766634.1
OG0001575	XP_025989254.1	XP_017755712.1
OG0001576	XP_011162339.1, XP_011162338.1	XP_017755963.1
OG0001577	XP_039314987.1, XP_025990992.2, XP_011156779.2, XP_011156780.2	XP_017753933.1
OG0001578	XP_039311675.1, XP_025995374.2	XP_017766319.1
OG0001579	XP_025990916.1, XP_011161055.1	XP_017766242.1
OG0001580	XP_025989737.2, XP_025989741.2	XP_017756269.1, XP_017756265.1
OG0001581	XP_039312559.1	XP_017757870.1
OG0001582	XP_025993005.2, XP_039302703.1, XP_011170369.2	XP_017752328.1
OG0001583	XP_011173101.1, XP_011173102.1	XP_017753734.1
OG0001584	XP_011163216.1, XP_011163212.1	XP_017754014.1, XP_017754016.1
OG0001585	XP_011175980.2	XP_017752444.1, XP_017752441.1
OG0001586	XP_011172109.1	XP_017756326.1
OG0001587	XP_025992049.1	XP_017765123.1
OG0001588	XP_039302461.1, XP_025989691.2	XP_017754884.1
OG0001589	XP_011172968.1	XP_017757481.1
OG0001590	XP_011157497.2	XP_017760242.1
OG0001591	XP_011168160.3	XP_017754902.1, XP_017754900.1, XP_017754898.1, XP_017754899.1, XP_017754897.1
OG0001592	XP_011171154.1, XP_039310573.1, XP_039310572.1, XP_011171149.1, XP_011171150.1, XP_011171153.1, XP_011171152.1	XP_017765453.1
OG0001593	XP_025989465.2	XP_017765071.1
OG0001594	XP_039313370.1	XP_017760183.1
OG0001595	XP_011155321.1, XP_011155323.1	XP_017759837.1, XP_017759838.1
OG0001596	XP_011160525.1, XP_039308865.1	XP_017762763.1
OG0001597	XP_011161753.1	XP_017754715.1
OG0001597	XP_039302815.1	XP_017754584.1
OG0001598	NP_001291513.1, XP_039304810.1, NP_001291514.1	XP_017765923.1
OG0001599	XP_011163081.1	XP_017756408.1, XP_017756407.1
OG0001600	XP_011165848.2	XP_017754958.1
OG0001601	XP_039303295.1	XP_017754165.1, XP_017754157.1
OG0001602	XP_025988800.1	XP_017761399.1
OG0001602	XP_025988804.2	XP_017761400.1
OG0001603	XP_039314417.1, XP_039314415.1, XP_011160104.1, XP_025987808.1, XP_025987807.1, XP_025987806.1, XP_025987809.1	XP_017753131.1
OG0001604	XP_039306393.1, XP_039306391.1	XP_017758901.1, XP_017758903.1
OG0001605	XP_025993135.2, XP_039312161.1, XP_039312160.1	XP_017764105.1
OG0001606	XP_039303892.1	XP_017763286.1
OG0001607	XP_025988460.1, XP_039305259.1	XP_017760123.1
OG0001608	XP_039312323.1	XP_017761482.1, XP_017761480.1
OG0001609	XP_025987980.1, XP_011157468.1, XP_011157467.1	XP_017753524.1
OG0001611	XP_011157083.1	XP_017753554.1
OG0001612	XP_025991527.2	XP_017759262.1
OG0001614	XP_039302685.1	XP_017754529.1
OG0001615	XP_011159603.1	XP_017764935.1
OG0001616	XP_011165539.1	XP_017761466.1
OG0001617	XP_025996452.1	XP_017755975.1, XP_017755969.1
OG0001619	XP_039310054.1, XP_039310053.1, XP_025992244.2, XP_011169725.1	XP_017753400.1
OG0001620	XP_011172508.2	XP_017764518.1, XP_017764519.1
OG0001621	XP_011163719.2	XP_017754496.1
OG0001622	XP_011163366.1	XP_017757970.1
OG0001623	XP_011173601.1	XP_017761094.1
OG0001624	XP_025988947.1	XP_017766541.1, XP_017766625.1
OG0001625	XP_011158987.1	XP_017758985.1
OG0001626	XP_011166369.1	XP_017764714.1
OG0001627	XP_025992429.1	XP_017759581.1
OG0001628	XP_039313243.1, XP_011165694.2	XP_017757209.1
OG0001629	XP_011164801.1, NP_001291532.1	XP_017762481.1, XP_017762480.1
OG0001630	XP_011169550.2, XP_011169546.2	XP_017765400.1
OG0001631	XP_025994075.2	XP_017760386.1, XP_017760383.1
OG0001632	XP_025996098.1, XP_039312892.1, XP_039312891.1	XP_017762889.1, XP_017762890.1
OG0001633	XP_025990458.1	XP_017766798.1
OG0001634	XP_011163706.1	XP_017753601.1
OG0001635	XP_025990186.1	XP_017753595.1
OG0001636	XP_011161744.1	XP_017755485.1
OG0001637	XP_011160567.1, XP_039303715.1	XP_017758517.1
OG0001638	XP_011173071.2	XP_017753540.1
OG0001639	XP_011162004.1, XP_039302197.1	XP_017767221.1, XP_017767222.1, XP_017767220.1
OG0001640	XP_011162453.1	XP_017752461.1
OG0001641	XP_011167461.1	XP_017753665.1
OG0001642	XP_011161737.1	XP_017766423.1
OG0001643	XP_025995866.2	XP_017763229.1
OG0001644	XP_039302614.1, XP_011175857.1, XP_011175856.1	XP_017761257.1
OG0001645	XP_011162052.1, XP_011162053.1	XP_017764307.1
OG0001646	XP_025991119.1	XP_017766339.1
OG0001647	XP_011167238.1	XP_017759307.1
OG0001648	XP_011161583.1, XP_039310226.1	XP_017754092.1
OG0001649	XP_011160573.1	XP_017754651.1, XP_017754499.1, XP_017754574.1
OG0001650	XP_039306040.1, XP_039306042.1, XP_039306041.1, XP_039306043.1	XP_017757914.1
OG0001651	XP_039307391.1, XP_039307390.1	XP_017761487.1, XP_017761488.1, XP_017761490.1
OG0001652	XP_025989514.1, XP_011170123.1	XP_017762622.1, XP_017762621.1
OG0001653	XP_011164509.2	XP_017757704.1
OG0001654	XP_025990587.2, XP_011171393.2, XP_025990588.2	XP_017756092.1
OG0001655	XP_011172420.1, XP_011172419.1	XP_017753209.1
OG0001656	XP_025989933.1, XP_011176122.1	XP_017764215.1
OG0001657	XP_011156207.1	XP_017753268.1, XP_017753267.1, XP_017753269.1
OG0001658	XP_025987786.1, XP_011169230.1	XP_017767207.1
OG0001659	XP_011156724.2, XP_011156725.1	XP_017765105.1
OG0001660	XP_011175649.1	XP_017758922.1
OG0001661	XP_025991899.1, XP_011161848.1	XP_017764131.1, XP_017764132.1
OG0001662	XP_011166179.1, XP_011166174.1	XP_017765231.1
OG0001663	XP_011160600.1	XP_017756451.1
OG0001664	XP_039315097.1, XP_039315095.1	XP_017761351.1
OG0001665	XP_011162304.1	XP_017761496.1
OG0001666	XP_011157454.1	XP_017753192.1
OG0001667	XP_039314599.1	XP_017755242.1
OG0001668	XP_011164357.1, XP_011164356.1	XP_017762420.1
OG0001669	XP_011157251.2	XP_017765749.1
OG0001670	XP_039313082.1, XP_025995976.1	XP_017760237.1, XP_017760238.1
OG0001671	XP_039308958.1	XP_017759383.1
OG0001672	XP_039303278.1	XP_017762492.1, XP_017762490.1, XP_017762491.1
OG0001673	XP_011156255.2	XP_017764841.1
OG0001674	XP_025992958.2, XP_039307971.1, XP_025992957.2, XP_011163203.2	XP_017754048.1
OG0001675	XP_011161210.1, XP_011161211.1	XP_017759347.1
OG0001676	XP_011173208.2	XP_017753315.1
OG0001677	XP_011166896.1	XP_017767775.1
OG0001678	XP_011160108.1, XP_011160107.1	XP_017753352.1, XP_017753353.1
OG0001679	XP_011158431.1	XP_017761497.1
OG0001680	XP_011162712.1, XP_039310111.1	XP_017761407.1
OG0001681	XP_039309619.1	XP_017766594.1, XP_017766596.1
OG0001682	XP_011171824.1	XP_017755769.1
OG0001683	XP_011169305.1	XP_017754253.1
OG0001684	XP_039310942.1	XP_017752134.1
OG0001685	XP_039303275.1	XP_017752369.1
OG0001686	XP_011162209.1, XP_039301716.1, XP_039301714.1, XP_039301715.1	XP_017761307.1
OG0001687	XP_025992568.1	XP_017766513.1
OG0001689	XP_025986564.1, XP_025986563.1	XP_017766782.1
OG0001690	XP_039306829.1, XP_011157264.1	XP_017759401.1
OG0001691	XP_011171427.1	XP_017752762.1, XP_017752761.1
OG0001693	XP_025987446.1, XP_039310517.1	XP_017754267.1
OG0001694	XP_011168616.2	XP_017767028.1
OG0001695	XP_011156723.1	XP_017765096.1, XP_017765097.1, XP_017765098.1, XP_017765094.1, XP_017765095.1
OG0001696	XP_039310023.1, XP_039310017.1	XP_017755693.1
OG0001697	XP_039304291.1, XP_039304292.1, XP_025993247.1, XP_025993246.1, XP_025993245.1	XP_017753829.1
OG0001699	XP_025986701.1, XP_011158791.1, XP_011158789.1, XP_011158790.1	XP_017752266.1
OG0001700	XP_011167786.2	XP_017761179.1
OG0001701	XP_025988830.1, XP_011164170.2, XP_039302064.1	XP_017763828.1, XP_017763827.1
OG0001702	XP_011162940.1	XP_017763377.1
OG0001703	XP_011164234.2	XP_017766294.1
OG0001704	XP_011167326.1	XP_017753412.1
OG0001706	XP_011158625.1	XP_017767583.1
OG0001707	XP_011155612.1	XP_017759082.1
OG0001708	XP_011164603.1, XP_025991942.1	XP_017752268.1
OG0001709	XP_025990188.1, XP_025990194.1	XP_017757351.1
OG0001711	XP_011165612.1	XP_017760099.1
OG0001712	XP_011166117.1, XP_011166096.1	XP_017752985.1
OG0001713	XP_011166931.1	XP_017766156.1
OG0001714	XP_025987284.1	XP_017753981.1
OG0001715	XP_011159122.2	XP_017762924.1
OG0001716	XP_025989710.2	XP_017761083.1, XP_017761080.1
OG0001717	XP_011155359.1, XP_039311597.1, XP_025991129.1, XP_011155367.1	XP_017766336.1
OG0001718	XP_011168466.1	XP_017753458.1
OG0001719	XP_011169234.1	XP_017761132.1, XP_017761131.1, XP_017761133.1
OG0001720	XP_025989851.1, XP_011175636.1, XP_025989850.1	XP_017761762.1
OG0001721	XP_011158131.2, XP_011158133.1, XP_039305886.1	XP_017752665.1
OG0001722	XP_011169266.2	XP_017763891.1
OG0001723	XP_011173007.1	XP_017761848.1
OG0001724	XP_039304618.1, XP_025992218.1	XP_017757448.1, XP_017757447.1
OG0001725	XP_011174902.2	XP_017752192.1
OG0001726	XP_025989444.1	XP_017756693.1
OG0001727	XP_011161620.1	XP_017766181.1
OG0001728	XP_039313676.1, XP_039313680.1	XP_017758701.1, XP_017758700.1
OG0001729	XP_039308930.1, XP_039308926.1	XP_017767515.1
OG0001730	XP_025987718.2, XP_025987717.2	XP_017765928.1
OG0001731	XP_011175411.2	XP_017756811.1
OG0001732	XP_039304441.1, XP_011159479.1	XP_017767650.1
OG0001734	XP_039314386.1	XP_017763592.1
OG0001735	XP_011170355.1, XP_039305740.1	XP_017758137.1
OG0001737	XP_039315088.1, XP_011160101.1	XP_017753173.1
OG0001738	XP_039310354.1	XP_017762686.1, XP_017762682.1
OG0001739	XP_011170792.1	XP_017758436.1
OG0001740	XP_011166965.1, XP_025985931.1	XP_017767349.1, XP_017767345.1
OG0001741	XP_025987359.1	XP_017762688.1
OG0001742	XP_039303639.1, XP_025991103.2	XP_017753956.1
OG0001743	XP_011161430.1, XP_011161433.1	XP_017766811.1
OG0001744	XP_039314453.1, XP_039314456.1	XP_017762061.1
OG0001745	XP_011162193.2	XP_017752481.1, XP_017752482.1
OG0001746	XP_011164075.1	XP_017752754.1
OG0001748	XP_039302590.1, XP_039302582.1	XP_017756396.1
OG0001749	XP_039307685.1, XP_039307681.1	XP_017753068.1
OG0001750	XP_011155871.1	XP_017755834.1
OG0001751	XP_011155816.1, XP_011155818.1	XP_017766343.1
OG0001752	XP_039305802.1	XP_017757884.1, XP_017757885.1
OG0001753	XP_011165025.1, XP_039312598.1, XP_039312597.1, XP_039312596.1	XP_017762936.1
OG0001754	XP_039305540.1, XP_039305545.1	XP_017765981.1
OG0001754	XP_011167859.1	XP_017752778.1
OG0001755	XP_011158260.1	XP_017764627.1
OG0001756	XP_039313053.1, XP_039313054.1	XP_017764896.1
OG0001757	XP_039308870.1	XP_017766520.1
OG0001758	XP_039303751.1, XP_025990540.1	XP_017767662.1
OG0001759	XP_011170736.1	XP_017754749.1
OG0001760	XP_039311097.1	XP_017758198.1
OG0001762	XP_011161105.1, XP_011161112.1	XP_017766221.1
OG0001763	XP_011156236.1	XP_017760813.1
OG0001764	XP_025996897.1, XP_039312890.1	XP_017757505.1
OG0001765	XP_011156559.1	XP_017756189.1, XP_017756190.1, XP_017756188.1, XP_017756191.1
OG0001766	XP_011162202.2, XP_025986966.2	XP_017765570.1
OG0001767	XP_011160151.1	XP_017755336.1, XP_017755333.1, XP_017755335.1
OG0001768	XP_011165067.2	XP_017757774.1
OG0001769	XP_025990023.2, XP_039308397.1, XP_039308396.1, XP_039308395.1, XP_039308393.1, XP_039308394.1	XP_017763115.1
OG0001771	XP_039302499.1, XP_011173087.2	XP_017757404.1
OG0001772	XP_011168440.2	XP_017753487.1, XP_017753486.1
OG0001773	XP_039304162.1	XP_017763285.1, XP_017754603.1
OG0001774	XP_025990865.1	XP_017756656.1
OG0001775	XP_025993879.1, XP_011176339.1, XP_011176338.1	XP_017754657.1
OG0001776	XP_011166850.1	XP_017766284.1
OG0001777	XP_011163067.1	XP_017767342.1
OG0001778	XP_011160655.1, XP_011160649.1	XP_017755617.1, XP_017755616.1
OG0001779	XP_011160763.1	XP_017759610.1
OG0001780	XP_039306100.1, XP_011160811.1	XP_017761568.1
OG0001781	XP_011168846.1	XP_017755836.1
OG0001782	XP_011168428.1	XP_017763846.1
OG0001783	XP_025989077.1, XP_011168314.1	XP_017756971.1
OG0001784	XP_011168601.2, XP_011168600.2	XP_017759486.1, XP_017759575.1
OG0001785	XP_011157927.1	XP_017758618.1
OG0001786	XP_011164288.1, XP_025988909.1, XP_011164286.1	XP_017765430.1
OG0001787	XP_011165044.1	XP_017767485.1
OG0001788	XP_025988821.1, XP_025988822.1	XP_017766022.1
OG0001789	XP_011166253.1, XP_011166254.1, XP_039304453.1	XP_017757494.1
OG0001790	XP_011163941.1	XP_017752217.1
OG0001791	XP_011158709.1	XP_017765719.1
OG0001792	XP_011164881.1	XP_017764023.1
OG0001793	XP_025989823.1	XP_017758927.1
OG0001794	XP_025994735.1, XP_025994732.1	XP_017765692.1
OG0001795	XP_011169692.1	XP_017761376.1
OG0001796	XP_011156619.1	XP_017762082.1
OG0001797	XP_011167269.1	XP_017755615.1
OG0001799	XP_039311598.1, XP_011168273.2, XP_011168270.2	XP_017755869.1
OG0001800	XP_011168246.1	XP_017762567.1
OG0001801	XP_039303673.1	XP_017766270.1
OG0001802	XP_011158769.1	XP_017756335.1
OG0001803	XP_039305517.1	XP_017757247.1
OG0001804	XP_011170600.1, XP_011170595.1	XP_017761361.1
OG0001805	XP_011161311.1, XP_011161313.1, XP_011161312.1, XP_011161314.1	XP_017759293.1
OG0001806	XP_011175795.2	XP_017757716.1
OG0001807	XP_011162553.2	XP_017764251.1
OG0001808	XP_011157802.1	XP_017756341.1
OG0001809	XP_011155517.1	XP_017753142.1
OG0001810	XP_039313299.1, XP_011160318.1	XP_017761764.1, XP_017761747.1
OG0001811	XP_011168515.1	XP_017764919.1
OG0001812	XP_011159277.1, XP_011159276.1, XP_039304732.1	XP_017767010.1
OG0001813	XP_039315397.1	XP_017764316.1
OG0001814	XP_025990231.1, XP_039306034.1, XP_039305487.1, XP_039305488.1, XP_039305486.1, XP_039312318.1	XP_017767609.1
OG0001815	XP_011163797.1, XP_039306189.1, XP_039306185.1	XP_017758576.1
OG0001816	XP_039314317.1	XP_017758841.1
OG0001817	XP_039310065.1, XP_011162718.2, XP_011162719.2, XP_011162717.2	XP_017761405.1
OG0001818	XP_025989845.1, XP_025989844.1	XP_017757910.1
OG0001819	XP_039311733.1, XP_011165265.1	XP_017767134.1
OG0001820	XP_011160496.1	XP_017762758.1, XP_017762759.1
OG0001821	XP_025991257.1, XP_025991254.1	XP_017755699.1
OG0001822	XP_011162501.1, XP_025987461.1	XP_017754282.1
OG0001823	XP_011164610.1, XP_025991955.1	XP_017753747.1
OG0001824	XP_011155809.1	XP_017759760.1
OG0001825	XP_025987936.1, XP_025987937.1, XP_025987935.1, XP_025987934.1, XP_025987938.1	XP_017756412.1
OG0001826	XP_011172390.1	XP_017754378.1
OG0001827	XP_039304416.1	XP_017757601.1
OG0001828	XP_011168343.1, XP_039309295.1	XP_017763861.1
OG0001829	XP_025992741.1, XP_025992742.1, XP_025992743.1, XP_025992744.1, XP_025992745.1	XP_017755812.1
OG0001830	XP_011159754.1	XP_017767728.1
OG0001831	XP_025995670.1, XP_025995668.1, XP_025995669.1, XP_039312889.1	XP_017756799.1
OG0001832	XP_039315007.1	XP_017765238.1
OG0001833	XP_039313344.1	XP_017752144.1
OG0001834	XP_011163399.2	XP_017766983.1
OG0001835	XP_011168711.1, XP_011168712.1	XP_017752364.1
OG0001836	XP_039307187.1	XP_017760537.1
OG0001837	XP_011157877.1, XP_011157961.1, XP_011157801.1	XP_017760780.1
OG0001838	XP_025994570.1, XP_039304235.1, XP_039304229.1, XP_039304230.1, XP_039304231.1, XP_039304232.1, XP_039304234.1, XP_039304228.1	XP_017758454.1
OG0001839	XP_039308920.1	XP_017765802.1
OG0001840	XP_011159388.1	XP_017767725.1
OG0001841	XP_039303300.1	XP_017755592.1
OG0001842	XP_039303265.1	XP_017759743.1
OG0001843	XP_011166162.1	XP_017756903.1
OG0001844	XP_025992119.1	XP_017759330.1, XP_017759332.1
OG0001845	XP_011166954.1	XP_017764185.1
OG0001846	XP_011155530.1, XP_011155531.1	XP_017757495.1
OG0001847	XP_011158153.2, XP_039311870.1, XP_011158155.1	XP_017753418.1
OG0001848	XP_011172427.1	XP_017753313.1
OG0001849	XP_011168927.1	XP_017763477.1
OG0001850	XP_025991413.1	XP_017760575.1
OG0001851	XP_011159639.2, XP_011159640.2	XP_017762135.1
OG0001852	XP_011169062.2	XP_017760950.1
OG0001853	XP_011156362.2	XP_017764241.1
OG0001854	XP_039314594.1	XP_017762216.1
OG0001855	XP_011162018.1	XP_017764305.1, XP_017764289.1
OG0001856	XP_011166372.1	XP_017758890.1
OG0001857	XP_039304741.1, XP_025993230.2	XP_017754770.1, XP_017754847.1
OG0001858	XP_011160902.1	XP_017766853.1, XP_017766852.1
OG0001859	XP_011167983.1	XP_017766658.1
OG0001860	XP_011157896.1	XP_017754325.1
OG0001861	XP_011155579.1, XP_039303738.1	XP_017757479.1
OG0001862	XP_011161432.3, XP_039310938.1, XP_025985893.1	XP_017766276.1
OG0001863	XP_039301789.1, XP_011158443.1	XP_017764527.1, XP_017764528.1, XP_017764526.1
OG0001864	XP_011168664.2	XP_017757737.1
OG0001865	XP_011157758.1	XP_017754393.1
OG0001867	XP_025989927.1	XP_017762954.1
OG0001868	XP_025986322.1, XP_025986321.1	XP_017763386.1
OG0001869	XP_025994490.1	XP_017753907.1
OG0001870	XP_025989757.1	XP_017760174.1
OG0001871	XP_011166857.1, XP_011166858.1, XP_011166859.1	XP_017764027.1
OG0001872	XP_011159588.1	XP_017755107.1
OG0001873	XP_011165220.1, XP_011165221.1	XP_017763459.1
OG0001874	XP_011164300.1	XP_017763987.1
OG0001875	XP_039314795.1	XP_017752712.1
OG0001876	XP_011169038.1	XP_017762084.1
OG0001879	XP_011163848.2	XP_017764812.1
