Orthogroup	Solenopsis_invicta	Bombus_terrestris
OG0000847	XP_039304770.1, XP_039313601.1, XP_039302896.1, XP_039313420.1, XP_025998026.2, XP_039308697.1, XP_039313476.1, XP_039310469.1, XP_039304138.1, XP_025995764.2, XP_011174809.2, XP_039314757.1	XP_020719407.1
OG0000849	XP_011156555.1, XP_011163639.1	XP_012168166.1
OG0000850	XP_011159981.1	XP_020722106.1
OG0000851	XP_011158376.1	XP_020722809.1
OG0000852	XP_025986713.2, XP_025986712.2, XP_011158922.2, XP_039305863.1, XP_039305862.1	XP_003393795.1
OG0000853	XP_039313865.1	XP_012170145.1
OG0000854	XP_011158684.1	XP_003402671.1
OG0000855	XP_011176305.1	XP_012165430.1, XP_012165429.1, XP_020719312.1
OG0000856	XP_025989573.1	XP_012170655.1
OG0000856	XP_011172010.2	XP_012170595.1
OG0000857	XP_011163622.1	XP_003395095.1
OG0000858	XP_039309658.1	XP_012171446.2
OG0000858	XP_025997319.1	XP_012170951.1
OG0000859	XP_011168368.1, XP_011168610.1, XP_011168692.1, XP_011168455.1	XP_012164139.1, XP_012164154.1, XP_012164160.1, XP_012164147.1
OG0000860	XP_039308843.1, XP_011168506.1	XP_003394311.1
OG0000861	XP_011158929.2	XP_020723751.1
OG0000862	XP_011175531.2, XP_025988112.2	XP_003395982.1
OG0000863	XP_039302141.1	XP_003403039.1, XP_012175002.1, XP_012175001.1
OG0000864	XP_039314769.1, XP_025988781.2	XP_012163958.1
OG0000865	XP_011169349.1, XP_011169329.1, XP_011169345.1	XP_012164079.1, XP_020718611.1
OG0000867	XP_039309625.1	XP_012166142.1, XP_003396980.1, XP_020719315.1, XP_020719313.1, XP_020719314.1
OG0000868	XP_039310527.1, XP_025993438.1	XP_020723310.1
OG0000869	XP_039308279.1	XP_012167588.1, XP_003397889.1
OG0000870	XP_039310472.1, XP_025996069.2	XP_003401670.1, XP_012172959.1, XP_012172958.1
OG0000871	XP_025986886.1	XP_003400941.1
OG0000872	XP_011175455.1, XP_011175453.1, XP_011175456.1, XP_011175452.1	XP_012176769.1
OG0000873	XP_011176166.2	XP_012176736.1
OG0000874	XP_025994420.1, XP_025994421.1	XP_003396333.1, XP_012165312.1, XP_012165311.1
OG0000875	XP_011164437.1, XP_039309316.1	XP_003400299.1, XP_012171080.1
OG0000876	XP_011158998.1, XP_011159005.1	XP_003403104.1, XP_012175097.1, XP_012175096.1
OG0000877	XP_039311088.1, XP_011161480.1	XP_012171004.1, XP_012171005.1, XP_012171009.1, XP_012171010.1, XP_012171003.1, XP_020721912.1, XP_020721911.1, XP_020721910.1, XP_012171011.1
OG0000878	XP_025986289.1	XP_012166400.1
OG0000878	XP_011158559.1	XP_012166398.1
OG0000879	XP_025990421.1, XP_025990422.1	XP_003400151.1
OG0000880	XP_011161203.1	XP_012171495.1, XP_020722002.1, XP_003400662.1
OG0000881	XP_011160040.2	XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168068.1, XP_012168069.1, XP_012168071.1
OG0000882	XP_011171044.1, XP_025991022.1, XP_011171038.1, XP_011171036.1, XP_039304678.1, XP_025995906.1, XP_039304676.1, XP_011171039.1, XP_025994427.1, XP_011171088.1, XP_039306778.1, XP_011171040.2, XP_011171043.2, XP_039306728.1, XP_039305689.1, XP_011156454.2, XP_011171045.1, XP_039307164.1, XP_011174745.3, XP_025991035.2, XP_011171041.1	XP_003398034.1
OG0000883	XP_039303708.1, XP_039303709.1, XP_039303706.1	XP_012172830.1
OG0000884	XP_039304756.1, XP_039313970.1	XP_012172793.1
OG0000885	XP_039315016.1	XP_012166636.1
OG0000886	XP_011170327.1	XP_003400850.1
OG0000887	XP_039308747.1	XP_003402796.1
OG0000887	XP_039308527.1	XP_003402795.1
OG0000888	XP_011175978.1	XP_012172930.1, XP_003401651.1
OG0000890	XP_039314335.1	XP_003395103.1
OG0000892	XP_011164335.1	XP_003402957.1, XP_020719259.1, XP_020719258.1
OG0000894	XP_025986498.1	XP_012168877.1, XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1
OG0000895	XP_025990648.1	XP_012176521.1
OG0000896	XP_039311139.1	XP_020722610.1
OG0000897	XP_011158516.1	XP_012165977.1, XP_012165978.1, XP_012165980.1
OG0000898	XP_025990057.1, XP_011155417.1	XP_003395307.1
OG0000898	XP_011165573.1	XP_003393516.1
OG0000899	XP_039313083.1	XP_012167012.1, XP_003397491.1
OG0000900	XP_011171987.1	XP_020721653.1
OG0000901	XP_025986962.1	XP_003403269.2
OG0000902	XP_039304961.1, XP_039304959.1, XP_039304960.1, XP_039304968.1, XP_039303855.1, XP_011169896.1, XP_039303853.1, XP_025991659.2	XP_012170198.1, XP_003399677.2, XP_012170197.2, XP_003403002.3, XP_020721954.1
OG0000903	XP_025986788.1	XP_003393783.1
OG0000904	XP_039311619.1	XP_012168259.1
OG0000905	XP_011165800.2, XP_011165794.1, XP_011165795.1, XP_011165796.1, XP_011165797.1	XP_020719514.1, XP_020719515.1
OG0000906	XP_039313466.1	XP_003395943.1
OG0000906	XP_039306787.1	XP_020720661.1
OG0000908	XP_011160553.2, XP_011160554.2	XP_003398198.1, XP_012167738.1, XP_020720671.1
OG0000909	XP_039308150.1	XP_020722950.1
OG0000910	XP_011164763.2	XP_012170668.1
OG0000911	XP_025993971.2, XP_025993970.2, XP_025993966.2	XP_012171867.1, XP_012171868.1, XP_012171871.1, XP_012171870.1
OG0000912	XP_011169376.1	XP_003398020.1
OG0000913	XP_011173890.1	XP_012169154.2
OG0000914	XP_039308448.1, XP_039308446.1, XP_039308447.1	XP_012175153.1
OG0000915	XP_025987634.1	XP_003394487.1
OG0000916	XP_025995363.1	XP_003394165.1
OG0000917	XP_011165923.1	XP_003403224.1
OG0000918	XP_011157236.1	XP_003398959.1
OG0000919	XP_025988014.1	XP_003395200.1, XP_012163649.1
OG0000920	XP_011165873.1	XP_003392877.1, XP_003392876.1
OG0000921	XP_011165106.1, XP_011165105.1	XP_003398323.1
OG0000922	XP_011171960.2	XP_012174981.1, XP_020723817.1, XP_020723818.1, XP_020723816.1, XP_020723815.1, XP_003403218.1, XP_012174982.1
OG0000923	XP_039306250.1, XP_039306253.1	XP_020719661.1
OG0000924	XP_011155993.1	XP_012176362.2
OG0000925	XP_025992349.1	XP_020724045.1
OG0000927	XP_011172154.1	XP_012174351.1, XP_003402684.1
OG0000928	XP_011160605.3	XP_020720576.1, XP_003402550.2
OG0000929	XP_011169685.1	XP_003401209.1
OG0000930	XP_039305396.1	XP_003401932.1, XP_012173409.1
OG0000931	XP_011166210.2	XP_012172739.1
OG0000932	XP_011170039.1	XP_003400982.1
OG0000933	XP_011171324.1	XP_003396897.1
OG0000934	XP_039304912.1, XP_039304911.1	XP_003395692.1
OG0000935	XP_011164079.1	XP_020721705.1
OG0000936	XP_011173270.1, XP_011173276.1	XP_020719426.1, XP_012166123.1
OG0000937	XP_039307703.1, XP_039307702.1	XP_020719824.1
OG0000938	XP_025989696.1	XP_012173298.1, XP_012173299.1, XP_012173296.1, XP_003401876.1, XP_003401877.1, XP_012173297.1
OG0000939	XP_011160363.1	XP_003396796.1
OG0000939	XP_011160353.1	XP_020719355.1
OG0000939	XP_039308686.1	XP_020719492.1
OG0000940	XP_039315264.1, XP_039313805.1, XP_039303011.1, XP_039315268.1, XP_025996899.1, XP_039303545.1, XP_039308855.1, XP_039315388.1, XP_039315389.1, XP_039315382.1, XP_039307478.1, XP_039309734.1, XP_039315487.1, XP_039315424.1, XP_039315426.1, XP_025985770.2, XP_039315421.1	XP_012175539.1
OG0000941	XP_011164512.2	XP_012167700.1, XP_012167701.1, XP_012167699.1, XP_003397976.1
OG0000942	XP_011156703.1, XP_039314337.1, XP_039314336.1	XP_012172696.1
OG0000943	XP_011166146.1, XP_025988490.1	XP_020722511.1, XP_020722513.1, XP_020722514.1, XP_012172295.2
OG0000944	XP_025996268.1	XP_003400723.1, XP_012171735.1
OG0000945	XP_011160565.1	XP_003398247.1
OG0000945	XP_011160563.1, XP_039303714.1	XP_012167748.1
OG0000946	XP_011161547.1	XP_012171053.1
OG0000947	XP_025991408.2	XP_012171910.2, XP_012174856.1, XP_020722252.1
OG0000947	XP_039314950.1	XP_020722503.1
OG0000948	XP_011172825.1	XP_003400497.1, XP_012171372.1, XP_012171371.1, XP_012171370.1
OG0000949	XP_039303762.1, XP_011158334.2, XP_011173491.1, XP_039313318.1, XP_039313322.1, XP_039314435.1	XP_003396024.1
OG0000950	XP_011166764.1	XP_012174422.1, XP_012174421.1, XP_003402776.1
OG0000951	XP_039301861.1, XP_011158539.1	XP_003403130.1, XP_020723830.1
OG0000952	XP_039310385.1	XP_012167440.1, XP_003397848.1
OG0000954	XP_011166808.2	XP_003402952.1
OG0000955	XP_011162740.2	XP_012171379.1
OG0000957	XP_011168741.1, XP_039312334.1	XP_003401786.1
OG0000958	XP_011162112.1	NP_001291369.1, XP_012174015.1
OG0000959	XP_039308943.1	XP_020720657.1
OG0000960	XP_011167205.2	XP_012164276.1
OG0000960	XP_039307029.1	XP_012164277.1
OG0000961	XP_011156839.1	XP_020720008.1
OG0000962	XP_025991221.1, XP_025991228.1	XP_020721999.1
OG0000963	XP_025991764.1, XP_025991763.1	XP_003397850.1, XP_020720452.1
OG0000964	XP_011158913.1	XP_003393771.1
OG0000965	XP_025990144.1	XP_003397396.1
OG0000966	XP_025990155.1	XP_020720110.1, XP_012174260.1
OG0000967	XP_011165638.2, XP_011165637.1	XP_003394892.1
OG0000968	XP_039307503.1, XP_039307502.1	XP_020724328.1
OG0000969	XP_011172487.1	XP_003396675.1
OG0000970	XP_011156652.2, XP_011156653.2	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000972	XP_025996480.1, XP_025996479.1, XP_025996478.1	XP_003399041.1, XP_012169237.1, XP_012169238.1
OG0000973	XP_025995015.1, XP_025995014.1	XP_020720258.1, XP_020720260.1, XP_020720259.1, XP_012167259.1, XP_012167260.1
OG0000974	XP_011158478.1, XP_039315669.1	XP_020721996.1, XP_003400890.1, XP_012171747.1
OG0000975	XP_039305372.1	XP_012174045.1
OG0000976	XP_011166681.1, XP_011166682.1, XP_011166683.1	XP_003396062.1, XP_012164905.1
OG0000977	XP_011170453.1, XP_025988785.1	XP_012164019.1, XP_012164016.1, XP_012164018.1, XP_012164017.1, XP_012164022.1, XP_012164021.1, XP_012164025.1, XP_012164023.1, XP_012164020.1
OG0000978	XP_025988062.1	XP_020723704.1
OG0000978	XP_039312849.1	XP_012169494.1
OG0000979	XP_039310714.1	XP_020721981.1
OG0000979	XP_025989398.2	XP_020719817.1
OG0000981	XP_011175614.2	XP_012163634.1
OG0000982	XP_039312643.1	XP_003398431.1
OG0000983	XP_025996299.1, XP_011161616.1, XP_011161615.1	XP_012163973.1, XP_003395529.1
OG0000984	XP_011168645.1	XP_012170831.1
OG0000984	XP_011168644.1	XP_003400352.2
OG0000985	XP_011166971.1	XP_003398411.1
OG0000987	XP_039313616.1	XP_020718255.1
OG0000987	XP_011168290.2	XP_020723968.1
OG0000989	XP_025986626.1, XP_011158016.1	XP_020721825.1
OG0000990	XP_011157427.1, XP_011157429.1, XP_011157428.1, XP_025995188.1	XP_012168758.1, XP_012168759.1, XP_012168760.1, XP_012168762.1, XP_012168764.1, XP_012168765.1, XP_012168766.1, XP_020721029.1
OG0000992	XP_039309285.1	XP_012171049.1
OG0000993	XP_011158936.1, XP_011158937.1	XP_003393818.1
OG0000994	XP_039302337.1	XP_003394066.1
OG0000994	XP_011170722.1	XP_003394063.1
OG0000995	XP_039309136.1	XP_012168054.1
OG0000995	XP_011175780.2	XP_020720884.1
OG0000996	XP_025989662.1, XP_011164800.1	XP_003401769.1, XP_012173148.1, XP_012173147.1, XP_012173146.1
OG0000997	XP_039302938.1	XP_003395510.1
OG0000997	XP_011155662.1	XP_020718730.1
OG0000998	XP_011159136.2	XP_012166749.1
OG0000999	XP_025988924.1	XP_012175190.1
OG0001000	XP_039305721.1, XP_025987551.1, XP_039305714.1	XP_003396466.1
OG0001001	XP_011155828.1	XP_003398637.1
OG0001001	XP_011163623.1	XP_003395094.1
OG0001002	XP_011166211.1	XP_003401492.1
OG0001003	XP_025992817.1	XP_020720847.1
OG0001003	XP_011165020.1, XP_011165021.1	XP_003398428.1
OG0001004	XP_011169693.1	XP_020720697.1
OG0001005	XP_039306361.1, XP_039306362.1, XP_011161118.1, XP_011161120.1, XP_011161119.1	XP_003393385.1
OG0001006	XP_011175337.3, XP_011175336.2	XP_003398903.1, XP_012169008.1
OG0001007	XP_025996086.1	XP_012171583.1
OG0001008	XP_039313823.1, XP_025995609.2, XP_011173151.2	XP_020721160.1
OG0001009	XP_011166446.1	XP_012166817.2
OG0001009	XP_039305198.1	XP_012169742.1
OG0001010	XP_039308328.1, XP_039308327.1, XP_039308329.1, XP_039308333.1	XP_003396326.1
OG0001011	XP_025993924.1, XP_011159821.2	XP_003401633.1
OG0001013	XP_039307293.1	XP_003393382.1, XP_020718545.1
OG0001014	XP_011157434.1	XP_012175742.1, XP_003394044.1
OG0001015	XP_011161194.1, XP_025991211.1, XP_011161193.1	XP_012165103.1
OG0001015	XP_011161195.1	XP_012165099.1
OG0001016	XP_025992910.1	XP_020719257.1
OG0001016	XP_011169863.1	XP_003398736.2
OG0001017	XP_025988474.1	XP_003393261.1, XP_012165340.1, XP_012165355.1, XP_012165362.1, XP_020720886.1
OG0001018	XP_039302706.1	XP_020723280.1
OG0001018	XP_039302708.1	XP_020723281.1
OG0001019	XP_011163380.1	XP_003398683.1
OG0001020	XP_011159873.1	XP_012175853.1, XP_012175856.1, XP_012175859.1, XP_012175858.1
OG0001021	XP_011163049.2	XP_003398945.1, XP_003398947.1, XP_003398946.1
OG0001022	XP_011158427.1	XP_012175120.1
OG0001022	XP_025991400.1, XP_039301782.1, XP_039301783.1, XP_011158425.2	XP_012175206.1
OG0001023	XP_025993731.2, XP_025993732.2	XP_012169769.1, XP_012169768.1
OG0001024	XP_039307132.1	XP_020722213.1, XP_012171258.1, XP_012171259.1, XP_003400449.1
OG0001025	XP_011167003.2	XP_003398201.1
OG0001026	XP_039308723.1, XP_039308721.1, XP_039308722.1	XP_020724246.1
OG0001027	XP_039308919.1	XP_020718816.1, XP_020718817.1
OG0001028	XP_011170350.2	XP_003393673.1
OG0001028	XP_011163544.1	XP_012164667.1
OG0001029	XP_025988620.2	XP_012169880.2
OG0001030	XP_025992589.2, XP_025992588.2	XP_020721992.1, XP_003400846.1
OG0001031	XP_039307586.1	XP_012169757.1, XP_012169752.1, XP_012169746.1, XP_012169763.1
OG0001032	XP_039308244.1	XP_012170957.1
OG0001033	XP_011172421.1, XP_011172423.1	XP_003396273.1
OG0001034	XP_039303076.1, XP_011171224.1	XP_012164214.1
OG0001035	XP_025992621.1	XP_012166278.1
OG0001036	XP_011165277.1	XP_020719237.1
OG0001036	XP_025993616.1	XP_003396970.1
OG0001037	XP_025993818.1	XP_003397063.1, XP_003397062.1, XP_012166344.1
OG0001038	XP_011160153.1	XP_003395639.1
OG0001039	XP_011161111.1	XP_003400481.1
OG0001040	XP_011165337.1, XP_011165336.1	XP_012163729.1, XP_003393071.1
OG0001041	XP_025988910.1, XP_025988911.1, XP_011164254.1, XP_039301989.1	XP_003402975.1
OG0001042	XP_025996045.1, XP_025996043.1, XP_025996044.1, XP_025996042.1	XP_020722909.1
OG0001043	XP_011166024.2, XP_025992543.2	XP_012165560.1, XP_003396982.1
OG0001044	XP_011169612.1, XP_011169610.1	XP_012172024.1, XP_012172023.1, XP_020722709.1, XP_003400994.1, XP_012172025.1
OG0001045	XP_011162672.2	XP_003397182.1, XP_012166522.1
OG0001046	XP_011162026.1, XP_025987025.1, XP_011162025.1	XP_020721361.1
OG0001048	XP_039305995.1	XP_003400324.1
OG0001049	XP_011166480.1, XP_011166481.1	XP_020720291.1
OG0001050	XP_011159776.1	XP_003398990.1
OG0001051	XP_039312332.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0001052	XP_011160586.1	XP_012164443.1
OG0001054	XP_039313698.1, XP_039313699.1	XP_012170074.1, XP_012170075.1, XP_012170073.1, XP_012170071.1, XP_020721696.1
OG0001055	XP_011157954.1	XP_012170680.1
OG0001056	XP_039301672.1, XP_011167342.1	XP_003402872.1, XP_012174598.1, XP_012174597.1
OG0001057	XP_025992790.1, XP_011155465.1	XP_012164261.1
OG0001058	XP_025991914.2	XP_012168390.1, XP_012168389.1, XP_012168391.1
OG0001059	XP_011155850.2	XP_003393651.1
OG0001059	XP_025992160.1	XP_003397773.1
OG0001060	XP_011163616.1	XP_012163202.1
OG0001061	XP_011161404.1	XP_012168011.1, XP_020720840.1
OG0001063	XP_025989549.2	XP_020722594.1
OG0001063	XP_039313025.1	XP_020719112.1
OG0001064	XP_025994664.2	XP_020722284.1, XP_020722285.1
OG0001065	XP_025993227.1, XP_025993228.1	XP_020720506.1, XP_020720504.1, XP_020720505.1
OG0001066	XP_025991457.2, XP_039307737.1	XP_012169239.1
OG0001067	XP_025986088.2	XP_003399396.1
OG0001068	XP_011164046.1, XP_039309169.1	XP_012165849.1
OG0001069	XP_039301790.1, XP_011161238.2	XP_003400830.1
OG0001070	XP_039310287.1, XP_039307351.1, XP_025993526.1, XP_039307349.1	XP_020720555.1
OG0001071	XP_025992820.1	XP_003397816.1
OG0001072	XP_039311109.1	XP_020721921.1, XP_012170687.1
OG0001073	XP_011166496.2	XP_003397563.1
OG0001074	XP_011159283.1	XP_003394236.1
OG0001074	XP_011159282.2	XP_003394238.1
OG0001076	XP_011159538.1	XP_020723292.1
OG0001077	XP_011170429.1, XP_011170430.1, XP_011170428.1	XP_003399720.1, XP_003399719.1
OG0001078	XP_025986036.1, XP_025986037.1, XP_011166956.1, XP_039308895.1	XP_003398213.1
OG0001079	XP_025991664.1, XP_011159694.1	XP_012163931.1
OG0001082	XP_011172611.1, XP_025994767.1	XP_020718769.1
OG0001083	XP_011159372.2	XP_020722087.1, XP_003400911.1
OG0001084	XP_011155352.1, XP_011155351.2	XP_012171819.1
OG0001085	XP_025989431.1, XP_025989433.1	XP_012163774.1
OG0001086	XP_011165624.1	XP_020718465.1, XP_012163236.1, XP_012163235.1, XP_012163234.1, XP_012163233.1, XP_003395250.1, XP_020718463.1
OG0001087	XP_011161180.2, XP_011161179.2	XP_020722157.1, XP_003400585.1, XP_003400584.1
OG0001090	XP_011165641.1	XP_003394894.1, XP_003394895.1
OG0001091	XP_025990318.1	XP_003397668.1
OG0001092	XP_011166457.1, XP_039306837.1	XP_003397991.1
OG0001093	XP_011169511.1	XP_012175412.1, XP_012175413.1, XP_012175411.1
OG0001094	XP_039308804.1, XP_039308803.1, XP_039304718.1, XP_011162536.1, XP_039311022.1, XP_039310600.1, XP_011162537.1	XP_012175854.1, XP_012175843.1
OG0001095	XP_011158680.1	XP_012174330.1
OG0001096	XP_025993866.1, XP_025993865.1, XP_025993867.1	XP_020721467.1, XP_012170293.1, XP_003399736.1, XP_020721468.1
OG0001097	XP_011171301.1	XP_003398536.1
OG0001098	XP_039314597.1	XP_012170564.1, XP_012170563.1, XP_012170562.1, XP_012170561.1, XP_012170568.1, XP_012170566.1, XP_012170569.1, XP_012170565.1
OG0001099	XP_011159174.1, XP_039311351.1	XP_012167228.1
OG0001099	XP_039311772.1, XP_039311773.1, XP_011159129.1	XP_012167227.1
OG0001100	XP_011166885.1	XP_003395980.1
OG0001101	XP_011169060.1, XP_025986266.1	XP_003399060.1
OG0001102	XP_011173598.1	XP_003395066.1, XP_003395067.1
OG0001103	XP_025992892.1	XP_012173261.1, XP_012173260.1, XP_003401858.1
OG0001104	XP_011165981.1, XP_011165982.1, XP_039310830.1	XP_020718898.1
OG0001105	XP_011158662.1	XP_003402656.1
OG0001106	XP_039306727.1, XP_011171425.1	XP_012173949.1, XP_003402322.1, XP_012173950.1
OG0001107	XP_011171628.1	XP_012173130.1, XP_003401755.1
OG0001108	XP_011175804.1	XP_003401737.1
OG0001109	XP_025997087.1	XP_012175154.1
OG0001110	XP_039305008.1, XP_025987622.2	XP_003399407.1
OG0001111	XP_011167411.1	XP_012169483.1, XP_012169484.1, XP_012169476.1, XP_012169458.1, XP_012169464.1, XP_012169453.1
OG0001112	XP_025997156.1	XP_012174674.1
OG0001113	XP_011155666.1	XP_003395429.1
OG0001114	XP_039308544.1	XP_020720606.1
OG0001115	XP_025987003.1	XP_003401766.1
OG0001116	XP_025995356.1, XP_039313579.1, XP_039313578.1, XP_011164317.1	XP_003397472.1
OG0001117	XP_011160593.1, XP_039304729.1, XP_039304728.1, XP_011160592.1	XP_020720702.1
OG0001118	XP_011170731.1, XP_011170733.1, XP_011170732.1	XP_003393752.1, XP_012170929.1, XP_012170923.1
OG0001119	XP_025989072.1	XP_003398972.1, XP_012169129.1
OG0001120	XP_039302541.1	XP_003396813.1
OG0001120	XP_039302542.1	XP_003396815.1
OG0001121	XP_025991526.1, XP_039307815.1	XP_012163127.1
OG0001122	XP_011155854.1	XP_012172103.2
OG0001124	XP_011163637.1, XP_011163636.1	XP_012168157.1
OG0001125	XP_039310854.1, XP_025992661.2	XP_003396616.1, XP_020719415.1
OG0001126	XP_011166887.2, XP_025985954.2	XP_003397039.1
OG0001127	XP_011158552.1, XP_011158551.3	XP_020719282.1, XP_003396375.1
OG0001128	XP_011156523.3	XP_012165573.1
OG0001128	XP_011163428.1	XP_020719571.1
OG0001129	XP_011156357.1, XP_039307593.1	XP_003395954.1, XP_012164551.1
OG0001130	XP_025986574.2, XP_011161459.2, XP_039310703.1	XP_020721883.1, XP_003400316.2, XP_012170922.1, XP_012170921.1, XP_020721882.1
OG0001131	XP_039301948.1	XP_020720749.1
OG0001131	XP_011157851.1	XP_020720763.1
OG0001132	XP_011163174.1	XP_003394768.1
OG0001134	XP_011160255.1, XP_011160257.1, XP_025992574.1	XP_003400253.1
OG0001135	XP_039313398.1	XP_003393299.1
OG0001136	XP_011175151.1	XP_003400547.1
OG0001137	XP_011157895.1, XP_025995386.1	XP_020724122.1
OG0001138	XP_011168199.1	XP_012169017.1, XP_003398913.1
OG0001140	XP_011165958.1	XP_003402479.1, XP_012174082.1
OG0001141	XP_025995593.1	XP_012169554.1, XP_012169555.1
OG0001142	XP_011155375.3	XP_020721719.1, XP_003400015.1
OG0001143	XP_011169579.1	XP_003398491.1
OG0001144	XP_011166007.2	XP_003401087.1
OG0001145	XP_011168245.2	XP_003397437.1, XP_012166925.1
OG0001146	XP_039308020.1, XP_011157448.1, XP_039308018.1	XP_020718965.1
OG0001147	XP_011166309.1	XP_003394869.1, XP_003394870.1
OG0001148	XP_011172034.1	XP_012169181.1, XP_020720975.1
OG0001149	XP_039312701.1, XP_011169138.1	XP_012169249.1
OG0001150	XP_039310944.1	XP_003395168.1
OG0001151	XP_011167664.1, XP_011167665.1, XP_025993787.1, XP_011167666.1	XP_003398933.2
OG0001152	XP_011159091.2	XP_020720795.1
OG0001153	XP_025989988.2	XP_020718572.1
OG0001153	XP_039312520.1	XP_020718573.1
OG0001154	XP_039304154.1	XP_020722635.1
OG0001154	XP_039304148.1	XP_020722631.1
OG0001155	XP_011172072.1, XP_039302712.1	XP_003393745.1
OG0001156	XP_011159299.2	XP_003398458.1, XP_012168191.1
OG0001157	XP_011157466.1, XP_039303668.1, XP_039303663.1	XP_012167432.1, XP_003393317.1
OG0001158	XP_025991651.1	XP_012165204.1
OG0001159	XP_011167339.1	XP_012168627.1
OG0001160	XP_039311819.1	XP_003394748.1
OG0001161	XP_011167380.1	XP_012171801.1
OG0001162	XP_039303089.1, XP_039303087.1, XP_039303088.1, XP_011169752.1	XP_020718634.1
OG0001163	XP_011161732.3	XP_020723064.1
OG0001164	XP_039312072.1, XP_025992020.1, XP_011169634.1, XP_011169630.1, XP_011169631.1, XP_011169633.1	XP_012168461.1
OG0001165	XP_025985971.2	XP_020720601.1
OG0001166	XP_011168537.1, XP_011168538.1	XP_003397967.1, XP_012167688.1
