Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0001853	XP_011156362.2	NP_001285407.1
OG0001854	XP_039314594.1	NP_610231.2, NP_525107.1, NP_536747.2
OG0001855	XP_011162018.1	NP_001097922.1
OG0001856	XP_011166372.1	NP_650446.2
OG0001858	XP_011160902.1	NP_651605.1
OG0001859	XP_011167983.1	NP_001261279.1, NP_608679.1
OG0001860	XP_011157896.1	NP_001286627.1
OG0001861	XP_011155579.1, XP_039303738.1	NP_524274.1
OG0001862	XP_011161432.3, XP_039310938.1, XP_025985893.1	NP_001096954.1
OG0001863	XP_039301789.1, XP_011158443.1	NP_001303452.1
OG0001864	XP_011168664.2	NP_001259978.1
OG0001865	XP_011157758.1	NP_001036440.1
OG0001867	XP_025989927.1	NP_651658.1
OG0001868	XP_025986322.1, XP_025986321.1	NP_732113.3
OG0001869	XP_025994490.1	NP_477402.1
OG0001870	XP_025989757.1	NP_001285457.1
OG0001871	XP_011166857.1, XP_011166858.1, XP_011166859.1	NP_572522.2
OG0001872	XP_011159588.1	NP_536773.1
OG0001873	XP_011165220.1, XP_011165221.1	NP_730982.1
OG0001874	XP_011164300.1	NP_477024.1
OG0001875	XP_039314795.1	NP_511130.2
OG0001876	XP_011169038.1, XP_039307637.1	NP_001368952.1
OG0001879	XP_011163848.2	NP_652101.2
OG0001880	XP_039314499.1, XP_039314493.1	NP_001033948.1
OG0001881	XP_011164275.1	NP_722959.1
OG0001882	XP_011158770.1	NP_001188575.1
OG0001883	XP_011169787.1	NP_650805.1
OG0001884	XP_025988158.2	NP_001188772.1
OG0001885	XP_025992055.1, XP_039310763.1	NP_001262303.1
OG0001886	XP_011165698.2	NP_001261166.1
OG0001887	XP_025986914.1	NP_723772.2
OG0001888	XP_039306164.1, XP_039306162.1	NP_001286416.1
OG0001889	XP_039309851.1, XP_039309805.1, XP_039309662.1, XP_039309892.1, XP_039309725.1, XP_039309750.1	NP_651593.1
OG0001890	XP_011166970.2	NP_609530.1
OG0001891	XP_011167450.1	NP_476733.1
OG0001892	XP_025987389.1	NP_001245925.1, NP_611294.1
OG0001893	XP_011160550.2, XP_011160548.2, XP_011160552.2, XP_011160551.2	NP_477049.2
OG0001894	XP_025990876.2, XP_025990883.2	NP_001137875.1
OG0001895	XP_025994229.1, XP_025994233.1	NP_524651.2
OG0001896	XP_011160557.2	NP_609570.1
OG0001897	XP_039314067.1	NP_611140.3
OG0001898	XP_011164999.1	NP_001263035.1
OG0001899	XP_011164419.2	NP_724878.2
OG0001900	XP_025991978.2	NP_001259735.1
OG0001901	XP_039308637.1	NP_651080.2
OG0001902	XP_025986551.1	NP_001286818.1
OG0001903	XP_025988270.2	NP_001285675.1
OG0001905	XP_025995563.1, XP_025995564.1	NP_001287263.1
OG0001906	XP_025990505.1	NP_001245625.1
OG0001908	XP_039313610.1, XP_011166685.1	NP_650314.1
OG0001909	XP_025996302.1, XP_025996300.1	NP_001033913.1
OG0001910	XP_025996984.1, XP_011162911.1, XP_011162903.1, XP_011162904.1, XP_039303625.1, XP_039303626.1, XP_039303624.1	NP_648745.1
OG0001912	XP_039304141.1	NP_001286124.1
OG0001913	XP_025993747.1	NP_524909.1
OG0001914	XP_025996808.1, XP_039307056.1, XP_039307054.1	NP_608998.2, NP_001188704.1
OG0001915	XP_011170489.1	NP_001014612.1
OG0001916	XP_011163484.1	NP_648272.1
OG0001917	XP_011162663.1	NP_611237.2
OG0001919	XP_011159962.2	NP_610950.2
OG0001920	XP_011168258.1	NP_608361.3
OG0001921	XP_039312174.1	NP_001036438.1
OG0001922	XP_025988179.2, XP_025988182.1	NP_001246140.1
OG0001923	XP_039302208.1	NP_726381.1
OG0001924	XP_011162462.2	NP_609384.1
OG0001925	XP_011162425.1	NP_476618.1
OG0001926	XP_025993858.1	NP_609736.1
OG0001927	XP_039311888.1	NP_524688.1
OG0001928	XP_025990418.2, XP_039308867.1	NP_001261246.1
OG0001929	XP_011160578.1	NP_001260566.1, NP_001260567.1
OG0001930	XP_011165943.2	NP_650547.1
OG0001931	XP_011156252.1	NP_001097135.1
OG0001933	XP_011165813.1	NP_524431.2
OG0001935	XP_025987348.1, XP_011162557.1	NP_001015254.1
OG0001936	XP_039303347.1	NP_001286158.1
OG0001937	XP_025992699.1	NP_001259619.1
OG0001938	XP_011164650.1	NP_001286427.1
OG0001939	XP_011162377.1	NP_649157.1
OG0001940	XP_011164491.1, XP_039310767.1, XP_011164495.1	NP_001287364.1
OG0001941	XP_011164493.2	NP_001368962.1
OG0001942	XP_039315528.1, XP_039315527.1	NP_001260565.1, NP_476804.1
OG0001943	XP_025988815.2, XP_011164241.2, XP_011164240.2, XP_011164239.2	NP_001188918.1, NP_651214.2
OG0001944	XP_039307825.1	NP_001163494.1
OG0001946	XP_011168051.1	NP_001303420.1
OG0001947	XP_039304812.1, XP_039304814.1	NP_649796.1
OG0001950	XP_011159348.1	NP_001261595.1
OG0001951	XP_011161681.1	NP_726846.1
OG0001952	XP_025987848.2	NP_001245466.1
OG0001954	XP_011171405.1	NP_001263037.1
OG0001956	XP_011176228.1, XP_039312025.1	NP_610804.1
OG0001957	XP_039306351.1, XP_039306347.1	NP_001284857.1, NP_647754.1, NP_570058.1, NP_569912.2, NP_724707.1, NP_610987.1, NP_648614.1, NP_573069.1
OG0001959	XP_039311222.1, XP_011167700.1, XP_011166246.1, XP_025990423.1, XP_011168840.1	NP_649972.1
OG0001960	XP_011168667.2, XP_011168666.2	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_011159117.1	NP_001286875.1
OG0001962	XP_039310863.1, XP_039310862.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_025987329.1	NP_648053.1
OG0001964	XP_011170815.1	NP_001287227.1
OG0001965	XP_011165971.3	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_011156473.1, XP_039301838.1	NP_001286827.1
OG0001968	XP_025993548.2	NP_001097756.1
OG0001969	XP_025990813.1	NP_001259204.1
OG0001971	XP_039302372.1, XP_011172043.1	NP_723787.1
OG0001974	XP_039312911.1, XP_011164013.1, XP_011164019.1	NP_648645.1
OG0001975	XP_039306273.1	NP_001260979.1
OG0001976	XP_011175704.1	NP_001138150.1
OG0001977	XP_039312209.1, XP_011163239.2, XP_039306960.1, XP_039308853.1, XP_039308615.1, XP_025989079.1	NP_611067.2
OG0001981	XP_039306583.1, XP_039306585.1, XP_039306581.1, XP_039306582.1, XP_039306586.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001983	XP_039312851.1	NP_610838.1
OG0001987	XP_039309520.1	NP_001356937.1
OG0001988	XP_011172432.1	NP_524001.2
OG0001989	XP_011155994.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_011160281.1	NP_788760.1
OG0001991	XP_011162213.1	NP_001262998.1
OG0001992	XP_011166417.1	NP_001245552.1
OG0001993	XP_011161945.1	NP_611538.1
OG0001994	XP_011157615.1	NP_651072.1
OG0001995	XP_011160305.1	NP_523355.2
OG0001996	XP_039306908.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_011176266.1	NP_996267.1
OG0001998	XP_011165662.3, XP_039305288.1	NP_651780.1
OG0001999	XP_011163699.1	NP_523428.1
OG0002000	XP_011167421.1	NP_726490.3
OG0002001	XP_011155895.1	NP_001285572.1
OG0002002	XP_011155883.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_011168665.1	NP_001259998.1
OG0002004	XP_011173600.1	NP_650776.1
OG0002005	XP_011158219.1	NP_647640.1
OG0002006	XP_025990495.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_011175469.1	NP_001261689.1
OG0002009	XP_011167462.1	NP_001027401.1
OG0002010	XP_011159621.1, XP_011159651.1	NP_651600.1
OG0002011	XP_011175427.1	NP_001286589.1
OG0002012	XP_011167163.1	NP_001014582.1, NP_524041.2
OG0002013	XP_011162687.2	NP_001245550.1
OG0002014	XP_011158023.1	NP_476562.1
OG0002015	XP_011159334.1	NP_609782.2
OG0002016	XP_011158764.2	NP_788448.1
OG0002017	XP_025988462.1	NP_610188.2
OG0002018	XP_011166334.1, XP_011167845.1	NP_648586.2
OG0002019	XP_011156334.1	NP_001137910.2
OG0002020	XP_039306807.1	NP_732549.2
OG0002021	XP_011156180.1, XP_039309468.1, XP_039309469.1	NP_649827.2
OG0002022	XP_011168593.2	NP_726406.1
OG0002023	XP_025986607.1, XP_039310710.1	NP_001245577.1
OG0002024	XP_011156937.2, XP_025994650.2, XP_011156936.2, XP_011176120.1	NP_610095.1
OG0002025	XP_011173487.2, XP_039305713.1	NP_649877.1
OG0002026	XP_011157414.1	NP_001259298.1
OG0002028	XP_039303455.1, XP_039303453.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_011164082.1	NP_610059.1
OG0002032	XP_011165871.1	NP_001286795.1
OG0002033	XP_039314338.1, XP_039315148.1, XP_039315149.1	NP_001285275.1
OG0002034	XP_011162529.1	NP_001163027.1, NP_001189073.1
OG0002036	XP_025996420.1	NP_001286548.1
OG0002037	XP_025989827.1, XP_011168570.1	NP_524660.1
OG0002038	XP_039302742.1, XP_011172587.1, XP_039302745.1, XP_039302743.1, XP_039302744.1, XP_011172602.1	NP_608372.1
OG0002039	XP_011171335.2	NP_001286974.1
OG0002041	XP_025987866.1	NP_647887.1
OG0002042	XP_011164810.1	NP_001137671.1, NP_610099.1
OG0002043	XP_011164926.1	NP_001034012.2
OG0002044	XP_011164707.1	NP_001263139.1
OG0002045	XP_011168636.1, XP_039307873.1	NP_477311.1
OG0002046	XP_011163598.2, XP_025992606.1	NP_001097124.1
OG0002047	XP_011159418.1	NP_001189286.1
OG0002048	XP_039306029.1, XP_039306023.1	NP_001247185.1
OG0002049	XP_025992504.2, XP_025992505.2, XP_025992506.2	NP_732811.1
OG0002050	XP_011160116.1	NP_001285355.1
OG0002051	XP_039303098.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_039307831.1	NP_611508.1
OG0002053	XP_011157842.1, XP_011157841.1	NP_610530.1
OG0002054	XP_025991239.1	NP_524677.1
OG0002055	XP_025989880.1, XP_011163551.1	NP_001259900.1, NP_572902.1
OG0002056	XP_011162217.1	NP_524907.2
OG0002057	XP_025996006.1	NP_609888.2
OG0002058	XP_011167938.1	NP_609119.2
OG0002059	XP_011162168.2, XP_011162169.2, XP_011162170.2	NP_648185.1
OG0002060	XP_039314867.1	NP_726403.2
OG0002061	XP_011168713.1	NP_001036338.1
OG0002062	XP_011160150.1	NP_001356975.1
OG0002063	XP_025995129.1	NP_001285001.1
OG0002064	XP_011162965.2	NP_001356982.1
OG0002065	XP_025991323.2	NP_001284967.1
OG0002066	XP_025987323.2	NP_649869.1
OG0002067	XP_011174966.1	NP_651116.1
OG0002068	XP_011175514.1	NP_611856.1
OG0002069	XP_025987315.1	NP_652610.1
OG0002070	XP_011158729.2	NP_650941.3
OG0002071	XP_011173442.1	NP_477372.1
OG0002072	XP_011166443.2	NP_001259984.1
OG0002073	XP_011169662.1	NP_001260394.1
OG0002074	XP_011160613.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_039314504.1, XP_011172379.1	NP_524583.1
OG0002076	XP_039308780.1	NP_001163600.1
OG0002077	XP_011163065.1	NP_724409.3
OG0002078	XP_025992815.2, XP_025992814.2, XP_039312746.1	NP_001259928.1
OG0002079	XP_039313392.1	NP_001261524.1
OG0002080	XP_025988221.1	NP_649990.2
OG0002081	XP_011175890.1	NP_001286545.1
OG0002082	XP_011175502.2	NP_572503.1
OG0002083	XP_011166977.1	NP_648372.1
OG0002084	XP_039313394.1, XP_039313393.1, XP_025989804.1, XP_039313395.1, XP_011175612.1	NP_611677.1
OG0002085	XP_011164201.1	NP_001285316.1
OG0002086	XP_039308567.1	NP_609934.3
OG0002087	XP_011176340.1	NP_572818.1
OG0002088	XP_011160587.1	NP_523833.1
OG0002089	XP_039306886.1, XP_011157337.1	NP_001261563.1
OG0002090	XP_025991466.2, XP_011156304.2	NP_001260029.1
OG0002091	XP_011158317.1, XP_011158316.1, XP_039303772.1, XP_011158318.1	NP_001285049.1, NP_609350.2
OG0002092	XP_011175040.1, XP_039314089.1	NP_788716.1
OG0002093	XP_011162520.2	NP_001262005.1
OG0002094	XP_039310840.1, XP_039310844.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_011168897.1	NP_733076.2
OG0002096	XP_011160507.1	NP_723086.1
OG0002097	XP_011172439.1	NP_001162716.1, NP_729740.2
OG0002098	XP_011169375.2	NP_477014.1
OG0002099	XP_025986368.1, XP_025986369.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_011159304.1	NP_001285208.1
OG0002101	XP_039302053.1	NP_001014695.1
OG0002102	XP_025990233.2	NP_649939.1
OG0002103	XP_025987838.1, XP_039302633.1	NP_001260451.1
OG0002106	XP_011172824.3	NP_524818.1
OG0002107	XP_011164373.1	NP_523739.2
OG0002108	XP_039313638.1	NP_996185.1
OG0002109	XP_011167603.1	NP_611966.3
OG0002110	XP_025991391.2	NP_996042.1
OG0002111	XP_011168221.2	NP_001261454.1
OG0002113	XP_011159293.2	NP_001262803.1
OG0002114	XP_011169755.1	NP_651508.1
OG0002115	XP_011175714.1	NP_572197.4
OG0002116	XP_039309917.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_011165686.1	NP_001286076.1
OG0002119	XP_011160697.2, XP_011160698.2	NP_001162779.1
OG0002120	XP_011160924.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_039310648.1	NP_001262679.1
OG0002122	XP_025991775.2, XP_039308375.1, XP_039308374.1	NP_001138057.1
OG0002123	XP_025997519.1, XP_011165181.1, XP_039307521.1	NP_523593.5
OG0002124	XP_039313866.1	NP_001369005.1
OG0002125	XP_039302617.1, XP_011155674.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_025997254.1	NP_524659.1, NP_652413.1
OG0002127	XP_039305922.1, XP_011158715.1	NP_001261984.1
OG0002128	XP_039310635.1	NP_611499.3
OG0002129	XP_011168722.1	NP_788872.1
OG0002130	XP_039309652.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_039313587.1, XP_025993873.1	NP_001259886.1
OG0002132	XP_039306816.1	NP_001261614.1
OG0002134	XP_025987059.2, XP_011157570.1	NP_001163664.1
OG0002136	XP_011168624.1	NP_608780.1
OG0002137	XP_011158263.1, XP_039308887.1	NP_001286327.1
OG0002138	XP_011171693.1, XP_039304686.1, XP_011174259.2	NP_001262079.1
OG0002139	XP_011164821.1, XP_039303163.1	NP_648894.2
OG0002140	XP_039303741.1	NP_001262599.1
OG0002141	XP_039310465.1, XP_011162737.1	NP_730594.1
OG0002142	XP_025994948.1, XP_011161273.1	NP_001285282.1
OG0002143	XP_025996278.1, XP_039303798.1	NP_524238.1
OG0002144	XP_039309856.1	NP_001261617.1
OG0002145	XP_011158801.2, XP_039313843.1, XP_039313842.1, XP_039313841.1, XP_039313839.1, XP_039313838.1, XP_039313736.1, XP_039313844.1, XP_039313644.1	NP_609877.2
OG0002146	XP_039305223.1	NP_001259153.1
OG0002148	XP_025991832.2, XP_025991833.2, XP_011163301.2, XP_011163302.2, XP_011163303.2, XP_011163304.2, XP_011163300.2, XP_011163305.2	NP_650672.1
OG0002149	XP_039309594.1, XP_025995865.2	NP_726059.5
OG0002150	XP_011170414.2	NP_001036357.2
OG0002151	XP_025994383.1	NP_788891.2
OG0002152	XP_011170380.2	NP_001036397.2
OG0002153	XP_039313827.1, XP_011162298.2, XP_011162297.2	NP_608851.1, NP_511089.2
OG0002154	XP_011168240.1, XP_039312267.1	NP_651555.1
OG0002155	XP_039305784.1	NP_001262777.1
OG0002156	XP_025987681.2, XP_025987680.2	NP_001262888.1
OG0002157	XP_025993720.1, XP_011167308.1	NP_648105.1
OG0002158	XP_039315026.1	NP_001284753.1
OG0002159	XP_025994325.1, XP_025994324.1, XP_025994323.1, XP_039314006.1	NP_001284832.1
OG0002162	XP_011165096.1, XP_011165097.2	NP_649886.1
OG0002163	XP_039303474.1, XP_011168618.1	NP_001286059.1
OG0002164	XP_025991311.2	NP_001287469.1
OG0002165	XP_011156209.1	NP_511170.1
OG0002166	XP_011168567.1, XP_011168566.2	NP_651250.2
OG0002167	XP_025995948.2	NP_730568.1
OG0002169	XP_011175637.1	NP_610943.2
OG0002170	XP_011168233.1	NP_001285140.1
OG0002171	XP_011171831.2	NP_723732.2, NP_609741.3
OG0002172	XP_025989924.1	NP_001245974.1
OG0002173	XP_011155884.1	NP_001262864.1
OG0002177	XP_011166992.1	NP_001260910.1
OG0002178	XP_039309328.1, XP_039309327.1	NP_524679.3
OG0002179	XP_039312572.1, XP_025994573.1	NP_609675.2
OG0002181	XP_039313814.1, XP_039313810.1, XP_039313809.1	NP_001285496.1
OG0002182	XP_011167147.1, XP_011167144.1	NP_001245595.1
OG0002183	XP_039312484.1, XP_011161522.2	NP_788429.1
OG0002184	XP_039312824.1	NP_001247215.1
OG0002185	XP_039304172.1, XP_039304183.1	NP_726596.1
OG0002186	XP_025992656.2	NP_001285258.1
OG0002187	XP_025986164.1, XP_025986163.1, XP_025986162.1	NP_649313.1
OG0002188	XP_011166908.2	NP_001104019.1
OG0002189	XP_025995809.1, XP_025995808.1, XP_025995812.1, XP_039310651.1, XP_039310652.1, XP_039310649.1, XP_025995811.1	NP_572502.1
OG0002190	XP_039303095.1, XP_011171955.1	NP_001097622.2
OG0002191	XP_039313426.1	NP_001260762.1
OG0002192	XP_039302756.1	NP_725091.1
OG0002193	XP_011169164.1	NP_650940.2
OG0002194	XP_025997096.1	NP_001286884.1
OG0002195	XP_011168472.1	NP_001285326.1
OG0002196	XP_011158463.1, XP_011165053.2	NP_001246133.1
OG0002197	XP_011162642.2	NP_525097.1
OG0002198	XP_039312557.1, XP_025989948.2	NP_649415.2, NP_611222.2
OG0002200	XP_025994475.2, XP_039313910.1	NP_001287456.1
OG0002202	XP_025992855.2, XP_025992852.2	NP_001262840.1
OG0002203	XP_011171377.2	NP_001262806.1
OG0002204	XP_025989957.1	NP_650021.1
OG0002205	XP_025991437.1	NP_611511.3
OG0002205	XP_011162889.2	NP_572327.1
OG0002206	XP_039305029.1, XP_039305028.1, XP_039305027.1, XP_039305026.1, XP_025986723.2	NP_001285571.1
OG0002208	XP_025988285.2	NP_001137618.1
OG0002209	XP_039311210.1, XP_039311209.1, XP_025995934.1	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002210	XP_039307926.1	NP_611068.3
OG0002211	XP_011168970.1	NP_649412.1
OG0002212	XP_011169599.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_011175598.1	NP_608580.2
OG0002215	XP_011172328.1	NP_788337.1, NP_001286352.1
OG0002217	XP_025990536.2, XP_011159352.2, XP_011159353.2	NP_001163086.1
OG0002218	XP_011166591.1, XP_025992887.1	NP_649774.1
OG0002219	XP_011159620.1, XP_025989422.1	NP_651266.1
OG0002220	XP_025987759.1	NP_001286572.1
OG0002221	XP_025992220.1, XP_025992219.1	NP_001259702.1
OG0002222	XP_039311274.1, XP_039311275.1	NP_001261000.1
OG0002223	XP_025993703.1	NP_001287045.1
OG0002224	XP_011167445.1	NP_001014469.1
OG0002226	XP_039311128.1	NP_652639.1
OG0002236	XP_011157318.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_011168473.1	NP_001097736.1, NP_524682.1
OG0002238	XP_011175363.1	NP_001260018.1
OG0002239	XP_011164523.1	NP_573175.2
OG0002240	XP_011159405.1	NP_523684.2
OG0002241	XP_011169415.1	NP_001262025.1
OG0002242	XP_025994250.1, XP_025994249.1	NP_001259911.1
OG0002243	XP_011170271.1	NP_476646.2
OG0002244	NP_001291519.1	NP_001287433.1
OG0002246	XP_011157496.1	NP_524033.2
OG0002247	XP_011173357.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_011175419.1	NP_608531.1
OG0002249	XP_011161429.1	NP_001261273.1
OG0002250	XP_025990005.2, XP_039310068.1	NP_651181.1
OG0002251	XP_011166456.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_011160788.1	NP_731500.1
OG0002253	XP_011175425.1	NP_001303378.1
OG0002254	XP_011164380.1	NP_523792.2
OG0002255	XP_011165744.1	NP_001246745.1
OG0002256	XP_039311687.1	NP_649582.1
OG0002257	XP_039307641.1, XP_011169054.1	NP_476866.1
OG0002258	XP_011166069.1	NP_610379.2
OG0002259	XP_011155740.1	NP_001247099.1
OG0002260	XP_039306971.1, XP_011166375.1	NP_649813.1
OG0002261	XP_039310259.1, XP_039310262.1	NP_651967.2
OG0002262	XP_011157515.1	NP_001097502.1
OG0002263	XP_011169458.1, XP_039311596.1	NP_001247310.1
OG0002264	XP_039306493.1, XP_039306495.1	NP_729301.1
OG0002265	XP_011166667.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_011158461.1	NP_609647.1
OG0002267	XP_025987064.1	NP_001287120.1
OG0002268	XP_039305179.1	NP_001260796.1
OG0002269	XP_025989022.1	NP_729528.2
OG0002270	XP_039311433.1	NP_001259717.1
OG0002271	XP_011164878.1	NP_647950.1
OG0002272	XP_011163161.1	NP_651622.2
OG0002273	XP_011172486.1	NP_609364.1
OG0002275	XP_011176129.1	NP_511166.2
OG0002276	XP_039306859.1, XP_011157335.2	NP_648179.3
OG0002277	XP_011155363.1, XP_011155362.1	NP_649473.1
OG0002278	XP_039307525.1	NP_733209.1
OG0002279	XP_011173528.2	NP_001097075.2
OG0002280	XP_011176272.1	NP_001027412.1
OG0002281	XP_025990088.2	NP_001188935.1
OG0002282	XP_011162638.2	NP_650055.1
OG0002283	XP_011160425.1	NP_001014583.1, NP_524394.2
OG0002284	XP_025991993.2, XP_025991995.1, XP_025991992.2	NP_731688.2
OG0002285	XP_011171369.1	NP_651667.1
OG0002286	XP_011164344.1	NP_788515.1
OG0002287	XP_039312623.1	NP_001246966.1
OG0002288	XP_011173551.1	NP_476929.1
OG0002289	XP_011167717.2	NP_001286047.1
OG0002290	XP_011169216.1	NP_001137877.1
OG0002291	XP_025994204.1, XP_011159204.1	NP_001262693.1
OG0002292	XP_011156448.1	NP_001286776.1
OG0002292	XP_011165575.1	NP_001137630.2
OG0002293	XP_011175461.1	NP_001369011.1
OG0002294	XP_011166813.3	NP_001287483.1, NP_001262939.1
OG0002295	XP_011175995.1	NP_001137978.1
OG0002296	XP_025988422.2	NP_001285877.1, NP_001097153.1
OG0002298	XP_011167338.2	NP_572488.1
OG0002299	XP_025986000.2	NP_001246631.1
OG0002302	XP_039302370.1, XP_039302371.1, XP_039302369.1	NP_001262366.1
OG0002303	XP_011169728.1	NP_001285976.1
OG0002304	XP_011173618.1	NP_729380.1
OG0002305	XP_025995641.1	NP_609505.1
OG0002306	XP_039307339.1, XP_025986214.1	NP_001097477.1
OG0002307	XP_025991265.1	NP_001247158.1
OG0002309	XP_039306672.1, XP_039306673.1, XP_025986385.1	NP_523369.2
OG0002310	XP_011169512.2	NP_650863.3
OG0002311	XP_011172405.2	NP_001284845.1, NP_001284844.1
OG0002312	XP_011157996.1	NP_610052.1
OG0002313	XP_011163004.1	NP_611636.1
OG0002314	XP_011159817.1	NP_611803.1
OG0002315	XP_039314146.1, XP_039314145.1	NP_001356923.1
OG0002317	XP_039303267.1, XP_025987104.2, XP_025987103.2, XP_025987102.2	NP_609965.1
OG0002318	XP_011170373.2	NP_651351.1
OG0002319	XP_011171942.1	NP_001287005.1, NP_524630.1
OG0002320	XP_011168230.1	NP_001259719.1
OG0002321	XP_039311651.1	NP_732964.1
OG0002322	XP_011171174.2	NP_001162651.1
OG0002323	XP_011173539.1	NP_649760.1
OG0002324	XP_011172067.1	NP_610722.2, NP_001260909.1
OG0002325	XP_011168036.1	NP_648482.3
OG0002326	XP_039312619.1	NP_569874.1
OG0002327	XP_011172833.1	NP_001285776.1
OG0002328	XP_011173541.1	NP_610273.1
OG0002329	XP_039305901.1	NP_731930.3
OG0002330	XP_011161431.1, XP_039309152.1	NP_001285729.1
OG0002331	XP_011173029.1	NP_001284830.1
OG0002332	XP_011173027.2	NP_001137802.1
OG0002333	XP_011173240.2, XP_039310884.1, XP_011173239.2, XP_039310886.1, XP_025994983.2, XP_025994984.2	NP_001285918.1
OG0002334	XP_039302404.1	NP_651249.2
OG0002335	XP_011162945.2, XP_025990439.2	NP_001262595.1
OG0002336	XP_025997422.1	NP_001285803.1
OG0002337	XP_025991747.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_011170368.1	NP_001036446.2
OG0002339	XP_011169578.1	NP_001188911.1
OG0002340	XP_011163759.1	NP_001245889.1
OG0002341	XP_025995697.1	NP_609968.3
OG0002342	XP_011159505.1	NP_001260601.1
OG0002343	XP_011157691.1	NP_650447.1
OG0002344	XP_011170212.1, XP_039314223.1	NP_001262835.1
