Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0000682	XP_011163525.2	XP_001661400.1
OG0000683	XP_039306229.1, XP_039306230.1	XP_021702418.1, XP_001660372.1
OG0000684	XP_039302424.1, XP_011157520.1, XP_011157521.1, XP_039302421.1	XP_001655660.2
OG0000685	XP_011166723.1	XP_001657170.1
OG0000686	XP_011167376.2, XP_011167375.2	XP_021694974.1, XP_021694975.1, XP_001662693.2
OG0000687	XP_011165090.1, XP_011165092.1	XP_001658306.1
OG0000688	XP_025991175.2, XP_011167177.2	XP_021696400.1, XP_021696406.1, XP_021696403.1, XP_021696404.1, XP_021696397.1, XP_021696398.1, XP_021696396.1, XP_021696401.1, XP_021712809.1, XP_021696402.1, XP_021696399.1
OG0000689	XP_025987790.1	XP_021701887.1, XP_021701877.1
OG0000690	XP_011163918.1	XP_021697881.1
OG0000691	XP_039314432.1, XP_011164381.1	XP_001652949.1, XP_021708670.1
OG0000692	XP_011161649.1	XP_021699881.1, XP_001647853.1
OG0000693	XP_025993002.1	XP_021703930.1
OG0000694	XP_011170811.1, XP_011170813.1	XP_021711757.1, XP_021700151.1, XP_021700150.1
OG0000695	XP_025987444.1, XP_025987443.1, XP_039310172.1, XP_039310173.1	XP_021696449.1, XP_001659185.1, XP_021696448.1
OG0000696	XP_011158557.1, XP_039308200.1, XP_039308201.1, XP_011158556.1	XP_021698610.1
OG0000697	XP_011167159.1	XP_021697048.1
OG0000698	XP_011159907.1, XP_011159915.1, XP_011159925.1	XP_001660145.2
OG0000699	XP_011161891.2	XP_021705831.1, XP_011493449.1, XP_021705843.1, XP_021705838.1, XP_021705837.1, XP_021705836.1, XP_021705834.1, XP_021705832.1, XP_021712528.1, XP_021712529.1, XP_021712530.1, XP_021712531.1, XP_021712537.1, XP_021712534.1, XP_021712535.1, XP_021712536.1, XP_021712533.1, XP_021712532.1, XP_021705833.1, XP_021705839.1, XP_021712527.1
OG0000700	XP_011157480.1, XP_025987956.1	XP_021708163.1
OG0000702	XP_039301963.1, XP_039303072.1, XP_039309387.1, XP_039310295.1, XP_039310294.1, XP_039304907.1, XP_039305421.1, XP_039306547.1, XP_039314765.1, XP_039309575.1, XP_039310681.1, XP_039306696.1, XP_039315324.1	XP_021707920.1
OG0000704	XP_025994168.1, XP_011161187.1	XP_001659588.2
OG0000705	XP_025988088.2	XP_001660454.1
OG0000706	XP_011168454.1	XP_021698840.1
OG0000707	XP_011166276.1, XP_039305379.1	XP_001657964.2, XP_001657967.2, XP_021712275.1, XP_001657968.2, XP_021712274.1, XP_001657965.2, XP_001657966.2
OG0000708	XP_039314227.1, XP_039314228.1	XP_001651499.3
OG0000709	XP_011175840.1, XP_011175841.1	XP_021703524.1
OG0000711	XP_011158311.2	XP_001655995.2
OG0000712	XP_025991504.1, XP_025991503.1	XP_001655222.1, XP_021712075.1
OG0000713	XP_011156494.2	XP_021707226.1
OG0000714	XP_025994772.1	XP_021694494.1
OG0000715	XP_011159153.2, XP_011159154.2	XP_021693271.1, XP_021693344.1
OG0000716	XP_011163912.2	XP_021697884.1
OG0000717	XP_011164323.1, XP_011164322.1, XP_011164321.1	XP_001653384.1, XP_021700632.1, XP_021700630.1, XP_021700631.1
OG0000718	XP_025992101.1	XP_021694581.1
OG0000719	XP_039304225.1, XP_039304226.1	XP_021703044.1
OG0000720	XP_039302434.1	XP_001654085.2
OG0000720	XP_039314720.1	XP_021703190.1
OG0000721	XP_025988246.1, XP_039305016.1, XP_039305030.1, XP_011167439.2, XP_011167438.2	XP_021700727.1, XP_021700759.1, XP_021700737.1, XP_021700754.1, XP_021700696.1, XP_021700704.1, XP_021700709.1, XP_021700732.1, XP_021700713.1, XP_021700748.1, XP_021700722.1, XP_021700742.1
OG0000722	XP_039314078.1, XP_011167944.1	XP_001653113.1, XP_021706329.1
OG0000723	XP_039305662.1, XP_039305658.1	XP_021694901.1, XP_021694900.1, XP_021694903.1, XP_021694902.1
OG0000724	XP_011170525.1, XP_011170523.1	XP_001648003.1
OG0000726	XP_011167998.2	XP_001656636.2, XP_001651236.2, XP_021698106.1, XP_021698105.1, XP_021698104.1, XP_021698103.1
OG0000727	XP_025986180.1	XP_021706362.1, XP_021706359.1, XP_021706358.1, XP_001652281.1, XP_021706361.1, XP_021706360.1, XP_021706363.1
OG0000728	XP_039312815.1, XP_039312814.1, XP_011169151.3, XP_039312816.1, XP_011168956.1, XP_011169150.1	XP_021707035.1, XP_001656976.1
OG0000729	XP_011168583.1	XP_001659718.2
OG0000730	XP_039314139.1, XP_039314140.1	XP_021699018.1
OG0000731	XP_039311188.1, XP_011167996.2	XP_021702680.1, XP_021702679.1, XP_021702677.1, XP_021702678.1, XP_021702675.1, XP_021702676.1
OG0000732	XP_039301972.1, XP_011162337.1, XP_011162336.1, XP_011162333.1, XP_011162334.1, XP_011162335.1	XP_021702963.1
OG0000736	XP_011157298.1	XP_011493105.1
OG0000737	XP_011162103.1	XP_001663804.1
OG0000738	XP_011173300.1	XP_001648063.1
OG0000738	XP_025995486.1, XP_039304747.1, XP_025995485.2, XP_025995484.2	XP_021707588.1
OG0000739	XP_025986669.1, XP_011158895.1	XP_001656497.1, XP_001656498.1
OG0000740	XP_011165468.1, XP_011165469.1, XP_011165467.1, XP_011165466.1	XP_001655652.1
OG0000741	XP_011176093.2	XP_001655538.2, XP_001660494.2
OG0000742	XP_039306568.1, XP_039306567.1	XP_001658195.1, XP_021706475.1, XP_001655778.2
OG0000743	XP_011176100.1, XP_011176099.1, XP_011176096.1, XP_011176097.1, XP_011176098.1	XP_021702827.1, XP_021702829.1, XP_021702828.1
OG0000744	XP_011163408.1	XP_021704321.1, XP_001658540.2, XP_021710964.1
OG0000745	XP_039312216.1, XP_039312218.1, XP_039312219.1, XP_025993584.1, XP_011159126.1, XP_011159127.1, XP_039312050.1, XP_039312217.1	XP_021709871.1, XP_021709872.1
OG0000746	XP_039301874.1, XP_025993870.1	XP_001662225.1
OG0000747	XP_025994764.1, XP_025994766.1, XP_025994765.1	XP_001648748.1
OG0000748	XP_025992939.2, XP_039311919.1	XP_001649806.1, XP_021710522.1, XP_021710524.1, XP_021710521.1, XP_001649780.1, XP_021710523.1
OG0000749	XP_011156808.3	XP_001658020.2, XP_021693932.1
OG0000750	XP_039308189.1, XP_011168047.1	XP_021697452.1, XP_021697454.1, XP_021697453.1, XP_021697456.1, XP_021697459.1, XP_021697460.1, XP_021697457.1, XP_021697458.1, XP_021697455.1
OG0000752	XP_011161185.1, XP_011161184.1	XP_021709991.1, XP_001658559.1
OG0000753	XP_011164714.1, XP_011164712.1, XP_011164713.1, XP_039314207.1	XP_021693406.1, XP_021693405.1, XP_021693404.1, XP_021693407.1, XP_021693408.1
OG0000754	XP_025994006.1, XP_039314803.1	XP_021693782.1
OG0000755	XP_011160539.1	XP_001649514.2
OG0000757	XP_011173081.1	XP_021701862.1, XP_021701864.1, XP_021701865.1, XP_021701860.1, XP_021701863.1, XP_021701861.1
OG0000758	XP_011163862.2, XP_011164604.1	XP_001660380.1
OG0000759	XP_025988751.1	XP_001651726.1, XP_001651725.1
OG0000760	XP_011162144.1, XP_011162146.1, XP_011162145.1	XP_001654546.2, XP_021693457.1, XP_021693459.1, XP_021693458.1
OG0000761	XP_025996446.1	XP_021703326.1, XP_021703325.1
OG0000762	XP_025987473.1	XP_021711578.1, XP_021711577.1, XP_021711579.1, XP_021711576.1
OG0000763	XP_039301895.1	XP_021701324.1
OG0000765	XP_011176280.1, XP_011176281.1	XP_001651346.2
OG0000766	XP_025988764.1, XP_039314286.1	XP_021693801.1, XP_021693804.1, XP_021693803.1
OG0000767	XP_011171183.1, XP_011171178.1	XP_021699700.1, XP_021699704.1
OG0000768	XP_011168953.1, XP_011168954.1	XP_001649142.1
OG0000769	XP_039302316.1	XP_021700883.1
OG0000770	XP_025991245.1, XP_039314063.1	XP_021705629.1
OG0000771	XP_025987164.1, XP_011158232.1, XP_025987165.1	XP_021695140.1, XP_021695138.1, XP_021695139.1, XP_021695136.1, XP_021695137.1, XP_021695133.1, XP_021695135.1, XP_021695132.1, XP_021695131.1, XP_001663841.2
OG0000772	XP_039313911.1, XP_039313913.1	XP_021711611.1
OG0000773	XP_025987110.1	XP_021710932.1, XP_021710938.1, XP_021710937.1, XP_021710936.1, XP_021710935.1, XP_021710934.1, XP_001653446.1
OG0000774	XP_011165924.1	XP_001662478.2
OG0000775	XP_011155960.1, XP_025987204.1	XP_001663177.1, XP_021709658.1
OG0000777	XP_025997179.1, XP_025997180.1, XP_011165269.1	XP_001653698.2, XP_021701199.1
OG0000778	XP_011164824.1	XP_001658605.1, XP_021697400.1, XP_021697401.1
OG0000779	XP_039308346.1, XP_039308351.1, XP_039308349.1, XP_039308355.1	XP_021693680.1, XP_021693679.1, XP_021693682.1, XP_021693681.1, XP_021693677.1
OG0000780	XP_011160559.1, XP_011160558.1, XP_025988495.1, XP_011160560.1, XP_025988494.1	XP_021698236.1, XP_021698235.1
OG0000781	XP_011159966.1	XP_021704575.1, XP_021704574.1, XP_021704576.1
OG0000782	XP_025991730.1, NP_001291540.1	XP_021705044.1
OG0000783	XP_011176408.1	XP_021711314.1, XP_021711312.1, XP_021711313.1
OG0000785	XP_039302168.1	XP_001648679.1, XP_001661611.2, XP_021697236.1, XP_021697237.1, XP_021697238.1, XP_021697239.1, XP_021697241.1
OG0000786	XP_011155618.2	XP_001649965.1
OG0000787	XP_011168695.1, XP_011168697.1, XP_011168696.1, XP_025988184.1, XP_011168698.1, XP_025988185.1	XP_001650234.1, XP_021693140.1
OG0000789	XP_011161800.1, XP_011161799.1, XP_011161803.1, XP_011161801.1	XP_021710561.1, XP_021710560.1, XP_001659460.1
OG0000790	XP_011159162.2	XP_021694745.1
OG0000791	XP_025994338.1, XP_025994339.1, XP_025994340.1, XP_025994341.1, XP_039313885.1, XP_011155738.1	XP_021711711.1
OG0000795	XP_011168338.1	XP_021701536.1
OG0000796	XP_011161421.1	XP_001652294.1
OG0000797	XP_011162370.1, XP_011162428.1	XP_001654818.1
OG0000798	XP_011165295.1	XP_001651286.2
OG0000799	XP_025989311.1, XP_039305768.1	XP_021703821.1, XP_001650264.1
OG0000800	XP_011160666.1, XP_011160664.1	XP_001654814.1, XP_001654518.1, XP_001654517.1, XP_021709313.1, XP_021709312.1, XP_001652729.1, XP_001652728.1, XP_021693345.1, XP_001648938.1
OG0000801	XP_025992851.1	XP_021700978.1
OG0000801	XP_011164184.2	XP_021694725.1
OG0000802	XP_025988488.1	XP_021696602.1, XP_021696601.1, XP_021696603.1, XP_021696600.1
OG0000803	XP_011155983.1	XP_021696207.1, XP_001651092.2
OG0000804	XP_039306726.1, XP_039306725.1, XP_011171429.1	XP_001648786.1
OG0000805	XP_025994786.1	XP_021694562.1
OG0000806	XP_011169594.1, XP_011169595.1, XP_011169597.1	XP_021699241.1
OG0000807	XP_011161813.1, XP_011161815.1, XP_011161814.1	XP_021708417.1
OG0000808	XP_025993559.1, XP_011160772.1	XP_001653176.2
OG0000809	XP_025990549.1, XP_039304796.1	XP_021711664.1, XP_021711648.1, XP_021711665.1
OG0000810	XP_039302094.1, XP_011162024.2, XP_011162023.2	XP_001663023.1
OG0000811	XP_011168281.1, XP_011168282.1	XP_021693898.1, XP_021693897.1, XP_021693896.1, XP_001650328.2
OG0000812	XP_011172218.1	XP_021712474.1, XP_001650653.2
OG0000813	XP_025994548.1, XP_039313899.1	XP_021710986.1, XP_021709626.1, XP_021701770.1, XP_021701765.1, XP_001652746.2
OG0000814	XP_011170174.1, XP_039315469.1	XP_021702253.1
OG0000815	XP_011159180.2, XP_011159181.1	XP_021697473.1, XP_021697483.1
OG0000816	XP_011160544.1	XP_021700413.1, XP_021700426.1, XP_021700424.1, XP_021700423.1, XP_021700422.1, XP_021700421.1, XP_021700420.1, XP_021700418.1, XP_021700419.1, XP_021700414.1, XP_021700415.1, XP_021700416.1, XP_021700411.1, XP_021700412.1, XP_021700417.1, XP_021700425.1
OG0000817	XP_025987139.1	XP_001662510.3, XP_021709841.1, XP_021709842.1
OG0000819	XP_039311826.1, XP_039311828.1	XP_021698532.1, XP_021698523.1
OG0000820	XP_039301687.1	XP_021708390.1
OG0000821	XP_025995382.1	XP_001654202.2
OG0000822	XP_025991295.2	XP_021693835.1, XP_021693834.1, XP_021693829.1, XP_021693833.1, XP_021693832.1, XP_021693831.1, XP_021693830.1
OG0000824	XP_025993701.2, XP_039305933.1	XP_021705882.1
OG0000825	XP_039306488.1, XP_039306489.1, XP_039307020.1, XP_011171356.2, XP_011171353.1, XP_025989843.2	XP_001661591.1, XP_001661590.1
OG0000826	XP_039304012.1, XP_011159412.1, XP_011159413.1, XP_011159411.1	XP_021705396.1, XP_001647887.1, XP_021705397.1
OG0000827	XP_039308960.1, XP_039308963.1	XP_021712431.1, XP_021696096.1
OG0000828	XP_039315579.1	XP_001648136.1, XP_021712398.1
OG0000829	XP_011162079.1, XP_011162078.1	XP_001658891.1
OG0000830	XP_011168523.1, XP_011168522.1, XP_011168521.1	XP_001659249.1
OG0000831	XP_039310174.1	XP_021709176.1, XP_021709173.1, XP_021709174.1, XP_021709175.1
OG0000832	XP_039308938.1	XP_021706142.1
OG0000833	XP_025988976.2, XP_025988982.2, XP_025988988.2	XP_021701250.1
OG0000835	XP_011164859.1	XP_001652709.2
OG0000836	XP_039308456.1, XP_039309069.1, XP_039312018.1, XP_039304647.1, XP_039304646.1	XP_021709808.1
OG0000837	XP_025991745.1, XP_025991746.1, XP_039308425.1	XP_021703515.1
OG0000838	XP_039307130.1	XP_021711771.1, XP_021711770.1, XP_021702877.1
OG0000839	XP_011164602.1	XP_001659467.2
OG0000840	XP_039314110.1	XP_001659498.2, XP_021709111.1
OG0000841	XP_025987401.1	XP_021698052.1, XP_021698051.1, XP_001658125.1, XP_001658124.1, XP_001658126.1, XP_001658123.1, XP_001654244.1, XP_001654245.2, XP_021713213.1
OG0000842	XP_039304445.1, XP_039304448.1	XP_021700554.1, XP_021701284.1, XP_021701285.1, XP_021701286.1, XP_001654876.1, XP_021701287.1
OG0000843	XP_039313882.1, XP_039313881.1, XP_039313883.1, XP_039313878.1, XP_039313880.1, XP_039313879.1	XP_021709907.1, XP_001660150.2, XP_021699938.1
OG0000844	XP_039310169.1	XP_021702806.1
OG0000849	XP_011156555.1, XP_011163639.1	XP_021706608.1, XP_001654857.1, XP_001654856.1
OG0000850	XP_011159981.1	XP_021700401.1, XP_021700402.1, XP_021700403.1
OG0000851	XP_011158376.1	XP_021707129.1
OG0000852	XP_025986713.2, XP_025986712.2, XP_011158922.2, XP_039305863.1, XP_039305862.1	XP_021708781.1
OG0000853	XP_039313865.1	XP_001660390.1
OG0000854	XP_011158684.1	XP_021703073.1, XP_021705114.1, XP_021705059.1, XP_021705001.1
OG0000855	XP_011176305.1	XP_021695372.1, XP_021695373.1
OG0000856	XP_011172010.2	XP_001663005.2
OG0000857	XP_011163622.1	XP_021712663.1, XP_001659917.1
OG0000858	XP_039309658.1	XP_011493174.1, XP_021704948.1
OG0000859	XP_011168368.1, XP_011168610.1, XP_011168692.1, XP_011168455.1	XP_021708245.1, XP_021708244.1, XP_021708243.1, XP_021708404.1
OG0000860	XP_039308843.1, XP_011168506.1	XP_001656757.2
OG0000861	XP_011158929.2	XP_021699033.1, XP_001654492.2, XP_021699032.1
OG0000863	XP_039302141.1	XP_021711806.1, XP_021711828.1, XP_021711821.1, XP_021711815.1
OG0000864	XP_039314769.1, XP_025988781.2	XP_001654191.2
OG0000865	XP_011169349.1, XP_011169329.1, XP_011169345.1	XP_021693445.1
OG0000867	XP_039309625.1	XP_021696900.1
OG0000868	XP_039310527.1, XP_025993438.1	XP_021708415.1
OG0000870	XP_039310472.1, XP_025996069.2	XP_021709637.1
OG0000871	XP_025986886.1	XP_021705667.1
OG0000872	XP_011175455.1, XP_011175453.1, XP_011175456.1, XP_011175452.1	XP_021701784.1, XP_021701794.1, XP_021701771.1, XP_021701766.1, XP_021701804.1, XP_021701779.1
OG0000873	XP_011176166.2	XP_001651410.1, XP_001651411.2, XP_021703510.1
OG0000875	XP_011164437.1, XP_039309316.1	XP_021696370.1, XP_021696368.1
OG0000876	XP_011158998.1, XP_011159005.1	XP_001661220.1, XP_021709052.1
OG0000877	XP_039311088.1, XP_011161480.1	XP_001659194.1
OG0000878	XP_025986289.1	XP_001647568.1
OG0000878	XP_011158559.1	XP_001660628.1
OG0000879	XP_025990421.1, XP_025990422.1	XP_021707480.1, XP_021704605.1
OG0000880	XP_011161203.1	XP_001652873.1, XP_021701656.1, XP_021701658.1, XP_021701657.1, XP_021701652.1
OG0000881	XP_011160040.2	XP_001661364.1
OG0000883	XP_039303708.1, XP_039303709.1, XP_039303706.1	XP_021708167.1, XP_021708166.1, XP_021708168.1, XP_021708169.1, XP_021708170.1
OG0000884	XP_039304041.1, XP_039304042.1, XP_039304043.1, XP_039315276.1, XP_039304390.1, XP_039304756.1, XP_039313970.1	XP_021705057.1, XP_021705058.1
OG0000885	XP_039315016.1	XP_001655440.2
OG0000886	XP_011172801.1, XP_011170327.1	XP_021709848.1
OG0000887	XP_039308747.1, XP_039308527.1	XP_001663800.2
OG0000888	XP_011175978.1	XP_021704185.1, XP_001653340.1, XP_001653339.1
OG0000890	XP_039314335.1	XP_021709688.1, XP_021709735.1, XP_021709693.1, XP_021709715.1, XP_021709702.1, XP_021709672.1, XP_021709725.1, XP_021709721.1, XP_021709747.1, XP_021709681.1, XP_021709731.1, XP_021709706.1, XP_021709759.1, XP_021709740.1, XP_021709752.1
OG0000892	XP_011164335.1	XP_021713340.1
OG0000894	XP_025986498.1	XP_021696518.1
OG0000895	XP_025990648.1	XP_021699140.1
OG0000896	XP_039311139.1	XP_021710162.1, XP_021703460.1, XP_021703463.1, XP_021703461.1
OG0000897	XP_011158516.1	XP_001662174.2
OG0000899	XP_039313083.1	XP_021707713.1
OG0000900	XP_011171987.1	XP_001659953.1, XP_001659954.2, XP_021697143.1, XP_021697141.1, XP_021697142.1, XP_021697140.1, XP_001660178.2, XP_001659951.1
OG0000901	XP_025986962.1	XP_021702705.1
OG0000903	XP_011158890.2	XP_021706437.1, XP_021706438.1, XP_021706439.1
OG0000905	XP_011165800.2, XP_011165794.1, XP_011165795.1, XP_011165796.1, XP_011165797.1	XP_001648294.1, XP_021705206.1
OG0000906	XP_039313466.1	XP_001654884.2
OG0000906	XP_039306787.1	XP_021699355.1
OG0000907	XP_039315588.1, XP_025985839.1, XP_025985841.1	XP_001656196.1, XP_021705497.1, XP_021705495.1, XP_021705498.1, XP_021705496.1, XP_001656198.1, XP_001655129.2, XP_001656194.1, XP_001656193.1, XP_021705499.1, XP_001658308.1, XP_021700208.1
OG0000908	XP_011160553.2, XP_011160554.2	XP_021698245.1, XP_021698243.1, XP_021698246.1, XP_001662247.2
OG0000909	XP_039308150.1	XP_011493717.1
OG0000910	XP_011164763.2	XP_021699295.1, XP_021699294.1, XP_021696190.1, XP_021696195.1, XP_021696193.1, XP_021696194.1
OG0000911	XP_025993971.2, XP_025993970.2, XP_025993966.2	XP_021696334.1, XP_021711908.1
OG0000912	XP_011169376.1	XP_021705223.1
OG0000914	XP_039308448.1, XP_039308446.1, XP_039308447.1	XP_021695121.1, XP_021695120.1
OG0000915	XP_025987634.1	XP_021703472.1, XP_011493087.1, XP_011493088.2
OG0000916	XP_025995363.1	XP_021700530.1
OG0000917	XP_011165923.1	XP_021712600.1, XP_001651262.1
OG0000918	XP_011157236.1	XP_021696791.1, XP_001651544.1, XP_001651406.2, XP_001652677.1
OG0000919	XP_025988014.1	XP_001650507.1
OG0000920	XP_011165873.1	XP_001659681.1
OG0000921	XP_011165106.1, XP_011165105.1	XP_001661823.1
OG0000922	XP_011171960.2	XP_001657891.1
OG0000923	XP_039306250.1, XP_039306253.1	XP_021697826.1
OG0000924	XP_011155993.1	XP_001660574.2, XP_021697628.1, XP_021697623.1, XP_021697622.1, XP_021697627.1, XP_021697626.1, XP_021697625.1, XP_021697624.1
OG0000925	XP_011168106.1, XP_025992349.1	XP_021710049.1, XP_021710050.1
OG0000927	XP_011172154.1	XP_001657339.1, XP_021706325.1, XP_021712812.1, XP_011493775.1, XP_021706322.1, XP_021706327.1
OG0000928	XP_011160605.3	XP_021707077.1, XP_021707078.1, XP_021707081.1, XP_021707082.1, XP_021707079.1, XP_021707080.1, XP_021707089.1, XP_021707085.1, XP_021707086.1, XP_021707087.1, XP_021707088.1, XP_021707084.1, XP_021707083.1
OG0000929	XP_011169685.1	XP_001663815.1
OG0000929	XP_011169682.1	XP_021698871.1
OG0000930	XP_039309672.1, XP_039305396.1	XP_021699375.1
OG0000931	XP_011166210.2	XP_021695975.1
OG0000932	XP_011170039.1	XP_001656538.2, XP_021712586.1, XP_021711315.1, XP_021712583.1, XP_021712584.1
OG0000933	XP_011171324.1	XP_001655641.2, XP_001649752.1
OG0000934	XP_039304912.1, XP_039304911.1	XP_021698591.1, XP_021698590.1, XP_001653285.1
OG0000935	XP_011164079.1	XP_021694721.1, XP_021694722.1, XP_021694961.1, XP_001657072.2, XP_001656050.2, XP_021702748.1
OG0000936	XP_011173270.1, XP_011173276.1	XP_021699967.1
OG0000937	XP_039307703.1, XP_039307702.1	XP_001661565.1
OG0000938	XP_025989696.1	XP_021706045.1
OG0000940	XP_039315264.1, XP_039313805.1, XP_039303011.1, XP_039315268.1, XP_025996899.1, XP_039303545.1, XP_039308855.1, XP_039315388.1, XP_039315389.1, XP_039315382.1, XP_039307478.1, XP_039309734.1, XP_039315487.1, XP_039315424.1, XP_039315426.1, XP_025985770.2, XP_039315421.1, XP_039314963.1, XP_039314959.1, XP_039314960.1, XP_039304846.1, XP_039304843.1, XP_039315420.1, XP_039308450.1	XP_021704005.1
OG0000941	XP_011164512.2	XP_021710750.1
OG0000942	XP_011169617.2	XP_001661801.1
OG0000942	XP_011156703.1, XP_039314337.1, XP_039314336.1	XP_021705490.1, XP_021705489.1, XP_021705488.1, XP_021705491.1, XP_021705493.1, XP_021705492.1
OG0000943	XP_011166146.1, XP_025988490.1	XP_001649963.1
OG0000944	XP_025996268.1	XP_021708364.1, XP_001656408.1
OG0000945	XP_011160565.1, XP_011160563.1, XP_039303714.1	XP_001656804.2, XP_021710330.1, XP_021710331.1, XP_021710333.1, XP_021710332.1
OG0000946	XP_011165533.2, XP_011161547.1	XP_001649593.2
OG0000947	XP_039314950.1	XP_021693086.1, XP_021693089.1
OG0000948	XP_011172825.1	XP_001661146.1
OG0000949	XP_039303762.1, XP_011158334.2, XP_011173491.1, XP_039313318.1, XP_039313322.1, XP_039314435.1	XP_001652261.2
OG0000950	XP_011166764.1	XP_001659287.1, XP_021702711.1
OG0000951	XP_039301861.1, XP_011158539.1	XP_011493172.2, XP_021699239.1
OG0000952	XP_039310385.1	XP_001650545.1, XP_021710285.1, XP_021710288.1, XP_021710289.1, XP_021710286.1
OG0000953	XP_025989139.1, XP_011155835.2	XP_001657436.1, XP_001652560.2, XP_001661851.1, XP_021705875.1, XP_021705874.1
OG0000954	XP_039301987.1, XP_011166808.2	XP_021706595.1
OG0000955	XP_011162740.2	XP_021708583.1, XP_021705459.1, XP_021706039.1, XP_001648122.2
OG0000957	XP_011168741.1, XP_039312334.1	XP_021704110.1
OG0000958	XP_011162112.1	XP_021705705.1, XP_021705704.1
OG0000959	XP_039308943.1	XP_021701483.1
OG0000960	XP_011167205.2	XP_001660868.1
OG0000960	XP_039307029.1	XP_021697034.1
OG0000961	XP_011156839.1	XP_021709272.1
OG0000962	XP_025991221.1, XP_025991228.1	XP_021695937.1, XP_021695945.1
OG0000963	XP_025991764.1, XP_025991763.1	XP_021709029.1
