Orthogroup	Osmia_lignaria	Anopheles_gambiae
OG0001312	XP_034185694.1, XP_034185693.1, XP_034185695.1, XP_034185696.1, XP_034185692.1	XP_317732.2
OG0001314	XP_034191270.1, XP_034191265.1	XP_316418.4
OG0001315	XP_034179981.1	XP_001688741.1, XP_315896.4
OG0001316	XP_034172834.1, XP_034172832.1, XP_034172833.1	XP_308707.4
OG0001317	XP_034173980.1	XP_316638.4
OG0001318	XP_034184023.1, XP_034184024.1	XP_319761.3
OG0001320	XP_034191089.1	XP_320705.4
OG0001322	XP_034177182.1, XP_034177181.1	XP_313611.5, XP_003436787.1
OG0001328	XP_034189487.1	XP_321026.4
OG0001329	XP_034181173.1	XP_308396.4
OG0001330	XP_034187420.1	XP_320278.2
OG0001331	XP_034184785.1, XP_034194104.1, XP_034194105.1	XP_310307.5, XP_003436600.1
OG0001332	XP_034190845.1	XP_308202.3
OG0001333	XP_034172655.1, XP_034172647.1	XP_312171.3
OG0001334	XP_034178816.1	XP_555006.1, XP_001238801.1
OG0001335	XP_034183702.1, XP_034183699.1	XP_316939.3
OG0001336	XP_034176056.1, XP_034176057.1	XP_310039.4
OG0001337	XP_034175610.1, XP_034175608.1, XP_034175609.1, XP_034175607.1, XP_034175606.1	XP_313722.3
OG0001338	XP_034174959.1	XP_316877.5
OG0001339	XP_034182822.1	XP_310597.2
OG0001340	XP_034187730.1	XP_551371.1, XP_003435845.1, XP_003435844.1
OG0001341	XP_034183403.1	XP_320076.4
OG0001342	XP_034171540.1	XP_320130.3
OG0001343	XP_034192116.1, XP_034191468.1	XP_308170.4
OG0001344	XP_034184437.1	XP_314163.4
OG0001345	XP_034192767.1	XP_315997.4
OG0001346	XP_034188753.1, XP_034188757.1	XP_322022.5
OG0001347	XP_034188460.1, XP_034188458.1, XP_034188459.1	XP_001687935.1, XP_001687938.1
OG0001348	XP_034190246.1, XP_034190247.1	XP_321887.4
OG0001349	XP_034193848.1	XP_003436725.1, XP_003436724.1, XP_003436723.1
OG0001350	XP_034178870.1	XP_001230796.3
OG0001351	XP_034179763.1, XP_034179762.1	XP_321338.3
OG0001352	XP_034183228.1, XP_034183229.1	XP_003436441.1, XP_553315.4
OG0001353	XP_034187833.1	XP_001238315.2
OG0001354	XP_034177470.1, XP_034177472.1, XP_034177467.1, XP_034177468.1, XP_034177471.1	XP_315356.3
OG0001355	XP_034177943.1, XP_034177936.1	XP_313397.5
OG0001356	XP_034191655.1	XP_315694.1
OG0001357	XP_034179148.1	XP_557821.3
OG0001359	XP_034186799.1	XP_308864.3, XP_003437100.1, XP_003437099.1, XP_311336.3
OG0001362	XP_034176998.1, XP_034176999.1	XP_310355.6
OG0001363	XP_034188598.1, XP_034195749.1	XP_003437112.1, XP_316789.3
OG0001364	XP_034187398.1	XP_310270.2
OG0001365	XP_034175952.1, XP_034175953.1	XP_317619.4
OG0001368	XP_034184059.1, XP_034184060.1, XP_034184061.1	XP_312656.5
OG0001369	XP_034175588.1	XP_308535.4
OG0001370	XP_034193190.1, XP_034193188.1	XP_319250.4
OG0001371	XP_034196311.1	XP_316138.4
OG0001372	XP_034192857.1, XP_034192835.1	XP_316026.3
OG0001373	XP_034176481.1, XP_034176482.1, XP_034176479.1, XP_034176480.1	XP_003437187.1, XP_318273.4
OG0001374	XP_034191781.1	XP_314564.3
OG0001375	XP_034187770.1	XP_316578.4, XP_001237835.2, XP_316574.4
OG0001376	XP_034191950.1	XP_003437121.1
OG0001377	XP_034192394.1, XP_034192393.1, XP_034192395.1, XP_034192396.1	XP_312215.3
OG0001378	XP_034177076.1	XP_320419.3
OG0001379	XP_034178600.1	XP_319268.2
OG0001380	XP_034182516.1	XP_307876.4
OG0001381	XP_034196052.1, XP_034196051.1	XP_316621.3, XP_001688925.1
OG0001382	XP_034171029.1	XP_319318.3
OG0001383	XP_034192238.1, XP_034192239.1	XP_316646.4
OG0001384	XP_034175535.1, XP_034175533.1, XP_034175534.1	XP_320637.3
OG0001385	XP_034192956.1, XP_034192957.1	XP_314364.3
OG0001386	XP_034177837.1, XP_034177838.1	XP_314061.4
OG0001387	XP_034192913.1	XP_319589.4
OG0001388	XP_034176109.1	XP_321258.5, XP_003435949.1
OG0001389	XP_034185820.1	XP_309533.4, XP_001688850.1, XP_316369.3
OG0001390	XP_034178304.1, XP_034178305.1	XP_319294.4
OG0001391	XP_034183735.1, XP_034183733.1, XP_034183734.1	XP_316352.3
OG0001393	XP_034184917.1, XP_034184906.1, XP_034184926.1	XP_316059.4
OG0001394	XP_034181001.1	XP_311608.4
OG0001395	XP_034178066.1	XP_308628.5
OG0001396	XP_034172693.1, XP_034172692.1	XP_319240.5
OG0001397	XP_034184057.1	XP_313548.1, XP_003436890.1
OG0001398	XP_034194363.1	XP_310956.5, XP_003436931.1, XP_003436932.1
OG0001399	XP_034173358.1, XP_034173359.1	XP_001230873.3, XP_313089.4
OG0001400	XP_034195108.1, XP_034195109.1	XP_317549.3, XP_317551.4, XP_317550.3
OG0001401	XP_034193789.1, XP_034193786.1, XP_034193787.1, XP_034193790.1, XP_034193788.1	XP_315885.2
OG0001402	XP_034186095.1	XP_316681.4
OG0001403	XP_034184198.1, XP_034184197.1	XP_003436814.1, XP_313732.5
OG0001404	XP_034174940.1	XP_317751.3
OG0001405	XP_034179115.1, XP_034179121.1, XP_034179117.1, XP_034179120.1, XP_034179119.1, XP_034179116.1, XP_034179122.1, XP_034179125.1, XP_034179124.1, XP_034179123.1, XP_034179114.1	XP_321345.3, XP_321346.4
OG0001406	XP_034173721.1, XP_034173720.1, XP_034173719.1	XP_313862.4
OG0001407	XP_034182134.1, XP_034182095.1	XP_320518.4
OG0001408	XP_034193248.1, XP_034193252.1, XP_034193247.1, XP_034193246.1, XP_034193253.1, XP_034193254.1, XP_034193242.1, XP_034193251.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193245.1, XP_034193244.1, XP_034193239.1, XP_034193249.1	XP_003437018.1, XP_565822.3
OG0001409	XP_034183709.1, XP_034183705.1, XP_034183712.1	XP_001688370.2
OG0001410	XP_034195090.1	XP_314486.1
OG0001413	XP_034192455.1	XP_311009.5
OG0001414	XP_034193134.1, XP_034193143.1, XP_034193150.1, XP_034193124.1, XP_034193156.1	XP_317350.4
OG0001415	XP_034173569.1	XP_001688819.1, XP_316253.4
OG0001416	XP_034195684.1	XP_317647.4, XP_555667.3
OG0001417	XP_034176053.1, XP_034176054.1	XP_308151.4
OG0001418	XP_034181640.1	XP_314941.3
OG0001419	XP_034195621.1, XP_034195631.1	XP_001688271.1, XP_310221.4
OG0001420	XP_034171601.1, XP_034171602.1, XP_034171603.1	XP_321838.4, XP_001688621.2
OG0001421	XP_034195446.1, XP_034195447.1	XP_551368.4
OG0001422	XP_034184246.1	XP_315120.4, XP_307270.4, XP_307269.4, XP_315119.4
OG0001423	XP_034173544.1, XP_034173543.1, XP_034173541.1, XP_034173542.1	XP_001687887.1
OG0001424	XP_034176626.1	XP_307921.4
OG0001425	XP_034172250.1	XP_565883.4
OG0001426	XP_034178010.1	XP_319732.4
OG0001427	XP_034194215.1	XP_320403.3
OG0001428	XP_034177324.1	XP_314678.2
OG0001429	XP_034186333.1	XP_317285.4
OG0001430	XP_034193880.1	XP_320982.5
OG0001432	XP_034187182.1	XP_320633.4
OG0001434	XP_034196636.1	XP_307894.5, XP_003436082.1
OG0001436	XP_034192020.1, XP_034192021.1, XP_034192022.1	XP_316604.4, XP_001688913.1, XP_001688912.1
OG0001437	XP_034183216.1, XP_034183215.1, XP_034183214.1, XP_034183219.1, XP_034183218.1	XP_319485.2
OG0001438	XP_034190820.1, XP_034190825.1	XP_311976.5, XP_003436313.1
OG0001439	XP_034193189.1, XP_034193169.1, XP_034193179.1	XP_001688176.1
OG0001440	XP_034188593.1, XP_034188594.1, XP_034188591.1	XP_320189.4
OG0001441	XP_034190303.1, XP_034190307.1	XP_311372.4
OG0001442	XP_034176116.1	XP_307936.4
OG0001443	XP_034188686.1, XP_034188687.1	XP_321956.5
OG0001444	XP_034177854.1	XP_321723.5
OG0001445	XP_034177897.1	XP_312030.5
OG0001446	XP_034186058.1	XP_318394.5, XP_003436668.1, XP_003436666.1, XP_003436667.1
OG0001453	XP_034180206.1	XP_310188.3
OG0001455	XP_034185177.1	XP_314502.4, XP_314504.3
OG0001456	XP_034172056.1	XP_320465.2
OG0001457	XP_034184077.1, XP_034184078.1, XP_034184079.1	XP_311700.3
OG0001458	XP_034191558.1	XP_320742.3
OG0001459	XP_034175342.1	XP_308453.3
OG0001460	XP_034170884.1	XP_313156.2
OG0001461	XP_034192616.1, XP_034192617.1	XP_321733.4
OG0001462	XP_034196153.1, XP_034196154.1	XP_003436675.1, XP_318432.4
OG0001463	XP_034190681.1	XP_309942.4
OG0001464	XP_034196022.1	XP_318672.4, XP_321135.5
OG0001465	XP_034171010.1	XP_311607.2
OG0001466	XP_034191925.1, XP_034196338.1	XP_312403.4
OG0001467	XP_034175936.1, XP_034179294.1, XP_034176791.1, XP_034177633.1, XP_034178483.1	XP_554016.3
OG0001468	XP_034189050.1, XP_034188926.1	XP_317127.3
OG0001469	XP_034176302.1	XP_311746.4
OG0001470	XP_034183067.1	XP_001230998.1, XP_001230999.1, XP_316361.2
OG0001471	XP_034182426.1	XP_314721.3
OG0001472	XP_034181981.1	XP_319592.3, XP_316821.4
OG0001473	XP_034189107.1, XP_034189106.1, XP_034189108.1, XP_034189110.1, XP_034189109.1	XP_557363.3
OG0001474	XP_034189816.1	XP_312327.5
OG0001477	XP_034189643.1	XP_557954.2
OG0001478	XP_034175202.1, XP_034175211.1	XP_311138.3
OG0001479	XP_034175520.1	XP_315576.4
OG0001480	XP_034173889.1	XP_551238.2
OG0001481	XP_034185440.1	XP_559127.3
OG0001482	XP_034186998.1	XP_003436902.1
OG0001483	XP_034187252.1	XP_001237195.3
OG0001484	XP_034191551.1, XP_034191550.1	XP_313559.5, XP_003436773.1, XP_551109.3
OG0001485	XP_034186519.1	XP_557938.3
OG0001486	XP_034176682.1, XP_034176680.1	XP_308949.4
OG0001487	XP_034183431.1	XP_314027.4
OG0001488	XP_034195946.1	XP_309709.4
OG0001489	XP_034179074.1	XP_308327.4, XP_001687895.1
OG0001490	XP_034176960.1	XP_311001.5
OG0001492	XP_034186910.1	XP_311683.4
OG0001493	XP_034185995.1	XP_001237650.2, XP_001237649.2
OG0001494	XP_034191318.1	XP_308673.4
OG0001495	XP_034174793.1	XP_001237569.1
OG0001496	XP_034192377.1	XP_308382.3, XP_003437212.1
OG0001497	XP_034193387.1, XP_034193385.1, XP_034193386.1	XP_309507.4
OG0001498	XP_034190065.1, XP_034190067.1	XP_315666.4
OG0001499	XP_034177671.1	XP_562960.3
OG0001500	XP_034183987.1	XP_307953.2
OG0001501	XP_034195944.1, XP_034195954.1	XP_315768.3, XP_556409.3
OG0001502	XP_034195654.1, XP_034195723.1, XP_034195661.1, XP_034195645.1, XP_034195670.1, XP_034195691.1, XP_034195702.1, XP_034195681.1, XP_034195713.1, XP_034195636.1	XP_315785.4
OG0001503	XP_034193077.1	XP_318862.3
OG0001504	XP_034188489.1	XP_316013.4
OG0001505	XP_034177466.1	XP_321148.5
OG0001507	XP_034178888.1, XP_034178887.1	XP_313800.4
OG0001508	XP_034173898.1, XP_034173896.1	XP_310944.5
OG0001509	XP_034185686.1, XP_034185685.1	XP_558145.3
OG0001510	XP_034175743.1, XP_034176259.1	XP_313379.5
OG0001511	XP_034172851.1	XP_315679.3, XP_306983.4, XP_556304.2, XP_001230355.2, XP_315675.3
OG0001512	XP_034187926.1	XP_321940.4, XP_003435777.1
OG0001513	XP_034176400.1	XP_001687829.2
OG0001514	XP_034175632.1, XP_034175631.1	XP_321808.4
OG0001515	XP_034174960.1	XP_316960.4
OG0001517	XP_034186559.1	XP_311715.3, XP_003436478.1, XP_003436479.1
OG0001518	XP_034182092.1, XP_034182091.1	XP_319785.4
OG0001519	XP_034176663.1	XP_564767.3
OG0001520	XP_034170975.1	XP_321797.4
OG0001522	XP_034194411.1	XP_318144.4
OG0001523	XP_034193531.1, XP_034193530.1, XP_034193529.1, XP_034193527.1	XP_313879.4
OG0001524	XP_034188338.1	XP_309210.4
OG0001525	XP_034193512.1, XP_034193514.1, XP_034193513.1	XP_313327.4
OG0001526	XP_034185127.1	XP_558644.3, XP_001230984.2
OG0001527	XP_034186561.1, XP_034186469.1	XP_003436816.1, XP_313742.4
OG0001529	XP_034194471.1	XP_310236.3, XP_307879.4
OG0001530	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1	XP_308434.3
OG0001531	XP_034176936.1	XP_320985.2
OG0001532	XP_034181167.1, XP_034181163.1, XP_034181168.1	XP_318096.4
OG0001533	XP_034191939.1	XP_315707.4
OG0001534	XP_034191289.1, XP_034191290.1, XP_034191288.1, XP_034191292.1, XP_034191291.1	XP_003435886.1, XP_321515.4
OG0001535	XP_034170946.1	XP_318386.5
OG0001536	XP_034171019.1, XP_034170963.1	XP_308789.4, XP_556808.3, XP_001688789.1
OG0001537	XP_034183326.1	XP_320593.4, XP_317447.4
OG0001538	XP_034196385.1	XP_001687839.2
OG0001539	XP_034177999.1	XP_318061.4
OG0001540	XP_034173018.1	XP_315568.3, XP_001688680.1, XP_001688679.1
OG0001541	XP_034177469.1	XP_308645.4
OG0001542	XP_034173767.1, XP_034173765.1	XP_317569.4
OG0001543	XP_034192289.1	XP_003436971.1
OG0001545	XP_034181991.1, XP_034182093.1, XP_034188450.1	XP_318635.3
OG0001546	XP_034177866.1	XP_312041.5
OG0001547	XP_034186431.1, XP_034186436.1	XP_308339.4
OG0001548	XP_034181939.1, XP_034181934.1, XP_034181938.1	XP_001231112.2, XP_001231113.2, XP_001231111.2, XP_001231110.2
OG0001551	XP_034175250.1	XP_001688523.1, XP_314100.4
OG0001552	XP_034171982.1, XP_034171977.1	XP_318541.4
OG0001553	XP_034171753.1	XP_313022.3
OG0001554	XP_034183078.1, XP_034183070.1	XP_001688023.1, XP_001688025.1
OG0001555	XP_034192618.1	XP_320393.4
OG0001556	XP_034177956.1	XP_308925.4
OG0001557	XP_034175797.1	XP_318856.3
OG0001558	XP_034190422.1	XP_310248.7, XP_316659.3
OG0001559	XP_034181077.1, XP_034181078.1, XP_034181076.1, XP_034181080.1, XP_034181079.1	XP_321922.5
OG0001560	XP_034173220.1	XP_307067.3, XP_319478.3, XP_307611.3, XP_319481.3, XP_001238163.1
OG0001561	XP_034193887.1, XP_034193886.1, XP_034193888.1, XP_034193890.1, XP_034193889.1	XP_313778.5
OG0001562	XP_034185884.1, XP_034185806.1	XP_001688616.1, XP_001688617.1
OG0001563	XP_034193791.1, XP_034193793.1	XP_552478.2
OG0001565	XP_034183551.1	XP_308594.4
OG0001567	XP_034189867.1, XP_034189876.1	XP_552509.3
OG0001568	XP_034176881.1, XP_034176880.1	XP_312875.5
OG0001569	XP_034192018.1, XP_034192019.1	XP_308701.2
OG0001570	XP_034175949.1, XP_034175951.1, XP_034175950.1	XP_001237154.2
OG0001571	XP_034178369.1	XP_319421.4
OG0001572	XP_034179270.1	XP_321888.3, XP_003435792.1, XP_003435793.1
OG0001575	XP_034184289.1	XP_317568.3
OG0001576	XP_034182764.1	XP_553723.1
OG0001577	XP_034181816.1	XP_310528.5
OG0001579	XP_034183763.1, XP_034183762.1	XP_316180.4
OG0001580	XP_034190635.1	XP_001231055.3, XP_003437188.1, XP_003437189.1
OG0001581	XP_034183698.1	XP_317108.3
OG0001582	XP_034188520.1, XP_034188519.1	XP_313138.5
OG0001583	XP_034193810.1	XP_563637.3
OG0001584	XP_034173083.1, XP_034173087.1	XP_311327.5
OG0001585	XP_034195987.1	XP_316571.4, XP_001237834.2
OG0001586	XP_034189101.1	XP_312095.5
OG0001587	XP_034180070.1	XP_308295.3
OG0001588	XP_034176393.1	XP_312218.5
OG0001589	XP_034176915.1, XP_034176917.1, XP_034176914.1, XP_034176918.1	XP_308241.3, XP_311195.5
OG0001590	XP_034183406.1	XP_312916.5, XP_003436238.1, XP_001237434.2, XP_312156.3, XP_563375.3, XP_003436237.1, XP_312155.4, XP_309133.5, XP_311060.5, XP_311061.5
OG0001591	XP_034176545.1	XP_317090.2
OG0001592	XP_034173137.1	XP_317552.4
OG0001593	XP_034179291.1	XP_307791.5
OG0001594	XP_034195834.1	XP_003436556.1, XP_001688443.2
OG0001595	XP_034195489.1	XP_001688026.1
OG0001596	XP_034194107.1, XP_034194106.1, XP_034194108.1	XP_313347.3
OG0001598	XP_034173905.1	XP_003436740.1, XP_003436741.1, XP_313104.2
OG0001599	XP_034189331.1	XP_001689120.2
OG0001600	XP_034180779.1, XP_034180759.1, XP_034180770.1, XP_034180788.1	XP_315510.4
OG0001601	XP_034172790.1, XP_034172794.1, XP_034172775.1, XP_034172791.1, XP_034172796.1	XP_309586.5
OG0001602	XP_034192717.1	XP_307192.4, XP_313852.5
OG0001604	XP_034186738.1, XP_034186783.1	XP_314263.5
OG0001605	XP_034187808.1	XP_003437084.1
OG0001606	XP_034186979.1	XP_001689072.1
OG0001607	XP_034187462.1	XP_001689143.1
OG0001608	XP_034175828.1	XP_319419.4
OG0001609	XP_034172296.1, XP_034172297.1	XP_321659.5
OG0001614	XP_034185169.1, XP_034185158.1	XP_560351.3, XP_003436655.1
OG0001615	XP_034181565.1, XP_034181567.1, XP_034181566.1	XP_311852.2, XP_003436358.1, XP_003436357.1
OG0001616	XP_034175169.1	XP_320422.3, XP_309574.1
OG0001617	XP_034196519.1	XP_322024.4
OG0001619	XP_034176362.1	XP_321321.5
OG0001620	XP_034184874.1, XP_034184873.1	XP_319591.2
OG0001623	XP_034174719.1	XP_312663.4
OG0001624	XP_034190781.1	XP_555021.3
OG0001625	XP_034190242.1	XP_315994.4
OG0001626	XP_034186148.1	XP_309502.3, XP_564374.3
OG0001627	XP_034188236.1	XP_320536.3
OG0001629	XP_034186840.1	XP_314557.3
OG0001630	XP_034189488.1	XP_001688837.1, XP_001688836.1, XP_001688838.1, XP_316326.4
OG0001631	XP_034175668.1, XP_034175667.1	XP_310839.5
OG0001633	XP_034178275.1	XP_314323.3
OG0001634	XP_034183094.1, XP_034183093.1, XP_034183096.1	XP_001230888.3
OG0001636	XP_034171648.1, XP_034171647.1, XP_034171634.1	XP_003437190.1, XP_315309.4, XP_003437193.1, XP_003437194.1, XP_001688627.1, XP_001688628.1, XP_003437192.1, XP_003437191.1
OG0001637	XP_034186303.1	XP_316947.3
OG0001638	XP_034183007.1	XP_320601.4
OG0001639	XP_034180776.1, XP_034180777.1	XP_311186.5
OG0001640	XP_034194872.1	XP_554103.3
OG0001641	XP_034176839.1	XP_320141.4, XP_311577.4, XP_320549.4
OG0001642	XP_034171631.1, XP_034171630.1	XP_320480.3
OG0001644	XP_034185545.1	XP_322002.5, XP_321919.5
OG0001645	XP_034185350.1	XP_320998.5
OG0001646	XP_034174614.1	XP_319692.3
OG0001647	XP_034180184.1	XP_310671.5
OG0001648	XP_034172958.1, XP_034172955.1, XP_034172957.1, XP_034172959.1, XP_034172960.1	XP_310884.2
OG0001649	XP_034173439.1	XP_315051.4
OG0001650	XP_034191719.1, XP_034191717.1, XP_034191718.1	XP_557360.3
OG0001651	XP_034175140.1	XP_003437027.1
OG0001652	XP_034181197.1	XP_322051.4, XP_003435750.1, XP_003435751.1
OG0001653	XP_034189073.1, XP_034189072.1	XP_320653.4
OG0001654	XP_034183183.1, XP_034183184.1, XP_034183185.1	XP_316322.4
OG0001655	XP_034172908.1	XP_317107.3
OG0001656	XP_034189347.1, XP_034189348.1, XP_034189346.1, XP_034189345.1, XP_034189351.1, XP_034189344.1, XP_034189350.1	XP_320117.3
OG0001657	XP_034179129.1, XP_034179135.1	XP_309717.4
OG0001658	XP_034174459.1	XP_314661.3
OG0001659	XP_034193729.1	XP_562889.4
OG0001660	XP_034195959.1	XP_001230361.2, XP_309701.3
OG0001662	XP_034193742.1	XP_001688561.1, XP_314339.4
OG0001663	XP_034189821.1	XP_312168.5
OG0001664	XP_034177352.1	XP_321343.4
OG0001665	XP_034176588.1	XP_003436860.1, XP_003436866.1, XP_003436867.1, XP_003436863.1, XP_003436864.1, XP_003436865.1, XP_003436861.1, XP_315232.3
OG0001666	XP_034172970.1, XP_034172968.1	XP_001687855.1
OG0001667	XP_034177698.1, XP_034177697.1	XP_308664.3
OG0001669	XP_034187750.1	XP_318809.4
OG0001670	XP_034171597.1	XP_310718.5
OG0001671	XP_034183740.1	XP_001689406.1
OG0001672	XP_034186835.1	XP_318539.2
OG0001673	XP_034172570.1, XP_034172571.1, XP_034172569.1, XP_034172568.1	XP_317141.3
OG0001674	XP_034173371.1	XP_317052.4
OG0001675	XP_034191504.1	XP_316722.3, XP_001688955.1, XP_001688954.1
OG0001676	XP_034172715.1	XP_563676.2
OG0001677	XP_034195937.1	XP_311928.3
OG0001678	XP_034187292.1, XP_034187302.1, XP_034187313.1	XP_313618.5
OG0001679	XP_034176407.1, XP_034176406.1	XP_311576.3
OG0001680	XP_034190890.1, XP_034190891.1	XP_318947.2
OG0001681	XP_034178076.1	XP_024667092.1
OG0001682	XP_034182602.1	XP_001688188.1, XP_309431.3
OG0001684	XP_034179018.1, XP_034179160.1	XP_307591.4, XP_313010.5
OG0001685	XP_034182718.1	XP_308495.3
OG0001686	XP_034195085.1	XP_313332.4
OG0001687	XP_034178035.1	XP_319096.3
OG0001688	XP_034192136.1	XP_308980.4, XP_001688145.1
OG0001689	XP_034178702.1	XP_553178.3
OG0001690	XP_034180734.1, XP_034180732.1	XP_310193.4
OG0001691	XP_034180959.1	XP_001687982.1, XP_001237100.1, XP_308551.2
OG0001692	XP_034191178.1, XP_034191179.1, XP_034191180.1	XP_001238579.1
OG0001693	XP_034181482.1, XP_034181481.1, XP_034181483.1, XP_034181484.1, XP_034181480.1	XP_309509.4
OG0001694	XP_034188178.1, XP_034188179.1, XP_034188177.1	XP_317241.4
OG0001695	XP_034193696.1	XP_311525.1, XP_311053.3
OG0001696	XP_034173332.1, XP_034173325.1	XP_310413.7
OG0001697	XP_034193517.1	XP_003437059.1, XP_311206.3
OG0001699	XP_034181669.1	XP_322003.5
OG0001700	XP_034178857.1	XP_312660.5
OG0001701	XP_034183579.1	XP_317858.4
OG0001702	XP_034193402.1, XP_034193401.1, XP_034193400.1	XP_312777.5, XP_003436390.1
OG0001703	XP_034183441.1, XP_034183444.1	XP_003436874.1, XP_003436875.1, XP_315198.5
OG0001704	XP_034191350.1, XP_034191349.1	XP_308365.4, XP_001687908.1
OG0001706	XP_034171613.1, XP_034171612.1, XP_034171609.1, XP_034171611.1, XP_034171608.1	XP_320092.4
OG0001707	XP_034196072.1	XP_311912.3
OG0001708	XP_034181218.1	XP_309293.4
OG0001709	XP_034194496.1, XP_034194475.1	XP_001230626.3, XP_003436693.1
OG0001711	XP_034187450.1	XP_317208.4
OG0001712	XP_034178716.1, XP_034178717.1	XP_320207.4
OG0001713	XP_034194977.1	XP_318067.4
OG0001714	XP_034195145.1	XP_307259.4
OG0001715	XP_034194755.1, XP_034194753.1, XP_034194754.1, XP_034194752.1	XP_318881.4
OG0001716	XP_034196015.1	XP_003435836.1, XP_551386.4, XP_003435835.1, XP_003435838.1, XP_003435837.1
OG0001717	XP_034174613.1	XP_321495.3
OG0001718	XP_034172325.1	XP_556198.1, XP_315559.4
OG0001719	XP_034172915.1	XP_310666.5, XP_003436992.1
OG0001720	XP_034181181.1, XP_034181183.1	XP_309530.2
OG0001721	XP_034174310.1, XP_034174311.1	XP_308175.3
OG0001722	XP_034176979.1, XP_034176976.1, XP_034176978.1	XP_003435814.1, XP_321755.3
OG0001724	XP_034192743.1	XP_315996.3
OG0001725	XP_034191069.1	XP_312990.5
OG0001726	XP_034186345.1	XP_310802.4, XP_003436968.1, XP_003436967.1
OG0001727	XP_034186260.1	XP_318889.3
OG0001728	XP_034186922.1, XP_034186915.1	XP_555522.3
OG0001729	XP_034185902.1	XP_001688020.1, XP_001237109.2, XP_565017.3, XP_001688022.1
OG0001730	XP_034173907.1	XP_321872.5
OG0001731	XP_034195036.1, XP_034195028.1	XP_320608.2
OG0001732	XP_034177503.1	XP_316858.4
OG0001733	XP_034179672.1	XP_555086.4, XP_317088.3
OG0001734	XP_034196057.1	XP_316946.4
OG0001735	XP_034189228.1, XP_034189227.1, XP_034189230.1	XP_321102.4, XP_310440.5
OG0001736	XP_034182031.1	XP_317071.4, XP_317075.4
OG0001737	XP_034187380.1, XP_034187370.1, XP_034187361.1, XP_034187354.1	XP_003437186.1
OG0001738	XP_034188674.1	XP_317066.4, XP_001689128.1
OG0001739	XP_034183371.1, XP_034183372.1	XP_315836.2
OG0001740	XP_034189931.1, XP_034189923.1	XP_309567.4
OG0001742	XP_034179259.1, XP_034179257.1	XP_321539.2, XP_321540.2
OG0001743	XP_034178394.1	XP_310826.2
OG0001744	XP_034179627.1, XP_034179630.1	XP_310145.3, XP_310146.3
OG0001745	XP_034184891.1, XP_034184892.1	XP_312589.3
OG0001746	XP_034181137.1	XP_320924.5
OG0001747	XP_034175986.1, XP_034175985.1, XP_034175984.1	XP_551639.3
OG0001748	XP_034171056.1	XP_310266.7
OG0001749	XP_034172616.1, XP_034172617.1	XP_319450.4
