Orthogroup	Osmia_lignaria	Dufourea_novaeangliae
OG0002138	XP_034177222.1, XP_034193634.1	XP_015433157.1
OG0002139	XP_034189737.1	XP_015431257.1
OG0002140	XP_034179887.1, XP_034179888.1	XP_015431932.1
OG0002141	XP_034181860.1, XP_034181859.1	XP_015439454.1
OG0002142	XP_034193428.1	XP_015436683.1
OG0002143	XP_034179889.1	XP_015431907.1
OG0002144	XP_034181674.1	XP_015438907.1
OG0002145	XP_034176566.1, XP_034176565.1	XP_015429736.1
OG0002146	XP_034186570.1, XP_034186572.1	XP_015438616.1
OG0002147	XP_034171818.1	XP_015429077.1
OG0002148	XP_034182036.1	XP_015435901.1
OG0002149	XP_034191849.1, XP_034191855.1	XP_015439222.1
OG0002150	XP_034193348.1, XP_034193346.1	XP_015437347.1
OG0002151	XP_034186493.1	XP_015438717.1
OG0002152	XP_034195658.1	XP_015438969.1
OG0002153	XP_034193458.1	XP_015440458.1
OG0002154	XP_034189695.1, XP_034189694.1, XP_034189693.1	XP_015439562.1
OG0002156	XP_034174036.1	XP_015440411.1
OG0002157	XP_034172181.1, XP_034172190.1	XP_015429945.1
OG0002158	XP_034193539.1	XP_015434838.1
OG0002159	XP_034183323.1	XP_015432224.1
OG0002160	XP_034175461.1	XP_015437542.1
OG0002161	XP_034187560.1, XP_034187562.1, XP_034187559.1	XP_015440323.1
OG0002162	XP_034177151.1	XP_015439661.1
OG0002163	XP_034188193.1, XP_034188192.1, XP_034188194.1	XP_015429344.1
OG0002164	XP_034180343.1	XP_015436471.1
OG0002165	XP_034178896.1	XP_015438293.1, XP_015438294.1
OG0002166	XP_034196509.1	XP_015431845.1, XP_015431844.1
OG0002167	XP_034174415.1	XP_015433899.1
OG0002168	XP_034196708.1, XP_034196710.1	XP_015433995.1
OG0002169	XP_034181889.1	XP_015429566.1
OG0002170	XP_034189806.1	XP_015439563.1
OG0002171	XP_034186135.1	XP_015428893.1
OG0002172	XP_034188951.1, XP_034188952.1	XP_015433975.1
OG0002173	XP_034179410.1	XP_015438332.1
OG0002174	XP_034196180.1, XP_034196182.1, XP_034196181.1	XP_015438339.1
OG0002175	XP_034178553.1, XP_034178551.1	XP_015428547.1
OG0002176	XP_034173843.1	XP_015428713.1
OG0002177	XP_034187921.1, XP_034187922.1	XP_015429619.1
OG0002178	XP_034186313.1	XP_015438887.1
OG0002179	XP_034190684.1	XP_015430430.1
OG0002180	XP_034173449.1, XP_034173452.1, XP_034173450.1, XP_034173451.1	XP_015435352.1
OG0002181	XP_034175444.1	XP_015438789.1
OG0002182	XP_034170968.1	XP_015432466.1
OG0002183	XP_034177785.1	XP_015433278.1, XP_015433279.1
OG0002184	XP_034177282.1	XP_015440252.1
OG0002185	XP_034185338.1, XP_034185331.1	XP_015435756.1
OG0002186	XP_034189958.1	XP_015429888.1
OG0002187	XP_034190730.1, XP_034190729.1	XP_015430704.1
OG0002188	XP_034195935.1	XP_015437143.1
OG0002189	XP_034184759.1	XP_015433388.1
OG0002190	XP_034190588.1	XP_015430414.1
OG0002191	XP_034194806.1	XP_015436770.1, XP_015436769.1
OG0002192	XP_034192977.1	XP_015440066.1
OG0002193	XP_034180714.1, XP_034180713.1	XP_015434176.1
OG0002194	XP_034183126.1, XP_034183169.1, XP_034183194.1, XP_034183135.1, XP_034183178.1, XP_034183161.1, XP_034183144.1, XP_034183154.1, XP_034183109.1	XP_015434431.1
OG0002195	XP_034175175.1	XP_015440333.1
OG0002196	XP_034191692.1, XP_034191691.1, XP_034191690.1	XP_015434208.1
OG0002197	XP_034176890.1	XP_015439774.1
OG0002198	XP_034174757.1	XP_015439162.1
OG0002199	XP_034194247.1	XP_015431954.1
OG0002200	XP_034181668.1	XP_015435948.1
OG0002201	XP_034180282.1	XP_015438946.1
OG0002202	XP_034193019.1, XP_034193027.1	XP_015439760.1, XP_015439759.1
OG0002203	XP_034173001.1	XP_015435271.1
OG0002204	XP_034177208.1	XP_015433290.1
OG0002205	XP_034180414.1	XP_015437421.1
OG0002206	XP_034191406.1	XP_015435206.1
OG0002208	XP_034178727.1	XP_015437612.1
OG0002209	XP_034183213.1	XP_015432209.1
OG0002211	XP_034193456.1	XP_015438851.1
OG0002212	XP_034184603.1	XP_015436100.1
OG0002213	XP_034194894.1, XP_034194885.1, XP_034194904.1	XP_015430991.1
OG0002214	XP_034195523.1	XP_015437560.1
OG0002215	XP_034177689.1, XP_034177691.1	XP_015439908.1
OG0002217	XP_034194387.1	XP_015429316.1
OG0002218	XP_034191148.1, XP_034191151.1	XP_015432226.1
OG0002219	XP_034179126.1	XP_015436322.1
OG0002220	XP_034177328.1	XP_015439861.1
OG0002221	XP_034176017.1, XP_034176015.1	XP_015436577.1
OG0002222	XP_034189416.1, XP_034189414.1	XP_015431411.1
OG0002223	XP_034172084.1, XP_034172085.1, XP_034172086.1, XP_034172087.1	XP_015436837.1
OG0002224	XP_034189365.1, XP_034189367.1, XP_034189366.1	XP_015430067.1
OG0002225	XP_034178356.1	XP_015432333.1
OG0002226	XP_034178385.1, XP_034178384.1, XP_034178386.1, XP_034178382.1	XP_015436856.1
OG0002227	XP_034193702.1	XP_015439442.1
OG0002228	XP_034183208.1, XP_034183202.1	XP_015432287.1
OG0002229	XP_034193288.1	XP_015437352.1, XP_015437354.1
OG0002230	XP_034171515.1	XP_015434504.1
OG0002231	XP_034172839.1	XP_015439532.1, XP_015433009.1
OG0002232	XP_034194873.1, XP_034195134.1, XP_034195349.1, XP_034195308.1, XP_034195315.1, XP_034195247.1, XP_034194930.1, XP_034195221.1, XP_034195162.1, XP_034194647.1, XP_034195307.1, XP_034195159.1, XP_034194932.1, XP_034195222.1, XP_034195147.1, XP_034195151.1	XP_015436990.1, XP_015438039.1, XP_015437810.1
OG0002236	XP_034180162.1, XP_034180163.1	XP_015434106.1
OG0002237	XP_034175178.1	XP_015440334.1
OG0002238	XP_034187621.1	XP_015437601.1
OG0002239	XP_034188517.1	XP_015435771.1
OG0002240	XP_034185614.1	XP_015428894.1
OG0002241	XP_034179920.1	XP_015439336.1
OG0002242	XP_034192301.1, XP_034192306.1	XP_015433841.1
OG0002243	XP_034189602.1	XP_015435185.1
OG0002244	XP_034184946.1, XP_034184947.1	XP_015439633.1
OG0002245	XP_034194298.1	XP_015433682.1
OG0002246	XP_034186785.1	XP_015430284.1
OG0002247	XP_034173966.1	XP_015430657.1
OG0002248	XP_034188648.1	XP_015435896.1
OG0002249	XP_034176411.1, XP_034176402.1	XP_015437137.1
OG0002250	XP_034190758.1	XP_015438678.1
OG0002251	XP_034195998.1	XP_015429890.1
OG0002252	XP_034191214.1	XP_015428467.1
OG0002253	XP_034182380.1	XP_015435776.1
OG0002254	XP_034175177.1, XP_034175176.1	XP_015437816.1
OG0002255	XP_034173208.1	XP_015430412.1
OG0002256	XP_034185637.1, XP_034185636.1	XP_015428826.1
OG0002257	XP_034172186.1, XP_034172185.1	XP_015435255.1
OG0002258	XP_034178391.1	XP_015436864.1, XP_015436865.1
OG0002259	XP_034187048.1	XP_015430294.1
OG0002260	XP_034184436.1	XP_015431175.1
OG0002261	XP_034192831.1	XP_015439777.1
OG0002262	XP_034191689.1	XP_015432626.1
OG0002263	XP_034179089.1	XP_015437922.1
OG0002264	XP_034191974.1	XP_015438943.1
OG0002265	XP_034178284.1	XP_015438021.1
OG0002266	XP_034184788.1	XP_015430451.1
OG0002267	XP_034174069.1, XP_034174071.1, XP_034174070.1	XP_015436665.1
OG0002268	XP_034187527.1	XP_015430731.1
OG0002269	XP_034172492.1	XP_015430033.1
OG0002270	XP_034194324.1, XP_034194325.1	XP_015431549.1
OG0002271	XP_034190864.1	XP_015434646.1
OG0002272	XP_034171282.1	XP_015438730.1
OG0002273	XP_034173503.1	XP_015432846.1
OG0002274	XP_034173828.1, XP_034179872.1, XP_034179870.1, XP_034179873.1, XP_034179869.1	XP_015428804.1
OG0002275	XP_034189352.1	XP_015435073.1
OG0002277	XP_034182872.1	XP_015435746.1
OG0002278	XP_034175710.1	XP_015437327.1
OG0002279	XP_034178168.1	XP_015437701.1
OG0002280	XP_034175635.1, XP_034175636.1, XP_034175637.1	XP_015435193.1
OG0002281	XP_034175325.1	XP_015434330.1
OG0002282	XP_034171281.1	XP_015429485.1, XP_015429484.1
OG0002283	XP_034179650.1	XP_015434829.1
OG0002284	XP_034186178.1	XP_015437073.1
OG0002285	XP_034192089.1	XP_015439114.1
OG0002286	XP_034192054.1, XP_034192047.1, XP_034192064.1	XP_015437220.1
OG0002287	XP_034184576.1, XP_034184575.1	XP_015436308.1
OG0002289	XP_034178089.1	XP_015437488.1
OG0002290	XP_034173445.1, XP_034173446.1	XP_015432800.1
OG0002291	XP_034179744.1, XP_034179738.1	XP_015434854.1
OG0002292	XP_034173211.1	XP_015429206.1
OG0002293	XP_034192196.1	XP_015440365.1
OG0002294	XP_034194521.1, XP_034194492.1	XP_015431973.1
OG0002295	XP_034195235.1	XP_015430105.1
OG0002296	XP_034187256.1	XP_015436913.1
OG0002297	XP_034178508.1, XP_034178507.1	XP_015428536.1
OG0002298	XP_034194248.1	XP_015433669.1
OG0002299	XP_034181416.1	XP_015434448.1
OG0002300	XP_034191146.1	XP_015432121.1
OG0002301	XP_034181180.1	XP_015435729.1, XP_015431439.1
OG0002302	XP_034184674.1	XP_015430885.1
OG0002303	XP_034187657.1	XP_015436672.1
OG0002304	XP_034174260.1	XP_015430773.1
OG0002305	XP_034187203.1	XP_015434482.1
OG0002306	XP_034186386.1	XP_015433821.1
OG0002307	XP_034173342.1	XP_015430114.1
OG0002308	XP_034180823.1	XP_015439111.1
OG0002309	XP_034192073.1, XP_034192074.1, XP_034192075.1	XP_015439134.1
OG0002310	XP_034186823.1	XP_015433826.1
OG0002311	XP_034177748.1	XP_015437027.1
OG0002312	XP_034178481.1	XP_015428570.1
OG0002313	XP_034193193.1	XP_015438852.1
OG0002314	XP_034183988.1, XP_034183989.1	XP_015433932.1
OG0002315	XP_034180618.1	XP_015439231.1
OG0002316	XP_034182063.1	XP_015439600.1
OG0002317	XP_034194717.1	XP_015435872.1
OG0002318	XP_034176807.1	XP_015440007.1
OG0002319	XP_034187132.1	XP_015432172.1
OG0002320	XP_034189771.1	XP_015439564.1
OG0002321	XP_034185364.1	XP_015434723.1
OG0002322	XP_034186270.1	XP_015431246.1, XP_015431247.1
OG0002323	XP_034187396.1	XP_015430746.1
OG0002324	XP_034188688.1	XP_015434952.1
OG0002325	XP_034191921.1	XP_015439118.1
OG0002326	XP_034175273.1, XP_034175272.1, XP_034175271.1	XP_015440511.1
OG0002327	XP_034180468.1	XP_015430157.1
OG0002329	XP_034174591.1, XP_034174586.1	XP_015437128.1
OG0002331	XP_034195768.1	XP_015429724.1
OG0002332	XP_034183941.1	XP_015428823.1
OG0002333	XP_034179389.1, XP_034179390.1	XP_015435597.1
OG0002334	XP_034175186.1, XP_034175181.1	XP_015437030.1
OG0002335	XP_034178496.1	XP_015432365.1
OG0002336	XP_034174460.1	XP_015430834.1
OG0002337	XP_034171299.1, XP_034171300.1	XP_015433844.1
OG0002338	XP_034188145.1	XP_015438053.1
OG0002339	XP_034186080.1	XP_015437658.1
OG0002340	XP_034172936.1	XP_015433003.1
OG0002341	XP_034175121.1	XP_015437011.1
OG0002342	XP_034174695.1, XP_034174693.1, XP_034174692.1, XP_034174696.1	XP_015439291.1
OG0002343	XP_034196334.1, XP_034196333.1	XP_015431988.1
OG0002344	XP_034186897.1	XP_015432727.1
OG0002345	XP_034181582.1, XP_034181581.1	XP_015439410.1
OG0002346	XP_034180507.1, XP_034180499.1	XP_015439168.1
OG0002347	XP_034171516.1	XP_015431849.1
OG0002348	XP_034185792.1	XP_015437661.1
OG0002349	XP_034185427.1, XP_034185428.1, XP_034185429.1, XP_034185430.1	XP_015431136.1
OG0002350	XP_034194099.1	XP_015431133.1
OG0002351	XP_034190175.1, XP_034190177.1	XP_015438546.1
OG0002352	XP_034175902.1, XP_034175912.1, XP_034175922.1, XP_034175892.1, XP_034175930.1	XP_015435733.1
OG0002354	XP_034193764.1	XP_015439453.1
OG0002355	XP_034175314.1	XP_015437366.1
OG0002356	XP_034186074.1	XP_015439580.1
OG0002357	XP_034177871.1, XP_034177863.1	XP_015436194.1
OG0002358	XP_034189538.1	XP_015438415.1
OG0002359	XP_034196380.1	XP_015436828.1
OG0002360	XP_034180169.1	XP_015439041.1
OG0002361	XP_034186778.1	XP_015430371.1
OG0002362	XP_034190373.1	XP_015437508.1
OG0002363	XP_034175193.1	XP_015437909.1, XP_015437910.1
OG0002364	XP_034181986.1	XP_015435941.1
OG0002365	XP_034174461.1	XP_015436941.1
OG0002366	XP_034184392.1	XP_015436133.1
OG0002367	XP_034178242.1	XP_015428652.1
OG0002368	XP_034174655.1	XP_015436808.1
OG0002369	XP_034186096.1	XP_015437641.1
OG0002370	XP_034172282.1	XP_015429180.1
OG0002371	XP_034187666.1	XP_015439498.1
OG0002373	XP_034185711.1	XP_015438596.1, XP_015438597.1
OG0002374	XP_034183996.1	XP_015436381.1, XP_015436383.1, XP_015436384.1, XP_015436385.1
OG0002375	XP_034182681.1, XP_034182686.1	XP_015432557.1
OG0002376	XP_034187652.1	XP_015436372.1, XP_015436373.1
OG0002377	XP_034173147.1	XP_015432852.1
OG0002378	XP_034191903.1, XP_034191905.1	XP_015439244.1
OG0002379	XP_034177306.1, XP_034177308.1, XP_034177307.1	XP_015439945.1
OG0002380	XP_034193306.1	XP_015437409.1
OG0002381	XP_034192283.1	XP_015438543.1
OG0002382	XP_034190332.1	XP_015433877.1
OG0002383	XP_034193643.1	XP_015438795.1
OG0002384	XP_034190011.1	XP_015431282.1
OG0002385	XP_034184365.1	XP_015436251.1
OG0002386	XP_034191145.1	XP_015438617.1
OG0002387	XP_034189164.1	XP_015435040.1
OG0002388	XP_034182358.1	XP_015438167.1
OG0002389	XP_034180081.1, XP_034180071.1, XP_034180089.1	XP_015436940.1
OG0002390	XP_034185837.1	XP_015437633.1
OG0002391	XP_034177484.1	XP_015439694.1
OG0002392	XP_034179719.1	XP_015432445.1
OG0002393	XP_034177495.1, XP_034177496.1	XP_015440078.1
OG0002394	XP_034181740.1	XP_015428697.1
OG0002395	XP_034181476.1	XP_015435138.1
OG0002397	XP_034196535.1	XP_015432736.1, XP_015432728.1, XP_015432745.1
OG0002398	XP_034189095.1	XP_015434000.1
OG0002399	XP_034189712.1	XP_015434499.1
OG0002400	XP_034179810.1, XP_034179812.1, XP_034179811.1	XP_015430164.1
OG0002401	XP_034176694.1, XP_034176660.1	XP_015436472.1
OG0002402	XP_034189286.1	XP_015438066.1
OG0002403	XP_034193339.1	XP_015437396.1
OG0002404	XP_034196056.1, XP_034196055.1, XP_034196054.1	XP_015430211.1
OG0002405	XP_034174219.1	XP_015437590.1
OG0002406	XP_034194316.1	XP_015436456.1, XP_015431558.1
OG0002407	XP_034189908.1, XP_034189909.1, XP_034189910.1	XP_015434568.1, XP_015434569.1
OG0002408	XP_034193217.1	XP_015440339.1
OG0002409	XP_034183588.1	XP_015434560.1
OG0002410	XP_034181107.1	XP_015434449.1
OG0002411	XP_034190667.1, XP_034190660.1, XP_034190665.1	XP_015430558.1, XP_015430566.1
OG0002412	XP_034192660.1	XP_015440217.1
OG0002413	XP_034185126.1, XP_034185125.1	XP_015433495.1
OG0002414	XP_034182829.1, XP_034182826.1, XP_034182827.1	XP_015435893.1
OG0002415	XP_034196384.1	XP_015436830.1
OG0002416	XP_034188603.1	XP_015429907.1
OG0002417	XP_034179383.1, XP_034179384.1, XP_034179382.1	XP_015435596.1
OG0002418	XP_034189127.1, XP_034189128.1, XP_034189129.1	XP_015429112.1
OG0002419	XP_034185567.1	XP_015428828.1
OG0002420	XP_034190915.1, XP_034190916.1	XP_015428480.1
OG0002421	XP_034172052.1	XP_015431530.1
OG0002422	XP_034173213.1, XP_034173212.1	XP_015429648.1
OG0002423	XP_034196303.1, XP_034196305.1	XP_015437232.1, XP_015437235.1
OG0002424	XP_034188435.1	XP_015439713.1
OG0002425	XP_034189974.1	XP_015431255.1
OG0002426	XP_034183621.1, XP_034183620.1	XP_015433459.1
OG0002427	XP_034185543.1	XP_015430398.1
OG0002428	XP_034180307.1	XP_015439091.1
OG0002429	XP_034177918.1, XP_034177923.1, XP_034177922.1, XP_034177921.1, XP_034177920.1, XP_034177919.1	XP_015433284.1
OG0002430	XP_034180045.1	XP_015434053.1
OG0002431	XP_034173568.1	XP_015430592.1
OG0002432	XP_034191231.1, XP_034191229.1	XP_015432654.1
OG0002433	XP_034176532.1	XP_015435516.1
OG0002434	XP_034191127.1	XP_015432243.1
OG0002435	XP_034175510.1, XP_034175511.1, XP_034175509.1	XP_015437733.1
OG0002436	XP_034185939.1, XP_034185938.1, XP_034185936.1	XP_015438554.1
OG0002437	XP_034175431.1, XP_034175433.1	XP_015435472.1
OG0002438	XP_034179571.1	XP_015430183.1
OG0002439	XP_034190187.1, XP_034190190.1, XP_034190188.1	XP_015431259.1
OG0002440	XP_034184356.1	XP_015436290.1
OG0002441	XP_034182374.1, XP_034182373.1	XP_015435854.1
OG0002442	XP_034178310.1	XP_015432378.1
OG0002443	XP_034186961.1, XP_034186957.1	XP_015433817.1, XP_015433814.1
OG0002444	XP_034187272.1	XP_015438154.1
OG0002445	XP_034177737.1	XP_015440040.1
OG0002446	XP_034190475.1, XP_034190474.1	XP_015428793.1
OG0002447	XP_034181532.1	XP_015429632.1
OG0002448	XP_034182461.1	XP_015428586.1, XP_015428533.1
OG0002449	XP_034192461.1	XP_015431443.1
OG0002450	XP_034196167.1	XP_015436703.1
OG0002451	XP_034171557.1	XP_015431407.1
OG0002452	XP_034182319.1	XP_015429783.1
OG0002453	XP_034184505.1	XP_015436357.1
OG0002454	XP_034176422.1	XP_015436565.1
OG0002455	XP_034183623.1, XP_034183624.1	XP_015432571.1
OG0002456	XP_034194571.1	XP_015432025.1
OG0002457	XP_034181849.1, XP_034181831.1	XP_015438402.1
OG0002458	XP_034192855.1	XP_015433340.1
OG0002459	XP_034187190.1	XP_015434698.1
OG0002461	XP_034173499.1, XP_034173501.1, XP_034173500.1, XP_034173502.1	XP_015435442.1
OG0002462	XP_034188762.1	XP_015429450.1
OG0002465	XP_034180196.1	XP_015439214.1
OG0002466	XP_034193408.1	XP_015437362.1
OG0002467	XP_034193905.1	XP_015437981.1
OG0002468	XP_034175982.1, XP_034175983.1	XP_015431872.1
OG0002471	XP_034186802.1	XP_015434742.1
OG0002472	XP_034180106.1, XP_034180104.1	XP_015439133.1
OG0002473	XP_034189691.1	XP_015431365.1
OG0002474	XP_034183390.1	XP_015431308.1
OG0002475	XP_034193860.1, XP_034193871.1	XP_015432020.1
OG0002476	XP_034178701.1, XP_034178699.1	XP_015434770.1
OG0002477	XP_034173738.1, XP_034173739.1	XP_015431755.1
OG0002478	XP_034179421.1	XP_015438317.1
OG0002479	XP_034181247.1	XP_015434517.1
OG0002480	XP_034177882.1, XP_034177883.1	XP_015439842.1
OG0002481	XP_034191715.1, XP_034191716.1	XP_015434141.1
OG0002482	XP_034194037.1	XP_015438747.1
OG0002483	XP_034173229.1	XP_015430136.1
OG0002484	XP_034196702.1, XP_034196706.1	XP_015433967.1
OG0002485	XP_034189422.1	XP_015431299.1
OG0002486	XP_034174701.1	XP_015437597.1
OG0002487	XP_034189376.1	XP_015434984.1
OG0002488	XP_034180858.1	XP_015434032.1
OG0002489	XP_034181518.1	XP_015429266.1
OG0002490	XP_034189218.1	XP_015435005.1
OG0002491	XP_034184088.1	XP_015436118.1
OG0002492	XP_034173156.1	XP_015432920.1
OG0002493	XP_034178161.1	XP_015435226.1
OG0002494	XP_034176388.1	XP_015436617.1
OG0002495	XP_034196536.1, XP_034196537.1	XP_015431337.1
OG0002496	XP_034189209.1	XP_015435006.1
OG0002497	XP_034177546.1, XP_034177547.1	XP_015440224.1
OG0002498	XP_034175282.1, XP_034175491.1	XP_015440518.1, XP_015436583.1, XP_015440435.1
OG0002499	XP_034174008.1, XP_034174007.1	XP_015431788.1
OG0002500	XP_034173990.1	XP_015431790.1
OG0002502	XP_034193481.1	XP_015439409.1
OG0002503	XP_034179357.1, XP_034179358.1	XP_015437934.1
OG0002506	XP_034188041.1, XP_034188042.1, XP_034193403.1	XP_015438737.1
OG0002507	XP_034178635.1	XP_015433612.1
OG0002508	XP_034171077.1	XP_015437518.1
OG0002509	XP_034186575.1	XP_015432155.1, XP_015432156.1
OG0002510	XP_034193105.1	XP_015434564.1
OG0002511	XP_034178767.1, XP_034178747.1	XP_015436254.1
OG0002512	XP_034175908.1	XP_015437798.1
OG0002513	XP_034174671.1	XP_015431902.1
OG0002514	XP_034176082.1	XP_015436576.1
OG0002515	XP_034186232.1	XP_015430599.1
OG0002516	XP_034172983.1	XP_015437295.1
OG0002517	XP_034180706.1	XP_015433778.1
OG0002518	XP_034181013.1	XP_015429291.1, XP_015429290.1
OG0002519	XP_034172151.1	XP_015435327.1
OG0002520	XP_034171463.1	XP_015431824.1, XP_015431825.1
OG0002521	XP_034188588.1, XP_034188590.1, XP_034188589.1	XP_015431490.1, XP_015431491.1
OG0002522	XP_034193429.1	XP_015437781.1
OG0002523	XP_034189846.1	XP_015438422.1
OG0002524	XP_034171629.1	XP_015428537.1
OG0002525	XP_034192896.1, XP_034192895.1	XP_015440068.1
OG0002526	XP_034173171.1	XP_015435544.1
OG0002527	XP_034180439.1, XP_034180438.1	XP_015436746.1, XP_015436747.1
OG0002528	XP_034190567.1	XP_015430512.1, XP_015430513.1
OG0002529	XP_034180749.1	XP_015439054.1
OG0002530	XP_034190759.1	XP_015432182.1
OG0002531	XP_034176389.1	XP_015429864.1
OG0002532	XP_034193256.1, XP_034193255.1, XP_034193259.1, XP_034193260.1, XP_034193238.1	XP_015439665.1
OG0002533	XP_034188297.1	XP_015434306.1
OG0002534	XP_034193098.1, XP_034193099.1	XP_015435536.1
OG0002535	XP_034185738.1	XP_015438590.1, XP_015438591.1
OG0002536	XP_034178899.1	XP_015430195.1
OG0002537	XP_034185946.1	XP_015431101.1
OG0002538	XP_034178081.1	XP_015432350.1
OG0002539	XP_034194527.1	XP_015429377.1
OG0002540	XP_034182378.1, XP_034182376.1	XP_015435937.1
OG0002541	XP_034194019.1	XP_015438324.1
OG0002542	XP_034182817.1	XP_015431546.1
OG0002543	XP_034195828.1	XP_015437165.1
OG0002544	XP_034174677.1	XP_015431889.1
OG0002545	XP_034181396.1, XP_034181395.1	XP_015429595.1
OG0002546	XP_034173053.1, XP_034173035.1, XP_034173045.1	XP_015436717.1
OG0002547	XP_034190633.1	XP_015437456.1
OG0002548	XP_034185357.1	XP_015430943.1
OG0002549	XP_034189433.1	XP_015431376.1
OG0002550	XP_034178470.1	XP_015428555.1
OG0002551	XP_034175886.1	XP_015436615.1
OG0002552	XP_034183655.1	XP_015433426.1
OG0002553	XP_034177072.1	XP_015433240.1
OG0002555	XP_034177297.1, XP_034177305.1, XP_034177312.1	XP_015429964.1
OG0002556	XP_034189502.1	XP_015438511.1
OG0002557	XP_034189372.1	XP_015429748.1
OG0002558	XP_034190124.1	XP_015438419.1
OG0002560	XP_034186265.1, XP_034186283.1, XP_034186274.1	XP_015436042.1
OG0002561	XP_034189234.1, XP_034189233.1, XP_034189232.1, XP_034189235.1	XP_015434967.1
OG0002562	XP_034178637.1	XP_015433613.1
OG0002563	XP_034181872.1	XP_015429552.1
OG0002564	XP_034190483.1	XP_015437564.1
OG0002565	XP_034177933.1	XP_015432305.1
OG0002566	XP_034174479.1	XP_015431627.1
OG0002567	XP_034182595.1	XP_015434281.1
OG0002568	XP_034180383.1	XP_015439016.1, XP_015439015.1
OG0002569	XP_034172240.1	XP_015429970.1
OG0002570	XP_034173883.1	XP_015430753.1
OG0002571	XP_034179911.1	XP_015432425.1, XP_015432461.1
OG0002572	XP_034189604.1	XP_015432631.1
OG0002573	XP_034173066.1	XP_015436276.1
OG0002574	XP_034180758.1	XP_015431900.1
OG0002575	XP_034191766.1	XP_015434184.1
OG0002576	XP_034180428.1	XP_015436464.1
OG0002577	XP_034174825.1, XP_034174824.1	XP_015431906.1
OG0002578	XP_034186073.1	XP_015436325.1
OG0002579	XP_034191316.1, XP_034191317.1	XP_015432770.1
OG0002580	XP_034181703.1, XP_034181704.1	XP_015435127.1
