Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0001864	XP_034178605.1	XP_008216930.1, XP_008216933.1
OG0001865	XP_034190717.1, XP_034190708.1	XP_008213688.1
OG0001866	XP_034191488.1, XP_034191489.1	XP_001607499.1, XP_001607501.2, XP_031779743.1
OG0001867	XP_034176872.1, XP_034176873.1	XP_032453440.1, XP_032453441.1, XP_031780193.1, XP_031780194.1
OG0001868	XP_034193215.1	XP_003423929.1, XP_003423930.1
OG0001869	XP_034193525.1	XP_016845329.1, XP_031786408.1, XP_032455218.1, XP_016845330.1
OG0001870	XP_034195841.1	XP_008213110.1, XP_008213111.1, XP_008213109.1
OG0001871	XP_034194271.1	XP_001602810.2
OG0001872	XP_034181347.1, XP_034180850.1	XP_001606141.1
OG0001873	XP_034180951.1, XP_034180950.1, XP_034180949.1	NP_001135849.1, XP_031789337.1, XP_031789333.1
OG0001874	XP_034193526.1, XP_034193528.1, XP_034193536.1	XP_031783282.1
OG0001875	XP_034194013.1, XP_034194014.1	XP_016843737.2, XP_031787829.1
OG0001876	XP_034171766.1, XP_034171771.1	XP_008202206.1, XP_008202205.1
OG0001877	XP_034193830.1, XP_034193835.1, XP_034193827.1	XP_031787040.1, XP_016841057.1
OG0001878	XP_034191295.1	XP_031783645.1
OG0001879	XP_034188426.1	XP_001606632.2
OG0001881	XP_034196406.1, XP_034196407.1	XP_001604825.1, XP_003425165.1
OG0001882	XP_034188976.1	XP_031781968.1, XP_031781973.1
OG0001883	XP_034179531.1	XP_001600206.1
OG0001885	XP_034179149.1	XP_008214621.1
OG0001886	XP_034187696.1, XP_034187695.1, XP_034187689.1, XP_034187690.1, XP_034187691.1, XP_034187692.1, XP_034187693.1, XP_034187694.1	XP_031785450.1
OG0001887	XP_034174728.1	XP_016840834.1
OG0001888	XP_034180491.1	XP_031781367.1
OG0001889	XP_034188491.1	XP_001608169.1
OG0001891	XP_034176734.1, XP_034176732.1	XP_016840682.1, XP_031785164.1
OG0001892	XP_034176891.1	XP_031780675.1
OG0001893	XP_034186209.1	XP_031780757.1
OG0001894	XP_034171935.1	XP_008210932.1
OG0001895	XP_034191649.1, XP_034191641.1	XP_031787844.1, XP_031787851.1, XP_031787846.1
OG0001896	XP_034185771.1, XP_034185770.1	XP_016838553.1, XP_016838549.1
OG0001897	XP_034187155.1	XP_001601168.1
OG0001898	XP_034179945.1	XP_031786285.1, XP_031786233.1, XP_001604787.3, XP_016843937.1
OG0001899	XP_034193332.1	XP_016841545.1
OG0001900	XP_034189020.1, XP_034189018.1, XP_034189019.1	XP_001606107.2
OG0001901	XP_034193341.1	XP_001604350.2
OG0001903	XP_034195868.1, XP_034195867.1, XP_034195866.1, XP_034195871.1	XP_016844247.1
OG0001904	XP_034176980.1	XP_031779842.1
OG0001906	XP_034183794.1	XP_032458034.1
OG0001907	XP_034171117.1	XP_016843397.1
OG0001908	XP_034196129.1	NP_001155084.1, XP_008207737.1
OG0001909	XP_034192696.1	XP_032456056.1
OG0001910	XP_034188901.1	XP_008201822.1
OG0001912	XP_034194260.1, XP_034194259.1	XP_008216537.1
OG0001913	XP_034182160.1	XP_016844726.1
OG0001914	XP_034170974.1	XP_016838374.1
OG0001915	XP_034177662.1	XP_003427521.1, XP_003427523.1
OG0001916	XP_034182096.1	XP_008215942.1, XP_032456961.1
OG0001917	XP_034171522.1, XP_034171523.1	XP_008203737.1, XP_008203739.1, XP_031782066.1, XP_031782067.1
OG0001918	XP_034183317.1	XP_032451863.1
OG0001918	XP_034183318.1	XP_003427931.1
OG0001919	XP_034181912.1	XP_031788736.1, XP_031788448.1, XP_008212485.1
OG0001920	XP_034189800.1, XP_034189801.1, XP_034189804.1, XP_034189803.1	XP_008215501.1, XP_001607287.1
OG0001921	XP_034188948.1	XP_001604700.1
OG0001922	XP_034188182.1, XP_034188180.1	XP_031779099.1, XP_031779098.1, XP_031779100.1
OG0001923	XP_034191216.1	XP_008209458.1
OG0001924	XP_034176447.1, XP_034176449.1	XP_031782567.1
OG0001925	XP_034171777.1	XP_001607740.1, XP_008203086.1, XP_031777813.1
OG0001926	XP_034190380.1	XP_003426826.1
OG0001927	XP_034191031.1	XP_031788331.1, XP_016842024.1
OG0001928	XP_034186010.1	XP_016844845.2
OG0001929	XP_034185813.1, XP_034185819.1, XP_034185814.1, XP_034185817.1, XP_034185818.1, XP_034185816.1	XP_031780127.1
OG0001930	XP_034185795.1, XP_034185794.1, XP_034185793.1	XP_031779200.1
OG0001931	XP_034182731.1, XP_034182732.1	XP_031777740.1, XP_001607753.1, XP_032451803.1
OG0001933	XP_034176992.1	XP_031778152.1, XP_003425501.1
OG0001934	XP_034182709.1	XP_016838487.1
OG0001935	XP_034172680.1, XP_034172681.1	XP_003427326.1
OG0001936	XP_034184747.1	NP_001164386.1, XP_031777853.1
OG0001937	XP_034184263.1	XP_032452144.1, NP_001128389.1, NP_001128390.1
OG0001938	XP_034195237.1	XP_031787199.1, XP_001603831.2
OG0001939	XP_034180916.1, XP_034180917.1	XP_031777252.1, XP_008215319.1, XP_008215317.1, XP_008215320.1, XP_001606070.1
OG0001940	XP_034188925.1, XP_034188946.1, XP_034188936.1	XP_008214308.2
OG0001941	XP_034182736.1	XP_032452908.1, XP_008209803.1
OG0001942	XP_034186530.1, XP_034186529.1	XP_008208407.1
OG0001943	XP_034183899.1	XP_031781572.1
OG0001944	XP_034173498.1	XP_008206976.2, XP_031786898.1
OG0001945	XP_034175305.1	XP_031785446.1
OG0001946	XP_034175727.1, XP_034175722.1	XP_003425284.1, XP_003425283.1, XP_008201901.1
OG0001947	XP_034185786.1, XP_034185784.1	XP_031779520.1, XP_031779522.1
OG0001948	XP_034196542.1	XP_016839730.1, XP_016839731.1
OG0001949	XP_034185494.1	XP_008216747.1, XP_031777065.1, XP_032451847.1, XP_032451848.1
OG0001950	XP_034188615.1	XP_001606793.1
OG0001951	XP_034184905.1	XP_008205666.1
OG0001952	XP_034184831.1	XP_031776867.1, XP_031776838.1
OG0001953	XP_034188115.1	XP_031787744.1
OG0001954	XP_034182952.1, XP_034182950.1, XP_034182951.1	XP_008206918.1
OG0001955	XP_034173221.1, XP_034173222.1	XP_031786918.1, XP_031786917.1, XP_031780986.1
OG0001956	XP_034187799.1, XP_034187800.1, XP_034187798.1	XP_008216697.1, XP_032453954.1
OG0001959	XP_034192641.1	XP_001604806.1
OG0001960	XP_034177955.1	XP_016844932.1, XP_016844931.1, XP_016844929.1
OG0001961	XP_034188597.1	XP_032453532.1, XP_001603588.2, XP_032453533.1
OG0001962	XP_034178192.1	XP_008206753.1
OG0001963	XP_034192453.1	XP_008213483.1
OG0001964	XP_034177828.1, XP_034177827.1	XP_031784293.1, NP_001122409.2
OG0001965	XP_034172956.1	XP_031779566.1, XP_016841474.1
OG0001966	XP_034191479.1	XP_001607784.1
OG0001967	XP_034176724.1	XP_008205423.1, NP_001155989.1, NP_001155990.1
OG0001968	XP_034193885.1	XP_016843785.1, XP_031787537.1
OG0001969	XP_034176163.1	XP_003427305.1
OG0001970	XP_034192003.1	XP_001600421.2
OG0001971	XP_034195494.1, XP_034195493.1	XP_016838128.1
OG0001973	XP_034184109.1	XP_032456675.1, XP_031787668.1
OG0001975	XP_034170876.1, XP_034170878.1, XP_034170877.1	XP_001603045.2, XP_016839305.1
OG0001976	XP_034190572.1, XP_034190569.1	XP_016844202.1
OG0001977	XP_034183294.1	XP_001602111.4
OG0001978	XP_034182151.1	NP_001128299.1, XP_031778346.1, XP_031789018.1
OG0001980	XP_034186686.1, XP_034186674.1	XP_031776831.1, XP_008208266.2
OG0001981	XP_034184016.1	XP_008203612.1
OG0001983	XP_034193307.1	XP_008207012.1
OG0001984	XP_034187608.1	XP_008217695.1
OG0001987	XP_034178663.1, XP_034178662.1	XP_008216612.1
OG0001988	XP_034175307.1, XP_034175298.1	XP_008212767.1, XP_031781386.1
OG0001989	XP_034194403.1	XP_001607213.1
OG0001990	XP_034181472.1, XP_034181485.1	XP_001599614.1
OG0001991	XP_034184662.1	XP_032455315.1, XP_001600190.1
OG0001992	XP_034182314.1	XP_031778961.1
OG0001993	XP_034181754.1, XP_034181755.1, XP_034181756.1	XP_001601230.1, XP_032456076.1, XP_008218092.1
OG0001994	XP_034188040.1	XP_003427198.1
OG0001995	XP_034187845.1	XP_031781693.1
OG0001996	XP_034187884.1	XP_001605457.3
OG0001997	XP_034178853.1	XP_031777941.1, XP_031778184.1, XP_001606900.1
OG0001998	XP_034174559.1	XP_001599579.1
OG0001999	XP_034196146.1	XP_032457883.1, XP_001599709.1, XP_032457880.1, XP_032457881.1, XP_032457882.1
OG0002000	XP_034181073.1	XP_016844725.1, XP_016844723.1
OG0002001	XP_034194025.1	XP_001603234.1
OG0002002	XP_034179420.1	XP_001603956.3
OG0002003	XP_034177939.1	XP_008216922.1, XP_008216920.1, XP_008216921.1, XP_008216919.1, XP_032455996.1
OG0002004	XP_034174718.1	XP_016845815.1, XP_032454966.1
OG0002005	XP_034194518.1	XP_031778969.1
OG0002006	XP_034192546.1	XP_031785912.1
OG0002007	XP_034193060.1, XP_034193066.1	XP_008216173.1
OG0002008	XP_034194886.1	XP_032455024.1
OG0002009	XP_034176840.1	XP_001604479.1
OG0002010	XP_034188088.1	XP_008203068.1, XP_001604399.2, XP_016841702.1
OG0002011	XP_034182458.1	XP_008212650.2
OG0002012	XP_034171229.1	XP_016838708.1, NP_001107659.1
OG0002014	XP_034178206.1	XP_031787226.1
OG0002015	XP_034193061.1	XP_016844027.1
OG0002016	XP_034196569.1	XP_031779048.1, XP_016839175.2
OG0002018	XP_034186701.1	XP_031777015.1, XP_031777016.1, XP_008212302.1, XP_031777014.1
OG0002019	XP_034193139.1	XP_001608101.2
OG0002020	XP_034174541.1, XP_034174540.1, XP_034174543.1	XP_031783950.1, XP_031783940.1
OG0002022	XP_034182728.1	XP_001605064.1, XP_008209116.1
OG0002023	XP_034178378.1, XP_034178376.1, XP_034178377.1, XP_034178375.1, XP_034178379.1	XP_008214719.1
OG0002024	XP_034187544.1	XP_032454164.1, XP_001604471.2
OG0002025	XP_034173783.1, XP_034173782.1	NP_001153367.1
OG0002026	XP_034187788.1	XP_016837634.1
OG0002028	XP_034172267.1	XP_016845934.1, XP_031788360.1, XP_001608170.1
OG0002029	XP_034186724.1	XP_008212219.2, XP_016844343.1
OG0002030	XP_034178932.1	XP_001607135.1, XP_032456699.1
OG0002032	XP_034177673.1, XP_034177667.1	XP_016843474.1
OG0002034	XP_034192353.1	XP_008214477.1, XP_031782282.1
OG0002035	XP_034171380.1, XP_034171362.1, XP_034171370.1	XP_008205234.1, XP_003424300.1
OG0002036	XP_034171251.1	XP_008214272.1
OG0002037	XP_034172797.1	XP_001599027.3
OG0002038	XP_034185152.1	XP_032456776.1, XP_008211018.3
OG0002040	XP_034191711.1, XP_034191712.1, XP_034191710.1	XP_001602205.2, XP_031787285.1
OG0002041	XP_034183352.1, XP_034183351.1	XP_031785024.1, XP_031785028.1
OG0002042	XP_034191698.1, XP_034191699.1	XP_003426486.1, XP_001607860.1
OG0002043	XP_034181189.1	XP_001607464.2
OG0002044	XP_034178997.1	XP_008215356.1
OG0002045	XP_034180923.1	XP_008215622.1, XP_001607677.1, XP_008215620.1, XP_031777102.1
OG0002046	XP_034187702.1, XP_034187701.1, XP_034187703.1	XP_001603683.1, XP_032455402.1
OG0002047	XP_034184377.1, XP_034184376.1, XP_034184378.1, XP_034184379.1	XP_016838908.1
OG0002048	XP_034174285.1	XP_008204673.1
OG0002049	XP_034187952.1, XP_034187953.1	XP_008206879.1
OG0002050	XP_034187277.1	XP_001608046.1
OG0002051	XP_034196626.1	XP_008205727.1
OG0002052	XP_034191948.1	XP_031778328.1, NP_001153369.1
OG0002053	XP_034180392.1	XP_016838347.1, XP_001603104.1, XP_032452535.1
OG0002054	XP_034192107.1	XP_031786975.1
OG0002055	XP_034183648.1, XP_034183650.1	XP_003424937.1
OG0002056	XP_034184656.1	XP_008209991.2
OG0002057	XP_034180103.1, XP_034180102.1	XP_001602070.1
OG0002058	XP_034176063.1	XP_031786224.1
OG0002059	XP_034180634.1	XP_008208388.1
OG0002060	XP_034181538.1	XP_001599552.2
OG0002061	XP_034188292.1	XP_001602037.2
OG0002063	XP_034183692.1	XP_001605407.1
OG0002064	XP_034177993.1, XP_034177992.1	XP_031783669.1
OG0002065	XP_034180760.1	XP_016845620.1, XP_031778190.1, XP_032454231.1
OG0002066	XP_034179199.1, XP_034179198.1	XP_001607955.1
OG0002067	XP_034191082.1	XP_032457341.1
OG0002068	XP_034171162.1	XP_003424103.1, XP_008212711.1, XP_001607337.1
OG0002069	XP_034188020.1	XP_008210554.1, XP_032457897.1, XP_032457896.1, XP_032457895.1, XP_008217350.1, XP_031784234.1, XP_031784235.1
OG0002070	XP_034189258.1, XP_034189257.1	XP_001602392.2, XP_008202567.1
OG0002071	XP_034177656.1	XP_008213859.1, XP_008213860.1, XP_001599472.2
OG0002072	XP_034184119.1	XP_001600089.1
OG0002073	XP_034190458.1	XP_008209652.1, XP_008209654.1, XP_032452871.1, XP_008209657.1, XP_032452870.1, XP_032452869.1, XP_001605084.1
OG0002075	XP_034177695.1	NP_001154949.1
OG0002076	XP_034190687.1	XP_001605568.2
OG0002077	XP_034182463.1	XP_001607042.1
OG0002078	XP_034175427.1	XP_016840890.1
OG0002080	XP_034188196.1	XP_032452276.1, XP_032452277.1, XP_032452279.1, XP_032452278.1, XP_032452274.1, XP_032452280.1, XP_032452275.1, XP_031780715.1, XP_008208770.1
OG0002081	XP_034185447.1	XP_031784467.1, XP_031784464.1
OG0002082	XP_034194952.1, XP_034194946.1	XP_001607707.1, XP_031777691.1, XP_008203064.1, XP_008203063.1
OG0002083	XP_034190133.1	XP_008207019.1
OG0002084	XP_034181906.1	NP_001127786.1, XP_016837015.1
OG0002085	XP_034176246.1	XP_001599415.1
OG0002086	XP_034190037.1, XP_034190038.1	XP_016838135.1, XP_008212523.1, XP_008212525.1, XP_008212524.1, XP_031778642.1
OG0002087	XP_034191183.1	XP_031777220.1
OG0002088	XP_034183400.1	XP_031780040.1, XP_031780039.1, XP_031780041.1
OG0002089	XP_034180161.1	XP_001604238.2
OG0002090	XP_034174954.1	XP_031781496.1, XP_001600915.3
OG0002091	XP_034187956.1, XP_034187954.1	XP_001601973.1
OG0002092	XP_034191111.1, XP_034191112.1	XP_001599942.1
OG0002093	XP_034171962.1	XP_001605566.1
OG0002094	XP_034195347.1	XP_001605247.1, XP_031785053.1
OG0002095	XP_034196446.1	XP_008204059.1, XP_031786761.1
OG0002096	XP_034184444.1, XP_034184442.1, XP_034184443.1	XP_001608008.2
OG0002097	XP_034193635.1	XP_001607946.2
OG0002098	XP_034184181.1	XP_016840374.1
OG0002099	XP_034176695.1, XP_034176697.1	XP_008216008.1
OG0002100	XP_034183783.1	XP_008207420.1, XP_008207419.1, XP_031787329.1, XP_031787328.1, XP_001608233.1, XP_003426723.1, XP_032456137.1
OG0002101	XP_034195812.1, XP_034195807.1	XP_001603143.3
OG0002102	XP_034192570.1	XP_031785420.1
OG0002103	XP_034178262.1	XP_032451939.1, XP_001606938.1, XP_032451940.1, XP_032451941.1, XP_032451938.1, XP_032451937.1
OG0002104	XP_034177614.1, XP_034177616.1, XP_034177615.1	XP_001603200.2, XP_031781601.1, XP_016843307.1, XP_008205863.1, XP_016837975.1, XP_008216145.2, XP_031780115.1
OG0002105	XP_034195746.1, XP_034195748.1	XP_031781590.1
OG0002106	XP_034180461.1, XP_034180462.1, XP_034180460.1	XP_008208276.2
OG0002107	XP_034183362.1, XP_034183358.1	XP_008208102.1
OG0002108	XP_034178907.1, XP_034178908.1, XP_034178909.1, XP_034178906.1	XP_008210355.1
OG0002109	XP_034186933.1, XP_034186934.1	XP_001603698.1
OG0002110	XP_034180412.1, XP_034180411.1, XP_034180413.1	XP_008210642.1, XP_031782070.1, XP_001602855.1
OG0002111	XP_034186002.1	XP_016841925.1
OG0002113	XP_034183804.1	XP_008215384.2, XP_032451924.1, XP_032451925.1, XP_001606602.1
OG0002114	XP_034177518.1, XP_034177516.1, XP_034177517.1	XP_008211284.1, XP_032455550.1
OG0002115	XP_034171412.1	XP_008208973.1, XP_031781565.1
OG0002116	XP_034181652.1	XP_031783439.1
OG0002117	XP_034187509.1	XP_001604118.1
OG0002118	XP_034184441.1, XP_034184439.1	XP_031780694.1, XP_003425011.1
OG0002119	XP_034195806.1, XP_034195805.1	XP_016844267.1, XP_001603237.2
OG0002120	XP_034176688.1	XP_003426708.1
OG0002121	XP_034192903.1, XP_034192906.1	XP_008214914.1
OG0002122	XP_034194940.1	XP_008203237.2
OG0002123	XP_034172769.1	XP_032454488.1, XP_031782308.1, XP_016839572.1, XP_016839573.1
OG0002124	XP_034186744.1	XP_031778232.1
OG0002125	XP_034184746.1, XP_034184745.1, XP_034184744.1	XP_016838894.1
OG0002126	XP_034172346.1	XP_016843477.1, XP_032455715.1, XP_003426336.1
OG0002127	XP_034170926.1	XP_031783636.1
OG0002128	XP_034176003.1, XP_034176002.1, XP_034176001.1, XP_034176000.1	XP_031783799.1
OG0002129	XP_034195872.1	XP_001604008.2
OG0002130	XP_034196352.1, XP_034196350.1, XP_034196351.1	XP_003425969.1, XP_001607104.1
OG0002134	XP_034175257.1	XP_001608257.1
OG0002136	XP_034193209.1	XP_001606239.2
OG0002137	XP_034191253.1	XP_031781576.1, XP_031781578.1
OG0002138	XP_034177222.1, XP_034193634.1	XP_001599555.1, XP_001599529.1
OG0002139	XP_034189737.1	XP_001604554.2
OG0002140	XP_034179887.1, XP_034179888.1	XP_001607907.2
OG0002141	XP_034181860.1, XP_034181859.1	XP_001603344.2
OG0002142	XP_034193428.1	XP_031782400.2
OG0002143	XP_034179889.1	XP_032456906.1, XP_008207517.1
OG0002144	XP_034181674.1	XP_016845774.2
OG0002145	XP_034176566.1, XP_034176565.1	XP_001601117.4
OG0002146	XP_034186570.1, XP_034186572.1	XP_003425852.1, XP_031780257.1
OG0002147	XP_034171818.1	XP_008216001.1, XP_008216003.1, XP_008216000.1
OG0002148	XP_034182036.1	XP_003424114.1
OG0002149	XP_034191849.1, XP_034191855.1	XP_016843313.1, XP_016843317.2
OG0002150	XP_034193348.1, XP_034193346.1	XP_008214740.1, XP_031786636.1, XP_031786635.1, XP_031786637.1, XP_016845321.1
OG0002151	XP_034186493.1	XP_016837769.1
OG0002152	XP_034195658.1	XP_008204427.3
OG0002153	XP_034193458.1	XP_001602464.2
OG0002154	XP_034189695.1, XP_034189694.1, XP_034189693.1	XP_001601186.3, XP_032457037.1, XP_032457038.1, XP_032457039.1
OG0002155	XP_034174291.1	XP_031783561.2, XP_031783560.2
OG0002156	XP_034174036.1	XP_008205333.2, XP_031783076.1
OG0002157	XP_034172181.1, XP_034172190.1	XP_032453787.1
OG0002158	XP_034193539.1	XP_003426278.1
OG0002159	XP_034183323.1	XP_016840863.1, XP_032458202.1, XP_032458201.1, XP_003426986.1
OG0002160	XP_034175461.1	XP_001604847.2, XP_031786384.1
OG0002161	XP_034187560.1, XP_034187562.1, XP_034187559.1	XP_008206236.1
OG0002163	XP_034188193.1, XP_034188192.1, XP_034188194.1	XP_016838517.1, XP_008212570.1
OG0002164	XP_034180349.1, XP_034180343.1	XP_031777815.1
OG0002165	XP_034178896.1	XP_031782646.1, XP_031782647.1, XP_016839851.1
OG0002166	XP_034196509.1	XP_016839567.1
OG0002167	XP_034174415.1, XP_034174455.1	XP_001602195.1
OG0002169	XP_034181889.1	XP_032452529.1, XP_031778534.1, XP_031778535.1, XP_031778539.1, XP_031778537.1, XP_031778540.1, XP_031778538.1, XP_031778536.1
OG0002170	XP_034189806.1	XP_008217510.1
OG0002171	XP_034186135.1	XP_008207376.1
OG0002172	XP_034188951.1, XP_034188952.1	XP_008207346.2
OG0002173	XP_034179410.1	XP_031784728.1
OG0002174	XP_034196180.1, XP_034196182.1, XP_034196181.1	XP_031780888.1, XP_031780891.1
OG0002175	XP_034178553.1, XP_034178551.1	XP_031788789.1
OG0002177	XP_034187921.1, XP_034187922.1	XP_016840421.2
OG0002178	XP_034186313.1	XP_008206149.1, XP_003426313.1, XP_001599608.2
OG0002179	XP_034190684.1	XP_016845680.1
OG0002182	XP_034170968.1	XP_031782212.1
OG0002183	XP_034177785.1	XP_031786547.1, XP_008214888.2
OG0002184	XP_034177282.1	XP_016840736.1, XP_016840734.1
OG0002185	XP_034185338.1, XP_034185331.1	XP_032453837.1, XP_016844152.2
OG0002186	XP_034189958.1	XP_031781049.1
OG0002187	XP_034190730.1, XP_034190729.1	XP_032455262.1, XP_031784805.1
OG0002189	XP_034184759.1	XP_001601212.1, XP_032453471.1
OG0002191	XP_034194806.1	XP_032454980.1, XP_016840424.1, XP_003425108.1
OG0002192	XP_034192977.1	XP_008208525.1
OG0002193	XP_034180714.1, XP_034180713.1	NP_001127795.1, XP_008202527.1
OG0002194	XP_034183126.1, XP_034183169.1, XP_034183194.1, XP_034183135.1, XP_034183178.1, XP_034183161.1, XP_034183144.1, XP_034183154.1, XP_034183109.1	XP_032458184.1, XP_032458183.1
OG0002195	XP_034175175.1	NP_001123224.1, XP_016843907.1
OG0002196	XP_034191692.1, XP_034191691.1, XP_034191690.1	XP_031777747.1
OG0002197	XP_034176890.1	XP_001600257.1
OG0002198	XP_034174757.1	XP_031783068.1
OG0002199	XP_034194247.1	XP_016838315.1, XP_016838316.1
OG0002202	XP_034193019.1, XP_034193027.1	XP_031785411.1
OG0002203	XP_034173001.1	XP_001607217.1
OG0002204	XP_034177208.1	XP_008211236.1, XP_031785128.1, XP_008211238.1, XP_031785129.1
OG0002205	XP_034180414.1	XP_031779690.1, XP_031779689.1
OG0002206	XP_034191406.1	XP_031787436.1
OG0002208	XP_034178727.1	XP_016840035.1
OG0002209	XP_034183213.1	NP_001127792.1, XP_031778358.1
OG0002210	XP_034194868.1	XP_008213224.1
OG0002211	XP_034193456.1	XP_001607445.1
OG0002212	XP_034184603.1	XP_008204867.1
OG0002213	XP_034194894.1, XP_034194885.1, XP_034194904.1	XP_001602458.1
OG0002214	XP_034195523.1	XP_031785360.1
OG0002215	XP_034177689.1, XP_034177691.1	NP_001153690.1, XP_031780961.1
OG0002217	XP_034194387.1	XP_003427205.1
OG0002218	XP_034191148.1, XP_034191151.1	XP_031776910.1, XP_031776909.1, XP_031776908.1, XP_032452009.1, XP_031776911.1
OG0002219	XP_034179126.1	XP_008208361.1, XP_008208362.1
OG0002220	XP_034177328.1	NP_001135910.1
OG0002221	XP_034176017.1, XP_034176015.1	XP_001603753.1
OG0002222	XP_034189416.1, XP_034189414.1	XP_031784035.1, XP_031784040.1
OG0002223	XP_034172084.1, XP_034172085.1, XP_034172086.1, XP_034172087.1	XP_016837163.1
OG0002224	XP_034189365.1, XP_034189367.1, XP_034189366.1	XP_031779085.1, XP_031779081.1
OG0002225	XP_034178356.1	XP_016841873.1, XP_016841879.1
OG0002226	XP_034178385.1, XP_034178384.1, XP_034178386.1, XP_034178382.1	XP_008206186.1, XP_001600621.1, XP_008206190.1
OG0002227	XP_034193702.1	XP_003424524.1
OG0002228	XP_034183208.1, XP_034183202.1	NP_001127791.1, XP_031778369.1
OG0002229	XP_034193288.1	XP_032456715.1, XP_032456714.1, XP_032456713.1, XP_008207007.1, XP_008207006.1
OG0002230	XP_034171515.1	XP_032453375.1
OG0002231	XP_034172839.1	XP_032456545.1
OG0002236	XP_034180162.1, XP_034180163.1	XP_001601949.1
OG0002237	XP_034175178.1	NP_001161440.1
OG0002238	XP_034187621.1	XP_032457754.1, XP_001600310.1, XP_032457755.1
OG0002239	XP_034188517.1	XP_031778338.1, NP_001136340.1, NP_001136339.1
OG0002240	XP_034185614.1	NP_001135854.1, XP_031782996.1
OG0002241	XP_034179920.1	XP_032456077.1, XP_001603723.1
OG0002242	XP_034192301.1, XP_034192306.1	XP_031777063.1
OG0002243	XP_034189602.1	XP_008211026.1
OG0002244	XP_034184946.1, XP_034184947.1	XP_008215923.1
