Orthogroup	Osmia_lignaria	Solenopsis_invicta
OG0000723	XP_034174162.1, XP_034174156.1, XP_034174145.1	XP_039305662.1, XP_039305658.1
OG0000724	XP_034181314.1, XP_034181312.1, XP_034181306.1	XP_011170525.1, XP_011170523.1
OG0000726	XP_034178804.1	XP_011167998.2
OG0000727	XP_034186076.1	XP_025986180.1
OG0000728	XP_034175496.1	XP_039312815.1, XP_039312814.1, XP_011169151.3, XP_039312816.1, XP_011168956.1, XP_011169150.1
OG0000729	XP_034190466.1	XP_011168583.1
OG0000730	XP_034171099.1, XP_034171091.1, XP_034171105.1, XP_034171114.1	XP_039314139.1, XP_039314140.1
OG0000731	XP_034178797.1, XP_034178798.1	XP_039311188.1, XP_011167996.2
OG0000732	XP_034182772.1, XP_034182771.1	XP_039301972.1, XP_011162337.1, XP_011162336.1, XP_011162333.1, XP_011162334.1, XP_011162335.1
OG0000733	XP_034178501.1, XP_034178492.1	XP_039314752.1, XP_011169491.1
OG0000734	XP_034190930.1	XP_011166589.1, XP_011166590.1, XP_025992886.1
OG0000736	XP_034191847.1	XP_011157298.1
OG0000737	XP_034187747.1, XP_034187754.1	XP_011162103.1
OG0000738	XP_034177226.1	XP_025995486.1, XP_039304747.1, XP_025995485.2, XP_025995484.2
OG0000739	XP_034196640.1, XP_034196641.1, XP_034196639.1	XP_025986669.1, XP_011158895.1
OG0000740	XP_034172337.1	XP_011165468.1, XP_011165469.1, XP_011165467.1, XP_011165466.1
OG0000741	XP_034193488.1	XP_011176093.2
OG0000742	XP_034189472.1	XP_039306568.1, XP_039306567.1
OG0000743	XP_034190118.1, XP_034190109.1	XP_011176100.1, XP_011176099.1, XP_011176096.1, XP_011176097.1, XP_011176098.1
OG0000744	XP_034187130.1	XP_011163408.1
OG0000745	XP_034189287.1, XP_034189288.1	XP_039312216.1, XP_039312218.1, XP_039312219.1, XP_025993584.1, XP_011159126.1, XP_011159127.1, XP_039312050.1, XP_039312217.1
OG0000746	XP_034176719.1, XP_034176792.1	XP_039301874.1
OG0000747	XP_034193411.1, XP_034193412.1, XP_034193409.1, XP_034193410.1	XP_025994764.1, XP_025994766.1, XP_025994765.1
OG0000748	XP_034187817.1, XP_034187812.1	XP_025992939.2
OG0000749	XP_034179927.1	XP_011156808.3
OG0000750	XP_034175721.1, XP_034175719.1	XP_039308189.1, XP_011168047.1
OG0000751	XP_034173091.1	XP_011163217.2
OG0000752	XP_034191978.1	XP_011161184.1
OG0000753	XP_034179861.1, XP_034179862.1, XP_034179863.1, XP_034179864.1, XP_034179865.1	XP_011164714.1, XP_011164712.1, XP_011164713.1, XP_039314207.1
OG0000754	XP_034179518.1, XP_034179517.1	XP_025994006.1, XP_039314803.1
OG0000755	XP_034194096.1, XP_034194097.1, XP_034194095.1	XP_011160539.1
OG0000756	XP_034172932.1, XP_034172922.1	XP_039310988.1
OG0000756	XP_034172826.1	XP_011167689.2
OG0000757	XP_034184593.1	XP_011173081.1
OG0000758	XP_034188431.1, XP_034188430.1	XP_011163862.2
OG0000758	XP_034181223.1	XP_011164604.1
OG0000759	XP_034187215.1, XP_034187213.1, XP_034187216.1, XP_034187212.1	XP_025988751.1
OG0000760	XP_034187517.1, XP_034187499.1, XP_034187508.1	XP_011162144.1, XP_011162146.1, XP_011162145.1
OG0000761	XP_034183428.1	XP_025996446.1
OG0000762	XP_034181156.1	XP_025987473.1
OG0000763	XP_034184208.1, XP_034184209.1	XP_039301895.1
OG0000763	XP_034190484.1	XP_039307898.1, XP_039315255.1, XP_039315261.1, XP_039304243.1, XP_025993399.2, XP_039310908.1, XP_039305558.1, XP_039303717.1
OG0000764	XP_034176909.1	XP_039304581.1, XP_011159740.1
OG0000764	XP_034176904.1	XP_011159741.1
OG0000765	XP_034175618.1, XP_034175619.1	XP_011176280.1, XP_011176281.1
OG0000766	XP_034177641.1, XP_034177644.1, XP_034177642.1, XP_034177640.1	XP_025988764.1, XP_039314286.1
OG0000767	XP_034187945.1	XP_011171183.1, XP_011171178.1
OG0000768	XP_034193378.1, XP_034193377.1	XP_011168953.1, XP_011168954.1
OG0000769	XP_034171474.1	XP_039302316.1
OG0000770	XP_034191634.1, XP_034191632.1	XP_025991245.1, XP_039314063.1
OG0000771	XP_034184038.1	XP_025987164.1, XP_011158232.1, XP_025987165.1
OG0000772	XP_034173563.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173559.1	XP_039313911.1, XP_039313913.1
OG0000773	XP_034176456.1, XP_034176455.1, XP_034176458.1	XP_025987110.1
OG0000774	XP_034189595.1, XP_034189596.1	XP_011165924.1
OG0000775	XP_034176300.1, XP_034176297.1	XP_011155960.1, XP_025987204.1
OG0000776	XP_034173109.1, XP_034173110.1	XP_011163200.1
OG0000777	XP_034180626.1	XP_025997179.1, XP_025997180.1, XP_011165269.1
OG0000778	XP_034176423.1	XP_011164824.1
OG0000779	XP_034185836.1	XP_039308346.1, XP_039308351.1, XP_039308349.1, XP_039308355.1
OG0000780	XP_034185772.1	XP_011160559.1, XP_011160558.1, XP_025988495.1, XP_011160560.1, XP_025988494.1
OG0000781	XP_034181916.1, XP_034181913.1, XP_034181914.1, XP_034181915.1	XP_011159966.1
OG0000782	XP_034184114.1	XP_025991730.1, NP_001291540.1
OG0000783	XP_034192421.1, XP_034192422.1, XP_034192420.1, XP_034192419.1	XP_011176408.1
OG0000785	XP_034180176.1	XP_039302168.1
OG0000786	XP_034191176.1, XP_034191175.1	XP_011155618.2
OG0000787	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1	XP_011168695.1, XP_011168697.1, XP_011168696.1, XP_025988184.1, XP_011168698.1, XP_025988185.1
OG0000788	XP_034187202.1	XP_039308398.1
OG0000789	XP_034181098.1, XP_034181099.1, XP_034181100.1, XP_034181096.1, XP_034181097.1	XP_011161800.1, XP_011161799.1, XP_011161803.1, XP_011161801.1
OG0000790	XP_034179072.1	XP_011159162.2
OG0000791	XP_034187035.1, XP_034187036.1, XP_034187037.1	XP_025994338.1, XP_025994339.1, XP_025994340.1, XP_025994341.1, XP_039313885.1, XP_011155738.1
OG0000795	XP_034188912.1	XP_011168338.1
OG0000796	XP_034174861.1	XP_011161408.1
OG0000796	XP_034187746.1	XP_011161421.1
OG0000797	XP_034190292.1	XP_011162370.1, XP_011162428.1
OG0000798	XP_034180056.1, XP_034180058.1	XP_011165295.1
OG0000799	XP_034180545.1, XP_034180514.1, XP_034180523.1	XP_025989311.1, XP_039305768.1
OG0000800	XP_034180330.1	XP_011160666.1, XP_011160664.1
OG0000801	XP_034173967.1	XP_025992851.1
OG0000801	XP_034187749.1	XP_011164184.2
OG0000802	XP_034189560.1, XP_034189562.1, XP_034189561.1, XP_034189564.1, XP_034189563.1	XP_025988488.1
OG0000803	XP_034188816.1, XP_034188817.1	XP_011155983.1
OG0000804	XP_034180962.1	XP_039306726.1, XP_039306725.1, XP_011171429.1
OG0000805	XP_034181599.1	XP_025994786.1
OG0000806	XP_034184428.1, XP_034184432.1, XP_034184431.1, XP_034184430.1, XP_034184429.1	XP_011169594.1, XP_011169595.1, XP_011169597.1
OG0000807	XP_034190741.1, XP_034190740.1	XP_011161813.1, XP_011161815.1, XP_011161814.1
OG0000808	XP_034183463.1	XP_025993559.1
OG0000808	XP_034183461.1	XP_011160772.1
OG0000809	XP_034193051.1, XP_034193046.1	XP_025990549.1, XP_039304796.1
OG0000810	XP_034183310.1, XP_034183309.1	XP_039302094.1, XP_011162024.2, XP_011162023.2
OG0000811	XP_034188072.1, XP_034188070.1, XP_034188069.1, XP_034188071.1	XP_011168281.1, XP_011168282.1
OG0000812	XP_034175129.1	XP_011172218.1
OG0000813	XP_034186990.1, XP_034186991.1	XP_025994548.1, XP_039313899.1
OG0000814	XP_034180584.1	XP_011170174.1, XP_039315469.1
OG0000815	XP_034172727.1, XP_034172729.1	XP_011159180.2, XP_011159181.1
OG0000816	XP_034189879.1, XP_034189877.1	XP_011160544.1
OG0000817	XP_034195003.1	XP_025987139.1
OG0000818	XP_034188503.1	XP_039312944.1
OG0000819	XP_034179064.1, XP_034179057.1	XP_039311826.1, XP_039311828.1
OG0000820	XP_034195599.1	XP_039301687.1
OG0000821	XP_034185797.1, XP_034185798.1, XP_034185799.1	XP_025995382.1
OG0000822	XP_034172458.1, XP_034172455.1	XP_025991295.2
OG0000823	XP_034187890.1, XP_034187889.1	XP_011160880.1
OG0000824	XP_034184719.1	XP_025993701.2
OG0000825	XP_034174046.1	XP_039306488.1, XP_039306489.1, XP_039307020.1, XP_011171356.2, XP_011171353.1
OG0000826	XP_034176934.1, XP_034176935.1	XP_039304012.1, XP_011159412.1, XP_011159413.1, XP_011159411.1
OG0000827	XP_034183745.1, XP_034183742.1	XP_039308960.1, XP_039308963.1
OG0000828	XP_034195499.1	XP_039315579.1
OG0000829	XP_034183255.1	XP_011162079.1, XP_011162078.1
OG0000830	XP_034194303.1, XP_034194302.1, XP_034194301.1, XP_034194299.1	XP_011168522.1
OG0000831	XP_034189119.1, XP_034189121.1, XP_034189122.1	XP_039310174.1
OG0000832	XP_034182733.1	XP_039308938.1
OG0000833	XP_034190806.1, XP_034190798.1, XP_034190807.1	XP_025988976.2, XP_025988982.2, XP_025988988.2
OG0000834	XP_034172452.1	XP_039309993.1, XP_011160982.1, XP_011160983.1
OG0000835	XP_034190763.1	XP_011164859.1
OG0000836	XP_034179823.1	XP_039308456.1
OG0000837	XP_034184128.1, XP_034184129.1	XP_025991745.1, XP_025991746.1, XP_039308425.1
OG0000838	XP_034180061.1, XP_034180067.1	XP_039307130.1
OG0000839	XP_034181508.1	XP_011164602.1
OG0000840	XP_034177541.1, XP_034177551.1	XP_039314110.1
OG0000841	XP_034181768.1	XP_025987401.1
OG0000842	XP_034192812.1	XP_039304445.1, XP_039304448.1
OG0000843	XP_034187129.1	XP_039313882.1, XP_039313881.1, XP_039313883.1, XP_039313878.1, XP_039313880.1, XP_039313879.1
OG0000844	XP_034172406.1, XP_034172405.1	XP_039310169.1
OG0000845	XP_034184545.1, XP_034184552.1, XP_034184551.1, XP_034184550.1, XP_034184549.1, XP_034184548.1, XP_034184547.1, XP_034184546.1	XP_011158192.2
OG0000846	XP_034194217.1, XP_034190693.1, XP_034190365.1, XP_034190369.1, XP_034190367.1, XP_034190366.1, XP_034194216.1	XP_025988215.1, XP_011168771.1, XP_039303959.1
OG0000847	XP_034190794.1, XP_034194683.1	XP_025997815.2, XP_039304770.1, XP_039313601.1, XP_039302896.1, XP_039313420.1, XP_025998026.2, XP_039308697.1, XP_039313476.1, XP_039310469.1, XP_039304138.1, XP_025995764.2, XP_011174809.2, XP_039314757.1
OG0000847	XP_034194835.1	XP_025993782.2
OG0000849	XP_034183622.1, XP_034189636.1	XP_011156555.1, XP_011163639.1
OG0000850	XP_034180435.1, XP_034180437.1, XP_034180436.1	XP_011159981.1
OG0000851	XP_034185597.1	XP_011158376.1
OG0000852	XP_034172044.1	XP_025986713.2, XP_025986712.2, XP_011158922.2, XP_039305863.1, XP_039305862.1
OG0000853	XP_034186796.1, XP_034186797.1, XP_034186798.1, XP_034186795.1	XP_039313865.1
OG0000854	XP_034196499.1	XP_011158684.1
OG0000855	XP_034172075.1	XP_011176305.1
OG0000856	XP_034183287.1	XP_025989573.1, XP_011172010.2
OG0000857	XP_034174526.1, XP_034174525.1, XP_034174524.1, XP_034174523.1, XP_034174529.1, XP_034174528.1, XP_034174527.1, XP_034174522.1	XP_011163622.1
OG0000858	XP_034180271.1	XP_039309658.1
OG0000858	XP_034178314.1	XP_025997319.1
OG0000859	XP_034173381.1	XP_011168368.1, XP_011168610.1, XP_011168692.1, XP_011168455.1
OG0000860	XP_034194264.1	XP_039308843.1, XP_011168506.1
OG0000861	XP_034170892.1	XP_011158929.2
OG0000862	XP_034195426.1	XP_011175531.2, XP_025988112.2
OG0000863	XP_034185668.1, XP_034185670.1	XP_039302141.1
OG0000864	XP_034192662.1	XP_039314769.1, XP_025988781.2
OG0000865	XP_034176896.1	XP_011169349.1, XP_011169329.1, XP_011169345.1
OG0000867	XP_034174325.1, XP_034174336.1, XP_034174316.1	XP_039309625.1
OG0000868	XP_034172436.1, XP_034172433.1	XP_039310527.1, XP_025993438.1
OG0000869	XP_034174081.1, XP_034174065.1, XP_034174056.1, XP_034174073.1	XP_039308279.1
OG0000870	XP_034184904.1	XP_039310472.1, XP_025996069.2
OG0000871	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1	XP_025986886.1
OG0000872	XP_034181751.1, XP_034181750.1, XP_034181753.1	XP_011175455.1, XP_011175453.1, XP_011175456.1, XP_011175452.1
OG0000873	XP_034187537.1	XP_011176166.2
OG0000874	XP_034177643.1	XP_025994420.1, XP_025994421.1
OG0000875	XP_034178077.1	XP_011164437.1, XP_039309316.1
OG0000876	XP_034190240.1, XP_034190239.1	XP_011158998.1, XP_011159005.1
OG0000877	XP_034178224.1	XP_039311088.1, XP_011161480.1
OG0000878	XP_034181479.1	XP_025986289.1
OG0000879	XP_034189598.1, XP_034189599.1	XP_025990421.1, XP_025990422.1
OG0000881	XP_034189677.1	XP_011160040.2
OG0000882	XP_034186420.1	XP_011171044.1, XP_025991022.1, XP_011171038.1, XP_011171036.1, XP_039304678.1, XP_025995906.1, XP_039304676.1, XP_011171039.1, XP_025994427.1, XP_011171088.1, XP_039306778.1, XP_011171040.2, XP_011171043.2, XP_039306728.1, XP_039305689.1, XP_011156454.2, XP_011171045.1, XP_039307164.1, XP_011174745.3, XP_025991035.2, XP_011171041.1
OG0000883	XP_034193676.1, XP_034193677.1	XP_039303708.1, XP_039303709.1, XP_039303706.1
OG0000884	XP_034193462.1	XP_039304756.1, XP_039313970.1
OG0000885	XP_034181121.1	XP_039315016.1
OG0000886	XP_034180685.1, XP_034180684.1	XP_011170327.1
OG0000887	XP_034192262.1, XP_034192264.1	XP_039308747.1
OG0000887	XP_034192207.1	XP_039308527.1
OG0000888	XP_034192158.1, XP_034174666.1	XP_011175978.1
OG0000890	XP_034173867.1	XP_039314335.1
OG0000892	XP_034192271.1, XP_034192267.1, XP_034172302.1	XP_011164335.1
OG0000893	XP_034185523.1	XP_039306561.1
OG0000894	XP_034192209.1, XP_034192212.1	XP_025986498.1
OG0000895	XP_034182503.1, XP_034182492.1, XP_034182496.1	XP_025990648.1
OG0000896	XP_034179388.1	XP_039311139.1
OG0000897	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1	XP_011158516.1
OG0000898	XP_034192983.1	XP_025990057.1, XP_011155417.1
OG0000898	XP_034172398.1	XP_011165573.1
OG0000899	XP_034171832.1	XP_039313083.1
OG0000900	XP_034186437.1	XP_011171987.1
OG0000901	XP_034185264.1	XP_025986962.1
OG0000902	XP_034190777.1, XP_034190776.1	XP_039304961.1, XP_039304959.1, XP_039304960.1, XP_039304968.1, XP_039303855.1, XP_011169896.1, XP_039303853.1, XP_025991659.2
OG0000903	XP_034171020.1	XP_011158890.2
OG0000904	XP_034189450.1	XP_039311619.1
OG0000905	XP_034176256.1	XP_011165800.2, XP_011165794.1, XP_011165795.1, XP_011165796.1, XP_011165797.1
OG0000906	XP_034194763.1	XP_039313466.1
OG0000906	XP_034185940.1	XP_039306787.1
OG0000908	XP_034185707.1, XP_034185708.1	XP_011160553.2, XP_011160554.2
OG0000909	XP_034185582.1, XP_034185583.1, XP_034185578.1, XP_034185580.1, XP_034185581.1	XP_039308150.1
OG0000910	XP_034178793.1	XP_011164763.2
OG0000911	XP_034180882.1, XP_034180893.1	XP_025993971.2, XP_025993970.2, XP_025993966.2
OG0000912	XP_034184131.1, XP_034184142.1	XP_011169376.1
OG0000913	XP_034175764.1, XP_034175763.1, XP_034175760.1, XP_034175762.1, XP_034175761.1, XP_034175765.1	XP_011173890.1
OG0000914	XP_034190362.1	XP_039308448.1, XP_039308446.1, XP_039308447.1
OG0000915	XP_034183062.1	XP_025987634.1
OG0000916	XP_034188357.1	XP_025995363.1
OG0000917	XP_034187453.1, XP_034187452.1	XP_011165923.1
OG0000918	XP_034175887.1	XP_011157236.1
OG0000919	XP_034173735.1, XP_034173734.1, XP_034173733.1, XP_034173737.1, XP_034173736.1	XP_025988014.1
OG0000920	XP_034172598.1, XP_034172599.1, XP_034172596.1, XP_034172597.1	XP_011165873.1
OG0000921	XP_034189680.1, XP_034189681.1, XP_034189682.1, XP_034189683.1	XP_011165106.1, XP_011165105.1
OG0000922	XP_034190592.1	XP_011171960.2
OG0000923	XP_034175018.1	XP_039306250.1, XP_039306253.1
OG0000924	XP_034194386.1	XP_011155993.1
OG0000925	XP_034173467.1	XP_011168106.1, XP_025992349.1
OG0000927	XP_034171094.1, XP_034171093.1, XP_034171092.1, XP_034171095.1	XP_011172154.1
OG0000928	XP_034189849.1	XP_011160605.3
OG0000929	XP_034179318.1	XP_011169685.1
OG0000930	XP_034191756.1	XP_039305396.1
OG0000932	XP_034179540.1	XP_011170039.1
OG0000933	XP_034191786.1	XP_011171324.1
OG0000934	XP_034192953.1	XP_039304912.1, XP_039304911.1
OG0000935	XP_034187241.1	XP_011164079.1
OG0000936	XP_034175603.1	XP_011173270.1, XP_011173276.1
OG0000937	XP_034188007.1, XP_034188006.1	XP_039307703.1, XP_039307702.1
OG0000938	XP_034184735.1, XP_034184734.1, XP_034184733.1, XP_034184736.1	XP_025989696.1
OG0000939	XP_034181499.1	XP_011160363.1
OG0000939	XP_034181447.1	XP_011160353.1
OG0000939	XP_034181421.1	XP_039308686.1
OG0000940	XP_034195043.1	XP_039308450.1
OG0000941	XP_034189067.1	XP_011164512.2
OG0000942	XP_034179417.1	XP_011156703.1, XP_039314337.1, XP_039314336.1
OG0000943	XP_034193562.1	XP_011166146.1, XP_025988490.1
OG0000944	XP_034180736.1	XP_025996268.1
OG0000945	XP_034186310.1	XP_011160563.1, XP_039303714.1
OG0000946	XP_034178644.1, XP_034178643.1	XP_011161547.1
OG0000947	XP_034180336.1	XP_025991408.2
OG0000947	XP_034179287.1	XP_039314950.1
OG0000948	XP_034180454.1, XP_034180455.1, XP_034180456.1	XP_011172825.1
OG0000949	XP_034195825.1	XP_039303762.1, XP_011158334.2, XP_011173491.1, XP_039313318.1, XP_039313322.1, XP_039314435.1
OG0000950	XP_034190142.1, XP_034190143.1	XP_011166764.1
OG0000951	XP_034184794.1	XP_039301861.1, XP_011158539.1
OG0000952	XP_034184206.1, XP_034184205.1	XP_039310385.1
OG0000953	XP_034189305.1	XP_025989139.1
OG0000954	XP_034195540.1	XP_039301987.1
OG0000955	XP_034171887.1	XP_011162740.2
OG0000957	XP_034190259.1	XP_011168741.1, XP_039312334.1
OG0000958	XP_034173680.1, XP_034173685.1	XP_011162112.1
OG0000959	XP_034183625.1, XP_034183626.1	XP_039308943.1
OG0000960	XP_034177332.1	XP_011167205.2
OG0000961	XP_034184070.1	XP_011156839.1
OG0000962	XP_034180283.1, XP_034180297.1, XP_034180295.1	XP_025991221.1, XP_025991228.1
OG0000963	XP_034177225.1	XP_025991764.1, XP_025991763.1
OG0000964	XP_034171351.1	XP_011158913.1
OG0000965	XP_034184086.1	XP_025990144.1
OG0000966	XP_034184334.1, XP_034184333.1, XP_034184332.1	XP_025990155.1
OG0000967	XP_034187639.1, XP_034187640.1, XP_034187638.1	XP_011165638.2, XP_011165637.1
OG0000968	XP_034173572.1, XP_034173571.1	XP_039307503.1, XP_039307502.1
OG0000969	XP_034181152.1	XP_011172487.1
OG0000970	XP_034176225.1, XP_034176226.1, XP_034176224.1	XP_011156652.2, XP_011156653.2
OG0000972	XP_034193136.1	XP_025996480.1, XP_025996479.1, XP_025996478.1
OG0000973	XP_034171108.1, XP_034171109.1, XP_034171106.1, XP_034171107.1, XP_034171104.1	XP_025995015.1, XP_025995014.1
OG0000974	XP_034191527.1	XP_011158478.1, XP_039315669.1
OG0000975	XP_034174317.1	XP_039305351.1, XP_039305332.1
OG0000976	XP_034195212.1, XP_034195220.1, XP_034195217.1, XP_034195224.1	XP_011166681.1, XP_011166682.1, XP_011166683.1
OG0000977	XP_034176763.1	XP_011170453.1, XP_025988785.1
OG0000978	XP_034192557.1	XP_025988062.1
OG0000978	XP_034175477.1	XP_039312849.1
OG0000979	XP_034178365.1	XP_039310714.1
OG0000979	XP_034192445.1, XP_034192444.1, XP_034192446.1	XP_025989398.2
OG0000981	XP_034173760.1, XP_034173759.1, XP_034173761.1, XP_034173755.1, XP_034173757.1, XP_034173754.1, XP_034173758.1	XP_011175614.2
OG0000982	XP_034185935.1	XP_039312643.1
OG0000983	XP_034192716.1	XP_025996299.1, XP_011161616.1, XP_011161615.1
OG0000984	XP_034178006.1	XP_011168645.1
OG0000984	XP_034178004.1	XP_011168644.1
OG0000985	XP_034190102.1	XP_011166971.1
OG0000987	XP_034182022.1	XP_039313616.1
OG0000987	XP_034171497.1	XP_011168290.2
OG0000989	XP_034178407.1, XP_034178405.1	XP_025986626.1, XP_011158016.1
OG0000990	XP_034185754.1, XP_034185755.1, XP_034185756.1, XP_034185752.1, XP_034185751.1, XP_034185753.1	XP_011157427.1, XP_011157429.1, XP_011157428.1, XP_025995188.1
OG0000992	XP_034178167.1, XP_034178166.1	XP_039309285.1
OG0000993	XP_034171207.1, XP_034171206.1	XP_011158936.1, XP_011158937.1
OG0000994	XP_034171673.1	XP_039302337.1
OG0000994	XP_034171674.1	XP_011170722.1
OG0000995	XP_034186263.1	XP_039309136.1
OG0000995	XP_034175673.1	XP_011175780.2
OG0000996	XP_034195101.1, XP_034195102.1	XP_025989662.1, XP_011164800.1
OG0000997	XP_034177088.1	XP_039302938.1
OG0000999	XP_034185608.1	XP_025988924.1
OG0001000	XP_034190868.1	XP_039305721.1, XP_025987551.1, XP_039305714.1
OG0001001	XP_034174538.1	XP_011155828.1, XP_011163623.1
OG0001002	XP_034179570.1	XP_011166211.1
OG0001003	XP_034185954.1	XP_025992817.1
OG0001003	XP_034185952.1, XP_034185953.1	XP_011165020.1, XP_011165021.1
OG0001004	XP_034186039.1	XP_011169693.1
OG0001005	XP_034179988.1, XP_034179989.1, XP_034179986.1, XP_034179987.1	XP_039306361.1, XP_039306362.1, XP_011161118.1, XP_011161120.1, XP_011161119.1
OG0001006	XP_034176286.1, XP_034176287.1	XP_011175337.3, XP_011175336.2
OG0001007	XP_034180622.1, XP_034180623.1, XP_034180619.1, XP_034180620.1, XP_034180621.1, XP_034180624.1	XP_025996086.1
OG0001008	XP_034175217.1	XP_039313823.1, XP_025995609.2, XP_011173151.2
OG0001009	XP_034176145.1	XP_039305198.1
OG0001010	XP_034180151.1	XP_039308328.1, XP_039308327.1, XP_039308329.1, XP_039308333.1
OG0001011	XP_034190314.1, XP_034190315.1	XP_025993924.1, XP_011159821.2
OG0001013	XP_034180220.1	XP_039307293.1
OG0001014	XP_034196606.1	XP_011157434.1
OG0001015	XP_034185533.1	XP_011161195.1
OG0001016	XP_034172226.1	XP_025992910.1
OG0001016	XP_034193451.1	XP_011169863.1
OG0001017	XP_034194629.1, XP_034194613.1, XP_034194620.1	XP_025988474.1
OG0001018	XP_034195546.1	XP_039302706.1
OG0001018	XP_034195668.1	XP_039302708.1
OG0001019	XP_034193171.1	XP_011163380.1
OG0001020	XP_034194356.1, XP_034194357.1	XP_011159873.1
OG0001022	XP_034185216.1	XP_011158427.1, XP_025991400.1, XP_039301782.1, XP_039301783.1, XP_011158425.2
OG0001023	XP_034193213.1, XP_034193212.1, XP_034193214.1	XP_025993731.2, XP_025993732.2
OG0001024	XP_034180076.1, XP_034180077.1	XP_039307132.1
OG0001025	XP_034183565.1	XP_011167003.2
OG0001026	XP_034171444.1, XP_034171443.1, XP_034171446.1, XP_034171445.1, XP_034171441.1, XP_034171442.1	XP_039308723.1, XP_039308721.1, XP_039308722.1
OG0001027	XP_034192769.1, XP_034192771.1, XP_034192773.1	XP_039308919.1
