Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0001949	XP_034185494.1	NP_001285813.1
OG0001950	XP_034188615.1	NP_001261595.1
OG0001951	XP_034184905.1	NP_726846.1
OG0001952	XP_034184831.1	NP_001245466.1
OG0001953	XP_034188115.1	NP_788450.1
OG0001954	XP_034182952.1, XP_034182950.1, XP_034182951.1	NP_001263037.1
OG0001956	XP_034187799.1, XP_034187800.1, XP_034187798.1	NP_610804.1
OG0001959	XP_034192641.1	NP_649972.1
OG0001960	XP_034177955.1	NP_001261726.1, NP_524993.3, NP_001027247.1
OG0001961	XP_034188597.1	NP_001286875.1
OG0001962	XP_034178192.1	NP_609989.1, NP_609990.1, NP_001188850.1
OG0001963	XP_034192453.1	NP_648053.1
OG0001964	XP_034177828.1, XP_034177827.1	NP_001287227.1
OG0001965	XP_034172956.1	NP_001285968.1, NP_723939.1, NP_728540.1, NP_612051.1
OG0001966	XP_034191479.1	NP_001286827.1
OG0001967	XP_034176724.1	NP_001262353.1
OG0001968	XP_034193885.1, XP_034179875.1	NP_001097756.1
OG0001969	XP_034176163.1	NP_001259204.1
OG0001971	XP_034195494.1, XP_034195493.1	NP_723787.1
OG0001973	XP_034184109.1	NP_726095.2
OG0001975	XP_034170876.1, XP_034170878.1, XP_034170877.1	NP_001260979.1
OG0001976	XP_034190572.1, XP_034190569.1	NP_001138150.1
OG0001977	XP_034183294.1	NP_611067.2
OG0001981	XP_034184016.1	NP_649298.2, NP_001262144.1, NP_001287140.1
OG0001987	XP_034178663.1, XP_034178662.1	NP_001356937.1
OG0001988	XP_034175307.1, XP_034175298.1	NP_524001.2
OG0001989	XP_034194403.1	NP_001260098.1, NP_001284837.1
OG0001990	XP_034181472.1, XP_034181485.1	NP_788760.1
OG0001991	XP_034184662.1	NP_001262998.1
OG0001992	XP_034182314.1	NP_001245552.1
OG0001993	XP_034181754.1, XP_034181755.1, XP_034181756.1	NP_611538.1
OG0001994	XP_034188040.1	NP_651072.1
OG0001995	XP_034187845.1	NP_523355.2
OG0001996	XP_034187884.1	NP_524991.1, NP_649393.1, NP_724787.1
OG0001997	XP_034178853.1	NP_996267.1
OG0001998	XP_034174559.1	NP_651780.1
OG0001999	XP_034196146.1	NP_523428.1
OG0002000	XP_034181073.1	NP_726490.3
OG0002001	XP_034194025.1	NP_001285572.1
OG0002002	XP_034179420.1	NP_001027274.2, NP_001260458.1
OG0002003	XP_034177939.1	NP_001259998.1
OG0002004	XP_034174718.1	NP_650776.1
OG0002005	XP_034194518.1	NP_647640.1
OG0002006	XP_034192546.1	NP_001247376.1, NP_001247375.1
OG0002007	XP_034193060.1, XP_034193066.1	NP_001261689.1
OG0002009	XP_034176840.1	NP_001027401.1
OG0002010	XP_034188088.1	NP_651600.1
OG0002011	XP_034182458.1	NP_001286589.1
OG0002012	XP_034171229.1	NP_001014582.1, NP_524041.2
OG0002013	XP_034181797.1	NP_001245550.1
OG0002014	XP_034178206.1, XP_034178196.1	NP_476562.1
OG0002015	XP_034193061.1	NP_609782.2
OG0002016	XP_034196569.1	NP_788448.1
OG0002018	XP_034186701.1	NP_648586.2
OG0002019	XP_034193139.1	NP_001137910.2
OG0002020	XP_034174541.1, XP_034174540.1, XP_034174543.1	NP_732549.2
OG0002021	XP_034181434.1, XP_034181608.1, XP_034181520.1	NP_649827.2
OG0002022	XP_034182728.1	NP_726406.1
OG0002023	XP_034178378.1, XP_034178376.1, XP_034178377.1, XP_034178375.1, XP_034178379.1	NP_001245577.1
OG0002024	XP_034187544.1	NP_610095.1
OG0002025	XP_034173783.1, XP_034173782.1	NP_649877.1
OG0002026	XP_034187788.1	NP_001259298.1
OG0002028	XP_034172267.1	NP_001263045.1, NP_001036699.1
OG0002029	XP_034186724.1	NP_610059.1
OG0002032	XP_034177673.1, XP_034177667.1	NP_001286795.1
OG0002033	XP_034179422.1	NP_001285275.1
OG0002034	XP_034192353.1	NP_001163027.1, NP_001189073.1
OG0002035	XP_034171380.1, XP_034171362.1, XP_034171370.1	NP_611093.2
OG0002036	XP_034171251.1	NP_001286548.1
OG0002037	XP_034172797.1	NP_524660.1
OG0002038	XP_034185152.1	NP_608372.1
OG0002039	XP_034191968.1	NP_001286974.1
OG0002041	XP_034183352.1, XP_034183351.1	NP_647887.1
OG0002042	XP_034191698.1, XP_034191699.1	NP_001137671.1, NP_610099.1
OG0002043	XP_034181189.1	NP_001034012.2
OG0002044	XP_034178997.1	NP_001263139.1
OG0002045	XP_034180923.1	NP_477311.1
OG0002046	XP_034187702.1, XP_034187701.1, XP_034187703.1	NP_001097124.1
OG0002047	XP_034184377.1, XP_034184376.1, XP_034184378.1, XP_034184379.1	NP_001189286.1
OG0002048	XP_034174285.1	NP_001247185.1
OG0002049	XP_034187952.1, XP_034187953.1	NP_732811.1
OG0002050	XP_034187277.1	NP_001285355.1
OG0002051	XP_034196626.1	NP_611681.1, NP_001286736.1, NP_611610.2, NP_001246460.1, NP_001286724.1, NP_523809.2, NP_001261050.1
OG0002052	XP_034191948.1	NP_611508.1
OG0002053	XP_034180392.1	NP_610530.1
OG0002054	XP_034192107.1	NP_524677.1
OG0002055	XP_034183648.1, XP_034183650.1	NP_001259900.1, NP_572902.1
OG0002056	XP_034184656.1	NP_524907.2
OG0002057	XP_034180103.1, XP_034180102.1	NP_609888.2
OG0002058	XP_034176063.1	NP_609119.2
OG0002059	XP_034180634.1	NP_648185.1
OG0002060	XP_034181538.1	NP_726403.2
OG0002061	XP_034188292.1	NP_001036338.1
OG0002062	XP_034189171.1	NP_001356975.1
OG0002063	XP_034183692.1	NP_001285001.1
OG0002064	XP_034177993.1, XP_034177992.1	NP_001356982.1
OG0002065	XP_034180760.1	NP_001284967.1
OG0002066	XP_034179199.1, XP_034179198.1	NP_649869.1
OG0002067	XP_034191082.1	NP_651116.1
OG0002068	XP_034171162.1	NP_611856.1
OG0002069	XP_034188020.1	NP_652610.1
OG0002070	XP_034189258.1, XP_034189257.1	NP_650941.3
OG0002071	XP_034177656.1	NP_477372.1
OG0002072	XP_034184119.1	NP_001259984.1
OG0002073	XP_034190458.1	NP_001260394.1
OG0002074	XP_034179710.1	NP_001260491.1, NP_001263066.1
OG0002075	XP_034177695.1	NP_524583.1
OG0002076	XP_034190687.1	NP_001163600.1
OG0002077	XP_034182463.1	NP_724409.3
OG0002078	XP_034175427.1	NP_001259928.1
OG0002079	XP_034195983.1, XP_034195984.1, XP_034195986.1, XP_034195981.1, XP_034195982.1	NP_001261524.1
OG0002080	XP_034188196.1	NP_649990.2
OG0002081	XP_034185447.1	NP_001286545.1
OG0002082	XP_034194952.1, XP_034194946.1	NP_572503.1
OG0002083	XP_034190133.1	NP_648372.1
OG0002084	XP_034181906.1	NP_611677.1
OG0002085	XP_034176246.1	NP_001285316.1
OG0002086	XP_034190037.1, XP_034190038.1	NP_609934.3
OG0002087	XP_034191183.1	NP_572818.1
OG0002088	XP_034183400.1	NP_523833.1
OG0002089	XP_034180161.1	NP_001261563.1
OG0002090	XP_034174954.1	NP_001260029.1
OG0002091	XP_034187956.1, XP_034187954.1	NP_001285049.1, NP_609350.2
OG0002092	XP_034191111.1, XP_034191112.1	NP_788716.1
OG0002093	XP_034171962.1	NP_001262005.1
OG0002094	XP_034195347.1	NP_610207.1, NP_001259341.1, NP_612091.1
OG0002095	XP_034196446.1	NP_733076.2
OG0002096	XP_034184444.1, XP_034184442.1, XP_034184443.1	NP_723086.1
OG0002097	XP_034193635.1	NP_001162716.1, NP_729740.2
OG0002098	XP_034184181.1	NP_477014.1
OG0002099	XP_034176695.1, XP_034176697.1	NP_001262830.1, NP_001262827.1
OG0002100	XP_034183783.1	NP_001285208.1
OG0002101	XP_034195812.1, XP_034195807.1	NP_001014695.1
OG0002102	XP_034192570.1	NP_649939.1
OG0002103	XP_034178262.1	NP_001260451.1
OG0002106	XP_034180461.1, XP_034180462.1, XP_034180460.1	NP_524818.1
OG0002107	XP_034183362.1, XP_034183358.1	NP_523739.2
OG0002108	XP_034178907.1, XP_034178908.1, XP_034178909.1, XP_034178906.1	NP_996185.1
OG0002109	XP_034186933.1, XP_034186934.1	NP_611966.3
OG0002110	XP_034180412.1, XP_034180411.1, XP_034180413.1	NP_996042.1
OG0002111	XP_034186002.1	NP_001261454.1
OG0002113	XP_034183804.1	NP_001262803.1
OG0002114	XP_034177518.1, XP_034177516.1, XP_034177517.1	NP_651508.1
OG0002115	XP_034171412.1	NP_572197.4
OG0002116	XP_034181652.1	NP_573100.1, NP_573105.1, NP_001262467.1
OG0002117	XP_034187509.1	NP_001286076.1
OG0002119	XP_034195806.1, XP_034195805.1	NP_001162779.1
OG0002120	XP_034176688.1	NP_652670.2, NP_610853.1, NP_611671.1
OG0002121	XP_034192903.1, XP_034192906.1	NP_001262679.1
OG0002122	XP_034194940.1	NP_001138057.1
OG0002123	XP_034172769.1	NP_523593.5
OG0002124	XP_034186744.1	NP_001369005.1
OG0002125	XP_034184746.1, XP_034184745.1, XP_034184744.1	NP_608369.1, NP_726887.1, NP_001356931.1
OG0002126	XP_034172346.1	NP_524659.1, NP_652413.1
OG0002127	XP_034170926.1	NP_001261984.1
OG0002128	XP_034176003.1, XP_034176002.1, XP_034176001.1, XP_034176000.1	NP_611499.3
OG0002129	XP_034195872.1	NP_788872.1
OG0002130	XP_034196352.1, XP_034196350.1, XP_034196351.1	NP_001247043.1, NP_001260865.1
OG0002131	XP_034187107.1, XP_034187102.1	NP_001259886.1
OG0002132	XP_034180723.1	NP_001261614.1
OG0002134	XP_034175257.1	NP_001163664.1
OG0002136	XP_034193209.1	NP_608780.1
OG0002137	XP_034191253.1	NP_001286327.1
OG0002138	XP_034177222.1, XP_034193634.1	NP_001262079.1
OG0002139	XP_034189737.1	NP_648894.2
OG0002140	XP_034179887.1, XP_034179888.1	NP_001262599.1
OG0002141	XP_034181860.1, XP_034181859.1	NP_730594.1
OG0002142	XP_034193428.1	NP_001285282.1
OG0002143	XP_034179889.1	NP_524238.1
OG0002144	XP_034181674.1	NP_001261617.1
OG0002145	XP_034176566.1, XP_034176565.1	NP_609877.2
OG0002146	XP_034186570.1, XP_034186572.1	NP_001259153.1
OG0002148	XP_034182036.1	NP_650672.1
OG0002149	XP_034191849.1, XP_034191855.1	NP_726059.5
OG0002150	XP_034193348.1, XP_034193346.1	NP_001036357.2
OG0002151	XP_034186493.1	NP_788891.2
OG0002152	XP_034195658.1	NP_001036397.2
OG0002153	XP_034193458.1	NP_608851.1, NP_511089.2
OG0002154	XP_034189695.1, XP_034189694.1, XP_034189693.1	NP_651555.1
OG0002155	XP_034174291.1	NP_001262777.1
OG0002156	XP_034174036.1	NP_001262888.1
OG0002157	XP_034172181.1, XP_034172190.1	NP_648105.1
OG0002158	XP_034193539.1	NP_001284753.1
OG0002159	XP_034183323.1	NP_001284832.1
OG0002162	XP_034177151.1	NP_649886.1
OG0002163	XP_034188193.1, XP_034188192.1, XP_034188194.1	NP_001286059.1
OG0002164	XP_034180349.1, XP_034180343.1	NP_001287469.1
OG0002165	XP_034178896.1	NP_511170.1
OG0002166	XP_034196509.1	NP_651250.2
OG0002167	XP_034174415.1, XP_034174455.1	NP_730568.1
OG0002168	XP_034196708.1, XP_034196710.1	NP_001247018.1
OG0002169	XP_034181889.1	NP_610943.2
OG0002170	XP_034189806.1	NP_001285140.1
OG0002171	XP_034186135.1	NP_723732.2, NP_609741.3
OG0002172	XP_034188951.1, XP_034188952.1	NP_001245974.1
OG0002173	XP_034179410.1	NP_001262864.1
OG0002177	XP_034187921.1, XP_034187922.1	NP_001260910.1
OG0002178	XP_034186313.1	NP_524679.3
OG0002179	XP_034190684.1	NP_609675.2
OG0002181	XP_034175444.1	NP_001285496.1
OG0002182	XP_034170968.1	NP_001245595.1
OG0002183	XP_034177785.1	NP_788429.1
OG0002184	XP_034177282.1	NP_001247215.1
OG0002185	XP_034185338.1, XP_034185331.1	NP_726596.1
OG0002186	XP_034189958.1	NP_001285258.1
OG0002187	XP_034190730.1, XP_034190729.1	NP_649313.1
OG0002188	XP_034195935.1	NP_001104019.1
OG0002189	XP_034184759.1	NP_572502.1
OG0002190	XP_034190588.1	NP_001097622.2
OG0002191	XP_034194806.1	NP_001260762.1
OG0002192	XP_034192977.1	NP_725091.1
OG0002193	XP_034180714.1, XP_034180713.1	NP_650940.2
OG0002194	XP_034183126.1, XP_034183169.1, XP_034183194.1, XP_034183135.1, XP_034183178.1, XP_034183161.1, XP_034183144.1, XP_034183154.1, XP_034183109.1	NP_001286884.1
OG0002195	XP_034175175.1	NP_001285326.1
OG0002196	XP_034191692.1, XP_034191691.1, XP_034191690.1	NP_001246133.1
OG0002197	XP_034176890.1	NP_525097.1
OG0002198	XP_034174757.1	NP_649415.2, NP_611222.2
OG0002200	XP_034181668.1	NP_001287456.1
OG0002202	XP_034193019.1, XP_034193027.1	NP_001262840.1
OG0002203	XP_034173001.1	NP_001262806.1
OG0002204	XP_034177208.1	NP_650021.1
OG0002205	XP_034180414.1	NP_611511.3
OG0002205	XP_034190290.1	NP_572327.1
OG0002206	XP_034191406.1	NP_001285571.1
OG0002208	XP_034178727.1	NP_001137618.1
OG0002209	XP_034183213.1	NP_001286111.1, NP_001188859.1, NP_724294.1
OG0002210	XP_034194868.1	NP_611068.3
OG0002211	XP_034193456.1	NP_649412.1
OG0002212	XP_034184603.1	NP_001246302.1, NP_649596.1, NP_001163003.1, NP_001285689.1
OG0002213	XP_034194894.1, XP_034194885.1, XP_034194904.1	NP_608580.2
OG0002215	XP_034177689.1, XP_034177691.1	NP_788337.1, NP_001286352.1
OG0002217	XP_034194387.1	NP_001163086.1
OG0002218	XP_034191148.1, XP_034191151.1	NP_649774.1
OG0002219	XP_034179126.1	NP_651266.1
OG0002220	XP_034177328.1	NP_001286572.1
OG0002221	XP_034176017.1, XP_034176015.1	NP_001259702.1
OG0002222	XP_034189416.1, XP_034189414.1	NP_001261000.1
OG0002223	XP_034172084.1, XP_034172085.1, XP_034172086.1, XP_034172087.1	NP_001287045.1
OG0002224	XP_034189365.1, XP_034189367.1, XP_034189366.1	NP_001014469.1
OG0002225	XP_034178356.1	NP_001163042.1
OG0002226	XP_034178385.1, XP_034178384.1, XP_034178386.1, XP_034178382.1	NP_652639.1
OG0002236	XP_034180162.1, XP_034180163.1	NP_001287249.1, NP_001189295.1
OG0002237	XP_034175178.1	NP_001097736.1, NP_524682.1
OG0002238	XP_034187621.1	NP_001260018.1
OG0002239	XP_034188517.1	NP_573175.2
OG0002240	XP_034185614.1	NP_523684.2
OG0002241	XP_034179920.1	NP_001262025.1
OG0002242	XP_034192301.1, XP_034192306.1	NP_001259911.1
OG0002243	XP_034189602.1	NP_476646.2
OG0002244	XP_034184946.1, XP_034184947.1	NP_001287433.1
OG0002246	XP_034186785.1	NP_524033.2
OG0002247	XP_034173966.1	NP_611450.1, NP_001097356.1, NP_523771.1
OG0002248	XP_034188648.1	NP_608531.1
OG0002249	XP_034176411.1, XP_034176402.1	NP_001261273.1
OG0002250	XP_034190758.1	NP_651181.1
OG0002251	XP_034195998.1	NP_729388.1, NP_648234.1, NP_648235.1, NP_648237.1
OG0002252	XP_034191214.1	NP_731500.1
OG0002253	XP_034182380.1	NP_001303378.1
OG0002254	XP_034175177.1, XP_034175176.1	NP_523792.2
OG0002255	XP_034173208.1	NP_001246745.1
OG0002256	XP_034185637.1, XP_034185636.1	NP_649582.1
OG0002257	XP_034172186.1, XP_034172185.1	NP_476866.1
OG0002258	XP_034178391.1	NP_610379.2
OG0002259	XP_034187048.1	NP_001247099.1
OG0002260	XP_034184436.1	NP_649813.1
OG0002261	XP_034192831.1	NP_651967.2
OG0002262	XP_034191689.1	NP_001097502.1
OG0002263	XP_034179089.1	NP_001247310.1
OG0002264	XP_034191974.1	NP_729301.1
OG0002265	XP_034178284.1	NP_001285313.1, NP_001287584.1
OG0002266	XP_034184788.1	NP_609647.1
OG0002267	XP_034174069.1, XP_034174071.1, XP_034174070.1	NP_001287120.1
OG0002268	XP_034187525.1, XP_034187527.1	NP_001260796.1
OG0002269	XP_034172492.1	NP_729528.2
OG0002270	XP_034194324.1, XP_034194325.1	NP_001259717.1
OG0002271	XP_034190864.1	NP_647950.1
OG0002272	XP_034171282.1	NP_651622.2
OG0002273	XP_034173503.1	NP_609364.1
OG0002275	XP_034189352.1	NP_511166.2
OG0002277	XP_034182872.1	NP_649473.1
OG0002278	XP_034175710.1	NP_733209.1
OG0002279	XP_034178168.1	NP_001097075.2
OG0002280	XP_034175635.1, XP_034175636.1, XP_034175637.1	NP_001027412.1
OG0002281	XP_034175325.1	NP_001188935.1
OG0002282	XP_034171281.1	NP_650055.1
OG0002283	XP_034179650.1	NP_001014583.1, NP_524394.2
OG0002284	XP_034186178.1	NP_731688.2
OG0002285	XP_034192089.1	NP_651667.1
OG0002286	XP_034192054.1, XP_034192047.1, XP_034192064.1	NP_788515.1
OG0002287	XP_034184576.1, XP_034184575.1	NP_001246966.1
OG0002288	XP_034176576.1, XP_034176575.1, XP_034176574.1	NP_476929.1
OG0002289	XP_034178089.1	NP_001286047.1
OG0002290	XP_034173445.1, XP_034173446.1	NP_001137877.1
OG0002291	XP_034179744.1, XP_034179738.1	NP_001262693.1
OG0002292	XP_034173211.1	NP_001137630.2
OG0002293	XP_034192196.1	NP_001369011.1
OG0002294	XP_034194521.1, XP_034194492.1	NP_001287483.1, NP_001262939.1
OG0002295	XP_034195235.1	NP_001137978.1
OG0002296	XP_034187256.1	NP_001285877.1, NP_001097153.1
OG0002298	XP_034194248.1	NP_572488.1
OG0002299	XP_034181416.1	NP_001246631.1
OG0002300	XP_034191146.1	NP_523713.2
OG0002302	XP_034184674.1	NP_001262366.1
OG0002303	XP_034187658.1, XP_034187657.1	NP_001285976.1
OG0002304	XP_034174260.1	NP_729380.1
OG0002305	XP_034187203.1	NP_609505.1
OG0002306	XP_034186386.1	NP_001097477.1
OG0002307	XP_034173342.1	NP_001247158.1
OG0002309	XP_034192073.1, XP_034192074.1, XP_034192075.1	NP_523369.2
OG0002310	XP_034186823.1	NP_650863.3
OG0002311	XP_034177748.1	NP_001284845.1, NP_001284844.1
OG0002312	XP_034178481.1	NP_610052.1
OG0002313	XP_034193193.1	NP_611636.1
OG0002314	XP_034183988.1, XP_034183989.1	NP_611803.1
OG0002315	XP_034180618.1	NP_001356923.1
OG0002317	XP_034194717.1	NP_609965.1
OG0002318	XP_034176807.1	NP_651351.1
OG0002319	XP_034187132.1	NP_001287005.1, NP_524630.1
OG0002320	XP_034189771.1	NP_001259719.1
OG0002321	XP_034185364.1	NP_732964.1
OG0002322	XP_034186270.1	NP_001162651.1
OG0002323	XP_034187396.1	NP_649760.1
OG0002324	XP_034188688.1	NP_610722.2, NP_001260909.1
OG0002325	XP_034191921.1	NP_648482.3
OG0002326	XP_034175273.1, XP_034175272.1, XP_034175271.1	NP_569874.1
OG0002327	XP_034180468.1	NP_001285776.1
OG0002329	XP_034174591.1, XP_034174586.1	NP_731930.3
OG0002331	XP_034195768.1	NP_001284830.1
OG0002332	XP_034183941.1	NP_001137802.1
OG0002333	XP_034179389.1, XP_034179390.1	NP_001285918.1
OG0002334	XP_034175186.1, XP_034175181.1	NP_651249.2
OG0002335	XP_034178496.1	NP_001262595.1
OG0002336	XP_034174460.1	NP_001285803.1
OG0002337	XP_034171299.1, XP_034171300.1	NP_001261323.1, NP_001261324.1
OG0002338	XP_034188145.1	NP_001036446.2
OG0002339	XP_034186080.1	NP_001188911.1
OG0002340	XP_034172936.1	NP_001245889.1
OG0002341	XP_034175121.1	NP_609968.3
OG0002342	XP_034174695.1, XP_034174693.1, XP_034174692.1, XP_034174696.1	NP_001260601.1
OG0002343	XP_034196334.1, XP_034196333.1	NP_650447.1
OG0002344	XP_034186897.1, XP_034186896.1	NP_001262835.1
OG0002345	XP_034181582.1, XP_034181581.1	NP_609239.1
OG0002346	XP_034180507.1, XP_034180499.1	NP_995679.1
OG0002347	XP_034171517.1, XP_034171516.1	NP_001036341.2
OG0002349	XP_034185427.1, XP_034185428.1, XP_034185429.1, XP_034185430.1	NP_477420.1
OG0002350	XP_034194099.1	NP_650918.1
OG0002351	XP_034190175.1, XP_034190177.1	NP_001287218.1
OG0002352	XP_034175902.1, XP_034175912.1, XP_034175922.1, XP_034175892.1, XP_034175930.1	NP_788536.1
OG0002354	XP_034193764.1	NP_001286785.1
OG0002355	XP_034175314.1	NP_001259311.1
OG0002356	XP_034186074.1	NP_001261092.1
OG0002357	XP_034177871.1, XP_034177863.1	NP_001285977.1
OG0002358	XP_034189538.1	NP_648945.1
OG0002359	XP_034196380.1	NP_001285406.1
OG0002360	XP_034180169.1	NP_001285833.1
OG0002361	XP_034186778.1	NP_608335.1, NP_609269.1
OG0002362	XP_034190373.1	NP_996330.1
OG0002363	XP_034175193.1	NP_001286579.1
OG0002364	XP_034181986.1	NP_572709.1
OG0002365	XP_034174461.1	NP_609980.1
OG0002366	XP_034184392.1	NP_573019.1, NP_573018.1
OG0002367	XP_034178242.1	NP_652500.1, NP_001097158.1
OG0002368	XP_034174655.1	NP_001262276.1
OG0002369	XP_034186096.1	NP_647972.1
OG0002370	XP_034172282.1	NP_650501.1
OG0002371	XP_034187666.1	NP_650583.1
OG0002373	XP_034185711.1	NP_001188884.1
OG0002374	XP_034183996.1	NP_995906.1
OG0002375	XP_034182681.1, XP_034182686.1	NP_523887.2
OG0002376	XP_034187652.1	NP_728294.1
OG0002377	XP_034173147.1	NP_611064.2
OG0002378	XP_034191903.1, XP_034191905.1	NP_001261992.1
OG0002379	XP_034177306.1, XP_034177308.1, XP_034177307.1	NP_001262969.1
OG0002380	XP_034193306.1	NP_001285145.1
OG0002381	XP_034192283.1	NP_649859.1
OG0002382	XP_034190332.1	NP_001287132.1
OG0002383	XP_034193643.1	NP_001033847.1, NP_001259598.1
OG0002384	XP_034190011.1	NP_648946.3
OG0002385	XP_034184365.1	NP_648047.2
OG0002387	XP_034189164.1	NP_001285097.1
OG0002388	XP_034182358.1	NP_610573.1
OG0002389	XP_034180081.1, XP_034180071.1, XP_034180089.1	NP_001260309.1
OG0002390	XP_034185837.1	NP_648059.1
OG0002391	XP_034177484.1	NP_608934.1
OG0002392	XP_034179719.1	NP_651763.4
OG0002393	XP_034177495.1, XP_034177496.1	NP_001163553.1, NP_649819.1
OG0002394	XP_034181740.1	NP_788051.1
OG0002395	XP_034181476.1	NP_001247100.1
OG0002397	XP_034196535.1	NP_001246018.1
OG0002398	XP_034189095.1	NP_651872.1
OG0002399	XP_034189712.1	NP_001137537.1
OG0002400	XP_034179810.1, XP_034179812.1, XP_034179811.1	NP_650561.1
OG0002401	XP_034176694.1, XP_034176660.1	NP_001097307.1
OG0002402	XP_034189286.1	NP_477294.2
OG0002403	XP_034193339.1	NP_001287262.1
OG0002404	XP_034196056.1, XP_034196055.1, XP_034196054.1	NP_001260216.1
OG0002406	XP_034194316.1	NP_524768.2
OG0002407	XP_034189908.1, XP_034189909.1, XP_034189910.1	NP_001245885.1
OG0002408	XP_034193217.1	NP_001162682.2
OG0002409	XP_034183588.1	NP_001262033.1
OG0002410	XP_034181107.1	NP_001246751.1
OG0002411	XP_034190667.1, XP_034190660.1, XP_034190665.1	NP_001284821.1
OG0002412	XP_034192660.1	NP_001287599.1
OG0002413	XP_034185126.1, XP_034185125.1	NP_001259732.1
OG0002414	XP_034182829.1, XP_034182826.1, XP_034182827.1	NP_610802.1
OG0002415	XP_034196384.1	NP_001286334.1
OG0002416	XP_034188603.1	NP_729266.2
OG0002417	XP_034179383.1, XP_034179384.1, XP_034179382.1	NP_001033904.1
OG0002418	XP_034189127.1, XP_034189128.1, XP_034189129.1	NP_001260819.1
OG0002419	XP_034185567.1	NP_572888.2
OG0002420	XP_034190915.1, XP_034190916.1	NP_525122.1
OG0002421	XP_034172052.1	NP_523837.2
OG0002422	XP_034173213.1, XP_034173212.1	NP_536796.2
OG0002423	XP_034196303.1, XP_034196305.1	NP_648206.1
OG0002424	XP_034188435.1	NP_001260684.1
OG0002425	XP_034189974.1	NP_610034.2
OG0002426	XP_034183621.1, XP_034183620.1	NP_001285784.1
OG0002427	XP_034185543.1	NP_001097435.2
OG0002428	XP_034180307.1	NP_476726.2
OG0002429	XP_034177918.1, XP_034177923.1, XP_034177922.1, XP_034177921.1, XP_034177920.1, XP_034177919.1	NP_001097670.1
OG0002430	XP_034180045.1	NP_611937.2
OG0002431	XP_034173568.1	NP_001163464.1
OG0002432	XP_034191231.1, XP_034191229.1	NP_651316.1
OG0002433	XP_034176532.1, XP_034176536.1	NP_724288.3
OG0002434	XP_034191127.1	NP_001261733.1
OG0002435	XP_034175510.1, XP_034175511.1, XP_034175509.1	NP_611896.1
OG0002436	XP_034185939.1, XP_034185938.1, XP_034185936.1	NP_001262874.1
OG0002437	XP_034175431.1, XP_034175433.1	NP_001261810.1
OG0002439	XP_034190187.1, XP_034190190.1, XP_034190188.1	NP_649278.1
