Orthogroup	Ceratina_calcarata	Eufriesea_mexicana
OG0002449	XP_017881065.2	XP_017762828.1
OG0002450	XP_017891839.1	XP_017766579.1
OG0002451	XP_017891180.1	XP_017763991.1
OG0002452	XP_017878317.1	XP_017753883.1
OG0002453	XP_017876329.1	XP_017765299.1
OG0002454	XP_026667828.1, XP_026667829.1, XP_026667830.1	XP_017759735.1, XP_017759736.1
OG0002455	XP_026675592.1	XP_017767591.1, XP_017767590.1
OG0002456	XP_017887422.1	XP_017757108.1
OG0002457	XP_017878620.1	XP_017761923.1
OG0002458	XP_017884775.1	XP_017759348.1
OG0002459	XP_017890870.1, XP_026674701.1	XP_017754439.1
OG0002460	XP_017888512.1	XP_017759103.1
OG0002461	XP_017888374.1	XP_017762761.1, XP_017762762.1
OG0002462	XP_017885971.1	XP_017754388.1, XP_017754389.1
OG0002463	XP_017883451.1	XP_017754543.1
OG0002464	XP_017890875.1, XP_026674703.1	XP_017764936.1
OG0002465	XP_017891967.1	XP_017757973.1
OG0002466	XP_026674422.1, XP_017890324.1, XP_026674423.1	XP_017764629.1
OG0002467	XP_017892177.2	XP_017752682.1, XP_017752683.1
OG0002468	XP_026668503.1, XP_026668501.1	XP_017766943.1
OG0002469	XP_017885430.1, XP_017885429.1	XP_017753963.1
OG0002470	XP_017880727.1	XP_017764919.1
OG0002471	XP_017893382.1	XP_017766573.1
OG0002472	XP_017885658.1	XP_017755522.1
OG0002473	XP_017889511.1	XP_017753907.1
OG0002474	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1	XP_017766178.1
OG0002475	XP_017882402.2	XP_017766165.1
OG0002476	XP_026671619.1, XP_017884989.1	XP_017765512.1, XP_017765511.1
OG0002477	XP_017888561.1, XP_026673565.1	XP_017766676.1
OG0002478	XP_026667814.1, XP_026667815.1	XP_017765464.1, XP_017765469.1
OG0002479	XP_017882263.1, XP_026670362.1	XP_017755731.1
OG0002480	XP_017876215.1	XP_017755068.1, XP_017755034.1
OG0002481	XP_017882004.1, XP_026670423.1	XP_017758197.1
OG0002482	XP_017893306.1, XP_026666592.1	XP_017756764.1
OG0002483	XP_017893393.1	XP_017762668.1, XP_017762669.1
OG0002484	XP_017881935.1	XP_017761720.1
OG0002485	XP_026674177.1, XP_026674176.1, XP_026674175.1	XP_017763012.1
OG0002486	XP_017892214.1	XP_017763455.1
OG0002487	XP_017886265.1, XP_026672460.1, XP_026672459.1, XP_026672458.1	XP_017754832.1
OG0002488	XP_017881945.1	XP_017767449.1
OG0002489	XP_017883094.1	XP_017757581.1
OG0002490	XP_017891655.1	XP_017764510.1
OG0002492	XP_017876836.1, XP_026667808.1	XP_017759738.1
OG0002493	XP_026668682.1, XP_017877317.1	XP_017762859.1
OG0002494	XP_017883022.1	XP_017761370.1
OG0002495	XP_017890180.1	XP_017757551.1
OG0002496	XP_017890100.1	XP_017757476.1
OG0002497	XP_017883683.1	XP_017756530.1
OG0002498	XP_017881654.1	XP_017762352.1
OG0002500	XP_017875078.1	XP_017753456.1
OG0002501	XP_017886788.1	XP_017762102.1, XP_017762103.1
OG0002502	XP_017877598.1	XP_017764791.1
OG0002503	XP_017887317.1	XP_017757342.1
OG0002504	XP_026672924.1, XP_017887264.1, XP_026672923.1	XP_017757337.1
OG0002505	XP_017879168.1	XP_017763156.1
OG0002506	XP_026669493.1	XP_017762783.1
OG0002507	XP_017880343.1, XP_026671970.1	XP_017763734.1
OG0002508	XP_017887687.1	XP_017763355.1
OG0002509	XP_026672852.1	XP_017763165.1
OG0002510	XP_017886186.1	XP_017766850.1
OG0002511	XP_017882918.1	XP_017765778.1, XP_017765777.1
OG0002512	XP_017880907.1	XP_017755769.1
OG0002513	XP_026673996.1, XP_017889428.1	XP_017759090.1
OG0002514	XP_026675503.1	XP_017753901.1, XP_017753902.1
OG0002515	XP_017882306.1	XP_017759437.1
OG0002516	XP_017880758.1, XP_017880759.1	XP_017765130.1, XP_017765116.1, XP_017765122.1
OG0002517	XP_017893511.1, XP_017893512.1, XP_026666700.1, XP_026666699.1	XP_017766597.1
OG0002518	XP_017893440.1	XP_017766777.1
OG0002519	XP_017889650.1	XP_017759115.1
OG0002520	XP_017891127.1	XP_017763067.1
OG0002521	XP_017881736.1	XP_017765937.1
OG0002522	XP_026672184.1, XP_017885606.1	XP_017758580.1
OG0002523	XP_026666603.1	XP_017763083.1
OG0002524	XP_017883426.2	XP_017763618.1
OG0002525	XP_026674794.1	XP_017763475.1
OG0002526	XP_017885834.1	XP_017759826.1
OG0002527	XP_017892883.1, XP_017892879.1	XP_017761270.1
OG0002528	XP_017882240.1, XP_026670250.1	XP_017760053.1, XP_017760054.1
OG0002529	XP_017888708.1	XP_017763290.1
OG0002530	XP_017888687.1	XP_017763286.1
OG0002531	XP_017890829.1	XP_017764184.1
OG0002532	XP_017890823.1	XP_017764160.1
OG0002534	XP_017892245.1	XP_017752684.1
OG0002535	XP_017886103.1	XP_017752307.1
OG0002536	XP_017884039.1	XP_017752368.1
OG0002537	XP_017880853.1	XP_017752420.1
OG0002538	XP_017885590.1, XP_017885592.1, XP_017885591.1, XP_017885593.1	XP_017755920.1
OG0002539	XP_017875045.1	XP_017755072.1
OG0002540	XP_017881326.1	XP_017758215.1
OG0002540	XP_026670371.1	XP_017759443.1
OG0002541	XP_017889591.1, XP_017889589.1	XP_017753800.1
OG0002542	XP_017875030.1	XP_017755020.1
OG0002543	XP_017883478.1	XP_017766723.1, XP_017766724.1
OG0002544	XP_017884582.1	XP_017760601.1
OG0002545	XP_017876444.1	XP_017767572.1
OG0002546	XP_017891650.1, XP_026669996.1, XP_017881359.2	XP_017752593.1
OG0002547	XP_017877224.1	XP_017761034.1, XP_017761033.1
OG0002548	XP_017886099.1, XP_026674669.1, XP_026674348.1	XP_017752252.1
OG0002549	XP_017892289.1	XP_017752269.1
OG0002550	XP_017885840.1	XP_017767095.1
OG0002551	XP_017882349.1	XP_017767010.1
OG0002552	XP_017880592.1	XP_017766743.1, XP_017767043.1
OG0002553	XP_026671275.1, XP_026674967.1	XP_017764959.1
OG0002554	XP_017875377.1	XP_017762954.1
OG0002555	XP_017876856.1	XP_017765477.1
OG0002556	XP_017876855.1	XP_017765465.1
OG0002557	XP_026672608.1	XP_017762095.1
OG0002558	XP_017891480.1	XP_017754739.1
OG0002558	XP_017890747.1, XP_017890762.1	XP_017754689.1
OG0002559	XP_026675627.1	XP_017754761.1
OG0002561	XP_017884083.2	XP_017753534.1
OG0002562	XP_017877181.1	XP_017759938.1, XP_017759948.1
OG0002563	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1	XP_017758887.1
OG0002564	XP_026671949.1	XP_017758840.1
OG0002565	XP_017876235.1	XP_017755045.1
OG0002566	XP_026670031.1, XP_026670032.1	XP_017756838.1
OG0002567	XP_017891148.1	XP_017752120.1
OG0002568	XP_017891293.1	XP_017764235.1
OG0002569	XP_017882022.1	XP_017757625.1
OG0002570	XP_026675163.1	XP_017753712.1
OG0002571	XP_017879776.1	XP_017766156.1
OG0002572	XP_017892988.1	XP_017766093.1
OG0002573	XP_017882528.1	XP_017765768.1
OG0002574	XP_017889282.1	XP_017763343.1
OG0002575	XP_017890880.1	XP_017764677.1, XP_017764676.1
OG0002577	XP_017882175.1	XP_017766251.1, XP_017766252.1
OG0002578	XP_017882082.1	XP_017766239.1
OG0002579	XP_017883805.1, XP_026671209.1, XP_026671206.1, XP_026671207.1, XP_026671208.1	XP_017758455.1
OG0002580	XP_017888146.1	XP_017762892.1
OG0002581	XP_017888112.1	XP_017759349.1
OG0002582	XP_017888129.2, XP_026673327.1	XP_017759406.1
OG0002583	XP_017884569.1	XP_017759323.1
OG0002584	XP_026672762.1	XP_017767425.1
OG0002585	XP_017889546.1, XP_017889547.1	XP_017763006.1
OG0002586	XP_017889371.1	XP_017758049.1
OG0002587	XP_017886300.1	XP_017765036.1
OG0002588	XP_017886455.1	XP_017765027.1
OG0002589	XP_017886428.1	XP_017765214.1
OG0002590	XP_017881415.1	XP_017754477.1, XP_017754476.1, XP_017754475.1
OG0002591	XP_017886159.1	XP_017767013.1
OG0002592	XP_017877512.1	XP_017755367.1
OG0002593	XP_026672934.1, XP_017887311.1, XP_017887313.1	XP_017755421.1
OG0002594	XP_026670549.1, XP_017882475.1	XP_017766199.1
OG0002595	XP_017880976.1	XP_017752221.1
OG0002596	XP_026675595.1, XP_026675594.1, XP_017892707.1	XP_017758331.1
OG0002597	XP_017878359.2	XP_017759144.1
OG0002598	XP_017879067.2	XP_017758930.1
OG0002599	XP_017888326.1	XP_017758754.1
OG0002600	XP_017877629.1	XP_017754844.1
OG0002601	XP_017876526.1	XP_017767338.1
OG0002602	XP_017877271.1	XP_017752547.1
OG0002603	XP_017890416.1	XP_017752514.1
OG0002605	XP_017881603.1	XP_017762884.1
OG0002606	XP_017884449.1	XP_017760548.1
OG0002607	XP_017888503.1	XP_017756149.1
OG0002608	XP_017888768.1	XP_017756195.1
OG0002609	XP_026673903.1	XP_017756116.1
OG0002610	XP_017880235.1	XP_017752937.1
OG0002611	XP_017892577.2	XP_017766104.1
OG0002612	XP_017892089.1	XP_017767478.1, XP_017767475.1, XP_017767477.1, XP_017767476.1
OG0002613	XP_026670506.1, XP_026670509.1	XP_017757529.1
OG0002614	XP_026671598.1, XP_017884606.1	XP_017767234.1
OG0002615	XP_017884936.1	XP_017761528.1
OG0002616	XP_026671400.1, XP_017884183.1	XP_017765203.1
OG0002617	XP_017883949.1	XP_017759763.1
OG0002618	XP_017880493.1	XP_017758662.1
OG0002619	XP_017886573.1	XP_017758402.1
OG0002620	XP_017878492.1, XP_026668628.1	XP_017761899.1
OG0002622	XP_017878391.1	XP_017760791.1
OG0002623	XP_017878405.1	XP_017760808.1
OG0002624	XP_017882167.1	XP_017760675.1
OG0002625	XP_017879956.1	XP_017760861.1
OG0002626	XP_026669274.1	XP_017760754.1
OG0002627	XP_026669262.1	XP_017760897.1
OG0002628	XP_026668089.1	XP_017754343.1
OG0002629	XP_017881187.1	XP_017754324.1
OG0002630	XP_017882790.1	XP_017759274.1
OG0002631	XP_017875356.1	XP_017763682.1
OG0002632	XP_017889330.1	XP_017761419.1, XP_017761421.1
OG0002633	XP_026668721.1	XP_017761687.1, XP_017766317.1
OG0002634	XP_017893602.1, XP_017893603.1	XP_017757138.1
OG0002635	XP_017882702.1, XP_017882694.1	XP_017764096.1
OG0002636	XP_026670079.1	XP_017754847.1, XP_017754770.1
OG0002637	XP_017884047.1	XP_017752836.1
OG0002639	XP_026675246.1	XP_017752752.1
OG0002640	XP_017883148.1	XP_017761218.1
OG0002641	XP_017877818.1	XP_017757443.1
OG0002642	XP_017880038.1	XP_017752487.1
OG0002643	XP_017891421.1	XP_017765712.1
OG0002644	XP_026675392.1, XP_026675393.1, XP_017892398.1, XP_026675394.1	XP_017753201.1
OG0002645	XP_017892402.1	XP_017753225.1
OG0002646	XP_017885249.1	XP_017753324.1
OG0002647	XP_017879307.1	XP_017758135.1
OG0002648	XP_026671389.1	XP_017755311.1
OG0002649	XP_017879322.1	XP_017762730.1
OG0002650	XP_017879259.1	XP_017756321.1
OG0002651	XP_017884203.1	XP_017756391.1, XP_017756392.1
OG0002652	XP_017878231.1	XP_017754681.1
OG0002653	XP_017883988.1	XP_017766349.1
OG0002654	XP_026675611.1	XP_017766380.1
OG0002655	XP_017891850.1, XP_026675193.1	XP_017766398.1
OG0002656	XP_017890287.1, XP_017890285.1	XP_017765014.1
OG0002657	XP_017890344.1	XP_017764345.1
OG0002658	XP_017891691.1	XP_017760137.1
OG0002659	XP_017885326.1	XP_017757250.1
OG0002660	XP_017885332.1	XP_017757228.1, XP_017757236.1
OG0002661	XP_017892549.1, XP_017884027.1	XP_017760943.1
OG0002662	XP_017885243.1	XP_017762777.1
OG0002663	XP_026669345.1	XP_017762173.1
OG0002664	XP_026675447.1, XP_026675455.1	XP_017760965.1
OG0002665	XP_017875077.1	XP_017753470.1, XP_017753479.1
OG0002666	XP_017881829.1	XP_017753565.1
OG0002667	XP_017879605.1	XP_017755289.1
OG0002668	XP_017879017.1, XP_017879016.1	XP_017754333.1
OG0002669	XP_026668187.1	XP_017763401.1
OG0002670	XP_017879934.1	XP_017760367.1, XP_017760365.1
OG0002671	XP_017883290.1, XP_026670951.1	XP_017752181.1
OG0002672	XP_017875768.1	XP_017754036.1
OG0002673	XP_017881029.1	XP_017759200.1, XP_017759210.1
OG0002674	XP_026669787.1, XP_017881052.1	XP_017759048.1
OG0002675	XP_017890942.1	XP_017753632.1
OG0002676	XP_017889034.1	XP_017761174.1
OG0002677	XP_017886024.1	XP_017765441.1
OG0002678	XP_017891394.1	XP_017757637.1
OG0002679	XP_017875960.1	XP_017762559.1
OG0002680	XP_017875860.1	XP_017759070.1
OG0002681	XP_017888252.1, XP_017890261.2	XP_017759081.1
OG0002682	XP_017889199.2, XP_026673197.1	XP_017761884.1, XP_017761883.1
OG0002683	XP_017875183.1	XP_017766270.1
OG0002684	XP_026666971.1	XP_017758632.1
OG0002685	XP_017886910.1, XP_017886911.1	XP_017762217.1
OG0002686	XP_017887279.1	XP_017757352.1
OG0002687	XP_017877591.1	XP_017755144.1
OG0002688	XP_026668847.1, XP_017878959.1, XP_017878960.1	XP_017755112.1
OG0002689	XP_017883606.1	XP_017755593.1
OG0002690	XP_017890037.1, XP_026674323.1	XP_017755641.1
OG0002691	XP_026674325.1	XP_017755616.1, XP_017755617.1
OG0002692	XP_017883366.1	XP_017762754.1
OG0002693	XP_026670906.1, XP_017883270.1, XP_026670907.1	XP_017765364.1
OG0002694	XP_017886834.2	XP_017762159.1
OG0002695	XP_017879072.1	XP_017759988.1
OG0002696	XP_017876671.1	XP_017754241.1
OG0002697	XP_017880453.1	XP_017763868.1
OG0002698	XP_017879207.1	XP_017756309.1, XP_017756307.1
OG0002699	XP_017876835.1	XP_017759783.1
OG0002700	XP_017892834.1	XP_017758950.1
OG0002701	XP_026675379.1	XP_017767017.1
OG0002702	XP_017893431.1	XP_017764832.1
OG0002702	XP_017893428.1	XP_017764831.1
OG0002703	XP_017888186.1	XP_017754197.1
OG0002704	XP_017888240.1	XP_017754169.1
OG0002705	XP_026666856.1, XP_026666854.1, XP_026666855.1	XP_017757193.1
OG0002706	XP_026667864.1, XP_017877000.1	XP_017759650.1
OG0002707	XP_017877075.2	XP_017763811.1
OG0002709	XP_026671015.1	XP_017756656.1
OG0002710	XP_026674383.1, XP_017890231.1, XP_017890232.1, XP_026674384.1, XP_017890234.1	XP_017767730.1
OG0002711	XP_017877819.1	XP_017757412.1
OG0002712	XP_017879567.1	XP_017755297.1
OG0002713	XP_026675135.1, XP_017891757.1	XP_017753678.1
OG0002714	XP_017881674.1	XP_017761185.1
OG0002715	XP_026669139.1	XP_017758332.1
OG0002716	XP_026675591.1, XP_026675590.1, XP_017892713.1	XP_017767584.1
OG0002717	XP_017887637.1	XP_017758207.1
OG0002718	XP_026675440.1, XP_026675441.1	XP_017765178.1, XP_017765179.1
OG0002720	XP_026675398.1	XP_017757915.1
OG0002721	XP_017886398.1	XP_017756808.1
OG0002722	XP_017877828.2, XP_026669382.1	XP_017764047.1
OG0002723	XP_017885406.1, XP_017883980.1	XP_017755740.1
OG0002724	XP_017881143.1	XP_017761806.1
OG0002725	XP_017875696.1	XP_017767317.1
OG0002726	XP_026670306.1	XP_017766179.1
OG0002727	XP_017875741.1	XP_017758389.1, XP_017758388.1
OG0002728	XP_017887863.1	XP_017753162.1, XP_017753164.1, XP_017753163.1, XP_017753165.1
OG0002729	XP_017875087.1	XP_017752614.1
OG0002730	XP_017876305.1	XP_017754826.1
OG0002731	XP_026669815.1	XP_017754888.1
OG0002732	XP_017890582.1	XP_017760684.1
OG0002733	XP_017878488.1	XP_017760802.1
OG0002734	XP_017879933.1	XP_017762320.1, XP_017762319.1
OG0002735	XP_017887903.1	XP_017763287.1, XP_017763271.1, XP_017763279.1, XP_017763294.1
OG0002736	XP_026672625.1	XP_017764125.1
OG0002737	XP_017888380.2, XP_017884097.2	XP_017764305.1
OG0002738	XP_017875357.1	XP_017763772.1, XP_017763764.1, XP_017763755.1
OG0002739	XP_026670797.1	XP_017752966.1, XP_017752965.1
OG0002740	XP_017875588.1	XP_017756142.1
OG0002741	XP_017886709.1	XP_017752922.1
OG0002742	XP_026674882.1	XP_017763585.1
OG0002743	XP_017888066.1, XP_017888067.1	XP_017762882.1, XP_017762883.1
OG0002745	XP_017875457.1	XP_017754049.1
OG0002746	XP_017882958.1, XP_017882959.1	XP_017765438.1
OG0002747	XP_026671295.1, XP_017883969.1	XP_017764675.1
OG0002748	XP_017889574.1	XP_017765080.1
OG0002749	XP_017892566.1	XP_017758109.1
OG0002750	XP_026673921.1, XP_026673920.1	XP_017753797.1
OG0002751	XP_026670779.1, XP_026670780.1, XP_017882876.1	XP_017761179.1
OG0002752	XP_026674080.1, XP_017889869.1	XP_017765236.1
OG0002753	XP_017889929.1	XP_017756237.1
OG0002755	XP_017883735.1	XP_017752209.1
OG0002756	XP_017880412.1, XP_017880409.1, XP_017880411.1	XP_017766311.1
OG0002757	XP_017888248.1, XP_017888245.1	XP_017766263.1, XP_017766261.1
OG0002758	XP_017893611.1	XP_017763758.1
OG0002759	XP_026672977.1, XP_017883476.2	XP_017757389.1
OG0002760	XP_017875956.1	XP_017757632.1
OG0002761	XP_017889121.1	XP_017766048.1
OG0002762	XP_017879268.1	XP_017756361.1
OG0002763	XP_017884021.2	XP_017761987.1
OG0002764	XP_026672618.1, XP_017886630.1	XP_017760809.1
OG0002765	XP_017884054.1	XP_017755354.1
OG0002766	XP_017877513.1	XP_017755352.1
OG0002767	XP_017887325.1	XP_017757275.1
OG0002769	XP_017875909.1	XP_017762361.1
OG0002770	XP_026668325.1	XP_017756110.1
OG0002771	XP_026670129.1	XP_017765928.1
OG0002772	XP_017880127.1	XP_017767567.1
OG0002773	XP_026666548.1, XP_026666547.1, XP_026666549.1, XP_017893114.1	XP_017760055.1
OG0002774	XP_026666520.1	XP_017757142.1, XP_017757141.1
OG0002775	XP_026674977.1	XP_017759972.1
OG0002776	XP_017882031.1	XP_017767625.1
OG0002777	XP_017880218.1	XP_017762168.1
OG0002778	XP_026668210.1, XP_017877667.1, XP_017877668.1, XP_026668209.1	XP_017754505.1
OG0002779	XP_017876233.1	XP_017763888.1
OG0002780	XP_017879830.2	XP_017765884.1, XP_017765913.1, XP_017765893.1, XP_017765902.1
OG0002781	XP_026671370.1	XP_017759617.1
OG0002782	XP_017877868.1	XP_017758739.1
OG0002783	XP_017878352.1	XP_017760478.1
OG0002784	XP_026669313.1, XP_026669312.1	XP_017762098.1
OG0002785	XP_017883589.1	XP_017761113.1
OG0002786	XP_017884518.1, XP_017884516.1, XP_017884517.1	XP_017758255.1
OG0002787	XP_017891263.1, XP_017891261.2	XP_017752176.1
OG0002788	XP_017890876.1	XP_017760460.1
OG0002789	XP_017880281.1	XP_017760160.1
OG0002790	XP_017886704.1	XP_017755560.1
OG0002791	XP_017879791.1, XP_017879794.2	XP_017765990.1
OG0002792	XP_017879796.1, XP_017879797.1	XP_017765991.1
OG0002793	XP_017892715.1	XP_017758956.1, XP_017758957.1
OG0002794	XP_026666911.1	XP_017754901.1
OG0002795	XP_017880577.1	XP_017761732.1
OG0002796	XP_017885239.1	XP_017763754.1
OG0002797	XP_017883767.1	XP_017759801.1, XP_017759802.1
OG0002798	XP_017879591.1, XP_017879590.1	XP_017764604.1
OG0002799	XP_026674052.1	XP_017765410.1
OG0002800	XP_017881508.1, XP_017881507.1	XP_017759659.1
OG0002801	XP_026672363.1	XP_017761309.1
OG0002801	XP_017882929.2	XP_017760415.1
OG0002802	XP_017885483.1	XP_017760311.1
OG0002803	XP_017875053.1	XP_017765731.1, XP_017765733.1
OG0002804	XP_017880347.2	XP_017756610.1
OG0002805	XP_017882648.2	XP_017760198.1
OG0002806	XP_017877353.1	XP_017761754.1
OG0002807	XP_017883386.1, XP_017883385.1	XP_017754467.1
OG0002808	XP_017877657.1	XP_017754931.1
OG0002809	XP_026670227.1, XP_017881881.1	XP_017758997.1, XP_017758998.1
OG0002810	XP_017886670.1	XP_017756805.1
OG0002811	XP_017885726.1	XP_017757978.1
OG0002812	XP_026672078.1	XP_017758890.1
OG0002813	XP_017887069.2	XP_017755746.1
OG0002816	XP_017890555.1, XP_017890556.1	XP_017758783.1
OG0002817	XP_017882152.1	XP_017756485.1
OG0002818	XP_017883902.1	XP_017767514.1
OG0002819	XP_017881995.1	XP_017758486.1
OG0002820	XP_026674975.1, XP_026674973.1	XP_017758533.1
OG0002821	XP_017882128.1	XP_017758428.1
OG0002822	XP_026671120.1	XP_017756523.1
OG0002823	XP_026669937.1, XP_026669940.1, XP_026669939.1	XP_017757521.1, XP_017758367.1
OG0002824	XP_017881185.1	XP_017758434.1, XP_017758054.1
OG0002825	XP_017891942.1	XP_017767454.1
OG0002826	XP_017892092.1	XP_017767498.1
OG0002827	XP_017876653.1	XP_017767544.1
OG0002829	XP_026670386.1	XP_017758457.1
OG0002830	XP_026671885.1, XP_026668174.1	XP_017764773.1
OG0002831	XP_026668172.1	XP_017760709.1, XP_017760710.1
OG0002833	XP_026673034.1	XP_017762251.1
OG0002834	XP_017890460.1	XP_017760018.1
OG0002835	XP_026668835.1	XP_017759022.1, XP_017759017.1
OG0002836	XP_026670414.1	XP_017760847.1
OG0002837	XP_026668177.1	XP_017764785.1, XP_017764784.1
OG0002838	XP_017890479.1	XP_017760783.1
OG0002839	XP_017890434.1	XP_017762301.1
OG0002840	XP_017886833.1	XP_017762153.1
OG0002841	XP_026673519.1	XP_017753419.1
OG0002842	XP_017892146.2, XP_017879892.1, XP_017879895.1	XP_017763745.1
OG0002843	XP_017886729.1	XP_017762193.1
OG0002844	XP_017883536.1	XP_017766721.1
OG0002846	XP_017890351.1	XP_017766556.1
OG0002847	XP_017887068.2	XP_017757682.1
OG0002848	XP_026672195.1	XP_017766520.1
OG0002849	XP_017890462.1	XP_017757752.1
OG0002850	XP_017893366.1	XP_017766557.1
OG0002851	XP_017893487.1	XP_017766764.1
OG0002852	XP_026671492.1	XP_017767203.1
OG0002853	XP_017893172.1	XP_017755452.1
OG0002854	XP_017885011.1	XP_017759854.1
OG0002855	XP_026671610.1, XP_026671611.1, XP_026671607.1, XP_026671609.1	XP_017767275.1
OG0002856	XP_026675315.1, XP_026675319.1	XP_017760633.1
OG0002857	XP_026674211.1	XP_017758035.1
OG0002858	XP_017889739.1	XP_017753757.1
OG0002859	XP_017886305.1	XP_017752822.1
OG0002860	XP_017889603.1	XP_017752241.1
OG0002861	XP_017877677.1, XP_026668213.1	XP_017765796.1
OG0002862	XP_026671297.1	XP_017753846.1
OG0002863	XP_017889863.1	XP_017765249.1
OG0002864	XP_017891172.1	XP_017756058.1
OG0002865	XP_017877202.1	XP_017759786.1
OG0002866	XP_017888463.1	XP_017762509.1
OG0002867	XP_026671606.1	XP_017767172.1
OG0002868	XP_026672254.1, XP_026672255.1, XP_017885657.1	XP_017755519.1
OG0002869	XP_026674315.1	XP_017765453.1
OG0002870	XP_017879655.1	XP_017761837.1
OG0002872	XP_026672678.1	XP_017755559.1
OG0002873	XP_026673051.1, XP_017887668.1, XP_017887670.1, XP_017887669.1	XP_017761702.1
OG0002874	XP_026674825.1	XP_017760975.1
OG0002875	XP_017879205.1	XP_017756406.1
OG0002876	XP_026667822.1, XP_026667820.1, XP_026667821.1	XP_017756292.1
OG0002877	XP_017876539.1, XP_017876538.1	XP_017761027.1
OG0002878	XP_017878981.1, XP_017878980.1, XP_017878983.1	XP_017761924.1, XP_017761925.1
OG0002879	XP_017886929.1, XP_026672673.1	XP_017763643.1
OG0002880	XP_017891433.2, XP_017886969.1	XP_017766577.1
OG0002881	XP_017882288.1	XP_017763211.1
OG0002882	XP_017891487.1	XP_017752217.1
OG0002883	XP_017890251.1	XP_017757441.1
OG0002884	XP_017892978.1	XP_017756278.1
OG0002885	XP_026670189.1	XP_017759624.1
OG0002886	XP_017887699.1, XP_017875542.1, XP_017875540.1	XP_017764903.1
OG0002887	XP_017886025.1, XP_017879435.1	XP_017765445.1, XP_017765444.1
OG0002888	XP_017880309.1, XP_017880308.1, XP_017880307.1	XP_017755126.1
OG0002889	XP_017880221.1	XP_017753530.1
