Orthogroup	Osmia_lignaria	Nomia_melanderi
OG0001229	XP_034173456.1, XP_034173457.1, XP_034173455.1, XP_034173454.1	XP_031847159.1
OG0001230	XP_034171050.1	XP_031843304.1
OG0001231	XP_034176822.1, XP_034176827.1	XP_031825538.1
OG0001232	XP_034194212.1	XP_031832250.1
OG0001233	XP_034180704.1, XP_034180707.1, XP_034180708.1, XP_034180705.1	XP_031848520.1, XP_031848522.1, XP_031848523.1
OG0001235	XP_034184936.1	XP_031827348.1
OG0001236	XP_034187265.1	XP_031840357.1, XP_031840356.1
OG0001239	XP_034186982.1, XP_034186983.1, XP_034186893.1	XP_031825355.1, XP_031828216.1
OG0001240	XP_034184018.1, XP_034184017.1	XP_031829252.1, XP_031829251.1, XP_031829250.1
OG0001241	XP_034192478.1, XP_034192479.1	XP_031832292.1, XP_031832293.1
OG0001242	XP_034173498.1	XP_031839148.1, XP_031839149.1, XP_031839150.1
OG0001243	XP_034185127.1	XP_031840070.1, XP_031840071.1
OG0001244	XP_034184813.1	XP_031829966.1
OG0001245	XP_034194879.1	XP_031838795.1, XP_031838797.1
OG0001246	XP_034178339.1	XP_031848671.1
OG0001247	XP_034188597.1	XP_031848295.1
OG0001248	XP_034171782.1	XP_031844720.1, XP_031828985.1
OG0001249	XP_034180812.1, XP_034180815.1	XP_031837870.1
OG0001250	XP_034188816.1, XP_034188817.1	XP_031845957.1
OG0001252	XP_034178569.1	XP_031836316.1
OG0001253	XP_034177328.1	XP_031825436.1
OG0001254	XP_034174253.1, XP_034174249.1	XP_031829337.1
OG0001255	XP_034180059.1	XP_031837305.1, XP_031837306.1, XP_031837304.1
OG0001256	XP_034181507.1	XP_031829841.1
OG0001257	XP_034173212.1, XP_034173213.1	XP_031847660.1, XP_031847663.1
OG0001258	XP_034175144.1	XP_031835316.1
OG0001259	XP_034193443.1	XP_031849144.1
OG0001260	XP_034193987.1	XP_031842866.1, XP_031842868.1, XP_031842865.1, XP_031842863.1, XP_031842864.1
OG0001261	XP_034180208.1, XP_034180207.1	XP_031837919.1, XP_031837912.1, XP_031837904.1
OG0001262	XP_034181900.1	XP_031832118.1, XP_031832117.1, XP_031832116.1
OG0001263	XP_034184185.1, XP_034184186.1	XP_031843673.1
OG0001264	XP_034179126.1	XP_031838143.1, XP_031838146.1
OG0001265	XP_034176688.1	XP_031829033.1, XP_031829034.1
OG0001266	XP_034173156.1	XP_031846890.1
OG0001267	XP_034193402.1, XP_034193401.1, XP_034193400.1	XP_031831737.1
OG0001268	XP_034172314.1	XP_031826181.1, XP_031826182.1, XP_031826184.1
OG0001269	XP_034196230.1, XP_034196231.1	XP_031836645.1, XP_031836646.1
OG0001270	XP_034180162.1, XP_034180163.1	XP_031832945.1
OG0001271	XP_034173765.1, XP_034173767.1	XP_031842282.1, XP_031842281.1
OG0001272	XP_034176394.1	XP_031847070.1, XP_031847071.1, XP_031847072.1
OG0001273	XP_034180714.1, XP_034180713.1	XP_031848548.1, XP_031848549.1, XP_031848550.1
OG0001274	XP_034177697.1, XP_034177698.1	XP_031825275.1, XP_031825276.1, XP_031825277.1, XP_031825278.1
OG0001275	XP_034171626.1	XP_031829197.1, XP_031829198.1
OG0001276	XP_034191872.1	XP_031836708.1, XP_031836736.1, XP_031836726.1, XP_031836700.1, XP_031836717.1
OG0001277	XP_034173739.1, XP_034173738.1	XP_031842227.1, XP_031842228.1, XP_031842226.1, XP_031842229.1
OG0001278	XP_034195603.1	XP_031836729.1, XP_031836728.1
OG0001279	XP_034187045.1	XP_031827158.1
OG0001280	XP_034180468.1	XP_031835163.1
OG0001282	XP_034188674.1	XP_031832271.1
OG0001283	XP_034188067.1	XP_031841858.1, XP_031841856.1
OG0001284	XP_034187833.1	XP_031843241.1, XP_031843230.1, XP_031843260.1, XP_031843250.1, XP_031843269.1, XP_031843222.1, XP_031843212.1
OG0001285	XP_034195846.1	XP_031848834.1
OG0001286	XP_034190124.1	XP_031825856.1, XP_031825855.1
OG0001287	XP_034179572.1	XP_031843042.1
OG0001288	XP_034193719.1	XP_031847404.1, XP_031847406.1, XP_031847402.1, XP_031847401.1, XP_031847403.1
OG0001289	XP_034196237.1, XP_034196233.1	XP_031836633.1, XP_031836631.1
OG0001290	XP_034196542.1	XP_031843289.1
OG0001291	XP_034193278.1, XP_034193276.1, XP_034193279.1, XP_034193277.1, XP_034193275.1	XP_031835600.1, XP_031835601.1
OG0001292	XP_034193077.1	XP_031849347.1
OG0001293	XP_034181986.1	XP_031844335.1
OG0001294	XP_034176774.1, XP_034176773.1	XP_031825336.1, XP_031825337.1, XP_031825338.1
OG0001295	XP_034189627.1	XP_031849282.1
OG0001296	XP_034194325.1, XP_034194324.1	XP_031844241.1
OG0001297	XP_034187048.1	XP_031827220.1, XP_031827221.1, XP_031827219.1, XP_031827218.1
OG0001298	XP_034187952.1, XP_034187953.1	XP_031834093.1
OG0001299	XP_034185047.1	XP_031846689.1
OG0001300	XP_034187102.1, XP_034187107.1	XP_031827247.1, XP_031827246.1, XP_031827245.1
OG0001301	XP_034178663.1, XP_034178662.1	XP_031832381.1
OG0001302	XP_034176454.1	XP_031831625.1, XP_031831627.1, XP_031831626.1, XP_031831628.1
OG0001303	XP_034177885.1	XP_031827991.1
OG0001304	XP_034181860.1, XP_034181859.1	XP_031832090.1
OG0001305	XP_034181484.1, XP_034181480.1, XP_034181482.1, XP_034181481.1, XP_034181483.1	XP_031832264.1
OG0001306	XP_034193513.1, XP_034193514.1, XP_034193512.1	XP_031842872.1
OG0001307	XP_034179783.1	XP_031829417.1, XP_031829415.1
OG0001308	XP_034190667.1, XP_034190660.1, XP_034190665.1	XP_031841176.1
OG0001309	XP_034182780.1	XP_031844632.1, XP_031844633.1
OG0001310	XP_034181669.1	XP_031832069.1, XP_031832070.1
OG0001311	XP_034195003.1	XP_031850375.1, XP_031850377.1, XP_031850374.1
OG0001312	XP_034171705.1, XP_034171701.1	XP_031834754.1, XP_031834756.1
OG0001313	XP_034176626.1	XP_031838252.1
OG0001314	XP_034184405.1	XP_031845652.1
OG0001315	XP_034177233.1, XP_034177234.1, XP_034177231.1, XP_034177232.1	XP_031843340.1
OG0001316	XP_034195487.1, XP_034195486.1	XP_031848116.1, XP_031848101.1, XP_031848110.1
OG0001317	XP_034195834.1	XP_031848413.1, XP_031848405.1
OG0001318	XP_034187671.1	XP_031834524.1
OG0001319	XP_034174764.1	XP_031846019.1
OG0001320	XP_034178386.1, XP_034178385.1, XP_034178382.1, XP_034178384.1	XP_031844412.1
OG0001321	XP_034189905.1	XP_031838281.1
OG0001322	XP_034180732.1, XP_034180734.1	XP_031845962.1, XP_031845963.1
OG0001323	XP_034183621.1, XP_034183620.1	XP_031843728.1, XP_031843731.1
OG0001324	XP_034183839.1	XP_031843634.1
OG0001325	XP_034188789.1, XP_034188788.1	XP_031844730.1, XP_031844737.1
OG0001327	XP_034178887.1	XP_031847411.1, XP_031847410.1
OG0001328	XP_034194014.1, XP_034194013.1	XP_031829438.1, XP_031829436.1
OG0001329	XP_034182426.1	XP_031844591.1, XP_031844584.1
OG0001330	XP_034195446.1, XP_034195447.1	XP_031836420.1
OG0001331	XP_034177195.1	XP_031833588.1, XP_031833589.1, XP_031833582.1, XP_031833584.1, XP_031833585.1, XP_031833586.1, XP_031833587.1
OG0001332	XP_034175527.1, XP_034175528.1	XP_031828791.1
OG0001333	XP_034176053.1, XP_034176054.1	XP_031828788.1
OG0001334	XP_034176575.1, XP_034176574.1, XP_034176576.1	XP_031838495.1
OG0001335	XP_034185419.1	XP_031830156.1
OG0001336	XP_034180106.1, XP_034180104.1	XP_031833159.1
OG0001337	XP_034174071.1, XP_034174069.1, XP_034174070.1	XP_031834383.1, XP_031834381.1, XP_031834380.1
OG0001338	XP_034191134.1	XP_031827519.1
OG0001339	XP_034190880.1, XP_034190881.1	XP_031841535.1, XP_031841537.1, XP_031841536.1
OG0001340	XP_034187375.1, XP_034187374.1, XP_034187373.1	XP_031828566.1
OG0001342	XP_034185210.1	XP_031842897.1, XP_031843071.1, XP_031842987.1, XP_031843161.1, XP_031843256.1
OG0001343	XP_034189933.1, XP_034189936.1, XP_034189934.1	XP_031835867.1
OG0001344	XP_034175829.1	XP_031849884.1
OG0001345	XP_034175953.1, XP_034175952.1	XP_031849162.1, XP_031849161.1, XP_031849159.1, XP_031849163.1, XP_031849158.1
OG0001346	XP_034193306.1	XP_031835773.1
OG0001347	XP_034184819.1, XP_034184818.1	XP_031829845.1, XP_031829855.1
OG0001348	XP_034183352.1, XP_034183351.1	XP_031827572.1
OG0001349	XP_034184109.1	XP_031838055.1
OG0001350	XP_034177673.1, XP_034177667.1	XP_031825351.1, XP_031825350.1, XP_031825356.1
OG0001351	XP_034179531.1	XP_031840636.1, XP_031840635.1
OG0001352	XP_034185494.1	XP_031835765.1
OG0001353	XP_034170945.1	XP_031846344.1
OG0001354	XP_034181173.1	XP_031826433.1
OG0001355	XP_034182128.1, XP_034182129.1	XP_031850396.1
OG0001356	XP_034185637.1, XP_034185636.1	XP_031829862.1
OG0001357	XP_034187205.1, XP_034187214.1	XP_031840444.1, XP_031840445.1, XP_031840443.1
OG0001358	XP_034173045.1, XP_034173053.1, XP_034173035.1	XP_031840472.1, XP_031840470.1, XP_031840471.1
OG0001359	XP_034172798.1	XP_031840463.1
OG0001360	XP_034196706.1, XP_034196702.1	XP_031839855.1
OG0001361	XP_034171357.1, XP_034171356.1	XP_031839754.1, XP_031839753.1, XP_031839752.1, XP_031839755.1, XP_031839750.1, XP_031839749.1
OG0001362	XP_034174260.1	XP_031829333.1, XP_031829334.1
OG0001363	XP_034174220.1, XP_034174223.1	XP_031829304.1
OG0001364	XP_034187449.1, XP_034187448.1	XP_031845154.1
OG0001365	XP_034180586.1	XP_031848129.1
OG0001366	XP_034182092.1, XP_034182091.1	XP_031834301.1
OG0001367	XP_034191256.1, XP_034191255.1	XP_031841551.1
OG0001368	XP_034182232.1, XP_034182249.1, XP_034182239.1	XP_031826185.1
OG0001370	XP_034171935.1	XP_031828094.1
OG0001371	XP_034176964.1, XP_034176963.1	XP_031825300.1
OG0001372	XP_034173049.1	XP_031839307.1, XP_031839306.1
OG0001373	XP_034195965.1, XP_034195962.1, XP_034195964.1, XP_034195966.1	XP_031839009.1, XP_031839008.1
OG0001374	XP_034173359.1, XP_034173358.1	XP_031839412.1
OG0001375	XP_034196415.1, XP_034196419.1	XP_031838789.1, XP_031838788.1
OG0001376	XP_034196446.1	XP_031828616.1
OG0001377	XP_034173332.1, XP_034173325.1	XP_031837569.1, XP_031837580.1
OG0001379	XP_034172088.1	XP_031837433.1
OG0001380	XP_034180449.1	XP_031838216.1
OG0001382	XP_034176380.1, XP_034176381.1	XP_031834733.1
OG0001383	XP_034177779.1	XP_031831455.1
OG0001384	XP_034188459.1, XP_034188460.1, XP_034188458.1	XP_031850371.1
OG0001385	XP_034188233.1, XP_034188232.1, XP_034188231.1	XP_031844686.1
OG0001386	XP_034172327.1	XP_031839502.1, XP_031839503.1, XP_031839504.1
OG0001387	XP_034194744.1	XP_031850360.1, XP_031850362.1
OG0001390	XP_034193929.1, XP_034193920.1, XP_034193922.1, XP_034193939.1	XP_031848284.1
OG0001391	XP_034174694.1, XP_034174684.1, XP_034174674.1	XP_031828019.1, XP_031828018.1
OG0001393	XP_034184904.1	XP_031850156.1, XP_031849881.1
OG0001394	XP_034173342.1	XP_031837587.1, XP_031837585.1
OG0001395	XP_034177225.1	XP_031841332.1, XP_031841325.1
OG0001396	XP_034186738.1	XP_031841293.1
OG0001397	XP_034175786.1, XP_034175787.1, XP_034175788.1	XP_031829094.1
OG0001398	XP_034186922.1, XP_034186915.1	XP_031841599.1
OG0001399	XP_034183317.1, XP_034183318.1	XP_031841738.1
OG0001400	XP_034183241.1, XP_034183242.1	XP_031841330.1, XP_031841333.1
OG0001401	XP_034180491.1	XP_031848135.1
OG0001402	XP_034193897.1	XP_031842885.1, XP_031842495.1
OG0001403	XP_034176992.1	XP_031828208.1, XP_031828206.1, XP_031828207.1
OG0001405	XP_034186799.1	XP_031826878.1
OG0001406	XP_034194475.1, XP_034194496.1	XP_031844192.1, XP_031844195.1
OG0001407	XP_034170975.1	XP_031839815.1, XP_031839816.1
OG0001408	XP_034196480.1	XP_031840011.1
OG0001409	XP_034195631.1, XP_034195621.1	XP_031829129.1
OG0001410	XP_034190441.1	XP_031828065.1
OG0001411	XP_034182282.1	XP_031844316.1
OG0001412	XP_034194363.1	XP_031844140.1
OG0001413	XP_034182058.1	XP_031841019.1
OG0001414	XP_034188288.1	XP_031840842.1, XP_031840844.1, XP_031840843.1, XP_031840840.1
OG0001415	XP_034194518.1	XP_031844117.1, XP_031844116.1, XP_031844114.1, XP_031844115.1
OG0001416	XP_034194505.1	XP_031844207.1, XP_031844204.1, XP_031844206.1
OG0001417	XP_034173306.1	XP_031839419.1
OG0001418	XP_034194764.1	XP_031844620.1, XP_031844619.1, XP_031844621.1
OG0001419	XP_034182135.1	XP_031850334.1
OG0001420	XP_034187702.1, XP_034187701.1, XP_034187703.1	XP_031845334.1
OG0001421	XP_034187334.1	XP_031834405.1
OG0001422	XP_034187821.1	XP_031834334.1
OG0001423	XP_034173990.1	XP_031842301.1, XP_031842300.1
OG0001424	XP_034174559.1	XP_031846087.1, XP_031846089.1
OG0001425	XP_034173951.1	XP_031834417.1
OG0001426	XP_034177088.1	XP_031833363.1
OG0001427	XP_034177781.1, XP_034177780.1	XP_031831458.1, XP_031831459.1
OG0001428	XP_034176980.1	XP_031825304.1, XP_031825411.1
OG0001429	XP_034192926.1	XP_031831314.1
OG0001430	XP_034177732.1, XP_034177731.1	XP_031833444.1
OG0001431	XP_034182957.1, XP_034182956.1, XP_034182958.1, XP_034182954.1, XP_034182955.1	XP_031838093.1
OG0001432	XP_034187361.1, XP_034187370.1, XP_034187354.1, XP_034187380.1	XP_031840375.1
OG0001433	XP_034171117.1	XP_031828611.1
OG0001434	XP_034194952.1, XP_034194946.1	XP_031840139.1, XP_031840138.1, XP_031840141.1, XP_031840140.1, XP_031840142.1
OG0001435	XP_034192320.1	XP_031838726.1
OG0001436	XP_034176616.1	XP_031838277.1
OG0001437	XP_034189287.1, XP_034189288.1	XP_031837051.1
OG0001438	XP_034175245.1, XP_034175244.1, XP_034175246.1	XP_031849131.1
OG0001439	XP_034192088.1, XP_034192106.1	XP_031840215.1
OG0001440	XP_034196215.1	XP_031846734.1, XP_031846733.1, XP_031846731.1, XP_031846732.1
OG0001441	XP_034191939.1	XP_031837631.1
OG0001442	XP_034180925.1, XP_034180924.1	XP_031848179.1
OG0001443	XP_034190339.1	XP_031830355.1
OG0001444	XP_034173502.1, XP_034173501.1, XP_034173500.1, XP_034173499.1	XP_031839447.1
OG0001445	XP_034184713.1, XP_034184712.1	XP_031849047.1
OG0001446	XP_034187487.1, XP_034187472.1, XP_034187481.1	XP_031835110.1
OG0001447	XP_034190708.1, XP_034190717.1	XP_031828286.1
OG0001448	XP_034187734.1	XP_031846582.1, XP_031846593.1
OG0001449	XP_034191699.1, XP_034191698.1	XP_031837964.1, XP_031837962.1, XP_031837963.1, XP_031837960.1, XP_031837961.1
OG0001450	XP_034189931.1, XP_034189923.1	XP_031847749.1
OG0001451	XP_034181740.1	XP_031846419.1, XP_031846418.1, XP_031846413.1, XP_031846417.1, XP_031846416.1, XP_031846415.1
OG0001452	XP_034173584.1	XP_031841914.1, XP_031841917.1, XP_031841916.1, XP_031841919.1, XP_031841920.1, XP_031841921.1, XP_031841915.1
OG0001453	XP_034187926.1	XP_031829643.1
OG0001455	XP_034187234.1	XP_031841708.1
OG0001456	XP_034186570.1	XP_031826479.1
OG0001457	XP_034183262.1	XP_031826700.1, XP_031826701.1, XP_031826698.1, XP_031826697.1
OG0001458	XP_034178551.1, XP_034178553.1	XP_031847609.1
OG0001459	XP_034191849.1, XP_034191855.1	XP_031836339.1, XP_031836468.1
OG0001460	XP_034180530.1	XP_031832830.1
OG0001461	XP_034179896.1	XP_031842876.1
OG0001462	XP_034175975.1	XP_031835170.1, XP_031835150.1, XP_031835160.1, XP_031835140.1, XP_031835130.1
OG0001464	XP_034179642.1, XP_034179641.1, XP_034179643.1	XP_031844824.1, XP_031844823.1, XP_031844822.1
OG0001465	XP_034186835.1	XP_031842152.1
OG0001466	XP_034172181.1, XP_034172190.1	XP_031828168.1
OG0001467	XP_034186760.1, XP_034186761.1	XP_031827115.1
OG0001468	XP_034172493.1	XP_031832468.1
OG0001469	XP_034188770.1	XP_031839545.1, XP_031839546.1
OG0001470	XP_034172617.1, XP_034172616.1	XP_031832543.1
OG0001471	XP_034188738.1, XP_034188737.1	XP_031836143.1
OG0001472	XP_034175886.1	XP_031849895.1
OG0001473	XP_034176191.1	XP_031826626.1, XP_031826627.1, XP_031826625.1, XP_031826628.1
OG0001474	XP_034190762.1, XP_034190768.1	XP_031825985.1, XP_031825983.1
OG0001475	XP_034194903.1, XP_034194888.1	XP_031848112.1, XP_031848111.1, XP_031848109.1, XP_031848108.1, XP_031848107.1, XP_031848106.1, XP_031848105.1
OG0001476	XP_034192501.1, XP_034181169.1	XP_031832221.1, XP_031832220.1
OG0001477	XP_034194099.1	XP_031843672.1
OG0001479	XP_034180167.1	XP_031832928.1
OG0001480	XP_034182088.1	XP_031840990.1, XP_031840989.1
OG0001481	XP_034183259.1	XP_031841784.1, XP_031841785.1, XP_031841783.1
OG0001482	XP_034177948.1, XP_034177947.1	XP_031844372.1, XP_031844373.1, XP_031844374.1
OG0001483	XP_034192022.1, XP_034192020.1, XP_034192021.1	XP_031832816.1
OG0001484	XP_034179292.1, XP_034179293.1	XP_031847523.1
OG0001485	XP_034170956.1, XP_034170955.1, XP_034170957.1	XP_031839633.1
OG0001486	XP_034182160.1	XP_031840925.1, XP_031840926.1, XP_031840924.1, XP_031840927.1, XP_031840928.1
OG0001487	XP_034195005.1	XP_031850381.1, XP_031850380.1
OG0001488	XP_034193013.1, XP_034193012.1, XP_034193014.1	XP_031825267.1
OG0001489	XP_034196067.1, XP_034196066.1	XP_031843988.1, XP_031843987.1
OG0001490	XP_034196380.1	XP_031828621.1, XP_031828620.1
OG0001491	XP_034180479.1	XP_031833066.1
OG0001492	XP_034182561.1	XP_031848424.1, XP_031848425.1, XP_031848429.1, XP_031848428.1, XP_031848431.1, XP_031848430.1
OG0001493	XP_034174719.1	XP_031834432.1, XP_031834433.1
OG0001494	XP_034177437.1	XP_031831414.1
OG0001495	XP_034183271.1	XP_031827635.1
OG0001496	XP_034192618.1	XP_031831728.1
OG0001497	XP_034175631.1, XP_034175632.1	XP_031832777.1, XP_031832788.1
OG0001498	XP_034176015.1	XP_031838477.1
OG0001499	XP_034176008.1, XP_034176007.1, XP_034176009.1, XP_034176006.1	XP_031838472.1
OG0001500	XP_034182378.1, XP_034182376.1	XP_031849697.1
OG0001501	XP_034196311.1	XP_031846829.1
OG0001502	XP_034182709.1	XP_031848315.1, XP_031848332.1
OG0001503	XP_034193061.1	XP_031831241.1, XP_031831240.1, XP_031831239.1
OG0001504	XP_034190888.1, XP_034190889.1	XP_031841477.1, XP_031841476.1, XP_031841479.1, XP_031841478.1
OG0001505	XP_034187836.1, XP_034187835.1	XP_031846147.1, XP_031846146.1
OG0001506	XP_034175668.1, XP_034175667.1	XP_031835641.1
OG0001507	XP_034183780.1	XP_031830471.1, XP_031830470.1
OG0001508	XP_034189324.1, XP_034189323.1, XP_034189322.1	XP_031835227.1, XP_031835226.1, XP_031835225.1
OG0001509	XP_034180169.1	XP_031833156.1, XP_031833154.1
OG0001511	XP_034192617.1, XP_034192616.1	XP_031833447.1
OG0001512	XP_034175094.1	XP_031849416.1
OG0001514	XP_034184441.1, XP_034184439.1	XP_031835210.1, XP_031835211.1, XP_031835212.1
OG0001516	XP_034172915.1	XP_031832465.1, XP_031832466.1
OG0001517	XP_034196129.1	XP_031846807.1, XP_031846815.1
OG0001518	XP_034171520.1, XP_034171519.1, XP_034171518.1, XP_034171521.1	XP_031839814.1
OG0001520	XP_034194196.1	XP_031842248.1
OG0001525	XP_034170849.1	XP_031839645.1
OG0001526	XP_034184540.1	XP_031846495.1, XP_031846514.1, XP_031846503.1, XP_031846485.1
OG0001527	XP_034194081.1	XP_031828652.1
OG0001528	XP_034180589.1	XP_031843453.1, XP_031843338.1
OG0001529	XP_034193619.1, XP_034193622.1, XP_034193621.1, XP_034193620.1	XP_031847307.1
OG0001530	XP_034184187.1	XP_031843781.1, XP_031843729.1
OG0001531	XP_034178122.1	XP_031845827.1
OG0001532	XP_034185836.1	XP_031847701.1
OG0001533	XP_034183623.1, XP_034183624.1	XP_031838996.1
OG0001534	XP_034190244.1	XP_031830048.1, XP_031830047.1, XP_031830046.1
OG0001535	XP_034177352.1	XP_031846630.1, XP_031846633.1
OG0001537	XP_034196451.1	XP_031848199.1
OG0001539	XP_034172460.1	XP_031837549.1
OG0001540	XP_034171300.1, XP_034171299.1	XP_031848229.1
OG0001541	XP_034180175.1, XP_034180173.1	XP_031829615.1, XP_031829614.1, XP_031829616.1
OG0001542	XP_034180706.1	XP_031843489.1, XP_031843515.1, XP_031843498.1, XP_031843506.1, XP_031843479.1
OG0001543	XP_034171243.1, XP_034171241.1	XP_031834587.1, XP_031834586.1
OG0001544	XP_034194341.1, XP_034194340.1	XP_031844245.1
OG0001545	XP_034195262.1	XP_031833107.1
OG0001547	XP_034171201.1, XP_034171200.1	XP_031839653.1, XP_031839655.1
OG0001548	XP_034179268.1, XP_034179266.1, XP_034179267.1	XP_031826335.1
OG0001549	XP_034191089.1	XP_031826921.1, XP_031826920.1, XP_031826922.1
OG0001550	XP_034190868.1	XP_031828341.1, XP_031828340.1, XP_031828339.1, XP_031828338.1
OG0001551	XP_034187621.1	XP_031847554.1, XP_031847552.1
OG0001552	XP_034195653.1	XP_031828628.1, XP_031828629.1, XP_031828627.1
OG0001553	XP_034187900.1, XP_034187897.1	XP_031831985.1, XP_031831982.1, XP_031831983.1, XP_031831984.1
OG0001555	XP_034176388.1	XP_031828844.1
OG0001556	XP_034195665.1, XP_034195664.1	XP_031840132.1, XP_031840135.1, XP_031840131.1, XP_031840133.1, XP_031840136.1
OG0001557	XP_034177135.1	XP_031833503.1, XP_031833504.1
OG0001558	XP_034196624.1, XP_034196623.1	XP_031831598.1
OG0001559	XP_034183903.1	XP_031835242.1, XP_031835240.1, XP_031835241.1
OG0001560	XP_034184787.1	XP_031830316.1, XP_031830319.1, XP_031830321.1, XP_031830320.1, XP_031830317.1
OG0001561	XP_034194806.1	XP_031847983.1
OG0001562	XP_034180439.1, XP_034180438.1	XP_031846264.1, XP_031846262.1, XP_031846263.1
OG0001563	XP_034183745.1, XP_034183742.1	XP_031825898.1
OG0001564	XP_034195485.1	XP_031848082.1, XP_031848066.1, XP_031848087.1
OG0001565	XP_034185939.1, XP_034185938.1, XP_034185936.1	XP_031830788.1
OG0001566	XP_034173066.1	XP_031840617.1
OG0001567	XP_034189712.1	XP_031826363.1, XP_031826364.1, XP_031826365.1
OG0001568	XP_034189318.1	XP_031826476.1
OG0001569	XP_034193885.1	XP_031829493.1
OG0001570	XP_034171629.1	XP_031829201.1
OG0001571	XP_034190127.1, XP_034190128.1	XP_031843395.1, XP_031843394.1
OG0001572	XP_034190566.1	XP_031829873.1
OG0001573	XP_034171037.1	XP_031828324.1
OG0001574	XP_034175670.1	XP_031840586.1, XP_031840585.1, XP_031840584.1
OG0001575	XP_034188732.1	XP_031836281.1, XP_031836283.1
OG0001576	XP_034182937.1, XP_034182938.1, XP_034182940.1	XP_031841275.1
OG0001577	XP_034190263.1, XP_034190262.1	XP_031829520.1, XP_031829502.1, XP_031829530.1, XP_031829513.1
OG0001578	XP_034190554.1	XP_031830198.1
OG0001579	XP_034174940.1	XP_031849366.1, XP_031849367.1, XP_031849365.1, XP_031849363.1, XP_031849364.1
